
[00:00:00.000 --> 00:00:04.000]  很開心見到一些很熟悉的面孔
[00:02:47.000 --> 00:02:48.000]  奉拿主耶穌基督
[00:02:48.000 --> 00:02:49.000]  得聖名自祈求
[00:02:49.000 --> 00:02:50.000]  阿們
[00:02:50.000 --> 00:02:54.000]  今天的訊息會較為福音性
[00:02:54.000 --> 00:02:57.000]  我也想讓我們帶著使命
[00:02:57.000 --> 00:02:59.000]  聽完之後覺得對你有幫助的話
[00:02:59.000 --> 00:03:02.000]  可以分享給鄰舍
[00:03:02.000 --> 00:03:05.000]  也讓我們學習準備去愛鄰舍的心
[00:03:05.000 --> 00:03:08.000]  我知道今天下午第四節也有活動
[00:03:08.000 --> 00:03:12.000]  也紀念大家同心的擺上
[00:03:12.000 --> 00:03:16.000]  在香港這個地方
[00:03:16.000 --> 00:03:20.000]  對於未認識耶穌的朋友來說
[00:03:20.000 --> 00:03:22.000]  對基督教應該不算陌生
[00:03:22.000 --> 00:03:23.000]  應該也會知道
[00:03:23.000 --> 00:03:27.000]  但是對於一些未信的朋友來說
[00:03:27.000 --> 00:03:29.000]  除了基督教給人的印象
[00:03:29.000 --> 00:03:31.000]  就是多幾天放假
[00:03:31.000 --> 00:03:34.000]  可以鬆一鬆休息一下
[00:03:34.000 --> 00:03:38.000]  有人說基督教給人的印象
[00:03:38.000 --> 00:03:40.000]  就好像以下這個圖片
[00:03:40.000 --> 00:03:43.000]  孫悟空的緊箍咒
[00:03:43.000 --> 00:03:45.000]  一點也不放鬆
[00:03:45.000 --> 00:03:46.000]  很緊
[00:03:46.000 --> 00:03:48.000]  完全沒有自由
[00:03:48.000 --> 00:03:51.000]  基督教好像有很多的規矩
[00:03:51.000 --> 00:03:52.000]  又要回教會
[00:03:52.000 --> 00:03:54.000]  又要奉獻
[00:03:54.000 --> 00:03:56.000]  綁手綁腳
[00:03:56.000 --> 00:04:00.000]  我不知道你曾經何時有沒有這種感覺
[00:04:00.000 --> 00:04:02.000]  又或者你朋友問你
[00:04:02.000 --> 00:04:03.000]  星期天去哪裏的時候
[00:04:03.000 --> 00:04:04.000]  真的淒涼了
[00:04:04.000 --> 00:04:06.000]  你要回教會
[00:04:06.000 --> 00:04:08.000]  我不知道他們會怎樣跟你說
[00:04:08.000 --> 00:04:10.000]  淒涼了要奉獻
[00:04:10.000 --> 00:04:13.000]  但是很特別的就是
[00:04:13.000 --> 00:04:15.000]  基督教給人的感覺
[00:04:15.000 --> 00:04:19.000]  應該不是枷鎖
[00:04:19.000 --> 00:04:21.000]  應該是一種釋放
[00:04:21.000 --> 00:04:23.000]  有趣的是
[00:04:23.000 --> 00:04:26.000]  基督教來說
[00:04:26.000 --> 00:04:28.000]  有一些的戒毒
[00:04:28.000 --> 00:04:31.000]  戒毒的福音力量是很大的
[00:04:31.000 --> 00:04:33.000]  福音帶給人釋放的時候
[00:04:33.000 --> 00:04:36.000]  福音戒毒是現時最有效
[00:04:36.000 --> 00:04:41.000]  比起沒有宗教甚至其他宗教的戒毒
[00:04:41.000 --> 00:04:43.000]  更加有威力
[00:04:43.000 --> 00:04:45.000]  我經常聽見
[00:04:45.000 --> 00:04:47.000]  我又試試在網上查一下
[00:04:47.000 --> 00:04:50.000]  我甚至在網上查到一件事
[00:04:50.000 --> 00:04:52.000]  其他宗教的學者
[00:04:52.000 --> 00:04:56.000]  去研究基督教為何戒毒這麼大威力
[00:04:56.000 --> 00:04:58.000]  可能對於我來說
[00:04:58.000 --> 00:05:00.000]  這份接納和愛
[00:05:00.000 --> 00:05:03.000]  給予他們很大的力量
[00:05:03.000 --> 00:05:06.000]  會令人有力去戒毒
[00:05:06.000 --> 00:05:07.000]  我在晚山寺堂
[00:05:07.000 --> 00:05:10.000]  有位同工也曾經做過福音戒毒
[00:05:10.000 --> 00:05:12.000]  他也是這樣承認
[00:05:12.000 --> 00:05:15.000]  他說其實在福音戒毒裡
[00:05:15.000 --> 00:05:17.000]  比坐牢好
[00:05:17.000 --> 00:05:20.000]  因為裡面的成效是相當大的
[00:05:20.000 --> 00:05:22.000]  有弟兄說
[00:05:22.000 --> 00:05:24.000]  他信了耶穌
[00:05:24.000 --> 00:05:28.000]  幫助他戒煙、戒賭、戒酒
[00:05:28.000 --> 00:05:30.000]  我爸爸也是因為福音戒賭
[00:05:30.000 --> 00:05:32.000]  幫助他認識信仰
[00:05:32.000 --> 00:05:34.000]  所以有人會說
[00:05:34.000 --> 00:05:35.000]  這樣很好
[00:05:35.000 --> 00:05:36.000]  換言之
[00:05:36.000 --> 00:05:40.000]  基督教對於正常人就是一種捆綁
[00:05:40.000 --> 00:05:42.000]  對於沉溺的人
[00:05:42.000 --> 00:05:48.000]  才是釋放、才是自由
[00:05:48.000 --> 00:05:50.000]  你同不同意嗎?
[00:05:50.000 --> 00:05:51.000]  不同意
[00:05:51.000 --> 00:05:54.000]  我又想問一個問題
[00:05:54.000 --> 00:05:56.000]  你說得對
[00:05:56.000 --> 00:05:58.000]  什麼是正常人?
[00:05:58.000 --> 00:06:01.000]  正常人是什麼?
[00:06:01.000 --> 00:06:06.000]  這個字眼是很奇怪的
[00:06:06.000 --> 00:06:10.000]  其實我們都是相對地正常
[00:06:10.000 --> 00:06:11.000]  我們是相對論
[00:06:11.000 --> 00:06:14.000]  人看你好,你也看人好
[00:06:14.000 --> 00:06:15.000]  表面好像正正常常
[00:06:15.000 --> 00:06:17.000]  但裡面可能有很多問題
[00:06:17.000 --> 00:06:19.000]  有位輔導員曾經跟我說
[00:06:19.000 --> 00:06:22.000]  其實每個人都有他的癮
[00:06:22.000 --> 00:06:25.000]  只不過有些人的癮健康一點
[00:06:25.000 --> 00:06:27.000]  有些人的癮不太健康
[00:06:27.000 --> 00:06:29.000]  有些人行山癮
[00:06:29.000 --> 00:06:31.000]  現在秋天喜歡行山
[00:06:31.000 --> 00:06:33.000]  行山癮很健康
[00:06:33.000 --> 00:06:37.000]  但其他人的癮不太健康
[00:06:37.000 --> 00:06:40.000]  你喜歡購物嗎?
[00:06:40.000 --> 00:06:47.000]  可能有人變成購物狂
[00:06:47.000 --> 00:06:50.000]  我們看到很多電子產品
[00:06:50.000 --> 00:06:52.000]  有打機、有滾手機
[00:06:52.000 --> 00:06:55.000]  社交網站、網購
[00:06:55.000 --> 00:06:58.000]  甚至網上的色情
[00:06:58.000 --> 00:07:00.000]  都會成為我們的癮
[00:07:00.000 --> 00:07:02.000]  成為我們的綑綁
[00:07:02.000 --> 00:07:05.000]  其實這些癮和綑綁來自什麼?
[00:07:05.000 --> 00:07:07.000]  都是來自裡面的貪念
[00:07:07.000 --> 00:07:09.000]  我想擁有多一點
[00:07:09.000 --> 00:07:11.000]  我想佔據多一點
[00:07:11.000 --> 00:07:14.000]  越想越多的時間就成為了人
[00:07:14.000 --> 00:07:16.000]  那件事未必是物質
[00:07:16.000 --> 00:07:19.000]  有些人會貪心什麼?
[00:07:19.000 --> 00:07:23.000]  貪心在婚姻以外的關係
[00:07:23.000 --> 00:07:26.000]  又或者在事業上的貪心
[00:07:26.000 --> 00:07:29.000]  貪心一些事業上的成就
[00:07:29.000 --> 00:07:31.000]  和別人很多比較
[00:07:31.000 --> 00:07:33.000]  令自己很辛苦
[00:07:33.000 --> 00:07:36.000]  未至於在工作上會玩手段
[00:07:36.000 --> 00:07:40.000]  但將全副精神、全副心機投入下去
[00:07:40.000 --> 00:07:43.000]  當面對一個變遷
[00:07:43.000 --> 00:07:45.000]  面對公司retrench
[00:07:45.000 --> 00:07:46.000]  一個裁員
[00:07:46.000 --> 00:07:49.000]  就會好像天跌下來一樣
[00:07:49.000 --> 00:07:50.000]  承受不起
[00:07:50.000 --> 00:07:54.000]  你會說其實每個人總有一樣
[00:07:54.000 --> 00:07:57.000]  對呀,每個人總有一樣
[00:07:57.000 --> 00:07:59.000]  我有一個朋友
[00:07:59.000 --> 00:08:01.000]  游水式的叔叔
[00:08:01.000 --> 00:08:04.000]  他是一個很好的男士
[00:08:04.000 --> 00:08:06.000]  很顧家的
[00:08:06.000 --> 00:08:09.000]  他以前做中港司機
[00:08:09.000 --> 00:08:13.000]  他說中港司機很多人都會包二奶
[00:08:13.000 --> 00:08:15.000]  但他沒有
[00:08:15.000 --> 00:08:16.000]  他肯定地跟我說
[00:08:16.000 --> 00:08:19.000]  因為他知道這樣做會加薪人亡
[00:08:19.000 --> 00:08:21.000]  家裡的老婆捱大三個
[00:08:21.000 --> 00:08:23.000]  不可以對不起她
[00:08:23.000 --> 00:08:26.000]  我覺得好男人
[00:08:26.000 --> 00:08:27.000]  我會稱讚他
[00:08:27.000 --> 00:08:29.000]  但他亦很謙虛地說
[00:08:29.000 --> 00:08:33.000]  我衰在有股牛脾氣
[00:08:33.000 --> 00:08:35.000]  他說他年輕的時候
[00:08:35.000 --> 00:08:39.000]  有人跟他說某一句說話
[00:08:39.000 --> 00:08:41.000]  他就會出拳
[00:08:41.000 --> 00:08:42.000]  會跟別人拼命
[00:08:42.000 --> 00:08:44.000]  現在年紀大又好一點
[00:08:44.000 --> 00:08:48.000]  所以其實每個人都被不同的東西束縛住
[00:08:48.000 --> 00:08:50.000]  可能是你的脾氣
[00:08:50.000 --> 00:08:52.000]  可能是一些說話
[00:08:52.000 --> 00:08:53.000]  可能是物質
[00:08:53.000 --> 00:08:54.000]  亦可能是關係
[00:08:54.000 --> 00:08:56.000]  亦可能是你的情緒
[00:08:56.000 --> 00:08:57.000]  或者是憤怒
[00:08:57.000 --> 00:09:00.000]  人生有不同的關口
[00:09:00.000 --> 00:09:03.000]  所以我們回來團契才要價值觀重整
[00:09:03.000 --> 00:09:05.000]  成功失敗觀
[00:09:05.000 --> 00:09:08.000]  自我形象觀
[00:09:08.000 --> 00:09:10.000]  有很多的人生觀
[00:09:10.000 --> 00:09:12.000]  人生總有風浪
[00:09:12.000 --> 00:09:14.000]  甚至有人說
[00:09:14.000 --> 00:09:18.000]  其實平順的時候才是最大的問題
[00:09:18.000 --> 00:09:19.000]  為什麼呢
[00:09:19.000 --> 00:09:22.000]  因為以為自己能呼風喚雨
[00:09:22.000 --> 00:09:25.000]  但一個浪蓋過來的時候
[00:09:25.000 --> 00:09:27.000]  就搞不定了
[00:09:27.000 --> 00:09:29.000]  我們受捆綁
[00:09:29.000 --> 00:09:31.000]  其實是源自於什麼呢
[00:09:31.000 --> 00:09:35.000]  源自於我們想滿足自己
[00:09:35.000 --> 00:09:37.000]  這個就叫做自我中心
[00:09:37.000 --> 00:09:39.000]  在神眼裡就是罪
[00:09:39.000 --> 00:09:42.000]  信仰就是幫我們脫離罪的捆綁
[00:09:42.000 --> 00:09:44.000]  處理罪的問題
[00:09:44.000 --> 00:09:46.000]  耶穌說過
[00:09:46.000 --> 00:09:49.000]  所有犯罪的就是罪的奴隸
[00:09:49.000 --> 00:09:50.000]  奴僕
[00:09:50.000 --> 00:09:51.000]  為什麼呢
[00:09:51.000 --> 00:09:53.000]  因為人人都受罪的束縛
[00:09:53.000 --> 00:09:55.000]  做罪的奴僕
[00:09:55.000 --> 00:09:57.000]  所有人都需要耶穌
[00:09:57.000 --> 00:10:00.000]  所以基督為我們的罪寫記
[00:10:00.000 --> 00:10:04.000]  要救我們脫離罪惡的世代
[00:10:04.000 --> 00:10:08.000]  讓我們從罪裏解脫出來
[00:10:08.000 --> 00:10:10.000]  另一道經文就說
[00:10:10.000 --> 00:10:12.000]  基督釋放了我們
[00:10:12.000 --> 00:10:14.000]  叫我們得了自由
[00:10:14.000 --> 00:10:15.000]  得以自由
[00:10:15.000 --> 00:10:18.000]  不要再被奴僕的欺騙脅制
[00:10:18.000 --> 00:10:20.000]  所以其實
[00:10:20.000 --> 00:10:22.000]  你知道這句話是來自
[00:10:22.000 --> 00:10:25.000]  一位基督徒叫保羅所說的
[00:10:25.000 --> 00:10:27.000]  而今天的經文
[00:10:27.000 --> 00:10:30.000]  哥林多前書就是這位基督徒所寫
[00:10:30.000 --> 00:10:32.000]  也告訴我們
[00:10:32.000 --> 00:10:36.000]  在耶穌裏面是有釋放的真自由
[00:10:36.000 --> 00:10:38.000]  如果我們看你們的outline
[00:10:38.000 --> 00:10:39.000]  或者你們的大綱
[00:10:39.000 --> 00:10:42.000]  或者甚至你們上網看
[00:10:42.000 --> 00:10:44.000]  第四子的港道大綱的時候
[00:10:44.000 --> 00:10:46.000]  你會看到今天是說
[00:10:46.000 --> 00:10:50.000]  哥林多前書第九章的經文
[00:10:50.000 --> 00:10:52.000]  如果你看到
[00:10:52.000 --> 00:10:54.000]  哥林多前書第九章
[00:10:54.000 --> 00:10:57.000]  保羅一開始就說了一句話
[00:10:57.000 --> 00:11:00.000]  我不是自由的媽
[00:11:00.000 --> 00:11:02.000]  說出他是有自由的
[00:11:02.000 --> 00:11:04.000]  而一至十四節
[00:11:04.000 --> 00:11:07.000]  他就提到神派他去傳福音
[00:11:07.000 --> 00:11:10.000]  他有自由去做什麼呢
[00:11:10.000 --> 00:11:11.000]  他自由結婚
[00:11:11.000 --> 00:11:13.000]  有自由有收入
[00:11:13.000 --> 00:11:16.000]  有自由供給他生活所需
[00:11:16.000 --> 00:11:19.000]  讓他可以專心去傳福音
[00:11:19.000 --> 00:11:22.000]  就好像第四第五節都有提到
[00:11:22.000 --> 00:11:24.000]  他有這個自由
[00:11:24.000 --> 00:11:26.000]  讓他可以專心地去傳福音
[00:11:26.000 --> 00:11:28.000]  其實這一點是建基於什麼呢
[00:11:28.000 --> 00:11:30.000]  建基於每一個人
[00:11:30.000 --> 00:11:34.000]  不單止神交托職務給人
[00:11:34.000 --> 00:11:37.000]  都可以享受神的創造
[00:11:37.000 --> 00:11:40.000]  不單止做一些神交托給我們的事
[00:11:40.000 --> 00:11:43.000]  我們也能夠享受神的創造
[00:11:43.000 --> 00:11:45.000]  正正是因為保羅知道
[00:11:45.000 --> 00:11:48.000]  這一切的東西都是好東西
[00:11:48.000 --> 00:11:52.000]  只要懷著感恩的心去享受就行了
[00:11:52.000 --> 00:11:55.000]  當然是用在正確的方面
[00:11:55.000 --> 00:11:58.000]  前一章林前第八章
[00:11:58.000 --> 00:12:01.000]  保羅看食物是神所創造
[00:12:01.000 --> 00:12:02.000]  是可以吃的
[00:12:02.000 --> 00:12:04.000]  而另一個地方
[00:12:04.000 --> 00:12:08.000]  有人不讓人結婚
[00:12:08.000 --> 00:12:11.000]  不讓人禁戒某些食物
[00:12:11.000 --> 00:12:13.000]  不讓人去吃某些東西
[00:12:13.000 --> 00:12:15.000]  保羅就說
[00:12:15.000 --> 00:12:17.000]  在提摩太前書四章四節說
[00:12:17.000 --> 00:12:21.000]  凡神所做的物都是好的
[00:12:21.000 --> 00:12:23.000]  若感謝著領受
[00:12:23.000 --> 00:12:26.000]  就沒有一樣是可棄的
[00:12:26.000 --> 00:12:28.000]  能夠享受神的祝福
[00:12:28.000 --> 00:12:30.000]  能夠結婚有收入
[00:12:30.000 --> 00:12:32.000]  吃喝有生活
[00:12:32.000 --> 00:12:34.000]  令我們得到滿足
[00:12:34.000 --> 00:12:36.000]  其實不用不好意思
[00:12:36.000 --> 00:12:38.000]  假如你去吃自助餐
[00:12:38.000 --> 00:12:40.000]  你不會一邊吃一邊說
[00:12:40.000 --> 00:12:42.000]  罪過了罪過了
[00:12:42.000 --> 00:12:45.000]  假如你去內地
[00:12:45.000 --> 00:12:46.000]  北上消費
[00:12:46.000 --> 00:12:48.000]  你不會一邊買東西一邊說
[00:12:48.000 --> 00:12:49.000]  罪過了罪過了
[00:12:49.000 --> 00:12:52.000]  你回鄉下去日本
[00:12:52.000 --> 00:12:54.000]  去買東西
[00:12:54.000 --> 00:12:56.000]  去吃拉麵
[00:12:56.000 --> 00:12:58.000]  你不會這樣罪過罪過
[00:12:58.000 --> 00:13:01.000]  其實那些都是祝福
[00:13:01.000 --> 00:13:03.000]  但要留意一件事
[00:13:03.000 --> 00:13:06.000]  不會令我們看為絕對
[00:13:06.000 --> 00:13:08.000]  不會取代神的遺志
[00:13:08.000 --> 00:13:10.000]  否則神的祝福
[00:13:10.000 --> 00:13:12.000]  會變成取代神的偶像
[00:13:12.000 --> 00:13:14.000]  有一位十四歲的基督徒
[00:13:14.000 --> 00:13:16.000]  在網上
[00:13:16.000 --> 00:13:17.000]  有一個基督徒女孩
[00:13:17.000 --> 00:13:19.000]  在網上問一位牧師
[00:13:19.000 --> 00:13:20.000]  牧師牧師
[00:13:20.000 --> 00:13:22.000]  我如何可以將自己的快樂
[00:13:22.000 --> 00:13:25.000]  不是建基在我的環境上
[00:13:25.000 --> 00:13:27.000]  你聽到這個問題是不是很有深度
[00:13:27.000 --> 00:13:29.000]  那位牧師
[00:13:29.000 --> 00:13:32.000]  為了這位年輕的姐妹的問題而感恩
[00:13:32.000 --> 00:13:34.000]  十四歲懂得想這些問題
[00:13:34.000 --> 00:13:36.000]  我想我十四歲都不會想這些
[00:13:36.000 --> 00:13:39.000]  因為很多時候我們將快樂
[00:13:39.000 --> 00:13:42.000]  將建基在環境上
[00:13:42.000 --> 00:13:44.000]  當好景的時候我們就開心
[00:13:44.000 --> 00:13:46.000]  當恆指升到八八聲
[00:13:46.000 --> 00:13:47.000]  我們就去慶祝
[00:13:47.000 --> 00:13:49.000]  跌我們又會不開心
[00:13:49.000 --> 00:13:51.000]  我們的指數一樣
[00:13:51.000 --> 00:13:54.000]  當升高的時候我們會很不開心
[00:13:54.000 --> 00:13:57.000]  跌的時候我們就會很開心
[00:13:57.000 --> 00:14:00.000]  我們都是隨著這些環境因素
[00:14:00.000 --> 00:14:03.000]  去影響我們的心情
[00:14:03.000 --> 00:14:06.000]  所以逆境的時候
[00:14:06.000 --> 00:14:08.000]  我們就會接受不了
[00:14:08.000 --> 00:14:10.000]  那位牧師提到一樣東西
[00:14:10.000 --> 00:14:11.000]  有什麼秘訣
[00:14:11.000 --> 00:14:13.000]  就是從不同的地方去尋找神
[00:14:13.000 --> 00:14:15.000]  神賜給我們世上美好的事物
[00:14:15.000 --> 00:14:16.000]  我們享受之餘
[00:14:16.000 --> 00:14:20.000]  能夠推展到賜享受那位神
[00:14:20.000 --> 00:14:22.000]  不要只留於那些祝福
[00:14:22.000 --> 00:14:25.000]  看到有賜享受的那位神
[00:14:25.000 --> 00:14:28.000]  例如當我們吃到很好吃的東西的時候
[00:14:28.000 --> 00:14:33.000]  我們可以想起神的話比物更加甘甜
[00:14:33.000 --> 00:14:37.000]  當我們看到日出的美景
[00:14:37.000 --> 00:14:41.000]  當我們看到很美的景色
[00:14:41.000 --> 00:14:42.000]  很美的陽光
[00:14:42.000 --> 00:14:44.000]  我們可以想
[00:14:44.000 --> 00:14:49.000]  思想一下耶穌才是世界的光
[00:14:49.000 --> 00:14:51.000]  這些都是幫助到我們的
[00:14:51.000 --> 00:14:54.000]  一切都是神賜予
[00:14:54.000 --> 00:14:57.000]  而神賜予一切的目的是什麼
[00:14:57.000 --> 00:15:00.000]  不是將賜予變成偶像
[00:15:00.000 --> 00:15:02.000]  而是讓我們懂得感恩
[00:15:02.000 --> 00:15:06.000]  讓我們認識和思想這位造物主
[00:15:06.000 --> 00:15:09.000]  所以自由是什麼
[00:15:09.000 --> 00:15:11.000]  自由就是自由地去感恩
[00:15:11.000 --> 00:15:13.000]  享受神的賜予
[00:15:13.000 --> 00:15:15.000]  第二點就是
[00:15:15.000 --> 00:15:19.000]  保羅知道神賜予的權利
[00:15:19.000 --> 00:15:21.000]  他可以自由地去享受
[00:15:21.000 --> 00:15:26.000]  他更加有自由去不用這些權利
[00:15:26.000 --> 00:15:30.000]  保羅居然叫人不要給他錢
[00:15:30.000 --> 00:15:32.000]  你覺得保羅這麼傻嗎
[00:15:32.000 --> 00:15:33.000]  12節說
[00:15:33.000 --> 00:15:36.000]  然而我並沒有用過這權利
[00:15:36.000 --> 00:15:37.000]  第15節說
[00:15:37.000 --> 00:15:40.000]  但這權利我全然沒有用過
[00:15:40.000 --> 00:15:44.000]  指的是他暗示自己沒有結婚
[00:15:44.000 --> 00:15:50.000]  他主要強調他不靠哥倫多人的奉獻去支持他
[00:15:50.000 --> 00:15:53.000]  保羅在哥倫多的時候是積賬棚
[00:15:53.000 --> 00:15:56.000]  他是打工去賺錢
[00:15:56.000 --> 00:16:00.000]  在安息日才在會堂傳福音
[00:16:00.000 --> 00:16:04.000]  這正正記載在《士堂傳》第18章裏
[00:16:04.000 --> 00:16:07.000]  保羅在哥倫多的時候的情況
[00:16:07.000 --> 00:16:09.000]  積賬棚的情況
[00:16:09.000 --> 00:16:10.000]  平日賺錢
[00:16:10.000 --> 00:16:12.000]  安息日才傳福音
[00:16:12.000 --> 00:16:14.000]  到18章第5節
[00:16:14.000 --> 00:16:16.000]  當西拉和提摩泰
[00:16:16.000 --> 00:16:19.000]  從馬其頓到哥倫多
[00:16:19.000 --> 00:16:21.000]  去會合保羅的時候
[00:16:21.000 --> 00:16:24.000]  他們也帶著馬其頓的奉獻給了他
[00:16:24.000 --> 00:16:26.000]  給了他的時候
[00:16:26.000 --> 00:16:27.000]  經文就說到
[00:16:27.000 --> 00:16:30.000]  他就沒有再提起他的積賬棚
[00:16:30.000 --> 00:16:32.000]  保羅就慰道迫切
[00:16:32.000 --> 00:16:33.000]  經文這樣說
[00:16:33.000 --> 00:16:34.000]  他慰道迫切
[00:16:34.000 --> 00:16:36.000]  全程投入去傳福音
[00:16:36.000 --> 00:16:39.000]  所以收人工去傳道
[00:16:39.000 --> 00:16:41.000]  不是必然的
[00:16:41.000 --> 00:16:42.000]  是處境性的
[00:16:42.000 --> 00:16:47.000]  有些宣教士不能夠去到某一些國家
[00:16:47.000 --> 00:16:51.000]  不能夠在那裏以宣教士的身份
[00:16:51.000 --> 00:16:54.000]  或者警察會去支持傳福音
[00:16:54.000 --> 00:16:56.000]  可能他要做些什麼呢?
[00:16:56.000 --> 00:16:59.000]  他要帶職或者做一個營商的角色
[00:16:59.000 --> 00:17:02.000]  去經營去支持自己的宣教工作
[00:17:02.000 --> 00:17:04.000]  很感謝神
[00:17:04.000 --> 00:17:07.000]  我們有教會在經濟上
[00:17:07.000 --> 00:17:09.000]  支持我們
[00:17:09.000 --> 00:17:10.000]  支持同工
[00:17:10.000 --> 00:17:11.000]  支持我們
[00:17:11.000 --> 00:17:13.000]  去能夠去教聖經
[00:17:13.000 --> 00:17:14.000]  去傳福音
[00:17:14.000 --> 00:17:15.000]  又或者推動大家
[00:17:15.000 --> 00:17:18.000]  鼓勵大家一起去服事
[00:17:18.000 --> 00:17:20.000]  在當中建立門徒
[00:17:20.000 --> 00:17:23.000]  去做門訓的工作
[00:17:23.000 --> 00:17:26.000]  所以假使一天
[00:17:26.000 --> 00:17:28.000]  環境不容許
[00:17:28.000 --> 00:17:31.000]  我們不能夠
[00:17:31.000 --> 00:17:35.000]  不能夠去這樣的方式
[00:17:35.000 --> 00:17:36.000]  去專心服事的話
[00:17:36.000 --> 00:17:38.000]  可能我們都要帶職侍奉
[00:17:38.000 --> 00:17:42.000]  去支持自己傳道的工作
[00:17:42.000 --> 00:17:45.000]  保羅行使他的自由
[00:17:45.000 --> 00:17:47.000]  他不用他的權利
[00:17:47.000 --> 00:17:50.000]  不收哥林多人的錢去傳福音
[00:17:50.000 --> 00:17:51.000]  目的是什麼呢?
[00:17:51.000 --> 00:17:53.000]  第九章第十八節那裏說
[00:17:53.000 --> 00:17:54.000]  那裏說
[00:17:54.000 --> 00:17:55.000]  保羅說
[00:17:55.000 --> 00:17:57.000]  不如一起讀好不好?
[00:17:57.000 --> 00:17:58.000]  預備起
[00:17:58.000 --> 00:18:01.000]  就是我傳福音的時候
[00:18:01.000 --> 00:18:04.000]  使人不花錢得福音
[00:18:04.000 --> 00:18:06.000]  保羅為了哥林多人
[00:18:06.000 --> 00:18:07.000]  他有節制
[00:18:07.000 --> 00:18:09.000]  他不用他的權利
[00:18:09.000 --> 00:18:11.000]  其實他都是用他的權利
[00:18:11.000 --> 00:18:13.000]  用他的自由
[00:18:13.000 --> 00:18:15.000]  他不用他的權利
[00:18:15.000 --> 00:18:17.000]  就是他的自由
[00:18:17.000 --> 00:18:19.000]  他有自由都不用
[00:18:19.000 --> 00:18:21.000]  有句說話叫做
[00:18:21.000 --> 00:18:24.000]  有風就使盡
[00:18:24.000 --> 00:18:27.000]  但是保羅沒有這樣做
[00:18:27.000 --> 00:18:30.000]  他沒有被金錢去控制
