
[00:00:00.000 --> 00:00:06.560]  喂喂喂,謝謝敬拜隊和我們有敬拜時間
[00:02:50.800 --> 00:02:54.400]  是耶穌行的第一個神蹟
[00:02:54.400 --> 00:02:56.000]  關於水變酒的神蹟
[00:02:56.000 --> 00:03:00.480]  透過經文一起看看對我們有什麼提醒和學習
[00:03:00.480 --> 00:03:03.120]  我們先一起讀出以下的經文
[00:03:03.120 --> 00:03:05.120]  好,預備起
[00:03:05.120 --> 00:03:09.760]  第三天在加利利的加拿大有一個婚宴
[00:03:09.760 --> 00:03:12.320]  耶穌的母親在那裡
[00:03:12.320 --> 00:03:16.240]  耶穌和祂的門徒也被請去赴宴
[00:03:16.240 --> 00:03:17.760]  酒用完了
[00:03:17.760 --> 00:03:20.160]  耶穌的母親對祂說
[00:03:20.160 --> 00:03:22.000]  「他們沒有酒了」
[00:03:22.000 --> 00:03:25.600]  耶穌說「母親,我與你何干呢?」
[00:03:25.600 --> 00:03:28.000]  「我的時候還沒有到」
[00:03:28.000 --> 00:03:29.280]  差了一個字,對不起
[00:03:29.280 --> 00:03:31.840]  「祂母親對傭人說」
[00:03:31.840 --> 00:03:35.760]  「祂告訴你們什麼,你們就做吧」
[00:03:35.760 --> 00:03:38.800]  「照猶太人潔淨禮的規矩」
[00:03:38.800 --> 00:03:41.760]  「有六口石缸擺在那裡」
[00:03:41.760 --> 00:03:45.040]  「每口可以乘兩三桶水」
[00:03:45.040 --> 00:03:47.040]  「耶穌對傭人說」
[00:03:47.040 --> 00:03:48.800]  「把缸倒滿水」
[00:03:48.800 --> 00:03:52.080]  「他們就倒滿了,直到缸後」
[00:03:52.080 --> 00:03:53.440]  「耶穌又說」
[00:03:53.440 --> 00:03:55.120]  「現在繞出來」
[00:03:55.120 --> 00:03:58.240]  這個字,我特意去查這個字
[00:03:58.240 --> 00:04:00.240]  是圍繞的繞字
[00:04:00.240 --> 00:04:04.400]  大家可以了解一下這個新的字
[00:04:04.400 --> 00:04:05.840]  好,接著到第八字
[00:04:05.840 --> 00:04:09.440]  「現在繞出來,送給宴會總管」
[00:04:09.440 --> 00:04:11.440]  「他們就送了去」
[00:04:11.440 --> 00:04:14.880]  「宴會總管嘗了那水邊的酒」
[00:04:14.880 --> 00:04:17.440]  「並不知道是哪裡來的」
[00:04:17.440 --> 00:04:20.240]  「只有要水的傭人知道」
[00:04:20.240 --> 00:04:23.440]  「於是宴會總管叫新郎來」
[00:04:23.440 --> 00:04:24.480]  「對他說」
[00:04:24.480 --> 00:04:27.280]  「人家都是先擺上好酒」
[00:04:27.280 --> 00:04:30.800]  「等客人喝夠了才擺上次的」
[00:04:30.800 --> 00:04:33.840]  「你倒把好酒留到現在」
[00:04:33.840 --> 00:04:37.120]  「這是耶穌所行的第一個神蹟」
[00:04:37.120 --> 00:04:39.920]  「是在加里里的迦那行的」
[00:04:39.920 --> 00:04:42.080]  「顯出了祂的榮耀來」
[00:04:42.080 --> 00:04:44.400]  「祂的門徒就信祂了」
[00:04:44.400 --> 00:04:46.400]  「我們先有一起禱告」
[00:04:46.400 --> 00:04:50.480]  「請問祢天父的感恩」
[00:04:50.480 --> 00:04:53.040]  「我們在新一年能夠在神的家中」
[00:04:53.040 --> 00:04:54.240]  「透過祢自己的話」
[00:04:54.240 --> 00:04:55.920]  「對我們作出提醒」
[00:04:55.920 --> 00:04:59.120]  「主阿元祢也讓我們有專心」
[00:04:59.120 --> 00:05:01.440]  「也開了我們的耳開了我們的心」
[00:05:01.440 --> 00:05:04.560]  「求聖靈幫助我們去裝載祢的話」
[00:05:04.560 --> 00:05:07.760]  「成為我們新一年的提醒和學習」
[00:05:07.760 --> 00:05:09.440]  「你聽禱告,以信禱告」
[00:05:09.440 --> 00:05:11.440]  「奉主耶穌基督成名求」
[00:05:11.440 --> 00:05:13.440]  「阿門」
[00:05:13.440 --> 00:05:16.880]  我們進入第一點
[00:05:16.880 --> 00:05:19.360]  是關於心態上的轉變
[00:05:19.360 --> 00:05:20.720]  剛剛也提到
[00:05:20.720 --> 00:05:24.320]  這個故事是關於耶穌水變走的神蹟
[00:05:24.320 --> 00:05:26.160]  第二節提到
[00:05:26.160 --> 00:05:27.360]  當時有甚麼人物
[00:05:27.360 --> 00:05:29.360]  就是有耶穌的母親瑪利亞
[00:05:29.360 --> 00:05:31.680]  耶穌和耶穌的門徒
[00:05:31.680 --> 00:05:34.000]  都參加了迦那的婚宴
[00:05:34.000 --> 00:05:35.760]  對於猶太人來說
[00:05:35.760 --> 00:05:37.600]  婚宴是十分隆重的
[00:05:37.600 --> 00:05:38.640]  我想中國人也是
[00:05:38.640 --> 00:05:40.640]  但是在猶太人的眼中
[00:05:40.640 --> 00:05:42.240]  或者他們的習俗中
[00:05:42.240 --> 00:05:43.840]  他們的婚宴的維持
[00:05:43.840 --> 00:05:46.320]  可能有一個星期那麼長
[00:05:46.320 --> 00:05:50.560]  所以他們要預備很多茶水和酒等等
[00:05:50.560 --> 00:05:54.720]  去招待賓客或來的參加者
[00:05:54.720 --> 00:05:58.080]  而在婚宴或是在一個喜事當中
[00:05:58.080 --> 00:06:02.400]  要有足夠的物資或茶水
[00:06:02.400 --> 00:06:03.600]  去招待這些客人
[00:06:03.600 --> 00:06:05.600]  是非常重要的禮儀
[00:06:05.600 --> 00:06:07.360]  如果你做得不足的時候
[00:06:07.360 --> 00:06:09.440]  因為他們請客的情況
[00:06:09.440 --> 00:06:11.520]  可能是整條村有很多人
[00:06:11.520 --> 00:06:14.080]  招待不到的時候
[00:06:14.080 --> 00:06:16.480]  可能會令到他們整個主人家
[00:06:16.480 --> 00:06:17.600]  甚至那對新人
[00:06:17.600 --> 00:06:20.080]  蒙上一個很大的羞恥
[00:06:20.080 --> 00:06:22.080]  或者是一個很失禮的場面
[00:06:22.080 --> 00:06:25.120]  第三節就說到這個
[00:06:25.120 --> 00:06:27.120]  有機會發生的危機
[00:06:27.120 --> 00:06:30.080]  他就說酒用完了,不夠酒
[00:06:30.080 --> 00:06:32.560]  這個絕對是一個很大的危機
[00:06:32.560 --> 00:06:33.440]  因為剛剛說到
[00:06:33.440 --> 00:06:34.720]  可能會令到他們
[00:06:34.720 --> 00:06:36.000]  被那條村的村民
[00:06:36.000 --> 00:06:37.600]  認為他們招待不足
[00:06:37.600 --> 00:06:39.600]  很失禮、很不光彩
[00:06:39.840 --> 00:06:42.400]  而瑪利亞,即是耶穌的母親
[00:06:42.400 --> 00:06:45.200]  在那時候走到耶穌面前說
[00:06:45.200 --> 00:06:47.200]  「他們沒有酒了」
[00:06:47.200 --> 00:06:49.760]  你會想到耶穌是其中一個賓客
[00:06:49.760 --> 00:06:51.840]  耶穌的母親去到耶穌面前
[00:06:51.840 --> 00:06:54.000]  去跟耶穌說「他們沒有酒了」
[00:06:54.000 --> 00:06:55.520]  這裡沒有再說下面
[00:06:55.520 --> 00:06:57.280]  其實在暗示甚麼呢?
[00:06:57.280 --> 00:06:58.320]  我相信瑪利亞
[00:06:58.320 --> 00:07:01.280]  她的性靈感應
[00:07:01.280 --> 00:07:03.280]  她從小就知道
[00:07:03.280 --> 00:07:05.040]  這位她懷的耶穌
[00:07:05.040 --> 00:07:07.280]  是神的兒子,是有不一樣
[00:07:07.280 --> 00:07:08.160]  所以她知道
[00:07:08.160 --> 00:07:11.440]  耶穌其實是有能力出手幫助的
[00:07:11.440 --> 00:07:12.880]  但你要留意一下
[00:07:12.880 --> 00:07:16.720]  耶穌回覆母親瑪利亞的回應是怎樣的呢?
[00:07:16.720 --> 00:07:20.400]  祂說「我與你何干?我的時候還沒有到」
[00:07:20.400 --> 00:07:23.760]  在當中其實是在說
[00:07:23.760 --> 00:07:25.920]  耶穌說「我的時候還沒有到」
[00:07:25.920 --> 00:07:26.640]  是在說
[00:07:26.640 --> 00:07:28.640]  原來耶穌來到這個地上
[00:07:28.640 --> 00:07:31.680]  祂不是要照著人所想的想法
[00:07:31.680 --> 00:07:33.120]  去發生的一些事
[00:07:33.120 --> 00:07:35.360]  而是祂知道祂來到這個地上
[00:07:35.360 --> 00:07:37.040]  祂成為了人
[00:07:37.040 --> 00:07:40.480]  但祂要按照天父所定的心意和時間
[00:07:40.480 --> 00:07:42.480]  去成就上帝的工作
[00:07:42.480 --> 00:07:44.080]  再看看
[00:07:44.080 --> 00:07:47.200]  耶穌的母親聽完耶穌的回覆之後
[00:07:47.200 --> 00:07:48.720]  好像有些拒絕的回覆
[00:07:48.720 --> 00:07:49.680]  的時候
[00:07:49.680 --> 00:07:52.560]  瑪利亞的回應是甚麼呢?
[00:07:52.560 --> 00:07:55.600]  她其實不知道耶穌下一步會做甚麼
[00:07:55.600 --> 00:07:58.080]  神也不知道耶穌會否做一些事
[00:07:58.080 --> 00:07:59.200]  在這個情況
[00:07:59.200 --> 00:08:00.480]  有趣的是
[00:08:00.480 --> 00:08:03.680]  瑪利亞與一群宴會中的傭人
[00:08:03.680 --> 00:08:04.960]  即是那些僕人
[00:08:04.960 --> 00:08:07.120]  那些工作的人
[00:08:07.120 --> 00:08:08.160]  下人就說
[00:08:08.160 --> 00:08:11.840]  「耶穌告訴你們甚麼,你們就照著去做」
[00:08:11.840 --> 00:08:13.520]  「只要你們遵從祂的吩咐」
[00:08:13.520 --> 00:08:15.840]  「待會為你們的吩咐便可以了」
[00:08:15.840 --> 00:08:20.160]  然後到了第六、第八節
[00:08:20.160 --> 00:08:22.400]  作者很詳細地形容
[00:08:22.400 --> 00:08:26.560]  神跡即將要發生之前的一些細節
[00:08:26.560 --> 00:08:29.280]  這張圖是說到第七、第八節
[00:08:29.280 --> 00:08:30.880]  耶穌在沙漠的時候
[00:08:30.880 --> 00:08:34.000]  對這群傭人下了三個命令
[00:08:34.000 --> 00:08:36.000]  這裏綠色的三個字
[00:08:36.000 --> 00:08:40.080]  就是耶穌用命令語去吩咐這群傭人要去做
[00:08:40.080 --> 00:08:42.400]  首先祂吩咐一群傭人
[00:08:42.400 --> 00:08:44.160]  將缸倒滿水
[00:08:44.160 --> 00:08:48.560]  他們就照著耶穌的吩咐去做
[00:08:48.560 --> 00:08:50.480]  同時耶穌之後說
[00:08:50.480 --> 00:08:52.720]  「現在你舀水出來」
[00:08:52.720 --> 00:08:55.280]  「並且送到這個宴會總館」
[00:08:55.280 --> 00:08:59.520]  即是他們的打理宴會、管理宴會最大的一個
[00:08:59.520 --> 00:09:02.880]  他們同樣都是照著耶穌的吩咐去做
[00:09:02.880 --> 00:09:04.240]  將水舀出來
[00:09:04.240 --> 00:09:06.720]  送給宴會的總館
[00:09:06.720 --> 00:09:09.520]  這群傭人其實看見
[00:09:09.520 --> 00:09:14.080]  他們完全不知道耶穌的吩咐是做甚麼
[00:09:14.080 --> 00:09:16.480]  會有甚麼事發生
[00:09:16.480 --> 00:09:19.600]  但他們就完全照著耶穌所說的
[00:09:19.600 --> 00:09:21.040]  做好自己的份
[00:09:21.040 --> 00:09:23.600]  要將水舀出來給宴會總館
[00:09:23.600 --> 00:09:25.840]  甚至他們其實要很有信心
[00:09:25.840 --> 00:09:27.600]  將舀出來的水
[00:09:27.600 --> 00:09:31.600]  拿給他們的上司、宴會總館試味
[00:09:31.920 --> 00:09:34.160]  其實他們也不知道會有甚麼事發生
[00:09:34.160 --> 00:09:36.160]  耶穌也沒有直接去說
[00:09:36.160 --> 00:09:38.400]  而我們知道故事最後
[00:09:38.400 --> 00:09:39.440]  大家都很熟悉
[00:09:39.440 --> 00:09:41.440]  在九到第十節
[00:09:41.440 --> 00:09:46.160]  這個宴會的總館就喝這群傭人舀出來的水
[00:09:46.160 --> 00:09:47.840]  結果是甚麼呢
[00:09:47.840 --> 00:09:50.800]  他很驚歎這些水
[00:09:50.800 --> 00:09:52.240]  真的成為了酒
[00:09:52.240 --> 00:09:54.800]  是一些很好的、很上等的酒
[00:09:54.800 --> 00:09:58.000]  並且在九至十節到講道
[00:09:58.080 --> 00:10:02.400]  這個宴會的總館其實不知道這些水變成酒是怎樣來的
[00:10:02.400 --> 00:10:03.760]  之後剛剛說到
[00:10:03.760 --> 00:10:04.720]  那些舀水
[00:10:04.720 --> 00:10:07.120]  他聽著耶穌吩咐的那群傭人
[00:10:07.120 --> 00:10:10.640]  才知道這些水是耶穌變出來的
[00:10:10.640 --> 00:10:14.000]  我想當你看這個故事的時候
[00:10:14.000 --> 00:10:15.120]  說到水變成酒
[00:10:15.120 --> 00:10:16.320]  甚至有些人會問
[00:10:16.320 --> 00:10:19.760]  這些水其實是甚麼時候變成酒的呢
[00:10:19.760 --> 00:10:21.280]  有些人可能會猜
[00:10:21.280 --> 00:10:25.840]  就是將水倒滿在缸裡的時候
[00:10:25.840 --> 00:10:26.960]  有些人會說
[00:10:26.960 --> 00:10:29.920]  會不會是將水舀出來的時候
[00:10:29.920 --> 00:10:30.880]  甚至有些人會說
[00:10:30.880 --> 00:10:34.800]  會不會是將水運送到宴會總館的時候
[00:10:34.800 --> 00:10:37.360]  就變成了這些酒
[00:10:37.360 --> 00:10:40.000]  我想聖經沒有說得很清楚
[00:10:40.000 --> 00:10:44.720]  神蹟是哪一刻將水變成酒的情況
[00:10:44.720 --> 00:10:46.640]  但我們可以肯定一件事
[00:10:46.640 --> 00:10:47.440]  水變成酒
[00:10:47.440 --> 00:10:48.560]  神蹟之前
[00:10:48.560 --> 00:10:50.720]  聖經這裡的記載是說
[00:10:50.720 --> 00:10:53.040]  是因為有一群傭人
[00:10:53.040 --> 00:10:55.600]  他們去信服耶穌的帶領
[00:10:55.600 --> 00:10:56.880]  和他們的吩咐
[00:10:56.880 --> 00:10:59.040]  以致他們不知不覺
[00:10:59.040 --> 00:11:01.200]  就參與了在這個神蹟裡
[00:11:01.200 --> 00:11:05.040]  去成就了上帝奇妙的工作
[00:11:05.040 --> 00:11:07.920]  他們是親身見證著水變成酒
[00:11:07.920 --> 00:11:08.720]  不論是哪一刻
[00:11:08.720 --> 00:11:10.960]  都是因著他們的信服
[00:11:10.960 --> 00:11:12.960]  可能我們經常說水變成酒的神蹟
[00:11:12.960 --> 00:11:16.320]  我們當然知道是耶穌所行的
[00:11:16.320 --> 00:11:18.720]  但原來在過程裡
[00:11:18.720 --> 00:11:21.040]  是要藉著這群婚宴的傭人
[00:11:21.040 --> 00:11:24.480]  信服的行動去成就
[00:11:24.480 --> 00:11:28.400]  如果沒有傭人的信服
[00:11:28.400 --> 00:11:30.480]  就沒有水變成酒的神蹟
[00:11:30.480 --> 00:11:31.840]  當我們去體會
[00:11:31.840 --> 00:11:32.880]  其實在聖經裡
[00:11:32.880 --> 00:11:34.240]  我們剛剛唱的詩歌
[00:11:34.240 --> 00:11:36.160]  提到摩西去見到上帝的榮耀
[00:11:36.160 --> 00:11:37.520]  或者在舊約裡
[00:11:37.520 --> 00:11:39.440]  如果沒有摩西的信服
[00:11:39.440 --> 00:11:41.760]  就不會有摩西帶領以色列出埃及
[00:11:41.760 --> 00:11:43.360]  過紅海這件事
[00:11:43.360 --> 00:11:45.440]  甚或羅亞
[00:11:45.440 --> 00:11:47.920]  如果他不是跟著上帝的吩咐
[00:11:47.920 --> 00:11:49.920]  去建立羅亞方舟
[00:11:49.920 --> 00:11:52.960]  這些神蹟都不會出現
[00:11:52.960 --> 00:11:55.360]  我想頂姐妹作為基督徒
[00:11:55.360 --> 00:11:58.080]  我們有時也會遇到困難
[00:11:58.080 --> 00:12:00.080]  就好像剛剛說到
[00:12:00.080 --> 00:12:01.280]  這個故事裡
[00:12:01.280 --> 00:12:03.280]  我們有時也會出現一些危機
[00:12:03.280 --> 00:12:05.280]  不論是大或小
[00:12:05.280 --> 00:12:06.480]  就好像剛剛說到
[00:12:06.480 --> 00:12:07.760]  他們那時的危機是甚麼
[00:12:07.760 --> 00:12:09.040]  沒有了酒
[00:12:09.040 --> 00:12:12.480]  人很自然就會去到上帝的面前
[00:12:12.480 --> 00:12:14.960]  很想去找幫助
[00:12:14.960 --> 00:12:17.440]  很想祈禱下一秒會怎樣
[00:12:17.440 --> 00:12:18.400]  出現危機
[00:12:18.400 --> 00:12:19.360]  找上帝幫助
[00:12:19.360 --> 00:12:20.560]  再下一步就很想
[00:12:20.560 --> 00:12:22.080]  神蹟叮一聲
[00:12:22.080 --> 00:12:24.080]  就去到發生
[00:12:24.080 --> 00:12:26.080]  我們基本上都會很心急
[00:12:26.080 --> 00:12:27.280]  很想快點
[00:12:27.280 --> 00:12:29.280]  上帝幫我們拿走那些問題
[00:12:29.280 --> 00:12:30.480]  很想
[00:12:30.480 --> 00:12:32.480]  上帝不是說你很厲害嗎
[00:12:32.480 --> 00:12:33.600]  你很有大能嗎
[00:12:33.600 --> 00:12:35.600]  你快點幫我解決吧
[00:12:35.600 --> 00:12:37.600]  我想有時
[00:12:37.600 --> 00:12:39.600]  我們也很知道神的確有能力
[00:12:39.600 --> 00:12:41.600]  這是無可否認的事
[00:12:41.600 --> 00:12:44.480]  絕對有方法去解決危機
[00:12:44.480 --> 00:12:46.080]  但我想今天的經文
[00:12:46.080 --> 00:12:48.080]  讓我們看見一件事
[00:12:48.080 --> 00:12:50.880]  當神蹟工作發生之前
[00:12:50.880 --> 00:12:54.080]  原來有一步我們經常忽略了
[00:12:54.080 --> 00:12:56.080]  這一步是甚麼呢
[00:12:56.080 --> 00:12:58.880]  就是人去信服神的吩咐
[00:12:58.880 --> 00:13:01.280]  以至神蹟能夠成就
[00:13:01.280 --> 00:13:04.080]  就好像那班婚宴中的傭人
[00:13:04.080 --> 00:13:09.120]  神的確能夠行神蹟騎士工作的那一位
[00:13:09.120 --> 00:13:10.480]  在我們生命的裏面
[00:13:10.480 --> 00:13:12.480]  但他要藉著人的信服
[00:13:12.480 --> 00:13:14.480]  去到成就
[00:13:14.480 --> 00:13:17.280]  我想我們在教會
[00:13:17.280 --> 00:13:18.880]  或者在這個群體
[00:13:18.880 --> 00:13:22.480]  我們也會聽很多關於甚麼是信服神
[00:13:22.480 --> 00:13:25.280]  但其實過程或情況是怎樣呢
[00:13:25.280 --> 00:13:30.480]  我嘗試給大家了解一些情況
[00:13:30.480 --> 00:13:32.480]  可能你們也試過
[00:13:32.480 --> 00:13:34.480]  或者你現在這一刻也在經歷
[00:13:34.480 --> 00:13:36.880]  和朋友或人際關係上
[00:13:36.880 --> 00:13:38.880]  和別人吵架不和
[00:13:38.880 --> 00:13:40.480]  你可能也會向上帝禱告
[00:13:40.480 --> 00:13:42.880]  求神快點幫我解決人際關係
[00:13:42.880 --> 00:13:44.480]  我們可以快點和好
[00:13:44.480 --> 00:13:46.080]  變回以前那樣
[00:13:46.080 --> 00:13:48.080]  又或者你也會說
[00:13:48.080 --> 00:13:50.080]  你和家人的關係不知是怎樣
[00:13:50.080 --> 00:13:52.080]  會不會有差的時候
[00:13:52.080 --> 00:13:54.080]  或者和家人吵架的時候
[00:13:54.080 --> 00:13:56.080]  可能你也會很快禱告
[00:13:56.080 --> 00:13:58.080]  求上帝幫助
[00:13:58.080 --> 00:14:01.280]  很想上帝讓一班家人去體諒你
[00:14:01.280 --> 00:14:03.280]  明白你,不要經常罵你
[00:14:03.280 --> 00:14:05.280]  還有一次要說的就是
[00:14:05.280 --> 00:14:09.680]  上帝絕對有他的能力去解決問題
[00:14:09.680 --> 00:14:10.880]  他是大能的神
[00:14:10.880 --> 00:14:12.880]  但有時有沒有發現
[00:14:12.880 --> 00:14:16.880]  神有時也不是即時去幫你解決你面前的難題
[00:14:16.880 --> 00:14:18.880]  而當中是有原因的
[00:14:18.880 --> 00:14:20.880]  這裡說到
[00:14:20.880 --> 00:14:22.880]  神能夠行神蹟
[00:14:22.880 --> 00:14:25.680]  但他要藉著人的信服去成就
[00:14:25.680 --> 00:14:27.680]  我想有時我們去禱告
[00:14:27.680 --> 00:14:29.680]  去尋求上帝的幫助的時候
[00:14:29.680 --> 00:14:32.880]  其實上帝很想在那一刻
[00:14:32.880 --> 00:14:34.880]  要我們去反思一下自己的生命
[00:14:34.880 --> 00:14:36.880]  或者過程中
[00:14:36.880 --> 00:14:38.880]  我們生命中有沒有盲點需要改變
[00:14:38.880 --> 00:14:42.880]  例如在朋友的關係上
[00:14:42.880 --> 00:14:44.880]  我想你去禱告的時候
[00:14:44.880 --> 00:14:46.880]  上帝也是透過你
[00:14:46.880 --> 00:14:48.880]  坦誠面對這件事的時候
[00:14:48.880 --> 00:14:50.880]  可能也想我們反思一下
[00:14:50.880 --> 00:14:54.880]  其實你平時和朋友相處的時候是怎樣的呢
[00:14:54.880 --> 00:14:56.880]  其實你對待你的朋友
[00:14:56.880 --> 00:14:58.880]  是否願意去理解呢
[00:14:58.880 --> 00:15:00.880]  你是否願意
[00:15:00.880 --> 00:15:02.880]  好像上帝說的我們要愛人如己
[00:15:02.880 --> 00:15:04.880]  去實踐你和朋友之間的關係呢
[00:15:04.880 --> 00:15:06.880]  還是
[00:15:06.880 --> 00:15:08.880]  其實你平時就是撒嬌
[00:15:08.880 --> 00:15:10.880]  不體諒人
[00:15:10.880 --> 00:15:12.880]  或者不斷踩你朋友的底線
[00:15:12.880 --> 00:15:14.880]  又或者
[00:15:14.880 --> 00:15:16.880]  你去禱告上帝
[00:15:16.880 --> 00:15:18.880]  去求上帝幫助你家庭的關係的時候
[00:15:18.880 --> 00:15:20.880]  上帝也很想你去想一下
[00:15:20.880 --> 00:15:22.880]  其實你對待你的家人是怎樣的呢
[00:15:22.880 --> 00:15:24.880]  其實你會不會經常和他們
[00:15:24.880 --> 00:15:26.880]  回到家就關上門
[00:15:26.880 --> 00:15:28.880]  不說話
[00:15:28.880 --> 00:15:30.880]  就說他們很壞很冷淡
[00:15:30.880 --> 00:15:32.880]  又或者會不會是你怕
[00:15:32.880 --> 00:15:34.880]  家人不讓你經常外出
[00:15:34.880 --> 00:15:36.880]  所以你和家人說我去溫習
[00:15:36.880 --> 00:15:38.880]  但讓家人知道你是外出和朋友去玩呢
[00:15:38.880 --> 00:15:40.880]  我想上帝有時
[00:15:40.880 --> 00:15:42.880]  未必會即時
[00:15:42.880 --> 00:15:44.880]  去回應我們的禱告
[00:15:44.880 --> 00:15:46.880]  幫我們解決所有的問題
[00:15:46.880 --> 00:15:48.880]  因為上帝很知道
[00:15:48.880 --> 00:15:50.880]  解決問題不是最重要
[00:15:50.880 --> 00:15:52.880]  對我們生命裏面最重要的是甚麼呢
[00:15:52.880 --> 00:15:54.880]  因為祂知道
[00:15:54.880 --> 00:15:56.880]  如果我們的行事為人
[00:15:56.880 --> 00:15:58.880]  我們生活裏面
[00:15:58.880 --> 00:16:00.880]  不是按照上帝的吩咐
[00:16:00.880 --> 00:16:02.880]  上帝的心意去和人相處
[00:16:02.880 --> 00:16:04.880]  不是按照上帝
[00:16:04.880 --> 00:16:06.880]  對我們的心意去處理一些事情
[00:16:06.880 --> 00:16:08.880]  去誠實面對
[00:16:08.880 --> 00:16:10.880]  去坦誠的時候
[00:16:10.880 --> 00:16:12.880]  我想祂很知道
[00:16:12.880 --> 00:16:14.880]  有一次祂幫你解決了那件事
[00:16:14.880 --> 00:16:16.880]  下一次類似的事情
[00:16:16.880 --> 00:16:18.880]  只會不斷一次又一次地出現
[00:16:18.880 --> 00:16:20.880]  好像一個圈套
[00:16:20.880 --> 00:16:22.880]  一樣的出現
[00:16:22.880 --> 00:16:24.880]  所以我相信
[00:16:24.880 --> 00:16:26.880]  上帝有時
[00:16:26.880 --> 00:16:28.880]  我們可以向上帝去呼求
[00:16:28.880 --> 00:16:30.880]  去禱告
[00:16:30.880 --> 00:16:32.880]  求上帝幫助我們
[00:16:32.880 --> 00:16:34.880]  一些難處
[00:16:34.880 --> 00:16:36.880]  但我想在過程裏面
[00:16:36.880 --> 00:16:38.880]  去求上帝幫助的時候
[00:16:38.880 --> 00:16:40.880]  上帝很想我們先放下心急
[00:16:40.880 --> 00:16:44.880]  很想問題得到解決那一刻的心情
[00:16:44.880 --> 00:16:46.880]  那一刻的心態
[00:16:46.880 --> 00:16:48.880]  先去在神的面前
[00:16:48.880 --> 00:16:50.880]  去聽聽祂的引領
[00:16:50.880 --> 00:16:52.880]  聽聽祂對我們有甚麼吩咐
[00:16:52.880 --> 00:16:54.880]  有甚麼說話
[00:16:54.880 --> 00:16:56.880]  上帝的確可以「叮」一聲
[00:16:56.880 --> 00:16:58.880]  使水變酒
[00:16:58.880 --> 00:17:01.880]  「叮」一聲可以將問題解決
[00:17:01.880 --> 00:17:03.880]  但上帝很多時候和我們
[00:17:03.880 --> 00:17:05.880]  在這個信仰的路上
[00:17:05.880 --> 00:17:07.880]  祂很想帶領我們
