
[00:00:00.000 --> 00:00:03.000]  請我的恩主多謝你的恩典
[00:02:14.000 --> 00:02:15.000]  看球賽的時候
[00:02:15.000 --> 00:02:17.000]  你一想到加時
[00:02:17.000 --> 00:02:20.000]  甚至去到十二碼
[00:02:20.000 --> 00:02:24.000]  你想著這場球賽是怎樣呢?
[00:02:24.000 --> 00:02:26.000]  就快完了
[00:02:26.000 --> 00:02:29.000]  整個世界其實就是這樣
[00:02:29.000 --> 00:02:31.000]  我今天首先和大家來分享
[00:02:31.000 --> 00:02:34.000]  就是出厄及記第一講
[00:02:34.000 --> 00:02:37.000]  就是以色列的誕生
[00:02:37.000 --> 00:02:42.000]  是絕處逢生的以色列
[00:02:42.000 --> 00:02:45.000]  有很多人問我
[00:02:45.000 --> 00:02:46.000]  是
[00:02:46.000 --> 00:02:49.000]  創世紀是很清楚記載
[00:02:49.000 --> 00:02:51.000]  整個宇宙
[00:02:51.000 --> 00:02:55.000]  是神從無到有創造的
[00:02:55.000 --> 00:02:56.000]  第二
[00:02:56.000 --> 00:02:58.000]  他又去改造
[00:02:58.000 --> 00:03:01.000]  能夠將泥土
[00:03:01.000 --> 00:03:04.000]  去整成一個人的肉體
[00:03:04.000 --> 00:03:07.000]  但是又在他的鼻孔吹一口氣
[00:03:07.000 --> 00:03:10.000]  以至這個人成為一個有靈的活人
[00:03:10.000 --> 00:03:12.000]  而又告訴我們
[00:03:12.000 --> 00:03:14.000]  一切的生物
[00:03:14.000 --> 00:03:17.000]  它的軀殼是用塵土造成
[00:03:17.000 --> 00:03:18.000]  和人沒有分別
[00:03:18.000 --> 00:03:20.000]  唯一的分別
[00:03:20.000 --> 00:03:23.000]  就是人的受造是加工的
[00:03:23.000 --> 00:03:24.000]  是神吹一口氣
[00:03:24.000 --> 00:03:27.000]  以至他成為一個有靈的活人
[00:03:27.000 --> 00:03:28.000]  另一方面
[00:03:28.000 --> 00:03:30.000]  又讓我們看見
[00:03:30.000 --> 00:03:32.000]  所有的創造本身
[00:03:32.000 --> 00:03:34.000]  除了沒有變成有造之外
[00:03:34.000 --> 00:03:36.000]  他還有改造
[00:03:36.000 --> 00:03:38.000]  白天本來是完全沒有光的
[00:03:38.000 --> 00:03:39.000]  第一節
[00:03:39.000 --> 00:03:42.000]  神起初創造天地
[00:03:42.000 --> 00:03:44.000]  地是空虛混沌
[00:03:44.000 --> 00:03:45.000]  冤冤黑暗
[00:03:45.000 --> 00:03:47.000]  是沒有光的
[00:03:47.000 --> 00:03:48.000]  但是到了第四天
[00:03:48.000 --> 00:03:50.000]  神就造
[00:03:50.000 --> 00:03:53.000]  就是一個改造兩個光體
[00:03:53.000 --> 00:03:56.000]  大的就是管晝
[00:03:56.000 --> 00:03:57.000]  其實大家都知道
[00:03:57.000 --> 00:03:59.000]  這個就是白天
[00:03:59.000 --> 00:04:00.000]  夜的就是管夜
[00:04:00.000 --> 00:04:01.000]  這個就是月亮
[00:04:01.000 --> 00:04:02.000]  實際上
[00:04:02.000 --> 00:04:05.000]  原來第四天
[00:04:05.000 --> 00:04:07.000]  不是沒有變成有創造
[00:04:07.000 --> 00:04:09.000]  而是改造
[00:04:09.000 --> 00:04:13.000]  是將一個本來不能夠發光的光體
[00:04:13.000 --> 00:04:15.000]  叫它能夠發光
[00:04:15.000 --> 00:04:19.000]  而成為整個地球和九大行星
[00:04:19.000 --> 00:04:21.000]  這個的中心點
[00:04:21.000 --> 00:04:23.000]  我們看見
[00:04:23.000 --> 00:04:27.000]  原來神解答了很多不同科學的問題
[00:04:27.000 --> 00:04:29.000]  很多我以前
[00:04:29.000 --> 00:04:31.000]  和一些大學的教授也好
[00:04:31.000 --> 00:04:34.000]  我甚至在讀哲學的時候
[00:04:34.000 --> 00:04:36.000]  和教授一些的傾談也好
[00:04:36.000 --> 00:04:38.000]  原來他發覺到
[00:04:38.000 --> 00:04:41.000]  他說你們聖經有什麼可信
[00:04:41.000 --> 00:04:42.000]  我告訴他
[00:04:42.000 --> 00:04:45.000]  可信就是因為它合情合理合科學
[00:04:45.000 --> 00:04:47.000]  全部都合
[00:04:47.000 --> 00:04:48.000]  他們說
[00:04:48.000 --> 00:04:50.000]  而且是可以經歷的
[00:04:50.000 --> 00:04:51.000]  他們說
[00:04:51.000 --> 00:04:54.000]  合理?合科學?
[00:04:54.000 --> 00:04:56.000]  有些錯誤
[00:04:56.000 --> 00:04:58.000]  我就問他
[00:04:58.000 --> 00:05:00.000]  是哪裡錯誤
[00:05:00.000 --> 00:05:01.000]  你打開這個創世記
[00:05:01.000 --> 00:05:03.000]  原來他熟悉聖經
[00:05:03.000 --> 00:05:04.000]  這個大學的教授
[00:05:04.000 --> 00:05:06.000]  是哲學系的教授
[00:05:06.000 --> 00:05:10.000]  他說
[00:05:10.000 --> 00:05:11.000]  Patrick
[00:05:11.000 --> 00:05:13.000]  Did you notice?
[00:05:13.000 --> 00:05:15.000]  創世記第一章
[00:05:15.000 --> 00:05:17.000]  第四天
[00:05:17.000 --> 00:05:20.000]  神就做兩個光體
[00:05:20.000 --> 00:05:22.000]  一個管晝
[00:05:22.000 --> 00:05:24.000]  這個就是大的光體
[00:05:24.000 --> 00:05:25.000]  一個管夜
[00:05:25.000 --> 00:05:27.000]  就是小的光體
[00:05:27.000 --> 00:05:30.000]  第四天才做太陽
[00:05:30.000 --> 00:05:35.000]  豈不是地球比太陽還要早?
[00:05:35.000 --> 00:05:37.000]  這個不合科學
[00:05:40.000 --> 00:05:42.000]  我很感恩
[00:05:42.000 --> 00:05:45.000]  有一次坐高鐵的時候
[00:05:45.000 --> 00:05:47.000]  我有兩個多小時
[00:05:47.000 --> 00:05:50.000]  有一位西裝不停
[00:05:50.000 --> 00:05:53.000]  一位這樣的男人
[00:05:53.000 --> 00:05:55.000]  就坐在我旁邊
[00:05:55.000 --> 00:05:57.000]  因為只有兩個位置
[00:05:57.000 --> 00:05:59.000]  所以我就有機會
[00:05:59.000 --> 00:06:01.000]  來跟他談話
[00:06:01.000 --> 00:06:02.000]  他說
[00:06:02.000 --> 00:06:05.000]  很高興認識你
[00:06:05.000 --> 00:06:06.000]  用普通話
[00:06:06.000 --> 00:06:08.000]  很高興認識你
[00:06:08.000 --> 00:06:10.000]  你是做生意的?
[00:06:10.000 --> 00:06:11.000]  他說不是
[00:06:11.000 --> 00:06:12.000]  我不是做生意
[00:06:12.000 --> 00:06:14.000]  我就問他你做什麼的?
[00:06:14.000 --> 00:06:15.000]  我是教書的
[00:06:15.000 --> 00:06:17.000]  他說他是教書的
[00:06:17.000 --> 00:06:18.000]  哦
[00:06:18.000 --> 00:06:19.000]  榮幸
[00:06:19.000 --> 00:06:20.000]  幸會
[00:06:20.000 --> 00:06:21.000]  幸會
[00:06:21.000 --> 00:06:23.000]  我也是教書的
[00:06:23.000 --> 00:06:25.000]  他一聽到我也是教書的
[00:06:25.000 --> 00:06:26.000]  很開心
[00:06:26.000 --> 00:06:28.000]  我就問他你教什麼的?
[00:06:28.000 --> 00:06:29.000]  我教歷史的
[00:06:29.000 --> 00:06:31.000]  在大學教歷史
[00:06:31.000 --> 00:06:32.000]  他在大學教歷史
[00:06:32.000 --> 00:06:34.000]  這次就在香港
[00:06:34.000 --> 00:06:35.000]  來開一個研討會
[00:06:35.000 --> 00:06:37.000]  完了之後就回去
[00:06:37.000 --> 00:06:39.000]  現在就在回去的途中
[00:06:39.000 --> 00:06:40.000]  我就告訴他
[00:06:40.000 --> 00:06:41.000]  他就問我
[00:06:41.000 --> 00:06:42.000]  那你教什麼的?
[00:06:42.000 --> 00:06:43.000]  我告訴他
[00:06:43.000 --> 00:06:45.000]  我是教神學和哲學的
[00:06:45.000 --> 00:06:47.000]  哇
[00:06:47.000 --> 00:06:51.000]  神學跟哲學
[00:06:51.000 --> 00:06:53.000]  我告訴他是這樣
[00:06:53.000 --> 00:06:55.000]  那你是有信仰的?
[00:06:55.000 --> 00:06:56.000]  我告訴他
[00:06:56.000 --> 00:06:57.000]  對
[00:06:57.000 --> 00:06:58.000]  我有信仰的
[00:06:58.000 --> 00:06:59.000]  那你呢?
[00:06:59.000 --> 00:07:00.000]  他說
[00:07:00.000 --> 00:07:03.000]  我不信任何的信仰
[00:07:03.000 --> 00:07:05.000]  我是信科學的
[00:07:05.000 --> 00:07:08.000]  他說我只信科學
[00:07:08.000 --> 00:07:09.000]  我就問他
[00:07:09.000 --> 00:07:12.000]  你信科學
[00:07:12.000 --> 00:07:15.000]  你真的相信
[00:07:15.000 --> 00:07:18.000]  一切你現在信的東西
[00:07:18.000 --> 00:07:20.000]  是合科學嗎?
[00:07:20.000 --> 00:07:21.000]  他說
[00:07:21.000 --> 00:07:22.000]  對
[00:07:22.000 --> 00:07:24.000]  我相信一切的東西
[00:07:24.000 --> 00:07:26.000]  是合科學的
[00:07:26.000 --> 00:07:28.000]  我接著就問他
[00:07:28.000 --> 00:07:30.000]  你相信
[00:07:30.000 --> 00:07:32.000]  整個的宇宙
[00:07:32.000 --> 00:07:34.000]  是自有擁有的嗎?
[00:07:34.000 --> 00:07:35.000]  你真的相信
[00:07:35.000 --> 00:07:36.000]  整個宇宙
[00:07:36.000 --> 00:07:38.000]  是自有擁有的嗎?
[00:07:38.000 --> 00:07:39.000]  他說
[00:07:39.000 --> 00:07:40.000]  我信
[00:07:40.000 --> 00:07:42.000]  我再問他
[00:07:42.000 --> 00:07:43.000]  你相信物質
[00:07:43.000 --> 00:07:46.000]  也是自有擁有的嗎?
[00:07:46.000 --> 00:07:47.000]  你相信物質
[00:07:47.000 --> 00:07:49.000]  是自有擁有的嗎?
[00:07:49.000 --> 00:07:50.000]  他說
[00:07:50.000 --> 00:07:51.000]  我相信
[00:07:51.000 --> 00:07:53.000]  我告訴他
[00:07:53.000 --> 00:07:55.000]  可能你對科學
[00:07:55.000 --> 00:07:58.000]  不是太了解
[00:07:58.000 --> 00:07:59.000]  現在科學已經
[00:07:59.000 --> 00:08:01.000]  很肯定地告訴你
[00:08:01.000 --> 00:08:04.000]  物質不是永恆的
[00:08:04.000 --> 00:08:05.000]  這個宇宙
[00:08:05.000 --> 00:08:07.000]  這個世界
[00:08:07.000 --> 00:08:09.000]  不是永恆的
[00:08:09.000 --> 00:08:10.000]  你每個人都知道
[00:08:10.000 --> 00:08:13.000]  太陽大概有多少億年
[00:08:13.000 --> 00:08:15.000]  多少萬億年
[00:08:15.000 --> 00:08:18.000]  地球大概有多少億年
[00:08:18.000 --> 00:08:20.000]  雖然他說這個
[00:08:20.000 --> 00:08:22.000]  未必是確實的
[00:08:22.000 --> 00:08:24.000]  但起碼告訴你
[00:08:24.000 --> 00:08:27.000]  它不是自有擁有的
[00:08:27.000 --> 00:08:30.000]  他一聽完之後
[00:08:30.000 --> 00:08:32.000]  也是有道理的
[00:08:32.000 --> 00:08:34.000]  他就跟著問
[00:08:34.000 --> 00:08:36.000]  那你們的信仰
[00:08:36.000 --> 00:08:38.000]  合科學嗎?
[00:08:38.000 --> 00:08:41.000]  我告訴他
[00:08:41.000 --> 00:08:43.000]  我經過這麼長的時間
[00:08:43.000 --> 00:08:45.000]  從一個無神論
[00:08:45.000 --> 00:08:46.000]  唯物論
[00:08:46.000 --> 00:08:47.000]  進化論的人
[00:08:47.000 --> 00:08:50.000]  我改變了
[00:08:50.000 --> 00:08:51.000]  特別是在我自己
[00:08:51.000 --> 00:08:52.000]  讀完神學之後
[00:08:52.000 --> 00:08:56.000]  我更加清楚看到
[00:08:56.000 --> 00:08:57.000]  原來
[00:08:57.000 --> 00:08:59.000]  整本聖經
[00:08:59.000 --> 00:09:00.000]  合情合理
[00:09:00.000 --> 00:09:02.000]  合我們的經歷
[00:09:02.000 --> 00:09:03.000]  而且合科學
[00:09:03.000 --> 00:09:05.000]  這個教授
[00:09:05.000 --> 00:09:07.000]  原來他真的
[00:09:07.000 --> 00:09:09.000]  有看過聖經
[00:09:09.000 --> 00:09:12.000]  他說有一樣東西
[00:09:12.000 --> 00:09:13.000]  不合科學
[00:09:13.000 --> 00:09:15.000]  起碼一樣東西不合科學
[00:09:15.000 --> 00:09:16.000]  我問他
[00:09:16.000 --> 00:09:19.000]  哪一個地方不合科學呢?
[00:09:19.000 --> 00:09:20.000]  他就說
[00:09:20.000 --> 00:09:22.000]  你又相信嗎?
[00:09:22.000 --> 00:09:24.000]  我跟著就
[00:09:24.000 --> 00:09:26.000]  拿出手提電話
[00:09:26.000 --> 00:09:27.000]  我說
[00:09:27.000 --> 00:09:29.000]  聖經
[00:09:29.000 --> 00:09:31.000]  每個人都有的
[00:09:31.000 --> 00:09:33.000]  你的手提電話都有的
[00:09:33.000 --> 00:09:34.000]  我就打開
[00:09:34.000 --> 00:09:35.000]  Wi-Fi
[00:09:35.000 --> 00:09:37.000]  然後就去到
[00:09:37.000 --> 00:09:39.000]  聖經那裡
[00:09:39.000 --> 00:09:42.000]  就將那個
[00:09:42.000 --> 00:09:43.000]  希伯來文
[00:09:43.000 --> 00:09:45.000]  英文
[00:09:45.000 --> 00:09:47.000]  中文
[00:09:47.000 --> 00:09:49.000]  那些的翻譯本
[00:09:49.000 --> 00:09:51.000]  全部拿出來
[00:09:51.000 --> 00:09:53.000]  給他來看
[00:09:53.000 --> 00:09:54.000]  我就問他
[00:09:54.000 --> 00:09:55.000]  教授
[00:09:55.000 --> 00:09:58.000]  你都看到有什麼不合科學呢?
[00:09:58.000 --> 00:10:01.000]  他跟著就說
[00:10:01.000 --> 00:10:06.000]  神第一天就創造天地
[00:10:06.000 --> 00:10:09.000]  但為什麼去到第四天
[00:10:09.000 --> 00:10:13.000]  才創造太陽和月亮呢?
[00:10:13.000 --> 00:10:16.000]  豈不是地球
[00:10:16.000 --> 00:10:21.000]  比太陽的年代還要長?
[00:10:21.000 --> 00:10:23.000]  還要老?
[00:10:23.000 --> 00:10:24.000]  不過何克思
[00:10:24.000 --> 00:10:27.000]  這個絕對不合科學
[00:10:27.000 --> 00:10:28.000]  他說
[00:10:28.000 --> 00:10:30.000]  如果地球還老的話
[00:10:30.000 --> 00:10:34.000]  它不可能讓太陽成為它的中心
[00:10:34.000 --> 00:10:37.000]  我聽完之後
[00:10:37.000 --> 00:10:40.000]  那個問題以前我都問過
[00:10:40.000 --> 00:10:42.000]  所以我就說
[00:10:42.000 --> 00:10:44.000]  教授
[00:10:44.000 --> 00:10:47.000]  你懂希伯來文嗎?
[00:10:47.000 --> 00:10:49.000]  他一聽就聽不見
[00:10:49.000 --> 00:10:50.000]  希伯來文
[00:10:50.000 --> 00:10:51.000]  就是什麼?
[00:10:51.000 --> 00:10:53.000]  就是以色列那些人
[00:10:53.000 --> 00:10:56.000]  所用的古文字
[00:10:56.000 --> 00:10:57.000]  希伯來文
[00:10:57.000 --> 00:10:58.000]  我問他懂不懂
[00:10:58.000 --> 00:10:59.000]  他說對不起
[00:10:59.000 --> 00:11:00.000]  我不懂
[00:11:00.000 --> 00:11:01.000]  我就說
[00:11:01.000 --> 00:11:05.000]  怪不得教授
[00:11:05.000 --> 00:11:08.000]  你誤解了聖經
[00:11:08.000 --> 00:11:11.000]  我就說你誤解了聖經
[00:11:11.000 --> 00:11:14.000]  他就問我怎麼誤解
[00:11:14.000 --> 00:11:16.000]  我最後就將第一節
[00:11:16.000 --> 00:11:18.000]  神起初創造天地
[00:11:18.000 --> 00:11:20.000]  創造希伯來字
[00:11:20.000 --> 00:11:21.000]  給他看
[00:11:21.000 --> 00:11:23.000]  我們看看樣子
[00:11:23.000 --> 00:11:25.000]  是這樣的
[00:11:25.000 --> 00:11:29.000]  然後就將第十六節
[00:11:29.000 --> 00:11:32.000]  第四天
[00:11:32.000 --> 00:11:35.000]  神就造出兩個光體
[00:11:35.000 --> 00:11:37.000]  那個造字
[00:11:37.000 --> 00:11:38.000]  又將希伯來文
[00:11:38.000 --> 00:11:41.000]  來到怎樣給他看
[00:11:41.000 --> 00:11:42.000]  第一
[00:11:42.000 --> 00:11:44.000]  那個希伯來字
[00:11:44.000 --> 00:11:45.000]  我讀給他聽
[00:11:45.000 --> 00:11:47.000]  這個叫做Bara
[00:11:47.000 --> 00:11:48.000]  是沒有變成有
[00:11:48.000 --> 00:11:49.000]  造出來
[00:11:49.000 --> 00:11:50.000]  這個叫做Bara
[00:11:50.000 --> 00:11:51.000]  認清楚
[00:11:51.000 --> 00:11:53.000]  Bara
[00:11:53.000 --> 00:11:55.000]  如果用英文拼出來
[00:11:55.000 --> 00:11:57.000]  就是Bara
[00:11:57.000 --> 00:11:59.000]  然後到了第十六節
[00:11:59.000 --> 00:12:01.000]  第四天
[00:12:01.000 --> 00:12:04.000]  神就造出兩個光體
[00:12:04.000 --> 00:12:05.000]  這個造字
[00:12:05.000 --> 00:12:06.000]  我就看
[00:12:06.000 --> 00:12:07.000]  你看看樣子
[00:12:07.000 --> 00:12:09.000]  像不像第一節
[00:12:09.000 --> 00:12:11.000]  Bara那個字
[00:12:11.000 --> 00:12:13.000]  他一對
[00:12:13.000 --> 00:12:14.000]  不是那個字
[00:12:14.000 --> 00:12:16.000]  他說不像
[00:12:16.000 --> 00:12:18.000]  我說那你也看到了
[00:12:18.000 --> 00:12:20.000]  所以因為這個緣故
[00:12:20.000 --> 00:12:23.000]  譯文不清楚
[00:12:23.000 --> 00:12:26.000]  但是原文就很清楚
[00:12:26.000 --> 00:12:28.000]  第十六節
[00:12:28.000 --> 00:12:30.000]  神就造出兩個光體
[00:12:30.000 --> 00:12:31.000]  這個造字
[00:12:31.000 --> 00:12:33.000]  是叫做Assah
[00:12:33.000 --> 00:12:35.000]  A-S-A-H
[00:12:35.000 --> 00:12:38.000]  而不是B-A-R-A
[00:12:38.000 --> 00:12:40.000]  完全不同的兩個字
[00:12:40.000 --> 00:12:42.000]  他就問
[00:12:42.000 --> 00:12:44.000]  什麼叫Assah
[00:12:44.000 --> 00:12:45.000]  我告訴他
[00:12:45.000 --> 00:12:47.000]  Assah
[00:12:47.000 --> 00:12:49.000]  就是改造
[00:12:49.000 --> 00:12:50.000]  再造
[00:12:50.000 --> 00:12:52.000]  改良
[00:12:52.000 --> 00:12:54.000]  讓它成為
[00:12:54.000 --> 00:12:56.000]  是這樣的
[00:12:56.000 --> 00:12:57.000]  然後我就解釋
[00:12:57.000 --> 00:12:59.000]  其實第一節
[00:12:59.000 --> 00:13:00.000]  太陽也好
[00:13:00.000 --> 00:13:01.000]  地也好
[00:13:01.000 --> 00:13:02.000]  星球也好
[00:13:02.000 --> 00:13:03.000]  全部的星球
[00:13:03.000 --> 00:13:04.000]  是第一節
[00:13:04.000 --> 00:13:06.000]  已經造了
[00:13:06.000 --> 00:13:07.000]  因為那一節的聖經說
[00:13:07.000 --> 00:13:11.000]  神起初創造天地
[00:13:11.000 --> 00:13:14.000]  天那個字是複數的
[00:13:14.000 --> 00:13:16.000]  The heavens and the earth
[00:13:16.000 --> 00:13:18.000]  地是單數的
[00:13:18.000 --> 00:13:19.000]  換句話來說
[00:13:19.000 --> 00:13:22.000]  是整個宇宙的星球
[00:13:22.000 --> 00:13:23.000]  一開始
[00:13:23.000 --> 00:13:25.000]  神就全都造了
[00:13:25.000 --> 00:13:27.000]  但是那時候沒有計算
[00:13:27.000 --> 00:13:28.000]  這是第一天
[00:13:28.000 --> 00:13:29.000]  我說什麼日子
[00:13:29.000 --> 00:13:30.000]  早了
[00:13:30.000 --> 00:13:32.000]  就是這樣
[00:13:32.000 --> 00:13:34.000]  然後第一天
[00:13:34.000 --> 00:13:36.000]  神說要有光
[00:13:36.000 --> 00:13:37.000]  第三節
[00:13:37.000 --> 00:13:38.000]  就有了光
[00:13:38.000 --> 00:13:39.000]  為什麼呢
[00:13:39.000 --> 00:13:40.000]  是第一節的時候
[00:13:40.000 --> 00:13:42.000]  造了天地的時候
[00:13:42.000 --> 00:13:44.000]  地是空虛混沌
[00:13:44.000 --> 00:13:46.000]  冤冤黑暗
[00:13:46.000 --> 00:13:47.000]  沒有光
[00:13:47.000 --> 00:13:48.000]  什麼都沒有
[00:13:48.000 --> 00:13:50.000]  所以因為這樣的緣故
[00:13:50.000 --> 00:13:52.000]  神就有需要
[00:13:52.000 --> 00:13:54.000]  來改造它
[00:13:54.000 --> 00:13:55.000]  怎麼改造呢
[00:13:55.000 --> 00:13:57.000]  我就告訴你
[00:13:57.000 --> 00:13:59.000]  改造的方法有幾樣東西
[00:13:59.000 --> 00:14:00.000]  第一個
[00:14:00.000 --> 00:14:02.000]  是用泥土造成動物
[00:14:02.000 --> 00:14:04.000]  造成人
[00:14:04.000 --> 00:14:06.000]  然後人和動物有點不同
[00:14:06.000 --> 00:14:07.000]  第二
[00:14:07.000 --> 00:14:08.000]  將水和鹿分開
[00:14:08.000 --> 00:14:09.000]  第三
[00:14:09.000 --> 00:14:11.000]  將水分層
[00:14:11.000 --> 00:14:12.000]  上面的大氣層
[00:14:12.000 --> 00:14:14.000]  下面的水
[00:14:14.000 --> 00:14:16.000]  所以這個是分得很清楚的
[00:14:16.000 --> 00:14:19.000]  為什麼今天這個世界會這樣呢
[00:14:19.000 --> 00:14:20.000]  星球會是這樣的呢
[00:14:20.000 --> 00:14:22.000]  是因為神再造
[00:14:22.000 --> 00:14:24.000]  而令到它這樣
[00:14:24.000 --> 00:14:25.000]  不單止再造
[00:14:25.000 --> 00:14:27.000]  他還加多一件事
[00:14:27.000 --> 00:14:29.000]  這件事是什麼呢
[00:14:29.000 --> 00:14:30.000]  就是設計
[00:14:30.000 --> 00:14:31.000]  規劃
[00:14:31.000 --> 00:14:32.000]  是讓沒有秩序的
[00:14:32.000 --> 00:14:33.000]  變成有秩序
[00:14:33.000 --> 00:14:35.000]  沒有軌道的
[00:14:35.000 --> 00:14:36.000]  成為有軌道
[00:14:36.000 --> 00:14:38.000]  而且是完完全全
[00:14:38.000 --> 00:14:40.000]  好像有一個
[00:14:40.000 --> 00:14:43.000]  自動充電的馬達
[00:14:43.000 --> 00:14:45.000]  來幫整個宇宙充電一樣
[00:14:45.000 --> 00:14:48.000]  是這樣造成的
[00:14:48.000 --> 00:14:50.000]  那個字叫做日沙
[00:14:50.000 --> 00:14:52.000]  我就打開
[00:14:52.000 --> 00:14:54.000]  創世紀的二章第七節
[00:14:54.000 --> 00:14:56.000]  來給大家看
[00:14:56.000 --> 00:14:57.000]  原來人的被造
[00:14:57.000 --> 00:15:00.000]  不單止是創造我們的靈魂
[00:15:00.000 --> 00:15:02.000]  不單止是再造我們的肉體
[00:15:02.000 --> 00:15:05.000]  而且加上日沙
[00:15:05.000 --> 00:15:07.000]  是設計我們的裡面
[00:15:07.000 --> 00:15:09.000]  我們裡面的腦
[00:15:09.000 --> 00:15:11.000]  是被所有的電腦
[00:15:11.000 --> 00:15:13.000]  導搖、照辦
[00:15:13.000 --> 00:15:15.000]  是沒有比的
[00:15:15.000 --> 00:15:16.000]  每一樣東西
[00:15:16.000 --> 00:15:18.000]  都是完全的設計
[00:15:18.000 --> 00:15:20.000]  是這樣設計成的
[00:15:20.000 --> 00:15:21.000]  所以我就告訴他
[00:15:21.000 --> 00:15:23.000]  我在讀哲學的時候
[00:15:23.000 --> 00:15:27.000]  哲學沒有辦法能夠解答的東西
[00:15:27.000 --> 00:15:29.000]  原來在神學
[00:15:29.000 --> 00:15:30.000]  在聖經那裡
[00:15:30.000 --> 00:15:33.000]  聖經一早已經解答了
[00:15:33.000 --> 00:15:35.000]  我今天就來到春街急記
[00:15:35.000 --> 00:15:37.000]  來給大家看
[00:15:37.000 --> 00:15:40.000]  我跟那個教授說的時候
[00:15:40.000 --> 00:15:41.000]  教授
[00:15:41.000 --> 00:15:43.000]  你知不知道這個創世紀
[00:15:43.000 --> 00:15:45.000]  什麼時候寫成的
[00:15:45.000 --> 00:15:47.000]  你知不知道這個創世紀
[00:15:47.000 --> 00:15:49.000]  是什麼時候寫成的
[00:15:49.000 --> 00:15:51.000]  他說我不知道
[00:15:51.000 --> 00:15:53.000]  我告訴他
[00:15:53.000 --> 00:15:56.000]  是三千五百多年前
[00:15:56.000 --> 00:15:58.000]  已經寫成的
[00:15:58.000 --> 00:16:01.000]  是創世紀三千五百多年前
[00:16:01.000 --> 00:16:03.000]  已經寫成
[00:16:03.000 --> 00:16:05.000]  而寫成的時候
[00:16:05.000 --> 00:16:07.000]  已經一早告訴我們
[00:16:07.000 --> 00:16:09.000]  這個宇宙
[00:16:09.000 --> 00:16:11.000]  是有規律的
[00:16:11.000 --> 00:16:13.000]  星球
