
[00:00:00.000 --> 00:00:02.720]  好 今天的講道題目就是
[00:01:17.080 --> 00:01:18.360]  那就無力了
[00:01:18.360 --> 00:01:21.720]  或者長時間在一個困難裡
[00:01:21.720 --> 00:01:23.240]  在一個困境裡
[00:01:23.240 --> 00:01:26.840]  被人和事耗盡了你的心力
[00:01:26.840 --> 00:01:29.160]  令到心力交瘁
[00:01:29.160 --> 00:01:31.560]  心裡很累
[00:01:31.560 --> 00:01:36.560]  所以我們人有時候會很乏力
[00:01:36.560 --> 00:01:40.280]  我們都要留意一下自己的身心靈的狀況
[00:01:40.280 --> 00:01:43.120]  留意一下你最近會不會很累
[00:01:43.120 --> 00:01:44.960]  先做個民意調查
[00:01:44.960 --> 00:01:46.040]  如果你像我一樣
[00:01:46.040 --> 00:01:48.080]  是身體上覺得累的
[00:01:48.080 --> 00:01:49.720]  請你舉手
[00:01:49.720 --> 00:01:50.720]  身體上
[00:01:50.720 --> 00:01:52.920]  嘩 都不少
[00:01:52.920 --> 00:01:56.560]  另一種是心裡很累
[00:01:56.560 --> 00:01:57.320]  不是身體累
[00:01:57.320 --> 00:01:58.480]  是心裡很累的
[00:01:58.480 --> 00:02:01.120]  請你舉手
[00:02:01.120 --> 00:02:02.600]  少了一點點
[00:02:02.600 --> 00:02:03.400]  但都不少
[00:02:03.400 --> 00:02:05.560]  如果你兩次都舉手
[00:02:05.560 --> 00:02:06.560]  那你要留意
[00:02:06.560 --> 00:02:08.640]  你身體和心靈都很疲乏
[00:02:08.640 --> 00:02:09.920]  那就要留意一下
[00:02:09.920 --> 00:02:13.440]  不要這麼容易燒掉
[00:02:13.440 --> 00:02:21.080]  我累 缺乏休息
[00:02:21.080 --> 00:02:24.040]  除了工作之外
[00:02:24.040 --> 00:02:25.600]  其實我還在讀書進修
[00:02:25.600 --> 00:02:27.240]  明天要交兩份功課
[00:02:27.240 --> 00:02:30.720]  然後後天要進營地服侍幾天
[00:02:30.720 --> 00:02:32.600]  所以我這篇道
[00:02:32.600 --> 00:02:34.320]  其實是要告訴自己的
[00:02:34.320 --> 00:02:37.200]  就是怎樣從佛力裡面重新得力
[00:02:37.200 --> 00:02:38.760]  在2700年前
[00:02:38.760 --> 00:02:40.640]  舊約爾賽 先知的年代
[00:02:40.640 --> 00:02:43.760]  神的子民都是身心靈疲乏
[00:02:43.760 --> 00:02:45.600]  因為他們很長時間
[00:02:45.600 --> 00:02:47.920]  幾十年 甚至八幾年
[00:02:47.920 --> 00:02:49.480]  在一個困境裡面
[00:02:49.480 --> 00:02:51.640]  不知道什麼時候才可以走出來
[00:02:51.640 --> 00:02:53.240]  覺得很辛苦
[00:02:53.240 --> 00:02:56.360]  那麼上帝會對他的子民說什麼呢
[00:02:56.360 --> 00:02:59.520]  我們就先看《爾賽亞書》
[00:02:59.520 --> 00:03:02.000]  我們五堂很久都沒有講《爾賽亞書》
[00:03:02.000 --> 00:03:04.440]  所以先講一講簡介
[00:03:04.440 --> 00:03:05.480]  《爾賽亞》
[00:03:05.480 --> 00:03:06.840]  先知的名字
[00:03:06.840 --> 00:03:08.120]  其實意思就是
[00:03:08.120 --> 00:03:09.400]  耶和華救恩
[00:03:09.400 --> 00:03:13.440]  或者耶和華拯救的意思
[00:03:13.440 --> 00:03:15.200]  它是分開兩部分的
[00:03:15.200 --> 00:03:18.000]  頭那三十九章就記載
[00:03:18.000 --> 00:03:20.960]  先知對猶大 以色列和列國
[00:03:20.960 --> 00:03:22.920]  他們犯罪 拜偶像
[00:03:22.920 --> 00:03:24.480]  嚴厲斥責他們
[00:03:24.480 --> 00:03:27.400]  和宣告神的審判
[00:03:27.400 --> 00:03:28.920]  到了下半部分
[00:03:28.920 --> 00:03:30.640]  就四十章開始
[00:03:30.640 --> 00:03:32.880]  四十至六十章
[00:03:32.880 --> 00:03:35.200]  就記載神對百姓的安慰
[00:03:35.200 --> 00:03:36.640]  就是之前審判你
[00:03:36.640 --> 00:03:38.240]  現在賀你
[00:03:38.240 --> 00:03:41.960]  也都應許尼塞亞將會來祝福他們
[00:03:41.960 --> 00:03:45.160]  所以後面的部分是充滿希望的
[00:03:45.160 --> 00:03:47.320]  我們一會兒主要是講後面部分
[00:03:47.320 --> 00:03:49.200]  所以是充滿希望的
[00:03:49.200 --> 00:03:52.480]  我們看一看上文一點
[00:03:52.480 --> 00:03:56.880]  去感受一下當時以色列人
[00:03:56.880 --> 00:03:59.960]  他們那種情況是怎樣
[00:03:59.960 --> 00:04:03.040]  我們看以塞亞書三十九章五至七節
[00:04:03.040 --> 00:04:05.840]  今天我會用新譯本
[00:04:05.840 --> 00:04:10.400]  以塞亞先知對猶大王希西加說
[00:04:10.400 --> 00:04:13.800]  你要聽萬軍的耶和華的話
[00:04:13.800 --> 00:04:15.240]  看那日子必到
[00:04:15.240 --> 00:04:17.320]  你家中所有的
[00:04:17.320 --> 00:04:22.080]  以及你列祖所積存到今日的
[00:04:22.080 --> 00:04:24.880]  都要被帶到巴比倫那裏去
[00:04:24.880 --> 00:04:26.480]  巴比倫的國家那裏去
[00:04:26.480 --> 00:04:28.120]  一樣都不留下
[00:04:28.120 --> 00:04:30.080]  這個是耶和華所說的
[00:04:30.080 --> 00:04:33.240]  另外從你所出的種子
[00:04:33.240 --> 00:04:35.280]  包括你的兒子和孫子
[00:04:35.280 --> 00:04:36.760]  就是你所生的
[00:04:36.760 --> 00:04:38.480]  其中必有被擄去
[00:04:38.480 --> 00:04:42.120]  在巴比倫王宮裏面做太教
[00:04:42.120 --> 00:04:45.160]  這就是頭一部分
[00:04:45.160 --> 00:04:47.320]  最後幾節的經文
[00:04:47.320 --> 00:04:48.080]  想像一下
[00:04:48.080 --> 00:04:50.360]  如果你是當時的猶太人
[00:04:50.360 --> 00:04:53.080]  你聽到先知這樣宣告
[00:04:53.080 --> 00:04:54.960]  總之你知道
[00:04:54.960 --> 00:04:56.280]  除了希西加知道
[00:04:56.280 --> 00:04:58.360]  子民都知道有這件事
[00:04:58.360 --> 00:04:59.960]  將要亡國
[00:04:59.960 --> 00:05:02.120]  被擄去巴比倫做太監
[00:05:02.120 --> 00:05:04.480]  你會覺得怎樣呢
[00:05:04.480 --> 00:05:06.200]  因為我不是男人
[00:05:06.200 --> 00:05:09.000]  所以我就這件事訪問了我老公
[00:05:09.000 --> 00:05:11.240]  就說如果你知道
[00:05:11.240 --> 00:05:14.520]  你遲些會被人捉去做太監
[00:05:14.520 --> 00:05:16.000]  你會怎樣呢
[00:05:16.000 --> 00:05:19.520]  你猜他第一句有什麼感受呢
[00:05:19.520 --> 00:05:23.040]  他說很害怕
[00:05:23.040 --> 00:05:25.000]  你又不會死
[00:05:25.000 --> 00:05:26.080]  你怕什麼呢
[00:05:26.080 --> 00:05:27.160]  他怕痛
[00:05:27.160 --> 00:05:30.480]  男人最痛
[00:05:30.480 --> 00:05:32.440]  其實是會痛苦的
[00:05:32.440 --> 00:05:34.600]  不死更痛苦
[00:05:34.600 --> 00:05:36.920]  因為你除了做太監之外
[00:05:36.920 --> 00:05:38.320]  你還要去另一個國家
[00:05:38.320 --> 00:05:40.840]  那個國家是滅了你的國的敵人
[00:05:40.840 --> 00:05:44.000]  你要服侍他們做太監
[00:05:44.000 --> 00:05:45.520]  所以是很痛苦的
[00:05:45.520 --> 00:05:47.040]  剛才說的寓言
[00:05:47.040 --> 00:05:49.240]  其實就在主前586年
[00:05:49.240 --> 00:05:50.760]  就應驗了
[00:05:50.760 --> 00:05:52.240]  耶路撒冷淪陷
[00:05:52.240 --> 00:05:55.960]  然後猶大人被擄去巴比倫
[00:05:55.960 --> 00:05:59.640]  接著我們看40章
[00:05:59.640 --> 00:06:01.880]  第一至二節
[00:06:01.880 --> 00:06:04.880]  40章剛才說到特別是安慰他們
[00:06:04.880 --> 00:06:06.240]  哭泣他們
[00:06:06.240 --> 00:06:10.200]  那段經文其實就是特別寫給150年之後
[00:06:10.200 --> 00:06:12.280]  被擄去巴比倫
[00:06:12.280 --> 00:06:13.920]  已經幾十年的猶太人
[00:06:13.920 --> 00:06:15.080]  安慰他們
[00:06:15.080 --> 00:06:16.320]  怎樣安慰呢
[00:06:18.880 --> 00:06:20.280]  經文這樣說
[00:06:20.280 --> 00:06:21.400]  你們的神
[00:06:21.400 --> 00:06:22.440]  這樣說
[00:06:22.440 --> 00:06:23.880]  你們要安慰
[00:06:23.880 --> 00:06:25.360]  安慰我的子民
[00:06:25.360 --> 00:06:28.640]  你們要向耶路撒冷說慈愛的話
[00:06:28.640 --> 00:06:30.160]  又要向他宣告
[00:06:30.160 --> 00:06:33.120]  他們的苦難已經滿足了
[00:06:33.120 --> 00:06:36.120]  他們的罪孽已經還清了
[00:06:36.120 --> 00:06:38.440]  好像幾十年被擄
[00:06:38.440 --> 00:06:39.880]  已經時間到了
[00:06:39.880 --> 00:06:42.120]  他們可以回去了
[00:06:42.120 --> 00:06:45.320]  所以是很有盼望的
[00:06:45.320 --> 00:06:49.560]  接著40章3至11節
[00:06:49.560 --> 00:06:52.080]  說到要預備主的道路
[00:06:52.080 --> 00:06:53.600]  要宣告主
[00:06:53.600 --> 00:06:56.240]  其實尼塞亞很快會臨到
[00:06:56.240 --> 00:06:58.360]  來牧養神的子民
[00:06:58.360 --> 00:07:02.800]  所以《二賽亞書》其實是一本很重要的書卷
[00:07:02.800 --> 00:07:05.360]  很多耶穌基督的預言在裏面
[00:07:05.360 --> 00:07:07.080]  我們看完這一段
[00:07:07.080 --> 00:07:08.160]  我們就看
[00:07:08.160 --> 00:07:09.680]  今天真的要看那段經文
[00:07:09.680 --> 00:07:12.160]  《二賽亞書》40章12節
[00:07:12.160 --> 00:07:15.560]  開始才用很多問題
[00:07:15.560 --> 00:07:16.400]  其實是反問
[00:07:16.400 --> 00:07:18.160]  所以你會看到很多問號
[00:07:18.160 --> 00:07:19.640]  第一個反問就是
[00:07:19.640 --> 00:07:23.000]  誰用掌心量過海水
[00:07:23.000 --> 00:07:26.000]  用手掌測過蒼天呢?
[00:07:26.000 --> 00:07:27.360]  即是誰?
[00:07:27.360 --> 00:07:28.160]  反問的話
[00:07:28.160 --> 00:07:29.680]  即是上帝
[00:07:29.680 --> 00:07:33.000]  上帝的掌心才夠大量海水
[00:07:33.000 --> 00:07:36.240]  手掌才夠闊可以測蒼天
[00:07:36.240 --> 00:07:38.720]  然後13節又繼續反問
[00:07:38.720 --> 00:07:40.960]  誰曾測度耶和華的靈
[00:07:40.960 --> 00:07:45.200]  或做過神的謀事去教導祂呢?
[00:07:45.200 --> 00:07:47.160]  祂與誰相異
[00:07:47.160 --> 00:07:49.600]  誰使神有聰明呢?
[00:07:49.600 --> 00:07:53.080]  誰將正確的路指向上帝
[00:07:53.080 --> 00:07:54.920]  將知識指向神
[00:07:54.920 --> 00:07:58.320]  又將明智的路教導祂呢?
[00:07:58.320 --> 00:08:00.880]  嘩!這裡有多少個問號?
[00:08:00.880 --> 00:08:03.240]  好幾條的反問問題
[00:08:03.240 --> 00:08:04.160]  其實說來說去
[00:08:04.160 --> 00:08:06.960]  神需不需要我們教祂怎樣做事?
[00:08:06.960 --> 00:08:07.600]  不需要的
[00:08:07.600 --> 00:08:09.360]  但我們很多時候
[00:08:09.360 --> 00:08:11.160]  其實心裡都想教神
[00:08:11.160 --> 00:08:12.440]  你應該怎樣怎樣怎樣
[00:08:12.440 --> 00:08:14.040]  你跟我這樣就最好了
[00:08:14.040 --> 00:08:15.560]  即是我們做了神的
[00:08:15.560 --> 00:08:18.480]  但這裡才應用13、14節說明
[00:08:18.480 --> 00:08:20.520]  神是不需要我們教祂怎樣做事的
[00:08:20.520 --> 00:08:22.120]  然後15節
[00:08:22.120 --> 00:08:25.480]  看看萬國都好像水桶裡的一滴
[00:08:25.480 --> 00:08:29.160]  又被看作天平上的微塵
[00:08:29.160 --> 00:08:30.240]  看看祂
[00:08:30.240 --> 00:08:32.240]  神舉起縱海島
[00:08:32.240 --> 00:08:34.080]  好像微細的物
[00:08:34.080 --> 00:08:35.400]  所以所有
[00:08:35.400 --> 00:08:36.120]  不要說人
[00:08:36.120 --> 00:08:37.840]  即是所有的國家
[00:08:37.840 --> 00:08:39.680]  所有的海島在神眼中
[00:08:39.680 --> 00:08:41.440]  都好像微塵一樣
[00:08:41.440 --> 00:08:43.360]  那麼渺小
[00:08:43.360 --> 00:08:44.840]  跳到18節了
[00:08:44.840 --> 00:08:48.280]  你們將誰來跟神相比呢?
[00:08:48.280 --> 00:08:51.080]  誰可以跟神比較呢?
[00:08:51.080 --> 00:08:54.760]  你們用什麼形象來與神並列呢?
[00:08:54.760 --> 00:08:55.920]  為什麼說用形象呢?
[00:08:55.920 --> 00:08:57.520]  因為人們拜偶像
[00:08:57.520 --> 00:08:58.960]  19節說到偶像
[00:08:58.960 --> 00:09:00.040]  至於偶像
[00:09:00.040 --> 00:09:02.720]  就是象人注造的
[00:09:02.720 --> 00:09:04.240]  注象的用金紙
[00:09:04.240 --> 00:09:06.480]  將偶像包裹
[00:09:06.480 --> 00:09:11.000]  也用銀紙將偶像做銀鏈
[00:09:11.000 --> 00:09:12.720]  所以說到其實
[00:09:12.720 --> 00:09:15.320]  當時以色列人都拜偶像
[00:09:15.320 --> 00:09:17.160]  以為做這些形象
[00:09:17.160 --> 00:09:18.560]  可以與神相比
[00:09:18.560 --> 00:09:19.960]  但是不行
[00:09:19.960 --> 00:09:22.840]  怎麼可以與這麼偉大的神比較呢?
[00:09:22.840 --> 00:09:24.680]  去到21節
[00:09:24.680 --> 00:09:27.240]  繼續去反問
[00:09:27.240 --> 00:09:29.040]  你們不知道嗎?
[00:09:29.040 --> 00:09:31.240]  你們沒有聽見過嗎?
[00:09:31.240 --> 00:09:33.960]  不是從起初就已經告訴過你們
[00:09:33.960 --> 00:09:36.800]  創世紀
[00:09:36.800 --> 00:09:39.840]  自從大地的根基立了以來
[00:09:39.840 --> 00:09:41.880]  你們還不明白嗎?
[00:09:41.880 --> 00:09:42.960]  大地的根基
[00:09:42.960 --> 00:09:44.920]  The foundations of the earth
[00:09:44.920 --> 00:09:48.040]  就是說地球很多的根基
[00:09:48.040 --> 00:09:49.000]  好像打樁一樣
[00:09:49.000 --> 00:09:51.520]  因為是眾數
[00:09:51.520 --> 00:09:53.400]  說到神的創造
[00:09:53.400 --> 00:09:54.280]  22節
[00:09:54.280 --> 00:09:57.920]  神坐在大地的圓弧之上
[00:09:57.920 --> 00:09:59.080]  英文很特別
[00:09:59.080 --> 00:10:02.880]  It is he who sits above the circle of the earth
[00:10:02.880 --> 00:10:04.440]  一個圓圈
[00:10:04.440 --> 00:10:06.000]  神坐在上面
[00:10:06.000 --> 00:10:09.800]  然後地上的居民好像乍猛一樣
[00:10:09.800 --> 00:10:10.600]  雖然動來動去
[00:10:10.600 --> 00:10:11.680]  但是好像乍猛
[00:10:11.680 --> 00:10:13.840]  神鋪張朱天
[00:10:13.840 --> 00:10:15.680]  好像鋪張萬紙
[00:10:15.680 --> 00:10:17.240]  展開中天
[00:10:17.240 --> 00:10:20.160]  就好像展開可以居住的帳篷
[00:10:20.160 --> 00:10:24.760]  這一節有什麼特別的地方呢?
[00:10:24.760 --> 00:10:27.160]  因為在人類歷史裡面
[00:10:27.160 --> 00:10:31.600]  第一個有文字記載地球是圓的
[00:10:31.600 --> 00:10:33.400]  就是這個地方
[00:10:33.400 --> 00:10:34.920]  因為很久以前
[00:10:34.920 --> 00:10:38.160]  就算是中世紀的歐洲人
[00:10:38.160 --> 00:10:39.880]  第一世紀的歐洲人
[00:10:39.880 --> 00:10:42.720]  都會覺得有一個地平穴
[00:10:42.720 --> 00:10:43.320]  不知道你們有沒有聽過
[00:10:43.320 --> 00:10:44.760]  地球是平的
[00:10:44.760 --> 00:10:47.240]  如果你是開船一直走
[00:10:47.240 --> 00:10:48.080]  它有盡頭的
[00:10:48.080 --> 00:10:50.640]  你一路走就會掉進深淵裡
[00:10:50.640 --> 00:10:52.440]  這個就叫做地平穴
[00:10:52.440 --> 00:10:53.840]  但是到了16世紀
[00:10:53.840 --> 00:10:57.200]  密歇倫的船隊可以環繞地球一圈
[00:10:57.200 --> 00:10:59.720]  他就首次證明了地球是無邊界的
[00:10:59.720 --> 00:11:01.000]  是可以環繞的
[00:11:01.000 --> 00:11:03.600]  但是還沒有證明地球是圓的
[00:11:03.600 --> 00:11:07.280]  直到什麼時候拍到地球是圓的?
[00:11:07.280 --> 00:11:09.360]  20世紀
[00:11:09.360 --> 00:11:13.200]  人類進入太空就拍到地球的照片
[00:11:13.200 --> 00:11:15.400]  就先證實到地球是圓的
[00:11:15.400 --> 00:11:16.240]  但是你想想
[00:11:16.240 --> 00:11:18.480]  在以賽亞先知的年代
[00:11:18.480 --> 00:11:21.240]  就是8世紀前
[00:11:21.240 --> 00:11:22.760]  2700多年前
[00:11:22.760 --> 00:11:25.520]  已經寫到地球是圓的
[00:11:25.520 --> 00:11:29.760]  神坐在大地的圓窮之上
[00:11:29.760 --> 00:11:32.000]  所以你說是不是很震撼?
[00:11:32.000 --> 00:11:33.760]  我初順主認識這件事
[00:11:33.760 --> 00:11:35.760]  我就已經覺得很震撼
[00:11:35.760 --> 00:11:37.760]  另外繼續有些震撼的事
[00:11:37.760 --> 00:11:39.520]  25節
[00:11:39.520 --> 00:11:41.160]  然後這句是什麼特別呢?
[00:11:41.160 --> 00:11:42.800]  留意一下
[00:11:42.800 --> 00:11:44.680]  那聖者這樣說
[00:11:44.680 --> 00:11:47.120]  你們把誰來跟我相比
[00:11:47.120 --> 00:11:49.960]  使他與我相等呢?
[00:11:49.960 --> 00:11:53.040]  這句話跟之前的有什麼不同?
[00:11:53.040 --> 00:11:54.880]  這是誰說的?
[00:11:54.880 --> 00:11:57.080]  神親自開金口
[00:11:57.080 --> 00:11:58.960]  是很珍貴的一句話
[00:11:58.960 --> 00:12:01.440]  因為之前都是先知代表神去說話
[00:12:01.440 --> 00:12:05.480]  現在是神親自去開金口去說話
[00:12:05.480 --> 00:12:07.840]  第26節
[00:12:07.840 --> 00:12:09.920]  先知說話了
[00:12:09.920 --> 00:12:11.880]  你們向天舉目吧
[00:12:11.880 --> 00:12:15.520]  看看是誰創造了這些萬象
[00:12:15.520 --> 00:12:19.560]  是誰按著數目將這些萬象領出來
[00:12:19.560 --> 00:12:21.360]  一一指名呼喚
[00:12:21.360 --> 00:12:22.160]  就是有名的
[00:12:22.160 --> 00:12:24.000]  Calling them all by name
[00:12:24.000 --> 00:12:26.760]  每一個的萬象都有他們的名
[00:12:26.760 --> 00:12:28.320]  因神的大能大力
[00:12:28.320 --> 00:12:29.880]  連一個都不缺少
[00:12:29.880 --> 00:12:31.800]  所以
[00:12:31.800 --> 00:12:34.400]  祂說有多少就有多少萬象
[00:12:34.400 --> 00:12:38.520]  我們接受先知的邀請
[00:12:38.520 --> 00:12:40.000]  望一下天
[00:12:40.000 --> 00:12:42.520]  日間你出去望就可以了
[00:12:42.520 --> 00:12:44.720]  我們望一下晚上的天
[00:12:44.720 --> 00:12:46.560]  在二賽亞先知的年代
[00:12:46.560 --> 00:12:49.840]  晚上舉目看天
[00:12:49.840 --> 00:12:50.560]  看到什麼呢?
[00:12:50.560 --> 00:12:53.360]  就是看到星星、月亮、太陽
[00:12:53.360 --> 00:12:54.720]  漂亮嗎?
[00:12:54.720 --> 00:12:55.800]  已經很漂亮了
[00:12:55.800 --> 00:12:58.640]  但是今天我們有一世紀的科技
[00:12:58.640 --> 00:13:01.240]  不單止只是看到這些東西
[00:13:01.240 --> 00:13:02.640]  我們用今天的角度
[00:13:02.640 --> 00:13:04.200]  就是當時二千多年前
[00:13:04.200 --> 00:13:05.840]  二賽亞都看不到的
[00:13:05.840 --> 00:13:07.360]  我們今天看到什麼呢?
[00:13:07.360 --> 00:13:11.840]  我們看看我們身處的太陽系
[00:13:11.840 --> 00:13:13.560]  我們身處的太陽系叫做Solar System
[00:13:13.560 --> 00:13:15.320]  可能你以前學過
[00:13:15.320 --> 00:13:19.160]  其實地球在哪裡呢?
[00:13:19.160 --> 00:13:20.520]  地球在這裡
[00:13:20.520 --> 00:13:22.480]  丁字那麼大的那個
[00:13:22.480 --> 00:13:23.400]  就是地球
[00:13:23.400 --> 00:13:25.200]  地球這麼小的嗎?
[00:13:25.200 --> 00:13:27.080]  我們看到太陽不是很小嗎?
[00:13:27.080 --> 00:13:28.840]  其實太陽的體積
[00:13:28.840 --> 00:13:34.840]  是比地球的體積大130萬倍
[00:13:34.840 --> 00:13:36.400]  所以雖然我們看到太陽很小
[00:13:36.400 --> 00:13:38.000]  但其實太陽實際的體積
[00:13:38.000 --> 00:13:40.440]  是比地球大很多很多的
[00:13:40.440 --> 00:13:42.680]  在太陽系裡面
[00:13:42.680 --> 00:13:44.720]  其他的星球裡面
[00:13:44.720 --> 00:13:46.760]  我們地球都是很渺小
[00:13:46.760 --> 00:13:48.600]  丁字那麼大
[00:13:48.600 --> 00:13:51.240]  接著我們就繼續
[00:13:51.240 --> 00:13:52.880]  按著先知的邀請
[00:13:52.880 --> 00:13:55.920]  去看看神怎樣按著數目
[00:13:55.920 --> 00:13:57.440]  將萬象領出來
[00:13:57.440 --> 00:13:59.240]  又有指明呼夢
[00:13:59.240 --> 00:14:00.400]  又有什麼名字呢?
[00:14:00.400 --> 00:14:03.280]  我們太陽系是屬於哪個星系
[00:14:03.280 --> 00:14:04.440]  屬於哪個Galaxy?
[00:14:04.440 --> 00:14:06.920]  考你們天文
[00:14:06.920 --> 00:14:09.520]  Galaxy不是手機那個
[00:14:09.520 --> 00:14:13.080]  是屬於哪個星系?
[00:14:13.080 --> 00:14:13.960]  銀河系
[00:14:13.960 --> 00:14:14.480]  是啦
[00:14:14.480 --> 00:14:16.360]  我們看看銀河系有沒有
[00:14:16.360 --> 00:14:17.240]  銀河系是這樣的
[00:14:17.240 --> 00:14:18.640]  漂亮嗎?
[00:14:18.640 --> 00:14:19.360]  很漂亮吧
[00:14:19.360 --> 00:14:21.080]  但太陽系在哪裡?
[00:14:21.080 --> 00:14:22.480]  下面丁字那麼大
[00:14:22.480 --> 00:14:25.240]  那顆小黃點就是太陽
[00:14:25.240 --> 00:14:27.760]  太陽是其中一顆恆星
[00:14:27.760 --> 00:14:28.720]  恆是永恆的恆
[00:14:28.720 --> 00:14:29.680]  即是它不動的
[00:14:29.680 --> 00:14:30.720]  地球是轉的
[00:14:30.720 --> 00:14:32.200]  是恆星
[00:14:32.200 --> 00:14:33.080]  太陽是恆星
[00:14:33.080 --> 00:14:33.600]  是不動的
[00:14:33.600 --> 00:14:34.280]  是星星
[00:14:34.280 --> 00:14:35.200]  如果你很遠看
[00:14:35.200 --> 00:14:36.960]  其實太陽只是一顆星星
[00:14:36.960 --> 00:14:38.640]  在銀河系裡面
[00:14:38.640 --> 00:14:42.440]  這個Milky Way Galaxy裡面
[00:14:42.440 --> 00:14:44.040]  究竟
[00:14:44.040 --> 00:14:45.400]  我接著會問一個問題
[00:14:45.400 --> 00:14:50.160]  就是銀河系有多少顆恆星組成的呢?
[00:14:50.160 --> 00:14:52.920]  即是一顆恆星就是一顆太陽
[00:14:52.920 --> 00:14:56.200]  你猜猜我們的銀河系
[00:14:56.200 --> 00:14:57.800]  有多少顆太陽
[00:14:57.800 --> 00:14:58.520]  即是說
[00:14:58.520 --> 00:14:58.920]  好
[00:14:58.920 --> 00:15:00.400]  有ABCD給你選擇的
[00:15:00.400 --> 00:15:02.240]  給你猜猜
[00:15:02.240 --> 00:15:02.800]  A
[00:15:02.800 --> 00:15:03.400]  四億
[00:15:03.400 --> 00:15:07.120]  有沒有人舉四億的舉手?
[00:15:07.120 --> 00:15:07.880]  沒有的
[00:15:07.880 --> 00:15:08.200]  OK
[00:15:08.200 --> 00:15:09.920]  因為通常都不選頭尾的
[00:15:09.920 --> 00:15:11.120]  知道
[00:15:11.120 --> 00:15:11.960]  好
[00:15:11.960 --> 00:15:12.520]  Boy
[00:15:12.520 --> 00:15:15.800]  四十億的請舉手
[00:15:15.800 --> 00:15:17.880]  有手了
[00:15:17.880 --> 00:15:19.600]  但是很少
[00:15:19.600 --> 00:15:20.320]  C
[00:15:20.320 --> 00:15:22.920]  四百億的請舉手
[00:15:22.920 --> 00:15:24.120]  多一點了
[00:15:24.120 --> 00:15:27.040]  好像拍賣一樣
[00:15:27.040 --> 00:15:27.600]  D
[00:15:27.600 --> 00:15:30.680]  四千億的請舉手
[00:15:30.680 --> 00:15:32.200]  都差不多
[00:15:32.200 --> 00:15:34.520]  答案是D for多
[00:15:34.520 --> 00:15:37.760]  原來銀河系有四千億
[00:15:37.760 --> 00:15:38.840]  億
[00:15:38.840 --> 00:15:40.040]  顆的恆星
[00:15:40.040 --> 00:15:41.800]  一個太陽你說值多少錢
[00:15:41.800 --> 00:15:44.520]  這裡是有四千億顆的太陽
[00:15:44.520 --> 00:15:46.160]  四千億個的恆星
[00:15:46.160 --> 00:15:48.800]  而我們太陽只是其中一顆
[00:15:48.800 --> 00:15:49.680]  很普通
[00:15:49.680 --> 00:15:53.200]  不是很顯眼的一顆的恆星在太陽系
[00:15:53.200 --> 00:15:53.680]  好
[00:15:53.680 --> 00:15:54.200]  繼續看
[00:15:54.200 --> 00:15:56.680]  因為宇宙不只是只有銀河系
[00:15:56.680 --> 00:15:58.160]  如果你有看電影的話
[00:15:58.160 --> 00:16:00.120]  很多Galaxy的
[00:16:00.120 --> 00:16:01.400]  好了
[00:16:01.400 --> 00:16:02.520]  這個只是一部分
[00:16:02.520 --> 00:16:04.720]  每一個的星系
[00:16:04.720 --> 00:16:05.720]  都不同的
[00:16:05.720 --> 00:16:07.280]  都是很漂亮的
[00:16:07.280 --> 00:16:09.920]  有另一個問題了
[00:16:09.920 --> 00:16:12.240]  在可以觀測的宇宙裡面
