
[00:00:00.000 --> 00:00:06.000]  副中堂今天應該是套年第一次的崇拜
[00:06:03.000 --> 00:06:07.000]  在這段聖經裡面首先讓我們體驗的是什麼呢
[00:06:07.000 --> 00:06:09.000]  你一路讀的時候
[00:06:09.000 --> 00:06:13.000]  很強調講到以色列地這個地方
[00:06:13.000 --> 00:06:16.000]  所以在這段經文裡面
[00:06:16.000 --> 00:06:20.000]  山這個字就出現了七次
[00:06:20.000 --> 00:06:25.000]  然後地這個字也出現了14次
[00:06:25.000 --> 00:06:28.000]  但無論山或者地都好
[00:06:28.000 --> 00:06:32.000]  其實都是在暗喻那些屬神的子民
[00:06:32.000 --> 00:06:33.000]  以色列民
[00:06:33.000 --> 00:06:39.000]  神要在他們當中再一次做一個復興的工作
[00:06:39.000 --> 00:06:41.000]  如果我們讀以色列的書
[00:06:41.000 --> 00:06:44.000]  你就知道到了第34章的時候
[00:06:44.000 --> 00:06:48.000]  神就應許他們賜下一個大木者
[00:06:48.000 --> 00:06:54.000]  要在高閣岡上尋回那些迷失的藥
[00:06:54.000 --> 00:06:57.000]  原來有木人是很重要的
[00:06:57.000 --> 00:07:00.000]  特別是一個分裂的世代
[00:07:00.000 --> 00:07:02.000]  我們很感恩我們的主
[00:07:02.000 --> 00:07:06.000]  他帶領著屬神的子民
[00:07:06.000 --> 00:07:08.000]  我們也很感恩在恩福家裡面
[00:07:08.000 --> 00:07:10.000]  有很多忠心的木者
[00:07:10.000 --> 00:07:12.000]  我們一些的童工
[00:07:12.000 --> 00:07:14.000]  一些的執事幹職
[00:07:14.000 --> 00:07:21.000]  他們一起來承擔起教會裡面一個服侍的工作
[00:07:21.000 --> 00:07:26.000]  在這裡我們看到神不單要興起一個大木人
[00:07:26.000 --> 00:07:29.000]  到了這一段經文也告訴我們
[00:07:29.000 --> 00:07:32.000]  神要復興這個地方
[00:07:32.000 --> 00:07:35.000]  他要以色列去宣告
[00:07:35.000 --> 00:07:40.000]  特別對於那些被擄到外邦之地的選民
[00:07:40.000 --> 00:07:45.000]  神說他要重新復興以色列這個地圖
[00:07:45.000 --> 00:07:48.000]  在聖經裡面第一節
[00:07:48.000 --> 00:07:52.000]  他說要向以色列山發預言
[00:07:52.000 --> 00:07:54.000]  第四節
[00:07:54.000 --> 00:07:58.000]  以色列山要聽主耶和華的話
[00:07:58.000 --> 00:08:00.000]  然後第六節
[00:08:00.000 --> 00:08:04.000]  他說你要指著以色列地說預言
[00:08:04.000 --> 00:08:06.000]  然後第八節
[00:08:06.000 --> 00:08:10.000]  以色列山你必發之條
[00:08:10.000 --> 00:08:17.000]  一直向著以色列山和地說話
[00:08:17.000 --> 00:08:19.000]  如果你剛剛一直讀的時候
[00:08:19.000 --> 00:08:22.000]  你留意第十節到十二節
[00:08:22.000 --> 00:08:27.000]  也是說到以色列的人數要加增
[00:08:27.000 --> 00:08:29.000]  在里上面
[00:08:29.000 --> 00:08:32.000]  在里上面就是說這個土地
[00:08:32.000 --> 00:08:37.000]  然後說人和牲畜要在你的上面增多
[00:08:37.000 --> 00:08:42.000]  然後說以色列民要走在你上面
[00:08:42.000 --> 00:08:45.000]  所以其實這裡的焦點
[00:08:45.000 --> 00:08:50.000]  神對以色列山和土地來說話
[00:08:50.000 --> 00:08:54.000]  神重視這一片土地
[00:08:54.000 --> 00:08:55.000]  原因是什麼?
[00:08:55.000 --> 00:09:00.000]  原因是和神的五名有關
[00:09:00.000 --> 00:09:06.000]  因為他應許了將這一片流乃與物之地
[00:09:06.000 --> 00:09:09.000]  賜給神的選民
[00:09:09.000 --> 00:09:10.000]  他的百姓
[00:09:10.000 --> 00:09:13.000]  因此這個土地
[00:09:13.000 --> 00:09:17.000]  這個地方的興和衰
[00:09:17.000 --> 00:09:22.000]  似乎就是和神的名掛勾
[00:09:22.000 --> 00:09:27.000]  其實這個也和教會的情況一樣
[00:09:27.000 --> 00:09:31.000]  教會我們的興衰
[00:09:31.000 --> 00:09:33.000]  同樣都是反映著
[00:09:33.000 --> 00:09:36.000]  就是讓人看見那個感覺
[00:09:36.000 --> 00:09:40.000]  在人的心裡面對神的榮譽
[00:09:40.000 --> 00:09:42.000]  一個觀感
[00:09:42.000 --> 00:09:47.000]  因此神要復興他的工作
[00:09:47.000 --> 00:09:48.000]  所以在這段經文裡面
[00:09:48.000 --> 00:09:51.000]  我今天分了兩個重點
[00:09:51.000 --> 00:09:56.000]  第一個重點就是在第一到十五節
[00:09:56.000 --> 00:09:58.000]  我給的標題就是
[00:09:58.000 --> 00:10:02.000]  神的聖民看這地
[00:10:02.000 --> 00:10:06.000]  我們要看看神他自己的作為
[00:10:06.000 --> 00:10:08.000]  特別我們怎樣去看呢?
[00:10:08.000 --> 00:10:11.000]  這裡有一個
[00:10:11.000 --> 00:10:13.000]  看不看到有一個powerpoint
[00:10:13.000 --> 00:10:16.000]  應該前面那一張
[00:10:16.000 --> 00:10:19.000]  這是什麼?
[00:10:19.000 --> 00:10:22.000]  這是一個什麼樣的地圖?
[00:10:22.000 --> 00:10:25.000]  一個荒蕪之地
[00:10:25.000 --> 00:10:27.000]  接著這個
[00:10:27.000 --> 00:10:28.000]  按一下
[00:10:28.000 --> 00:10:30.000]  變了
[00:10:30.000 --> 00:10:33.000]  變了一個什麼?
[00:10:33.000 --> 00:10:35.000]  一個不同了
[00:10:35.000 --> 00:10:38.000]  更新了的一個土地
[00:10:38.000 --> 00:10:45.000]  對於那些留在以色列的選民
[00:10:45.000 --> 00:10:50.000]  這個地已經被人佔領了
[00:10:50.000 --> 00:10:52.000]  因為敵人佔領了
[00:10:52.000 --> 00:10:56.000]  令到這個地變成一個荒涼之地
[00:10:56.000 --> 00:10:59.000]  對於那些被擄走的以色列民
[00:10:59.000 --> 00:11:02.000]  他們很盼望看回這個地的時候
[00:11:02.000 --> 00:11:05.000]  可能他們的感受
[00:11:05.000 --> 00:11:07.000]  都是一片荒蕪
[00:11:07.000 --> 00:11:10.000]  但是神要告訴他們
[00:11:10.000 --> 00:11:13.000]  神要做一個更新、改變
[00:11:13.000 --> 00:11:18.000]  經文同樣有幾個詞語
[00:11:18.000 --> 00:11:20.000]  法語言
[00:11:20.000 --> 00:11:22.000]  和要聽
[00:11:22.000 --> 00:11:25.000]  這個都是一個命令的句式
[00:11:25.000 --> 00:11:28.000]  在第一節、三節、四節和第六節
[00:11:28.000 --> 00:11:31.000]  是要神的子民
[00:11:31.000 --> 00:11:33.000]  能夠真正注意到
[00:11:33.000 --> 00:11:39.000]  神要怎樣去重建這個英雄之地
[00:11:39.000 --> 00:11:41.000]  所以在第九節說
[00:11:41.000 --> 00:11:44.000]  看啊!看啊!
[00:11:44.000 --> 00:11:46.000]  我是幫助你的
[00:11:46.000 --> 00:11:48.000]  也必向你轉移
[00:11:48.000 --> 00:11:51.000]  使你得以耕種
[00:11:51.000 --> 00:11:54.000]  同樣是說這個地圖可以被耕種
[00:11:54.000 --> 00:11:57.000]  看啊!重新來看一看
[00:11:57.000 --> 00:11:59.000]  對於當時的以色列民來看
[00:11:59.000 --> 00:12:02.000]  他們看到有兩個很明顯的景象
[00:12:02.000 --> 00:12:04.000]  第一個景象
[00:12:04.000 --> 00:12:10.000]  就是這個地方好像已經被敵人佔據
[00:12:10.000 --> 00:12:16.000]  而且這些敵人發出很多的譏笑聲音
[00:12:16.000 --> 00:12:18.000]  一些責備的聲音
[00:12:18.000 --> 00:12:20.000]  一些辱罵的說話
[00:12:20.000 --> 00:12:22.000]  所以在第一至七節
[00:12:22.000 --> 00:12:25.000]  一至三節說敵人洗地荒涼
[00:12:25.000 --> 00:12:29.000]  然後第四節敵人來去譏笑他們
[00:12:29.000 --> 00:12:32.000]  第五節敵人滿心快樂
[00:12:32.000 --> 00:12:35.000]  看到地已經被人佔據
[00:12:35.000 --> 00:12:41.000]  看到這些人好像已經被壓迫到走投無路的地方
[00:12:41.000 --> 00:12:43.000]  那些人就很開心了
[00:12:43.000 --> 00:12:49.000]  然後第六至七節說到敵人對他們的羞辱
[00:12:49.000 --> 00:12:52.000]  如果你是當中的一份子
[00:12:52.000 --> 00:12:55.000]  你是那些受壓者的時候
[00:12:55.000 --> 00:12:57.000]  我相信在你的心靈裡面
[00:12:57.000 --> 00:13:00.000]  你都會很沮喪
[00:13:00.000 --> 00:13:04.000]  但是神叫這班以色列民
[00:13:04.000 --> 00:13:07.000]  他們要做一個更新
[00:13:07.000 --> 00:13:09.000]  所以在第八至十五節
[00:13:09.000 --> 00:13:11.000]  出現另一個景象
[00:13:11.000 --> 00:13:14.000]  上帝要這班神的子民去看到
[00:13:14.000 --> 00:13:20.000]  第八節說這個地要重新去結果治
[00:13:20.000 --> 00:13:24.000]  他可以再被耕種在第九節
[00:13:24.000 --> 00:13:28.000]  而且這個地重新有人回來
[00:13:28.000 --> 00:13:30.000]  在裡面增多
[00:13:30.000 --> 00:13:33.000]  在裡面居住
[00:13:33.000 --> 00:13:37.000]  而且他們不再受羞辱
[00:13:37.000 --> 00:13:41.000]  從這兩個景象給我們看見
[00:13:41.000 --> 00:13:47.000]  因為以色列人在神的應許之地他們犯罪
[00:13:47.000 --> 00:13:52.000]  聖經說他們在大小的山崗上敬拜偶像
[00:13:52.000 --> 00:13:55.000]  最終帶來神的審判和刑罰
[00:13:55.000 --> 00:14:02.000]  神又好像彷彿容許以色列民一次又一次被擄到外邦之地
[00:14:02.000 --> 00:14:07.000]  原本他們所屬的地方已經被其他人佔據了
[00:14:07.000 --> 00:14:10.000]  以色列人被擄到外邦
[00:14:10.000 --> 00:14:16.000]  在外邦所到之處也成為了別人的一個笑柄
[00:14:16.000 --> 00:14:22.000]  在以色列民好像走到盡頭的時候
[00:14:22.000 --> 00:14:24.000]  但是神在這裡告訴他們
[00:14:24.000 --> 00:14:28.000]  向他們作出一個宣告一個應許
[00:14:28.000 --> 00:14:32.000]  神要為了自己的聖潔的名
[00:14:32.000 --> 00:14:37.000]  來發出一個安慰的訊息和復興的訊息
[00:14:37.000 --> 00:14:40.000]  去更新這地
[00:14:40.000 --> 00:14:44.000]  所以在這兩個景象
[00:14:44.000 --> 00:14:46.000]  也給我們一些反思
[00:14:46.000 --> 00:14:48.000]  這十五節
[00:14:48.000 --> 00:14:50.000]  剛才提到一個景象
[00:14:50.000 --> 00:14:55.000]  就是講到外邦人當時的心態
[00:14:55.000 --> 00:14:59.000]  而第二個景象就是神的更新工作
[00:14:59.000 --> 00:15:02.000]  對於外邦人的心態
[00:15:02.000 --> 00:15:06.000]  其實是反映人性的一種黑暗
[00:15:06.000 --> 00:15:10.000]  人很多時候可能都不知道有意無意
[00:15:10.000 --> 00:15:13.000]  我們會落井下石
[00:15:13.000 --> 00:15:15.000]  或者有這些傾向
[00:15:15.000 --> 00:15:17.000]  在別人落難的時候
[00:15:17.000 --> 00:15:20.000]  我們有時候會幸災樂禍
[00:15:20.000 --> 00:15:24.000]  有些人都喜歡甚至乎火上加油
[00:15:24.000 --> 00:15:27.000]  企圖從別人的不幸當中
[00:15:27.000 --> 00:15:30.000]  我們去獲取一些利益
[00:15:30.000 --> 00:15:35.000]  另外也有些人喜歡說別人的閒話
[00:15:35.000 --> 00:15:37.000]  壞話諸如此類
[00:15:37.000 --> 00:15:43.000]  試圖在批評別人的時候
[00:15:43.000 --> 00:15:47.000]  有意無意地去抬高自己
[00:15:47.000 --> 00:15:51.000]  使自己能夠從別人困境裡
[00:15:51.000 --> 00:15:54.000]  佔盡一些好處
[00:15:54.000 --> 00:15:58.000]  有時我們今天看到社會的氣氛
[00:15:58.000 --> 00:16:01.000]  社會的狀況都是一樣
[00:16:01.000 --> 00:16:06.000]  充滿了很多嘲笑或者表達
[00:16:06.000 --> 00:16:09.000]  這幾年早些時候
[00:16:09.000 --> 00:16:12.000]  好像有些人說去大灣區發展
[00:16:12.000 --> 00:16:15.000]  當然因為疫情的緣故
[00:16:15.000 --> 00:16:18.000]  結果就是無功而回
[00:16:18.000 --> 00:16:21.000]  當有些人這樣際遇的時候
[00:16:21.000 --> 00:16:24.000]  在網絡上就會笑他們
[00:16:24.000 --> 00:16:27.000]  「活該,回大灣區」
[00:16:27.000 --> 00:16:29.000]  我不知道我們會不會都是這樣
[00:16:29.000 --> 00:16:33.000]  從另一邊廂又有些人因為這幾年緣故
[00:16:33.000 --> 00:16:35.000]  政治環境的轉變
[00:16:35.000 --> 00:16:38.000]  移民去世界不同的地方
[00:16:38.000 --> 00:16:41.000]  特別很多人去了英國
[00:16:41.000 --> 00:16:43.000]  我們又聽到有些人說
[00:16:43.000 --> 00:16:46.000]  「哎呀,英國的通脹多少」
[00:16:46.000 --> 00:16:48.000]  「這裡罷工,那裡罷工」
[00:16:48.000 --> 00:16:53.000]  「活該,移民」
[00:16:53.000 --> 00:16:57.000]  人往往在別人有困境的時候
[00:16:57.000 --> 00:17:01.000]  這裡外邦人讓我們看到他們的心態
[00:17:01.000 --> 00:17:03.000]  不但沒有施予援手
[00:17:03.000 --> 00:17:08.000]  並且在當中取笑嘲笑別人
[00:17:08.000 --> 00:17:10.000]  在別人有困難的時候
[00:17:10.000 --> 00:17:14.000]  更加施予一些壓力
[00:17:14.000 --> 00:17:16.000]  這提醒我們
[00:17:16.000 --> 00:17:19.000]  我們不要成為一些幸災樂禍的人
[00:17:19.000 --> 00:17:21.000]  第二邊我們看到
[00:17:21.000 --> 00:17:24.000]  雖然神的子民
[00:17:24.000 --> 00:17:28.000]  可能有時候會落在這些困境
[00:17:28.000 --> 00:17:31.000]  但是神說他要更生
[00:17:31.000 --> 00:17:33.000]  所以這裡也提醒
[00:17:33.000 --> 00:17:35.000]  作為恩福家
[00:17:35.000 --> 00:17:37.000]  我們新的一年
[00:17:37.000 --> 00:17:39.000]  我們也求神在我們中間
[00:17:39.000 --> 00:17:43.000]  幫助我們來更生這地
[00:17:43.000 --> 00:17:46.000]  更生神的教會
[00:17:46.000 --> 00:17:50.000]  在聖經第22節說
[00:17:50.000 --> 00:17:53.000]  「所以你要對以色列家說」
[00:17:53.000 --> 00:17:54.000]  「主耶和華如此說」
[00:17:54.000 --> 00:17:58.000]  「以色列家,我行者是,不是為你們」
[00:17:58.000 --> 00:18:00.000]  「乃是為我的聖名」
[00:18:00.000 --> 00:18:05.000]  「就是在你們所到的列國中被攝逐的」
[00:18:05.000 --> 00:18:07.000]  這裡告訴我們
[00:18:07.000 --> 00:18:10.000]  神不是因為這些以色列人有多好
[00:18:10.000 --> 00:18:12.000]  或者去到一個多差的狀況
[00:18:12.000 --> 00:18:15.000]  而是神為了他自己的名義的緣故
[00:18:15.000 --> 00:18:18.000]  要做一個更生的工作
[00:18:18.000 --> 00:18:22.000]  因為上帝和他的子民
[00:18:22.000 --> 00:18:24.000]  來到去納了這個藥
[00:18:24.000 --> 00:18:28.000]  所以以色列的整個國家和民族
[00:18:28.000 --> 00:18:31.000]  他們的歷史和命運
[00:18:31.000 --> 00:18:37.000]  是見證著耶和華神他自己榮耀的聖名
[00:18:37.000 --> 00:18:39.000]  當神的子民
[00:18:39.000 --> 00:18:43.000]  他軟弱失敗的時候
[00:18:43.000 --> 00:18:45.000]  聖經讓我們看到
[00:18:45.000 --> 00:18:48.000]  神的名是受虧損
[00:18:48.000 --> 00:18:54.000]  同樣教會也是神在地上的一個見證
[00:18:54.000 --> 00:18:57.000]  教會的聲譽是少
[00:18:57.000 --> 00:19:01.000]  但是神的名聲卻是大
[00:19:01.000 --> 00:19:04.000]  所以我們都要求神去幫助我們
[00:19:04.000 --> 00:19:08.000]  教會我們需要在上帝的面前
[00:19:08.000 --> 00:19:13.000]  常常有審查有更生的時間
[00:19:13.000 --> 00:19:17.000]  過去恩福家我們都很感謝神
[00:19:17.000 --> 00:19:21.000]  他給我們有很多豐富很多的恩典
[00:19:21.000 --> 00:19:26.000]  但同樣有些時候我們都會不知不覺
[00:19:26.000 --> 00:19:31.000]  可能陷在一些無知或者軟弱當中
[00:19:31.000 --> 00:19:32.000]  神賜福給我們
[00:19:32.000 --> 00:19:36.000]  讓我們經歷到他自己的豐富和榮耀
[00:19:36.000 --> 00:19:41.000]  但有時候我們慢慢覺得自己的人力財力
[00:19:41.000 --> 00:19:43.000]  各方面都多了
[00:19:43.000 --> 00:19:48.000]  我們會覺得以這些成為我們的一些自持
[00:19:48.000 --> 00:19:51.000]  以至在過去的歷史裡
[00:19:51.000 --> 00:19:55.000]  我們都曾經上過一些很深的功課
[00:19:55.000 --> 00:19:59.000]  無論是教會或者個人
[00:19:59.000 --> 00:20:03.000]  我們都先要從我們自己內在的生命
[00:20:03.000 --> 00:20:06.000]  來有這個更生
[00:20:06.000 --> 00:20:10.000]  隨後才可以帶來外面的更生
[00:20:10.000 --> 00:20:15.000]  而這個更生是必須由我們這裡在座的
[00:20:15.000 --> 00:20:17.000]  每一位弟兄姊妹
[00:20:17.000 --> 00:20:20.000]  我們先從我們自己來開始
[00:20:20.000 --> 00:20:25.000]  我們看見神去更生的工作
[00:20:25.000 --> 00:20:31.000]  這個工作要從裡面帶來外在
[00:20:31.000 --> 00:20:34.000]  所以我們求主幫我們
[00:20:34.000 --> 00:20:37.000]  在屬靈的追求上
[00:20:37.000 --> 00:20:40.000]  以真理去建立我們自己
[00:20:40.000 --> 00:20:44.000]  有時候我們都看到恩福家
[00:20:44.000 --> 00:20:46.000]  我們有很多課程
[00:20:46.000 --> 00:20:48.000]  弟兄姊妹有多少
[00:20:48.000 --> 00:20:53.000]  你真的很熱切在心底裡來學求
[00:20:53.000 --> 00:20:55.000]  又或者我們自己個人
[00:20:55.000 --> 00:20:58.000]  在我們家裡都用一些時間
[00:20:58.000 --> 00:21:01.000]  來有一些讀經的計劃
[00:21:01.000 --> 00:21:04.000]  很好的切實來裝備自己
[00:21:04.000 --> 00:21:06.000]  除了內在的更生
[00:21:06.000 --> 00:21:09.000]  其實都帶來外面的更生
[00:21:09.000 --> 00:21:14.000]  而這個更生不單只是一種裝飾
[00:21:14.000 --> 00:21:19.000]  而是帶出一份的意象和使命
[00:21:19.000 --> 00:21:25.000]  我們這個二三二四年度
[00:21:25.000 --> 00:21:27.000]  一個新的年度將要開始了
[00:21:27.000 --> 00:21:29.000]  其實這個不單是一年
[00:21:29.000 --> 00:21:35.000]  教會已經在安排一個五年的計劃
[00:21:35.000 --> 00:21:37.000]  在這個更生裡面
[00:21:37.000 --> 00:21:42.000]  我鼓勵你2月26日
[00:21:42.000 --> 00:21:47.000]  你都出席教會的議長財務的諮詢會
[00:21:47.000 --> 00:21:49.000]  那裡不只是在說數字
[00:21:49.000 --> 00:21:51.000]  而是很想告訴大家
[00:21:51.000 --> 00:21:53.000]  教會未來的一些方向
[00:21:53.000 --> 00:21:55.000]  一些的意象是怎樣
[00:21:55.000 --> 00:21:59.000]  當中有提到有五個的更生
[00:21:59.000 --> 00:22:00.000]  包括什麼呢
[00:22:00.000 --> 00:22:03.000]  就是我們的門訓的更生
[00:22:03.000 --> 00:22:07.000]  我們知道在恩福裡面已經提了很多年
[00:22:07.000 --> 00:22:11.000]  但是這個門訓今天走得怎麼樣
[00:22:11.000 --> 00:22:14.000]  有什麼值得我們需要去更生的呢
[00:22:14.000 --> 00:22:16.000]  第二就是敬拜的更生
[00:22:16.000 --> 00:22:19.000]  無論是我們敬拜的流程
[00:22:19.000 --> 00:22:24.000]  或者我們敬拜的整個
[00:22:24.000 --> 00:22:26.000]  怎樣去將每一個環節
[00:22:26.000 --> 00:22:30.000]  大家都能夠有一個協調
[00:22:30.000 --> 00:22:34.000]  不是黎牧師說的斷絕和寵
[00:22:34.000 --> 00:22:37.000]  所以這個都是在崇拜裡面的一個更生
[00:22:37.000 --> 00:22:41.000]  還有就是我們社關的更生
[00:22:41.000 --> 00:22:43.000]  媒體的更生
[00:22:43.000 --> 00:22:52.000]  還有就是恩福中心和子堂的一些設施的更生
[00:22:52.000 --> 00:22:55.000]  如果大家有留意
[00:22:55.000 --> 00:22:58.000]  在恩福的一樓
[00:22:58.000 --> 00:23:01.000]  大家有沒有發現不同了
[00:23:01.000 --> 00:23:03.000]  有沒有人去過
[00:23:03.000 --> 00:23:06.000]  我們的一樓禮堂那邊
[00:23:06.000 --> 00:23:07.000]  樓梯那邊
[00:23:07.000 --> 00:23:08.000]  有沒有不同呢
[00:23:08.000 --> 00:23:11.000]  大家可能一回來搭電梯上來
[00:23:11.000 --> 00:23:13.000]  我鼓勵大家去那邊看看
[00:23:13.000 --> 00:23:16.000]  為什麼那邊會有一個更生呢
[00:23:16.000 --> 00:23:20.000]  其實是在說新來賓服務處更生了
[00:23:20.000 --> 00:23:23.000]  裝飾過
[00:23:23.000 --> 00:23:28.000]  而且也將一些桌椅更換了
[00:23:28.000 --> 00:23:31.000]  那個的目的不是告訴我們
[00:23:31.000 --> 00:23:33.000]  有些東西用了很多年
[00:23:33.000 --> 00:23:34.000]  舊了
[00:23:34.000 --> 00:23:35.000]  看得厭了
[00:23:35.000 --> 00:23:36.000]  現在要換掉它
[00:23:36.000 --> 00:23:39.000]  反正我們教會還有錢
[00:23:39.000 --> 00:23:41.000]  這個不是我們的目的
[00:23:41.000 --> 00:23:43.000]  其實那個更生是要帶出一個意象
[00:23:43.000 --> 00:23:45.000]  我們很希望在那個環境
[00:23:45.000 --> 00:23:46.000]  在那個地方
[00:23:46.000 --> 00:23:53.000]  我們能夠更加悉切地去接待一些新來賓
[00:23:53.000 --> 00:23:55.000]  也讓我們頂梓妹在那裡
[00:23:55.000 --> 00:23:59.000]  可以有一個相聚的時間
[00:23:59.000 --> 00:24:01.000]  透過這些外在的更生
[00:24:01.000 --> 00:24:03.000]  是要帶來告訴我們
[00:24:03.000 --> 00:24:07.000]  希望帶動我們回來教會的時候
[00:24:07.000 --> 00:24:08.000]  我們看到一個氣象
[00:24:08.000 --> 00:24:13.000]  上帝要給我們在前面怎麼走呢
[00:24:13.000 --> 00:24:18.000]  希望頂梓妹都能夠作出一個回應
[00:24:18.000 --> 00:24:22.000]  神要她的聖文看,看這地
[00:24:22.000 --> 00:24:25.000]  你看到什麼呢
[00:24:25.000 --> 00:24:26.000]  第二方面
[00:24:26.000 --> 00:24:31.000]  神的聖文要知道耶和華
[00:24:31.000 --> 00:24:35.000]  在第十六到三十八節
[00:24:35.000 --> 00:24:38.000]  特別是在第十一節
[00:24:38.000 --> 00:24:39.000]  二十三節
[00:24:39.000 --> 00:24:42.000]  三十六節和三十八節
[00:24:42.000 --> 00:24:44.000]  那裡四次出現
[00:24:44.000 --> 00:24:48.000]  他們就知道我是耶和華
[00:24:48.000 --> 00:24:50.000]  這個知道的愚民
[00:24:50.000 --> 00:24:53.000]  就是有認識、察覺
[00:24:53.000 --> 00:24:55.000]  並且能夠看得出
[00:24:55.000 --> 00:25:00.000]  而且是從一個經驗裡面去體認和承認
[00:25:00.000 --> 00:25:07.000]  神要他的子民去重新認知耶和華
[00:25:07.000 --> 00:25:11.000]  究竟神要我們怎麼去認識他呢
[00:25:11.000 --> 00:25:17.000]  前一段時間在Levitt一個電影的頻道
[00:25:17.000 --> 00:25:20.000]  有不同的影片
[00:25:20.000 --> 00:25:23.000]  其中有一套紀錄片
[00:25:23.000 --> 00:25:27.000]  就叫做《哈里王子和梅根》
[00:25:27.000 --> 00:25:30.000]  有沒有人聽過
[00:25:30.000 --> 00:25:35.000]  可能我們就沒有什麼關注這些東西
[00:25:35.000 --> 00:25:39.000]  這對曾經在皇室裡面的成員
[00:25:39.000 --> 00:25:41.000]  離開了皇室
[00:25:41.000 --> 00:25:45.000]  或者有人會疑惑去想
[00:25:45.000 --> 00:25:49.000]  為什麼他們會這麼高調去受訪問呢
[00:25:49.000 --> 00:25:51.000]  是要平反嗎
[00:25:51.000 --> 00:25:53.000]  是要挽回他們的聲望嗎
[00:25:53.000 --> 00:25:56.000]  還是背後有其他個人的利益呢
[00:25:56.000 --> 00:25:58.000]  但無論如何
[00:25:58.000 --> 00:26:00.000]  當那個訪問出了街之後
[00:26:00.000 --> 00:26:03.000]  有一些媒體就做了一些訪問
[00:26:03.000 --> 00:26:05.000]  就發現結果是怎樣呢
[00:26:05.000 --> 00:26:08.000]  有64%的英國民眾
[00:26:08.000 --> 00:26:11.000]  是存有一個負面的印象
