
[00:00:00.000 --> 00:00:04.600]  今日講題是擁抱神的話 成為小門徒
[00:03:33.600 --> 00:03:38.000]  耶西叫阿彼拿達從撒姆爾面前經過
[00:03:38.000 --> 00:03:39.400]  撒姆爾說
[00:03:39.400 --> 00:03:41.800]  耶和華也不揀選他
[00:03:41.800 --> 00:03:44.400]  耶西又叫沙瑪經過
[00:03:44.400 --> 00:03:45.600]  撒姆爾說
[00:03:45.600 --> 00:03:48.200]  耶和華也不揀選他
[00:03:48.200 --> 00:03:53.000]  耶西叫他七個兒子都從撒姆爾面前經過
[00:03:53.000 --> 00:03:55.000]  撒姆爾對耶西說
[00:03:55.000 --> 00:03:58.600]  這些都不是耶和華所揀選的
[00:03:58.600 --> 00:04:04.000]  撒姆爾對耶西說
[00:04:04.000 --> 00:04:06.800]  你的兒子都在這裏了嗎?
[00:04:06.800 --> 00:04:07.600]  他說
[00:04:07.600 --> 00:04:09.600]  還有一個最少的
[00:04:09.600 --> 00:04:12.200]  看啊 他正在放羊
[00:04:12.200 --> 00:04:14.200]  撒姆爾對耶西說
[00:04:14.200 --> 00:04:16.200]  你派人去叫他來
[00:04:16.200 --> 00:04:18.000]  他若不來這裏
[00:04:18.000 --> 00:04:20.000]  我必不坐直
[00:04:20.000 --> 00:04:22.800]  耶西就派人去叫他來
[00:04:22.800 --> 00:04:24.400]  他面色紅潤
[00:04:24.400 --> 00:04:26.000]  雙目清瘦
[00:04:26.000 --> 00:04:27.600]  容貌俊美
[00:04:27.600 --> 00:04:28.600]  耶和華說
[00:04:28.600 --> 00:04:30.200]  起來 告他
[00:04:30.200 --> 00:04:32.800]  因為這就是他
[00:04:32.800 --> 00:04:35.800]  撒姆爾就用各類的油
[00:04:35.800 --> 00:04:38.400]  在他的兄長中告了他
[00:04:38.400 --> 00:04:39.800]  從這日起
[00:04:39.800 --> 00:04:43.000]  耶和華的靈就大大感動大衛
[00:04:43.000 --> 00:04:45.800]  撒姆爾起身回那馬去廉
[00:04:45.800 --> 00:04:47.800]  我們從低頭禱告
[00:04:47.800 --> 00:04:50.000]  上帝我們祈禱祢
[00:04:50.000 --> 00:04:52.800]  願祢的靈都大大與我們同在
[00:04:52.800 --> 00:04:55.000]  親自打開祢的說話
[00:04:55.000 --> 00:04:56.800]  經文是很熟悉的
[00:04:56.800 --> 00:04:59.000]  可能我們都聽過無數次
[00:04:59.000 --> 00:05:01.600]  但上帝祢的話是活潑的
[00:05:01.600 --> 00:05:05.200]  願祢的話繼續打開我們的生命
[00:05:05.200 --> 00:05:06.800]  讓我們不單聽到
[00:05:06.800 --> 00:05:08.200]  讓我們都能行到
[00:05:08.200 --> 00:05:09.800]  去回應祢自己
[00:05:09.800 --> 00:05:10.800]  我們這樣祈禱
[00:05:10.800 --> 00:05:12.800]  奉耶穌基督的名祈求
[00:05:12.800 --> 00:05:14.800]  阿們
[00:05:14.800 --> 00:05:18.800]  這個故事我想大家都很熟悉
[00:05:18.800 --> 00:05:21.800]  耶和華將要廢去塑羅王
[00:05:21.800 --> 00:05:24.800]  要找另一個合神心意的人
[00:05:24.800 --> 00:05:26.400]  去做以色列的王
[00:05:26.400 --> 00:05:28.800]  當時的先知撒姆爾
[00:05:28.800 --> 00:05:30.800]  正面對一個這樣的狀況
[00:05:30.800 --> 00:05:32.800]  塑羅王還在
[00:05:32.800 --> 00:05:33.800]  還在生
[00:05:33.800 --> 00:05:35.800]  但他要去勾勒一個新的王
[00:05:35.800 --> 00:05:37.800]  其實他都很害怕
[00:05:37.800 --> 00:05:39.200]  有很多的擔心
[00:05:39.200 --> 00:05:40.200]  最擔心的是
[00:05:40.200 --> 00:05:42.800]  如果塑羅王知道怎麼辦呢
[00:05:42.800 --> 00:05:44.800]  會不會追殺我呢
[00:05:44.800 --> 00:05:46.800]  會不會連命都不保呢
[00:05:46.800 --> 00:05:48.800]  就好像你正在上班
[00:05:48.800 --> 00:05:50.800]  你很想辭職
[00:05:50.800 --> 00:05:53.800]  你公司已經在網上不斷找工作
[00:05:53.800 --> 00:05:54.800]  發CV
[00:05:54.800 --> 00:05:56.800]  甚至有人打給你
[00:05:56.800 --> 00:05:57.800]  有offer了
[00:05:57.800 --> 00:05:59.800]  哪年哪月哪日去面試
[00:05:59.800 --> 00:06:01.800]  誰知你老闆走過
[00:06:01.800 --> 00:06:02.800]  你都很害怕
[00:06:02.800 --> 00:06:04.800]  類似是這樣
[00:06:04.800 --> 00:06:06.800]  撒姆爾帶著很多害怕
[00:06:06.800 --> 00:06:08.800]  很多不安的心情
[00:06:08.800 --> 00:06:10.800]  去耶西的家
[00:06:10.800 --> 00:06:12.800]  一去到的時候他就急不及待
[00:06:12.800 --> 00:06:16.800]  趕快叫耶西的兒子出來了
[00:06:16.800 --> 00:06:18.800]  說就說獻祭
[00:06:18.800 --> 00:06:20.800]  但其實他很想看看
[00:06:20.800 --> 00:06:22.800]  耶西的家裡哪一個
[00:06:22.800 --> 00:06:25.800]  是下一任的以色列王
[00:06:25.800 --> 00:06:27.800]  當他見到大兒子
[00:06:27.800 --> 00:06:28.800]  以利亞的時候
[00:06:28.800 --> 00:06:30.800]  他有一個不錯的外形
[00:06:30.800 --> 00:06:31.800]  高大威猛
[00:06:31.800 --> 00:06:32.800]  他就想
[00:06:32.800 --> 00:06:34.800]  還不是這個
[00:06:34.800 --> 00:06:36.800]  還是大兒子
[00:06:36.800 --> 00:06:38.800]  為什麼撒姆爾
[00:06:38.800 --> 00:06:40.800]  他覺得高大威猛
[00:06:40.800 --> 00:06:42.800]  就是神所揀選的呢
[00:06:42.800 --> 00:06:46.800]  難道他是外貿協會的會員
[00:06:46.800 --> 00:06:48.800]  高大威猛就是正
[00:06:48.800 --> 00:06:51.800]  這個觀念其實是怎樣來的呢
[00:06:51.800 --> 00:06:53.800]  對於撒姆爾來說
[00:06:53.800 --> 00:06:54.800]  我相信撒姆爾
[00:06:54.800 --> 00:06:57.800]  他是按他過往的經歷
[00:06:57.800 --> 00:06:59.800]  去得出的
[00:06:59.800 --> 00:07:01.800]  以色列的第一個王
[00:07:01.800 --> 00:07:02.800]  蘇羅
[00:07:02.800 --> 00:07:04.800]  他又壯健又俊美
[00:07:04.800 --> 00:07:06.800]  聖經這樣形容
[00:07:06.800 --> 00:07:08.800]  身高還要高過人一個頭
[00:07:08.800 --> 00:07:11.800]  是非常出眾的
[00:07:11.800 --> 00:07:13.800]  不單止看得
[00:07:13.800 --> 00:07:15.800]  還打得
[00:07:15.800 --> 00:07:18.800]  蘇羅他的戰績非常輝煌
[00:07:18.800 --> 00:07:20.800]  打敗過阿滿人
[00:07:20.800 --> 00:07:21.800]  摩訶人
[00:07:21.800 --> 00:07:22.800]  菲利斯人等等
[00:07:22.800 --> 00:07:24.800]  在當時
[00:07:24.800 --> 00:07:27.800]  以色列經常被外邦人欺負攻打
[00:07:27.800 --> 00:07:29.800]  在一個這麼動盪的時代
[00:07:29.800 --> 00:07:31.800]  真的好想一個這樣的人
[00:07:31.800 --> 00:07:33.800]  好像蘇羅這樣的人
[00:07:33.800 --> 00:07:35.800]  能夠去保家衛國
[00:07:35.800 --> 00:07:38.800]  來到要選擇新的王
[00:07:38.800 --> 00:07:39.800]  撒姆爾
[00:07:39.800 --> 00:07:41.800]  就用他個人的觀念
[00:07:41.800 --> 00:07:43.800]  他的經驗
[00:07:43.800 --> 00:07:44.800]  去選擇一個
[00:07:44.800 --> 00:07:46.800]  很像蘇羅的一個人
[00:07:46.800 --> 00:07:48.800]  他就憑他的外貌
[00:07:48.800 --> 00:07:50.800]  去判斷
[00:07:50.800 --> 00:07:52.800]  一見到高大威猛
[00:07:52.800 --> 00:07:53.800]  好像伊利亞一樣
[00:07:53.800 --> 00:07:55.800]  一定是合乎上帝的要求
[00:07:55.800 --> 00:07:57.800]  甚至乎很合乎
[00:07:57.800 --> 00:07:59.800]  做王的要求
[00:07:59.800 --> 00:08:02.800]  撒姆爾由自己過往的經驗出發
[00:08:02.800 --> 00:08:04.800]  認為這樣的條件
[00:08:04.800 --> 00:08:07.800]  就是合臣的心意
[00:08:07.800 --> 00:08:09.800]  才知道撒姆爾
[00:08:09.800 --> 00:08:11.800]  他的時代
[00:08:11.800 --> 00:08:14.800]  是一個很動盪不安的時代
[00:08:14.800 --> 00:08:16.800]  他認為要有能力
[00:08:16.800 --> 00:08:17.800]  保護以色列人
[00:08:17.800 --> 00:08:20.800]  這個才是最好的君王
[00:08:20.800 --> 00:08:23.800]  由我認為最好的去出發
[00:08:23.800 --> 00:08:25.800]  要夠出色
[00:08:25.800 --> 00:08:27.800]  和出眾
[00:08:27.800 --> 00:08:29.800]  這樣才有資格做王
[00:08:29.800 --> 00:08:31.800]  但是上帝的回應
[00:08:31.800 --> 00:08:33.800]  不是這樣
[00:08:33.800 --> 00:08:35.800]  靜姐妹
[00:08:35.800 --> 00:08:37.800]  我們都身處一個
[00:08:37.800 --> 00:08:39.800]  不容易的時代
[00:08:39.800 --> 00:08:41.800]  我們這個AI的時代
[00:08:41.800 --> 00:08:43.800]  虛擬的世代的時代
[00:08:43.800 --> 00:08:45.800]  有很多網絡的陷阱
[00:08:45.800 --> 00:08:47.800]  競爭也很激烈
[00:08:47.800 --> 00:08:49.800]  很多似是而非的事情
[00:08:49.800 --> 00:08:51.800]  有時看一些貼文
[00:08:51.800 --> 00:08:53.800]  也不知道是真是假
[00:08:53.800 --> 00:08:54.800]  還是AI做的
[00:08:54.800 --> 00:08:56.800]  我們也分不清
[00:08:56.800 --> 00:08:58.800]  不知道我們
[00:08:58.800 --> 00:09:00.800]  用一個什麼方法
[00:09:00.800 --> 00:09:02.800]  去回應這個世界
[00:09:02.800 --> 00:09:04.800]  或者我們在這個時代
[00:09:04.800 --> 00:09:06.800]  究竟我們又覺得
[00:09:06.800 --> 00:09:08.800]  什麼是最好呢
[00:09:08.800 --> 00:09:10.800]  甚至我們也很擔心
[00:09:10.800 --> 00:09:11.800]  我們的下一代
[00:09:11.800 --> 00:09:13.800]  縱然你們很年輕
[00:09:13.800 --> 00:09:15.800]  可能你說我分都沒見到下一代
[00:09:15.800 --> 00:09:17.800]  我自己就是下一代
[00:09:17.800 --> 00:09:18.800]  但也很快的
[00:09:18.800 --> 00:09:20.800]  看你的樣子也是
[00:09:20.800 --> 00:09:22.800]  我們也
[00:09:22.800 --> 00:09:24.800]  我們的下一代
[00:09:24.800 --> 00:09:25.800]  應該怎樣培育他們呢
[00:09:25.800 --> 00:09:26.800]  可能我們也很想
[00:09:26.800 --> 00:09:27.800]  好好培育他們
[00:09:27.800 --> 00:09:29.800]  或者好好保護他們的成長
[00:09:29.800 --> 00:09:32.800]  但我們又用一個什麼方法
[00:09:32.800 --> 00:09:33.800]  是不是也在用
[00:09:33.800 --> 00:09:35.800]  我覺得最好的東西
[00:09:35.800 --> 00:09:37.800]  或者用我過往的經驗
[00:09:37.800 --> 00:09:39.800]  去對待孩子呢
[00:09:39.800 --> 00:09:43.800]  我相信世界的觀念
[00:09:43.800 --> 00:09:45.800]  或者個人的經驗
[00:09:45.800 --> 00:09:47.800]  很多時告訴我們
[00:09:47.800 --> 00:09:49.800]  要贏在起跑線
[00:09:49.800 --> 00:09:51.800]  讀書要厲害
[00:09:51.800 --> 00:09:53.800]  是不夠的
[00:09:53.800 --> 00:09:55.800]  可能還要精通一兩樣樂器
[00:09:55.800 --> 00:09:58.800]  或者專長一兩樣運動
[00:09:58.800 --> 00:10:00.800]  總之多拿幾個獎杯
[00:10:00.800 --> 00:10:02.800]  旁身就是最好
[00:10:02.800 --> 00:10:04.800]  能夠為將來鋪路
[00:10:04.800 --> 00:10:07.800]  甚或可能在座當中的你們
[00:10:07.800 --> 00:10:09.800]  可能你們也是這樣成長
[00:10:09.800 --> 00:10:11.800]  可能家長也是這樣培育你們
[00:10:11.800 --> 00:10:13.800]  我不是說這些是錯事
[00:10:13.800 --> 00:10:15.800]  對於家長來說
[00:10:15.800 --> 00:10:16.800]  或者對於很多父母來說
[00:10:16.800 --> 00:10:17.800]  這個也是很合理的
[00:10:17.800 --> 00:10:19.800]  但是我們真的要想想
[00:10:19.800 --> 00:10:21.800]  屬靈生命呢
[00:10:21.800 --> 00:10:23.800]  或者甚或孩子的屬靈生命
[00:10:23.800 --> 00:10:25.800]  我們又怎樣去為他鋪一條路呢
[00:10:27.800 --> 00:10:29.800]  我有時會想
[00:10:29.800 --> 00:10:30.800]  我們都是基督徒
[00:10:30.800 --> 00:10:32.800]  我們是信主的
[00:10:32.800 --> 00:10:34.800]  我們都認識到真理
[00:10:34.800 --> 00:10:35.800]  為什麼世界的觀念
[00:10:35.800 --> 00:10:37.800]  這麼容易影響我們這個人呢
[00:10:37.800 --> 00:10:39.800]  就算我自己也是
[00:10:39.800 --> 00:10:41.800]  雖然我不是兒童部長
[00:10:41.800 --> 00:10:43.800]  但是我十八歲信耶穌
[00:10:43.800 --> 00:10:45.800]  我記得我當時正在讀書
[00:10:45.800 --> 00:10:47.800]  正在讀書信耶穌
[00:10:47.800 --> 00:10:49.800]  我覺得信主很美好
[00:10:49.800 --> 00:10:51.800]  又經常回教會
[00:10:51.800 --> 00:10:53.800]  很開心的
[00:10:53.800 --> 00:10:54.800]  出來工作
[00:10:54.800 --> 00:10:55.800]  最初出來工作
[00:10:55.800 --> 00:10:57.800]  做了幾年也很不錯
[00:10:57.800 --> 00:10:59.800]  回到教會很穩定
[00:10:59.800 --> 00:11:01.800]  服侍等等
[00:11:01.800 --> 00:11:03.800]  但是呢 做多幾年
[00:11:03.800 --> 00:11:05.800]  開始老闆升我職
[00:11:05.800 --> 00:11:07.800]  又賺到多幾個錢
[00:11:07.800 --> 00:11:09.800]  我就發覺我越來越喜歡上班
[00:11:09.800 --> 00:11:11.800]  我就越來越拼
[00:11:11.800 --> 00:11:13.800]  越來越想上位
[00:11:13.800 --> 00:11:15.800]  人的時間有限
[00:11:15.800 --> 00:11:16.800]  多了時間上班
[00:11:16.800 --> 00:11:18.800]  自然少了回教會
[00:11:18.800 --> 00:11:20.800]  少了服侍
[00:11:20.800 --> 00:11:22.800]  我也知道不應該
[00:11:22.800 --> 00:11:24.800]  當時的我
[00:11:24.800 --> 00:11:26.800]  好像很貪愛世界
[00:11:26.800 --> 00:11:28.800]  放棄了信仰
[00:11:28.800 --> 00:11:30.800]  我知道 但是我做不到
[00:11:30.800 --> 00:11:31.800]  當時的我
[00:11:31.800 --> 00:11:32.800]  為什麼呢
[00:11:32.800 --> 00:11:34.800]  我想很大的原因就是
[00:11:34.800 --> 00:11:36.800]  升職 加薪
[00:11:36.800 --> 00:11:38.800]  做一個成功的女性
[00:11:38.800 --> 00:11:40.800]  事業型的女性
[00:11:40.800 --> 00:11:42.800]  我也很嚮往
[00:11:42.800 --> 00:11:44.800]  我也很認同這些是好的東西
[00:11:44.800 --> 00:11:46.800]  我也很喜歡這些東西
[00:11:46.800 --> 00:11:48.800]  所以有時可能就是
[00:11:48.800 --> 00:11:49.800]  我不是不知道
[00:11:49.800 --> 00:11:51.800]  不過我認為那些很好
[00:11:51.800 --> 00:11:53.800]  我很嚮往那些
[00:11:53.800 --> 00:11:55.800]  我也認同
[00:11:55.800 --> 00:11:56.800]  這些是好的東西
[00:11:56.800 --> 00:11:58.800]  會不會其實我們
[00:11:58.800 --> 00:12:00.800]  某程度上有時
[00:12:00.800 --> 00:12:03.800]  也認同了一些世界所說的
[00:12:03.800 --> 00:12:05.800]  出色或者出眾的標準
[00:12:05.800 --> 00:12:07.800]  或者要求呢
[00:12:07.800 --> 00:12:10.800]  又或者
[00:12:10.800 --> 00:12:12.800]  可能我們也不太貪錢
[00:12:12.800 --> 00:12:13.800]  不是每個人都像我這樣
[00:12:13.800 --> 00:12:15.800]  貪錢 貪升職
[00:12:15.800 --> 00:12:17.800]  我們也不是想做什麼
[00:12:17.800 --> 00:12:19.800]  世一 首富
[00:12:19.800 --> 00:12:20.800]  成功人士
[00:12:20.800 --> 00:12:22.800]  可能我們也未必是這樣
[00:12:22.800 --> 00:12:24.800]  有時可能會有時
[00:12:24.800 --> 00:12:26.800]  我們也很害怕
[00:12:26.800 --> 00:12:28.800]  我未必是想考第一
[00:12:28.800 --> 00:12:30.800]  但我不想考最後
[00:12:30.800 --> 00:12:31.800]  是不是
[00:12:31.800 --> 00:12:33.800]  我不是需要每樣東西都出色
[00:12:33.800 --> 00:12:35.800]  但不要每樣東西都輸蝕
[00:12:35.800 --> 00:12:37.800]  人家有的東西
[00:12:37.800 --> 00:12:38.800]  我也想有
[00:12:38.800 --> 00:12:39.800]  旁邊的人升職
[00:12:39.800 --> 00:12:41.800]  我也想升
[00:12:41.800 --> 00:12:43.800]  可能這些也有很多的害怕
[00:12:43.800 --> 00:12:44.800]  很多的不安
[00:12:44.800 --> 00:12:47.800]  令我們也像薩姆爾那樣
[00:12:47.800 --> 00:12:48.800]  很多的害怕
[00:12:48.800 --> 00:12:49.800]  很多的擔心的時候
[00:12:49.800 --> 00:12:51.800]  就用了自己
[00:12:51.800 --> 00:12:54.800]  最好的方法去處理我們的不安
[00:12:54.800 --> 00:12:56.800]  可能我們用抓住世界
[00:12:56.800 --> 00:12:58.800]  去處理我們的不安
[00:12:58.800 --> 00:13:01.800]  不過這些未必是上帝期望的方法
[00:13:01.800 --> 00:13:04.800]  甚至這些也未必是
[00:13:04.800 --> 00:13:05.800]  上帝期望
[00:13:05.800 --> 00:13:07.800]  去建立孩子生命的方法
[00:13:07.800 --> 00:13:10.800]  靚姐妹
[00:13:10.800 --> 00:13:12.800]  我們真的要學習
[00:13:12.800 --> 00:13:14.800]  放下世界的眼光
[00:13:14.800 --> 00:13:16.800]  放下自己認為好的
[00:13:16.800 --> 00:13:18.800]  有用的那些標準
[00:13:18.800 --> 00:13:22.800]  而是以上帝的心意去看待孩子
[00:13:22.800 --> 00:13:24.800]  甚至用上帝的心意
[00:13:24.800 --> 00:13:27.800]  去看待我們自己的屬靈生命
[00:13:27.800 --> 00:13:31.800]  不是由我的期望出發
[00:13:31.800 --> 00:13:34.800]  應該是由上帝去作主
[00:13:34.800 --> 00:13:35.800]  那上帝的心意
[00:13:35.800 --> 00:13:37.800]  上帝的標準又如何呢
[00:13:37.800 --> 00:13:38.800]  我們看下去
[00:13:38.800 --> 00:13:40.800]  八至十節
[00:13:40.800 --> 00:13:43.800]  當耶西逐個逐個叫
[00:13:43.800 --> 00:13:44.800]  逐個逐個兒子
[00:13:44.800 --> 00:13:46.800]  在薩姆爾面前走過的時候
[00:13:46.800 --> 00:13:49.800]  就發覺沒有一個適合
[00:13:49.800 --> 00:13:51.800]  到了十一節的時候
[00:13:51.800 --> 00:13:52.800]  薩姆爾就問
[00:13:52.800 --> 00:13:55.800]  「還有沒有?你的兒子都出來了」
[00:13:55.800 --> 00:13:58.800]  「這麼多個都不是」
[00:13:58.800 --> 00:14:00.800]  後來才發覺
[00:14:00.800 --> 00:14:04.800]  留下了小兒子大衛
[00:14:04.800 --> 00:14:07.800]  經文裏面用「最少」來形容
[00:14:07.800 --> 00:14:12.800]  最少原文是有不重要或低微的意思
[00:14:12.800 --> 00:14:15.800]  而大衛他去了放羊
[00:14:15.800 --> 00:14:16.800]  他不在
[00:14:16.800 --> 00:14:19.800]  大衛沒有出現在憲制裏面
[00:14:19.800 --> 00:14:20.800]  也有很大機會
[00:14:20.800 --> 00:14:21.800]  因為他年紀小
[00:14:21.800 --> 00:14:22.800]  未成年
[00:14:22.800 --> 00:14:24.800]  所以未需要憲制
[00:14:24.800 --> 00:14:26.800]  當大衛出現的時候
[00:14:26.800 --> 00:14:28.800]  神就說「是這個了」
[00:14:28.800 --> 00:14:29.800]  「就是他」
[00:14:29.800 --> 00:14:33.800]  說是揀選一個年幼的牧童
[00:14:33.800 --> 00:14:35.800]  一個年幼的牧羊人
[00:14:35.800 --> 00:14:39.800]  雖然聖經同樣描述大衛
[00:14:39.800 --> 00:14:42.800]  有一個很討好人的外表
[00:14:42.800 --> 00:14:45.800]  但和形容蘇羅的很不同
[00:14:45.800 --> 00:14:49.800]  聖經形容蘇羅不單是高大威猛
[00:14:49.800 --> 00:14:50.800]  有型靚仔
[00:14:50.800 --> 00:14:51.800]  不是,聖經沒有說「有型」
[00:14:51.800 --> 00:14:53.800]  「高大」沒有加上去
[00:14:53.800 --> 00:14:57.800]  但他的「高大」是甚麼?
[00:14:57.800 --> 00:14:59.800]  高過所有人
[00:14:59.800 --> 00:15:02.800]  他比很多人高過一個頭
[00:15:02.800 --> 00:15:06.800]  而蘇羅這些比一般人優越的條件
[00:15:06.800 --> 00:15:09.800]  他是很出色和出眾
[00:15:09.800 --> 00:15:13.800]  這些都是人期望領袖應有的特質
[00:15:13.800 --> 00:15:16.800]  但神今次卻不是這樣
[00:15:16.800 --> 00:15:20.800]  他揀選了一個牧羊人特質的領袖
[00:15:20.800 --> 00:15:23.800]  以色列的王
[00:15:23.800 --> 00:15:26.800]  一個牧羊人有甚麼特質呢?
[00:15:26.800 --> 00:15:33.800]  其實聖經很多地方都提過牧羊人是怎樣的
[00:15:33.800 --> 00:15:37.800]  最出名的就是「耶和華是我的牧者」
[00:15:37.800 --> 00:15:41.800]  就是神走借牧羊人去看顧屬祂的子民
[00:15:41.800 --> 00:15:46.800]  在新約,耶穌也說到自己是好牧人
[00:15:46.800 --> 00:15:49.800]  好牧人是為羊寫命
[00:15:49.800 --> 00:15:51.800]  牧羊人很照顧羊
[00:15:51.800 --> 00:15:54.800]  而且牧羊是沒有甚麼人見到的
[00:15:54.800 --> 00:15:58.800]  因為帶羊去大草原是沒有甚麼人的
[00:15:58.800 --> 00:16:01.800]  是一個不太顯眼的工作
[00:16:01.800 --> 00:16:09.800]  但牧羊人會很忠心和盡忠地照顧羊群
[00:16:09.800 --> 00:16:14.800]  神揀選一個內心有忠心的人
[00:16:14.800 --> 00:16:18.800]  有美好的品格的人去成為以色列王
[00:16:18.800 --> 00:16:24.800]  而不是擁有各種能力或才幹資格的人
[00:16:24.800 --> 00:16:26.800]  不僅如此
[00:16:26.800 --> 00:16:33.800]  大衛是一個常常和神親近的人,他有很多詩歌去讚美上帝
