
[00:00:00.000 --> 00:00:03.720]  好,謝謝敬拜隊帶來我們有敬拜的時間
[00:04:57.280 --> 00:05:00.160]  願你也透過今天的說話幫助我們
[00:05:00.160 --> 00:05:01.760]  提醒我們、安慰我們
[00:05:01.760 --> 00:05:04.520]  也求聖靈在我們心裏動功
[00:05:04.520 --> 00:05:07.240]  讓我們有專心明白到你自己的話語
[00:05:07.240 --> 00:05:08.600]  聽我們的禱告
[00:05:08.600 --> 00:05:11.080]  以上禱告奉主耶穌基督聖靈求
[00:05:11.080 --> 00:05:12.200]  阿們
[00:05:12.200 --> 00:05:17.320]  好,我們先來講講有關經文的背景
[00:05:17.320 --> 00:05:20.680]  其實今天會繼續講埃及這個地方
[00:05:20.680 --> 00:05:24.040]  還記得上次我跟大家分享的人物
[00:05:24.040 --> 00:05:26.920]  約瑟也有提到埃及這個地方
[00:05:26.920 --> 00:05:30.640]  但原來已經是一個過了很多年的日子
[00:05:30.640 --> 00:05:32.360]  當中我們看回背景
[00:05:32.360 --> 00:05:34.200]  就是《出埃及》的一章八字
[00:05:34.200 --> 00:05:37.800]  他說「有一位不認識約瑟的新王興起
[00:05:37.800 --> 00:05:39.120]  統治埃及」
[00:05:39.120 --> 00:05:42.200]  原來當時已經改朝換代了
[00:05:42.200 --> 00:05:44.680]  仍然有法老,但已經是一個新的法老
[00:05:44.680 --> 00:05:47.520]  他是不認識約瑟的
[00:05:47.520 --> 00:05:51.080]  還記得約瑟之前在埃及是做宰相的
[00:05:51.080 --> 00:05:52.080]  位高權重
[00:05:52.080 --> 00:05:54.560]  他當然是幫自己的同胞
[00:05:54.560 --> 00:05:57.560]  當時那些人,還記得上次他說
[00:05:57.560 --> 00:06:00.000]  以色列人一起上到埃及
[00:06:00.000 --> 00:06:01.920]  寄居在一個地方叫哥山地
[00:06:01.920 --> 00:06:04.280]  那裡是一個很美好的地方
[00:06:04.280 --> 00:06:07.400]  可以去牧羊,又有很好的安居樂業
[00:06:07.400 --> 00:06:10.440]  但原來當一個新的朝代
[00:06:10.440 --> 00:06:12.600]  甚至是過了很多年,不認識約瑟
[00:06:12.600 --> 00:06:15.360]  他們以色列人在埃及所面對的
[00:06:15.360 --> 00:06:17.560]  是完全不一樣的制度
[00:06:17.560 --> 00:06:18.960]  不一樣的生活
[00:06:18.960 --> 00:06:22.920]  因為我們見到在11至14節不斷說
[00:06:22.920 --> 00:06:25.400]  當時又不認識約瑟的新王
[00:06:25.400 --> 00:06:28.000]  即是摩西所身處的年代是怎樣呢?
[00:06:28.000 --> 00:06:31.480]  就是埃及人派督公去克制他們
[00:06:31.480 --> 00:06:33.480]  去加重、苦害他們
[00:06:33.480 --> 00:06:37.720]  亦嚴厲地去待一群以色列人
[00:06:37.720 --> 00:06:39.720]  所以在摩西的年代
[00:06:39.720 --> 00:06:42.640]  以色列人是一群被埃及人欺壓
[00:06:42.640 --> 00:06:44.640]  受苦的一個時代
[00:06:44.640 --> 00:06:47.120]  這是一段待會發生的故事
[00:06:47.120 --> 00:06:48.960]  為何摩西會有這樣的行動
[00:06:48.960 --> 00:06:50.800]  這也是讓我們明白的
[00:06:50.800 --> 00:06:54.360]  我們接下來就直接進入經文
[00:06:54.360 --> 00:06:57.160]  我們先看11至15節
[00:06:57.160 --> 00:07:00.760]  當時過了一段日子
[00:07:00.760 --> 00:07:02.320]  如果你們有認識摩西
[00:07:02.320 --> 00:07:04.200]  或者你們在兒童主義學校也有聽過
[00:07:04.200 --> 00:07:05.320]  摩西出生
[00:07:05.320 --> 00:07:09.200]  他很奇妙地、奇蹟地躲避了法老的追殺
[00:07:09.200 --> 00:07:12.800]  因為當時法老要殺死所有以色列的男嬰
[00:07:12.800 --> 00:07:17.400]  但當時被法老的女兒救了在河邊
[00:07:17.400 --> 00:07:19.320]  成為了哪一個呢?
[00:07:19.320 --> 00:07:21.360]  他被法老的女兒收養
[00:07:21.360 --> 00:07:22.720]  成為了埃及王子
[00:07:22.720 --> 00:07:24.720]  但其實他是一個希伯來人
[00:07:24.720 --> 00:07:27.400]  當時就說過了一段日子
[00:07:27.400 --> 00:07:28.920]  摩西長大了
[00:07:28.920 --> 00:07:30.920]  有其他經文告訴我們
[00:07:30.920 --> 00:07:32.000]  摩西長大了
[00:07:32.000 --> 00:07:33.760]  不是像你們這樣的年紀
[00:07:33.760 --> 00:07:36.920]  原來當時的摩西已經是40歲了
[00:07:36.920 --> 00:07:38.920]  摩西長大了也是40歲
[00:07:38.920 --> 00:07:40.640]  可能40歲對他來說
[00:07:40.640 --> 00:07:41.560]  不知道是怎樣
[00:07:41.560 --> 00:07:44.040]  我也期待看到你們40歲
[00:07:44.040 --> 00:07:46.480]  當時摩西長大了
[00:07:46.480 --> 00:07:49.160]  他說他出到他的同胞那裡
[00:07:49.160 --> 00:07:50.760]  你會問40年
[00:07:50.760 --> 00:07:53.840]  摩西以埃及王子的身份去活
[00:07:53.840 --> 00:07:55.440]  他的同胞是誰呢?
[00:07:55.440 --> 00:07:57.080]  比利你會選擇是誰?
[00:07:57.080 --> 00:07:58.280]  希伯來人?
[00:07:58.280 --> 00:07:59.480]  埃及人?
[00:07:59.480 --> 00:08:01.480]  我想他也有點迷惘
[00:08:01.480 --> 00:08:02.880]  但原來
[00:08:02.880 --> 00:08:07.160]  這裡提到他很早就認定了自己的身份
[00:08:07.160 --> 00:08:09.480]  原來他相信他的同胞
[00:08:09.480 --> 00:08:12.800]  或者他認同自己是一個希伯來人
[00:08:12.800 --> 00:08:13.840]  我們可以看到
[00:08:13.840 --> 00:08:16.400]  即使他成為了埃及王子
[00:08:16.400 --> 00:08:19.120]  原來他也認同自己是一個
[00:08:19.120 --> 00:08:21.680]  流著希伯來血統的人
[00:08:21.680 --> 00:08:24.600]  在當中我們就繼續看看
[00:08:24.600 --> 00:08:26.240]  他這個身份的認同
[00:08:26.240 --> 00:08:30.480]  如何帶給他在之後的一些行動
[00:08:30.480 --> 00:08:33.520]  他說摩西出到他的同胞那裡
[00:08:33.520 --> 00:08:35.840]  可能是一種微服出巡的感覺
[00:08:35.840 --> 00:08:38.800]  埃及王子到民間去體察民情
[00:08:38.800 --> 00:08:43.040]  他看到以色列人被埃及人奴役
[00:08:43.040 --> 00:08:46.560]  因為剛剛提到以色列人是被欺壓的一群
[00:08:46.560 --> 00:08:48.680]  當時他看到一個埃及人
[00:08:48.680 --> 00:08:51.880]  動手打那個以色列人
[00:08:51.880 --> 00:08:54.520]  當時摩西看到的時候
[00:08:54.520 --> 00:08:57.080]  沒有人的時候就打死了
[00:08:57.080 --> 00:08:59.760]  那個欺負以色列人的埃及人
[00:08:59.760 --> 00:09:04.760]  並且他將他的屍體藏在沙土裡
[00:09:04.760 --> 00:09:05.600]  到了第二天
[00:09:05.600 --> 00:09:07.520]  他繼續想微服出巡
[00:09:07.520 --> 00:09:09.960]  去幫一群被欺壓的以色列人
[00:09:09.960 --> 00:09:13.880]  他這次看到有兩個希伯來人打架
[00:09:13.880 --> 00:09:17.400]  當時他充當一個和平使者
[00:09:17.400 --> 00:09:19.880]  他很想勸架
[00:09:19.880 --> 00:09:22.640]  問為什麼會打你的同族人
[00:09:22.640 --> 00:09:26.280]  他很想幫一些受欺壓的人
[00:09:26.280 --> 00:09:29.160]  我想當時摩西四十歲
[00:09:29.160 --> 00:09:31.320]  其實是正值他的壯年
[00:09:31.320 --> 00:09:32.280]  而他是誰呢?
[00:09:32.280 --> 00:09:36.080]  剛剛提到他是流著純種希伯來人血統
[00:09:36.080 --> 00:09:38.840]  並且他四十年以來
[00:09:38.840 --> 00:09:42.080]  得到很優良的埃及王室教育
[00:09:42.080 --> 00:09:45.120]  他的知識、權力、地位
[00:09:45.120 --> 00:09:46.920]  足以讓他知道
[00:09:46.920 --> 00:09:47.960]  加上他的生命同和
[00:09:47.960 --> 00:09:49.480]  我要幫希伯來人
[00:09:49.480 --> 00:09:52.480]  他很相信自己有資格、有權力
[00:09:52.480 --> 00:09:54.920]  也有能力拯救以色列人
[00:09:54.920 --> 00:09:56.720]  他相信他這樣做
[00:09:56.720 --> 00:09:58.240]  打死了埃及人
[00:09:58.240 --> 00:10:02.480]  或者覺得幫助希伯來人勸架
[00:10:02.480 --> 00:10:06.680]  他覺得這樣是讓他成為以色列人的幫助
[00:10:06.680 --> 00:10:10.480]  是他想到、想到好的方法
[00:10:10.480 --> 00:10:12.400]  但到了十四至十五節
[00:10:12.400 --> 00:10:16.400]  我們看到事情不是如摩西所想
[00:10:16.400 --> 00:10:18.720]  因為當他去勸架
[00:10:18.720 --> 00:10:22.520]  打人的希伯來人對摩西說
[00:10:22.520 --> 00:10:26.080]  「誰會立你為我們的領袖和審判官呢?」
[00:10:26.080 --> 00:10:30.640]  「難道你要殺我,像殺埃及人那樣嗎?」
[00:10:30.640 --> 00:10:32.440]  其實這句說話
[00:10:32.440 --> 00:10:34.400]  就這樣看
[00:10:34.400 --> 00:10:36.280]  現代的說法就是
[00:10:36.280 --> 00:10:39.000]  希伯來人或是那些希伯來人都會覺得
[00:10:39.000 --> 00:10:41.400]  「誰說要摩西幫我們?」
[00:10:41.400 --> 00:10:43.320]  其實他暗地裡是說
[00:10:43.320 --> 00:10:45.520]  「我們不接納你成為我們的領袖」
[00:10:45.520 --> 00:10:47.560]  即使我知道你是埃及王子
[00:10:47.560 --> 00:10:49.120]  你是有希伯來人的血統
[00:10:49.120 --> 00:10:52.720]  但他們是不願意去接受摩西
[00:10:52.720 --> 00:10:54.480]  而摩西也同時知道
[00:10:54.480 --> 00:10:55.640]  他說這句說話
[00:10:55.640 --> 00:10:59.760]  原來他殺人、打死埃及人的罪行
[00:10:59.760 --> 00:11:01.560]  被揭發、揭露了
[00:11:01.560 --> 00:11:04.240]  他本來以為一開始沒有人看到
[00:11:04.240 --> 00:11:06.200]  而他也知道他要背負的
[00:11:06.200 --> 00:11:08.720]  就是殺了埃及人的罪名
[00:11:08.720 --> 00:11:11.320]  而當時看到就是法老要追殺他
[00:11:11.320 --> 00:11:14.680]  因為當時埃及人是一個很尊貴的地位
[00:11:14.680 --> 00:11:16.840]  即使你是埃及王子也沒有停說
[00:11:16.840 --> 00:11:18.840]  當中他就懼怕
[00:11:18.840 --> 00:11:19.920]  經文說到
[00:11:19.920 --> 00:11:22.520]  他懼怕就逃走
[00:11:22.520 --> 00:11:24.440]  他要躲避法老的追殺
[00:11:24.440 --> 00:11:27.240]  於是他就去了一個迷人的地方
[00:11:27.240 --> 00:11:30.480]  在電影節目中我們看到
[00:11:30.480 --> 00:11:34.160]  摩西一開始一心想滿腔熱誠
[00:11:34.160 --> 00:11:36.360]  他很想做一些事情
[00:11:36.360 --> 00:11:37.280]  是很深的
[00:11:37.280 --> 00:11:41.160]  就是想拯救一群受苦被欺壓的以色列人
[00:11:41.160 --> 00:11:45.360]  但他竟然遭到一群人的唾棄
[00:11:45.360 --> 00:11:47.600]  遺棄、拒絕等等
[00:11:47.600 --> 00:11:49.960]  他被他希伯來的同胞拒絕
[00:11:49.960 --> 00:11:52.560]  甚至被他活了40年
[00:11:52.560 --> 00:11:55.640]  一個埃及王宮裏面的一群人的棄絕
[00:11:55.640 --> 00:11:57.360]  被法老追殺
[00:11:57.360 --> 00:11:59.440]  我想當時摩西也會覺得
[00:11:59.440 --> 00:12:00.960]  他甚麼都沒有了
[00:12:00.960 --> 00:12:02.720]  沒有了埃及王子的名分
[00:12:02.720 --> 00:12:05.000]  也沒有了同胞的接納
[00:12:05.000 --> 00:12:06.040]  對他來說
[00:12:06.040 --> 00:12:09.040]  摩西是一個經歷了很大的挫敗感
[00:12:09.040 --> 00:12:10.160]  一個失望
[00:12:10.160 --> 00:12:11.160]  可能他會認為
[00:12:11.160 --> 00:12:13.080]  其實他的人生玩完了
[00:12:13.080 --> 00:12:14.040]  Game over
[00:12:14.040 --> 00:12:16.480]  所以他就撇下一切
[00:12:16.480 --> 00:12:18.960]  要逃走到米甸這個地方
[00:12:18.960 --> 00:12:22.120]  電影姐妹們不知道
[00:12:22.120 --> 00:12:25.200]  雖然你年紀不是經歷了很多
[00:12:25.200 --> 00:12:28.280]  不過你會否也有經歷過摩西一些的情況
[00:12:28.280 --> 00:12:29.680]  就是你很努力
[00:12:29.680 --> 00:12:32.280]  很用心去想做好一些事情
[00:12:32.280 --> 00:12:33.680]  但出來的結果
[00:12:33.680 --> 00:12:35.240]  或者人的反應
[00:12:35.240 --> 00:12:37.360]  不是好像你所想的那樣
[00:12:37.360 --> 00:12:39.000]  有很大的落差
[00:12:39.000 --> 00:12:41.720]  可能按你們現在的情況
[00:12:41.720 --> 00:12:43.000]  你們的狀況
[00:12:43.000 --> 00:12:45.000]  可能就是你很努力去讀書
[00:12:45.000 --> 00:12:48.440]  但你覺得考試的成績仍然不如理想
[00:12:48.440 --> 00:12:50.440]  可能選不到你想選的科目
[00:12:50.440 --> 00:12:53.280]  或者你讀不到你想讀的課程
[00:12:53.280 --> 00:12:57.480]  會否是你很努力去維繫一些人際關係
[00:12:57.480 --> 00:12:58.360]  但是
[00:12:58.360 --> 00:12:59.400]  那些人際關係
[00:12:59.400 --> 00:13:00.200]  你很努力的
[00:13:00.200 --> 00:13:00.880]  很用心的
[00:13:00.880 --> 00:13:02.360]  但還是有點卡卡的
[00:13:02.360 --> 00:13:04.000]  解決不了
[00:13:04.000 --> 00:13:05.960]  又會否是在你家裏
[00:13:05.960 --> 00:13:07.160]  你很嘗試的
[00:13:07.160 --> 00:13:10.400]  我踏出一步去嘗試愛我的家人多一點
[00:13:10.400 --> 00:13:11.920]  想關係好一點
[00:13:11.920 --> 00:13:13.920]  但是家人對你的反應
[00:13:13.920 --> 00:13:15.000]  或者他們的反應
[00:13:15.000 --> 00:13:18.000]  就是令你一次又一次的失望
[00:13:18.000 --> 00:13:20.880]  有時我們見到一些情況
[00:13:20.880 --> 00:13:22.880]  可能都會感到有挫敗
[00:13:22.880 --> 00:13:24.160]  覺得沒有什麼希望
[00:13:24.160 --> 00:13:25.240]  可能都好像摩西那樣
[00:13:25.240 --> 00:13:26.160]  不如走了算了
[00:13:26.160 --> 00:13:26.800]  一走了之
[00:13:26.800 --> 00:13:27.920]  沒有改變的了
[00:13:27.920 --> 00:13:29.480]  改變不了
[00:13:29.480 --> 00:13:32.800]  當原來世界不是如你預期的時候
[00:13:32.800 --> 00:13:35.040]  不知道你會否就像摩西那樣
[00:13:35.040 --> 00:13:36.280]  逃避
[00:13:36.280 --> 00:13:37.280]  很想走了
[00:13:37.280 --> 00:13:37.840]  不管
[00:13:37.840 --> 00:13:39.320]  放棄一切
[00:13:40.240 --> 00:13:43.320]  但是我們接著的經文
[00:13:43.320 --> 00:13:44.240]  我們又看看
[00:13:44.240 --> 00:13:46.520]  摩西怎樣去面對他的生命
[00:13:46.520 --> 00:13:48.520]  或者上帝在他的生命裏面
[00:13:48.520 --> 00:13:50.080]  有什麼提醒
[00:13:50.080 --> 00:13:51.520]  帶領在當中
[00:13:51.520 --> 00:13:55.520]  我們接下來會再看摩西在米甸
[00:13:55.520 --> 00:14:00.440]  剛剛說到他準備逃避法老的追殺
[00:14:00.440 --> 00:14:02.720]  他就去到米甸這個地方
[00:14:02.720 --> 00:14:04.640]  我們知道
[00:14:04.640 --> 00:14:07.880]  其實摩西的故事一定不是在這裡完結的
[00:14:07.880 --> 00:14:09.880]  因為米甸不是他的終點站
[00:14:09.880 --> 00:14:11.280]  因為大家很熟悉的
[00:14:11.280 --> 00:14:12.280]  就是摩西之後
[00:14:12.280 --> 00:14:14.720]  他要帶領以色列人出埃及
[00:14:14.720 --> 00:14:15.880]  要過紅海
[00:14:15.880 --> 00:14:18.720]  要做很多的壯舉等等的事
[00:14:18.720 --> 00:14:20.640]  但是我們知道
[00:14:20.640 --> 00:14:22.880]  他在米甸生活的日子
[00:14:22.880 --> 00:14:24.480]  並不是一個短時間
[00:14:24.480 --> 00:14:27.880]  因為經文在《史萊恆院七章》當中告訴我們
[00:14:27.880 --> 00:14:30.600]  他在米甸生了兩個兒子
[00:14:30.600 --> 00:14:32.280]  並且過了40年
[00:14:32.280 --> 00:14:34.680]  上帝才去呼召他
[00:14:34.680 --> 00:14:36.880]  等到他40歲的時候
[00:14:36.880 --> 00:14:38.480]  打死埃及人
[00:14:38.480 --> 00:14:39.120]  過了40年
[00:14:39.120 --> 00:14:40.680]  就是80歲的時候
[00:14:40.680 --> 00:14:43.000]  才讓摩西回到埃及
[00:14:43.000 --> 00:14:46.880]  再帶領以色列人出埃及過紅海等等
[00:14:46.880 --> 00:14:48.880]  不知道對於你來說
[00:14:48.880 --> 00:14:52.080]  40年是一個怎樣的想法
[00:14:52.080 --> 00:14:54.480]  摩西因為失誤、挫敗
[00:14:54.480 --> 00:14:56.480]  他就要逃走
[00:14:56.480 --> 00:14:58.000]  放棄一切的底下
[00:14:58.000 --> 00:14:59.880]  去到米甸這個地方
[00:14:59.880 --> 00:15:00.760]  40年
[00:15:00.760 --> 00:15:04.520]  究竟對摩西的人生有甚麼意義呢?
[00:15:04.520 --> 00:15:07.320]  我們又再進入經文當中
[00:15:07.320 --> 00:15:09.320]  16至22節
[00:15:09.320 --> 00:15:13.320]  我們看到摩西落難、逃亡
[00:15:13.320 --> 00:15:14.440]  去到米甸
[00:15:14.440 --> 00:15:18.720]  他立即做了一件很正義、見義勇為的事
[00:15:18.720 --> 00:15:20.720]  就是當他去到米甸
[00:15:20.720 --> 00:15:22.720]  他坐在井旁
[00:15:22.720 --> 00:15:24.320]  上一節的經文提到
[00:15:24.320 --> 00:15:27.320]  他看到米甸的祭司有七個女兒
[00:15:27.320 --> 00:15:29.160]  當時她們是牧羊人
[00:15:29.160 --> 00:15:31.360]  她們去到井旁
[00:15:31.360 --> 00:15:32.880]  要幫忙打水
[00:15:32.880 --> 00:15:35.680]  給羊群喝水
[00:15:35.680 --> 00:15:37.680]  但17節提到
[00:15:37.680 --> 00:15:41.200]  有其他牧羊人想趕走她們
[00:15:41.200 --> 00:15:43.200]  欺負她們
[00:15:43.200 --> 00:15:46.080]  摩西就起來幫助她們
[00:15:46.080 --> 00:15:49.000]  並且把水給她們喝
[00:15:49.000 --> 00:15:51.200]  我們可以看到摩西
[00:15:51.200 --> 00:15:52.880]  由上一個段落
[00:15:52.880 --> 00:15:54.880]  雖然摩西用了錯的方法
[00:15:54.880 --> 00:15:56.480]  去打死埃及人
[00:15:56.480 --> 00:15:57.880]  又或者他去勸教
[00:15:57.880 --> 00:16:01.800]  但我們在背後看到摩西有一個很突出的特徵
[00:16:01.800 --> 00:16:05.400]  他其實是一個正義感很強的人
[00:16:05.400 --> 00:16:07.800]  無論是希伯來人被打
[00:16:07.800 --> 00:16:10.200]  米甸祭司的女兒被欺負
[00:16:10.200 --> 00:16:14.200]  他也因為看到人受到不公平的對待
[00:16:14.200 --> 00:16:17.200]  他就會幫一群弱者說話
[00:16:17.200 --> 00:16:18.280]  去有所行動
[00:16:18.280 --> 00:16:20.080]  這是一個很好的特質
[00:16:20.080 --> 00:16:21.600]  而看到這裡
[00:16:21.600 --> 00:16:22.800]  原來摩西也仍然
[00:16:22.800 --> 00:16:24.080]  即使他在落難的時候
[00:16:24.080 --> 00:16:25.400]  他仍然表現
[00:16:25.400 --> 00:16:29.280]  他很想去幫助一群弱者等等
[00:16:29.280 --> 00:16:30.800]  而在經文中
[00:16:30.800 --> 00:16:31.800]  我們看到
[00:16:31.800 --> 00:16:33.800]  「卻起來幫助她們」
[00:16:33.800 --> 00:16:35.800]  這個字也很特別
