
[00:00:00.000 --> 00:00:04.360]  首先很感謝我們服侍的團隊
[00:02:19.360 --> 00:02:21.040]  還有螢光黃
[00:02:21.040 --> 00:02:22.840]  就知道福氣有多大
[00:02:22.840 --> 00:02:24.560]  其實今天我講到的主題就是
[00:02:24.560 --> 00:02:26.280]  「蒙福的選擇」
[00:02:26.280 --> 00:02:28.840]  其實我很想在新年開始的時候
[00:02:28.840 --> 00:02:31.080]  透過經文去教導我們
[00:02:31.080 --> 00:02:32.560]  我們在生活當中
[00:02:32.560 --> 00:02:34.200]  在我們侍奉當中
[00:02:34.200 --> 00:02:35.840]  在我們讀書當中
[00:02:35.840 --> 00:02:40.160]  我們究竟怎樣才能作出一個蒙福的選擇
[00:02:40.160 --> 00:02:42.680]  很希望這一段今天講到的經文
[00:02:42.680 --> 00:02:45.960]  能夠成為大家新年的一個祝福
[00:02:45.960 --> 00:02:47.920]  我今天講到的經文就是
[00:02:47.920 --> 00:02:51.600]  《路加福音》的十章38-42節
[00:02:51.600 --> 00:02:53.560]  相信這段經文大家都很熟悉
[00:02:53.560 --> 00:02:57.400]  不如我們先一起讀出這個經文
[00:02:57.400 --> 00:02:58.760]  1、2、3
[00:02:58.760 --> 00:03:00.880]  他們繼續前行
[00:03:00.880 --> 00:03:03.160]  耶穌進了一個村莊
[00:03:03.160 --> 00:03:05.640]  有一個女人名叫瑪大
[00:03:05.640 --> 00:03:07.600]  接他到自己家裡
[00:03:07.600 --> 00:03:10.640]  她有一個妹妹名叫瑪尼亞
[00:03:10.640 --> 00:03:12.600]  在主的腳前坐著
[00:03:12.600 --> 00:03:13.880]  聽她的道
[00:03:13.880 --> 00:03:15.880]  瑪大事後的事多
[00:03:15.880 --> 00:03:17.320]  心裡忙亂
[00:03:17.320 --> 00:03:18.800]  進前來說
[00:03:18.800 --> 00:03:19.560]  主啊
[00:03:19.560 --> 00:03:22.600]  我的妹妹留下我一個人時候
[00:03:22.600 --> 00:03:24.080]  祢不在意嗎?
[00:03:24.080 --> 00:03:26.640]  請吩咐她來幫助我
[00:03:26.640 --> 00:03:27.920]  主回答說
[00:03:27.920 --> 00:03:29.240]  瑪大 瑪大
[00:03:29.240 --> 00:03:32.040]  祢為許多事操心煩惱
[00:03:32.040 --> 00:03:34.760]  但是不可少的只有一件
[00:03:34.760 --> 00:03:38.440]  瑪尼亞已選擇了那上好的福分
[00:03:38.440 --> 00:03:41.360]  是沒有人能奪得的
[00:03:41.360 --> 00:03:43.200]  我們一起祈禱
[00:03:44.200 --> 00:03:45.680]  祈求天父
[00:03:45.680 --> 00:03:46.800]  首先很感謝祢
[00:03:46.800 --> 00:03:49.360]  讓我們能夠在新年佳節裡
[00:03:49.360 --> 00:03:50.760]  我們能夠平安回來
[00:03:50.760 --> 00:03:52.280]  有一起相聚
[00:03:52.280 --> 00:03:56.640]  有彼此祝福的時間
[00:03:56.640 --> 00:04:00.000]  主真的求祢繼續帶領我們每一個人
[00:04:00.000 --> 00:04:01.800]  讓我們在生活當中
[00:04:01.800 --> 00:04:03.200]  能夠透過祢的話語
[00:04:03.200 --> 00:04:04.280]  讓我們知道
[00:04:04.280 --> 00:04:05.560]  原來祢的話語是真實
[00:04:05.560 --> 00:04:07.240]  並且祢的話語是重要
[00:04:07.240 --> 00:04:08.960]  求主使用以下的時間
[00:04:08.960 --> 00:04:10.640]  求主帶領孩子
[00:04:10.640 --> 00:04:13.000]  也讓聖靈在他們的心裡
[00:04:13.000 --> 00:04:14.280]  去軟化他們的心
[00:04:14.280 --> 00:04:16.760]  讓祢的話語能夠進入他們的心裡
[00:04:16.760 --> 00:04:18.120]  成為他們的祝福
[00:04:18.120 --> 00:04:20.320]  將我們以下的時間交上給祢
[00:04:20.320 --> 00:04:21.000]  感謝主
[00:04:21.000 --> 00:04:21.840]  奉主名求
[00:04:21.840 --> 00:04:22.400]  阿們
[00:04:22.400 --> 00:04:24.720]  剛才也說過了
[00:04:24.720 --> 00:04:27.920]  這段經文相信大家也很熟悉
[00:04:27.920 --> 00:04:29.520]  聽過很多次了
[00:04:29.520 --> 00:04:33.680]  我先說說這段經文的背景
[00:04:33.680 --> 00:04:36.120]  其實在9章51節的時候
[00:04:36.120 --> 00:04:38.520]  即是這段經文的前一章
[00:04:38.520 --> 00:04:41.000]  其實耶穌開始準備
[00:04:41.000 --> 00:04:44.840]  準備由加里利出發到耶路撒冷
[00:04:44.840 --> 00:04:46.960]  準備踏上他的苦路
[00:04:46.960 --> 00:04:48.320]  但是很特別的
[00:04:48.320 --> 00:04:50.840]  到了19章28節
[00:04:50.840 --> 00:04:54.000]  耶穌才真正進入耶路撒冷
[00:04:54.000 --> 00:04:57.600]  路加刻意用了10章的篇幅
[00:04:57.600 --> 00:04:59.040]  用了這10章的篇幅
[00:04:59.040 --> 00:05:01.720]  其實目的是要記錄下
[00:05:01.720 --> 00:05:04.840]  耶穌在生命的最後時間裡
[00:05:04.840 --> 00:05:09.720]  祂對門徒信仰路上的心態作出教導
[00:05:09.720 --> 00:05:11.400]  所以今天的經文裡
[00:05:11.400 --> 00:05:12.000]  同樣地
[00:05:12.000 --> 00:05:12.920]  也是神
[00:05:12.920 --> 00:05:14.920]  耶穌很想教導我們
[00:05:14.920 --> 00:05:16.360]  在信仰路上
[00:05:16.360 --> 00:05:19.320]  我們的心態應該如何選擇
[00:05:19.320 --> 00:05:20.480]  而這段經文
[00:05:20.480 --> 00:05:21.840]  剛才也說過了
[00:05:21.840 --> 00:05:25.240]  其實這段經文發生在
[00:05:25.240 --> 00:05:29.960]  耶穌由加里利出發到耶路撒冷的初期
[00:05:29.960 --> 00:05:31.920]  耶穌和門徒一起
[00:05:31.920 --> 00:05:33.520]  到了一個村莊裡
[00:05:33.520 --> 00:05:34.400]  其實這個村莊
[00:05:34.400 --> 00:05:36.080]  經文裡沒有特別記載
[00:05:36.080 --> 00:05:37.520]  其實是在加帕隆
[00:05:37.520 --> 00:05:39.360]  但是這不是重點
[00:05:39.360 --> 00:05:40.920]  重點是在說
[00:05:40.920 --> 00:05:43.400]  村莊裡有一對姐妹
[00:05:43.400 --> 00:05:45.520]  那對姐妹就是你們很熟悉的
[00:05:45.520 --> 00:05:48.240]  瑪大和瑪利亞
[00:05:48.240 --> 00:05:49.680]  而這兩個姐妹
[00:05:49.680 --> 00:05:53.360]  她們各自都用了不同的方式
[00:05:53.360 --> 00:05:55.480]  去接待耶穌
[00:05:55.480 --> 00:05:57.080]  在這裡我想問問大家
[00:05:57.080 --> 00:05:58.040]  互動一下
[00:05:58.040 --> 00:05:58.760]  我想問一下
[00:05:58.760 --> 00:06:02.080]  如果是瑪大和瑪利亞
[00:06:02.080 --> 00:06:04.280]  你會想做哪一個比較多
[00:06:04.280 --> 00:06:06.120]  有沒有人想做瑪大
[00:06:06.120 --> 00:06:07.600]  可不可以舉手
[00:06:07.600 --> 00:06:09.320]  你覺得她對耶穌好一點
[00:06:09.320 --> 00:06:10.960]  有啊 有人做瑪大
[00:06:10.960 --> 00:06:13.440]  有沒有人想做瑪利亞
[00:06:13.440 --> 00:06:14.640]  瑪利亞
[00:06:14.640 --> 00:06:16.640]  為什麼你會選擇瑪利亞
[00:06:16.640 --> 00:06:21.680]  我覺得不需要做
[00:06:21.680 --> 00:06:23.600]  但問心你們是否真的不想做
[00:06:23.600 --> 00:06:24.200]  也不是的
[00:06:24.200 --> 00:06:24.880]  你們很想做
[00:06:24.880 --> 00:06:27.040]  但是我猜是受著
[00:06:27.040 --> 00:06:29.040]  在42節說
[00:06:29.040 --> 00:06:31.160]  瑪利亞選擇了上好的福分
[00:06:31.160 --> 00:06:33.880]  你就覺得她一定是好一點的
[00:06:33.880 --> 00:06:35.040]  如果是這樣的話
[00:06:35.040 --> 00:06:36.120]  我想問大家
[00:06:36.120 --> 00:06:38.360]  其實瑪利亞的好
[00:06:38.360 --> 00:06:40.240]  好在哪裡呢
[00:06:40.240 --> 00:06:41.240]  大家知不知道
[00:06:41.240 --> 00:06:42.240]  瑪利亞的好
[00:06:42.240 --> 00:06:43.440]  好在哪裡呢
[00:06:43.440 --> 00:06:44.720]  那瑪大
[00:06:44.720 --> 00:06:47.240]  她的問題又出在哪裡呢
[00:06:47.240 --> 00:06:50.120]  不知道大家有沒有想過這件事
[00:06:50.120 --> 00:06:52.800]  我們今天就一起透過經文
[00:06:52.800 --> 00:06:53.800]  我們去看看
[00:06:53.800 --> 00:06:55.880]  究竟這兩個人的服侍
[00:06:55.880 --> 00:07:00.120]  其實有什麼是我們需要學習和提醒的地方呢
[00:07:00.120 --> 00:07:02.200]  我們首先看一看瑪大
[00:07:02.200 --> 00:07:03.480]  經文裡面說
[00:07:03.480 --> 00:07:04.600]  瑪大她是怎樣
[00:07:04.600 --> 00:07:06.520]  親自出來迎接耶穌
[00:07:06.520 --> 00:07:07.640]  去到她的家
[00:07:07.640 --> 00:07:09.120]  其實接待這個詞
[00:07:09.120 --> 00:07:12.320]  是帶有她很熱情地款待耶穌的
[00:07:12.320 --> 00:07:13.640]  對瑪大來說
[00:07:13.640 --> 00:07:15.240]  其實要接待耶穌
[00:07:15.240 --> 00:07:17.280]  是一件非常榮耀的事
[00:07:17.280 --> 00:07:20.720]  因為其實這個關於猶太文化的事
[00:07:20.720 --> 00:07:23.000]  因為猶太人認為
[00:07:23.000 --> 00:07:25.200]  好客是他們禮儀之一
[00:07:25.200 --> 00:07:29.240]  而他們也相信一個客人來成為他的客人
[00:07:29.240 --> 00:07:31.120]  這個是神給他的禮物
[00:07:31.120 --> 00:07:35.960]  所以他們視接待為一個很神聖的服侍
[00:07:35.960 --> 00:07:38.480]  還有對於當時的人來說
[00:07:38.480 --> 00:07:41.280]  她能夠接待一個猶太人的老師
[00:07:41.280 --> 00:07:42.280]  即是拉比
[00:07:42.280 --> 00:07:44.760]  是一件極之光榮的事
[00:07:44.760 --> 00:07:46.920]  到這裡我想問一下大家
[00:07:46.920 --> 00:07:47.800]  先問一下大家
[00:07:47.800 --> 00:07:49.280]  你們有沒有偶像呢
[00:07:49.280 --> 00:07:49.960]  有沒有一些
[00:07:49.960 --> 00:07:52.240]  我剛才有問過一些
[00:07:52.240 --> 00:07:53.000]  有一組
[00:07:53.000 --> 00:07:54.480]  他們說是17
[00:07:54.480 --> 00:07:55.280]  是
[00:07:55.280 --> 00:07:57.080]  周永康是嗎
[00:07:57.080 --> 00:07:58.440]  好
[00:07:58.440 --> 00:07:58.920]  不要緊
[00:07:58.920 --> 00:07:59.800]  我找了一個
[00:07:59.800 --> 00:08:01.800]  我覺得未必適合大家
[00:08:01.800 --> 00:08:05.560]  在美國某個知名網站
[00:08:05.560 --> 00:08:07.600]  他選出2024年
[00:08:07.600 --> 00:08:10.440]  100個當中最帥的人
[00:08:10.440 --> 00:08:12.520]  女神
[00:08:12.520 --> 00:08:16.040]  我記得Watchmen選過女神做一個樣板
[00:08:16.040 --> 00:08:17.040]  女神是甚麼呢
[00:08:17.040 --> 00:08:19.080]  男生就羨慕她的身體
[00:08:19.080 --> 00:08:21.880]  女生就覺得帥氣、有型、健碩
[00:08:21.880 --> 00:08:25.120]  她是男神當中最帥的
[00:08:25.120 --> 00:08:26.000]  她是冠軍的
[00:08:26.000 --> 00:08:29.520]  今天你要接待女神
[00:08:29.520 --> 00:08:30.720]  去你家吃飯
[00:08:30.720 --> 00:08:33.440]  不知道你當刻在想甚麼呢
[00:08:33.440 --> 00:08:34.200]  你會想
[00:08:34.200 --> 00:08:36.280]  糟了,我煮甚麼給她吃好呢
[00:08:36.280 --> 00:08:37.400]  西餐、中餐
[00:08:37.400 --> 00:08:38.080]  香港
[00:08:38.080 --> 00:08:38.760]  然後再想
[00:08:38.760 --> 00:08:40.600]  我要穿得漂亮點嗎
[00:08:40.600 --> 00:08:41.520]  我覺得要穿甚麼衣服
[00:08:41.520 --> 00:08:42.560]  穿裙子、褲子
[00:08:42.560 --> 00:08:43.680]  還是穿成怎樣好呢
[00:08:43.680 --> 00:08:45.920]  然後家裡要不要再裝扮一下
[00:08:45.920 --> 00:08:48.960]  其實腦裡很自然、很不奇然
[00:08:48.960 --> 00:08:50.240]  好像我剛才說的
[00:08:50.240 --> 00:08:52.120]  你有很多事情在想
[00:08:52.120 --> 00:08:55.280]  很多事情在準備的細節裏
[00:08:55.280 --> 00:08:57.080]  其實你就會想
[00:08:57.080 --> 00:08:59.400]  很想準備得很好
[00:08:59.400 --> 00:09:00.400]  準備得
[00:09:00.400 --> 00:09:06.000]  讓客人可以很開心地享受接待的過程
[00:09:06.000 --> 00:09:08.040]  所以對馬大來說
[00:09:08.040 --> 00:09:09.360]  我很想大家明白
[00:09:09.360 --> 00:09:10.520]  對馬大來說
[00:09:10.520 --> 00:09:13.520]  其實他這一刻在嚴陣以待
[00:09:13.520 --> 00:09:17.280]  他很想用最好的方法去接待耶穌
[00:09:17.280 --> 00:09:20.680]  所以他很努力埋頭苦幹
[00:09:20.680 --> 00:09:23.120]  在接待工作當中
[00:09:23.120 --> 00:09:27.040]  其實馬大這個心是很好的
[00:09:27.520 --> 00:09:30.400]  其實馬大他很用心
[00:09:30.400 --> 00:09:34.040]  很想用最好的去服侍耶穌
[00:09:34.040 --> 00:09:36.440]  其實這些都是神喜悅悅
[00:09:36.440 --> 00:09:39.880]  都是過去神所教導的東西
[00:09:39.880 --> 00:09:43.160]  我們都是需要有這個心態去做這件事
[00:09:43.160 --> 00:09:48.200]  但馬大他卻因為這些太多太多的事的忙碌
[00:09:48.200 --> 00:09:50.240]  影響了他的心
[00:09:50.240 --> 00:09:52.040]  我們可以看到經文裏面說
[00:09:52.040 --> 00:09:55.560]  馬大因著很多事他心裡忙亂
[00:09:55.560 --> 00:09:57.920]  其實這個忙亂的原文
[00:09:57.920 --> 00:09:59.880]  是一個被動語氣的動詞
[00:09:59.880 --> 00:10:01.880]  是在說被拉走了
[00:10:01.880 --> 00:10:04.280]  是在說馬大的心被拉走了
[00:10:04.280 --> 00:10:10.000]  他將他的注意力從一件事移到另一件事
[00:10:10.000 --> 00:10:13.800]  原本馬大他很想去接待耶穌
[00:10:13.800 --> 00:10:18.840]  但他的心卻被他很多很多的事務拉走了
[00:10:18.840 --> 00:10:22.880]  讓他的焦點不再在耶穌的身上
[00:10:24.560 --> 00:10:26.880]  不知道大家有沒有感同身受呢
[00:10:26.880 --> 00:10:29.120]  其實在我們服侍的當中
[00:10:29.120 --> 00:10:32.000]  我們內心同樣地都會很想
[00:10:32.000 --> 00:10:34.680]  很用心地去服侍神
[00:10:34.680 --> 00:10:38.680]  我們很想將我們最好的獻給神
[00:10:38.680 --> 00:10:40.720]  但我們很努力的時候
[00:10:40.720 --> 00:10:43.840]  可能我們不其然很想成為
[00:10:43.840 --> 00:10:45.360]  很想做得好
[00:10:45.360 --> 00:10:47.640]  很想服侍得好
[00:10:47.640 --> 00:10:50.080]  很想表現好
[00:10:50.080 --> 00:10:53.280]  但我們不其然就好像馬大一樣
[00:10:53.280 --> 00:10:58.200]  原來我們的心不知不覺地被這些東西拉走了
[00:10:58.200 --> 00:11:01.960]  由於我們很想那些東西按照我們的心意去做
[00:11:01.960 --> 00:11:05.840]  很想所有的果效都像我們預期一樣
[00:11:05.840 --> 00:11:08.840]  這些成為了我們的目標的時候
[00:11:08.840 --> 00:11:11.120]  當我們的心被拉走
[00:11:11.120 --> 00:11:14.360]  我們也開始對我們身邊的人
[00:11:14.360 --> 00:11:16.960]  出現了很多很多的不滿
[00:11:16.960 --> 00:11:18.320]  馬大就是這樣
[00:11:18.320 --> 00:11:24.400]  他的內心將自己很努力很忙碌的狀況
[00:11:24.400 --> 00:11:27.720]  與他身邊坐在耶穌身旁
[00:11:27.720 --> 00:11:30.520]  剛才你說甚麼都不做的瑪利亞
[00:11:30.520 --> 00:11:33.120]  他作出了一個比較
[00:11:33.120 --> 00:11:34.960]  他內心很不滿
[00:11:34.960 --> 00:11:37.840]  甚至他很煩躁
[00:11:37.840 --> 00:11:39.760]  他有很多負面的情緒
[00:11:39.760 --> 00:11:42.160]  令他採取了一個行動
[00:11:42.160 --> 00:11:44.440]  他這個行動是做甚麼的呢
[00:11:44.440 --> 00:11:47.240]  他選擇走到耶穌身上
[00:11:47.240 --> 00:11:51.320]  他走到耶穌身上跟耶穌說
[00:11:51.320 --> 00:11:53.520]  他要投訴他妹妹
[00:11:53.520 --> 00:11:54.760]  其實經文裏面
[00:11:54.760 --> 00:11:56.680]  我們在第40字就看到
[00:11:56.680 --> 00:11:59.160]  其實馬大因為很忙碌的工作
[00:11:59.160 --> 00:12:00.600]  他的情緒很激動
[00:12:00.600 --> 00:12:04.480]  所以他覺得只有他一個人
[00:12:04.480 --> 00:12:06.240]  默默地在服侍著主
[00:12:06.240 --> 00:12:08.120]  他那份強烈的孤單感
[00:12:08.120 --> 00:12:11.920]  讓他內心的那種不滿、埋怨充滿了
[00:12:11.920 --> 00:12:15.800]  所以他不單單在投訴瑪利亞
[00:12:15.800 --> 00:12:19.640]  他甚至連耶穌也投訴
[00:12:19.640 --> 00:12:21.120]  我們在看經文裏面
[00:12:21.120 --> 00:12:22.320]  他問耶穌
[00:12:22.320 --> 00:12:24.520]  「你不在意嗎?」
[00:12:24.520 --> 00:12:26.320]  其實這個似乎
[00:12:26.320 --> 00:12:28.840]  馬大整句話的含義是
[00:12:28.840 --> 00:12:31.480]  我自己理解的
[00:12:31.480 --> 00:12:35.120]  主啊,你看不到我一個人很辛苦地工作嗎?
[00:12:35.120 --> 00:12:37.200]  你根本就不在意我
[00:12:37.200 --> 00:12:39.280]  瑪利亞他怎樣?他甚麼都不做
[00:12:39.280 --> 00:12:40.720]  他坐在你身邊
[00:12:40.720 --> 00:12:43.760]  為甚麼他那麼舒服?為甚麼我那麼辛苦?
[00:12:43.760 --> 00:12:47.200]  其實馬大的內心不單單對瑪利亞
[00:12:47.200 --> 00:12:48.600]  他覺得很不滿
[00:12:48.600 --> 00:12:51.520]  他甚至覺得神甚麼都不理他
[00:12:51.520 --> 00:12:52.920]  甚麼都不做
[00:12:52.920 --> 00:12:56.280]  所以他要選擇為自己去發聲
[00:12:56.280 --> 00:12:59.640]  他要跟耶穌作出投訴
[00:12:59.640 --> 00:13:01.520]  我們再看經文
[00:13:01.520 --> 00:13:04.520]  馬大向耶穌發出了一個請求
[00:13:04.520 --> 00:13:07.240]  他說「請吩咐他來幫我」
[00:13:07.240 --> 00:13:08.720]  其實這個吩咐
[00:13:08.720 --> 00:13:11.720]  原文是有命令語氣的動詞
[00:13:11.720 --> 00:13:15.880]  而當由下位向上表達的時候
[00:13:15.880 --> 00:13:19.120]  其實他帶有了一種強烈期望的請求
[00:13:19.120 --> 00:13:22.000]  而命令語氣帶有
[00:13:22.000 --> 00:13:26.520]  要把自己的意思強加在別人身上的表達
[00:13:26.520 --> 00:13:28.640]  即是說這一刻的馬大
[00:13:28.640 --> 00:13:32.000]  他很想把自己的想法加在耶穌身上
[00:13:32.000 --> 00:13:36.520]  他很強烈地期望耶穌按照他的想法去做
[00:13:36.520 --> 00:13:38.600]  馬大雖然此刻
[00:13:38.600 --> 00:13:41.000]  他就在耶穌的身邊
[00:13:41.000 --> 00:13:44.000]  但是他的心卻被拉走了
[00:13:44.000 --> 00:13:46.880]  他的心離耶穌越來越遠
[00:13:46.880 --> 00:13:48.840]  他不單單忘記了
[00:13:48.840 --> 00:13:51.960]  耶穌其實就是他要侍奉的對象
[00:13:51.960 --> 00:13:53.800]  他是要接待耶穌的
[00:13:53.800 --> 00:13:58.480]  但是他不自覺地把自己當作是神
[00:13:58.480 --> 00:14:03.920]  他很想神按照他的想法和心意去做
[00:14:03.920 --> 00:14:05.280]  各位弟弟姐妹
[00:14:05.280 --> 00:14:07.680]  我們在我們的生活當中
[00:14:07.680 --> 00:14:10.240]  例如我們家庭、工作
[00:14:10.240 --> 00:14:13.160]  讀書或是在關係當中
[00:14:13.160 --> 00:14:17.480]  其實我們是不是內心也有很多嘈雜的聲音
[00:14:17.480 --> 00:14:20.720]  而當這些嘈雜的聲音越來越大的時候
[00:14:20.720 --> 00:14:23.520]  我們甚至連神的聲音也聽不到
[00:14:23.520 --> 00:14:26.800]  我們開始對神有很多不滿
[00:14:26.800 --> 00:14:28.720]  我們有很多埋怨
[00:14:28.720 --> 00:14:30.720]  我們和馬大一樣
[00:14:30.720 --> 00:14:33.720]  我們覺得神好像不理我們一樣
[00:14:33.720 --> 00:14:37.640]  其實我們的內心不其然
[00:14:37.640 --> 00:14:43.520]  我們把自己的想法理解神如何在意我們
[00:14:43.520 --> 00:14:50.320]  馬大的選擇是把他的焦點放在很多事上
[00:14:50.320 --> 00:14:56.440]  所以他的選擇為他帶來的就是焦躁、焦慮和煩躁
[00:14:56.440 --> 00:14:58.920]  因為他的心被拉走了
[00:14:58.920 --> 00:15:02.440]  他和神的關係越來越遠
[00:15:02.440 --> 00:15:07.040]  不知道你想不想成為馬大呢?
[00:15:07.560 --> 00:15:09.440]  如果你不想的話
[00:15:09.440 --> 00:15:13.320]  我就想透過接下來要說馬利亞的選擇的時候
[00:15:13.320 --> 00:15:14.880]  希望能夠幫到你
[00:15:14.880 --> 00:15:18.640]  去找出究竟甚麼才是神最在意的東西
[00:15:18.640 --> 00:15:19.280]  馬利亞呢
[00:15:19.280 --> 00:15:20.040]  剛才我說了
[00:15:20.040 --> 00:15:22.040]  其實這件事發生的時候
[00:15:22.040 --> 00:15:24.480]  馬利亞是一直在場的
[00:15:24.480 --> 00:15:26.200]  他坐在哪裏?
[00:15:26.200 --> 00:15:28.200]  他坐在耶穌旁邊
[00:15:28.200 --> 00:15:29.760]  即是說
[00:15:29.760 --> 00:15:33.880]  我相信馬利亞和馬大一起
[00:15:33.880 --> 00:15:36.080]  是在迎接耶穌的
[00:15:36.080 --> 00:15:38.320]  但當耶穌坐下的時候
[00:15:38.320 --> 00:15:42.080]  馬利亞就立刻坐在耶穌旁邊
[00:15:42.080 --> 00:15:43.440]  一直坐在那裏
[00:15:43.440 --> 00:15:45.440]  他在聽耶穌的說道
[00:15:45.440 --> 00:15:50.160]  相信他對姐姐在耶穌面前對他的投訴
[00:15:50.160 --> 00:15:52.160]  沒理由馬利亞聽不到
[00:15:52.160 --> 00:15:55.560]  他完全聽到姐姐對他的投訴
[00:15:55.560 --> 00:16:01.320]  但經文裏沒有記載過馬利亞的任何一句說話
[00:16:01.320 --> 00:16:04.720]  所以其實馬利亞只有一個動作出現過
[00:16:04.720 --> 00:16:08.360]  他就是坐在耶穌腳前聽祂的說道
[00:16:08.360 --> 00:16:10.360]  到這裏
[00:16:10.360 --> 00:16:11.360]  是否即是說
[00:16:11.360 --> 00:16:12.880]  我們應該甚麼都不要做
[00:16:12.880 --> 00:16:15.600]  我們只要坐在這裏聽神的說道就夠了
[00:16:15.600 --> 00:16:17.200]  我們呢
[00:16:17.200 --> 00:16:18.600]  當然不是
[00:16:18.600 --> 00:16:20.520]  我們繼續看看經文裏面
[00:16:20.520 --> 00:16:21.920]  去找找這個答案好不好
[00:16:21.920 --> 00:16:26.480]  耶穌刻意用了許多的事和只有一件事
[00:16:26.480 --> 00:16:28.000]  去作一個對比
[00:16:28.000 --> 00:16:31.040]  其實馬大因為眼前許多的事
[00:16:31.040 --> 00:16:34.240]  令到他內心感覺到很擔憂
[00:16:34.240 --> 00:16:36.240]  他內心感到煩躁不安
[00:16:36.240 --> 00:16:37.240]  心煩意亂
[00:16:37.240 --> 00:16:39.720]  許多許多負面情緒的出現
[00:16:39.720 --> 00:16:41.280]  令到他很暴躁
[00:16:41.280 --> 00:16:44.280]  所以他的心被拉走了
[00:16:44.280 --> 00:16:47.720]  他完全忘記了他侍奉的對象是神
[00:16:47.720 --> 00:16:52.920]  但耶穌強調只有一件事
[00:16:52.920 --> 00:16:56.520]  但他沒有說這件事是甚麼
[00:16:56.520 --> 00:17:01.440]  他只是用了馬利亞的回應
[00:17:01.440 --> 00:17:04.360]  去告訴他這件事是甚麼
[00:17:04.360 --> 00:17:08.160]  他就是說馬利亞已經選擇了上好的福分
[00:17:08.160 --> 00:17:12.320]  耶穌指馬利亞已經選擇了這個
[00:17:12.320 --> 00:17:14.080]  不可以缺少的東西
[00:17:14.080 --> 00:17:16.080]  就是上好的福分
[00:17:16.080 --> 00:17:17.240]  而上好的福分
[00:17:17.240 --> 00:17:19.880]  我們看NET的版本就是最好的部分
