
[00:00:00.000 --> 00:00:04.800]  教會在過去這一年就講以西傑書了
[00:02:41.900 --> 00:02:42.900]  他對我說
[00:02:42.900 --> 00:02:45.900]  人子啊 這是寶座之地
[00:02:45.900 --> 00:02:49.900]  是我腳踏所至之地
[00:02:49.900 --> 00:02:51.900]  我要聚在這裡住
[00:02:51.900 --> 00:02:55.900]  在以色列人中直到永遠
[00:02:55.900 --> 00:02:57.900]  以色列家和他們的君王
[00:02:57.900 --> 00:03:01.900]  必不再沾濡我的性命
[00:03:01.900 --> 00:03:03.900]  就是行尋邪
[00:03:03.900 --> 00:03:08.900]  在石安的高處埋葬他們的君王的屍首
[00:03:08.900 --> 00:03:12.900]  使他們的門禁靠近我的門禁
[00:03:12.900 --> 00:03:16.900]  他們的門框靠近我的門框
[00:03:16.900 --> 00:03:19.900]  他們與我中間緊隔一場
[00:03:19.900 --> 00:03:22.900]  並且行可憎的事
[00:03:22.900 --> 00:03:24.900]  沾污了我的性命
[00:03:24.900 --> 00:03:27.900]  所以我發怒滅絕他們
[00:03:27.900 --> 00:03:30.900]  接著大家讀完下面的九到十二節
[00:03:30.900 --> 00:03:33.900]  現在他們當從我面前
[00:03:33.900 --> 00:03:38.900]  軟弱者入和他們君王的屍首
[00:03:38.900 --> 00:03:42.900]  我就住在他們中間直到永遠
[00:03:42.900 --> 00:03:46.900]  人子啊 你要將這殿指示以色列家
[00:03:46.900 --> 00:03:50.900]  使他們因自己的罪孽受賄
[00:03:50.900 --> 00:03:53.900]  也要他們量辨的尺寸
[00:03:53.900 --> 00:03:57.900]  他們若因自己所行的一切事尋賄
[00:03:57.900 --> 00:04:01.900]  你就將殿的規模 樣式 出入之說
[00:04:01.900 --> 00:04:07.900]  和一切形狀 典章 禮儀 法則指示他們
[00:04:07.900 --> 00:04:09.900]  在他們眼前寫上
[00:04:09.900 --> 00:04:14.900]  召他們遵照殿的一切規模 典章 具作
[00:04:14.900 --> 00:04:17.900]  殿的法則乃是如此
[00:04:17.900 --> 00:04:19.900]  殿在山頂上
[00:04:19.900 --> 00:04:22.900]  四位的全教要成為至聖
[00:04:22.900 --> 00:04:25.900]  這就是殿的法則
[00:04:25.900 --> 00:04:28.900]  好 我們一起先聽由禱告
[00:04:28.900 --> 00:04:30.900]  親愛的天父
[00:04:30.900 --> 00:04:34.900]  當我們在等候再困難的日子
[00:04:34.900 --> 00:04:37.900]  讓我們眼睛單單仰望你
[00:04:37.900 --> 00:04:40.900]  更加在人生跌宕的日子
[00:04:40.900 --> 00:04:42.900]  未來不知前路的如何
[00:04:42.900 --> 00:04:44.900]  走下去的日子裡
[00:04:44.900 --> 00:04:48.900]  讓我們見到上帝你的榮光臨在其中
[00:04:48.900 --> 00:04:50.900]  主啊 讓我們在這個時刻
[00:04:50.900 --> 00:04:53.900]  相信上帝你會帶領我們
[00:04:53.900 --> 00:04:56.900]  我們憑此走上前面的道路
[00:04:56.900 --> 00:04:58.900]  讓聖靈透過你說要引導我們的心
[00:04:58.900 --> 00:04:59.900]  歸向你
[00:04:59.900 --> 00:05:02.900]  禱告奉耶穌名求 阿們
[00:05:02.900 --> 00:05:06.900]  弟兄姊妹 想問一個問題
[00:05:06.900 --> 00:05:08.900]  在你人生裡
[00:05:08.900 --> 00:05:12.900]  等得最久的是什麼呢?
[00:05:12.900 --> 00:05:15.900]  我分享我三個等待的經驗
[00:05:15.900 --> 00:05:17.900]  第一個等待的經驗就是
[00:05:17.900 --> 00:05:19.900]  我記得我中二那年
[00:05:19.900 --> 00:05:20.900]  信耶穌
[00:05:20.900 --> 00:05:23.900]  我做了一個很大膽的禱告
[00:05:23.900 --> 00:05:26.900]  上帝啊 求你給我一個女朋友吧
[00:05:26.900 --> 00:05:29.900]  誰知等了十幾年
[00:05:29.900 --> 00:05:31.900]  幸好不是沒有 也有
[00:05:31.900 --> 00:05:33.900]  然後我第二個禱告
[00:05:33.900 --> 00:05:35.900]  等了很久 等了二十五年
[00:05:35.900 --> 00:05:40.900]  我全家第一個信耶穌
[00:05:40.900 --> 00:05:41.900]  於是我就說
[00:05:41.900 --> 00:05:45.900]  上帝啊 求你帶領我父母信耶穌吧
[00:05:45.900 --> 00:05:47.900]  等了二十五年
[00:05:47.900 --> 00:05:48.900]  差不多二十五年
[00:05:48.900 --> 00:05:50.900]  我記得差不多四分一世紀
[00:05:50.900 --> 00:05:54.900]  我記得那時候大約是一九九九年
[00:05:54.900 --> 00:05:56.900]  那年我爸爸進醫院
[00:05:56.900 --> 00:05:57.900]  他進醫院的時候
[00:05:57.900 --> 00:06:02.900]  他插了天線地線
[00:06:02.900 --> 00:06:06.900]  插了喉 插了一些住食物的東西
[00:06:06.900 --> 00:06:09.900]  他要去廁所
[00:06:09.900 --> 00:06:11.900]  廁所綁著那麼多喉
[00:06:11.900 --> 00:06:13.900]  他就很衝動地把喉都拔掉
[00:06:13.900 --> 00:06:15.900]  那護士看到把喉都拔掉
[00:06:15.900 --> 00:06:18.900]  就綁著他 要他濫片
[00:06:18.900 --> 00:06:20.900]  於是我最記得
[00:06:20.900 --> 00:06:22.900]  當我去醫院探望我爸爸的時候
[00:06:22.900 --> 00:06:24.900]  我爸爸第一件事說
[00:06:24.900 --> 00:06:26.900]  帶我去廁所
[00:06:26.900 --> 00:06:28.900]  他忍了一整天的大便
[00:06:28.900 --> 00:06:31.900]  他又不適應小便
[00:06:31.900 --> 00:06:32.900]  於是我問護士
[00:06:32.900 --> 00:06:35.900]  我扶著他 拖著喉去廁所
[00:06:35.900 --> 00:06:36.900]  可以嗎
[00:06:36.900 --> 00:06:38.900]  她說你陪著他
[00:06:38.900 --> 00:06:39.900]  不要讓他拔喉
[00:06:39.900 --> 00:06:40.900]  我就讓你去
[00:06:40.900 --> 00:06:43.900]  於是我每天帶著我爸爸
[00:06:43.900 --> 00:06:48.900]  拖著點滴 插喉的東西
[00:06:48.900 --> 00:06:49.900]  帶著去廁所
[00:06:49.900 --> 00:06:50.900]  他就可以大便
[00:06:50.900 --> 00:06:51.900]  他大便完之後
[00:06:51.900 --> 00:06:54.900]  她說幫我擦屁股
[00:06:54.900 --> 00:06:56.900]  我當然擦了 因為他沒有手
[00:06:56.900 --> 00:06:57.900]  做不到
[00:06:57.900 --> 00:06:58.900]  我如是者
[00:06:58.900 --> 00:07:01.900]  每天幫他做大便的工作
[00:07:01.900 --> 00:07:03.900]  有一天我就跟爸爸說
[00:07:03.900 --> 00:07:06.900]  爸爸 你年紀都不小了
[00:07:06.900 --> 00:07:10.900]  我很擔心你上不了天堂
[00:07:10.900 --> 00:07:11.900]  我邀請你信耶穌
[00:07:11.900 --> 00:07:12.900]  你信耶穌
[00:07:12.900 --> 00:07:14.900]  我們永遠的永不分離
[00:07:14.900 --> 00:07:16.900]  於是我爸爸點頭
[00:07:16.900 --> 00:07:18.900]  我真的跟他做了決字禱告
[00:07:18.900 --> 00:07:21.900]  然後就大信了
[00:07:21.900 --> 00:07:23.900]  這段時間差不多半年了
[00:07:23.900 --> 00:07:26.900]  半年之後他去世了
[00:07:26.900 --> 00:07:27.900]  在喪禮的時候
[00:07:27.900 --> 00:07:29.900]  之後我媽媽也信了主
[00:07:29.900 --> 00:07:32.900]  我發覺我等了二十多年
[00:07:32.900 --> 00:07:35.900]  我不知道你有沒有這樣的等
[00:07:35.900 --> 00:07:37.900]  過去這三年疫情裡
[00:07:37.900 --> 00:07:39.900]  大家不知道怎樣度過
[00:07:39.900 --> 00:07:41.900]  最初有這個疫情的時候
[00:07:41.900 --> 00:07:44.900]  我們說都不知道什麼時候才完
[00:07:44.900 --> 00:07:46.900]  那時候又要脫口罩
[00:07:46.900 --> 00:07:47.900]  又不能去旅行
[00:07:47.900 --> 00:07:50.900]  那時候我們就要想很多方法
[00:07:50.900 --> 00:07:51.900]  怎樣自保
[00:07:51.900 --> 00:07:54.900]  甚至很多方法重新適應
[00:07:54.900 --> 00:07:55.900]  在三年疫情裡
[00:07:55.900 --> 00:07:59.900]  我發現香港人就發展了兩樣
[00:07:59.900 --> 00:08:00.900]  很重要的東西
[00:08:00.900 --> 00:08:02.900]  就是行山再行山
[00:08:02.900 --> 00:08:04.900]  或者露營車中泊
[00:08:04.900 --> 00:08:08.900]  我記得我團契在這三年疫情裡
[00:08:08.900 --> 00:08:11.900]  我們組織了一隊行山隊
[00:08:11.900 --> 00:08:14.900]  我有幅圖的給大家看一下
[00:08:14.900 --> 00:08:16.900]  我的行山隊
[00:08:16.900 --> 00:08:17.900]  我有空就走走
[00:08:17.900 --> 00:08:19.900]  我們有四個目標
[00:08:19.900 --> 00:08:21.900]  走完香港麥理浩徑
[00:08:21.900 --> 00:08:23.900]  惠逸信徑
[00:08:23.900 --> 00:08:24.900]  港島徑
[00:08:24.900 --> 00:08:27.900]  還有鳳凰徑
[00:08:27.900 --> 00:08:29.900]  這個我拍了照片
[00:08:29.900 --> 00:08:33.900]  我們每次行山拍照
[00:08:33.900 --> 00:08:35.900]  然後我們走到最高的山
[00:08:35.900 --> 00:08:36.900]  鳳凰山
[00:08:36.900 --> 00:08:38.900]  去拍照
[00:08:38.900 --> 00:08:41.900]  這三年我們就透過行山
[00:08:41.900 --> 00:08:42.900]  不能去旅行
[00:08:42.900 --> 00:08:44.900]  就這樣充實一下自己
[00:08:44.900 --> 00:08:47.900]  我不知道這三年你怎樣度過
[00:08:47.900 --> 00:08:49.900]  你等這三年度過的時候
[00:08:49.900 --> 00:08:50.900]  你的心情如何
[00:08:50.900 --> 00:08:53.900]  有什麼力量讓你有力量
[00:08:53.900 --> 00:08:56.900]  熬過這三年呢
[00:08:56.900 --> 00:08:58.900]  今天聖經說到的經文
[00:08:58.900 --> 00:09:01.900]  就是說到當時以色列人被擄
[00:09:01.900 --> 00:09:04.900]  而且先知耶利米就預言了
[00:09:04.900 --> 00:09:05.900]  你們不用擔心
[00:09:05.900 --> 00:09:06.900]  你們會被擄
[00:09:06.900 --> 00:09:09.900]  七十年後必定回歸
[00:09:09.900 --> 00:09:10.900]  哇
[00:09:10.900 --> 00:09:12.900]  七十年
[00:09:12.900 --> 00:09:13.900]  我都死了
[00:09:13.900 --> 00:09:16.900]  可能我兒子都死了
[00:09:16.900 --> 00:09:17.900]  七十年
[00:09:17.900 --> 00:09:18.900]  即是我孫
[00:09:18.900 --> 00:09:20.900]  我兒子都快死了
[00:09:20.900 --> 00:09:22.900]  這幾十年你怎樣等
[00:09:22.900 --> 00:09:24.900]  當時被擄的群體
[00:09:24.900 --> 00:09:26.900]  去到過了幾十年
[00:09:26.900 --> 00:09:27.900]  剛剛這篇經文
[00:09:27.900 --> 00:09:28.900]  是說
[00:09:28.900 --> 00:09:30.900]  剛剛今天讀的經文是43章
[00:09:30.900 --> 00:09:33.900]  40章第一節交代了
[00:09:33.900 --> 00:09:36.900]  我們被擄掠第25年
[00:09:36.900 --> 00:09:37.900]  哇他們很厲害
[00:09:37.900 --> 00:09:39.900]  他們熬了25年
[00:09:39.900 --> 00:09:41.900]  我怎樣熬下去
[00:09:41.900 --> 00:09:44.900]  我憑什麼方法去走前面的路
[00:09:44.900 --> 00:09:46.900]  只有45年過
[00:09:46.900 --> 00:09:49.900]  如果先知耶利米的話是真的
[00:09:49.900 --> 00:09:51.900]  預言是成真的
[00:09:51.900 --> 00:09:53.900]  那這45年怎樣過呢
[00:09:53.900 --> 00:09:56.900]  於是以西傑先知
[00:09:56.900 --> 00:10:00.900]  他就馬上說出兩幅圖畫
[00:10:00.900 --> 00:10:02.900]  就是今天我們會處理的那兩幅圖畫
[00:10:02.900 --> 00:10:05.900]  就是聖殿上帝榮光重臨
[00:10:05.900 --> 00:10:07.900]  第二幅圖畫就是說
[00:10:07.900 --> 00:10:13.900]  這個聖殿流出活水兩幅圖畫
[00:10:13.900 --> 00:10:16.900]  成為我們今天怎樣走下去的圖像
[00:10:16.900 --> 00:10:18.900]  意象方向
[00:10:18.900 --> 00:10:20.900]  為什麼這幾幅圖畫
[00:10:20.900 --> 00:10:22.900]  這幾幅圖像成為了幫助呢
[00:10:22.900 --> 00:10:24.900]  我們看下去
[00:10:24.900 --> 00:10:29.900]  曾經有心理學家維多克·法蘭克這樣說
[00:10:29.900 --> 00:10:31.900]  他發明了一個意義治療法
[00:10:31.900 --> 00:10:33.900]  什麼叫意義治療法呢
[00:10:33.900 --> 00:10:34.900]  在困境當中
[00:10:34.900 --> 00:10:36.900]  你思想裏面
[00:10:36.900 --> 00:10:38.900]  有些未來的遠景
[00:10:38.900 --> 00:10:40.900]  你成為今天生存的力量
[00:10:40.900 --> 00:10:45.900]  你知道法蘭克這位猶太人
[00:10:45.900 --> 00:10:48.900]  他曾經在納粹集中營住過
[00:10:48.900 --> 00:10:51.900]  在集中營裏面他有觀察過
[00:10:51.900 --> 00:10:53.900]  他發現有些人很容易死的
[00:10:53.900 --> 00:10:54.900]  很容易倒的
[00:10:54.900 --> 00:10:56.900]  有些人很堅強的
[00:10:56.900 --> 00:10:57.900]  為什麼呢
[00:10:57.900 --> 00:10:59.900]  發現原來他有沒有期望
[00:10:59.900 --> 00:11:01.900]  有沒有盼望在未來
[00:11:01.900 --> 00:11:03.900]  譬如有一個媽媽
[00:11:03.900 --> 00:11:06.900]  她想著她在集中營之外的兒子
[00:11:06.900 --> 00:11:08.900]  我一定要捱下去
[00:11:08.900 --> 00:11:12.900]  讓我有條命出來照顧兒子
[00:11:12.900 --> 00:11:14.900]  因為這樣她就堅強很多
[00:11:14.900 --> 00:11:16.900]  有些沒有盼望
[00:11:16.900 --> 00:11:17.900]  無所事事
[00:11:17.900 --> 00:11:18.900]  沒有方向的時候
[00:11:18.900 --> 00:11:20.900]  就很快被隨流失去
[00:11:20.900 --> 00:11:22.900]  所以我就問捱下去的背後
[00:11:22.900 --> 00:11:24.900]  你是否有意義
[00:11:24.900 --> 00:11:26.900]  我心想在座有沒有人
[00:11:26.900 --> 00:11:28.900]  懷孕過生孩子的
[00:11:28.900 --> 00:11:30.900]  有的舉起手
[00:11:30.900 --> 00:11:31.900]  有吧
[00:11:31.900 --> 00:11:33.900]  你生孩子你懷孕是否辛苦
[00:11:33.900 --> 00:11:35.900]  辛苦
[00:11:35.900 --> 00:11:37.900]  我老婆有齊三個疾點
[00:11:37.900 --> 00:11:38.900]  什麼
[00:11:38.900 --> 00:11:39.900]  嘔
[00:11:39.900 --> 00:11:40.900]  癢
[00:11:40.900 --> 00:11:41.900]  腰骨痛
[00:11:41.900 --> 00:11:43.900]  三大要素
[00:11:43.900 --> 00:11:44.900]  後來呢
[00:11:44.900 --> 00:11:46.900]  為什麼她願意懷孕
[00:11:46.900 --> 00:11:49.900]  因為願意見到小生命的出世
[00:11:49.900 --> 00:11:50.900]  你找到意義
[00:11:50.900 --> 00:11:52.900]  你不怕受苦的
[00:11:52.900 --> 00:11:55.900]  於是才知道二世傑
[00:11:55.900 --> 00:11:57.900]  他就在這裏告訴我們
[00:11:57.900 --> 00:11:59.900]  我們有兩個生命的意義
[00:11:59.900 --> 00:12:01.900]  去走前面的道路
[00:12:01.900 --> 00:12:04.900]  首先他第一個圖畫就是說
[00:12:04.900 --> 00:12:07.900]  上帝的榮光會重臨聖殿
[00:12:07.900 --> 00:12:11.900]  特別在第四十三章第五節這樣說
[00:12:11.900 --> 00:12:12.900]  靈將我舉起
[00:12:12.900 --> 00:12:15.900]  帶入內縣不寮
[00:12:15.900 --> 00:12:19.900]  而禍的榮光充滿了電
[00:12:19.900 --> 00:12:20.900]  你要記住
[00:12:20.900 --> 00:12:21.900]  說這句話
[00:12:21.900 --> 00:12:23.900]  背後一定有它的原因
[00:12:23.900 --> 00:12:25.900]  和有些動力
[00:12:25.900 --> 00:12:26.900]  記住
[00:12:26.900 --> 00:12:27.900]  在以色列來說
[00:12:27.900 --> 00:12:29.900]  榮光臨到
[00:12:29.900 --> 00:12:32.900]  是代表上帝同在的記號
[00:12:32.900 --> 00:12:33.900]  當日他們在曠野
[00:12:33.900 --> 00:12:35.900]  興建了一個會幕
[00:12:35.900 --> 00:12:37.900]  聖經初一及記記載
[00:12:37.900 --> 00:12:39.900]  會幕興建好之後
[00:12:39.900 --> 00:12:42.900]  上帝榮光臨到會幕當中
[00:12:42.900 --> 00:12:45.900]  後來所羅門獻聖殿的時候
[00:12:45.900 --> 00:12:46.900]  聖經怎樣記載
[00:12:46.900 --> 00:12:50.900]  也是上帝的榮光充滿了電
[00:12:50.900 --> 00:12:54.900]  原來當榮光臨在
[00:12:54.900 --> 00:12:57.900]  就代表上帝同在的意思
[00:12:57.900 --> 00:12:59.900]  所以你這樣說
[00:12:59.900 --> 00:13:00.900]  上帝創天造地
[00:13:00.900 --> 00:13:02.900]  為什麼會在人的殿那裏
[00:13:02.900 --> 00:13:04.900]  為什麼要榮光臨在
[00:13:04.900 --> 00:13:06.900]  其實是讓我們看到
[00:13:06.900 --> 00:13:10.900]  上帝與我們同在的提醒
[00:13:10.900 --> 00:13:11.900]  或者記號
[00:13:11.900 --> 00:13:13.900]  或者安慰
[00:13:13.900 --> 00:13:18.900]  小弟有時幫老人家拆偶像
[00:13:18.900 --> 00:13:22.900]  拆偶像通常有三個步驟去做
[00:13:22.900 --> 00:13:23.900]  第一步驟
[00:13:23.900 --> 00:13:26.900]  我說偶像你們老人家不要自己拆
[00:13:26.900 --> 00:13:28.900]  讓我們傳道人做
[00:13:28.900 --> 00:13:29.900]  專業人士去做
[00:13:29.900 --> 00:13:33.900]  因為免得拆了之後自己內疚
[00:13:33.900 --> 00:13:35.900]  有些人拆完偶像之後
[00:13:35.900 --> 00:13:36.900]  晚上肚子痛
[00:13:36.900 --> 00:13:39.900]  不知道是不是偶像罰我
[00:13:39.900 --> 00:13:42.900]  有這樣的情景
[00:13:42.900 --> 00:13:43.900]  他說不用了
[00:13:43.900 --> 00:13:44.900]  我們專業人士做
[00:13:44.900 --> 00:13:46.900]  我們熟齡的尿仔部去處理
[00:13:46.900 --> 00:13:48.900]  拆完偶像之後
[00:13:48.900 --> 00:13:49.900]  第二件事
[00:13:49.900 --> 00:13:51.900]  我又將偶像怎樣
[00:13:51.900 --> 00:13:53.900]  不要讓他扔
[00:13:53.900 --> 00:13:54.900]  自己扔
[00:13:54.900 --> 00:13:57.900]  扔到找不到的地方
[00:13:57.900 --> 00:13:59.900]  因為我見過個案
[00:13:59.900 --> 00:14:03.900]  有些扔到門口的垃圾房
[00:14:03.900 --> 00:14:05.900]  晚上老人家很混亂
[00:14:05.900 --> 00:14:07.900]  把偶像放回去
[00:14:07.900 --> 00:14:09.900]  還要打爛
[00:14:09.900 --> 00:14:13.900]  所以讓我扔到找不到的地方
[00:14:13.900 --> 00:14:15.900]  第三件事
[00:14:15.900 --> 00:14:17.900]  我會給十字架
[00:14:17.900 --> 00:14:20.900]  或者基督是我的支柱派給他
[00:14:20.900 --> 00:14:21.900]  然後我會提醒
[00:14:21.900 --> 00:14:24.900]  這個十字架沒有任何法力
[00:14:24.900 --> 00:14:26.900]  你不要看吸血殭屍片
[00:14:26.900 --> 00:14:28.900]  十字架扯著就可以了
[00:14:28.900 --> 00:14:29.900]  是沒有任何法力
[00:14:29.900 --> 00:14:31.900]  只不過提醒一件事
[00:14:31.900 --> 00:14:34.900]  耶穌與你同在
[00:14:34.900 --> 00:14:35.900]  耶穌大力
[00:14:35.900 --> 00:14:39.900]  耶穌已經是現在的主了
[00:14:39.900 --> 00:14:40.900]  沒有法力
[00:14:40.900 --> 00:14:42.900]  但提醒你
[00:14:42.900 --> 00:14:44.900]  上帝榮光臨到其實就是這個意思
[00:14:44.900 --> 00:14:46.900]  上帝告訴你
[00:14:46.900 --> 00:14:48.900]  我沒有離開過你
[00:14:48.900 --> 00:14:49.900]  我一直看著你的
[00:14:49.900 --> 00:14:52.900]  我一直與你同在
[00:14:52.900 --> 00:14:55.900]  這個是人最大的安慰
[00:14:55.900 --> 00:14:58.900]  在以西傑書一個很特別的圖畫
[00:14:58.900 --> 00:15:00.900]  甚至一個很重要的主題
[00:15:00.900 --> 00:15:03.900]  就是耶和華榮光這個主題
[00:15:03.900 --> 00:15:05.900]  想想從第一章開始
[00:15:05.900 --> 00:15:06.900]  以西傑書是怎樣開始的
[00:15:06.900 --> 00:15:08.900]  以西傑秘魯的行程裏面
[00:15:08.900 --> 00:15:12.900]  在加巴魯河邊見到耶和華榮光
[00:15:12.900 --> 00:15:16.900]  為什麼在巴比隆外邦之地見到耶和華榮光呢
[00:15:16.900 --> 00:15:19.900]  耶和華榮光不是在聖殿裏面嗎
[00:15:19.900 --> 00:15:21.900]  為什麼在外邦城市見到它呢
[00:15:21.900 --> 00:15:23.900]  見到耶和華榮光呢
[00:15:23.900 --> 00:15:25.900]  最恐怖的地方
[00:15:25.900 --> 00:15:27.900]  在第九章、第十章、第十一章
[00:15:27.900 --> 00:15:29.900]  他講出三個圖畫
[00:15:29.900 --> 00:15:31.900]  是令人心寒的圖畫
[00:15:31.900 --> 00:15:37.900]  在第九章見到耶和華榮光離開以色列文
[00:15:37.900 --> 00:15:40.900]  他見到榮光由基路伯
[00:15:40.900 --> 00:15:45.900]  即是上面天使的守護像
[00:15:45.900 --> 00:15:48.900]  由基路伯離開約瑰
[00:15:48.900 --> 00:15:51.900]  去到聖殿的門監
[00:15:51.900 --> 00:15:53.900]  然後在第十章就說
[00:15:53.900 --> 00:15:58.900]  由這個聖殿門監升到聖門監之上
[00:15:58.900 --> 00:16:00.900]  逐步逐步離開
[00:16:00.900 --> 00:16:02.900]  然後在第十章就說
[00:16:02.900 --> 00:16:05.900]  耶和華榮光離開這個聖殿
[00:16:05.900 --> 00:16:08.900]  去到東門口那裏
[00:16:08.900 --> 00:16:10.900]  然後第十一章就說
[00:16:10.900 --> 00:16:12.900]  耶和華榮光離開了聖殿
[00:16:12.900 --> 00:16:16.900]  去到城東的山上
[00:16:16.900 --> 00:16:18.900]  原來你看整個以西傑書
[00:16:18.900 --> 00:16:20.900]  是一個很重要的主題
[00:16:20.900 --> 00:16:25.900]  就是耶和華榮光離開以色列文
[00:16:25.900 --> 00:16:27.900]  在這裏我們看出兩件事
[00:16:27.900 --> 00:16:29.900]  特別留意的
[00:16:29.900 --> 00:16:32.900]  上帝的榮光離開是怎樣的?
[00:16:32.900 --> 00:16:35.900]  一步一步離開
[00:16:35.900 --> 00:16:37.900]  一步一步離開是說甚麼?
[00:16:37.900 --> 00:16:39.900]  上帝依依不捨
[00:16:39.900 --> 00:16:42.900]  就好像你和你女朋友說分手
[00:16:42.900 --> 00:16:44.900]  我們分手吧
[00:16:44.900 --> 00:16:45.900]  不要啦不要啦
[00:16:45.900 --> 00:16:46.900]  再次分手吧
[00:16:46.900 --> 00:16:48.900]  不要啦不要啦
[00:16:48.900 --> 00:16:49.900]  分手吧
[00:16:49.900 --> 00:16:50.900]  不要啦不要啦
[00:16:50.900 --> 00:16:53.900]  就是那種鬥鬥纏纏
[00:16:53.900 --> 00:16:55.900]  很不捨得
[00:16:55.900 --> 00:16:56.900]  那也是一樣
[00:16:56.900 --> 00:16:57.900]  上帝很多時候
[00:16:57.900 --> 00:16:59.900]  好像這個情人一樣
[00:16:59.900 --> 00:17:01.900]  或者這個太太一樣
[00:17:01.900 --> 00:17:02.900]  受不了你
[00:17:02.900 --> 00:17:03.900]  你到處去
[00:17:03.900 --> 00:17:04.900]  你整天去鬼混
[00:17:04.900 --> 00:17:06.900]  我要離婚了
[00:17:06.900 --> 00:17:08.900]  但他有時候心軟
[00:17:08.900 --> 00:17:09.900]  多番多次提醒
[00:17:09.900 --> 00:17:11.900]  你離開罪吧離開罪吧
[00:17:11.900 --> 00:17:14.900]  但以色列人不肯離開罪
[00:17:14.900 --> 00:17:18.900]  於是一步一步一步離開
[00:17:18.900 --> 00:17:20.900]  大家聽過以下的故事嗎?
