
[00:00:00.000 --> 00:00:03.960]  今天是第四子行主日
[00:03:27.840 --> 00:03:29.880]  我們很想透過撒加利亞書
[00:03:29.880 --> 00:03:32.080]  讓我們一群跟隨主的人
[00:03:32.080 --> 00:03:35.040]  能夠看見神的慈愛和大能
[00:03:35.040 --> 00:03:36.840]  讓我們先來禱告
[00:03:36.840 --> 00:03:43.240]  真正的天父
[00:03:43.240 --> 00:03:44.520]  萬有的主
[00:03:44.520 --> 00:03:46.920]  祢的慈愛尚及諸天
[00:03:46.920 --> 00:03:49.280]  祢的信實達到窮倉
[00:03:49.280 --> 00:03:51.920]  今日我們一群屬神的兒女
[00:03:51.920 --> 00:03:53.520]  聚集在祢的面前
[00:03:53.520 --> 00:03:55.920]  求真理的聖靈引導我們
[00:03:55.920 --> 00:03:57.920]  賜我們有柔軟的心
[00:03:57.920 --> 00:03:59.520]  聽到祢的話
[00:03:59.520 --> 00:04:00.920]  就樂意進行
[00:04:00.920 --> 00:04:03.040]  燃點我們的生命
[00:04:03.040 --> 00:04:07.160]  活出一個祢一早預定的風聲
[00:04:07.160 --> 00:04:09.800]  奉耶穌基督得勝的明智祈求
[00:04:09.800 --> 00:04:10.800]  阿們
[00:04:10.800 --> 00:04:13.120]  弟兄姊妹想問問大家
[00:04:13.120 --> 00:04:16.480]  有沒有試過放完長假之後
[00:04:16.480 --> 00:04:20.320]  第二天上班的心情總是沒有什麼氣氛的?
[00:04:20.320 --> 00:04:22.320]  有沒有試過這樣的弟兄姊妹?
[00:04:22.320 --> 00:04:23.840]  放完長假
[00:04:23.840 --> 00:04:28.600]  大家舉高一點點也不怕
[00:04:28.600 --> 00:04:30.360]  沒有錄影你們的
[00:04:30.360 --> 00:04:33.360]  很欣賞你們這麼真誠的表達
[00:04:33.360 --> 00:04:34.160]  嗯
[00:04:34.160 --> 00:04:35.320]  是的
[00:04:35.320 --> 00:04:36.680]  放完長假之後
[00:04:36.680 --> 00:04:37.600]  第二天上班
[00:04:37.600 --> 00:04:39.640]  心情總是差一點點
[00:04:39.640 --> 00:04:40.960]  有時候也不是差一點點
[00:04:40.960 --> 00:04:41.960]  是差很多很多的
[00:04:41.960 --> 00:04:46.360]  不僅心情不是太好這麼簡單
[00:04:46.360 --> 00:04:49.680]  而是感受到一股無形的壓力
[00:04:49.680 --> 00:04:51.520]  揮之不去的沮喪
[00:04:51.520 --> 00:04:54.600]  又要等一段時間才可以再放假
[00:04:54.600 --> 00:04:56.360]  不知道是不是你的心情
[00:04:56.360 --> 00:04:58.520]  通常就是放完假
[00:04:58.520 --> 00:05:01.360]  一回公司開著電腦
[00:05:01.360 --> 00:05:04.120]  有幾十個電郵湧出來
[00:05:04.120 --> 00:05:05.720]  等著你回覆
[00:05:05.720 --> 00:05:07.560]  又或者放完長假之後
[00:05:07.560 --> 00:05:10.360]  有幾個大項目要跟進
[00:05:10.360 --> 00:05:13.800]  又或者更加笨拙的就是
[00:05:13.800 --> 00:05:15.480]  那些放了假
[00:05:15.480 --> 00:05:18.480]  扔下了的客戶
[00:05:18.480 --> 00:05:21.280]  很不容易又被他們找到我們了
[00:05:21.280 --> 00:05:23.440]  心情又怎麼可以開朗呢?
[00:05:23.440 --> 00:05:26.480]  唯有等下一次放假的機會
[00:05:26.480 --> 00:05:28.480]  不知道從什麼時候開始
[00:05:28.480 --> 00:05:31.120]  上班這種活動
[00:05:31.120 --> 00:05:31.720]  是的
[00:05:31.720 --> 00:05:33.560]  令我們又愛又恨
[00:05:33.560 --> 00:05:35.800]  沒有工作我們就很不滿
[00:05:35.800 --> 00:05:37.040]  沒有收入
[00:05:37.040 --> 00:05:38.640]  只不過有工作
[00:05:38.640 --> 00:05:41.520]  又不等於我們很開心和很滿足
[00:05:41.520 --> 00:05:45.200]  我還記得以前我們讀大學的時候
[00:05:45.200 --> 00:05:46.200]  有一個同學
[00:05:46.200 --> 00:05:50.000]  他讀書的時候就非常熱心傳福音
[00:05:50.000 --> 00:05:52.360]  甚至那種熱情
[00:05:52.360 --> 00:05:54.440]  有時候其他同學
[00:05:54.440 --> 00:05:56.360]  看到他就掉頭走
[00:05:56.360 --> 00:05:57.320]  背後就叫
[00:05:57.320 --> 00:05:58.120]  耶穌佬
[00:05:58.120 --> 00:05:59.080]  我們快點走
[00:05:59.080 --> 00:05:59.920]  我們沒什麼時間
[00:05:59.920 --> 00:06:01.160]  我們要吃東西
[00:06:01.160 --> 00:06:03.720]  只不過出來工作之後
[00:06:03.720 --> 00:06:07.880]  這個舊同學就不同了
[00:06:07.880 --> 00:06:10.760]  他在大學群組的資訊
[00:06:10.760 --> 00:06:13.960]  已經從耶穌佬變成放假王
[00:06:13.960 --> 00:06:15.320]  新的綽號
[00:06:15.320 --> 00:06:16.040]  為什麼呢?
[00:06:16.040 --> 00:06:20.480]  因為他能夠很快地將全年的公眾假期
[00:06:20.480 --> 00:06:21.240]  在哪一天
[00:06:21.240 --> 00:06:23.760]  就馬上告訴大家
[00:06:23.760 --> 00:06:25.760]  問問大家
[00:06:25.760 --> 00:06:28.760]  你們知不知道每年多少月
[00:06:28.760 --> 00:06:32.680]  政府就會公佈下一個年度的公眾假期
[00:06:32.680 --> 00:06:35.800]  知不知道哪個月份?
[00:06:35.800 --> 00:06:37.000]  十月
[00:06:37.000 --> 00:06:39.000]  你應該是不知道的那個了
[00:06:39.000 --> 00:06:44.800]  我這個大學同學放假王就很清楚了
[00:06:44.800 --> 00:06:48.000]  他每年五月
[00:06:48.000 --> 00:06:50.160]  在五月就告訴大家
[00:06:50.160 --> 00:06:51.240]  政府公佈
[00:06:51.240 --> 00:06:53.640]  下一年度的公眾假期表
[00:06:53.640 --> 00:06:56.160]  他馬上截圖
[00:06:56.160 --> 00:06:59.400]  發訊息給大家知道
[00:06:59.400 --> 00:07:00.560]  不僅如此
[00:07:00.560 --> 00:07:02.840]  他很疼我們
[00:07:02.840 --> 00:07:03.960]  為什麼這麼疼呢?
[00:07:03.960 --> 00:07:05.840]  就是這個放假王
[00:07:05.840 --> 00:07:09.360]  他會在群組收集一些資料
[00:07:09.360 --> 00:07:11.040]  好像這張圖一樣
[00:07:11.040 --> 00:07:14.280]  就會給大家一個好消息
[00:07:14.280 --> 00:07:16.600]  特別是你在上班的時候
[00:07:16.600 --> 00:07:20.040]  早上有些悶氣
[00:07:20.040 --> 00:07:21.400]  很沮喪
[00:07:21.400 --> 00:07:23.840]  就收到這個
[00:07:23.840 --> 00:07:25.840]  馬上為之精神一振
[00:07:25.840 --> 00:07:27.320]  很棒
[00:07:27.320 --> 00:07:28.680]  這個叫做什麼呢?
[00:07:28.680 --> 00:07:31.400]  2025的請假攻略
[00:07:31.400 --> 00:07:33.160]  就是很開心
[00:07:33.160 --> 00:07:34.240]  原來農曆年
[00:07:34.240 --> 00:07:35.040]  這個是真的
[00:07:35.040 --> 00:07:35.720]  不是假的
[00:07:35.720 --> 00:07:38.680]  這個是2025年
[00:07:38.680 --> 00:07:39.880]  請兩天
[00:07:39.880 --> 00:07:40.600]  就怎樣呢?
[00:07:40.600 --> 00:07:41.560]  放九天
[00:07:41.560 --> 00:07:42.080]  是的
[00:07:42.080 --> 00:07:43.800]  農曆年
[00:07:43.800 --> 00:07:45.400]  大家記住了
[00:07:45.400 --> 00:07:49.360]  清明節就請四天
[00:07:49.360 --> 00:07:50.560]  又可以放九天
[00:07:50.560 --> 00:07:51.840]  很開心
[00:07:51.840 --> 00:07:54.200]  是不是?
[00:07:54.200 --> 00:07:56.320]  這個弟兄
[00:07:56.320 --> 00:08:01.680]  很喜歡發放這麼正面的消息給我們
[00:08:01.680 --> 00:08:04.240]  讓正在上班的朋友
[00:08:04.240 --> 00:08:07.320]  都有一些盼望
[00:08:07.320 --> 00:08:08.800]  這個舊同學
[00:08:08.800 --> 00:08:10.440]  我們出來相聚的時候
[00:08:10.440 --> 00:08:12.360]  他就跟我們說
[00:08:12.360 --> 00:08:15.440]  一上班就想放假了
[00:08:15.440 --> 00:08:17.040]  所以我們看到
[00:08:17.040 --> 00:08:18.520]  這個是放假王
[00:08:18.520 --> 00:08:19.720]  他就分享
[00:08:19.720 --> 00:08:21.080]  這個同學就說
[00:08:21.080 --> 00:08:24.520]  其實我現在在這家公司做了十年
[00:08:24.520 --> 00:08:26.440]  我就很好奇地問
[00:08:26.440 --> 00:08:28.560]  既然你一上班就想放假
[00:08:28.560 --> 00:08:31.640]  不如辭工或者轉工
[00:08:31.640 --> 00:08:33.800]  他就說
[00:08:33.800 --> 00:08:35.120]  其實轉又怎樣呢?
[00:08:35.120 --> 00:08:36.920]  道道都差不多
[00:08:36.920 --> 00:08:38.880]  以前畢業沒多久就想想
[00:08:38.880 --> 00:08:40.000]  什麼工作理想
[00:08:40.000 --> 00:08:41.080]  發揮所長
[00:08:41.080 --> 00:08:42.640]  但日子久了
[00:08:42.640 --> 00:08:44.640]  發覺其實不是這樣的
[00:08:44.640 --> 00:08:45.960]  世界不是這樣的
[00:08:45.960 --> 00:08:47.280]  你以為做多一點
[00:08:47.280 --> 00:08:48.440]  給多一點建議
[00:08:48.440 --> 00:08:49.920]  人家會欣賞你
[00:08:49.920 --> 00:08:51.200]  同事反而覺得
[00:08:51.200 --> 00:08:52.120]  你搞這麼多東西
[00:08:52.120 --> 00:08:53.320]  都不知道要賭什麼
[00:08:53.320 --> 00:08:54.160]  對老闆
[00:08:54.160 --> 00:08:54.880]  他是怎樣的呢?
[00:08:54.880 --> 00:08:56.800]  老闆就說
[00:08:56.800 --> 00:08:58.240]  老闆沒有提的
[00:08:58.240 --> 00:08:59.640]  千萬不要做
[00:08:59.640 --> 00:09:01.360]  老闆提的
[00:09:01.360 --> 00:09:03.520]  就按照以前的做法
[00:09:03.520 --> 00:09:05.920]  就沒有錯了
[00:09:05.920 --> 00:09:08.680]  這位舊同學總結他過去
[00:09:08.680 --> 00:09:10.560]  二十多年的工作生涯
[00:09:10.560 --> 00:09:12.320]  他就很感嘆說
[00:09:12.320 --> 00:09:14.040]  其實都算是這樣
[00:09:14.040 --> 00:09:15.880]  每個月有薪水出
[00:09:15.880 --> 00:09:18.160]  又有二十天年假
[00:09:18.160 --> 00:09:19.800]  加上我這個放假王表
[00:09:19.800 --> 00:09:20.600]  真是不得了
[00:09:20.600 --> 00:09:21.840]  你還想怎樣呢?
[00:09:21.840 --> 00:09:23.560]  難道現在還要像以前一樣
[00:09:23.560 --> 00:09:25.400]  說什麼工作意義
[00:09:25.400 --> 00:09:28.120]  要開飯的
[00:09:28.120 --> 00:09:29.400]  頂姐妹
[00:09:29.400 --> 00:09:30.720]  我想問問大家
[00:09:30.720 --> 00:09:32.440]  這樣上班下去
[00:09:32.440 --> 00:09:33.720]  有時候都很無奈
[00:09:33.720 --> 00:09:34.720]  是不是?
[00:09:34.720 --> 00:09:36.440]  難道這樣上班
[00:09:36.440 --> 00:09:38.440]  上到退休為止
[00:09:38.440 --> 00:09:41.720]  如果人生失去了夢想
[00:09:41.720 --> 00:09:46.720]  試問和鹹魚有什麼分別呢?
[00:09:46.720 --> 00:09:47.960]  可能他要改名
[00:09:47.960 --> 00:09:49.200]  從放假王
[00:09:49.200 --> 00:09:50.400]  耶穌老
[00:09:50.400 --> 00:09:51.520]  放假王
[00:09:51.520 --> 00:09:53.320]  就變成鹹魚了
[00:09:53.320 --> 00:09:55.520]  同樣今天我們要看的
[00:09:55.520 --> 00:09:56.880]  撒加利亞書裡頭
[00:09:56.880 --> 00:10:01.680]  在這群被擄回歸的以色列漁民
[00:10:01.680 --> 00:10:04.120]  失去了夢想和未來
[00:10:04.120 --> 00:10:07.520]  每天過著一些形形異異的生活
[00:10:07.520 --> 00:10:11.040]  以色列國從大衛和所羅門之後
[00:10:11.040 --> 00:10:12.680]  角力就日衰
[00:10:12.680 --> 00:10:14.320]  因為上至帝王
[00:10:14.320 --> 00:10:16.000]  下至平民百姓
[00:10:16.000 --> 00:10:18.480]  漸漸都遠離神
[00:10:18.480 --> 00:10:20.280]  以致後來一分為二
[00:10:20.280 --> 00:10:21.480]  變成兩個國家
[00:10:21.480 --> 00:10:23.600]  分別是北面的以色列國
[00:10:23.600 --> 00:10:26.080]  和南面的猶大國
[00:10:26.080 --> 00:10:28.360]  不過後來被亞述所滅
[00:10:28.360 --> 00:10:31.080]  大概在二百年左右
[00:10:31.080 --> 00:10:34.360]  南國猶大也被巴比倫所滅
[00:10:34.360 --> 00:10:36.960]  以色列人開始了七十年
[00:10:36.960 --> 00:10:39.320]  被迷路的亡國生涯
[00:10:39.320 --> 00:10:41.720]  直至公元五三六年
[00:10:41.720 --> 00:10:45.280]  波斯王下詔允許猶太人
[00:10:45.280 --> 00:10:46.920]  終於可以回到
[00:10:46.920 --> 00:10:49.520]  闊別了七十年的耶路撒冷
[00:10:49.520 --> 00:10:52.920]  當時回歸大概有四萬多人
[00:10:52.920 --> 00:10:54.720]  願意回到家鄉
[00:10:54.720 --> 00:10:57.400]  當然回到家鄉的首要大事
[00:10:57.400 --> 00:10:59.160]  就是重建聖殿
[00:10:59.160 --> 00:11:01.400]  因為聖殿就是
[00:11:01.400 --> 00:11:03.920]  以色列人的敬拜中心
[00:11:03.920 --> 00:11:06.200]  這班被迷路的猶太人
[00:11:06.200 --> 00:11:09.240]  在第二年,即是公元五三六年
[00:11:09.240 --> 00:11:10.840]  就已經完成了
[00:11:10.840 --> 00:11:13.400]  聖殿的地基工程
[00:11:13.400 --> 00:11:16.120]  但是他們不知不覺間
[00:11:16.120 --> 00:11:17.520]  就放慢了手腳
[00:11:17.520 --> 00:11:19.480]  最後都停了工
[00:11:19.480 --> 00:11:21.920]  足足停了十六年這麼久
[00:11:21.920 --> 00:11:23.640]  在重建聖殿的過程
[00:11:23.640 --> 00:11:26.440]  當然會遇到大大小小的困難
[00:11:26.440 --> 00:11:29.360]  只不過各自工程的主要原因
[00:11:29.360 --> 00:11:32.400]  他們將焦點從神的身上
[00:11:32.400 --> 00:11:34.440]  轉移到自己的需要
[00:11:34.440 --> 00:11:37.920]  聖殿不再是他們生命的核心
[00:11:37.920 --> 00:11:40.680]  反而他們想自己的事
[00:11:40.680 --> 00:11:43.320]  變得更加重要
[00:11:43.320 --> 00:11:46.200]  神的心意不再是最優先
[00:11:46.200 --> 00:11:47.760]  他們優先考慮的是
[00:11:47.760 --> 00:11:49.960]  自身利益和權利
[00:11:49.960 --> 00:11:52.520]  慢慢他們的屬靈狀況
[00:11:52.520 --> 00:11:54.160]  就開始走下坡
[00:11:54.160 --> 00:11:56.280]  神的工作變得不重要
[00:11:56.280 --> 00:12:00.400]  甚至要各自執行建築工程
[00:12:00.400 --> 00:12:03.920]  對於這班被迷路歸回的子民來說
[00:12:03.920 --> 00:12:05.400]  不建聖殿住
[00:12:05.400 --> 00:12:07.640]  其實也不是很大不了
[00:12:07.640 --> 00:12:11.360]  當然表面上他們都有敬拜的生活
[00:12:11.360 --> 00:12:15.640]  但是信仰的實質已經蕩然無存
[00:12:15.640 --> 00:12:16.720]  雖然如此
[00:12:16.720 --> 00:12:20.480]  信實的上帝仍然沒有放棄屬祂的子民
[00:12:20.480 --> 00:12:23.800]  在工程停頓了十六年之後
[00:12:23.800 --> 00:12:25.680]  就是大利烏王第二年
[00:12:25.680 --> 00:12:27.880]  即是公元520年
[00:12:27.880 --> 00:12:30.480]  神興起了兩位先知
[00:12:30.480 --> 00:12:31.880]  去鼓勵他們
[00:12:31.880 --> 00:12:35.280]  勸他們要重拾聖殿工程
[00:12:35.280 --> 00:12:40.000]  將生命的焦點再次放回上帝的身上
[00:12:40.000 --> 00:12:45.880]  首先出來宣講就是「先知下蓋」
[00:12:45.880 --> 00:12:49.880]  耶和華的話籍「下蓋先知傳講」說
[00:12:49.880 --> 00:12:54.680]  「這殿荒涼,你們自己還住天花板的房屋」
[00:12:54.680 --> 00:12:57.560]  「現在萬軍的耶和華說」
[00:12:57.560 --> 00:13:00.160]  「你要審查自己的行為」
[00:13:00.160 --> 00:13:02.760]  天花板聽起來
[00:13:02.760 --> 00:13:04.600]  其實他們也住天花板房屋
[00:13:04.600 --> 00:13:07.080]  就像板間房一樣
[00:13:07.080 --> 00:13:08.680]  也不是很離譜
[00:13:08.680 --> 00:13:09.760]  也要罵
[00:13:09.760 --> 00:13:10.920]  其實不是
[00:13:10.920 --> 00:13:14.200]  天花板這裡指的是有蓋頂的房屋
[00:13:14.200 --> 00:13:16.520]  而這個字專用來
[00:13:16.520 --> 00:13:20.440]  在鎖羅門用香柏木去遮蓋聖殿
[00:13:20.440 --> 00:13:24.040]  和皇宮屋頂的用材
[00:13:24.040 --> 00:13:28.440]  可見當時這種天花板的裝修
[00:13:28.440 --> 00:13:30.640]  其實是昂貴和豪華
[00:13:30.640 --> 00:13:34.120]  而不是一般老百姓能夠負擔得來
[00:13:34.120 --> 00:13:35.840]  「下蓋先知」警告百姓
[00:13:35.840 --> 00:13:37.920]  要體重上帝的家
[00:13:37.920 --> 00:13:39.840]  多過自己的家
[00:13:39.840 --> 00:13:42.720]  百姓任由上帝的家荒涼
[00:13:42.720 --> 00:13:43.520]  得根基
[00:13:43.520 --> 00:13:44.320]  什麼都沒有
[00:13:44.320 --> 00:13:47.320]  自己就住華麗的豪宅
[00:13:47.320 --> 00:13:48.480]  上帝說
[00:13:48.480 --> 00:13:51.200]  「你要審查自己的行為」
[00:13:51.200 --> 00:13:52.160]  兩個月之後
[00:13:52.160 --> 00:13:54.480]  神興起了另一位先知
[00:13:54.480 --> 00:13:56.920]  就是撒加利亞
[00:13:56.920 --> 00:14:04.080]  撒加利亞對這班屬神的子民說
[00:14:04.080 --> 00:14:06.840]  「神要跟他們說」
[00:14:06.840 --> 00:14:09.000]  「你們要轉向我」
[00:14:09.000 --> 00:14:12.480]  「這是萬君之耶和華說的」
[00:14:12.480 --> 00:14:14.200]  「我就轉向你」
[00:14:14.200 --> 00:14:17.200]  「這是萬君之耶和華說的」
[00:14:17.200 --> 00:14:18.920]  「轉向」這個詞語
[00:14:18.920 --> 00:14:21.560]  在聖經上常會出現
[00:14:21.560 --> 00:14:26.320]  有折返、回轉、悔改的意思
[00:14:26.320 --> 00:14:27.840]  「轉向」或「悔改」
[00:14:27.840 --> 00:14:32.480]  雖然涉及行為表面見得到
[00:14:32.480 --> 00:14:33.680]  要離開罪惡
[00:14:33.680 --> 00:14:35.160]  但更加強調
[00:14:35.160 --> 00:14:38.120]  不單是行為上的高和
[00:14:38.120 --> 00:14:40.440]  而是心態的轉變
[00:14:40.440 --> 00:14:42.440]  就是由自己作主
[00:14:42.440 --> 00:14:44.960]  轉向由神帶領的生命
[00:14:44.960 --> 00:14:50.520]  不知道大家當中有多少人懂得駕駛?
[00:14:50.520 --> 00:14:53.400]  不少
[00:14:53.400 --> 00:14:55.000]  如果駕駛過車就知道
[00:14:55.000 --> 00:15:00.240]  如果你去到一個不可左轉的路口
[00:15:00.240 --> 00:15:03.960]  但你不知道為何手在左轉
[00:15:03.960 --> 00:15:05.640]  不停地轉
[00:15:05.640 --> 00:15:07.280]  就在千鈞一髮的時候
[00:15:07.280 --> 00:15:08.080]  你突然間
[00:15:08.080 --> 00:15:09.960]  「對,不可以左轉」
[00:15:09.960 --> 00:15:11.960]  「轉向右」
[00:15:11.960 --> 00:15:14.960]  就避過一場碰撞
[00:15:14.960 --> 00:15:17.360]  「回轉神」的意思是
[00:15:17.360 --> 00:15:19.280]  不再偏行己路
[00:15:19.280 --> 00:15:20.800]  要離開罪惡
[00:15:20.800 --> 00:15:23.080]  作出一百八十度的改變
[00:15:23.080 --> 00:15:26.520]  歸回在上帝喜悅的道路上
[00:15:26.520 --> 00:15:27.320]  很可惜
[00:15:27.320 --> 00:15:29.680]  這些猶太人的先祖
[00:15:29.680 --> 00:15:30.800]  他們偏行己路
[00:15:30.800 --> 00:15:32.040]  不斷地犯罪
[00:15:32.040 --> 00:15:35.040]  即使有很多偉先知的勸告
[00:15:35.040 --> 00:15:36.400]  他們都屢勸不改
[00:15:36.400 --> 00:15:40.680]  最後就要承受國破家亡的惡果
[00:15:40.680 --> 00:15:44.040]  即使去到撒加利亞書的年代
[00:15:44.040 --> 00:15:46.040]  因為波斯帝國採取一個
[00:15:46.040 --> 00:15:48.640]  相對較寬鬆的宗教政策
[00:15:48.640 --> 00:15:52.520]  猶太人可以回到耶路撒冷去見殿
[00:15:52.520 --> 00:15:53.840]  只不過
[00:15:53.840 --> 00:15:55.600]  在他們每一個人的心裡
[00:15:55.600 --> 00:15:57.960]  都很清楚一個事實
[00:15:57.960 --> 00:16:00.000]  他們依然是亡國佬
[00:16:00.000 --> 00:16:02.880]  依然是二等公民
[00:16:02.880 --> 00:16:04.880]  即是說面對著這個
[00:16:04.880 --> 00:16:08.480]  好像改變不了的局面
[00:16:08.480 --> 00:16:10.160]  神透過撒加利亞
[00:16:10.160 --> 00:16:15.120]  才向這班百姓講說話
[00:16:15.120 --> 00:16:19.280]  事實上當這班被腦歸回的百姓
[00:16:19.280 --> 00:16:21.920]  只要一隻眼睛看到撒加利亞
[00:16:21.920 --> 00:16:23.960]  他們心裡已經很得鼓勵
[00:16:23.960 --> 00:16:25.080]  為什麼呢?
[00:16:25.080 --> 00:16:27.680]  因為撒加利亞本身的名字
[00:16:27.680 --> 00:16:29.120]  的意思就是
[00:16:29.120 --> 00:16:31.840]  神必定紀念
[00:16:31.840 --> 00:16:35.160]  神必定紀念這個應許
[00:16:35.160 --> 00:16:36.240]  什麼應許呢?
[00:16:36.240 --> 00:16:37.800]  就是上帝應許
[00:16:37.800 --> 00:16:41.280]  會向願意迴轉的人轉念
[00:16:41.280 --> 00:16:44.840]  今天讓我們透過撒加利亞書的兩個意象
[00:16:44.840 --> 00:16:49.320]  去看看我們究竟怎樣可以經歷到
[00:16:49.320 --> 00:16:51.680]  上帝是那位信實不變
[00:16:51.680 --> 00:16:53.880]  滿有恩典的主
[00:16:53.880 --> 00:16:56.120]  讓我們一起讀出撒加利亞書的
[00:16:56.120 --> 00:16:58.800]  一章和四章的選讀經文
[00:16:58.800 --> 00:17:04.000]  我邀請大家先讀一章第十二到第十七節
[00:17:04.000 --> 00:17:08.000]  四章六至十節由我讀出
[00:17:08.000 --> 00:17:12.000]  在PowerPoint左上角有顏色提示
[00:17:12.000 --> 00:17:14.080]  會中讀藍色的
[00:17:14.080 --> 00:17:16.400]  我邀請大家讀的時候
[00:17:16.400 --> 00:17:19.400]  留心黃色highlight了的字詞
