
[00:00:00.000 --> 00:00:02.000]  好,弟兄姐妹,早安
[00:02:06.000 --> 00:02:11.000]  他們在那裡的時候,跟一般的行人是不同的
[00:02:11.000 --> 00:02:17.000]  他們與別不同的地方有甚麼呢?他們會在海旁聚在一起
[00:02:17.000 --> 00:02:23.000]  有些人會拿著一些卡,有些人會拿著一些手幅的東西
[00:02:23.000 --> 00:02:28.000]  不知道大家知道甚麼是手幅,有些人可能會拿著一些公仔
[00:02:28.000 --> 00:02:34.000]  然後我們再看遠,就見到原來巴士站有一個這樣的廣告牌
[00:02:34.000 --> 00:02:42.000]  你就知道原來這一群是Anson Lo的粉絲,他們來這個廣告牌
[00:02:42.000 --> 00:02:46.000]  想要朝聖,打卡
[00:02:46.000 --> 00:02:53.000]  當我們見到這一群人的時候,一看就知道原來他們是Anson Lo的一群追隨者
[00:02:53.000 --> 00:02:55.000]  我發現這幾年有一個這樣的現象
[00:02:55.000 --> 00:03:01.000]  當我們在街上見到一群人聚集,見到一群人和廣告牌拍照
[00:03:01.000 --> 00:03:05.000]  甚至我們見到前面的一些人的袋子有一個很大的公仔
[00:03:05.000 --> 00:03:08.000]  是Anson Lo的公仔,或者是襟章的時候
[00:03:08.000 --> 00:03:11.000]  我見到好像有些人笑,不知道是不是Anson Lo的粉絲
[00:03:11.000 --> 00:03:16.000]  我們就認得出他們是Anson Lo的追隨者
[00:03:16.000 --> 00:03:21.000]  我們發現這一群人很緊貼Anson Lo的動向
[00:03:21.000 --> 00:03:28.000]  我們會見到的是,在街上見到這一群人有一個與別不同的特質的時候
[00:03:28.000 --> 00:03:33.000]  我們就會見到這一群人是Anson Lo的粉絲
[00:03:33.000 --> 00:03:36.000]  這個現象也令我想起一件事
[00:03:36.000 --> 00:03:40.000]  我們回到信仰,我們說我們是跟隨主的人
[00:03:40.000 --> 00:03:44.000]  其實我們想想我們自己,我們作為基督徒
[00:03:44.000 --> 00:03:50.000]  其實你會怎樣形容自己,或者形容基督徒這個群體
[00:03:50.000 --> 00:03:54.000]  你會想到會不會有一些與別不同的特質
[00:03:54.000 --> 00:03:58.000]  你會覺得作為一個基督徒與其他人有不同的呢
[00:03:58.000 --> 00:04:04.000]  還是發現可能大家都像街上的行人一樣呢
[00:04:04.000 --> 00:04:08.000]  今天我們很想和大家分享一篇經文
[00:04:08.000 --> 00:04:11.000]  這篇經文是詩篇的16篇
[00:04:11.000 --> 00:04:15.000]  很想大家一起讀這篇經文
[00:04:15.000 --> 00:04:20.000]  但這篇詩篇講一點點的背景是關於什麼
[00:04:20.000 --> 00:04:24.000]  今天詩篇16篇是大衛寫的一篇詩
[00:04:24.000 --> 00:04:26.000]  其實當中有一個背景
[00:04:26.000 --> 00:04:28.000]  發生什麼事呢?
[00:04:28.000 --> 00:04:32.000]  其實記載在薩姆爾記上的22-26章的事情
[00:04:32.000 --> 00:04:36.000]  當年大衛被數羅追殺
[00:04:36.000 --> 00:04:40.000]  他帶著家人和一群群眾去逃亡
[00:04:40.000 --> 00:04:43.000]  那群群眾大概有400人
[00:04:43.000 --> 00:04:45.000]  這群是什麼人呢?
[00:04:45.000 --> 00:04:51.000]  是一群被欠債要逃亡的人、生活很倉碧的人
[00:04:51.000 --> 00:04:54.000]  甚至是一群生活很苦惱的人
[00:04:54.000 --> 00:04:58.000]  大衛在這個情境中被人追殺
[00:04:58.000 --> 00:05:00.000]  這48個跟隨他的人
[00:05:00.000 --> 00:05:04.000]  其實能夠幫助大衛解決他生命中的困境
[00:05:04.000 --> 00:05:06.000]  其實是幫不了很多事情的
[00:05:06.000 --> 00:05:10.000]  但另一邊上數羅帶著什麼人去追殺他呢?
[00:05:10.000 --> 00:05:16.000]  他帶著一群神仆、精兵去追殺大衛
[00:05:16.000 --> 00:05:19.000]  大衛在當時面對著很困難
[00:05:19.000 --> 00:05:22.000]  被人追殺、生命威脅的時候
[00:05:22.000 --> 00:05:25.000]  在那個過程中他寫了這篇詩
[00:05:25.000 --> 00:05:30.000]  希望他在危難中向神呼求、求神保護他
[00:05:30.000 --> 00:05:35.000]  我們先邀請大家讀一次這篇經文
[00:05:35.000 --> 00:05:37.000]  詩篇16篇
[00:05:37.000 --> 00:05:38.000]  我們一起讀
[00:05:38.000 --> 00:05:40.000]  準備起
[00:05:40.000 --> 00:05:44.000]  求祢保佑我,因為我投靠祢
[00:05:44.000 --> 00:05:47.000]  我的心馬,祢曾對夜和華說
[00:05:47.000 --> 00:05:51.000]  祢是我的主,我的好處不在祢意外
[00:05:51.000 --> 00:05:55.000]  令到世上的聖民,他們又美又善
[00:05:55.000 --> 00:05:57.000]  是我祈禱的
[00:05:57.000 --> 00:05:59.000]  祈禱的
[00:05:59.000 --> 00:06:19.000]  用詩
[00:06:26.000 --> 00:06:28.000]  教我的夜和華
[00:06:28.000 --> 00:06:31.000]  我的心長在夜間也警戒我
[00:06:31.000 --> 00:06:34.000]  我將夜和華上擺在我面前
[00:06:34.000 --> 00:06:38.000]  因它在我右邊,我必不自動
[00:06:38.000 --> 00:06:41.000]  因此我的心歡喜
[00:06:41.000 --> 00:06:45.000]  我的快樂,我的肉身也要安然居住
[00:06:45.000 --> 00:06:49.000]  因為祢接得上我的靈魂,自在陰間
[00:06:49.000 --> 00:06:52.000]  但不叫祢的聖者喚喚
[00:06:52.000 --> 00:06:55.000]  祢將心靈的悼念指示我
[00:06:55.000 --> 00:06:58.000]  在祢面前有滿足的理由
[00:06:58.000 --> 00:07:01.000]  在祢右手中有永遠的光芒
[00:07:01.000 --> 00:07:02.000]  我們一起讀
[00:07:02.000 --> 00:07:04.000]  祭祭主願祢帶領我們
[00:07:04.000 --> 00:07:07.000]  讓我們藉著祢的話語
[00:07:07.000 --> 00:07:10.000]  藉著祢帶領我們所寫的詩成為我們的提醒
[00:07:10.000 --> 00:07:14.000]  讓我們學習成為一個與別不同的門徒
[00:07:14.000 --> 00:07:15.000]  祝祢引領我們
[00:07:15.000 --> 00:07:18.000]  感謝祢,祈求家托,奉主命求
[00:07:18.000 --> 00:07:21.000]  我們還有這篇詩
[00:07:21.000 --> 00:07:24.000]  我猜我選這篇詩的原因
[00:07:24.000 --> 00:07:28.000]  當我們去想我們作為基督徒
[00:07:28.000 --> 00:07:30.000]  我們跟一些未信者有什麼不同
[00:07:30.000 --> 00:07:32.000]  可能我們會想到的是
[00:07:32.000 --> 00:07:36.000]  我們上教會,我們會奉獻
[00:07:36.000 --> 00:07:40.000]  可能我們會想到這些我們小時候教給我們的答案
[00:07:40.000 --> 00:07:43.000]  不過我猜在一帆風順的時候
[00:07:43.000 --> 00:07:47.000]  可能我們未必跟一個平時的行人
[00:07:47.000 --> 00:07:50.000]  我們在看每一件事情的上面有不同
[00:07:50.000 --> 00:07:52.000]  不過我想大家去看的是
[00:07:52.000 --> 00:07:54.000]  原來當我們有困難、有挑戰的時候
[00:07:54.000 --> 00:07:58.000]  其實我們可以有一些與別不同的心態和態度
[00:07:58.000 --> 00:07:59.000]  我們進入經歷的時候
[00:07:59.000 --> 00:08:03.000]  我們會見到詩人大衛一開頭就這樣去說
[00:08:03.000 --> 00:08:05.000]  他說神啊求祢保佑我
[00:08:05.000 --> 00:08:07.000]  因為我投靠祢
[00:08:07.000 --> 00:08:10.000]  他很肯定發出這個呼求
[00:08:10.000 --> 00:08:15.000]  保佑這個字其實是有一個看守和看著的意思
[00:08:15.000 --> 00:08:17.000]  想像一下就是一個什麼情況呢
[00:08:17.000 --> 00:08:22.000]  就好像你旁邊有兩個很大的保鏢在你旁邊
[00:08:22.000 --> 00:08:25.000]  你走到哪裡的時候他都會保護你
[00:08:25.000 --> 00:08:28.000]  看到有石頭你踢到的時候他會截住你
[00:08:28.000 --> 00:08:31.000]  令到你不要受傷害
[00:08:31.000 --> 00:08:34.000]  詩人大衛去尋求保護
[00:08:34.000 --> 00:08:36.000]  求神都好像一個這樣的情況
[00:08:36.000 --> 00:08:38.000]  求神這樣去保守他
[00:08:38.000 --> 00:08:40.000]  在一個危難的當中
[00:08:40.000 --> 00:08:43.000]  之後他除了這樣說之後
[00:08:43.000 --> 00:08:45.000]  在第二節他這樣發出
[00:08:45.000 --> 00:08:47.000]  我的心啊你曾對耶和華說
[00:08:47.000 --> 00:08:51.000]  你是我的主我的好處不在你以外
[00:08:51.000 --> 00:08:55.000]  這句句子其實有另一個寫法
[00:08:55.000 --> 00:08:56.000]  他說就是什麼呢
[00:08:56.000 --> 00:09:00.000]  就是耶和華是我的好處沒有一位在你以上
[00:09:00.000 --> 00:09:03.000]  詩人他很清楚知道的就是
[00:09:03.000 --> 00:09:05.000]  神是他心目中的第一位
[00:09:05.000 --> 00:09:10.000]  他很堅決的去說的就是沒有一樣東西比神更加重要
[00:09:10.000 --> 00:09:14.000]  在神以外是沒有好處也沒有好結果的
[00:09:14.000 --> 00:09:16.000]  我們看這一節的經文
[00:09:16.000 --> 00:09:19.000]  我們可以看到在大衛走難的時候
[00:09:19.000 --> 00:09:22.000]  他面對著數羅的追殺很危險
[00:09:22.000 --> 00:09:25.000]  又不知道什麼時候數羅會出現
[00:09:25.000 --> 00:09:27.000]  但是他認信的是
[00:09:27.000 --> 00:09:30.000]  神是他生命中最重要的東西
[00:09:30.000 --> 00:09:33.000]  所以他表達的是他對他完全的信靠
[00:09:33.000 --> 00:09:36.000]  他相信當他自己這樣去找神的時候
[00:09:36.000 --> 00:09:39.000]  神會不斷地看著他
[00:09:39.000 --> 00:09:44.000]  他看到的是神在他生命上的重要性是什麼
[00:09:44.000 --> 00:09:50.000]  不過為什麼大衛知道或者他知道他要這樣去找神呢
[00:09:50.000 --> 00:09:54.000]  因為他很清楚自己的身份
[00:09:54.000 --> 00:09:57.000]  在第三到第四節他這樣去說
[00:09:57.000 --> 00:09:59.000]  他帶出了兩種人去做對比
[00:09:59.000 --> 00:10:01.000]  在剛才大家讀的經文裡面
[00:10:01.000 --> 00:10:04.000]  在第三第四節出現了兩批人
[00:10:04.000 --> 00:10:06.000]  一批叫世上的聖文
[00:10:06.000 --> 00:10:10.000]  一批叫以別神取代耶和華的人
[00:10:10.000 --> 00:10:12.000]  世上的聖文是什麼人呢
[00:10:12.000 --> 00:10:15.000]  就是在說神所揀選的以色列民
[00:10:15.000 --> 00:10:17.000]  他們是聖潔尊貴的
[00:10:17.000 --> 00:10:20.000]  是私人說他自己所喜悅的
[00:10:20.000 --> 00:10:25.000]  甚至私人他很清楚知道的就是他也是其中一份子
[00:10:25.000 --> 00:10:26.000]  正正因為這個身份的緣故
[00:10:26.000 --> 00:10:29.000]  他相信神會這樣去保守他
[00:10:29.000 --> 00:10:33.000]  不過在第四節他用了另一批人去做對比
[00:10:33.000 --> 00:10:36.000]  就是那些私人的對家
[00:10:36.000 --> 00:10:39.000]  就是那些以別神取代耶和華的人
[00:10:39.000 --> 00:10:41.000]  其實是指的是什麼人呢
[00:10:41.000 --> 00:10:44.000]  就是指的是那些去敬拜偶像的以色列民
[00:10:44.000 --> 00:10:46.000]  他們原本是敬拜耶和華的
[00:10:46.000 --> 00:10:49.000]  不過他們進到加南地的時候
[00:10:49.000 --> 00:10:54.000]  他選擇了去敬拜巴力的外邦神明
[00:10:54.000 --> 00:10:58.000]  私人在這裡帶出他有一個與別不同的看法
[00:10:58.000 --> 00:11:00.000]  甚至他鄙視那幫人
[00:11:00.000 --> 00:11:02.000]  他說他們是拜錯神
[00:11:02.000 --> 00:11:06.000]  甚至錯誤的結局會發生在他們的身上
[00:11:06.000 --> 00:11:09.000]  苦痛在他們身上會加真
[00:11:09.000 --> 00:11:14.000]  私人大衛在這裡帶出的就是他要跟他們劃清界線
[00:11:14.000 --> 00:11:16.000]  他要展現他們的與別
[00:11:16.000 --> 00:11:18.000]  就是展現他自己跟他們的與別不同
[00:11:18.000 --> 00:11:21.000]  在第四節在這幾節經文裡面
[00:11:21.000 --> 00:11:23.000]  很特別出現了一個字
[00:11:23.000 --> 00:11:26.000]  這個字是經常出現的就是筆字
[00:11:26.000 --> 00:11:30.000]  他堅決有兩件事是不會做的
[00:11:30.000 --> 00:11:31.000]  第一件事是什麼呢
[00:11:31.000 --> 00:11:33.000]  就是他不會獻上
[00:11:33.000 --> 00:11:36.000]  經文說不會獻上囂殿的血
[00:11:36.000 --> 00:11:41.000]  另一個就是他不會在嘴唇裡面提別神的命
[00:11:41.000 --> 00:11:43.000]  可能我們很疑惑的是
[00:11:43.000 --> 00:11:46.000]  究竟這裡他想說的是什麼呢
[00:11:46.000 --> 00:11:49.000]  原來那時候有一個這樣的傳統
[00:11:49.000 --> 00:11:52.000]  那些人去拜一些外邦的神明
[00:11:52.000 --> 00:11:53.000]  他會怎樣做呢
[00:11:53.000 --> 00:11:56.000]  他通常會有兩個傳統他會做的
[00:11:56.000 --> 00:12:01.000]  第一就是他會怎樣去表示對外邦神明的忠貞呢
[00:12:01.000 --> 00:12:05.000]  他就會拿一個杯裝著一些可能他獻上的祭物
[00:12:05.000 --> 00:12:06.000]  譬如牛羊
[00:12:06.000 --> 00:12:09.000]  他就會喝他們的血
[00:12:09.000 --> 00:12:15.000]  之後他就希望透過這個過程去表示他對外邦神明的忠貞
[00:12:15.000 --> 00:12:19.000]  甚至他會獻上自己的兒女為祭物
[00:12:19.000 --> 00:12:23.000]  然後就表示對外邦神明的忠貞
[00:12:23.000 --> 00:12:26.000]  私人他帶出的是
[00:12:26.000 --> 00:12:31.000]  這些外邦敬拜外邦神明的行為他不會做
[00:12:31.000 --> 00:12:34.000]  因為當他這樣做的時候就是利棄耶和華
[00:12:34.000 --> 00:12:36.000]  甚至苦痛會加真
[00:12:36.000 --> 00:12:38.000]  不過可能你會問
[00:12:38.000 --> 00:12:39.000]  作為一班以色列人
[00:12:39.000 --> 00:12:40.000]  其實他敬拜
[00:12:40.000 --> 00:12:42.000]  他知道他從小到大都知道
[00:12:42.000 --> 00:12:45.000]  其實耶和華是他的神
[00:12:45.000 --> 00:12:49.000]  那為什麼他會無緣無故去拜外邦神明呢
[00:12:49.000 --> 00:12:52.000]  因為當時的以色列人他見到
[00:12:52.000 --> 00:12:55.000]  當他進入加藍地的時候他見到一個情況
[00:12:55.000 --> 00:12:59.000]  他見到那些加藍人去拜外邦神明
[00:12:59.000 --> 00:13:02.000]  他見到他們拜外邦神明
[00:13:02.000 --> 00:13:03.000]  拜巴力的時候
[00:13:03.000 --> 00:13:07.000]  他們的出產他們的產物很多
[00:13:07.000 --> 00:13:09.000]  當他見到這個情況的時候
[00:13:09.000 --> 00:13:11.000]  他就覺得這個神明有料度
[00:13:11.000 --> 00:13:14.000]  這個神明比耶和華更加厲害
[00:13:14.000 --> 00:13:17.000]  所以他們就慢慢慢慢覺得
[00:13:17.000 --> 00:13:19.000]  耶和華好像沒有料度
[00:13:19.000 --> 00:13:21.000]  我見到別人的外邦神明好像有料度
[00:13:21.000 --> 00:13:23.000]  不如我跟他吧
[00:13:23.000 --> 00:13:26.000]  但是私人他很堅決
[00:13:26.000 --> 00:13:27.000]  那個與別不同的是
[00:13:27.000 --> 00:13:31.000]  他不會受那些文化和環境所搖動
[00:13:31.000 --> 00:13:34.000]  他知道的是他要依靠的是耶和華
[00:13:34.000 --> 00:13:37.000]  所以剛才大家在讀第五第六節
[00:13:37.000 --> 00:13:42.000]  私人大衛用四樣東西去表達了他們神的信靠
[00:13:42.000 --> 00:13:44.000]  我們經常聽歌都會聽到的
[00:13:44.000 --> 00:13:46.000]  就是耶和華是產業
[00:13:46.000 --> 00:13:48.000]  是杯中的糞便
[00:13:48.000 --> 00:13:51.000]  是他所得的糞便持守的那個
[00:13:51.000 --> 00:13:54.000]  甚至是私人會量地戒
[00:13:54.000 --> 00:13:55.000]  令到他
[00:13:55.000 --> 00:14:00.000]  就是他說神是讓他們坐落在街尾之地的那個神
[00:14:00.000 --> 00:14:02.000]  其實這四樣東西有一個共通點
[00:14:02.000 --> 00:14:05.000]  就是這四樣東西都不能夠去移動
[00:14:05.000 --> 00:14:09.000]  就是我們所說的那個不動產
[00:14:09.000 --> 00:14:11.000]  因為當時的以色列人有一個這樣的信念
[00:14:11.000 --> 00:14:14.000]  他相信他們所擁有的地
[00:14:14.000 --> 00:14:16.000]  他們所擁有的產業
[00:14:16.000 --> 00:14:18.000]  全部都是來自神的祝福
[00:14:18.000 --> 00:14:20.000]  是神的供應給他們
[00:14:20.000 --> 00:14:22.000]  當時的以色列人
[00:14:22.000 --> 00:14:25.000]  或者當時的大衛他這樣說的時候
[00:14:25.000 --> 00:14:28.000]  其實很容易就會令人聯想到
[00:14:28.000 --> 00:14:31.000]  當時約束亞帶了一班以色列人
[00:14:31.000 --> 00:14:34.000]  去加南地的時候去分地的情況
[00:14:34.000 --> 00:14:36.000]  當時利美支派
[00:14:36.000 --> 00:14:38.000]  其中一個利美支派
[00:14:38.000 --> 00:14:40.000]  其實他們是沒有被分地的
[00:14:40.000 --> 00:14:43.000]  因為利美支派神是這樣跟他們說
[00:14:43.000 --> 00:14:46.000]  他說我是你的份是你的產業
[00:14:46.000 --> 00:14:49.000]  當大衛去說這句話的時候
[00:14:49.000 --> 00:14:54.000]  他正正去抓住當年約束亞去分地的時候
[00:14:54.000 --> 00:14:56.000]  帶給利美人的一個祝福
[00:14:56.000 --> 00:15:01.000]  他相信即使自己面對著流落街頭
[00:15:01.000 --> 00:15:04.000]  其實他也可以選擇去埋怨神
[00:15:04.000 --> 00:15:08.000]  甚至他可以選擇的是用他眼見的方法就是
[00:15:08.000 --> 00:15:11.000]  嘩,我不是跟數羅去死拼
[00:15:11.000 --> 00:15:13.000]  我一定夠數羅打的
[00:15:13.000 --> 00:15:16.000]  不過他反而選擇去認定
[00:15:16.000 --> 00:15:18.000]  耶和華是供應他的那個
[00:15:18.000 --> 00:15:20.000]  他選擇去認定的是
[00:15:20.000 --> 00:15:22.000]  我是上帝聖文的身份的時候
[00:15:22.000 --> 00:15:25.000]  我就用一個與別不同的方式
[00:15:25.000 --> 00:15:27.000]  去回應這件事情
[00:15:27.000 --> 00:15:30.000]  他相信的是他所有的祝福
[00:15:30.000 --> 00:15:33.000]  未必可能符合他自己所想
[00:15:33.000 --> 00:15:36.000]  不過他相信神供應他的一定是最好的
[00:15:36.000 --> 00:15:38.000]  鄧英梓妹
[00:15:38.000 --> 00:15:40.000]  大衛給你什麼提醒呢?
[00:15:40.000 --> 00:15:42.000]  這一頭半段的詩
[00:15:42.000 --> 00:15:46.000]  特別我們在困難和挑戰裡面的時候
[00:15:46.000 --> 00:15:48.000]  鄧英梓妹我想問大家的是
[00:15:48.000 --> 00:15:50.000]  你所抓緊的是什麼東西
[00:15:50.000 --> 00:15:53.000]  或者我們從小到大經常聽
[00:15:53.000 --> 00:15:55.000]  我們要抓緊神
[00:15:55.000 --> 00:15:56.000]  我們要依靠神
[00:15:56.000 --> 00:15:58.000]  剛才上詩歌也有聽到的
[00:15:58.000 --> 00:16:00.000]  或者神是我們供應、請教
[00:16:00.000 --> 00:16:02.000]  我猜這些我們從小到大
[00:16:02.000 --> 00:16:04.000]  可能我們反過來出來我們都會說的
[00:16:04.000 --> 00:16:07.000]  不過反而很多時候
[00:16:07.000 --> 00:16:09.000]  我們聽就聽
[00:16:09.000 --> 00:16:10.000]  我們知道就知道
[00:16:10.000 --> 00:16:14.000]  但是我們生命上其實都沒有將神
[00:16:14.000 --> 00:16:17.000]  放在我們的第一主要的位置
[00:16:17.000 --> 00:16:19.000]  當我想到這個的時候
[00:16:19.000 --> 00:16:21.000]  我想到可能有兩個原因
[00:16:21.000 --> 00:16:24.000]  其實可能都是我們有這個落差
[00:16:24.000 --> 00:16:28.000]  第一或者我們有時好像
[00:16:28.000 --> 00:16:32.000]  那班以別神取代耶和華那班意識異形
[00:16:32.000 --> 00:16:35.000]  我們很多時候將我們的焦點
[00:16:35.000 --> 00:16:38.000]  著眼在一些我們看到的東西上面
[00:16:38.000 --> 00:16:41.000]  舉個例子就好像大家現在考試一樣
[00:16:41.000 --> 00:16:46.000]  可能我們有時很埋頭苦幹預備考試的時候
[00:16:46.000 --> 00:16:48.000]  會不會有時我們將我們的眼光
[00:16:48.000 --> 00:16:52.000]  太集中於我們眼看到的努力上面
[00:16:52.000 --> 00:16:55.000]  而看不到神的重要呢?
[00:16:55.000 --> 00:16:57.000]  當我們看到的是
[00:16:57.000 --> 00:16:59.000]  每個人都很努力運輸
[00:16:59.000 --> 00:17:03.000]  好像回教會的時候
[00:17:03.000 --> 00:17:06.000]  感覺做這個與別不同的行為的時候
[00:17:06.000 --> 00:17:08.000]  好像被其他人吃虧
[00:17:08.000 --> 00:17:11.000]  甚至覺得要去找神
[00:17:11.000 --> 00:17:15.000]  大時大節非常時期用非常的方法
[00:17:15.000 --> 00:17:18.000]  所以神現在在我心目中
[00:17:18.000 --> 00:17:19.000]  不如我先有空
[00:17:19.000 --> 00:17:22.000]  我考完試先找神
[00:17:22.000 --> 00:17:25.000]  慢慢慢慢可能神對我們來說
[00:17:25.000 --> 00:17:29.000]  就成為了有空先找的神
[00:17:29.000 --> 00:17:32.000]  甚至慢慢慢慢將我們眼見的
[00:17:32.000 --> 00:17:36.000]  甚至看自己比神更加重要
[00:17:36.000 --> 00:17:38.000]  頂知會當然我不是想說
[00:17:38.000 --> 00:17:40.000]  我們的努力不重要
[00:17:40.000 --> 00:17:42.000]  都要繼續努力去讀書
[00:17:42.000 --> 00:17:45.000]  不過在努力的同時
[00:17:45.000 --> 00:17:47.000]  會不會我們有時只看到
[00:17:47.000 --> 00:17:50.000]  我們所做的事只是我們眼前的努力
[00:17:50.000 --> 00:17:52.000]  大過一切呢?
[00:17:52.000 --> 00:17:54.000]  而忘記了在這個過程裏
[00:17:54.000 --> 00:17:57.000]  其實你入考場、出考場
[00:17:57.000 --> 00:17:58.000]  你在溫習書的時候
[00:17:58.000 --> 00:18:02.000]  其實神都在當中有帶領呢?
[00:18:02.000 --> 00:18:07.000]  又或者這件事其實都引申了第二個原因
[00:18:07.000 --> 00:18:11.000]  就是我們與神的關係其實都不大
[00:18:11.000 --> 00:18:15.000]  我們覺得神對於我們來說
[00:18:15.000 --> 00:18:18.000]  我們覺得重要我們才會去找他
[00:18:18.000 --> 00:18:20.000]  但神好像與我們關係不大的時候
[00:18:20.000 --> 00:18:22.000]  我們就更加看不到
[00:18:22.000 --> 00:18:24.000]  神在我們心目裏面的重要性
[00:18:24.000 --> 00:18:26.000]  甚至慢慢慢慢當我們長大的時候
[00:18:26.000 --> 00:18:29.000]  進入DSE、進入去選科、中三那些
[00:18:29.000 --> 00:18:31.000]  開始就會覺得
[00:18:31.000 --> 00:18:32.000]  其實不如我自己搞定都可以
[00:18:32.000 --> 00:18:35.000]  選科不如我自己選都可以
[00:18:35.000 --> 00:18:38.000]  慢慢神在我們心目裏面的關係
[00:18:38.000 --> 00:18:41.000]  和重要性就慢慢越來越少
[00:18:41.000 --> 00:18:45.000]  不過大衛帶給我們什麼提醒呢?
[00:18:45.000 --> 00:18:47.000]  我想大衛帶給我們的就是
[00:18:47.000 --> 00:18:49.000]  一個與別不同的眼光
[00:18:49.000 --> 00:18:50.000]  我們看見的就是
[00:18:50.000 --> 00:18:52.000]  即使面對困難和挑戰都好
[00:18:52.000 --> 00:18:54.000]  即使可能你身邊的同學
[00:18:54.000 --> 00:18:59.000]  繼續用很多可能他自己對的方法去生活
[00:18:59.000 --> 00:19:03.000]  但是當我們記得我們是基督徒的身份的時候
[00:19:03.000 --> 00:19:06.000]  我們能不能夠去選擇的是
[00:19:06.000 --> 00:19:08.000]  我們選擇去找神
[00:19:08.000 --> 00:19:10.000]  我們同樣我們都記得的是
[00:19:10.000 --> 00:19:13.000]  我們記神給我們的不同的東西
[00:19:13.000 --> 00:19:15.000]  這些都是祂給我們的供應
[00:19:15.000 --> 00:19:17.000]  甚至祂帶給我們的拯救呢?
[00:19:19.000 --> 00:19:22.000]  和大家分享一個年輕人的故事
[00:19:22.000 --> 00:19:25.000]  這個年輕人叫韻恆
[00:19:25.000 --> 00:19:27.000]  英文名字叫Lucas
[00:19:27.000 --> 00:19:29.000]  我如何認識他的呢?
[00:19:29.000 --> 00:19:31.000]  我以前讀神學的時候
[00:19:31.000 --> 00:19:34.000]  他是我其中一個神學院老師的兒子
[00:19:34.000 --> 00:19:37.000]  我認識他的時候其實是小六
[00:19:37.000 --> 00:19:40.000]  即是現在中一的小一年
[00:19:40.000 --> 00:19:42.000]  我如何認識他的呢?
[00:19:42.000 --> 00:19:44.000]  是當時在神學院讀書的時候
[00:19:44.000 --> 00:19:46.000]  我踢球的時候認識他的
[00:19:46.000 --> 00:19:50.000]  當時他小六他的背景是怎樣呢?
[00:19:50.000 --> 00:19:52.000]  其實他有亞視布加症
[00:19:52.000 --> 00:19:54.000]  我不知道大家知不知道什麼叫亞視布加症
[00:19:54.000 --> 00:19:57.000]  其實在和人相處的上面
[00:19:57.000 --> 00:20:02.000]  這一類的人在社交上其實很不容易
[00:20:02.000 --> 00:20:04.000]  有很多要學習的地方
[00:20:04.000 --> 00:20:06.000]  不過在我認識他的時候
[00:20:06.000 --> 00:20:08.000]  我是在球場上
[00:20:08.000 --> 00:20:10.000]  他和我踢球的時候認識
[00:20:10.000 --> 00:20:14.000]  他和我們一班神學院的同學很友好
[00:20:14.000 --> 00:20:16.000]  有時候會吹水、玩球賽
[00:20:16.000 --> 00:20:18.000]  我很深刻的是
[00:20:18.000 --> 00:20:21.000]  我和他相處的上面有一個經歷
[00:20:21.000 --> 00:20:24.000]  有一天他在臉書發訊息給我
[00:20:24.000 --> 00:20:26.000]  有一個這樣的對話
