
[00:00:00.000 --> 00:00:06.000]  謝謝凌鋒帶我們去一個好敬拜
[00:02:23.000 --> 00:02:25.000]  大小眼睛都分開了
[00:02:25.000 --> 00:02:28.000]  我現在遮住了鼻子
[00:02:28.000 --> 00:02:30.000]  有一疊色斑
[00:02:30.000 --> 00:02:32.000]  我心想糟糕了是不是老人斑
[00:02:32.000 --> 00:02:35.000]  不是吧 我覺得自己還很年輕
[00:02:35.000 --> 00:02:39.000]  在這個看著自己15分鐘
[00:02:39.000 --> 00:02:41.000]  其實我也看不到自己有15分鐘
[00:02:41.000 --> 00:02:45.000]  我覺得越看越多這些感不好的東西出現
[00:02:45.000 --> 00:02:49.000]  我發現我就是看著鏡子的時候
[00:02:49.000 --> 00:02:51.000]  我只發現到什麼呢
[00:02:51.000 --> 00:02:53.000]  我只發現到自己不好的地方
[00:02:53.000 --> 00:02:56.000]  我會對自己有很多負評
[00:02:56.000 --> 00:02:59.000]  我也會回想我的成長
[00:02:59.000 --> 00:03:02.000]  我發覺其實在我信耶穌之前
[00:03:02.000 --> 00:03:04.000]  即是小時候直至我信耶穌之前
[00:03:04.000 --> 00:03:06.000]  到中間的階段都好
[00:03:06.000 --> 00:03:10.000]  其實外出我都很怕照鏡子
[00:03:10.000 --> 00:03:14.000]  如果逛街看到商場有很大的鏡子
[00:03:14.000 --> 00:03:16.000]  甚至乎坐地鐵
[00:03:16.000 --> 00:03:19.000]  有時門的玻璃都會倒影自己的樣子
[00:03:19.000 --> 00:03:22.000]  我都會很怕我不敢看著自己
[00:03:22.000 --> 00:03:24.000]  我總是覺得自己不漂亮
[00:03:24.000 --> 00:03:26.000]  很噁心很醜
[00:03:26.000 --> 00:03:29.000]  特別是全身鏡子整個人都看著
[00:03:29.000 --> 00:03:31.000]  我覺得是一件很恐怖的事
[00:03:31.000 --> 00:03:33.000]  我很怕看到自己的樣子
[00:03:33.000 --> 00:03:35.000]  總是覺得自己不好
[00:03:35.000 --> 00:03:36.000]  噁心醜
[00:03:36.000 --> 00:03:38.000]  這個就是我
[00:03:38.000 --> 00:03:40.000]  常常都會覺得自己不好
[00:03:40.000 --> 00:03:42.000]  同時我都會覺得
[00:03:42.000 --> 00:03:46.000]  別人都只會看到我的不好
[00:03:46.000 --> 00:03:48.000]  丁姐妹
[00:03:48.000 --> 00:03:50.000]  不知道你又怎樣看自己
[00:03:50.000 --> 00:03:54.000]  你都可以嘗試做這個練習
[00:03:54.000 --> 00:03:57.000]  看看你對自己有什麼發現
[00:03:57.000 --> 00:04:00.000]  來到2月份的講題
[00:04:00.000 --> 00:04:03.000]  即是講到的主題
[00:04:03.000 --> 00:04:06.000]  就是活出正面積極的生命力
[00:04:06.000 --> 00:04:11.000]  但是如果我們常常都只是負面地看著自己
[00:04:11.000 --> 00:04:17.000]  我們又怎樣活出正面積極的生命力呢
[00:04:17.000 --> 00:04:20.000]  今天很想透過盧家福音
[00:04:20.000 --> 00:04:23.000]  關於耶穌和撒該相遇的事
[00:04:23.000 --> 00:04:28.000]  看看這個人都覺得他神憎鬼厭的撒該
[00:04:28.000 --> 00:04:31.000]  每個人都看他不順眼的人
[00:04:31.000 --> 00:04:33.000]  他的生命是怎樣改變
[00:04:33.000 --> 00:04:36.000]  怎樣可以有正面的生命力
[00:04:36.000 --> 00:04:40.000]  經文在盧家福音的19章1至10節
[00:04:40.000 --> 00:04:43.000]  我也想邀請大家一起讀
[00:04:43.000 --> 00:04:45.000]  在屏幕前面的你
[00:04:45.000 --> 00:04:47.000]  也邀請你一起讀
[00:04:47.000 --> 00:04:49.000]  現場觀眾也是
[00:04:49.000 --> 00:04:50.000]  現場的大英姐妹
[00:04:50.000 --> 00:04:51.000]  預備起
[00:04:51.000 --> 00:04:53.000]  耶穌盡了耶利哥
[00:04:53.000 --> 00:04:55.000]  要從那裡經過
[00:04:55.000 --> 00:04:57.000]  有一個人名叫撒該
[00:04:57.000 --> 00:04:58.000]  作遂利獎
[00:04:58.000 --> 00:05:00.000]  師哥才主
[00:05:00.000 --> 00:05:02.000]  他要看看耶穌是怎樣的人
[00:05:02.000 --> 00:05:04.000]  只因人多
[00:05:04.000 --> 00:05:05.000]  他的身材幼矮
[00:05:05.000 --> 00:05:07.000]  所以看不見
[00:05:07.000 --> 00:05:09.000]  於是他跑到前頭
[00:05:09.000 --> 00:05:12.000]  爬上桑樹要看耶穌
[00:05:12.000 --> 00:05:14.000]  因為耶穌要從那裡經過
[00:05:14.000 --> 00:05:16.000]  耶穌到了那裡
[00:05:16.000 --> 00:05:18.000]  抬頭一看對他說
[00:05:18.000 --> 00:05:20.000]  撒該快下來
[00:05:20.000 --> 00:05:22.000]  今天我必須住在你的家裡
[00:05:22.000 --> 00:05:24.000]  他就急忙下來
[00:05:24.000 --> 00:05:26.000]  歡歡喜喜地接待耶穌
[00:05:26.000 --> 00:05:29.000]  眾人看見都私下議論說
[00:05:29.000 --> 00:05:32.000]  他竟然到罪人家裡去住宿
[00:05:32.000 --> 00:05:34.000]  撒該斬著對主說
[00:05:34.000 --> 00:05:35.000]  主呀
[00:05:35.000 --> 00:05:37.000]  我把所有的一半給窮人
[00:05:37.000 --> 00:05:39.000]  我約勒索了誰
[00:05:39.000 --> 00:05:40.000]  就還他四倍
[00:05:40.000 --> 00:05:42.000]  耶穌對他說
[00:05:42.000 --> 00:05:44.000]  今天救恩道了者加
[00:05:44.000 --> 00:05:47.000]  因為他也是阿巴拉罕的子孫
[00:05:47.000 --> 00:05:51.000]  人子來是要尋找和拯救失喪的人
[00:05:51.000 --> 00:05:53.000]  我們一起討告
[00:05:53.000 --> 00:05:55.000]  差天父
[00:05:55.000 --> 00:05:57.000]  求你與我們同在
[00:05:57.000 --> 00:06:01.000]  聖靈求你在我們生命裡繼續工作
[00:06:01.000 --> 00:06:03.000]  雖然經文我們很熟悉
[00:06:03.000 --> 00:06:05.000]  我們聽過很多次
[00:06:05.000 --> 00:06:09.000]  但我們仍然相信神的說話是活潑的
[00:06:09.000 --> 00:06:11.000]  好像兩人的利劍一樣
[00:06:11.000 --> 00:06:13.000]  那麼厲害
[00:06:13.000 --> 00:06:15.000]  求聖靈在我們生命裡繼續工作
[00:06:15.000 --> 00:06:17.000]  繼續透過經文對我們有提醒
[00:06:17.000 --> 00:06:19.000]  對我們有幫助
[00:06:19.000 --> 00:06:21.000]  我們這樣討告
[00:06:21.000 --> 00:06:23.000]  奉耶穌幾道名祈求
[00:06:23.000 --> 00:06:25.000]  阿母
[00:06:25.000 --> 00:06:27.000]  作者在經文裡介紹
[00:06:27.000 --> 00:06:29.000]  在技術中
[00:06:29.000 --> 00:06:31.000]  耶穌到耶利哥這地方
[00:06:31.000 --> 00:06:33.000]  取蹟介紹另一個主角出場
[00:06:33.000 --> 00:06:35.000]  他就是薩蓋
[00:06:35.000 --> 00:06:37.000]  作者介紹完薩蓋他的名字後
[00:06:37.000 --> 00:06:41.000]  提供了薩蓋三個很重要的資料
[00:06:41.000 --> 00:06:43.000]  就是他的職業
[00:06:43.000 --> 00:06:45.000]  身家和身材
[00:06:45.000 --> 00:06:47.000]  這三個資料
[00:06:47.000 --> 00:06:49.000]  除了讓我們認識薩蓋多了
[00:06:49.000 --> 00:06:53.000]  同時也在表達薩蓋不是一個普通的人
[00:06:53.000 --> 00:06:57.000]  他有差不多的地位和勢力
[00:06:57.000 --> 00:06:59.000]  就好像我們今天現今社會
[00:06:59.000 --> 00:07:01.000]  都會用這些資料的背景
[00:07:01.000 --> 00:07:07.000]  去衡量一個人究竟是怎樣的人
[00:07:07.000 --> 00:07:09.000]  是否一個有才有勢的人
[00:07:09.000 --> 00:07:13.000]  而至於薩蓋的致富來源
[00:07:13.000 --> 00:07:17.000]  很大的原因是因為他是一個收稅的人
[00:07:17.000 --> 00:07:19.000]  還要是稅利長
[00:07:19.000 --> 00:07:21.000]  一個很領導
[00:07:21.000 --> 00:07:25.000]  當時是一個羅馬統治的時代
[00:07:25.000 --> 00:07:29.000]  羅馬人會找猶太人去幫忙收稅
[00:07:29.000 --> 00:07:31.000]  猶太人去幫忙收稅
[00:07:31.000 --> 00:07:33.000]  很多時候這些收稅人
[00:07:33.000 --> 00:07:37.000]  猶太人會去收回猶太人的稅
[00:07:37.000 --> 00:07:39.000]  他們會從中落格
[00:07:39.000 --> 00:07:43.000]  所以猶太人很討厭這些收稅人
[00:07:43.000 --> 00:07:45.000]  覺得他們是幫助羅馬人
[00:07:45.000 --> 00:07:47.000]  欺壓自己的民族
[00:07:47.000 --> 00:07:49.000]  欺壓自己人
[00:07:49.000 --> 00:07:51.000]  覺得他們是賣國賊
[00:07:51.000 --> 00:07:57.000]  薩蓋應該也是一個當時頗令人討厭的人
[00:07:57.000 --> 00:07:59.000]  當耶穌來到耶利哥
[00:07:59.000 --> 00:08:03.000]  薩蓋也很想看看耶穌是怎樣的人
[00:08:03.000 --> 00:08:05.000]  雖然他身材矮小
[00:08:05.000 --> 00:08:09.000]  但其實以他的權力、財富
[00:08:09.000 --> 00:08:11.000]  大可以叫人走開
[00:08:11.000 --> 00:08:13.000]  正嗎?
[00:08:13.000 --> 00:08:15.000]  不過他沒有這樣做
[00:08:15.000 --> 00:08:19.000]  有機會薩蓋可能會這樣想
[00:08:19.000 --> 00:08:21.000]  人人都不喜歡我
[00:08:21.000 --> 00:08:23.000]  算了
[00:08:23.000 --> 00:08:25.000]  耶穌這個大人物
[00:08:25.000 --> 00:08:27.000]  受歡迎
[00:08:27.000 --> 00:08:29.000]  會不會耶穌好像其他人一樣
[00:08:29.000 --> 00:08:31.000]  都不喜歡我呢?
[00:08:31.000 --> 00:08:34.000]  可能薩蓋爬上樹去看耶穌
[00:08:34.000 --> 00:08:37.000]  未必是因為他身材矮小
[00:08:37.000 --> 00:08:39.000]  不是正正因為身材矮小
[00:08:39.000 --> 00:08:41.000]  看不到耶穌那麼簡單
[00:08:41.000 --> 00:08:43.000]  也未必擔心
[00:08:43.000 --> 00:08:45.000]  會看到出街
[00:08:45.000 --> 00:08:48.000]  看到江東父老被人指指點點
[00:08:48.000 --> 00:08:50.000]  有機會是
[00:08:50.000 --> 00:08:52.000]  薩蓋可能也很害怕
[00:08:52.000 --> 00:08:55.000]  會不會連耶穌都不喜歡我呢?
[00:08:55.000 --> 00:08:57.000]  會不會看到耶穌的時候
[00:08:57.000 --> 00:09:00.000]  耶穌會否當眾在眾人面前指責我
[00:09:00.000 --> 00:09:02.000]  好像其他人一樣
[00:09:02.000 --> 00:09:06.000]  不如爬上樹偷看耶穌
[00:09:06.000 --> 00:09:08.000]  當時的薩蓋
[00:09:08.000 --> 00:09:11.000]  在其他人眼中是個壞人
[00:09:11.000 --> 00:09:13.000]  是賣國賊
[00:09:13.000 --> 00:09:17.000]  他都相信自己是不受歡迎的人物
[00:09:17.000 --> 00:09:21.000]  他更擔心耶穌是否和其他人一樣
[00:09:21.000 --> 00:09:23.000]  對他有同樣的看法
[00:09:23.000 --> 00:09:25.000]  視他為罪人
[00:09:25.000 --> 00:09:30.000]  以至他不敢直接走到耶穌的前頭去看耶穌
[00:09:30.000 --> 00:09:32.000]  他都很害怕
[00:09:32.000 --> 00:09:35.000]  耶穌會否直接指責他
[00:09:35.000 --> 00:09:37.000]  甚至拒絕他
[00:09:37.000 --> 00:09:41.000]  薩蓋因為別人對他的評價、看法
[00:09:41.000 --> 00:09:45.000]  他接受了自己是一個不受歡迎的人物
[00:09:45.000 --> 00:09:47.000]  是一個罪人
[00:09:47.000 --> 00:09:52.000]  這些評價都扭曲了他對自己的形象
[00:09:52.000 --> 00:09:53.000]  不單止這樣
[00:09:53.000 --> 00:09:55.000]  也扭曲了耶穌的形象
[00:09:55.000 --> 00:09:59.000]  以為耶穌也是這樣看他
[00:09:59.000 --> 00:10:03.000]  原來別人對我們的評價
[00:10:03.000 --> 00:10:05.000]  特別是負面的評價
[00:10:05.000 --> 00:10:08.000]  會扭曲了我們自我的形象
[00:10:08.000 --> 00:10:11.000]  甚至扭曲了神的形象
[00:10:11.000 --> 00:10:15.000]  會扭曲了我們對天父、上帝的看法
[00:10:15.000 --> 00:10:21.000]  我們會否很容易以自己的行為表現來評論自己的好與壞
[00:10:21.000 --> 00:10:26.000]  甚至以自己的行為表現來衡量
[00:10:26.000 --> 00:10:32.000]  自己是否一個受到上帝或別人接納和喜愛的人
[00:10:32.000 --> 00:10:35.000]  相信在世界文化中
[00:10:35.000 --> 00:10:38.000]  甚至成長中一些負面的經歷
[00:10:38.000 --> 00:10:42.000]  都會很容易扭曲了我們自我的價值
[00:10:42.000 --> 00:10:46.000]  覺得自己不好、不值得被愛
[00:10:46.000 --> 00:10:50.000]  總是要有好表現、要讓別人優勝
[00:10:50.000 --> 00:10:56.000]  才值得被別人欣賞和接納、甚至被愛
[00:10:56.000 --> 00:11:00.000]  這個世界有很多聲音都扭曲了我們自己
[00:11:00.000 --> 00:11:02.000]  也扭曲了神
[00:11:02.000 --> 00:11:06.000]  有一次我邀請了一些大英姐妹
[00:11:06.000 --> 00:11:08.000]  來我家燒烤
[00:11:08.000 --> 00:11:12.000]  一邊燒烤一邊聊天
[00:11:12.000 --> 00:11:16.000]  前面有些大英姐妹在我家燒烤
[00:11:16.000 --> 00:11:19.000]  本來就很輕鬆聊天
[00:11:19.000 --> 00:11:23.000]  聊著聊著越聊越深入
[00:11:23.000 --> 00:11:26.000]  說著說著就說著這段拖延
[00:11:26.000 --> 00:11:28.000]  很特別
[00:11:28.000 --> 00:11:30.000]  有好幾個大英姐妹
[00:11:30.000 --> 00:11:33.000]  大家都不約而同分享到
[00:11:33.000 --> 00:11:36.000]  其實他們很怕進入關係
[00:11:36.000 --> 00:11:41.000]  他們經常覺得自己不值得被愛
[00:11:41.000 --> 00:11:46.000]  也經常覺得自己不會有人喜歡我這個人
[00:11:46.000 --> 00:11:49.000]  原來在過往的成長中也好
[00:11:49.000 --> 00:11:51.000]  和人相處中也好
[00:11:51.000 --> 00:11:53.000]  都有很多負面的經歷
[00:11:53.000 --> 00:11:58.000]  令到他們自己都對自己這個人有這個看法
[00:11:58.000 --> 00:12:01.000]  甚至其中一位姐妹
[00:12:01.000 --> 00:12:03.000]  我和她比較熟悉
[00:12:03.000 --> 00:12:05.000]  她曾經和我說過
[00:12:05.000 --> 00:12:08.000]  她說:我不想天父那麼愛我
[00:12:08.000 --> 00:12:11.000]  她覺得天父的愛很大,她受不了
[00:12:11.000 --> 00:12:15.000]  因為她覺得自己不值得被天父愛
[00:12:15.000 --> 00:12:19.000]  大英姐妹,不知道你又如何看待自己呢?
[00:12:19.000 --> 00:12:22.000]  你會否因為過往成長的片段
[00:12:22.000 --> 00:12:23.000]  一些負面的經歷
[00:12:23.000 --> 00:12:28.000]  你也會覺得衡量自己是一個不值得被愛的人?
[00:12:28.000 --> 00:12:30.000]  其實我自己也一樣
[00:12:30.000 --> 00:12:34.000]  因為我也是在這個世界的文化中生存著
[00:12:34.000 --> 00:12:36.000]  在成長的經歷中
[00:12:36.000 --> 00:12:38.000]  我也會覺得常常要乖
[00:12:38.000 --> 00:12:40.000]  要做得好才有人疼愛
[00:12:40.000 --> 00:12:44.000]  我也會帶著這些看法去看天父
[00:12:44.000 --> 00:12:46.000]  去看自己
[00:12:46.000 --> 00:12:48.000]  我也會很怕做得不好
[00:12:48.000 --> 00:12:50.000]  天父就不愛我
[00:12:50.000 --> 00:12:54.000]  原來我也是這樣看自己和天父
[00:12:54.000 --> 00:12:57.000]  大英姐妹,你又如何看待自己?
[00:12:57.000 --> 00:13:01.000]  你對自己又有什麼評價?
[00:13:01.000 --> 00:13:04.000]  會否有很多負面的經歷
[00:13:04.000 --> 00:13:07.000]  我們對自己這個人也有很多負評
[00:13:07.000 --> 00:13:11.000]  會否我們也覺得自己是不值得被愛
[00:13:11.000 --> 00:13:14.000]  天父也不會愛我呢?
[00:13:14.000 --> 00:13:17.000]  我們是不是也帶著過往的經歷
[00:13:17.000 --> 00:13:19.000]  來看今天的我?
[00:13:19.000 --> 00:13:23.000]  覺得我也是一個不可愛的人呢?
[00:13:23.000 --> 00:13:28.000]  我們繼續看下去
[00:13:28.000 --> 00:13:32.000]  看看耶穌如何看撒該
[00:13:32.000 --> 00:13:35.000]  當撒該很想見耶穌的時候
[00:13:35.000 --> 00:13:39.000]  就在耶穌經過的地方去看祂
[00:13:39.000 --> 00:13:42.000]  當耶穌經過那裡的時候
[00:13:42.000 --> 00:13:46.000]  誰知道耶穌走著走著就停在那裡
[00:13:46.000 --> 00:13:48.000]  然後耶穌抬頭一看
[00:13:48.000 --> 00:13:50.000]  就見到撒該
[00:13:50.000 --> 00:13:54.000]  其實耶穌早就知道撒該在那裡
[00:13:54.000 --> 00:13:57.000]  所以祂才走著走著停在那裡
[00:13:57.000 --> 00:14:00.000]  是耶穌先停在那裡
[00:14:00.000 --> 00:14:02.000]  先抬頭去見撒該
[00:14:02.000 --> 00:14:04.000]  先去找祂
[00:14:04.000 --> 00:14:06.000]  是耶穌做主動
[00:14:06.000 --> 00:14:09.000]  耶穌主動到什麼地步呢?
[00:14:09.000 --> 00:14:10.000]  還要怎樣?
[00:14:10.000 --> 00:14:13.000]  去撒該的家
[00:14:13.000 --> 00:14:15.000]  對猶太人來說
[00:14:15.000 --> 00:14:16.000]  去別人家吃飯
[00:14:16.000 --> 00:14:19.000]  已經是一件很不簡單的事
[00:14:19.000 --> 00:14:22.000]  因為一起吃飯對猶太人來說
[00:14:22.000 --> 00:14:24.000]  是一個接納的行為
[00:14:24.000 --> 00:14:27.000]  猶太人是不會隨隨便便
[00:14:27.000 --> 00:14:29.000]  去別人家吃飯
[00:14:29.000 --> 00:14:32.000]  更何況要去他家住宿
[00:14:32.000 --> 00:14:35.000]  但耶穌卻是主動的接近
[00:14:35.000 --> 00:14:37.000]  和接納撒該
[00:14:37.000 --> 00:14:41.000]  耶穌為什麼會這麼主動
[00:14:41.000 --> 00:14:43.000]  去接近和接納撒該呢?
[00:14:43.000 --> 00:14:45.000]  是因為耶穌看到的
[00:14:45.000 --> 00:14:48.000]  和其他人看到的很不同
[00:14:48.000 --> 00:14:50.000]  其他人看到的撒該
[00:14:50.000 --> 00:14:54.000]  是一個幫羅馬人欺壓自己人的賣國賊
[00:14:54.000 --> 00:14:56.000]  是一個十惡不赦的罪人
[00:14:56.000 --> 00:14:58.000]  被人討厭的人
[00:14:58.000 --> 00:15:00.000]  怎會有人想主動去接近他
[00:15:00.000 --> 00:15:02.000]  還要去他家
[00:15:02.000 --> 00:15:04.000]  但耶穌看到的撒該
[00:15:04.000 --> 00:15:07.000]  是阿巴拉罕的子孫
[00:15:07.000 --> 00:15:09.000]  是神的選民
[00:15:09.000 --> 00:15:11.000]  耶穌沒有說過
[00:15:11.000 --> 00:15:13.000]  撒該所做的事沒有問題
[00:15:13.000 --> 00:15:15.000]  但耶穌看到的
[00:15:15.000 --> 00:15:17.000]  是撒該失去了
[00:15:17.000 --> 00:15:21.000]  喪失了神子民應有的質素
[00:15:21.000 --> 00:15:23.000]  他現在壞了
[00:15:23.000 --> 00:15:25.000]  他只是壞了
[00:15:25.000 --> 00:15:27.000]  即是說
[00:15:27.000 --> 00:15:29.000]  撒該原本不應該這樣
[00:15:29.000 --> 00:15:32.000]  只不過現在他失去了
[00:15:32.000 --> 00:15:36.000]  喪失了神子民應有的質素和特質
[00:15:36.000 --> 00:15:39.000]  喪失了要幫他尋回
[00:15:39.000 --> 00:15:41.000]  尋找回來
[00:15:41.000 --> 00:15:43.000]  所以撒該需要拯救
[00:15:43.000 --> 00:15:45.000]  需要救恩
[00:15:45.000 --> 00:15:49.000]  而不是指責、排斥和拒絕
[00:15:49.000 --> 00:15:53.000]  就像其他人對撒該一樣
[00:15:53.000 --> 00:15:55.000]  東西壞了、爛了
[00:15:55.000 --> 00:15:57.000]  不一定要扔掉
[00:15:57.000 --> 00:16:00.000]  是可以修理好
[00:16:00.000 --> 00:16:04.000]  撒該現在失去了神子民應有的質素
[00:16:04.000 --> 00:16:08.000]  要天父、上帝、耶穌幫他尋回
[00:16:08.000 --> 00:16:10.000]  所以撒該需要的是拯救
[00:16:10.000 --> 00:16:11.000]  是救恩
[00:16:11.000 --> 00:16:14.000]  而不是指責、排斥和拒絕
[00:16:14.000 --> 00:16:18.000]  而救恩的背後是出於神的愛
[00:16:18.000 --> 00:16:20.000]  是神無條件的愛
[00:16:20.000 --> 00:16:22.000]  神願意愛撒該愛到底
[00:16:22.000 --> 00:16:25.000]  所以祂願意拯救撒該
[00:16:25.000 --> 00:16:27.000]  丁姐妹
[00:16:27.000 --> 00:16:29.000]  神看我們的眼光
[00:16:29.000 --> 00:16:33.000]  和自己或別人看我們這個人是很不同的
[00:16:33.000 --> 00:16:37.000]  神是看到最原本的我
[00:16:37.000 --> 00:16:41.000]  若果我們覺得自己不好、很差、很壞
[00:16:41.000 --> 00:16:46.000]  甚至覺得自己犯罪,真的見不到光
[00:16:46.000 --> 00:16:51.000]  但神仍然選擇去接納和愛我們這個人
[00:16:51.000 --> 00:16:56.000]  因為上帝看到的,只不過我這個人是壞了
[00:16:56.000 --> 00:17:00.000]  壞了的人要回到天父面前去修理好
[00:17:00.000 --> 00:17:05.000]  縱然別人覺得我壞了是不能要的
[00:17:05.000 --> 00:17:08.000]  但其實我只是喪失了能力
[00:17:08.000 --> 00:17:11.000]  其實我可以變回好的
[00:17:11.000 --> 00:17:14.000]  只要回到天父身邊,天父就會幫助我們
[00:17:14.000 --> 00:17:17.000]  因為祂愛我們每一個
[00:17:17.000 --> 00:17:22.000]  而在神的眼中,我們每一個都值得被愛
[00:17:22.000 --> 00:17:27.000]  在神的眼中,我們每一個都很寶貴
[00:17:27.000 --> 00:17:33.000]  不過有時我們都很難明白天父的大愛
[00:17:33.000 --> 00:17:39.000]  我們真的不覺得我們值得愛嗎?
[00:17:39.000 --> 00:17:41.000]  有時我們都不會這樣看自己
[00:17:41.000 --> 00:17:46.000]  神真的接納我這個人,我真的值得被愛
[00:17:46.000 --> 00:17:51.000]  對於無條件的愛,其實我們是很難想像的
[00:17:51.000 --> 00:17:55.000]  因為在我們的成長中,世界的文化不是這樣說的
[00:17:55.000 --> 00:17:57.000]  不是這樣教導的
[00:17:57.000 --> 00:17:59.000]  世界文化是說什麼?
[00:17:59.000 --> 00:18:03.000]  No pain, no gain, no free lunch
[00:18:03.000 --> 00:18:05.000]  哪有這麼傻?
[00:18:05.000 --> 00:18:07.000]  沒有付出,有收穫
[00:18:07.000 --> 00:18:09.000]  你不付出,有人會愛你?
[00:18:09.000 --> 00:18:10.000]  沒可能的
[00:18:10.000 --> 00:18:13.000]  就算在我們家庭裏,有時父母的愛
[00:18:13.000 --> 00:18:16.000]  某程度上,我們有時都會覺得
[00:18:16.000 --> 00:18:19.000]  我們有時都會覺得是不是真的無條件呢?
[00:18:19.000 --> 00:18:21.000]  我們都會有個question mark
[00:18:21.000 --> 00:18:23.000]  何況是上帝的愛呢?
[00:18:23.000 --> 00:18:25.000]  所以我們會對於上帝的愛
[00:18:25.000 --> 00:18:27.000]  天父的大愛,無條件的愛
[00:18:27.000 --> 00:18:30.000]  什麼都接納,什麼都愛我這個人
[00:18:30.000 --> 00:18:34.000]  其實是很難相信的,很難接受的
[00:18:34.000 --> 00:18:37.000]  我也很想分享一個經歷
[00:18:37.000 --> 00:18:40.000]  如何經歷到一個無條件的愛
[00:18:40.000 --> 00:18:46.000]  我有一對基督徒的夫婦
[00:18:46.000 --> 00:18:48.000]  就是我的鄰居
[00:18:48.000 --> 00:18:50.000]  我本來打算不想說
[00:18:50.000 --> 00:18:52.000]  但我忍不住,我很想說
[00:18:52.000 --> 00:18:54.000]  我忍不住笑
[00:18:54.000 --> 00:18:57.000]  因為基督徒夫婦是我的鄰居
[00:18:57.000 --> 00:18:59.000]  其實大家都知道的
[00:18:59.000 --> 00:19:02.000]  那就是Billy和Cole
[00:19:02.000 --> 00:19:04.000]  我不會在背後說他們
[00:19:04.000 --> 00:19:06.000]  我現在兜兜面說他們
[00:19:06.000 --> 00:19:10.000]  他們真的很好
[00:19:10.000 --> 00:19:13.000]  經常會煮飯,又會預盲我們
[00:19:13.000 --> 00:19:16.000]  有時見我們忙,又會說上來吃
[00:19:16.000 --> 00:19:20.000]  又幫我們家裏搞很多瑣碎的事
[00:19:20.000 --> 00:19:23.000]  例如換燈泡,換淚水器等等
[00:19:23.000 --> 00:19:25.000]  其實是很多的
[00:19:25.000 --> 00:19:28.000]  我相信他們幫我們
