
[00:00:00.000 --> 00:00:03.000]  大約九月進來的時候
[00:05:25.000 --> 00:05:28.000]  是方便弟兄姊妹交通和聚會
[00:05:28.000 --> 00:05:32.000]  接著2007年9月
[00:05:32.000 --> 00:05:34.000]  差派弟兄姊妹去馬鞍山
[00:05:34.000 --> 00:05:36.000]  接著東九龍和元朗
[00:05:36.000 --> 00:05:39.000]  2007年9月
[00:05:39.000 --> 00:05:40.000]  十五年前
[00:05:40.000 --> 00:05:42.000]  就是差了我和弟兄姊妹去了馬鞍山
[00:05:42.000 --> 00:05:44.000]  這些日子
[00:05:44.000 --> 00:05:46.000]  神是在當中使用和祝福
[00:05:46.000 --> 00:05:48.000]  在不同時間
[00:05:48.000 --> 00:05:49.000]  你來到恩福堂
[00:05:49.000 --> 00:05:51.000]  可能你從聽聞開始
[00:05:51.000 --> 00:05:53.000]  有人向你介紹恩福堂
[00:05:53.000 --> 00:05:55.000]  或者你自己有看書
[00:05:55.000 --> 00:05:58.000]  或者聽到其他人介紹
[00:05:58.000 --> 00:05:59.000]  你來到恩福堂
[00:05:59.000 --> 00:06:01.000]  從聽到到來到這裡
[00:06:01.000 --> 00:06:02.000]  看到
[00:06:02.000 --> 00:06:04.000]  你會具體一點
[00:06:04.000 --> 00:06:06.000]  恩福堂是怎樣的
[00:06:06.000 --> 00:06:08.000]  可能之前是聽聞恩福堂
[00:06:08.000 --> 00:06:09.000]  但來到之後
[00:06:09.000 --> 00:06:11.000]  你自己看到恩福堂是怎樣的
[00:06:11.000 --> 00:06:15.000]  不知道聽到和見到有沒有不同呢?
[00:06:15.000 --> 00:06:17.000]  聽到和見到有沒有不同呢?
[00:06:17.000 --> 00:06:19.000]  一定有
[00:06:19.000 --> 00:06:21.000]  我們聽到
[00:06:21.000 --> 00:06:25.000]  原來崇拜會有老鼠跑動
[00:06:25.000 --> 00:06:27.000]  原來在馬鞍山崇拜聚會
[00:06:27.000 --> 00:06:29.000]  借人學校會有走鬼崇拜
[00:06:29.000 --> 00:06:31.000]  因為別人學校要用
[00:06:31.000 --> 00:06:32.000]  星期六告訴你
[00:06:32.000 --> 00:06:33.000]  星期日就不能用
[00:06:33.000 --> 00:06:34.000]  要走鬼
[00:06:34.000 --> 00:06:36.000]  以前的走鬼檔
[00:06:36.000 --> 00:06:37.000]  崇拜都會走鬼
[00:06:37.000 --> 00:06:38.000]  但在恩福堂
[00:06:38.000 --> 00:06:40.000]  你離開不用走鬼
[00:06:40.000 --> 00:06:42.000]  你一直都很安舒在這裡
[00:06:42.000 --> 00:06:45.000]  你來到恩福堂
[00:06:45.000 --> 00:06:49.000]  究竟你的體會和經驗是怎樣的呢?
[00:06:49.000 --> 00:06:52.000]  現在想和你分享一段聖經
[00:06:52.000 --> 00:06:55.000]  在約翰福音一章三十八節
[00:06:55.000 --> 00:06:57.000]  我們一起讀
[00:06:57.000 --> 00:06:58.000]  預備起
[00:06:58.000 --> 00:07:00.000]  耶穌轉身來
[00:07:00.000 --> 00:07:02.000]  看見他們跟著
[00:07:02.000 --> 00:07:04.000]  就問他們說
[00:07:04.000 --> 00:07:06.000]  你們要什麼
[00:07:06.000 --> 00:07:07.000]  哈門舌
[00:07:07.000 --> 00:07:08.000]  拉比
[00:07:08.000 --> 00:07:10.000]  在那裡住
[00:07:10.000 --> 00:07:13.000]  這段經文在約翰福音一章
[00:07:13.000 --> 00:07:16.000]  一章裡面記載很多漢見
[00:07:16.000 --> 00:07:18.000]  看見
[00:07:18.000 --> 00:07:21.000]  新約關於漢見
[00:07:21.000 --> 00:07:22.000]  看見的時候
[00:07:22.000 --> 00:07:24.000]  有五十七處
[00:07:24.000 --> 00:07:26.000]  其中有十七次是第一章
[00:07:26.000 --> 00:07:28.000]  而當時的門徒
[00:07:28.000 --> 00:07:30.000]  他們聽到
[00:07:30.000 --> 00:07:34.000]  有兩個門徒跟著施洗漢
[00:07:35.000 --> 00:07:38.000]  在第35、36、37節裡
[00:07:38.000 --> 00:07:40.000]  約翰福音一章
[00:07:40.000 --> 00:07:43.000]  施洗漢就和這兩個門徒說
[00:07:43.000 --> 00:07:46.000]  看見耶穌經過
[00:07:46.000 --> 00:07:47.000]  走過路過
[00:07:47.000 --> 00:07:48.000]  告訴門徒
[00:07:48.000 --> 00:07:50.000]  這個漢啊
[00:07:50.000 --> 00:07:52.000]  這是神的羔羊
[00:07:52.000 --> 00:07:54.000]  施洗漢告訴兩個門徒
[00:07:54.000 --> 00:07:55.000]  漢啊
[00:07:55.000 --> 00:07:58.000]  耶穌經過就是神的羔羊
[00:07:58.000 --> 00:08:01.000]  然後這兩個門徒就跟著耶穌
[00:08:01.000 --> 00:08:03.000]  耶穌轉身來就問他
[00:08:03.000 --> 00:08:06.000]  你們要什麼?
[00:08:06.000 --> 00:08:09.000]  不知你思想一下
[00:08:09.000 --> 00:08:11.000]  明明都是跟著耶穌
[00:08:11.000 --> 00:08:13.000]  耶穌的講道報道
[00:08:13.000 --> 00:08:14.000]  都是呼召人們跟著他
[00:08:14.000 --> 00:08:16.000]  那兩個人都跟著他
[00:08:16.000 --> 00:08:18.000]  還轉頭來問他
[00:08:18.000 --> 00:08:20.000]  等於見到人家吃飯
[00:08:20.000 --> 00:08:21.000]  你吃飯嗎?
[00:08:21.000 --> 00:08:22.000]  那你吃什麼?
[00:08:22.000 --> 00:08:24.000]  這樣都看見他
[00:08:24.000 --> 00:08:26.000]  等於今天你來到這裡
[00:08:26.000 --> 00:08:27.000]  坐在這裡
[00:08:27.000 --> 00:08:29.000]  轉身來問你
[00:08:29.000 --> 00:08:30.000]  你坐在這裡
[00:08:30.000 --> 00:08:31.000]  你要什麼?
[00:08:32.000 --> 00:08:33.000]  如果我問你
[00:08:33.000 --> 00:08:35.000]  你現在要什麼?
[00:08:35.000 --> 00:08:37.000]  我就坐在這裡
[00:08:37.000 --> 00:08:39.000]  思覺敬拜
[00:08:39.000 --> 00:08:40.000]  聽到
[00:08:40.000 --> 00:08:43.000]  還有在網上YouTube直播的
[00:08:43.000 --> 00:08:44.000]  或者過幾天
[00:08:44.000 --> 00:08:45.000]  或者過24小時後
[00:08:45.000 --> 00:08:47.000]  看YouTube直播的
[00:08:47.000 --> 00:08:49.000]  突然轉頭來
[00:08:49.000 --> 00:08:51.000]  講完代表耶穌問你
[00:08:51.000 --> 00:08:53.000]  你要什麼?
[00:08:53.000 --> 00:08:56.000]  如果在網絡在家聽見
[00:08:56.000 --> 00:08:57.000]  看見的
[00:08:57.000 --> 00:08:59.000]  你可能要問問自己
[00:08:59.000 --> 00:09:01.000]  你要什麼?
[00:09:01.000 --> 00:09:05.000]  不知道你平時用的手機
[00:09:05.000 --> 00:09:06.000]  進食肆
[00:09:06.000 --> 00:09:07.000]  進恩福堂
[00:09:07.000 --> 00:09:09.000]  有沒有試過有些地方
[00:09:09.000 --> 00:09:13.000]  食肆還沒更新它的軟件
[00:09:13.000 --> 00:09:15.000]  你明明很多次都順利的
[00:09:15.000 --> 00:09:16.000]  突然有一次
[00:09:16.000 --> 00:09:17.000]  紅色
[00:09:17.000 --> 00:09:18.000]  好像告訴你
[00:09:18.000 --> 00:09:20.000]  有些情況不行
[00:09:20.000 --> 00:09:22.000]  如果紅色之後告訴你
[00:09:22.000 --> 00:09:24.000]  你要進來做什麼?
[00:09:24.000 --> 00:09:25.000]  那你傻的嗎?
[00:09:25.000 --> 00:09:27.000]  進來當然要吃東西
[00:09:28.000 --> 00:09:30.000]  現在在下面
[00:09:30.000 --> 00:09:33.000]  有個掃描
[00:09:33.000 --> 00:09:34.000]  一掃描
[00:09:34.000 --> 00:09:36.000]  掃描後就問你
[00:09:36.000 --> 00:09:37.000]  你進來恩福堂
[00:09:37.000 --> 00:09:38.000]  今天做什麼?
[00:09:38.000 --> 00:09:39.000]  要什麼?
[00:09:39.000 --> 00:09:40.000]  你需要什麼?
[00:09:40.000 --> 00:09:44.000]  人都在這裡
[00:09:44.000 --> 00:09:46.000]  我都有敬拜有聽到
[00:09:46.000 --> 00:09:48.000]  原來耶穌不是甘於
[00:09:48.000 --> 00:09:50.000]  一個人跟隨他
[00:09:50.000 --> 00:09:52.000]  有愛在表面的行為
[00:09:52.000 --> 00:09:54.000]  耶穌還是很著重一個人
[00:09:54.000 --> 00:09:56.000]  內心的目的
[00:09:56.000 --> 00:09:59.000]  動機和需要
[00:09:59.000 --> 00:10:01.000]  即是今天你坐在這裡
[00:10:01.000 --> 00:10:04.000]  耶穌都會問你
[00:10:04.000 --> 00:10:07.000]  現在你要什麼?
[00:10:07.000 --> 00:10:08.000]  你35年前
[00:10:08.000 --> 00:10:10.000]  或者過去某段時間
[00:10:10.000 --> 00:10:12.000]  來到恩福堂
[00:10:12.000 --> 00:10:14.000]  你內在的動機
[00:10:14.000 --> 00:10:16.000]  目的、需要是什麼?
[00:10:16.000 --> 00:10:18.000]  以前有些年輕人
[00:10:18.000 --> 00:10:19.000]  上教會
[00:10:19.000 --> 00:10:21.000]  可能有興趣班學
[00:10:21.000 --> 00:10:22.000]  學結他
[00:10:22.000 --> 00:10:23.000]  很開心
[00:10:23.000 --> 00:10:25.000]  也有些人喜歡上教會
[00:10:25.000 --> 00:10:26.000]  聽人生道理
[00:10:26.000 --> 00:10:28.000]  當然也聽過很多年前
[00:10:28.000 --> 00:10:30.000]  有些人上教會有奶粉
[00:10:30.000 --> 00:10:32.000]  即是我人到了
[00:10:32.000 --> 00:10:34.000]  我都希望有福利
[00:10:34.000 --> 00:10:35.000]  當然以前
[00:10:35.000 --> 00:10:37.000]  我會有一間教會在香港
[00:10:37.000 --> 00:10:38.000]  他們很知道
[00:10:38.000 --> 00:10:40.000]  水禮之後的人
[00:10:40.000 --> 00:10:42.000]  會葬在博弗林背山面海
[00:10:42.000 --> 00:10:43.000]  所以有些人一上教會
[00:10:43.000 --> 00:10:45.000]  我就要水禮
[00:10:45.000 --> 00:10:46.000]  水禮之後
[00:10:46.000 --> 00:10:47.000]  你見不到他
[00:10:47.000 --> 00:10:48.000]  因為他可以享用
[00:10:48.000 --> 00:10:50.000]  基督教博弗林墳場
[00:10:50.000 --> 00:10:52.000]  這個名墳
[00:10:52.000 --> 00:10:54.000]  有些叫做奶粉信徒
[00:10:54.000 --> 00:10:56.000]  有些人是福利的信徒
[00:10:56.000 --> 00:10:58.000]  有些是墓地的信徒
[00:10:58.000 --> 00:10:59.000]  不同的原因
[00:10:59.000 --> 00:11:00.000]  有人上教會
[00:11:00.000 --> 00:11:02.000]  有人聚會
[00:11:02.000 --> 00:11:05.000]  但是今天
[00:11:05.000 --> 00:11:06.000]  你坐在這裡
[00:11:06.000 --> 00:11:07.000]  在此時此刻
[00:11:07.000 --> 00:11:08.000]  回顧過去
[00:11:08.000 --> 00:11:10.000]  為什麼你上恩福堂
[00:11:10.000 --> 00:11:11.000]  這一刻你來敬拜
[00:11:11.000 --> 00:11:12.000]  坐在這裡
[00:11:12.000 --> 00:11:14.000]  或者在家裡視像
[00:11:14.000 --> 00:11:16.000]  你要的是什麼?
[00:11:16.000 --> 00:11:19.000]  耶穌都很關注這件事
[00:11:19.000 --> 00:11:20.000]  不是表面
[00:11:20.000 --> 00:11:21.000]  你坐在這裡
[00:11:21.000 --> 00:11:23.000]  你的心思意念
[00:11:23.000 --> 00:11:24.000]  是什麼?
[00:11:24.000 --> 00:11:28.000]  當然
[00:11:28.000 --> 00:11:29.000]  兩個門徒很精靈
[00:11:29.000 --> 00:11:30.000]  跟隨耶穌
[00:11:30.000 --> 00:11:31.000]  馬上被耶穌親吻
[00:11:31.000 --> 00:11:33.000]  他們回答得很好
[00:11:33.000 --> 00:11:35.000]  他們回答什麼?
[00:11:35.000 --> 00:11:36.000]  那兩個門徒
[00:11:36.000 --> 00:11:38.000]  被耶穌突然問
[00:11:38.000 --> 00:11:39.000]  你要什麼?
[00:11:39.000 --> 00:11:41.000]  他們兩個怎麼回答?
[00:11:41.000 --> 00:11:43.000]  拉比
[00:11:43.000 --> 00:11:46.000]  你在那裡住?
[00:11:46.000 --> 00:11:49.000]  他們都很清楚
[00:11:49.000 --> 00:11:51.000]  自己要什麼
[00:11:51.000 --> 00:11:53.000]  他們要什麼?
[00:11:53.000 --> 00:11:55.000]  問耶穌住在哪裡
[00:11:55.000 --> 00:11:58.000]  不是問你在哪裡講道
[00:11:58.000 --> 00:12:00.000]  你在哪裡分享信息
[00:12:00.000 --> 00:12:02.000]  有沒有分別?
[00:12:02.000 --> 00:12:04.000]  追著耶穌聽道
[00:12:04.000 --> 00:12:06.000]  跟問耶穌住在哪裡
[00:12:06.000 --> 00:12:07.000]  有沒有分別?
[00:12:07.000 --> 00:12:09.000]  有分別的
[00:12:09.000 --> 00:12:14.000]  住是留得久一點
[00:12:14.000 --> 00:12:15.000]  認識他深一點
[00:12:15.000 --> 00:12:16.000]  了解多一點
[00:12:16.000 --> 00:12:17.000]  不知道你有沒有知道
[00:12:17.000 --> 00:12:18.000]  早期恩福堂
[00:12:18.000 --> 00:12:20.000]  有這個習慣
[00:12:20.000 --> 00:12:21.000]  現在也沒辦法了
[00:12:21.000 --> 00:12:22.000]  在疫情下
[00:12:22.000 --> 00:12:24.000]  在網絡世界之下
[00:12:24.000 --> 00:12:26.000]  也沒有以前的做法了
[00:12:26.000 --> 00:12:28.000]  因為以前蘇牧師報道講道
[00:12:28.000 --> 00:12:29.000]  也很有恩賜
[00:12:29.000 --> 00:12:31.000]  無數人慕名而來
[00:12:31.000 --> 00:12:33.000]  相對之下比較
[00:12:33.000 --> 00:12:35.000]  相對之下
[00:12:35.000 --> 00:12:37.000]  其他的牧者講道
[00:12:37.000 --> 00:12:38.000]  有時比較悶
[00:12:38.000 --> 00:12:40.000]  難免有些人會點菜
[00:12:40.000 --> 00:12:42.000]  早一兩天打電話來
[00:12:42.000 --> 00:12:43.000]  今天主日
[00:12:43.000 --> 00:12:45.000]  誰在講道?
[00:12:45.000 --> 00:12:47.000]  是不是蘇牧師?
[00:12:47.000 --> 00:12:49.000]  不知道你有沒有試過?
[00:12:49.000 --> 00:12:51.000]  或者有些人也明白
[00:12:51.000 --> 00:12:53.000]  他真的想聽蘇牧師講道
[00:12:53.000 --> 00:12:55.000]  一聽到黃永康牧師
[00:12:55.000 --> 00:12:57.000]  如果是直播
[00:12:57.000 --> 00:12:59.000]  馬上轉台也說不定
[00:12:59.000 --> 00:13:03.000]  以前是
[00:13:03.000 --> 00:13:05.000]  講給幹職和同工聽
[00:13:05.000 --> 00:13:07.000]  不講給任何人知道
[00:13:07.000 --> 00:13:09.000]  主日是誰講道的
[00:13:09.000 --> 00:13:10.000]  但現在早一兩天
[00:13:10.000 --> 00:13:13.000]  點進去我們的手機
[00:13:13.000 --> 00:13:14.000]  誰在講道
[00:13:14.000 --> 00:13:15.000]  哪一堂
[00:13:15.000 --> 00:13:17.000]  都一清二楚
[00:13:17.000 --> 00:13:19.000]  現在你會容易選擇
[00:13:19.000 --> 00:13:22.000]  當時門徒問
[00:13:22.000 --> 00:13:24.000]  耶穌說你住在哪裡?
[00:13:24.000 --> 00:13:26.000]  想認識耶穌多些
[00:13:26.000 --> 00:13:28.000]  他知道他們的需要是什麼
[00:13:28.000 --> 00:13:30.000]  因為施洗漢介紹給他們知道
[00:13:30.000 --> 00:13:32.000]  這位經過的
[00:13:32.000 --> 00:13:34.000]  就是神的羔羊
[00:13:34.000 --> 00:13:36.000]  因為耶穌水禮的時候
[00:13:36.000 --> 00:13:38.000]  施洗漢看到
[00:13:38.000 --> 00:13:40.000]  有聖靈降臨在耶穌身上
[00:13:40.000 --> 00:13:42.000]  然後跟著印證
[00:13:42.000 --> 00:13:43.000]  祂就是神的兒子
[00:13:43.000 --> 00:13:45.000]  所以施洗漢看到
[00:13:45.000 --> 00:13:47.000]  天父神
[00:13:47.000 --> 00:13:49.000]  看到聖子耶穌
[00:13:49.000 --> 00:13:51.000]  又看到聖靈降臨在耶穌身上
[00:13:51.000 --> 00:13:53.000]  知道耶穌的身份
[00:13:53.000 --> 00:13:55.000]  就是神的兒子
[00:13:55.000 --> 00:13:57.000]  所以在聖經裡34節
[00:13:57.000 --> 00:13:59.000]  就說這是神的兒子
[00:13:59.000 --> 00:14:01.000]  然後就介紹給
[00:14:01.000 --> 00:14:03.000]  兩個門徒
[00:14:03.000 --> 00:14:05.000]  施洗漢介紹給兩個門徒
[00:14:05.000 --> 00:14:07.000]  看神的羔羊
[00:14:07.000 --> 00:14:08.000]  他們就很想認識
[00:14:08.000 --> 00:14:10.000]  這個神的羔羊是誰
[00:14:10.000 --> 00:14:12.000]  想留久一點住久一點
[00:14:12.000 --> 00:14:13.000]  時間是多少呢?
[00:14:13.000 --> 00:14:15.000]  在經文裡有說
[00:14:15.000 --> 00:14:17.000]  他們在那裡住到什麼時候呢?
[00:14:17.000 --> 00:14:21.000]  住到
[00:14:21.000 --> 00:14:23.000]  新正
[00:14:23.000 --> 00:14:25.000]  就是第二天的十點鐘
[00:14:25.000 --> 00:14:27.000]  第二天的十點鐘是羅馬的計時
[00:14:27.000 --> 00:14:29.000]  也是配合
[00:14:29.000 --> 00:14:31.000]  《約翰福音》十九章的計時方式
[00:14:31.000 --> 00:14:33.000]  而耶穌重視的
[00:14:33.000 --> 00:14:35.000]  不只是我們宗教的行為
[00:14:35.000 --> 00:14:37.000]  重視我們的內心
[00:14:37.000 --> 00:14:39.000]  心態、動機
[00:14:39.000 --> 00:14:41.000]  我們的需要
[00:14:41.000 --> 00:14:43.000]  當然我們上教會
[00:14:43.000 --> 00:14:45.000]  有好處、有物質的需要
[00:14:45.000 --> 00:14:47.000]  有福利
[00:14:47.000 --> 00:14:49.000]  都是一個關懷的表達
[00:14:49.000 --> 00:14:51.000]  但是人有心靈的需要
[00:14:51.000 --> 00:14:53.000]  有社交的需要
[00:14:53.000 --> 00:14:55.000]  所以有些人說上教會有團體生活
[00:14:55.000 --> 00:14:57.000]  人們很純良的
[00:14:57.000 --> 00:14:59.000]  群聚起來會好一點
[00:14:59.000 --> 00:15:01.000]  所以家長都鼓勵信徒或兒女
[00:15:01.000 --> 00:15:03.000]  上教會的人都會比較純的
[00:15:03.000 --> 00:15:05.000]  當然有時家長難免
[00:15:05.000 --> 00:15:07.000]  在物質的需要都在
[00:15:07.000 --> 00:15:09.000]  有些名校
[00:15:09.000 --> 00:15:11.000]  家長水遞了
[00:15:11.000 --> 00:15:13.000]  兒女可能會多加五分
[00:15:13.000 --> 00:15:15.000]  兒女固定分,主學又會多加幾分
[00:15:15.000 --> 00:15:17.000]  會容易一點進入那間名校
