
[00:00:00.000 --> 00:00:06.400]  進入今天講道的時候,開始的時候,我也想講一個故事給大家聽。
[00:12:35.000 --> 00:12:42.000]  所以退休的弟兄姊妹,都可以帶著使命去退休。
[00:12:42.000 --> 00:12:50.000]  另一方面,不單止我們覺得普通的東西,上帝可以使用。
[00:12:50.000 --> 00:12:55.000]  而我們覺得負面的東西,在神的手中都可以變得不一樣。
[00:12:55.000 --> 00:13:02.000]  有人可能經過情緒的困擾,有人照顧過特殊需要的兒童,或者患病的家人。
[00:13:02.000 --> 00:13:09.000]  這些經歷都可以為神去使用,去轉化為你去陪伴一些類似經歷的人去同行的祝福。
[00:13:09.000 --> 00:13:12.000]  無論是在近處,還是在遠處。
[00:13:12.000 --> 00:13:16.000]  捍衛負面的東西,神都可以使用。
[00:13:16.000 --> 00:13:25.000]  我讀神學的時候,有一位女同學,她身體有病,需要用拐杖去幫她走路。
[00:13:25.000 --> 00:13:32.000]  但她仍然很願意拿著她的拐杖,撐著去外地宣教。
[00:13:32.000 --> 00:13:39.000]  在宣教的工場,一些微信署的人,當地的人會很好奇地問她,
[00:13:39.000 --> 00:13:44.000]  因為她還是壯年年青,就會問她,你為什麼需要用拐杖?
[00:13:44.000 --> 00:13:48.000]  於是,她就用這支拐杖去跟別人打開話題。
[00:13:48.000 --> 00:13:53.000]  這支拐杖成為她去講見證傳福音的工具。
[00:13:53.000 --> 00:13:59.000]  摩西手裡面有牧羊像,我這位同學手裡面是幫她走路的像,
[00:13:59.000 --> 00:14:07.000]  普通的拐杖,甚至是我們會視為限制的東西,神會令它變得不一樣。
[00:14:07.000 --> 00:14:13.000]  我們回到經文裡面,我們再來讀四章六至九節,
[00:14:13.000 --> 00:14:16.000]  看看神如何繼續跟摩西去對話。
[00:14:16.000 --> 00:14:28.000]  耶和華又對她說,把手放在懷裡,
[00:14:28.000 --> 00:14:34.000]  有說那樣吧,耶和華說,再把手放在懷裡,
[00:14:34.000 --> 00:14:39.000]  她就再把手放在懷裡,及自從懷裡抽出來,
[00:14:39.000 --> 00:14:44.000]  不料手已經復原,與周身的肉一樣。
[00:14:44.000 --> 00:14:49.000]  又說,倘或他們不聽你的話,也不信頭一個神蹟,
[00:14:49.000 --> 00:14:52.000]  他們必信第二個神蹟,
[00:14:52.000 --> 00:14:56.000]  且兩個神蹟若都不信,也不聽你的話。
[00:14:56.000 --> 00:15:06.000]  倒在巷地上,你從河裡取的水,必在巷地上變作血。
[00:15:06.000 --> 00:15:14.000]  在六至九節裡面,神給了摩西另外兩個神蹟,
[00:15:14.000 --> 00:15:19.000]  第二個是令人的手去長大麻風,然後瞬間變回正常,
[00:15:19.000 --> 00:15:23.000]  第三個是令在河裡取出來的水變回血。
[00:15:23.000 --> 00:15:28.000]  大家有沒有想過,一個神蹟不是已經足夠證明了嗎?
[00:15:28.000 --> 00:15:31.000]  為什麼需要第二第三個神蹟呢?
[00:15:31.000 --> 00:15:38.000]  首先,相信神也知道以色列人不容易相信摩西,
[00:15:38.000 --> 00:15:40.000]  所以給他三個錦囊,
[00:15:40.000 --> 00:15:45.000]  也可能神知道摩西自己信心不足,去加添他的信心。
[00:15:45.000 --> 00:15:50.000]  第三個可能是神知道摩西仍然會推,
[00:15:50.000 --> 00:15:54.000]  所以預早給多一些給他,塞住他的嘴巴。
[00:15:54.000 --> 00:15:57.000]  你缺什麼,神都可以加給你。
[00:15:57.000 --> 00:16:04.000]  神蹟這個字,圓文oat,也有sign記號的意思,
[00:16:04.000 --> 00:16:07.000]  是神與摩西同在的記號。
[00:16:07.000 --> 00:16:13.000]  這三個神蹟,三個記號,除了顯出神同在的能力,
[00:16:13.000 --> 00:16:16.000]  其實還有沒有一些屬靈上的意思呢?
[00:16:16.000 --> 00:16:22.000]  首先是蛇,其實蛇是代表埃及的王權。
[00:16:22.000 --> 00:16:26.000]  如果大家有見過埃及的一些畫,
[00:16:26.000 --> 00:16:28.000]  古埃及的眼鏡蛇的符號,
[00:16:28.000 --> 00:16:31.000]  經常出現在法老的皇冠前面,
[00:16:31.000 --> 00:16:34.000]  名字叫Ulai Usi,
[00:16:34.000 --> 00:16:38.000]  象徵著王權,神聖的保護,威懾的力量,
[00:16:38.000 --> 00:16:44.000]  表示法老受到神明的庇護,並且有統治權。
[00:16:44.000 --> 00:16:49.000]  第二,大麻風,代表著罪和不潔,
[00:16:49.000 --> 00:16:55.000]  所以指向神,使人由不潔變為潔淨,
[00:16:55.000 --> 00:16:58.000]  預表著神的救贖大能。
[00:16:58.000 --> 00:17:01.000]  第三,河水變做血,
[00:17:01.000 --> 00:17:04.000]  其實這個是在去到埃及之後,
[00:17:04.000 --> 00:17:09.000]  摩西行的十災裏面的第一災,
[00:17:09.000 --> 00:17:13.000]  利和河是埃及的生命之源,
[00:17:13.000 --> 00:17:16.000]  而變血是象徵著審判,
[00:17:16.000 --> 00:17:19.000]  所以這三個神蹟都是預示著,
[00:17:19.000 --> 00:17:25.000]  埃及由王權到一切的生命都在耶和華神的手中,
[00:17:25.000 --> 00:17:30.000]  並且神要拯救和潔淨他的子民。
[00:17:30.000 --> 00:17:35.000]  這三個神蹟都不是摩西原本有能力行出來的,
[00:17:35.000 --> 00:17:39.000]  但神賜給他,要使用他來完成使命,
[00:17:39.000 --> 00:17:42.000]  所以將能力賜給他,
[00:17:42.000 --> 00:17:45.000]  不過摩西仍然推搪,
[00:17:45.000 --> 00:17:50.000]  這次的理由是什麽呢?我們一起來讀,十字到十二字。
[00:17:50.000 --> 00:17:56.000]  摩西對耶和華說:主啊,我數日不是能言的人,
[00:17:56.000 --> 00:18:00.000]  就是從你對僕人說話以後,也是這樣。
[00:18:00.000 --> 00:18:04.000]  我本是說口笨字的,耶和華對他說:
[00:18:04.000 --> 00:18:10.000]  誰做人的口呢?誰使人口雅耳聾,目明眼闔呢?
[00:18:10.000 --> 00:18:14.000]  豈不是我耶和華嗎?現在去吧,
[00:18:14.000 --> 00:18:19.000]  我必賜你口才,當說的話。
[00:18:19.000 --> 00:18:24.000]  在第十字裏,摩西這樣說:主啊,我數日不是能言的人,
[00:18:24.000 --> 00:18:27.000]  數日即是數來一向的意思,
[00:18:27.000 --> 00:18:30.000]  我一向都不會說話,甚至是絕口笨舌,
[00:18:30.000 --> 00:18:33.000]  我真是能力不足啊,主啊。
[00:18:33.000 --> 00:18:37.000]  不知道大家有沒有留意到,中間還有一句,
[00:18:37.000 --> 00:18:41.000]  就是從你對僕人說話以後,也是這樣。
[00:18:41.000 --> 00:18:44.000]  主啊,從你對僕人說話以後,
[00:18:44.000 --> 00:18:47.000]  到現在你都沒有令我變得不同。
[00:18:47.000 --> 00:18:52.000]  哇,摩西也挺狡猾的,他還責怪主啊,
[00:18:52.000 --> 00:18:58.000]  這是摩西第三次推辭,每個理由都很有理由。
[00:18:58.000 --> 00:19:03.000]  我們切身事地為摩西去想,怪不怪他呢?
[00:19:03.000 --> 00:19:05.000]  與其問他不願意,為什麼不願意去,
[00:19:05.000 --> 00:19:08.000]  其實也要問為什麼他要去。
[00:19:08.000 --> 00:19:11.000]  雖然摩西他以前很有火,
[00:19:11.000 --> 00:19:15.000]  他對仇俘的以色列人都曾經很有憐憫的心,
[00:19:15.000 --> 00:19:18.000]  但以色列人拒絕過他,被人拒絕會怎樣呢?
[00:19:18.000 --> 00:19:22.000]  火會澆熄,而且他現在生活是很安定的,
[00:19:22.000 --> 00:19:26.000]  家庭幸福,牛羊成群,有災有災,
[00:19:26.000 --> 00:19:29.000]  你要去放棄這些,去搏過,去捱過,
[00:19:29.000 --> 00:19:32.000]  不單是辛苦,可能連命都沒了,
[00:19:32.000 --> 00:19:36.000]  所以為什麼要去?我們是不是應該同情摩西?
[00:19:36.000 --> 00:19:39.000]  他說口才不好是事實,
[00:19:39.000 --> 00:19:44.000]  那麼神是不是應該算數放過摩西呢?
[00:19:44.000 --> 00:19:47.000]  神沒有,既然摩西說他口才不好,
[00:19:47.000 --> 00:19:51.000]  那麼神就繼續跟他說,我們再讀一次十一節,
[00:19:51.000 --> 00:19:55.000]  誰造人的口呢?
[00:19:55.000 --> 00:20:00.000]  誰使人口啞,耳聾,目明,眼黑呢?
[00:20:00.000 --> 00:20:04.000]  豈不是我,耶和華,現在去吧,
[00:20:04.000 --> 00:20:09.000]  我必似你口才,只教你所當說的話。
[00:20:09.000 --> 00:20:14.000]  摩西不斷說我缺乏什麼,
[00:20:14.000 --> 00:20:20.000]  可以看到他仍然是以他自己的處境去看神對他的呼召,
[00:20:20.000 --> 00:20:25.000]  但神這一句,豈不是我,耶和華呢?
[00:20:25.000 --> 00:20:28.000]  這個「我」字有一種意味,
[00:20:28.000 --> 00:20:31.000]  是叫摩西你不要只看你自己的「我」,
[00:20:31.000 --> 00:20:34.000]  你應該看我,這個「我」,
[00:20:34.000 --> 00:20:37.000]  這個掌管萬有的「我」。
[00:20:37.000 --> 00:20:40.000]  神向摩西發出最後一個命令,
[00:20:40.000 --> 00:20:43.000]  是什麼呢?現在去吧,
[00:20:43.000 --> 00:20:46.000]  不要再擔心,也不要再糾纏了,
[00:20:46.000 --> 00:20:51.000]  同時我們看到其實神是不是推摩西出去就算呢?
[00:20:51.000 --> 00:20:54.000]  不是,是摩西覺得有什麼不足夠,有什麼欠缺,
[00:20:54.000 --> 00:20:56.000]  神就為他補足,
[00:20:56.000 --> 00:20:58.000]  甚至是他原本沒有的口才,
[00:20:58.000 --> 00:21:02.000]  神都可以補足給他,裝備他去完成神的工作,
[00:21:02.000 --> 00:21:05.000]  神是有次能力的主權,
[00:21:05.000 --> 00:21:08.000]  正如耶穌基督叫門徒出去傳福音的時候,
[00:21:08.000 --> 00:21:11.000]  亦都賜給門徒有講鬼的權柄,
[00:21:11.000 --> 00:21:15.000]  聖靈在五旬節要令到更加多人聽見福音,
[00:21:15.000 --> 00:21:18.000]  亦都賜下謊言的恩賜給門徒,
[00:21:18.000 --> 00:21:22.000]  我們可能就會說,那怎麼同呢?
[00:21:22.000 --> 00:21:24.000]  摩西和門徒都是非一般的人物,
[00:21:24.000 --> 00:21:27.000]  神當然特別恩待他們,
[00:21:27.000 --> 00:21:32.000]  但是相信大家都聽過一些侍奉人員的見證,
[00:21:32.000 --> 00:21:34.000]  在他原本很缺乏恩賜,
[00:21:34.000 --> 00:21:36.000]  或者由零開始的崗位上,
[00:21:36.000 --> 00:21:40.000]  是怎樣去得著,造就和祝福的,
[00:21:40.000 --> 00:21:43.000]  亦都包括,我都聽了不止一次,
[00:21:43.000 --> 00:21:46.000]  有一些牧者他原本是讀寫障礙的,
[00:21:46.000 --> 00:21:48.000]  但是蒙神的呼召,
[00:21:48.000 --> 00:21:52.000]  是站上去講台成為了講道者,
[00:21:52.000 --> 00:21:55.000]  還有一樣很重要的經文裡面,
[00:21:55.000 --> 00:21:58.000]  神說,我必賜你口才,
[00:21:58.000 --> 00:21:59.000]  接著那句是什麼?
[00:21:59.000 --> 00:22:03.000]  又要指教你所當說的話,
[00:22:03.000 --> 00:22:06.000]  神是會教摩西去講些什麼的,
[00:22:06.000 --> 00:22:10.000]  所以真正的口才不是我們得,
[00:22:10.000 --> 00:22:13.000]  是神將說話放在我們的口裡面,
[00:22:13.000 --> 00:22:14.000]  教我們怎樣講的,
[00:22:14.000 --> 00:22:17.000]  所以不是我們得,是神得,
[00:22:17.000 --> 00:22:21.000]  神呼召,邀請我們,
[00:22:21.000 --> 00:22:22.000]  或者給感動我們,
[00:22:22.000 --> 00:22:24.000]  是想我們去承受祂的事工,
[00:22:24.000 --> 00:22:26.000]  有什麼欠缺,
[00:22:26.000 --> 00:22:28.000]  神是可以為我們去補足的,
[00:22:28.000 --> 00:22:32.000]  我都講一個我太太的故事,
[00:22:32.000 --> 00:22:35.000]  她當年讀神學是實習的時候,
[00:22:35.000 --> 00:22:38.000]  實習教會就是,
[00:22:38.000 --> 00:22:41.000]  很想用一種很新穎特別的音樂,
[00:22:41.000 --> 00:22:46.000]  是音樂敬拜的模式去建立一些年青人的,
[00:22:46.000 --> 00:22:48.000]  太太回想當時的情況,
[00:22:48.000 --> 00:22:50.000]  她當時做詩琴的,
[00:22:50.000 --> 00:22:53.000]  她以前是沒有接觸過這種音樂的模式的,
[00:22:53.000 --> 00:22:55.000]  但是她說不知道為什麼,
[00:22:55.000 --> 00:23:01.000]  她當時是彈到那種很配合這種特別音樂模式的伴奏的,
[00:23:01.000 --> 00:23:03.000]  現在你叫她再彈,
[00:23:03.000 --> 00:23:05.000]  她都彈不出來的了,
[00:23:05.000 --> 00:23:08.000]  我相信是在那個階段裡面,
[00:23:08.000 --> 00:23:11.000]  神建立這間教會,
[00:23:11.000 --> 00:23:13.000]  想去建立年青人的心,
[00:23:13.000 --> 00:23:16.000]  是賜給我太太當時需要的能力,
[00:23:16.000 --> 00:23:19.000]  是成為其中被她使用的一個器皿,
[00:23:19.000 --> 00:23:24.000]  再推扶一些創造文物的主,
[00:23:24.000 --> 00:23:25.000]  可以賜予的,
[00:23:25.000 --> 00:23:27.000]  又怎麼指的是能力呢?
[00:23:27.000 --> 00:23:29.000]  實在是有很多的可能性,
[00:23:29.000 --> 00:23:33.000]  我很喜歡哥林多前書三章二十一至二十三節裡面,
[00:23:33.000 --> 00:23:35.000]  所講到的一句話,
[00:23:35.000 --> 00:23:37.000]  萬有全是你們的,
[00:23:37.000 --> 00:23:40.000]  弟兄姊妹萬有全是你們的,
[00:23:40.000 --> 00:23:42.000]  因為我們是屬神的,
[00:23:42.000 --> 00:23:43.000]  而掌管萬有的神,
[00:23:43.000 --> 00:23:45.000]  是在我們的背後,
[00:23:45.000 --> 00:23:47.000]  所以萬有都是我們的,
[00:23:47.000 --> 00:23:52.000]  很多年前我去緬甸訪孫,
[00:23:52.000 --> 00:23:54.000]  聽到一個見證,
[00:23:54.000 --> 00:23:57.000]  當地有一個基督教的機構,
[00:23:57.000 --> 00:24:00.000]  在籌備一個事工,
[00:24:00.000 --> 00:24:02.000]  還欠缺一個數目的資金,
[00:24:02.000 --> 00:24:04.000]  有一天他們聚集一起,
[00:24:04.000 --> 00:24:07.000]  為這個需要一起去同心去禱告,
[00:24:07.000 --> 00:24:08.000]  過了沒多久,
[00:24:08.000 --> 00:24:09.000]  應該是幾天之後,
[00:24:09.000 --> 00:24:12.000]  有一個人就來到他們機構,
[00:24:12.000 --> 00:24:13.000]  說要奉獻,
[00:24:13.000 --> 00:24:17.000]  這個人說他來奉獻是因為他聽到有聲音,
[00:24:17.000 --> 00:24:21.000]  叫他去奉獻這個數目的金錢給這個機構,
[00:24:21.000 --> 00:24:23.000]  我相信大家已經猜到,
[00:24:23.000 --> 00:24:25.000]  他奉獻的數目,
[00:24:25.000 --> 00:24:29.000]  就是這個機構所缺乏的數目,
[00:24:29.000 --> 00:24:31.000]  而更加奇妙的是,
[00:24:31.000 --> 00:24:33.000]  這個人不是基督徒,
[00:24:33.000 --> 00:24:35.000]  而是一個佛教徒,
[00:24:35.000 --> 00:24:38.000]  而是他聽到這個聲音的那個時間,
[00:24:38.000 --> 00:24:43.000]  正正就是這個機構為了他們的缺乏,
[00:24:43.000 --> 00:24:45.000]  一起禱告的那個時間,
[00:24:45.000 --> 00:24:47.000]  所以弟兄姊妹,
[00:24:47.000 --> 00:24:50.000]  鼓勵大家多點走出去,
[00:24:50.000 --> 00:24:58.000]  你會見到,
[00:24:58.000 --> 00:25:01.000]  聽到更加多,
[00:25:01.000 --> 00:25:04.000]  上帝在不同的地方,
[00:25:04.000 --> 00:25:08.000]  不同的群體裡面的工作,
[00:25:08.000 --> 00:25:11.000]  更加願意我們弟兄姊妹,
[00:25:11.000 --> 00:25:14.000]  能夠以行動去回應神的邀請,
[00:25:14.000 --> 00:25:17.000]  願意踏出一步去嘗試,
[00:25:17.000 --> 00:25:22.000]  才不會埋沒了神要給你的無限的可能性,
[00:25:22.000 --> 00:25:25.000]  神要摩西去,
[00:25:25.000 --> 00:25:26.000]  如果他不去,
[00:25:26.000 --> 00:25:27.000]  他後來的神蹟,
[00:25:27.000 --> 00:25:28.000]  很多的神蹟,
[00:25:28.000 --> 00:25:30.000]  他都經歷不到的了,
[00:25:30.000 --> 00:25:33.000]  大家還有沒有看過,
[00:25:33.000 --> 00:25:35.000]  幾年前有一套電影,
[00:25:35.000 --> 00:25:37.000]  叫做盛夏有晴天,
[00:25:37.000 --> 00:25:38.000]  Luca,
[00:25:38.000 --> 00:25:40.000]  有看過的請舉手,
[00:25:40.000 --> 00:25:42.000]  很少喔,
[00:25:42.000 --> 00:25:47.000]  這個裡面的故事,
[00:25:47.000 --> 00:25:50.000]  是講一個風光明媚的意大利,
[00:25:50.000 --> 00:25:52.000]  叫做維耶拉的海岸,
[00:25:52.000 --> 00:25:55.000]  當中有兩隻小海怪,
[00:25:55.000 --> 00:25:57.000]  他在海裡面走上岸,
[00:25:57.000 --> 00:26:00.000]  走進人類世界裡面的一個經歷,
[00:26:00.000 --> 00:26:03.000]  主角之一的海怪,
[00:26:03.000 --> 00:26:04.000]  叫做Luca,
