
[00:00:00.000 --> 00:00:02.360]  可否給予掌聲今天的侍奉團隊
[00:07:21.160 --> 00:07:25.160]  誰知讓了出來,讓給了一個人叫多比亞
[00:07:25.160 --> 00:07:28.160]  多比亞是什麼人呢
[00:07:28.160 --> 00:07:30.160]  多比亞是阿蒙人
[00:07:30.160 --> 00:07:32.160]  為什麼讓房間給阿蒙人是這麼大的事呢
[00:07:32.160 --> 00:07:35.160]  如果我們看回前一點的十三章一至三節
[00:07:35.160 --> 00:07:37.160]  原來聖經提到
[00:07:37.160 --> 00:07:42.160]  阿蒙人和摩亞人是永不可進入耶和華的殿的
[00:07:42.160 --> 00:07:45.160]  但竟然這個祭司,神職人員
[00:07:45.160 --> 00:07:50.160]  竟然給了一間房,聖殿裏面的一間房給阿蒙人
[00:07:50.160 --> 00:07:53.160]  哇,那是什麼呢?知法犯法
[00:07:53.160 --> 00:07:55.160]  難怪尼希米這麼生氣
[00:07:55.160 --> 00:07:57.160]  我又舉個例子
[00:07:57.160 --> 00:08:03.160]  假如有一天阿君將樂隊房間撿出來
[00:08:03.160 --> 00:08:07.160]  十二樓的樂隊房間有很多樂器
[00:08:07.160 --> 00:08:09.160]  給敬拜隊練習
[00:08:09.160 --> 00:08:11.160]  她將所有樂器撿出來
[00:08:11.160 --> 00:08:14.160]  為什麼呢?原來她將房間放出來
[00:08:14.160 --> 00:08:17.160]  讓阿靈峰放他的女兒的玩具
[00:08:17.160 --> 00:08:21.160]  他的女兒叫麻蓉包
[00:08:21.160 --> 00:08:24.160]  將房間放出來給他放玩具
[00:08:24.160 --> 00:08:26.160]  然後看守者走過
[00:08:26.160 --> 00:08:28.160]  看到,你覺得守者會怎樣?
[00:08:28.160 --> 00:08:30.160]  很生氣,是吧?
[00:08:30.160 --> 00:08:33.160]  守者是管理敬拜隊的
[00:08:33.160 --> 00:08:36.160]  為什麼會將房間放給阿靈峰放私人的東西呢?
[00:08:36.160 --> 00:08:38.160]  就是類似這樣的狀況
[00:08:38.160 --> 00:08:40.160]  所以尼希米很生氣
[00:08:40.160 --> 00:08:42.160]  不僅生氣,以利亞實
[00:08:42.160 --> 00:08:44.160]  他知法犯法
[00:08:44.160 --> 00:08:46.160]  我相信更重要的是
[00:08:46.160 --> 00:08:48.160]  這間房,聖殿裏面的房間
[00:08:48.160 --> 00:08:50.160]  是用來放獻祭的物品的
[00:08:50.160 --> 00:08:52.160]  是一個贖神的地方
[00:08:52.160 --> 00:08:54.160]  竟然現在不是放贖神的東西
[00:08:54.160 --> 00:08:56.160]  而是放私人的東西
[00:08:56.160 --> 00:08:59.160]  所以聖經形容這是一件惡事
[00:08:59.160 --> 00:09:01.160]  很邪惡
[00:09:01.160 --> 00:09:03.160]  本來是一個贖神的地方
[00:09:03.160 --> 00:09:05.160]  已經不再屬於上帝
[00:09:05.160 --> 00:09:07.160]  所以尼希米毫不留情
[00:09:07.160 --> 00:09:09.160]  立即要處理
[00:09:09.160 --> 00:09:11.160]  聖經說到第八節
[00:09:11.160 --> 00:09:13.160]  他非常憤怒
[00:09:13.160 --> 00:09:15.160]  尼希米將多比亞的一切家具
[00:09:15.160 --> 00:09:17.160]  從屋裏面拋出去
[00:09:17.160 --> 00:09:19.160]  然後我又吩咐人
[00:09:19.160 --> 00:09:24.160]  在結靜屋子,將神的氣味搬回屋裏
[00:09:24.160 --> 00:09:27.160]  這兩節很有畫面
[00:09:27.160 --> 00:09:28.160]  多比亞的東西是怎樣的?
[00:09:28.160 --> 00:09:29.160]  是被拋出去的
[00:09:29.160 --> 00:09:30.160]  閉上眼睛,說「是祂的」
[00:09:30.160 --> 00:09:31.160]  就被拋出去
[00:09:31.160 --> 00:09:34.160]  神的東西是「Handle with care」
[00:09:34.160 --> 00:09:36.160]  搬回屋裏
[00:09:36.160 --> 00:09:39.160]  搬這個字原來原文有個意思
[00:09:39.160 --> 00:09:46.160]  是有「回轉」、「復興」、「Return, Restore」的意思
[00:09:46.160 --> 00:09:49.160]  如果我們有機會,看早一點的節數
[00:09:49.160 --> 00:09:53.160]  八章十七節說到以色列人回歸以色列地
[00:09:53.160 --> 00:09:55.160]  「回歸」這個字是同一個字
[00:09:55.160 --> 00:09:59.160]  尼希米這次再回到耶路撒冷
[00:09:59.160 --> 00:10:01.160]  他要「Return, Restore」
[00:10:01.160 --> 00:10:03.160]  聖殿這間房的用途
[00:10:03.160 --> 00:10:05.160]  回歸他應有的用途
[00:10:05.160 --> 00:10:07.160]  歸回給上帝
[00:10:07.160 --> 00:10:13.160]  尼希米讓聖殿的倉庫再次擺放敬拜的物件
[00:10:13.160 --> 00:10:15.160]  獻祭的物品
[00:10:15.160 --> 00:10:18.160]  認清楚這是敬拜神的地方
[00:10:18.160 --> 00:10:19.160]  屬神的地方
[00:10:19.160 --> 00:10:20.160]  要歸回給神
[00:10:20.160 --> 00:10:22.160]  要做神要做的事情
[00:10:22.160 --> 00:10:24.160]  不是要你做私人的事
[00:10:24.160 --> 00:10:27.160]  作為一個信徒要有立場
[00:10:27.160 --> 00:10:29.160]  不可以讓步
[00:10:29.160 --> 00:10:33.160]  但是為何以利亞瑟
[00:10:33.160 --> 00:10:34.160]  他也是利美人
[00:10:34.160 --> 00:10:36.160]  一個祭司也知道這些規矩
[00:10:36.160 --> 00:10:39.160]  為何他明知道做不到呢
[00:10:39.160 --> 00:10:42.160]  我再看前一點的經文
[00:10:42.160 --> 00:10:44.160]  在十三章的四節
[00:10:44.160 --> 00:10:50.160]  經文提到多比亞和以利亞瑟結親
[00:10:50.160 --> 00:10:53.160]  結親是甚麼意思呢
[00:10:53.160 --> 00:10:55.160]  大家學茶經的話
[00:10:55.160 --> 00:10:57.160]  記得有些不太明白的經文
[00:10:57.160 --> 00:10:59.160]  多看一本譯本
[00:10:59.160 --> 00:11:01.160]  看英文和其他譯本
[00:11:01.160 --> 00:11:02.160]  看其他譯本
[00:11:02.160 --> 00:11:04.160]  新譯本是這樣說的
[00:11:04.160 --> 00:11:07.160]  與多比亞的關係密切
[00:11:07.160 --> 00:11:10.160]  原來結親的意思不是結婚
[00:11:10.160 --> 00:11:14.160]  是與他的關係密切
[00:11:14.160 --> 00:11:19.160]  結親的意思
[00:11:19.160 --> 00:11:21.160]  原來也有關係密切
[00:11:21.160 --> 00:11:23.160]  鄰舍的意思
[00:11:23.160 --> 00:11:24.160]  簡單來說就是
[00:11:24.160 --> 00:11:29.160]  多比亞和以利亞瑟很要好
[00:11:29.160 --> 00:11:30.160]  是好朋友
[00:11:30.160 --> 00:11:32.160]  要好叫到
[00:11:32.160 --> 00:11:35.160]  養間房
[00:11:35.160 --> 00:11:37.160]  是呀
[00:11:37.160 --> 00:11:39.160]  以利亞瑟給人面子
[00:11:39.160 --> 00:11:41.160]  沒有給神面子
[00:11:41.160 --> 00:11:43.160]  但利希米不一樣
[00:11:43.160 --> 00:11:45.160]  利希米的立場很清晰
[00:11:45.160 --> 00:11:46.160]  這是神的殿
[00:11:46.160 --> 00:11:48.160]  這間房是用來做神的事情
[00:11:48.160 --> 00:11:50.160]  不是要給人面子
[00:11:50.160 --> 00:11:52.160]  而是沒有給上帝面子
[00:11:52.160 --> 00:11:53.160]  而不是我不敢得罪人
[00:11:53.160 --> 00:11:56.160]  但我卻得罪了上帝
[00:11:56.160 --> 00:11:57.160]  原來呢
[00:11:57.160 --> 00:11:58.160]  頂姐妹
[00:11:58.160 --> 00:12:01.160]  有時我們失去了信仰的熱情
[00:12:01.160 --> 00:12:02.160]  或熱心
[00:12:02.160 --> 00:12:04.160]  很大機會
[00:12:04.160 --> 00:12:09.160]  首先是我們失去了真理的立場
[00:12:09.160 --> 00:12:11.160]  因為我們不知不覺失去了真理的立場
[00:12:11.160 --> 00:12:13.160]  以致影響我們的信仰
[00:12:13.160 --> 00:12:17.160]  甚至會令我們做得罪上帝的事
[00:12:17.160 --> 00:12:20.160]  遠離上帝我們也不知道
[00:12:20.160 --> 00:12:21.160]  如果是這樣的話
[00:12:21.160 --> 00:12:22.160]  頂姐妹
[00:12:22.160 --> 00:12:25.160]  如果我們很想重拾信仰的熱情
[00:12:25.160 --> 00:12:26.160]  那份熱心
[00:12:26.160 --> 00:12:30.160]  可能首先我們要有真理的立場
[00:12:30.160 --> 00:12:32.160]  要有真理的原則
[00:12:32.160 --> 00:12:34.160]  我們不能讓步
[00:12:34.160 --> 00:12:36.160]  不要因為怕得罪人
[00:12:36.160 --> 00:12:41.160]  而我們卻得罪了上帝也不知道
[00:12:41.160 --> 00:12:42.160]  我又會想
[00:12:42.160 --> 00:12:45.160]  為何尼希米的立場這麼堅定
[00:12:45.160 --> 00:12:46.160]  這麼堅定
[00:12:46.160 --> 00:12:48.160]  好像後面那句
[00:12:48.160 --> 00:12:50.160]  Stand firm in Christ
[00:12:50.160 --> 00:12:52.160]  尼希米可以這麼堅定
[00:12:52.160 --> 00:12:54.160]  以利亞實又不行
[00:12:54.160 --> 00:12:56.160]  如果有機會我會再看早一點
[00:12:56.160 --> 00:12:57.160]  因為比較長
[00:12:57.160 --> 00:12:58.160]  你們回家再看
[00:12:58.160 --> 00:13:00.160]  第九第十章裡說到
[00:13:00.160 --> 00:13:03.160]  尼希米建成城牆後
[00:13:03.160 --> 00:13:05.160]  召集一群百姓
[00:13:05.160 --> 00:13:08.160]  一群神職人員讀律法書
[00:13:08.160 --> 00:13:11.160]  律法書是聖經
[00:13:11.160 --> 00:13:14.160]  他們會召集一群神的子民
[00:13:14.160 --> 00:13:16.160]  熟讀神的話語
[00:13:16.160 --> 00:13:19.160]  教導以色列人如何生活
[00:13:19.160 --> 00:13:21.160]  教導利美人如何獻祭
[00:13:21.160 --> 00:13:22.160]  另外
[00:13:22.160 --> 00:13:25.160]  讀律法書不是讀一次
[00:13:25.160 --> 00:13:26.160]  如果看經文
[00:13:26.160 --> 00:13:29.160]  幾個地方都提到
[00:13:29.160 --> 00:13:31.160]  要常常讀律法書
[00:13:31.160 --> 00:13:35.160]  可以想像尼希米對律法認真
[00:13:35.160 --> 00:13:37.160]  對真理立場嚴謹
[00:13:37.160 --> 00:13:39.160]  其實當時百姓聽到
[00:13:39.160 --> 00:13:41.160]  神的教導都很踴躍
[00:13:41.160 --> 00:13:42.160]  很歡呼
[00:13:42.160 --> 00:13:43.160]  很願意守律例
[00:13:43.160 --> 00:13:44.160]  不過很可惜
[00:13:44.160 --> 00:13:46.160]  當尼希米回到波斯
[00:13:46.160 --> 00:13:48.160]  百姓又鬆懈了
[00:13:48.160 --> 00:13:50.160]  又少讀律法書
[00:13:50.160 --> 00:13:51.160]  所以聽姐妹
[00:13:51.160 --> 00:13:53.160]  讀經很重要
[00:13:53.160 --> 00:13:54.160]  你跟旁邊的人說
[00:13:54.160 --> 00:13:56.160]  讀聖經很重要
[00:13:56.160 --> 00:13:58.160]  哈哈哈哈
[00:13:58.160 --> 00:14:01.160]  真的讀聖經很重要
[00:14:01.160 --> 00:14:02.160]  大家認真讀聖經
[00:14:02.160 --> 00:14:05.160]  除了認真讀聖經之外
[00:14:05.160 --> 00:14:06.160]  我又想
[00:14:06.160 --> 00:14:08.160]  很大機會這群百姓
[00:14:08.160 --> 00:14:10.160]  因為剛才說的
[00:14:10.160 --> 00:14:11.160]  原本住在耶路撒冷
[00:14:11.160 --> 00:14:14.160]  不過被人秘魯了去波斯
[00:14:14.160 --> 00:14:15.160]  秘魯了的時候
[00:14:15.160 --> 00:14:17.160]  其實當時耶路撒冷
[00:14:17.160 --> 00:14:20.160]  巴勒斯坦住了很多外邦人
[00:14:20.160 --> 00:14:21.160]  不同種族的人
[00:14:21.160 --> 00:14:23.160]  接著這群以色列人回到波斯的時候
[00:14:23.160 --> 00:14:25.160]  其實他們是
[00:14:25.160 --> 00:14:27.160]  好像少數民族
[00:14:27.160 --> 00:14:28.160]  新移民那樣
[00:14:28.160 --> 00:14:29.160]  很少數人
[00:14:29.160 --> 00:14:31.160]  大部分外邦人
[00:14:31.160 --> 00:14:34.160]  可能都被大圍環境影響
[00:14:34.160 --> 00:14:36.160]  每個人都不是這樣
[00:14:36.160 --> 00:14:37.160]  只有我們以色列是這樣的
[00:14:37.160 --> 00:14:40.160]  可能都跟了其他人的做法
[00:14:40.160 --> 00:14:42.160]  漸漸鬆懈了
[00:14:42.160 --> 00:14:44.160]  沒有信仰的立場
[00:14:44.160 --> 00:14:46.160]  忘記了真理的要求
[00:14:46.160 --> 00:14:48.160]  當每個人都是這樣的時候
[00:14:48.160 --> 00:14:50.160]  可能不經意又跟進來做
[00:14:50.160 --> 00:14:51.160]  都是
[00:14:51.160 --> 00:14:52.160]  認真
[00:14:52.160 --> 00:14:54.160]  當時我們回到教會
[00:14:54.160 --> 00:14:55.160]  我們就知道
[00:14:55.160 --> 00:14:57.160]  在教會裡有些事情不能做
[00:14:57.160 --> 00:14:59.160]  有些事情不能說
[00:14:59.160 --> 00:15:01.160]  不過離開了教會
[00:15:01.160 --> 00:15:03.160]  可能回到學校
[00:15:03.160 --> 00:15:05.160]  去到朋友那裡
[00:15:05.160 --> 00:15:07.160]  好像又不同了
[00:15:07.160 --> 00:15:08.160]  當時我們都是這樣
[00:15:08.160 --> 00:15:10.160]  不過我有時候都會想
[00:15:10.160 --> 00:15:12.160]  可能這麼嚴重是什麼呢?
[00:15:12.160 --> 00:15:14.160]  這群以色列人
[00:15:14.160 --> 00:15:18.160]  可能他們看的只是一個宗教
[00:15:18.160 --> 00:15:20.160]  信奉耶和華只是一個宗教
[00:15:20.160 --> 00:15:22.160]  而不是一個信仰
[00:15:22.160 --> 00:15:23.160]  在說什麼呢?
[00:15:23.160 --> 00:15:27.160]  宗教是在滿足宗教的禮儀
[00:15:27.160 --> 00:15:30.160]  習慣、傳統、規矩
[00:15:30.160 --> 00:15:32.160]  可能你不太知道為什麼
[00:15:32.160 --> 00:15:34.160]  不過守住傳統
[00:15:34.160 --> 00:15:35.160]  人去我又去
[00:15:35.160 --> 00:15:36.160]  人做我又做
[00:15:36.160 --> 00:15:39.160]  但是信仰是很不同的
[00:15:39.160 --> 00:15:42.160]  信仰是經過我們理性的思考
[00:15:42.160 --> 00:15:44.160]  去選擇相信
[00:15:44.160 --> 00:15:47.160]  並且你是願意堅持你所信的
[00:15:47.160 --> 00:15:51.160]  並且你是能夠為你所信的事而犧牲
[00:15:51.160 --> 00:15:54.160]  甚至你會為你所信的事
[00:15:54.160 --> 00:15:56.160]  去改變你的生活
[00:15:56.160 --> 00:15:57.160]  簡單來說
[00:15:57.160 --> 00:16:00.160]  信仰是能夠在我們日常生活裡
[00:16:00.160 --> 00:16:02.160]  甚至在我們生命裡
[00:16:02.160 --> 00:16:03.160]  能夠告訴別人
[00:16:03.160 --> 00:16:05.160]  這個信仰是怎樣的
[00:16:05.160 --> 00:16:07.160]  而不只是死守一些規條
[00:16:07.160 --> 00:16:09.160]  尼西米對律法的熟悉
[00:16:09.160 --> 00:16:11.160]  對神的話的重視
[00:16:11.160 --> 00:16:14.160]  我相信不是因為一個傳統
[00:16:14.160 --> 00:16:16.160]  或者一個習慣
[00:16:16.160 --> 00:16:17.160]  而是一個宗教
[00:16:17.160 --> 00:16:18.160]  而對於尼西米來說
[00:16:18.160 --> 00:16:20.160]  這是一個信仰
[00:16:20.160 --> 00:16:21.160]  是呀,經過她的思考
[00:16:21.160 --> 00:16:23.160]  去決定相信這位神
[00:16:23.160 --> 00:16:25.160]  以至在她生命裡
[00:16:25.160 --> 00:16:26.160]  在她日常生活裡
[00:16:26.160 --> 00:16:29.160]  流露著這個信仰的特質
[00:16:29.160 --> 00:16:32.160]  如果是習慣、傳統、規矩
[00:16:32.160 --> 00:16:34.160]  你做著做著就不做了
[00:16:34.160 --> 00:16:36.160]  真的,頂姐妹
[00:16:36.160 --> 00:16:37.160]  初中的頂姐妹
[00:16:37.160 --> 00:16:38.160]  我不是嚇你
[00:16:38.160 --> 00:16:41.160]  如果你回教會只是一個習慣
[00:16:41.160 --> 00:16:43.160]  你回來回去就不回來了
[00:16:43.160 --> 00:16:46.160]  到了中四我就見不到你了
[00:16:46.160 --> 00:16:48.160]  是呀,我不是嚇你
[00:16:48.160 --> 00:16:50.160]  所以我希望你來到教會
[00:16:50.160 --> 00:16:52.160]  來到崇拜,來到小組
[00:16:52.160 --> 00:16:54.160]  好好認真去認識神
[00:16:54.160 --> 00:16:56.160]  好好去經歷這位神
[00:16:56.160 --> 00:16:58.160]  否則我們只會覺得
[00:16:58.160 --> 00:16:59.160]  哎呀,為什麼要逼我回來
[00:16:59.160 --> 00:17:00.160]  你會很辛苦的
[00:17:00.160 --> 00:17:03.160]  是呀,以利亞實也是
[00:17:03.160 --> 00:17:05.160]  他只是可能看這個
[00:17:05.160 --> 00:17:08.160]  是一個宗教的禮儀
[00:17:08.160 --> 00:17:10.160]  他沒有了真理的立場
[00:17:10.160 --> 00:17:15.160]  頂姐妹,我希望你繼續持守回教會
[00:17:15.160 --> 00:17:18.160]  我更希望你對信仰的熱情
[00:17:18.160 --> 00:17:20.160]  重拾這個熱情
[00:17:20.160 --> 00:17:21.160]  不過要重拾這個熱情
[00:17:21.160 --> 00:17:22.160]  首先我們要很重要的
[00:17:22.160 --> 00:17:24.160]  記住我們不要失去了什麼
[00:17:24.160 --> 00:17:25.160]  真理的立場
[00:17:25.160 --> 00:17:27.160]  不要被周圍的文化影響我們
[00:17:27.160 --> 00:17:29.160]  我希望我們能夠在生活裡
[00:17:29.160 --> 00:17:32.160]  能夠活出這個信仰
[00:17:32.160 --> 00:17:35.160]  我想分享一個短短的見證
[00:17:35.160 --> 00:17:36.160]  有一個年輕人
[00:17:36.160 --> 00:17:38.160]  當時他是大學生
[00:17:38.160 --> 00:17:39.160]  現在已經很大了
[00:17:39.160 --> 00:17:41.160]  不過當年他還在讀書
[00:17:41.160 --> 00:17:42.160]  在大學
[00:17:42.160 --> 00:17:43.160]  他去到大學
[00:17:43.160 --> 00:17:44.160]  吃飯的時候
[00:17:44.160 --> 00:17:45.160]  在飯堂
[00:17:45.160 --> 00:17:47.160]  他吃飯祈禱
[00:17:47.160 --> 00:17:49.160]  和一班同學一起
[00:17:49.160 --> 00:17:50.160]  祈禱
[00:17:50.160 --> 00:17:51.160]  他就祈禱了
[00:17:51.160 --> 00:17:52.160]  你猜他睜大眼睛
[00:17:52.160 --> 00:17:53.160]  發生什麼事
[00:17:53.160 --> 00:17:56.160]  他就不見了前面的那碟飯
[00:17:56.160 --> 00:17:58.160]  為什麼
[00:17:58.160 --> 00:18:00.160]  因為同學們作弄他
[00:18:00.160 --> 00:18:01.160]  當他閉上眼睛祈禱的時候
[00:18:01.160 --> 00:18:03.160]  同學們就藏起了那碟飯
[00:18:03.160 --> 00:18:04.160]  拿走了
[00:18:04.160 --> 00:18:06.160]  如果是你,你會怎樣
[00:18:08.160 --> 00:18:10.160]  告訴老師
[00:18:10.160 --> 00:18:12.160]  大學了,所以很難告訴老師
[00:18:12.160 --> 00:18:14.160]  沒有的話,就笑笑吧
[00:18:14.160 --> 00:18:16.160]  同學們作弄他
[00:18:16.160 --> 00:18:18.160]  後來也給他一碟飯
[00:18:18.160 --> 00:18:20.160]  這樣很好
[00:18:20.160 --> 00:18:22.160]  這位年輕人就說
[00:18:22.160 --> 00:18:24.160]  他也堅持借飯祈禱
