
[00:00:00.000 --> 00:00:05.480]  在上會的電影姊妹,你去年暑假有看奧運
[00:03:09.760 --> 00:03:13.160]  但今天已經毫無底線
[00:03:13.160 --> 00:03:15.160]  根本沒有了家庭的觀念
[00:03:15.160 --> 00:03:17.880]  只要肉體那一刻的快樂
[00:03:17.880 --> 00:03:23.360]  根本就將上帝創造家庭這個秩序都抹走了
[00:03:23.360 --> 00:03:26.080]  因為魔鬼要做的工作
[00:03:26.080 --> 00:03:29.760]  往往就是上帝所講的東西的相反
[00:03:29.760 --> 00:03:31.760]  這種公然的
[00:03:31.760 --> 00:03:34.160]  這種無底線露骨的
[00:03:34.160 --> 00:03:38.160]  來到我們每一個家庭的電視機裏面
[00:03:38.160 --> 00:03:42.160]  這個是給我很大的震撼
[00:03:42.160 --> 00:03:44.160]  作為一個普通人
[00:03:44.160 --> 00:03:46.160]  頂姐妹你有什麼感覺?
[00:03:46.160 --> 00:03:48.160]  是不是很無奈?
[00:03:48.160 --> 00:03:50.160]  什麼時候都不知道
[00:03:50.160 --> 00:03:52.160]  香港沒有機會主持奧運
[00:03:52.160 --> 00:03:54.160]  中國不知道什麼時候
[00:03:54.160 --> 00:03:56.160]  這些我們都控制不了
[00:03:56.160 --> 00:03:58.160]  但作為基督徒
[00:03:58.160 --> 00:04:00.160]  大家有沒有想到
[00:04:00.160 --> 00:04:03.760]  我們不是有一個天國的嗎?
[00:04:03.760 --> 00:04:06.760]  天國不是很厲害嗎?
[00:04:06.760 --> 00:04:09.760]  這個天國和我們有什麼關係呢?
[00:04:09.760 --> 00:04:11.760]  如果魔鬼的國度這麼厲害
[00:04:11.760 --> 00:04:14.760]  我們基督徒有的天國
[00:04:14.760 --> 00:04:16.760]  又應該是怎麼樣呢?
[00:04:16.760 --> 00:04:18.760]  今天和大家看的經文
[00:04:18.760 --> 00:04:22.760]  在《馬可福音》一章十四到二十節
[00:04:22.760 --> 00:04:28.760]  那裏記載主耶穌宣告天國的降臨
[00:04:28.760 --> 00:04:30.760]  如果二千年前
[00:04:30.760 --> 00:04:33.760]  主已經宣告了天國的降臨
[00:04:33.760 --> 00:04:37.760]  現在會不會更加近呢?
[00:04:37.760 --> 00:04:42.760]  又和我們今天有什麼關係呢?
[00:04:42.760 --> 00:04:47.760]  說到剛才LGBTQ這種影響力
[00:04:47.760 --> 00:04:51.760]  其實真的不要說和你沒有關係
[00:04:51.760 --> 00:04:55.760]  在加州的公立學校
[00:04:55.760 --> 00:04:58.760]  幼稚園到十二班裏面
[00:04:58.760 --> 00:05:03.760]  出了一些關於跨性別教育的指引
[00:05:03.760 --> 00:05:04.760]  是這麼說的
[00:05:04.760 --> 00:05:06.760]  很簡短和大家讀
[00:05:06.760 --> 00:05:10.760]  你有沒有權利在學校做回自己呢?
[00:05:10.760 --> 00:05:11.760]  可以啊
[00:05:11.760 --> 00:05:16.760]  你有權利用你喜歡怎樣叫你的名字
[00:05:16.760 --> 00:05:17.760]  你是男生
[00:05:17.760 --> 00:05:21.760]  你可以叫我們叫你Miss什麼都可以
[00:05:21.760 --> 00:05:23.760]  不用身份證寫的
[00:05:23.760 --> 00:05:24.760]  你喜歡怎樣叫
[00:05:24.760 --> 00:05:25.760]  我們就怎樣叫你
[00:05:25.760 --> 00:05:30.760]  還有你有權利用你覺得適合的性別
[00:05:30.760 --> 00:05:33.760]  參加課外活動
[00:05:33.760 --> 00:05:37.760]  包括體育比賽都可以
[00:05:37.760 --> 00:05:39.760]  所以大家知道有這樣的討論
[00:05:39.760 --> 00:05:43.760]  舉重的有個男生說自己是女人
[00:05:43.760 --> 00:05:45.760]  那你都贏定了
[00:05:45.760 --> 00:05:47.760]  這些很明顯的
[00:05:47.760 --> 00:05:49.760]  乒乓球可能男女還可以打
[00:05:49.760 --> 00:05:51.760]  但很明顯體力的
[00:05:51.760 --> 00:05:54.760]  這些差別很大
[00:05:54.760 --> 00:05:56.760]  不止這樣
[00:05:56.760 --> 00:06:02.760]  你有權利用你覺得的性別去洗手間
[00:06:02.760 --> 00:06:04.760]  如果有些人逼你去一間獨立的洗手間
[00:06:04.760 --> 00:06:05.760]  是不可以的
[00:06:05.760 --> 00:06:08.760]  除非你說我想私隱
[00:06:08.760 --> 00:06:10.760]  我有一個獨立的洗手間
[00:06:10.760 --> 00:06:14.760]  這些討論不是空中留角
[00:06:14.760 --> 00:06:17.760]  已經寫成某些州的法律
[00:06:17.760 --> 00:06:19.760]  我記得十幾年前
[00:06:19.760 --> 00:06:21.760]  應該是2014年
[00:06:21.760 --> 00:06:25.760]  我有機會去洛杉磯呼羅神學院讀書
[00:06:25.760 --> 00:06:26.760]  是短期的
[00:06:26.760 --> 00:06:28.760]  讀完就找了一個Uber
[00:06:28.760 --> 00:06:30.760]  叫車輛載我去機場
[00:06:30.760 --> 00:06:35.760]  司機是一個白人的憤怒中年男人
[00:06:35.760 --> 00:06:36.760]  為什麼?
[00:06:36.760 --> 00:06:38.760]  我不知道他有沒有信仰
[00:06:38.760 --> 00:06:40.760]  他開車跟我聊天
[00:06:40.760 --> 00:06:41.760]  他說這是什麼政府?
[00:06:41.760 --> 00:06:44.760]  為什麼要管我們怎樣去洗手間去廁所?
[00:06:44.760 --> 00:06:46.760]  豈有此理
[00:06:46.760 --> 00:06:48.760]  11年前
[00:06:48.760 --> 00:06:50.760]  這個社會已經有很多
[00:06:50.760 --> 00:06:51.760]  覺得很離譜的
[00:06:51.760 --> 00:06:52.760]  一個美國人的標準
[00:06:52.760 --> 00:06:53.760]  都覺得很離譜
[00:06:53.760 --> 00:06:55.760]  為什麼要管我們
[00:06:55.760 --> 00:06:57.760]  教我們怎樣去廁所?
[00:06:57.760 --> 00:07:01.760]  這是世代發生的事
[00:07:01.760 --> 00:07:04.760]  如果魔鬼的角度影響力這麼大
[00:07:04.760 --> 00:07:05.760]  我們真的問
[00:07:05.760 --> 00:07:07.760]  天國又說再近
[00:07:07.760 --> 00:07:11.760]  跟你和我有什麼關係?
[00:07:11.760 --> 00:07:12.760]  經文
[00:07:12.760 --> 00:07:15.760]  在馬克福音一章十四至二十節
[00:07:15.760 --> 00:07:17.760]  經文很短
[00:07:17.760 --> 00:07:19.760]  我們一起讀一次
[00:07:19.760 --> 00:07:22.760]  「約翰下監以後
[00:07:22.760 --> 00:07:24.760]  耶穌來到加利利
[00:07:24.760 --> 00:07:26.760]  宣講上帝的福音
[00:07:26.760 --> 00:07:29.760]  說:日期到了
[00:07:29.760 --> 00:07:31.760]  上帝的國近了
[00:07:31.760 --> 00:07:33.760]  你們要悔改
[00:07:33.760 --> 00:07:34.760]  信福音
[00:07:34.760 --> 00:07:38.760]  耶穌沿著加利利的海邊走
[00:07:38.760 --> 00:07:42.760]  看見西門和西門的弟弟安德烈
[00:07:42.760 --> 00:07:44.760]  在海上撒網
[00:07:44.760 --> 00:07:47.760]  他們本是打魚的」
[00:07:47.760 --> 00:07:50.760]  馬克福音對耶穌的記載
[00:07:50.760 --> 00:07:52.760]  是很簡潔的
[00:07:52.760 --> 00:07:54.760]  講耶穌做什麼
[00:07:54.760 --> 00:07:57.760]  多於講耶穌說什麼
[00:07:57.760 --> 00:08:00.760]  所以耶穌在第十四節
[00:08:00.760 --> 00:08:01.760]  就是馬可記載
[00:08:01.760 --> 00:08:02.760]  耶穌在地上
[00:08:02.760 --> 00:08:05.760]  當然耶穌在地上第一句說話不是這句
[00:08:05.760 --> 00:08:06.760]  但根據馬可的記載
[00:08:06.760 --> 00:08:09.760]  耶穌第一句說話是說什麼?
[00:08:09.760 --> 00:08:11.760]  「日期滿了
[00:08:11.760 --> 00:08:13.760]  上帝的國近了
[00:08:13.760 --> 00:08:15.760]  你們要悔改
[00:08:15.760 --> 00:08:17.760]  信福音」
[00:08:17.760 --> 00:08:20.760]  這就是馬可對耶穌的記載
[00:08:20.760 --> 00:08:22.760]  約翰施洗約翰
[00:08:22.760 --> 00:08:24.760]  在耶穌身上的工作
[00:08:24.760 --> 00:08:26.760]  或者耶穌受試探
[00:08:26.760 --> 00:08:29.760]  在第一章都是很簡潔的交代
[00:08:29.760 --> 00:08:31.760]  他想告訴聽眾
[00:08:31.760 --> 00:08:34.760]  耶穌是一個很普通的人
[00:08:34.760 --> 00:08:36.760]  來到這個世界
[00:08:36.760 --> 00:08:39.760]  耶穌說要講上帝的福音
[00:08:39.760 --> 00:08:41.760]  我們一看到這裡的時候
[00:08:41.760 --> 00:08:43.760]  就是一種誤解
[00:08:43.760 --> 00:08:44.760]  為什麼?
[00:08:44.760 --> 00:08:47.760]  耶穌講的福音我們聽了
[00:08:47.760 --> 00:08:49.760]  我們信了耶穌
[00:08:49.760 --> 00:08:52.760]  這個福音我們知道了
[00:08:52.760 --> 00:08:54.760]  我們很多時候
[00:08:54.760 --> 00:08:55.760]  在這段經文裡
[00:08:55.760 --> 00:08:57.760]  我們就沒有著迫地看
[00:08:57.760 --> 00:09:00.760]  究竟主耶穌在說什麼
[00:09:00.760 --> 00:09:03.760]  經文的下半部分
[00:09:03.760 --> 00:09:04.760]  也很簡單
[00:09:04.760 --> 00:09:05.760]  我們一起再讀
[00:09:05.760 --> 00:09:06.760]  預備
[00:09:06.760 --> 00:09:08.760]  「耶穌對他們說
[00:09:08.760 --> 00:09:10.760]  來跟從我
[00:09:10.760 --> 00:09:14.760]  我要叫你得人如得魚一樣
[00:09:14.760 --> 00:09:16.760]  他們立刻捨了網
[00:09:16.760 --> 00:09:18.760]  跟從他
[00:09:18.760 --> 00:09:20.760]  耶穌稍往前走
[00:09:20.760 --> 00:09:24.760]  又見西比太的兒子雅各
[00:09:24.760 --> 00:09:28.760]  和他弟弟約翰在船上保網
[00:09:28.760 --> 00:09:31.760]  耶穌隨即呼召他們
[00:09:31.760 --> 00:09:34.760]  他們就把父親西比太
[00:09:34.760 --> 00:09:37.760]  和故宮留在船上
[00:09:37.760 --> 00:09:39.760]  跟從了耶穌
[00:09:39.760 --> 00:09:42.760]  我沒有說錯吧
[00:09:42.760 --> 00:09:45.760]  馬可形容耶穌做什麼
[00:09:45.760 --> 00:09:47.760]  多於說什麼
[00:09:47.760 --> 00:09:50.760]  所以第二段經文很簡潔
[00:09:50.760 --> 00:09:53.760]  他先前呼召彼得
[00:09:53.760 --> 00:09:54.760]  安德烈
[00:09:54.760 --> 00:09:58.760]  接著遇到雅各和約翰
[00:09:58.760 --> 00:09:59.760]  跟他說什麼
[00:09:59.760 --> 00:10:00.760]  第十七節
[00:10:00.760 --> 00:10:02.760]  我們一起讀
[00:10:02.760 --> 00:10:04.760]  「來跟從我
[00:10:04.760 --> 00:10:09.760]  我要叫你得人如得魚一樣」
[00:10:09.760 --> 00:10:12.760]  接著就交代這些漁夫
[00:10:12.760 --> 00:10:14.760]  放下他們的工作
[00:10:14.760 --> 00:10:16.760]  即時跟隨主
[00:10:16.760 --> 00:10:19.760]  得人如得魚一樣
[00:10:19.760 --> 00:10:21.760]  上帝用他們的技能
[00:10:21.760 --> 00:10:23.760]  用他們的背景
[00:10:23.760 --> 00:10:27.760]  用他們有的性情能力
[00:10:27.760 --> 00:10:31.760]  但就不再做一些衛生的工作
[00:10:31.760 --> 00:10:33.760]  是做天國的事情
[00:10:33.760 --> 00:10:35.760]  所以跟從耶穌
[00:10:35.760 --> 00:10:37.760]  不是每個人都要去神學院
[00:10:37.760 --> 00:10:39.760]  每個人都要離鄉別井
[00:10:39.760 --> 00:10:41.760]  就在你熟悉的地方
[00:10:41.760 --> 00:10:43.760]  就上帝用你的技能
[00:10:43.760 --> 00:10:44.760]  你的恩賜
[00:10:44.760 --> 00:10:47.760]  去做上帝的工作
[00:10:47.760 --> 00:10:49.760]  這班門徒
[00:10:49.760 --> 00:10:51.760]  在《舍達行傳》曾經形容他們
[00:10:51.760 --> 00:10:54.760]  他們讀書不多
[00:10:54.760 --> 00:10:56.760]  不過搞亂了天下
[00:10:56.760 --> 00:10:58.760]  這裡給我一個補充
[00:10:58.760 --> 00:11:00.760]  這班漁夫是怎樣的
[00:11:00.760 --> 00:11:02.760]  如果大家看清楚
[00:11:02.760 --> 00:11:04.760]  在最後那節
[00:11:04.760 --> 00:11:06.760]  他們就把父親西比太和
[00:11:06.760 --> 00:11:09.760]  故宮留在船上
[00:11:09.760 --> 00:11:12.760]  原來這班門徒裏面
[00:11:12.760 --> 00:11:14.760]  有富二代
[00:11:14.760 --> 00:11:17.760]  幫爸爸打工
[00:11:17.760 --> 00:11:20.760]  即是太子的工作
[00:11:20.760 --> 00:11:22.760]  他們放下的工作
[00:11:22.760 --> 00:11:26.760]  不單是跟隨上帝這麼簡單
[00:11:26.760 --> 00:11:31.760]  他們是放下繼承父親的事業
[00:11:31.760 --> 00:11:33.760]  放下父親對他們的期望
[00:11:33.760 --> 00:11:36.760]  放下他們熟悉的環境
[00:11:36.760 --> 00:11:38.760]  去跟隨耶穌
[00:11:38.760 --> 00:11:40.760]  這件經文非常簡單
[00:11:40.760 --> 00:11:42.760]  但我們讀的時候
[00:11:42.760 --> 00:11:44.760]  往往有一種盲點
[00:11:44.760 --> 00:11:46.760]  什麼盲點?
[00:11:46.760 --> 00:11:47.760]  正如我剛才所說
[00:11:47.760 --> 00:11:49.760]  這個福音我們都信了
[00:11:49.760 --> 00:11:51.760]  所以我們讀到這裡的時候
[00:11:51.760 --> 00:11:54.760]  就很簡略地跳過
[00:11:54.760 --> 00:11:55.760]  福音這個字
[00:11:55.760 --> 00:11:57.760]  在我們今天
[00:11:57.760 --> 00:12:00.760]  我們知道是形容耶穌的生死復活
[00:12:00.760 --> 00:12:03.760]  但那時候耶穌還沒死
[00:12:03.760 --> 00:12:05.760]  為什麼福音這個字會出現呢?
[00:12:05.760 --> 00:12:07.760]  頂枝門你有沒有奇怪?
[00:12:07.760 --> 00:12:09.760]  耶穌的終局還沒揭露
[00:12:09.760 --> 00:12:11.760]  為什麼會說福音呢?
[00:12:11.760 --> 00:12:14.760]  原來福音Evangelion這個字
[00:12:14.760 --> 00:12:17.760]  原文就真的這麼簡單
[00:12:17.760 --> 00:12:19.760]  就是好消息
[00:12:19.760 --> 00:12:22.760]  反而它怎樣用才重要
[00:12:22.760 --> 00:12:24.760]  原來當時的羅馬帝國
[00:12:24.760 --> 00:12:28.760]  是皇帝有些很重大的事
[00:12:28.760 --> 00:12:32.760]  生了一個未來會繼承皇位的人
[00:12:32.760 --> 00:12:35.760]  又或者國家打了大勝仗
[00:12:35.760 --> 00:12:38.760]  他就說對全國說
[00:12:38.760 --> 00:12:41.760]  我有一個Evangelion告訴你
[00:12:41.760 --> 00:12:43.760]  有一個好消息告訴你
[00:12:43.760 --> 00:12:45.760]  就是關於我們的國度
[00:12:45.760 --> 00:12:49.760]  很威水的很大的事情發生了
[00:12:49.760 --> 00:12:53.760]  這個就是福音那時候的用法
[00:12:54.760 --> 00:12:59.760]  頂枝門你是不是心裡有種會心的微笑?
[00:12:59.760 --> 00:13:01.760]  地上的君王
[00:13:01.760 --> 00:13:05.760]  以為這些很大的事情造福人群
[00:13:05.760 --> 00:13:08.760]  說真的除了你打贏仗我們有平安之外
[00:13:08.760 --> 00:13:10.760]  你誰做皇帝
[00:13:10.760 --> 00:13:13.760]  和一般市民是不是好消息?
[00:13:13.760 --> 00:13:15.760]  除非你說立即減稅
[00:13:15.760 --> 00:13:16.760]  這樣可能有些幫助
[00:13:16.760 --> 00:13:19.760]  如果不是關我什麼事呢?
[00:13:19.760 --> 00:13:21.760]  但我們的神
[00:13:21.760 --> 00:13:22.760]  我們的主
[00:13:22.760 --> 00:13:24.760]  用同一樣的字
[00:13:24.760 --> 00:13:28.760]  形容一位靜默的耶穌來到這個世界
[00:13:28.760 --> 00:13:31.760]  將天國介紹給我們
[00:13:31.760 --> 00:13:34.760]  打開人可以轉向神
[00:13:34.760 --> 00:13:35.760]  這個盼望
[00:13:35.760 --> 00:13:39.760]  這個才是真真正正的好消息
[00:13:39.760 --> 00:13:43.760]  所以我們不要讓我們過去已經信了耶穌
[00:13:43.760 --> 00:13:46.760]  今天看見經文就錯過了
[00:13:46.760 --> 00:13:48.760]  看不到裡面的意思
[00:13:48.760 --> 00:13:49.760]  就很簡單
[00:13:49.760 --> 00:13:50.760]  就好像怎樣?
[00:13:50.760 --> 00:13:54.760]  大家有沒有看球賽錄影了
[00:13:54.760 --> 00:13:55.760]  或者電視播放
[00:13:55.760 --> 00:13:56.760]  都知道賽果的
[00:13:56.760 --> 00:13:57.760]  有沒有經常看?
[00:13:57.760 --> 00:13:59.760]  我都被迫看的
[00:13:59.760 --> 00:14:01.760]  因為新聞會播
[00:14:01.760 --> 00:14:03.760]  通常播什麼?
[00:14:03.760 --> 00:14:05.760]  播那些入球的
[00:14:05.760 --> 00:14:06.760]  你有沒有緊張?
[00:14:06.760 --> 00:14:07.760]  哪隊贏?
[00:14:07.760 --> 00:14:08.760]  有沒有?不緊張的
[00:14:08.760 --> 00:14:10.760]  所以我們要的盲點就是
[00:14:10.760 --> 00:14:12.760]  我們用了信耶穌
[00:14:12.760 --> 00:14:13.760]  信了主
[00:14:13.760 --> 00:14:15.760]  看回馬可福音第一章
[00:14:15.760 --> 00:14:17.760]  就好像踮腳一樣
[00:14:17.760 --> 00:14:19.760]  我都知道結果
[00:14:19.760 --> 00:14:21.760]  快點飛了
[00:14:21.760 --> 00:14:22.760]  不要看了
[00:14:22.760 --> 00:14:23.760]  我都知道結果
[00:14:23.760 --> 00:14:25.760]  後來耶穌怎樣
[00:14:25.760 --> 00:14:27.760]  我們就沒有留意裡面
[00:14:27.760 --> 00:14:30.760]  其實耶穌說了什麼
[00:14:30.760 --> 00:14:31.760]  我們很多時候都說
[00:14:31.760 --> 00:14:32.760]  我信了
[00:14:32.760 --> 00:14:33.760]  我是基督徒
[00:14:33.760 --> 00:14:34.760]  我缺了志
[00:14:34.760 --> 00:14:36.760]  我們就回應這段經文
[00:14:36.760 --> 00:14:38.760]  耶穌不是問這件事
[00:14:38.760 --> 00:14:40.760]  耶穌說了一件事
[00:14:40.760 --> 00:14:41.760]  說了什麼?
[00:14:41.760 --> 00:14:43.760]  天國來了
[00:14:43.760 --> 00:14:46.760]  呼召我們天國有份
[00:14:46.760 --> 00:14:48.760]  祂不是問你缺了志嗎?
[00:14:48.760 --> 00:14:50.760]  是天國裡面來了
[00:14:50.760 --> 00:14:52.760]  你有沒有份?
[00:14:52.760 --> 00:14:53.760]  第二個就是
[00:14:53.760 --> 00:14:55.760]  來跟從我
[00:14:55.760 --> 00:14:57.760]  不是你信了耶穌多久
[00:14:57.760 --> 00:15:00.760]  你今天有沒有跟隨耶穌
[00:15:00.760 --> 00:15:03.760]  所以我們要明白
[00:15:03.760 --> 00:15:05.760]  天國和我們的關係
[00:15:05.760 --> 00:15:06.760]  第一
[00:15:06.760 --> 00:15:08.760]  我們不要再用缺志
[00:15:08.760 --> 00:15:10.760]  信了主
[00:15:10.760 --> 00:15:12.760]  甚至我侍奉了多久
[00:15:12.760 --> 00:15:14.760]  這些字眼障礙了你
[00:15:14.760 --> 00:15:18.760]  對天國的認識和追求
[00:15:18.760 --> 00:15:21.760]  主耶穌在經文裡面
[00:15:21.760 --> 00:15:23.760]  他說天國近了
[00:15:23.760 --> 00:15:25.760]  什麼叫近?
[00:15:25.760 --> 00:15:28.760]  原來近有兩種概念的近
[00:15:28.760 --> 00:15:30.760]  一種就是時間的近
[00:15:30.760 --> 00:15:31.760]  很容易理解
[00:15:31.760 --> 00:15:33.760]  快到了
[00:15:33.760 --> 00:15:35.760]  另一種叫空間的近
[00:15:35.760 --> 00:15:37.760]  大家真的瞎猜
[00:15:37.760 --> 00:15:39.760]  什麼叫空間的近
[00:15:39.760 --> 00:15:41.760]  我想問問台上的電影姊妹
[00:15:41.760 --> 00:15:45.760]  有沒有去過一些活動聚會
[00:15:45.760 --> 00:15:46.760]  你是嘉賓
[00:15:46.760 --> 00:15:48.760]  不過你會上台
[00:15:48.760 --> 00:15:49.760]  說一點話
[00:15:49.760 --> 00:15:50.760]  或者頒獎給你
[00:15:50.760 --> 00:15:52.760]  有沒有去過?
[00:15:52.760 --> 00:15:53.760]  都很威風
[00:15:53.760 --> 00:15:55.760]  發言說兩句
[00:15:55.760 --> 00:15:59.760]  你去這些聚會
[00:15:59.760 --> 00:16:02.760]  你是不會參加彩排的
[00:16:02.760 --> 00:16:05.760]  你不知道什麼時候到你說
[00:16:05.760 --> 00:16:07.760]  不過如果主席到來
[00:16:07.760 --> 00:16:09.760]  黃太
[00:16:09.760 --> 00:16:13.760]  五分鐘左右就到你上台發言
[00:16:13.760 --> 00:16:14.760]  如果你是黃太
[00:16:14.760 --> 00:16:16.760]  但他知道大概五分鐘要發言
[00:16:16.760 --> 00:16:18.760]  你緊不緊張?
[00:16:18.760 --> 00:16:20.760]  有沒有電影姊妹都很緊張
[00:16:20.760 --> 00:16:22.760]  因為不是每個黃太都上台發言
[00:16:22.760 --> 00:16:23.760]  即使你不發言
[00:16:23.760 --> 00:16:25.760]  頒獎給你都很緊張
[00:16:25.760 --> 00:16:26.760]  好了
[00:16:26.760 --> 00:16:28.760]  第二個情況
[00:16:28.760 --> 00:16:30.760]  你也是黃太
[00:16:30.760 --> 00:16:32.760]  你有沒有參加過彩排?
[00:16:32.760 --> 00:16:35.760]  但主席來跟你說
[00:16:35.760 --> 00:16:40.760]  下一個人下來就到你上台
[00:16:40.760 --> 00:16:42.760]  你沒有參加彩排
[00:16:42.760 --> 00:16:44.760]  你不知道那個人站在那裡說多久
[00:16:44.760 --> 00:16:46.760]  他可能一上台就下來
[00:16:46.760 --> 00:16:49.760]  他可能說半個小時
[00:16:49.760 --> 00:16:51.760]  我想問電影姊妹
[00:16:51.760 --> 00:16:55.760]  哪一個你覺得在這個情況你更緊張?
[00:16:55.760 --> 00:16:57.760]  後者你更緊張?
[00:16:57.760 --> 00:16:58.760]  沒有告訴你什麼時候
[00:16:58.760 --> 00:17:00.760]  不過下一個到來
[00:17:00.760 --> 00:17:02.760]  你覺得更緊張?
[00:17:02.760 --> 00:17:03.760]  真的
[00:17:03.760 --> 00:17:05.760]  即是任何時間都可以發生
[00:17:05.760 --> 00:17:08.760]  可能他說完這句就到你上台
[00:17:08.760 --> 00:17:11.760]  這個就是空間的近
[00:17:11.760 --> 00:17:13.760]  即是什麼意思?
[00:17:13.760 --> 00:17:17.760]  這個聚會下一個活動就到你出場
[00:17:17.760 --> 00:17:19.760]  在這個活動的空間裡
[00:17:19.760 --> 00:17:21.760]  你是下一個
[00:17:21.760 --> 00:17:23.760]  近的意思就是這樣
[00:17:23.760 --> 00:17:25.760]  所以上帝的國
[00:17:25.760 --> 00:17:26.760]  空間的近
[00:17:26.760 --> 00:17:29.760]  即是上帝駕馭人類的歷史裡
[00:17:29.760 --> 00:17:31.760]  這個動作
[00:17:31.760 --> 00:17:38.760]  下一個就是主耶穌回來終結人類的歷史
[00:17:38.760 --> 00:17:40.760]  如果耶穌來這個世界
[00:17:40.760 --> 00:17:41.760]  是上帝
[00:17:41.760 --> 00:17:44.760]  最後的舉動
[00:17:44.760 --> 00:17:46.760]  天國近了
[00:17:46.760 --> 00:17:48.760]  下一個上帝駕馭人類的歷史
[00:17:48.760 --> 00:17:52.760]  就是耶穌基督回來審判這個世界
[00:17:52.760 --> 00:17:54.760]  那什麼時候會發生?
[00:17:54.760 --> 00:17:56.760]  下一個
[00:17:56.760 --> 00:17:58.760]  不知道什麼時候
[00:17:58.760 --> 00:18:00.760]  如果你用這個概念
[00:18:00.760 --> 00:18:02.760]  用聖經裡的比喻
[00:18:02.760 --> 00:18:03.760]  耶穌的比喻
[00:18:03.760 --> 00:18:04.760]  特別是馬太福音、奴戒福音
[00:18:04.760 --> 00:18:06.760]  你就明白了
[00:18:06.760 --> 00:18:07.760]  那十個童女
[00:18:07.760 --> 00:18:08.760]  記不記得?
[00:18:08.760 --> 00:18:10.760]  沒有預備好
[00:18:10.760 --> 00:18:12.760]  因為他不知道什麼時候發生
[00:18:12.760 --> 00:18:14.760]  因為主人出去了
