
[00:00:00.000 --> 00:00:02.940]  各位丁姊妹 主女平安
[00:07:15.000 --> 00:07:25.400]  我們讀神學 其中一個目的也是孝法耶穌
[00:07:25.400 --> 00:07:29.600]  孝法耶穌從耶穌的身上以及聖經的教導
[00:07:29.600 --> 00:07:36.000]  幫助我們如何去做一個合神心意的基督徒
[00:07:36.000 --> 00:07:41.880]  做人 學做人是從哪裡開始的?
[00:07:41.880 --> 00:07:43.920]  不是從社會開始的
[00:07:43.920 --> 00:07:48.000]  當然在社會裏面我們都可以經過起起跌跌
[00:07:48.000 --> 00:07:54.280]  遇到不同的信逆等等 我們學會了很多
[00:07:54.280 --> 00:07:57.920]  但其實每一個人去學做人的開始
[00:07:57.920 --> 00:08:00.160]  地點是在哪裏呢?
[00:08:00.160 --> 00:08:03.640]  在家裏
[00:08:03.640 --> 00:08:09.880]  這段經文也講到耶穌如何對待祂的家人
[00:08:09.880 --> 00:08:13.240]  特別是講到祂上十架的時候
[00:08:13.240 --> 00:08:16.680]  在十字架以二代替我們不二
[00:08:16.680 --> 00:08:19.320]  成就十字架的救恩
[00:08:19.320 --> 00:08:23.880]  祂知道祂會離世在十架上死去
[00:08:23.880 --> 00:08:28.440]  祂也清楚知道父神的恩典成就這個救贖
[00:08:28.440 --> 00:08:34.880]  是叫人信祂代罪的救贖
[00:08:34.880 --> 00:08:39.000]  但如果耶穌死去 什麼都沒有的話
[00:08:39.000 --> 00:08:42.800]  保羅講到我們信比眾人更可憐
[00:08:42.800 --> 00:08:46.920]  我們感恩耶穌從死裏服服成就這個救贖
[00:08:46.920 --> 00:08:51.400]  使我們知道信耶穌是得著永生
[00:08:51.400 --> 00:08:54.880]  耶穌成就這個救贖 沒錯
[00:08:54.880 --> 00:08:57.680]  祂死後復活並升天
[00:08:57.680 --> 00:09:01.600]  祂留下祂的母親又如何呢?
[00:09:01.600 --> 00:09:06.240]  所以我們就用這個題目 十架孝恩
[00:09:06.240 --> 00:09:08.960]  其實主耶穌給我們一個榜樣
[00:09:08.960 --> 00:09:10.880]  在家裏面一個榜樣
[00:09:10.880 --> 00:09:14.720]  剛才我講到我們學做人是從家裏開始的
[00:09:14.720 --> 00:09:20.160]  其中一樣就是正如主耶穌的孝道
[00:09:20.160 --> 00:09:22.960]  一會兒我們會再講這段經文
[00:09:22.960 --> 00:09:29.480]  很多時候我們信耶穌的時候都遇到一個難題
[00:09:29.480 --> 00:09:34.280]  如果你是信二代或者信三代問題是沒有的
[00:09:34.280 --> 00:09:38.120]  但如果你出自非基督教家庭的話
[00:09:38.120 --> 00:09:39.880]  你信主的話
[00:09:39.880 --> 00:09:46.840]  尤其是如果你的家庭是比較傳統的中國家庭
[00:09:46.840 --> 00:09:48.560]  中國文化家庭的話
[00:09:48.560 --> 00:09:52.080]  你信主的時候可能父母會反對你
[00:09:52.080 --> 00:09:53.520]  你信耶穌嗎?
[00:09:53.520 --> 00:09:54.880]  你洗禮嗎?
[00:09:54.880 --> 00:09:59.880]  信了耶穌之後你就不拜祖先了
[00:09:59.880 --> 00:10:01.400]  就不孝順了
[00:10:01.400 --> 00:10:04.520]  你看看我們中國的儒家思想
[00:10:04.520 --> 00:10:06.680]  是很注重孝道的
[00:10:06.680 --> 00:10:11.080]  你信了耶穌之後你就不孝了
[00:10:11.080 --> 00:10:14.080]  不知道大家有沒有經歷過這樣的情況
[00:10:14.080 --> 00:10:16.360]  我都經歷過這樣的情況
[00:10:16.360 --> 00:10:20.160]  如果你說我得到神的感動
[00:10:20.160 --> 00:10:22.480]  我得到神的呼召
[00:10:22.480 --> 00:10:25.000]  我將來要做傳道人
[00:10:25.000 --> 00:10:26.320]  我要去讀神學
[00:10:26.320 --> 00:10:27.240]  嘩!
[00:10:27.240 --> 00:10:30.280]  正如我自己經歷的
[00:10:30.280 --> 00:10:34.600]  辛辛苦苦你去外國讀書
[00:10:34.600 --> 00:10:35.760]  讀工程
[00:10:35.760 --> 00:10:40.760]  回來幫家人繼續這個建築行業
[00:10:40.760 --> 00:10:41.560]  喂!
[00:10:41.560 --> 00:10:43.840]  耶穌養大你的嗎?
[00:10:43.840 --> 00:10:46.080]  耶穌供書教學嗎?
[00:10:46.080 --> 00:10:48.200]  耶穌給你飯吃嗎?
[00:10:48.200 --> 00:10:49.120]  吓!
[00:10:49.120 --> 00:10:55.320]  不知道大家多多少少有沒有經歷過這樣的情況
[00:10:55.320 --> 00:10:57.680]  這個原因是什麼呢?
[00:10:57.680 --> 00:11:03.360]  因為我們中國文化很注重孝道
[00:11:03.360 --> 00:11:08.360]  我們中國文化是以孝去治國
[00:11:08.360 --> 00:11:10.720]  以孝去治天下
[00:11:10.720 --> 00:11:15.960]  並且甚至有這個思想是什麼呢?
[00:11:15.960 --> 00:11:20.400]  如果做官的他是不孝的話
[00:11:20.400 --> 00:11:22.640]  麻煩你離開
[00:11:22.640 --> 00:11:23.840]  原因是什麼呢?
[00:11:23.840 --> 00:11:25.240]  有個思想就是說
[00:11:25.240 --> 00:11:27.400]  孝子就不會弒君
[00:11:27.400 --> 00:11:30.200]  不會有謀朝篡位
[00:11:30.200 --> 00:11:31.160]  嘩!
[00:11:31.160 --> 00:11:32.600]  去到這樣
[00:11:32.600 --> 00:11:34.880]  所以呢
[00:11:34.880 --> 00:11:38.440]  我們說信主的時候
[00:11:38.440 --> 00:11:40.040]  很多時候
[00:11:40.040 --> 00:11:46.360]  家人對中國儒家的孝道知道多少也好
[00:11:46.360 --> 00:11:47.960]  都會有反對
[00:11:47.960 --> 00:11:50.160]  但是總是知道
[00:11:50.160 --> 00:11:53.200]  信了耶穌你就不拜祖先
[00:11:53.200 --> 00:11:55.840]  不孝等等的情況
[00:11:55.840 --> 00:11:57.560]  因此
[00:11:57.560 --> 00:11:59.440]  我們要了解一下
[00:11:59.440 --> 00:12:03.240]  聖經是否教導我們不孝呢?
[00:12:03.240 --> 00:12:07.520]  從神學的角度去了解的話
[00:12:07.520 --> 00:12:11.120]  我們就要從舊約那裡開始看了
[00:12:11.120 --> 00:12:12.720]  所以呢
[00:12:12.720 --> 00:12:16.000]  今天跟大家聊聊思想
[00:12:16.000 --> 00:12:17.960]  聖經行孝之道
[00:12:17.960 --> 00:12:20.880]  然後再看我們剛才讀的那段經文
[00:12:20.880 --> 00:12:24.520]  耶穌行孝之道
[00:12:24.520 --> 00:12:25.520]  好了
[00:12:25.520 --> 00:12:28.320]  聖經行孝的方面
[00:12:28.320 --> 00:12:30.120]  我們看
[00:12:30.120 --> 00:12:33.040]  我們熟悉的
[00:12:33.040 --> 00:12:35.920]  一想到的就是十誡
[00:12:35.920 --> 00:12:37.720]  出埃及記那裡
[00:12:37.720 --> 00:12:40.920]  十誡那裡頭的四條誡明
[00:12:40.920 --> 00:12:46.720]  是說到我們人與神之間的關係
[00:12:46.720 --> 00:12:48.520]  除我以外
[00:12:48.520 --> 00:12:50.520]  你不可有哲別的神
[00:12:50.520 --> 00:12:53.520]  不可為自己雕刻偶像
[00:12:53.520 --> 00:12:56.520]  不可以妄稱耶和華的名
[00:12:56.520 --> 00:12:59.720]  當守安息日守為聖日
[00:12:59.720 --> 00:13:01.320]  這幾點
[00:13:01.320 --> 00:13:02.720]  這四條誡明
[00:13:02.720 --> 00:13:07.120]  都是說到我們人如何與神的關係
[00:13:07.120 --> 00:13:11.520]  如果我們與神的關係出問題的話
[00:13:11.520 --> 00:13:13.520]  接下來的六誡
[00:13:13.520 --> 00:13:15.920]  都會有問題的
[00:13:15.920 --> 00:13:18.920]  而我們看到
[00:13:18.920 --> 00:13:22.920]  從第五誡至第十誡這六誡當中
[00:13:22.920 --> 00:13:26.720]  都是說到人與人之間的關係
[00:13:26.720 --> 00:13:30.520]  而擺到最先的
[00:13:30.520 --> 00:13:32.120]  說到人倫的關係
[00:13:32.120 --> 00:13:33.920]  擺到最先的是什麼呢?
[00:13:33.920 --> 00:13:34.920]  大家一起讀吧
[00:13:34.920 --> 00:13:39.320]  這裡給我們看到
[00:13:39.320 --> 00:13:41.320]  神是很注重
[00:13:41.320 --> 00:13:44.520]  人與神之間的關係
[00:13:44.520 --> 00:13:49.320]  他教導我們說到人與人之間的關係
[00:13:49.320 --> 00:13:52.320]  第一我們要從家裡開始
[00:13:52.320 --> 00:13:54.720]  孝敬父母
[00:13:54.720 --> 00:13:56.720]  孝敬父母
[00:13:56.720 --> 00:13:58.520]  給我們看到
[00:13:58.520 --> 00:14:01.120]  我們的神是如何
[00:14:01.120 --> 00:14:04.720]  注重人倫關係的第一位
[00:14:04.720 --> 00:14:06.720]  就是孝敬父母
[00:14:06.720 --> 00:14:11.720]  但我們說到就是這樣孝敬父母
[00:14:11.720 --> 00:14:15.120]  但是比起我們中國儒家思想
[00:14:15.120 --> 00:14:17.720]  差很遠
[00:14:17.720 --> 00:14:19.720]  我們中國儒家思想是怎樣的呢?
[00:14:19.720 --> 00:14:24.520]  要求很高的
[00:14:24.520 --> 00:14:26.320]  大家記得
[00:14:26.320 --> 00:14:29.520]  我們讀的論語當中
[00:14:29.920 --> 00:14:31.120]  有一次
[00:14:31.120 --> 00:14:35.320]  有人問孝
[00:14:35.320 --> 00:14:37.520]  耶穌怎樣回答呢?
[00:14:37.520 --> 00:14:39.920]  他說:今之孝者
[00:14:39.920 --> 00:14:41.920]  是謂能養
[00:14:41.920 --> 00:14:44.520]  這個「養」字就是我們一般讀
[00:14:44.520 --> 00:14:45.920]  「養」這個字
[00:14:45.920 --> 00:14:46.920]  公養
[00:14:46.920 --> 00:14:49.120]  父母養子女
[00:14:49.120 --> 00:14:52.120]  這是我以前的國文老師教的
[00:14:52.120 --> 00:14:54.320]  子女養父母的時候
[00:14:54.320 --> 00:14:55.320]  這個「養」字
[00:14:55.320 --> 00:14:56.120]  就讀
[00:14:56.120 --> 00:14:58.120]  這個第六聲應該是
[00:14:58.120 --> 00:15:00.720]  「養」公養父母
[00:15:00.720 --> 00:15:01.320]  即是說
[00:15:01.320 --> 00:15:04.320]  下面去公養父母
[00:15:04.320 --> 00:15:06.520]  他講到
[00:15:06.520 --> 00:15:08.320]  當日孔子的時代
[00:15:08.320 --> 00:15:10.520]  人們講孝的時候是甚麼呢?
[00:15:10.520 --> 00:15:15.720]  有錢給父母養他就可以了
[00:15:15.720 --> 00:15:18.120]  接著孔子怎樣說呢?
[00:15:18.120 --> 00:15:19.720]  至於犬馬
[00:15:19.720 --> 00:15:21.720]  皆能有養
[00:15:21.720 --> 00:15:23.120]  不孝
[00:15:23.120 --> 00:15:24.520]  何以別乎?
[00:15:24.520 --> 00:15:26.320]  你看看
[00:15:26.320 --> 00:15:28.320]  原來中國的孝道
[00:15:28.320 --> 00:15:30.720]  不是說有錢給父母
[00:15:30.720 --> 00:15:31.920]  有房子給他住
[00:15:31.920 --> 00:15:33.920]  這就叫孝
[00:15:33.920 --> 00:15:37.920]  繼承孔子思想的真摯
[00:15:37.920 --> 00:15:41.320]  在《大帝禮記》記載
[00:15:41.320 --> 00:15:43.320]  他說孝有三等
[00:15:43.320 --> 00:15:45.720]  大孝是甚麼呢?
[00:15:45.720 --> 00:15:46.920]  尊親
[00:15:46.920 --> 00:15:48.920]  跟聖經說的
[00:15:48.920 --> 00:15:51.920]  Honor your parents
[00:15:51.920 --> 00:15:53.920]  尊敬父母一樣
[00:15:53.920 --> 00:15:55.920]  最高等的孝
[00:15:55.920 --> 00:15:57.720]  是孝敬父母
[00:15:57.720 --> 00:15:59.720]  尊敬父母
[00:15:59.720 --> 00:16:03.320]  其次是甚麼呢?
[00:16:03.320 --> 00:16:04.320]  不辱
[00:16:04.320 --> 00:16:05.120]  即是說
[00:16:05.120 --> 00:16:06.520]  不要羞辱父母
[00:16:06.520 --> 00:16:08.320]  不要在外面做一些事
[00:16:08.320 --> 00:16:09.920]  使父母
[00:16:09.920 --> 00:16:11.320]  這個兒子是誰生的?
[00:16:11.320 --> 00:16:12.520]  這個女兒是誰生的?
[00:16:12.520 --> 00:16:14.920]  這個父母生的
[00:16:14.920 --> 00:16:16.920]  變了父母有羞辱
[00:16:16.920 --> 00:16:18.920]  即是說
[00:16:18.920 --> 00:16:20.520]  出去外面
[00:16:20.520 --> 00:16:23.120]  不會做一些羞家的事
[00:16:23.120 --> 00:16:25.120]  這是第二等的孝
[00:16:25.520 --> 00:16:26.920]  旗下能讓
[00:16:26.920 --> 00:16:27.520]  即是說
[00:16:27.520 --> 00:16:28.720]  最低等的孝
[00:16:28.720 --> 00:16:30.720]  是供養父母
[00:16:30.720 --> 00:16:32.320]  最近
[00:16:32.320 --> 00:16:33.520]  有些食肆
[00:16:33.520 --> 00:16:35.520]  應該有八百多間食肆
[00:16:35.520 --> 00:16:36.520]  申請
[00:16:36.520 --> 00:16:39.920]  可以帶寵物
[00:16:39.920 --> 00:16:41.920]  去飲茶
[00:16:41.920 --> 00:16:43.720]  吃餐
[00:16:43.720 --> 00:16:44.920]  我想想
[00:16:44.920 --> 00:16:47.920]  為甚麼不哄哄一下
[00:16:47.920 --> 00:16:49.920]  帶父母去呢?
[00:16:49.920 --> 00:16:53.920]  我自己覺得是值得思想的
[00:16:55.520 --> 00:16:56.520]  因為事實上有時
[00:16:56.520 --> 00:16:58.520]  見到一些人手推車
[00:16:58.520 --> 00:17:00.520]  看看這個嬰兒
[00:17:00.520 --> 00:17:01.520]  可不可以
[00:17:01.520 --> 00:17:03.720]  看到是甚麼?
[00:17:03.720 --> 00:17:05.720]  貓貓狗狗
[00:17:05.720 --> 00:17:07.520]  我不是反對
[00:17:07.520 --> 00:17:08.920]  而是說
[00:17:08.920 --> 00:17:10.520]  在這些之餘
[00:17:10.520 --> 00:17:12.520]  我們有沒有孝敬父母呢?
[00:17:12.520 --> 00:17:15.520]  我們養貓養狗
[00:17:15.520 --> 00:17:18.520]  尊敬的程度
[00:17:18.520 --> 00:17:20.720]  給他們最好的狗糧
[00:17:20.720 --> 00:17:23.920]  給他們最好的一間小狗屋
[00:17:23.920 --> 00:17:25.320]  等等
[00:17:25.520 --> 00:17:28.320]  我們對我們的父母又如何呢?
[00:17:28.320 --> 00:17:30.120]  值得反思
[00:17:30.120 --> 00:17:32.120]  所以這裡第一
[00:17:32.120 --> 00:17:33.120]  就是
[00:17:33.120 --> 00:17:34.920]  人與人之間的關係
[00:17:34.920 --> 00:17:37.120]  原來聖經是擺到最高的
[00:17:37.120 --> 00:17:38.520]  孝敬父母
[00:17:38.520 --> 00:17:39.520]  同等
[00:17:39.520 --> 00:17:42.120]  儒家的思想
[00:17:42.120 --> 00:17:44.720]  大孝尊敬父母一樣
[00:17:44.720 --> 00:17:51.120]  如果對父母不孝又如何呢?
[00:17:51.120 --> 00:17:54.120]  我查過
[00:17:54.120 --> 00:17:58.320]  中國歷代的一些規條
[00:17:58.320 --> 00:18:02.320]  對於兒女不孝有甚麼刑罰呢?
[00:18:02.320 --> 00:18:07.920]  大概在秦朝漢朝開始比較明顯
[00:18:07.920 --> 00:18:09.520]  就是說
[00:18:09.520 --> 00:18:12.120]  如果罵父母就要坐牢
[00:18:12.120 --> 00:18:15.720]  打父母就要死刑
[00:18:15.720 --> 00:18:19.120]  到了唐朝的時候
[00:18:19.120 --> 00:18:22.120]  這些刑罰就定型了很多
[00:18:22.120 --> 00:18:23.320]  就說
[00:18:24.120 --> 00:18:26.520]  如果不孝的話
[00:18:26.520 --> 00:18:31.320]  父母提出罵我們子女不孝的話
[00:18:31.320 --> 00:18:32.920]  那些兒女可以死刑
[00:18:32.920 --> 00:18:37.120]  甚至叫做棄屎
[00:18:37.120 --> 00:18:38.520]  放棄的棄
[00:18:38.520 --> 00:18:40.120]  成屍的屎
[00:18:40.120 --> 00:18:40.920]  甚麼意思呢?
[00:18:40.920 --> 00:18:41.520]  就是說
[00:18:41.520 --> 00:18:44.720]  將他吊死了或者斬頭之後
[00:18:44.720 --> 00:18:46.320]  將他的遺體
[00:18:46.320 --> 00:18:49.920]  在那個屎中
[00:18:49.920 --> 00:18:53.520]  來去展現
[00:18:53.520 --> 00:18:56.320]  就是殺一儆百
[00:18:56.320 --> 00:18:58.120]  如果你不孝的話
[00:18:58.120 --> 00:18:59.720]  就是這樣的收場
[00:18:59.720 --> 00:19:02.720]  你看我們中國的孝道多嚴格
[00:19:02.720 --> 00:19:05.320]  那你聖經又如何呢?
[00:19:05.320 --> 00:19:06.520]  我們又看看
[00:19:06.520 --> 00:19:07.920]  好了
[00:19:07.920 --> 00:19:12.120]  人若對父母不孝的刑罰
[00:19:12.120 --> 00:19:13.520]  按聖經來說
[00:19:13.520 --> 00:19:16.320]  打父母的要怎樣呢?
[00:19:16.320 --> 00:19:19.120]  必要把他致死
[00:19:19.120 --> 00:19:22.120]  跟中國的刑罰一樣
[00:19:22.920 --> 00:19:25.120]  秦漢的時候
[00:19:25.120 --> 00:19:31.720]  就是公元前200年至公元後200年
[00:19:31.720 --> 00:19:34.320]  就是說開始有這些刑罰
[00:19:34.320 --> 00:19:37.320]  但是我們聖經摩西五經
[00:19:37.320 --> 00:19:38.520]  是甚麼時候呢?
[00:19:38.520 --> 00:19:42.320]  是公元前1400年
[00:19:42.320 --> 00:19:47.720]  就是說距離現在3400年
[00:19:47.920 --> 00:19:52.920]  就是說早於中國的刑罰的處置
[00:19:52.920 --> 00:19:56.120]  已經擺明了打父母
[00:19:56.120 --> 00:19:58.120]  是要將他致死的
[00:19:58.120 --> 00:20:00.920]  就是說早於中國1400年
[00:20:00.920 --> 00:20:02.720]  已經有這個刑罰了
[00:20:02.720 --> 00:20:04.520]  好了
[00:20:04.520 --> 00:20:05.920]  那你說
[00:20:05.920 --> 00:20:07.720]  不要說得這麼嚴峻
[00:20:07.720 --> 00:20:09.720]  打父母
[00:20:09.720 --> 00:20:13.320]  我相信一般人都不知道
[00:20:13.320 --> 00:20:15.320]  原來打父母是要致死的
[00:20:15.320 --> 00:20:16.520]  就算我們中國的刑罰
[00:20:16.520 --> 00:20:17.920]  最多是說
[00:20:17.920 --> 00:20:19.120]  你打父母
[00:20:19.120 --> 00:20:19.720]  你小心
[00:20:19.720 --> 00:20:20.720]  現在正在下雨
[00:20:20.720 --> 00:20:23.320]  小心被雷劈
[00:20:23.320 --> 00:20:23.920]  是不是?
[00:20:23.920 --> 00:20:27.120]  我們最多是了解
[00:20:27.120 --> 00:20:29.120]  原來中國的刑罰
[00:20:29.120 --> 00:20:29.920]  古代
[00:20:29.920 --> 00:20:31.120]  當然不是現在
[00:20:31.120 --> 00:20:32.520]  是這麼嚴格的
[00:20:32.520 --> 00:20:35.120]  聖經也是早於中國
[00:20:35.120 --> 00:20:36.520]  一千多年
[00:20:36.520 --> 00:20:38.320]  一樣是這麼嚴格
[00:20:38.320 --> 00:20:39.520]  好了
[00:20:39.520 --> 00:20:41.520]  不要說打父母了
[00:20:41.520 --> 00:20:43.120]  罵一下可以嗎?
[00:20:43.120 --> 00:20:47.120]  有時候父母多說兩句
[00:20:47.120 --> 00:20:48.720]  我們發發脾氣
[00:20:48.720 --> 00:20:50.320]  罵回頭
[00:20:50.320 --> 00:20:51.320]  跟他吵架
[00:20:51.320 --> 00:20:52.520]  那又如何?
[00:20:52.520 --> 00:20:58.120]  就罵父母的必要把他致死
[00:20:58.120 --> 00:21:00.520]  我感恩
[00:21:00.520 --> 00:21:02.920]  我記得我讀中學的時候
[00:21:02.920 --> 00:21:04.120]  很喜歡打球的
[00:21:04.120 --> 00:21:05.520]  喜歡踢球
[00:21:05.520 --> 00:21:06.920]  踢到一個地步
[00:21:06.920 --> 00:21:08.920]  將來要做足球員的
[00:21:08.920 --> 00:21:11.920]  因為他去踢球的時候
[00:21:11.920 --> 00:21:13.920]  有一次他不讓我出門
[00:21:13.920 --> 00:21:14.520]  不知為何
[00:21:14.520 --> 00:21:15.520]  我都忘記了
[00:21:15.520 --> 00:21:16.720]  不讓我出去
[00:21:16.720 --> 00:21:18.520]  我就罵兩句
[00:21:18.520 --> 00:21:20.320]  那時候我
[00:21:20.320 --> 00:21:21.920]  其後認識聖經的時候
[00:21:21.920 --> 00:21:22.920]  我感恩
[00:21:22.920 --> 00:21:25.120]  我不是活在舊約的時代
[00:21:25.120 --> 00:21:27.320]  否則我今天也站不起來
[00:21:27.320 --> 00:21:29.320]  站不起來在這裡跟大家思想
[00:21:29.320 --> 00:21:30.720]  好了
[00:21:30.720 --> 00:21:33.520]  另外
[00:21:33.520 --> 00:21:35.920]  面對長者又如何?
[00:21:35.920 --> 00:21:37.720]  我說到學做人
[00:21:37.720 --> 00:21:39.120]  從家裡開始
[00:21:39.120 --> 00:21:41.120]  在家裡行孝
[00:21:41.720 --> 00:21:42.320]  好了
[00:21:42.320 --> 00:21:44.320]  那出去
[00:21:44.320 --> 00:21:46.720]  面對長輩又如何?
[00:21:46.720 --> 00:21:49.720]  一起讀一讀吧
[00:21:49.720 --> 00:22:01.920]  這句話非常
[00:22:01.920 --> 00:22:03.520]  非常重要
[00:22:03.520 --> 00:22:04.520]  為甚麼呢?
[00:22:04.520 --> 00:22:07.920]  是神用他的名字簽署的
[00:22:09.520 --> 00:22:13.120]  「我是耶和華」聖經有一句這樣的說話
[00:22:13.120 --> 00:22:13.520]  就是說
[00:22:13.520 --> 00:22:14.720]  耶和華神
[00:22:14.720 --> 00:22:16.120]  我們的神
[00:22:16.120 --> 00:22:17.520]  他簽名
[00:22:17.520 --> 00:22:20.120]  就是說這個神很注重的
[00:22:20.120 --> 00:22:22.920]  原來在白髮的人面前
