
[00:00:00.000 --> 00:00:02.720]  (麥美娟) 多謝敬拜隊
[00:02:11.840 --> 00:02:13.840]  我們在那裡超過四年多
[00:02:13.840 --> 00:02:17.840]  我們也希望在那裡長期宣教
[00:02:17.840 --> 00:02:19.840]  我們先介紹一下自己
[00:02:19.840 --> 00:02:21.840]  你也聽到我的口音
[00:02:21.840 --> 00:02:23.840]  我是否在香港出生的
[00:02:23.840 --> 00:02:25.840]  我是在香港出生的
[00:02:25.840 --> 00:02:27.840]  (麥美娟) 大家猜錯了
[00:02:27.840 --> 00:02:29.840]  (教授) 是在香港出生的
[00:02:29.840 --> 00:02:33.840]  不過六歲我就搬到加拿大
[00:02:33.840 --> 00:02:35.840]  所以我的口音就是這樣
[00:02:35.840 --> 00:02:37.840]  就是這樣
[00:02:37.840 --> 00:02:39.840]  所以今天如果他其實說甚麼
[00:02:39.840 --> 00:02:41.840]  你要很用心聽到我的口音
[00:02:41.840 --> 00:02:43.840]  不是蝦片、鴉片那些
[00:02:43.840 --> 00:02:45.840]  OK
[00:02:45.840 --> 00:02:47.840]  我去了加拿大
[00:02:47.840 --> 00:02:49.840]  我讀書的時候就去了英國
[00:02:49.840 --> 00:02:51.840]  英國倫敦
[00:02:51.840 --> 00:02:53.840]  然後30歲的時候就回到香港
[00:02:53.840 --> 00:02:55.840]  我現在42歲
[00:02:55.840 --> 00:02:57.840]  我在英國的時候
[00:02:57.840 --> 00:02:59.840]  我就開了一間機構
[00:02:59.840 --> 00:03:01.840]  叫做Food Cycle
[00:03:01.840 --> 00:03:03.840]  是一個食物回收
[00:03:03.840 --> 00:03:05.840]  我們拿了超級市場就扔的那些東西
[00:03:05.840 --> 00:03:07.840]  草莓、麵包那些東西
[00:03:07.840 --> 00:03:09.840]  我們就煮一些好吃的東西
[00:03:09.840 --> 00:03:11.840]  給有需要的人
[00:03:11.840 --> 00:03:13.840]  我2013年的時候離開這個機構
[00:03:13.840 --> 00:03:15.840]  就被中央政府
[00:03:15.840 --> 00:03:17.840]  離開這個機構
[00:03:17.840 --> 00:03:19.840]  就給了另一個人管
[00:03:19.840 --> 00:03:21.840]  那時候有13個地點
[00:03:21.840 --> 00:03:23.840]  服務地點
[00:03:23.840 --> 00:03:25.840]  也不知道是好事還是壞事
[00:03:25.840 --> 00:03:27.840]  現在還存在著
[00:03:27.840 --> 00:03:29.840]  有超過100個地點
[00:03:29.840 --> 00:03:31.840]  是每個星期給有需要的人
[00:03:31.840 --> 00:03:33.840]  我回到香港
[00:03:33.840 --> 00:03:35.840]  是做了不同的工作
[00:03:35.840 --> 00:03:37.840]  不過還沒出工場的時候
[00:03:37.840 --> 00:03:39.840]  我有三年
[00:03:39.840 --> 00:03:41.840]  神給我有一個機會
[00:03:41.840 --> 00:03:43.840]  在一個香港國際教會
[00:03:43.840 --> 00:03:45.840]  在那裡募會
[00:03:45.840 --> 00:03:47.840]  在那裡也有機會讀神學
[00:03:47.840 --> 00:03:49.840]  好
[00:03:49.840 --> 00:03:51.840]  又介紹一下我自己
[00:03:51.840 --> 00:03:53.840]  我自小就很喜歡畫畫
[00:03:53.840 --> 00:03:55.840]  在照片裡
[00:03:55.840 --> 00:03:57.840]  應該也看到我
[00:03:57.840 --> 00:03:59.840]  但我想在我成長裡
[00:03:59.840 --> 00:04:01.840]  如果你的子女說想做畫家
[00:04:01.840 --> 00:04:03.840]  也挺麻煩
[00:04:03.840 --> 00:04:05.840]  結果我沒有做到Artist
[00:04:05.840 --> 00:04:07.840]  畫家,就做了一位社工
[00:04:07.840 --> 00:04:09.840]  我自己是社工出身
[00:04:09.840 --> 00:04:11.840]  但其實我16、17歲的時候
[00:04:11.840 --> 00:04:13.840]  有機會做小生意
[00:04:13.840 --> 00:04:15.840]  做了一個社企
[00:04:15.840 --> 00:04:17.840]  叫彩虹甜品屋在大埔
[00:04:17.840 --> 00:04:19.840]  其後就做社福界
[00:04:19.840 --> 00:04:23.840]  參與一些不同的社會企業項目
[00:04:23.840 --> 00:04:27.840]  後來也做了很多社會創新的開拓
[00:04:27.840 --> 00:04:29.840]  培訓和一些管理的東西
[00:04:29.840 --> 00:04:31.840]  臨去工場之前
[00:04:31.840 --> 00:04:33.840]  也很感謝神
[00:04:33.840 --> 00:04:35.840]  給我們兩個也有機會
[00:04:35.840 --> 00:04:37.840]  在跨文化服務裡面裝備
[00:04:37.840 --> 00:04:39.840]  也有神學的裝備
[00:04:39.840 --> 00:04:42.840]  下一張照片你會看到我們
[00:04:42.840 --> 00:04:44.840]  不知道能不能認出這是我們
[00:04:44.840 --> 00:04:47.840]  不是公主和王子
[00:04:47.840 --> 00:04:50.840]  (可能是一個公主和一個王子)
[00:04:50.840 --> 00:04:53.840]  在上帝眼中我們是公主和王子
[00:04:53.840 --> 00:04:57.840]  我們在柬埔寨拍攝了一輯結婚照
[00:04:57.840 --> 00:04:59.840]  其實在十幾年前
[00:04:59.840 --> 00:05:02.840]  我們也有機會到柬埔寨的孤兒院
[00:05:02.840 --> 00:05:04.840]  定期服侍
[00:05:04.840 --> 00:05:07.840]  也和當地的教會做一些領袖培訓
[00:05:07.840 --> 00:05:09.840]  在很多年前
[00:05:09.840 --> 00:05:11.840]  神也播放了一些宣教的種子
[00:05:11.840 --> 00:05:13.840]  在我們的心裡面
[00:05:13.840 --> 00:05:15.840]  我們也希望為神擺上一丁點
[00:05:15.840 --> 00:05:19.840]  大家都對我們略有認識
[00:05:19.840 --> 00:05:22.840]  如果大家想多一點了解我們
[00:05:22.840 --> 00:05:25.840]  其實星期二和星期五有晚會
[00:05:25.840 --> 00:05:27.840]  我們會再分享多一點
[00:05:27.840 --> 00:05:30.840]  今天我們講到的主題
[00:05:30.840 --> 00:05:35.840]  就是將心比己
[00:05:35.840 --> 00:05:37.840]  今天正道的經文
[00:05:37.840 --> 00:05:41.840]  在約翰福音六章一至十五節
[00:05:41.840 --> 00:05:43.840]  我們會用和修本
[00:05:43.840 --> 00:05:45.840]  在開始之前
[00:05:45.840 --> 00:05:47.840]  我們一起讀一下這節經文
[00:05:47.840 --> 00:05:49.840]  我相信這節經文
[00:05:49.840 --> 00:05:51.840]  大家都很熟悉
[00:05:51.840 --> 00:05:53.840]  當我說五餅二魚
[00:05:53.840 --> 00:05:55.840]  大家聽過沒有
[00:05:55.840 --> 00:05:57.840]  或者說餵飽五千人
[00:05:57.840 --> 00:05:58.840]  大家聽過沒有
[00:05:58.840 --> 00:06:00.840]  都是很熟悉的一節經文
[00:06:00.840 --> 00:06:01.840]  但也比較長
[00:06:01.840 --> 00:06:04.840]  不如我們一起讀神的話語
[00:06:04.840 --> 00:06:06.840]  用上帝自己的靈來光照
[00:06:06.840 --> 00:06:08.840]  我會讀單節數
[00:06:08.840 --> 00:06:09.840]  我先讀
[00:06:09.840 --> 00:06:10.840]  然後雙數
[00:06:10.840 --> 00:06:12.840]  不如請大家一起朗讀
[00:06:12.840 --> 00:06:15.840]  今天我們會分幾個段落
[00:06:15.840 --> 00:06:17.840]  來一起思索神的話語
[00:06:17.840 --> 00:06:21.840]  我們將時間交給Calvin
[00:06:21.840 --> 00:06:25.840]  講一下聖經的背景和一些資料
[00:06:25.840 --> 00:06:27.840]  我們還沒開始的時候
[00:06:27.840 --> 00:06:30.840]  我們就講一下背景
[00:06:30.840 --> 00:06:34.840]  約翰第六章前
[00:06:34.840 --> 00:06:36.840]  就是第一至第五章
[00:06:36.840 --> 00:06:38.840]  那時候出現了什麼呢
[00:06:38.840 --> 00:06:40.840]  當然是耶穌出生
[00:06:40.840 --> 00:06:42.840]  他在以色列的時候
[00:06:42.840 --> 00:06:44.840]  開始做神蹟
[00:06:44.840 --> 00:06:46.840]  大家都有一個很出名的神蹟
[00:06:46.840 --> 00:06:49.840]  就是水到走
[00:06:49.840 --> 00:06:52.840]  和醫治很多不同的人
[00:06:52.840 --> 00:06:54.840]  在第五章的時候
[00:06:54.840 --> 00:06:56.840]  他在哪裡來呢
[00:06:56.840 --> 00:06:59.840]  他走到快要做神蹟
[00:06:59.840 --> 00:07:03.840]  他在耶路撒冷的時候走過去
[00:07:03.840 --> 00:07:04.840]  那裡也很遠
[00:07:04.840 --> 00:07:07.840]  大概一百個公里
[00:07:07.840 --> 00:07:08.840]  在耶路撒冷
[00:07:08.840 --> 00:07:09.840]  其實很多人
[00:07:09.840 --> 00:07:11.840]  他做了很多神蹟
[00:07:11.840 --> 00:07:12.840]  很多人都問他
[00:07:12.840 --> 00:07:14.840]  你怎麼做這些事的
[00:07:14.840 --> 00:07:15.840]  你是誰
[00:07:15.840 --> 00:07:17.840]  他們不認得這個是主
[00:07:17.840 --> 00:07:19.840]  有幾樣東西
[00:07:19.840 --> 00:07:21.840]  在第六章一開始
[00:07:21.840 --> 00:07:23.840]  一至四的時候
[00:07:23.840 --> 00:07:25.840]  有一樣東西就是時間
[00:07:25.840 --> 00:07:28.840]  時間就很近於愚月節
[00:07:28.840 --> 00:07:30.840]  愚月節英文就是pass over
[00:07:30.840 --> 00:07:32.840]  就是紀念
[00:07:32.840 --> 00:07:34.840]  以色列那些人
[00:07:34.840 --> 00:07:38.840]  出埃及做了很多神蹟
[00:07:38.840 --> 00:07:40.840]  救他們出去
[00:07:40.840 --> 00:07:42.840]  其實這麼多人跟著耶穌
[00:07:42.840 --> 00:07:44.840]  其實他們都
[00:07:44.840 --> 00:07:46.840]  快要去到這個時間
[00:07:46.840 --> 00:07:47.840]  他們都可能
[00:07:47.840 --> 00:07:49.840]  這個耶穌會有什麼神蹟給我們呢
[00:07:49.840 --> 00:07:50.840]  會不會
[00:07:50.840 --> 00:07:53.840]  因為那時候是羅馬在管他們
[00:07:53.840 --> 00:07:55.840]  他們很不喜歡這件事
[00:07:55.840 --> 00:07:56.840]  他們會
[00:07:56.840 --> 00:07:58.840]  叫新皇帝送我們出去
[00:07:58.840 --> 00:08:00.840]  第二樣東西就是
[00:08:00.840 --> 00:08:03.840]  這個神蹟在這個叫做
[00:08:03.840 --> 00:08:05.840]  提比亞海
[00:08:05.840 --> 00:08:07.840]  這個英文就是sea of Galilee
[00:08:07.840 --> 00:08:09.840]  sea of Tiberias
[00:08:09.840 --> 00:08:10.840]  在那裡出現
[00:08:10.840 --> 00:08:12.840]  這個不是一個海
[00:08:12.840 --> 00:08:14.840]  其實是一個湖
[00:08:14.840 --> 00:08:16.840]  其實是一個很重要的地方
[00:08:16.840 --> 00:08:19.840]  因為那裡耶穌有33個神蹟
[00:08:19.840 --> 00:08:23.840]  其實18個都在那裡附近
[00:08:23.840 --> 00:08:26.840]  第三樣東西就是
[00:08:26.840 --> 00:08:28.840]  Kelvin
[00:08:28.840 --> 00:08:30.840]  好像五餅二魚
[00:08:30.840 --> 00:08:32.840]  四個福音
[00:08:32.840 --> 00:08:34.840]  四個福音都有
[00:08:34.840 --> 00:08:35.840]  有說那些
[00:08:35.840 --> 00:08:37.840]  為什麼你選了約翰呢
[00:08:37.840 --> 00:08:39.840]  其實因為我選了約翰
[00:08:39.840 --> 00:08:40.840]  因為在這裡
[00:08:40.840 --> 00:08:42.840]  聖經說會說到
[00:08:42.840 --> 00:08:45.840]  耶穌跟他的門徒的對話
[00:08:45.840 --> 00:08:48.840]  還有在約翰第六章的時候
[00:08:48.840 --> 00:08:50.840]  都會說一個很重要的東西
[00:08:50.840 --> 00:08:52.840]  就是這個五餅二魚
[00:08:52.840 --> 00:08:54.840]  從哪裡來
[00:08:54.840 --> 00:08:56.840]  就是一個小朋友
[00:08:56.840 --> 00:08:57.840]  一個男孩子
[00:08:57.840 --> 00:08:59.840]  第四樣東西就是
[00:08:59.840 --> 00:09:01.840]  在這個福音都說
[00:09:01.840 --> 00:09:04.840]  耶穌用了五餅二魚
[00:09:04.840 --> 00:09:06.840]  為了五千個人
[00:09:06.840 --> 00:09:08.840]  不過五千個人
[00:09:08.840 --> 00:09:10.840]  以前只是數男人
[00:09:10.840 --> 00:09:12.840]  所以五千個人
[00:09:12.840 --> 00:09:14.840]  其實加上老婆、女士
[00:09:14.840 --> 00:09:15.840]  還有小朋友
[00:09:15.840 --> 00:09:18.840]  是很容易多過一萬個人
[00:09:18.840 --> 00:09:20.840]  這個神蹟不是給五千人
[00:09:20.840 --> 00:09:22.840]  而是給一萬人
[00:09:22.840 --> 00:09:25.840]  相信大家對這個故事的背景
[00:09:25.840 --> 00:09:26.840]  比較多認識
[00:09:26.840 --> 00:09:28.840]  我們一起繼續看看
[00:09:28.840 --> 00:09:31.840]  五節到九節的段落
[00:09:31.840 --> 00:09:33.840]  在這裡我們會看到
[00:09:33.840 --> 00:09:35.840]  其實有不同人的出現
[00:09:35.840 --> 00:09:37.840]  究竟這些人
[00:09:37.840 --> 00:09:38.840]  他們是怎樣呢
[00:09:38.840 --> 00:09:40.840]  很想大家一起看看
[00:09:40.840 --> 00:09:42.840]  第一就是在五節提到
[00:09:42.840 --> 00:09:46.840]  耶穌舉目看見一大群人
[00:09:46.840 --> 00:09:48.840]  一大群人
[00:09:48.840 --> 00:09:51.840]  究竟這些人是怎樣的人呢
[00:09:51.840 --> 00:09:54.840]  為何這些人要追隨耶穌
[00:09:54.840 --> 00:09:57.840]  他們很想看神蹟
[00:09:57.840 --> 00:09:59.840]  很想被醫治
[00:09:59.840 --> 00:10:00.840]  很餓
[00:10:00.840 --> 00:10:04.840]  或者在耶穌身上有很大的盼望
[00:10:04.840 --> 00:10:06.840]  就像剛才Kelvin提到
[00:10:06.840 --> 00:10:09.840]  可能他們很想尼塞亞的出現
[00:10:09.840 --> 00:10:11.840]  能夠給他們有新的盼望
[00:10:11.840 --> 00:10:16.840]  今天當我們在猜拳主日去思想的時候
[00:10:16.840 --> 00:10:17.840]  弟兄姊妹
[00:10:17.840 --> 00:10:19.840]  知不知道我們作為基督徒
[00:10:19.840 --> 00:10:22.840]  我們的盼望放在神的裡面的時候
[00:10:22.840 --> 00:10:25.840]  知不知道全球有多少個基督教人口的比例
[00:10:25.840 --> 00:10:27.840]  有沒有人看到
[00:10:27.840 --> 00:10:28.840]  29%
[00:10:28.840 --> 00:10:33.840]  原來現在在全球的數據裡看到
[00:10:33.840 --> 00:10:36.840]  有29%是基督教的人口
[00:10:36.840 --> 00:10:39.840]  但是你有沒有想過反過來看
[00:10:39.840 --> 00:10:45.840]  其實現在說的是有超過59億的人
[00:10:45.840 --> 00:10:48.840]  是還沒相信耶穌
[00:10:48.840 --> 00:10:50.840]  是59億的人
[00:10:50.840 --> 00:10:52.840]  這一群人群
[00:10:52.840 --> 00:10:57.840]  他們一樣都是很盼望一些東西
[00:10:57.840 --> 00:11:00.840]  今天社會真的很動蕩
[00:11:00.840 --> 00:11:02.840]  整個世界都很動蕩
[00:11:02.840 --> 00:11:04.840]  很多未知之數
[00:11:04.840 --> 00:11:06.840]  地緣政治的不穩
[00:11:06.840 --> 00:11:07.840]  很多的戰亂
[00:11:07.840 --> 00:11:10.840]  很多人要逃離家園
[00:11:10.840 --> 00:11:12.840]  經濟股市上上落落
[00:11:12.840 --> 00:11:16.840]  甚至職場都可能面對AI的挑戰
[00:11:16.840 --> 00:11:19.840]  或者新局面的時候
[00:11:19.840 --> 00:11:21.840]  很多人心裡很不安
[00:11:21.840 --> 00:11:25.840]  很多人都很想盼望一些東西
[00:11:25.840 --> 00:11:27.840]  同樣在我們的工場
[00:11:27.840 --> 00:11:30.840]  我們在柬埔寨的服務裡面
[00:11:30.840 --> 00:11:31.840]  我們也看到
[00:11:31.840 --> 00:11:33.840]  在這個佛教國家
[00:11:33.840 --> 00:11:38.840]  竟然有98.3%的人口
[00:11:38.840 --> 00:11:42.840]  我們是在說一些還沒聽過福音的人口
[00:11:42.840 --> 00:11:45.840]  就是說從他們出生到死去那天
[00:11:45.840 --> 00:11:47.840]  可能都沒有人告訴他們
[00:11:47.840 --> 00:11:49.840]  耶穌是誰
[00:11:49.840 --> 00:11:51.840]  他們問的問題不是問
[00:11:51.840 --> 00:11:53.840]  耶穌做過什麼
[00:11:53.840 --> 00:11:55.840]  教會在哪裡
[00:11:55.840 --> 00:11:57.840]  哪間教會好一點
[00:11:57.840 --> 00:11:59.840]  哪裡冷氣大一點
[00:11:59.840 --> 00:12:00.840]  他們是問
[00:12:00.840 --> 00:12:02.840]  耶穌是什麼東東
[00:12:02.840 --> 00:12:03.840]  可以吃嗎
[00:12:03.840 --> 00:12:05.840]  是不是動物
[00:12:05.840 --> 00:12:07.840]  所以我們真的很需要神的憐憫
[00:12:07.840 --> 00:12:09.840]  讓我們看到
[00:12:09.840 --> 00:12:11.840]  今天普世宣教的需要
[00:12:11.840 --> 00:12:13.840]  是有一大群人
[00:12:13.840 --> 00:12:15.840]  他們很需要盼望
[00:12:15.840 --> 00:12:17.840]  第二點就是約翰福音
[00:12:17.840 --> 00:12:19.840]  很獨有提到約翰相
[00:12:19.840 --> 00:12:22.840]  我們看到他和門徒的對話
[00:12:22.840 --> 00:12:24.840]  在這裡提到有兩個門徒
[00:12:24.840 --> 00:12:26.840]  第一個是誰
[00:12:26.840 --> 00:12:27.840]  肥力
[00:12:27.840 --> 00:12:28.840]  大家都很專心
[00:12:28.840 --> 00:12:30.840]  第二個呢
[00:12:30.840 --> 00:12:31.840]  安德烈
[00:12:31.840 --> 00:12:32.840]  沒錯
[00:12:32.840 --> 00:12:35.840]  在五至九節裡面提到
[00:12:35.840 --> 00:12:37.840]  耶穌看到這一群人
[00:12:37.840 --> 00:12:39.840]  跟著就和肥力說
[00:12:39.840 --> 00:12:42.840]  我們去哪裡買這些餅給這些人吃
[00:12:42.840 --> 00:12:45.840]  當耶穌說這句話的時候
[00:12:45.840 --> 00:12:47.840]  其實是想試一下考驗肥力
[00:12:47.840 --> 00:12:50.840]  其實主已經知道自己怎麼做
[00:12:50.840 --> 00:12:52.840]  然後肥力就回答
[00:12:52.840 --> 00:12:53.840]  我們一起讀一下
[00:12:53.840 --> 00:12:54.840]  第七節
[00:12:54.840 --> 00:12:56.840]  兩百個銀幣在當時來說
[00:12:56.840 --> 00:12:58.840]  是很多很多的錢
[00:12:58.840 --> 00:13:00.840]  可能是說八個月的工資
[00:13:00.840 --> 00:13:02.840]  是很多的錢
[00:13:02.840 --> 00:13:03.840]  但是肥力就說
[00:13:03.840 --> 00:13:05.840]  這麼少?
[00:13:05.840 --> 00:13:07.840]  廣東話就是雞碎這麼少?
[00:13:07.840 --> 00:13:09.840]  每人吃一點都不夠
[00:13:09.840 --> 00:13:11.840]  另外一個門徒
[00:13:11.840 --> 00:13:13.840]  安德烈又怎麼回應呢
[00:13:13.840 --> 00:13:15.840]  安德烈看到有些資源
[00:13:15.840 --> 00:13:17.840]  就是有個鞋子
[00:13:17.840 --> 00:13:20.840]  但是只有五個餅和兩條魚
[00:13:20.840 --> 00:13:21.840]  分給這麼多人吃
[00:13:21.840 --> 00:13:23.840]  又算什麼呢
[00:13:23.840 --> 00:13:26.840]  在這裡我們看到肥力
[00:13:26.840 --> 00:13:29.840]  他也是一個很理性的人
[00:13:29.840 --> 00:13:31.840]  我相信我們香港人
[00:13:31.840 --> 00:13:33.840]  都很精明的
[00:13:33.840 --> 00:13:34.840]  都很會計算
[00:13:34.840 --> 00:13:37.840]  通常有時短孫的弟兄姊妹來探望我們
[00:13:37.840 --> 00:13:38.840]  他們就會說
[00:13:38.840 --> 00:13:40.840]  這裡的東西比香港貴
[00:13:40.840 --> 00:13:42.840]  這裡的東西便宜一點
[00:13:42.840 --> 00:13:44.840]  在這裡我們看到
[00:13:44.840 --> 00:13:46.840]  肥力去回答主
[00:13:46.840 --> 00:13:48.840]  回答這個需要的時候
[00:13:48.840 --> 00:13:51.840]  他看到的是自己的一些限制
[00:13:51.840 --> 00:13:53.840]  和不足夠
[00:13:53.840 --> 00:13:55.840]  我不知道弟兄姊妹
[00:13:55.840 --> 00:13:57.840]  你們平日會怎麼去面對
[00:13:57.840 --> 00:14:01.840]  主的呼召或主的需要
[00:14:01.840 --> 00:14:04.840]  我們其實在整個宣教路上
[00:14:04.840 --> 00:14:05.840]  其實我們都一樣
[00:14:05.840 --> 00:14:07.840]  普通的人我們都會計算
[00:14:07.840 --> 00:14:09.840]  在四年前
[00:14:09.840 --> 00:14:11.840]  當我們踏足攻強之前
[00:14:11.840 --> 00:14:12.840]  我們都會想
[00:14:12.840 --> 00:14:15.840]  當時我們剛剛大概三十八、三十九歲
[00:14:15.840 --> 00:14:17.840]  正正都是我們事業
[00:14:17.840 --> 00:14:20.840]  和我們能夠有拼搏的機會
[00:14:20.840 --> 00:14:22.840]  來為家庭的經濟基礎
[00:14:22.840 --> 00:14:23.840]  打好一個根基
[00:14:23.840 --> 00:14:26.840]  但主要我們放下去減薄債
[00:14:26.840 --> 00:14:28.840]  其實我們都在計算很多東西
[00:14:28.840 --> 00:14:30.840]  我們都看到很多的限制
[00:14:30.840 --> 00:14:32.840]  和很多的困難
[00:14:32.840 --> 00:14:34.840]  而且我們也會想
[00:14:34.840 --> 00:14:36.840]  我們的小朋友教育怎麼辦
[00:14:36.840 --> 00:14:38.840]  你知道做媽媽
[00:14:38.840 --> 00:14:40.840]  我們都會想我們的下一代
[00:14:40.840 --> 00:14:41.840]  有些朋友問
[00:14:41.840 --> 00:14:44.840]  你們去減薄債那裡安不安全
[00:14:44.840 --> 00:14:46.840]  有多安全
[00:14:46.840 --> 00:14:48.840]  小朋友讀書怎樣
[00:14:48.840 --> 00:14:51.840]  你們會不會犧牲了小朋友的教育
[00:14:51.840 --> 00:14:52.840]  和他們的未來
[00:14:52.840 --> 00:14:55.840]  這一連串的計算和計較
[00:14:55.840 --> 00:14:57.840]  其實我們都經歷過
[00:14:57.840 --> 00:14:59.840]  同樣安德烈他的嘗試
[00:14:59.840 --> 00:15:01.840]  但是又懷疑
[00:15:01.840 --> 00:15:03.840]  其實安德烈都已經很好
[00:15:03.840 --> 00:15:04.840]  因為他看到小孩子
[00:15:04.840 --> 00:15:07.840]  看到那五個餅和魚
[00:15:07.840 --> 00:15:09.840]  但是他都會懷疑價值
[00:15:09.840 --> 00:15:11.840]  當我們進入工場裡面
[00:15:11.840 --> 00:15:12.840]  當然有很多適應
[00:15:12.840 --> 00:15:13.840]  文化衝擊
[00:15:13.840 --> 00:15:16.840]  屬靈的爭戰
[00:15:16.840 --> 00:15:18.840]  我們進去減薄債
[00:15:18.840 --> 00:15:21.840]  都同樣看到很多的需要
[00:15:21.840 --> 00:15:22.840]  裡面的小朋友
[00:15:22.840 --> 00:15:24.840]  缺乏很多的教育機會
[00:15:24.840 --> 00:15:26.840]  甚至乎很多欠債
[00:15:26.840 --> 00:15:28.840]  欠一世的債
[00:15:28.840 --> 00:15:30.840]  幾代的債都不能還
[00:15:30.840 --> 00:15:34.840]  當地其實很多天災人禍
[00:15:34.840 --> 00:15:37.840]  我們在香港國際新聞是不會播的
[00:15:37.840 --> 00:15:39.840]  經常水浸
[00:15:39.840 --> 00:15:41.840]  我現在就叫代討者
[00:15:41.840 --> 00:15:44.840]  幫我們圍著教會的小朋友青年人
[00:15:44.840 --> 00:15:46.840]  祈禱不要被雷劈中
[00:15:46.840 --> 00:15:49.840]  被雷劈就是香港說笑的一件事
[00:15:49.840 --> 00:15:51.840]  但是確實因為那裡沒有被雷針
[00:15:51.840 --> 00:15:52.840]  而且是很多米田
[00:15:52.840 --> 00:15:55.840]  每一天都有人被雷劈死
[00:15:55.840 --> 00:15:57.840]  我就是希望為他們求平安
[00:15:57.840 --> 00:16:01.840]  在香港可能你會聽過太監衝突
[00:16:01.840 --> 00:16:05.840]  在剛剛年頭和上年年尾的時候
[00:16:05.840 --> 00:16:07.840]  這個衝突戰亂
[00:16:07.840 --> 00:16:10.840]  正正就帶給幾十萬的災民
[00:16:10.840 --> 00:16:12.840]  來到我們的工場
[00:16:12.840 --> 00:16:13.840]  那裡二三十萬的人
[00:16:13.840 --> 00:16:15.840]  而在我們服務的社群裡面
[00:16:15.840 --> 00:16:18.840]  也有幾千個災民就在我們附近
[00:16:18.840 --> 00:16:20.840]  他們真的很慘
[00:16:20.840 --> 00:16:22.840]  很需要神的憐憫
[00:16:22.840 --> 00:16:23.840]  很困難
[00:16:23.840 --> 00:16:27.840]  當我們回想我們做的工作
[00:16:27.840 --> 00:16:29.840]  其實我們都懷疑自己
[00:16:29.840 --> 00:16:31.840]  其實這麼少算得了什麼呢
[00:16:31.840 --> 00:16:34.840]  我們都有經歷過這些掙扎
[00:16:34.840 --> 00:16:36.840]  第三
[00:16:36.840 --> 00:16:38.840]  也想和大家看看繼續發展的故事
[00:16:38.840 --> 00:16:40.840]  就是這個小藍鞋
[00:16:40.840 --> 00:16:44.840]  這個是獨有在《讓漢福音》提到小藍鞋的出現
[00:16:44.840 --> 00:16:46.840]  在當時的社會
[00:16:46.840 --> 00:16:52.840]  小朋友是一些很沒地位的社會角色
