
[00:00:00.000 --> 00:00:03.840]  因為我的講題是「打開神所賜的禮物」
[00:02:29.680 --> 00:02:33.440]  (他令羊群往曠野的那一邊去)
[00:02:33.440 --> 00:02:37.040]  (到了上帝的山,就是河列山)
[00:02:37.040 --> 00:02:40.440]  (耶和華的使者在荊棘的火焰中)
[00:02:40.440 --> 00:02:42.040]  (向他顯現)
[00:02:42.040 --> 00:02:46.440]  (茗西觀看,看那荊棘在火中焚燒)
[00:02:46.440 --> 00:02:48.240]  (卻沒有燒毀)
[00:02:48.240 --> 00:02:52.360]  (茗西說,我要轉過去看這大異象)
[00:02:52.440 --> 00:02:55.480]  (這荊棘為何沒有燒毀)
[00:02:55.480 --> 00:02:58.320]  (耶和華見茗西轉過去看)
[00:02:58.320 --> 00:03:01.760]  (上帝就從荊棘裡呼叫他說)
[00:03:01.760 --> 00:03:05.080]  (茗西…他說,我在這裡)
[00:03:05.080 --> 00:03:08.800]  (上帝說,不要靠近這裡)
[00:03:08.800 --> 00:03:11.560]  (把你腳上的鞋脫下來)
[00:03:11.560 --> 00:03:14.880]  (因為你所站的地方是聖地)
[00:03:14.880 --> 00:03:18.120]  (他又說,我是你父親的上帝)
[00:03:18.120 --> 00:03:20.320]  (是阿伯拉罕的上帝)
[00:03:20.400 --> 00:03:23.400]  (以撒的上帝,雅各的上帝)
[00:03:23.400 --> 00:03:27.120]  (茗西蒙上念,因為怕看上帝)
[00:03:27.120 --> 00:03:28.240]  (耶和華說)
[00:03:28.240 --> 00:03:33.280]  (我確實看見我百姓在埃及所受的困苦)
[00:03:33.280 --> 00:03:38.800]  (我也聽見了他們因受監工苦黛所發的聖)
[00:03:38.800 --> 00:03:41.720]  (我確實知道他們的痛苦)
[00:03:41.720 --> 00:03:46.080]  (現在你去,我要派你到法魯那裡)
[00:03:46.080 --> 00:03:50.080]  (把我的百姓以赤烈從埃及領出來)
[00:03:50.160 --> 00:03:51.440]  (讓我們一起禱告)
[00:03:51.440 --> 00:03:55.120]  (主,感恩祢賜下祢的話)
[00:03:55.120 --> 00:03:57.440]  (引導我們方向)
[00:03:57.440 --> 00:03:59.120]  (求主祝福這段時間)
[00:03:59.120 --> 00:04:02.440]  (讓我們打開心,被祢的話充滿)
[00:04:02.440 --> 00:04:04.880]  (我們祈禱奉主耶穌基督明智祈求)
[00:04:04.880 --> 00:04:05.800]  (阿們)
[00:04:05.800 --> 00:04:08.480]  第一節說
[00:04:08.480 --> 00:04:12.520]  80歲的茉曦,即牧羊人
[00:04:12.520 --> 00:04:16.760]  80歲的茉曦做牧羊這份工作40年了
[00:04:16.760 --> 00:04:18.080]  這是甚麼日子
[00:04:18.160 --> 00:04:20.400]  又是她很平凡的一天
[00:04:20.400 --> 00:04:24.040]  她很如常地過著每天重複的日程
[00:04:24.040 --> 00:04:29.120]  帶著羊,防著野獸去找草和水源
[00:04:29.120 --> 00:04:33.000]  但這一天,神親自成為了蓄力源
[00:04:33.000 --> 00:04:36.480]  主動地在荊棘火中向茉曦顯現
[00:04:36.480 --> 00:04:38.200]  向茉曦送上一份
[00:04:38.200 --> 00:04:42.600]  改變她和她整個民族的未來的禮物
[00:04:42.600 --> 00:04:43.720]  這份禮物是甚麼
[00:04:43.800 --> 00:04:45.120]  是一個呼召
[00:04:45.120 --> 00:04:49.320]  帶領神的子民以色列人離開埃及
[00:04:49.320 --> 00:04:52.920]  待會我們再看這個故事下去時
[00:04:52.920 --> 00:04:55.120]  或者你以前也聽過這個故事時
[00:04:55.120 --> 00:04:56.040]  你也知道
[00:04:56.040 --> 00:04:58.280]  其實茉曦看到這份禮物
[00:04:58.280 --> 00:05:00.000]  她沒有立即收貨
[00:05:00.000 --> 00:05:03.520]  她用了很多理由來推卻這個呼召
[00:05:03.520 --> 00:05:05.800]  於是神又打開禮物的內容
[00:05:05.800 --> 00:05:07.000]  讓她看多一點
[00:05:07.000 --> 00:05:09.720]  原來這份禮物除了有呼召外
[00:05:09.720 --> 00:05:12.160]  更加堆上一大堆的恩賜
[00:05:12.240 --> 00:05:16.480]  幫助茉曦完成這個偉大的呼召
[00:05:16.480 --> 00:05:18.240]  這裡告訴我們的是
[00:05:18.240 --> 00:05:23.680]  原來茉曦沒有刻意尋找她的恩賜
[00:05:23.680 --> 00:05:28.880]  但神主動在荊棘裡向她顯現
[00:05:28.880 --> 00:05:30.680]  親自去呼召她們
[00:05:30.680 --> 00:05:33.080]  給她一個能力去完成她的使命
[00:05:33.080 --> 00:05:35.360]  這就是恩賜,給了她恩賜
[00:05:35.360 --> 00:05:36.760]  原來我們發覺的是
[00:05:36.760 --> 00:05:40.520]  恩賜不是人努力去找、去建立的
[00:05:40.520 --> 00:05:42.000]  不用做很多事情
[00:05:42.080 --> 00:05:44.320]  恩賜是這份禮物的出現
[00:05:44.320 --> 00:05:47.480]  伴隨著呼召這份大禮
[00:05:47.480 --> 00:05:51.280]  是捆綁式的,不是單獨出現的
[00:05:51.280 --> 00:05:52.720]  所以如果你說
[00:05:52.720 --> 00:05:54.440]  「我要發掘自己的恩賜」
[00:05:54.440 --> 00:05:56.080]  「我要尋找自己的恩賜」的時候
[00:05:56.080 --> 00:06:00.200]  其實你更加需要察覺神給你的呼召
[00:06:00.200 --> 00:06:02.600]  神給我的呼召究竟是甚麼
[00:06:02.600 --> 00:06:06.800]  呼召和恩賜這份捆綁式的禮物
[00:06:06.800 --> 00:06:08.560]  難不難擁有
[00:06:08.560 --> 00:06:09.840]  其實不難
[00:06:09.920 --> 00:06:12.240]  因為是神主動送上來的
[00:06:12.240 --> 00:06:15.520]  呼召和恩賜這份禮物
[00:06:15.520 --> 00:06:18.720]  通常都是隱藏在平凡的日子裡
[00:06:18.720 --> 00:06:20.280]  摩西在這裡放羊
[00:06:20.280 --> 00:06:22.440]  40年來每天都是這樣做
[00:06:22.440 --> 00:06:25.120]  她沒有去一個特別的屬靈聚會
[00:06:25.120 --> 00:06:27.200]  也沒有去一些特別的時刻
[00:06:27.200 --> 00:06:29.440]  神就在這一刻去呼召她
[00:06:29.440 --> 00:06:31.960]  而在最平凡的日子裡
[00:06:31.960 --> 00:06:35.160]  神透過日常裡的一個荊棘火
[00:06:35.160 --> 00:06:38.320]  來呼喚摩西,叫摩西來收火
[00:06:38.400 --> 00:06:41.360]  這個荊棘火其實就像一個門鐘
[00:06:41.360 --> 00:06:42.480]  叮噹
[00:06:42.480 --> 00:06:45.440]  看到就代表神叫你來收火
[00:06:45.440 --> 00:06:48.280]  你是被神所揀選使用的
[00:06:48.280 --> 00:06:50.840]  親愛的弟兄姊妹
[00:06:50.840 --> 00:06:52.720]  神有沒有叮噹你
[00:06:52.720 --> 00:06:58.120]  你的日常裡有哪些燃燒的荊棘
[00:06:58.120 --> 00:07:01.840]  你有沒有在生活中有特別的感動
[00:07:01.840 --> 00:07:04.720]  這個可能是你在職場上
[00:07:04.800 --> 00:07:10.040]  你發現你的公司對外包的人員
[00:07:10.040 --> 00:07:11.880]  這麼不公道
[00:07:11.880 --> 00:07:14.360]  你主動向主管反映
[00:07:14.360 --> 00:07:17.920]  可能你心裡的怒火就是荊棘火
[00:07:17.920 --> 00:07:19.560]  有時候你看到一些新人
[00:07:19.560 --> 00:07:20.560]  可能你們也新
[00:07:20.560 --> 00:07:21.920]  但有些比你更新
[00:07:21.920 --> 00:07:23.520]  做事不知所措
[00:07:23.520 --> 00:07:27.000]  你特意花時間教他怎樣做事
[00:07:27.000 --> 00:07:29.920]  其實這個可能是你心裡的荊棘火
[00:07:29.920 --> 00:07:31.160]  是神給你的
[00:07:31.160 --> 00:07:32.640]  或者在教會裡
[00:07:32.720 --> 00:07:36.040]  你看到有些服侍有缺口的時候
[00:07:36.040 --> 00:07:38.480]  例如發覺私事人手經常不足
[00:07:38.480 --> 00:07:40.720]  新朋友沒有人招呼的時候
[00:07:40.720 --> 00:07:42.560]  這個可能是
[00:07:42.560 --> 00:07:46.280]  或者當你感覺到一些特別的負擔
[00:07:46.280 --> 00:07:48.000]  可能是短孫
[00:07:48.000 --> 00:07:51.360]  可能是你看到年輕人覺得很迷惘
[00:07:51.360 --> 00:07:52.920]  很想陪伴他們
[00:07:52.920 --> 00:07:55.560]  或者這些都是神給你的荊棘火
[00:07:55.560 --> 00:07:59.840]  這些都是神可以透過荊棘火提醒你的
[00:07:59.920 --> 00:08:03.080]  你要在哪裡為它發光
[00:08:03.080 --> 00:08:04.880]  讓我們一起學習
[00:08:04.880 --> 00:08:08.800]  神放了甚麼在我們日常的荊棘火
[00:08:08.800 --> 00:08:11.640]  讓我們繼續看
[00:08:11.640 --> 00:08:14.240]  神送上這份禮物的目的是甚麼
[00:08:14.240 --> 00:08:15.480]  讓我們留心
[00:08:15.480 --> 00:08:18.480]  神可能在禁門鐘的時候是甚麼時候
[00:08:18.480 --> 00:08:20.320]  第七節說
[00:08:20.320 --> 00:08:23.560]  「我確實見到我百姓的困苦」
[00:08:23.560 --> 00:08:25.240]  「聽見他們的哀聲」
[00:08:25.240 --> 00:08:27.200]  「知道他們的痛苦」
[00:08:27.200 --> 00:08:29.440]  為何神會去找摩西
[00:08:29.520 --> 00:08:33.920]  是因為神看見以色列人在埃及的困苦
[00:08:33.920 --> 00:08:38.000]  以色列人去求神帶他們離開埃及
[00:08:38.000 --> 00:08:41.600]  於是他就帶著這份禮物包來找摩西
[00:08:41.600 --> 00:08:45.240]  呼召摩西去完成拯救民族的任務
[00:08:45.240 --> 00:08:49.680]  原來神賜給摩西
[00:08:49.680 --> 00:08:52.640]  呼召和恩賜這份禮物是為了甚麼
[00:08:52.640 --> 00:08:55.400]  是為了解決神自己的關注
[00:08:55.400 --> 00:08:57.560]  他關注到百姓很辛苦
[00:08:57.640 --> 00:08:59.200]  所以他叫摩西出去
[00:08:59.200 --> 00:09:04.280]  丙姐妹,有時候我們會誤會一件事
[00:09:04.280 --> 00:09:08.280]  就是恩賜等於才華
[00:09:08.280 --> 00:09:09.960]  恩賜的目的
[00:09:09.960 --> 00:09:11.160]  有時候我們覺得
[00:09:11.160 --> 00:09:14.160]  幫助我們更厲害、更有才華
[00:09:14.160 --> 00:09:19.040]  唱歌動聽、口才流利、頭腦聰明
[00:09:19.040 --> 00:09:20.560]  這些就是恩賜
[00:09:20.560 --> 00:09:23.440]  不過摩西的故事告訴我們
[00:09:23.440 --> 00:09:26.640]  原來恩賜是神所賜的禮物
[00:09:26.720 --> 00:09:28.600]  神送禮給我們的目的
[00:09:28.600 --> 00:09:31.800]  不是為了要我們更厲害、更有才華
[00:09:31.800 --> 00:09:35.280]  而是為了要讓我們去成就祂的旨意
[00:09:35.280 --> 00:09:38.680]  而這份禮物往往跟我們想的才華
[00:09:38.680 --> 00:09:39.920]  是完全不同的
[00:09:39.920 --> 00:09:43.200]  所以如果我們發現
[00:09:43.200 --> 00:09:47.880]  原來呼召和恩賜的最好的方式
[00:09:47.880 --> 00:09:49.760]  要我們發現這份禮物
[00:09:49.760 --> 00:09:51.400]  最好的方式不是問
[00:09:51.400 --> 00:09:53.320]  其實我喜歡做甚麼
[00:09:53.320 --> 00:09:54.440]  我擅長甚麼
[00:09:54.440 --> 00:09:56.040]  那是否我的恩賜
[00:09:56.120 --> 00:09:57.640]  我們不是這樣想的
[00:09:57.640 --> 00:09:59.320]  我們要問的是
[00:09:59.320 --> 00:10:02.760]  為何神會把我放在這個處境裡
[00:10:02.760 --> 00:10:08.320]  我周圍有甚麼是神需要去回應的
[00:10:08.320 --> 00:10:10.200]  我們可以問的是
[00:10:10.200 --> 00:10:11.520]  在這個位置裡
[00:10:11.520 --> 00:10:14.760]  我可以怎樣去參與神的工作
[00:10:14.760 --> 00:10:17.760]  才華和恩賜
[00:10:17.760 --> 00:10:20.120]  如果我要問它的分別
[00:10:20.120 --> 00:10:22.520]  它們兩個其實有一個很核心的分別
[00:10:22.520 --> 00:10:24.080]  就是這樣的
[00:10:24.160 --> 00:10:26.080]  它們的來源是不一樣的
[00:10:26.080 --> 00:10:27.320]  我們…
[00:10:27.320 --> 00:10:28.480]  為何這麼噁心
[00:10:28.480 --> 00:10:30.320]  我用的字體很漂亮
[00:10:30.320 --> 00:10:33.120]  下次做回來…
[00:10:33.120 --> 00:10:36.680]  才華的來源是怎樣
[00:10:36.680 --> 00:10:38.360]  就是覺得…
[00:10:38.360 --> 00:10:40.400]  不知道,自己…
[00:10:40.400 --> 00:10:42.520]  才華是天生的
[00:10:42.520 --> 00:10:45.160]  或是我們自己學的
[00:10:45.160 --> 00:10:46.960]  恩賜的不同是
[00:10:46.960 --> 00:10:49.760]  恩賜是神主動給我們的
[00:10:49.760 --> 00:10:53.120]  怎樣得到?我們要很努力才得到
[00:10:53.200 --> 00:10:54.600]  我們要練習、努力練習
[00:10:54.600 --> 00:10:56.000]  那些就叫做才華
[00:10:56.000 --> 00:10:58.440]  但恩賜是怎樣?是神百百給的
[00:10:58.440 --> 00:11:01.200]  是聖靈的大能的供應
[00:11:01.200 --> 00:11:04.120]  如果我們想得到才華時
[00:11:04.120 --> 00:11:07.520]  我們有才華時,焦點會在哪裡
[00:11:07.520 --> 00:11:10.120]  我們會問「我可以做甚麼」
[00:11:10.120 --> 00:11:12.720]  但如果是恩賜時做的
[00:11:12.720 --> 00:11:13.720]  就是要想的是
[00:11:13.720 --> 00:11:15.920]  神要我做甚麼
[00:11:15.920 --> 00:11:17.360]  而回應的時候
[00:11:17.360 --> 00:11:19.320]  其實心態也會不一樣
[00:11:19.320 --> 00:11:20.640]  如果那些是你的才華
[00:11:20.720 --> 00:11:23.640]  你做的時候會覺得很厲害
[00:11:23.640 --> 00:11:26.840]  我想越做越有,越做越多
[00:11:26.840 --> 00:11:28.840]  但如果這是你的恩賜
[00:11:28.840 --> 00:11:32.600]  你做的時候可能會表示感恩
[00:11:32.600 --> 00:11:35.480]  你會謙卑,然後忠心使用
[00:11:35.480 --> 00:11:38.320]  才華的目的是甚麼?成就自己
[00:11:38.320 --> 00:11:42.560]  但恩賜的目的就是成就神的心意
[00:11:42.560 --> 00:11:45.960]  這樣的分別叫我們反思的是
[00:11:45.960 --> 00:11:48.600]  你過去想的東西
[00:11:48.680 --> 00:11:50.920]  你過去是怎樣看待自己的恩賜
[00:11:50.920 --> 00:11:54.840]  是像才華,還是像一份禮物
[00:11:54.840 --> 00:11:57.960]  你領受恩賜的時候
[00:11:57.960 --> 00:11:59.720]  是感恩的心多
[00:11:59.720 --> 00:12:02.200]  還是想要更多的心多
[00:12:02.200 --> 00:12:06.880]  你曾經用恩賜來解決神的關注
[00:12:06.880 --> 00:12:09.400]  還是解決自己的需要
[00:12:09.400 --> 00:12:12.040]  這些都可以幫我們分辨
[00:12:12.040 --> 00:12:14.360]  我們怎樣去看待那件事
[00:12:14.360 --> 00:12:15.880]  是否我們的恩賜
[00:12:16.640 --> 00:12:19.000]  我曾經聽過一位老牧者教導
[00:12:19.000 --> 00:12:20.640]  他問怎樣可以問
[00:12:20.640 --> 00:12:24.080]  究竟那件事是否我的恩賜
[00:12:24.080 --> 00:12:25.280]  他這樣教導
[00:12:25.280 --> 00:12:26.640]  他說有四個點
[00:12:26.640 --> 00:12:30.520]  你全部點都猜中,那就是了
[00:12:30.520 --> 00:12:31.840]  有哪四個
[00:12:31.840 --> 00:12:34.640]  他說第一,你做這件事的時候
[00:12:34.640 --> 00:12:37.040]  你自己越做越覺得有力
[00:12:37.040 --> 00:12:38.760]  最初沒甚麼力,很累
[00:12:38.760 --> 00:12:40.640]  但越做越有力
[00:12:40.640 --> 00:12:43.920]  原來恩賜的運用不是虛耗自己
[00:12:44.000 --> 00:12:48.200]  而是在服事中經歷神的供應和根生
[00:12:48.200 --> 00:12:52.000]  第二,你自己越做越有力
[00:12:52.000 --> 00:12:53.240]  但第二,也要有的
[00:12:53.240 --> 00:12:55.200]  就是有其他人想你繼續做
[00:12:55.200 --> 00:12:56.040]  為甚麼
[00:12:56.040 --> 00:12:59.640]  因為如果用他人在你的服事中得益
[00:12:59.640 --> 00:13:01.360]  並且鼓勵你持續
[00:13:01.360 --> 00:13:05.600]  這是神透過一個群體去印證你的恩賜
[00:13:05.600 --> 00:13:07.440]  如果你覺得自己唱得很好
[00:13:07.440 --> 00:13:09.360]  很有恩賜,但要閉嘴
[00:13:09.360 --> 00:13:12.440]  你知道就知道吧
[00:13:12.520 --> 00:13:17.120]  第三,因為你所做的
[00:13:17.120 --> 00:13:21.040]  你自己跟神的關係更加密切
[00:13:21.040 --> 00:13:24.120]  如果有一件服事令你更加學武神
[00:13:24.120 --> 00:13:25.640]  更加信服神
[00:13:25.640 --> 00:13:28.480]  這就是恩賜的記號
[00:13:28.480 --> 00:13:31.920]  第四,第一,你自己越做越有力
[00:13:31.920 --> 00:13:33.320]  第二,人家也想你做
[00:13:33.320 --> 00:13:36.040]  第三,你做完之後跟神的關係更密切
[00:13:36.040 --> 00:13:37.840]  第四是甚麼
[00:13:37.840 --> 00:13:39.200]  就是你做的時候
[00:13:39.280 --> 00:13:42.520]  對整個信仰群體、對神的群體
[00:13:42.520 --> 00:13:47.000]  有益的,更加能夠見到神
[00:13:47.000 --> 00:13:49.840]  原來恩賜最終的目的
[00:13:49.840 --> 00:13:53.720]  是要造就教會,彰顯神的榮耀
[00:13:53.720 --> 00:13:56.520]  記住要四樣都中
[00:13:56.520 --> 00:13:59.000]  四樣都中,代表甚麼
[00:13:59.000 --> 00:14:00.840]  不是你做一次就知道
[00:14:00.840 --> 00:14:03.080]  你去出一次隊
[00:14:03.080 --> 00:14:06.440]  很多人說很厲害,那就對了
[00:14:06.520 --> 00:14:09.840]  要不斷嘗試才知道
[00:14:09.840 --> 00:14:12.640]  我覺得這個牧者的教導很有智慧
[00:14:12.640 --> 00:14:17.920]  幫助我們更具體辨別甚麼是恩賜
[00:14:17.920 --> 00:14:19.240]  願我們在主裡面
[00:14:19.240 --> 00:14:22.760]  不僅靠自己的力量做自己的事
[00:14:22.760 --> 00:14:25.920]  而是能夠領受這份從神而來的禮物
[00:14:25.920 --> 00:14:28.400]  一起擴展上帝的角度
[00:14:28.400 --> 00:14:29.800]  這是今天第一點
[00:14:29.800 --> 00:14:32.160]  恩賜是禮物,不是才華
[00:14:32.160 --> 00:14:33.040]  進入第二點
[00:14:33.040 --> 00:14:34.480]  第二點的題目叫
[00:14:34.560 --> 00:14:36.880]  「恩賜要使用,不要收藏」
[00:14:36.880 --> 00:14:39.000]  我們一起讀這段經文
[00:14:39.000 --> 00:14:40.320]  1、2、3
[00:14:40.720 --> 00:14:42.640]  摩西對上帝說
[00:14:42.640 --> 00:14:45.880]  「我是甚麼人竟能去見法老」
[00:14:45.880 --> 00:14:49.280]  「把以色列人從埃及領出來」
[00:14:49.280 --> 00:14:52.040]  上帝說「我必與你同在」
[00:14:52.040 --> 00:14:56.040]  「這就是我差派你去給你的憑據」
[00:14:56.040 --> 00:14:59.600]  「百姓從埃及領出來之後」
[00:14:59.600 --> 00:15:03.040]  「你們必在這山上侍奉上帝」
[00:15:03.040 --> 00:15:07.440]  摩西對上帝說
[00:15:07.520 --> 00:15:10.440]  「看,我到以色列人那裡」
[00:15:10.440 --> 00:15:11.840]  「對他們說」
[00:15:11.840 --> 00:15:16.240]  「你們祖宗的上帝差派我到你們這裡來」
[00:15:16.240 --> 00:15:19.840]  「他們若對我說他叫甚麼名字」
[00:15:19.840 --> 00:15:22.360]  「我要對他說甚麼呢」
[00:15:22.360 --> 00:15:24.160]  上帝對摩西說
[00:15:24.160 --> 00:15:26.360]  「我是自有永有的」
[00:15:26.360 --> 00:15:30.000]  又說「你要對摩西人這樣說」
[00:15:30.000 --> 00:15:34.480]  「那自有永有的差派我到你們這裡來」
[00:15:34.480 --> 00:15:36.560]  摩西…有四頁
[00:15:36.640 --> 00:15:38.200]  摩西回答說
[00:15:38.200 --> 00:15:40.960]  「看,他們都會信我」
[00:15:40.960 --> 00:15:43.280]  「也不會聽我的話」
[00:15:43.280 --> 00:15:44.680]  「為他們必說」
[00:15:44.680 --> 00:15:47.480]  「耶和華並沒有向你顯現」
[00:15:47.480 --> 00:15:49.080]  耶和華對摩西說
[00:15:49.080 --> 00:15:51.040]  「你手裡的是甚麼」
[00:15:51.040 --> 00:15:52.640]  「它說是象」
[00:15:52.640 --> 00:15:53.600]  耶和華說
[00:15:53.600 --> 00:15:55.560]  「把它吊在地上」
[00:15:55.560 --> 00:15:57.240]  「它一吊在地上」
[00:15:57.240 --> 00:15:59.400]  「象就變成一條蛇」
[00:15:59.400 --> 00:16:01.760]  摩西想逃走,避開它
[00:16:01.760 --> 00:16:04.160]  為了要使他們信耶和華
[00:16:04.240 --> 00:16:07.760]  他們祖宗的上帝曾向你顯現了
[00:16:07.760 --> 00:16:10.240]  摩西對耶和華說
[00:16:10.240 --> 00:16:11.760]  「主啊,求求你」
[00:16:11.760 --> 00:16:14.640]  「我不是一個能言善道的人」
[00:16:14.640 --> 00:16:15.920]  「以前這樣」
[00:16:15.920 --> 00:16:17.960]  「就是你對僕人說話」
[00:16:17.960 --> 00:16:19.760]  「以後也是這樣」
[00:16:19.760 --> 00:16:22.560]  「因為我是口笨舌迪」
[00:16:22.560 --> 00:16:24.480]  耶和華對他說
[00:16:24.480 --> 00:16:26.000]  「誰做人的口呢」
[00:16:26.000 --> 00:16:27.720]  「誰使人口啞」
[00:16:27.720 --> 00:16:29.200]  「耳聾眼…」
[00:16:29.200 --> 00:16:32.880]  「豈不是我耶和華嗎」
[00:16:32.960 --> 00:16:34.440]  「現在去吧」
[00:16:34.440 --> 00:16:38.280]  「我必賜你口才,指教你應當說的」
[00:16:38.280 --> 00:16:40.000]  剛才在第一點已經提到
[00:16:40.000 --> 00:16:43.760]  摩西沒有馬上收起上帝所給他的禮物
[00:16:43.760 --> 00:16:44.920]  神的呼召
[00:16:44.920 --> 00:16:46.240]  而是我們這裡看到
[00:16:46.240 --> 00:16:48.960]  他灑了一大串太極
[00:16:48.960 --> 00:16:50.760]  大推特推
[00:16:50.760 --> 00:16:57.640]  摩西在這裡四次推辭神的呼召
[00:16:57.640 --> 00:17:00.640]  神也四次賜予因此能力
[00:17:00.640 --> 00:17:02.840]  來解決摩西的困擾
[00:17:02.920 --> 00:17:04.680]  我們一起看看這四個回合
[00:17:04.680 --> 00:17:06.360]  究竟發生了甚麼事
[00:17:06.360 --> 00:17:08.040]  第一回合的時候
[00:17:08.040 --> 00:17:11.400]  摩西因為自己的身分低微而推辭
[00:17:11.400 --> 00:17:13.920]  摩西問「我是甚麼人」
[00:17:13.920 --> 00:17:15.920]  「我只是個放羊而已」
[00:17:15.920 --> 00:17:17.880]  「我既沒有背景,又沒有學歷」
[00:17:17.880 --> 00:17:18.800]  「又沒有經驗」
[00:17:18.800 --> 00:17:20.600]  「我怎可以這樣做」
[00:17:20.600 --> 00:17:23.320]  神就說「我必與你同在」
[00:17:23.320 --> 00:17:24.760]  神在說甚麼
[00:17:24.760 --> 00:17:26.840]  原來你要為神做事
[00:17:26.840 --> 00:17:29.600]  資格不是在於你是誰
[00:17:29.600 --> 00:17:31.440]  而是神與你同在
[00:17:32.560 --> 00:17:34.400]  進入第二個回合
[00:17:34.400 --> 00:17:35.520]  摩西又說
[00:17:35.520 --> 00:17:39.880]  摩西因為缺乏知識而推辭
[00:17:39.880 --> 00:17:42.800]  摩西說「我不知道要說甚麼」
[00:17:42.800 --> 00:17:43.640]  「怎麼辦」
[00:17:43.640 --> 00:17:45.080]  「我又不懂政治」
[00:17:45.080 --> 00:17:46.280]  「我又不懂談判」
[00:17:46.280 --> 00:17:47.040]  「我又不懂領導」
[00:17:47.040 --> 00:17:48.440]  「我只是放羊而已」
[00:17:48.440 --> 00:17:49.560]  「你叫我做這些事」
[00:17:49.560 --> 00:17:51.960]  「我要說甚麼」
[00:17:51.960 --> 00:17:55.000]  神就說「你不用理會那些東西」
[00:17:55.000 --> 00:17:56.520]  「我是自有永有的」
[00:17:56.520 --> 00:17:57.200]  在說甚麼
[00:17:57.200 --> 00:17:59.280]  「你不需要懂得所有東西」
[00:17:59.280 --> 00:18:01.440]  「你最需要認識的就是我」
