
[00:00:00.000 --> 00:00:06.000]  上年年底,烈火吞噬一棟棟大廈,
[00:02:06.000 --> 00:02:10.000]  耶穌說:「你愛什麼?」
[00:02:10.000 --> 00:02:19.000]  他們就看他在哪裡住,這一天他們就跟他同住,那時大約是下午四點鐘。
[00:02:19.000 --> 00:02:27.000]  回到二千多年前,走進巴勒斯坦地,有一條河流出現在眼前。
[00:02:27.000 --> 00:02:34.000]  你聽過這條當地最長的河流嗎?約旦河。
[00:02:34.000 --> 00:02:42.000]  在約旦河東邊的白大利靠近死海一帶,有一個留著長長濃密鬍鬚的猶太男人,
[00:02:42.000 --> 00:02:51.000]  正在幫一個又一個猶太人屍逝。他是誰呢?屍逝約翰。
[00:02:51.000 --> 00:02:56.000]  屍逝約翰人生的使命,是為光做見證。
[00:02:56.000 --> 00:03:01.000]  誰是光?是天父尊貴的獨生子。
[00:03:01.000 --> 00:03:04.000]  他降生成人,與人同住同在。
[00:03:04.000 --> 00:03:10.000]  他是世上的真光,照亮黑暗世代每一個人。
[00:03:10.000 --> 00:03:14.000]  包括照亮你,包括照亮我。
[00:03:14.000 --> 00:03:19.000]  有一天,約翰如常在約旦河幫人屍逝。
[00:03:19.000 --> 00:03:23.000]  有些宗教領袖走來追問他的身份。
[00:03:23.000 --> 00:03:28.000]  去到第二天,屍逝約翰看見耶穌,他就說:
[00:03:28.000 --> 00:03:33.000]  「看吶,神的羔羊,除去世人的罪的。」
[00:03:33.000 --> 00:03:39.000]  猶太人心知,有罪的人和聖潔的神是隔絕的。
[00:03:39.000 --> 00:03:45.000]  所以他們藉著獻祭,以牛羊鴿子等等這些祭神,
[00:03:45.000 --> 00:03:48.000]  代替人承受罪的刑罰。
[00:03:48.000 --> 00:03:52.000]  藉著被殺的袋鼠,被殺的羔羊的袋鼠,
[00:03:52.000 --> 00:03:59.000]  令到人的罪得潔淨,與神又隔絕,變成和好。
[00:03:59.000 --> 00:04:02.000]  約翰見證,耶穌是神的羔羊,
[00:04:02.000 --> 00:04:08.000]  是上帝為世人預備最終的代罪羔羊。
[00:04:08.000 --> 00:04:15.000]  除去世人的罪,足以洗淨古今中外所有人的罪,
[00:04:15.000 --> 00:04:19.000]  包括你,包括我的罪。
[00:04:19.000 --> 00:04:25.000]  屍逝約翰見證這位神的羔羊,就是神的兒子。
[00:04:25.000 --> 00:04:31.000]  來到今天正道的經文這一段,一開頭,又過了一天。
[00:04:31.000 --> 00:04:35.000]  去到第幾天?第三天。
[00:04:35.000 --> 00:04:39.000]  又過了一天,其實都可以翻譯做,
[00:04:39.000 --> 00:04:46.000]  約翰又站在那裡,強調屍逝約翰守候耶穌的出現。
[00:04:46.000 --> 00:04:50.000]  等了又等,他終於見耶穌走過,
[00:04:50.000 --> 00:04:54.000]  他隨即說,看那神的羔羊。
[00:04:54.000 --> 00:04:57.000]  第二,第三天,連續兩天,
[00:04:57.000 --> 00:05:04.000]  屍逝約翰都一鎚定音,見證耶穌是那個為世人受苦而代罪的羔羊。
[00:05:04.000 --> 00:05:09.000]  他默默宣告,耶穌是神的兒子。
[00:05:09.000 --> 00:05:14.000]  有兩個人站在約翰的旁邊,
[00:05:14.000 --> 00:05:19.000]  聽見屍逝約翰見證耶穌是神的羔羊,
[00:05:19.000 --> 00:05:22.000]  意味耶穌是神的兒子。
[00:05:22.000 --> 00:05:26.000]  他們就急不及待,跟從了耶穌。
[00:05:26.000 --> 00:05:35.000]  耶穌轉身來,看見他們跟著,跟從,跟著,
[00:05:35.000 --> 00:05:39.000]  原文都是相同的動詞。
[00:05:39.000 --> 00:05:42.000]  那什麼是跟從?
[00:05:42.000 --> 00:05:48.000]  可以理解為跟在後面,跟在對方的後面,
[00:05:48.000 --> 00:05:51.000]  做他的門徒的意思。
[00:05:51.000 --> 00:05:54.000]  什麼是門徒?
[00:05:54.000 --> 00:06:03.000]  跟隨者,學習者,聽見就跟隨,是作主門徒的第一步。
[00:06:03.000 --> 00:06:08.000]  在這個第三天,在屍逝約翰的引見下,
[00:06:08.000 --> 00:06:15.000]  這兩個從約翰的門徒,這一天,成為了耶穌的門徒。
[00:06:15.000 --> 00:06:19.000]  看見有兩個人跟在自己後面,
[00:06:19.000 --> 00:06:24.000]  耶穌問他們,問什麼?
[00:06:24.000 --> 00:06:27.000]  你們要什麼?
[00:06:27.000 --> 00:06:30.000]  原本的意思,其實更加貼切的翻譯是,
[00:06:30.000 --> 00:06:36.000]  你們尋求什麼?或者你們找什麼?
[00:06:36.000 --> 00:06:41.000]  在整卷約翰福音,這一句是耶穌說的第一句話。
[00:06:41.000 --> 00:06:48.000]  言下之意,耶穌問他們,跟著自己的目的和動機,
[00:06:48.000 --> 00:06:50.000]  他們怎麼回應?
[00:06:50.000 --> 00:06:53.000]  拉比,你住在哪裡?
[00:06:53.000 --> 00:06:55.000]  拉比是亞拿文的音譯,
[00:06:55.000 --> 00:07:01.000]  當時的猶太人統稱教導律法的老師是拉比。
[00:07:01.000 --> 00:07:04.000]  為什麼他們這樣問呢?
[00:07:04.000 --> 00:07:11.000]  登堂入室,他們想進一步認識這位拉比的背景和身份。
[00:07:11.000 --> 00:07:16.000]  他們期望成為耶穌的跟隨者,學習者。
[00:07:16.000 --> 00:07:19.000]  你們來看。
[00:07:19.000 --> 00:07:22.000]  其實這個來是一個命令語氣,
[00:07:22.000 --> 00:07:24.000]  看是將來式。
[00:07:24.000 --> 00:07:29.000]  來吧,你們將看見。
[00:07:29.000 --> 00:07:31.000]  耶穌以命令的口吻,
[00:07:31.000 --> 00:07:35.000]  甚而重至邀請呼喚挑戰這兩個人,
[00:07:35.000 --> 00:07:37.000]  親自認識他們。
[00:07:37.000 --> 00:07:41.000]  當時大約是下午四點鐘,
[00:07:41.000 --> 00:07:43.000]  日落西山,
[00:07:43.000 --> 00:07:48.000]  意味著他們留在耶穌的家中留宿一宵,
[00:07:48.000 --> 00:07:54.000]  與主同住同在,近距離認識耶穌。
[00:07:54.000 --> 00:07:57.000]  兩個門徒的尋道之旅,
[00:07:57.000 --> 00:08:02.000]  可以歸納為作主門徒四部曲。
[00:08:02.000 --> 00:08:05.000]  聽聽,看看你們去到哪一步。
[00:08:05.000 --> 00:08:08.000]  第一步,聽見。
[00:08:08.000 --> 00:08:12.000]  聽見耶穌是神尊貴又寶貴的獨生兒子,
[00:08:12.000 --> 00:08:16.000]  卻是受苦而待罪的羔羊。
[00:08:16.000 --> 00:08:19.000]  主耶穌能夠除去世人的罪,
[00:08:19.000 --> 00:08:23.000]  赦免潔淨你和我一點一滴,
[00:08:23.000 --> 00:08:28.000]  一絲一毫,看得見,看不見的罪。
[00:08:28.000 --> 00:08:31.000]  第二,跟隨。
[00:08:31.000 --> 00:08:33.000]  選擇跟隨主,
[00:08:33.000 --> 00:08:37.000]  來親自來到主的面前。
[00:08:37.000 --> 00:08:43.000]  最後,看,盡心認識經歷主。
[00:08:43.000 --> 00:08:47.000]  今天,你走到哪一步呢?
[00:08:47.000 --> 00:08:50.000]  如果耶穌問你,
[00:08:50.000 --> 00:08:54.000]  跟著我,做我的門徒,
[00:08:54.000 --> 00:08:56.000]  苦心自問,
[00:08:56.000 --> 00:08:59.000]  你想尋找什麼?
[00:08:59.000 --> 00:09:01.000]  你怎麼回應呢?
[00:09:01.000 --> 00:09:08.000]  高薪厚職,兒女成才,消災解難,
[00:09:08.000 --> 00:09:13.000]  還是更多認識主,更深經歷主呢?
[00:09:13.000 --> 00:09:18.000]  不知你何時開始聽見耶穌的名字?
[00:09:18.000 --> 00:09:20.000]  我由小學開始,
[00:09:20.000 --> 00:09:24.000]  隱隱約約,斷斷續續,聽見耶穌的名字。
[00:09:24.000 --> 00:09:27.000]  直至高中,有一次放學,
[00:09:27.000 --> 00:09:30.000]  一男一女走上前,
[00:09:30.000 --> 00:09:32.000]  邀請我用兩分鐘,
[00:09:32.000 --> 00:09:35.000]  聽他們分享他們的信仰。
[00:09:35.000 --> 00:09:39.000]  誰知,我跟他們談了兩個小時,
[00:09:39.000 --> 00:09:43.000]  最後,這兩個小時影響了我的後半生。
[00:09:43.000 --> 00:09:46.000]  我打開心門,接受了主耶穌。
[00:09:46.000 --> 00:09:49.000]  我的兄弟是讀基督教學校的,
[00:09:49.000 --> 00:09:52.000]  但我從來沒有讀過基督教學校,
[00:09:52.000 --> 00:09:56.000]  即是說,其實我沒有看過聖經,
[00:09:56.000 --> 00:10:01.000]  不過我看了很多,我是一個小說迷。
[00:10:01.000 --> 00:10:04.000]  既然選擇了跟從主,
[00:10:04.000 --> 00:10:06.000]  我就想認識祂多些,
[00:10:06.000 --> 00:10:09.000]  回到家,拿起弟弟的聖經來看,
[00:10:09.000 --> 00:10:12.000]  作為一個小說迷。
[00:10:12.000 --> 00:10:17.000]  怎樣看小說的?
[00:10:17.000 --> 00:10:19.000]  由開始開始看,是嗎?
[00:10:19.000 --> 00:10:23.000]  拿起聖經,你由第幾版開始?
[00:10:23.000 --> 00:10:26.000]  我這個門外漢,好像小說一樣,
[00:10:26.000 --> 00:10:28.000]  由第一版開始看。
[00:10:28.000 --> 00:10:34.000]  看了幾行,滿腦子都是空虛混沌,
[00:10:34.000 --> 00:10:38.000]  我看都看不明白,其實每個字都認識,
[00:10:38.000 --> 00:10:41.000]  結果合上聖經,物歸原主,
[00:10:41.000 --> 00:10:44.000]  原來聖經是很空虛混沌,
[00:10:44.000 --> 00:10:47.000]  所以我看不明白。
[00:10:47.000 --> 00:10:50.000]  等了,等了,又等,
[00:10:50.000 --> 00:10:52.000]  等了大約一個月,
[00:10:52.000 --> 00:10:54.000]  我收到一個教會的姐姐打電話給我,
[00:10:54.000 --> 00:10:56.000]  邀請我回教會。
[00:10:56.000 --> 00:10:59.000]  自此開始回團契接受栽培學習靈修,
[00:10:59.000 --> 00:11:03.000]  同時買一本一本信仰小冊子,
[00:11:03.000 --> 00:11:06.000]  認識基督教是什麼回事,
[00:11:06.000 --> 00:11:08.000]  跟其他宗教有什麼不同,
[00:11:08.000 --> 00:11:11.000]  我想為我自己的選擇,
[00:11:11.000 --> 00:11:16.000]  為我自己的信仰選擇,負責任。
[00:11:16.000 --> 00:11:20.000]  漸漸,神開我的眼睛,
[00:11:20.000 --> 00:11:24.000]  讓我看見我這個表面的乖乖女,
[00:11:24.000 --> 00:11:27.000]  人家看不見的一面,
[00:11:27.000 --> 00:11:31.000]  我都有不折不扣的罪孽。
[00:11:31.000 --> 00:11:33.000]  信主頭兩三年,
[00:11:33.000 --> 00:11:36.000]  我的信仰停留在這裡,
[00:11:36.000 --> 00:11:38.000]  只在頭腦,
[00:11:38.000 --> 00:11:41.000]  看聖經,好像做閱讀理解,
[00:11:41.000 --> 00:11:43.000]  我看小說長大的,
[00:11:43.000 --> 00:11:46.000]  除了空虛混沌以外,被栽培就看新約,
[00:11:46.000 --> 00:11:48.000]  我都能夠對答如流,
[00:11:48.000 --> 00:11:50.000]  但我好知道,
[00:11:50.000 --> 00:11:52.000]  其實我只是在這裡,
[00:11:52.000 --> 00:11:54.000]  做著閱讀理解,
[00:11:54.000 --> 00:11:56.000]  聖經知識增加,
[00:11:56.000 --> 00:11:57.000]  生命依然顧我,
[00:11:57.000 --> 00:11:59.000]  回到家裡的我,
[00:11:59.000 --> 00:12:02.000]  一點一滴都沒有改變。
[00:12:02.000 --> 00:12:04.000]  我好不明白,
[00:12:04.000 --> 00:12:06.000]  小說這麼吸引,
[00:12:06.000 --> 00:12:09.000]  我看得不想睡覺,
[00:12:09.000 --> 00:12:12.000]  我看得眼淚流,
[00:12:12.000 --> 00:12:14.000]  為什麼這本聖經,
[00:12:14.000 --> 00:12:17.000]  這麼枯燥乏味。
[00:12:17.000 --> 00:12:19.000]  我不明白,
[00:12:19.000 --> 00:12:20.000]  為什麼我相信耶穌,
[00:12:20.000 --> 00:12:22.000]  一天一天地過,
[00:12:22.000 --> 00:12:25.000]  我總是和祂這麼遠距離。
[00:12:25.000 --> 00:12:27.000]  有一次,
[00:12:27.000 --> 00:12:30.000]  牧師在主日講道,
[00:12:30.000 --> 00:12:32.000]  他說聖經是神的話,
[00:12:32.000 --> 00:12:35.000]  不斷塑造我們的靈性,
[00:12:35.000 --> 00:12:39.000]  不像電視、電影、小說的橋段那麼煽情,
[00:12:39.000 --> 00:12:43.000]  過分挑動人的激情。
[00:12:43.000 --> 00:12:47.000]  很多時候,好像解開了我的心結。
[00:12:47.000 --> 00:12:49.000]  後來有一次,
[00:12:49.000 --> 00:12:50.000]  我逛書局,
[00:12:50.000 --> 00:12:51.000]  好像這裡一樣,
[00:12:51.000 --> 00:12:54.000]  我的教會、舞會都有書局,
[00:12:54.000 --> 00:12:57.000]  我買了這本《另一種信仰》,
[00:12:57.000 --> 00:13:00.000]  這本反思信仰的書,
[00:13:00.000 --> 00:13:04.000]  解答了我不少尋道之類的疑惑,
[00:13:04.000 --> 00:13:06.000]  更新了我信仰的視野,
[00:13:06.000 --> 00:13:10.000]  也突破了我信仰的迷霧。
[00:13:10.000 --> 00:13:12.000]  到了我女兒讀大學的時候,
[00:13:12.000 --> 00:13:15.000]  我也聽到她尋道之類的心聲,
[00:13:15.000 --> 00:13:19.000]  我同樣也送了這本《梁家論牧師》的書給她。
[00:13:19.000 --> 00:13:22.000]  亭姐妹,你什麼時候信主的?
[00:13:22.000 --> 00:13:25.000]  你什麼時候開始跟著主?
[00:13:25.000 --> 00:13:27.000]  尋見主之後,
[00:13:27.000 --> 00:13:32.000]  你怎樣守住你的信仰呢?
[00:13:32.000 --> 00:13:33.000]  有人說,
[00:13:33.000 --> 00:13:36.000]  花時間親近主,
[00:13:36.000 --> 00:13:39.000]  是送給自己最好的禮物。
[00:13:39.000 --> 00:13:42.000]  你認同嗎?
[00:13:42.000 --> 00:13:44.000]  昔日讀大學期間,
[00:13:44.000 --> 00:13:49.000]  神給我機會接受閉門訓、埋心門訓三年。
[00:13:49.000 --> 00:13:53.000]  屬靈師父一步一步將我帶到主的面前,
[00:13:53.000 --> 00:13:57.000]  讓我開始不斷認識主耶穌,
[00:13:57.000 --> 00:13:59.000]  也認識自己,
[00:13:59.000 --> 00:14:03.000]  學習活出神創造的真我。
[00:14:03.000 --> 00:14:05.000]  我在兄弟群中長大,
[00:14:05.000 --> 00:14:08.000]  自卑、羞怯、多愁善感,
[00:14:08.000 --> 00:14:10.000]  是我成長的寫照。
[00:14:10.000 --> 00:14:12.000]  聲音像牛一樣難聽,
[00:14:12.000 --> 00:14:16.000]  樣子像男人婆一樣難看,
[00:14:16.000 --> 00:14:19.000]  是我童年的自畫像。
[00:14:19.000 --> 00:14:21.000]  讀中學的時候,
[00:14:21.000 --> 00:14:23.000]  一次又一次出街,
[00:14:23.000 --> 00:14:25.000]  出街之前會換衣服,
[00:14:25.000 --> 00:14:27.000]  一次一次,
[00:14:27.000 --> 00:14:29.000]  我都會穿上,
[00:14:29.000 --> 00:14:30.000]  穿裙子,
[00:14:30.000 --> 00:14:32.000]  我知道我喜歡穿裙子,
[00:14:32.000 --> 00:14:34.000]  不過一次又一次,
[00:14:34.000 --> 00:14:36.000]  到出門那一刻,
[00:14:36.000 --> 00:14:38.000]  我都會做同一個動作,
[00:14:38.000 --> 00:14:40.000]  掙扎過後,
[00:14:40.000 --> 00:14:43.000]  換上一條最普通的牛仔褲,
[00:14:43.000 --> 00:14:46.000]  免得被人取笑。
[00:14:46.000 --> 00:14:49.000]  大學靈明復興之後,
[00:14:49.000 --> 00:14:52.000]  我高中信主去到大學,
[00:14:52.000 --> 00:14:54.000]  我先鼓起勇氣,
[00:14:54.000 --> 00:14:55.000]  穿裙子,
[00:14:55.000 --> 00:14:56.000]  走進人群,
[00:14:56.000 --> 00:14:58.000]  放下別人的目光,
[00:14:58.000 --> 00:15:00.000]  忠於自己的喜好,
[00:15:00.000 --> 00:15:05.000]  活出神創造我的女性特質。
[00:15:05.000 --> 00:15:08.000]  已故英國福音派領袖斯托德牧師,
[00:15:08.000 --> 00:15:10.000]  他曾經說過,
[00:15:10.000 --> 00:15:12.000]  門徒是那些終其一生,
[00:15:12.000 --> 00:15:13.000]  持續不斷,
[00:15:13.000 --> 00:15:15.000]  讓自己的性情,
[00:15:15.000 --> 00:15:17.000]  被耶穌的心意,
[00:15:17.000 --> 00:15:22.000]  轉化和塑造的人。
[00:15:22.000 --> 00:15:24.000]  少女時代信耶穌,
[00:15:24.000 --> 00:15:26.000]  走到人道中年,
[00:15:26.000 --> 00:15:29.000]  今年壽難節之前,
[00:15:29.000 --> 00:15:32.000]  上帝再一次讓我,
[00:15:32.000 --> 00:15:36.000]  這個自卑羞怯的小女子遇見祂。
[00:15:36.000 --> 00:15:39.000]  當然這幾十年都有,
[00:15:39.000 --> 00:15:40.000]  透過看見,
[00:15:40.000 --> 00:15:43.000]  默想主耶穌,
[00:15:43.000 --> 00:15:45.000]  瘦弱又虛弱,
[00:15:45.000 --> 00:15:48.000]  滿心鞭傷的身軀,
[00:15:48.000 --> 00:15:51.000]  祂竟然很勇敢地,
[00:15:51.000 --> 00:15:53.000]  為愛,
[00:15:53.000 --> 00:15:57.000]  揹了一條橫樑的木,
[00:15:57.000 --> 00:15:59.000]  走上苦路,
[00:15:59.000 --> 00:16:03.000]  走上羞辱的十家路去示眾。
[00:16:03.000 --> 00:16:05.000]  我第一次知道,
[00:16:05.000 --> 00:16:07.000]  祂背負的橫木,
[00:16:07.000 --> 00:16:09.000]  你知道有多重嗎?
[00:16:09.000 --> 00:16:12.000]  你知道有多重嗎?
[00:16:12.000 --> 00:16:14.000]  大約一百磅,
[00:16:14.000 --> 00:16:17.000]  這個數字對我來說很深刻,
[00:16:17.000 --> 00:16:21.000]  因為和我的重量差不多。
[00:16:21.000 --> 00:16:23.000]  主耶穌,
[00:16:23.000 --> 00:16:25.000]  祂為了愛我們,
[00:16:25.000 --> 00:16:27.000]  為了愛我,
[00:16:27.000 --> 00:16:30.000]  祂獻作代罪羔羊,
[00:16:30.000 --> 00:16:33.000]  祂背負著這麼沉重,
[00:16:33.000 --> 00:16:34.000]  這麼羞辱,
[00:16:34.000 --> 00:16:39.000]  而且以祂當時滿身傷痕的身軀,
[00:16:39.000 --> 00:16:41.000]  主的愛鼓勵我,
[00:16:41.000 --> 00:16:44.000]  這個自卑羞怯的小女子,
[00:16:44.000 --> 00:16:46.000]  不再退縮,
[00:16:46.000 --> 00:16:49.000]  勇敢活出神創造我的特質,
[00:16:49.000 --> 00:16:53.000]  勇敢承擔神給我的侍奉。
[00:16:53.000 --> 00:16:55.000]  很坦白說,
[00:16:55.000 --> 00:16:57.000]  靈命復興以後,
[00:16:57.000 --> 00:16:59.000]  就算走到今天,
[00:16:59.000 --> 00:17:02.000]  我都會有靈命低迷的時候,
[00:17:02.000 --> 00:17:06.000]  當我自知無力獨行信仰路的時候,
[00:17:06.000 --> 00:17:08.000]  我有一個妙方,
[00:17:08.000 --> 00:17:09.000]  我回到家,
[00:17:09.000 --> 00:17:11.000]  我自己都沒有力見開聖經,
[00:17:11.000 --> 00:17:13.000]  那我會怎麼做呢?
[00:17:13.000 --> 00:17:15.000]  我會推自己出去,
[00:17:15.000 --> 00:17:17.000]  我會和自己說,
[00:17:17.000 --> 00:17:18.000]  你更加要回到團體,
[00:17:18.000 --> 00:17:19.000]  你更加要回到崇拜,
[00:17:19.000 --> 00:17:22.000]  你更加要走進信徒群體,
[00:17:22.000 --> 00:17:25.000]  不要讓你的靈名奄奄一息,
[00:17:25.000 --> 00:17:29.000]  我甚至會去參加培靈會,
[00:17:29.000 --> 00:17:31.000]  讓自己和主再遇,
[00:17:31.000 --> 00:17:33.000]  以致我有力回到家,
[00:17:33.000 --> 00:17:36.000]  個別的去祈禱靈修。
[00:17:36.000 --> 00:17:38.000]  近年這一神憐憫我,
[00:17:38.000 --> 00:17:41.000]  讓我有機會和團體的姊妹,
[00:17:41.000 --> 00:17:44.000]  以聖經,以聖言作門訓,
[00:17:44.000 --> 00:17:46.000]  很坦白說,
[00:17:46.000 --> 00:17:48.000]  其實姊妹們的生命都門訓我,
[00:17:48.000 --> 00:17:50.000]  滋潤我,
[00:17:50.000 --> 00:17:52.000]  以聖言裡面真誠相交,
[00:17:52.000 --> 00:17:55.000]  在禱告裡面流淚跪土認罪,
[00:17:55.000 --> 00:17:57.000]  不斷讓我學習,
[00:17:57.000 --> 00:17:58.000]  以真實的自己,
[00:17:58.000 --> 00:18:00.000]  面對真實的上帝,
[00:18:00.000 --> 00:18:03.000]  甚至面對真實的信徒群體,
[00:18:03.000 --> 00:18:05.000]  在他們的生命裡面,
[00:18:05.000 --> 00:18:11.000]  我看見上帝,
[00:18:11.000 --> 00:18:14.000]  尋見主到今天,
[00:18:14.000 --> 00:18:16.000]  神透過哪些人,
[00:18:16.000 --> 00:18:20.000]  將你引領到主的面前呢?
[00:18:20.000 --> 00:18:22.000]  由你信主到今天,
[00:18:22.000 --> 00:18:24.000]  神透過哪些人,
[00:18:24.000 --> 00:18:26.000]  將你帶到主的面前呢?
[00:18:26.000 --> 00:18:28.000]  昔日施洗約翰,
[00:18:28.000 --> 00:18:30.000]  尋見神的兒子,
[00:18:30.000 --> 00:18:32.000]  就引領兩個門徒見耶穌,
[00:18:32.000 --> 00:18:34.000]  那這兩個門徒呢?
[00:18:34.000 --> 00:18:36.000]  他們尋見耶穌之後,
[00:18:36.000 --> 00:18:38.000]  又帶什麼人來見耶穌呢?
[00:18:38.000 --> 00:18:40.000]  我們繼續看下去,
[00:18:40.000 --> 00:18:44.000]  約翰福音一章四十到四十二節,
[00:18:44.000 --> 00:18:46.000]  同樣,黑色的字,我讀,
[00:18:46.000 --> 00:18:48.000]  紅色的字,誰讀?
[00:18:48.000 --> 00:18:51.000]  姐妹,藍色呢?
[00:18:51.000 --> 00:18:53.000]  很厲害,大家沒有睡覺,是吧?
[00:18:53.000 --> 00:18:55.000]  我們一起來吧,
[00:18:55.000 --> 00:18:56.000]  好,由我開始,
[00:18:56.000 --> 00:18:58.000]  聽了約翰的話,
[00:18:58.000 --> 00:19:00.000]  而跟從耶穌的那兩個人,
[00:19:00.000 --> 00:19:04.000]  其中一個是西門彼得的弟弟安德烈,
[00:19:04.000 --> 00:19:07.000]  他先找到自己的哥哥西門,
[00:19:07.000 --> 00:19:09.000]  對他說,
[00:19:09.000 --> 00:19:14.000]  尼塞亞翻出來就是基督,
[00:19:14.000 --> 00:19:17.000]  於是安德烈領西門去見耶穌,
[00:19:17.000 --> 00:19:25.000]  耶穌看著他說,
[00:19:25.000 --> 00:19:27.000]  基法翻出來就是彼得,
[00:19:27.000 --> 00:19:32.000]  那兩件聽見尋見又跟從耶穌的是誰?
[00:19:32.000 --> 00:19:35.000]  其中一個是安德烈,
[00:19:35.000 --> 00:19:38.000]  另一個很可能是約翰福音的作者,
[00:19:38.000 --> 00:19:42.000]  耶穌所愛的門徒約翰,
[00:19:42.000 --> 00:19:44.000]  離開耶穌的住所,
[00:19:44.000 --> 00:19:47.000]  安德烈第一時間去哪裡?
[00:19:47.000 --> 00:19:51.000]  他先找到自己的哥哥西門,
[00:19:51.000 --> 00:19:53.000]  「先」在這一節裡面,
[00:19:53.000 --> 00:19:54.000]  在這一句裡面,
[00:19:54.000 --> 00:19:56.000]  其實是第一個字,
[00:19:56.000 --> 00:19:57.000]  有強調的意思,
[00:19:57.000 --> 00:19:59.000]  強調安德烈的第一優先,
[00:19:59.000 --> 00:20:01.000]  他急不及待找到哥哥,
[00:20:01.000 --> 00:20:03.000]  說什麼呢?
[00:20:03.000 --> 00:20:07.000]  我們遇見尼塞亞了,
[00:20:07.000 --> 00:20:09.000]  找到遇見,
[00:20:09.000 --> 00:20:11.000]  原文是相同的字,
[00:20:11.000 --> 00:20:14.000]  為什麼安德烈找到尼塞亞,
[00:20:14.000 --> 00:20:18.000]  就急不及待找到他的親哥哥呢?
[00:20:18.000 --> 00:20:21.000]  於是安德烈領西門去見耶穌,
[00:20:21.000 --> 00:20:28.000]  為什麼西門也急不及待跟著弟弟去見耶穌呢?
[00:20:28.000 --> 00:20:31.000]  因為他們兩兄弟都是猶太人,
[00:20:31.000 --> 00:20:33.000]  他們等候了幾百年,
[00:20:33.000 --> 00:20:39.000]  他們熱切期望那位尼塞亞速速駕臨,
[00:20:39.000 --> 00:20:42.000]  尼塞亞是希伯來文的音譯,
[00:20:42.000 --> 00:20:44.000]  基督是希臘文的音譯,
[00:20:44.000 --> 00:20:46.000]  意思都是受高者,
[00:20:46.000 --> 00:20:49.000]  受高是猶太人任命的儀式,
[00:20:49.000 --> 00:20:54.000]  用貴重的油倒在一個人的頭上,
[00:20:54.000 --> 00:20:57.000]  令到受高者成聖,
[00:20:57.000 --> 00:20:59.000]  代表上帝揀選,
[00:20:59.000 --> 00:21:03.000]  差派他執行神的任務,
[00:21:03.000 --> 00:21:04.000]  在舊約時期,
[00:21:04.000 --> 00:21:08.000]  以色列的君王和祭司都是神高立的,
[00:21:08.000 --> 00:21:11.000]  舊約有好幾位受高者,
[00:21:11.000 --> 00:21:13.000]  但是請留意,
[00:21:13.000 --> 00:21:15.000]  安德烈口中的尼塞亞,
[00:21:15.000 --> 00:21:19.000]  原文有個指定的貫詞,
[00:21:19.000 --> 00:21:23.000]  指明是那位尼塞亞,
[00:21:23.000 --> 00:21:25.000]  自從亡國被擄之後,
[00:21:25.000 --> 00:21:27.000]  從舊約到新約,
[00:21:27.000 --> 00:21:29.000]  巴比倫,波斯,希臘,
[00:21:29.000 --> 00:21:31.000]  到羅馬政權,
[00:21:31.000 --> 00:21:34.000]  猶太人相繼被外族統治,
[00:21:34.000 --> 00:21:36.000]  一代又一代,
[00:21:36.000 --> 00:21:38.000]  幾百年過去了,
[00:21:38.000 --> 00:21:42.000]  他們翹首等待尼塞亞早日降臨,
