
[00:00:00.000 --> 00:00:05.000]  好,大兄姊妹平安,大家早安
[00:02:03.000 --> 00:02:08.000]  他有大約一年多,另外他也是一位老師
[00:02:08.000 --> 00:02:12.000]  大概你看到他整個的背景就是
[00:02:12.000 --> 00:02:19.000]  凡是賽人其實是一個很有影響力的
[00:02:19.000 --> 00:02:24.000]  在他的宗派,在他的教會裡面很有影響力
[00:02:24.000 --> 00:02:29.000]  另外他是官,也是一個有權力的人
[00:02:29.000 --> 00:02:34.000]  他在猶太最高的議會裡面是成員
[00:02:34.000 --> 00:02:36.000]  尊貴的階級
[00:02:36.000 --> 00:02:42.000]  另外他有大約一年多,人生有大約一月曆
[00:02:42.000 --> 00:02:45.000]  也是一位老師,見識廣博
[00:02:45.000 --> 00:02:47.000]  代入一下他
[00:02:47.000 --> 00:02:51.000]  如果他在現在你的學校裡面
[00:02:51.000 --> 00:02:54.000]  他會是一個怎樣的學生呢?
[00:02:54.000 --> 00:02:56.000]  或者你這樣去想
[00:02:56.000 --> 00:02:58.000]  我會這樣去理解
[00:02:58.000 --> 00:03:00.000]  學霸
[00:03:00.000 --> 00:03:03.000]  你現在的學霸是怎樣
[00:03:03.000 --> 00:03:06.000]  什麼都行的那種
[00:03:06.000 --> 00:03:09.000]  又或者他是一個領袖生
[00:03:09.000 --> 00:03:14.000]  可能他在學校跟老師的關係相當良好
[00:03:14.000 --> 00:03:18.000]  他在這個群體裡面是一個領袖
[00:03:18.000 --> 00:03:20.000]  高年級,熟悉學校的規矩
[00:03:20.000 --> 00:03:22.000]  總之就是魚得水
[00:03:22.000 --> 00:03:26.000]  在學校不應該用「撈得掂」來說
[00:03:26.000 --> 00:03:29.000]  應該是很得人心
[00:03:29.000 --> 00:03:33.000]  文武全才,什麼都好
[00:03:33.000 --> 00:03:39.000]  其實他一個這麼好的背景
[00:03:39.000 --> 00:03:41.000]  或者這麼厲害
[00:03:41.000 --> 00:03:44.000]  他今天在這個經文裡面
[00:03:44.000 --> 00:03:47.000]  他走去問耶穌一些事情
[00:03:47.000 --> 00:03:50.000]  我們一起看看這段經文
[00:03:50.000 --> 00:03:52.000]  我讀給大家聽
[00:03:52.000 --> 00:03:55.000]  有一個快塞人名叫尼哥德姆
[00:03:55.000 --> 00:03:56.000]  是猶太人的官
[00:03:56.000 --> 00:03:59.000]  這人夜裡來見耶穌對他說
[00:03:59.000 --> 00:04:05.000]  拉比,我們知道你是由神那裡來作老師的
[00:04:05.000 --> 00:04:10.000]  因為你所行的神蹟若沒有神同在,無人能行
[00:04:10.000 --> 00:04:13.000]  耶穌回答他說
[00:04:13.000 --> 00:04:15.000]  我實實在在地告訴你
[00:04:15.000 --> 00:04:18.000]  人若不從生就不能見神的國
[00:04:18.000 --> 00:04:20.000]  尼哥德姆對他說
[00:04:20.000 --> 00:04:22.000]  人已經老了,如何能從生呢?
[00:04:22.000 --> 00:04:26.000]  豈能再進武福出來呢?
[00:04:26.000 --> 00:04:28.000]  耶穌回答
[00:04:28.000 --> 00:04:31.000]  我實實在在地告訴你
[00:04:31.000 --> 00:04:35.000]  人若不是從水和聖靈生的,就不能進神的國
[00:04:35.000 --> 00:04:40.000]  從肉生生的就是肉生,從靈生的就是靈
[00:04:40.000 --> 00:04:42.000]  我說你們必須從生
[00:04:42.000 --> 00:04:45.000]  你不要驚訝,風隨著意思吹
[00:04:45.000 --> 00:04:49.000]  你聽見風的聲音,卻不知道是從哪裡來往哪裡去
[00:04:49.000 --> 00:04:51.000]  凡從聖靈生的也是如此
[00:04:51.000 --> 00:04:53.000]  尼哥德姆問他
[00:04:53.000 --> 00:04:55.000]  怎能有這些事呢?
[00:04:55.000 --> 00:04:59.000]  耶穌回答對他說
[00:04:59.000 --> 00:05:03.000]  你是以色人的老師,你不明白這些事嗎?
[00:05:03.000 --> 00:05:05.000]  我實實在在地告訴你
[00:05:05.000 --> 00:05:07.000]  我們所說的事,我們知道的
[00:05:07.000 --> 00:05:10.000]  我們所見證的,是我們見過的
[00:05:10.000 --> 00:05:13.000]  你們卻不領受我們的見證
[00:05:13.000 --> 00:05:15.000]  我對你們說地上的事
[00:05:15.000 --> 00:05:17.000]  你們尚且不信
[00:05:17.000 --> 00:05:22.000]  若對你們說天上的事,如何能信呢?
[00:05:22.000 --> 00:05:25.000]  除了從天降下的人子
[00:05:25.000 --> 00:05:27.000]  沒有人升過天
[00:05:27.000 --> 00:05:29.000]  摩西在曠野舉蛇
[00:05:29.000 --> 00:05:33.000]  人子也必須照樣被舉起來
[00:05:33.000 --> 00:05:37.000]  要使一切信他的人得永生
[00:05:37.000 --> 00:05:40.000]  這個就是整個段落裡面
[00:05:40.000 --> 00:05:45.000]  很清晰就是尼哥德姆和耶穌的對話
[00:05:45.000 --> 00:05:48.000]  而這個對話是什麼時候發生呢?
[00:05:48.000 --> 00:05:50.000]  就是在晚上
[00:05:50.000 --> 00:05:55.000]  這位尼哥德姆在晚上來見耶穌
[00:05:55.000 --> 00:05:58.000]  晚上去找人
[00:05:58.000 --> 00:06:00.000]  我們現在很平常
[00:06:00.000 --> 00:06:03.000]  通常晚上有很多活動
[00:06:03.000 --> 00:06:06.000]  去找同學,找朋友,找誰都好
[00:06:06.000 --> 00:06:09.000]  但在當時就未必了
[00:06:09.000 --> 00:06:11.000]  夜間活動就很少
[00:06:11.000 --> 00:06:17.000]  更加是他日間有機會去見到耶穌
[00:06:17.000 --> 00:06:19.000]  晚上其實
[00:06:19.000 --> 00:06:21.000]  你猜一猜,這裡有些空間
[00:06:21.000 --> 00:06:27.000]  你猜一猜,為什麼他晚上去找耶穌?
[00:06:27.000 --> 00:06:29.000]  不想被人見到
[00:06:29.000 --> 00:06:34.000]  找人躲起來,偷偷地去找
[00:06:34.000 --> 00:06:40.000]  他很厲害,去找人問問題,可以嗎?
[00:06:40.000 --> 00:06:43.000]  我們覺得沒什麼所謂
[00:06:43.000 --> 00:06:46.000]  對他們來說,可能他們覺得不太好
[00:06:46.000 --> 00:06:51.000]  又或者有時候我們都不想被人見到
[00:06:51.000 --> 00:06:55.000]  我們覺得不好的一面
[00:06:55.000 --> 00:06:57.000]  不想別人見到
[00:06:57.000 --> 00:07:00.000]  我們通常都是想被人看好的一面
[00:07:00.000 --> 00:07:04.000]  又或者你看IG,看影片,看什麼都好
[00:07:04.000 --> 00:07:10.000]  你的朋友,同學的影片,或者展示出來的,全部都是怎樣的?
[00:07:10.000 --> 00:07:12.000]  好東西,是不是?
[00:07:12.000 --> 00:07:17.000]  吃的好,或者去旅行去得好,什麼都好
[00:07:17.000 --> 00:07:20.000]  有沒有人有個習慣
[00:07:20.000 --> 00:07:23.000]  你上IG上載不好的東西,有沒有人?
[00:07:23.000 --> 00:07:25.000]  你們會不會這樣?
[00:07:25.000 --> 00:07:27.000]  不會,因為我們上載了好東西
[00:07:27.000 --> 00:07:34.000]  之前我看過一個影片
[00:07:34.000 --> 00:07:37.000]  教你怎樣拍照
[00:07:37.000 --> 00:07:39.000]  教你拍照很普通
[00:07:39.000 --> 00:07:41.000]  為什麼我覺得這麼特別
[00:07:41.000 --> 00:07:43.000]  就是它的題目叫做
[00:07:43.000 --> 00:07:47.000]  單身狗如何放閃
[00:07:47.000 --> 00:07:50.000]  你明白什麼意思嗎?
[00:07:50.000 --> 00:07:53.000]  單身狗你都知道,放閃你明白嗎?
[00:07:53.000 --> 00:07:55.000]  但單身狗怎樣放閃?
[00:07:55.000 --> 00:07:59.000]  就是拍照拍到自己好像在拍拖一樣
[00:07:59.000 --> 00:08:02.000]  他真的教你這樣拍的
[00:08:02.000 --> 00:08:04.000]  你知不知道怎樣拍?
[00:08:04.000 --> 00:08:09.000]  你笑得這麼開心,你是不是有試過?
[00:08:09.000 --> 00:08:12.000]  我真的去跑一下
[00:08:12.000 --> 00:08:15.000]  他教你怎樣去拍照
[00:08:15.000 --> 00:08:18.000]  他教你去那些舖貼
[00:08:18.000 --> 00:08:20.000]  是一個人形公仔
[00:08:20.000 --> 00:08:22.000]  他不是穿了衣服在那裡嗎?
[00:08:22.000 --> 00:08:25.000]  然後就靠近他自拍
[00:08:25.000 --> 00:08:28.000]  自拍的時候就不要拍到公仔的頭
[00:08:28.000 --> 00:08:30.000]  因為公仔沒有頭
[00:08:30.000 --> 00:08:33.000]  有時候有些膠公仔穿衣服
[00:08:33.000 --> 00:08:36.000]  展示衣服給你看的時候
[00:08:36.000 --> 00:08:38.000]  有些公仔是沒有頭的
[00:08:38.000 --> 00:08:40.000]  只拍下半身
[00:08:40.000 --> 00:08:43.000]  拍下去就好像靠近他的肩膀
[00:08:43.000 --> 00:08:45.000]  只拍那一部分
[00:08:45.000 --> 00:08:47.000]  其實很搞笑
[00:08:47.000 --> 00:08:50.000]  但其實是代表什麼?
[00:08:50.000 --> 00:08:52.000]  就是不想讓人看到不好的東西
[00:08:52.000 --> 00:08:58.000]  或者塑造一個自己都可以放閃的形象
[00:08:58.000 --> 00:09:01.000]  不知道大家po上去是怎樣
[00:09:01.000 --> 00:09:04.000]  但在這裡雖然聖經沒有這樣說
[00:09:04.000 --> 00:09:06.000]  你覺得沒有這件事
[00:09:06.000 --> 00:09:08.000]  但他夜裡去找人
[00:09:08.000 --> 00:09:15.000]  有些東西是想去掩藏的
[00:09:15.000 --> 00:09:19.000]  但他今天來到耶穌面前
[00:09:19.000 --> 00:09:22.000]  為什麼引起他去找耶穌呢?
[00:09:22.000 --> 00:09:25.000]  其實就是在上文有說到
[00:09:25.000 --> 00:09:28.000]  他見到耶穌行神蹟
[00:09:28.000 --> 00:09:31.000]  上文其實就是說
[00:09:31.000 --> 00:09:34.000]  耶穌在耶路撒冷這個雨節的時候
[00:09:34.000 --> 00:09:36.000]  有很多人見到祂行神蹟
[00:09:36.000 --> 00:09:38.000]  其實是一群人在一起的
[00:09:38.000 --> 00:09:40.000]  但在這裡就說
[00:09:40.000 --> 00:09:43.000]  耶穌說自己不信任他們
[00:09:43.000 --> 00:09:44.000]  什麼意思呢?
[00:09:44.000 --> 00:09:49.000]  因為他們說見到耶穌行神蹟就相信祂的明
[00:09:49.000 --> 00:09:53.000]  但耶穌就覺得他們不是真的相信
[00:09:53.000 --> 00:09:57.000]  所以這裡說不信任他們的意思就是這樣
[00:09:57.000 --> 00:09:59.000]  就是說我不信你信
[00:09:59.000 --> 00:10:01.000]  這個就是這個意思
[00:10:01.000 --> 00:10:11.000]  耶穌其實對於尼哥德姆作為神
[00:10:11.000 --> 00:10:15.000]  他會明白尼哥德姆正在面對什麼事情
[00:10:15.000 --> 00:10:17.000]  所以在這個對話裡面
[00:10:17.000 --> 00:10:20.000]  尼哥德姆在說話的時候
[00:10:20.000 --> 00:10:22.000]  耶穌好像不是正在回答他
[00:10:22.000 --> 00:10:24.000]  正在問他的問題
[00:10:24.000 --> 00:10:27.000]  其實尼哥德姆一來找耶穌
[00:10:27.000 --> 00:10:32.000]  一說拉比我們知道你是由神拿來作老師的
[00:10:32.000 --> 00:10:35.000]  因為你所行的神蹟若沒有神同在無人能行
[00:10:35.000 --> 00:10:39.000]  他一看耶穌是一位怎樣的人
[00:10:39.000 --> 00:10:41.000]  他當他是老師
[00:10:41.000 --> 00:10:43.000]  拉比
[00:10:43.000 --> 00:10:46.000]  因為這裡說從神而來作老師
[00:10:46.000 --> 00:10:48.000]  對他來說
[00:10:48.000 --> 00:10:50.000]  其實他已經很尊貴
[00:10:50.000 --> 00:10:52.000]  他也是老師
[00:10:52.000 --> 00:10:54.000]  他看耶穌也是一位老師
[00:10:54.000 --> 00:10:57.000]  而且他想向這位老師討教
[00:10:57.000 --> 00:10:59.000]  因為他看到他厲害
[00:10:59.000 --> 00:11:01.000]  行到神蹟
[00:11:01.000 --> 00:11:03.000]  而這個神蹟他看到
[00:11:03.000 --> 00:11:06.000]  是只有神同在才能做到的事情
[00:11:06.000 --> 00:11:09.000]  但是對尼哥德姆來說
[00:11:09.000 --> 00:11:13.000]  他也是當耶穌是一個拉比
[00:11:13.000 --> 00:11:15.000]  當他是一個老師
[00:11:15.000 --> 00:11:18.000]  他也沒有覺得他是一個神
[00:11:18.000 --> 00:11:21.000]  他只是覺得耶穌有神同在
[00:11:21.000 --> 00:11:24.000]  但是他想來做什麼呢
[00:11:24.000 --> 00:11:26.000]  因為他向祂說拉比
[00:11:26.000 --> 00:11:30.000]  他一定是想從耶穌身上學一些東西
[00:11:30.000 --> 00:11:34.000]  又或者他有些東西想去改變
[00:11:34.000 --> 00:11:37.000]  或者想做得再好一些
[00:11:37.000 --> 00:11:41.000]  所以對於尼哥德姆來說
[00:11:41.000 --> 00:11:45.000]  耶穌也只是一位老師
[00:11:45.000 --> 00:11:50.000]  其實就將耶穌限制在一個老師角色身上
[00:11:50.000 --> 00:11:53.000]  又或者是一個人的層面上
[00:11:53.000 --> 00:11:56.000]  也沒有當他是一個神
[00:11:56.000 --> 00:11:59.000]  那麼耶穌就回答他
[00:11:59.000 --> 00:12:02.000]  這裡我形容為第一個不可能
[00:12:02.000 --> 00:12:06.000]  就是耶穌說
[00:12:06.000 --> 00:12:08.000]  人若不從生就不能見神的國
[00:12:08.000 --> 00:12:11.000]  其實尼哥德姆也沒有問什麼
[00:12:11.000 --> 00:12:15.000]  但是一來就跟他說這件事
[00:12:15.000 --> 00:12:18.000]  其實他可能是猜到
[00:12:18.000 --> 00:12:24.000]  又或者他知道他最真實需要的一面是什麼
[00:12:24.000 --> 00:12:26.000]  其實說神的國
[00:12:26.000 --> 00:12:28.000]  尼哥德姆應該是很熟悉的
[00:12:28.000 --> 00:12:29.000]  什麼叫很熟悉呢
[00:12:29.000 --> 00:12:32.000]  因為其實他們經常都是快錯人
[00:12:32.000 --> 00:12:37.000]  或者猶太人期待著一個以色列國
[00:12:37.000 --> 00:12:39.000]  一個國家的復興
[00:12:39.000 --> 00:12:41.000]  所以當說國
[00:12:41.000 --> 00:12:42.000]  其實他們是很明白的
[00:12:42.000 --> 00:12:45.000]  但是這裡就是說神的國
[00:12:45.000 --> 00:12:48.000]  尼哥德姆也有去回應
[00:12:48.000 --> 00:12:51.000]  從生他就去想
[00:12:51.000 --> 00:12:53.000]  不從生就不能見神的國
[00:12:53.000 --> 00:12:54.000]  從生是什麼意思呢
[00:12:54.000 --> 00:12:55.000]  就是再生國
[00:12:55.000 --> 00:13:00.000]  所以這裡就說人已經老了
[00:13:00.000 --> 00:13:03.000]  怎麼可以再從生呢
[00:13:03.000 --> 00:13:05.000]  是不是可以回到媽媽的肚子裡呢
[00:13:05.000 --> 00:13:06.000]  你們有沒有幻想過
[00:13:06.000 --> 00:13:07.000]  我女兒有時候也說
[00:13:07.000 --> 00:13:10.000]  不知道可不可以回到媽媽的肚子裡呢
[00:13:10.000 --> 00:13:16.000]  但是在這裡人已經老了不能重生
[00:13:16.000 --> 00:13:17.000]  其實他在這裡去想
[00:13:17.000 --> 00:13:21.000]  就是在想一個生物學上的重生
[00:13:21.000 --> 00:13:23.000]  再生國
[00:13:23.000 --> 00:13:26.000]  這個就是他的理解和想像
[00:13:26.000 --> 00:13:29.000]  但是其實這裡在說的
[00:13:29.000 --> 00:13:30.000]  耶穌在說的
[00:13:30.000 --> 00:13:34.000]  重生再來過的意思是什麼呢
[00:13:34.000 --> 00:13:37.000]  是從上面而來
[00:13:37.000 --> 00:13:38.000]  什麼叫上面呢
[00:13:38.000 --> 00:13:40.000]  當然不是13樓
[00:13:40.000 --> 00:13:43.000]  就是從神而來
[00:13:43.000 --> 00:13:46.000]  從神而來這個意思
[00:13:46.000 --> 00:13:48.000]  所以說明一樣的事情
[00:13:48.000 --> 00:13:49.000]  重生
[00:13:49.000 --> 00:13:54.000]  這種改變是從神而來
[00:13:54.000 --> 00:13:56.000]  是神的工作
[00:13:56.000 --> 00:13:58.000]  在這個生命裡面
[00:13:58.000 --> 00:14:00.000]  再說吧
[00:14:00.000 --> 00:14:02.000]  其實是什麼意思呢
[00:14:02.000 --> 00:14:04.000]  就是重生
[00:14:04.000 --> 00:14:07.000]  接著再說
[00:14:07.000 --> 00:14:10.000]  若不是從水和聖靈生
[00:14:10.000 --> 00:14:12.000]  就不能進神的國
[00:14:12.000 --> 00:14:16.000]  再說多一點就是水和聖靈
[00:14:16.000 --> 00:14:19.000]  聖靈對於尼哥特姆
[00:14:19.000 --> 00:14:22.000]  他不會沒有印象
[00:14:22.000 --> 00:14:25.000]  因為他們很熟悉舊約
[00:14:25.000 --> 00:14:26.000]  很熟悉舊約
[00:14:26.000 --> 00:14:27.000]  其實一說到聖靈
[00:14:27.000 --> 00:14:29.000]  他們會想起什麼呢
[00:14:29.000 --> 00:14:30.000]  就是這裡
[00:14:30.000 --> 00:14:32.000]  在二世傑書這裡這樣說
[00:14:32.000 --> 00:14:35.000]  主耶和華對這些骸骨如此說
[00:14:35.000 --> 00:14:37.000]  即使氣息進入你們裡面
[00:14:37.000 --> 00:14:39.000]  你們就要活了
[00:14:39.000 --> 00:14:41.000]  你想一想
[00:14:41.000 --> 00:14:44.000]  有一堆骨頭在這裡
[00:14:44.000 --> 00:14:49.000]  你當是人的骨頭
[00:14:49.000 --> 00:14:51.000]  這麼誇張地說
[00:14:51.000 --> 00:14:53.000]  就是死了
[00:14:53.000 --> 00:14:55.000]  氣息再吹進去
[00:14:55.000 --> 00:14:57.000]  可以再活
[00:14:57.000 --> 00:14:59.000]  這裡當然是一個意象
[00:14:59.000 --> 00:15:01.000]  告訴你這麼誇張
[00:15:01.000 --> 00:15:05.000]  即是說起死回生
[00:15:05.000 --> 00:15:07.000]  是一個對於人來說
[00:15:07.000 --> 00:15:09.000]  是不可能的事
[00:15:09.000 --> 00:15:11.000]  生物學上、醫學上
[00:15:11.000 --> 00:15:13.000]  是不可以發生的
[00:15:13.000 --> 00:15:16.000]  但是這個不可以發生的事情
[00:15:16.000 --> 00:15:20.000]  在神裡面是可以發生
[00:15:20.000 --> 00:15:22.000]  所以我們就要去理解
[00:15:22.000 --> 00:15:25.000]  為什麼耶穌要說水和聖靈生呢
[00:15:25.000 --> 00:15:27.000]  其實在新約裡面也有這樣說
[00:15:27.000 --> 00:15:29.000]  羅馬書六章四節
[00:15:29.000 --> 00:15:33.000]  所以我們直著洗禮歸入死
[00:15:33.000 --> 00:15:35.000]  和他一同埋葬
[00:15:35.000 --> 00:15:38.000]  願使我們一舉一動有新生的樣式
[00:15:38.000 --> 00:15:40.000]  像基督直著
[00:15:40.000 --> 00:15:42.000]  像基督直著賦的榮耀
[00:15:42.000 --> 00:15:44.000]  從死裡復活一樣
[00:15:44.000 --> 00:15:47.000]  這裡其實是說水的意思
[00:15:47.000 --> 00:15:50.000]  你也知道教會有水禮
[00:15:50.000 --> 00:15:52.000]  水禮其實就是
[00:15:52.000 --> 00:15:56.000]  如果見過教會的水禮
[00:15:56.000 --> 00:16:00.000]  就是把整個人浸進水裡
[00:16:00.000 --> 00:16:03.000]  其實就是代表什麼意思呢
[00:16:03.000 --> 00:16:06.000]  好像耶穌釘死了
[00:16:06.000 --> 00:16:07.000]  埋葬復活
[00:16:07.000 --> 00:16:09.000]  所以就要浸進去
[00:16:09.000 --> 00:16:12.000]  浸進水裡就好像埋葬了
[00:16:12.000 --> 00:16:15.000]  起回生那一刻就好像復活了
[00:16:15.000 --> 00:16:17.000]  是一個象徵的意義
[00:16:17.000 --> 00:16:19.000]  但是也代表那個人
[00:16:19.000 --> 00:16:24.000]  就是相信耶穌這種復活的大能
[00:16:24.000 --> 00:16:26.000]  就好像剛才說的
[00:16:26.000 --> 00:16:30.000]  氣息浸進鞋骨裡
[00:16:30.000 --> 00:16:34.000]  再次活了一樣
[00:16:34.000 --> 00:16:36.000]  你覺得沒有不停
[00:16:36.000 --> 00:16:38.000]  其實就是說不行
[00:16:38.000 --> 00:16:40.000]  但是耶穌就是說
[00:16:40.000 --> 00:16:41.000]  你覺得不行
[00:16:41.000 --> 00:16:43.000]  但是在神裡面是可以的
[00:16:43.000 --> 00:16:45.000]  這裡再說聖靈是什麼
[00:16:45.000 --> 00:16:47.000]  因為要從水和聖靈
[00:16:47.000 --> 00:16:49.000]  只是水禮
[00:16:49.000 --> 00:16:50.000]  是不是呢
[00:16:50.000 --> 00:16:53.000]  水禮是在表達你的相信
[00:16:53.000 --> 00:16:59.000]  而聖靈我們就是在生命裡面去經歷它
[00:16:59.000 --> 00:17:01.000]  所以這裡他這樣說
[00:17:01.000 --> 00:17:04.000]  彼得說你們要悔改
[00:17:04.000 --> 00:17:06.000]  奉耶穌的名受洗
[00:17:06.000 --> 00:17:08.000]  叫你們聚得社
[00:17:08.000 --> 00:17:10.000]  就必領受所持的聖靈
[00:17:10.000 --> 00:17:14.000]  水禮是和耶穌同死同埋葬同復活
[00:17:14.000 --> 00:17:17.000]  還有一樣事情就是領受聖靈
[00:17:17.000 --> 00:17:20.000]  在我們生命裡面
[00:17:20.000 --> 00:17:23.000]  而這個聖靈是很重要
[00:17:23.000 --> 00:17:25.000]  是在我們生命裡面
[00:17:25.000 --> 00:17:27.000]  為什麼呢
[00:17:27.000 --> 00:17:28.000]  他再說
[00:17:28.000 --> 00:17:29.000]  耶穌再說
[00:17:29.000 --> 00:17:32.000]  有什麼重要性
[00:17:32.000 --> 00:17:36.000]  他說這個水和聖靈身之後
[00:17:36.000 --> 00:17:39.000]  他就說風隨著意志吹
[00:17:39.000 --> 00:17:41.000]  你聽見風的聲音
[00:17:41.000 --> 00:17:44.000]  卻不知道從哪裡來往哪裡去
[00:17:44.000 --> 00:17:47.000]  凡從聖靈身的也是如此
[00:17:47.000 --> 00:17:52.000]  你怎樣去知道有風
[00:17:52.000 --> 00:17:56.000]  聽聲有風聲
[00:17:56.000 --> 00:18:00.000]  感受到吹過來頭髮亂了
[00:18:00.000 --> 00:18:04.000]  但你看不看到風
[00:18:04.000 --> 00:18:06.000]  看不到
[00:18:06.000 --> 00:18:09.000]  但你能不能夠感受到
[00:18:09.000 --> 00:18:11.000]  能夠
[00:18:11.000 --> 00:18:14.000]  我想聖經這裡就是要去強調一樣事情
[00:18:14.000 --> 00:18:16.000]  聖靈在我們生命裡面
[00:18:16.000 --> 00:18:19.000]  你是能夠感受到
[00:18:19.000 --> 00:18:22.000]  你是能夠經歷到
[00:18:22.000 --> 00:18:26.000]  又或者你可能看不到聖靈在哪裡
[00:18:26.000 --> 00:18:30.000]  但你是能夠去感受到
[00:18:30.000 --> 00:18:35.000]  這個就是一個風的意思
[00:18:35.000 --> 00:18:40.000]  我們對於聖靈可能你會覺得很虛無飄渺
[00:18:40.000 --> 00:18:42.000]  即是很難明白
[00:18:42.000 --> 00:18:45.000]  但你用風去理解
[00:18:45.000 --> 00:18:48.000]  你能夠明白神的工作在你生命上
[00:18:48.000 --> 00:18:50.000]  其實是怎樣
[00:18:50.000 --> 00:18:52.000]  你覺得很難嗎
[00:18:52.000 --> 00:18:55.000]  其實又會在你生命裡面動工
[00:18:55.000 --> 00:18:57.000]  我記得我自己
[00:18:57.000 --> 00:18:59.000]  其實我在信仰裡面
[00:18:59.000 --> 00:19:01.000]  跌跌撞撞
[00:19:01.000 --> 00:19:03.000]  有很多的經歷
[00:19:03.000 --> 00:19:04.000]  也有經歷改變
[00:19:04.000 --> 00:19:06.000]  有經歷很低沉
[00:19:06.000 --> 00:19:08.000]  很不開心的時候
[00:19:08.000 --> 00:19:10.000]  但我自己是有很多
[00:19:10.000 --> 00:19:13.000]  大大小小不同的改變
[00:19:13.000 --> 00:19:15.000]  我最初回教會的時候
[00:19:15.000 --> 00:19:18.000]  是我家人都看到我有改變
[00:19:18.000 --> 00:19:20.000]  你猜是什麼
[00:19:20.000 --> 00:19:23.000]  是我會早起身
[00:19:23.000 --> 00:19:26.000]  你猜不到他們覺得這麼深刻
[00:19:26.000 --> 00:19:29.000]  因為他們對我都很深刻
[00:19:29.000 --> 00:19:30.000]  就是我睡得很晚
[00:19:30.000 --> 00:19:32.000]  星期六日的時候
[00:19:32.000 --> 00:19:35.000]  接著你們都很早
[00:19:35.000 --> 00:19:39.000]  你們是有選擇的
[00:19:39.000 --> 00:19:42.000]  我那時候也是有選擇的
[00:19:42.000 --> 00:19:44.000]  自然地回教會
[00:19:44.000 --> 00:19:46.000]  很早就回去
[00:19:46.000 --> 00:19:49.000]  通常崇拜是九點多就回去
[00:19:49.000 --> 00:19:51.000]  那時候教會很小
[00:19:51.000 --> 00:19:53.000]  教會很小
[00:19:53.000 --> 00:19:57.000]  是要租借禮堂去崇拜
[00:19:57.000 --> 00:19:59.000]  租借禮堂崇拜
[00:19:59.000 --> 00:20:01.000]  其實音響都不夠你用
[00:20:01.000 --> 00:20:07.000]  所以我們是要搬音響去崇拜
[00:20:07.000 --> 00:20:12.000]  那時候小組就會輪流去做這件事情
[00:20:12.000 --> 00:20:19.000]  我那時候七點就去到搬的地方
[00:20:19.000 --> 00:20:26.000]  就拿音響器材去禮堂
[00:20:26.000 --> 00:20:28.000]  七點
[00:20:28.000 --> 00:20:29.000]  如果我沒有記錯
[00:20:29.000 --> 00:20:31.000]  七點多
[00:20:31.000 --> 00:20:32.000]  很早
[00:20:32.000 --> 00:20:35.000]  但我還是照樣去
[00:20:35.000 --> 00:20:37.000]  都可以的
[00:20:37.000 --> 00:20:41.000]  原來這個是我後來聽我家人說
[00:20:41.000 --> 00:20:44.000]  是覺得很深刻的
[00:20:44.000 --> 00:20:47.000]  我想我自己都會覺得
[00:20:47.000 --> 00:20:51.000]  為什麼會有這些改變
[00:20:51.000 --> 00:20:53.000]  有時候有些改變
[00:20:53.000 --> 00:20:59.000]  你都不知道為什麼會這樣慢慢去發生
