
[00:00:00.000 --> 00:00:04.600]  今晚是新幾年第一次崇拜
[00:11:07.000 --> 00:11:15.000]  但是每一位弟兄姊妹都要追求宣講神的信息的恩賜
[00:11:15.000 --> 00:11:17.000]  清楚了嗎?
[00:11:17.000 --> 00:11:21.000]  所以如果你有興趣,明白一點不明白一點
[00:11:21.000 --> 00:11:23.000]  我介紹給你看這本好書
[00:11:23.000 --> 00:11:25.000]  叫《聖靈論》
[00:11:25.000 --> 00:11:27.000]  不算太深的
[00:11:27.000 --> 00:11:31.000]  雖然是神學科的書,但也挺好看的
[00:11:31.000 --> 00:11:35.000]  先知講完了,那教師呢?
[00:11:35.000 --> 00:11:37.000]  教師就很容易明白了
[00:11:37.000 --> 00:11:39.000]  雖然這個字在《士徒行前》已經出現過一次
[00:11:39.000 --> 00:11:42.000]  不過「教導」這個動詞就多次出現了
[00:11:42.000 --> 00:11:45.000]  我們剛才看第十一章已經看過
[00:11:45.000 --> 00:11:50.000]  巴拿巴和蘇羅在安提亞有一年時間做什麼呢?
[00:11:50.000 --> 00:11:52.000]  教導
[00:11:52.000 --> 00:11:55.000]  安提亞的弟兄姊妹
[00:11:55.000 --> 00:11:58.000]  換言之,先知和教師都是相似
[00:11:58.000 --> 00:12:01.000]  他們就是將神的啟示和聖經的真理
[00:12:01.000 --> 00:12:05.000]  傳達、教導弟兄姊妹
[00:12:05.000 --> 00:12:09.000]  目標就是建立他們有穩固的屬靈生命
[00:12:09.000 --> 00:12:14.000]  所以弟兄姊妹,那可以怎麼實踐呢?
[00:12:14.000 --> 00:12:18.000]  你有沒有想過可以接受什麼裝備
[00:12:18.000 --> 00:12:24.000]  去幫助你追求這些屬靈恩賜呢?
[00:12:24.000 --> 00:12:28.000]  有沒有想過?
[00:12:28.000 --> 00:12:30.000]  要追求啊!
[00:12:30.000 --> 00:12:33.000]  宣講神的信息的恩賜
[00:12:33.000 --> 00:12:37.000]  可以怎麼做呢?
[00:12:37.000 --> 00:12:42.000]  提示,剛才說「傳福音的牧師和教師」
[00:12:42.000 --> 00:12:45.000]  三福是不是說得好啊?
[00:12:45.000 --> 00:12:46.000]  說得好啊!
[00:12:46.000 --> 00:12:49.000]  我不會三福部的
[00:12:49.000 --> 00:12:52.000]  還有,除了三福
[00:12:52.000 --> 00:12:56.000]  還有栽培和組長訓練
[00:12:56.000 --> 00:12:59.000]  我再說一遍,三福、栽培、組長訓練
[00:12:59.000 --> 00:13:00.000]  為什麼呢?
[00:13:00.000 --> 00:13:03.000]  因為這些是直接的傳福音
[00:13:03.000 --> 00:13:05.000]  直接的教導聖經
[00:13:05.000 --> 00:13:08.000]  直接的建立人
[00:13:08.000 --> 00:13:10.000]  直接建立人的侍奉
[00:13:10.000 --> 00:13:13.000]  這些是我們今天所有弟兄姊妹
[00:13:13.000 --> 00:13:17.000]  優先去追求屬靈的恩賜
[00:13:17.000 --> 00:13:19.000]  我不是說其他侍奉不好
[00:13:19.000 --> 00:13:22.000]  我是說你先試了這些
[00:13:22.000 --> 00:13:26.000]  優先去追求這些屬靈的恩賜
[00:13:26.000 --> 00:13:30.000]  好像不久之前就有三福三十週年
[00:13:30.000 --> 00:13:32.000]  Chris 在不在?
[00:13:32.000 --> 00:13:33.000]  三十週年,是吧?
[00:13:33.000 --> 00:13:35.000]  即是即將到三十一週年
[00:13:35.000 --> 00:13:37.000]  是,三十一週年
[00:13:37.000 --> 00:13:41.000]  想了解多一點三福就找Chris傳導
[00:13:41.000 --> 00:13:44.000]  栽培部亦即將推出新的課程
[00:13:44.000 --> 00:13:49.000]  領袖發展部亦剛剛更新了組長訓練的課程
[00:13:49.000 --> 00:13:52.000]  所以你要祈禱
[00:13:52.000 --> 00:13:56.000]  求神賜宣講神訊息的恩賜給你
[00:13:56.000 --> 00:13:58.000]  然後接受訓練
[00:13:58.000 --> 00:14:01.000]  不要只是坐在那裡祈禱
[00:14:01.000 --> 00:14:03.000]  接受這些訓練
[00:14:03.000 --> 00:14:06.000]  五月一日又有組長加油站
[00:14:06.000 --> 00:14:08.000]  如果當中有組長
[00:14:08.000 --> 00:14:09.000]  請你預留時間
[00:14:09.000 --> 00:14:12.000]  留意進一步的報告
[00:14:12.000 --> 00:14:14.000]  為你加油
[00:14:14.000 --> 00:14:18.000]  我們已經看了安提亞教會
[00:14:18.000 --> 00:14:21.000]  先知和教師對我們的意義
[00:14:21.000 --> 00:14:24.000]  這主要是學習方面
[00:14:24.000 --> 00:14:28.000]  現在我們繼續看第一節的下半節
[00:14:28.000 --> 00:14:30.000]  好,一起讀吧
[00:14:30.000 --> 00:14:34.000]  「就是巴拿巴和稱為尼潔的西緬
[00:14:34.000 --> 00:14:38.000]  古利內人路球和希律分封王
[00:14:38.000 --> 00:14:42.000]  一起長大的馬念和素羅」
[00:14:42.000 --> 00:14:45.000]  這裡一連介紹了五個人
[00:14:45.000 --> 00:14:48.000]  我們逐個看一看
[00:14:48.000 --> 00:14:50.000]  他們可能是先知
[00:14:50.000 --> 00:14:51.000]  可能是教師
[00:14:51.000 --> 00:14:53.000]  或者兩樣都是
[00:14:53.000 --> 00:14:56.000]  路加沒有說清楚
[00:14:56.000 --> 00:15:00.000]  但至少他們都是安提亞教會的領袖
[00:15:00.000 --> 00:15:04.000]  第一個人是誰呢?
[00:15:04.000 --> 00:15:05.000]  出回剛才的版本
[00:15:05.000 --> 00:15:07.000]  第一個是誰呢?
[00:15:07.000 --> 00:15:09.000]  巴拿巴
[00:15:09.000 --> 00:15:12.000]  巴拿巴原來是一個花名
[00:15:12.000 --> 00:15:14.000]  他真名是什麼呢?
[00:15:14.000 --> 00:15:17.000]  有沒有人知道?
[00:15:17.000 --> 00:15:18.000]  約瑟
[00:15:18.000 --> 00:15:19.000]  真好
[00:15:19.000 --> 00:15:20.000]  你真是很熟悉的
[00:15:20.000 --> 00:15:22.000]  我很欣賞你
[00:15:22.000 --> 00:15:24.000]  他真名叫約瑟
[00:15:24.000 --> 00:15:27.000]  在第四章其實有介紹他
[00:15:27.000 --> 00:15:29.000]  「有一個利美人名叫約瑟
[00:15:29.000 --> 00:15:32.000]  試圖稱他為巴拿巴」
[00:15:32.000 --> 00:15:34.000]  巴拿巴翻出來的意思就是
[00:15:34.000 --> 00:15:36.000]  安慰之子
[00:15:36.000 --> 00:15:38.000]  生在塞浦路斯
[00:15:38.000 --> 00:15:39.000]  他有田地
[00:15:39.000 --> 00:15:40.000]  也賣了
[00:15:40.000 --> 00:15:41.000]  把錢拿來
[00:15:41.000 --> 00:15:43.000]  放在使徒腳前
[00:15:43.000 --> 00:15:47.000]  所以巴拿巴的真名是約瑟
[00:15:47.000 --> 00:15:51.000]  只不過是使徒喜歡稱他為巴拿巴
[00:15:51.000 --> 00:15:53.000]  他有什麼特色呢?
[00:15:53.000 --> 00:15:54.000]  他熱心奉獻
[00:15:54.000 --> 00:15:55.000]  賣光他的田產
[00:15:55.000 --> 00:15:57.000]  奉獻給教會
[00:15:57.000 --> 00:15:58.000]  不止這樣
[00:15:58.000 --> 00:16:01.000]  他還是安慰之子
[00:16:01.000 --> 00:16:02.000]  跟他聊天後
[00:16:02.000 --> 00:16:03.000]  很得到安慰
[00:16:03.000 --> 00:16:07.000]  當人人都不接納初信者
[00:16:07.000 --> 00:16:08.000]  索羅的時候
[00:16:08.000 --> 00:16:10.000]  他接納
[00:16:10.000 --> 00:16:12.000]  不單止他自己接納
[00:16:12.000 --> 00:16:15.000]  他也帶他去見耶路撒冷的使徒
[00:16:15.000 --> 00:16:19.000]  令耶路撒冷的使徒都接納索羅
[00:16:19.000 --> 00:16:21.000]  當然他不是盲目接納
[00:16:21.000 --> 00:16:22.000]  他真的知道索羅
[00:16:22.000 --> 00:16:24.000]  真的相信了主
[00:16:24.000 --> 00:16:27.000]  巴拿巴對人非常包容
[00:16:27.000 --> 00:16:28.000]  很有愛心
[00:16:28.000 --> 00:16:29.000]  親和力強
[00:16:29.000 --> 00:16:32.000]  善於建立別人
[00:16:32.000 --> 00:16:35.000]  他還得到耶路撒冷教會的信任
[00:16:35.000 --> 00:16:37.000]  所以耶路撒冷教會打發他
[00:16:37.000 --> 00:16:41.000]  去安提拉關心這間新的教會
[00:16:41.000 --> 00:16:42.000]  不單止這樣
[00:16:42.000 --> 00:16:45.000]  十一章二十四字也這樣形容
[00:16:45.000 --> 00:16:49.000]  這巴拿巴原是個好人
[00:16:49.000 --> 00:16:52.000]  有沒有人形容你是好人?
[00:16:52.000 --> 00:16:54.000]  你人真好
[00:16:54.000 --> 00:16:56.000]  巴拿巴有什麼好?
[00:16:56.000 --> 00:16:58.000]  經文繼續說
[00:16:58.000 --> 00:17:02.000]  滿有聖靈和信心
[00:17:02.000 --> 00:17:05.000]  於是就有很多人歸服主
[00:17:05.000 --> 00:17:07.000]  所以他好是什麼好?
[00:17:07.000 --> 00:17:08.000]  不是他yes man
[00:17:08.000 --> 00:17:12.000]  他好是他屬靈生命好
[00:17:12.000 --> 00:17:15.000]  滿有聖靈和信心
[00:17:15.000 --> 00:17:17.000]  他又懂得法國領袖提攜後輩
[00:17:17.000 --> 00:17:19.000]  他特意走到大素
[00:17:19.000 --> 00:17:21.000]  去找索羅出來
[00:17:21.000 --> 00:17:24.000]  和他一起回安提拉教會
[00:17:24.000 --> 00:17:25.000]  去侍奉
[00:17:25.000 --> 00:17:27.000]  是不是很好?
[00:17:27.000 --> 00:17:30.000]  這位唐主人是不是很好?
[00:17:30.000 --> 00:17:32.000]  真的很好
[00:17:32.000 --> 00:17:34.000]  第二個是誰呢?
[00:17:34.000 --> 00:17:38.000]  第二個稱為尼潔的西勉
[00:17:38.000 --> 00:17:39.000]  尼潔是拉丁文
[00:17:39.000 --> 00:17:41.000]  意思是黑色
[00:17:41.000 --> 00:17:45.000]  所以他很可能是非洲黑人
[00:17:45.000 --> 00:17:47.000]  特別是北非
[00:17:47.000 --> 00:17:49.000]  西勉是猶太人的名字
[00:17:49.000 --> 00:17:52.000]  西勉在名單裡
[00:17:52.000 --> 00:17:54.000]  和古利內人路球是對應的
[00:17:54.000 --> 00:17:55.000]  是並排的
[00:17:55.000 --> 00:17:57.000]  所以多數學者都認為
[00:17:57.000 --> 00:17:59.000]  他和路球一樣
[00:17:59.000 --> 00:18:01.000]  都是非洲人
[00:18:01.000 --> 00:18:03.000]  第三位
[00:18:03.000 --> 00:18:05.000]  古利內人路球
[00:18:05.000 --> 00:18:08.000]  古利內在哪裡呢?
[00:18:08.000 --> 00:18:12.000]  就是在今天的利比亞
[00:18:12.000 --> 00:18:16.000]  即是埃及的西勉地區
[00:18:16.000 --> 00:18:21.000]  古利內原來是學術中心
[00:18:21.000 --> 00:18:23.000]  考古學家發現
[00:18:23.000 --> 00:18:26.000]  原來希臘人曾經計劃
[00:18:26.000 --> 00:18:32.000]  要將古利內打造成為非洲的雅典
[00:18:32.000 --> 00:18:35.000]  和我們今天對非洲的印象很不同
[00:18:35.000 --> 00:18:37.000]  原來是學術中心
[00:18:37.000 --> 00:18:39.000]  記不記得第十一章二十節有提過
[00:18:39.000 --> 00:18:41.000]  古利內在那裡出現過
[00:18:41.000 --> 00:18:43.000]  第十一章二十節說
[00:18:43.000 --> 00:18:47.000]  內宗有塞浦路斯和古利內人
[00:18:47.000 --> 00:18:48.000]  他們到了安提拉
[00:18:48.000 --> 00:18:53.000]  亦向希臘人傳講主耶穌的福音
[00:18:53.000 --> 00:18:57.000]  古利內人到安提拉
[00:18:57.000 --> 00:18:58.000]  向希臘人傳福音
[00:18:58.000 --> 00:19:00.000]  然後就有安提拉教會
[00:19:00.000 --> 00:19:02.000]  所以古利內路球
[00:19:02.000 --> 00:19:06.000]  其實他可能是安提拉教會的創辦人之一
[00:19:06.000 --> 00:19:08.000]  我第一個回憶
[00:19:08.000 --> 00:19:12.000]  路球是拉丁文的名字
[00:19:12.000 --> 00:19:14.000]  第四位
[00:19:14.000 --> 00:19:17.000]  第四位是誰呢?
[00:19:17.000 --> 00:19:21.000]  希律芬芳王
[00:19:21.000 --> 00:19:23.000]  希律芬芳王
[00:19:23.000 --> 00:19:25.000]  一起長大的馬廉
[00:19:25.000 --> 00:19:29.000]  芬芳王原來是一個咸頭的名字
[00:19:29.000 --> 00:19:37.000]  意思是治理領土的四分之一的官長
[00:19:37.000 --> 00:19:41.000]  這裡的希律不是上一章的希律
[00:19:41.000 --> 00:19:43.000]  這裡的希律
[00:19:43.000 --> 00:19:47.000]  全名是希律安提柏
[00:19:47.000 --> 00:19:50.000]  在路加芬有出現過
[00:19:50.000 --> 00:19:52.000]  他是誰呢?
[00:19:52.000 --> 00:19:55.000]  他是大希律的兒子
[00:19:55.000 --> 00:19:57.000]  大希律死後
[00:19:57.000 --> 00:20:01.000]  他繼承了父親四分之一的土地
[00:20:01.000 --> 00:20:04.000]  就是加利尼和比利亞
[00:20:04.000 --> 00:20:07.000]  所以你們大概猜到了
[00:20:07.000 --> 00:20:13.000]  希律安提柏屍逝若寒
[00:20:13.000 --> 00:20:16.000]  就是死在他的手上
[00:20:16.000 --> 00:20:21.000]  馬廉和希律安提柏一起長大
[00:20:21.000 --> 00:20:23.000]  一起長大這個字
[00:20:23.000 --> 00:20:29.000]  是形容有錢人的家庭領養
[00:20:29.000 --> 00:20:33.000]  領養馬廉和希律安提柏
[00:20:33.000 --> 00:20:35.000]  和他一起成長
[00:20:35.000 --> 00:20:40.000]  所以馬廉其實就是希律安提柏的非同胞兄弟
[00:20:40.000 --> 00:20:43.000]  也是大希律的乾兒子
[00:20:43.000 --> 00:20:44.000]  所以馬廉
[00:20:44.000 --> 00:20:47.000]  他本身是猶太人的名字
[00:20:47.000 --> 00:20:49.000]  是安慰者的意思
[00:20:49.000 --> 00:20:54.000]  所以馬廉由於他和分封王希律很熟
[00:20:54.000 --> 00:20:56.000]  一起長大
[00:20:56.000 --> 00:20:58.000]  所以你可以猜到
[00:20:58.000 --> 00:21:01.000]  他在社會上是一個很有地位的人
[00:21:01.000 --> 00:21:03.000]  你可以想像一下
[00:21:03.000 --> 00:21:06.000]  馬廉和希律
[00:21:06.000 --> 00:21:09.000]  大家都是讀南拔萃小學和中學的
[00:21:09.000 --> 00:21:10.000]  長大之後
[00:21:10.000 --> 00:21:11.000]  一個做了特首
[00:21:11.000 --> 00:21:13.000]  一個做了教會傳道人
[00:21:13.000 --> 00:21:17.000]  馬廉就是後者
[00:21:17.000 --> 00:21:21.000]  第五位是誰呢?
[00:21:21.000 --> 00:21:22.000]  在這個名單上
[00:21:22.000 --> 00:21:24.000]  最後一個是誰呢?
[00:21:24.000 --> 00:21:25.000]  蘇羅
[00:21:25.000 --> 00:21:28.000]  蘇羅就是猶太人的名字
[00:21:28.000 --> 00:21:32.000]  希律文的名字叫做保羅
[00:21:32.000 --> 00:21:37.000]  在第九章已經說到他的故事
[00:21:37.000 --> 00:21:40.000]  他拿著大祭司的帝報令
[00:21:40.000 --> 00:21:41.000]  要去大馬士革
