
[00:00:00.000 --> 00:00:02.000]  每次回來敬拜
[00:01:47.960 --> 00:01:50.480]  我自己在按
[00:01:50.480 --> 00:01:52.840]  上個月跟大家分享過
[00:01:52.840 --> 00:01:55.760]  但義理在生活中面對不同的處境
[00:01:55.760 --> 00:01:59.080]  今天很想跟大家看《但義》的第二章
[00:01:59.080 --> 00:02:03.480]  看看他在第二章面對一個什麼處境的時候
[00:02:03.480 --> 00:02:05.400]  他又如何回應
[00:02:05.400 --> 00:02:09.320]  如果大家忘記上個月跟大家分享了什麼
[00:02:09.320 --> 00:02:14.760]  先跟大家講解一下但義理那時處於一個什麼時期
[00:02:14.760 --> 00:02:17.480]  但義理上個月跟大家說過
[00:02:17.480 --> 00:02:20.800]  其實在過程中他正在經歷一個什麼環境
[00:02:20.800 --> 00:02:23.440]  就是正在經歷一個國破家亡的環境
[00:02:23.440 --> 00:02:27.280]  當時他們被巴比倫俘虜了
[00:02:27.280 --> 00:02:30.800]  然後巴比倫尼布格尼撒王做了一個政策
[00:02:30.800 --> 00:02:34.960]  就是他找一群有潛力的年青人
[00:02:34.960 --> 00:02:36.960]  就是一群被捕的年青人
[00:02:36.960 --> 00:02:37.840]  他做什麼呢?
[00:02:37.840 --> 00:02:40.240]  就是希望透過不同的同化政策
[00:02:40.240 --> 00:02:43.960]  希望幫他慢慢融入巴比倫的文化
[00:02:43.960 --> 00:02:45.200]  就是受訓三年
[00:02:45.200 --> 00:02:47.440]  然後他就可以為巴比倫效力
[00:02:47.440 --> 00:02:50.680]  今天我們看的經文就是第二章
[00:02:50.680 --> 00:02:52.920]  但義理面對著另一個挑戰
[00:02:52.920 --> 00:02:55.880]  我們一起看看他究竟面對著什麼環境
[00:02:55.880 --> 00:02:59.000]  很想先請大家讀完後來的經文
[00:02:59.000 --> 00:03:01.280]  比較長一點的
[00:03:01.280 --> 00:03:03.360]  我們會分開不同的部分讀
[00:03:03.360 --> 00:03:05.640]  我想邀請弟兄先讀
[00:03:05.640 --> 00:03:07.240]  我們分弟兄和姐妹讀
[00:03:07.240 --> 00:03:10.200]  先請弟兄幫我讀一到十一節
[00:03:10.200 --> 00:03:15.360]  然後姐妹幫我讀十二到二十節
[00:03:15.360 --> 00:03:17.640]  然後我會再讀二十一和二十三節
[00:03:17.640 --> 00:03:20.240]  我想先請弟兄準備起
[00:03:20.240 --> 00:03:23.440]  《郭革尼撒王》在位第二年
[00:03:23.440 --> 00:03:27.360]  他做了夢,心裡煩亂,不能睡覺
[00:03:27.360 --> 00:03:29.600]  王吩咐人將術士
[00:03:29.600 --> 00:03:33.800]  用法術的、行邪術的和迦勒底人召來
[00:03:33.800 --> 00:03:36.560]  要他們將王的夢告訴王
[00:03:36.560 --> 00:03:38.880]  他們就來站在王前
[00:03:38.880 --> 00:03:40.560]  王對他們說
[00:03:40.560 --> 00:03:43.360]  我做了一個夢,心裡煩亂
[00:03:43.360 --> 00:03:45.600]  要知道這是甚麼夢
[00:03:45.600 --> 00:03:49.040]  迦勒底人用雅蘭的言語對王說
[00:03:49.040 --> 00:03:50.360]  願王萬歲
[00:03:50.360 --> 00:03:52.480]  請將那夢告訴僕人
[00:03:52.480 --> 00:03:54.680]  僕人就可以講解
[00:03:54.680 --> 00:03:56.800]  王回答迦勒底人說
[00:03:56.800 --> 00:03:58.280]  我已經忘了
[00:03:58.280 --> 00:04:01.840]  你們若不將夢和夢的講解告訴我
[00:04:01.840 --> 00:04:03.480]  就必被凌遲
[00:04:03.480 --> 00:04:06.160]  你們的房屋必成為糞堆
[00:04:06.160 --> 00:04:08.960]  你們若將夢和夢的講解告訴我
[00:04:08.960 --> 00:04:12.360]  就必從我這裡得贈品和獎詞
[00:04:12.360 --> 00:04:13.880]  並得尊榮
[00:04:13.880 --> 00:04:14.880]  耶穌
[00:04:14.880 --> 00:04:18.080]  夢和夢的講解告訴我
[00:04:18.080 --> 00:04:20.040]  他們第二次對王說
[00:04:20.040 --> 00:04:23.640]  請將那夢告訴僕人
[00:04:23.640 --> 00:04:25.640]  僕人就可以講解
[00:04:25.640 --> 00:04:26.880]  王回答說
[00:04:26.880 --> 00:04:29.800]  我準知道你們是故意遲疑
[00:04:29.800 --> 00:04:33.200]  因你們知道夢就已經忘了
[00:04:33.200 --> 00:04:36.280]  你們若不將夢告訴我
[00:04:36.280 --> 00:04:38.080]  只有一法待你們
[00:04:38.080 --> 00:04:41.840]  因為你們預備了方言言語向我說
[00:04:41.840 --> 00:04:44.080]  要等候時勢改變
[00:04:44.080 --> 00:04:46.680]  現在你們要將夢告訴我
[00:04:46.680 --> 00:04:50.440]  因我知道你們能將夢的講解告訴我
[00:04:50.440 --> 00:04:53.320]  迦勒底人在王面前回答說
[00:04:53.320 --> 00:04:57.320]  世人沒有人將王所問的事說出來
[00:04:57.320 --> 00:05:00.600]  因為沒有君王、大臣、掌權的
[00:05:00.600 --> 00:05:03.160]  向術士或用法術的
[00:05:03.160 --> 00:05:05.920]  或迦勒底人問過這樣的事
[00:05:05.920 --> 00:05:08.040]  王所問的是甚難
[00:05:08.040 --> 00:05:10.800]  除了不與世人同居的神明
[00:05:10.800 --> 00:05:13.680]  沒有人在王面前能說出來
[00:05:13.680 --> 00:05:17.320]  我看到弟兄好像得道思讀
[00:05:17.320 --> 00:05:18.680]  我不知道弟兄好像睡了
[00:05:18.680 --> 00:05:21.200]  很想邀請姐妹跟我大聲一點
[00:05:21.200 --> 00:05:24.360]  齊整一點一起讀第十二節到第二十節
[00:05:24.360 --> 00:05:25.880]  姐妹起來了
[00:05:25.880 --> 00:05:27.080]  好,準備起
[00:05:27.560 --> 00:05:29.560]  (法文)
[00:05:29.560 --> 00:05:31.560]  (法文)
[00:05:31.560 --> 00:05:33.560]  (法文)
[00:05:33.560 --> 00:06:02.560]  (廣東話)
[00:06:02.560 --> 00:06:05.560]  (廣東話)
[00:06:05.560 --> 00:06:07.560]  (廣東話)
[00:06:07.560 --> 00:06:09.560]  (廣東話)
[00:06:09.560 --> 00:06:11.560]  (廣東話)
[00:06:11.560 --> 00:06:13.560]  (廣東話)
[00:06:13.560 --> 00:06:15.560]  (廣東話)
[00:06:15.560 --> 00:06:17.560]  (廣東話)
[00:06:17.560 --> 00:06:19.560]  (廣東話)
[00:06:19.560 --> 00:06:48.700]  (廣東話)
[00:06:48.700 --> 00:07:12.840]  (廣東話)
[00:07:12.840 --> 00:07:36.840]  (廣東話)
[00:07:36.840 --> 00:07:50.340]  (廣東話)
[00:07:50.340 --> 00:07:59.340]  (廣東話)
[00:07:59.340 --> 00:08:27.340]  (廣東話)
[00:08:27.340 --> 00:08:48.340]  (廣東話)
[00:08:48.340 --> 00:09:02.340]  (廣東話)
[00:09:02.340 --> 00:09:18.340]  (廣東話)
[00:09:18.340 --> 00:09:47.340]  (廣東話)
[00:09:47.340 --> 00:09:57.340]  (廣東話)
[00:09:57.340 --> 00:10:07.340]  (廣東話)
[00:10:07.340 --> 00:10:18.340]  (廣東話)
[00:10:18.340 --> 00:10:31.340]  (廣東話)
[00:10:31.340 --> 00:10:49.340]  (廣東話)
[00:10:49.340 --> 00:11:08.340]  (廣東話)
[00:11:08.340 --> 00:11:28.340]  (廣東話)
[00:11:28.340 --> 00:11:53.340]  (廣東話)
[00:11:53.340 --> 00:12:07.340]  (廣東話)
[00:12:07.340 --> 00:12:17.340]  (廣東話)
[00:12:17.340 --> 00:12:30.340]  (廣東話)
[00:12:30.340 --> 00:12:39.340]  (廣東話)
[00:12:39.340 --> 00:13:04.340]  (廣東話)
[00:13:04.340 --> 00:13:14.340]  (廣東話)
[00:13:14.340 --> 00:13:24.340]  (廣東話)
[00:13:24.340 --> 00:13:34.340]  (廣東話)
[00:13:34.340 --> 00:13:44.340]  (廣東話)
[00:13:44.340 --> 00:13:54.340]  (廣東話)
[00:13:54.340 --> 00:14:04.340]  (廣東話)
[00:14:04.340 --> 00:14:14.340]  (廣東話)
[00:14:14.340 --> 00:14:24.340]  (廣東話)
[00:14:24.340 --> 00:14:34.340]  (廣東話)
[00:14:34.340 --> 00:14:44.340]  (廣東話)
[00:14:44.340 --> 00:14:54.340]  (廣東話)
[00:14:54.340 --> 00:15:04.340]  (廣東話)
[00:15:04.340 --> 00:15:14.340]  (廣東話)
[00:15:14.340 --> 00:15:24.340]  (廣東話)
[00:15:24.340 --> 00:15:34.340]  (廣東話)
[00:15:34.340 --> 00:15:44.340]  (廣東話)
[00:15:44.340 --> 00:15:54.340]  (廣東話)
[00:15:54.340 --> 00:16:04.340]  (廣東話)
[00:16:04.340 --> 00:16:14.340]  (廣東話)
[00:16:14.340 --> 00:16:24.340]  (廣東話)
[00:16:24.340 --> 00:16:34.340]  (廣東話)
[00:16:34.340 --> 00:16:44.340]  (廣東話)
[00:16:44.340 --> 00:16:54.340]  (廣東話)
[00:16:54.340 --> 00:17:04.340]  (廣東話)
[00:17:04.340 --> 00:17:14.340]  (廣東話)
[00:17:14.340 --> 00:17:24.340]  (廣東話)
[00:17:24.340 --> 00:17:34.340]  (廣東話)
[00:17:34.340 --> 00:17:44.340]  (廣東話)
[00:17:44.340 --> 00:17:54.340]  (廣東話)
[00:17:54.340 --> 00:18:04.340]  (廣東話)
[00:18:04.340 --> 00:18:14.340]  (廣東話)
[00:18:14.340 --> 00:18:24.340]  (廣東話)
[00:18:24.340 --> 00:18:34.340]  (廣東話)
[00:18:34.340 --> 00:18:44.340]  (廣東話)
[00:18:44.340 --> 00:18:54.340]  (廣東話)
[00:18:54.340 --> 00:19:04.340]  (廣東話)
[00:19:04.340 --> 00:19:14.340]  (廣東話)
[00:19:14.340 --> 00:19:24.340]  (廣東話)
[00:19:24.340 --> 00:19:34.340]  (廣東話)
[00:19:34.340 --> 00:19:44.340]  (廣東話)
[00:19:44.340 --> 00:19:54.340]  (廣東話)
[00:19:54.340 --> 00:20:04.340]  (廣東話)
[00:20:04.340 --> 00:20:14.340]  (廣東話)
[00:20:14.340 --> 00:20:24.340]  (廣東話)
[00:20:24.340 --> 00:20:34.340]  (廣東話)
[00:20:34.340 --> 00:20:44.340]  (廣東話)
[00:20:44.340 --> 00:20:54.340]  (廣東話)
[00:20:54.340 --> 00:21:04.340]  (廣東話)
[00:21:04.340 --> 00:21:14.340]  (廣東話)
[00:21:14.340 --> 00:21:24.340]  (廣東話)
[00:21:24.340 --> 00:21:34.340]  (廣東話)
[00:21:34.340 --> 00:21:44.340]  (廣東話)
[00:21:44.340 --> 00:21:54.340]  (廣東話)
[00:21:54.340 --> 00:22:14.340]  (廣東話)
[00:22:14.340 --> 00:22:34.340]  (廣東話)
[00:22:34.340 --> 00:22:54.340]  (廣東話)
[00:22:54.340 --> 00:23:14.340]  (廣東話)
[00:23:14.340 --> 00:23:34.340]  (廣東話)
[00:23:34.340 --> 00:23:54.340]  (廣東話)
[00:23:54.340 --> 00:24:14.340]  (廣東話)
[00:24:14.340 --> 00:24:34.340]  (廣東話)
[00:24:34.340 --> 00:24:54.340]  (廣東話)
[00:24:54.340 --> 00:25:04.340]  (廣東話)
[00:25:04.340 --> 00:25:14.340]  (廣東話)
[00:25:14.340 --> 00:25:24.340]  (廣東話)
[00:25:24.340 --> 00:25:34.340]  (廣東話)
[00:25:34.340 --> 00:25:44.340]  (廣東話)
[00:25:44.340 --> 00:25:54.340]  (廣東話)
[00:25:54.340 --> 00:26:04.340]  (廣東話)
[00:26:04.340 --> 00:26:14.340]  (廣東話)
[00:26:14.340 --> 00:26:24.340]  (廣東話)
[00:26:24.340 --> 00:26:34.340]  (廣東話)
[00:26:34.340 --> 00:26:44.340]  (廣東話)
[00:26:44.340 --> 00:26:54.340]  (廣東話)
[00:26:54.340 --> 00:27:04.340]  (廣東話)
[00:27:04.340 --> 00:27:14.340]  (廣東話)
[00:27:14.340 --> 00:27:24.340]  (廣東話)
[00:27:24.340 --> 00:27:34.340]  (廣東話)
[00:27:34.340 --> 00:27:44.340]  (廣東話)
[00:27:44.340 --> 00:27:54.340]  (廣東話)
[00:27:54.340 --> 00:28:04.340]  (廣東話)
[00:28:04.340 --> 00:28:14.340]  (廣東話)
[00:28:14.340 --> 00:28:24.340]  (廣東話)
[00:28:24.340 --> 00:28:34.340]  (廣東話)
[00:28:34.340 --> 00:28:44.340]  (廣東話)
[00:28:44.340 --> 00:28:54.340]  (廣東話)
[00:28:54.340 --> 00:29:04.340]  (廣東話)
[00:29:04.340 --> 00:29:14.340]  (廣東話)
[00:29:14.340 --> 00:29:24.340]  (廣東話)
[00:29:24.340 --> 00:29:34.340]  (廣東話)
[00:29:34.340 --> 00:29:44.340]  (廣東話)
[00:29:44.340 --> 00:29:54.340]  (廣東話)
[00:29:54.340 --> 00:30:04.340]  (廣東話)
[00:30:04.340 --> 00:30:14.340]  (廣東話)
[00:30:14.340 --> 00:30:24.340]  (廣東話)
[00:30:24.340 --> 00:30:34.340]  (廣東話)
[00:30:34.340 --> 00:30:44.340]  (廣東話)
[00:30:44.340 --> 00:30:54.340]  (廣東話)
[00:30:54.340 --> 00:31:04.340]  (廣東話)
[00:31:04.340 --> 00:31:14.340]  (廣東話)
[00:31:14.340 --> 00:31:24.340]  (廣東話)
[00:31:24.340 --> 00:31:34.340]  (廣東話)
[00:31:34.340 --> 00:31:44.340]  (廣東話)
[00:31:44.340 --> 00:31:54.340]  (廣東話)
[00:31:54.340 --> 00:32:04.340]  (廣東話)
[00:32:04.340 --> 00:32:14.340]  (廣東話)
[00:32:14.340 --> 00:32:24.340]  (廣東話)
[00:32:24.340 --> 00:32:34.340]  (廣東話)
[00:32:34.340 --> 00:32:44.340]  (廣東話)

