
[00:00:00.000 --> 00:00:03.840]  各位在網上看直播的電影節目
[00:04:17.440 --> 00:04:19.240]  這河的分岔
[00:04:19.240 --> 00:04:21.120]  使神的城歡喜
[00:04:21.520 --> 00:04:24.520]  這城就是至高者居住的聖所
[00:04:24.520 --> 00:04:26.600]  神在其中
[00:04:26.600 --> 00:04:28.600]  神必不動搖
[00:04:28.600 --> 00:04:30.400]  道天一亮
[00:04:30.400 --> 00:04:32.400]  神必幫助這城
[00:04:32.400 --> 00:04:34.600]  外邦軒揚
[00:04:34.600 --> 00:04:36.120]  列國動搖
[00:04:36.120 --> 00:04:37.320]  神發聲
[00:04:37.320 --> 00:04:39.000]  地便融化
[00:04:39.000 --> 00:04:42.000]  萬君之耶和華與我們同在
[00:04:42.000 --> 00:04:43.520]  雅各的神
[00:04:43.520 --> 00:04:45.760]  是我們的避難所
[00:04:45.760 --> 00:04:48.120]  你們來看耶和華的作為
[00:04:48.800 --> 00:04:51.480]  看祂是地怎樣荒涼
[00:04:51.480 --> 00:04:53.200]  祂只識刀兵
[00:04:53.200 --> 00:04:54.880]  直到地極
[00:04:54.880 --> 00:04:57.680]  祂折弓斷槍
[00:04:57.680 --> 00:05:00.080]  不戰車焚燒在火中
[00:05:00.080 --> 00:05:02.200]  你們要休息
[00:05:02.200 --> 00:05:04.080]  要知道我是神
[00:05:04.080 --> 00:05:06.880]  我必在外邦中被尊崇
[00:05:06.880 --> 00:05:10.120]  在遍地上也被尊崇
[00:05:10.120 --> 00:05:13.400]  萬君之耶和華與我們同在
[00:05:13.400 --> 00:05:14.800]  雅各的神
[00:05:14.800 --> 00:05:17.080]  是我們的避難所
[00:05:17.280 --> 00:05:19.560]  讓我們一同低頭禱告
[00:05:19.560 --> 00:05:23.160]  只不過我希望上帝來到你們面前的時候
[00:05:23.160 --> 00:05:25.360]  願意透過無用的僕人
[00:05:25.360 --> 00:05:26.880]  宣講你們的信息
[00:05:26.880 --> 00:05:30.080]  成為眾頂之妹和未信的朋友
[00:05:30.080 --> 00:05:31.880]  從你而來的得力量
[00:05:31.880 --> 00:05:33.080]  讓你們知道
[00:05:33.080 --> 00:05:34.280]  你就是我們的力量
[00:05:34.280 --> 00:05:35.560]  你就是我們的高台
[00:05:35.560 --> 00:05:38.080]  你是我們患難中隨時的幫助
[00:05:38.080 --> 00:05:39.160]  如果是這樣的話
[00:05:39.160 --> 00:05:40.760]  但你今天早上這個時間
[00:05:40.760 --> 00:05:44.280]  讓我們安靜專心地仰賴你自己的名
[00:05:45.080 --> 00:05:47.280]  我們這樣望夫告奉耶穌明求
[00:05:47.280 --> 00:05:48.080]  阿們
[00:05:48.080 --> 00:05:49.360]  頂姐妹們
[00:05:49.360 --> 00:05:51.360]  當看這篇詩篇的時候
[00:05:51.360 --> 00:05:54.280]  這首是一首重讚的詩歌
[00:05:54.280 --> 00:05:56.760]  以聖聖耶路撒冷
[00:05:56.760 --> 00:05:58.480]  作為一個重讚的對象
[00:05:58.480 --> 00:05:59.600]  間接
[00:05:59.600 --> 00:06:02.080]  其實這首詩篇最終是重讚我們的天父上帝
[00:06:02.080 --> 00:06:04.960]  故稱為「錫安之國」
[00:06:04.960 --> 00:06:06.160]  留意
[00:06:06.160 --> 00:06:08.360]  這首詩篇如果我們細心看的時候
[00:06:08.360 --> 00:06:10.360]  與47、48有種連貫性
[00:06:10.360 --> 00:06:12.480]  形容神的偉大的時候
[00:06:12.480 --> 00:06:14.880]  到最終萬民景仰讚美他
[00:06:15.360 --> 00:06:17.360]  這首詩篇的內容是甚麼呢
[00:06:17.360 --> 00:06:18.360]  就是講明了
[00:06:18.360 --> 00:06:20.680]  神的確與人同在
[00:06:20.680 --> 00:06:22.560]  傳統有些人認為
[00:06:22.560 --> 00:06:26.480]  這篇詩篇是神拯救耶路撒冷脫離亞述人的手
[00:06:26.480 --> 00:06:31.360]  大概在列王紀下第18章到第19章所記載的
[00:06:31.360 --> 00:06:38.760]  猶大西西加王脫離亞述王西拿基納的入侵而帶來的危機
[00:06:38.760 --> 00:06:39.560]  不過
[00:06:39.560 --> 00:06:41.760]  如果我們細心看的時候
[00:06:42.160 --> 00:06:44.160]  這篇詩篇好像看不到這些痕跡
[00:06:44.160 --> 00:06:45.440]  講述這件歷史事件
[00:06:45.440 --> 00:06:47.240]  因為這樣的話
[00:06:47.240 --> 00:06:48.560]  無論如何
[00:06:48.560 --> 00:06:50.440]  這篇詩篇的偉大之處在於
[00:06:50.440 --> 00:06:52.360]  即使沒有歷史背景的時候
[00:06:52.360 --> 00:06:55.560]  我們有時會私人透過一生的經歷
[00:06:55.560 --> 00:06:57.440]  去體會到上帝
[00:06:57.440 --> 00:06:59.640]  那種實實在在的同在
[00:06:59.640 --> 00:07:01.640]  上帝所給予我們的能力
[00:07:01.640 --> 00:07:03.240]  因為這樣的話
[00:07:03.240 --> 00:07:06.360]  可以成為萬代同眾的一篇詩篇
[00:07:06.360 --> 00:07:08.160]  全篇詩篇分為三段
[00:07:08.160 --> 00:07:11.240]  一到三節是講述神永遠與人同在
[00:07:11.360 --> 00:07:13.360]  四到七節是指出一些事實
[00:07:13.360 --> 00:07:15.640]  的的各各在歷史當中
[00:07:15.640 --> 00:07:17.640]  神如何與石安成同在
[00:07:17.640 --> 00:07:18.640]  以致成為我們的保障
[00:07:18.640 --> 00:07:19.640]  然後最後
[00:07:19.640 --> 00:07:21.240]  八到十一節
[00:07:21.240 --> 00:07:23.640]  就講述上帝如何被高舉和尊崇
[00:07:23.640 --> 00:07:26.840]  第二段和第三段的尾段
[00:07:26.840 --> 00:07:29.040]  即是七和十一節
[00:07:29.040 --> 00:07:30.640]  你會發覺好像重覆了
[00:07:30.640 --> 00:07:34.040]  就好像我們唱詩的副歌
[00:07:34.040 --> 00:07:35.440]  重複一些東西
[00:07:35.440 --> 00:07:36.360]  成為一個訊息
[00:07:36.360 --> 00:07:37.160]  幫助我們
[00:07:37.160 --> 00:07:38.240]  留意這篇詩篇
[00:07:38.440 --> 00:07:41.520]  講明了是可拉後裔的詩
[00:07:41.520 --> 00:07:44.520]  其實詩篇中可拉後裔的詩不是很多
[00:07:44.520 --> 00:07:47.840]  不過是交給領長即是詩班長
[00:07:47.840 --> 00:07:49.840]  去頌唱去預備
[00:07:49.840 --> 00:07:53.440]  然後調用女高音
[00:07:53.440 --> 00:07:57.240]  這篇詩篇用女高音去唱頌
[00:07:57.240 --> 00:08:00.720]  剛才我們有姐妹帶領我們唱頌
[00:08:00.720 --> 00:08:05.720]  因為這樣一來這篇詩篇是頗為獨特的
[00:08:06.120 --> 00:08:09.200]  留意我剛才講的詩篇分為三大段
[00:08:09.200 --> 00:08:12.200]  第一段我們從這篇詩篇看下去
[00:08:12.200 --> 00:08:13.720]  開宗明義說
[00:08:13.720 --> 00:08:16.800]  神是我的避難所
[00:08:16.800 --> 00:08:18.400]  是我的力量
[00:08:18.400 --> 00:08:21.520]  是我的患難中隨時的幫助
[00:08:21.520 --> 00:08:22.800]  不知道你們有沒有留意
[00:08:22.800 --> 00:08:26.600]  這是一個開宗明義的宣告
[00:08:26.600 --> 00:08:29.800]  同一時間是私人
[00:08:29.800 --> 00:08:32.600]  他自己一個很強的信念
[00:08:34.120 --> 00:08:37.800]  在你人生中有沒有一個很強的信念
[00:08:37.800 --> 00:08:40.200]  人沒有信念的話
[00:08:40.200 --> 00:08:41.600]  可以隨波逐流
[00:08:41.600 --> 00:08:44.000]  可以甚麼都行
[00:08:44.000 --> 00:08:47.400]  甚至遇到困難時逃避退縮
[00:08:47.400 --> 00:08:52.000]  不過開宗明義時宣告了一個事實
[00:08:52.000 --> 00:08:53.400]  神是一個怎樣的神
[00:08:53.400 --> 00:08:56.000]  如果我們細心看
[00:08:56.000 --> 00:08:57.600]  這裡總共有三個形容詞
[00:08:57.600 --> 00:09:00.400]  第一告訴我們這個神是誰
[00:09:00.400 --> 00:09:03.000]  和私人和他的關係
[00:09:03.800 --> 00:09:04.600]  我們先看看
[00:09:04.600 --> 00:09:07.800]  第一是神是他的避難所
[00:09:07.800 --> 00:09:09.000]  甚麼是避難所呢?
[00:09:09.000 --> 00:09:10.600]  避難所是一個保護
[00:09:10.600 --> 00:09:12.200]  一個遮蔽的地方
[00:09:12.200 --> 00:09:14.800]  當我們在危險時
[00:09:14.800 --> 00:09:16.600]  神會提供一個避孕給我們
[00:09:16.600 --> 00:09:19.000]  第二是力量
[00:09:19.000 --> 00:09:21.600]  力量的意思是
[00:09:21.600 --> 00:09:23.400]  當我們面對危險困難時
[00:09:23.400 --> 00:09:27.400]  神會給予我們力量和勇氣去面對
[00:09:27.400 --> 00:09:28.600]  我們不是去逃避
[00:09:28.600 --> 00:09:31.200]  有時在我們人生中
[00:09:31.200 --> 00:09:33.200]  我們面對這麼多艱難時
[00:09:33.200 --> 00:09:34.800]  我們也很想逃避
[00:09:34.800 --> 00:09:36.800]  我們也不想面對
[00:09:36.800 --> 00:09:38.600]  第三是甚麼呢?
[00:09:38.600 --> 00:09:42.000]  就是我們在患難中隨時的幫助
[00:09:42.000 --> 00:09:45.000]  人生中我們難以避免
[00:09:45.000 --> 00:09:47.200]  會面對困難、患難
[00:09:47.200 --> 00:09:48.400]  然而聖經告訴我們
[00:09:48.400 --> 00:09:51.000]  神是我們隨時的幫助
[00:09:51.000 --> 00:09:52.200]  甚麼是隨時的幫助呢?
[00:09:52.200 --> 00:09:53.600]  即刻可以有的
[00:09:53.600 --> 00:09:56.800]  我們有時一有問題
[00:09:56.800 --> 00:09:59.000]  例如我們立水泡救生圈
[00:09:59.000 --> 00:10:01.000]  但原來上帝隨時在
[00:10:01.400 --> 00:10:02.800]  這就成為我們幫助
[00:10:02.800 --> 00:10:05.400]  隨時的幫助有證明可靠的意思
[00:10:05.400 --> 00:10:07.400]  即是你一靠祂的時候
[00:10:07.400 --> 00:10:08.400]  祂就立即可以了
[00:10:08.400 --> 00:10:13.400]  如果神既然幫助及時可靠的時候
[00:10:13.400 --> 00:10:14.800]  先人告訴你
[00:10:14.800 --> 00:10:16.400]  祂不怕
[00:10:16.400 --> 00:10:18.000]  不怕到甚麼地步呢?
[00:10:18.000 --> 00:10:19.600]  然後祂就說了
[00:10:19.600 --> 00:10:21.600]  在第二和第三節說了甚麼呢?
[00:10:21.600 --> 00:10:22.800]  祂就告訴我們
[00:10:22.800 --> 00:10:24.800]  所以地須改變
[00:10:24.800 --> 00:10:27.200]  山須搖動到海深
[00:10:27.200 --> 00:10:29.600]  其中的水攀崑翻騰
[00:10:29.800 --> 00:10:32.400]  山須因海漲而顫抖
[00:10:32.400 --> 00:10:35.400]  我們也不害怕
[00:10:35.400 --> 00:10:39.000]  這件事先人列舉了一些處境
[00:10:39.000 --> 00:10:41.800]  處境是甚麼呢?
[00:10:41.800 --> 00:10:45.200]  即是即使有
[00:10:45.200 --> 00:10:46.000]  有甚麼呢?
[00:10:46.000 --> 00:10:50.000]  即使大地會震動
[00:10:50.000 --> 00:10:52.800]  群山會崩塌入海洋而深處
[00:10:52.800 --> 00:10:55.000]  就好像我們看湯家的火山
[00:10:55.000 --> 00:10:57.800]  原本有兩個小島
[00:10:58.200 --> 00:11:00.400]  久而久之因為火山發展的時候
[00:11:00.400 --> 00:11:02.200]  成為了陸地
[00:11:02.200 --> 00:11:03.800]  將兩個島連在一起
[00:11:03.800 --> 00:11:06.400]  當海山爆發的時候
[00:11:06.400 --> 00:11:07.200]  砰一聲
[00:11:07.200 --> 00:11:11.000]  這兩個島中間的部分消失了
[00:11:11.000 --> 00:11:13.400]  原本有兩個島
[00:11:13.400 --> 00:11:15.800]  那兩個島都變成很小的地方露出來
[00:11:15.800 --> 00:11:19.000]  你會發覺那種力量是很可怕
[00:11:19.000 --> 00:11:20.200]  換句話說
[00:11:20.200 --> 00:11:21.200]  崩塌
[00:11:21.200 --> 00:11:25.600]  而先人說任憑海浪攀崑翻騰的時候
[00:11:25.800 --> 00:11:28.200]  山面因為波濤洶湧而搖動
[00:11:28.200 --> 00:11:31.200]  地震的時候那種搖動
[00:11:31.200 --> 00:11:32.800]  如果你看影片
[00:11:32.800 --> 00:11:34.800]  可能我們香港人很少接觸地震
[00:11:34.800 --> 00:11:37.800]  但如果你有去過台灣、日本
[00:11:37.800 --> 00:11:39.800]  甚至菲律賓等地
[00:11:39.800 --> 00:11:41.000]  地震比較多的時候
[00:11:41.000 --> 00:11:42.600]  你會感受到那種搖動
[00:11:42.600 --> 00:11:44.600]  那時候你會很害怕
[00:11:44.600 --> 00:11:46.000]  把東西摔下來摔傷自己
[00:11:46.000 --> 00:11:51.200]  而先人說山水因海漲而顫抖而搖動的時候
[00:11:51.200 --> 00:11:53.400]  先人告訴我們
[00:11:53.400 --> 00:11:54.800]  他也不害怕
[00:11:55.200 --> 00:11:57.000]  即使面對這種情況
[00:11:57.000 --> 00:11:59.000]  他也不會害怕
[00:11:59.000 --> 00:12:01.600]  攀崑的意思是什麼呢
[00:12:01.600 --> 00:12:03.000]  就是大聲
[00:12:03.000 --> 00:12:05.400]  好像咆哮一樣很喧鬧
[00:12:05.400 --> 00:12:08.200]  翻騰有很擾亂各方面的意思
[00:12:08.200 --> 00:12:11.400]  先人告訴我們
[00:12:11.400 --> 00:12:14.000]  他認識到神
[00:12:14.000 --> 00:12:17.200]  是祂的避難所
[00:12:17.200 --> 00:12:19.600]  是祂的力量
[00:12:19.600 --> 00:12:24.800]  是祂的隨時幫助
[00:12:25.200 --> 00:12:27.600]  今天不知道你對上帝有多少認識
[00:12:27.600 --> 00:12:28.800]  先人就很認識
[00:12:28.800 --> 00:12:30.400]  因為他認識的緣故的時候
[00:12:30.400 --> 00:12:31.800]  他是不怕
[00:12:31.800 --> 00:12:37.600]  我不知道當很多人去超級市場搶購糧食
[00:12:37.600 --> 00:12:40.800]  又或者去到
[00:12:40.800 --> 00:12:43.400]  真的去趕很多東西的時候
[00:12:43.400 --> 00:12:45.800]  你會不會很擔心自己買少了東西
[00:12:45.800 --> 00:12:47.600]  死了接下來這件事會餓壞
[00:12:47.600 --> 00:12:49.400]  你擔心我明白
[00:12:49.400 --> 00:12:50.600]  我知道是正常的
[00:12:50.600 --> 00:12:51.800]  一般人都會有
[00:12:52.800 --> 00:12:55.000]  不過我們有多可
[00:12:55.000 --> 00:12:57.200]  去禱告、仰望天父上帝
[00:12:57.200 --> 00:12:59.800]  你會去超級市場買東西的時候都會祈禱
[00:12:59.800 --> 00:13:01.800]  天父帶你去買什麼
[00:13:01.800 --> 00:13:05.600]  當我細心去超級市場的時候
[00:13:05.600 --> 00:13:07.800]  其實我不是很關心我能不能買東西
[00:13:07.800 --> 00:13:09.600]  買了必需的東西
[00:13:09.600 --> 00:13:10.800]  有了沒有就算了
[00:13:10.800 --> 00:13:14.400]  不過我很留心留意那些人的面孔
[00:13:14.400 --> 00:13:16.800]  那種的懼怕
[00:13:16.800 --> 00:13:18.000]  那種的徬徨
[00:13:18.000 --> 00:13:19.000]  那種的擔憂
[00:13:19.000 --> 00:13:21.400]  那種的眼神
[00:13:22.400 --> 00:13:25.000]  好像對很多前面的東西是不清楚
[00:13:25.000 --> 00:13:27.200]  不了解、不明白
[00:13:27.200 --> 00:13:28.000]  或者不知道的時候
[00:13:28.000 --> 00:13:29.600]  以至於一種很憂心
[00:13:29.600 --> 00:13:31.800]  但是詩人說
[00:13:31.800 --> 00:13:35.600]  即使面對這些很可怕、很恐怖的局面的時候
[00:13:35.600 --> 00:13:36.800]  他都不怕
[00:13:36.800 --> 00:13:40.600]  是因為他認識到神
[00:13:40.600 --> 00:13:44.400]  是他患難中的隨時的幫助
[00:13:44.400 --> 00:13:45.600]  聽著
[00:13:45.600 --> 00:13:47.800]  這個很講我們跟上帝的關係
[00:13:47.800 --> 00:13:50.400]  我們認識上帝不是頭腦知識
[00:13:50.400 --> 00:13:51.400]  是呀!是呀!聖經這樣說
[00:13:51.400 --> 00:13:52.600]  不過好像跟我沒有關係
[00:13:52.600 --> 00:13:53.800]  去到生活裡面的東西
[00:13:53.800 --> 00:13:55.400]  是另一個世界、另一回事
[00:13:55.400 --> 00:13:56.400]  今天
[00:13:56.400 --> 00:13:57.400]  頂尖的朋友
[00:13:57.400 --> 00:13:58.800]  當你面對一切的時候
[00:13:58.800 --> 00:14:01.400]  你有沒有對上帝一種很深切的關係
[00:14:01.400 --> 00:14:02.600]  以至你認識上帝
[00:14:02.600 --> 00:14:04.600]  從這個認識裡面的時候
[00:14:04.600 --> 00:14:05.600]  你很肯定的東西
[00:14:05.600 --> 00:14:07.000]  你遇到什麼難處
[00:14:07.000 --> 00:14:08.000]  你都不需要怕
[00:14:08.000 --> 00:14:09.800]  所以因為開宗明義的時候
[00:14:09.800 --> 00:14:11.600]  這是一個宣告
[00:14:11.600 --> 00:14:15.600]  這個成不成為你人生的一個信念
[00:14:15.600 --> 00:14:18.800]  成不成為你一個的幫助
[00:14:19.400 --> 00:14:21.400]  以至你面對任何的困難
[00:14:21.400 --> 00:14:23.400]  你都是有把握
[00:14:23.400 --> 00:14:24.400]  因為知道
[00:14:24.400 --> 00:14:25.600]  祂是你的力量
[00:14:25.600 --> 00:14:26.800]  是你隨時的幫助
[00:14:26.800 --> 00:14:28.600]  給你力量去面對每一個難處
[00:14:28.600 --> 00:14:31.000]  你有能力去跨過這一切
[00:14:31.000 --> 00:14:32.800]  留意到第二點的時候
[00:14:32.800 --> 00:14:36.200]  雖然面對山、地、海
[00:14:36.200 --> 00:14:37.400]  那種急劇的變化
[00:14:37.400 --> 00:14:38.400]  那種搖動
[00:14:38.400 --> 00:14:42.000]  這是一個驚天的變化
[00:14:42.000 --> 00:14:44.400]  但同一時間
[00:14:44.400 --> 00:14:46.000]  雖然面對另一個處境是什麼
[00:14:46.000 --> 00:14:48.400]  祂所身處的城市
[00:14:48.800 --> 00:14:49.800]  身處的城市
[00:14:49.800 --> 00:14:52.800]  是被眾多的敵人包圍
[00:14:52.800 --> 00:14:56.200]  不知道哪個時候被敵人攻陷了
[00:14:56.200 --> 00:14:58.600]  感覺就像地動山搖
[00:14:58.600 --> 00:15:00.600]  海嘯殺到來的那種感覺
[00:15:00.600 --> 00:15:01.600]  那種恐慌
[00:15:01.600 --> 00:15:04.600]  因為感染的時候
[00:15:04.600 --> 00:15:05.200]  你發覺有件事
[00:15:05.200 --> 00:15:06.200]  到了第四節的時候
[00:15:06.200 --> 00:15:07.600]  整篇的詩篇
[00:15:07.600 --> 00:15:09.800]  好像印了另外一個調子
[00:15:09.800 --> 00:15:11.800]  另外一個調子
[00:15:11.800 --> 00:15:14.800]  所以勾畫了一個很強烈的對比
[00:15:14.800 --> 00:15:16.400]  一個很強烈的對比
[00:15:16.800 --> 00:15:18.800]  這篇詩人指出的時候說
[00:15:18.800 --> 00:15:19.800]  有一道河
[00:15:19.800 --> 00:15:21.800]  這個河分叉
[00:15:21.800 --> 00:15:23.800]  是在神的城歡喜
[00:15:23.800 --> 00:15:27.800]  這個城就是至高者居住的聖所
[00:15:27.800 --> 00:15:29.800]  留意到這裡
[00:15:29.800 --> 00:15:30.800]  河的分叉是指什麼?
[00:15:30.800 --> 00:15:31.800]  是眾數
[00:15:31.800 --> 00:15:32.800]  即是分支的分流
[00:15:32.800 --> 00:15:34.800]  然後
[00:15:34.800 --> 00:15:38.800]  意思是很多河流經過這個城市
[00:15:38.800 --> 00:15:39.800]  滋潤著它
[00:15:39.800 --> 00:15:41.400]  我們今天知道
[00:15:41.400 --> 00:15:43.800]  一個城市如果有河流傍著
[00:15:43.800 --> 00:15:44.800]  是它的優勢
[00:15:45.800 --> 00:15:47.800]  起碼交通運輸發達
[00:15:47.800 --> 00:15:51.800]  很多時候很容易發展經濟
[00:15:51.800 --> 00:15:55.800]  我們知道今天很多的城市
[00:15:55.800 --> 00:15:57.800]  都是在河流那裡
[00:15:57.800 --> 00:15:58.800]  譬如倫敦市
[00:15:58.800 --> 00:16:01.800]  譬如是我們中國的上海
[00:16:01.800 --> 00:16:02.800]  武漢市
[00:16:02.800 --> 00:16:04.800]  然後有很多很多地方
[00:16:04.800 --> 00:16:06.800]  感染的時候交通發達
[00:16:06.800 --> 00:16:07.800]  很繁榮的
[00:16:07.800 --> 00:16:10.800]  甚至可以有很多的水分
[00:16:10.800 --> 00:16:12.800]  供應農業的生長發展
[00:16:13.800 --> 00:16:15.800]  有感染的人
[00:16:15.800 --> 00:16:17.800]  都因為感染而安居樂業
[00:16:17.800 --> 00:16:19.800]  不過留意
[00:16:19.800 --> 00:16:20.800]  如果細心清理的時候
[00:16:20.800 --> 00:16:21.800]  你會知道一件事
[00:16:21.800 --> 00:16:24.800]  我們對聖經有一定的認識的時候
[00:16:24.800 --> 00:16:25.800]  你知道一件事
[00:16:25.800 --> 00:16:27.800]  在耶路撒冷那裡
[00:16:27.800 --> 00:16:28.800]  沒有河流
[00:16:28.800 --> 00:16:30.800]  為什麼?
[00:16:30.800 --> 00:16:33.800]  因為耶路撒冷在石安山上
[00:16:33.800 --> 00:16:34.800]  石安山上
[00:16:34.800 --> 00:16:35.800]  如果在山上
[00:16:35.800 --> 00:16:36.800]  怎麼會有河流
[00:16:36.800 --> 00:16:37.800]  河流通常
[00:16:37.800 --> 00:16:38.800]  城市在下游
[00:16:38.800 --> 00:16:41.800]  就會有水從上而下的供應
[00:16:42.800 --> 00:16:45.800]  如果一個城市
[00:16:45.800 --> 00:16:47.800]  沒有河水
[00:16:47.800 --> 00:16:48.800]  沒有河流經過
[00:16:48.800 --> 00:16:49.800]  滋潤灌溉的時候
