
[00:00:00.000 --> 00:00:03.320]  今天我講到的題目是
[00:02:37.800 --> 00:02:41.400]  祢是各位治平安死因的上帝
[00:02:41.400 --> 00:02:44.000]  用我們今天透過經文
[00:02:44.000 --> 00:02:47.000]  去經歷你就是一位這樣的神
[00:02:47.000 --> 00:02:48.800]  願你與我們說話
[00:02:48.800 --> 00:02:50.200]  我們這樣祈禱交託
[00:02:50.200 --> 00:02:52.200]  奉耶穌基督名祈求
[00:02:52.200 --> 00:02:54.200]  阿們
[00:02:54.200 --> 00:02:56.800]  講解一下背景
[00:02:56.800 --> 00:02:59.200]  這段經文之前發生了什麼事呢?
[00:02:59.200 --> 00:03:01.800]  原來當時的埃及王法老
[00:03:01.800 --> 00:03:02.800]  發了一個夢
[00:03:02.800 --> 00:03:05.600]  但沒有人能夠解
[00:03:05.600 --> 00:03:07.800]  後來服侍他的一個官員
[00:03:07.800 --> 00:03:08.800]  叫做酒正
[00:03:08.800 --> 00:03:11.400]  當然是一個高級的官員
[00:03:11.400 --> 00:03:12.800]  他記起了
[00:03:12.800 --> 00:03:14.200]  酒正他記起了
[00:03:14.200 --> 00:03:16.000]  他曾經坐牢的時候
[00:03:16.000 --> 00:03:17.600]  認識了一個少年人
[00:03:17.600 --> 00:03:18.800]  他叫做約瑟
[00:03:18.800 --> 00:03:21.000]  這個少年人曾經幫助過
[00:03:21.000 --> 00:03:23.800]  酒正這個高官去解夢
[00:03:23.800 --> 00:03:25.800]  回想起來
[00:03:25.800 --> 00:03:26.800]  找約瑟
[00:03:26.800 --> 00:03:29.800]  從監獄裡釋放約瑟
[00:03:29.800 --> 00:03:32.600]  去到法老面前幫助法老解夢
[00:03:32.600 --> 00:03:35.400]  果然約瑟解得很好
[00:03:35.400 --> 00:03:38.800]  法老和他的神僕都鼓掌
[00:03:38.800 --> 00:03:40.200]  甚至法老說
[00:03:40.200 --> 00:03:41.800]  約瑟這個人有神的靈
[00:03:41.800 --> 00:03:43.400]  是同在的人
[00:03:43.400 --> 00:03:47.000]  還委任他當時的宰相
[00:03:47.000 --> 00:03:49.800]  管理整個埃及地
[00:03:49.800 --> 00:03:51.200]  來到今天的經文
[00:03:51.200 --> 00:03:53.000]  就是講到約瑟
[00:03:53.000 --> 00:03:54.800]  真的當了宰相
[00:03:54.800 --> 00:03:56.400]  在一人之下
[00:03:56.400 --> 00:03:59.600]  萬人之上的時候
[00:03:59.600 --> 00:04:02.800]  當時他30歲
[00:04:02.800 --> 00:04:05.600]  聖經特別提及他的歲數
[00:04:05.600 --> 00:04:07.600]  不是一件偶然的事
[00:04:07.600 --> 00:04:09.800]  我不知道大家對聖經熟不熟悉
[00:04:09.800 --> 00:04:11.200]  有沒有印象
[00:04:11.200 --> 00:04:14.600]  其實約瑟小時候很慘
[00:04:14.600 --> 00:04:18.000]  他小時候被哥哥賣掉
[00:04:18.000 --> 00:04:21.000]  被米顛的商人淪落到埃及
[00:04:21.000 --> 00:04:25.400]  還記得約瑟被賣的時候是多少歲嗎
[00:04:25.400 --> 00:04:27.000]  17歲
[00:04:27.000 --> 00:04:30.000]  即是說他17歲被賣
[00:04:30.000 --> 00:04:31.400]  到現在30歲
[00:04:31.400 --> 00:04:33.000]  即是有多少年
[00:04:33.000 --> 00:04:35.200]  這些只是小學生的題目
[00:04:35.200 --> 00:04:37.200]  即是13年
[00:04:37.200 --> 00:04:39.800]  嘩 13年
[00:04:39.800 --> 00:04:43.600]  在一個不短的時間
[00:04:43.600 --> 00:04:48.000]  不知道約瑟這13年是怎樣過的
[00:04:48.000 --> 00:04:50.400]  約瑟他17歲的時候
[00:04:50.400 --> 00:04:54.800]  因為他的哥哥侮辱他
[00:04:54.800 --> 00:04:57.000]  因為爸爸偏心於約瑟
[00:04:57.000 --> 00:05:00.400]  就賣了他給米顛的商人
[00:05:00.400 --> 00:05:02.000]  本來想殺了他
[00:05:02.000 --> 00:05:04.400]  不過最後還是賣了他
[00:05:04.400 --> 00:05:06.000]  接著再轉手
[00:05:06.000 --> 00:05:09.200]  賣了他給法老的一個官
[00:05:09.200 --> 00:05:12.000]  就是護衛長波提弗
[00:05:12.000 --> 00:05:14.400]  在波提弗的家做奴隸
[00:05:14.400 --> 00:05:16.600]  不過上帝很祝福他
[00:05:16.600 --> 00:05:19.000]  他做奴隸做得非常出色
[00:05:19.000 --> 00:05:22.000]  護衛長波提弗很看得起他
[00:05:22.000 --> 00:05:24.600]  給他所有的東西去打理
[00:05:24.600 --> 00:05:25.800]  誰知
[00:05:25.800 --> 00:05:29.000]  波提弗的老婆見到約瑟帥
[00:05:29.000 --> 00:05:30.600]  就勾引他
[00:05:30.600 --> 00:05:33.000]  約瑟當然拒絕他
[00:05:33.000 --> 00:05:34.800]  他是小鮮肉
[00:05:34.800 --> 00:05:36.200]  怎可以這樣做
[00:05:36.200 --> 00:05:37.400]  糟蹋了他的人生
[00:05:37.400 --> 00:05:38.400]  當然不是的
[00:05:38.400 --> 00:05:39.400]  聖經沒有這樣說
[00:05:39.400 --> 00:05:40.200]  聖經說的是
[00:05:40.200 --> 00:05:42.200]  因為約瑟不想得罪神
[00:05:42.200 --> 00:05:46.000]  所以拒絕了主母的勾引
[00:05:46.000 --> 00:05:49.200]  誰知主母反過來冤枉他
[00:05:49.200 --> 00:05:50.800]  說約瑟勾引他
[00:05:50.800 --> 00:05:54.400]  結果約瑟坐牢
[00:05:54.400 --> 00:05:57.600]  不過約瑟在牢裡認識了兩個人
[00:05:57.600 --> 00:05:59.000]  一個叫酒正
[00:05:59.000 --> 00:06:00.800]  剛才提過的高官
[00:06:00.800 --> 00:06:02.600]  還有一個叫善長
[00:06:02.600 --> 00:06:04.200]  約瑟見他們很仇
[00:06:04.200 --> 00:06:05.400]  關心他們
[00:06:05.400 --> 00:06:07.000]  還幫他們解夢
[00:06:07.000 --> 00:06:10.600]  後來這位酒正成功恢復職位
[00:06:10.600 --> 00:06:14.800]  不過他忘記了約瑟幫過他這麼大的忙
[00:06:14.800 --> 00:06:16.400]  直到兩年後
[00:06:16.400 --> 00:06:19.400]  法老做了一個很難解的夢
[00:06:19.400 --> 00:06:22.000]  這位酒正才想起約瑟
[00:06:22.000 --> 00:06:25.600]  叫約瑟出牢幫忙解夢
[00:06:25.600 --> 00:06:29.200]  其實約瑟的人生挺苦的
[00:06:29.200 --> 00:06:31.200]  如果你看回這十三年
[00:06:31.200 --> 00:06:33.200]  還很倒楣
[00:06:33.200 --> 00:06:34.800]  真的有一種
[00:06:34.800 --> 00:06:38.000]  我想起一個韓劇叫《苦盡甘來遇見你》
[00:06:38.000 --> 00:06:40.800]  很有苦盡甘來遇見你的感覺
[00:06:40.800 --> 00:06:41.800]  是IU做的
[00:06:41.800 --> 00:06:44.000]  我是懂得韓文的
[00:06:44.000 --> 00:06:47.600]  你們幫我跟那個Tick Claire的目者說
[00:06:47.600 --> 00:06:50.400]  澄清一下
[00:06:50.400 --> 00:06:54.200]  我看到約瑟就想起這部電影
[00:06:54.200 --> 00:06:59.200]  這個女主角差點要跟一個不喜歡的男人結婚
[00:06:59.200 --> 00:07:00.600]  可不可以這樣劇透
[00:07:00.600 --> 00:07:02.800]  可能你們看完
[00:07:02.800 --> 00:07:07.400]  終於拒絕了這場婚姻
[00:07:07.400 --> 00:07:11.600]  跟自己喜愛的男人私奔
[00:07:11.600 --> 00:07:14.800]  誰知道私奔的時候又被人騙了錢
[00:07:14.800 --> 00:07:17.000]  終於最後結婚了
[00:07:17.000 --> 00:07:18.200]  生了孩子
[00:07:18.200 --> 00:07:20.800]  誰知道一場風雨
[00:07:20.800 --> 00:07:23.200]  小孩子死了
[00:07:23.200 --> 00:07:25.800]  捱到女兒長大了
[00:07:25.800 --> 00:07:28.800]  誰知道二兒子又犯事
[00:07:28.800 --> 00:07:30.800]  捱到生意成功了
[00:07:30.800 --> 00:07:33.000]  誰知道老公又患病
[00:07:33.000 --> 00:07:36.200]  很多不幸出現在他的人生
[00:07:36.200 --> 00:07:38.000]  我跟約瑟都挺相似
[00:07:38.000 --> 00:07:40.000]  都不是很容易
[00:07:40.000 --> 00:07:41.800]  好像一關一關
[00:07:41.800 --> 00:07:43.200]  很多難關
[00:07:43.200 --> 00:07:46.000]  過完一關又要面對另一關
[00:07:46.000 --> 00:07:49.000]  很多不幸出現了
[00:07:49.000 --> 00:07:51.200]  很多的艱難過了
[00:07:51.200 --> 00:07:55.200]  誰知道又遇上另一個不幸
[00:07:55.200 --> 00:07:57.200]  不過終於來到今天
[00:07:57.200 --> 00:08:00.200]  約瑟真的苦盡甘來
[00:08:00.200 --> 00:08:04.200]  他今天成為埃及的宰相
[00:08:04.200 --> 00:08:07.200]  在法老面前巡行埃及地
[00:08:07.200 --> 00:08:13.200]  代表著約瑟掌權和地位的提升
[00:08:13.200 --> 00:08:18.200]  他是代表著法老巡視整個埃及地
[00:08:18.200 --> 00:08:20.600]  而在埃及地所發生的事
[00:08:20.600 --> 00:08:23.200]  就和約瑟所解的夢一樣
[00:08:23.200 --> 00:08:25.200]  埃及地大豐收
[00:08:25.200 --> 00:08:27.200]  多不勝數
[00:08:27.200 --> 00:08:31.200]  多到海邊的沙無法計算
[00:08:31.200 --> 00:08:33.200]  數也數不盡
[00:08:33.200 --> 00:08:37.200]  我們看這句話就沒什麼感覺
[00:08:37.200 --> 00:08:39.800]  但是對以色列人來說
[00:08:39.800 --> 00:08:42.200]  這句話是很powerful的說話
[00:08:42.200 --> 00:08:45.200]  海邊的沙無法計算
[00:08:45.200 --> 00:08:47.200]  數也數不清
[00:08:47.200 --> 00:08:49.200]  其實這句話是很powerful的
[00:08:49.200 --> 00:08:50.200]  為什麼這麼說
[00:08:50.200 --> 00:08:55.200]  因為這句話是上帝對阿伯拉罕說過的
[00:08:55.200 --> 00:08:57.200]  在《創世紀》的22章17節
[00:08:57.200 --> 00:08:59.200]  上帝這樣和阿伯拉罕說
[00:08:59.200 --> 00:09:02.200]  「我必多多次呼吸你
[00:09:02.200 --> 00:09:05.200]  我必使你的後裔大大增多
[00:09:05.200 --> 00:09:08.200]  如同天上的星海邊的沙
[00:09:08.200 --> 00:09:11.200]  你的後裔必得受敵的成活」
[00:09:11.200 --> 00:09:15.200]  說的是一個神的應許
[00:09:15.200 --> 00:09:17.200]  一個蒙福的標記
[00:09:17.200 --> 00:09:20.200]  上帝應許阿伯拉罕的祝福
[00:09:20.200 --> 00:09:22.200]  今天臨到藥室
[00:09:22.200 --> 00:09:28.200]  相信不單單因為藥室是阿伯拉罕的後裔這麼簡單
[00:09:28.200 --> 00:09:29.200]  我更加相信
[00:09:29.200 --> 00:09:31.200]  甚至更重要的是
[00:09:31.200 --> 00:09:34.200]  藥室是一個敬畏神的人
[00:09:34.200 --> 00:09:37.200]  他沒有離棄上帝
[00:09:37.200 --> 00:09:41.200]  當他被賣、淪落到做奴隸
[00:09:41.200 --> 00:09:43.200]  他沒有自暴自棄
[00:09:43.200 --> 00:09:46.200]  他仍然很努力在工作中
[00:09:46.200 --> 00:09:49.200]  就算被他的主母勾引
[00:09:49.200 --> 00:09:53.200]  他因著敬畏神一口拒絕
[00:09:53.200 --> 00:09:55.200]  後來成為階下囚
[00:09:55.200 --> 00:09:56.200]  他也沒有埋怨
[00:09:56.200 --> 00:10:01.200]  甚至他願意去關心同囚的那兩個人
[00:10:01.200 --> 00:10:06.200]  之後就算被酒精忘記了幫過他也好
[00:10:06.200 --> 00:10:08.200]  做完好人被人忘記了也好
[00:10:08.200 --> 00:10:11.200]  他也沒有一個要報復的心
[00:10:11.200 --> 00:10:16.200]  其實藥室真的有很多理由去自暴自棄
[00:10:16.200 --> 00:10:21.200]  他可以選擇放棄或放縱
[00:10:21.200 --> 00:10:23.200]  如果我是藥室
[00:10:23.200 --> 00:10:26.200]  我的人生這麼倒楣
[00:10:26.200 --> 00:10:28.200]  這麼多不幸
[00:10:28.200 --> 00:10:31.200]  為什麼我還要持守信仰
[00:10:31.200 --> 00:10:34.200]  拜我去埃及的那群人
[00:10:34.200 --> 00:10:37.200]  都是信耶和華的人
[00:10:37.200 --> 00:10:40.200]  我現在也在埃及
[00:10:40.200 --> 00:10:43.200]  也不在迦南地
[00:10:43.200 --> 00:10:47.200]  既然耶和華也信不過
[00:10:47.200 --> 00:10:50.200]  他還要是迦南的神
[00:10:50.200 --> 00:10:55.200]  今天我大可以有很多理由放棄這個信仰
[00:10:55.200 --> 00:10:58.200]  改信埃及的神
[00:10:58.200 --> 00:11:02.200]  不過藥室他沒有離棄過上帝
[00:11:02.200 --> 00:11:05.200]  沒有放棄信仰
[00:11:05.200 --> 00:11:07.200]  藥室他很看重上帝
[00:11:07.200 --> 00:11:10.200]  他持守敬畏神的心
[00:11:10.200 --> 00:11:13.200]  當藥室有敬畏神的心的時候
[00:11:13.200 --> 00:11:16.200]  他擇善固執
[00:11:16.200 --> 00:11:18.200]  我不知道擇善固執這個字
[00:11:18.200 --> 00:11:20.200]  你知不知道什麼意思
[00:11:20.200 --> 00:11:22.200]  我在AI那裡找到
[00:11:22.200 --> 00:11:23.200]  不是AI Google的
[00:11:23.200 --> 00:11:25.200]  Google的AI這樣解釋
[00:11:25.200 --> 00:11:30.200]  擇善固執的意思是指選擇了好的正確的事
[00:11:30.200 --> 00:11:32.200]  就要堅持不懈
[00:11:32.200 --> 00:11:35.200]  他出自這個禮記的中庸
[00:11:35.200 --> 00:11:36.200]  其實我不太清楚是什麼
[00:11:36.200 --> 00:11:38.200]  不過無論如何最重要的是什麼
[00:11:38.200 --> 00:11:40.200]  最重要的是
[00:11:40.200 --> 00:11:43.200]  做一個正確的選擇
[00:11:43.200 --> 00:11:45.200]  就是要堅持繼續去做
[00:11:45.200 --> 00:11:48.200]  藥室也是這樣
[00:11:48.200 --> 00:11:50.200]  他做一個正確的選擇
[00:11:50.200 --> 00:11:53.200]  他堅持要做神喜悅的事情
[00:11:53.200 --> 00:11:57.200]  他沒有做得罪神的事
[00:11:57.200 --> 00:11:59.200]  正正因為他是這樣
[00:11:59.200 --> 00:12:01.200]  神大大的和他同在
[00:12:01.200 --> 00:12:05.200]  恩典不斷在他生命出現
[00:12:05.200 --> 00:12:08.200]  他的恩典是一個overflowing grace
[00:12:08.200 --> 00:12:10.200]  源源不絕、湧流不絕的恩典
[00:12:10.200 --> 00:12:14.200]  在他的生命裡面
[00:12:14.200 --> 00:12:16.200]  在困難挑戰裡面
[00:12:16.200 --> 00:12:18.200]  甚至很多痛苦的裡面
[00:12:18.200 --> 00:12:19.200]  不幸的裡面
[00:12:19.200 --> 00:12:21.200]  不知道我們的選擇是怎麼樣呢
[00:12:21.200 --> 00:12:25.200]  我們願不願意去學習擇善固執
[00:12:25.200 --> 00:12:30.200]  以致我們都能夠經歷神豐富的恩典
[00:12:30.200 --> 00:12:34.200]  領哲維我不知道你怎樣去看信仰
[00:12:34.200 --> 00:12:38.200]  我們覺得信了主就應該一帆風順
[00:12:38.200 --> 00:12:42.200]  那些苦難、困苦、痛苦、不幸
[00:12:42.200 --> 00:12:46.200]  不應該出現在我們生命裡面
[00:12:46.200 --> 00:12:49.200]  當有很多不如意的事
[00:12:49.200 --> 00:12:52.200]  發生在自己身上的時候
[00:12:52.200 --> 00:12:55.200]  可能在職場上也會有這些事情發生
[00:12:55.200 --> 00:12:57.200]  我們會不會覺得
[00:12:57.200 --> 00:12:59.200]  做好人好像沒什麼好處
[00:12:59.200 --> 00:13:01.200]  持守信仰、不跟風
[00:13:01.200 --> 00:13:04.200]  會不會好像很吃虧
[00:13:04.200 --> 00:13:09.200]  會不會靠自己比靠上帝好
[00:13:09.200 --> 00:13:13.200]  甚或今天我們會不會都用很大的努力
[00:13:13.200 --> 00:13:15.200]  去避開那些不幸
[00:13:15.200 --> 00:13:17.200]  去避開那些苦難
[00:13:17.200 --> 00:13:20.200]  出現在我們人生裡面
[00:13:20.200 --> 00:13:22.200]  但很想鼓勵頂智妹
[00:13:22.200 --> 00:13:24.200]  希望大家都願意繼續
[00:13:24.200 --> 00:13:27.200]  堅持著敬畏神的心
[00:13:27.200 --> 00:13:31.200]  繼續選擇做神喜悅的事情
[00:13:31.200 --> 00:13:32.200]  讓我們都能夠經歷
[00:13:32.200 --> 00:13:36.200]  從神而來的豐富恩典
[00:13:36.200 --> 00:13:39.200]  我們繼續看下去
[00:13:39.200 --> 00:13:41.200]  在這個豐年期間
[00:13:41.200 --> 00:13:44.200]  藥室除了收集各地的糧食
[00:13:44.200 --> 00:13:46.200]  儲存好之外
[00:13:46.200 --> 00:13:49.200]  另一件大事也發生了
[00:13:49.200 --> 00:13:52.200]  就是藥室成家立室的大事
[00:13:52.200 --> 00:13:54.200]  很有趣
[00:13:54.200 --> 00:13:57.200]  聖經的作者可以很簡單
[00:13:57.200 --> 00:13:59.200]  兩句就講完
[00:13:59.200 --> 00:14:02.200]  藥室娶了老婆
[00:14:02.200 --> 00:14:03.200]  生了兩個兒子
[00:14:03.200 --> 00:14:05.200]  這樣就行了
[00:14:05.200 --> 00:14:08.200]  但聖經的作者很仔細地描述
[00:14:08.200 --> 00:14:12.200]  藥室娶了安城的祭司
[00:14:12.200 --> 00:14:14.200]  波提菲拉的女兒
[00:14:14.200 --> 00:14:17.200]  亞西納為妻
[00:14:17.200 --> 00:14:23.200]  原來安城是一個敬拜太陽神的地方
[00:14:23.200 --> 00:14:28.200]  安城的祭司當時被譽為最偉大的先見王
[00:14:28.200 --> 00:14:32.200]  即是他可以預知一些事情
[00:14:32.200 --> 00:14:35.200]  而且他是一個有權有勢的人
[00:14:35.200 --> 00:14:39.200]  波提菲拉的名字也很有意思
[00:14:39.200 --> 00:14:42.200]  是太陽神所賜的那一位
[00:14:42.200 --> 00:14:44.200]  而他的女兒亞西納
[00:14:44.200 --> 00:14:48.200]  這個名字其實也是埃及女神的名字
[00:14:48.200 --> 00:14:49.200]  在這裡我看到
[00:14:49.200 --> 00:14:52.200]  藥室被埃及的王
[00:14:52.200 --> 00:14:57.200]  法老安排他娶一個埃及的祭司
[00:14:57.200 --> 00:15:00.200]  一個異教的領袖
[00:15:00.200 --> 00:15:06.200]  所生的一個土生土長的異教女人
[00:15:06.200 --> 00:15:07.200]  簡單來說
[00:15:07.200 --> 00:15:10.200]  我覺得法老好像想將藥室
[00:15:10.200 --> 00:15:13.200]  完完全全的埃及化
[00:15:13.200 --> 00:15:16.200]  要將她改頭換面
[00:15:16.200 --> 00:15:19.200]  徹徹底底成為一個埃及人
[00:15:19.200 --> 00:15:23.200]  融入埃及人當中
[00:15:23.200 --> 00:15:27.200]  聖經提到藥室生了兩個兒子
[00:15:27.200 --> 00:15:29.200]  大兒子叫瑪拿西
[00:15:29.200 --> 00:15:31.200]  二兒子叫爾法列
[00:15:31.200 --> 00:15:33.200]  很特別
[00:15:33.200 --> 00:15:36.200]  這兩個名字是希伯來人的名字
[00:15:36.200 --> 00:15:38.200]  不是埃及人的名字
[00:15:38.200 --> 00:15:42.200]  藥室雖然身在埃及的文化裡
[00:15:42.200 --> 00:15:44.200]  但他仍然堅持為兩個兒子
[00:15:44.200 --> 00:15:49.200]  改一個希伯來人的名字
[00:15:49.200 --> 00:15:52.200]  可見藥室身在埃及
[00:15:52.200 --> 00:15:55.200]  心卻在上帝那裡
[00:15:55.200 --> 00:15:59.200]  沒有被當時的文化所影響
[00:15:59.200 --> 00:16:00.200]  而這兩個兒子的名字
[00:16:00.200 --> 00:16:03.200]  代表藥室當時的心態
[00:16:03.200 --> 00:16:06.200]  他怎樣看之前所發生的事
[00:16:06.200 --> 00:16:09.200]  之前在他身上發生的事
[00:16:09.200 --> 00:16:10.200]  他是怎樣看的呢
[00:16:10.200 --> 00:16:13.200]  大兒子叫瑪拿西
[00:16:13.200 --> 00:16:16.200]  意思是「視之忘記」
[00:16:16.200 --> 00:16:19.200]  相信當中是說
[00:16:19.200 --> 00:16:24.200]  藥室面對過去所受的痛苦的事情
[00:16:24.200 --> 00:16:26.200]  是發生了
[00:16:26.200 --> 00:16:27.200]  不過這麼痛苦的事情
[00:16:27.200 --> 00:16:30.200]  今天能夠忘記過去
[00:16:30.200 --> 00:16:33.200]  但我又會問一個問題
[00:16:33.200 --> 00:16:37.200]  受過的苦或不開心的事
[00:16:37.200 --> 00:16:39.200]  傷痛的經歷
[00:16:39.200 --> 00:16:41.200]  是否一定能夠忘記呢
[00:16:41.200 --> 00:16:43.200]  好人性地說
[00:16:43.200 --> 00:16:47.200]  其實傷痛是很難忘記的
[00:16:47.200 --> 00:16:50.200]  我還記得我小時候
[00:16:50.200 --> 00:16:53.200]  我猜是幼稚園一年級
[00:16:53.200 --> 00:16:54.200]  我忘記了
[00:16:54.200 --> 00:16:55.200]  很小的時候
[00:16:55.200 --> 00:16:57.200]  一家人出街
[00:16:57.200 --> 00:16:59.200]  要上車
[00:16:59.200 --> 00:17:02.200]  我記得我在扭計
[00:17:02.200 --> 00:17:04.200]  沒有上車
[00:17:04.200 --> 00:17:07.200]  我媽媽就一巴掌摑過來
[00:17:07.200 --> 00:17:09.200]  大庭廣眾
[00:17:09.200 --> 00:17:11.200]  一巴掌摑過來
[00:17:11.200 --> 00:17:13.200]  不單是臉很痛
[00:17:13.200 --> 00:17:15.200]  心更痛
[00:17:15.200 --> 00:17:17.200]  因為覺得很臭
[00:17:17.200 --> 00:17:19.200]  雖然我只有幾歲
[00:17:19.200 --> 00:17:21.200]  能夠做的事很有限
[00:17:21.200 --> 00:17:23.200]  但我會用哭來回應
[00:17:23.200 --> 00:17:27.200]  我這個痛苦和不忿
[00:17:27.200 --> 00:17:29.200]  這件事已經過了很久
[00:17:29.200 --> 00:17:31.200]  我常常跟你們說我幾歲
[00:17:31.200 --> 00:17:34.200]  你們知道這件事已經發生了很久
[00:17:34.200 --> 00:17:36.200]  這件事發生了很久
[00:17:36.200 --> 00:17:39.200]  今天我當然沒有生我媽媽的氣
[00:17:39.200 --> 00:17:40.200]  但是否能夠忘記呢
[00:17:40.200 --> 00:17:43.200]  我忘記不了這件事
[00:17:43.200 --> 00:17:46.200]  每次想起被人一巴掌摑過來
[00:17:46.200 --> 00:17:48.200]  我都覺得很不開心
[00:17:48.200 --> 00:17:52.200]  在我生命裏有一個很醜的感覺
[00:17:52.200 --> 00:17:54.200]  在楊依照命的書中
[00:17:54.200 --> 00:17:56.200]  她也這樣說
[00:17:56.200 --> 00:17:59.200]  坎坷的遭遇是不能忘記的
[00:17:59.200 --> 00:18:01.200]  她說忘記的真正意思
[00:18:01.200 --> 00:18:06.200]  是讓因典代替這些痛苦的經歷
[00:18:06.200 --> 00:18:09.200]  當我看完二仔的名字
[00:18:09.200 --> 00:18:12.200]  我覺得楊依說得很對
[00:18:12.200 --> 00:18:14.200]  二仔的名字叫以法蓮
[00:18:14.200 --> 00:18:17.200]  意思是使之昌盛
[00:18:17.200 --> 00:18:19.200]  令人生很闊綽
[00:18:19.200 --> 00:18:24.200]  我相信這不單是說很好的豐收
[00:18:24.200 --> 00:18:25.200]  結很多果子
[00:18:25.200 --> 00:18:28.200]  或許有很多豐富的出產
[00:18:28.200 --> 00:18:29.200]  很多收成
[00:18:29.200 --> 00:18:32.200]  我相信這不單是說這件事
[00:18:32.200 --> 00:18:34.200]  我相信是在說上帝的祝福
[00:18:34.200 --> 00:18:37.200]  上帝豐足的因典
[00:18:37.200 --> 00:18:39.200]  就像楊依也這樣說
[00:18:39.200 --> 00:18:44.200]  神的因典是能夠克服弱失的痛苦
[00:18:44.200 --> 00:18:49.200]  弱失為何能夠忘記這些過去
[00:18:49.200 --> 00:18:53.200]  是因為她不只是看到自己人生有多慘
[00:18:53.200 --> 00:18:56.200]  令她有多少遺憾
[00:18:56.200 --> 00:18:59.200]  她並不是認定這些苦難不幸的出現
[00:18:59.200 --> 00:19:00.200]  就是壞事
[00:19:00.200 --> 00:19:02.200]  就是慘事
[00:19:02.200 --> 00:19:06.200]  甚至她不會視自己為一個最慘的人
[00:19:06.200 --> 00:19:07.200]  為何?
[00:19:07.200 --> 00:19:10.200]  為何我要這樣經歷?
[00:19:10.200 --> 00:19:16.200]  弱失沒有看自己為悲劇中的女主角
[00:19:16.200 --> 00:19:20.200]  弱失看到的是在她最壞的日子裡
[00:19:20.200 --> 00:19:22.200]  有神的同在
[00:19:22.200 --> 00:19:25.200]  神能夠將最壞變為最美好
[00:19:25.200 --> 00:19:30.200]  縱然在埃及地被異教之封所包圍
