
[00:00:00.000 --> 00:00:03.800]  今天也是講詩篇的
[00:01:21.500 --> 00:01:25.500]  詩篇的經文就好像幫我們祈禱一樣
[00:01:25.500 --> 00:01:28.500]  將我們不懂的東西
[00:01:28.500 --> 00:01:30.500]  透過詩篇,像圖文一樣
[00:01:30.500 --> 00:01:31.500]  去說
[00:01:31.500 --> 00:01:33.500]  例如詩篇23篇
[00:01:33.500 --> 00:01:36.500]  求神帶我們出黑暗
[00:01:36.500 --> 00:01:38.500]  遠離惡人
[00:01:38.500 --> 00:01:42.500]  又可能在詩篇裡說到人的真相
[00:01:42.500 --> 00:01:44.500]  說到我們的境況
[00:01:44.500 --> 00:01:46.500]  就好像詩篇90篇
[00:01:46.500 --> 00:01:48.500]  其實時間不等人
[00:01:48.500 --> 00:01:52.500]  另外詩篇就像一本治療手冊
[00:01:52.500 --> 00:01:56.500]  裡面的應許、神的愛
[00:01:56.500 --> 00:01:57.500]  在那裡說出來
[00:01:57.500 --> 00:01:59.500]  就像輔導我們的心一樣
[00:01:59.500 --> 00:02:02.500]  令我們身心靈都能夠成長
[00:02:02.500 --> 00:02:04.500]  所以今天我們就有機會
[00:02:04.500 --> 00:02:06.500]  再一起細讀詩篇
[00:02:06.500 --> 00:02:07.500]  你跟隔壁的說吧
[00:02:07.500 --> 00:02:09.500]  你期不期待?
[00:02:09.500 --> 00:02:11.500]  (笑)
[00:02:11.500 --> 00:02:12.500]  是啊
[00:02:12.500 --> 00:02:13.500]  很開心
[00:02:13.500 --> 00:02:16.500]  我們不是自己一個人看詩篇
[00:02:16.500 --> 00:02:18.500]  我們一起看
[00:02:18.500 --> 00:02:20.500]  今天的詩篇是16篇
[00:02:20.500 --> 00:02:22.500]  就是大衛的《金詩》
[00:02:22.500 --> 00:02:24.500]  《金詩》的意思是什麼呢?
[00:02:24.500 --> 00:02:25.500]  其實就是
[00:02:25.500 --> 00:02:27.500]  Mathom
[00:02:27.500 --> 00:02:35.500]  裡面有56至60篇都是金詩
[00:02:35.500 --> 00:02:36.500]  猶太學者說
[00:02:36.500 --> 00:02:39.500]  金詩就像金銀珠寶一樣
[00:02:39.500 --> 00:02:41.500]  極之珍貴
[00:02:41.500 --> 00:02:45.500]  並且金詩又形容為用筆墨來寫下
[00:02:45.500 --> 00:02:47.500]  因為要傳流下來
[00:02:47.500 --> 00:02:48.500]  很寶貴
[00:02:48.500 --> 00:02:50.500]  並且有靈修性
[00:02:50.500 --> 00:02:52.500]  可以更加踏真
[00:02:52.500 --> 00:02:54.500]  願意在讀經的時候
[00:02:54.500 --> 00:02:56.500]  踏真一點這篇詩篇
[00:02:56.500 --> 00:02:57.500]  我會分三部分
[00:02:57.500 --> 00:03:00.500]  第一部分請弟兄一至四節
[00:03:00.500 --> 00:03:04.500]  第二部分五至七節請姐妹
[00:03:04.500 --> 00:03:07.500]  然後九至十一節我們一起重讀
[00:03:07.500 --> 00:03:08.500]  好嗎?
[00:03:08.500 --> 00:03:10.500]  我們首先請弟兄
[00:03:11.500 --> 00:03:13.500]  (念念有望)
[00:03:13.500 --> 00:03:15.500]  (因為我能愛你)
[00:03:15.500 --> 00:03:17.500]  (我一生難過)
[00:03:17.500 --> 00:03:19.500]  (你不需要我說)
[00:03:19.500 --> 00:03:20.500]  (你是我的主)
[00:03:20.500 --> 00:03:23.500]  (我的寶珠不在你耳外)
[00:03:23.500 --> 00:03:25.500]  (輪到世上的成為)
[00:03:25.500 --> 00:03:27.500]  (黑白人有權有權)
[00:03:27.500 --> 00:03:29.500]  (是我最大的勇氣)
[00:03:29.500 --> 00:03:31.500]  (以必神為繼位)
[00:03:31.500 --> 00:03:34.500]  (我會拋棄受苦的加強)
[00:03:34.500 --> 00:03:36.500]  (拋棄所要的命運)
[00:03:36.500 --> 00:03:37.500]  (我能堅強)
[00:03:37.500 --> 00:03:40.500]  (我最想交給你)
[00:03:40.500 --> 00:03:41.500]  (使你明白我)
[00:03:41.500 --> 00:03:42.500]  (耶和華是我的產業)
[00:03:42.500 --> 00:03:43.500]  (姐妹)
[00:03:43.500 --> 00:03:45.500]  (耶和華是我的產業)
[00:03:45.500 --> 00:03:46.500]  (是我杯中的墳)
[00:03:46.500 --> 00:03:49.500]  (我所得的你為我持守)
[00:03:49.500 --> 00:03:51.500]  (用乘涼給我的地界)
[00:03:51.500 --> 00:03:54.500]  (坐落在街尾之處)
[00:03:54.500 --> 00:03:56.500]  (我的產業實在美好)
[00:03:56.500 --> 00:03:59.500]  (我必頌讚那指教我的耶和華)
[00:03:59.500 --> 00:04:03.500]  (我的心牆在夜間也警戒我)
[00:04:03.500 --> 00:04:06.500]  (我將耶和華常擺在我面前)
[00:04:06.500 --> 00:04:08.500]  (因它在我右邊)
[00:04:08.500 --> 00:04:10.500]  (我便不自動搖)
[00:04:10.500 --> 00:04:11.500]  我們一起吧
[00:04:11.500 --> 00:04:13.500]  (因此我的心歡喜)
[00:04:13.500 --> 00:04:15.500]  (我的靈快樂)
[00:04:15.500 --> 00:04:17.500]  (我的肉身也安然居住)
[00:04:17.500 --> 00:04:20.500]  (因為你必不將我的靈魂)
[00:04:20.500 --> 00:04:21.500]  (撇在陰間)
[00:04:21.500 --> 00:04:24.500]  (也不叫你的聖者罵壞)
[00:04:24.500 --> 00:04:26.500]  好,我們一起禱告
[00:04:26.500 --> 00:04:27.500]  還有嗎?
[00:04:27.500 --> 00:04:28.500]  哎呀,還有
[00:04:28.500 --> 00:04:32.500]  (你必將生命的道路指示我)
[00:04:32.500 --> 00:04:35.500]  (在你面前有滿足的喜樂)
[00:04:35.500 --> 00:04:38.500]  (在你面前有福樂)
[00:04:38.500 --> 00:04:39.500]  我們一起禱告
[00:04:39.500 --> 00:04:41.500]  主啊,求祢預備我們的心
[00:04:41.500 --> 00:04:45.500]  我們在這個時代成為祢的僕人的時候
[00:04:45.500 --> 00:04:47.500]  祢的詩篇、祢的話語
[00:04:47.500 --> 00:04:48.500]  求祢成為幫助
[00:04:48.500 --> 00:04:49.500]  求祢帶領我們
[00:04:49.500 --> 00:04:51.500]  奉主名求,阿們
[00:04:51.500 --> 00:04:53.500]  今天講題,剛剛也提過了
[00:04:53.500 --> 00:04:56.500]  就是「Shall we join our 快樂時代?」
[00:04:56.500 --> 00:05:00.500]  其實快樂,你覺得是不是人基本的需要呢?
[00:05:00.500 --> 00:05:01.500]  是呀,好
[00:05:01.500 --> 00:05:02.500]  當然是想開心
[00:05:02.500 --> 00:05:04.500]  哪個人想不開心
[00:05:04.500 --> 00:05:07.500]  但是怎樣才可以快樂呢?
[00:05:07.500 --> 00:05:11.500]  前一個星期,Rex牧師就說了
[00:05:11.500 --> 00:05:13.500]  「誰偷走了我的快樂?」
[00:05:13.500 --> 00:05:16.500]  其實我沒有想過
[00:05:16.500 --> 00:05:19.500]  但是今天就說誰能給你快樂
[00:05:19.500 --> 00:05:21.500]  我們一起來進入
[00:05:21.500 --> 00:05:23.500]  先看看,我開始吧
[00:05:23.500 --> 00:05:26.500]  第一節的經文就是
[00:05:26.500 --> 00:05:30.500]  「神啊,求祢保佑我,因我投靠祢」
[00:05:30.500 --> 00:05:32.500]  「保佑」和「投靠」這兩個字
[00:05:32.500 --> 00:05:35.500]  在文法裡面我們都需要留意
[00:05:35.500 --> 00:05:37.500]  這篇詩剛才說了
[00:05:37.500 --> 00:05:39.500]  它叫作「順靠詩」
[00:05:39.500 --> 00:05:42.500]  你會不會覺得印象應該是很開心
[00:05:42.500 --> 00:05:44.500]  和喜樂的詩篇呢?
[00:05:44.500 --> 00:05:45.500]  可能會
[00:05:45.500 --> 00:05:46.500]  你有沒有聽過一首詩歌
[00:05:46.500 --> 00:05:48.500]  都是唱這首詩篇的16篇
[00:05:48.500 --> 00:05:49.500]  很輕快的
[00:05:49.500 --> 00:05:52.500]  但是原來我們看回
[00:05:52.500 --> 00:05:57.500]  新約也有引用過這首詩篇的16篇
[00:05:57.500 --> 00:06:00.500]  在《史徒行傳》2章25至28節
[00:06:00.500 --> 00:06:02.500]  如果你回家看
[00:06:02.500 --> 00:06:04.500]  它就記錄了詩篇16篇
[00:06:04.500 --> 00:06:06.500]  這篇是8至11節
[00:06:06.500 --> 00:06:08.500]  我們從中間到尾
[00:06:08.500 --> 00:06:11.500]  在13章的《史徒行傳》35節
[00:06:11.500 --> 00:06:18.500]  就記錄了詩篇16篇的下半節
[00:06:18.500 --> 00:06:19.500]  那一節就是
[00:06:19.500 --> 00:06:22.500]  「你必不讓你的聖者惱懷」
[00:06:22.500 --> 00:06:23.500]  其實意思是
[00:06:23.500 --> 00:06:25.500]  如果看《史徒行傳》
[00:06:25.500 --> 00:06:27.500]  它說的是生命、復活的事情
[00:06:27.500 --> 00:06:29.500]  其實可能這段時間
[00:06:29.500 --> 00:06:31.500]  這篇是大衛的金詩
[00:06:31.500 --> 00:06:34.500]  大衛應該在當時
[00:06:34.500 --> 00:06:36.500]  寫這篇詩篇的時候
[00:06:36.500 --> 00:06:38.500]  是逃亡期間
[00:06:38.500 --> 00:06:40.500]  他可能已經在患難中
[00:06:40.500 --> 00:06:43.500]  很需要神
[00:06:43.500 --> 00:06:44.500]  在第一節
[00:06:44.500 --> 00:06:47.500]  如果我們剛剛看了和合本
[00:06:47.500 --> 00:06:48.500]  就是「神啊求祢保佑我」
[00:06:48.500 --> 00:06:50.500]  「因為我投靠祢」
[00:06:50.500 --> 00:06:52.500]  如果我們看英文的NIV譯本
[00:06:52.500 --> 00:06:55.500]  它就是「Keep me safe, my God」
[00:06:55.500 --> 00:06:58.500]  「For I in you, I take revenge」
[00:06:58.500 --> 00:07:03.500]  他很需要安全
[00:07:03.500 --> 00:07:06.500]  「保守我安全,你是我上帝」
[00:07:06.500 --> 00:07:09.500]  「因為我在你任避下」
[00:07:09.500 --> 00:07:10.500]  中文那裡說
[00:07:10.500 --> 00:07:11.500]  「因為我投靠祢」
[00:07:11.500 --> 00:07:15.500]  「投靠」就是以神為避難所謂的意思
[00:07:15.500 --> 00:07:17.500]  很可能當時大衛
[00:07:17.500 --> 00:07:19.500]  不單止逃亡這麼簡單
[00:07:19.500 --> 00:07:20.500]  可能被追殺
[00:07:20.500 --> 00:07:23.500]  可能什麼時候沒命他都不知道
[00:07:23.500 --> 00:07:25.500]  或者逃亡到什麼時候
[00:07:25.500 --> 00:07:30.500]  可以想像當時他缺乏了什麼
[00:07:30.500 --> 00:07:32.500]  不知道什麼時候會死
[00:07:32.500 --> 00:07:35.500]  或者不知道能不能回家
[00:07:35.500 --> 00:07:38.500]  可能是很不開心
[00:07:38.500 --> 00:07:39.500]  缺乏了喜樂
[00:07:39.500 --> 00:07:43.500]  或者簡直缺乏了安全感
[00:07:43.500 --> 00:07:46.500]  我們在這個世上活著
[00:07:46.500 --> 00:07:50.500]  我們有沒有缺乏安全感
[00:07:50.500 --> 00:07:56.500]  有時候也不知道為什麼不能開心的時候
[00:07:56.500 --> 00:07:58.500]  大衛就是逃亡被追殺
[00:07:58.500 --> 00:07:59.500]  我們今天不會
[00:07:59.500 --> 00:08:00.500]  但是有沒有一些事情
[00:08:00.500 --> 00:08:05.500]  都令我們缺乏安全感
[00:08:05.500 --> 00:08:10.500]  或者都令我們有時候不開心
[00:08:10.500 --> 00:08:14.500]  那些是什麼事呢
[00:08:14.500 --> 00:08:18.500]  或者那件是什麼事呢
[00:08:18.500 --> 00:08:22.500]  有個心理學家叫做Marshall
[00:08:22.500 --> 00:08:28.500]  他就是馬赫洛的需求層次理論
[00:08:28.500 --> 00:08:30.500]  原來人有這幾個層次理論
[00:08:30.500 --> 00:08:32.500]  由低就是金字塔
[00:08:32.500 --> 00:08:34.500]  人基本最需要的是什麼呢
[00:08:34.500 --> 00:08:37.500]  就是生理需求
[00:08:37.500 --> 00:08:39.500]  可能在某些國家
[00:08:39.500 --> 00:08:41.500]  他最缺乏安全感
[00:08:41.500 --> 00:08:44.500]  或者不開心就是沒有吃沒有喝
[00:08:44.500 --> 00:08:47.500]  可能連睡覺的地方都沒有
[00:08:47.500 --> 00:08:50.500]  第二原來就是安全的需求
[00:08:50.500 --> 00:08:52.500]  就是要安全有保障
[00:08:52.500 --> 00:08:54.500]  甚至有秩序穩定
[00:08:54.500 --> 00:08:55.500]  例如有什麼呢
[00:08:55.500 --> 00:08:57.500]  人身安全
[00:08:57.500 --> 00:08:58.500]  就業
[00:08:58.500 --> 00:08:59.500]  資源
[00:08:59.500 --> 00:09:00.500]  健康
[00:09:00.500 --> 00:09:01.500]  財產
[00:09:01.500 --> 00:09:07.500]  因為很想透過一些需要幫助
[00:09:07.500 --> 00:09:10.500]  能夠免除恐懼威脅或者痛苦
[00:09:10.500 --> 00:09:15.500]  底下那兩層只不過是溫飽的階段
[00:09:15.500 --> 00:09:18.500]  基本需求
[00:09:18.500 --> 00:09:20.500]  有時候可能
[00:09:20.500 --> 00:09:24.500]  上星期我和一位團友聊天
[00:09:24.500 --> 00:09:27.500]  他也經歷了神很多的供應
[00:09:27.500 --> 00:09:31.500]  無論是生了小朋友之後
[00:09:31.500 --> 00:09:33.500]  有很好的傭人姐姐
[00:09:33.500 --> 00:09:36.500]  或者神有很豐富的預備
[00:09:36.500 --> 00:09:38.500]  他也覺得神很好
[00:09:38.500 --> 00:09:39.500]  但有時候他覺得
[00:09:39.500 --> 00:09:43.500]  為什麼他好像沒有了快樂呢
[00:09:43.500 --> 00:09:45.500]  我們有一點討論
[00:09:45.500 --> 00:09:50.500]  那一刻其實我也沒有回答到可以是怎樣
[00:09:50.500 --> 00:09:52.500]  但希望透過這篇詩篇
[00:09:52.500 --> 00:09:54.500]  在人的需要裏
[00:09:54.500 --> 00:09:55.500]  會不會又看到
[00:09:55.500 --> 00:09:57.500]  在詩篇裏面或者人的需要裏面
[00:09:57.500 --> 00:09:58.500]  我們會不會看到
[00:09:58.500 --> 00:10:01.500]  究竟我們快樂可以來自哪裡呢
[00:10:01.500 --> 00:10:04.500]  另外那三個就是什麼呢
[00:10:04.500 --> 00:10:06.500]  歸屬與愛
[00:10:06.500 --> 00:10:08.500]  就是sense of belonging
[00:10:08.500 --> 00:10:10.500]  就是很想有一些connection
[00:10:10.500 --> 00:10:14.500]  有些人與人之間的接觸
[00:10:14.500 --> 00:10:15.500]  有親密關係
[00:10:15.500 --> 00:10:17.500]  有聯繫感
[00:10:17.500 --> 00:10:21.500]  另外就是尊重的需求
[00:10:21.500 --> 00:10:23.500]  esteem lead
[00:10:23.500 --> 00:10:26.500]  就是成就、名聲、地位、晉升機會
[00:10:26.500 --> 00:10:28.500]  或者是自我價值
[00:10:28.500 --> 00:10:31.500]  或者是他人對自己的認可和尊重
[00:10:31.500 --> 00:10:34.500]  另外就是自我實現
[00:10:34.500 --> 00:10:37.500]  就是最高層次的需求
[00:10:37.500 --> 00:10:41.500]  自我實現就是可以發揮我的潛能
[00:10:41.500 --> 00:10:47.500]  或者體驗到我在世上沒有百個
[00:10:47.500 --> 00:10:49.500]  沒有浪費時間
[00:10:49.500 --> 00:10:51.500]  例如是什麼呢
[00:10:51.500 --> 00:10:53.500]  可能你的價值觀或者道德觀
[00:10:53.500 --> 00:10:55.500]  已經勝過物質
[00:10:55.500 --> 00:10:56.500]  不是金錢
[00:10:56.500 --> 00:10:58.500]  或者不是有很愛的人這麼簡單
[00:10:58.500 --> 00:11:00.500]  或者被尊重
[00:11:00.500 --> 00:11:04.500]  簡直就像一個人為了幫人
[00:11:04.500 --> 00:11:06.500]  他幫人籌款
[00:11:06.500 --> 00:11:08.500]  不是他的需要
[00:11:08.500 --> 00:11:10.500]  而是幫人
[00:11:10.500 --> 00:11:13.500]  或者一個武術家或者運動家
[00:11:13.500 --> 00:11:16.500]  他操自己的體能到極致
[00:11:16.500 --> 00:11:19.500]  可能就是怎樣實現自我呢
[00:11:19.500 --> 00:11:21.500]  就是成為世界的第一流
[00:11:21.500 --> 00:11:24.500]  或者他已經是世界紀錄保持者
[00:11:24.500 --> 00:11:26.500]  他再打破自己的紀錄
[00:11:26.500 --> 00:11:28.500]  超越自己的
[00:11:28.500 --> 00:11:29.500]  或者一些企業家
[00:11:29.500 --> 00:11:31.500]  他真心經營的事業
[00:11:31.500 --> 00:11:33.500]  他已經不是為了自己或者養家
[00:11:33.500 --> 00:11:35.500]  他是為了帶來社會責任
[00:11:35.500 --> 00:11:37.500]  或者帶來社會價值
[00:11:37.500 --> 00:11:39.500]  希望明天會更好
[00:11:39.500 --> 00:11:41.500]  人原來有這幾樣需要
[00:11:41.500 --> 00:11:43.500]  這其中是一個參考
[00:11:43.500 --> 00:11:47.500]  私人的需求又是什麼呢
[00:11:47.500 --> 00:11:49.500]  他這一刻寫這篇詩篇
[00:11:49.500 --> 00:11:51.500]  或者在我們現在這個階段
[00:11:51.500 --> 00:11:56.500]  我們又有什麼需求的層次呢
[00:11:56.500 --> 00:11:58.500]  逃亡一定很不安全
[00:11:58.500 --> 00:12:00.500]  會感到恐懼、威脅、痛苦
[00:12:00.500 --> 00:12:03.500]  但是私人他求神保護
[00:12:03.500 --> 00:12:05.500]  他怎樣信這位神呢
[00:12:05.500 --> 00:12:08.500]  他首先表達他的感恩
[00:12:08.500 --> 00:12:11.500]  和表達他的投靠
[00:12:11.500 --> 00:12:15.500]  他不單止有最基本的安全感
[00:12:15.500 --> 00:12:16.500]  可能他最基本的安全感
[00:12:16.500 --> 00:12:18.500]  沒有什麼好地方睡
[00:12:18.500 --> 00:12:20.500]  沒有什麼好食物
[00:12:20.500 --> 00:12:24.500]  但是他可以找到他愛和歸屬
[00:12:24.500 --> 00:12:26.500]  就是Love and Belonging
[00:12:26.500 --> 00:12:29.500]  他找到他和他連繫
[00:12:29.500 --> 00:12:32.500]  或者保障那位神
[00:12:32.500 --> 00:12:36.500]  他起碼能夠和這位神有連繫
[00:12:36.500 --> 00:12:38.500]  原來在層次裏面
[00:12:38.500 --> 00:12:39.500]  有感恩的時候
[00:12:39.500 --> 00:12:42.500]  人的安全感又會不同
[00:12:42.500 --> 00:12:44.500]  快樂感也會不同
[00:12:44.500 --> 00:12:45.500]  我為什麼會這樣說呢
[00:12:45.500 --> 00:12:48.500]  我們看詩篇第一節第二節
[00:12:48.500 --> 00:12:54.500]  裏面首先本身私人就叫神
[00:12:54.500 --> 00:12:56.500]  神的意思是什麼
[00:12:56.500 --> 00:12:58.500]  我剛剛說他和神連繫了
[00:12:58.500 --> 00:13:02.500]  這是對創造宇宙的神的統稱
[00:13:02.500 --> 00:13:06.500]  第二節他怎樣叫神呢
[00:13:06.500 --> 00:13:09.500]  就叫耶和華
[00:13:09.500 --> 00:13:12.500]  這個強調了神人關係
[00:13:12.500 --> 00:13:16.500]  私人最後怎樣叫這位神呢
[00:13:16.500 --> 00:13:18.500]  是我的主
[00:13:18.500 --> 00:13:21.500]  這個原文是有加強了語氣
[00:13:21.500 --> 00:13:26.500]  主不單止反映到私人和神的位身
[00:13:26.500 --> 00:13:30.500]  也比較和神和耶和華更加有親密的關係
[00:13:30.500 --> 00:13:32.500]  有那個你是我的主
[00:13:32.500 --> 00:13:34.500]  我是你的僕人一樣
[00:13:34.500 --> 00:13:37.500]  私人用了這三個逐漸加強的名稱
[00:13:37.500 --> 00:13:40.500]  表達到他和神的關係是越來越親密
[00:13:40.500 --> 00:13:43.500]  也顯示到他和神是有多親密
[00:13:43.500 --> 00:13:46.500]  原來當他在最不安全
[00:13:46.500 --> 00:13:49.500]  或者很多事情都不穩妥的時候
[00:13:49.500 --> 00:13:54.500]  他能夠有這位神成為他的連繫
[00:13:54.500 --> 00:13:57.500]  因此他宣告或者禱告
[00:13:57.500 --> 00:13:59.500]  誰可以保護我
[00:13:59.500 --> 00:14:01.500]  我可以投靠誰
[00:14:01.500 --> 00:14:05.500]  他就是投靠這個獨一的主
[00:14:05.500 --> 00:14:08.500]  私人不單止不向外求
[00:14:08.500 --> 00:14:10.500]  為什麼我會這樣說呢
[00:14:10.500 --> 00:14:12.500]  在第二節有兩個不
[00:14:12.500 --> 00:14:14.500]  留意到嗎
[00:14:14.500 --> 00:14:15.500]  他說你是我的主
[00:14:15.500 --> 00:14:17.500]  我的好處不在你以外
[00:14:17.500 --> 00:14:19.500]  並且在第四節說
[00:14:19.500 --> 00:14:23.500]  我的嘴唇也不提別神的名號
[00:14:23.500 --> 00:14:26.500]  剛剛我說他連繫了獨一真神
[00:14:26.500 --> 00:14:27.500]  就在這兩個不裏面
[00:14:27.500 --> 00:14:32.500]  他顯示到他真的信靠或者宣告
[00:14:32.500 --> 00:14:34.500]  耶和華是他唯一的主
[00:14:34.500 --> 00:14:36.500]  他說我的心剛剛讀了一例
[00:14:36.500 --> 00:14:37.500]  我的好處不在你以外
[00:14:37.500 --> 00:14:38.500]  如果
[00:14:38.500 --> 00:14:39.500]  第四節說
[00:14:39.500 --> 00:14:41.500]  以別神代替耶和華
[00:14:41.500 --> 00:14:45.500]  他們的仇悔就必加增
[00:14:45.500 --> 00:14:49.500]  原來他知道快樂的秘訣
[00:14:49.500 --> 00:14:53.500]  原來以別神代替耶和華的時候
[00:14:53.500 --> 00:14:55.500]  他的仇悔就必加增
[00:14:55.500 --> 00:14:56.500]  相反
[00:14:56.500 --> 00:14:58.500]  若果我們投靠耶和華的時候
[00:14:58.500 --> 00:15:00.500]  我們待會再看下去
[00:15:00.500 --> 00:15:02.500]  第二節說
[00:15:02.500 --> 00:15:05.500]  你的好處不在你以外
[00:15:05.500 --> 00:15:07.500]  我的好處不在你以外
[00:15:07.500 --> 00:15:12.500]  以外的意思其實是有以上
[00:15:12.500 --> 00:15:14.500]  就是說耶和華
[00:15:14.500 --> 00:15:17.500]  你不給我的好處低
[00:15:17.500 --> 00:15:20.500]  就是耶和華你給我的好處更高
[00:15:20.500 --> 00:15:24.500]  他看耶和華是最最重要的位置
[00:15:24.500 --> 00:15:26.500]  第四節提這個字
[00:15:26.500 --> 00:15:30.500]  不提都是有以上的意思
[00:15:30.500 --> 00:15:31.500]  就是高舉
[00:15:31.500 --> 00:15:34.500]  舉起的意思
[00:15:34.500 --> 00:15:36.500]  我想說什麼呢
[00:15:36.500 --> 00:15:40.500]  他說自己的好處不放在神以上
[00:15:40.500 --> 00:15:42.500]  快樂的傳言的秘訣就是
[00:15:42.500 --> 00:15:46.500]  自己的好處不放在神以上
[00:15:46.500 --> 00:15:50.500]  並且是我的口不提別神
[00:15:50.500 --> 00:15:53.500]  在這位神以上
[00:15:53.500 --> 00:15:54.500]  剛剛說過了
[00:15:54.500 --> 00:15:56.500]  否則就好像第四節
[00:15:56.500 --> 00:16:02.500]  代替這個字有追逐或者選擇的意思
[00:16:02.500 --> 00:16:06.500]  就是說如果我選擇或者追逐別神
[00:16:06.500 --> 00:16:12.500]  我們的仇悔就加增了
[00:16:12.500 --> 00:16:17.500]  我們應該在哪裡找到安全感或者快樂呢
[00:16:17.500 --> 00:16:20.500]  或者為什麼我們會
[00:16:20.500 --> 00:16:24.500]  將別的東西放在神以上呢
[00:16:24.500 --> 00:16:29.500]  有人說人類是一個宗教的動物
[00:16:29.500 --> 00:16:30.500]  為什麼呢
[00:16:30.500 --> 00:16:34.500]  因為都會尋求神明的幫助
[00:16:34.500 --> 00:16:35.500]  是不是
[00:16:35.500 --> 00:16:36.500]  你有沒有見過
[00:16:36.500 --> 00:16:38.500]  可能有不同的宗教
[00:16:38.500 --> 00:16:40.500]  都是因為尋求幫助
[00:16:40.500 --> 00:16:45.500]  以前的藝人很喜歡尋求幫助
[00:16:45.500 --> 00:16:47.500]  叫做「伯嘟嘟」
[00:16:47.500 --> 00:16:49.500]  要做很多事
[00:16:49.500 --> 00:16:54.500]  我們的神經歷是很慈愛或者很溫柔
[00:16:54.500 --> 00:16:58.500]  原來尋求其他幫助要做很多事
[00:16:58.500 --> 00:17:01.500]  可能要擔著蠟燭
[00:17:01.500 --> 00:17:03.500]  又要捐他
[00:17:03.500 --> 00:17:04.500]  他坐在這裡
[00:17:04.500 --> 00:17:07.500]  可能要捐他坐的地方
[00:17:07.500 --> 00:17:09.500]  但我們都會做
[00:17:09.500 --> 00:17:11.500]  因為我們要投靠
[00:17:11.500 --> 00:17:13.500]  我們需要幫助
[00:17:13.500 --> 00:17:16.500]  所以有很多民間宗教就出現了
[00:17:16.500 --> 00:17:20.500]  當然可能惡勢力都有他的能力
[00:17:20.500 --> 00:17:21.500]  是不是
[00:17:21.500 --> 00:17:23.500]  例如喝點符水
[00:17:23.500 --> 00:17:25.500]  你小時候有沒有媽媽
[00:17:25.500 --> 00:17:27.500]  求一些符水給你喝
[00:17:27.500 --> 00:17:29.500]  真的
[00:17:29.500 --> 00:17:34.500]  或者將他放在哪裡
[00:17:34.500 --> 00:17:38.500]  但是真的能夠保護我們的是誰呢
[00:17:38.500 --> 00:17:41.500]  所以詩人就說
[00:17:41.500 --> 00:17:43.500]  誰去追逐別神的話
[00:17:43.500 --> 00:17:45.500]  在NIV的譯本就說
[00:17:45.500 --> 00:17:47.500]  「Suffer more and more」
[00:17:47.500 --> 00:17:49.500]  「受苦必加增」
[00:17:49.500 --> 00:17:52.500]  其實你將其他東西放在神的耳上
[00:17:52.500 --> 00:17:55.500]  其實是你會越來越受苦
[00:17:55.500 --> 00:17:59.500]  為什麼這麼好投靠
[00:17:59.500 --> 00:18:01.500]  但我們都不投靠
[00:18:01.500 --> 00:18:03.500]  反而受苦呢
[00:18:03.500 --> 00:18:06.500]  為什麼會不投靠呢
[00:18:06.500 --> 00:18:09.500]  可能有時候我們很容易投靠
