
[00:00:00.000 --> 00:00:12.000]  大家好,很開心今天可以來到廣東話的CYE跟大家分享整個華語
[00:17:34.000 --> 00:17:55.000]  (聽不懂)
[00:17:55.000 --> 00:18:09.000]  (聽不懂)
[00:18:09.000 --> 00:18:32.000]  (聽不懂)
[00:18:32.000 --> 00:18:43.000]  (聽不懂)
[00:18:43.000 --> 00:19:08.000]  (聽不懂)
[00:19:08.000 --> 00:19:20.000]  (聽不懂)
[00:19:20.000 --> 00:19:41.000]  (聽不懂)
[00:19:41.000 --> 00:19:56.000]  (聽不懂)
[00:19:56.000 --> 00:20:18.000]  (聽不懂)
[00:20:18.000 --> 00:20:38.000]  (聽不懂)
[00:20:38.000 --> 00:20:57.000]  (聽不懂)
[00:20:57.000 --> 00:21:16.000]  (聽不懂)
[00:21:16.000 --> 00:21:31.000]  (聽不懂)
[00:21:31.000 --> 00:21:53.000]  (聽不懂)
[00:21:53.000 --> 00:22:10.000]  (聽不懂)
[00:22:10.000 --> 00:22:25.000]  (聽不懂)
[00:22:25.000 --> 00:22:45.000]  (聽不懂)
[00:22:45.000 --> 00:23:05.000]  (聽不懂)
[00:23:05.000 --> 00:23:26.000]  (聽不懂)
[00:23:26.000 --> 00:23:43.000]  (聽不懂)
[00:23:43.000 --> 00:24:06.000]  (聽不懂)
[00:24:06.000 --> 00:24:27.000]  (聽不懂)
[00:24:27.000 --> 00:24:48.000]  (聽不懂)
[00:24:48.000 --> 00:25:03.000]  (聽不懂)
[00:25:03.000 --> 00:25:18.000]  (聽不懂)
[00:25:18.000 --> 00:25:35.000]  (聽不懂)
[00:25:35.000 --> 00:25:54.000]  (聽不懂)
[00:25:54.000 --> 00:26:09.000]  (聽不懂)
[00:26:09.000 --> 00:26:26.000]  (聽不懂)
[00:26:26.000 --> 00:26:52.000]  (聽不懂)
[00:26:52.000 --> 00:27:18.000]  (聽不懂)
[00:27:18.000 --> 00:27:38.000]  (聽不懂)
[00:27:38.000 --> 00:28:01.000]  (聽不懂)
[00:28:01.000 --> 00:28:17.000]  (聽不懂)
[00:28:17.000 --> 00:28:33.000]  (聽不懂)
[00:28:33.000 --> 00:28:53.000]  (聽不懂)
[00:28:53.000 --> 00:29:17.000]  (聽不懂)
[00:29:17.000 --> 00:29:34.000]  (聽不懂)
[00:29:34.000 --> 00:29:58.000]  (聽不懂)
[00:29:58.000 --> 00:30:13.000]  (聽不懂)
[00:30:13.000 --> 00:30:41.000]  (聽不懂)
[00:30:41.000 --> 00:30:54.000]  (聽不懂)
[00:30:54.000 --> 00:31:20.000]  (聽不懂)
[00:31:20.000 --> 00:31:48.000]  (聽不懂)
[00:31:48.000 --> 00:32:00.000]  (聽不懂)
[00:32:00.000 --> 00:32:27.000]  (聽不懂)
[00:32:27.000 --> 00:32:55.000]  (聽不懂)
[00:32:55.000 --> 00:33:10.000]  (聽不懂)
[00:33:10.000 --> 00:33:35.000]  (聽不懂)
[00:33:35.000 --> 00:34:03.000]  (聽不懂)
[00:34:03.000 --> 00:34:19.000]  (聽不懂)
[00:34:19.000 --> 00:34:39.000]  (聽不懂)
[00:34:39.000 --> 00:34:59.000]  (聽不懂)
[00:34:59.000 --> 00:35:24.000]  (聽不懂)
[00:35:24.000 --> 00:35:49.000]  (聽不懂)
[00:35:49.000 --> 00:36:13.000]  (聽不懂)
[00:36:13.000 --> 00:36:37.000]  (聽不懂)
[00:36:37.000 --> 00:37:00.000]  (聽不懂)
[00:37:00.000 --> 00:37:25.000]  (聽不懂)
[00:37:25.000 --> 00:37:39.000]  (聽不懂)
[00:37:39.000 --> 00:37:59.000]  (聽不懂)
[00:37:59.000 --> 00:38:15.000]  (聽不懂)
[00:38:15.000 --> 00:38:36.000]  (聽不懂)
[00:38:36.000 --> 00:38:50.000]  (聽不懂)

