
[00:00:00.000 --> 00:00:09.520]  開始的時候容許我文奏奏跟大家分享唐朝詩人道府的一首詩
[00:02:47.680 --> 00:02:52.440]  在《路加福音》十章二十五至三十七節
[00:02:52.440 --> 00:02:54.400]  是記載了一個律法師
[00:02:54.400 --> 00:02:56.520]  跟主耶穌的對話
[00:02:56.520 --> 00:02:58.320]  對話裡面
[00:02:58.320 --> 00:03:01.160]  律法師其實是問了主兩個問題的
[00:03:01.160 --> 00:03:04.840]  我們先來看二十五至二十九節
[00:03:04.840 --> 00:03:06.440]  我們看看律法師
[00:03:06.440 --> 00:03:07.680]  他問的第一個問題
[00:03:07.680 --> 00:03:10.800]  是如何引發了鄰舍這個課題的
[00:03:10.800 --> 00:03:15.760]  事情的開始就是律法師起來試探耶穌
[00:03:15.760 --> 00:03:18.600]  是有一種挑機的意味
[00:03:18.600 --> 00:03:20.440]  他就問主耶穌
[00:03:20.440 --> 00:03:25.200]  我應該做些什麼才可以承受永恆的生命呢
[00:03:25.200 --> 00:03:29.400]  主耶穌倒轉問他
[00:03:29.400 --> 00:03:31.640]  律法上怎麼說的呢
[00:03:31.640 --> 00:03:35.720]  作為律法師他沒有被難倒
[00:03:35.720 --> 00:03:36.760]  他懂的 他答了
[00:03:36.760 --> 00:03:38.640]  愛神又要愛鄰舍
[00:03:38.640 --> 00:03:41.840]  如同自己這個正確的答案
[00:03:41.840 --> 00:03:43.160]  主耶穌就稱讚他
[00:03:43.160 --> 00:03:44.360]  說你對 你對的
[00:03:44.360 --> 00:03:46.800]  你按你所說的去行
[00:03:46.800 --> 00:03:49.000]  就會必得永生
[00:03:49.000 --> 00:03:50.840]  我們當然明白
[00:03:50.840 --> 00:03:52.080]  主所說的
[00:03:52.080 --> 00:03:55.680]  並不是說我們靠行為去得救
[00:03:55.680 --> 00:03:57.480]  而是指屬神的人
[00:03:57.480 --> 00:03:59.920]  應該是以愛神 愛人
[00:03:59.920 --> 00:04:02.320]  作為生活的方式的
[00:04:02.320 --> 00:04:07.000]  這段對話原本可以在這裡就結束了
[00:04:07.000 --> 00:04:09.960]  但律法師他為了證明自己有道理
[00:04:09.960 --> 00:04:12.480]  就再追問主耶穌
[00:04:12.480 --> 00:04:14.480]  誰是我的鄰舍呢
[00:04:14.480 --> 00:04:18.440]  可能律法師原本是想挑戰耶穌
[00:04:18.440 --> 00:04:22.240]  但反過來被主耶穌教他
[00:04:22.240 --> 00:04:24.000]  你要這樣走才對
[00:04:24.000 --> 00:04:25.280]  有點尷尬
[00:04:25.280 --> 00:04:28.120]  可能他覺得自己一直都這樣做
[00:04:28.120 --> 00:04:31.800]  所以他想透過這個鄰舍的課題
[00:04:31.800 --> 00:04:34.880]  來顯示自己是懂的
[00:04:34.880 --> 00:04:35.920]  正在做的
[00:04:35.920 --> 00:04:37.240]  不用你教的
[00:04:37.240 --> 00:04:40.520]  主耶穌又怎麼回答這個關於
[00:04:40.520 --> 00:04:44.040]  誰是我的鄰舍的問題呢
[00:04:44.040 --> 00:04:45.640]  在進入這個問題之前
[00:04:45.640 --> 00:04:47.640]  我們先一起禱告
[00:04:47.640 --> 00:04:53.160]  親愛的主 願祢的靈與我們同在
[00:04:53.160 --> 00:04:54.960]  開我們的耳朵
[00:04:54.960 --> 00:04:57.960]  讓我們聽得見祢今日與我們聽見的
[00:04:57.960 --> 00:05:01.760]  禱告奉主名求 阿門
[00:05:01.760 --> 00:05:07.320]  讓我們一起讀十章的三十至三十二節
[00:05:07.320 --> 00:05:08.680]  1 2 3
[00:05:08.680 --> 00:05:10.160]  耶穌回答說
[00:05:10.160 --> 00:05:13.800]  有一個人從耶路撒冷下耶利哥去
[00:05:13.800 --> 00:05:15.560]  落在強盜手中
[00:05:15.560 --> 00:05:17.280]  他們剝去他的衣裳
[00:05:17.280 --> 00:05:18.880]  把他打個半死
[00:05:18.880 --> 00:05:20.720]  就丟下他走了
[00:05:20.720 --> 00:05:23.800]  偶然有一個祭司從這條路下來
[00:05:23.800 --> 00:05:26.880]  看見他就從那邊過去了
[00:05:26.880 --> 00:05:29.760]  有一個利未人來到這地方
[00:05:29.760 --> 00:05:32.920]  看見他也照樣從那邊過去了
[00:05:32.920 --> 00:05:35.680]  在第三十節主耶穌開始說一個故事
[00:05:35.680 --> 00:05:41.960]  有一個人從耶路撒冷下去耶利哥
[00:05:41.960 --> 00:05:46.440]  耶利哥的位置在耶路撒冷東邊的約旦河谷
[00:05:46.440 --> 00:05:47.600]  地勢低一些
[00:05:47.600 --> 00:05:49.000]  所以就說下去
[00:05:49.000 --> 00:05:51.360]  而連著這兩個地方的路
[00:05:51.360 --> 00:05:53.360]  大概有二十七公里
[00:05:53.360 --> 00:05:55.520]  當時人比較少
[00:05:55.520 --> 00:05:56.480]  人煙少一點
[00:05:56.480 --> 00:05:58.480]  但是強盜會出沒
[00:05:58.480 --> 00:06:03.240]  而這個人就在這條路上被人搶劫
[00:06:03.240 --> 00:06:04.040]  剝了衣裳
[00:06:04.040 --> 00:06:05.160]  也被打得半死
[00:06:05.160 --> 00:06:07.160]  丟在路上是可憐的
[00:06:07.160 --> 00:06:12.320]  三十一節偶然有一個祭司從這條路下來
[00:06:12.320 --> 00:06:14.560]  偶然這個詞是不是有點奇怪
[00:06:14.560 --> 00:06:17.640]  其實新漢語日本比較容易理解
[00:06:17.640 --> 00:06:19.920]  剛巧就是剛巧
[00:06:19.920 --> 00:06:23.040]  一個祭司剛巧從這條路下來
[00:06:23.040 --> 00:06:25.120]  可能他在耶路撒冷服侍完
[00:06:25.120 --> 00:06:26.680]  回家途中
[00:06:26.680 --> 00:06:28.240]  太好了
[00:06:28.240 --> 00:06:29.560]  終於有人經過了
[00:06:29.560 --> 00:06:33.440]  但是祭司看見之後就從另一邊過去
[00:06:33.440 --> 00:06:35.720]  沒有理會這個被人打得半死的人
[00:06:35.720 --> 00:06:37.920]  有沒有人覺得有沒有搞錯
[00:06:37.920 --> 00:06:39.440]  有的請舉手
[00:06:39.440 --> 00:06:40.200]  有
[00:06:40.200 --> 00:06:40.720]  好
[00:06:40.720 --> 00:06:43.760]  對了身為祭司他竟然見死不救
[00:06:43.760 --> 00:06:47.800]  三十一節有一個利未人來到這個地方
[00:06:47.800 --> 00:06:50.080]  這個是受傷的人的另一個希望
[00:06:50.080 --> 00:06:52.520]  但是利未人看見他又照樣
[00:06:52.520 --> 00:06:54.240]  從另一邊走過去
[00:06:54.240 --> 00:06:56.160]  剛才是祭司
[00:06:56.160 --> 00:06:57.200]  現在是利未人
[00:06:57.200 --> 00:07:00.960]  這兩個人有什麼共同點呢
[00:07:00.960 --> 00:07:04.520]  他們都是被分別為聖
[00:07:04.520 --> 00:07:07.400]  在聖殿去負責獻祭服侍
[00:07:07.400 --> 00:07:11.360]  並且是要教導以色列人神的律法
[00:07:11.360 --> 00:07:14.400]  但是熟悉律法又如何呢
[00:07:14.400 --> 00:07:18.400]  他們仍然是不明白神的心意是怎樣
[00:07:18.400 --> 00:07:20.440]  或者有人會說
[00:07:20.440 --> 00:07:22.160]  不要這麼武斷
[00:07:22.160 --> 00:07:23.360]  他們可能有原因的
[00:07:23.360 --> 00:07:24.520]  有難處的
[00:07:24.520 --> 00:07:25.600]  才會這樣
[00:07:25.600 --> 00:07:27.200]  有道理
[00:07:27.200 --> 00:07:30.880]  他們不理的可能性其實都有不少
[00:07:30.880 --> 00:07:35.160]  祭司可能剛剛是公完一段時間職
[00:07:35.160 --> 00:07:36.880]  有一段時間沒有見家人
[00:07:36.880 --> 00:07:38.160]  很想回家
[00:07:38.160 --> 00:07:40.520]  所以要趕快回家
[00:07:40.520 --> 00:07:44.360]  而且事情看起來都幾複雜的
[00:07:44.360 --> 00:07:45.280]  幾麻煩的
[00:07:45.280 --> 00:07:46.320]  不知道要搞多久
[00:07:46.320 --> 00:07:48.480]  更加可怕的是
[00:07:48.480 --> 00:07:50.840]  這條路上有強盜
[00:07:50.840 --> 00:07:53.720]  隨時可能會走出來
[00:07:53.720 --> 00:07:54.280]  很危險
[00:07:54.280 --> 00:07:54.880]  撇
[00:07:54.880 --> 00:07:55.520]  快點撇
[00:07:55.520 --> 00:08:00.600]  但是這些是不是都可以見死不救的理由呢
[00:08:00.600 --> 00:08:03.760]  利未人都可能會辯護的
[00:08:03.760 --> 00:08:05.120]  我這樣做不是為自己
[00:08:05.120 --> 00:08:06.120]  我是為神
[00:08:06.120 --> 00:08:09.720]  因為這個人不知道會不會死的
[00:08:09.720 --> 00:08:11.360]  如果我碰了死屍
[00:08:11.360 --> 00:08:13.040]  那就會不潔
[00:08:13.040 --> 00:08:16.400]  我就不可以參與即將要在聖殿的服侍
[00:08:16.400 --> 00:08:18.680]  但是他們不明白
[00:08:18.680 --> 00:08:22.480]  神的心意是我喜歡祭祀
[00:08:22.480 --> 00:08:24.280]  我喜歡臉書
[00:08:24.280 --> 00:08:25.800]  不喜歡祭祀
[00:08:25.800 --> 00:08:30.160]  神重視的不是表面的形式化的敬虔
[00:08:30.160 --> 00:08:35.240]  而是真正的敬虔憐憫的心
[00:08:35.240 --> 00:08:37.880]  其實猶太人的宗教領袖
[00:08:37.880 --> 00:08:40.800]  他們其實是很守律法的
[00:08:40.800 --> 00:08:44.840]  也都懂得背律法上的愛鄰舍如同自己
[00:08:44.840 --> 00:08:46.520]  但是他們就沒有明白到
[00:08:46.520 --> 00:08:50.160]  這個神的背後是什麼真正的鄰舍
[00:08:50.160 --> 00:08:52.440]  敬虔的身份背後
[00:08:52.440 --> 00:08:57.640]  你會發覺他們生命卻是一個冷漠的心
[00:08:57.640 --> 00:09:02.840]  我們會不會有時都好像故事裏的祭司和利美人
[00:09:02.840 --> 00:09:04.600]  有各種的原因
[00:09:04.600 --> 00:09:09.600]  令我們沒有幫到身邊有需要的人
[00:09:09.600 --> 00:09:11.760]  我相信很多弟兄姊妹
[00:09:11.760 --> 00:09:14.800]  都是有一個很願意幫人的心
[00:09:14.800 --> 00:09:18.960]  不過有時願意就不等於容易
[00:09:18.960 --> 00:09:21.120]  我們本身生活已經很忙
[00:09:21.120 --> 00:09:23.800]  我們自己也有很多角色是新
[00:09:23.800 --> 00:09:24.640]  是員工
[00:09:24.640 --> 00:09:25.920]  是學生
[00:09:25.920 --> 00:09:27.520]  是另一半
[00:09:27.520 --> 00:09:28.280]  是子女
[00:09:28.280 --> 00:09:31.160]  很多很多不能推的責任
[00:09:31.160 --> 00:09:32.480]  所以就算想幫人
[00:09:32.480 --> 00:09:35.040]  但是如果和自己的agenda
[00:09:35.040 --> 00:09:36.400]  遇上了衝突
[00:09:36.400 --> 00:09:37.800]  有不便的時候
[00:09:37.800 --> 00:09:39.240]  都是有挑戰的
[00:09:39.240 --> 00:09:41.120]  弟兄姊妹
[00:09:41.120 --> 00:09:43.840]  幫人確實是有代價的
[00:09:43.840 --> 00:09:45.240]  包括有精神
[00:09:45.240 --> 00:09:46.080]  體力
[00:09:46.080 --> 00:09:46.840]  時間
[00:09:46.840 --> 00:09:48.560]  金錢等等
[00:09:48.560 --> 00:09:51.320]  但是有時我們又見到有些弟兄姊妹
[00:09:51.320 --> 00:09:53.280]  好像只要有人有需要
[00:09:53.280 --> 00:09:54.920]  他們就會出現
[00:09:54.920 --> 00:09:58.640]  成為了有需要的人身邊的天使
[00:09:58.640 --> 00:10:01.000]  他們好像有無限的時間
[00:10:01.000 --> 00:10:04.040]  給其他人
[00:10:04.040 --> 00:10:06.320]  我爸爸
[00:10:06.320 --> 00:10:08.920]  在過生前後的這段日子
[00:10:08.920 --> 00:10:11.360]  其實天父都差遣了很多的天使
[00:10:11.360 --> 00:10:13.520]  環繞在我家
[00:10:13.520 --> 00:10:15.600]  環繞在我爸爸身邊
[00:10:15.600 --> 00:10:19.080]  包括有史蒂芬牧師和振峰傳道
[00:10:19.080 --> 00:10:22.680]  他們都抽時間陪我爸爸去醫院
[00:10:22.680 --> 00:10:24.680]  和我爸爸講福音
[00:10:24.680 --> 00:10:26.280]  我記得振峰那時候
[00:10:26.280 --> 00:10:28.280]  在預備自己的婚禮
[00:10:28.280 --> 00:10:29.960]  去年年尾的時候
[00:10:29.960 --> 00:10:31.000]  有一天下午
[00:10:31.000 --> 00:10:34.440]  他和我一起陪爸爸去醫院覆診
[00:10:34.440 --> 00:10:38.360]  整個下午都和爸爸媽媽分享信仰
[00:10:38.360 --> 00:10:41.880]  那晚他原本約了他的未婚妻Erica
[00:10:41.880 --> 00:10:45.880]  去談婚禮的事情
[00:10:45.880 --> 00:10:48.600]  但結果他和未婚妻通完電話
[00:10:48.600 --> 00:10:51.480]  他們決定振峰留下
[00:10:51.480 --> 00:10:53.960]  繼續陪我爸爸媽媽吃晚飯
[00:10:53.960 --> 00:10:56.600]  亦繼續傳福音
[00:10:56.600 --> 00:11:01.480]  韋承牧師亦來過探望我爸爸
[00:11:01.480 --> 00:11:04.680]  我記得那天韋承哥去完醫院
[00:11:04.680 --> 00:11:08.200]  陪完弟兄姊妹的家人
[00:11:08.200 --> 00:11:10.200]  之後又趕來我家
[00:11:10.200 --> 00:11:11.320]  我爸爸媽媽家
[00:11:11.320 --> 00:11:15.000]  去和我爸爸媽媽講自己的信書見證
[00:11:15.000 --> 00:11:18.600]  並且帶我爸爸做決志禱告
[00:11:18.600 --> 00:11:21.080]  感謝主
[00:11:21.080 --> 00:11:22.120]  幾位的同工
[00:11:22.120 --> 00:11:23.960]  他們都是為了福音
[00:11:23.960 --> 00:11:28.040]  同時也是為了我和我家人
[00:11:28.040 --> 00:11:29.000]  無論多忙
[00:11:29.000 --> 00:11:31.320]  他們都放上自己的時間
[00:11:31.320 --> 00:11:34.600]  甚至放下自己原本的行程
[00:11:34.600 --> 00:11:38.760]  我爸爸剛剛在星期三的安息禮
[00:11:38.760 --> 00:11:42.600]  Steven牧師和振峰全都幫手處理
[00:11:42.600 --> 00:11:46.120]  Steven牧師還出了自己的手機
[00:11:46.120 --> 00:11:47.160]  手機腳架
[00:11:47.160 --> 00:11:48.200]  Zoom帳戶
[00:11:48.440 --> 00:11:53.800]  在沒有網絡的小禮堂
[00:11:53.800 --> 00:11:55.880]  用自己的手機和數據
[00:11:55.880 --> 00:11:59.320]  令我幾個在外國的親人
[00:11:59.320 --> 00:12:03.560]  都可以在網上一起送別爸爸
[00:12:03.560 --> 00:12:07.960]  Steven牧師那天一聽到我爸爸過身的消息
[00:12:07.960 --> 00:12:09.960]  他立即打電話給我
[00:12:09.960 --> 00:12:13.960]  問我需要醫院幫忙嗎
[00:12:13.960 --> 00:12:17.000]  之後Steven牧師經常都傳訊息給我
[00:12:17.000 --> 00:12:21.480]  慰問我和看看我有沒有需要幫忙的事
[00:12:21.480 --> 00:12:25.960]  很多同工和弟兄姊妹私下都發出慰問
[00:12:25.960 --> 00:12:27.400]  為我們禱告
[00:12:27.400 --> 00:12:29.640]  其實很多同工和弟兄姊妹
[00:12:29.640 --> 00:12:31.880]  都很有心要來觀禮
[00:12:31.880 --> 00:12:33.720]  不過因為疫情我們都很婉拒
[00:12:33.720 --> 00:12:37.160]  因為都很怕大家來的時候會有染疫
[00:12:37.160 --> 00:12:38.760]  我們會很過意不去
[00:12:38.760 --> 00:12:44.120]  但我們邀請同工和弟兄姊妹為我們一家禱告
[00:12:44.120 --> 00:12:47.640]  適時的幫助 適時的慰問和禱告
[00:12:47.640 --> 00:12:50.600]  都令到我和家人很得著安慰
[00:12:50.600 --> 00:12:52.440]  很感受被愛
[00:12:52.440 --> 00:12:56.520]  感謝主 亦都很多謝大家
[00:12:56.520 --> 00:12:57.880]  而這兩年的疫情
[00:12:57.880 --> 00:13:02.840]  亦都確實是成為了我們人和人之間
[00:13:02.840 --> 00:13:06.440]  要去連結 要彼此幫助的一些障礙
[00:13:06.440 --> 00:13:07.720]  求神都幫助我們
[00:13:07.720 --> 00:13:12.200]  透過不同的形式 途徑去關心有需要的人
[00:13:12.200 --> 00:13:15.240]  我記得前個星期Mona都有說過
[00:13:15.240 --> 00:13:17.720]  Tag人是不會傳染的
[00:13:17.720 --> 00:13:20.360]  所以我們可以透過Message
[00:13:20.360 --> 00:13:24.600]  可以透過電話去關心人
[00:13:24.600 --> 00:13:27.880]  又或者會不會去幫手買一些需要的物資
[00:13:27.880 --> 00:13:30.920]  速遞或者自己送到有需要的弟兄姊妹
[00:13:30.920 --> 00:13:33.640]  或者朋友家門口
[00:13:33.640 --> 00:13:35.080]  上星期六
[00:13:35.080 --> 00:13:37.960]  阿加皮又有幾位弟兄姊妹和Mona
[00:13:37.960 --> 00:13:41.480]  就出了兩架車 搬了四車的物資
[00:13:41.480 --> 00:13:44.920]  回教會 要去派給有需要的人
[00:13:44.920 --> 00:13:47.160]  我相信我們有不同的團體
[00:13:47.160 --> 00:13:50.760]  都有在關心不同的社區需要的人
[00:13:50.760 --> 00:13:54.520]  那天其實還在下雨
[00:13:54.520 --> 00:13:56.600]  他們搬到身水身汗
[00:13:56.600 --> 00:14:00.360]  物資包濕了 亦都有點污糟
[00:14:00.360 --> 00:14:01.880]  但車主就說
[00:14:01.880 --> 00:14:04.760]  不要理了 全部放上車 我之後再清潔
[00:14:04.760 --> 00:14:06.920]  幫人的過程
[00:14:07.640 --> 00:14:12.040]  真的有時經常需要付出和放下
[00:14:12.040 --> 00:14:14.600]  我們願意這些見證
[00:14:14.600 --> 00:14:16.840]  都成為我們彼此的激勵
[00:14:16.840 --> 00:14:18.920]  我都在學習 我都在學習
[00:14:18.920 --> 00:14:20.200]  我們一起學習
[00:14:20.200 --> 00:14:23.080]  願意世界見到我們屬神的人
[00:14:23.080 --> 00:14:26.120]  不會只有表面的敬虔
[00:14:26.120 --> 00:14:28.520]  而是我們會出現真實的敬虔
[00:14:28.520 --> 00:14:30.760]  是有基督的香氣
[00:14:30.760 --> 00:14:32.200]  亦都願意大家
[00:14:32.200 --> 00:14:36.360]  神親自去祝福大家的付出和放下
[00:14:36.360 --> 00:14:39.240]  這句說話好像結束了
[00:14:39.240 --> 00:14:41.400]  不是 我們會繼續
[00:14:41.400 --> 00:14:45.080]  時間的限制和手上的agenda
[00:14:45.080 --> 00:14:48.520]  可以是一個原因阻止我們去幫助有需要的人
[00:14:48.520 --> 00:14:50.120]  成為真正的鄰舍
[00:14:50.120 --> 00:14:52.040]  還有沒有其他的原因呢
[00:14:52.040 --> 00:14:54.040]  我們一起來讀33節
[00:14:54.040 --> 00:14:56.200]  為了一個撒瑪利亞人
[00:14:56.200 --> 00:14:58.280]  行路來到那裡
[00:14:58.280 --> 00:15:00.360]  看見他就動了慈心
[00:15:00.360 --> 00:15:06.120]  這個為字有but可是的意思
[00:15:06.120 --> 00:15:07.400]  而這個語氣
[00:15:07.400 --> 00:15:09.640]  令我們預期來的第三個人
[00:15:09.640 --> 00:15:11.640]  應該和之前兩個
[00:15:11.640 --> 00:15:14.280]  那個祭司和尼美人會有些不同
[00:15:14.280 --> 00:15:17.160]  這個從動了慈心這四個字
[00:15:17.160 --> 00:15:20.040]  就更加可以feel到
[00:15:20.040 --> 00:15:22.040]  動了慈心的意思就是
[00:15:22.040 --> 00:15:24.520]  動了憐憫的心
[00:15:24.520 --> 00:15:27.080]  英文YLT的譯本這樣翻譯
[00:15:27.080 --> 00:15:30.120]  就是be moved with compassion
[00:15:30.120 --> 00:15:32.520]  撒瑪利亞人的心被觸動
[00:15:32.520 --> 00:15:35.160]  他同情這個受傷的人
[00:15:35.160 --> 00:15:38.520]  動了慈心這個動詞的原文
[00:15:38.520 --> 00:15:41.560]  其實新約聖經只出現了12次
[00:15:41.560 --> 00:15:46.440]  其中9次是用在耶穌對人的憐憫
[00:15:46.440 --> 00:15:48.440]  另外兩次
[00:15:48.440 --> 00:15:51.480]  第一就是在路加福音15章20節
[00:15:51.480 --> 00:15:52.840]  浪子回頭的故事
[00:15:52.840 --> 00:15:55.080]  父親見到兒子回家的時候
[00:15:55.080 --> 00:15:56.120]  就動了慈心
[00:15:56.120 --> 00:15:58.520]  還有馬太福音18章27節
[00:15:58.520 --> 00:16:00.760]  我上一次的講道裡面講到的
[00:16:00.760 --> 00:16:04.840]  天國好像王和欠他債的僕人的比喻
[00:16:04.840 --> 00:16:07.720]  當僕人向王哀求的時候
[00:16:07.720 --> 00:16:09.720]  王就動了慈心
[00:16:09.720 --> 00:16:12.440]  其實浪子裡面的父親
[00:16:12.440 --> 00:16:14.440]  天國比喻裡面的國王
[00:16:14.440 --> 00:16:17.480]  其實都是指向神的意思
[00:16:17.480 --> 00:16:20.360]  所以這裡的動了慈心
[00:16:20.360 --> 00:16:25.640]  相信也是指向像神一樣的憐憫
[00:16:25.640 --> 00:16:30.120]  是和主契合的憐憫
[00:16:30.120 --> 00:16:32.520]  這個可視
[00:16:32.520 --> 00:16:37.000]  其實還有一個很關鍵很重要的轉接
[00:16:37.000 --> 00:16:39.400]  就是這個人來的人的身份
[00:16:39.400 --> 00:16:41.400]  他是一個撒瑪利亞人
[00:16:41.400 --> 00:16:43.880]  這個對於猶太的律法師
[00:16:43.880 --> 00:16:46.120]  對於猶太人來說都是很意外的
[00:16:46.120 --> 00:16:48.120]  甚至是很震撼的
[00:16:48.120 --> 00:16:51.320]  因為我們在標稱也講過不止一次
[00:16:51.320 --> 00:16:53.320]  撒瑪利亞人在猶太人的眼中
[00:16:53.320 --> 00:16:56.440]  是被視為不潔的不純正的族群
[00:16:56.440 --> 00:17:00.680]  無論在血統上或者信仰上都是不純正的
[00:17:00.680 --> 00:17:04.680]  所以不接納他們甚至不將他們列入
[00:17:04.680 --> 00:17:07.560]  納入這個鄰舍的定義裡面
[00:17:07.560 --> 00:17:10.040]  他們不是猶太人的鄰舍
[00:17:10.040 --> 00:17:12.040]  其實他們本來是兄弟
[00:17:12.040 --> 00:17:16.040]  但是他們互相仇視幾百年
[00:17:16.040 --> 00:17:20.920]  所以當這些位置被猶太人歧視
[00:17:20.920 --> 00:17:25.000]  甚至認為不在救恩之內的撒瑪利亞人
[00:17:25.000 --> 00:17:27.000]  竟然比猶太人的敬虔者
[00:17:27.400 --> 00:17:31.400]  更加有同主契合的憐憫之心的時候
[00:17:31.400 --> 00:17:34.680]  這一巴掌是刮得很硬的
[00:17:34.680 --> 00:17:39.720]  有人認為在這個比喻裡面
[00:17:39.720 --> 00:17:41.720]  落在強盜手裡面的那個人
[00:17:41.720 --> 00:17:43.720]  應該是猶太人
[00:17:43.720 --> 00:17:45.720]  有可能
[00:17:45.720 --> 00:17:47.720]  因為這樣就更加顯出
[00:17:47.720 --> 00:17:51.240]  猶太的祭司和利未人
[00:17:51.240 --> 00:17:54.840]  連自己人都不理那種沒有憐憫
[00:17:54.840 --> 00:17:58.680]  也令到撒瑪利亞人的出手更加震撼
[00:17:58.680 --> 00:18:01.400]  不過經文沒有明確這樣說
[00:18:01.400 --> 00:18:06.440]  其實難道不是無論什麼人
[00:18:06.440 --> 00:18:09.480]  是自己人還是不是自己人
[00:18:09.480 --> 00:18:10.760]  喜歡的人不喜歡的人
[00:18:10.760 --> 00:18:13.880]  總之有需要的人就應該去幫助的嗎
[00:18:13.880 --> 00:18:18.280]  鄰舍不應該有種類的分別
[00:18:18.280 --> 00:18:21.320]  神的憐憫是沒有類別選擇性的
[00:18:21.320 --> 00:18:25.160]  否則我們應該沒有人配得起神的義子
[00:18:25.160 --> 00:18:27.160]  為我們擺上自己的生命
[00:18:27.160 --> 00:18:31.480]  我們會不會像猶太人一樣
[00:18:31.480 --> 00:18:33.480]  有時候會分門別類
[00:18:33.480 --> 00:18:35.480]  選擇性去幫助別人
[00:18:35.480 --> 00:18:38.440]  或者幫的程度對不同人會有些不同
[00:18:38.440 --> 00:18:40.440]  例如可能問你勞那個人
[00:18:40.440 --> 00:18:42.440]  帥一點或是美女一點
[00:18:42.440 --> 00:18:44.440]  你就會帶他去目的地
[00:18:44.440 --> 00:18:48.440]  否則你就會說轉左轉右再轉右
[00:18:48.440 --> 00:18:49.400]  那就算了
[00:18:49.400 --> 00:18:51.400]  可能有時候也會有些程度的分別
[00:18:51.400 --> 00:18:57.720]  不能否認我們有時候對人有不同的喜歡程度
[00:18:57.720 --> 00:19:00.520]  想問大家有沒有曾經做過
