
[00:00:00.000 --> 00:00:03.000]  話說有一個水果檔的老闆
[00:05:20.200 --> 00:05:22.200]  最多只能去到外邦人院
[00:05:22.200 --> 00:05:26.200]  所以他們只能在城門口,或者聖殿門口去吃黑
[00:05:26.200 --> 00:05:30.200]  你想想當日,如果他坐在城門口
[00:05:30.200 --> 00:05:34.200]  城門口是最多人出出入入的地方,是嗎?
[00:05:34.200 --> 00:05:36.200]  很多人來人往的時候
[00:05:36.200 --> 00:05:39.200]  你想想每一個經過這個城門的人
[00:05:39.200 --> 00:05:42.200]  是不是都有目標的?
[00:05:42.200 --> 00:05:44.600]  他正在爭取一個機會,快點回家
[00:05:44.600 --> 00:05:47.600]  或者趕著去談生意,或者去見他家人
[00:05:47.600 --> 00:05:50.600]  或者追求他自己的人生目標
[00:05:50.600 --> 00:05:53.600]  但相反,巴抵馬就坐在這裡
[00:05:53.600 --> 00:05:57.600]  好像沒有什麼目標,沒有什麼人生機會
[00:05:57.600 --> 00:05:59.600]  他只是坐在這裡,等人施捨
[00:05:59.600 --> 00:06:01.600]  等人施捨他的機會
[00:06:01.600 --> 00:06:04.600]  他沒有辦法主動去爭取機會,只是坐在這裡
[00:06:04.600 --> 00:06:10.600]  所以我們這樣看的時候,就看到一個在當日社會沒有工作能力的人
[00:06:11.200 --> 00:06:14.600]  要別人帶他去到外邦,他就去黑色
[00:06:14.600 --> 00:06:18.600]  社會不接納他,他沒有機會向上流
[00:06:18.600 --> 00:06:21.600]  只有繼續坐在這裡,等人幫助
[00:06:21.600 --> 00:06:25.600]  可能因為他視障,他會失去很多機會
[00:06:25.600 --> 00:06:27.600]  連一個翻身的機會都沒有
[00:06:27.600 --> 00:06:30.600]  每天只能坐在這裡
[00:06:30.600 --> 00:06:34.600]  他好像失去很多機會,是嗎?
[00:06:34.600 --> 00:06:40.600]  我準備讀神學的時候,發生了一件事
[00:06:40.600 --> 00:06:43.000]  神父召我辭工
[00:06:43.000 --> 00:06:45.000]  我記得是七月份,我辭工
[00:06:45.000 --> 00:06:48.000]  等九月開學,想自己也有時間休息
[00:06:48.000 --> 00:06:51.000]  可能有些人都聽過
[00:06:51.000 --> 00:06:58.000]  剛好在那兩個月,有人邀請我去一個宣教士的差遣禮裡面彈琴
[00:06:58.000 --> 00:07:04.000]  我不認識那個宣教士,就去那個地方幫忙彈琴
[00:07:04.000 --> 00:07:07.000]  我好記得他在那裡說
[00:07:07.000 --> 00:07:09.000]  他說他已經在木組會工作了二十年
[00:07:09.600 --> 00:07:13.000]  我中五畢業,就快要去神學院讀書
[00:07:13.000 --> 00:07:15.000]  然後就出行到木組會,已經二十年了
[00:07:15.000 --> 00:07:18.000]  今天感謝主給我新的一頁,我可以繼續去宣教
[00:07:18.000 --> 00:07:24.000]  我不像那些長大了,退休了才去讀神學的人
[00:07:24.000 --> 00:07:28.000]  我心裡一沉,他就在說我
[00:07:28.000 --> 00:07:32.000]  當時雖然我還沒有好到退休
[00:07:32.000 --> 00:07:37.000]  但是我還是一把年紀,放下職業才去讀神學
[00:07:37.000 --> 00:07:39.000]  他好像在說我
[00:07:39.000 --> 00:07:43.400]  我真的有點不開心,我覺得如果我像他這樣就好了
[00:07:43.400 --> 00:07:45.400]  為什麼我會這樣想呢?
[00:07:45.400 --> 00:07:48.400]  因為我小時候,中一的時候,神已經呼召我
[00:07:48.400 --> 00:07:50.400]  要我全世界奉獻
[00:07:50.400 --> 00:07:53.400]  不過我不願意,我要玩
[00:07:53.400 --> 00:07:56.400]  所以兜兜轉轉,幾十年之後
[00:07:56.400 --> 00:08:02.400]  我就有一點點唏噓,失去了一個最黃金去服侍主的機會
[00:08:02.400 --> 00:08:05.400]  我真的有點不開心,但我不知道為什麼神要這樣
[00:08:05.400 --> 00:08:07.400]  可能是想激勵一下我
[00:08:08.000 --> 00:08:11.400]  現在這麼老了,才叫我去讀,要我努力了
[00:08:11.400 --> 00:08:14.400]  神學畢業,很不容易就畢業
[00:08:14.400 --> 00:08:17.400]  進了教會,在恩福堂侍奉
[00:08:17.400 --> 00:08:21.400]  當時還是不懂得處理人際關係
[00:08:21.400 --> 00:08:24.400]  壓力很大,不夠一年
[00:08:24.400 --> 00:08:29.400]  我就有初期的抑鬱症
[00:08:29.400 --> 00:08:34.400]  要停下,因為沒辦法
[00:08:35.000 --> 00:08:38.400]  走近來,恩福堂我開始害怕
[00:08:38.400 --> 00:08:43.400]  手抖,不開心,所以放假不回來
[00:08:43.400 --> 00:08:46.400]  停下來,情緒低落到一個點
[00:08:46.400 --> 00:08:49.400]  很想離開,不做了
[00:08:49.400 --> 00:08:55.400]  你想想,當日我還沒開學,又被人說了一說
[00:08:55.400 --> 00:08:57.400]  這次才讀
[00:08:57.400 --> 00:09:00.400]  到我很不容易畢業,做到不夠一年
[00:09:00.400 --> 00:09:03.400]  又放棄了,要停下
[00:09:04.000 --> 00:09:06.400]  我真的問神,為什麼你這麼不公平
[00:09:06.400 --> 00:09:09.400]  為什麼連這個給我一點機會服侍你都不行
[00:09:09.400 --> 00:09:13.400]  好像失去了很多機會
[00:09:13.400 --> 00:09:15.400]  一個接著一個
[00:09:15.400 --> 00:09:18.400]  我不知道你的人生是不是失去了很多機會
[00:09:18.400 --> 00:09:24.400]  你想想,你的原生家庭,你的父母,你有沒有選擇
[00:09:24.400 --> 00:09:27.400]  沒有,好和不好,你都要接受
[00:09:27.400 --> 00:09:32.400]  所以很多人都想,我快點去結婚,選我的配偶
[00:09:33.000 --> 00:09:34.400]  配偶有沒有選擇
[00:09:34.400 --> 00:09:36.400]  有,你有機會選擇
[00:09:36.400 --> 00:09:39.400]  不過很多時候你回頭看,很多人都很唏噓
[00:09:39.400 --> 00:09:46.400]  如果有機會讓我再從頭選擇,我就……
[00:09:46.400 --> 00:09:48.400]  你自己說吧
[00:09:48.400 --> 00:09:52.400]  你好像有機會,但你好像沒有把握機會
[00:09:52.400 --> 00:09:58.400]  我有一個團友,他家裡很窮,沒機會讀書
[00:09:58.400 --> 00:10:01.400]  很早出來工作,要自己賺錢養自己
[00:10:02.000 --> 00:10:05.400]  很不容易他才能儲夠錢去外國讀書
[00:10:05.400 --> 00:10:11.400]  我記得他臨飛之前我都約他聊聊天
[00:10:11.400 --> 00:10:14.400]  鼓勵他好好讀書
[00:10:14.400 --> 00:10:16.400]  不到兩個星期
[00:10:16.400 --> 00:10:20.400]  我聽到另外一些人告訴我
[00:10:20.400 --> 00:10:27.400]  他去了外國,他在另外一個外國的親人去世
[00:10:27.400 --> 00:10:30.400]  很突然,他沒機會見他一面
[00:10:31.000 --> 00:10:34.400]  他覺得很可惜,他說如果我不去讀書,我就有機會見到他
[00:10:34.400 --> 00:10:41.400]  失去了一個機會,見他親人最後一面的機會
[00:10:41.400 --> 00:10:48.400]  人生有很多機會我們沒有把握,放下了,錯過了,我們沒有抓緊
[00:10:48.400 --> 00:10:54.400]  我們這樣看的時候,包括他的心情是怎樣
[00:10:54.400 --> 00:10:59.400]  聖經就說他只是坐在那裡,那他是不是真的那麼慘呢
[00:11:00.400 --> 00:11:02.800]  看故事的法治就知道了
[00:11:02.800 --> 00:11:06.800]  到了第36至39節
[00:11:06.800 --> 00:11:12.800]  聖經形容他聽到人群裡有些異樣
[00:11:12.800 --> 00:11:16.800]  他就問在場的人是誰,他就知道是耶穌經過
[00:11:16.800 --> 00:11:19.800]  他反應很大,剛才特意示範給你看
[00:11:19.800 --> 00:11:24.800]  很大聲地叫,大衛之子耶穌可憐我
[00:11:27.400 --> 00:11:32.800]  你想想一個普通人在什麼情況下才會有這麼大的反應呢?
[00:11:32.800 --> 00:11:36.800]  在街上,他有一點點很失意,不理別人怎麼看他,他就在那裡叫
[00:11:36.800 --> 00:11:40.800]  通常什麼情況我們會這樣做呢?
[00:11:40.800 --> 00:11:43.800]  見到他很想追求女朋友,是不是?
[00:11:43.800 --> 00:11:45.800]  是不是?是不是?等我啊!
[00:11:45.800 --> 00:11:51.800]  或者見到失殺多年的親人,是不是?
[00:11:51.800 --> 00:11:55.800]  或者見到他的粉絲,不是,是他的偶像,粉絲見到偶像
[00:11:56.800 --> 00:12:01.200]  或者他遇到一個名醫,他一直找,找不到,被我撞到了,是不是?
[00:12:01.200 --> 00:12:04.200]  通常都是這樣的情況下才會大叫,是不是?
[00:12:04.200 --> 00:12:07.200]  但是當天巴蒂瑪為什麼會這樣大叫?
[00:12:07.200 --> 00:12:10.200]  很明顯,他知道耶穌是誰
[00:12:10.200 --> 00:12:15.200]  當天耶穌已經人氣急升,到處都在說耶穌是誰,耶穌可以做什麼
[00:12:15.200 --> 00:12:20.200]  坊間很多流傳,有人說他是屍體有害,有人說他是以利亞,有人說他是某個先知復活
[00:12:21.800 --> 00:12:28.200]  當天很多人,人信我信,不要執輸的心態,去信耶穌,或者去找耶穌
[00:12:28.200 --> 00:12:33.200]  路加夫人作者特意在巴蒂瑪這個故事之前放了兩個故事
[00:12:33.200 --> 00:12:40.200]  有很多人帶孩子去到耶穌面前,去想要祝福
[00:12:40.200 --> 00:12:46.200]  他們覺得這個是有求必應的神,就帶孩子去拿祝福
[00:12:46.200 --> 00:12:50.200]  接著第二個故事就說有錢的官員去拜訪耶穌
[00:12:50.800 --> 00:12:57.200]  他想和耶穌談談人生的道理,想問耶穌求智慧
[00:12:57.200 --> 00:13:04.200]  這是第二個故事,你看到他們都是覺得跟耶穌有好處
[00:13:04.200 --> 00:13:11.200]  但是巴蒂瑪不是,他知道他可以求醫治,他可以痊癒
[00:13:11.200 --> 00:13:16.200]  因為他知道這是他在等待,他在盼望的彌賽
[00:13:16.200 --> 00:13:19.200]  是很不同的分別,是不是?
[00:13:19.800 --> 00:13:22.200]  因為巴蒂瑪真正認識主耶穌的身份
[00:13:22.200 --> 00:13:26.200]  剛才叫了兩次,他怎麼叫耶穌?
[00:13:26.200 --> 00:13:32.200]  大衛之子耶穌,為什麼他不叫耶穌?他又不叫納撒拉耶穌
[00:13:32.200 --> 00:13:37.200]  約翰之子他不叫,為什麼他叫大衛之子?
[00:13:37.200 --> 00:13:43.200]  我猜當天施洗約翰,就叫門徒去問耶穌
[00:13:43.200 --> 00:13:47.200]  你將來是不是會來那一位?
[00:13:47.800 --> 00:13:53.200]  然後耶穌回答他們,我猜約翰的門徒出去說,很多人就流傳
[00:13:53.200 --> 00:13:59.200]  耶穌這樣回答他們,你們去吧,將你所聽見告訴約翰
[00:13:59.200 --> 00:14:03.200]  就是盲人可以看見,瘸子可以行走,麻風病人可以得見證,潔淨
[00:14:03.200 --> 00:14:07.200]  聾子聽見,死人復活,空音聽到福音
[00:14:07.200 --> 00:14:13.200]  全部都是很好的,你猜巴蒂瑪是視障的,聽到這件事會怎樣?
[00:14:13.800 --> 00:14:19.200]  當然會很開心,這個真是厲害,會醫治我
[00:14:19.200 --> 00:14:27.200]  我猜巴蒂瑪也很留心猶太人的教導,拉給他們的教導,有關尼塞亞的身份
[00:14:27.200 --> 00:14:31.200]  以塞爾書九章六至七字是這樣,我猜他當天就經常這樣聽
[00:14:31.200 --> 00:14:37.200]  因為有一英孩為我們而生,有一子賜給我們,政權必擔在他的肩頭上
[00:14:37.200 --> 00:14:43.200]  他名稱為奇妙賊士,全能的上帝,永在的父,和平的君
[00:14:43.200 --> 00:14:48.600]  他的政權和平安,必加增無窮,他必在大衛的寶座上,治理他的國
[00:14:48.600 --> 00:14:54.600]  以公平公義,使國堅定穩固,從今直到永遠
[00:14:54.600 --> 00:14:57.600]  萬君之夜和華的熱心,必勝就這時
[00:14:57.600 --> 00:15:05.600]  拉比不斷讀這些經文,我猜巴蒂瑪聽到很多,原來是大衛的子孫
[00:15:05.600 --> 00:15:12.600]  尼塞亞就是大衛的子孫,所以他衝口而出,他知道耶穌就是尼塞亞
[00:15:13.600 --> 00:15:22.000]  其實很特別,你記得經文,他問:哪個人氣急升那麼厲害在那裏走過?
[00:15:22.000 --> 00:15:29.000]  那些人怎麼回答他?納薩勒人耶穌,其實這是一個比較貶義的
[00:15:29.000 --> 00:15:36.000]  大家知道納薩勒出了什麼好東西,所以他們都是用一些貶義的說法
[00:15:36.000 --> 00:15:41.000]  但是他知道不是,是大衛之子,是一個榮耀的稱呼
[00:15:41.600 --> 00:15:49.000]  你想想當日他坐在城門口,很多人進出,很多人坐下來和他聊天,說三道四
[00:15:49.000 --> 00:15:55.000]  人云亦云,閒言閒語,說很多話
[00:15:55.000 --> 00:16:00.000]  可能很多人和他說納薩勒人耶穌只是不太好,但是他沒有聽
[00:16:00.000 --> 00:16:06.000]  他選擇性的聆聽,這個就是尼塞亞
[00:16:06.000 --> 00:16:11.000]  他很留心救藥的預言,他又追蹤著耶穌的事蹟,所以他很清楚
[00:16:11.000 --> 00:16:13.400]  耶穌就是尼塞亞
[00:16:13.400 --> 00:16:21.400]  很有趣的是路加福音的作者在巴蒂曼這件事之前
[00:16:21.400 --> 00:16:24.400]  就說了一件事,就是耶穌和門徒的一個生活
[00:16:24.400 --> 00:16:28.400]  那裏怎麼說?如果你有機會可以去看十八章三十一節
[00:16:28.400 --> 00:16:34.400]  耶穌和門徒在一起的時候,他就預言說他會受苦受死,而且會復活
[00:16:35.000 --> 00:16:41.400]  那些門徒的反應是怎樣?不相信,說不要了,耶穌,你和我們一起好一點
[00:16:41.400 --> 00:16:50.400]  和他一起生活的門徒都不明白耶穌,但是巴蒂曼就知道這個就是尼塞亞
[00:16:50.400 --> 00:16:57.400]  就是他在等的尼塞亞,所以他大聲地叫,雖然有群眾阻止他
[00:16:58.000 --> 00:17:05.400]  但是他也不理會,再大聲地叫,因為他知道尼塞亞出現,會拯救他,醫治他
[00:17:05.400 --> 00:17:11.400]  他想看到這個機會,所以他放下身段也不理會,剛才他丟掉了家當
[00:17:11.400 --> 00:17:21.400]  就是要去見耶穌,他看到一個機會,是重新熱來的機會,可以讓他脫離這個困苦
[00:17:22.000 --> 00:17:29.400]  他出盡力去叫,叫耶穌,因為他看到自己黑暗,他看到耶穌的光
[00:17:29.400 --> 00:17:36.400]  就像Cathy剛才說的,去到主的面前就看到自己很多不足的地方
[00:17:36.400 --> 00:17:43.400]  所以他看似失去了機會,但其實他是看到一個機會
[00:17:43.400 --> 00:17:50.400]  他肉眼看不見,但是他心裡面看到
[00:17:51.000 --> 00:17:59.400]  我又想起一位團友,在疫症之前他也很穩定,回團了幾年
[00:17:59.400 --> 00:18:06.400]  但是疫症之後一切都改變了,要讀書,要教學生,要去做醫院的服務
[00:18:06.400 --> 00:18:10.400]  沒有再回團了,就算我們復上之後也沒有再回
[00:18:10.400 --> 00:18:15.400]  但是我一直都有WhatsApp關心他,多數都沒有什麼反應
[00:18:15.400 --> 00:18:20.400]  藍色之後沒有反應,這是正常的,他不回就不會理我
[00:18:20.400 --> 00:18:24.800]  他踩我就跳,這是正常的,我沒有不開心
[00:18:24.800 --> 00:18:28.800]  不過我一直都有WhatsApp關心他,有一次他突然有反應
[00:18:28.800 --> 00:18:33.800]  我馬上把握機會和他在WhatsApp聊多一會
[00:18:33.800 --> 00:18:39.800]  原來他當時是一個音樂療養的服務員,在醫院裡面有一個音樂療養的服務員
[00:18:39.800 --> 00:18:43.800]  有很大的感動,神在他心裡面有很多的攪動
[00:18:44.400 --> 00:18:50.800]  為什麼呢?我和他再聊的時候,原來他在做音樂療養的服務的時候
[00:18:50.800 --> 00:18:55.800]  他一邊彈音樂一邊對著這些臨終的病人的時候
[00:18:55.800 --> 00:19:02.800]  他說那一次他看著那個病人離世,看著他的面容改變
[00:19:02.800 --> 00:19:07.800]  看著他慢慢地走了,他一邊彈音樂
[00:19:07.800 --> 00:19:13.800]  他很震撼,心裡面有很大的感動,看到對生命有很多的反思
[00:19:13.800 --> 00:19:16.200]  感覺生命很有限
[00:19:16.200 --> 00:19:21.200]  那一晚我就再WhatsApp他,我都不知道為什麼,我就是感動
[00:19:21.200 --> 00:19:26.200]  是時候要WhatsApp他了,我就WhatsApp他,就和他聊了一會
[00:19:26.200 --> 00:19:34.200]  接著我們大衛團契十週年的時候,我又邀請他來
[00:19:34.200 --> 00:19:38.200]  他又覺得,咦,怎麼剛好又是這個時候
[00:19:38.200 --> 00:19:43.200]  他心裡面有一個很大的聲音跟他說,你是不是開始要回團契了?
[00:19:43.200 --> 00:19:47.600]  因為星期五他一直都沒有空,因為疫症之後
[00:19:47.600 --> 00:19:52.600]  但是當時他服務了很多年的一個癌病機構,停了下來
[00:19:52.600 --> 00:19:57.600]  星期五就不需要再去了,又是剛好我WhatsApp他,邀請他來回團契
[00:19:57.600 --> 00:20:02.600]  他看到神的心意,是不是要回團契呢?
[00:20:02.600 --> 00:20:07.600]  就是這樣,他看到神的心意,他就開始回團契
[00:20:08.200 --> 00:20:13.600]  他好像失去了剛才說有機會在醫院做服務的機會,是嗎?
[00:20:13.600 --> 00:20:17.600]  我都猜不到,他回來之後,大家一起去分享,聊聊天
[00:20:17.600 --> 00:20:23.600]  今天我們已經開始和他一起,整個團契和他一起去醫院做這個服務
[00:20:23.600 --> 00:20:31.600]  看似失去機會,原來上帝祝福他更多人和他一起去服務
[00:20:31.600 --> 00:20:36.600]  他看到這個機會,他在找這個機會
[00:20:37.200 --> 00:20:44.600]  剛才說黎恩福不夠一年就有初期的抑鬱症
[00:20:44.600 --> 00:20:51.600]  不過幸好發現得很早,還有得醫,沒有惡化
[00:20:51.600 --> 00:20:56.600]  我不是說我聰明,是神厲害,靠我自己一定不行
[00:20:56.600 --> 00:21:03.600]  兩個月內很快就能上班,不過人際關係仍然未解決
[00:21:04.200 --> 00:21:07.600]  只有不斷禱告求神開路
[00:21:07.600 --> 00:21:14.600]  在那段時間,神不斷在施哥靈修講道,我自己安靜的時候不斷提醒我
[00:21:14.600 --> 00:21:20.600]  你不要逃避,你要正面處理,不要逃避,去吧
[00:21:20.600 --> 00:21:23.600]  但我一直都不願意
[00:21:23.600 --> 00:21:28.600]  這個很惡劣的人際關係,我不知道如何面對
[00:21:29.200 --> 00:21:34.600]  但神不斷提醒我,好像剛才第三個年輕人,跟神討價還價
[00:21:34.600 --> 00:21:38.600]  開一個很大的價,看神如何答應我
[00:21:38.600 --> 00:21:42.600]  有些人都聽過,我開這個價是什麽呢?
[00:21:42.600 --> 00:21:49.600]  神啊,你令我無法避開這個人
[00:21:49.600 --> 00:21:54.600]  你弄一個場合,我一定要面對面對著他
[00:21:54.600 --> 00:21:57.600]  那我就和他和好了
[00:21:58.200 --> 00:22:00.600]  明白我講什麽嗎?
[00:22:00.600 --> 00:22:03.600]  神你給我一個機會,我就不會主動去做
[00:22:03.600 --> 00:22:09.600]  我大神,挑戰神,看你能不能搞定
[00:22:09.600 --> 00:22:17.600]  有些人聽過一個見證,神就是透過卡路里購物,我買東西,他買東西
[00:22:17.600 --> 00:22:24.600]  因為我用的名字不是我容易認出的名字
[00:22:25.200 --> 00:22:29.600]  所以他看到那樣東西適合他就買,因為我們都有些興趣是一樣的
[00:22:29.600 --> 00:22:37.600]  我買東西,他看到跟我買東西,然後我看到他的名字,就是他
[00:22:37.600 --> 00:22:42.600]  我當日拿著電話在顫抖,怎麽辦呢?
[00:22:42.600 --> 00:22:50.600]  我沒有回覆他,你知道藍色的卡之後不回覆都可以,再等一會
[00:22:51.200 --> 00:22:55.600]  跟老婆祈禱,問他怎麽辦呢?
[00:22:55.600 --> 00:23:00.600]  但心裏面有很大的聲音提醒,你不是說要一個機會嗎?
[00:23:00.600 --> 00:23:04.600]  你這不就是了,你不是想買東西嗎?
[00:23:04.600 --> 00:23:09.600]  我聽到,我看到神給我這個機會,神給我勇氣
[00:23:09.600 --> 00:23:16.600]  因為他真的給我這個機會,我就相約他去交收
[00:23:17.200 --> 00:23:23.600]  當然大家不是為了交收,最後我沒有收他的錢,被送去醫院
[00:23:23.600 --> 00:23:26.600]  大家和好聊天
[00:23:26.600 --> 00:23:32.600]  我看到神真的給我機會,我就走上去
[00:23:32.600 --> 00:23:37.600]  你呢?你有沒有看到神給你很多機會?
[00:23:37.600 --> 00:23:40.600]  其實你準備好了嗎?
[00:23:40.600 --> 00:23:45.600]  很多時候我們可能沒有讀經,沒有靈修,我們跟神的關係一般般的時候
[00:23:46.200 --> 00:23:49.600]  神給你機會,你都看不到,你聽不到
[00:23:49.600 --> 00:23:52.600]  或者你都不夠膽走上去
[00:23:52.600 --> 00:23:56.600]  巴底馬看到這個機會,他正在找
[00:23:56.600 --> 00:24:02.600]  所以剛剛跌跌碰碰走到耶穌面前,他就是要去見耶穌
[00:24:02.600 --> 00:24:07.600]  這個就是巴底馬,他正在找機會
