
[00:00:00.000 --> 00:00:02.520]  我們還有幾天就大年初一?
[00:01:05.440 --> 00:01:06.480]  第三天復活
[00:01:06.480 --> 00:01:08.720]  我們相信耶穌是我們的救主
[00:01:08.720 --> 00:01:10.080]  是我們的生命的主
[00:01:10.080 --> 00:01:11.840]  我們就可以得救
[00:01:11.840 --> 00:01:13.120]  得著這份救恩
[00:01:13.120 --> 00:01:16.160]  但是得救之後怎麼樣呢?
[00:01:16.160 --> 00:01:19.760]  作者保羅繼續在四至六章講
[00:01:19.760 --> 00:01:22.240]  信仰怎麼去實踐出來
[00:01:22.240 --> 00:01:25.680]  有沒有聽過成勝衰功夫?
[00:01:26.320 --> 00:01:27.280]  有沒有人聽過?
[00:01:27.280 --> 00:01:28.480]  比較少說
[00:01:28.480 --> 00:01:32.000]  其實四至六章開始是講勝不勝
[00:01:32.000 --> 00:01:34.560]  聖靈怎麼去勝化我們
[00:01:34.560 --> 00:01:39.080]  讓我們脫去舊人
[00:01:39.080 --> 00:01:39.880]  穿上新人
[00:01:39.880 --> 00:01:42.080]  尤其是中間那一大段
[00:01:42.080 --> 00:01:45.280]  四章十七節至六章九節這一大段
[00:01:45.280 --> 00:01:46.800]  保羅就要說
[00:01:46.800 --> 00:01:49.920]  好像舊衣服一樣去形容
[00:01:49.920 --> 00:01:51.320]  舊人好像舊衣服
[00:01:51.320 --> 00:01:53.040]  拔掉它不要了
[00:01:53.040 --> 00:01:54.240]  殘殘舊舊
[00:01:54.360 --> 00:01:56.200]  現在神賜我們一件新衣服
[00:01:56.200 --> 00:01:57.800]  我們就穿上新衣服
[00:01:57.800 --> 00:01:59.080]  我們有新生命
[00:01:59.080 --> 00:02:00.120]  新的生活
[00:02:00.120 --> 00:02:07.120]  今天這篇講道主要是講五章一至二十節
[00:02:07.120 --> 00:02:10.040]  就是這一大段裡面其中一段
[00:02:10.040 --> 00:02:11.480]  我們看經文之前
[00:02:11.480 --> 00:02:13.160]  我們一起禱告
[00:02:13.160 --> 00:02:15.680]  七愛天父
[00:02:15.680 --> 00:02:19.360]  我們求祢繼續透過以福所恕向我們說話
[00:02:19.360 --> 00:02:22.760]  讓我們知道得救之後應該怎麼去生活
[00:02:22.760 --> 00:02:25.240]  怎麼將我們的信仰實踐出來
[00:02:25.240 --> 00:02:27.040]  我們求祢祝福以下的時間
[00:02:27.040 --> 00:02:28.880]  奉主耶穌基督的聖命祈求
[00:02:28.880 --> 00:02:29.600]  阿們
[00:02:29.600 --> 00:02:32.280]  我們就看看以福所恕
[00:02:32.280 --> 00:02:35.800]  四章十七節開始這一大段
[00:02:35.800 --> 00:02:37.000]  看回前文
[00:02:37.000 --> 00:02:38.920]  保羅這麼說
[00:02:38.920 --> 00:02:40.920]  所以我要這樣說
[00:02:40.920 --> 00:02:44.160]  並且要在主裡肯定地說
[00:02:44.160 --> 00:02:45.840]  你們行事為人
[00:02:45.840 --> 00:02:48.080]  不要再像教外人
[00:02:48.080 --> 00:02:49.440]  這是新譯本
[00:02:49.440 --> 00:02:51.920]  如果是和學本就不要像外邦人
[00:02:51.920 --> 00:02:54.280]  就是不信主的教外人
[00:02:54.280 --> 00:02:56.160]  行事為人
[00:02:56.160 --> 00:02:58.280]  這個動詞是很重要的
[00:02:58.280 --> 00:03:01.200]  因為在以福所恕出現了七次
[00:03:01.200 --> 00:03:01.960]  多不多?
[00:03:01.960 --> 00:03:03.280]  七次
[00:03:03.280 --> 00:03:04.840]  是一個動詞
[00:03:04.840 --> 00:03:06.880]  原文是walk
[00:03:06.880 --> 00:03:07.880]  就是行走
[00:03:07.880 --> 00:03:09.680]  中文就譯為行事
[00:03:09.680 --> 00:03:11.000]  行事為人是怎樣
[00:03:11.000 --> 00:03:14.880]  所以這七次你接下來也會繼續看到
[00:03:14.880 --> 00:03:16.240]  就是保羅教導我們
[00:03:16.240 --> 00:03:19.000]  怎麼行事為人
[00:03:19.000 --> 00:03:21.480]  我們繼續看第二十二節
[00:03:22.480 --> 00:03:29.280]  就是要除去你們那照著從前生活方式而活的舊人
[00:03:29.280 --> 00:03:31.280]  這裡是一個比喻
[00:03:31.280 --> 00:03:34.000]  因為原文或英文是put off
[00:03:34.000 --> 00:03:36.000]  是除了舊衣服
[00:03:36.000 --> 00:03:37.200]  除了舊人
[00:03:37.200 --> 00:03:38.240]  因為好像舊衣服
[00:03:38.240 --> 00:03:39.200]  除了它就可以了
[00:03:39.200 --> 00:03:42.800]  二十三節你們要把心靈更換一身
[00:03:42.800 --> 00:03:44.800]  並且穿上新人
[00:03:44.800 --> 00:03:46.080]  put on就是穿
[00:03:46.080 --> 00:03:49.280]  除了舊衣服就穿上新衣服
[00:03:49.280 --> 00:03:51.000]  穿上新人
[00:03:51.000 --> 00:03:53.240]  所以用了這個比喻
[00:03:53.240 --> 00:03:59.680]  所以今天主要講到大綱第一點
[00:03:59.680 --> 00:04:01.920]  講很多都是脫去舊人
[00:04:01.920 --> 00:04:03.440]  因為舊人有什麼不好
[00:04:03.440 --> 00:04:05.080]  然後穿上新人
[00:04:05.080 --> 00:04:07.800]  新人有什麼優點
[00:04:07.800 --> 00:04:12.280]  這個新人就是神賜給兒女的新衣
[00:04:12.280 --> 00:04:13.840]  也是今天的講題
[00:04:13.840 --> 00:04:16.560]  我們就看這件新衣服是怎樣的
[00:04:16.560 --> 00:04:18.200]  留意一點
[00:04:18.200 --> 00:04:20.000]  藍色字就是舊人
[00:04:20.000 --> 00:04:22.000]  紅色字就是新衣服
[00:04:22.000 --> 00:04:23.000]  新人
[00:04:23.000 --> 00:04:25.000]  回顧一下
[00:04:25.000 --> 00:04:29.400]  四章尾的部分
[00:04:29.400 --> 00:04:31.400]  其實講了舊人的
[00:04:31.400 --> 00:04:32.400]  上一個月
[00:04:32.400 --> 00:04:35.400]  舊人從前的生活方式就是
[00:04:35.400 --> 00:04:36.400]  講謊言
[00:04:36.400 --> 00:04:37.400]  講謊話
[00:04:37.400 --> 00:04:39.400]  新人會是怎樣的
[00:04:39.400 --> 00:04:41.400]  講真話
[00:04:41.400 --> 00:04:45.800]  舊人是生氣就會犯罪的
[00:04:45.800 --> 00:04:47.800]  一發脾氣就會犯罪
[00:04:47.800 --> 00:04:51.800]  但是新人是生氣卻不犯罪
[00:04:51.800 --> 00:04:53.200]  含怒不到日落
[00:04:53.200 --> 00:04:54.200]  即是有怒氣的
[00:04:54.200 --> 00:04:57.200]  但是很快就會處理掉怒氣
[00:04:57.200 --> 00:05:00.600]  然後舊人會偷竊偷東西
[00:05:00.600 --> 00:05:03.200]  新人是會做公的
[00:05:03.200 --> 00:05:07.000]  將賺到的錢分給缺乏的人
[00:05:07.000 --> 00:05:08.200]  剛剛相反的
[00:05:08.200 --> 00:05:09.800]  你看到新人舊人
[00:05:09.800 --> 00:05:12.200]  舊人就是講人壞話
[00:05:12.200 --> 00:05:16.200]  新人就是說造就人的好話
[00:05:16.200 --> 00:05:18.200]  舊人是老奴
[00:05:18.200 --> 00:05:19.200]  暴戾
[00:05:19.200 --> 00:05:21.200]  毀旁
[00:05:21.200 --> 00:05:23.200]  新人是很友愛溫柔
[00:05:23.200 --> 00:05:29.200]  所以你看到兩邊是完全相反的
[00:05:29.200 --> 00:05:30.200]  新人和舊人
[00:05:30.200 --> 00:05:33.200]  我們今天會繼續這個表
[00:05:33.200 --> 00:05:35.200]  填下去究竟舊人有什麼
[00:05:35.200 --> 00:05:37.200]  新人有什麼
[00:05:37.200 --> 00:05:41.200]  我們繼續看四章三十二節
[00:05:41.200 --> 00:05:43.200]  講到神在基督裡面
[00:05:43.200 --> 00:05:45.200]  饒恕了你們
[00:05:45.200 --> 00:05:47.200]  五章一節
[00:05:47.200 --> 00:05:50.200]  因此你們既然是蒙愛的兒女
[00:05:50.200 --> 00:05:52.200]  就應當效法神
[00:05:52.200 --> 00:05:54.200]  神為什麼愛我們
[00:05:54.200 --> 00:05:55.200]  我們知道神愛我們
[00:05:55.200 --> 00:05:57.200]  就是神饒恕了我們的罪
[00:05:57.200 --> 00:05:58.200]  很愛我們
[00:05:58.200 --> 00:06:00.200]  我們的身份就是蒙愛的兒女
[00:06:00.200 --> 00:06:03.200]  所以我們要像我們的神
[00:06:03.200 --> 00:06:05.200]  愛我們的天父
[00:06:05.200 --> 00:06:06.200]  所以就效法神
[00:06:06.200 --> 00:06:10.200]  英文或者原文是一個名詞
[00:06:10.200 --> 00:06:11.200]  imitators of God
[00:06:11.200 --> 00:06:13.200]  即是神的效法者
[00:06:13.200 --> 00:06:16.200]  你要仿效神
[00:06:16.200 --> 00:06:17.200]  第二節
[00:06:17.200 --> 00:06:20.200]  就是要憑著愛心行事
[00:06:20.200 --> 00:06:22.200]  你又看到walk這個字
[00:06:22.200 --> 00:06:23.200]  怎樣行事
[00:06:23.200 --> 00:06:24.200]  walk in love
[00:06:24.200 --> 00:06:25.200]  即是有愛心
[00:06:25.200 --> 00:06:27.200]  因為神已經愛你
[00:06:27.200 --> 00:06:30.200]  你就用這個愛心去行事為人
[00:06:30.200 --> 00:06:32.200]  好像基督愛我們
[00:06:32.200 --> 00:06:35.200]  為我們寫幾下釘在十字架上
[00:06:35.200 --> 00:06:39.200]  然後基督當作輕香的供品和祭品
[00:06:39.200 --> 00:06:40.200]  去獻給神
[00:06:40.200 --> 00:06:42.200]  既然基督那麼愛我們
[00:06:42.200 --> 00:06:45.200]  我們可不可以像耶穌基督那樣
[00:06:45.200 --> 00:06:47.200]  將自己獻上
[00:06:47.200 --> 00:06:50.200]  行事為人都是憑愛心去做出來
[00:06:50.200 --> 00:06:53.200]  好像愛我們的天父一樣
[00:06:53.200 --> 00:06:55.200]  做神蒙愛的兒女
[00:06:55.200 --> 00:06:57.200]  我們這裡看到
[00:06:57.200 --> 00:07:00.200]  都是講新人的特徵
[00:07:00.200 --> 00:07:02.200]  神賜給我們新衣服是怎樣的呢
[00:07:02.200 --> 00:07:04.200]  就是有新的身份
[00:07:04.200 --> 00:07:05.200]  蒙愛的兒女
[00:07:05.200 --> 00:07:07.200]  是神的仿效者
[00:07:07.200 --> 00:07:09.200]  效法神
[00:07:09.200 --> 00:07:12.200]  行事為人是有愛心的
[00:07:12.200 --> 00:07:15.200]  但五章三節開始就繼續講
[00:07:15.200 --> 00:07:18.200]  這個舊人是怎樣的
[00:07:18.200 --> 00:07:19.200]  藍色字
[00:07:19.200 --> 00:07:21.200]  五章三節
[00:07:21.200 --> 00:07:26.200]  至於淫亂和任何污穢或貪心的事
[00:07:26.200 --> 00:07:29.200]  在你們中間連提都不可以提
[00:07:29.200 --> 00:07:31.200]  才合聖徒的體統
[00:07:31.200 --> 00:07:32.200]  聖徒是saints
[00:07:32.200 --> 00:07:35.200]  聖徒不是做了很多好事
[00:07:35.200 --> 00:07:38.200]  而是因為他恩信稱義
[00:07:38.200 --> 00:07:40.200]  正在走誠聖的道路
[00:07:40.200 --> 00:07:43.200]  所以聖經也稱這些是聖徒
[00:07:43.200 --> 00:07:46.200]  所以你信得住是不是聖徒嗎
[00:07:46.200 --> 00:07:48.200]  也是的
[00:07:48.200 --> 00:07:51.200]  但有什麼罪的地方我們就繼續去改
[00:07:51.200 --> 00:07:53.200]  求神幫助我們
[00:07:53.200 --> 00:07:56.200]  但那個身份就是聖徒的身份
[00:07:56.200 --> 00:07:59.200]  所以這些污穢的事提都不要提
[00:07:59.200 --> 00:08:01.200]  第四節更加去論述多一點
[00:08:01.200 --> 00:08:03.200]  更加不要講
[00:08:03.200 --> 00:08:04.200]  不要講淫穢
[00:08:04.200 --> 00:08:06.200]  愚妄的說話
[00:08:06.200 --> 00:08:08.200]  下流的笑話
[00:08:08.200 --> 00:08:11.200]  這些都與你們不相稱
[00:08:11.200 --> 00:08:12.200]  與你們的身份
[00:08:12.200 --> 00:08:14.200]  聖徒的身份不相稱
[00:08:14.200 --> 00:08:16.200]  卻要講什麼
[00:08:16.200 --> 00:08:18.200]  感謝的話
[00:08:18.200 --> 00:08:20.200]  都是正面的東西
[00:08:20.200 --> 00:08:22.200]  為什麼呢
[00:08:22.200 --> 00:08:23.200]  因為你們確實知道
[00:08:23.200 --> 00:08:24.200]  無論是淫亂的
[00:08:24.200 --> 00:08:25.200]  什麼是淫亂
[00:08:25.200 --> 00:08:27.200]  就是sexual immorality
[00:08:27.200 --> 00:08:28.200]  在道德上
[00:08:28.200 --> 00:08:29.200]  尤其在性方面
[00:08:29.200 --> 00:08:30.200]  是不道德的東西
[00:08:30.200 --> 00:08:33.200]  所有東西都是屬於淫亂的
[00:08:33.200 --> 00:08:34.200]  污穢啊
[00:08:34.200 --> 00:08:36.200]  貪心的東西
[00:08:36.200 --> 00:08:40.200]  都得不到在基督和神的國裡面的基業
[00:08:40.200 --> 00:08:42.200]  括號就更加標明
[00:08:42.200 --> 00:08:44.200]  貪心就是拜偶像
[00:08:44.200 --> 00:08:45.200]  很嚴重啊
[00:08:45.200 --> 00:08:47.200]  貪心就是貪心
[00:08:47.200 --> 00:08:51.200]  為什麼貪心和拜偶像會扯上關係呢
[00:08:51.200 --> 00:08:53.200]  什麼叫貪心呢
[00:08:53.200 --> 00:08:54.200]  就是你很想要的那樣東西
[00:08:54.200 --> 00:08:55.200]  多一點
[00:08:55.200 --> 00:08:56.200]  多一點
[00:08:56.200 --> 00:08:57.200]  再多一點
[00:08:57.200 --> 00:08:58.200]  永遠好像不夠
[00:08:58.200 --> 00:09:00.200]  你不理自己需不需要
[00:09:00.200 --> 00:09:01.200]  總之我就要多一點
[00:09:01.200 --> 00:09:02.200]  多一點
[00:09:02.200 --> 00:09:04.200]  通常你想要多一點什麼
[00:09:04.200 --> 00:09:06.200]  錢啊
[00:09:06.200 --> 00:09:08.200]  但是不是真的要這麼多呢
[00:09:08.200 --> 00:09:09.200]  多過你需要
[00:09:09.200 --> 00:09:11.200]  可能一輩子都用不完
[00:09:11.200 --> 00:09:14.200]  或者你今天用不完
[00:09:14.200 --> 00:09:16.200]  但是你要儲存一百年後
[00:09:16.200 --> 00:09:18.200]  不知道多少錢
[00:09:18.200 --> 00:09:20.200]  你所貪的東西
[00:09:20.200 --> 00:09:21.200]  就覺得
[00:09:21.200 --> 00:09:22.200]  哇
[00:09:22.200 --> 00:09:23.200]  這東西經常看著那些錢
[00:09:23.200 --> 00:09:24.200]  看著很重要的東西
[00:09:24.200 --> 00:09:26.200]  那樣東西比上帝重要
[00:09:26.200 --> 00:09:27.200]  上帝在這裡
[00:09:27.200 --> 00:09:28.200]  錢在這裡
[00:09:28.200 --> 00:09:30.200]  這東西就是你的偶像
[00:09:30.200 --> 00:09:33.200]  所有東西你比上帝追求的東西高
[00:09:33.200 --> 00:09:35.200]  你比追求上帝多
[00:09:35.200 --> 00:09:36.200]  那樣東西就是偶像
[00:09:36.200 --> 00:09:39.200]  所以貪心就等於拜偶像
[00:09:39.200 --> 00:09:40.200]  保羅也不止一次
[00:09:40.200 --> 00:09:42.200]  在他的書信上這樣說
[00:09:42.200 --> 00:09:44.200]  無論貪心
[00:09:44.200 --> 00:09:45.200]  污穢
[00:09:45.200 --> 00:09:46.200]  淫亂
[00:09:46.200 --> 00:09:47.200]  結果是什麼呢
[00:09:47.200 --> 00:09:48.200]  看完它了
[00:09:48.200 --> 00:09:49.200]  五章六節
[00:09:49.200 --> 00:09:53.200]  你不要被別人的空言欺騙了你們
[00:09:53.200 --> 00:09:54.200]  正因為這些事
[00:09:54.200 --> 00:09:56.200]  上帝的震怒
[00:09:56.200 --> 00:09:58.200]  必定淋到那些活躍的人
[00:09:58.200 --> 00:10:01.200]  所以除了得不到神國的基業
[00:10:01.200 --> 00:10:03.200]  還將一股神的憤怒
[00:10:03.200 --> 00:10:04.200]  淋到那些人身上
[00:10:04.200 --> 00:10:07.200]  所以將來會有審判
[00:10:07.200 --> 00:10:08.200]  有懲罰
[00:10:08.200 --> 00:10:10.200]  我們又試試填表
[00:10:10.200 --> 00:10:13.200]  在這麼多文字裡
[00:10:13.200 --> 00:10:15.200]  我們就變成一個表
[00:10:15.200 --> 00:10:16.200]  救人
[00:10:16.200 --> 00:10:18.200]  從前的生活方式
[00:10:18.200 --> 00:10:20.200]  他的身份被稱為
[00:10:20.200 --> 00:10:21.200]  博弈之子
[00:10:21.200 --> 00:10:22.200]  博弈的人
[00:10:22.200 --> 00:10:24.200]  Sons of Disobedience
[00:10:24.200 --> 00:10:26.200]  很不聽話的
[00:10:26.200 --> 00:10:29.200]  但新人就相反
[00:10:29.200 --> 00:10:31.200]  是夢愛的兒女
[00:10:31.200 --> 00:10:33.200]  孝發臣
[00:10:33.200 --> 00:10:34.200]  孝發臣就是
[00:10:34.200 --> 00:10:35.200]  聽不聽神話
[00:10:35.200 --> 00:10:37.200]  聽啊
[00:10:37.200 --> 00:10:38.200]  孝發臣
[00:10:38.200 --> 00:10:39.200]  還有是聖徒
[00:10:39.200 --> 00:10:43.200]  所以是一個很不同的身份
[00:10:43.200 --> 00:10:46.200]  然後救人是淫亂的
[00:10:46.200 --> 00:10:48.200]  在性方面是不道德的
[00:10:48.200 --> 00:10:49.200]  污穢
[00:10:49.200 --> 00:10:50.200]  貪心
[00:10:50.200 --> 00:10:52.200]  拜偶像
[00:10:52.200 --> 00:10:53.200]  新人呢
[00:10:53.200 --> 00:10:55.200]  憑什麼行事呢
[00:10:55.200 --> 00:10:58.200]  憑愛心行事
[00:10:58.200 --> 00:10:59.200]  Walk
[00:10:59.200 --> 00:11:00.200]  Walk in love
[00:11:00.200 --> 00:11:02.200]  因為有神的愛
[00:11:02.200 --> 00:11:06.200]  所以就有愛心去行事
[00:11:06.200 --> 00:11:10.200]  兩邊是對比
[00:11:10.200 --> 00:11:13.200]  為什麼淫亂污穢貪心對比
[00:11:13.200 --> 00:11:15.200]  是有愛心行事呢
[00:11:15.200 --> 00:11:16.200]  你想想
[00:11:16.200 --> 00:11:17.200]  如果淫亂
[00:11:17.200 --> 00:11:18.200]  即是犯奸淫
[00:11:18.200 --> 00:11:20.200]  或者婚前性行為
[00:11:20.200 --> 00:11:22.200]  這些是性方面的淫亂
[00:11:22.200 --> 00:11:24.200]  你愛不愛那個人呢
[00:11:24.200 --> 00:11:25.200]  其實不愛
[00:11:25.200 --> 00:11:27.200]  你好像很愛他搶人老公
[00:11:27.200 --> 00:11:29.200]  但其實如果你真的很愛他
[00:11:29.200 --> 00:11:32.200]  你不會破壞人家庭幸福
[00:11:32.200 --> 00:11:33.200]  那個不是真的愛
[00:11:33.200 --> 00:11:35.200]  所以如果你真的有神的愛
[00:11:35.200 --> 00:11:37.200]  你是不會有淫亂的
[00:11:37.200 --> 00:11:39.200]  污穢貪心
[00:11:39.200 --> 00:11:40.200]  如果你真的很愛那個人
[00:11:40.200 --> 00:11:43.200]  你會貪戀他的東西嗎
[00:11:43.200 --> 00:11:44.200]  不會
[00:11:44.200 --> 00:11:45.200]  因為神給他的
[00:11:45.200 --> 00:11:46.200]  神都沒有給我
[00:11:46.200 --> 00:11:47.200]  我貪他的東西
[00:11:47.200 --> 00:11:48.200]  那就是不愛他
[00:11:48.200 --> 00:11:50.200]  所以如果你是憑愛心行事
[00:11:50.200 --> 00:11:51.200]  每樣東西都很有愛
[00:11:51.200 --> 00:11:55.200]  自然不會出現淫亂污穢貪心
[00:11:55.200 --> 00:11:58.200]  所以有愛心行事是很重要
[00:11:58.200 --> 00:11:59.200]  我們又想想
[00:11:59.200 --> 00:12:02.200]  我們身為蒙愛的兒女
[00:12:02.200 --> 00:12:04.200]  我們在哪方面
[00:12:04.200 --> 00:12:08.200]  特別需要有多點愛心行事呢
[00:12:08.200 --> 00:12:10.200]  會不會在家
[00:12:10.200 --> 00:12:11.200]  對你家人
[00:12:11.200 --> 00:12:12.200]  現在過新年
[00:12:12.200 --> 00:12:15.200]  會不會有爭拗
[00:12:15.200 --> 00:12:18.200]  或者在公司工作的場景
[00:12:18.200 --> 00:12:21.200]  要不要對上司同事下屬要多點愛心
[00:12:21.200 --> 00:12:23.200]  或者在教會裡
[00:12:23.200 --> 00:12:25.200]  對弟兄姊妹要多點愛心
[00:12:25.200 --> 00:12:27.200]  想想我們在哪方面
[00:12:27.200 --> 00:12:30.200]  要多點憑愛心行事
[00:12:30.200 --> 00:12:32.200]  既然耶穌基督這麼愛我們
[00:12:32.200 --> 00:12:34.200]  為我們寫記
[00:12:34.200 --> 00:12:36.200]  我們也要為耶穌
[00:12:36.200 --> 00:12:39.200]  去活出我們的生命
[00:12:39.200 --> 00:12:42.200]  然後我們就看另一個
[00:12:42.200 --> 00:12:44.200]  救人是怎樣的呢
[00:12:44.200 --> 00:12:46.200]  它是說
[00:12:46.200 --> 00:12:48.200]  說話方面
[00:12:48.200 --> 00:12:50.200]  是說淫穢的說話
[00:12:50.200 --> 00:12:51.200]  愚妄的說話
[00:12:51.200 --> 00:12:54.200]  紅色字是淫穢的說話
[00:12:54.200 --> 00:12:56.200]  如果在和合本是淫詞
[00:12:56.200 --> 00:12:57.200]  如果你在和合本是淫詞
[00:12:57.200 --> 00:13:00.200]  妄語就是愚妄的說話
[00:13:00.200 --> 00:13:02.200]  有下流的笑話
[00:13:02.200 --> 00:13:04.200]  救人
[00:13:04.200 --> 00:13:07.200]  救我可能就會說這些
[00:13:07.200 --> 00:13:10.200]  淫穢的說話
[00:13:10.200 --> 00:13:11.200]  我想說多點
[00:13:11.200 --> 00:13:14.200]  因為這些不道德的言語
[00:13:14.200 --> 00:13:16.200]  不合乎道德的東西
[00:13:16.200 --> 00:13:18.200]  你覺得我們在香港這個文化
[00:13:18.200 --> 00:13:20.200]  多不多人說這些
[00:13:20.200 --> 00:13:21.200]  多吧
[00:13:21.200 --> 00:13:25.200]  電影、戲、街都很多
[00:13:25.200 --> 00:13:29.200]  我上網認不認識Ben Sir
[00:13:29.200 --> 00:13:33.200]  Ben Sir原來他的身份是
[00:13:33.200 --> 00:13:35.200]  廣東話的語言學家
[00:13:35.200 --> 00:13:37.200]  很精通廣東話
[00:13:37.200 --> 00:13:39.200]  連廣東話的髒話他都精通
[00:13:39.200 --> 00:13:41.200]  這裡說Ben Sir說什麼呢
[00:13:41.200 --> 00:13:43.200]  他說認識的認識
[00:13:43.200 --> 00:13:47.200]  認識異性就是結交朋友的意思
[00:13:47.200 --> 00:13:50.200]  而溝通的溝通
[00:13:50.200 --> 00:13:53.200]  代表有進一步的發展
[00:13:53.200 --> 00:13:57.200]  但是女字邊的溝就不同了
[00:13:57.200 --> 00:14:01.200]  是男女發生性關係的意思
[00:14:01.200 --> 00:14:04.200]  兩個溝字是程度不同的
[00:14:04.200 --> 00:14:06.200]  但是香港人
[00:14:06.200 --> 00:14:08.200]  或者你看見封面
[00:14:08.200 --> 00:14:11.200]  都會寫女字邊的溝
[00:14:11.200 --> 00:14:12.200]  但我們不懂
[00:14:12.200 --> 00:14:13.200]  我們以為溝通的溝
[00:14:13.200 --> 00:14:16.200]  但原來你說女字邊的溝
[00:14:16.200 --> 00:14:21.200]  就等於你要跟那個人發生性關係
[00:14:21.200 --> 00:14:23.200]  那是不是淫亂
[00:14:23.200 --> 00:14:26.200]  那是不是淫詞
[00:14:26.200 --> 00:14:27.200]  還有很多髒話
[00:14:27.200 --> 00:14:29.200]  這裡不可以播出
[00:14:29.200 --> 00:14:32.200]  如果你查字典
[00:14:32.200 --> 00:14:35.200]  基本上髒話什麼動詞
[00:14:35.200 --> 00:14:37.200]  全部都是跟性有關
[00:14:37.200 --> 00:14:39.200]  性行為有關
[00:14:39.200 --> 00:14:41.200]  所以那些都不合乎
[00:14:41.200 --> 00:14:43.200]  性徒的體統去說
[00:14:43.200 --> 00:14:46.200]  因此我們報道會的紀律手冊
[00:14:46.200 --> 00:14:48.200]  都有說這件事
[00:14:48.200 --> 00:14:50.200]  原來第六點
[00:14:50.200 --> 00:14:54.200]  就是跟性有關的不正常行為
[00:14:54.200 --> 00:14:56.200]  包括淫詞
[00:14:56.200 --> 00:14:59.200]  你說淫穢的話
[00:14:59.200 --> 00:15:02.200]  中間有很長的框圈
[00:15:02.200 --> 00:15:04.200]  就是在說義忽所書五章
[00:15:04.200 --> 00:15:06.200]  剛才我所說的那段經文
[00:15:06.200 --> 00:15:10.200]  就是聖經教訓是嚴禁淫詞一類的言語
[00:15:10.200 --> 00:15:12.200]  所以如果你說了淫詞
[00:15:12.200 --> 00:15:13.200]  嚴禁的東西
[00:15:13.200 --> 00:15:16.200]  是要接受教會紀律
[00:15:16.200 --> 00:15:20.200]  教會紀律是怎樣呢
[00:15:20.200 --> 00:15:22.200]  應罪悔改
[00:15:22.200 --> 00:15:24.200]  無論是非禮、淫詞者
[00:15:24.200 --> 00:15:27.200]  要停大令性的侍奉一年或以上
[00:15:27.200 --> 00:15:30.200]  因為如果他說淫詞、說髒話
[00:15:30.200 --> 00:15:33.200]  他適不適合做領袖
[00:15:33.200 --> 00:15:34.200]  不適合了
[00:15:34.200 --> 00:15:36.200]  但是你猜順了主的人
[00:15:36.200 --> 00:15:39.200]  會不會在外面說髒話呢
[00:15:39.200 --> 00:15:43.200]  尤其是做公的地方
[00:15:43.200 --> 00:15:44.200]  有人說
[00:15:44.200 --> 00:15:46.200]  我工作需要說髒話
[00:15:46.200 --> 00:15:49.200]  我不說那些人不做事的
[00:15:49.200 --> 00:15:52.200]  聖經沒有這樣說
[00:15:52.200 --> 00:15:54.200]  所以工作的地方
[00:15:54.200 --> 00:15:57.200]  性徒就不適宜說髒話了
[00:15:57.200 --> 00:15:59.200]  家裡會不會說呢
[00:15:59.200 --> 00:16:00.200]  有些會說的
[00:16:00.200 --> 00:16:01.200]  他太生氣了
[00:16:01.200 --> 00:16:02.200]  媽媽告訴我
[00:16:02.200 --> 00:16:04.200]  兒子經常跟他說髒話
