
[00:00:00.000 --> 00:00:04.000]  很開心能夠在這個下午來到大家當中
[00:01:36.000 --> 00:01:38.000]  二人永不動搖
[00:01:38.000 --> 00:01:40.000]  惡人不得住在地上
[00:01:40.000 --> 00:01:42.000]  二人的口傑出自慰
[00:01:42.000 --> 00:01:44.000]  怪貌的舌必被割斷
[00:01:44.000 --> 00:01:46.000]  二人的嘴唇動得令人喜悅
[00:01:46.000 --> 00:01:48.000]  惡人的口只知怪貌
[00:01:48.000 --> 00:01:52.000]  剛才讀的一段詩篇
[00:01:52.000 --> 00:01:54.000]  一段的箏言
[00:01:54.000 --> 00:01:56.000]  在箏言書裏面
[00:01:56.000 --> 00:01:59.000]  最多關於公義的描寫
[00:01:59.000 --> 00:02:02.000]  在上個月有十多名記者
[00:02:02.000 --> 00:02:05.000]  他們投訴遭受無理的滋擾
[00:02:05.000 --> 00:02:08.000]  包括他們部份的家人都受到牽連
[00:02:08.000 --> 00:02:11.000]  至少有八個記者家裏收到恐嚇信
[00:02:11.000 --> 00:02:14.000]  記協和三個記者就去報警
[00:02:14.000 --> 00:02:17.000]  亦都有記者向私隱專員公署投訴
[00:02:17.000 --> 00:02:20.000]  保安局的副局長亦作出了回應
[00:02:20.000 --> 00:02:22.000]  這些事情都牽動我們對
[00:02:22.000 --> 00:02:27.000]  香港是否還有公義的思量和擔心
[00:02:27.000 --> 00:02:28.000]  同樣在九月
[00:02:28.000 --> 00:02:30.000]  聯合國秘書長古特雷斯
[00:02:30.000 --> 00:02:33.000]  在他向聯合國人權理事會提交的報告
[00:02:33.000 --> 00:02:35.000]  在一個領域叫人權
[00:02:35.000 --> 00:02:37.000]  或者遭報復或者恐嚇的章節
[00:02:37.000 --> 00:02:38.000]  如果大家去看
[00:02:38.000 --> 00:02:40.000]  就是第五十七節到六十節
[00:02:40.000 --> 00:02:43.000]  提及到香港有任意拘捕的警方
[00:02:43.000 --> 00:02:45.000]  而香港政府亦都需要作出了回應
[00:02:45.000 --> 00:02:48.000]  再加上近期可能我們附近通州街
[00:02:48.000 --> 00:02:50.000]  有露宿者被襲擊
[00:02:50.000 --> 00:02:52.000]  有幾個警員因此被定罪
[00:02:52.000 --> 00:02:57.000]  這些都是著著在香港觸動著
[00:02:57.000 --> 00:03:01.000]  我們對法治的信任和信心的新聞或者案件
[00:03:01.000 --> 00:03:04.000]  我不知在雨傘運動十年之後
[00:03:04.000 --> 00:03:07.000]  大家不知當時可能都還是很小
[00:03:07.000 --> 00:03:09.000]  在這一刻我們在香港走過去的時候
[00:03:09.000 --> 00:03:13.000]  我們又怎樣看香港作為一個法治的社會
[00:03:13.000 --> 00:03:15.000]  或者公義是否在我們當中呢
[00:03:15.000 --> 00:03:17.000]  所以我就很想藉著在《曾賢書》
[00:03:17.000 --> 00:03:20.000]  和大家這一群即將踏入大學
[00:03:20.000 --> 00:03:22.000]  亦都即將踏入社會的年青人
[00:03:22.000 --> 00:03:24.000]  去分享我們應該怎樣看公義
[00:03:24.000 --> 00:03:26.000]  或者講少少歷史
[00:03:26.000 --> 00:03:29.000]  二百年前當香港開埠的時候
[00:03:29.000 --> 00:03:31.000]  第二任總督叫做戴維斯
[00:03:31.000 --> 00:03:36.000]  他就和香港的高等法院第一任的大法官叫做曉吾
[00:03:36.000 --> 00:03:38.000]  發生了一個很大的衝突
[00:03:38.000 --> 00:03:43.000]  當時他很想將這個高等法院納入一個行政體系
[00:03:43.000 --> 00:03:45.000]  最後在這場爭鬥裏面
[00:03:45.000 --> 00:03:47.000]  戴維斯黯然失敗
[00:03:47.000 --> 00:03:49.000]  然後他要辭職收場
[00:03:49.000 --> 00:03:51.000]  在這個案例裏面
[00:03:51.000 --> 00:03:55.000]  講出了當時英國人還是很貼近聖經的時候
[00:03:55.000 --> 00:03:58.000]  他們將法治高舉過於行政機關的指令
[00:03:58.000 --> 00:04:01.000]  這個是當時香港開埠時候經過的警方
[00:04:01.000 --> 00:04:03.000]  但是同樣的時候
[00:04:03.000 --> 00:04:07.000]  在中國大部份的中國人都是對公義都是噤若寒蟬
[00:04:07.000 --> 00:04:10.000]  不敢對是非公正作出判斷
[00:04:10.000 --> 00:04:13.000]  我小時候看過一套話劇叫《茶館》
[00:04:13.000 --> 00:04:16.000]  有一套的四個字叫做莫談國事
[00:04:16.000 --> 00:04:19.000]  總之國家的是非你不要說
[00:04:19.000 --> 00:04:24.000]  在西方近來對公義的討論
[00:04:24.000 --> 00:04:26.000]  我覺得這本書可能不知道大家有沒有看過
[00:04:26.000 --> 00:04:28.000]  叫《正義一場思辨之旅》
[00:04:28.000 --> 00:04:31.000]  是哈佛大學最多人上的一堂課
[00:04:31.000 --> 00:04:34.000]  是不是有些人看過這本書
[00:04:34.000 --> 00:04:36.000]  我看完這本書的時候
[00:04:36.000 --> 00:04:39.000]  我自己心裏面都有很大的感觸
[00:04:39.000 --> 00:04:41.000]  這本書到最後講緊
[00:04:41.000 --> 00:04:45.000]  在民主社會其實正義都是走到盡頭
[00:04:45.000 --> 00:04:47.000]  在民主社會裏面
[00:04:47.000 --> 00:04:50.000]  是不是能夠解決到他們日益嚴重的貧富懸殊
[00:04:50.000 --> 00:04:52.000]  這個正義是一個很重要的元素
[00:04:52.000 --> 00:04:54.000]  貧富是不是能夠再一次拉勻
[00:04:54.000 --> 00:04:58.000]  在民主社會裏面見到貧富是越來越惡劣
[00:04:58.000 --> 00:05:01.000]  在香港同樣都有同樣的情況
[00:05:01.000 --> 00:05:04.000]  如果我們知道香港最大的財富再分配機制
[00:05:04.000 --> 00:05:06.000]  其實不是稅局而是馬會
[00:05:06.000 --> 00:05:09.000]  這個其實是令我們很擔心的事情
[00:05:09.000 --> 00:05:11.000]  同樣在民主社會裏面
[00:05:11.000 --> 00:05:13.000]  我們近來見到的選舉
[00:05:13.000 --> 00:05:15.000]  見到國家一分為二
[00:05:15.000 --> 00:05:17.000]  兼且難以對話
[00:05:17.000 --> 00:05:19.000]  兼且在很多的決定上
[00:05:19.000 --> 00:05:23.000]  有很多的deadlock難以推行公共政策
[00:05:23.000 --> 00:05:25.000]  在一個社會裏面
[00:05:25.000 --> 00:05:27.000]  可能都挑戰我們這一代的年輕人
[00:05:27.000 --> 00:05:28.000]  我們再踏足出去
[00:05:28.000 --> 00:05:29.000]  我們再離開大學的時候
[00:05:29.000 --> 00:05:31.000]  或者進入大學的時候
[00:05:31.000 --> 00:05:33.000]  我們怎樣再營造一個公義的社會呢
[00:05:33.000 --> 00:05:37.000]  是你們這一代的人需要面對一個很嚴峻的課題
[00:05:37.000 --> 00:05:39.000]  或者有一個更好的制度去面對一個
[00:05:39.000 --> 00:05:41.000]  或者營造一個更公義的城市
[00:05:41.000 --> 00:05:44.000]  可能我們每一個都需要面對的選擇
[00:05:44.000 --> 00:05:45.000]  無論剛才提過很多的職業
[00:05:45.000 --> 00:05:48.000]  作為社工 作為記者 作為警察
[00:05:48.000 --> 00:05:50.000]  作為任何一個可能普羅的市民
[00:05:50.000 --> 00:05:55.000]  我們怎樣再將香港營造成一個公義的地方呢
[00:05:55.000 --> 00:05:58.000]  所以很想在《曾賢書》和大家開始思想這件事
[00:05:58.000 --> 00:06:01.000]  以致當你進入到大學的時候
[00:06:01.000 --> 00:06:05.000]  其實很多的討論都是關於公義的討論
[00:06:05.000 --> 00:06:07.000]  《曾賢書》四章十八字說
[00:06:07.000 --> 00:06:09.000]  但二人的路好像黎明的光
[00:06:09.000 --> 00:06:12.000]  越照越明直到正午
[00:06:12.000 --> 00:06:16.000]  如果個人或者社會從此不問國是不談是非
[00:06:16.000 --> 00:06:23.000]  可能最後整個社會陷入更加難以解決的局面
[00:06:23.000 --> 00:06:26.000]  在中國的情況就是每一次再以一個更加暴力
[00:06:26.000 --> 00:06:28.000]  或者更加流血的革命
[00:06:28.000 --> 00:06:30.000]  去將前朝的不公義推翻
[00:06:30.000 --> 00:06:33.000]  然後再產生另一個朝代的不公義
[00:06:33.000 --> 00:06:35.000]  是不是還在這個循環上繼續走呢
[00:06:35.000 --> 00:06:37.000]  在《曾賢書》說到有三點
[00:06:37.000 --> 00:06:40.000]  我想和大家分享的就是公義的結果
[00:06:40.000 --> 00:06:43.000]  公義的結局 公義的行動 公義的反應
[00:06:43.000 --> 00:06:46.000]  和公義的責任
[00:06:46.000 --> 00:06:49.000]  首先說公義的結果
[00:06:49.000 --> 00:06:52.000]  我看見《曾賢書》很多很多都是說
[00:06:52.000 --> 00:06:56.000]  作為公義或者作為一個二人所能夠經歷的結局
[00:06:56.000 --> 00:06:58.000]  他很少說你作為公義你要做什麼
[00:06:58.000 --> 00:07:01.000]  大部分都是說你作為一個二人你有什麼結局
[00:07:01.000 --> 00:07:03.000]  原來我可以從這個角度去看
[00:07:03.000 --> 00:07:07.000]  聖經看公義從來不是看外圍的司法制度
[00:07:07.000 --> 00:07:09.000]  或者措施是不是公義
[00:07:09.000 --> 00:07:11.000]  聖經原來將公義的重心點
[00:07:11.000 --> 00:07:14.000]  我們通常爭取公義指向外面的公義
[00:07:14.000 --> 00:07:16.000]  怎樣可以改變它 怎樣改變這個制度
[00:07:16.000 --> 00:07:18.000]  怎樣改變這個社會
[00:07:18.000 --> 00:07:21.000]  但是聖經將公義的改變環境 注重點
[00:07:21.000 --> 00:07:25.000]  焦點放在我們每一個人的生命裏面
[00:07:25.000 --> 00:07:28.000]  我們自己是不是要出義
[00:07:28.000 --> 00:07:32.000]  《曾賢書》大部分的公義是關乎二人的結局
[00:07:32.000 --> 00:07:33.000]  我們看看二人有什麼結局
[00:07:33.000 --> 00:07:37.000]  十章三節 耶華不是二人捱餓
[00:07:37.000 --> 00:07:40.000]  十章二十四節 二人的心願別蒙應運
[00:07:40.000 --> 00:07:42.000]  二十五節 二人卻有永久的根基
[00:07:42.000 --> 00:07:45.000]  二十八節 二人的盼望帶來喜樂
[00:07:45.000 --> 00:07:47.000]  三十節 二人永不動搖
[00:07:47.000 --> 00:07:50.000]  十二章十二節 二人的根結出果實
[00:07:50.000 --> 00:07:53.000]  十三節 二人必脫離患難
[00:07:53.000 --> 00:07:57.000]  二十四章十六節 二人雖七次跌倒仍別興起
[00:07:57.000 --> 00:08:01.000]  原來在聖經裏面更加注重的是你作為一個什麼人
[00:08:01.000 --> 00:08:03.000]  而不是你要改變一個什麼制度
[00:08:03.000 --> 00:08:06.000]  你作為一個上帝所喜悅的二人
[00:08:06.000 --> 00:08:08.000]  他首先告訴你有什麼結局
[00:08:08.000 --> 00:08:11.000]  你不會捱餓 你蒙應運 你有喜樂 有果實
[00:08:11.000 --> 00:08:14.000]  你脫離患難 你不動搖
[00:08:14.000 --> 00:08:18.000]  聖經甚至將二人個人面對的蒙福再推展到
[00:08:18.000 --> 00:08:21.000]  不單止是個人面對 甚至他的家族都會面對
[00:08:21.000 --> 00:08:25.000]  在三章三十三節 聖經這樣說
[00:08:25.000 --> 00:08:29.000]  救助惡人的家 二人的居所 他卻似福
[00:08:29.000 --> 00:08:33.000]  十一章二十一節 二人的後裔必蒙拯救
[00:08:33.000 --> 00:08:36.000]  十二章第七節 二人的家卻屹立不倒
[00:08:36.000 --> 00:08:39.000]  二十二節 用了善人這個字
[00:08:39.000 --> 00:08:42.000]  即是完全人 給子孫遺留產業
[00:08:42.000 --> 00:08:45.000]  接著二十章第七節 二人行為順正
[00:08:45.000 --> 00:08:47.000]  他後代的子孫有福了
[00:08:47.000 --> 00:08:49.000]  在聖經裏面不斷說
[00:08:49.000 --> 00:08:53.000]  二人除了自己的生命得到改變之外
[00:08:53.000 --> 00:08:55.000]  他亦都能影響到他的家人
[00:08:55.000 --> 00:08:58.000]  甚至能夠令到兩代之間得以承傳
[00:08:58.000 --> 00:09:01.000]  這都是令我們很吸引的生命
[00:09:01.000 --> 00:09:04.000]  聖經再將你個人的生命 家庭的生命
[00:09:04.000 --> 00:09:06.000]  再推展多一步 十章第二節
[00:09:06.000 --> 00:09:09.000]  公義救人脫離死亡 十一章六節
[00:09:09.000 --> 00:09:12.000]  正直的人必救自己 十一章十九節
[00:09:12.000 --> 00:09:15.000]  真正行義的必得生命 十二章二十八節
[00:09:15.000 --> 00:09:18.000]  他更進一步說 在公義的路上有生命
[00:09:18.000 --> 00:09:20.000]  在歧道上並無死亡
[00:09:20.000 --> 00:09:22.000]  十一章三十節是最誇張的節
[00:09:22.000 --> 00:09:25.000]  二人的果實是生命樹
[00:09:25.000 --> 00:09:27.000]  生命樹是在天園裏面
[00:09:27.000 --> 00:09:29.000]  上帝讓我們能夠永遠活著的果實
[00:09:29.000 --> 00:09:31.000]  若果我們行在義上
[00:09:31.000 --> 00:09:34.000]  我們有了和上帝永恆的關係
[00:09:34.000 --> 00:09:36.000]  以致我們有真正的生命
[00:09:36.000 --> 00:09:38.000]  甚至不經歷死亡
[00:09:38.000 --> 00:09:41.000]  聖經說到義是關乎我作為一個甚麼人
[00:09:41.000 --> 00:09:43.000]  和我和上帝的甚麼關係
[00:09:43.000 --> 00:09:45.000]  所以去到第四層
[00:09:45.000 --> 00:09:46.000]  不單止個人 不單止家庭
[00:09:46.000 --> 00:09:48.000]  不單止我們有永恆的生命
[00:09:48.000 --> 00:09:50.000]  第四層他說到我們和神的關係
[00:09:50.000 --> 00:09:54.000]  十五章第九節 追求公義的為耶和華所喜愛
[00:09:54.000 --> 00:09:57.000]  十五章二十九節 耶和華遠離惡人
[00:09:57.000 --> 00:09:58.000]  卻聽二人的祈禱
[00:09:58.000 --> 00:10:02.000]  這一切都是全部關乎你作為一個甚麼人
[00:10:02.000 --> 00:10:04.000]  當你再尋求 當你去到大學
[00:10:04.000 --> 00:10:06.000]  或者去到社會 再尋求公義的時候
[00:10:06.000 --> 00:10:09.000]  你首先問的問題不是制度如何改變
[00:10:09.000 --> 00:10:11.000]  制度當然要問 你問的時候
[00:10:11.000 --> 00:10:14.000]  是我作為一個甚麼樣的人
[00:10:14.000 --> 00:10:17.000]  這些全部二人的好處 個人的穩妥 家庭的得益
[00:10:17.000 --> 00:10:20.000]  我能夠成為生命樹 被為神所愛
[00:10:20.000 --> 00:10:21.000]  甚至上帝聽我的禱告
[00:10:21.000 --> 00:10:23.000]  這個就是針研書所說的
[00:10:23.000 --> 00:10:26.000]  公義首先是問我們自己
[00:10:26.000 --> 00:10:30.000]  對自己審視我們是一個怎樣的人
[00:10:30.000 --> 00:10:34.000]  這個當然是一個不容易的事情
[00:10:34.000 --> 00:10:37.000]  但它是針研書首先出來給我們的挑戰
[00:10:37.000 --> 00:10:39.000]  但當然我們這樣想的時候
[00:10:39.000 --> 00:10:41.000]  我們不會忘記每一年
[00:10:41.000 --> 00:10:43.000]  因為不公義 被迫害
[00:10:43.000 --> 00:10:46.000]  因為暴力 因為戰爭和人道理由
[00:10:46.000 --> 00:10:47.000]  而離開家園
[00:10:47.000 --> 00:10:51.000]  其實這一類的人佔了整個世界很大的人口數字
[00:10:51.000 --> 00:10:53.000]  聯合國在今年的統計數字說
[00:10:53.000 --> 00:10:58.000]  是今年因為不公義而不開心
[00:10:58.000 --> 00:11:00.000]  而不公義要離開家園
[00:11:00.000 --> 00:11:03.000]  已經是一個很嚴重的不義的情況
[00:11:03.000 --> 00:11:05.000]  有1億2千萬人
[00:11:05.000 --> 00:11:07.000]  即是今天每70個人裏面
[00:11:07.000 --> 00:11:11.000]  就有一個正在經歷極端的不公義而漂流在世
[00:11:11.000 --> 00:11:15.000]  這些人包括很多在蘇丹 在緬甸 在巴勒斯坦
[00:11:15.000 --> 00:11:17.000]  他們所功力的不公義制度
[00:11:17.000 --> 00:11:19.000]  不是我們能夠完全理解
[00:11:19.000 --> 00:11:21.000]  不過是你們成長的時候
[00:11:21.000 --> 00:11:23.000]  你們走出這個社會要面對的事情
[00:11:23.000 --> 00:11:27.000]  甚至可能上帝在你們身上你們要解決的事情
[00:11:27.000 --> 00:11:30.000]  但如果你對他們說
[00:11:30.000 --> 00:11:32.000]  你1億2千萬人說
[00:11:32.000 --> 00:11:34.000]  你們不要在世上追求公義
[00:11:34.000 --> 00:11:35.000]  因為世上沒有公義
[00:11:35.000 --> 00:11:37.000]  對他們來說是笑話
[00:11:37.000 --> 00:11:40.000]  因為他們正是生活在最大的不義下
[00:11:40.000 --> 00:11:42.000]  以至他們連家園都沒有
[00:11:42.000 --> 00:11:43.000]  但同樣你跟他們說
[00:11:43.000 --> 00:11:45.000]  你在世上要追求公義
[00:11:45.000 --> 00:11:47.000]  你一定能夠得到公義
[00:11:47.000 --> 00:11:49.000]  對他們來說同樣是笑話
[00:11:49.000 --> 00:11:53.000]  因為他們知道他們不能夠用他們的力量去追求任何的公義
[00:11:53.000 --> 00:11:55.000]  全圖書三章16到17節
[00:11:55.000 --> 00:11:58.000]  有句有智慧的說話值得我們思想
[00:11:58.000 --> 00:12:00.000]  我又見日光之下
[00:12:00.000 --> 00:12:02.000]  應有公平之處也有艱惡
[00:12:02.000 --> 00:12:04.000]  應有公義之處也有艱惡
[00:12:04.000 --> 00:12:05.000]  我心裏說
[00:12:05.000 --> 00:12:08.000]  上帝必審判義人和惡人
[00:12:08.000 --> 00:12:10.000]  因為在那裏各樣事務
[00:12:10.000 --> 00:12:12.000]  一切工作都有定時
[00:12:12.000 --> 00:12:14.000]  原來即使在法庭的地方
[00:12:14.000 --> 00:12:16.000]  你都可以見到有艱惡
[00:12:16.000 --> 00:12:18.000]  即使要審判的地方
[00:12:18.000 --> 00:12:20.000]  你都見到有不公義的事情
[00:12:20.000 --> 00:12:21.000]  所以傳道者說
[00:12:21.000 --> 00:12:22.000]  若果我要追尋公義
[00:12:22.000 --> 00:12:26.000]  唯有在上帝那裏才能夠審判義人惡人
[00:12:26.000 --> 00:12:27.000]  正如剛才說過
[00:12:27.000 --> 00:12:29.000]  在地球之下
[00:12:29.000 --> 00:12:33.000]  我們很多人想在地球上尋求絕對的公義
[00:12:33.000 --> 00:12:35.000]  往往反而令到一代又一代的失望
[00:12:35.000 --> 00:12:38.000]  我們經歷過可以最流血最暴力的戰爭
[00:12:38.000 --> 00:12:40.000]  無數的死亡之後
[00:12:40.000 --> 00:12:43.000]  新的朝代亦都帶著新的不公義再出現
[00:12:43.000 --> 00:12:46.000]  不過
[00:12:46.000 --> 00:12:49.000]  《真言書》不是說我們不再追求社會的公義
[00:12:49.000 --> 00:12:50.000]  不過《真言書》說
[00:12:50.000 --> 00:12:51.000]  我們要追求公義
[00:12:51.000 --> 00:12:53.000]  由我們身上做起
[00:12:53.000 --> 00:12:55.000]  要我們知道
[00:12:55.000 --> 00:12:58.000]  在世上日光之下沒有公義的張力下
[00:12:58.000 --> 00:13:00.000]  我們個人不放棄
[00:13:00.000 --> 00:13:02.000]  在我們自己身上活出義
[00:13:02.000 --> 00:13:04.000]  我們不會因為世界上沒有公義
[00:13:04.000 --> 00:13:05.000]  我們變得犬儒
[00:13:05.000 --> 00:13:08.000]  我們變得諷刺這個世界
[00:13:08.000 --> 00:13:10.000]  或者變得我們無所追求
[00:13:10.000 --> 00:13:12.000]  反而我們要追求公義
[00:13:12.000 --> 00:13:13.000]  我舉一個例子
[00:13:13.000 --> 00:13:17.000]  當以色列人在埃及遭遇到末代法老的迫迫
[00:13:17.000 --> 00:13:19.000]  法老當時在顧及安全
[00:13:19.000 --> 00:13:21.000]  埃及人的安全擔心之下
[00:13:21.000 --> 00:13:23.000]  他要求所有以色列的男孩子
[00:13:23.000 --> 00:13:26.000]  都在出生的時候就要面臨死亡
[00:13:26.000 --> 00:13:28.000]  這是一個絕對不公義的制度
[00:13:28.000 --> 00:13:32.000]  這也是每一個以色列人在當時的環境裡無法逃離的制度
[00:13:32.000 --> 00:13:34.000]  直到上帝介入
[00:13:34.000 --> 00:13:35.000]  他將以色列人帶出來
[00:13:35.000 --> 00:13:39.000]  神帶以色列人出來不是帶他們去一個更公義的國家
[00:13:39.000 --> 00:13:41.000]  神帶以色列人出來是去到西乃山
[00:13:41.000 --> 00:13:42.000]  去到上帝的面前
[00:13:42.000 --> 00:13:44.000]  和他們建立一個關係
[00:13:44.000 --> 00:13:46.000]  以致將公義的律法頒給他們
[00:13:46.000 --> 00:13:48.000]  以致赦免他們的罪
[00:13:48.000 --> 00:13:51.000]  以致他們能夠可以在上帝面前
[00:13:51.000 --> 00:13:52.000]  領受一個公義的律法
[00:13:52.000 --> 00:13:54.000]  在上帝面前行義
[00:13:54.000 --> 00:13:57.000]  面對人生社會的不公
[00:13:57.000 --> 00:13:59.000]  你們將會有幾十年時間去面對
[00:13:59.000 --> 00:14:01.000]  我們好像聖經所說
[00:14:01.000 --> 00:14:03.000]  不要因為不法的事增多
[00:14:03.000 --> 00:14:05.000]  而愛心冷淡
[00:14:05.000 --> 00:14:06.000]  放棄對公義的追求
[00:14:06.000 --> 00:14:08.000]  甚至可能你在班房
[00:14:08.000 --> 00:14:10.000]  可能很多情況都不公義
[00:14:10.000 --> 00:14:12.000]  甚至可能我們在家中都覺得
[00:14:12.000 --> 00:14:13.000]  我作為這個出生
[00:14:13.000 --> 00:14:14.000]  我作為這個性別
[00:14:14.000 --> 00:14:15.000]  我作為這個排行
[00:14:15.000 --> 00:14:17.000]  排大也好排第二也好
[00:14:17.000 --> 00:14:19.000]  可能我都面對不公義
[00:14:19.000 --> 00:14:20.000]  但是聖經叫我們
[00:14:20.000 --> 00:14:22.000]  當面對我們認為不公義的時候
[00:14:22.000 --> 00:14:24.000]  我們學習不要放棄
[00:14:24.000 --> 00:14:25.000]  不要灰心
[00:14:25.000 --> 00:14:27.000]  不要變得憤世嫉俗
[00:14:27.000 --> 00:14:29.000]  甚至不要變得放蕩不羈
[00:14:29.000 --> 00:14:31.000]  而是來到上帝的山面前
[00:14:31.000 --> 00:14:32.000]  尋求上帝的赦免
[00:14:32.000 --> 00:14:34.000]  活出上帝給我們的意義
[00:14:34.000 --> 00:14:35.000]  聖經有句說話說
[00:14:35.000 --> 00:14:37.000]  恆心恆意的必得生命
[00:14:37.000 --> 00:14:40.000]  追求邪惡的必至死亡
[00:14:40.000 --> 00:14:43.000]  我來到第二點
[00:14:43.000 --> 00:14:45.000]  去說二人的行動
[00:14:45.000 --> 00:14:46.000]  Reaction
[00:14:46.000 --> 00:14:48.000]  剛才說到二人的Result
[00:14:48.000 --> 00:14:50.000]  我第二點說二人的行動
[00:14:50.000 --> 00:14:51.000]  二人的行動第一點
[00:14:51.000 --> 00:14:52.000]  就是他說的話
[00:14:52.000 --> 00:14:55.000]  是示人是有價值的
[00:14:55.000 --> 00:14:57.000]  十章二十到二十一節
[00:14:57.000 --> 00:14:58.000]  聖經這樣寫過
[00:14:58.000 --> 00:15:01.000]  二人的蝕如上選的銀紙
[00:15:01.000 --> 00:15:03.000]  惡人的心所值無幾
[00:15:03.000 --> 00:15:05.000]  二人的嘴唇目樣多仁
[00:15:05.000 --> 00:15:07.000]  如妄人因無知而死亡
[00:15:07.000 --> 00:15:09.000]  原來我們的言語
[00:15:09.000 --> 00:15:11.000]  是我們二人的第一個表達
[00:15:11.000 --> 00:15:13.000]  我們說話是否建立人
[00:15:13.000 --> 00:15:16.000]  我記得我自己小時候
[00:15:16.000 --> 00:15:18.000]  剛剛信了耶穌最大的
[00:15:18.000 --> 00:15:19.000]  我覺得最大的見證
[00:15:19.000 --> 00:15:21.000]  或者最大的益處
[00:15:21.000 --> 00:15:22.000]  有個同學
[00:15:22.000 --> 00:15:23.000]  他一個很
[00:15:23.000 --> 00:15:25.000]  你知道我們讀男校的花名
[00:15:25.000 --> 00:15:26.000]  有這麼壞就這麼壞
[00:15:26.000 --> 00:15:27.000]  你最不喜歡的東西
[00:15:27.000 --> 00:15:28.000]  就改你的名字
[00:15:28.000 --> 00:15:29.000]  很淒涼
[00:15:29.000 --> 00:15:31.000]  我那天決定
[00:15:31.000 --> 00:15:33.000]  不叫這個同學的花名
[00:15:33.000 --> 00:15:34.000]  我叫他的真名
[00:15:34.000 --> 00:15:36.000]  這個同學突然間很感動
[00:15:36.000 --> 00:15:38.000]  差點就眉流淚水地看著我
[00:15:38.000 --> 00:15:39.000]  他說為什麼你叫我的名字
[00:15:39.000 --> 00:15:41.000]  很久沒有人叫過他的名字
[00:15:41.000 --> 00:15:43.000]  他從此就要和我成為朋友
[00:15:43.000 --> 00:15:46.000]  我覺得很特別
[00:15:46.000 --> 00:15:47.000]  原來聖經有句說話
[00:15:47.000 --> 00:15:49.000]  針研說生死
[00:15:49.000 --> 00:15:50.000]  十八章二十一節說
[00:15:50.000 --> 00:15:52.000]  生死在舌頭的掌握之下
[00:15:52.000 --> 00:15:54.000]  原來你怎樣說
[00:15:54.000 --> 00:15:55.000]  一句話說得合而
[00:15:55.000 --> 00:15:58.000]  就如金蘋果落在銀網子裡
[00:15:58.000 --> 00:16:00.000]  原來這個心是來自我們
[00:16:00.000 --> 00:16:01.000]  是每一個人
[00:16:01.000 --> 00:16:02.000]  是上帝所創造
[00:16:02.000 --> 00:16:03.000]  他是有價值的
[00:16:03.000 --> 00:16:05.000]  不是我們同學定義他
[00:16:05.000 --> 00:16:07.000]  那個花名所定義他的
[00:16:07.000 --> 00:16:10.000]  可能今天你要做一個二人
[00:16:10.000 --> 00:16:11.000]  你在學校找一個
[00:16:11.000 --> 00:16:12.000]  和你有嚴規的人
