
[00:00:00.000 --> 00:00:02.480]  好 今日的講題是
[00:05:08.480 --> 00:05:10.480]  就像中國人 中國人的皇帝叫什麼
[00:05:10.480 --> 00:05:12.480]  天子
[00:05:12.480 --> 00:05:17.480]  天是代表最高無上的主宰或神明
[00:05:17.480 --> 00:05:20.480]  皇帝才是天子
[00:05:20.480 --> 00:05:23.480]  民間的人怎麼可以叫自己是天子
[00:05:23.480 --> 00:05:26.480]  或者西方的王都叫自己是神的兒子
[00:05:26.480 --> 00:05:32.480]  所以當第一章說所有全人類都像神
[00:05:32.480 --> 00:05:34.480]  有神的樣式的時候
[00:05:34.480 --> 00:05:36.480]  是一個很顛覆性的記載
[00:05:36.480 --> 00:05:40.480]  所以創世紀是一個很特別的經文
[00:05:40.480 --> 00:05:43.480]  怎樣才算有神的形象
[00:05:43.480 --> 00:05:46.480]  怎樣才算有神的樣式呢
[00:05:46.480 --> 00:05:47.480]  我們看看這個
[00:05:47.480 --> 00:05:51.480]  這個圖認不認得出是誰畫的
[00:05:51.480 --> 00:05:53.480]  Michael Angelo
[00:05:53.480 --> 00:05:56.480]  他畫這個創世紀就是神做亞當的時候
[00:05:56.480 --> 00:05:58.480]  左邊那個就是亞當
[00:05:58.480 --> 00:06:03.480]  那時候不用穿衣服的人未犯罪的時候
[00:06:03.480 --> 00:06:05.480]  另外一隻手就是代表上帝
[00:06:05.480 --> 00:06:08.480]  當然上帝沒有手只是一個藝術
[00:06:08.480 --> 00:06:12.480]  但是人像神有幾方面
[00:06:12.480 --> 00:06:14.480]  第一方面就是道德方面
[00:06:14.480 --> 00:06:18.480]  當我們按著神的道德標準去生活
[00:06:18.480 --> 00:06:20.480]  我們就會像神
[00:06:20.480 --> 00:06:24.480]  按著神的教導和道德標準去生活
[00:06:24.480 --> 00:06:26.480]  所以我們要像神那麼聖潔
[00:06:26.480 --> 00:06:28.480]  行為要公義
[00:06:28.480 --> 00:06:32.480]  所以當人去管理大地的時候
[00:06:32.480 --> 00:06:37.480]  神是期望人按著祂的標準去管理
[00:06:37.480 --> 00:06:40.480]  第二方面像神就是屬靈方面
[00:06:40.480 --> 00:06:43.480]  人除了有一個身體摸得到
[00:06:43.480 --> 00:06:45.480]  還有一個摸不到的靈魂
[00:06:45.480 --> 00:06:49.480]  而這個靈魂是可以和神建立關係
[00:06:49.480 --> 00:06:50.480]  可以祈禱
[00:06:50.480 --> 00:06:51.480]  可以和祂相交
[00:06:51.480 --> 00:06:53.480]  而這個靈魂是像神的
[00:06:53.480 --> 00:06:54.480]  因為是不滅的
[00:06:54.480 --> 00:06:56.480]  就算我們的肉體死了
[00:06:56.480 --> 00:06:59.480]  我們的靈魂都是一直傳到永遠的
[00:06:59.480 --> 00:07:01.480]  好像神一樣
[00:07:01.480 --> 00:07:04.480]  第三方面像神就是精神方面
[00:07:04.480 --> 00:07:06.480]  精神心理方面
[00:07:06.480 --> 00:07:08.480]  人是有理性
[00:07:08.480 --> 00:07:09.480]  可以邏輯思考
[00:07:09.480 --> 00:07:11.480]  人也有創造力
[00:07:11.480 --> 00:07:12.480]  很創意
[00:07:12.480 --> 00:07:15.480]  還有我們的情感世界都很複雜
[00:07:15.480 --> 00:07:17.480]  好像上帝那樣
[00:07:17.480 --> 00:07:20.480]  第四方面像神就是關係方面
[00:07:20.480 --> 00:07:21.480]  Relational方面
[00:07:21.480 --> 00:07:23.480]  上帝剛才也說
[00:07:23.480 --> 00:07:26.480]  聖父聖子聖靈他們是有關係的
[00:07:26.480 --> 00:07:28.480]  不是自己一個位
[00:07:28.480 --> 00:07:31.480]  人也是不可以自己一個生活
[00:07:31.480 --> 00:07:34.480]  是和其他人有關係的
[00:07:34.480 --> 00:07:36.480]  除了四方面
[00:07:36.480 --> 00:07:39.480]  其實還有很多方面是像上帝
[00:07:39.480 --> 00:07:41.480]  所以人特別的地方就是
[00:07:41.480 --> 00:07:43.480]  全個受造界裡面
[00:07:43.480 --> 00:07:46.480]  唯獨人類是像神
[00:07:46.480 --> 00:07:47.480]  是有神的樣式
[00:07:47.480 --> 00:07:49.480]  所以人最寶貴
[00:07:49.480 --> 00:07:52.480]  最有價值的地方就是像上帝
[00:07:52.480 --> 00:07:54.480]  所以你看到其他人
[00:07:54.480 --> 00:07:55.480]  可能你不認識他
[00:07:55.480 --> 00:07:56.480]  或者是其他種族
[00:07:56.480 --> 00:07:58.480]  或者你不喜歡他也好
[00:07:58.480 --> 00:07:59.480]  其實每一個人
[00:07:59.480 --> 00:08:01.480]  都是有神的形象
[00:08:01.480 --> 00:08:02.480]  有神的樣式
[00:08:02.480 --> 00:08:03.480]  是尊貴的
[00:08:03.480 --> 00:08:04.480]  是有價值的
[00:08:04.480 --> 00:08:07.480]  那為什麼是唯獨人類
[00:08:07.480 --> 00:08:08.480]  神創造這麼多萬物
[00:08:08.480 --> 00:08:10.480]  唯獨人類是要像上帝呢?
[00:08:10.480 --> 00:08:13.480]  究竟我們像上帝是要做什麼的呢?
[00:08:13.480 --> 00:08:15.480]  我們繼續看下去
[00:08:15.480 --> 00:08:16.480]  我們看下去的時候
[00:08:16.480 --> 00:08:19.480]  就已經來到我們程序表的第一點
[00:08:19.480 --> 00:08:20.480]  大綱的第一點
[00:08:20.480 --> 00:08:24.480]  就是神設立工作的本質是什麼呢?
[00:08:24.480 --> 00:08:29.480]  我們看回26、28節就知道了
[00:08:29.480 --> 00:08:31.480]  26節剛才就是神說
[00:08:31.480 --> 00:08:33.480]  要按照祂的形象
[00:08:33.480 --> 00:08:34.480]  按照祂的樣式做人
[00:08:34.480 --> 00:08:38.480]  然後要讓他們統管海裡的魚
[00:08:38.480 --> 00:08:39.480]  天空的飛鳥
[00:08:39.480 --> 00:08:41.480]  生畜和整個大地
[00:08:41.480 --> 00:08:43.480]  和一起在地上活動的爬行動物
[00:08:43.480 --> 00:08:45.480]  所以就是統管海、陸、空的
[00:08:45.480 --> 00:08:48.480]  所有的生物都是人統管的
[00:08:48.480 --> 00:08:50.480]  28節神賜福給他們
[00:08:50.480 --> 00:08:54.480]  神就給他們一個命令
[00:08:54.480 --> 00:08:57.480]  第一個命令包括幾件事要做
[00:08:57.480 --> 00:09:01.480]  第一就是要繁衍增多遍滿大地
[00:09:01.480 --> 00:09:02.480]  要很多人
[00:09:02.480 --> 00:09:05.480]  然後你們就要主宰大地
[00:09:05.480 --> 00:09:09.480]  也要統管海、陸、空的生物
[00:09:09.480 --> 00:09:14.480]  我們看一下特別的字詞
[00:09:14.480 --> 00:09:15.480]  那個命令
[00:09:15.480 --> 00:09:20.480]  因為神給人的命令是要統管海、陸、空的萬物
[00:09:20.480 --> 00:09:23.480]  統管的字出現了兩次
[00:09:23.480 --> 00:09:26.480]  有些譯管就是譯管理
[00:09:26.480 --> 00:09:28.480]  或者英文叫rule over
[00:09:28.480 --> 00:09:29.480]  就好像ruler一樣
[00:09:29.480 --> 00:09:31.480]  是一隻統治者
[00:09:31.480 --> 00:09:34.480]  所以中文也可以譯統治或者是掌管
[00:09:34.480 --> 00:09:36.480]  就是說你要統管他們
[00:09:36.480 --> 00:09:37.480]  掌控他們
[00:09:37.480 --> 00:09:38.480]  掌權
[00:09:38.480 --> 00:09:41.480]  管理好動物
[00:09:41.480 --> 00:09:46.480]  第二個命令就是主宰大地
[00:09:46.480 --> 00:09:51.480]  主宰大地這個字也很征服
[00:09:51.480 --> 00:09:52.480]  有一個意思
[00:09:52.480 --> 00:09:53.480]  英文叫subdue
[00:09:53.480 --> 00:09:54.480]  使他們馴服
[00:09:54.480 --> 00:09:57.480]  使大地馴服你
[00:09:57.480 --> 00:10:00.480]  你覺得這兩件事難不難做
[00:10:00.480 --> 00:10:01.480]  也不容易
[00:10:01.480 --> 00:10:04.480]  但是不容易
[00:10:04.480 --> 00:10:06.480]  所以1A
[00:10:06.480 --> 00:10:08.480]  這個是神的命令
[00:10:08.480 --> 00:10:09.480]  人代表神
[00:10:09.480 --> 00:10:11.480]  有神的樣式
[00:10:11.480 --> 00:10:12.480]  神的形象
[00:10:12.480 --> 00:10:14.480]  就可以統管萬物
[00:10:14.480 --> 00:10:18.480]  所以田沖就是人代表誰統管萬物
[00:10:18.480 --> 00:10:20.480]  代表神統管萬物
[00:10:20.480 --> 00:10:24.480]  還有當所有東西要馴服你
[00:10:24.480 --> 00:10:26.480]  你要主宰的時候
[00:10:26.480 --> 00:10:29.480]  你要維護神創造的秩序
[00:10:29.480 --> 00:10:30.480]  神本身創造的秩序
[00:10:30.480 --> 00:10:33.480]  人類是要維持的
[00:10:33.480 --> 00:10:36.480]  這個就是第一點
[00:10:36.480 --> 00:10:39.480]  所以人始神是有目的的
[00:10:39.480 --> 00:10:43.480]  代表神去統管萬物
[00:10:43.480 --> 00:10:47.480]  這個是上帝給每一個人的命令
[00:10:47.480 --> 00:10:51.480]  所以我們工作其實是上帝的命令
[00:10:51.480 --> 00:10:53.480]  不是老闆吩咐你工作
[00:10:53.480 --> 00:10:55.480]  是上帝吩咐我們每一個人工作
[00:10:55.480 --> 00:10:57.480]  而且不是只有基督徒去工作
[00:10:57.480 --> 00:11:00.480]  全人類每一個人都要工作
[00:11:00.480 --> 00:11:02.480]  因為這是上帝給每一個人的命令
[00:11:02.480 --> 00:11:04.480]  可惜我們今天怎麼樣呢
[00:11:04.480 --> 00:11:07.480]  大部分人只想著賺錢
[00:11:07.480 --> 00:11:09.480]  為了生活去工作
[00:11:09.480 --> 00:11:12.480]  已經忘記了這是神給人類的命令
[00:11:12.480 --> 00:11:14.480]  所以我們要記住
[00:11:14.480 --> 00:11:15.480]  這是神給我們的命令
[00:11:15.480 --> 00:11:16.480]  是要工作
[00:11:16.480 --> 00:11:18.480]  當你很累不想上班的時候
[00:11:18.480 --> 00:11:20.480]  你想起神要我工作
[00:11:20.480 --> 00:11:22.480]  就彈起身來
[00:11:22.480 --> 00:11:24.480]  所以只要我們每一個人
[00:11:24.480 --> 00:11:25.480]  做正當的職業
[00:11:25.480 --> 00:11:27.480]  不是偷呃拐騙
[00:11:27.480 --> 00:11:29.480]  不是違反聖經
[00:11:29.480 --> 00:11:32.480]  你的工作其實都是很有意義的
[00:11:32.480 --> 00:11:36.480]  是代表上帝去管理這個世界的其中一個部分
[00:11:36.480 --> 00:11:39.480]  維護神創造的秩序
[00:11:39.480 --> 00:11:43.480]  我們每一個人都有自己要管理的範疇
[00:11:43.480 --> 00:11:45.480]  譬如我的傭人姐姐
[00:11:45.480 --> 00:11:46.480]  管理什麼呢
[00:11:46.480 --> 00:11:48.480]  就是管理我媽媽的起居飲食
[00:11:48.480 --> 00:11:49.480]  很重要的
[00:11:49.480 --> 00:11:51.480]  每一天要生活有秩序
[00:11:51.480 --> 00:11:53.480]  不然我媽媽就會亂七八糟
[00:11:53.480 --> 00:11:55.480]  因為我媽媽有腦退化
[00:11:55.480 --> 00:11:58.480]  所以傭人姐姐的工作很重要
[00:11:58.480 --> 00:12:00.480]  所以香港有很多萬的傭人姐姐
[00:12:00.480 --> 00:12:02.480]  對於我們香港人都很重要
[00:12:02.480 --> 00:12:04.480]  我有傭人姐姐照顧我媽媽
[00:12:04.480 --> 00:12:06.480]  我就可以無後顧之憂
[00:12:06.480 --> 00:12:08.480]  在教會工作
[00:12:08.480 --> 00:12:10.480]  我在教會工作也是管理一部分的
[00:12:10.480 --> 00:12:11.480]  我管理什麼呢
[00:12:11.480 --> 00:12:14.480]  管理其中一個職貞團契
[00:12:14.480 --> 00:12:15.480]  和薩那團契
[00:12:15.480 --> 00:12:17.480]  我也是禱告部
[00:12:17.480 --> 00:12:20.480]  所以我管理每一次的默想禱告會
[00:12:20.480 --> 00:12:23.480]  我另一個身份是副區務
[00:12:23.480 --> 00:12:26.480]  協助區務去管理某一個牧區
[00:12:26.480 --> 00:12:29.480]  我現在是主教學老師
[00:12:29.480 --> 00:12:31.480]  教信仰課程救恩論
[00:12:31.480 --> 00:12:33.480]  我的班有超過130人報名
[00:12:33.480 --> 00:12:36.480]  所以要設立兩個班長
[00:12:36.480 --> 00:12:38.480]  要想想那九堂教什麼
[00:12:38.480 --> 00:12:42.480]  這個就是我在教會裡面管理的範圍
[00:12:42.480 --> 00:12:45.480]  怎樣去代表神去管理呢
[00:12:45.480 --> 00:12:47.480]  剛才說了我們賜神是
[00:12:47.480 --> 00:12:50.480]  我們道德方面要賜神
[00:12:50.480 --> 00:12:53.480]  所以我按著神的道德標準去管理
[00:12:53.480 --> 00:12:55.480]  按著聖經的教導去管理
[00:12:55.480 --> 00:12:59.480]  其他工作也可以這樣去做
[00:12:59.480 --> 00:13:01.480]  其他職業是怎樣呢
[00:13:01.480 --> 00:13:02.480]  譬如看管
[00:13:02.480 --> 00:13:04.480]  每個大廈都有看管
[00:13:04.480 --> 00:13:07.480]  如果你大廈沒了看管會怎樣
[00:13:07.480 --> 00:13:09.480]  嘩 真是大件事沒了看管
[00:13:09.480 --> 00:13:12.480]  這麼多戶有需要怎麼辦呢
[00:13:12.480 --> 00:13:16.480]  譬如清道夫
[00:13:16.480 --> 00:13:18.480]  如果街上沒了清道夫會怎樣
[00:13:18.480 --> 00:13:20.480]  嘩 很大衛生問題
[00:13:20.480 --> 00:13:24.480]  所以其實每一個職位都有管理的成份
[00:13:24.480 --> 00:13:26.480]  不要小看自己的職業
[00:13:26.480 --> 00:13:28.480]  或者小看別人的職業
[00:13:28.480 --> 00:13:34.480]  因為每一個職位都在管理它的範疇
[00:13:34.480 --> 00:13:38.480]  有些工作有薪金
[00:13:38.480 --> 00:13:41.480]  但有些工作是沒有薪金也很重要
[00:13:41.480 --> 00:13:47.480]  譬如媽媽家庭主婦有沒有薪金呢
[00:13:47.480 --> 00:13:49.480]  沒有薪金的
[00:13:49.480 --> 00:13:51.480]  我們當中很多媽媽
[00:13:51.480 --> 00:13:54.480]  我想看看這裡有哪些是媽媽
[00:13:54.480 --> 00:13:57.480]  我看看五堂多不多媽媽
[00:13:57.480 --> 00:13:59.480]  都不少媽媽的
[00:13:59.480 --> 00:14:01.480]  你們是很重要的
[00:14:01.480 --> 00:14:05.480]  因為你們做了上帝第一個命令
[00:14:05.480 --> 00:14:06.480]  第一個命令是什麼
[00:14:06.480 --> 00:14:09.480]  要繁衍 要增多 要遍滿大地
[00:14:09.480 --> 00:14:11.480]  你們生兒育女很重要
[00:14:11.480 --> 00:14:13.480]  所以你們做了神要做的事
[00:14:13.480 --> 00:14:16.480]  我們要給媽媽掌聲
[00:14:16.480 --> 00:14:18.480]  你們做了神要做的事
[00:14:18.480 --> 00:14:21.480]  媽媽照顧一家人的起居飲食
[00:14:21.480 --> 00:14:25.480]  讓賺錢的家人可以專心工作
[00:14:25.480 --> 00:14:28.480]  雖然媽媽的工作沒有薪金
[00:14:28.480 --> 00:14:31.480]  但她們的工作都是很重要
[00:14:31.480 --> 00:14:33.480]  還有管理整個家庭
[00:14:33.480 --> 00:14:35.480]  除了媽媽
[00:14:35.480 --> 00:14:38.480]  我們當中也有不少退休人士
[00:14:38.480 --> 00:14:39.480]  或者在找工作
[00:14:39.480 --> 00:14:41.480]  現在經濟不好在代業
[00:14:41.480 --> 00:14:42.480]  你要管理什麼呢
[00:14:42.480 --> 00:14:44.480]  其實你也在管理一些很重要的事
[00:14:44.480 --> 00:14:46.480]  你管理你的金錢
[00:14:46.480 --> 00:14:48.480]  已經沒有工作了 已經退休了
[00:14:48.480 --> 00:14:50.480]  所以要好好管理你的金錢
[00:14:50.480 --> 00:14:53.480]  管理你的時間 管理你的身體
[00:14:53.480 --> 00:14:55.480]  怎樣作息 休息 做運動
[00:14:55.480 --> 00:14:57.480]  你也要管理你的靈魂
[00:14:57.480 --> 00:14:58.480]  剛才說人有靈魂
[00:14:58.480 --> 00:15:01.480]  管理你的靈命 你和神的關係
[00:15:01.480 --> 00:15:04.480]  管理神給你的恩賜才能
[00:15:04.480 --> 00:15:07.480]  雖然退休或者是代業
[00:15:07.480 --> 00:15:10.480]  也可以服侍教會 做義工
[00:15:10.480 --> 00:15:12.480]  剛才說創世紀
[00:15:12.480 --> 00:15:14.480]  神祖亞當很出名的藝術家
[00:15:14.480 --> 00:15:16.480]  Michael Angelo
[00:15:16.480 --> 00:15:19.480]  你知不知道他做工做到多少歲
[00:15:19.480 --> 00:15:21.480]  你猜猜
[00:15:21.480 --> 00:15:23.480]  我們今天60歲 65歲退休
[00:15:23.480 --> 00:15:25.480]  他做工做到88歲
[00:15:25.480 --> 00:15:27.480]  他臨死前那幾天
[00:15:27.480 --> 00:15:31.480]  還在挑剔一個大理石的雕像
[00:15:31.480 --> 00:15:33.480]  88歲 你想想
[00:15:33.480 --> 00:15:35.480]  他臨死前還在做工
[00:15:35.480 --> 00:15:38.480]  所以其實年紀大也不要緊
[00:15:38.480 --> 00:15:40.480]  仍然可以做很多事
[00:15:40.480 --> 00:15:42.480]  不要小看自己
[00:15:42.480 --> 00:15:45.480]  現在希望你看自己的工作
[00:15:45.480 --> 00:15:47.480]  或者看自己的作工
[00:15:47.480 --> 00:15:50.480]  不同了 因為原來每一個人
[00:15:50.480 --> 00:15:54.480]  都是代表上帝去管理大地的某一部份
[00:15:54.480 --> 00:15:57.480]  管理英文叫manager
[00:15:57.480 --> 00:16:00.480]  如果你是管理就是manager
[00:16:00.480 --> 00:16:02.480]  所以我們每一個都是manager
[00:16:02.480 --> 00:16:04.480]  每一個都是管理階層
[00:16:04.480 --> 00:16:06.480]  所以我邀請你和旁邊的人說
[00:16:06.480 --> 00:16:08.480]  你是管理階層
[00:16:08.480 --> 00:16:10.480]  你是管理階層
[00:16:12.480 --> 00:16:14.480]  你是管理階層
[00:16:14.480 --> 00:16:16.480]  很厲害 全部都升級了
[00:16:16.480 --> 00:16:18.480]  manager
[00:16:18.480 --> 00:16:21.480]  我們每一個人都是manager
[00:16:21.480 --> 00:16:23.480]  就是要在不同崗位去管理
[00:16:23.480 --> 00:16:25.480]  去好好管理自己的範疇
[00:16:25.480 --> 00:16:29.480]  維護上帝原本創造的秩序
[00:16:29.480 --> 00:16:34.480]  當人類可以每個人都去管理好自己那一塊
[00:16:34.480 --> 00:16:37.480]  就可以全人類就統管萬有了
[00:16:37.480 --> 00:16:40.480]  因為統管不是一個人去做的
[00:16:40.480 --> 00:16:43.480]  是所有人一起去合力去做
[00:16:43.480 --> 00:16:45.480]  才能做到統管
[00:16:45.480 --> 00:16:48.480]  所以這個就是神設立工作的第一個本質
[00:16:48.480 --> 00:16:50.480]  還有第二個本質
[00:16:50.480 --> 00:16:53.480]  我們繼續看一章28節
[00:16:53.480 --> 00:16:55.480]  我請大家讀中文
[00:16:55.480 --> 00:16:57.480]  powerpoint那裏 預備起
[00:17:11.480 --> 00:17:18.480]  神給一個命令人去做這條路之前
[00:17:18.480 --> 00:17:20.480]  其實是神首先去祝福他們
[00:17:20.480 --> 00:17:23.480]  因為神祝福他們 已經是祝福了
[00:17:23.480 --> 00:17:26.480]  以致他們才可以繁衍增多遍滿大地
[00:17:26.480 --> 00:17:29.480]  你覺得這個繁衍增多遍滿大地
[00:17:29.480 --> 00:17:31.480]  今天做到沒有呢
[00:17:31.480 --> 00:17:33.480]  你知道今天有多少人嗎
[00:17:33.480 --> 00:17:34.480]  人口 全人類
[00:17:34.480 --> 00:17:36.480]  有83億人口
[00:17:36.480 --> 00:17:38.480]  是呀 這麼多
[00:17:38.480 --> 00:17:43.480]  所以我覺得其實這個已經做到了
[00:17:43.480 --> 00:17:45.480]  之後神還給人
[00:17:45.480 --> 00:17:46.480]  當你遍滿大地的時候
[00:17:46.480 --> 00:17:48.480]  你剛才說了 要主宰大地
[00:17:48.480 --> 00:17:52.480]  要統管海洛空的動物
[00:17:52.480 --> 00:17:55.480]  然後神還繼續祝福他們
[00:17:55.480 --> 00:17:56.480]  29節就說
[00:17:56.480 --> 00:17:59.480]  神說 看呀 整個地面上
[00:17:59.480 --> 00:18:03.480]  所有結種子的草菊、豆梳
[00:18:03.480 --> 00:18:06.480]  所有的果子類有種子的樹
[00:18:06.480 --> 00:18:09.480]  這個是神第三天已經創造了
[00:18:09.480 --> 00:18:10.480]  這些食物
[00:18:10.480 --> 00:18:13.480]  神說 我都賜給你們做食物
[00:18:13.480 --> 00:18:15.480]  所以見到神的賜福
[00:18:15.480 --> 00:18:18.480]  也包括All you can eat
[00:18:18.480 --> 00:18:19.480]  任你吃
[00:18:19.480 --> 00:18:21.480]  你見到的這些都可以吃
