
[00:00:00.000 --> 00:00:02.000]  在講到開始的時候
[00:02:57.000 --> 00:02:58.000]  這一天是安息日
[00:02:58.000 --> 00:03:00.000]  耶穌來到會堂裡
[00:03:00.000 --> 00:03:03.000]  有人把以塞亞先知的書交給祂
[00:03:03.000 --> 00:03:04.000]  祂打開找到一個地方
[00:03:04.000 --> 00:03:06.000]  就讀出了兩節經文
[00:03:06.000 --> 00:03:08.000]  這兩節經文很厲害
[00:03:08.000 --> 00:03:10.000]  不過耶穌讀完之後
[00:03:10.000 --> 00:03:12.000]  對他們說那句重爆
[00:03:12.000 --> 00:03:15.000]  你們聽見的這段經文
[00:03:15.000 --> 00:03:18.000]  今天已經應驗了
[00:03:18.000 --> 00:03:21.000]  應驗英文是fulfilled
[00:03:21.000 --> 00:03:23.000]  是預言成真
[00:03:23.000 --> 00:03:26.000]  滿足了變成真實
[00:03:26.000 --> 00:03:29.000]  我們今天讀會很明白很感動
[00:03:29.000 --> 00:03:33.000]  因為我們知道主耶穌是道成肉身的神
[00:03:33.000 --> 00:03:36.000]  但可以想像當時的拿撒勒人聽到的時候
[00:03:36.000 --> 00:03:38.000]  一定是很驚訝
[00:03:38.000 --> 00:03:39.000]  這個不是約瑟的兒子嗎
[00:03:39.000 --> 00:03:41.000]  他說什麼
[00:03:41.000 --> 00:03:43.000]  不過我們仍然要問
[00:03:43.000 --> 00:03:45.000]  主耶穌說經文應驗了
[00:03:45.000 --> 00:03:47.000]  fulfilled了什麼
[00:03:47.000 --> 00:03:49.000]  耶穌所讀的經文
[00:03:49.000 --> 00:03:52.000]  是以塞亞書61章1至2節
[00:03:52.000 --> 00:03:55.000]  和58章第6節的混合
[00:03:55.000 --> 00:03:58.000]  是指向尼塞亞要臨到世上
[00:03:58.000 --> 00:04:01.000]  和要傳揚上帝救贖的使命
[00:04:01.000 --> 00:04:04.000]  所以主耶穌其實是宣告了
[00:04:04.000 --> 00:04:06.000]  我就是那位尼塞亞
[00:04:06.000 --> 00:04:08.000]  所以祂是用第一身
[00:04:08.000 --> 00:04:12.000]  讀出18至19節這兩節的經文
[00:04:12.000 --> 00:04:14.000]  主的靈在我身上
[00:04:14.000 --> 00:04:16.000]  因為祂用高高我
[00:04:16.000 --> 00:04:18.000]  叫我傳福音給貧窮的人
[00:04:18.000 --> 00:04:20.000]  差遣我宣告
[00:04:20.000 --> 00:04:21.000]  被擄得釋放
[00:04:21.000 --> 00:04:23.000]  失明的得看見
[00:04:23.000 --> 00:04:25.000]  受壓迫的得自由
[00:04:25.000 --> 00:04:28.000]  宣告神越立人的欺凌
[00:04:28.000 --> 00:04:31.000]  神的靈何時在耶穌身上
[00:04:31.000 --> 00:04:34.000]  在上一章路加福音3章22節
[00:04:34.000 --> 00:04:36.000]  說到耶穌受洗的時候
[00:04:36.000 --> 00:04:37.000]  聖靈降在祂身上
[00:04:37.000 --> 00:04:39.000]  應當彷彿甲子
[00:04:39.000 --> 00:04:41.000]  有聲音從天上來說
[00:04:41.000 --> 00:04:43.000]  你是我的愛子
[00:04:43.000 --> 00:04:44.000]  我喜愛你
[00:04:44.000 --> 00:04:48.000]  而在4章18至19節這兩節的經文裡
[00:04:48.000 --> 00:04:51.000]  有很多動作很多行動
[00:04:51.000 --> 00:04:56.000]  不過其實其中只有兩個直述的主要動詞
[00:04:56.000 --> 00:04:57.000]  indicative
[00:04:57.000 --> 00:04:59.000]  就是高字和差遣
[00:04:59.000 --> 00:05:03.000]  這兩個動作是誰在誰身上
[00:05:03.000 --> 00:05:06.000]  是神的靈在主耶穌身上
[00:05:06.000 --> 00:05:10.000]  神的靈高和差遣主耶穌
[00:05:11.000 --> 00:05:12.000]  高是高末
[00:05:12.000 --> 00:05:14.000]  anointed
[00:05:14.000 --> 00:05:16.000]  也是有揀選的意思
[00:05:16.000 --> 00:05:18.000]  而高後面的不定詞
[00:05:18.000 --> 00:05:19.000]  infinitive
[00:05:19.000 --> 00:05:22.000]  是揀選之後要做的行動
[00:05:22.000 --> 00:05:24.000]  就是要去傳福音
[00:05:24.000 --> 00:05:27.000]  proclaim good news給貧窮的人
[00:05:27.000 --> 00:05:31.000]  差遣後面也有三個不定詞
[00:05:31.000 --> 00:05:35.000]  和修本就譯了其中兩個宣告
[00:05:36.000 --> 00:05:42.000]  另一個不定詞是在受壓迫的得自由前面
[00:05:42.000 --> 00:05:45.000]  也是有差遣或傳送消息的意思
[00:05:45.000 --> 00:05:48.000]  相信沒有特別譯出來的原因
[00:05:48.000 --> 00:05:51.000]  是令句子更加工整和簡潔
[00:05:51.000 --> 00:05:55.000]  所以主受到高末和差遣後
[00:05:55.000 --> 00:05:58.000]  最直接的行動是什麼
[00:05:58.000 --> 00:06:00.000]  是宣告
[00:06:00.000 --> 00:06:03.000]  宣告的對象就是貧窮的人
[00:06:03.000 --> 00:06:05.000]  宣告的內容就是
[00:06:05.000 --> 00:06:06.000]  被擄得釋放
[00:06:06.000 --> 00:06:07.000]  失明的得看見
[00:06:07.000 --> 00:06:09.000]  受壓迫的得自由
[00:06:09.000 --> 00:06:11.000]  和神閱立人的欺凌
[00:06:11.000 --> 00:06:14.000]  這幾句宣告的內容
[00:06:14.000 --> 00:06:17.000]  會有人放在解放神學上
[00:06:17.000 --> 00:06:18.000]  社會公義上
[00:06:18.000 --> 00:06:22.000]  我想特別highlight的是屬靈上的指向
[00:06:22.000 --> 00:06:25.000]  主耶穌要傳福音
[00:06:25.000 --> 00:06:28.000]  傳好消息給貧窮的人
[00:06:28.000 --> 00:06:31.000]  是指向屬靈上貧窮的人
[00:06:31.000 --> 00:06:34.000]  釋放和得自由
[00:06:34.000 --> 00:06:36.000]  與民是同一個字
[00:06:36.000 --> 00:06:38.000]  有學者指出
[00:06:38.000 --> 00:06:39.000]  在路加著作中
[00:06:39.000 --> 00:06:41.000]  包括路加福音和仕途行傳
[00:06:41.000 --> 00:06:47.000]  這個字代表著末世福音所帶來的寬恕和赦罪
[00:06:47.000 --> 00:06:50.000]  所以要被擄得釋放
[00:06:50.000 --> 00:06:53.000]  屬靈上是指釋放那些被撒旦
[00:06:53.000 --> 00:06:55.000]  俘虜並且受到核制
[00:06:55.000 --> 00:06:56.000]  不能自拔的人
[00:06:56.000 --> 00:06:58.000]  要令到核眼的得看見
[00:06:58.000 --> 00:07:01.000]  是依次那些被撒旦
[00:07:01.000 --> 00:07:03.000]  被世界的價值蒙蔽了
[00:07:03.000 --> 00:07:05.000]  看不到真相的人
[00:07:05.000 --> 00:07:07.000]  要叫受壓制的得自由
[00:07:07.000 --> 00:07:09.000]  是指釋放那些被罪惡捆綁了
[00:07:09.000 --> 00:07:10.000]  核制了的人
[00:07:10.000 --> 00:07:12.000]  要令到他們生命重得自由
[00:07:12.000 --> 00:07:15.000]  而神閱立人的欺凌
[00:07:15.000 --> 00:07:19.000]  是要宣告現在是恩典的時代
[00:07:19.000 --> 00:07:22.000]  人是要趁著有機會悔改
[00:07:22.000 --> 00:07:24.000]  去接受神的恩典
[00:07:25.000 --> 00:07:27.000]  這段經文被視為
[00:07:27.000 --> 00:07:31.000]  主耶穌基督開始侍奉的使命宣言
[00:07:31.000 --> 00:07:33.000]  宣告之後
[00:07:33.000 --> 00:07:36.000]  路加福音就記載主工作的展開
[00:07:36.000 --> 00:07:38.000]  先是在加利利的工作
[00:07:38.000 --> 00:07:41.000]  然後是在往耶路撒冷的路上
[00:07:41.000 --> 00:07:43.000]  接著去到耶路撒冷的工作
[00:07:43.000 --> 00:07:46.000]  最後是主耶穌工作的高峰
[00:07:46.000 --> 00:07:49.000]  就是受難復活和升天
[00:07:49.000 --> 00:07:51.000]  所以主耶穌的道成肉身
[00:07:51.000 --> 00:07:55.000]  不單是向世界宣告他蒙差遣的使命
[00:07:55.000 --> 00:07:57.000]  更加是用了他的行動
[00:07:57.000 --> 00:08:02.000]  用他的生命活出了他的使命
[00:08:02.000 --> 00:08:04.000]  我們要問
[00:08:04.000 --> 00:08:07.000]  主耶穌的使命和我們有什麼關係呢?
[00:08:07.000 --> 00:08:11.000]  約翰福音20章21節
[00:08:11.000 --> 00:08:12.000]  耶穌對門徒說
[00:08:12.000 --> 00:08:14.000]  父怎讓差遣了我
[00:08:14.000 --> 00:08:16.000]  我也照樣差遣你們
[00:08:16.000 --> 00:08:19.000]  馬太福音28章19至20節
[00:08:19.000 --> 00:08:22.000]  主也頒下了大使命
[00:08:22.000 --> 00:08:25.000]  要我們將福音傳給萬民
[00:08:25.000 --> 00:08:27.000]  所以我們也是蒙差遣
[00:08:27.000 --> 00:08:30.000]  要去延續和活出主的使命
[00:08:30.000 --> 00:08:33.000]  要去延續主道成肉身的心意
[00:08:33.000 --> 00:08:37.000]  是要向世人宣告主的大能和拯救
[00:08:37.000 --> 00:08:39.000]  我認識一位姊妹
[00:08:39.000 --> 00:08:42.000]  很多年前她在中秋節的時候
[00:08:42.000 --> 00:08:45.000]  我們一班人去到青衣的海旁賞月
[00:08:45.000 --> 00:08:48.000]  中間有一段時間突然間不見了她
[00:08:48.000 --> 00:08:50.000]  不見了一段時間不知道去了哪裡
[00:08:50.000 --> 00:08:52.000]  後來回來的時候才知道
[00:08:52.000 --> 00:08:55.000]  原來她四處和人聊天還傳福音
[00:08:55.000 --> 00:08:58.000]  有一位弟兄很多年前
[00:08:58.000 --> 00:09:00.000]  他一起去行山的時候
[00:09:00.000 --> 00:09:03.000]  沿途看到很美的自然景色
[00:09:03.000 --> 00:09:06.000]  就會開口讚嘆神的創造
[00:09:06.000 --> 00:09:09.000]  而平時他一見到人就會和人傳福音
[00:09:09.000 --> 00:09:13.000]  我當時很感受到這兩位朋友
[00:09:13.000 --> 00:09:15.000]  那種發自內心的宣講
[00:09:15.000 --> 00:09:19.000]  和對其他人的生命的著緊
[00:09:19.000 --> 00:09:22.000]  看到他們的時候
[00:09:22.000 --> 00:09:24.000]  當時我是會反省的
[00:09:24.000 --> 00:09:26.000]  為什麼我不是這樣的呢?
[00:09:26.000 --> 00:09:30.000]  大家都可以去感受一下自己
[00:09:30.000 --> 00:09:35.000]  我們自己著不著緊別人生命的得救呢?
[00:09:35.000 --> 00:09:37.000]  又或者不是不著緊
[00:09:37.000 --> 00:09:39.000]  不過總是說不出口
[00:09:39.000 --> 00:09:40.000]  不知道怎麼說
[00:09:40.000 --> 00:09:42.000]  無論是哪一種
[00:09:42.000 --> 00:09:44.000]  我們都去咀嚼一下
[00:09:44.000 --> 00:09:45.000]  想想為什麼
[00:09:45.000 --> 00:09:47.000]  也聽聽神有什麼要跟我們說
[00:09:47.000 --> 00:09:50.000]  或者你看到什麼
[00:09:50.000 --> 00:09:55.000]  會不會是我們跟神根本沒有什麼經歷呢?
[00:09:55.000 --> 00:09:57.000]  所以沒話說呢?
[00:09:57.000 --> 00:10:00.000]  或者再仔細回想一下
[00:10:00.000 --> 00:10:03.000]  會不會發覺其實只是我們很善忘
[00:10:03.000 --> 00:10:07.000]  經常都忘記了我們跟神相遇的經歷呢?
[00:10:07.000 --> 00:10:12.000]  漫畫傳奴者蔡頌輝牧師說得很好
[00:10:12.000 --> 00:10:15.000]  他說「健全的信仰必須有」
[00:10:15.000 --> 00:10:17.000]  第一「真理的知識」
[00:10:17.000 --> 00:10:18.000]  第二「救恩的經歷」
[00:10:18.000 --> 00:10:20.000]  第三「信服的行動」
[00:10:20.000 --> 00:10:22.000]  跟隨耶穌
[00:10:22.000 --> 00:10:25.000]  可惜很多基督徒的成長
[00:10:25.000 --> 00:10:26.000]  甚至教會的教導
[00:10:26.000 --> 00:10:28.000]  都只是去到第二個階段
[00:10:28.000 --> 00:10:32.000]  結果是塑造了一堆耶穌的粉絲
[00:10:32.000 --> 00:10:34.000]  而不是耶穌的門徒
[00:10:34.000 --> 00:10:36.000]  說得很好
[00:10:36.000 --> 00:10:39.000]  不過我們必須要承認的
[00:10:39.000 --> 00:10:42.000]  不是我們想就一定可以去到第三個階段
[00:10:42.000 --> 00:10:45.000]  人可以有真理知識
[00:10:45.000 --> 00:10:47.000]  可以有頭腦的認同認知
[00:10:47.000 --> 00:10:48.000]  但未必去到心的
[00:10:48.000 --> 00:10:52.000]  或者可能連救恩的經歷都沒有呢?
[00:10:52.000 --> 00:10:54.000]  如果是這樣
[00:10:54.000 --> 00:10:57.000]  怎樣去講信服和跟隨耶穌呢?
[00:10:57.000 --> 00:11:00.000]  唯有真正去經歷到神
[00:11:00.000 --> 00:11:03.000]  才能夠真正擁有使命
[00:11:03.000 --> 00:11:06.000]  剛才Cheryl分享到
[00:11:06.000 --> 00:11:09.000]  她在短孫、靈修裏面
[00:11:09.000 --> 00:11:11.000]  真正去經歷神
[00:11:11.000 --> 00:11:13.000]  所以Cheryl能夠將她自己
[00:11:13.000 --> 00:11:16.000]  怎樣經歷神的愛和接納
[00:11:16.000 --> 00:11:18.000]  甚麼叫做福音、敬拜
[00:11:18.000 --> 00:11:20.000]  分享給我們知道
[00:11:20.000 --> 00:11:22.000]  她生命的見證
[00:11:22.000 --> 00:11:23.000]  我們去講我們的生命
[00:11:23.000 --> 00:11:25.000]  亦都是福音的宣告
[00:11:25.000 --> 00:11:26.000]  福音的宣講
[00:11:26.000 --> 00:11:30.000]  當我們願意放下手上的錢繞
[00:11:30.000 --> 00:11:32.000]  我們手上的東西
[00:11:32.000 --> 00:11:34.000]  令我們有分別為勝的時間
[00:11:34.000 --> 00:11:35.000]  神的神讀書
[00:11:35.000 --> 00:11:37.000]  甚至是走出去的時候
[00:11:37.000 --> 00:11:39.000]  才能夠經歷到更加多
[00:11:39.000 --> 00:11:41.000]  為甚麼會這樣呢?
[00:11:41.000 --> 00:11:44.000]  可能在平時的環境裏
[00:11:44.000 --> 00:11:46.000]  我們的心已經被工作
[00:11:46.000 --> 00:11:48.000]  被自己的生活需要
[00:11:48.000 --> 00:11:50.000]  家人的需要都佔據了
[00:11:50.000 --> 00:11:53.000]  沒有空間給聖靈去工作
[00:11:53.000 --> 00:11:55.000]  或者聽不到聖靈的聲音
[00:11:55.000 --> 00:11:57.000]  所以我經常鼓勵大家
[00:11:57.000 --> 00:11:59.000]  要去創造空間
[00:11:59.000 --> 00:12:02.000]  甚至要離開平時一些很忙亂的環境
[00:12:02.000 --> 00:12:04.000]  要走出去
[00:12:04.000 --> 00:12:06.000]  要讓聖靈對你說話
[00:12:06.000 --> 00:12:09.000]  另一方面
[00:12:09.000 --> 00:12:10.000]  在同一個使命裏
[00:12:10.000 --> 00:12:13.000]  上帝給我們每一個人的恩賜和熱情
[00:12:13.000 --> 00:12:14.000]  都可能不同
[00:12:14.000 --> 00:12:17.000]  以諾的團歌裏
[00:12:17.000 --> 00:12:18.000]  很棒的
[00:12:18.000 --> 00:12:19.000]  其中一句就是
[00:12:19.000 --> 00:12:22.000]  「我們願以團契的愛
[00:12:22.000 --> 00:12:24.000]  並按照各人的恩賜
[00:12:24.000 --> 00:12:28.000]  由近到遠去傳揚神理大愛」
[00:12:28.000 --> 00:12:30.000]  以諾的人是否在唱呢?
[00:12:31.000 --> 00:12:34.000]  而我自己在「恩福號外」
[00:12:34.000 --> 00:12:36.000]  也分享過一篇文章
[00:12:36.000 --> 00:12:39.000]  叫做「我如何找到我的猜拳使命」
[00:12:39.000 --> 00:12:43.000]  裏面提到我自己猜拳使命的宣言
[00:12:43.000 --> 00:12:47.000]  就是「讀好聖言,唱好靈歌,挑黃使命
[00:12:47.000 --> 00:12:50.000]  集合恩賜,連結華人,祝福世界」
[00:12:50.000 --> 00:12:54.000]  丁姐妹,你的使命宣言是甚麼呢?
[00:12:54.000 --> 00:12:56.000]  我很鼓勵大家
[00:12:56.000 --> 00:12:58.000]  在聖誕節放假期間
[00:12:58.000 --> 00:13:02.000]  除了邀請朋友一起參加24號的聖誕報道會
[00:13:02.000 --> 00:13:05.000]  亦要去玩和休息
[00:13:05.000 --> 00:13:10.000]  另外也要邀請你認真思想和寫下
[00:13:10.000 --> 00:13:13.000]  你的使命宣言是甚麼呢?
[00:13:13.000 --> 00:13:16.000]  這句使命宣言不是為了自己
[00:13:16.000 --> 00:13:19.000]  而是為了別人的生命
[00:13:19.000 --> 00:13:23.000]  亦是為了上帝的國度而寫出來的
[00:13:23.000 --> 00:13:26.000]  上帝給了你甚麼恩賜、甚麼熱情
[00:13:26.000 --> 00:13:30.000]  在甚麼位置都可以讓你成為
[00:13:30.000 --> 00:13:31.000]  其他人生命的祝福
[00:13:31.000 --> 00:13:34.000]  可以為上帝的國度擺上一份
[00:13:34.000 --> 00:13:37.000]  丁姐妹,我經常覺得
[00:13:37.000 --> 00:13:40.000]  年輕人是這個世界的未來
[00:13:40.000 --> 00:13:43.000]  我很感恩大家這麼年輕的時候
[00:13:43.000 --> 00:13:46.000]  已經知道神月立的價值是甚麼
[00:13:46.000 --> 00:13:49.000]  亦都知道我們每一個被造
[00:13:49.000 --> 00:13:51.000]  有一個目的
[00:13:51.000 --> 00:13:53.000]  這個世界實在太多罪
[00:13:53.000 --> 00:13:56.000]  我們既是罪人亦都是被罪者
[00:13:56.000 --> 00:13:59.000]  我們在個人的位置上
[00:13:59.000 --> 00:14:02.000]  可能將會越來越有影響力
[00:14:02.000 --> 00:14:04.000]  我鼓勵大家
[00:14:04.000 --> 00:14:06.000]  在你所在的位置上
[00:14:06.000 --> 00:14:11.000]  要有一個改變世俗文化的心和使命
[00:14:11.000 --> 00:14:13.000]  跟你旁邊的人說
[00:14:13.000 --> 00:14:17.000]  我看好你,你將要改變世界
[00:14:17.000 --> 00:14:21.000]  我看好你
[00:14:21.000 --> 00:14:25.000]  丁姐妹,願意我們記住
[00:14:25.000 --> 00:14:28.000]  我們都是蒙簡選、蒙差遣
[00:14:28.000 --> 00:14:31.000]  並且要延續主耶穌道聖肉身的使命
[00:14:31.000 --> 00:14:33.000]  要去宣告天國的臨在的人
[00:14:33.000 --> 00:14:36.000]  因為我們是被簡選的一族
[00:14:36.000 --> 00:14:37.000]  是君孫的祭司
[00:14:37.000 --> 00:14:38.000]  是神聖的國度
[00:14:38.000 --> 00:14:39.000]  是屬神的子民
[00:14:39.000 --> 00:14:41.000]  要去宣揚
[00:14:41.000 --> 00:14:44.000]  那召我們出黑暗
[00:14:44.000 --> 00:14:46.000]  入奇妙光明者的美德
[00:14:46.000 --> 00:14:49.000]  盼望有更多的丁姐妹
[00:14:49.000 --> 00:14:51.000]  能夠擁抱這份使命感
[00:14:51.000 --> 00:14:54.000]  並且去行出這份使命
[00:14:54.000 --> 00:14:56.000]  另一方面
[00:14:56.000 --> 00:14:58.000]  道聖肉身的耶穌基督
[00:14:58.000 --> 00:15:03.000]  祂不單止是憐憫人靈性的被捆綁和沒有自由
[00:15:03.000 --> 00:15:06.000]  也有憐憫人肉身的需要
[00:15:06.000 --> 00:15:08.000]  我們就一起來讀另一段經文
[00:15:08.000 --> 00:15:12.000]  是《馬太福音》25章34至40節
[00:15:12.000 --> 00:15:13.000]  好,開始
[00:15:13.000 --> 00:15:16.000]  「於是王要向他右邊的說
[00:15:16.000 --> 00:15:19.000]  你們這蒙我父賜福的
[00:15:19.000 --> 00:15:23.000]  可來承受那創世以來為你們所預備的國
[00:15:23.000 --> 00:15:24.000]  因為我餓了
[00:15:24.000 --> 00:15:26.000]  你們給我吃
[00:15:26.000 --> 00:15:28.000]  喝了你們給我喝
[00:15:28.000 --> 00:15:29.000]  我流浪在外
[00:15:29.000 --> 00:15:31.000]  你們留我住
[00:15:31.000 --> 00:15:32.000]  我赤身露體
[00:15:32.000 --> 00:15:34.000]  你們給我穿
[00:15:34.000 --> 00:15:35.000]  我病了
[00:15:35.000 --> 00:15:36.000]  你們看顧我
[00:15:36.000 --> 00:15:37.000]  我在監獄裡
[00:15:37.000 --> 00:15:39.000]  你們來看我
[00:15:39.000 --> 00:15:41.000]  人就回答
[00:15:41.000 --> 00:15:44.000]  主啊,我們什麼時候見你餓了
[00:15:44.000 --> 00:15:45.000]  給你吃
[00:15:45.000 --> 00:15:46.000]  喝了
[00:15:46.000 --> 00:15:47.000]  給你喝
[00:15:47.000 --> 00:15:49.000]  什麼時候見你流浪在外
[00:15:49.000 --> 00:15:51.000]  留你住
[00:15:51.000 --> 00:15:52.000]  或是赤身露體
[00:15:52.000 --> 00:15:54.000]  給你穿
[00:15:54.000 --> 00:15:56.000]  又什麼時候見你病了
[00:15:56.000 --> 00:15:59.000]  或是在監獄裡來看你呢
[00:15:59.000 --> 00:16:01.000]  我回答他們說
[00:16:01.000 --> 00:16:03.000]  我實在告訴你們
[00:16:03.000 --> 00:16:07.000]  這些事你們做在我弟兄中一個最小的身上
[00:16:07.000 --> 00:16:10.000]  就是做在我身上了」
[00:16:10.000 --> 00:16:14.000]  這段經文是《馬太福音》25章31至46節
[00:16:14.000 --> 00:16:17.000]  講末世審判的一部分
[00:16:17.000 --> 00:16:21.000]  前面提到人子和眾天使再來臨的時候
[00:16:21.000 --> 00:16:24.000]  他坐在榮耀的寶座上
[00:16:24.000 --> 00:16:26.000]  主耶穌宣告他會再來
[00:16:26.000 --> 00:16:32.000]  並且坐在榮耀寶座上的王的身份再來到
[00:16:32.000 --> 00:16:34.000]  並且要作出末世的審判
[00:16:34.000 --> 00:16:36.000]  萬民要聚集在他面前
[00:16:36.000 --> 00:16:38.000]  他要將他們分別出來
[00:16:38.000 --> 00:16:42.000]  好像牧羊人將綿羊和山羊這樣分成兩邊
[00:16:42.000 --> 00:16:45.000]  綿羊在右邊 山羊在左邊
[00:16:45.000 --> 00:16:49.000]  34節 王向他右邊的人說
[00:16:49.000 --> 00:16:51.000]  「你們這蒙我父賜福的
[00:16:51.000 --> 00:16:56.000]  可來承受創世以來為你們所預備的國」
[00:16:56.000 --> 00:16:58.000]  到末世審判的時候
[00:16:58.000 --> 00:17:00.000]  有人可以進天國得永生
[00:17:00.000 --> 00:17:01.000]  有人得不到永生
[00:17:01.000 --> 00:17:03.000]  要去到永刑裡面去
[00:17:03.000 --> 00:17:06.000]  承受這個字希臘文的原文
[00:17:06.000 --> 00:17:09.000]  是一個imperative命令語氣
[00:17:09.000 --> 00:17:13.000]  不過imperative命令語氣不代表一定是命令
[00:17:13.000 --> 00:17:15.000]  在這裡是另一種用法
[00:17:15.000 --> 00:17:17.000]  叫做permissive
[00:17:17.000 --> 00:17:20.000]  即是允許 許可的意思
[00:17:20.000 --> 00:17:23.000]  因為承受天國不是我們說了算
[00:17:23.000 --> 00:17:25.000]  是神說了算 主權在神手
[00:17:25.000 --> 00:17:27.000]  要他容許的
[00:17:27.000 --> 00:17:32.000]  我們再問 為什麼右邊的人可以被容許進天國呢
[00:17:32.000 --> 00:17:36.000]  35節的「因為」就帶出了原因
[00:17:36.000 --> 00:17:40.000]  「王說因為我餓了 你們給我吃 渴了 你們給我喝
[00:17:40.000 --> 00:17:42.000]  我流浪在外 你們留我住
[00:17:42.000 --> 00:17:44.000]  我踢新樓梯 你們給我穿
[00:17:44.000 --> 00:17:46.000]  我病了 你們看顧我
[00:17:46.000 --> 00:17:49.000]  我就是監獄裡 你們來看我」
[00:17:49.000 --> 00:17:53.000]  原來這些人曾經在王有需要的時候
[00:17:53.000 --> 00:17:56.000]  是看見王的需要並且回應他的需要
[00:17:56.000 --> 00:17:57.000]  施以援手
[00:17:57.000 --> 00:18:00.000]  不過這些人的反應就很surprise
