
[00:00:00.000 --> 00:00:04.040]  今天的講道是
[00:03:17.760 --> 00:03:21.760]  這位姐妹有多少部手機呢
[00:03:21.760 --> 00:03:26.760]  她本身就有兩部手機
[00:03:26.760 --> 00:03:28.760]  一部是自己的私人電話
[00:03:28.760 --> 00:03:31.760]  另一部是用來網上平台買東西
[00:03:31.760 --> 00:03:34.760]  去餐廳掃QR Code
[00:03:34.760 --> 00:03:36.760]  加上公司的手機
[00:03:36.760 --> 00:03:38.760]  總共有三部手機
[00:03:38.760 --> 00:03:41.760]  一個人擁有三部手機
[00:03:41.760 --> 00:03:43.760]  不難想像你只看WhatsApp
[00:03:43.760 --> 00:03:45.760]  你都忙到飛起了
[00:03:45.760 --> 00:03:47.760]  不過感恩的是
[00:03:47.760 --> 00:03:50.760]  這位姐妹放假的時間
[00:03:50.760 --> 00:03:53.760]  她可以暫時把公司的手機
[00:03:53.760 --> 00:03:55.760]  先給助手
[00:03:55.760 --> 00:03:57.760]  跟著用
[00:03:57.760 --> 00:04:00.760]  但這位姐妹真的很善用她的時間
[00:04:00.760 --> 00:04:02.760]  為了假期玩到盡
[00:04:02.760 --> 00:04:04.760]  她就像前排
[00:04:04.760 --> 00:04:06.760]  她分享到前幾個月
[00:04:06.760 --> 00:04:08.760]  她去韓國玩
[00:04:08.760 --> 00:04:10.760]  上飛機當日
[00:04:10.760 --> 00:04:14.760]  姐妹一早就帶著行李箱上班
[00:04:14.760 --> 00:04:17.760]  下班就無縫直接去機場
[00:04:17.760 --> 00:04:19.760]  在飛機上睡覺
[00:04:19.760 --> 00:04:22.760]  下機就馬上可以去旅遊
[00:04:22.760 --> 00:04:24.760]  是不是很划算
[00:04:24.760 --> 00:04:26.760]  玩到盡
[00:04:26.760 --> 00:04:28.760]  玩了五天四夜
[00:04:28.760 --> 00:04:29.760]  凌晨機出發
[00:04:29.760 --> 00:04:31.760]  超夜機就回香港
[00:04:31.760 --> 00:04:34.760]  之後就無縫上班
[00:04:34.760 --> 00:04:40.760]  第二天就直接上班
[00:04:40.760 --> 00:04:42.760]  我問這位姐妹
[00:04:42.760 --> 00:04:45.760]  無縫放假旅遊
[00:04:45.760 --> 00:04:48.760]  是否真的能夠休息呢
[00:04:48.760 --> 00:04:50.760]  她笑著說
[00:04:50.760 --> 00:04:55.760]  其實也不算能夠休息很多
[00:04:55.760 --> 00:04:58.760]  因為出發前要趕完手頭的工作
[00:04:58.760 --> 00:05:02.760]  去到韓國就要不停追景點
[00:05:02.760 --> 00:05:03.760]  追食物
[00:05:03.760 --> 00:05:05.760]  放上IG
[00:05:05.760 --> 00:05:06.760]  她有IG和Facebook
[00:05:06.760 --> 00:05:07.760]  所以很忙
[00:05:07.760 --> 00:05:09.760]  又要血拼買東西
[00:05:09.760 --> 00:05:14.760]  所以跟上班的忙碌是沒分別的
[00:05:14.760 --> 00:05:17.760]  到了上班
[00:05:17.760 --> 00:05:19.760]  回香港
[00:05:19.760 --> 00:05:21.760]  不到幾個小時就要上班
[00:05:21.760 --> 00:05:24.760]  於是那部公司的手機
[00:05:24.760 --> 00:05:25.760]  即是第三部電話
[00:05:25.760 --> 00:05:27.760]  又交回給她
[00:05:27.760 --> 00:05:29.760]  姐妹形容自己
[00:05:29.760 --> 00:05:31.760]  就像一隻小老鼠
[00:05:31.760 --> 00:05:34.760]  在圈子裡不斷跑
[00:05:34.760 --> 00:05:37.760]  好像又停不下來
[00:05:37.760 --> 00:05:43.760]  頂姐妹或我們未必像剛才那位姐妹那麼誇張
[00:05:43.760 --> 00:05:45.760]  不過如果你留意一下
[00:05:45.760 --> 00:05:50.760]  在我們生活在一個節奏急速的香港裡
[00:05:50.760 --> 00:05:52.760]  無論你有上班
[00:05:52.760 --> 00:05:54.760]  還是退休了
[00:05:54.760 --> 00:05:58.760]  當你打開電話的行程
[00:05:58.760 --> 00:06:01.760]  Google或補充
[00:06:01.760 --> 00:06:05.760]  很少找到一天完全空白
[00:06:05.760 --> 00:06:07.760]  有否試過全日都沒有東西
[00:06:07.760 --> 00:06:09.760]  我不知道你有沒有
[00:06:09.760 --> 00:06:10.760]  我就沒有
[00:06:10.760 --> 00:06:15.760]  頂姐妹當你看見自己的狀況
[00:06:15.760 --> 00:06:17.760]  會否有些時候
[00:06:17.760 --> 00:06:21.760]  會像現在播放的小老鼠一樣
[00:06:21.760 --> 00:06:23.760]  在圈子裡不斷跑不斷趕
[00:06:23.760 --> 00:06:25.760]  好像停不下來
[00:06:25.760 --> 00:06:31.760]  現實上我們生活在一個香港的地方
[00:06:31.760 --> 00:06:33.760]  步行也比人快
[00:06:33.760 --> 00:06:36.760]  地鐵沿路走出來
[00:06:36.760 --> 00:06:38.760]  走慢一點的樓梯
[00:06:38.760 --> 00:06:40.760]  人們會覺得你怎麼了
[00:06:40.760 --> 00:06:41.760]  為何走得那麼慢
[00:06:41.760 --> 00:06:43.760]  不要阻礙我了
[00:06:43.760 --> 00:06:47.760]  在這麼忙亂或充滿變數的世界裡
[00:06:47.760 --> 00:06:50.760]  要從神那裡得安息
[00:06:50.760 --> 00:06:52.760]  又是否可行呢
[00:06:52.760 --> 00:06:57.760]  今天連同我們有信仰的人
[00:06:57.760 --> 00:06:59.760]  包括我們基督徒在內
[00:06:59.760 --> 00:07:05.760]  也經常活在一個很忙亂緊張的情況裡
[00:07:05.760 --> 00:07:08.760]  無論在家裡、上班、家庭、侍奉、進修
[00:07:08.760 --> 00:07:10.760]  的確忙到一個地步
[00:07:10.760 --> 00:07:12.760]  我們有時也會忐忑不安
[00:07:12.760 --> 00:07:15.760]  不過我們也知道有些時候忙
[00:07:15.760 --> 00:07:17.760]  其實不是我們可以控制得到
[00:07:17.760 --> 00:07:18.760]  很多事情都是
[00:07:18.760 --> 00:07:22.760]  例如照顧家人、上班、侍奉
[00:07:22.760 --> 00:07:26.760]  其實也不是我們說不理就不理
[00:07:26.760 --> 00:07:29.760]  不過我們今天要問一個問題
[00:07:29.760 --> 00:07:34.760]  就是如何可以忙而不亂
[00:07:34.760 --> 00:07:36.760]  鄧影姐妹對於你來說
[00:07:36.760 --> 00:07:38.760]  甚麼是安息呢
[00:07:38.760 --> 00:07:42.760]  安息和休息有甚麼分別呢
[00:07:42.760 --> 00:07:46.760]  很多時候我們一般人所說的休息
[00:07:46.760 --> 00:07:48.760]  即是停止工作
[00:07:48.760 --> 00:07:49.760]  不工作
[00:07:49.760 --> 00:07:52.760]  然後停止工作、不工作
[00:07:52.760 --> 00:07:55.760]  然後做一些我們想做的事情
[00:07:55.760 --> 00:07:57.760]  例如我們想看電影、看球賽
[00:07:57.760 --> 00:08:01.760]  放題、看劇集、吃火鍋、去旅行
[00:08:01.760 --> 00:08:04.760]  不過有時候當你做了上述的活動
[00:08:04.760 --> 00:08:06.760]  不等於休息
[00:08:06.760 --> 00:08:09.760]  有時反而比上班更累
[00:08:09.760 --> 00:08:10.760]  為甚麼會這樣呢
[00:08:10.760 --> 00:08:14.760]  有時候因為我們看了電影、看球賽
[00:08:14.760 --> 00:08:16.760]  看了劇集、去完旅行
[00:08:16.760 --> 00:08:22.760]  內心仍然不能有那份安恕或安穩
[00:08:22.760 --> 00:08:28.760]  或者因為剛才所說的休息
[00:08:28.760 --> 00:08:30.760]  其實你留意一下
[00:08:30.760 --> 00:08:32.760]  往往都是外在的事
[00:08:32.760 --> 00:08:35.760]  我們以為那些外在活動
[00:08:35.760 --> 00:08:39.760]  能夠幫助到我們內心有那份安穩
[00:08:39.760 --> 00:08:41.760]  不過聖經很不同
[00:08:41.760 --> 00:08:43.760]  聖經所說的安息
[00:08:43.760 --> 00:08:46.760]  由舊約到新約
[00:08:46.760 --> 00:08:49.760]  提到的安息帶來那種平安
[00:08:49.760 --> 00:08:52.760]  或者我們現代人稱之為安穩
[00:08:52.760 --> 00:08:58.760]  所強調的就是裡頭很安潔、很穩定
[00:08:58.760 --> 00:09:03.760]  這種能夠享受從神而來的安穩
[00:09:03.760 --> 00:09:07.760]  你自己是實實在在能夠感受得到的
[00:09:07.760 --> 00:09:09.760]  不是別人告訴你的
[00:09:09.760 --> 00:09:10.760]  不是你知道的
[00:09:10.760 --> 00:09:11.760]  而是你感受到的
[00:09:11.760 --> 00:09:15.760]  之所以能夠體會到神同在的那份安穩
[00:09:15.760 --> 00:09:19.760]  其實就源於我們與神納約關係的結果
[00:09:19.760 --> 00:09:25.760]  希伯來書作者要跟那些聽這封書信的人
[00:09:25.760 --> 00:09:27.760]  傳達一個信息
[00:09:27.760 --> 00:09:32.760]  亦是我們歷世歷代的教徒都很想有的安穩
[00:09:32.760 --> 00:09:35.760]  希伯來書四章第一節所說
[00:09:35.760 --> 00:09:40.760]  既然進入他安息的應許依舊存在
[00:09:40.760 --> 00:09:42.760]  正如作者所說
[00:09:42.760 --> 00:09:46.760]  這封安息的應許是神特意留給我們
[00:09:46.760 --> 00:09:50.760]  仍然很期待我們去領受
[00:09:50.760 --> 00:09:56.760]  現在我邀請大家一起讀四章一至十三節的經文
[00:09:56.760 --> 00:09:58.760]  我們會分四個大段落去讀
[00:09:58.760 --> 00:10:01.760]  我邀請姐妹先讀一至二節
[00:10:01.760 --> 00:10:03.760]  弟兄讀三至五節
[00:10:03.760 --> 00:10:05.760]  姐妹再讀六至十節
[00:10:05.760 --> 00:10:08.760]  最後那堆就由我來讀
[00:10:08.760 --> 00:10:11.760]  PowerPoint的左上角有顏色提示輪到誰讀
[00:10:11.760 --> 00:10:14.760]  讀的時候大家要留意一下
[00:10:14.760 --> 00:10:20.760]  提示了的黃色字詞有什麼意思呢?
[00:10:20.760 --> 00:10:22.760]  往往在聖經的作者裡
[00:10:22.760 --> 00:10:26.760]  他經常重複一些很重要的主題
[00:10:26.760 --> 00:10:28.760]  我們預備起了
[00:10:28.760 --> 00:10:30.760]  預備 姐妹
[00:10:30.760 --> 00:10:35.760]  既然進入他安息的應許依舊存在
[00:10:35.760 --> 00:10:38.760]  我們就該存畏懼的心
[00:10:38.760 --> 00:10:43.760]  免得我們中間有人似乎沒有得到安息
[00:10:43.760 --> 00:10:46.760]  因為的確有福音傳給我們
[00:10:46.760 --> 00:10:49.760]  像傳給他們一樣
[00:10:49.760 --> 00:10:53.760]  只是所聽見的道對他們無益
[00:10:53.760 --> 00:10:58.760]  因為他們沒有以信心與所聽見的道配合
[00:10:58.760 --> 00:11:03.760]  弟兄 但我們已經信的人進入安息
[00:11:03.760 --> 00:11:05.760]  正如神所說
[00:11:05.760 --> 00:11:07.760]  我在路中起誓
[00:11:07.760 --> 00:11:11.760]  他們斷不可進入我的安息
[00:11:11.760 --> 00:11:16.760]  其實造物之工從創世以來已經完成了
[00:11:16.760 --> 00:11:18.760]  論到第七日
[00:11:18.760 --> 00:11:24.760]  有一處說到第七日神就揭了他一切工作
[00:11:24.760 --> 00:11:29.760]  又有一處說他們斷不可進入我的安息
[00:11:29.760 --> 00:11:35.760]  姐妹 既有這安息保留著讓一些人進入
[00:11:35.760 --> 00:11:42.760]  那些先前聽見福音的人因不信從而不得進去
[00:11:42.760 --> 00:11:44.760]  所以神多年後
[00:11:44.760 --> 00:11:48.760]  藉著大衛的書又定了一天
[00:11:48.760 --> 00:11:51.760]  今日如以上所引的說
[00:11:51.760 --> 00:11:57.760]  今日你們若聽他的話就不可硬著心
[00:11:57.760 --> 00:12:01.760]  若是約書亞已使他們享了安息
[00:12:01.760 --> 00:12:05.760]  後來神就不用再提別的日子了
[00:12:05.760 --> 00:12:10.760]  這樣看來另有一安息日的安息
[00:12:10.760 --> 00:12:13.760]  為神的子民保留著
[00:12:13.760 --> 00:12:16.760]  因為那些進入安息的
[00:12:16.760 --> 00:12:19.760]  也是揭了自己的工作
[00:12:19.760 --> 00:12:23.760]  正如神揭了他的工作一樣
[00:12:23.760 --> 00:12:29.760]  所以我們務必竭力進入那安息
[00:12:29.760 --> 00:12:33.760]  免得有人學了不信從而跌倒了
[00:12:33.760 --> 00:12:36.760]  神的道是活潑的 是有功效的
[00:12:36.760 --> 00:12:39.760]  比一切兩刃的劍更鋒利
[00:12:39.760 --> 00:12:44.760]  甚至魂與靈 骨節與骨髓都能刺入 否開
[00:12:44.760 --> 00:12:49.760]  連心中的思念和主義都能辨明
[00:12:49.760 --> 00:12:53.760]  被造的沒有一樣在他面前不是顯露的
[00:12:53.760 --> 00:12:57.760]  萬物在他眼前都是赤露躺開的
[00:12:57.760 --> 00:13:00.760]  我們必須向他交仗
[00:13:00.760 --> 00:13:02.760]  我們同心禱告吧
[00:13:02.760 --> 00:13:07.760]  真愛的天父
[00:13:07.760 --> 00:13:10.760]  我們這一班屬你的子民聚集
[00:13:10.760 --> 00:13:13.760]  求真理的聖靈引導我們
[00:13:13.760 --> 00:13:16.760]  明白你對我們的心意
[00:13:16.760 --> 00:13:20.760]  就是很想我們享受到你賜給我們的安息
[00:13:20.760 --> 00:13:23.760]  主啊 你賜我們有一顆柔軟的心
[00:13:23.760 --> 00:13:27.760]  聽到你的說話 心裡就被感
[00:13:27.760 --> 00:13:29.760]  願意跟從你
[00:13:29.760 --> 00:13:32.760]  奉耶穌基督得勝的名字祈求
[00:13:32.760 --> 00:13:33.760]  阿們
[00:13:33.760 --> 00:13:37.760]  靈姐妹剛才讀經的時候
[00:13:37.760 --> 00:13:42.760]  大家留意到四章裡有一個重複的主題嗎?
[00:13:42.760 --> 00:13:44.760]  是啊 非常好
[00:13:44.760 --> 00:13:46.760]  就是安息這個主題
[00:13:46.760 --> 00:13:52.760]  其實安息這個主題從第三章就已經開展了
[00:13:52.760 --> 00:13:55.760]  如果大家細心留意
[00:13:55.760 --> 00:13:58.760]  希伯來書其中有一個特色
[00:13:58.760 --> 00:14:04.760]  就是作者很喜歡將解經的段落和勸勉的段落
[00:14:04.760 --> 00:14:08.760]  交織在一起成為一個循環
[00:14:08.760 --> 00:14:12.760]  有些像我們今天聽《釋經》所說的那樣
[00:14:12.760 --> 00:14:14.760]  你聽到有解釋聖經的部分
[00:14:14.760 --> 00:14:16.760]  也有勸勉的部分
[00:14:16.760 --> 00:14:21.760]  由三章第一節到四章第十三節
[00:14:21.760 --> 00:14:23.760]  是第一個循環
[00:14:23.760 --> 00:14:27.760]  希伯來書的作者首先列舉了
[00:14:27.760 --> 00:14:29.760]  三章第一至第六節
[00:14:29.760 --> 00:14:33.760]  摩西和耶穌忠心的榜樣
[00:14:33.760 --> 00:14:36.760]  然後引用舊約聖經
[00:14:36.760 --> 00:14:41.760]  說到以色列人叛逆不忠的負面例子
[00:14:41.760 --> 00:14:46.760]  解釋他們為什麼進入不了安息的原因
[00:14:46.760 --> 00:14:48.760]  經過解經之後
[00:14:48.760 --> 00:14:54.760]  三章十二到十九節就是勸勉的部分
[00:14:54.760 --> 00:14:57.760]  要讀者、讀這封信的人引以為鑒
[00:14:57.760 --> 00:14:59.760]  就像上次見到牧師所說
[00:14:59.760 --> 00:15:03.760]  要堅持到底、堅守信仰
[00:15:03.760 --> 00:15:05.760]  來到我們今天集中思想
[00:15:05.760 --> 00:15:08.760]  就是四章一至第十三節
[00:15:08.760 --> 00:15:14.760]  四章第一節一開始有個字叫「所以」
[00:15:14.760 --> 00:15:19.760]  這個段落是一個勸勉
[00:15:19.760 --> 00:15:25.760]  亦是針對第三章所說的論述作出回應
[00:15:25.760 --> 00:15:30.760]  希伯來書的作者很喜歡用「所以」
[00:15:30.760 --> 00:15:32.760]  希臘文是「und」
[00:15:32.760 --> 00:15:37.760]  這個「und」有前因後果的作用
[00:15:37.760 --> 00:15:43.760]  目的是引發我們聽的人有一個相應的實際行動
[00:15:43.760 --> 00:15:46.760]  意思是你聽了樓上所說的
[00:15:46.760 --> 00:15:49.760]  我們就要做些事
[00:15:49.760 --> 00:15:54.760]  這裡特別說到我們要傳一個敬畏的心
[00:15:54.760 --> 00:15:58.760]  前一個段落三章第一節究竟在說什麼呢?
[00:15:58.760 --> 00:16:02.760]  原來這裡說耶穌基督以大祭司的身份
[00:16:02.760 --> 00:16:07.760]  獻上自己的袋淑去成就了舊恩
[00:16:07.760 --> 00:16:12.760]  之前提到作者很喜歡用一個寫作技巧
[00:16:12.760 --> 00:16:14.760]  寫作技巧是用什麼呢?
[00:16:14.760 --> 00:16:15.760]  是用一個菠蘿
[00:16:15.760 --> 00:16:16.760]  「比較」
[00:16:16.760 --> 00:16:17.760]  對,「比較」
[00:16:17.760 --> 00:16:23.760]  這裡的「比較」不是在比較好和壞
[00:16:23.760 --> 00:16:26.760]  是在比較好和更好
[00:16:26.760 --> 00:16:29.760]  即是good和better
[00:16:29.760 --> 00:16:34.760]  第三章作者刻意地將新約的基督
[00:16:34.760 --> 00:16:37.760]  和舊約的摩西作一個比較
[00:16:37.760 --> 00:16:40.760]  他對聽這封書信的人說
[00:16:40.760 --> 00:16:44.760]  如果你覺得摩西的說話很厲害
[00:16:44.760 --> 00:16:46.760]  現在我告訴你
[00:16:46.760 --> 00:16:49.760]  有一個超過摩西的耶穌
[00:16:49.760 --> 00:16:51.760]  要告訴你一些事情
[00:16:51.760 --> 00:16:55.760]  你是不是要更加謹慎、更加留心呢?
[00:16:55.760 --> 00:16:58.760]  希伯來書的作者鼓勵弟兄姊妹
[00:16:58.760 --> 00:17:02.760]  一方面要記住摩西對神忠心的保養
[00:17:02.760 --> 00:17:09.760]  同時他要用受苦基督去做一個榮耀的方向
[00:17:09.760 --> 00:17:14.760]  好好堅持因為盼望能夠生出膽量
[00:17:14.760 --> 00:17:17.760]  去回應浩大的救恩
[00:17:17.760 --> 00:17:22.760]  作者提醒他們不要因為外在面對的迫迫
[00:17:22.760 --> 00:17:23.760]  越來越厲害
[00:17:23.760 --> 00:17:26.760]  很多人因為他們的信仰去挑戰他們
[00:17:26.760 --> 00:17:28.760]  放下這個信仰
[00:17:28.760 --> 00:17:30.760]  一定要堅持到底
[00:17:30.760 --> 00:17:33.760]  接著就是這個火車
[00:17:33.760 --> 00:17:35.760]  大家可以留意一下
[00:17:35.760 --> 00:17:39.760]  來到第三章第七至十九節
[00:17:39.760 --> 00:17:42.760]  是關乎安息的
[00:17:42.760 --> 00:17:44.760]  如果大家心水清
[00:17:44.760 --> 00:17:47.760]  今天四章三至十三節
[00:17:47.760 --> 00:17:50.760]  同樣是說相同的主題
[00:17:50.760 --> 00:17:52.760]  都是說安息
[00:17:52.760 --> 00:17:56.760]  希伯來書的寫作技巧是很厲害的
[00:17:56.760 --> 00:18:00.760]  他能夠運用一個轉折的技巧
[00:18:00.760 --> 00:18:03.760]  在第三章七至十九節
[00:18:03.760 --> 00:18:06.760]  從昔日在曠野撥弈子民
[00:18:06.760 --> 00:18:08.760]  得不到安息的問題
[00:18:08.760 --> 00:18:13.760]  一轉到我們今天所看的四章一到二節
[00:18:13.760 --> 00:18:16.760]  都是說安息的課題
[00:18:16.760 --> 00:18:21.760]  首先作者在四章一至這樣說
[00:18:21.760 --> 00:18:26.760]  既然進入他安息的應許依舊存在
[00:18:26.760 --> 00:18:30.760]  這份安息的應許依然是有效的
[00:18:30.760 --> 00:18:33.760]  故此提醒聽這封書信的人
[00:18:33.760 --> 00:18:36.760]  要把握時機,不要浪費
[00:18:36.760 --> 00:18:38.760]  作者在第二節這樣說
[00:18:38.760 --> 00:18:42.760]  他說因為的確有福音傳給我們
[00:18:42.760 --> 00:18:44.760]  就好像傳給他們一樣
[00:18:44.760 --> 00:18:47.760]  只是所聽見的道對他們無益
[00:18:47.760 --> 00:18:48.760]  為什麼無益?
[00:18:48.760 --> 00:18:50.760]  這裡提到的原因
[00:18:50.760 --> 00:18:54.760]  就是他們沒有用信心和聽見的道去做一個配合
[00:18:54.760 --> 00:18:58.760]  這份安息既然應許是有效
[00:18:58.760 --> 00:19:01.760]  就要把握時機了
[00:19:01.760 --> 00:19:04.760]  作者在第二節說
[00:19:04.760 --> 00:19:07.760]  神的話不是只聽就夠
[00:19:07.760 --> 00:19:11.760]  是一定要加上信心去做配合
[00:19:11.760 --> 00:19:14.760]  因此在四章一到第二節
[00:19:14.760 --> 00:19:20.760]  這兩節的經文就像火車卡之間的鐵鉤一樣
[00:19:20.760 --> 00:19:23.760]  將上一章三章七至十九節
[00:19:23.760 --> 00:19:26.760]  和今天的四章三至十三節
[00:19:26.760 --> 00:19:29.760]  緊緊地連在一起
[00:19:29.760 --> 00:19:33.760]  作者引用先前在抗野撥翼的反面例子
[00:19:33.760 --> 00:19:40.760]  提出我們聽的人要「傳畏懼的心」這個勸勉
[00:19:40.760 --> 00:19:42.760]  「傳畏懼的心」這個詞語
[00:19:42.760 --> 00:19:48.760]  在新約裡往往是表達人因為神的大能
[00:19:48.760 --> 00:19:52.760]  伴隨著他的信實產生一份敬畏
[00:19:52.760 --> 00:19:55.760]  這裡說的不是單單說
[00:19:55.760 --> 00:19:57.760]  要謹慎一點
[00:19:57.760 --> 00:19:59.760]  好像命令般簡單
[00:19:59.760 --> 00:20:03.760]  更重要的是神既然如此厲害
[00:20:03.760 --> 00:20:05.760]  如此信實
[00:20:05.760 --> 00:20:08.760]  我裡頭生了一份情感
[00:20:08.760 --> 00:20:14.760]  以至我能夠傳著敬畏的心去回應他
[00:20:14.760 --> 00:20:20.760]  作者勸告讀者應該調整自己目前的態度
[00:20:20.760 --> 00:20:22.760]  這個目前的態度是甚麼意思呢?
[00:20:22.760 --> 00:20:27.760]  意思是先前第一至第三章
[00:20:27.760 --> 00:20:31.760]  很多受到迫不得已動搖信仰的人
[00:20:31.760 --> 00:20:34.760]  開始懷疑想走回頭
[00:20:34.760 --> 00:20:36.760]  想離開這個信仰
[00:20:36.760 --> 00:20:40.760]  作者勸他們要調整自己的心態
[00:20:40.760 --> 00:20:45.760]  要用一個敬畏的心去反省自己的屬靈生命
[00:20:45.760 --> 00:20:47.760]  並且他說
[00:20:47.760 --> 00:20:52.760]  要知道違背了神的旨意離開這個信仰是多麼嚴重的事
[00:20:52.760 --> 00:20:55.760]  因為上帝是興邁不得
[00:20:55.760 --> 00:21:01.760]  頂姐妹,當我們身處在現在相對自由開放
[00:21:01.760 --> 00:21:03.760]  反權威的年代
[00:21:03.760 --> 00:21:08.760]  我們又如何幫助自己培養多一些敬畏神的心呢?
[00:21:08.760 --> 00:21:11.760]  我們又如何看待神的話呢?
[00:21:11.760 --> 00:21:15.760]  神的話是否僅僅在手機裡不同的版本呢?
[00:21:15.760 --> 00:21:18.760]  不少聖經學者都說
[00:21:18.760 --> 00:21:22.760]  希伯來書的作者在四章三節的下半節
[00:21:22.760 --> 00:21:23.760]  到第十節
[00:21:23.760 --> 00:21:27.760]  其實是新約其中難解經文之一
[00:21:27.760 --> 00:21:29.760]  為何難解呢?
[00:21:29.760 --> 00:21:33.760]  雖然這八節經文大家都很了解
[00:21:33.760 --> 00:21:36.760]  知道是圍繞著安息這個課題去討論
[00:21:36.760 --> 00:21:40.760]  但因為當中牽涉了很多不同的時間線
[00:21:40.760 --> 00:21:44.760]  包括創世的時代、曠野的時代
[00:21:44.760 --> 00:21:46.760]  大衛的時代
