
[00:00:00.000 --> 00:00:05.120]  這對就是林前十三的May和John這對夫婦
[00:05:22.000 --> 00:05:24.000]  她們就立士起身
[00:05:24.000 --> 00:05:26.000]  回耶路撒冷去
[00:05:26.000 --> 00:05:28.000]  正遇見十一個使徒
[00:05:28.000 --> 00:05:32.000]  和她們的人同在的處
[00:05:32.000 --> 00:05:35.000]  好,我們一起有個禱告
[00:05:35.000 --> 00:05:38.000]  沒有恩典,沒有慈愛天父
[00:05:38.000 --> 00:05:39.000]  我們在你面前
[00:05:39.000 --> 00:05:41.000]  我們很多時候憑著我們的智慧
[00:05:41.000 --> 00:05:42.000]  我們的經驗
[00:05:42.000 --> 00:05:43.000]  我們的能力
[00:05:43.000 --> 00:05:44.000]  認不出你
[00:05:44.000 --> 00:05:45.000]  但感謝主
[00:05:45.000 --> 00:05:47.000]  你願意的重重善誘我們
[00:05:47.000 --> 00:05:49.000]  讓我們再次認出你
[00:05:49.000 --> 00:05:51.000]  讓我們心先歸向你
[00:05:51.000 --> 00:05:53.000]  在復活的清晨裡
[00:05:53.000 --> 00:05:56.000]  讓我們能夠正仰望你
[00:05:56.000 --> 00:05:57.000]  求主帶領我們
[00:05:57.000 --> 00:06:00.000]  聖靈求你在我們內心當中工作
[00:06:00.000 --> 00:06:03.000]  我們禱告奉耶穌名頭
[00:06:03.000 --> 00:06:05.000]  在講道詩前
[00:06:05.000 --> 00:06:07.000]  我都忘記做一件事
[00:06:07.000 --> 00:06:09.000]  我們歡迎今天第一天
[00:06:09.000 --> 00:06:11.000]  來到恩福堂聚會的新朋友
[00:06:11.000 --> 00:06:13.000]  有請你起身
[00:06:13.000 --> 00:06:14.000]  前面有位請你起身
[00:06:14.000 --> 00:06:15.000]  歡迎你
[00:06:15.000 --> 00:06:16.000]  起身起身
[00:06:16.000 --> 00:06:17.000]  還有沒有
[00:06:17.000 --> 00:06:18.000]  後面有沒有
[00:06:18.000 --> 00:06:21.000]  我們會送一份禮物給你
[00:06:21.000 --> 00:06:24.000]  這份禮物有介紹教會的資料
[00:06:24.000 --> 00:06:27.000]  甚至有新來賓的留名表
[00:06:27.000 --> 00:06:28.000]  散會後去一樓
[00:06:28.000 --> 00:06:30.000]  由新來賓接待處
[00:06:30.000 --> 00:06:32.000]  為你介紹教會
[00:06:32.000 --> 00:06:33.000]  歡迎你願意恩福
[00:06:33.000 --> 00:06:36.000]  成為你們的淑女家
[00:06:37.000 --> 00:06:42.000]  有時我們去看經文
[00:06:42.000 --> 00:06:45.000]  會有幾個問題出現
[00:06:45.000 --> 00:06:48.000]  剛剛耶穌復活之後
[00:06:48.000 --> 00:06:50.000]  門徒不時都流傳
[00:06:50.000 --> 00:06:52.000]  耶穌復活了
[00:06:52.000 --> 00:06:53.000]  有幾位婦女
[00:06:53.000 --> 00:06:54.000]  俗稱師奶
[00:06:54.000 --> 00:06:55.000]  他們說
[00:06:55.000 --> 00:06:58.000]  耶穌不再墳墓了
[00:06:58.000 --> 00:06:59.000]  有天使顯現了
[00:06:59.000 --> 00:07:00.000]  祂活了
[00:07:00.000 --> 00:07:02.000]  都不知道真假
[00:07:03.000 --> 00:07:04.000]  這幾位門徒
[00:07:04.000 --> 00:07:06.000]  走以馬五師的道路
[00:07:06.000 --> 00:07:09.000]  這條道路離耶路撒冷25公里
[00:07:09.000 --> 00:07:12.000]  這兩個門徒是誰呢
[00:07:12.000 --> 00:07:14.000]  根據我們的估計
[00:07:14.000 --> 00:07:20.000]  這些門徒不是散兵有勇
[00:07:20.000 --> 00:07:21.000]  為什麼呢
[00:07:21.000 --> 00:07:23.000]  在最後一節
[00:07:23.000 --> 00:07:25.000]  當耶穌顯現之後
[00:07:25.000 --> 00:07:28.000]  他們馬上找回那11個門徒
[00:07:28.000 --> 00:07:29.000]  記住
[00:07:29.000 --> 00:07:31.000]  那時風聲不是太好
[00:07:31.000 --> 00:07:33.000]  耶穌被捉去釘十字架
[00:07:33.000 --> 00:07:36.000]  門徒都要閃
[00:07:36.000 --> 00:07:38.000]  或者要躲起來
[00:07:38.000 --> 00:07:40.000]  他們馬上找到門徒
[00:07:40.000 --> 00:07:43.000]  這兩個以馬五師的門徒
[00:07:43.000 --> 00:07:46.000]  其實和耶穌11個門徒
[00:07:46.000 --> 00:07:48.000]  甚至和耶穌的群體很熟
[00:07:48.000 --> 00:07:50.000]  可能他們已經從加利利
[00:07:50.000 --> 00:07:53.000]  跟耶穌來到耶路撒冷
[00:07:53.000 --> 00:07:55.000]  或者聽過耶穌講道三年
[00:07:55.000 --> 00:07:57.000]  在登山補訓時
[00:07:57.000 --> 00:07:59.000]  他們在聽耶穌講道
[00:07:59.000 --> 00:08:01.000]  在吃金餅乳魚時
[00:08:01.000 --> 00:08:02.000]  吃了一塊餅
[00:08:02.000 --> 00:08:04.000]  或者當耶穌進入耶路撒冷
[00:08:04.000 --> 00:08:06.000]  他們還在高唱和撒勒
[00:08:06.000 --> 00:08:08.000]  簡直是耶穌的粉絲
[00:08:08.000 --> 00:08:10.000]  於是我們就有一個問題
[00:08:10.000 --> 00:08:14.000]  為什麼這些門徒認不出耶穌呢
[00:08:14.000 --> 00:08:16.000]  應該很熟悉的
[00:08:16.000 --> 00:08:18.000]  為什麼耶穌出現
[00:08:18.000 --> 00:08:19.000]  他們認不出呢
[00:08:19.000 --> 00:08:21.000]  有些不太合理的情況
[00:08:21.000 --> 00:08:23.000]  坦白說
[00:08:23.000 --> 00:08:25.000]  弟兄姊妹認蘇牧師
[00:08:25.000 --> 00:08:27.000]  認我們傳道人
[00:08:27.000 --> 00:08:28.000]  很容易認的
[00:08:28.000 --> 00:08:30.000]  那時候我在街市買菜的時候
[00:08:30.000 --> 00:08:32.000]  一聽到蘇牧師
[00:08:32.000 --> 00:08:34.000]  不是在附近
[00:08:34.000 --> 00:08:36.000]  前幾個星期
[00:08:36.000 --> 00:08:38.000]  我在街市買菜的時候
[00:08:38.000 --> 00:08:40.000]  蘇牧師就在附近
[00:08:40.000 --> 00:08:42.000]  他們認我很容易
[00:08:42.000 --> 00:08:44.000]  我認大家很難
[00:08:44.000 --> 00:08:48.000]  但是沒有理由認不出耶穌
[00:08:48.000 --> 00:08:50.000]  根據整個經文的揭示
[00:08:50.000 --> 00:08:52.000]  他們認不出耶穌
[00:08:52.000 --> 00:08:54.000]  有可能有幾個原因
[00:08:54.000 --> 00:08:55.000]  可能第一個原因
[00:08:55.000 --> 00:08:59.000]  是這些門徒帶著失望的心情
[00:08:59.000 --> 00:09:01.000]  他們可能期望
[00:09:01.000 --> 00:09:04.000]  這位耶穌就是舊日聖經預言的尼塞亞
[00:09:04.000 --> 00:09:06.000]  去帶領百姓
[00:09:06.000 --> 00:09:07.000]  伏氣以色列國
[00:09:07.000 --> 00:09:09.000]  甚至當和撒勒和撒勒
[00:09:09.000 --> 00:09:11.000]  追進耶路撒冷的時候
[00:09:11.000 --> 00:09:15.000]  尼塞亞的道開展了
[00:09:15.000 --> 00:09:16.000]  誰不知
[00:09:16.000 --> 00:09:19.000]  當進入和撒勒和撒勒
[00:09:19.000 --> 00:09:21.000]  過幾天之後
[00:09:21.000 --> 00:09:24.000]  耶穌卻被人釘在十字架上
[00:09:24.000 --> 00:09:28.000]  甚至他們期望的尼塞亞國度
[00:09:28.000 --> 00:09:30.000]  居然以釘十字架
[00:09:30.000 --> 00:09:31.000]  行刑
[00:09:31.000 --> 00:09:32.000]  甚至無告
[00:09:32.000 --> 00:09:33.000]  被冤枉
[00:09:33.000 --> 00:09:35.000]  做終結
[00:09:35.000 --> 00:09:37.000]  帶著這個悲傷的眼神
[00:09:37.000 --> 00:09:38.000]  這個心情
[00:09:38.000 --> 00:09:40.000]  去看不見耶穌
[00:09:40.000 --> 00:09:41.000]  聖經說
[00:09:41.000 --> 00:09:43.000]  他們眼睛迷糊了
[00:09:43.000 --> 00:09:45.000]  不認識他
[00:09:45.000 --> 00:09:46.000]  今天很多時候
[00:09:46.000 --> 00:09:49.000]  我們都好像這班門徒一樣
[00:09:49.000 --> 00:09:51.000]  在外在環境
[00:09:51.000 --> 00:09:53.000]  甚至沒有天理底下
[00:09:53.000 --> 00:09:55.000]  我們眼睛模糊
[00:09:55.000 --> 00:09:58.000]  被哀傷遮蓋我們的心情
[00:09:58.000 --> 00:10:01.000]  甚至我們的夢想幻滅的時候
[00:10:01.000 --> 00:10:05.000]  我們看不見耶穌的國度
[00:10:05.000 --> 00:10:08.000]  看不到釘十字架是什麼意義
[00:10:08.000 --> 00:10:14.000]  有時我們面對這個世界扭曲
[00:10:14.000 --> 00:10:17.000]  覺得上帝幫助我們不到
[00:10:17.000 --> 00:10:19.000]  惡人當道
[00:10:19.000 --> 00:10:21.000]  不公義
[00:10:21.000 --> 00:10:22.000]  不合理的事
[00:10:22.000 --> 00:10:25.000]  充斥在我們面前的時候
[00:10:25.000 --> 00:10:26.000]  我們就問
[00:10:26.000 --> 00:10:27.000]  神啊
[00:10:27.000 --> 00:10:28.000]  祢在哪裡
[00:10:28.000 --> 00:10:31.000]  祢有沒有做事
[00:10:31.000 --> 00:10:34.000]  面對
[00:10:34.000 --> 00:10:36.000]  強凌弱
[00:10:36.000 --> 00:10:38.000]  縱暴寡
[00:10:38.000 --> 00:10:42.000]  面對這個世界扭曲的時候
[00:10:42.000 --> 00:10:45.000]  我們的心沉下去
[00:10:46.000 --> 00:10:50.000]  我們在裡面浮現種種無力感
[00:10:50.000 --> 00:10:53.000]  以馬五師路上的門徒
[00:10:53.000 --> 00:10:55.000]  因為耶穌釘十字架
[00:10:55.000 --> 00:10:58.000]  一切過往的夢想成為狼魔
[00:10:58.000 --> 00:11:01.000]  他們所盼望的彌賽的國度
[00:11:01.000 --> 00:11:03.000]  已失敗告終
[00:11:03.000 --> 00:11:05.000]  這麼好的夫子
[00:11:05.000 --> 00:11:07.000]  這麼正直的夫子
[00:11:07.000 --> 00:11:09.000]  竟然被人誣告
[00:11:09.000 --> 00:11:11.000]  顛倒是非
[00:11:11.000 --> 00:11:12.000]  處以極刑
[00:11:12.000 --> 00:11:14.000]  釘在十字架
[00:11:14.000 --> 00:11:16.000]  以羞辱的形式
[00:11:16.000 --> 00:11:18.000]  告終
[00:11:18.000 --> 00:11:21.000]  門徒帶著這個哀傷的心情
[00:11:21.000 --> 00:11:23.000]  掩蓋他們的理智
[00:11:23.000 --> 00:11:26.000]  掩蓋他們對神的仰望
[00:11:26.000 --> 00:11:29.000]  他們不明白十字架的道理
[00:11:29.000 --> 00:11:34.000]  到底十字架對他們什麼意義呢
[00:11:34.000 --> 00:11:37.000]  保駕清刑
[00:11:38.000 --> 00:11:41.000]  (音樂)
[00:11:41.000 --> 00:11:44.000]  (音樂)
[00:11:44.000 --> 00:11:47.000]  (音樂)
[00:11:47.000 --> 00:11:50.000]  (音樂)
[00:11:50.000 --> 00:11:56.000]  在處不駕清遠
[00:11:56.000 --> 00:12:05.000]  縱焚燕立定腳步
[00:12:05.000 --> 00:12:12.000]  抱張聖書願享神父
[00:12:12.000 --> 00:12:20.000]  來渡盤石之人
[00:12:20.000 --> 00:12:27.000]  有將曠野如見巨鎖
[00:12:27.000 --> 00:12:34.000]  長通豈見良天
[00:12:34.000 --> 00:12:42.000]  道知得見父頭重擔
[00:12:42.000 --> 00:12:49.000]  讓您貧苦前程
[00:12:49.000 --> 00:12:57.000]  神聖殘廉的十日
[00:12:57.000 --> 00:13:04.000]  我尚抬頭仰望
[00:13:04.000 --> 00:13:12.000]  常安與堅堡與樓下
[00:13:12.000 --> 00:13:19.000]  為我舍身敬唱
[00:13:19.000 --> 00:13:26.000]  熱淚滿河全心思慶
[00:13:26.000 --> 00:13:33.000]  至西返復思想
[00:13:33.000 --> 00:13:41.000]  思想我盼不配夢因
[00:13:41.000 --> 00:13:48.000]  思想住愛悲傷
[00:13:48.000 --> 00:13:51.000]  (音樂)
[00:13:51.000 --> 00:13:53.000]  因為十字架的道理
[00:13:53.000 --> 00:13:57.000]  在那滅亡的人捍衛如絕
[00:13:57.000 --> 00:14:01.000]  在我們得救的人卻為神的大能
[00:14:01.000 --> 00:14:05.000]  世人憑自己的智慧卻不認識神
[00:14:05.000 --> 00:14:09.000]  神就樂意用人的所當為如絕的道理
[00:14:09.000 --> 00:14:12.000]  拯救那些信的人
[00:14:12.000 --> 00:14:15.000]  這就是神的智慧了
[00:14:15.000 --> 00:14:19.000]  在不同的人對十字架有不同的演繹
[00:14:19.000 --> 00:14:21.000]  在當事人來說
[00:14:21.000 --> 00:14:23.000]  十字架是代表一個凝聚
[00:14:23.000 --> 00:14:25.000]  極羞辱的凝聚
[00:14:25.000 --> 00:14:28.000]  但在得救的人來說
[00:14:28.000 --> 00:14:32.000]  十字架是代表上帝對世人的愛
[00:14:32.000 --> 00:14:35.000]  甚至是付出最大的愛
[00:14:35.000 --> 00:14:39.000]  上帝甘願將其兒子釘在十字架上
[00:14:39.000 --> 00:14:41.000]  好像向我們保證一件事
[00:14:41.000 --> 00:14:43.000]  上帝愛你到底
[00:14:43.000 --> 00:14:45.000]  祂甘願為你犧牲
[00:14:45.000 --> 00:14:49.000]  這個十字架成為拯救的記號
[00:14:49.000 --> 00:14:52.000]  面對這個扭曲的世代
[00:14:52.000 --> 00:14:55.000]  這個不公義的世代
[00:14:55.000 --> 00:14:59.000]  我們被環境壓到毫無氣力
[00:14:59.000 --> 00:15:01.000]  這種無力感的征服
[00:15:01.000 --> 00:15:04.000]  我們卻認不出那位戰勝死亡
[00:15:04.000 --> 00:15:07.000]  復活的主站在面前
[00:15:07.000 --> 00:15:11.000]  十字架不再是失敗的記號
[00:15:11.000 --> 00:15:14.000]  也不再是懲罰的凝聚
[00:15:14.000 --> 00:15:18.000]  十字架是我們盼望的未來
[00:15:18.000 --> 00:15:20.000]  我們在十字架面前
[00:15:20.000 --> 00:15:24.000]  願意再次認出這位復活的耶穌嗎?
[00:15:25.000 --> 00:15:31.000]  《願水報舊情人》
[00:15:31.000 --> 00:15:45.000]  願水報舊情人
[00:15:45.000 --> 00:15:52.000]  從此傳來恩函到
[00:15:52.000 --> 00:16:00.000]  我不曾求於一光華
[00:16:00.000 --> 00:16:07.000]  引由慈愛人笑
[00:16:07.000 --> 00:16:15.000]  世界榮華無可探討
[00:16:15.000 --> 00:16:21.000]  得失無關重要
[00:16:21.000 --> 00:16:32.000]  但想取我捍衛守持
[00:16:32.000 --> 00:16:42.000]  保家捍衛永遠
[00:16:42.000 --> 00:16:49.000]  願水報舊情人
[00:16:49.000 --> 00:16:54.000]  第二個門徒認不出耶穌的原因
[00:16:54.000 --> 00:16:57.000]  因為認不出那位是復活的主
[00:16:57.000 --> 00:17:02.000]  根據哥林多前書第十五章42-44節有幾句話
[00:17:02.000 --> 00:17:04.000]  死人復活也是這樣
[00:17:04.000 --> 00:17:06.000]  所中的是必拿壞的
[00:17:06.000 --> 00:17:08.000]  復活的是不拿壞
[00:17:08.000 --> 00:17:10.000]  所中的是羞辱的
[00:17:10.000 --> 00:17:11.000]  復活的是榮耀的
[00:17:11.000 --> 00:17:13.000]  所中的是軟弱的
[00:17:13.000 --> 00:17:15.000]  復活的是強壯
[00:17:15.000 --> 00:17:17.000]  我們相信復活的主耶穌
[00:17:17.000 --> 00:17:19.000]  在門徒顯現的時候
[00:17:19.000 --> 00:17:21.000]  一定是最帥的耶穌
[00:17:21.000 --> 00:17:25.000]  以前認識的耶穌是無階型美貌
[00:17:25.000 --> 00:17:27.000]  但現在復活的耶穌
[00:17:27.000 --> 00:17:29.000]  可能變成小鮮肉的耶穌
[00:17:29.000 --> 00:17:31.000]  或者在過往一段時間的印象
[00:17:31.000 --> 00:17:33.000]  耶穌應該是這樣的
[00:17:33.000 --> 00:17:36.000]  誰不知沒有預期耶穌復活
[00:17:36.000 --> 00:17:38.000]  耶穌的生命改變
[00:17:38.000 --> 00:17:39.000]  我心想
[00:17:39.000 --> 00:17:43.000]  你有沒有試過幫自己P圖呢?
[00:17:43.000 --> 00:17:47.000]  我最近經常玩AI
[00:17:47.000 --> 00:17:49.000]  幫自己P圖
[00:17:49.000 --> 00:17:51.000]  P了以後是這張相片
[00:17:51.000 --> 00:17:53.000]  請PowerPoint出一出
[00:17:53.000 --> 00:17:55.000]  是不是很帥呢?
[00:17:55.000 --> 00:17:57.000]  我告訴你
[00:17:57.000 --> 00:17:59.000]  我第一次P圖是這樣的
[00:17:59.000 --> 00:18:03.000]  整個像大雄的爸爸
[00:18:03.000 --> 00:18:05.000]  丁當的爸爸
[00:18:05.000 --> 00:18:07.000]  丁迷亞大雄的爸爸
[00:18:07.000 --> 00:18:09.000]  令師母也很慘
[00:18:09.000 --> 00:18:13.000]  有時候我們人都可以P圖了
[00:18:13.000 --> 00:18:15.000]  人都可以把自己弄帥
[00:18:15.000 --> 00:18:17.000]  或者弄得完美
[00:18:17.000 --> 00:18:20.000]  何況我們全能的上帝呢?
[00:18:20.000 --> 00:18:22.000]  有時候我們的眼界
[00:18:22.000 --> 00:18:24.000]  限制我們的想像
[00:18:24.000 --> 00:18:28.000]  狹窄影響我們對上帝的信心
[00:18:28.000 --> 00:18:29.000]  過往的限制
[00:18:29.000 --> 00:18:30.000]  我們認識不到
[00:18:30.000 --> 00:18:32.000]  認知不到這位全能的神
[00:18:32.000 --> 00:18:34.000]  什麼耶穌可以復活的?
[00:18:34.000 --> 00:18:36.000]  什麼耶穌可以戰勝死亡的?
[00:18:36.000 --> 00:18:38.000]  我想像不到
[00:18:38.000 --> 00:18:40.000]  想像不到就當作沒有
[00:18:40.000 --> 00:18:42.000]  這是不是我們信心軟弱的原因呢?
[00:18:42.000 --> 00:18:44.000]  是靠我們自己的力量
[00:18:44.000 --> 00:18:46.000]  靠我們自己的思維
[00:18:46.000 --> 00:18:48.000]  去認識上帝
[00:18:48.000 --> 00:18:52.000]  難怪我們處處碰壁
[00:18:52.000 --> 00:18:54.000]  在很多喪禮裡
[00:18:54.000 --> 00:18:56.000]  我經常說以下的故事
[00:18:56.000 --> 00:19:00.000]  話說林前十三團契
[00:19:00.000 --> 00:19:02.000]  有一位弟兄叫做Eric
[00:19:02.000 --> 00:19:04.000]  這位弟兄是失明的
[00:19:04.000 --> 00:19:07.000]  他很不幸地患上癌症
[00:19:07.000 --> 00:19:10.000]  當這位弟兄過世的時候
[00:19:10.000 --> 00:19:13.000]  我們就幫他辦喪禮
[00:19:13.000 --> 00:19:15.000]  誰知辦喪禮的時候
[00:19:15.000 --> 00:19:17.000]  遇到一個很大的爭拗點
[00:19:17.000 --> 00:19:18.000]  爭拗點是什麼呢?
[00:19:18.000 --> 00:19:20.000]  原來家人還未信耶穌
[00:19:20.000 --> 00:19:23.000]  但他們要求在棺木裡
[00:19:23.000 --> 00:19:26.000]  擺一支萬功竹陪葬
[00:19:26.000 --> 00:19:28.000]  我說為什麼要擺一支萬功竹陪葬呢?
[00:19:28.000 --> 00:19:30.000]  將來去到那裡
[00:19:30.000 --> 00:19:33.000]  沒有一支萬功竹怎麼辦呢?
[00:19:33.000 --> 00:19:35.000]  他太太和我們
[00:19:35.000 --> 00:19:36.000]  我們是目者
[00:19:36.000 --> 00:19:38.000]  我們向他說服
[00:19:38.000 --> 00:19:40.000]  Eric,上天堂的時候
[00:19:40.000 --> 00:19:42.000]  他不會再瞎了
[00:19:42.000 --> 00:19:45.000]  他有復活的形態
[00:19:45.000 --> 00:19:47.000]  Eric,他一生為什麼要信耶穌呢?
[00:19:47.000 --> 00:19:50.000]  他期望將來上到天堂的時候
[00:19:50.000 --> 00:19:56.000]  再不用拿著一支萬功竹見耶穌
[00:19:56.000 --> 00:19:58.000]  在天堂裡
[00:19:58.000 --> 00:20:00.000]  在復活的身軀裡
