
[00:00:00.000 --> 00:00:04.000]  剛才唱歌的時候就說我們要盡力去愛神
[00:02:16.000 --> 00:02:17.000]  最後要交給神
[00:02:17.000 --> 00:02:20.000]  神說過的一定會算帳的
[00:02:20.000 --> 00:02:23.000]  會和你計算這盤數是怎樣的
[00:02:23.000 --> 00:02:24.000]  出埃及記的23章
[00:02:24.000 --> 00:02:28.000]  即將踏入我們看聖經的一個難關
[00:02:28.000 --> 00:02:30.000]  我不知道你有沒有讀過聖經
[00:02:30.000 --> 00:02:32.000]  你那時候好像很單純
[00:02:32.000 --> 00:02:35.000]  由創世紀 創出利民生
[00:02:35.000 --> 00:02:37.000]  一定讀下去一定很開心
[00:02:37.000 --> 00:02:38.000]  很快就讀完一卷
[00:02:38.000 --> 00:02:40.000]  通常你出完埃及
[00:02:40.000 --> 00:02:42.000]  是去不到曠野的
[00:02:42.000 --> 00:02:45.000]  因為你去到出埃及記的23章
[00:02:45.000 --> 00:02:47.000]  開頭就說有十界
[00:02:47.000 --> 00:02:49.000]  有分紅海 很精彩
[00:02:49.000 --> 00:02:52.000]  去到23章就開始說一堆
[00:02:52.000 --> 00:02:54.000]  神的誡命是甚麼
[00:02:54.000 --> 00:02:56.000]  要守甚麼節期
[00:02:56.000 --> 00:02:58.000]  做甚麼回望
[00:02:58.000 --> 00:03:00.000]  去到利美記就更加困難
[00:03:00.000 --> 00:03:03.000]  要獻班溝 又不要有殘疾
[00:03:03.000 --> 00:03:06.000]  看到你的人都大了
[00:03:06.000 --> 00:03:09.000]  你都出不到埃及 很正常
[00:03:09.000 --> 00:03:12.000]  但是其實是很認真的
[00:03:12.000 --> 00:03:13.000]  因為他和以色列人
[00:03:13.000 --> 00:03:16.000]  是首次全個民族
[00:03:16.000 --> 00:03:19.000]  領受神的命令
[00:03:19.000 --> 00:03:21.000]  這個命令如果不聽
[00:03:21.000 --> 00:03:24.000]  後果是極度嚴重的
[00:03:24.000 --> 00:03:27.000]  很可惜最後以色列民並沒有聽到
[00:03:27.000 --> 00:03:29.000]  過程中其實很考驗
[00:03:29.000 --> 00:03:31.000]  我們是否認真聽到神的話
[00:03:31.000 --> 00:03:33.000]  我們低頭祈禱
[00:03:33.000 --> 00:03:35.000]  慈悲人愛父神都願主保守我們
[00:03:35.000 --> 00:03:38.000]  特別保守我們心靈裏的耳朵
[00:03:38.000 --> 00:03:40.000]  是可以聽到神的話
[00:03:40.000 --> 00:03:41.000]  因為其實很多雜音
[00:03:41.000 --> 00:03:43.000]  甚至我們自己是否很肯定
[00:03:43.000 --> 00:03:45.000]  我們愛神聽神的話
[00:03:45.000 --> 00:03:46.000]  都有懷疑的
[00:03:46.000 --> 00:03:48.000]  但願主保守我們的心靈
[00:03:48.000 --> 00:03:50.000]  耳朵是聽得到神的話
[00:03:50.000 --> 00:03:51.000]  求主幫助我們
[00:03:51.000 --> 00:03:52.000]  以上祈禱
[00:03:52.000 --> 00:03:53.000]  交上奉耶穌基督
[00:03:53.000 --> 00:03:54.000]  明治以求
[00:03:54.000 --> 00:03:55.000]  阿們
[00:03:55.000 --> 00:03:57.000]  在出埃及的23章
[00:03:57.000 --> 00:03:59.000]  第一至九節
[00:03:59.000 --> 00:04:01.000]  頭半段其實是說
[00:04:01.000 --> 00:04:03.000]  做人 社會運作
[00:04:03.000 --> 00:04:05.000]  做人處事是怎樣做
[00:04:05.000 --> 00:04:06.000]  在新譯本
[00:04:06.000 --> 00:04:07.000]  他已經寫明一個題目
[00:04:07.000 --> 00:04:09.000]  叫司法公正
[00:04:09.000 --> 00:04:12.000]  不只是今天才說有法律司法公正
[00:04:12.000 --> 00:04:13.000]  那時候已經在說
[00:04:13.000 --> 00:04:15.000]  不可傳播謠言
[00:04:15.000 --> 00:04:18.000]  亦不可與惡人攜手作假見證
[00:04:18.000 --> 00:04:20.000]  其實那時候很多判斷
[00:04:20.000 --> 00:04:21.000]  都是靠人的見證
[00:04:21.000 --> 00:04:23.000]  不像現在有很多證據
[00:04:23.000 --> 00:04:25.000]  驗DNA
[00:04:25.000 --> 00:04:26.000]  沒那麼複雜
[00:04:26.000 --> 00:04:27.000]  靠人的見證去說
[00:04:27.000 --> 00:04:29.000]  所以為了人的利益
[00:04:29.000 --> 00:04:31.000]  又或者保障自己的朋友
[00:04:31.000 --> 00:04:32.000]  自己的親屬
[00:04:32.000 --> 00:04:35.000]  作假見證是很常見的
[00:04:35.000 --> 00:04:37.000]  但這裡就說到
[00:04:37.000 --> 00:04:39.000]  神一定知道你作假見證
[00:04:39.000 --> 00:04:42.000]  所以不可與惡人攜手作假見證
[00:04:42.000 --> 00:04:44.000]  不可隨眾人行惡
[00:04:44.000 --> 00:04:46.000]  不可看訴訟的事實
[00:04:46.000 --> 00:04:48.000]  隨眾說歪曲正義的話
[00:04:48.000 --> 00:04:51.000]  即是大為如果說一些違反神的說話
[00:04:51.000 --> 00:04:53.000]  不公道的說話
[00:04:53.000 --> 00:04:54.000]  你不要跟著說
[00:04:54.000 --> 00:04:57.000]  因為其實很重要的
[00:04:57.000 --> 00:04:59.000]  即是如果你的心靈裡
[00:04:59.000 --> 00:05:01.000]  見到很多人都是說些壞話
[00:05:01.000 --> 00:05:02.000]  其實是什麼
[00:05:02.000 --> 00:05:05.000]  你都自然覺得說了是沒有問題
[00:05:05.000 --> 00:05:07.000]  尤其是今天我們很多網上的言論
[00:05:07.000 --> 00:05:09.000]  其實都不知道你是誰
[00:05:09.000 --> 00:05:10.000]  開個account
[00:05:10.000 --> 00:05:12.000]  又可以亂說話
[00:05:12.000 --> 00:05:13.000]  又沒有人知道
[00:05:13.000 --> 00:05:15.000]  其實你以為沒有人可以知道
[00:05:15.000 --> 00:05:17.000]  其實神就一定知道
[00:05:17.000 --> 00:05:18.000]  所以不可以隨眾行惡
[00:05:18.000 --> 00:05:20.000]  不可以亂做假謠言
[00:05:20.000 --> 00:05:21.000]  好了,是後面
[00:05:21.000 --> 00:05:23.000]  不可在訴訟的事實上
[00:05:23.000 --> 00:05:25.000]  偏護窮人
[00:05:25.000 --> 00:05:27.000]  他這裡又說得很特別
[00:05:27.000 --> 00:05:29.000]  為什麼不可以偏窮呢?
[00:05:29.000 --> 00:05:32.000]  有時我們說會偏袒有錢人就多了
[00:05:32.000 --> 00:05:34.000]  他這裡說偏袒窮人
[00:05:34.000 --> 00:05:37.000]  意思他就是覺得窮人
[00:05:37.000 --> 00:05:40.000]  都會有犯罪的機會
[00:05:40.000 --> 00:05:41.000]  不要因為他窮
[00:05:41.000 --> 00:05:43.000]  就不公正去待他
[00:05:43.000 --> 00:05:46.000]  反而那件事是對是錯
[00:05:46.000 --> 00:05:48.000]  有錢人窮人
[00:05:48.000 --> 00:05:51.000]  是一概平等對待
[00:05:51.000 --> 00:05:53.000]  他這裡開始說到愛仇敵
[00:05:53.000 --> 00:05:56.000]  即是在新約裡耶穌說愛仇敵
[00:05:56.000 --> 00:05:58.000]  在下面這條界面是看到的
[00:05:58.000 --> 00:06:00.000]  如果你遇見仇敵即是嘔
[00:06:00.000 --> 00:06:02.000]  或者他走迷了路
[00:06:02.000 --> 00:06:04.000]  就應該將他牽回來給他
[00:06:04.000 --> 00:06:07.000]  以前的人放畜牧業
[00:06:07.000 --> 00:06:10.000]  牛、驢到處放
[00:06:10.000 --> 00:06:13.000]  但你看見上星期得罪你
[00:06:13.000 --> 00:06:16.000]  得罪Charles的鄰居
[00:06:16.000 --> 00:06:17.000]  牛走失了
[00:06:17.000 --> 00:06:19.000]  我當然是死人都不提他
[00:06:19.000 --> 00:06:21.000]  牛走失了我還開心
[00:06:21.000 --> 00:06:22.000]  關我什麼事?
[00:06:22.000 --> 00:06:23.000]  牛是你的
[00:06:23.000 --> 00:06:25.000]  你自己走失是自己傻
[00:06:25.000 --> 00:06:27.000]  其實我小時候也是
[00:06:27.000 --> 00:06:29.000]  有些同學我都很討厭他
[00:06:29.000 --> 00:06:30.000]  見到他沒有綁鞋帶
[00:06:30.000 --> 00:06:32.000]  我多開心
[00:06:32.000 --> 00:06:34.000]  我期待他什麼時候跌倒
[00:06:34.000 --> 00:06:36.000]  但我好像差一點
[00:06:36.000 --> 00:06:37.000]  他沒有綁鞋帶
[00:06:37.000 --> 00:06:39.000]  那裡有人叫你快跑去
[00:06:39.000 --> 00:06:40.000]  叫他跑多兩下
[00:06:40.000 --> 00:06:42.000]  馬上踩鞋帶跌倒
[00:06:42.000 --> 00:06:43.000]  關我什麼事?
[00:06:43.000 --> 00:06:44.000]  你沒有綁鞋帶
[00:06:44.000 --> 00:06:46.000]  其實在法律的程序上
[00:06:46.000 --> 00:06:48.000]  總有些法律
[00:06:48.000 --> 00:06:51.000]  你只要不是犯罪的一個
[00:06:51.000 --> 00:06:53.000]  你有時沒有提人
[00:06:53.000 --> 00:06:55.000]  就不是你的錯
[00:06:55.000 --> 00:06:58.000]  但這裡聖經已經叫你愛仇敵
[00:06:58.000 --> 00:07:01.000]  神的法律覆蓋範圍很廣
[00:07:01.000 --> 00:07:03.000]  連心靈的壞事都覆蓋
[00:07:03.000 --> 00:07:05.000]  連日常生活都覆蓋
[00:07:05.000 --> 00:07:07.000]  你的仇敵走失了牛
[00:07:07.000 --> 00:07:08.000]  走失了牢
[00:07:08.000 --> 00:07:10.000]  你要幫他拿回來
[00:07:10.000 --> 00:07:11.000]  不要當看不到
[00:07:11.000 --> 00:07:13.000]  如果你看見恨你的人
[00:07:13.000 --> 00:07:14.000]  路伏在重擔之下
[00:07:14.000 --> 00:07:16.000]  不可走開不理他
[00:07:16.000 --> 00:07:19.000]  你應該與牢主一同卸下重擔
[00:07:19.000 --> 00:07:22.000]  即是你要善待你仇敵的牢
[00:07:22.000 --> 00:07:25.000]  例如很多牢都叫搬東西
[00:07:25.000 --> 00:07:28.000]  你發現牢都快壓死
[00:07:28.000 --> 00:07:30.000]  你就和仇敵一起商量
[00:07:30.000 --> 00:07:32.000]  將牢的東西卸下來
[00:07:32.000 --> 00:07:33.000]  其實你想都想到
[00:07:33.000 --> 00:07:35.000]  他那隻牢卸下東西
[00:07:35.000 --> 00:07:36.000]  誰搬東西?
[00:07:36.000 --> 00:07:38.000]  就是你自己的牢幫他搬
[00:07:38.000 --> 00:07:40.000]  所以整個過程就是
[00:07:40.000 --> 00:07:43.000]  不是吧?還要我幫仇敵?
[00:07:43.000 --> 00:07:44.000]  他壓死的牢是甚麼?
[00:07:44.000 --> 00:07:45.000]  是他自己傻而已
[00:07:45.000 --> 00:07:46.000]  背這麼多東西
[00:07:46.000 --> 00:07:47.000]  關我甚麼事?
[00:07:47.000 --> 00:07:50.000]  但這裡叫你不要這樣做
[00:07:50.000 --> 00:07:53.000]  大家都要幫一下你的仇敵
[00:07:53.000 --> 00:07:56.000]  不要在窮人的訴訟事上歪曲正義
[00:07:56.000 --> 00:07:58.000]  這裡是雙方
[00:07:58.000 --> 00:07:59.000]  不要偏袒窮人
[00:07:59.000 --> 00:08:01.000]  不要偏袒有錢人
[00:08:01.000 --> 00:08:03.000]  有錢人當然容易偏袒
[00:08:03.000 --> 00:08:06.000]  因為他一定有好處給你
[00:08:06.000 --> 00:08:09.000]  但窮人也不要因為你過多的同情心
[00:08:09.000 --> 00:08:11.000]  而偏袒他作惡
[00:08:11.000 --> 00:08:13.000]  要遠離虛假的事
[00:08:13.000 --> 00:08:15.000]  不可殺無辜和正義的人
[00:08:15.000 --> 00:08:17.000]  因為我決不以惡人為義人
[00:08:17.000 --> 00:08:19.000]  即是說正義的人
[00:08:19.000 --> 00:08:20.000]  不要作假見證
[00:08:20.000 --> 00:08:21.000]  不要陷害他
[00:08:21.000 --> 00:08:24.000]  不要暗地裡沒有人看到就殺了他
[00:08:24.000 --> 00:08:26.000]  不要收賄賂
[00:08:26.000 --> 00:08:29.000]  因為賄賂的人閃明眼人便變黑
[00:08:29.000 --> 00:08:31.000]  又能歪曲義人的話
[00:08:31.000 --> 00:08:35.000]  即是說你千萬不要收任何的好處
[00:08:35.000 --> 00:08:38.000]  當然在香港有比較完善的體制
[00:08:38.000 --> 00:08:40.000]  你就知道犯罪
[00:08:40.000 --> 00:08:41.000]  收受利益
[00:08:41.000 --> 00:08:43.000]  千萬不要這樣做
[00:08:43.000 --> 00:08:46.000]  但其實你做人也不要太多收受利益
[00:08:46.000 --> 00:08:49.000]  有時我偶爾和家人去飲茶
[00:08:49.000 --> 00:08:51.000]  有些酒樓我真的見識到
[00:08:51.000 --> 00:08:53.000]  在旺角某間大酒樓
[00:08:53.000 --> 00:08:55.000]  我見識到人性的醜惡
[00:08:55.000 --> 00:08:57.000]  是生面孔的客人去到
[00:08:57.000 --> 00:08:59.000]  永遠沒有位置
[00:08:59.000 --> 00:09:01.000]  熟客一去到那間大酒樓
[00:09:01.000 --> 00:09:03.000]  就說留了位置給你
[00:09:03.000 --> 00:09:05.000]  我試過過年去還黑
[00:09:05.000 --> 00:09:07.000]  過年去的時候
[00:09:07.000 --> 00:09:09.000]  你不給利是
[00:09:09.000 --> 00:09:12.000]  即是給了你死位坐在廁所門口
[00:09:12.000 --> 00:09:13.000]  你給利是
[00:09:13.000 --> 00:09:15.000]  立刻整張桌子留給你
[00:09:15.000 --> 00:09:16.000]  又漂亮
[00:09:16.000 --> 00:09:17.000]  你要什麼食物都有
[00:09:17.000 --> 00:09:18.000]  這些
[00:09:18.000 --> 00:09:21.000]  說真的我暫時還沒有去報案
[00:09:21.000 --> 00:09:23.000]  但你人生看到這些情況
[00:09:23.000 --> 00:09:25.000]  你就知道其實人的心
[00:09:25.000 --> 00:09:27.000]  是很容易被污染的
[00:09:27.000 --> 00:09:29.000]  其實日常處事也是
[00:09:29.000 --> 00:09:30.000]  例如我同事
[00:09:30.000 --> 00:09:31.000]  即是我工作上的同事
[00:09:31.000 --> 00:09:33.000]  那個人和我比較友好
[00:09:33.000 --> 00:09:34.000]  他會不會做錯事
[00:09:34.000 --> 00:09:35.000]  我會不會包給他呢
[00:09:35.000 --> 00:09:37.000]  那個對頭的同事
[00:09:37.000 --> 00:09:38.000]  他經常壓著我
[00:09:38.000 --> 00:09:39.000]  但他做得對
[00:09:39.000 --> 00:09:41.000]  我會不會為他講公道說話呢
[00:09:41.000 --> 00:09:43.000]  其實這些全部
[00:09:43.000 --> 00:09:45.000]  雖然你不是叫收錢
[00:09:45.000 --> 00:09:48.000]  但都是關於利益仇恨
[00:09:48.000 --> 00:09:51.000]  神眼中覆蓋了你這些範圍
[00:09:51.000 --> 00:09:52.000]  你做得怎樣
[00:09:52.000 --> 00:09:53.000]  神是看到的
[00:09:53.000 --> 00:09:54.000]  第九
[00:09:54.000 --> 00:09:56.000]  不可壓迫寄居的
[00:09:56.000 --> 00:09:59.000]  因為你們在埃及地也作過寄居的
[00:09:59.000 --> 00:10:02.000]  知道寄居者的心情是怎樣
[00:10:02.000 --> 00:10:03.000]  即是說
[00:10:03.000 --> 00:10:05.000]  有些外邦人或外族人
[00:10:05.000 --> 00:10:08.000]  寄居在他們那堆的以色列人當中
[00:10:08.000 --> 00:10:09.000]  他說
[00:10:09.000 --> 00:10:10.000]  在法律上
[00:10:10.000 --> 00:10:11.000]  其實是在說法律上
[00:10:11.000 --> 00:10:12.000]  在神的法律上
[00:10:12.000 --> 00:10:15.000]  他們的地位是和你同等的
[00:10:15.000 --> 00:10:16.000]  雖然他的名份上
[00:10:16.000 --> 00:10:19.000]  他們都可能是以色列人的奴隸
[00:10:19.000 --> 00:10:21.000]  但在法律上他們是受到保障的
[00:10:21.000 --> 00:10:23.000]  他特別說
[00:10:23.000 --> 00:10:25.000]  己所不欲勿施於人
[00:10:25.000 --> 00:10:27.000]  你以前寄居過在埃及
[00:10:27.000 --> 00:10:29.000]  受過埃及人的迫害
[00:10:29.000 --> 00:10:31.000]  那你就千萬不要再迫害
[00:10:31.000 --> 00:10:33.000]  一些寄居在你們那裡的外邦人
[00:10:33.000 --> 00:10:37.000]  所以他們都是受到同等的法律保障
[00:10:37.000 --> 00:10:38.000]  下一張圖
[00:10:38.000 --> 00:10:41.000]  其實這個是5G網絡的覆蓋範圍
[00:10:41.000 --> 00:10:43.000]  其實是早幾年
[00:10:43.000 --> 00:10:45.000]  其實我早幾年出電話
[00:10:45.000 --> 00:10:47.000]  我經常想不如轉台
[00:10:47.000 --> 00:10:48.000]  現在台費這麼便宜
[00:10:48.000 --> 00:10:49.000]  我就經常研究一下
[00:10:49.000 --> 00:10:52.000]  5G的覆蓋範圍是覆蓋到哪裡呢?
[00:10:52.000 --> 00:10:54.000]  那時候是綠色的一點點
[00:10:54.000 --> 00:10:56.000]  當然現在差不多整個香港
[00:10:56.000 --> 00:10:57.000]  都是他的覆蓋範圍
[00:10:57.000 --> 00:10:59.000]  但我都是沒有用到5G
[00:10:59.000 --> 00:11:00.000]  最奇怪
[00:11:00.000 --> 00:11:01.000]  但研究了這麼久
[00:11:01.000 --> 00:11:02.000]  我就發現
[00:11:02.000 --> 00:11:04.000]  其實神的話語
[00:11:04.000 --> 00:11:07.000]  都是覆蓋了我們整個生命
[00:11:07.000 --> 00:11:08.000]  下一張PowerPoint
[00:11:08.000 --> 00:11:13.000]  其實信仰本身就是生命和生活的一部分
[00:11:13.000 --> 00:11:14.000]  而神的話
[00:11:14.000 --> 00:11:15.000]  正如剛才
[00:11:15.000 --> 00:11:20.000]  神在摩西面前頒布的律法之中
[00:11:20.000 --> 00:11:22.000]  所有生活的細節
[00:11:22.000 --> 00:11:24.000]  人民怎樣生活的心態
[00:11:24.000 --> 00:11:27.000]  都在神的律法覆蓋範圍內
[00:11:27.000 --> 00:11:28.000]  是一定算帳的
[00:11:28.000 --> 00:11:30.000]  所以信仰就是生命
[00:11:30.000 --> 00:11:32.000]  但很多時候跟弟兄姊妹說
[00:11:32.000 --> 00:11:36.000]  他覺得信仰只是自己的範圍
[00:11:36.000 --> 00:11:38.000]  和只是教會的範圍
[00:11:38.000 --> 00:11:39.000]  出了教會
[00:11:39.000 --> 00:11:41.000]  神的話語就好像沒什麼用
[00:11:41.000 --> 00:11:42.000]  他就說
[00:11:42.000 --> 00:11:45.000]  有時職場上是很難應用到神的話語的
[00:11:45.000 --> 00:11:47.000]  你在職場上不說謊話
[00:11:47.000 --> 00:11:49.000]  哪有可能的
[00:11:49.000 --> 00:11:50.000]  老闆經常遲回來
[00:11:50.000 --> 00:11:52.000]  你還要替老闆掩飾
[00:11:52.000 --> 00:11:53.000]  說他走開了
[00:11:53.000 --> 00:11:55.000]  其實都是最基本要說的
[00:11:55.000 --> 00:11:56.000]  難道你跟客人說
[00:11:56.000 --> 00:11:58.000]  老闆還沒回來
[00:11:58.000 --> 00:12:00.000]  這些很危險的
[00:12:00.000 --> 00:12:01.000]  你都沒得做
[00:12:01.000 --> 00:12:03.000]  還有很多很多這些話
[00:12:03.000 --> 00:12:05.000]  愛仇敵
[00:12:05.000 --> 00:12:07.000]  這些基本上是不可能的
[00:12:07.000 --> 00:12:09.000]  但我發現
[00:12:09.000 --> 00:12:11.000]  如果真是履行神的話
[00:12:11.000 --> 00:12:13.000]  其實都不會餓死的
[00:12:13.000 --> 00:12:15.000]  雖然是困難多一點
[00:12:15.000 --> 00:12:17.000]  但當你不履行神的話
[00:12:17.000 --> 00:12:20.000]  其實你的內心會被罪惡所侵蝕
[00:12:20.000 --> 00:12:22.000]  還有你不履行神的話
[00:12:22.000 --> 00:12:23.000]  你就發現
[00:12:23.000 --> 00:12:24.000]  原來漸漸地
[00:12:24.000 --> 00:12:27.000]  神和你的生活就會有分割
[00:12:27.000 --> 00:12:30.000]  神最後審判你的時候
[00:12:30.000 --> 00:12:32.000]  都會計算這條數的
[00:12:32.000 --> 00:12:33.000]  所以我就跟弟兄姊妹說
[00:12:33.000 --> 00:12:35.000]  不單止是你的教會生活
[00:12:35.000 --> 00:12:37.000]  你的私人生活
[00:12:37.000 --> 00:12:38.000]  你的職場生活
[00:12:38.000 --> 00:12:40.000]  其實神的範圍
[00:12:40.000 --> 00:12:41.000]  都是覆蓋了的
[00:12:41.000 --> 00:12:43.000]  都是不會改變的
[00:12:43.000 --> 00:12:45.000]  信仰就是生命
[00:12:45.000 --> 00:12:46.000]  我記得以前
[00:12:46.000 --> 00:12:48.000]  剛剛去到一間學校
[00:12:48.000 --> 00:12:49.000]  去侍奉的時候
[00:12:49.000 --> 00:12:51.000]  其實那間學校
[00:12:51.000 --> 00:12:52.000]  都是基督教學校
[00:12:52.000 --> 00:12:54.000]  在裡面的教會侍奉
[00:12:54.000 --> 00:12:55.000]  但出了名
[00:12:55.000 --> 00:12:57.000]  學校裡面有幾位老師
[00:12:57.000 --> 00:12:59.000]  是很仇恨基督教的
[00:12:59.000 --> 00:13:02.000]  因為校長覺得不是做得很好
[00:13:02.000 --> 00:13:04.000]  還有很仇視基督教的
[00:13:04.000 --> 00:13:05.000]  還有我也明白
[00:13:05.000 --> 00:13:07.000]  學生為什麼會仇視基督教
[00:13:07.000 --> 00:13:09.000]  因為我們星期五下午
[00:13:09.000 --> 00:13:10.000]  要舉辦教會聚會
[00:13:10.000 --> 00:13:11.000]  歡迎學生
[00:13:11.000 --> 00:13:14.000]  原來學校裡面有一個規矩
[00:13:14.000 --> 00:13:15.000]  是很有趣的
[00:13:15.000 --> 00:13:17.000]  如果沒有交功課
[00:13:17.000 --> 00:13:18.000]  或者有受罰
[00:13:18.000 --> 00:13:21.000]  星期五下午就要去教會的活動
[00:13:21.000 --> 00:13:24.000]  (笑)
[00:13:24.000 --> 00:13:27.000]  校會這裡是聚人塔
[00:13:27.000 --> 00:13:29.000]  將聚人聚在一起
[00:13:29.000 --> 00:13:30.000]  就受罰
[00:13:30.000 --> 00:13:32.000]  還要用耶穌的話去感化他
[00:13:32.000 --> 00:13:35.000]  這些學生當然心裡都反叛
[00:13:35.000 --> 00:13:37.000]  這是很正常的想法
[00:13:37.000 --> 00:13:40.000]  那幾位老師會誠實說
[00:13:40.000 --> 00:13:42.000]  教會就是做壞事
[00:13:42.000 --> 00:13:43.000]  教會根據歷史
[00:13:43.000 --> 00:13:45.000]  最慘的是這幾位老師
[00:13:45.000 --> 00:13:46.000]  教書又出了名
[00:13:46.000 --> 00:13:48.000]  是教得比較好的
[00:13:48.000 --> 00:13:49.000]  其實教得好
[00:13:49.000 --> 00:13:50.000]  又反基督教
[00:13:50.000 --> 00:13:53.000]  你就知道學生是多麼崇拜他
[00:13:53.000 --> 00:13:54.000]  所以學生就說
[00:13:54.000 --> 00:13:57.000]  只有讀不成書的人才會去教會
[00:13:57.000 --> 00:13:58.000]  有時候這樣跟我說
[00:13:58.000 --> 00:14:00.000]  但是很壞的
[00:14:00.000 --> 00:14:01.000]  這幾位老師用的廁所
[00:14:01.000 --> 00:14:04.000]  跟我平時用的廁所是同一個廁所
[00:14:04.000 --> 00:14:06.000]  即是同一個男廁
[00:14:06.000 --> 00:14:10.000]  你走開走近都會遇到這些老師
[00:14:10.000 --> 00:14:12.000]  我們這些新到的傳道人
[00:14:12.000 --> 00:14:13.000]  當然見到老師
[00:14:13.000 --> 00:14:14.000]  當然笑口笑口
[00:14:14.000 --> 00:14:16.000]  說早安,什麼Sir?你好
[00:14:16.000 --> 00:14:18.000]  但是別人見到你
[00:14:18.000 --> 00:14:20.000]  就好像透明一樣
[00:14:20.000 --> 00:14:21.000]  當你透明就走過
[00:14:21.000 --> 00:14:24.000]  然後你就好像突然覺得自己人生很傻
[00:14:24.000 --> 00:14:25.000]  對著空氣
[00:14:25.000 --> 00:14:27.000]  哎呀,什麼Sir?
[00:14:27.000 --> 00:14:28.000]  說真的
[00:14:28.000 --> 00:14:30.000]  人生你堅持到一個星期
[00:14:30.000 --> 00:14:32.000]  我都覺得自己厲害了
[00:14:32.000 --> 00:14:33.000]  然後我就覺得
[00:14:33.000 --> 00:14:35.000]  算了,去廁所而已
[00:14:35.000 --> 00:14:36.000]  不用打招呼
[00:14:36.000 --> 00:14:39.000]  當你透明就算了
[00:14:39.000 --> 00:14:40.000]  但是想了一層
