
[00:00:00.000 --> 00:00:01.500]  大家好,我是Marcus
[00:08:21.200 --> 00:08:25.200]  這篇經文是不是真的有它存在的價值?
[00:08:25.200 --> 00:08:29.200]  如果我們把這篇經文從創世紀拿走的話
[00:08:29.200 --> 00:08:34.200]  我們這個動作會不會影響到整本書創世紀的價值?
[00:08:34.200 --> 00:08:37.200]  會不會影響到整個故事的架構?
[00:08:37.200 --> 00:08:41.200]  要明白這篇經文存在的價值
[00:08:41.200 --> 00:08:46.200]  我們要從前一篇三十二章的第六節開始看
[00:08:46.200 --> 00:08:49.200]  第六節到第九節這樣說
[00:08:49.200 --> 00:08:50.200]  他說
[00:08:50.200 --> 00:08:52.200]  使者回到雅各那裡說
[00:08:52.200 --> 00:08:54.200]  我們到了你哥哥以素那裡
[00:08:54.200 --> 00:08:56.200]  他也正在走來見你
[00:08:56.200 --> 00:08:58.200]  而且帶了四百人
[00:08:58.200 --> 00:09:01.200]  雅各非常害怕又很群雨
[00:09:01.200 --> 00:09:04.200]  就把隨行的人羊群牛群
[00:09:04.200 --> 00:09:06.200]  落拓分成兩隊
[00:09:06.200 --> 00:09:09.200]  心想如果以素來擊殺一隊
[00:09:09.200 --> 00:09:11.200]  餘下的另一隊還可以投屠
[00:09:11.200 --> 00:09:12.200]  雅各說
[00:09:12.200 --> 00:09:14.200]  我做雅不拉罕的神
[00:09:14.200 --> 00:09:16.200]  我扶以索的神爺說
[00:09:16.200 --> 00:09:18.200]  你對我說過
[00:09:18.200 --> 00:09:20.200]  回你的出生地去吧
[00:09:20.200 --> 00:09:22.200]  我逼後代你
[00:09:22.200 --> 00:09:23.200]  雅各很擔憂
[00:09:23.200 --> 00:09:26.200]  二十年之後他和他哥哥相見
[00:09:26.200 --> 00:09:29.200]  但他哥哥竟然帶了四百個人來找他
[00:09:29.200 --> 00:09:31.200]  以素是一定想來殺他
[00:09:31.200 --> 00:09:33.200]  想來報仇的
[00:09:33.200 --> 00:09:34.200]  雅各很緊張
[00:09:34.200 --> 00:09:38.200]  他決定把他的家人財產分為兩隊
[00:09:38.200 --> 00:09:41.200]  如果有一個隊被殺了
[00:09:41.200 --> 00:09:44.200]  至少有另外一個群體的人可以生存
[00:09:44.200 --> 00:09:48.200]  當他做了這個分代之後
[00:09:48.200 --> 00:09:52.200]  他準備一個很大的禮物給他哥哥
[00:09:52.200 --> 00:09:55.200]  因為他希望透過送禮物的動作
[00:09:55.200 --> 00:09:59.200]  可以平息他哥哥心中的憤怒
[00:09:59.200 --> 00:10:02.200]  就是在這樣心疾意癥的背景下
[00:10:02.200 --> 00:10:04.200]  我們來到今天的經文地
[00:10:04.200 --> 00:10:06.200]  三十三章
[00:10:06.200 --> 00:10:08.200]  雅各對於以素的擔憂
[00:10:08.200 --> 00:10:13.200]  讓三十三章的存在價值浮上台面
[00:10:13.200 --> 00:10:18.200]  三十三章要討論兩個很重要的問題
[00:10:18.200 --> 00:10:22.200]  第一個問題就是雅各之後會不會被殺
[00:10:22.200 --> 00:10:24.200]  如果他沒有被殺的話
[00:10:24.200 --> 00:10:26.200]  為什麼?
[00:10:26.200 --> 00:10:28.200]  我們要討論這個第一個問題
[00:10:28.200 --> 00:10:29.200]  第二個
[00:10:29.200 --> 00:10:30.200]  神的應許
[00:10:30.200 --> 00:10:34.200]  他要帶雅各回到他的出生地
[00:10:34.200 --> 00:10:36.200]  這件事是不是真的可以成真
[00:10:36.200 --> 00:10:39.200]  這是我們要討論的第二個問題
[00:10:39.200 --> 00:10:42.200]  神的失信和人的滅亡
[00:10:42.200 --> 00:10:45.200]  我們信主的人最害怕的兩條問題
[00:10:45.200 --> 00:10:49.200]  都出現在第三十三章裏面
[00:10:49.200 --> 00:10:51.200]  今天我講到的目標就是希望
[00:10:51.200 --> 00:10:53.200]  透過回答這兩條問題
[00:10:53.200 --> 00:10:56.200]  來找到第三十三章核心的救度
[00:10:56.200 --> 00:10:59.200]  幫助我們學習如何在家庭衝突裏面
[00:10:59.200 --> 00:11:01.200]  建立一個敬拜神
[00:11:01.200 --> 00:11:04.200]  以神為中心的一個生命
[00:11:04.200 --> 00:11:06.200]  首先我們來看第一條問題
[00:11:06.200 --> 00:11:08.200]  雅各會不會被殺
[00:11:08.200 --> 00:11:11.200]  在我們今天的經文第四節裏面
[00:11:11.200 --> 00:11:12.200]  講到
[00:11:12.200 --> 00:11:15.200]  「以素跑來迎接他和他擁抱
[00:11:15.200 --> 00:11:17.200]  伏在他的脖子上
[00:11:17.200 --> 00:11:18.200]  親吻他
[00:11:18.200 --> 00:11:21.200]  他們都哭了」
[00:11:21.200 --> 00:11:24.200]  原本預期要發生的衝突
[00:11:24.200 --> 00:11:26.200]  沒有發生
[00:11:26.200 --> 00:11:30.200]  死亡沒有倒在雅各的身上
[00:11:30.200 --> 00:11:32.200]  他哥哥沒有殺他
[00:11:32.200 --> 00:11:35.200]  反而他哥哥用愛
[00:11:35.200 --> 00:11:38.200]  殲滅了當年欺騙他的弟弟
[00:11:38.200 --> 00:11:40.200]  以素對於雅各的仇恨
[00:11:40.200 --> 00:11:42.200]  似乎就這樣不見了
[00:11:42.200 --> 00:11:44.200]  很奇怪
[00:11:44.200 --> 00:11:47.200]  通常家人與家人之間的紛爭
[00:11:47.200 --> 00:11:50.200]  是最難處理的
[00:11:50.200 --> 00:11:52.200]  清關難斷加無事
[00:11:52.200 --> 00:11:53.200]  很困難處理
[00:11:53.200 --> 00:11:55.200]  我們香港人的家庭都是這樣
[00:11:55.200 --> 00:11:58.200]  家庭內部的衝突都是不容易處理的
[00:11:58.200 --> 00:12:00.200]  家人與家人之間的衝突
[00:12:00.200 --> 00:12:03.200]  有時候都可以像一個火山爆發一樣
[00:12:03.200 --> 00:12:06.200]  彼此會講一些很傷人的話
[00:12:06.200 --> 00:12:09.200]  或者做一些很傷人的事情
[00:12:09.200 --> 00:12:11.200]  吵架的時候
[00:12:11.200 --> 00:12:14.200]  會順便把以前過去發生的事情
[00:12:14.200 --> 00:12:16.200]  慢慢一件一件地拿出來講
[00:12:16.200 --> 00:12:20.200]  每個傷痛都相關
[00:12:20.200 --> 00:12:22.200]  數算仇恨
[00:12:22.200 --> 00:12:24.200]  怎樣數都數不完
[00:12:24.200 --> 00:12:26.200]  所以家人之間的困難
[00:12:26.200 --> 00:12:28.200]  是特別困難去處理的
[00:12:28.200 --> 00:12:30.200]  彼此之間的仇恨
[00:12:30.200 --> 00:12:32.200]  是不容易消失的
[00:12:32.200 --> 00:12:34.200]  所以當以素做出這個
[00:12:34.200 --> 00:12:36.200]  很反常的舉動的時候
[00:12:36.200 --> 00:12:38.200]  雅各一定是有充分的理由
[00:12:38.200 --> 00:12:40.200]  去想去懷疑她哥哥
[00:12:40.200 --> 00:12:43.200]  去想她哥哥心中的憤怒
[00:12:43.200 --> 00:12:45.200]  應該是不容易消失的
[00:12:45.200 --> 00:12:47.200]  所以為了安全起見
[00:12:47.200 --> 00:12:49.200]  雅各就決定出手
[00:12:49.200 --> 00:12:52.200]  透過送禮物給她哥哥
[00:12:52.200 --> 00:12:54.200]  去測試去確認
[00:12:54.200 --> 00:12:56.200]  她跟哥哥之間的關係
[00:12:56.200 --> 00:12:58.200]  是不是真的和好
[00:12:58.200 --> 00:12:59.200]  去查一下
[00:12:59.200 --> 00:13:01.200]  是不是她跟哥哥之間的張力
[00:13:01.200 --> 00:13:03.200]  依然存在
[00:13:03.200 --> 00:13:06.200]  所以雅各就出手
[00:13:06.200 --> 00:13:09.200]  我們可以在第八節到第十一節
[00:13:09.200 --> 00:13:11.200]  可以不斷地見到
[00:13:11.200 --> 00:13:13.200]  雅各不斷地去要求
[00:13:13.200 --> 00:13:15.200]  以素她哥哥把她準備的禮物
[00:13:15.200 --> 00:13:17.200]  去接收
[00:13:17.200 --> 00:13:18.200]  對於雅各來說
[00:13:18.200 --> 00:13:20.200]  她內心的平安
[00:13:20.200 --> 00:13:23.200]  是建立在她哥哥的回應上
[00:13:23.200 --> 00:13:26.200]  如果她哥哥用她期待的方法
[00:13:26.200 --> 00:13:28.200]  去回應她的話
[00:13:28.200 --> 00:13:30.200]  那她心中就很容易有平安了
[00:13:30.200 --> 00:13:32.200]  如果她哥哥用
[00:13:32.200 --> 00:13:34.200]  跟她預期不同的
[00:13:34.200 --> 00:13:36.200]  一個回應方法去回應她的話
[00:13:36.200 --> 00:13:38.200]  那她自己
[00:13:38.200 --> 00:13:40.200]  她心中是得不到平安的
[00:13:40.200 --> 00:13:41.200]  等於問你自己
[00:13:41.200 --> 00:13:42.200]  是不是也是這樣
[00:13:42.200 --> 00:13:44.200]  你把你自己的平安快樂
[00:13:44.200 --> 00:13:46.200]  你自己的心情
[00:13:46.200 --> 00:13:48.200]  都建立在別人怎樣回應你
[00:13:48.200 --> 00:13:50.200]  別人怎樣看你
[00:13:50.200 --> 00:13:51.200]  你是不是也是這樣
[00:13:51.200 --> 00:13:54.200]  我是這樣
[00:13:54.200 --> 00:13:56.200]  雅各為了要得到
[00:13:56.200 --> 00:13:58.200]  她想要得到的結果
[00:13:58.200 --> 00:14:00.200]  雅各出了三招
[00:14:00.200 --> 00:14:03.200]  來逼她哥哥來接受這個禮物
[00:14:03.200 --> 00:14:05.200]  去讓她自己想要的
[00:14:05.200 --> 00:14:09.200]  一個期待發生
[00:14:09.200 --> 00:14:10.200]  她用了三招
[00:14:10.200 --> 00:14:11.200]  哪三招呢
[00:14:11.200 --> 00:14:13.200]  第一招就是給她面子
[00:14:13.200 --> 00:14:16.200]  第二招引導她的思想
[00:14:16.200 --> 00:14:19.200]  第三招就是補償她的損失
[00:14:19.200 --> 00:14:21.200]  我們來看經文怎樣說
[00:14:21.200 --> 00:14:23.200]  第一招給她面子
[00:14:23.200 --> 00:14:25.200]  在第八字裏面說到
[00:14:25.200 --> 00:14:28.200]  雅各用稱呼倚數為主
[00:14:28.200 --> 00:14:29.200]  她用很輕卑的態度
[00:14:29.200 --> 00:14:31.200]  跟她哥哥對話
[00:14:31.200 --> 00:14:33.200]  她說我送禮物給你
[00:14:33.200 --> 00:14:36.200]  是要在你面前蒙恩
[00:14:36.200 --> 00:14:38.200]  這是第一招給她面子
[00:14:38.200 --> 00:14:40.200]  第二招引導她
[00:14:40.200 --> 00:14:42.200]  她說在第十字裏面說到
[00:14:42.200 --> 00:14:43.200]  我見到你的面
[00:14:43.200 --> 00:14:45.200]  就好像遇見上帝的面
[00:14:45.200 --> 00:14:48.200]  還有你也寬恕我
[00:14:48.200 --> 00:14:50.200]  意思就是說
[00:14:50.200 --> 00:14:51.200]  雅各啊
[00:14:51.200 --> 00:14:53.200]  神都願意接納我
[00:14:53.200 --> 00:14:55.200]  他接納我的時候
[00:14:55.200 --> 00:14:56.200]  人都要獻祭的
[00:14:56.200 --> 00:14:58.200]  那你好像神一樣
[00:14:58.200 --> 00:14:59.200]  你接受了我
[00:14:59.200 --> 00:15:02.200]  你也要接受我的禮物
[00:15:02.200 --> 00:15:06.200]  信仰便為雅各達成
[00:15:06.200 --> 00:15:08.200]  達成她目的的一個工具
[00:15:08.200 --> 00:15:10.200]  雅各一定要倚數
[00:15:10.200 --> 00:15:12.200]  收下她的禮物
[00:15:12.200 --> 00:15:14.200]  這是第二個招數
[00:15:14.200 --> 00:15:16.200]  引導她哥哥去思考
[00:15:16.200 --> 00:15:19.200]  第三個最後一招補償她
[00:15:19.200 --> 00:15:22.200]  在第十節和第十一節
[00:15:22.200 --> 00:15:24.200]  我們都可以見到禮物
[00:15:24.200 --> 00:15:26.200]  這兩個字眼
[00:15:26.200 --> 00:15:27.200]  但是在第十一節
[00:15:27.200 --> 00:15:30.200]  我們見到雅各用了一個
[00:15:30.200 --> 00:15:33.200]  和第十節禮物這個字相同意思
[00:15:33.200 --> 00:15:35.200]  但是不同的字
[00:15:35.200 --> 00:15:36.200]  雅各在第十一節
[00:15:36.200 --> 00:15:38.200]  用了一個字叫做Barak
[00:15:38.200 --> 00:15:40.200]  來表達禮物
[00:15:40.200 --> 00:15:43.200]  但是這個字同樣都可以表達
[00:15:43.200 --> 00:15:45.200]  祝福的意思
[00:15:45.200 --> 00:15:47.200]  為什麼雅各要這樣說
[00:15:47.200 --> 00:15:49.200]  為什麼她要這樣改變
[00:15:49.200 --> 00:15:51.200]  雅各其實是在想
[00:15:51.200 --> 00:15:54.200]  她想要說一些舊的事情
[00:15:54.200 --> 00:15:57.200]  她想說關於她以前
[00:15:57.200 --> 00:16:00.200]  她從哥哥那邊偷來她的祝福
[00:16:00.200 --> 00:16:02.200]  她現在想還給她哥哥
[00:16:02.200 --> 00:16:05.200]  希望她做了這個動作之後
[00:16:05.200 --> 00:16:08.200]  她哥哥就不會殺她
[00:16:08.200 --> 00:16:10.200]  除了這個動機之外
[00:16:10.200 --> 00:16:13.200]  雅各這樣做還有另外一個原因
[00:16:13.200 --> 00:16:15.200]  她很希望她這樣做
[00:16:15.200 --> 00:16:18.200]  可以把自己心中的那種痛苦
[00:16:18.200 --> 00:16:21.200]  把自己從那種痛苦中釋放出來
[00:16:21.200 --> 00:16:23.200]  對於雅各來說
[00:16:23.200 --> 00:16:26.200]  這個最後一招不單單要補償耳掃
[00:16:26.200 --> 00:16:28.200]  她也要補償自己過去二十年
[00:16:28.200 --> 00:16:30.200]  所面對的困難
[00:16:30.200 --> 00:16:33.200]  因為這二十年對她真的不容易
[00:16:33.200 --> 00:16:36.200]  那麼多年雅各什麼都不明白
[00:16:36.200 --> 00:16:38.200]  她明白最多的最多的
[00:16:38.200 --> 00:16:40.200]  就是人情世故
[00:16:40.200 --> 00:16:42.200]  她經歷了很多事情
[00:16:42.200 --> 00:16:45.200]  手段越多的人代表她人生的經歷
[00:16:45.200 --> 00:16:47.200]  越多越複雜
[00:16:47.200 --> 00:16:49.200]  雅各她成長過程裡面
[00:16:49.200 --> 00:16:51.200]  經歷到爸爸媽媽給她兩兄弟的愛
[00:16:51.200 --> 00:16:53.200]  給她的不公平
[00:16:53.200 --> 00:16:56.200]  之後她又遇到她的遺父
[00:16:56.200 --> 00:16:58.200]  欺騙了她二十年
[00:16:58.200 --> 00:17:00.200]  她經歷了那麼多的事情
[00:17:00.200 --> 00:17:02.200]  而她不會明白到
[00:17:02.200 --> 00:17:04.200]  人與人之間那種人情世故
[00:17:04.200 --> 00:17:06.200]  那種微妙的關係
[00:17:06.200 --> 00:17:08.200]  而她不明白這些東西
[00:17:08.200 --> 00:17:10.200]  都是很困難的
[00:17:10.200 --> 00:17:11.200]  但我只想問問你
[00:17:11.200 --> 00:17:13.200]  你覺得你自己是不是一個
[00:17:13.200 --> 00:17:15.200]  很明白人情世故的人呢
[00:17:15.200 --> 00:17:17.200]  你是不是很明白人與人之間
[00:17:17.200 --> 00:17:18.200]  那種微妙的關係
[00:17:18.200 --> 00:17:21.200]  你是需要懂得去看別人的面子
[00:17:21.200 --> 00:17:22.200]  看別人的表情
[00:17:22.200 --> 00:17:23.200]  才去做到表達
[00:17:23.200 --> 00:17:26.200]  你是不是很明白這些東西呢
[00:17:26.200 --> 00:17:28.200]  在我自己的家庭當中
[00:17:28.200 --> 00:17:29.200]  過年往往是一個
[00:17:29.200 --> 00:17:31.200]  不是太容易的節日
[00:17:31.200 --> 00:17:33.200]  因為我們要跟其他家庭的人
[00:17:33.200 --> 00:17:35.200]  一起相聚
[00:17:35.200 --> 00:17:36.200]  每一次吃飯的時候
[00:17:36.200 --> 00:17:38.200]  我爸爸在自己家庭裡面
[00:17:38.200 --> 00:17:40.200]  都有一個很重要的角色
[00:17:40.200 --> 00:17:42.200]  他要負責去維持
[00:17:42.200 --> 00:17:44.200]  整個家庭和諧的氣氛
[00:17:44.200 --> 00:17:47.200]  一個聽起來好像很簡單的
[00:17:47.200 --> 00:17:48.200]  對話
[00:17:48.200 --> 00:17:50.200]  他不單單要從中聽到
[00:17:50.200 --> 00:17:52.200]  彼此之間的張力
[00:17:52.200 --> 00:17:53.200]  他還要聽到大家
[00:17:53.200 --> 00:17:58.200]  那個很堅強的外表之下的軟弱
[00:17:58.200 --> 00:18:02.200]  他要聽到大家對於愛的渴求
[00:18:02.200 --> 00:18:04.200]  透過聽到這些東西
[00:18:04.200 --> 00:18:06.200]  他就可以在聊天的過程裡面
[00:18:06.200 --> 00:18:09.200]  慢慢給大家有一點點的指引
[00:18:09.200 --> 00:18:11.200]  幫助大家可以看到
[00:18:11.200 --> 00:18:14.200]  維持家庭關係的重要
[00:18:14.200 --> 00:18:16.200]  維持家庭關係的重要
[00:18:16.200 --> 00:18:18.200]  如果他沒有這樣做的話
[00:18:18.200 --> 00:18:20.200]  大家討論的焦點
[00:18:20.200 --> 00:18:23.200]  就會轉移到討論錢
[00:18:23.200 --> 00:18:26.200]  討論這個遺產要怎樣分配
[00:18:26.200 --> 00:18:28.200]  討論哪個親戚對我不好
[00:18:28.200 --> 00:18:30.200]  對他不好等等之類的
[00:18:30.200 --> 00:18:33.200]  其實吃團年飯是很辛苦的
[00:18:33.200 --> 00:18:35.200]  很辛苦的
[00:18:35.200 --> 00:18:40.200]  我爸爸明明很清楚知道
[00:18:40.200 --> 00:18:42.200]  大家想討論什麼
[00:18:42.200 --> 00:18:44.200]  但是我爸爸就不允許
[00:18:44.200 --> 00:18:47.200]  話題隨便走到另外一個方向
[00:18:47.200 --> 00:18:49.200]  他一定要大家很開心
[00:18:49.200 --> 00:18:51.200]  很開心的大家一起去慶祝新年
[00:18:51.200 --> 00:18:54.200]  開開心心過新年才是最重要的
[00:18:54.200 --> 00:18:55.200]  所以當我想到
[00:18:55.200 --> 00:18:58.200]  我爸爸不斷去想話題
[00:18:58.200 --> 00:19:00.200]  去創造好的氣氛的時候
[00:19:00.200 --> 00:19:02.200]  幫助大家家庭家人之間的關係
[00:19:02.200 --> 00:19:04.200]  沒有斷的時候
[00:19:04.200 --> 00:19:07.200]  其實我心中很清楚
[00:19:07.200 --> 00:19:12.200]  我清楚他自己其實心跳很快
[00:19:12.200 --> 00:19:15.200]  他行錯一步 說錯一句
[00:19:15.200 --> 00:19:18.200]  可能一個好的新年就不用過了
[00:19:18.200 --> 00:19:20.200]  可能他就要開始去處理
[00:19:20.200 --> 00:19:23.200]  家庭與家庭之間的關係
[00:19:23.200 --> 00:19:26.200]  可能就開始去處理以前的傷痛
[00:19:26.200 --> 00:19:29.200]  家人與家人之間的問題
[00:19:29.200 --> 00:19:31.200]  只可以做到短暫的和好
[00:19:31.200 --> 00:19:33.200]  但是深層的家庭問題
[00:19:33.200 --> 00:19:35.200]  人真的改變不了
[00:19:35.200 --> 00:19:38.200]  唯有祈禱主請求神幫助
[00:19:38.200 --> 00:19:39.200]  所以當我讀到
[00:19:39.200 --> 00:19:41.200]  雅各和伊素的對話的時候
[00:19:41.200 --> 00:19:44.200]  我很有感受
[00:19:44.200 --> 00:19:46.200]  為什麼雅各要不斷出手
[00:19:46.200 --> 00:19:48.200]  不斷出不同的招數
[00:19:48.200 --> 00:19:51.200]  給他面子 引導他 補償他
[00:19:51.200 --> 00:19:53.200]  為什麼
[00:19:53.200 --> 00:19:56.200]  因為伊素是他哥哥
[00:19:56.200 --> 00:20:00.200]  就算過去他們有很多的紛爭
[00:20:00.200 --> 00:20:02.200]  導致關係破裂了
[00:20:02.200 --> 00:20:05.200]  但始終大家都是一家人
[00:20:05.200 --> 00:20:09.200]  關係可以破裂 但不可以斷
[00:20:09.200 --> 00:20:10.200]  雅各不斷出手
[00:20:10.200 --> 00:20:13.200]  嘗試去修補這個關係
[00:20:13.200 --> 00:20:16.200]  其實是非常之可以理解的
[00:20:16.200 --> 00:20:19.200]  所以究竟雅各是用了什麼方法
[00:20:19.200 --> 00:20:22.200]  引導伊素決定抹殺他
[00:20:22.200 --> 00:20:26.200]  讓我們回到《聖經》裏面去看
[00:20:26.200 --> 00:20:29.200]  當我們很仔細地去讀經文的時候
[00:20:29.200 --> 00:20:32.200]  去想到底雅各
[00:20:32.200 --> 00:20:34.200]  他用出了什麼招數
[00:20:34.200 --> 00:20:36.200]  來引導他接受禮物的時候
[00:20:36.200 --> 00:20:38.200]  我們發現到一個很奇怪
[00:20:38.200 --> 00:20:40.200]  很奇怪的事情
