
[00:00:00.000 --> 00:00:04.000]  在網上的弟兄姊妹早晨
[00:04:58.000 --> 00:05:01.000]  善至在諷刺他們
[00:05:01.000 --> 00:05:06.000]  他們在屬靈上、道德上都是不潔淨、不純正
[00:05:06.000 --> 00:05:10.000]  可能我們會問一個問題
[00:05:10.000 --> 00:05:15.000]  為什麼耶路撒冷竟然會變成如斯田地呢?
[00:05:15.000 --> 00:05:19.000]  究竟問題在哪裡呢?
[00:05:19.000 --> 00:05:23.000]  我們可以從經文的二十三節找到答案
[00:05:23.000 --> 00:05:28.000]  原來官長全心還更背叛神
[00:05:28.000 --> 00:05:32.000]  不再遵守神在生命記所頒布的律法
[00:05:32.000 --> 00:05:34.000]  收受賄賂
[00:05:34.000 --> 00:05:38.000]  他們已經忘記了神的教訓
[00:05:38.000 --> 00:05:42.000]  在信仰上、道德上已經離棄了神
[00:05:42.000 --> 00:05:46.000]  敗壞起初與神所立的約
[00:05:46.000 --> 00:05:51.000]  弟兄姊妹,我想請大家留意第二十四節
[00:05:51.000 --> 00:05:55.000]  先知對耶和華的描述
[00:05:55.000 --> 00:05:57.000]  這個描述真的很特別
[00:05:57.000 --> 00:06:05.000]  其實是表達出上帝在一個主權能力嚴厲的審判宣告
[00:06:05.000 --> 00:06:06.000]  經文這樣說
[00:06:06.000 --> 00:06:09.000]  「禍災是我的對頭,我的敵人」
[00:06:09.000 --> 00:06:11.000]  這些是指哪一個呢?
[00:06:11.000 --> 00:06:14.000]  就是指那些官長和領袖
[00:06:14.000 --> 00:06:17.000]  他們竟然與盜賊作伴
[00:06:17.000 --> 00:06:19.000]  貪贓枉法
[00:06:19.000 --> 00:06:26.000]  而且還為孤兒寡婦主持公道
[00:06:26.000 --> 00:06:30.000]  神說我要為他們伸冤報仇
[00:06:30.000 --> 00:06:32.000]  在第25、26節
[00:06:32.000 --> 00:06:34.000]  「我必反手,我必復還」
[00:06:34.000 --> 00:06:37.000]  其實這裡原文是說同一個字
[00:06:37.000 --> 00:06:40.000]  意思是說到神親自出手
[00:06:40.000 --> 00:06:42.000]  使你們歸回
[00:06:42.000 --> 00:06:44.000]  悔改回轉
[00:06:44.000 --> 00:06:49.000]  當耶路撒冷經過奧練潔淨之後
[00:06:49.000 --> 00:06:53.000]  神就會重新設立審判官
[00:06:53.000 --> 00:06:58.000]  回復當初耶路撒冷的公義和忠信
[00:06:58.000 --> 00:07:04.000]  這個看來像是神審判的宣告
[00:07:04.000 --> 00:07:07.000]  事實卻是神拯救的機會
[00:07:07.000 --> 00:07:11.000]  因為我們從第27節看到
[00:07:11.000 --> 00:07:14.000]  神應許耶路撒冷必因公義得到救贖
[00:07:14.000 --> 00:07:17.000]  在文約的條款裡
[00:07:17.000 --> 00:07:21.000]  百姓必須悔改回轉歸向神的公義
[00:07:21.000 --> 00:07:24.000]  才能被贖回
[00:07:24.000 --> 00:07:26.000]  才能被救贖
[00:07:26.000 --> 00:07:29.000]  如果百姓仍然執迷不悔
[00:07:29.000 --> 00:07:31.000]  選擇背叛神
[00:07:31.000 --> 00:07:34.000]  結果就會和犯罪的人一樣
[00:07:34.000 --> 00:07:37.000]  被折斷、滅亡
[00:07:37.000 --> 00:07:41.000]  至於那些拜迦南偶像的人
[00:07:41.000 --> 00:07:45.000]  他們想得到生殖曆的祝福
[00:07:45.000 --> 00:07:49.000]  但神就利用大樹、枯乾
[00:07:49.000 --> 00:07:52.000]  原子又沒有水去硝灌
[00:07:52.000 --> 00:07:56.000]  令他們膜拜的對象變得毫無生命力
[00:07:56.000 --> 00:07:59.000]  令他們無地自容
[00:07:59.000 --> 00:08:03.000]  而帶頭作惡的有權有勢的人又如何呢?
[00:08:03.000 --> 00:08:06.000]  善治在31節宣告
[00:08:06.000 --> 00:08:09.000]  他們就像麻水一樣
[00:08:09.000 --> 00:08:12.000]  一燒就積著
[00:08:12.000 --> 00:08:16.000]  而他們的工作就像火花和煙花一樣
[00:08:16.000 --> 00:08:18.000]  很短暫
[00:08:18.000 --> 00:08:20.000]  一同都會被焚燒
[00:08:20.000 --> 00:08:24.000]  燒到沒有人可以搶救
[00:08:24.000 --> 00:08:25.000]  弟兄姊妹
[00:08:25.000 --> 00:08:28.000]  當我們看到社會的不公義
[00:08:28.000 --> 00:08:30.000]  不公平的事件的時候
[00:08:30.000 --> 00:08:33.000]  我們會否當看不到呢?
[00:08:33.000 --> 00:08:37.000]  還是我們願意回應神對孤兒寡婦
[00:08:37.000 --> 00:08:42.000]  社會弱勢社群的人而伸出援手呢?
[00:08:42.000 --> 00:08:45.000]  在長沙灣有一個聾啞人士美華
[00:08:45.000 --> 00:08:48.000]  在2017年喪父的時候發現
[00:08:48.000 --> 00:08:51.000]  爸爸早年買下的單位
[00:08:51.000 --> 00:08:55.000]  竟然轉名給了一個大廈的保安員
[00:08:55.000 --> 00:08:58.000]  對方將他趕走出家門
[00:08:58.000 --> 00:09:01.000]  令美華每天只拿著他的家當
[00:09:01.000 --> 00:09:04.000]  在家門外露宿
[00:09:04.000 --> 00:09:07.000]  事件早前經過傳媒
[00:09:07.000 --> 00:09:11.000]  大事宣佈之後引起很大的迴響
[00:09:11.000 --> 00:09:14.000]  社工和法援處都聯絡了美華
[00:09:14.000 --> 00:09:19.000]  願意協助處理有關追討業權的法律問題
[00:09:19.000 --> 00:09:24.000]  最近我們得知美華獲得了恩恤的安置
[00:09:24.000 --> 00:09:28.000]  在園區內可以分配一個單位
[00:09:28.000 --> 00:09:31.000]  美華很感謝各界的幫忙
[00:09:31.000 --> 00:09:33.000]  為她爭取公義
[00:09:33.000 --> 00:09:37.000]  現在的情況已經平復了很多
[00:09:37.000 --> 00:09:40.000]  我想跟弟兄姊妹說
[00:09:40.000 --> 00:09:44.000]  我們要明白一個合乎神心意的城市
[00:09:44.000 --> 00:09:47.000]  不是取決於它是否繁華盛世
[00:09:47.000 --> 00:09:51.000]  而是取決於它有沒有執行神的公義
[00:09:51.000 --> 00:09:54.000]  特別對於弱勢的社群
[00:09:54.000 --> 00:09:57.000]  他們很需要我們伸出援手
[00:09:57.000 --> 00:09:59.000]  為他們主持公道
[00:09:59.000 --> 00:10:02.000]  只是猶太和耶路撒冷的表現
[00:10:02.000 --> 00:10:05.000]  實在令人很失望
[00:10:05.000 --> 00:10:09.000]  他們藐視神的立約的關係
[00:10:09.000 --> 00:10:11.000]  我們一起看看
[00:10:11.000 --> 00:10:14.000]  神如何公開宣佈他們的惡行
[00:10:14.000 --> 00:10:19.000]  「天啊耀庭,地啊則以耳聽,
[00:10:19.000 --> 00:10:23.000]  因為耶路撒冷說,我養育兒女,將他們養大,
[00:10:23.000 --> 00:10:27.000]  他們竟叛逆我,
[00:10:27.000 --> 00:10:31.000]  偶認識主人,奴認識主人的曹,
[00:10:31.000 --> 00:10:35.000]  以色列卻不認識,我的民卻不留耳。」
[00:10:35.000 --> 00:10:39.000]  這個呼籲和《生命記》的32章一樣
[00:10:39.000 --> 00:10:42.000]  是帶有盟約性的言語
[00:10:42.000 --> 00:10:47.000]  神命令天和地要和他做見證
[00:10:47.000 --> 00:10:49.000]  要聽他說
[00:10:49.000 --> 00:10:53.000]  因為神要向這些作為神子民的
[00:10:53.000 --> 00:10:58.000]  以色列的聖民提出檢控和控訴
[00:10:58.000 --> 00:11:03.000]  他們背棄了摩西在西乃山和神立的約
[00:11:03.000 --> 00:11:05.000]  約當中的條件
[00:11:05.000 --> 00:11:09.000]  約他們遵守神的誡命就帶來祝福
[00:11:09.000 --> 00:11:14.000]  相反,他們違反神的命令就會帶來就坐
[00:11:14.000 --> 00:11:17.000]  立約的雙方是不能夠違約的
[00:11:17.000 --> 00:11:23.000]  但是以色列民竟然忘記了祝福他們的神
[00:11:23.000 --> 00:11:26.000]  這位神將他們養育成人
[00:11:26.000 --> 00:11:32.000]  作為兒女的不但沒有回報父母的養育之恩
[00:11:32.000 --> 00:11:37.000]  我們看看連牛奴都懂得信服他們的主人
[00:11:37.000 --> 00:11:44.000]  但是這群以色列人卻不欣賞神為他們所做的一切
[00:11:44.000 --> 00:11:50.000]  甚至他們覺得他們得到的祝福都是理所當然
[00:11:50.000 --> 00:11:52.000]  仁慈善芝在第四節就宣告了
[00:11:52.000 --> 00:11:58.000]  「禍災犯罪的國,他們由百姓兒女都無一倖免
[00:11:58.000 --> 00:12:02.000]  陷在罪孽當中真是無藥可救
[00:12:02.000 --> 00:12:04.000]  他們離開以色列的聖者
[00:12:04.000 --> 00:12:07.000]  藐視、侮辱和神所立的約
[00:12:07.000 --> 00:12:12.000]  違背了神揀選他們要成為聖潔子們的心意」
[00:12:12.000 --> 00:12:18.000]  以色列的背叛帶來神的審判
[00:12:18.000 --> 00:12:23.000]  實在是令人很傷痛、憂傷、難過
[00:12:23.000 --> 00:12:26.000]  我們都會問一個問題
[00:12:26.000 --> 00:12:32.000]  為何百姓屢次挨打、責罵仍然要背叛神呢?
[00:12:32.000 --> 00:12:37.000]  我們看看他們從頭到腳都沒有一塊好肉
[00:12:37.000 --> 00:12:40.000]  有青有乳,身傷舊傷都有
[00:12:40.000 --> 00:12:44.000]  而且他們還未埋口,也沒有被包紮
[00:12:44.000 --> 00:12:50.000]  甚至未曾查過藥膏的去醫治
[00:12:50.000 --> 00:12:56.000]  百姓無論在身體上、心靈上都已經病得奄奄一息
[00:12:56.000 --> 00:13:00.000]  卻仍然背叛神,冥頑不靈
[00:13:00.000 --> 00:13:07.000]  即使被管教,全身傷痕纍纍,仍然不知悔改
[00:13:07.000 --> 00:13:13.000]  既然以色列人都不願意按神的律法來治理國家
[00:13:13.000 --> 00:13:16.000]  亦都不想接受神的管教
[00:13:16.000 --> 00:13:19.000]  他們敗壞、摧毀神的律法
[00:13:19.000 --> 00:13:22.000]  神就將他們交給外邦人
[00:13:22.000 --> 00:13:24.000]  善治在第七至第八節
[00:13:24.000 --> 00:13:29.000]  說出一個猶大面對外邦敵人入侵的預言
[00:13:29.000 --> 00:13:33.000]  善治說:你們的地土已經荒涼
[00:13:33.000 --> 00:13:36.000]  你們的聖衣被火焚燒
[00:13:36.000 --> 00:13:40.000]  你們的田地在你們眼前為外邦人所侵吞
[00:13:40.000 --> 00:13:45.000]  既然被外邦人傾覆,就成為荒涼
[00:13:45.000 --> 00:13:49.000]  僅存石安城,好在葡萄園的草棚
[00:13:49.000 --> 00:13:54.000]  瓜田的茅屋,被圍困的城邑
[00:13:54.000 --> 00:13:58.000]  我想請姐妹們留意
[00:13:58.000 --> 00:14:01.000]  土地荒涼是一個咒咒
[00:14:01.000 --> 00:14:06.000]  只有神才可以令土地荒涼
[00:14:06.000 --> 00:14:09.000]  猶大的城邑被火焚燒
[00:14:09.000 --> 00:14:14.000]  田地各土眼白白,被外邦人侵吞佔據
[00:14:14.000 --> 00:14:16.000]  都成為荒涼
[00:14:16.000 --> 00:14:19.000]  只剩下石安城
[00:14:19.000 --> 00:14:21.000]  這件歷史事件
[00:14:21.000 --> 00:14:25.000]  有機會記載在以賽亞書的七章
[00:14:25.000 --> 00:14:28.000]  雅蘭與以色列聯手圍攻瓦哈斯王
[00:14:28.000 --> 00:14:32.000]  亦有可能在第36章所提到的
[00:14:32.000 --> 00:14:35.000]  西拿基納圍困耶路撒冷
[00:14:35.000 --> 00:14:39.000]  當然我們無法確定是哪個時期
[00:14:39.000 --> 00:14:41.000]  但重點是甚麼呢?
[00:14:41.000 --> 00:14:44.000]  就是當猶大離開耶和華
[00:14:44.000 --> 00:14:50.000]  在戰場上,他們母神的看顧和保護的悲慘結局
[00:14:50.000 --> 00:14:54.000]  經文更加提到只有石安僅存
[00:14:54.000 --> 00:14:59.000]  石安城原文是指石安的居民,女子
[00:14:59.000 --> 00:15:03.000]  面對外敵猛烈的攻擊和破壞
[00:15:03.000 --> 00:15:07.000]  耶路撒冷就好像葡萄園中的一座棚子
[00:15:07.000 --> 00:15:10.000]  好像瓜田裡的守望鳥
[00:15:10.000 --> 00:15:13.000]  好像被圍困的城鎮
[00:15:13.000 --> 00:15:19.000]  這三個比喻都說出耶路撒冷的孤單淒涼的光景
[00:15:19.000 --> 00:15:22.000]  在一個被圍困的孤城
[00:15:22.000 --> 00:15:24.000]  對於先知來說
[00:15:24.000 --> 00:15:27.000]  他看到耶路撒冷這樣的光景
[00:15:27.000 --> 00:15:29.000]  他會有甚麼感受呢?
[00:15:29.000 --> 00:15:34.000]  我們感不感受到先知的哀傷?
[00:15:34.000 --> 00:15:36.000]  但在第九節
[00:15:36.000 --> 00:15:38.000]  他卻有一線生機
[00:15:38.000 --> 00:15:40.000]  有逆轉的機會
[00:15:40.000 --> 00:15:44.000]  先知說若不是出於天君的主領統
[00:15:44.000 --> 00:15:47.000]  耶和華的憐憫和慈愛
[00:15:47.000 --> 00:15:50.000]  我們早就已經好像罪惡之城
[00:15:50.000 --> 00:15:53.000]  所多瑪,俄摩拉一樣
[00:15:53.000 --> 00:15:58.000]  在一夜之間就被殲滅
[00:15:58.000 --> 00:16:05.000]  但如今卻為神為他自己留下餘溫後裔
[00:16:05.000 --> 00:16:08.000]  給他們有一線生機
[00:16:08.000 --> 00:16:13.000]  自從香港在2019年社會事件發生後
[00:16:13.000 --> 00:16:18.000]  去年開始英國開放BNO誤介日
[00:16:18.000 --> 00:16:21.000]  澳洲加拿大都有避風港的計劃
[00:16:21.000 --> 00:16:27.000]  初步估計最少有32萬人在香港移居海外
[00:16:27.000 --> 00:16:31.000]  今次的移民潮有一種催逼感
[00:16:31.000 --> 00:16:35.000]  讓人覺得不能離開的感覺
[00:16:35.000 --> 00:16:37.000]  有人選擇離開
[00:16:37.000 --> 00:16:42.000]  因為為了子女能夠有一個自由開放的學習環境
[00:16:42.000 --> 00:16:48.000]  也有人說留在香港很害怕,很心痛
[00:16:48.000 --> 00:16:52.000]  也有人認為香港的產業結構單一
[00:16:52.000 --> 00:16:55.000]  年青人難以獲得理想的工作
[00:16:55.000 --> 00:17:02.000]  即使有高收入也不能付首期,買不起房子等等
[00:17:02.000 --> 00:17:05.000]  其實我想說
[00:17:05.000 --> 00:17:10.000]  香港不比耶路撒冷好得多
[00:17:10.000 --> 00:17:13.000]  我們也很需要有一個逆轉的機會
[00:17:13.000 --> 00:17:18.000]  去修補復和彼此之間破裂的關係
[00:17:18.000 --> 00:17:23.000]  經文提醒我們,我們唯一的出路是在神那裡
[00:17:23.000 --> 00:17:26.000]  我們的出路是從神而來的
[00:17:26.000 --> 00:17:31.000]  我們很需要被神重建復興
[00:17:31.000 --> 00:17:34.000]  無論我們身處在香港也好
[00:17:34.000 --> 00:17:37.000]  英國、澳洲、加拿大也好
[00:17:37.000 --> 00:17:40.000]  我們也很需要神的憐憫
[00:17:40.000 --> 00:17:44.000]  幫助我們重建我們的生命
[00:17:44.000 --> 00:17:48.000]  我們願不願意放下我們的自我
[00:17:48.000 --> 00:17:52.000]  接納政見不一樣的弟兄姊妹
[00:17:52.000 --> 00:17:54.000]  聽聽他們的心聲
[00:17:54.000 --> 00:17:56.000]  學習多點體諒
[00:17:56.000 --> 00:17:59.000]  了解他們的擔心和憂慮
[00:17:59.000 --> 00:18:02.000]  不作胡亂的批評
[00:18:02.000 --> 00:18:05.000]  包容受傷的弟兄姊妹
[00:18:05.000 --> 00:18:07.000]  以真誠對待他們
[00:18:07.000 --> 00:18:12.000]  修補破裂的關係
[00:18:12.000 --> 00:18:16.000]  神一次又一次給機會由大悔改回轉
[00:18:16.000 --> 00:18:20.000]  表明祂是一個守約斯慈愛的神
[00:18:20.000 --> 00:18:24.000]  也顯示出神豐富的恩典
[00:18:24.000 --> 00:18:27.000]  長久的忍耐
[00:18:27.000 --> 00:18:31.000]  但是百姓是否願意聽呢?
[00:18:31.000 --> 00:18:33.000]  先至在第十節
[00:18:33.000 --> 00:18:36.000]  警界被稱為「所多瑪」的官長
[00:18:36.000 --> 00:18:38.000]  「阿摩拉」的百姓
[00:18:38.000 --> 00:18:41.000]  命令他們要聽,要質疑聽
[00:18:41.000 --> 00:18:44.000]  我們神的憤悔教導
[00:18:44.000 --> 00:18:47.000]  也說要宣告你們邪惡的行為
[00:18:47.000 --> 00:18:50.000]  你們敗位的道德水平
[00:18:50.000 --> 00:18:53.000]  和這兩個城無異
[00:18:53.000 --> 00:18:56.000]  都是這麼邪惡
[00:18:56.000 --> 00:18:59.000]  神在第十一至十五節
[00:18:59.000 --> 00:19:03.000]  譴責百姓在信仰上三個敗位的行為
[00:19:03.000 --> 00:19:05.000]  一個比一個
[00:19:05.000 --> 00:19:07.000]  令神厭惡
[00:19:07.000 --> 00:19:11.000]  根本上說不上是神聖潔子民
[00:19:11.000 --> 00:19:15.000]  首先他們在憲制上得罪神
[00:19:15.000 --> 00:19:19.000]  「你們所獻許多的祭物與我何益呢?
[00:19:19.000 --> 00:19:23.000]  公綿羊的繁祭,肥竹的油脂
[00:19:23.000 --> 00:19:24.000]  我已經夠了
[00:19:24.000 --> 00:19:27.000]  公牛的血,羊羔的血
[00:19:27.000 --> 00:19:30.000]  公山羊的血,我都不起血
[00:19:30.000 --> 00:19:33.000]  向品是我憎惡的
[00:19:33.000 --> 00:19:35.000]  你們內肆見我
[00:19:35.000 --> 00:19:37.000]  誰向你們討這些
[00:19:37.000 --> 00:19:41.000]  使你們踐踏我的婉語呢?
[00:19:41.000 --> 00:19:44.000]  你們不要再獻虛浮的貢物
[00:19:44.000 --> 00:19:48.000]  向品是我憎惡的」
[00:19:48.000 --> 00:19:50.000]  神則問他們
[00:19:50.000 --> 00:19:54.000]  「難道你們以為我喜歡你們獻的祭物嗎?
[00:19:54.000 --> 00:19:55.000]  你們知不知道
[00:19:55.000 --> 00:19:58.000]  這些公牛羔羊的血
[00:19:58.000 --> 00:20:00.000]  代表什麼意思?
[00:20:00.000 --> 00:20:02.000]  是說明憲制時
[00:20:02.000 --> 00:20:07.000]  以血作為潔淨祭壇和聖所的用
[00:20:07.000 --> 00:20:10.000]  代表贖罪和潔淨
[00:20:10.000 --> 00:20:17.000]  但作為領袖卻沒有帶領百姓來敬拜神
[00:20:17.000 --> 00:20:23.000]  相反,他們卻利用這些憲制外表的禮儀
[00:20:23.000 --> 00:20:27.000]  來為他們的罪行圖謀脫罪
[00:20:27.000 --> 00:20:31.000]  在撒姆爾基上十五章提醒我們
[00:20:31.000 --> 00:20:34.000]  耶和華喜悅繁祭和平安祭
[00:20:34.000 --> 00:20:37.000]  喜如喜悅人聽從他的話
[00:20:37.000 --> 00:20:40.000]  「聽命聖於憲制
[00:20:40.000 --> 00:20:44.000]  信從聖於公羊的自由」
[00:20:44.000 --> 00:20:49.000]  事實上,若果人沒有用心靈和誠實來敬拜神
[00:20:49.000 --> 00:20:54.000]  這些祭物和香品根本就沒有意義
[00:20:54.000 --> 00:21:00.000]  因為祭物不能代替人對神的忠誠和信服的心
[00:21:00.000 --> 00:21:06.000]  神又怎會喜悅那些人裡外不一致的憲制呢?
[00:21:06.000 --> 00:21:09.000]  所有來到聖殿朝見神的人
[00:21:09.000 --> 00:21:12.000]  都應該是守潔心清
[00:21:12.000 --> 00:21:17.000]  行事公義,願意反思和悔改的人
[00:21:17.000 --> 00:21:22.000]  百姓不能犯罪,有憲制物來討好神
[00:21:22.000 --> 00:21:24.000]  當作贖罪祭
[00:21:24.000 --> 00:21:28.000]  這樣的憲制是一種踐踏聖殿的行為
[00:21:28.000 --> 00:21:32.000]  是神所憎惡,不能容忍的事
[00:21:33.000 --> 00:21:37.000]  不能容忍的事陸續有來,弟兄姊妹
[00:21:37.000 --> 00:21:40.000]  就在他們虛假敬虔的行為上
[00:21:40.000 --> 00:21:44.000]  神說「月索和安息日並宣召的大會
[00:21:44.000 --> 00:21:46.000]  也是我所憎惡的
[00:21:46.000 --> 00:21:50.000]  作罪孽有首嚴肅會,我也不能容忍
[00:21:50.000 --> 00:21:54.000]  你們的月索和節期,我心裡恨惡
[00:21:54.000 --> 00:21:59.000]  我都以為麻煩,我擔當便不來煩
[00:21:59.000 --> 00:22:02.000]  你們舉手禱告,我必遮眼不看
[00:22:02.000 --> 00:22:05.000]  就使你們多多地祈禱
[00:22:05.000 --> 00:22:11.000]  我也不停,你們的手都是滿了殺人的血」
[00:22:11.000 --> 00:22:14.000]  我不知道弟兄姊妹有沒有留意
[00:22:14.000 --> 00:22:16.000]  剛才我讀出的經文裡
[00:22:16.000 --> 00:22:22.000]  已經有三次提到神憎惡、恨惡的字眼
[00:22:22.000 --> 00:22:24.000]  我們就會明白
[00:22:24.000 --> 00:22:28.000]  他們的惡行令到神不能再容忍
[00:22:28.000 --> 00:22:34.000]  不能再等待,去到一個極限
[00:22:34.000 --> 00:22:37.000]  但他們還是不知道悔改
[00:22:37.000 --> 00:22:40.000]  神不要這些假無為善的行為
[00:22:40.000 --> 00:22:44.000]  不要以為他們的手節期或聖會
[00:22:44.000 --> 00:22:47.000]  就可以滿足神聖傑的要求
[00:22:47.000 --> 00:22:51.000]  他們就不需要再悔改離開罪
[00:22:51.000 --> 00:22:55.000]  原來當人不離開罪惡的時候
[00:22:55.000 --> 00:23:00.000]  所有一切的禱告,神都會遮眼掩面不看
[00:23:00.000 --> 00:23:03.000]  也不會聽他們多多的禱告
[00:23:03.000 --> 00:23:07.000]  因為當他們舉起手張開手
[00:23:07.000 --> 00:23:15.000]  神只看到他們滿手殺人鮮血的暴行
[00:23:15.000 --> 00:23:17.000]  這樣說起來
[00:23:17.000 --> 00:23:23.000]  以色列的敗壞是不是真的無藥可救呢?
[00:23:23.000 --> 00:23:26.000]  是不是真的無藥可救呢?
[00:23:26.000 --> 00:23:30.000]  每當神宣佈耶路撒冷的罪惡的時候
[00:23:30.000 --> 00:23:34.000]  也是神彰顯祂公平公義的憐憫
[00:23:34.000 --> 00:23:38.000]  目的就是要帶出救贖和拯救
