
[00:00:00.000 --> 00:00:03.660]  香港在過去這幾年裡
[00:01:29.140 --> 00:01:33.180]  鵝窩的戰爭亦都令到世界裡
[00:01:33.180 --> 00:01:36.060]  有很多人都有擔心
[00:01:36.060 --> 00:01:40.540]  鵝窩的戰爭亦都令到世界裡的糧食
[00:01:40.540 --> 00:01:44.140]  現有都出現了緊張
[00:01:44.140 --> 00:01:45.940]  通脹的問題
[00:01:45.940 --> 00:01:47.940]  我不知道大家有沒有發現
[00:01:47.940 --> 00:01:50.980]  現在我們去買東西買菜
[00:01:50.980 --> 00:01:56.340]  特別發現東西都貴了很多
[00:01:56.340 --> 00:01:57.380]  是的,很多
[00:01:57.380 --> 00:01:59.780]  特別是很多基層的市民
[00:01:59.780 --> 00:02:03.140]  在通脹的情況下
[00:02:03.140 --> 00:02:05.220]  生活是更加艱難的
[00:02:05.220 --> 00:02:08.900]  其實我們都好像面對一連串很多的問題
[00:02:08.900 --> 00:02:11.700]  都好像沒完沒了一樣
[00:02:11.700 --> 00:02:14.740]  很容易會令到我們人會感覺到
[00:02:14.740 --> 00:02:16.220]  會有沮喪
[00:02:16.220 --> 00:02:17.580]  可能很無力
[00:02:17.580 --> 00:02:20.660]  甚至是很無助的感覺
[00:02:20.660 --> 00:02:23.180]  我早前在網上的新聞裏面
[00:02:23.180 --> 00:02:24.860]  看到有一則新聞
[00:02:24.860 --> 00:02:28.380]  關於有一位很年輕的香港女孩
[00:02:28.380 --> 00:02:31.940]  她早前也移居了外地去生活
[00:02:31.940 --> 00:02:36.300]  但是因為她都很擔心在當地的收入
[00:02:36.300 --> 00:02:39.020]  亦都沒有香港可能是這麼多
[00:02:39.020 --> 00:02:42.740]  所以她生活裏面都有很多的擔心
[00:02:42.740 --> 00:02:47.140]  她覺得很難在外國裏面去維持她的生活
[00:02:47.140 --> 00:02:51.980]  加上當時她自己租住的單位亦都不是這麼理想
[00:02:51.980 --> 00:02:57.580]  所以這個女孩的情緒都出現了一些問題
[00:02:57.580 --> 00:02:59.420]  一時之間想不通
[00:02:59.420 --> 00:03:01.740]  她選擇了去自殺
[00:03:01.740 --> 00:03:04.580]  實在是一件很可惜的事
[00:03:04.580 --> 00:03:07.580]  當我們將我們的眼目
[00:03:07.580 --> 00:03:12.380]  去專注在這些很多很不如意的事情上
[00:03:12.380 --> 00:03:16.700]  其實都會令到我們人會產生很多的恐懼
[00:03:16.700 --> 00:03:18.260]  很多的不安
[00:03:18.260 --> 00:03:23.540]  甚至可能我們會對前路都失去了很多的盼望
[00:03:23.540 --> 00:03:27.540]  今天很想透過《以西傑書》第38章
[00:03:27.540 --> 00:03:30.420]  成為我們一個的激勵
[00:03:30.420 --> 00:03:32.780]  和成為我們一個的提醒
[00:03:32.780 --> 00:03:35.380]  我想邀請大家一起去讀
[00:03:35.380 --> 00:03:38.620]  38章1到9節的經文
[00:03:38.620 --> 00:03:39.740]  好不好?
[00:03:39.740 --> 00:03:41.420]  我們一起開始吧
[00:03:41.420 --> 00:03:44.420]  「夜和華的話臨到我說」
[00:03:44.420 --> 00:03:49.060]  「人子啊,你要面向馬國地的哥格」
[00:03:49.060 --> 00:03:52.540]  「就是米切和土巴的大王」
[00:03:52.540 --> 00:03:54.540]  「向他說預言」
[00:03:54.540 --> 00:03:57.980]  「你要說:主耶和華如此說」
[00:03:57.980 --> 00:04:01.380]  「米切和土巴的大王哥格」
[00:04:01.380 --> 00:04:04.060]  「看啊,我與你為敵」
[00:04:04.060 --> 00:04:06.580]  「我要把你調轉過來」
[00:04:06.580 --> 00:04:09.740]  「用鉤子鉤住你的腮甲」
[00:04:09.740 --> 00:04:15.060]  「把你和你的軍兵、馬匹、騎兵都帶走」
[00:04:15.060 --> 00:04:17.780]  「他們全都披掛整齊」
[00:04:17.780 --> 00:04:19.540]  「成為大軍」
[00:04:19.540 --> 00:04:21.780]  「佩戴大小盾牌」
[00:04:21.780 --> 00:04:23.980]  「各人拿著刀劍」
[00:04:23.980 --> 00:04:28.660]  「他們當中有波斯人、古實人和忽人」
[00:04:28.660 --> 00:04:31.700]  「都帶著盾牌和頭盔」
[00:04:31.700 --> 00:04:34.900]  「還有哥滅人和他的軍隊」
[00:04:34.900 --> 00:04:39.300]  「不放極遠的陀加馬族和他的軍隊」
[00:04:39.300 --> 00:04:42.700]  「這許多民族都跟著你」
[00:04:42.700 --> 00:04:47.700]  「你和聚集到你那裡的軍隊都要預備」
[00:04:47.700 --> 00:04:49.140]  「預備妥當」
[00:04:49.140 --> 00:04:51.860]  「你要作他們的守衛」
[00:04:51.860 --> 00:04:53.100]  「過了多日」
[00:04:53.100 --> 00:04:55.100]  「你必被差派」
[00:04:55.100 --> 00:04:56.700]  「到末後之年」
[00:04:56.700 --> 00:04:59.820]  「你要來到那脫離刀劍」
[00:04:59.820 --> 00:05:03.940]  「從列國召集回來的人所住之地」
[00:05:03.940 --> 00:05:08.060]  「來到以色列常久荒涼的山上」
[00:05:08.060 --> 00:05:11.460]  「他們都從列國之中被領出」
[00:05:11.460 --> 00:05:14.380]  「在那裡安然居住」
[00:05:14.380 --> 00:05:16.260]  「你和你的全軍」
[00:05:16.260 --> 00:05:20.660]  「並跟隨你的許多民族都要上來」
[00:05:20.660 --> 00:05:25.740]  「如暴風刮來如蜜雲遮蓋地面」
[00:05:25.740 --> 00:05:28.260]  很想開始的時候
[00:05:28.260 --> 00:05:32.420]  也和大家重溫一下《以色列傑書》的內容
[00:05:32.420 --> 00:05:37.060]  我們看看《以色列傑書》第一章到二十四章
[00:05:37.060 --> 00:05:40.380]  都是說到以西傑因為看到異象
[00:05:40.380 --> 00:05:44.140]  當時因為他被擄到巴比倫的地方
[00:05:44.140 --> 00:05:47.740]  神呼召他成為以色列的守望者
[00:05:47.740 --> 00:05:51.300]  亦都是預言耶路撒冷會被攻陷
[00:05:51.300 --> 00:05:54.780]  和會受到審判的異象
[00:05:54.780 --> 00:05:57.060]  在二十五章到三十二章
[00:05:57.060 --> 00:06:00.300]  亦都是預言列國會受到審判
[00:06:00.300 --> 00:06:03.020]  包括有阿曼、摩格、以東、
[00:06:03.020 --> 00:06:07.100]  菲利士、推羅、西頓和埃及
[00:06:07.100 --> 00:06:09.860]  三十三章到四十八章亦都是預言
[00:06:09.860 --> 00:06:14.260]  以色列和聖殿的復興的盼望
[00:06:14.260 --> 00:06:18.020]  今天我們主要是看三十八章
[00:06:18.020 --> 00:06:20.900]  但是在三十八和三十九章
[00:06:20.900 --> 00:06:25.380]  這兩章都是預言到將來在末世的時候
[00:06:25.380 --> 00:06:27.620]  會有一場很大的真戰
[00:06:27.620 --> 00:06:32.260]  就是神要徹底消滅哥格
[00:06:32.260 --> 00:06:36.100]  去年這個俄烏的真戰裏面
[00:06:36.100 --> 00:06:40.380]  其實都觸動了很多人去談論
[00:06:40.380 --> 00:06:42.260]  究竟這一場的真戰
[00:06:42.260 --> 00:06:46.100]  會不會去引發第三次的世界大戰
[00:06:46.100 --> 00:06:47.860]  而這一場的真戰
[00:06:47.860 --> 00:06:53.620]  是否和以西傑書末日那場的真戰有關係呢?
[00:06:53.620 --> 00:06:56.020]  其實在不同的時期裏面
[00:06:56.020 --> 00:06:58.460]  都有不同的人去猜測
[00:06:58.460 --> 00:07:01.580]  究竟哥格究竟是哪一個
[00:07:01.580 --> 00:07:07.740]  有些學者會認為哥格會不會是波斯王居老時呢?
[00:07:07.740 --> 00:07:11.660]  或者會不會是希臘的亞歷山大帝呢?
[00:07:11.660 --> 00:07:14.580]  近來都比較多人去談論的
[00:07:14.580 --> 00:07:19.140]  就是說哥格是指的是俄羅斯人
[00:07:19.140 --> 00:07:24.340]  但是這些都得不到在經文裏面上下文的支持
[00:07:24.340 --> 00:07:26.820]  亦都是根本沒有這樣的根據
[00:07:26.820 --> 00:07:29.700]  但是最有共識的就是
[00:07:29.700 --> 00:07:32.860]  哥格就是代表在末世出現
[00:07:32.860 --> 00:07:36.900]  地上敵對神一個最大的勢力
[00:07:36.900 --> 00:07:38.500]  我們去看看
[00:07:38.500 --> 00:07:43.060]  究竟這一股敵對的勢力是從哪裏來的呢?
[00:07:43.060 --> 00:07:45.540]  經文的一開始裏面
[00:07:45.540 --> 00:07:49.940]  神就有說話去臨到先知以西傑的身上
[00:07:49.940 --> 00:07:54.060]  要他將這些預言告訴哥格
[00:07:54.060 --> 00:07:57.180]  究竟這些預言在說些甚麼呢?
[00:07:57.180 --> 00:07:59.740]  在第三節的經文裏面
[00:07:59.740 --> 00:08:01.380]  主耶護說如此說
[00:08:01.380 --> 00:08:04.060]  他說「我與你為敵」
[00:08:04.060 --> 00:08:05.140]  即是說甚麼呢?
[00:08:05.140 --> 00:08:07.940]  神要與哥格為敵
[00:08:07.940 --> 00:08:10.100]  哥格是誰呢?
[00:08:10.100 --> 00:08:15.620]  在經文裏面提到哥格就是米切和土巴的王
[00:08:15.620 --> 00:08:22.300]  米切大約在今日土耳其呂忽加這個地方
[00:08:22.300 --> 00:08:24.700]  土巴也是在附近的
[00:08:24.700 --> 00:08:27.540]  而在第五節和第六節的經文裏面
[00:08:27.540 --> 00:08:32.420]  亦顯示在聯軍裏面提及有波斯人
[00:08:32.420 --> 00:08:35.020]  波斯人即是今日的伊朗
[00:08:35.020 --> 00:08:38.260]  古實人就是埃塞俄比亞
[00:08:38.260 --> 00:08:42.060]  和忽人即利比亞人
[00:08:42.060 --> 00:08:47.820]  另外還有戈滅人和陀加勒馬族的人
[00:08:47.820 --> 00:08:50.540]  大家看圖片裏面
[00:08:50.540 --> 00:08:55.060]  你會看到以色列的地方在中間的位置
[00:08:55.060 --> 00:08:58.740]  但那七個國家和民族
[00:08:58.740 --> 00:09:02.820]  就是包圍在以色列的中間裏面
[00:09:02.820 --> 00:09:06.900]  所以你會看到哥格的聯軍
[00:09:06.900 --> 00:09:09.340]  都是一支非常強大
[00:09:09.340 --> 00:09:14.180]  和很多軍兵的一隊軍隊
[00:09:14.180 --> 00:09:17.020]  他們的數量是極其多
[00:09:17.020 --> 00:09:19.220]  在經文裏面亦提到
[00:09:19.220 --> 00:09:23.580]  他們被形容就像暴風刮過來
[00:09:23.580 --> 00:09:26.660]  亦都好像蜜雲遮蓋地面
[00:09:26.660 --> 00:09:30.740]  可想而知人數是非常之多
[00:09:30.740 --> 00:09:34.220]  他們的軍隊亦都非常齊備
[00:09:34.220 --> 00:09:36.020]  在經文裏面亦都提到
[00:09:36.020 --> 00:09:37.540]  他們的軍事武器
[00:09:37.540 --> 00:09:40.780]  亦都包括了大小的盾牌
[00:09:40.780 --> 00:09:44.140]  有刀劍、有馬匹、有騎兵
[00:09:44.140 --> 00:09:46.380]  有盾牌和有頭盔
[00:09:46.380 --> 00:09:50.340]  一共亦都提到有七種武器
[00:09:50.340 --> 00:09:51.900]  在《聖經》裏面很多時候
[00:09:51.900 --> 00:09:56.180]  用「七」字亦都代表一個完全的意思
[00:09:56.180 --> 00:09:57.380]  我們就會問
[00:09:57.380 --> 00:10:01.300]  為何神要和哥格為敵呢?
[00:10:01.300 --> 00:10:04.500]  究竟哥格做了甚麼
[00:10:04.500 --> 00:10:06.740]  神是要對付他呢?
[00:10:06.740 --> 00:10:10.460]  我們一起去看經文裏面第十至十二節
[00:10:10.460 --> 00:10:12.100]  我們一起讀
[00:10:12.100 --> 00:10:14.340]  「主耶護說如此說
[00:10:14.340 --> 00:10:17.620]  那時你的心必起而憐
[00:10:17.620 --> 00:10:19.700]  圖謀惡計說
[00:10:19.700 --> 00:10:22.900]  我要上那無牆的鄉村之地
[00:10:22.900 --> 00:10:25.620]  到那安靜的居民那裏
[00:10:25.620 --> 00:10:28.420]  他們無牆、無門、無閘
[00:10:28.420 --> 00:10:30.100]  安然居住
[00:10:30.100 --> 00:10:33.580]  我去那裏要搶財為老物
[00:10:33.580 --> 00:10:35.700]  奪貨為略物
[00:10:35.700 --> 00:10:38.740]  反手攻擊那從前荒涼
[00:10:38.740 --> 00:10:41.180]  現在有人居住之地
[00:10:41.180 --> 00:10:44.700]  又攻擊那從列國朝聚出來
[00:10:44.700 --> 00:10:47.260]  得了新足財貨
[00:10:47.260 --> 00:10:50.820]  住在地的高處的百姓」
[00:10:50.820 --> 00:10:52.900]  原來在這裏我們可以看到
[00:10:52.900 --> 00:10:58.260]  哥格要集結了四方八面的國家和民族
[00:10:58.260 --> 00:11:02.900]  一起密謀攻打以色列
[00:11:02.900 --> 00:11:06.180]  在經文裏面的第十二節裏面
[00:11:06.180 --> 00:11:11.780]  你會看到一些字眼特別突出
[00:11:11.780 --> 00:11:17.420]  提到搶財物、奪取貨物
[00:11:17.420 --> 00:11:20.460]  和攻擊這些字眼出現
[00:11:20.460 --> 00:11:25.460]  所以我們可以看到哥格很擅長搶奪
[00:11:25.460 --> 00:11:28.420]  和攻擊別國
[00:11:28.420 --> 00:11:33.420]  而他發動攻擊都是源於他的貪念
[00:11:33.420 --> 00:11:35.100]  因為經文裏面提到
[00:11:35.100 --> 00:11:38.660]  他就說「我要,我要,我想得到一些東西」
[00:11:38.660 --> 00:11:44.140]  他看中了以色列有很多財物和生畜
[00:11:44.140 --> 00:11:47.700]  面對一個如此強大的軍隊
[00:11:47.700 --> 00:11:52.820]  我們要看看以色列又如何面對
[00:11:52.820 --> 00:11:56.700]  自從猶太人被擄之後
[00:11:56.700 --> 00:12:01.380]  其實以色列國的土地也變得荒廢
[00:12:01.380 --> 00:12:04.340]  長年累月也很荒涼
[00:12:04.340 --> 00:12:06.700]  因為沒有人居住
[00:12:06.700 --> 00:12:13.100]  但神也允許將他們從列國招聚回來
[00:12:13.100 --> 00:12:17.540]  回歸他們自己的國土重建家園
[00:12:17.540 --> 00:12:23.620]  在經文裏面提到他們當時的生活已經很安定
[00:12:23.620 --> 00:12:27.980]  經文裏面第十節和第十三節都提到
[00:12:27.980 --> 00:12:33.460]  他們這個地方是一個無牆的鄉村之地
[00:12:33.460 --> 00:12:34.940]  裏面是怎樣呢?
[00:12:34.940 --> 00:12:38.660]  他提到是無牆無門和無閘
[00:12:38.660 --> 00:12:44.340]  似乎沒有任何防衛意識
[00:12:44.340 --> 00:12:49.740]  而當地人民的生活也是很安然地居住
[00:12:49.740 --> 00:12:53.740]  安然其實也可以解作很安全
[00:12:53.740 --> 00:12:56.100]  很有信心的意思
[00:12:56.100 --> 00:12:59.820]  就算住在一個無牆無門無閘
[00:12:59.820 --> 00:13:03.980]  他們也是很安全和有信心地
[00:13:03.980 --> 00:13:07.740]  居住在神所給予他們的應許之地
[00:13:07.740 --> 00:13:13.540]  所以他們不會覺得需要有建築裏面有這些城牆
[00:13:13.540 --> 00:13:16.460]  我們感覺到以色列民好像
[00:13:16.460 --> 00:13:22.100]  活在一個與世無爭的生活狀態裏面
[00:13:22.100 --> 00:13:27.620]  相信以色列民回歸他們國土一段日子之後
[00:13:27.620 --> 00:13:31.260]  他們的生活得到一個很大的改善
[00:13:31.260 --> 00:13:36.380]  並且他們擁有很多的生畜和很多的財物
[00:13:36.380 --> 00:13:38.180]  如果不是的話
[00:13:38.180 --> 00:13:41.580]  哥格也不會看中這個地方
[00:13:41.580 --> 00:13:47.100]  也不會打算集結這麼多的國家和軍事力量
[00:13:47.100 --> 00:13:51.900]  去攻擊和搶奪以色列人的財產
[00:13:51.900 --> 00:13:53.580]  所以我們看到
[00:13:53.580 --> 00:13:58.740]  哥格的野心是非常不簡單的
[00:13:58.740 --> 00:14:03.980]  明知以色列民當時是住在一個毫無防衛之下
[00:14:03.980 --> 00:14:09.420]  仍然在攻擊當地的一些居民
[00:14:09.420 --> 00:14:14.620]  我們看到他的惡行實在是不可以去原諒
[00:14:14.620 --> 00:14:18.060]  哥格最大的問題就是貪
[00:14:18.060 --> 00:14:21.780]  為了要達到自己的利益
[00:14:21.780 --> 00:14:25.620]  他也可以罔顧別人不利
[00:14:25.620 --> 00:14:29.340]  我早前看到一個電視有一個報道
[00:14:29.340 --> 00:14:31.460]  有關有一個婆婆
[00:14:31.460 --> 00:14:34.460]  她舉報她自己兒子的罪行
[00:14:34.460 --> 00:14:38.500]  我不知道大家有沒有看過這段消息
[00:14:38.500 --> 00:14:45.220]  話說這個媽媽早前入了醫院
[00:14:45.220 --> 00:14:48.900]  但後來她康復了就打算出院
[00:14:48.900 --> 00:14:54.420]  正常家人康復後當然會回家
[00:14:54.420 --> 00:14:59.220]  但當時她有一個兒子跟她說
[00:14:59.220 --> 00:15:01.340]  「你回家沒有人照顧你」
[00:15:01.340 --> 00:15:05.500]  「還是住在護老院會比較好」
[00:15:05.500 --> 00:15:08.180]  當時其實媽媽很想回家
[00:15:08.180 --> 00:15:10.980]  但兒子既然堅持
[00:15:10.980 --> 00:15:14.500]  只好繼續住在護老院裏
[00:15:14.500 --> 00:15:19.620]  但婆婆住下去後發現護老院有很多不妥的地方
[00:15:19.620 --> 00:15:22.340]  所以又要求很想回家
[00:15:22.340 --> 00:15:27.220]  但兒子又串通其他人假扮
[00:15:27.220 --> 00:15:31.300]  「你的身體仍然不太理想」
[00:15:31.300 --> 00:15:34.100]  「不如繼續留在護老院裏」
[00:15:34.100 --> 00:15:37.060]  但媽媽覺得真是心感不妙
[00:15:37.060 --> 00:15:39.500]  於是找了個大兒子幫她
[00:15:39.500 --> 00:15:44.260]  能夠離開護老院回家
[00:15:44.260 --> 00:15:48.540]  後來發現媽媽不在家的日子
[00:15:48.540 --> 00:15:55.980]  兒子在家裏將媽媽家裏有百多萬現金偷走
[00:15:55.980 --> 00:16:01.820]  並且將媽媽聯名戶口的錢也轉走
[00:16:01.820 --> 00:16:06.180]  我們看到當人的貪念出來的時候
[00:16:06.180 --> 00:16:09.220]  人可以用不擇手段
[00:16:09.220 --> 00:16:12.580]  去得到自己想要的東西時
[00:16:12.580 --> 00:16:19.700]  甚至連媽媽的棺材本
[00:16:19.700 --> 00:16:22.380]  都可以拿走的時候
[00:16:22.380 --> 00:16:26.180]  我們會看到他連親情都不顧
[00:16:26.180 --> 00:16:31.860]  所以看到人的貪念其實非常可怕
[00:16:31.860 --> 00:16:36.860]  哥格也以為自己擁有很強大的實力
[00:16:36.860 --> 00:16:41.180]  侵略這個毫無設防的國家
[00:16:41.180 --> 00:16:43.420]  一定是易如反掌
[00:16:43.420 --> 00:16:46.700]  雖然以色列沒有任何的防衛
[00:16:46.700 --> 00:16:49.780]  但哥格看不到一件事
[00:16:49.780 --> 00:16:55.860]  就是他背後有一位比他更強更大的神
[00:16:55.860 --> 00:16:59.980]  為以色列作為防衛
[00:16:59.980 --> 00:17:02.740]  神告訴以西傑知道
[00:17:02.740 --> 00:17:07.020]  將來在末後之年必定會有一個真戰
[00:17:07.020 --> 00:17:09.860]  就是神要與哥格為敵
[00:17:09.860 --> 00:17:11.740]  表面上看來
[00:17:11.740 --> 00:17:14.780]  哥格採取主動
[00:17:14.780 --> 00:17:20.500]  聯同其他聯軍一起攻擊以色列
[00:17:20.500 --> 00:17:23.780]  但實際上是否真的如此呢?
[00:17:23.780 --> 00:17:26.660]  從經文讓我們知道
[00:17:26.660 --> 00:17:31.060]  在這場真戰中究竟由誰主導
[00:17:31.060 --> 00:17:34.260]  我們一起看這幾節經文
[00:17:34.260 --> 00:17:41.780]  經文在第四節第八節十六和十七節裡
[00:17:41.780 --> 00:17:43.740]  說到在第四節說
[00:17:43.740 --> 00:17:45.820]  「我要把你調轉過來
[00:17:45.820 --> 00:17:48.780]  用鉤子鉤住你的腮甲」
[00:17:48.780 --> 00:17:50.740]  這裡的意思是說什麼呢?
[00:17:50.740 --> 00:17:54.980]  就是神如同鉤子一樣
[00:17:54.980 --> 00:17:56.700]  鉤住哥格
[00:17:56.700 --> 00:18:03.420]  表示神主動引領他出來攻擊以色列
[00:18:03.420 --> 00:18:05.540]  在第八節裡提到
[00:18:05.540 --> 00:18:08.540]  「你必被猜排
[00:18:08.540 --> 00:18:13.860]  在末後之年你要來到以色列這個地方」
[00:18:13.860 --> 00:18:16.260]  在十六節裡也提到
[00:18:16.260 --> 00:18:17.660]  「在末後的日子
[00:18:17.660 --> 00:18:22.620]  我必領你來攻擊我的子民和我的地」
[00:18:22.620 --> 00:18:27.260]  在最後十七節裡也提到
[00:18:27.260 --> 00:18:31.580]  「我必領你來攻擊以色列人」
[00:18:31.580 --> 00:18:33.420]  在這幾節經文裡
[00:18:33.420 --> 00:18:36.700]  也讓我們很清楚看到
[00:18:36.700 --> 00:18:43.340]  是神自己在掌管哥格去攻擊以色列
[00:18:43.340 --> 00:18:46.660]  神早已知道將來末後的日子
[00:18:46.660 --> 00:18:49.300]  必定要和哥格伸展
[00:18:49.300 --> 00:18:51.260]  神要告訴我們
[00:18:51.260 --> 00:18:53.460]  這些事情的發生
[00:18:53.460 --> 00:18:56.860]  都是在神的掌管裡
[00:18:56.860 --> 00:18:59.220]  而且神要和他為敵
[00:18:59.220 --> 00:19:02.580]  神絕對不會放過他的惡行
[00:19:02.580 --> 00:19:05.300]  因為他們竟然在神的地方
[00:19:05.300 --> 00:19:07.580]  攻擊他的子民
[00:19:07.580 --> 00:19:12.700]  並且搶掠他們的財物
[00:19:12.700 --> 00:19:18.420]  我們看到神連哥格入侵之前所有部署
[00:19:18.420 --> 00:19:21.220]  神都看得一清二楚
[00:19:21.220 --> 00:19:23.140]  其實沒有一個人的計劃
[00:19:23.140 --> 00:19:26.980]  是可以逃過神自己的眼目
[00:19:26.980 --> 00:19:29.020]  當我們受到別人
[00:19:29.020 --> 00:19:32.380]  可能一些傷害或者攻擊的時候
[00:19:32.380 --> 00:19:34.140]  我們會不會想過
[00:19:34.140 --> 00:19:38.500]  原來其實神都知道這些事情的一切
[00:19:38.500 --> 00:19:44.140]  如果在我們還未受苦或者受到傷害的時候
[00:19:44.140 --> 00:19:47.980]  神都已經知道敵人的計謀的時候
[00:19:47.980 --> 00:19:51.420]  我們會有什麼反應呢?
[00:19:51.420 --> 00:19:53.820]  我們會不會去相信
[00:19:53.820 --> 00:20:00.060]  神會看著我們呢?
[00:20:00.060 --> 00:20:06.660]  有一位爸爸有一天抱著一個看不到眼的失明女兒
[00:20:06.660 --> 00:20:10.940]  吃完飯之後她就在家外散步
[00:20:10.940 --> 00:20:16.780]  當時她有一個弟弟在街上遇到她
[00:20:16.780 --> 00:20:19.180]  就和她打了一個手勢
[00:20:19.180 --> 00:20:20.340]  就和她說
[00:20:20.340 --> 00:20:22.340]  叫她哥哥不要出聲
[00:20:22.340 --> 00:20:26.300]  然後很快就把她只有幾歲大的姪女
[00:20:26.300 --> 00:20:29.940]  從她哥哥手裡抱走了
[00:20:29.940 --> 00:20:38.140]  抱完之後她的叔叔就向前走
[00:20:38.140 --> 00:20:43.900]  當時她的叔叔就以為姪女被人抱走了之後
[00:20:43.900 --> 00:20:45.540]  一定會很害怕
[00:20:45.540 --> 00:20:47.780]  一定會哭和大叫
[00:20:47.780 --> 00:20:49.140]  在掙扎
[00:20:49.140 --> 00:20:51.620]  但是她叔叔又觀察到
[00:20:51.620 --> 00:20:56.620]  為什麼她姪女的臉上是很平靜的呢?
[00:20:56.620 --> 00:20:58.420]  一句話也沒有說
[00:20:58.420 --> 00:21:02.380]  而且臉上帶著笑容
[00:21:02.380 --> 00:21:06.820]  所以叔叔就忍不住問姪女
[00:21:06.820 --> 00:21:08.860]  「你也看不到的」
[00:21:08.860 --> 00:21:12.940]  「你也看不到誰把你從爸爸的手裡搶走」
[00:21:12.940 --> 00:21:16.980]  「為什麼你也不哭又不害怕?」
[00:21:16.980 --> 00:21:20.740]  當時姪女就和叔叔說
[00:21:20.740 --> 00:21:22.100]  「你說得很對」
[00:21:22.100 --> 00:21:27.380]  「雖然我看不到誰把我從爸爸的手裡抱走了」
[00:21:27.380 --> 00:21:29.380]  「但是你忘記了」
[00:21:29.380 --> 00:21:32.060]  「就是我的爸爸看得見的」
[00:21:32.060 --> 00:21:34.660]  「他知道誰把我抱走了」
[00:21:34.660 --> 00:21:36.340]  「你把我抱走了之後」
[00:21:36.340 --> 00:21:38.460]  「我爸爸又沒有叫又沒有追」
[00:21:38.460 --> 00:21:41.460]  「那我當然不用害怕」
[00:21:41.460 --> 00:21:43.340]  其實在故事裡
[00:21:43.340 --> 00:21:47.060]  這個小女孩對爸爸那份信靠
[00:21:47.060 --> 00:21:49.900]  其實也很值得我們學習
[00:21:49.900 --> 00:21:52.100]  雖然我們不知道今天
[00:21:52.100 --> 00:21:55.340]  我們所面對的困境
[00:21:55.340 --> 00:21:57.180]  或者一些艱難的時候
[00:21:57.180 --> 00:21:58.820]  什麼時候才會完結
[00:21:58.820 --> 00:22:02.660]  但是我們的天父祂是知道的
[00:22:02.660 --> 00:22:04.340]  我們看不見
[00:22:04.340 --> 00:22:08.500]  但是我們的天父也是看得一清二楚
[00:22:08.500 --> 00:22:10.740]  既然我們所相信的神
[00:22:10.740 --> 00:22:13.820]  是那位掌管一切的時候
[00:22:13.820 --> 00:22:15.900]  我們就可以去學習
[00:22:15.900 --> 00:22:18.420]  用信心去仰望祂
[00:22:18.420 --> 00:22:23.020]  相信我們的天父是會看顧我們
[00:22:23.020 --> 00:22:25.940]  無論發生什麼事情
[00:22:25.940 --> 00:22:30.260]  我們都知道神仍然是掌權
[00:22:30.260 --> 00:22:33.980]  正如《詩篇》第十九篇第十節裡說到
[00:22:33.980 --> 00:22:37.060]  「洪水泛濫的時候」
[00:22:37.060 --> 00:22:39.940]  「耶和華仍然是作王」
[00:22:39.940 --> 00:22:44.660]  「耶和華作王直到永遠」
[00:22:44.660 --> 00:22:45.940]  我們去看
[00:22:45.940 --> 00:22:48.940]  原來哥格和他的盟友
[00:22:48.940 --> 00:22:52.820]  一起去攻打以色列的時候
[00:22:52.820 --> 00:22:57.500]  背後是神的安排和神的引領
[00:22:57.500 --> 00:22:58.940]  可能我們會問
