
[00:00:00.000 --> 00:00:02.920]  很高興可以在新的一年
[00:07:14.280 --> 00:07:17.280]  結果你猜她有沒有轉呢?
[00:07:17.280 --> 00:07:18.280]  有啊
[00:07:18.280 --> 00:07:24.280]  這個女子真是太入迷了
[00:07:24.280 --> 00:07:26.280]  當你聽到這些情節
[00:07:26.280 --> 00:07:27.280]  你會不會很驚訝?
[00:07:27.280 --> 00:07:30.280]  為什麼一千萬?
[00:07:30.280 --> 00:07:31.280]  一來她很有錢
[00:07:31.280 --> 00:07:32.280]  你猜不到
[00:07:32.280 --> 00:07:33.280]  第二就是
[00:07:33.280 --> 00:07:36.280]  為什麼一次又一次的轉帳
[00:07:36.280 --> 00:07:38.280]  其實都是一個抉擇
[00:07:38.280 --> 00:07:41.280]  每一個抉擇都是給你一個機會去想
[00:07:41.280 --> 00:07:46.280]  去判斷自己是否值得相信這個人
[00:07:46.280 --> 00:07:48.280]  35次的機會
[00:07:48.280 --> 00:07:51.280]  不過這個女事主竟然一次又一次
[00:07:51.280 --> 00:07:53.280]  相信一個素未聞名
[00:07:53.280 --> 00:07:56.280]  認識了兩個月的網絡情人
[00:07:56.280 --> 00:07:58.280]  35次的轉帳
[00:07:58.280 --> 00:08:00.280]  過了七百多萬
[00:08:00.280 --> 00:08:02.280]  然後又再一次被催眠
[00:08:02.280 --> 00:08:04.280]  又轉帳多二百多萬
[00:08:04.280 --> 00:08:06.280]  有時候我在想
[00:08:06.280 --> 00:08:11.280]  為什麼會這樣去選擇呢?
[00:08:11.280 --> 00:08:13.280]  我想這個女事主
[00:08:13.280 --> 00:08:16.280]  其實是沉醉於一個甜言蜜語
[00:08:16.280 --> 00:08:18.280]  感覺很甜蜜
[00:08:18.280 --> 00:08:20.280]  很被愛
[00:08:20.280 --> 00:08:22.280]  所以她被情緒牽動
[00:08:22.280 --> 00:08:25.280]  就用感覺去做一些判斷
[00:08:25.280 --> 00:08:29.280]  即使我們外人看起來多不合理
[00:08:29.280 --> 00:08:30.280]  多荒誕
[00:08:30.280 --> 00:08:34.280]  不過這個女事主情願相信自己的判斷
[00:08:34.280 --> 00:08:37.280]  是最正確、最對自己有益處
[00:08:37.280 --> 00:08:38.280]  弟兄姊妹
[00:08:38.280 --> 00:08:41.280]  原來這種盲目引發出來的偏見
[00:08:41.280 --> 00:08:44.280]  不單發生在今天的社會
[00:08:44.280 --> 00:08:49.280]  當我們細心閱讀文素記所描寫的以色列人
[00:08:49.280 --> 00:08:52.280]  同樣他們都有一種偏見
[00:08:52.280 --> 00:08:54.280]  當環境艱難的時候
[00:08:54.280 --> 00:08:57.280]  或者稍有不信心的時候
[00:08:57.280 --> 00:09:00.280]  以色列人的情緒就會被激發起來
[00:09:00.280 --> 00:09:03.280]  他們盲目地相信自己的判斷
[00:09:03.280 --> 00:09:06.280]  是最正確、對自己最有益處
[00:09:06.280 --> 00:09:09.280]  如果我們回看第十一章
[00:09:09.280 --> 00:09:12.280]  即是十章之前
[00:09:12.280 --> 00:09:15.280]  第一代以色列人在曠野
[00:09:15.280 --> 00:09:18.280]  最經常出現的情緒表現是什麼?
[00:09:18.280 --> 00:09:20.280]  發怨言
[00:09:20.280 --> 00:09:21.280]  哭呀
[00:09:21.280 --> 00:09:22.280]  對呀,很哭
[00:09:22.280 --> 00:09:25.280]  為什麼經常哭哭啼啼呢?
[00:09:25.280 --> 00:09:28.280]  經文裡提及了很多
[00:09:28.280 --> 00:09:32.280]  發怨言、怒氣、哭泣、哀哭、不高興
[00:09:32.280 --> 00:09:39.280]  第十一章提到以色列人因為曠野食物太單調而發脾氣
[00:09:39.280 --> 00:09:44.280]  他們只記得埃及的食物
[00:09:44.280 --> 00:09:48.280]  忘記了為什麼他們要離開埃及
[00:09:48.280 --> 00:09:54.280]  是因為他們要向耶和華哀求脫離這個遺老之地
[00:09:54.280 --> 00:09:56.280]  出埃及離開遺老之地
[00:09:56.280 --> 00:10:02.280]  原本是值得感恩、讚嘆神的奇妙作為
[00:10:02.280 --> 00:10:08.280]  現在竟然變成被迫離開美食天堂的無奈和苦差
[00:10:08.280 --> 00:10:11.280]  你說是不是很荒謬呢?
[00:10:11.280 --> 00:10:13.280]  窺探加拿大之後
[00:10:13.280 --> 00:10:18.280]  兩個探子說加拿大是一個流奶與物之地
[00:10:18.280 --> 00:10:21.280]  同時有十個探子報惡信
[00:10:21.280 --> 00:10:24.280]  說阿納族人像巨人般強勁
[00:10:24.280 --> 00:10:27.280]  以色列人就像渣滓般弱小
[00:10:27.280 --> 00:10:29.280]  當面對困難和挑戰
[00:10:29.280 --> 00:10:32.280]  《文素記》第十四章第一節
[00:10:32.280 --> 00:10:35.280]  以色列人說傳會重點
[00:10:35.280 --> 00:10:38.280]  大聲宣揚,那夜百姓哭號
[00:10:38.280 --> 00:10:42.280]  第一代的以色列人向摩西和阿倫發怨言
[00:10:42.280 --> 00:10:44.280]  說不如我們回埃及吧
[00:10:44.280 --> 00:10:50.280]  更加深的說不如我們選另一個領袖帶我們回埃及吧
[00:10:50.280 --> 00:10:53.280]  《文素記》第十四章二十七節
[00:10:53.280 --> 00:10:55.280]  耶和華的回應是
[00:10:55.280 --> 00:11:00.280]  「這邪惡的回眾向我發怨言要到何時?」
[00:11:00.280 --> 00:11:04.280]  「以色列人向我發的怨言我都聽到了」
[00:11:04.280 --> 00:11:09.280]  事實上第一代的以色列人的博弈從來沒有間斷過
[00:11:09.280 --> 00:11:11.280]  他們即使聽見耶和華的審判
[00:11:11.280 --> 00:11:13.280]  他們都沒有想過悔改
[00:11:13.280 --> 00:11:17.280]  並且他們說要自己去打仗
[00:11:17.280 --> 00:11:20.280]  在《文素記》十六至二十章
[00:11:20.280 --> 00:11:23.280]  記載了兩件大事
[00:11:23.280 --> 00:11:25.280]  包括是可拉黨的叛逆事件
[00:11:25.280 --> 00:11:31.280]  和兩位以色列最高領袖米利安和阿倫都相繼離世
[00:11:31.280 --> 00:11:34.280]  作為叛逆帶來的惡果
[00:11:34.280 --> 00:11:38.280]  就是第一代的以色列人不能夠進入加拿美地
[00:11:38.280 --> 00:11:44.280]  同時他們的第二代也要在曠野漂流四十年
[00:11:44.280 --> 00:11:46.280]  作為第二代的以色列人
[00:11:46.280 --> 00:11:51.280]  眼見他們上一輩叛逆上帝亂局還生
[00:11:51.280 --> 00:11:56.280]  現在跟隨的米利安和阿倫一個個離世了
[00:11:56.280 --> 00:11:59.280]  接下來的日子怎麼辦呢?
[00:11:59.280 --> 00:12:01.280]  回頭又不行
[00:12:01.280 --> 00:12:04.280]  但繼續前行又不知道會遇到什麼事情
[00:12:04.280 --> 00:12:09.280]  切身處地,若你是其中一位第二代的以色列人
[00:12:09.280 --> 00:12:12.280]  面對亂七八糟的亂局
[00:12:12.280 --> 00:12:14.280]  你說不怕就假了
[00:12:14.280 --> 00:12:20.280]  第二代以色列人親眼看見他們上一代叛逆神所帶來的惡果
[00:12:20.280 --> 00:12:23.280]  當然他們會有所提醒和警戒
[00:12:23.280 --> 00:12:26.280]  只不過當要面對不可知的將來
[00:12:26.280 --> 00:12:29.280]  以及四周圍強悍的外敵
[00:12:29.280 --> 00:12:32.280]  說要單單倚靠神一點都不簡單
[00:12:32.280 --> 00:12:36.280]  弟兄姊妹,今天我們要看的第21章
[00:12:36.280 --> 00:12:39.280]  記載了第二代的以色列人
[00:12:39.280 --> 00:12:44.280]  一個有關遵命和叛逆之間的抉擇
[00:12:44.280 --> 00:12:48.280]  遵命和叛逆背後所說的其實很簡單
[00:12:48.280 --> 00:12:52.280]  就是信上帝還是信自己的課題
[00:12:52.280 --> 00:12:58.280]  現在邀請大家讀出文素記的21章第一至二十節經文
[00:12:58.280 --> 00:13:00.280]  我分開了三個段落
[00:13:00.280 --> 00:13:04.280]  第一個大段落是第一至第三節
[00:13:04.280 --> 00:13:09.280]  左上角有一個藍色的提示
[00:13:09.280 --> 00:13:12.280]  請弟兄讀一至三節
[00:13:12.280 --> 00:13:15.280]  第四至第九節請姊妹讀出
[00:13:15.280 --> 00:13:19.280]  最後一個部分十節以後由我讀出
[00:13:19.280 --> 00:13:22.280]  讀的時候我又邀請大家留意兩個問題
[00:13:22.280 --> 00:13:25.280]  第一,在讀的經文裡
[00:13:25.280 --> 00:13:31.280]  哪個段落是關乎遵命和叛逆?
[00:13:31.280 --> 00:13:36.280]  第二,即使人叛逆神,是否代表死路一條?
[00:13:36.280 --> 00:13:41.280]  現在請弟兄預備讀,開始
[00:13:41.280 --> 00:13:45.280]  主要是救護的加南人的阿拉伯
[00:13:45.280 --> 00:13:48.280]  聽說以色列重下加南河
[00:13:48.280 --> 00:13:53.280]  就和以色列交戰,擄回他們一些人
[00:13:53.280 --> 00:13:55.280]  以色列的兄弟和我舉言說
[00:13:55.280 --> 00:13:59.280]  你把這百姓的家在我手中
[00:13:59.280 --> 00:14:03.280]  我就把他們的城鎮徹底毀滅
[00:14:03.280 --> 00:14:06.280]  而我說順應了以色列的聲音
[00:14:06.280 --> 00:14:08.280]  把加南人交出來
[00:14:08.280 --> 00:14:13.280]  以色列就把加南人和他們的城鎮徹底毀滅
[00:14:13.280 --> 00:14:17.280]  因此那地方永遠要我們嚴肅
[00:14:17.280 --> 00:14:18.280]  姊妹
[00:14:18.280 --> 00:14:20.280]  今後從何而生起
[00:14:20.280 --> 00:14:24.280]  繞過伊甘地和紅海那兒我走
[00:14:24.280 --> 00:14:27.280]  在路上百姓心中不乏數
[00:14:27.280 --> 00:14:31.280]  百姓向神和摩西法院言說
[00:14:31.280 --> 00:14:35.280]  你們會為甚麼把我們從埃及來上落
[00:14:35.280 --> 00:14:37.280]  使我們死在曠野
[00:14:37.280 --> 00:14:40.280]  這裡沒有糧食沒有水
[00:14:40.280 --> 00:14:44.280]  我們要活者淡而無味的食物
[00:14:44.280 --> 00:14:48.280]  又說把火石進入百姓的胸腔去燃烤
[00:14:48.280 --> 00:14:52.280]  於是以色列中死了許多百姓
[00:14:52.280 --> 00:14:55.280]  百姓到摩西大裡說
[00:14:55.280 --> 00:14:56.280]  我們有罪了
[00:14:56.280 --> 00:15:00.280]  因為我們向耶和華和理法院言
[00:15:00.280 --> 00:15:02.280]  求你向耶和華禱告
[00:15:02.280 --> 00:15:04.280]  要成離開我們
[00:15:04.280 --> 00:15:07.280]  於是摩西為百姓禱告
[00:15:07.280 --> 00:15:09.280]  耶和華對摩西說
[00:15:09.280 --> 00:15:13.280]  你要做一條火石掛在肝臍上
[00:15:13.280 --> 00:15:17.280]  凡被考驗因往者成就於存活
[00:15:17.280 --> 00:15:22.280]  摩西就做了一條銅石掛在肝臍上
[00:15:22.280 --> 00:15:27.280]  凡被考驗因往者銅石就活了
[00:15:27.280 --> 00:15:30.280]  以色列人起行安營在阿伯
[00:15:30.280 --> 00:15:35.280]  要從阿伯起行安營在以耶阿巴林
[00:15:35.280 --> 00:15:39.280]  在摩亞對面的曠野向日出的方向
[00:15:39.280 --> 00:15:42.280]  要從那裡起行安營在撒列谷
[00:15:42.280 --> 00:15:47.280]  從那裡再起行安營在阿亂谷的另一邊
[00:15:47.280 --> 00:15:49.280]  這阿亂谷在曠野
[00:15:49.280 --> 00:15:52.280]  從阿摩利人的境內流出來
[00:15:52.280 --> 00:15:55.280]  阿亂河是摩亞的邊界
[00:15:55.280 --> 00:15:58.280]  在摩亞和阿摩利人之間
[00:15:58.280 --> 00:16:01.280]  所以耶和華的戰記中提到
[00:16:01.280 --> 00:16:05.280]  蘇法的瓦哈白阿亂谷
[00:16:05.280 --> 00:16:08.280]  以及阿爾地區綜合藏的斜坡
[00:16:08.280 --> 00:16:10.280]  都靠近摩亞的邊境
[00:16:10.280 --> 00:16:14.280]  以色列人從那裡起行到了比爾
[00:16:14.280 --> 00:16:16.280]  從前耶和華對摩西說
[00:16:16.280 --> 00:16:19.280]  召集百姓我要給他們水
[00:16:19.280 --> 00:16:21.280]  說的就是這井
[00:16:21.280 --> 00:16:23.280]  當時以色列人唱這首歌
[00:16:23.280 --> 00:16:25.280]  井啊湧出水來
[00:16:25.280 --> 00:16:27.280]  你們要向他歌唱
[00:16:27.280 --> 00:16:30.280]  這井是領袖用拳杖所畫
[00:16:30.280 --> 00:16:34.280]  是百姓中的貴族用手杖所畫
[00:16:34.280 --> 00:16:38.280]  以色列人從曠野往瑪他拿去
[00:16:38.280 --> 00:16:41.280]  從瑪他拿到拿哈列
[00:16:41.280 --> 00:16:43.280]  從拿哈列到巴末
[00:16:43.280 --> 00:16:46.280]  從巴末到摩亞地的谷
[00:16:46.280 --> 00:16:51.280]  又到那可以瞭望曠野的比斯加山頂
[00:16:51.280 --> 00:16:53.280]  我們一起同心同意
[00:16:54.280 --> 00:16:55.280]  真是的天父
[00:16:55.280 --> 00:16:56.280]  今天早上
[00:16:56.280 --> 00:16:59.280]  我們眾人聚集在祢的面前
[00:16:59.280 --> 00:17:01.280]  求真理的聖靈引導我們
[00:17:01.280 --> 00:17:03.280]  賜我們有柔軟的心
[00:17:03.280 --> 00:17:05.280]  聽到祢的話
[00:17:05.280 --> 00:17:06.280]  我們樂意遵行
[00:17:06.280 --> 00:17:09.280]  奉主耶穌基督得勝的名字祈求
[00:17:09.280 --> 00:17:10.280]  阿們
[00:17:10.280 --> 00:17:11.280]  丁姐妹
[00:17:11.280 --> 00:17:13.280]  剛才讀的聖經
[00:17:13.280 --> 00:17:15.280]  留意到哪一個段落
[00:17:15.280 --> 00:17:19.280]  是講述第二代以色列人的遵命嗎?
[00:17:19.280 --> 00:17:21.280]  第幾個段落?
[00:17:21.280 --> 00:17:24.280]  是呀,第一個段落
[00:17:24.280 --> 00:17:26.280]  就是我們剛剛開始讀的
[00:17:26.280 --> 00:17:29.280]  《文素記》第21章的一到第三節
[00:17:29.280 --> 00:17:31.280]  經文在這裡提到
[00:17:31.280 --> 00:17:34.280]  因為第二代以色列人的遵命
[00:17:34.280 --> 00:17:37.280]  他們初嘗到勝利的滋味
[00:17:37.280 --> 00:17:40.280]  如果我們看前一點
[00:17:40.280 --> 00:17:43.280]  在20章,即是上個星期
[00:17:43.280 --> 00:17:49.280]  看到以色列人在那時候已經位處在荷爾山
[00:17:49.280 --> 00:17:51.280]  荷爾山在哪裡呢?
[00:17:51.280 --> 00:17:54.280]  就是紅色圈中間最左邊
[00:17:54.280 --> 00:17:56.280]  有一個三角形的位置
[00:17:56.280 --> 00:17:58.280]  就是荷爾山
[00:17:58.280 --> 00:18:04.280]  21章第一節提到住在南地的迦南人
[00:18:04.280 --> 00:18:06.280]  阿拉德王知道
[00:18:06.280 --> 00:18:09.280]  以色列人從阿他林路來
[00:18:09.280 --> 00:18:11.280]  於是他就想攻擊他們
[00:18:11.280 --> 00:18:14.280]  並且擄走了幾個以色列人
[00:18:14.280 --> 00:18:17.280]  丁姐妹
[00:18:17.280 --> 00:18:19.280]  若果問你
[00:18:19.280 --> 00:18:22.280]  第一代以色列人和第二代以色列人
[00:18:22.280 --> 00:18:24.280]  最大的分別是什麼?
[00:18:24.280 --> 00:18:27.280]  除了年紀上不同之外
[00:18:27.280 --> 00:18:29.280]  他們有什麼不同?
[00:18:29.280 --> 00:18:33.280]  大部分的第二代以色列人
[00:18:33.280 --> 00:18:35.280]  都是在曠野出生的
[00:18:35.280 --> 00:18:36.280]  年輕的
[00:18:36.280 --> 00:18:38.280]  也經歷了三十多年
[00:18:38.280 --> 00:18:42.280]  他們沒有上一代親身第一手的經歷
[00:18:42.280 --> 00:18:46.280]  就是逃離埃及過紅海的第一手信仰
[00:18:47.280 --> 00:18:49.280]  當這群信義代人
[00:18:49.280 --> 00:18:52.280]  面對阿拉德王的攻擊
[00:18:52.280 --> 00:18:55.280]  他們沒有之前的經驗
[00:18:55.280 --> 00:18:57.280]  而當時阿拉德王
[00:18:57.280 --> 00:19:00.280]  在當時的局面中
[00:19:00.280 --> 00:19:02.280]  很能打仗
[00:19:02.280 --> 00:19:03.280]  但也不要緊
[00:19:03.280 --> 00:19:04.280]  還是很殘暴
[00:19:04.280 --> 00:19:07.280]  周圍的國家都怕了他們
[00:19:07.280 --> 00:19:08.280]  第二代的以色列人
[00:19:08.280 --> 00:19:11.280]  要怎樣去應付這次的危機呢?
[00:19:11.280 --> 00:19:12.280]  他們很特別
[00:19:12.280 --> 00:19:14.280]  和上一代很不同
[00:19:14.280 --> 00:19:16.280]  聖經說他們第一時間
[00:19:16.280 --> 00:19:17.280]  就去到神的面前
[00:19:17.280 --> 00:19:21.280]  並且要在遵命和伴役之間
[00:19:21.280 --> 00:19:23.280]  做一個抉擇
[00:19:23.280 --> 00:19:26.280]  第二代以色列人
[00:19:26.280 --> 00:19:28.280]  做了一個很重要的抉擇
[00:19:28.280 --> 00:19:30.280]  他們選擇了遵命
[00:19:30.280 --> 00:19:32.280]  而遵命的代價是什麼呢?
[00:19:32.280 --> 00:19:35.280]  就是要毫無保留地信靠上帝
[00:19:35.280 --> 00:19:37.280]  當時第二代的以色列人
[00:19:37.280 --> 00:19:40.280]  向耶和華許願
[00:19:40.280 --> 00:19:43.280]  「你若將這文交付在我手
[00:19:43.280 --> 00:19:47.280]  我就將他們的成欽進行毀滅」
[00:19:47.280 --> 00:19:51.280]  這裡以色列人向耶和華
[00:19:51.280 --> 00:19:54.280]  許了一個有條件的誓願
