
[00:00:00.000 --> 00:00:03.000]  今天是年初幾?
[00:10:41.520 --> 00:10:44.520]  聖經怎麼說?
[00:10:44.520 --> 00:10:48.520]  是呀!越人的眼目好作食物
[00:10:48.520 --> 00:10:50.520]  在東方和煦的陽光下
[00:10:50.520 --> 00:10:53.520]  一粒粒又大又圓的水果
[00:10:53.520 --> 00:10:55.520]  閃閃發亮
[00:10:55.520 --> 00:10:57.520]  令人目不轉睛
[00:10:57.520 --> 00:10:59.520]  令人流口水
[00:10:59.520 --> 00:11:02.520]  有美感又有口感
[00:11:02.520 --> 00:11:03.520]  原來
[00:11:03.520 --> 00:11:05.520]  這不是普通的園子
[00:11:05.520 --> 00:11:09.520]  是種滿各種果樹的果園
[00:11:09.520 --> 00:11:12.520]  在古近東
[00:11:12.520 --> 00:11:16.520]  平民百姓多數栽種菜園
[00:11:16.520 --> 00:11:18.520]  只有皇帝才會種植
[00:11:18.520 --> 00:11:21.520]  花園和果園
[00:11:21.520 --> 00:11:24.520]  種植伊甸園的耶和華神
[00:11:24.520 --> 00:11:26.520]  就是宇宙的大君王
[00:11:26.520 --> 00:11:28.520]  萬物的源頭
[00:11:28.520 --> 00:11:30.520]  你想像一下
[00:11:30.520 --> 00:11:32.520]  滿園果樹
[00:11:32.520 --> 00:11:36.520]  你隨意走到哪棵樹下
[00:11:36.520 --> 00:11:42.520]  就可以隨手摘下一粒粒水果
[00:11:42.520 --> 00:11:44.520]  輕輕放入嘴裡
[00:11:44.520 --> 00:11:47.520]  好像享用水果自助餐
[00:11:47.520 --> 00:11:49.520]  水果放題
[00:11:49.520 --> 00:11:51.520]  多麼富庶
[00:11:51.520 --> 00:11:53.520]  多麼豐盛
[00:11:53.520 --> 00:11:55.520]  咬一口
[00:11:55.520 --> 00:11:57.520]  肉嫰多汁
[00:11:57.520 --> 00:11:59.520]  甘甜入心
[00:11:59.520 --> 00:12:02.520]  簡直令人身心如願
[00:12:02.520 --> 00:12:05.520]  滿園果樹
[00:12:05.520 --> 00:12:08.520]  好看又好吃
[00:12:08.520 --> 00:12:09.520]  這麼豐盛
[00:12:09.520 --> 00:12:11.520]  這麼茂盛的果園
[00:12:11.520 --> 00:12:16.520]  豈不是神豐富供應的祝福記號嗎
[00:12:16.520 --> 00:12:18.520]  好,又問一下
[00:12:18.520 --> 00:12:21.520]  知不知道這裡是哪裡
[00:12:21.520 --> 00:12:24.520]  哇,你們好厲害啊
[00:12:24.520 --> 00:12:27.520]  我找了很多幅圖都怕大家看不明白
[00:12:27.520 --> 00:12:29.520]  最後就選擇了這幅了
[00:12:29.520 --> 00:12:32.520]  那你去過這裡沒有啊?
[00:12:32.520 --> 00:12:34.520]  有些人去過吧
[00:12:34.520 --> 00:12:38.520]  華經山莊這個清幽的私人屋苑
[00:12:38.520 --> 00:12:42.520]  我小時候是我的夢想之家
[00:12:42.520 --> 00:12:45.520]  八十年代,不用上學的日子
[00:12:45.520 --> 00:12:47.520]  我就跟著我爸爸媽媽
[00:12:47.520 --> 00:12:51.520]  走進這個興建中的屋苑
[00:12:51.520 --> 00:12:55.520]  當年,我媽媽在這個屋苑的建築地盤
[00:12:55.520 --> 00:12:57.520]  做廚師
[00:12:57.520 --> 00:12:59.520]  她煮飯給誰吃呢
[00:12:59.520 --> 00:13:02.520]  我昨晚再次引證她
[00:13:02.520 --> 00:13:07.520]  上至老闆,建築師,管工,客之地盤工友
[00:13:07.520 --> 00:13:09.520]  中國人,外籍人
[00:13:09.520 --> 00:13:12.520]  她都要煮東西給他們吃
[00:13:12.520 --> 00:13:14.520]  你可以想像
[00:13:14.520 --> 00:13:17.520]  我媽媽都很能煮
[00:13:17.520 --> 00:13:21.520]  尤其是客家菜
[00:13:21.520 --> 00:13:27.520]  我媽媽會親自買新鮮的魚
[00:13:27.520 --> 00:13:31.520]  將魚肉起骨,剁碎
[00:13:31.520 --> 00:13:34.520]  調味
[00:13:34.520 --> 00:13:36.520]  調好的魚肉
[00:13:36.520 --> 00:13:40.520]  再親手釀入一塊塊的一磚磚的豆腐
[00:13:40.520 --> 00:13:47.520]  然後將豆腐一塊塊的一磚磚的煎到金黃可口
[00:13:47.520 --> 00:13:50.520]  你吃過客家釀豆腐嗎
[00:13:50.520 --> 00:13:52.520]  吃過吧
[00:13:52.520 --> 00:13:54.520]  我兒女彷彿覺得
[00:13:54.520 --> 00:13:56.520]  婆婆的客家釀豆腐
[00:13:56.520 --> 00:13:59.520]  就是全天下最美味的釀豆腐
[00:13:59.520 --> 00:14:03.520]  所以我們通常都是有吃有拿
[00:14:03.520 --> 00:14:05.520]  每逢佳節
[00:14:05.520 --> 00:14:09.520]  媽媽都會煮得滿桌佳餚
[00:14:09.520 --> 00:14:11.520]  除了客家釀豆腐
[00:14:11.520 --> 00:14:17.520]  還有很多冬菇、排骨、雞等等
[00:14:17.520 --> 00:14:21.520]  滿桌佳餚,色香味俱全
[00:14:21.520 --> 00:14:25.520]  越人的眼目,好作食物
[00:14:25.520 --> 00:14:27.520]  不過我媽媽
[00:14:27.520 --> 00:14:31.520]  看著的根本就不是那些食物
[00:14:31.520 --> 00:14:34.520]  你知不知道她們看著什麼
[00:14:34.520 --> 00:14:41.520]  是她眼前的兒孫
[00:14:41.520 --> 00:14:45.520]  她看到兒孫吃得滋滋味味
[00:14:45.520 --> 00:14:47.520]  她就笑微微
[00:14:47.520 --> 00:14:49.520]  甜絲絲,好滿足
[00:14:49.520 --> 00:14:51.520]  好像吃飽似的
[00:14:51.520 --> 00:14:54.520]  其實她都未拿起筷子
[00:14:54.520 --> 00:14:57.520]  近年媽媽知道我注重健康
[00:14:57.520 --> 00:14:59.520]  好喜歡食蔬菜
[00:14:59.520 --> 00:15:01.520]  逢年過節
[00:15:01.520 --> 00:15:06.520]  她就特意為我煮一大碟的雜菜豆腐
[00:15:06.520 --> 00:15:08.520]  專放在我面前
[00:15:08.520 --> 00:15:10.520]  給我一人享用
[00:15:10.520 --> 00:15:12.520]  多麼的尊貴
[00:15:12.520 --> 00:15:16.520]  一碟,其實是最不惹味的菜,是嗎?
[00:15:16.520 --> 00:15:19.520]  一碟雜菜豆腐
[00:15:19.520 --> 00:15:23.520]  在我心裡卻盛載著我媽媽
[00:15:23.520 --> 00:15:26.520]  無條件,無微不至的愛
[00:15:26.520 --> 00:15:30.520]  即使她的女兒已經人到中年
[00:15:30.520 --> 00:15:34.520]  即使她的孫已經成年
[00:15:34.520 --> 00:15:38.520]  母親的愛仍然是無微不至無條件
[00:15:38.520 --> 00:15:41.520]  一碟雜菜豆腐
[00:15:41.520 --> 00:15:43.520]  是媽媽給我這個女兒
[00:15:43.520 --> 00:15:46.520]  福樂的記號
[00:15:46.520 --> 00:15:47.520]  弟兄姊妹
[00:15:47.520 --> 00:15:49.520]  一片茂盛的果園
[00:15:49.520 --> 00:15:51.520]  一棵棵的果樹
[00:15:51.520 --> 00:15:53.520]  茁壯的果樹
[00:15:53.520 --> 00:15:57.520]  一粒粒肉潤多汁的果子
[00:15:57.520 --> 00:15:59.520]  何嘗不是天賦
[00:15:59.520 --> 00:16:02.520]  全能全愛的上帝
[00:16:02.520 --> 00:16:05.520]  給人福樂的記號呢?
[00:16:05.520 --> 00:16:07.520]  好像詩人所稱頌
[00:16:07.520 --> 00:16:10.520]  剛才大家已經唱了
[00:16:10.520 --> 00:16:13.520]  在神面前有滿足的喜樂
[00:16:13.520 --> 00:16:17.520]  在神的右手有永遠的福樂
[00:16:17.520 --> 00:16:19.520]  一片園林
[00:16:19.520 --> 00:16:23.520]  長滿一棵棵茂盛茁壯的果樹
[00:16:23.520 --> 00:16:26.520]  你再看清楚
[00:16:26.520 --> 00:16:28.520]  原來在園中
[00:16:28.520 --> 00:16:31.520]  聳立著兩棵與別不同的樹
[00:16:31.520 --> 00:16:35.520]  是甚麼樹?
[00:16:35.520 --> 00:16:36.520]  生命樹
[00:16:36.520 --> 00:16:37.520]  還有呢?
[00:16:37.520 --> 00:16:39.520]  知善惡樹
[00:16:39.520 --> 00:16:41.520]  這是甚麼意思呢?
[00:16:41.520 --> 00:16:43.520]  生命樹
[00:16:43.520 --> 00:16:45.520]  象徵永遠的生命
[00:16:45.520 --> 00:16:47.520]  吃了生命樹的果子
[00:16:47.520 --> 00:16:49.520]  就會得到不老的生命
[00:16:49.520 --> 00:16:51.520]  永遠活著
[00:16:51.520 --> 00:16:53.520]  知善惡
[00:16:53.520 --> 00:16:57.520]  原意是好和壞的知識
[00:16:57.520 --> 00:16:59.520]  知識是名詞
[00:16:59.520 --> 00:17:01.520]  動詞是知道
[00:17:01.520 --> 00:17:03.520]  所以知善惡
[00:17:03.520 --> 00:17:07.520]  就是知道好和知道壞
[00:17:07.520 --> 00:17:10.520]  如果你細讀《創世紀》
[00:17:10.520 --> 00:17:11.520]  你會記得
[00:17:11.520 --> 00:17:12.520]  你會發現
[00:17:12.520 --> 00:17:15.520]  《創世紀》頭兩章
[00:17:15.520 --> 00:17:18.520]  誰知善惡呢?
[00:17:18.520 --> 00:17:20.520]  神
[00:17:20.520 --> 00:17:23.520]  這是神獨有的智慧
[00:17:23.520 --> 00:17:25.520]  在上文《創世紀》第一章
[00:17:25.520 --> 00:17:27.520]  多次提及
[00:17:27.520 --> 00:17:31.520]  神看著是好的
[00:17:31.520 --> 00:17:34.520]  到下文二章十八節
[00:17:34.520 --> 00:17:36.520]  神認為男人獨居不好
[00:17:36.520 --> 00:17:38.520]  全知的創造主
[00:17:38.520 --> 00:17:40.520]  知道判斷
[00:17:40.520 --> 00:17:41.520]  甚麼是好
[00:17:41.520 --> 00:17:42.520]  甚麼是不好
[00:17:42.520 --> 00:17:44.520]  不好
[00:17:44.520 --> 00:17:47.520]  人如果吃了知善惡的樹
[00:17:47.520 --> 00:17:48.520]  就以自己為神
[00:17:48.520 --> 00:17:50.520]  以自己為中心
[00:17:50.520 --> 00:17:52.520]  以自己的智慧
[00:17:52.520 --> 00:17:55.520]  作衡量一切好與壞的標準
[00:17:55.520 --> 00:18:00.520]  不再依靠創造人類的上帝
[00:18:00.520 --> 00:18:02.520]  將上帝和上帝的啟示
[00:18:02.520 --> 00:18:05.520]  拋諸腦後
[00:18:05.520 --> 00:18:08.520]  超越被造的本位
[00:18:08.520 --> 00:18:11.520]  逾越人和神的界線
[00:18:11.520 --> 00:18:17.520]  忘記人自己只是有限的受造物
[00:18:17.520 --> 00:18:19.520]  創造主
[00:18:19.520 --> 00:18:22.520]  祂是耶和華神
[00:18:22.520 --> 00:18:25.520]  那位與我們有親密關係的神
[00:18:25.520 --> 00:18:30.520]  祂沒有賦予人獨有的智慧
[00:18:30.520 --> 00:18:33.520]  因為祂認為這對我們不好
[00:18:33.520 --> 00:18:35.520]  對我們好的
[00:18:35.520 --> 00:18:37.520]  祂也給予我們
[00:18:37.520 --> 00:18:39.520]  神給予的,不給予的
[00:18:39.520 --> 00:18:41.520]  都是出於神的主權
[00:18:41.520 --> 00:18:46.520]  亦出於神對人的愛和保護
[00:18:46.520 --> 00:18:50.520]  敬畏耶和華是知識的開端
[00:18:50.520 --> 00:18:53.520]  敬畏神,聽從神的話
[00:18:53.520 --> 00:18:56.520]  才是得著真正的智慧
[00:18:56.520 --> 00:19:01.520]  才可以享受神創造的美意和福樂
[00:19:01.520 --> 00:19:04.520]  很可惜,人犯罪之後
[00:19:04.520 --> 00:19:06.520]  被趕出伊甸園
[00:19:06.520 --> 00:19:08.520]  失去了所賜的樂園
[00:19:08.520 --> 00:19:12.520]  神所賜給我們的安樂窩
[00:19:12.520 --> 00:19:15.520]  今天,如果我們用自己有限
[00:19:15.520 --> 00:19:17.520]  受罪污染的知識
[00:19:17.520 --> 00:19:20.520]  決定善惡的標準
[00:19:20.520 --> 00:19:23.520]  卻不以敬畏神為出發點
[00:19:23.520 --> 00:19:25.520]  我們就很容易陷於罪中
[00:19:25.520 --> 00:19:29.520]  失去神所賜的福樂
[00:19:29.520 --> 00:19:31.520]  此創樂園
[00:19:31.520 --> 00:19:34.520]  《創世紀》的作者聚焦
[00:19:34.520 --> 00:19:38.520]  神如何將他色心塑造的男人
[00:19:38.520 --> 00:19:42.520]  安放在神親自栽種的伊甸園
[00:19:42.520 --> 00:19:46.520]  滿園好看又好吃的果子
[00:19:46.520 --> 00:19:50.520]  正是神賜給人福樂的記號
[00:19:50.520 --> 00:19:52.520]  新春佳節
[00:19:52.520 --> 00:19:54.520]  不知道你有沒有享用
[00:19:54.520 --> 00:19:57.520]  色香味俱全的佳餚
[00:19:57.520 --> 00:20:00.520]  那些食物是怎樣來的
[00:20:00.520 --> 00:20:04.520]  無論我們怎樣加工,怎樣調配
[00:20:04.520 --> 00:20:06.520]  其實我們吃的
[00:20:06.520 --> 00:20:12.520]  何嘗不是來自天父創造的動植物世界
[00:20:12.520 --> 00:20:14.520]  這些豐富的食材
[00:20:14.520 --> 00:20:18.520]  豈不是神對你福樂的記號嗎
[00:20:18.520 --> 00:20:20.520]  新春佳節
[00:20:20.520 --> 00:20:22.520]  親憑歡聚
[00:20:22.520 --> 00:20:24.520]  願我們吃得快樂
[00:20:24.520 --> 00:20:26.520]  吃得健康
[00:20:26.520 --> 00:20:28.520]  身心愉悅
[00:20:28.520 --> 00:20:32.520]  神是希望我們享受他創造的
[00:20:32.520 --> 00:20:36.520]  讓我們帶來健康的新心靈
[00:20:36.520 --> 00:20:38.520]  走進伊甸園
[00:20:38.520 --> 00:20:40.520]  讓我們一起
[00:20:40.520 --> 00:20:43.520]  繼續尋找福樂的源頭
[00:20:43.520 --> 00:20:46.520]  我們看10到14節
[00:20:46.520 --> 00:20:47.520]  大家都看到了嗎
[00:20:47.520 --> 00:20:49.520]  我們再一起朗讀
[00:20:49.520 --> 00:20:50.520]  1,2,3
[00:20:50.520 --> 00:20:53.520]  有一條河從伊甸流出來
[00:20:53.520 --> 00:20:55.520]  支援那原子
[00:20:55.520 --> 00:20:58.520]  從那裡分成四個源頭
[00:20:58.520 --> 00:21:00.520]  第一條名叫比順
[00:21:00.520 --> 00:21:03.520]  他環繞哈菲拉全地
[00:21:03.520 --> 00:21:05.520]  在那裡有金子
[00:21:05.520 --> 00:21:07.520]  那裡的金子很好
[00:21:07.520 --> 00:21:11.520]  在那裡也有珍珠和紅馬路
[00:21:11.520 --> 00:21:14.520]  第二條河名叫基奮
[00:21:14.520 --> 00:21:16.520]  他環繞古實全地
[00:21:16.520 --> 00:21:20.520]  第三條河名叫底格里斯
[00:21:20.520 --> 00:21:22.520]  他流到亞述的東邊
[00:21:22.520 --> 00:21:26.520]  第四條河就是幼發拉底
[00:21:26.520 --> 00:21:27.520]  有男人
[00:21:27.520 --> 00:21:28.520]  有果園
[00:21:28.520 --> 00:21:30.520]  有各式各樣的果樹
[00:21:30.520 --> 00:21:32.520]  有累累的果實
[00:21:32.520 --> 00:21:34.520]  走進伊甸園
[00:21:34.520 --> 00:21:36.520]  你還看到什麼
[00:21:36.520 --> 00:21:39.520]  河
[00:21:39.520 --> 00:21:42.520]  你數一下河字出現了多少次
