
[00:00:00.000 --> 00:00:05.120]  我今天說到平安夜都是聖誕的信息
[00:02:19.120 --> 00:02:24.120]  意思是尋找盼望的主題
[00:02:24.120 --> 00:02:28.120]  不過今天我想介紹你一件事
[00:02:28.120 --> 00:02:30.120]  一個永恆的盼望
[00:02:30.120 --> 00:02:36.120]  你會問,究竟永恆的盼望在哪裡呢?
[00:02:36.120 --> 00:02:40.120]  又怎樣才能得到這份永恆的盼望呢?
[00:02:40.120 --> 00:02:46.120]  今天我會看聖經馬太福音一章十八至二十五節
[00:02:46.120 --> 00:02:49.120]  去看耶穌降生的事實
[00:02:49.120 --> 00:02:55.120]  剛才Kare也有說,歡迎來到神的家
[00:02:55.120 --> 00:02:59.120]  這裡教會就是我們神的家
[00:02:59.120 --> 00:03:04.120]  但是教會我們是信耶穌的
[00:03:04.120 --> 00:03:07.120]  究竟原本耶穌的家是怎樣的?
[00:03:07.120 --> 00:03:10.120]  耶穌降生之前的家是怎樣的?
[00:03:10.120 --> 00:03:15.120]  其實耶穌降生,我們這幾天聖誕節都是紀念耶穌降生的日子
[00:03:15.120 --> 00:03:18.120]  耶穌降生,是否很容易呢?
[00:03:18.120 --> 00:03:23.120]  他是神來的,拍一聲手指,他就出生了
[00:03:23.120 --> 00:03:25.120]  是不是所有的事都很順利呢?
[00:03:25.120 --> 00:03:28.120]  我們今天就會看看耶穌降生之前
[00:03:28.120 --> 00:03:33.120]  出生之前,他的家都在面對一個很嚴重的問題
[00:03:33.120 --> 00:03:36.120]  是發生在他們家裏
[00:03:36.120 --> 00:03:42.120]  我會將以下的時間解釋一下一章十八至二十五節
[00:03:42.120 --> 00:03:44.120]  究竟耶穌是誰呢?
[00:03:44.120 --> 00:03:47.120]  耶穌為什麼會降生在這個世上?
[00:03:47.120 --> 00:03:51.120]  究竟耶穌降生和盼望有什麼關係呢?
[00:03:51.120 --> 00:03:56.120]  我們一起進入經文,一起讀一下馬太福音一章十八至二十五節
[00:03:56.120 --> 00:04:00.120]  好,一二三起,一起讀
[00:04:00.120 --> 00:04:16.120]  (教育)
[00:04:16.120 --> 00:04:21.120]  不願意當眾羞辱他,想要暗地裏把他幽了
[00:04:21.120 --> 00:04:24.120]  正效率這些事的時候
[00:04:24.120 --> 00:04:29.120]  聖主的使者在弱失夢中向他顯現說
[00:04:29.120 --> 00:04:32.120]  大衛的子孫失,不要怕
[00:04:32.120 --> 00:04:35.120]  你的妻子瑪利亞娶過來
[00:04:35.120 --> 00:04:38.120]  她所懷的人是從聖靈來的
[00:04:38.120 --> 00:04:43.120]  她要將兒子名稱
[00:04:43.120 --> 00:04:50.120]  (教育)
[00:04:50.120 --> 00:04:54.120]  是要應驗直先知
[00:04:54.120 --> 00:04:56.120]  必有同類瑪利亞生子
[00:04:56.120 --> 00:04:59.120]  人要清閒
[00:04:59.120 --> 00:05:01.120]  弱失醒來
[00:05:01.120 --> 00:05:03.120]  就遵照這禮儀
[00:05:03.120 --> 00:05:05.120]  把他支開
[00:05:05.120 --> 00:05:12.120]  (教育)
[00:05:12.120 --> 00:05:14.120]  好,我們一起祈禱
[00:05:14.120 --> 00:05:16.120]  一起祈禱
[00:05:16.120 --> 00:05:22.120]  (教育)
[00:05:22.120 --> 00:05:23.120]  聽你的說話
[00:05:23.120 --> 00:05:26.120]  讓聖靈充滿我們
[00:05:26.120 --> 00:05:28.120]  聖靈帶領我們
[00:05:28.120 --> 00:05:31.120]  讓我們能夠聽到從神而來的訊息
[00:05:31.120 --> 00:05:33.120]  更加讓聖靈帶領孩子
[00:05:33.120 --> 00:05:37.120]  讓孩子說弟兄姊妹應該聽的
[00:05:37.120 --> 00:05:39.120]  讓新朋友應該聽的
[00:05:39.120 --> 00:05:42.120]  讓聖靈的說話
[00:05:42.120 --> 00:05:45.120]  神的說話進入每一個人的心
[00:05:45.120 --> 00:05:47.120]  感謝你,奉主耶穌,得聖名叩
[00:05:47.120 --> 00:05:48.120]  阿們
[00:05:48.120 --> 00:05:50.120]  好,我們先看看經文
[00:05:50.120 --> 00:05:53.120]  今天我們要講的經文
[00:05:53.120 --> 00:05:57.120]  剛才也說了,是耶穌的原生家庭
[00:05:57.120 --> 00:05:59.120]  不過很特別
[00:05:59.120 --> 00:06:03.120]  我今天要介紹兩個人物給大家認識
[00:06:03.120 --> 00:06:07.120]  一個是耶穌的母親瑪利亞
[00:06:07.120 --> 00:06:09.120]  另外一個叫做弱失
[00:06:09.120 --> 00:06:11.120]  是瑪利亞的丈夫
[00:06:11.120 --> 00:06:16.120]  而且第三個就是天使主的使者
[00:06:16.120 --> 00:06:18.120]  經文描述
[00:06:18.120 --> 00:06:20.120]  耶穌的母親瑪利亞
[00:06:20.120 --> 00:06:23.120]  當時已經許配給了弱失
[00:06:23.120 --> 00:06:25.120]  許配是什麼意思呢?
[00:06:25.120 --> 00:06:29.120]  許配就是我們現在定婚的意思
[00:06:29.120 --> 00:06:32.120]  但是在猶太人的文化
[00:06:32.120 --> 00:06:36.120]  他們的許配其實已經是夫妻的意思
[00:06:36.120 --> 00:06:39.120]  他們已經被視為夫妻的關係
[00:06:39.120 --> 00:06:41.120]  不過他們還沒有一起住
[00:06:41.120 --> 00:06:44.120]  他們要選擇一個日子擺酒
[00:06:44.120 --> 00:06:48.120]  擺酒之後才一起生活,一起居住
[00:06:48.120 --> 00:06:50.120]  所以經文描述
[00:06:50.120 --> 00:06:52.120]  那時候還未認娶
[00:06:52.120 --> 00:06:56.120]  他們還沒有一起生活,還沒有一起住
[00:06:56.120 --> 00:06:58.120]  更重要的是他們沒有一起住
[00:06:58.120 --> 00:07:00.120]  他們還沒有性關係
[00:07:00.120 --> 00:07:02.120]  不過作者特別表明
[00:07:02.120 --> 00:07:05.120]  弱失在認娶瑪利亞之前
[00:07:05.120 --> 00:07:08.120]  瑪利亞的肚子已經懷孕了
[00:07:08.120 --> 00:07:10.120]  嘩,大件事了
[00:07:10.120 --> 00:07:15.120]  當時弱失面對著一個很大的問題在他身上
[00:07:15.120 --> 00:07:18.120]  就是還沒有分妻瑪利亞懷孕
[00:07:18.120 --> 00:07:20.120]  嘩,即是怎樣呢?
[00:07:20.120 --> 00:07:22.120]  剛才也說了
[00:07:22.120 --> 00:07:24.120]  他們還沒有一起住
[00:07:24.120 --> 00:07:26.120]  還沒有一起生活
[00:07:26.120 --> 00:07:29.120]  弱失很清楚自己還沒有跟瑪利亞發生關係
[00:07:29.120 --> 00:07:31.120]  嘩,即是怎樣呢?
[00:07:31.120 --> 00:07:33.120]  即是怎樣呢?
[00:07:33.120 --> 00:07:36.120]  如果用平常人去看的話
[00:07:36.120 --> 00:07:39.120]  瑪利亞紅杏出牆
[00:07:39.120 --> 00:07:41.120]  他對弱失不忠
[00:07:41.120 --> 00:07:43.120]  不過呢
[00:07:43.120 --> 00:07:45.120]  經文描述
[00:07:45.120 --> 00:07:47.120]  為甚麼呢?因為經文描述
[00:07:47.120 --> 00:07:53.120]  當時弱失還未知道瑪利亞的懷孕是因為上帝神職的工作
[00:07:53.120 --> 00:07:56.120]  弱失跟一般人一樣,跟我們一樣
[00:07:56.120 --> 00:07:58.120]  嘩,就這樣聽到一個消息
[00:07:58.120 --> 00:08:00.120]  震撼他的心
[00:08:00.120 --> 00:08:02.120]  因為表面來看
[00:08:02.120 --> 00:08:04.120]  瑪利亞的懷孕
[00:08:04.120 --> 00:08:07.120]  一定是跟別的男人有關係
[00:08:07.120 --> 00:08:10.120]  這個是不忠的表現
[00:08:10.120 --> 00:08:14.120]  我相信每一個男人都完全接受不到這個事實
[00:08:14.120 --> 00:08:19.120]  所以弱失的心情其實不是很難理解
[00:08:19.120 --> 00:08:22.120]  我們試試代入一下這個處境裏
[00:08:22.120 --> 00:08:25.120]  當你滿心期待一件事發生
[00:08:25.120 --> 00:08:27.120]  那件事還是喜事
[00:08:27.120 --> 00:08:30.120]  因為是一個婚事
[00:08:30.120 --> 00:08:33.120]  但是因為一個消息
[00:08:33.120 --> 00:08:36.120]  一個完全不能夠接受的消息
[00:08:36.120 --> 00:08:39.120]  影響了自己全盤的計劃
[00:08:39.120 --> 00:08:41.120]  表面來看
[00:08:41.120 --> 00:08:43.120]  瑪利亞呢
[00:08:43.120 --> 00:08:45.120]  對自己的不忠
[00:08:45.120 --> 00:08:47.120]  嘩,會怎樣呢?
[00:08:47.120 --> 00:08:49.120]  會被人笑的
[00:08:49.120 --> 00:08:50.120]  是吧?
[00:08:50.120 --> 00:08:56.120]  嘩,我都未結婚,但老婆已經跟第三者有事了
[00:08:56.120 --> 00:08:59.120]  嘩,那我怎樣去面對呢?
[00:08:59.120 --> 00:09:02.120]  還要面對,不單是面對朋友的嘲笑
[00:09:02.120 --> 00:09:04.120]  而且還要面對自己
[00:09:04.120 --> 00:09:08.120]  自己還要處理和心愛的女人
[00:09:08.120 --> 00:09:13.120]  怎樣去處理和面對我們兩個人之間的關係呢?
[00:09:13.120 --> 00:09:14.120]  嘩,真的
[00:09:14.120 --> 00:09:19.120]  其實聖經裏面,瑪利亞都是一個很好的女人
[00:09:19.120 --> 00:09:22.120]  正經地說,她是賢德的婦人
[00:09:22.120 --> 00:09:26.120]  我相信她一定會很吸引著神
[00:09:26.120 --> 00:09:30.120]  所以我們都不難去理解當時的心情
[00:09:30.120 --> 00:09:32.120]  一定受著多重的打擊
[00:09:32.120 --> 00:09:34.120]  嘩,又要想這件事
[00:09:34.120 --> 00:09:37.120]  又要想自己,又要想身邊的朋友,親戚朋友
[00:09:37.120 --> 00:09:43.120]  又要處理家裏如何去和未婚妻的關係
[00:09:43.120 --> 00:09:46.120]  很多很多複雜的感受
[00:09:46.120 --> 00:09:48.120]  我們呢?
[00:09:48.120 --> 00:09:50.120]  我們是怎樣呢?
[00:09:50.120 --> 00:09:54.120]  我們生命裏都未必會遇到這麼困難的挑戰
[00:09:54.120 --> 00:09:58.120]  但我們生命裏同樣都要面對很多的挑戰
[00:09:58.120 --> 00:10:00.120]  大兄姊妹
[00:10:00.120 --> 00:10:01.120]  朋友,新來的朋友
[00:10:01.120 --> 00:10:04.120]  可能我們生命裏都有很多計劃
[00:10:04.120 --> 00:10:07.120]  在初中階段,你有什麼想法?
[00:10:07.120 --> 00:10:09.120]  會不會想我選擇什麼科目呢?
[00:10:09.120 --> 00:10:11.120]  我選擇的科目,剛好我讀呢?
[00:10:11.120 --> 00:10:15.120]  我讀的科目,我將來會有什麼工作呢?
[00:10:15.120 --> 00:10:19.120]  很多很多自己心裏面很多的籌算
[00:10:19.120 --> 00:10:26.120]  在計劃裏面,你全盤都為自己度身訂做一個完美無瑕的計劃
[00:10:26.120 --> 00:10:32.120]  你彷彿就好像所有東西都掌握在自己手裏
[00:10:32.120 --> 00:10:36.120]  我很有目標的,很有方向的
[00:10:36.120 --> 00:10:40.120]  你全部的盼望都建立在那裏
[00:10:40.120 --> 00:10:49.120]  但你想想,當那個計劃不能像預期那樣發生
[00:10:49.120 --> 00:10:52.120]  你在心裏面,那會怎樣呢?
[00:10:52.120 --> 00:10:53.120]  明不明白呢?
[00:10:53.120 --> 00:10:55.120]  我很努力溫習
[00:10:55.120 --> 00:10:57.120]  我很努力溫習
[00:10:57.120 --> 00:11:01.120]  但考試成績不如理想
[00:11:01.120 --> 00:11:06.120]  我和那個朋友,我對那個朋友很好的
[00:11:06.120 --> 00:11:12.120]  我和那個朋友很好,但那個朋友離開了自己
[00:11:12.120 --> 00:11:15.120]  那個感受會是怎樣呢?
[00:11:15.120 --> 00:11:17.120]  會不會是自己的問題呢?
[00:11:17.120 --> 00:11:21.120]  你很害怕,身邊的人怎樣看我呢?
[00:11:21.120 --> 00:11:26.120]  成績會否標籤我是怎樣的人呢?
[00:11:26.120 --> 00:11:30.120]  心裏面有很複雜的感受
[00:11:30.120 --> 00:11:33.120]  那些挑戰來自你生活裏面
[00:11:33.120 --> 00:11:38.120]  不過這樣,我們稍後再說說我們怎樣去面對我們生活裏面的挑戰
[00:11:38.120 --> 00:11:40.120]  不過我先看經文
[00:11:40.120 --> 00:11:44.120]  經文第十九節會提到,弱失是一個二人
[00:11:44.120 --> 00:11:49.120]  二人的意思不單止是弱失是一個好人這麼簡單
[00:11:49.120 --> 00:11:52.120]  簡單來說,很簡單很簡單來說
[00:11:52.120 --> 00:11:55.120]  就是說弱失是信主的
[00:11:55.120 --> 00:11:59.120]  弱失是一個跟隨摩西律法生活的人
[00:11:59.120 --> 00:12:04.120]  在摩西律法裏面,如果一個女人對丈夫不忠的話
[00:12:04.120 --> 00:12:06.120]  只有兩個選擇
[00:12:06.120 --> 00:12:09.120]  第一個選擇就是公開這件事
[00:12:09.120 --> 00:12:11.120]  公開瑪麗亞懷孕的事
[00:12:11.120 --> 00:12:16.120]  後果就是瑪麗亞會被公審
[00:12:16.120 --> 00:12:19.120]  當眾被石頭頂死
[00:12:19.120 --> 00:12:24.120]  而另外一個選擇當然是跟她分開
[00:12:24.120 --> 00:12:26.120]  解除婚約
[00:12:26.120 --> 00:12:28.120]  但你想想,弱失面對心愛的女人
[00:12:28.120 --> 00:12:30.120]  一個這麼好的女人
[00:12:30.120 --> 00:12:32.120]  我又怎捨得離開她呢?
[00:12:32.120 --> 00:12:38.120]  各位,你會怎樣選擇?
[00:12:38.120 --> 00:12:41.120]  兩個這麼艱難的決定
[00:12:41.120 --> 00:12:45.120]  一定是選擇一個傷害性沒那麼大的
[00:12:45.120 --> 00:12:47.120]  這個很必然地發生
[00:12:47.120 --> 00:12:51.120]  相信兩個決定,弱失也很難去選擇
[00:12:51.120 --> 00:12:53.120]  因為你會在經文裏面見到
[00:12:53.120 --> 00:12:56.120]  其實弱失也不只是為了自己
[00:12:56.120 --> 00:13:00.120]  弱失心裏仍然很愛惜瑪麗亞
[00:13:00.120 --> 00:13:02.120]  因為你會見到經文這樣說
[00:13:02.120 --> 00:13:08.120]  弱失不想公開做一些羞辱瑪麗亞的事
[00:13:08.120 --> 00:13:12.120]  我想當時的決定的確是一個很大的掙扎
[00:13:12.120 --> 00:13:17.120]  因為你會見到她仍然跟瑪麗亞很有感情
[00:13:17.120 --> 00:13:22.120]  但當弱失在這個掙扎裏面的時候
[00:13:22.120 --> 00:13:24.120]  她發了一個夢
[00:13:24.120 --> 00:13:28.120]  在夢裏面有天使跟她顯現
[00:13:28.120 --> 00:13:32.120]  跟她說,大衛的子孫弱失
[00:13:32.120 --> 00:13:35.120]  原來她認識我的
[00:13:35.120 --> 00:13:38.120]  她能叫出我是誰
[00:13:38.120 --> 00:13:44.120]  不用怕,把你的妻子瑪麗亞娶過來
[00:13:44.120 --> 00:13:48.120]  很特別,本來弱失以為只有兩個選擇
[00:13:48.120 --> 00:13:52.120]  但上帝給她有第三個選擇
[00:13:52.120 --> 00:13:58.120]  就是吩咐弱失把瑪麗亞娶為妻
[00:13:58.120 --> 00:14:02.120]  根據客觀而事實的環境來看
[00:14:02.120 --> 00:14:05.120]  基本上弱失是沒有辦法接受這個選擇
[00:14:05.120 --> 00:14:09.120]  所以天使再一次表明清楚
[00:14:09.120 --> 00:14:13.120]  瑪麗亞為甚麼會懷孕
[00:14:13.120 --> 00:14:16.120]  天使就把瑪麗亞懷孕的消息
[00:14:16.120 --> 00:14:19.120]  是上帝的工作,是神職的工作
[00:14:19.120 --> 00:14:23.120]  這才是真相,告訴弱失
[00:14:23.120 --> 00:14:30.120]  更重要的是,她把瑪麗亞肚子裏的兒子身份
[00:14:30.120 --> 00:14:33.120]  都很清楚地告訴他
[00:14:33.120 --> 00:14:36.120]  還告訴他使命
[00:14:36.120 --> 00:14:40.120]  這個夢,上帝讓弱失看到
[00:14:40.120 --> 00:14:43.120]  除了她自己選擇的兩個方法外
[00:14:43.120 --> 00:14:47.120]  原來上帝有更好的安排給他們
[00:14:47.120 --> 00:14:51.120]  回想,代入給自己
[00:14:51.120 --> 00:14:53.120]  你生活裏面面對困難
[00:14:53.120 --> 00:14:55.120]  我不知道你現在面對甚麼困難
[00:14:55.120 --> 00:14:58.120]  面對學業?
[00:14:58.120 --> 00:15:00.120]  朋友關係?
[00:15:00.120 --> 00:15:02.120]  家人關係?
[00:15:02.120 --> 00:15:08.120]  還是已經想得很長遠,要做甚麼選擇
[00:15:08.120 --> 00:15:13.120]  可能你已經定立了很多ABC甚至D的選擇
[00:15:13.120 --> 00:15:18.120]  但上帝的工作,永遠超出了我們的想像
[00:15:18.120 --> 00:15:22.120]  超出了人的計劃裏面
[00:15:22.120 --> 00:15:26.120]  各位朋友,弟兄姊妹
[00:15:26.120 --> 00:15:28.120]  你有沒有經歷過呢?
[00:15:28.120 --> 00:15:32.120]  你願不願意,想不想去經歷呢?
[00:15:32.120 --> 00:15:36.120]  今天我邀請了大專的一位姐妹
[00:15:36.120 --> 00:15:39.120]  來這裏分享
[00:15:39.120 --> 00:15:46.120]  她同樣都曾經面對過生命裏面很大的難關
[00:15:46.120 --> 00:15:49.120]  我們有請她來前面
[00:15:49.120 --> 00:15:54.120]  給她大力一點掌聲鼓勵
[00:15:55.120 --> 00:15:59.120]  她今天不只是分享,她是師事的崗位
[00:15:59.120 --> 00:16:03.120]  很感謝Yoyo在我們當中分享她的見證
[00:16:03.120 --> 00:16:05.120]  上帝在她的生命裏面的工作
[00:16:05.120 --> 00:16:14.120]  大家好,我是Year 2,0G加Elijah組的Yoyo
[00:16:14.120 --> 00:16:17.120]  今天我很開心有機會和大家分享我的見證
[00:16:17.120 --> 00:16:23.120]  從小到大,我都是一個用成就去定義自己的人
[00:16:23.120 --> 00:16:26.120]  從小開始,我知道我努力讀書
[00:16:26.120 --> 00:16:29.120]  考到好成績後,家人就會開心
[00:16:29.120 --> 00:16:32.120]  老師都會覺得我是一個有勤力又乖的學生
[00:16:32.120 --> 00:16:36.120]  所以由小學到中學的階段,我一直都很用心讀書
[00:16:36.120 --> 00:16:39.120]  我一直都很努力去保持我的名次
[00:16:39.120 --> 00:16:41.120]  很努力想要超越任何人
[00:16:41.120 --> 00:16:44.120]  我很努力保持我這個乖乖女兒的形象
[00:16:44.120 --> 00:16:49.120]  換來的就是一堆名銜和其他人的讚賞
[00:16:49.120 --> 00:16:53.120]  當時的我,覺得可以從這些收穫到很大的滿足感
[00:16:53.120 --> 00:16:57.120]  覺得我擁有這些成就,就可以為自己帶來光芒
[00:16:57.120 --> 00:17:00.120]  成為台上最閃閃發光的主角
[00:17:00.120 --> 00:17:05.120]  漸漸,這些片面的成就和一直刻意建構的形象
[00:17:05.120 --> 00:17:08.120]  就成為了定義我價值的一些必要元素
[00:17:08.120 --> 00:17:12.120]  甚至,我覺得我要擁有這些成就,我才足夠好去被愛
[00:17:12.120 --> 00:17:17.120]  臨近中六,要考DSE的時候
[00:17:17.120 --> 00:17:20.120]  家人和老師,一如既往都對我有很多期望
[00:17:20.120 --> 00:17:23.120]  覺得我足夠堅強,可以一路披荊斬棘
[00:17:23.120 --> 00:17:25.120]  一路順利熬過DSE
[00:17:25.120 --> 00:17:29.120]  然後就會一帆風順,進入想要的學科
[00:17:29.120 --> 00:17:32.120]  但原來,理想和現實是會有出入的
[00:17:32.120 --> 00:17:35.120]  困難總是在不經意的時候出現
[00:17:35.120 --> 00:17:39.120]  就這樣,我經歷了十多年人生第一次比較大的挫敗
[00:17:39.120 --> 00:17:43.120]  我記得去年放榜的早上
[00:17:43.120 --> 00:17:46.120]  我一收到成績表的時候,是挺開心的
[00:17:46.120 --> 00:17:48.120]  之後我就去了排JUPITER
[00:17:48.120 --> 00:17:52.120]  我以為自己應該會順利進入我最想進的科目
[00:17:52.120 --> 00:17:57.120]  但結果就不是想像中那麼順利
[00:17:57.120 --> 00:18:01.120]  放JUPITER那天,我知道自己進不了最深的科目的時候
[00:18:01.120 --> 00:18:03.120]  那一刻真的很崩潰
[00:18:03.120 --> 00:18:07.120]  和拿成績表那天的喜悅就形成了一個很鮮明的對比
[00:18:07.120 --> 00:18:12.120]  我不明白為什麼天賦要在最後關頭才給我一個這麼大的考驗
[00:18:12.120 --> 00:18:16.120]  當時,一直用成就去定義自己的我
[00:18:16.120 --> 00:18:19.120]  一下子就沒有了曾經擁有的光環
[00:18:19.120 --> 00:18:21.120]  我認定自己就是一個沒有價值的人
[00:18:21.120 --> 00:18:23.120]  已經不再值得被人愛
[00:18:23.120 --> 00:18:27.120]  那天晚上我的組員也知道我的情況
[00:18:27.120 --> 00:18:29.120]  所以他們就在教會外圍了一個圈
[00:18:29.120 --> 00:18:31.120]  逐個逐個跟我說
[00:18:31.120 --> 00:18:34.120]  其實我的價值並不是建基於一紙成績
[00:18:34.120 --> 00:18:37.120]  他們愛我並不是因為我考得有多好
[00:18:37.120 --> 00:18:39.120]  而是單單因為我就是我
[00:18:39.120 --> 00:18:42.120]  理性上,這些道理我當然明白
[00:18:42.120 --> 00:18:44.120]  但當下的自卑和無力感
[00:18:44.120 --> 00:18:47.120]  令我無法接受自己的不完美
[00:18:47.120 --> 00:18:50.120]  我覺得失敗了的我已經不夠好
[00:18:50.120 --> 00:18:53.120]  不夠值得被人關心和愛護
[00:18:53.120 --> 00:18:57.120]  由於最後我也進不了自己最想進的科目
[00:18:57.120 --> 00:18:59.120]  所以和家人商量了一會之後
[00:18:59.120 --> 00:19:03.120]  很感恩他們都讓我去辭職和支持我重新考的決定
[00:19:03.120 --> 00:19:07.120]  但是,看著大家的IG帖文和故事
[00:19:07.120 --> 00:19:12.120]  都是去入U,玩Ocamp,上樁,駐科的時候
[00:19:12.120 --> 00:19:14.120]  我卻是原地踏步
[00:19:14.120 --> 00:19:16.120]  內心其實會很難過
[00:19:16.120 --> 00:19:20.120]  要再一次面對去年令我瀕臨崩潰邊緣的DSE
[00:19:20.120 --> 00:19:23.120]  我真的不知道應該怎樣去熬過這一年
[00:19:23.120 --> 00:19:25.120]  再加上我辭職之後
[00:19:25.120 --> 00:19:27.120]  是否真的可以想進科目呢?
[00:19:27.120 --> 00:19:30.120]  如果再一次失敗又怎麼辦呢?
[00:19:30.120 --> 00:19:33.120]  很多質疑的聲音在腦海中徘徊
[00:19:33.120 --> 00:19:35.120]  雖然下了辭職這個決定
[00:19:35.120 --> 00:19:40.120]  但事實上我也不知道自己能否熬過這一場漫長的掙扎
[00:19:40.120 --> 00:19:45.120]  直到有一晚我聽到一首詩歌
[00:19:45.120 --> 00:19:47.120]  當中有一句歌詞
[00:19:47.120 --> 00:19:51.120]  「當日你令百姓出礦野也必令我走過」
[00:19:51.120 --> 00:19:53.120]  天父當年保守他的子民
[00:19:53.120 --> 00:19:56.120]  在患難中順利出走荒蕪之地
[00:19:56.120 --> 00:19:59.120]  今日他也一定會看顧在患難之中的我
[00:19:59.120 --> 00:20:01.120]  為我釋乾每個夜裡的淚水
[00:20:01.120 --> 00:20:04.120]  我知道我不需要去擔心結果
[00:20:04.120 --> 00:20:07.120]  因為考出來的成績不是人能控制的
[00:20:07.120 --> 00:20:09.120]  所以我這一刻只管盡力
[00:20:09.120 --> 00:20:13.120]  其他無法控制的範圍就交給天父掌管
[00:20:13.120 --> 00:20:16.120]  很感恩天父在這段旅程下
[00:20:16.120 --> 00:20:18.120]  給我很多出乎意料的恩典
[00:20:18.120 --> 00:20:20.120]  回望這段漫漫長路
[00:20:20.120 --> 00:20:23.120]  我敢說「Retake」這一年的日子
[00:20:23.120 --> 00:20:27.120]  是我人生中最珍貴和最開心的一段經歷
[00:20:27.120 --> 00:20:29.120]  很難得的一段日子
[00:20:29.120 --> 00:20:30.120]  我是每天都不用上學
[00:20:30.120 --> 00:20:33.120]  自己安排自己的時間去讀書
[00:20:33.120 --> 00:20:35.120]  變相就多了時間讓我去沉澱
[00:20:35.120 --> 00:20:37.120]  和照顧自己的情緒
[00:20:37.120 --> 00:20:40.120]  另外很感恩天父也讓我認識了一群
[00:20:40.120 --> 00:20:42.120]  同樣是「Retaker」的朋友
[00:20:42.120 --> 00:20:44.120]  當中也不乏一些基督徒
[00:20:44.120 --> 00:20:46.120]  正正就是因為有著相同的經歷
[00:20:46.120 --> 00:20:49.120]  大家可以很了解對方的心情
[00:20:49.120 --> 00:20:51.120]  在無力的時候又互相支持
[00:20:51.120 --> 00:20:55.120]  再加上我的家人、朋友、教會的弟兄姊妹和導師
[00:20:55.120 --> 00:20:57.120]  也一直關心我
[00:20:57.120 --> 00:21:00.120]  又收到大家的心意卡和禮物
[00:21:00.120 --> 00:21:02.120]  這些愛護都令我明白到
[00:21:02.120 --> 00:21:05.120]  我的價值是遠遠超過一堆數字的
[00:21:05.120 --> 00:21:08.120]  天父對我的愛和大家對我的關懷
[00:21:08.120 --> 00:21:11.120]  是永遠都無法用世俗的成就去衡量
[00:21:11.120 --> 00:21:15.120]  我去年考DSE之前超級驚慌
[00:21:15.120 --> 00:21:17.120]  因為我很怕我會失手
[00:21:17.120 --> 00:21:20.120]  然後就辜負了所有人對我一直以來的期望
[00:21:20.120 --> 00:21:22.120]  但今年當我再一次面對
[00:21:22.120 --> 00:21:25.120]  這個曾經令我灑下無數淚水的公開試
[00:21:25.120 --> 00:21:28.120]  內心卻有一份出乎意料的平安
[00:21:28.120 --> 00:21:31.120]  因為我知道我要溫的書都已經溫了
[00:21:31.120 --> 00:21:33.120]  我要操的文件都已經操完了
[00:21:33.120 --> 00:21:37.120]  接下來的關已經不再是我自己控制的範圍之內
[00:21:37.120 --> 00:21:39.120]  我終於學會慢慢放手
[00:21:39.120 --> 00:21:41.120]  將一切全面交回給天父
[00:21:41.120 --> 00:21:43.120]  我已經不會再理會結果
[00:21:43.120 --> 00:21:46.120]  因為我知道無論我最後成功還是失敗都好
