
[00:00:00.000 --> 00:00:02.000]  我們能夠回來
[00:02:28.000 --> 00:02:31.000]  如果你媽媽和你太太一起掉下水
[00:02:31.000 --> 00:02:32.000]  向著你太太回答
[00:02:32.000 --> 00:02:34.000]  你會先救誰
[00:02:34.000 --> 00:02:37.000]  這個問題實在是很難回答
[00:02:37.000 --> 00:02:43.000]  今天我們的正道經文是在哈該書第一章1至15節
[00:02:43.000 --> 00:02:46.000]  我們今天的講題是第一優先
[00:02:46.000 --> 00:02:51.000]  阮毅臣藉著臣自己被哈該先知的啟示
[00:02:51.000 --> 00:02:53.000]  引導我們用心去想
[00:02:53.000 --> 00:02:55.000]  到底在我們人生中
[00:02:55.000 --> 00:02:58.000]  甚麼才是真正的第一優先
[00:02:58.000 --> 00:03:02.000]  請大家一起讀出今天的經文
[00:03:02.000 --> 00:03:03.000]  哈該書一章
[00:03:03.000 --> 00:03:05.000]  我們先讀1至6節
[00:03:05.000 --> 00:03:06.000]  預備起
[00:03:06.000 --> 00:03:09.000]  大劉是王第二年六月初一
[00:03:09.000 --> 00:03:11.000]  耶和華的華
[00:03:11.000 --> 00:03:15.000]  藉哈該先知向撒拉鐵的兒子
[00:03:15.000 --> 00:03:19.000]  猶大省長所羅巴伯和約撒達的兒子
[00:03:19.000 --> 00:03:22.000]  約書亞大祭司傳講說
[00:03:22.000 --> 00:03:24.000]  萬君子耶和華如此說
[00:03:24.000 --> 00:03:25.000]  這百姓說
[00:03:25.000 --> 00:03:29.000]  見到耶和華殿的時候還沒有到
[00:03:29.000 --> 00:03:30.000]  耶和華的華
[00:03:30.000 --> 00:03:33.000]  藉哈該先知傳講說
[00:03:33.000 --> 00:03:36.000]  這殿荒涼
[00:03:36.000 --> 00:03:40.000]  你們自己還住天花板的房屋嗎
[00:03:40.000 --> 00:03:43.000]  現在萬君子耶和華如此說
[00:03:43.000 --> 00:03:46.000]  你們要審查自己的行為
[00:03:46.000 --> 00:03:47.000]  你們殺的眾多
[00:03:47.000 --> 00:03:49.000]  收的卻少
[00:03:49.000 --> 00:03:51.000]  你們吃卻不得飽
[00:03:51.000 --> 00:03:52.000]  喝卻不得足
[00:03:52.000 --> 00:03:54.000]  穿衣服卻不得暖
[00:03:54.000 --> 00:03:59.000]  領尿宮前卻裝入有破洞的袋中
[00:03:59.000 --> 00:04:04.000]  哈該書是很短的一卷書
[00:04:04.000 --> 00:04:08.000]  全卷書只有兩章
[00:04:08.000 --> 00:04:13.000]  記錄了耶和華神去啟示先知哈該
[00:04:13.000 --> 00:04:16.000]  所要向神的子民講的話
[00:04:16.000 --> 00:04:20.000]  在經文裏面一章一節和三節
[00:04:20.000 --> 00:04:23.000]  出現了一個先知啟示的公式
[00:04:23.000 --> 00:04:25.000]  藍色的字顯示
[00:04:25.000 --> 00:04:29.000]  耶和華的華藉哈該先知傳講說
[00:04:29.000 --> 00:04:32.000]  這個公式出現了兩次
[00:04:32.000 --> 00:04:37.000]  表明接下來的說話是神直接的啟示
[00:04:37.000 --> 00:04:40.000]  而不是哈該他自己個人的意思
[00:04:40.000 --> 00:04:43.000]  不過一節和三節有些少分別
[00:04:43.000 --> 00:04:49.000]  第一節表明神的啟示是臨到兩位領袖
[00:04:49.000 --> 00:04:53.000]  他們是昔日帶領百姓歸回故鄉的領袖
[00:04:53.000 --> 00:04:58.000]  就是猶大省長所羅巴伯和大祭司約書亞
[00:04:58.000 --> 00:05:04.000]  而一章三節就再沒有講明啟示對象是向誰傳講
[00:05:04.000 --> 00:05:06.000]  相信我們最合理的理解就是
[00:05:06.000 --> 00:05:14.000]  指導接下來的啟示是神向每一位被老歸回的百姓去講的
[00:05:14.000 --> 00:05:18.000]  其實最初領袖和百姓在回歸的時候
[00:05:18.000 --> 00:05:21.000]  已經知道他們的使命是要重建聖殿的
[00:05:21.000 --> 00:05:26.000]  如果我們參考舊約裡面一直講到
[00:05:26.000 --> 00:05:31.000]  當昔日這班以色列民他們能夠被老歸回
[00:05:31.000 --> 00:05:33.000]  回到他們的故土
[00:05:33.000 --> 00:05:37.000]  他們的使命就是要去建立祭壇恢復敬拜
[00:05:37.000 --> 00:05:40.000]  而且當年他們也真的有這樣做
[00:05:40.000 --> 00:05:44.000]  並且立刻已經開始了重建聖殿的工作
[00:05:44.000 --> 00:05:48.000]  還很快地立定了聖殿的根基
[00:05:48.000 --> 00:05:52.000]  但後來因著敵人的攻擊擾亂
[00:05:52.000 --> 00:05:54.000]  也都壓迫他們停工了
[00:05:54.000 --> 00:05:59.000]  在《以色列記》一章至四章都一直講述以上的事情
[00:05:59.000 --> 00:06:03.000]  在下一蓋書這裡一章一節清楚地列出
[00:06:03.000 --> 00:06:08.000]  以下這些啟示是在大劉氏王第二年
[00:06:08.000 --> 00:06:12.000]  也就是主前520年這裡去啟示的
[00:06:12.000 --> 00:06:16.000]  如果由他們歸回之後第二年去計算
[00:06:16.000 --> 00:06:18.000]  當時是主前536年
[00:06:18.000 --> 00:06:22.000]  我們計算一下就知道聖殿停工了多久
[00:06:22.000 --> 00:06:26.000]  536年和520年相距
[00:06:26.000 --> 00:06:28.000]  一停就停了16年
[00:06:28.000 --> 00:06:31.000]  因此在這個日子
[00:06:31.000 --> 00:06:33.000]  6月初一
[00:06:33.000 --> 00:06:36.000]  初一是以色列人月朔的日子
[00:06:36.000 --> 00:06:38.000]  是一個慶祝的日子
[00:06:38.000 --> 00:06:42.000]  才趁著百姓聚集慶祝的日子
[00:06:42.000 --> 00:06:45.000]  向百姓宣佈
[00:06:45.000 --> 00:06:48.000]  神席著他要向百姓的啟示
[00:06:48.000 --> 00:06:57.000]  一章二節是哈蓋講出神向兩位領袖的啟示
[00:06:57.000 --> 00:06:59.000]  哈蓋引述了
[00:06:59.000 --> 00:07:01.000]  神引述了百姓
[00:07:01.000 --> 00:07:03.000]  他們這樣說
[00:07:03.000 --> 00:07:05.000]  百姓說建造耶和華的殿的時候
[00:07:05.000 --> 00:07:07.000]  說沒有道
[00:07:07.000 --> 00:07:09.000]  對於百姓的說法
[00:07:09.000 --> 00:07:12.000]  神向百姓發出了一個質問
[00:07:12.000 --> 00:07:15.000]  就是在三至四節說到
[00:07:15.000 --> 00:07:17.000]  這殿荒涼
[00:07:17.000 --> 00:07:21.000]  你們自己還住天花板的房屋嗎?
[00:07:21.000 --> 00:07:23.000]  神去質問他們
[00:07:23.000 --> 00:07:25.000]  其實當時的聖殿情況
[00:07:25.000 --> 00:07:28.000]  已經是被老歸回之後
[00:07:28.000 --> 00:07:33.000]  一直破爛重建無期已經16年的時間
[00:07:33.000 --> 00:07:37.000]  而且他們並沒有計劃何時再復工
[00:07:37.000 --> 00:07:40.000]  面對聖殿荒涼破爛16年
[00:07:40.000 --> 00:07:42.000]  但是百姓說時候還沒有到
[00:07:42.000 --> 00:07:45.000]  建殿的時候還沒有到
[00:07:45.000 --> 00:07:48.000]  同一時間他們自己身處的居所
[00:07:48.000 --> 00:07:50.000]  現在住什麼屋呢?
[00:07:50.000 --> 00:07:52.000]  就是天花板的房屋
[00:07:52.000 --> 00:07:54.000]  天花板的房屋在原文的意思
[00:07:54.000 --> 00:07:57.000]  並不是說他們的屋只有天花板
[00:07:57.000 --> 00:08:00.000]  有個瓦遮頭這麼簡單這麼簡陋
[00:08:00.000 --> 00:08:04.000]  而是意思是他們的屋已經有天花板
[00:08:04.000 --> 00:08:08.000]  遮蓋得很好裝飾得很好的意思
[00:08:08.000 --> 00:08:10.000]  聖殿荒涼破爛
[00:08:10.000 --> 00:08:14.000]  百姓卻是住在很好的房屋裏面
[00:08:14.000 --> 00:08:18.000]  神竟然沒有直接命令他們要重建聖殿
[00:08:18.000 --> 00:08:20.000]  反而是吩咐他們
[00:08:20.000 --> 00:08:24.000]  以下的命令就是你們要審查自己的行為
[00:08:24.000 --> 00:08:27.000]  在一章五節和七節重複出現
[00:08:27.000 --> 00:08:31.000]  神叫百姓要審查自己的行為
[00:08:31.000 --> 00:08:37.000]  原文的意思是將你的心放在你所行的路上
[00:08:37.000 --> 00:08:41.000]  將你的心放在你所行的路上
[00:08:41.000 --> 00:08:44.000]  提醒他們要去小心思想
[00:08:44.000 --> 00:08:47.000]  反省他們現在所行所做的
[00:08:47.000 --> 00:08:51.000]  面對聖殿荒涼破爛這麼多年
[00:08:51.000 --> 00:08:54.000]  他們自己就住得很好
[00:08:54.000 --> 00:08:57.000]  其實神是可以乾脆直接叫他們
[00:08:57.000 --> 00:09:01.000]  大家立即開工重建聖殿的
[00:09:01.000 --> 00:09:06.000]  但神卻是叫他們要審查自己的行為
[00:09:06.000 --> 00:09:08.000]  審查自己屬靈的狀況
[00:09:08.000 --> 00:09:11.000]  審查自己的價值觀
[00:09:11.000 --> 00:09:15.000]  甚至是優先次序出現了甚麼問題
[00:09:15.000 --> 00:09:18.000]  為甚麼他們可以漠視聖殿荒涼
[00:09:18.000 --> 00:09:22.000]  是沒有感覺亦都不理會的呢
[00:09:22.000 --> 00:09:24.000]  各位電影姊妹 各位朋友
[00:09:24.000 --> 00:09:28.000]  到底神為甚麼這麼著重要重建聖殿呢
[00:09:28.000 --> 00:09:31.000]  其實建殿的意義在哪裡呢
[00:09:31.000 --> 00:09:33.000]  在舊約裏面
[00:09:33.000 --> 00:09:37.000]  聖殿代表人向神的敬拜 獻祭的地方
[00:09:37.000 --> 00:09:39.000]  聖殿是神的居所
[00:09:39.000 --> 00:09:42.000]  是神和人同在的象徵
[00:09:42.000 --> 00:09:44.000]  是神和人納約的標記
[00:09:44.000 --> 00:09:47.000]  亦都是神向人施恩的地方
[00:09:47.000 --> 00:09:52.000]  重建聖殿代表著神的同在和祝福的叢林
[00:09:52.000 --> 00:09:54.000]  意義十分之重大
[00:09:54.000 --> 00:09:59.000]  相反 百姓並沒有想過要去重建聖殿
[00:09:59.000 --> 00:10:03.000]  意味著他們不再重視敬拜的生活
[00:10:03.000 --> 00:10:07.000]  亦都不再關心自己和神的關係
[00:10:07.000 --> 00:10:09.000]  我的電腦沒電了
[00:10:09.000 --> 00:10:13.000]  請AV同工幫我繼續拍攝
[00:10:13.000 --> 00:10:17.000]  最初以色列人重返故鄉
[00:10:17.000 --> 00:10:20.000]  當然是需要重建生活
[00:10:20.000 --> 00:10:23.000]  住所 生活裏面的實際需要
[00:10:23.000 --> 00:10:26.000]  的確是要去照顧到的
[00:10:26.000 --> 00:10:30.000]  但現在他們其實已經住得很好
[00:10:30.000 --> 00:10:34.000]  相比起神的聖殿是破爛不堪
[00:10:34.000 --> 00:10:36.000]  重建無期
[00:10:36.000 --> 00:10:39.000]  問題就大了 對比很大
[00:10:39.000 --> 00:10:43.000]  人的確有責任照顧自己的生活所需
[00:10:43.000 --> 00:10:49.000]  但若照顧生活所需已經佔據了人的焦點
[00:10:49.000 --> 00:10:54.000]  甚至人也漸漸沒有讓神再介入在我們的生活當中
[00:10:54.000 --> 00:10:57.000]  亦漸漸漠視聖殿的事
[00:10:57.000 --> 00:11:01.000]  只顧追求自己想要的生活
[00:11:01.000 --> 00:11:05.000]  將神拒之於他們所關注的事的門外
[00:11:05.000 --> 00:11:09.000]  去到這樣的話就不再是工程的問題
[00:11:09.000 --> 00:11:12.000]  而是生命的問題
[00:11:12.000 --> 00:11:16.000]  當我們不再在神面前去審查自己的生命
[00:11:16.000 --> 00:11:19.000]  我們的價值觀 我們的優先次序
[00:11:19.000 --> 00:11:24.000]  我們都會轉移到我們的本性那裏
[00:11:24.000 --> 00:11:26.000]  聖殿荒涼
[00:11:26.000 --> 00:11:30.000]  反映以色列人的數年生命是荒涼
[00:11:30.000 --> 00:11:36.000]  今日香港的信徒 普遍的情況 普遍的數年生命的狀況是怎樣的呢
[00:11:36.000 --> 00:11:39.000]  其實在這兩年多以來
[00:11:39.000 --> 00:11:43.000]  我們所要面對的處境是空前的
[00:11:43.000 --> 00:11:45.000]  從來都沒有想像得到的
[00:11:45.000 --> 00:11:49.000]  全球的疫情 社會的不安 經濟的困難
[00:11:49.000 --> 00:11:51.000]  人所要面對的困難
[00:11:51.000 --> 00:11:54.000]  有很多是在外在大環境上面
[00:11:54.000 --> 00:11:58.000]  但亦都有自己個人生命裏面的
[00:11:58.000 --> 00:12:03.000]  或者家人的 或者身體突然的遭遇病患的
[00:12:03.000 --> 00:12:07.000]  面對分離 面對關係破裂的
[00:12:07.000 --> 00:12:11.000]  種種的困難 我們前所未能想像
[00:12:11.000 --> 00:12:14.000]  在屬靈生命上亦都不易走
[00:12:14.000 --> 00:12:17.000]  實體的崇拜聚會 團契聚會
[00:12:17.000 --> 00:12:19.000]  昔日我們覺得一定會有的
[00:12:19.000 --> 00:12:22.000]  今天都不再是必然
[00:12:22.000 --> 00:12:26.000]  沒有了慣常來支持我們聚會的生活
[00:12:26.000 --> 00:12:31.000]  個人的信仰持守就更加受到考驗
[00:12:31.000 --> 00:12:33.000]  面對這樣的環境
[00:12:33.000 --> 00:12:36.000]  到底我們有什麼是優先要處理的呢
[00:12:36.000 --> 00:12:40.000]  我們會不會都有點像被老歸回的以色列人一樣
[00:12:40.000 --> 00:12:46.000]  最大心願和追求就是生活得著安頓滿足就好了
[00:12:46.000 --> 00:12:50.000]  百姓回歸多年 仍然是形形異異
[00:12:50.000 --> 00:12:54.000]  以建設地上的家成為他們生命首要的任務
[00:12:54.000 --> 00:12:56.000]  經文去到第六節這樣說
[00:12:56.000 --> 00:12:59.000]  你們殺的種多 收的卻少
[00:12:59.000 --> 00:13:02.000]  吃卻不得飽 喝卻不得足
[00:13:02.000 --> 00:13:04.000]  穿衣服卻不得暖
[00:13:04.000 --> 00:13:10.000]  領工錢的領了工錢卻代入有破洞的袋中
[00:13:10.000 --> 00:13:13.000]  百姓只顧建設自己的房屋
[00:13:13.000 --> 00:13:15.000]  忘記了建設上帝的殿
[00:13:15.000 --> 00:13:19.000]  到最後他們的生命生活就像一章六節這樣說到
[00:13:19.000 --> 00:13:24.000]  不能得著在神裡面真正的滿足
[00:13:24.000 --> 00:13:27.000]  我自己最近一次小小的經歷
[00:13:27.000 --> 00:13:31.000]  都讓我重新去檢視自己生活的優先次序
[00:13:31.000 --> 00:13:34.000]  怎樣去安排自己的時間
[00:13:34.000 --> 00:13:37.000]  甚至是我自己和神的關係
[00:13:37.000 --> 00:13:41.000]  話說大概一個月前我就生蛇
[00:13:41.000 --> 00:13:44.000]  生蛇生在哪呢 生在這裡
[00:13:44.000 --> 00:13:48.000]  大家看不到 現在都好了 大家可以放心
[00:13:48.000 --> 00:13:50.000]  當時我看醫生
[00:13:50.000 --> 00:13:52.000]  醫生看了傷口之後
[00:13:52.000 --> 00:13:54.000]  只問了兩個問題
[00:13:54.000 --> 00:13:58.000]  就是是不是忙到沒時間睡覺
[00:13:58.000 --> 00:14:02.000]  還有是不是很多事情要想
[00:14:02.000 --> 00:14:05.000]  因為生蛇是一個免疫系統的問題
[00:14:05.000 --> 00:14:08.000]  當然是因為我們缺乏了足夠的休息
[00:14:08.000 --> 00:14:10.000]  還有壓力
[00:14:10.000 --> 00:14:13.000]  回家後我認真地去審查一下
[00:14:13.000 --> 00:14:17.000]  發現自己的確靠了很多自己的力量
[00:14:17.000 --> 00:14:20.000]  去應付各種的需要
[00:14:20.000 --> 00:14:23.000]  生活的忙碌令到除了睡眠時間少之外
[00:14:23.000 --> 00:14:29.000]  個人安靜獨處去親近主的時間也越來越少
[00:14:29.000 --> 00:14:32.000]  結果我每天很忙 白白地忙
[00:14:32.000 --> 00:14:38.000]  力不從心 失去在神裡面那份果效
[00:14:38.000 --> 00:14:40.000]  我反省自己好像以色列人一樣
[00:14:40.000 --> 00:14:42.000]  雖然都努力工作
[00:14:42.000 --> 00:14:45.000]  它只有事倍功半的效果
[00:14:45.000 --> 00:14:48.000]  因為沒有去緊緊的依靠神
[00:14:48.000 --> 00:14:51.000]  也把自己的生活焦點放得很遠
[00:14:51.000 --> 00:14:53.000]  去遠離神
[00:14:53.000 --> 00:14:56.000]  下個才是在初一這個重要的日子
[00:14:56.000 --> 00:14:59.000]  向百姓講出神重要的啟示
[00:14:59.000 --> 00:15:01.000]  勸勉他們要審查
[00:15:01.000 --> 00:15:03.000]  審查自己 看看什麼
[00:15:03.000 --> 00:15:06.000]  竟然比神更加重要
[00:15:06.000 --> 00:15:09.000]  今天我們也在一個重要的節日
[00:15:09.000 --> 00:15:12.000]  我們正在新歷年和舊歷年之間
[00:15:12.000 --> 00:15:14.000]  各位頂姐妹 各位朋友
[00:15:14.000 --> 00:15:17.000]  讓我們在新一年的剛剛的開始裡面
[00:15:17.000 --> 00:15:19.000]  讓我們去審查自己
[00:15:19.000 --> 00:15:23.000]  在神面前我們去回顧各位頂姐妹
[00:15:23.000 --> 00:15:27.000]  我們信主的年日已經有多久了
[00:15:27.000 --> 00:15:30.000]  我們的聖殿重建成怎樣呢
[00:15:30.000 --> 00:15:35.000]  我們有沒有耽誤建殿的時間
[00:15:35.000 --> 00:15:39.000]  有什麼現在成為了你生命的焦點
[00:15:39.000 --> 00:15:42.000]  甚至是比神更加優先的呢
[00:15:42.000 --> 00:15:50.000]  你願不願意再一次認定神是你生命的第一優先
[00:15:50.000 --> 00:15:52.000]  作為今天的信徒
[00:15:52.000 --> 00:15:55.000]  我們不需要再等到回到聖殿那一天
[00:15:55.000 --> 00:15:59.000]  即是只有星期日才可以經歷神的同在
[00:15:59.000 --> 00:16:01.000]  因為主耶穌升天的時候
[00:16:01.000 --> 00:16:03.000]  已經猜探聖靈降臨在我們心裡面
[00:16:03.000 --> 00:16:07.000]  我們每個人心裡面都有聖靈和我們一起
[00:16:07.000 --> 00:16:13.000]  但是今天的信徒會不會也像昔日的以色列人一樣
[00:16:13.000 --> 00:16:15.000]  跪著面前生活各種忙碌
[00:16:15.000 --> 00:16:17.000]  各樣急切的需要
[00:16:17.000 --> 00:16:20.000]  令我們忽略了生命裡面最重要的事
[00:16:20.000 --> 00:16:22.000]  就是重建我們生命的殿
[00:16:22.000 --> 00:16:25.000]  重建我們與神的關係的祭壇
[00:16:25.000 --> 00:16:29.000]  讓我們去到一章七節至到十一節
[00:16:29.000 --> 00:16:31.000]  讓我們一起讀出頭文
[00:16:31.000 --> 00:16:34.000]  預備起萬君之夜華如此說
[00:16:34.000 --> 00:16:37.000]  你們要審查自己的行為
[00:16:37.000 --> 00:16:40.000]  你們要上山取木料建造這殿
[00:16:40.000 --> 00:16:44.000]  我就因此氣樂且得榮耀
[00:16:44.000 --> 00:16:48.000]  這是萬君你們第九節
[00:16:48.000 --> 00:16:53.000]  你們盼望多得看那所得的卻少
[00:16:53.000 --> 00:16:56.000]  你們修道家中我就催去
[00:16:56.000 --> 00:16:58.000]  這是為什麼呢
[00:16:58.000 --> 00:17:00.000]  因為我的殿荒涼
[00:17:00.000 --> 00:17:03.000]  你們各人卻只為自己的房屋奔走
[00:17:03.000 --> 00:17:06.000]  這是萬君之夜華說的
[00:17:06.000 --> 00:17:08.000]  所以因你們的緣故
[00:17:08.000 --> 00:17:12.000]  天不降金綠地也不出土產
[00:17:12.000 --> 00:17:14.000]  我命令江汗臨到土地
[00:17:14.000 --> 00:17:17.000]  山崗五谷新走新游
[00:17:17.000 --> 00:17:21.000]  和地上的出產也臨到人和生畜
[00:17:21.000 --> 00:17:24.000]  以及一切人手勞碌得來的
[00:17:24.000 --> 00:17:25.000]  好謝謝
[00:17:25.000 --> 00:17:30.000]  剛才先知已經命令百姓去審查
[00:17:30.000 --> 00:17:33.000]  自己的優先次序
[00:17:33.000 --> 00:17:36.000]  屬靈的生命是否出現了問題
[00:17:36.000 --> 00:17:40.000]  在這裡神又藉著先知發出第二次命令
[00:17:40.000 --> 00:17:43.000]  再次叫百姓要審查自己的行為
[00:17:43.000 --> 00:17:46.000]  這次要審查什麼呢
[00:17:46.000 --> 00:17:48.000]  在第八節
[00:17:48.000 --> 00:17:54.000]  神叫百姓要上山取木料建造這殿
[00:17:54.000 --> 00:17:57.000]  我就因此氣樂且得榮耀
[00:17:57.000 --> 00:18:01.000]  這次神要百姓審查自己過的
[00:18:01.000 --> 00:18:04.000]  是怎樣的建殿生活呢
[00:18:04.000 --> 00:18:07.000]  上山和建造
[00:18:07.000 --> 00:18:08.000]  下一章
[00:18:08.000 --> 00:18:14.000]  上山和建造在原文是命令式的動詞
[00:18:14.000 --> 00:18:17.000]  要建殿就要上山
[00:18:17.000 --> 00:18:23.000]  下一章有一個上山的解釋
[00:18:23.000 --> 00:18:28.000]  要建殿是要上山的
[00:18:28.000 --> 00:18:31.000]  下一章應該有一章是行山的
[00:18:31.000 --> 00:18:34.000]  大家在疫情有沒有去行山
[00:18:34.000 --> 00:18:37.000]  在疫情中多了很多人行山
[00:18:37.000 --> 00:18:41.000]  行山視乎行多高多斜
[00:18:41.000 --> 00:18:43.000]  但無論你行什麼山
[00:18:43.000 --> 00:18:46.000]  總是一個反地心吸力的動作
[00:18:46.000 --> 00:18:48.000]  向上走
[00:18:48.000 --> 00:18:50.000]  行山是一個大量的運動
[00:18:50.000 --> 00:18:54.000]  能夠鍛鍊心肺功能和體能
[00:18:54.000 --> 00:18:58.000]  代表著要花上腳骨力和氣力
[00:18:58.000 --> 00:19:01.000]  才能登上目標的高山
[00:19:01.000 --> 00:19:03.000]  建築硬件的聖殿
[00:19:03.000 --> 00:19:06.000]  昔日所羅門王建殿的時候
[00:19:06.000 --> 00:19:08.000]  要用數以萬計的人
[00:19:08.000 --> 00:19:12.000]  將石和木料運上山上
[00:19:12.000 --> 00:19:16.000]  可見工程是艱辛的
[00:19:16.000 --> 00:19:18.000]  如果我們要重建生命的殿
[00:19:18.000 --> 00:19:20.000]  同樣要上山
[00:19:20.000 --> 00:19:23.000]  要反地心吸力
[00:19:23.000 --> 00:19:25.000]  先至下蓋提到一件事
[00:19:25.000 --> 00:19:28.000]  就是以色列人已經習慣了過很舒服的生活
[00:19:28.000 --> 00:19:32.000]  也習慣了聖殿荒涼而是無動於衷
[00:19:32.000 --> 00:19:35.000]  如果我們習慣了某種的生活模式
[00:19:35.000 --> 00:19:38.000]  其實我們是不想去改變的
[00:19:38.000 --> 00:19:40.000]  這些生活模式
[00:19:40.000 --> 00:19:45.000]  由於人的慣性漸漸變成惰性
[00:19:45.000 --> 00:19:48.000]  由於習慣加上惰性
[00:19:48.000 --> 00:19:53.000]  於是我們推說沒有時間或時候未到
[00:19:53.000 --> 00:19:57.000]  也會將今天的事寄望於明天
[00:19:57.000 --> 00:20:02.000]  但事實上我們今天並沒有為明天做準備
[00:20:02.000 --> 00:20:05.000]  只是因循感每一天過一天
[00:20:05.000 --> 00:20:11.000]  其實習慣性的惰性就令過了很多個今天
[00:20:11.000 --> 00:20:15.000]  因此聖殿的停工一停就是16年
[00:20:15.000 --> 00:20:22.000]  上山其實是我們要求主幫助我們去付代價
[00:20:22.000 --> 00:20:27.000]  去放下令我們屬靈生命無法成長的習慣或惰性
[00:20:27.000 --> 00:20:33.000]  就好像滾手機是我們現代人很普遍的習慣
[00:20:33.000 --> 00:20:38.000]  當我們一方面覺得沒有時間去靈修讀聖經祈禱
[00:20:38.000 --> 00:20:43.000]  但我們拿著手機一滾就滾了一段時間
[00:20:43.000 --> 00:20:48.000]  果然滾完之後就真的沒有時間去靈修讀聖經
[00:20:48.000 --> 00:20:52.000]  上山就是離開我們的慣性和惰性
[00:20:52.000 --> 00:20:55.000]  上山可能就是重放下手機
[00:20:55.000 --> 00:21:00.000]  預留時間去讀神的話語親近主的生活開始
[00:21:00.000 --> 00:21:03.000]  讓我們可以登上耶和華的山
[00:21:03.000 --> 00:21:07.000]  而且我們要上山取木料建造這殿
[00:21:07.000 --> 00:21:11.000]  上山的目的是為了取到木料
[00:21:11.000 --> 00:21:16.000]  取在原文的意思是進來靠近的意思
[00:21:16.000 --> 00:21:18.000]  其實我們現在有很多木料
[00:21:18.000 --> 00:21:21.000]  我們在手機有很多靈修的apps
[00:21:21.000 --> 00:21:23.000]  很多讀經的計劃
[00:21:23.000 --> 00:21:27.000]  我們在網上也有聽不完的崇拜聚會
[00:21:27.000 --> 00:21:30.000]  培靈會 聖經講座 任君選擇
[00:21:30.000 --> 00:21:32.000]  看得不完的
[00:21:32.000 --> 00:21:35.000]  我們可能很容易得到材料
