
[00:00:00.000 --> 00:00:03.000]  幫我問問你旁邊的那個,問問他
[00:02:25.000 --> 00:02:28.000]  可能你在家中,將要離開家中
[00:02:28.000 --> 00:02:30.000]  成為組織家庭
[00:02:30.000 --> 00:02:32.000]  這個過程中,人生總會在這個階段中
[00:02:32.000 --> 00:02:35.000]  有很多和原生家庭和母親的掙扎
[00:02:35.000 --> 00:02:37.000]  或者可能中間帶來很多空間
[00:02:37.000 --> 00:02:39.000]  為什麼?因為你準備要離開家中
[00:02:39.000 --> 00:02:41.000]  哇,正呀,發達呀
[00:02:41.000 --> 00:02:44.000]  但同時,亦可能在這個情感裏
[00:02:44.000 --> 00:02:47.000]  和家人之間有很多東西要去處理
[00:02:47.000 --> 00:02:51.000]  在這個空間可能帶給你很多思考的時間
[00:02:51.000 --> 00:02:54.000]  但同樣,這個空間都會帶來距離
[00:02:54.000 --> 00:02:56.000]  聽得明白嗎?
[00:02:56.000 --> 00:02:58.000]  所以我想今天,藉著這段經文
[00:02:58.000 --> 00:03:00.000]  或者藉著今天的講道
[00:03:00.000 --> 00:03:02.000]  和我們一起很簡單的去思考一下
[00:03:02.000 --> 00:03:04.000]  我們和我們地上的媽媽
[00:03:04.000 --> 00:03:06.000]  什麼樣的關係,是怎樣的
[00:03:06.000 --> 00:03:08.000]  當然我不是憑我自己的經驗
[00:03:08.000 --> 00:03:10.000]  死亡裏面都有很多的例子
[00:03:10.000 --> 00:03:12.000]  特別我今天藉著耶穌基督在十字架上
[00:03:12.000 --> 00:03:15.000]  他和他地上的母親最後一個的對話
[00:03:15.000 --> 00:03:17.000]  這句對話只是三節的經文
[00:03:17.000 --> 00:03:20.000]  但是三節,如果你真的看得明白
[00:03:20.000 --> 00:03:22.000]  心被感動
[00:03:22.000 --> 00:03:25.000]  我相信對我們生命的影響甚或
[00:03:25.000 --> 00:03:27.000]  帶來給我們可以應用到的
[00:03:27.000 --> 00:03:29.000]  是一個很艱鉅的挑戰
[00:03:29.000 --> 00:03:31.000]  很想你帶著這種心
[00:03:31.000 --> 00:03:33.000]  去進入這篇經文裏面
[00:03:33.000 --> 00:03:35.000]  去認識和理解
[00:03:35.000 --> 00:03:36.000]  聽得明白嗎?
[00:03:36.000 --> 00:03:38.000]  你們的樣子好像很明白
[00:03:38.000 --> 00:03:39.000]  是不是?
[00:03:39.000 --> 00:03:41.000]  拍完之後,就知道要怎樣做
[00:03:41.000 --> 00:03:44.000]  母親節,那裏有沒有東西看?
[00:03:44.000 --> 00:03:45.000]  那裏沒有東西看
[00:03:45.000 --> 00:03:47.000]  那些是不是看不到的?
[00:03:47.000 --> 00:03:50.000]  即是那些電視機後面的
[00:03:50.000 --> 00:03:52.000]  研究一下,先看看行不行
[00:03:52.000 --> 00:03:54.000]  我不知道母親節,你知不知道是怎樣來的?
[00:03:54.000 --> 00:03:57.000]  從一些資訊告訴我們
[00:03:57.000 --> 00:04:00.000]  母親節在大約1908年的時候
[00:04:00.000 --> 00:04:04.000]  有一個叫Anna的女人
[00:04:04.000 --> 00:04:05.000]  即是太太
[00:04:05.000 --> 00:04:07.000]  其實也不是太太,對不起,她還沒有結婚
[00:04:07.000 --> 00:04:10.000]  她一生裏面,其實有一個很大的使命
[00:04:10.000 --> 00:04:13.000]  就是她要照顧她的媽媽
[00:04:13.000 --> 00:04:16.000]  如果從一些文獻告訴我們
[00:04:16.000 --> 00:04:18.000]  可能你也沒有看過,不知道
[00:04:18.000 --> 00:04:20.000]  為甚麼她要這樣去照顧媽媽呢?
[00:04:20.000 --> 00:04:24.000]  因為其實Anna的媽媽是一個很有同情心
[00:04:24.000 --> 00:04:26.000]  很能幫助人
[00:04:26.000 --> 00:04:28.000]  或者從她媽媽的生命裏面
[00:04:28.000 --> 00:04:29.000]  她覺得很欣賞她
[00:04:29.000 --> 00:04:30.000]  雖然Anna沒有結婚
[00:04:30.000 --> 00:04:32.000]  包括她的整個人生裏面
[00:04:32.000 --> 00:04:34.000]  她都圍著一個很大的使命
[00:04:34.000 --> 00:04:35.000]  很想去照顧她
[00:04:35.000 --> 00:04:37.000]  最後,當然她媽媽去世了
[00:04:37.000 --> 00:04:39.000]  但她媽媽臨過世前
[00:04:39.000 --> 00:04:42.000]  其實跟她女兒說了一個很重要的想法
[00:04:42.000 --> 00:04:46.000]  她也想去為地上的母親
[00:04:46.000 --> 00:04:49.000]  希望可以透過過程去讚賞他們
[00:04:49.000 --> 00:04:52.000]  雖然Anna媽媽沒有完成這件事情
[00:04:52.000 --> 00:04:53.000]  但當她離開之後
[00:04:53.000 --> 00:04:56.000]  大約在,如果按照我們知道
[00:04:56.000 --> 00:04:58.000]  1913年的時候
[00:04:58.000 --> 00:05:01.000]  她就推動了一個很大的影響
[00:05:01.000 --> 00:05:03.000]  在美國當時
[00:05:03.000 --> 00:05:06.000]  就定了5月第二個星期日成為了母親節
[00:05:06.000 --> 00:05:09.000]  為了紀念在地上
[00:05:09.000 --> 00:05:12.000]  或者叫做無私奉獻的媽媽
[00:05:12.000 --> 00:05:13.000]  希望透過這個節日裏面
[00:05:13.000 --> 00:05:18.000]  能夠去懷緬、紀念和欣賞地上的媽媽
[00:05:18.000 --> 00:05:20.000]  這就是節日
[00:05:20.000 --> 00:05:21.000]  所以到今天
[00:05:21.000 --> 00:05:22.000]  可能不只是香港
[00:05:22.000 --> 00:05:24.000]  世界很多不同的地方裏面
[00:05:24.000 --> 00:05:26.000]  都透過這個5月第二個星期
[00:05:26.000 --> 00:05:28.000]  我們去懷緬、紀念和多謝
[00:05:28.000 --> 00:05:32.000]  欣賞一下還在的地上的母親
[00:05:32.000 --> 00:05:33.000]  這也是很重要的
[00:05:33.000 --> 00:05:35.000]  當進入這個課題的時候
[00:05:35.000 --> 00:05:36.000]  更加會讓我想到
[00:05:36.000 --> 00:05:38.000]  明天就是母親節了
[00:05:38.000 --> 00:05:39.000]  我問我太太
[00:05:39.000 --> 00:05:41.000]  明天要不要和我媽媽喝茶
[00:05:41.000 --> 00:05:43.000]  其實我昨晚已經吃了飯
[00:05:43.000 --> 00:05:46.000]  再想想有什麼可以做多一點呢
[00:05:46.000 --> 00:05:48.000]  有時候當我做這件事情的時候
[00:05:48.000 --> 00:05:50.000]  或者當我們思考這個行動的時候
[00:05:50.000 --> 00:05:52.000]  背後都有很多情意結在裏面
[00:05:52.000 --> 00:05:53.000]  我們要去想
[00:05:53.000 --> 00:05:55.000]  當然今天我只是想挑戰你
[00:05:55.000 --> 00:05:56.000]  或者想透過耶穌基督
[00:05:56.000 --> 00:05:59.000]  和他地上母親瑪利亞的對話
[00:05:59.000 --> 00:06:01.000]  可以怎樣幫助我們的生命再一次被突破
[00:06:01.000 --> 00:06:03.000]  今天經文不多
[00:06:03.000 --> 00:06:04.000]  不複雜,很簡單
[00:06:04.000 --> 00:06:06.000]  不如我們一起讀這三節經文,好不好?
[00:06:06.000 --> 00:06:07.000]  很簡短的
[00:06:07.000 --> 00:06:08.000]  一起讀了它
[00:06:08.000 --> 00:06:11.000]  《約翰福音》十九章,二十五至二十七節
[00:06:11.000 --> 00:06:12.000]  好,請
[00:06:12.000 --> 00:06:40.000]  (教會禮儀)
[00:06:40.000 --> 00:06:42.000]  好,一起來禱告,好不好?
[00:06:42.000 --> 00:07:11.000]  (教會禮儀)
[00:07:11.000 --> 00:07:13.000]  希望我們能夠打開心懷去聽到
[00:07:13.000 --> 00:07:15.000]  感恩禱告,奉主名求
[00:07:15.000 --> 00:07:16.000]  阿們
[00:07:16.000 --> 00:07:17.000]  這段經文很簡單
[00:07:17.000 --> 00:07:22.000]  背景是說當耶穌基督在十字架將要離世的時候
[00:07:22.000 --> 00:07:27.000]  《約翰福音》的作者將耶穌最後那幾句話記錄下來
[00:07:27.000 --> 00:07:28.000]  甚或這麼說
[00:07:28.000 --> 00:07:29.000]  這幾句話
[00:07:29.000 --> 00:07:31.000]  如果我待會再講到的時候
[00:07:31.000 --> 00:07:35.000]  我相信是耶穌在十字架上心裏的遺願
[00:07:35.000 --> 00:07:36.000]  這個遺願
[00:07:36.000 --> 00:07:38.000]  他也很想在離開、斷氣之前
[00:07:38.000 --> 00:07:42.000]  很想讓他的門徒和他一起去達成這件事情
[00:07:42.000 --> 00:07:43.000]  我進入這段經文裏
[00:07:43.000 --> 00:07:45.000]  幾個經文裏重新思考一下
[00:07:45.000 --> 00:07:46.000]  這段經文背景很簡單
[00:07:46.000 --> 00:07:48.000]  如果剛才你讀的時候就知道
[00:07:48.000 --> 00:07:51.000]  有四個婦女在十字架下
[00:07:51.000 --> 00:07:52.000]  當然還有耶穌所愛的門徒
[00:07:52.000 --> 00:07:53.000]  待會我會講
[00:07:53.000 --> 00:07:55.000]  當然有不同的研究都告訴你
[00:07:55.000 --> 00:07:58.000]  究竟是有四個還是兩個還是三個
[00:07:58.000 --> 00:08:01.000]  這個也有很多不同的看法在裏面
[00:08:01.000 --> 00:08:02.000]  儘管如何
[00:08:02.000 --> 00:08:05.000]  我今天用一個比較傳統、保守的理解
[00:08:05.000 --> 00:08:07.000]  真的有四個,因為四個名字在
[00:08:07.000 --> 00:08:09.000]  就當這四個婦女在耶穌的十字架下
[00:08:09.000 --> 00:08:13.000]  正在經歷一個耶穌離世的過程
[00:08:13.000 --> 00:08:14.000]  但我有一件事可以肯定
[00:08:14.000 --> 00:08:16.000]  不論是兩個、三個、四個也好
[00:08:16.000 --> 00:08:19.000]  耶穌的母親承認很清楚的指明
[00:08:19.000 --> 00:08:20.000]  她在這裏
[00:08:20.000 --> 00:08:21.000]  即是瑪利亞
[00:08:21.000 --> 00:08:25.000]  在地上生下耶穌的母親瑪利亞
[00:08:25.000 --> 00:08:28.000]  就在耶穌臨死前的時間
[00:08:28.000 --> 00:08:29.000]  在十字架下
[00:08:29.000 --> 00:08:31.000]  當你讀這段經文的時候
[00:08:31.000 --> 00:08:33.000]  如果我們純粹剛才讀了三節
[00:08:33.000 --> 00:08:34.000]  或許這樣說
[00:08:34.000 --> 00:08:36.000]  我和你都沒有很大感受
[00:08:36.000 --> 00:08:39.000]  因為我們不在那個場景裏面
[00:08:39.000 --> 00:08:42.000]  特別我們看耶穌被釘十字架這段經文
[00:08:42.000 --> 00:08:44.000]  除了我們可以想像投入之外
[00:08:44.000 --> 00:08:46.000]  我們可以從經文不同的前後文裏面
[00:08:46.000 --> 00:08:48.000]  去更加明白
[00:08:48.000 --> 00:08:49.000]  究竟這幾個婦女
[00:08:49.000 --> 00:08:52.000]  或者用朋友所說的耶穌所愛的門徒
[00:08:52.000 --> 00:08:54.000]  他們在耶穌十字架下的時候
[00:08:54.000 --> 00:08:56.000]  那個心情是怎樣
[00:08:56.000 --> 00:08:57.000]  為甚麼這樣說
[00:08:57.000 --> 00:08:58.000]  如果你再仔細些看
[00:08:58.000 --> 00:09:02.000]  其實這幾節應該從十八章開始看戲
[00:09:02.000 --> 00:09:03.000]  會更加理想
[00:09:03.000 --> 00:09:05.000]  十八章說甚麼
[00:09:05.000 --> 00:09:06.000]  如果你有聖經
[00:09:06.000 --> 00:09:07.000]  你可以回來看一下
[00:09:07.000 --> 00:09:08.000]  十八章開始的時候
[00:09:08.000 --> 00:09:11.000]  是在說耶穌被捕的過程
[00:09:11.000 --> 00:09:15.000]  聖經作者寫記罪文的時候
[00:09:15.000 --> 00:09:17.000]  記住這個故事的過程裏面
[00:09:17.000 --> 00:09:20.000]  他不是我們這樣抽一段去看的
[00:09:20.000 --> 00:09:22.000]  也不是抽幾節去理解他
[00:09:22.000 --> 00:09:24.000]  聖經作者是很想
[00:09:24.000 --> 00:09:25.000]  特別是創造聖經的作者
[00:09:25.000 --> 00:09:27.000]  他很想我們看聖經的時候
[00:09:27.000 --> 00:09:29.000]  其實是由第一章開始一直看下去
[00:09:29.000 --> 00:09:31.000]  因為他寫這篇經文的時候
[00:09:31.000 --> 00:09:32.000]  寫這篇聖經的時候
[00:09:32.000 --> 00:09:35.000]  其實他是從整卷的脈絡去理解
[00:09:35.000 --> 00:09:36.000]  如果這樣理解的話
[00:09:36.000 --> 00:09:37.000]  你就知道了
[00:09:37.000 --> 00:09:40.000]  原來當時的場景是耶穌開始被捕
[00:09:40.000 --> 00:09:41.000]  聖經告訴我們
[00:09:41.000 --> 00:09:42.000]  被捕之後
[00:09:42.000 --> 00:09:44.000]  耶穌被拉到大祭司那裏去受審
[00:09:44.000 --> 00:09:47.000]  甚至經文去到中間
[00:09:47.000 --> 00:09:49.000]  特別加插了一個很重要的故事
[00:09:49.000 --> 00:09:52.000]  是在說當時的彼得三次不認主
[00:09:52.000 --> 00:09:53.000]  記得這個故事嗎
[00:09:53.000 --> 00:09:54.000]  不單是這樣
[00:09:54.000 --> 00:09:56.000]  聖經接著又交代
[00:09:56.000 --> 00:09:58.000]  當耶穌去到大祭司的時候
[00:09:58.000 --> 00:09:59.000]  審問完之後
[00:09:59.000 --> 00:10:01.000]  就被拉到彼拉多那裏去面前審問
[00:10:01.000 --> 00:10:02.000]  聖經講得很清楚
[00:10:02.000 --> 00:10:04.000]  彼拉多當時的總督
[00:10:04.000 --> 00:10:08.000]  是管轄著當時的巴斯坦地羅馬皇帝
[00:10:08.000 --> 00:10:10.000]  派下去的一個總督
[00:10:10.000 --> 00:10:11.000]  去完祭司那裏
[00:10:11.000 --> 00:10:13.000]  然後再去彼拉多那裏
[00:10:13.000 --> 00:10:16.000]  彼拉多就在群眾面前問群眾
[00:10:16.000 --> 00:10:17.000]  你想我殺誰
[00:10:17.000 --> 00:10:18.000]  究竟是殺耶穌
[00:10:18.000 --> 00:10:21.000]  還是想判死囚
[00:10:21.000 --> 00:10:22.000]  巴拉巴拉這樣
[00:10:22.000 --> 00:10:25.000]  群眾就選了耶穌上十字架
[00:10:25.000 --> 00:10:26.000]  聖經再告訴我們
[00:10:26.000 --> 00:10:29.000]  當彼拉多按著群眾的要求
[00:10:29.000 --> 00:10:31.000]  判耶穌死刑的時候
[00:10:31.000 --> 00:10:33.000]  然後就帶著耶穌
[00:10:33.000 --> 00:10:35.000]  一路走上各個他山上
[00:10:35.000 --> 00:10:36.000]  聖經很明確
[00:10:36.000 --> 00:10:37.000]  如果你有經文
[00:10:37.000 --> 00:10:38.000]  看著你的手就知道了
[00:10:38.000 --> 00:10:41.000]  從十八章尾到十九章頭
[00:10:41.000 --> 00:10:42.000]  整個故事的脈絡
[00:10:42.000 --> 00:10:44.000]  是在講耶穌被打
[00:10:44.000 --> 00:10:46.000]  聖經說耶穌被打而過
[00:10:46.000 --> 00:10:47.000]  就是歐巴蓋他
[00:10:47.000 --> 00:10:48.000]  不單是這樣
[00:10:48.000 --> 00:10:50.000]  鞭打他羞辱他
[00:10:50.000 --> 00:10:51.000]  到今天經文十九章
[00:10:51.000 --> 00:10:54.000]  二十五十六節之前那幾節
[00:10:54.000 --> 00:10:56.000]  是在講耶穌在十字架上
[00:10:56.000 --> 00:10:58.000]  他被冰冰羞辱
[00:10:58.000 --> 00:11:00.000]  如果我們按著這樣去理解
[00:11:00.000 --> 00:11:02.000]  我想大家先帶入
[00:11:02.000 --> 00:11:04.000]  去看一個很重要的
[00:11:04.000 --> 00:11:05.000]  其中一個分題
[00:11:05.000 --> 00:11:06.000]  我今天第一個分題
[00:11:06.000 --> 00:11:07.000]  我們嘗試去理解一下
[00:11:07.000 --> 00:11:09.000]  耶穌的地上母親瑪利亞
[00:11:09.000 --> 00:11:11.000]  她怎樣去陪伴耶穌
[00:11:11.000 --> 00:11:13.000]  第一個分題我給了一個名字
[00:11:13.000 --> 00:11:15.000]  叫做母親的陪伴
[00:11:15.000 --> 00:11:16.000]  我想試一下大家
[00:11:16.000 --> 00:11:19.000]  今天講的跟平時講的很不同
[00:11:19.000 --> 00:11:21.000]  今天想從這個角度去理解
[00:11:21.000 --> 00:11:24.000]  瑪利亞當時的處境是怎樣的呢
[00:11:24.000 --> 00:11:25.000]  她怎樣去感受
[00:11:25.000 --> 00:11:27.000]  她的兒子被釘十字架
[00:11:27.000 --> 00:11:28.000]  她自己在場
[00:11:28.000 --> 00:11:30.000]  從這個環境下
[00:11:30.000 --> 00:11:32.000]  她怎樣去回應這件事
[00:11:32.000 --> 00:11:33.000]  瑪利亞這個角色
[00:11:33.000 --> 00:11:35.000]  對我們今天看聖經的人
[00:11:35.000 --> 00:11:37.000]  或者今天你坐在這裡聽到的我和你
[00:11:37.000 --> 00:11:41.000]  究竟有什麼生命我們需要去學習和明白呢
[00:11:41.000 --> 00:11:44.000]  這也是我很想和大家一起分享的東西
[00:11:44.000 --> 00:11:45.000]  既然剛才我所講
[00:11:45.000 --> 00:11:47.000]  如果我們理解瑪利亞的感受
[00:11:47.000 --> 00:11:49.000]  必要從十八章開始
[00:11:49.000 --> 00:11:50.000]  當耶穌被捕
[00:11:50.000 --> 00:11:52.000]  她的門徒四散
[00:11:52.000 --> 00:11:53.000]  所有的人都知道
[00:11:53.000 --> 00:11:55.000]  這個是罪犯
[00:11:55.000 --> 00:11:56.000]  因為被判了死刑
[00:11:56.000 --> 00:11:58.000]  但當時耶穌就死
[00:11:58.000 --> 00:12:01.000]  幾個婦女和門徒仍然在十字架底下
[00:12:01.000 --> 00:12:04.000]  我相信瑪利亞帶著一種很大的心情
[00:12:04.000 --> 00:12:05.000]  其實很複雜
[00:12:05.000 --> 00:12:06.000]  兒子在上面
[00:12:06.000 --> 00:12:09.000]  但環境不容許停留在這裡很久
[00:12:09.000 --> 00:12:10.000]  為什麼呢
[00:12:10.000 --> 00:12:12.000]  因為既然剛才我所講
[00:12:12.000 --> 00:12:15.000]  因為當時耶穌是一個重犯
[00:12:15.000 --> 00:12:17.000]  他被釘在十字架上面
[00:12:17.000 --> 00:12:19.000]  將要面對當時羅馬帝國
[00:12:19.000 --> 00:12:21.000]  他所判的一個極刑
[00:12:21.000 --> 00:12:23.000]  如果從其他經文我們更加知道
[00:12:23.000 --> 00:12:25.000]  譬如去到十九章
[00:12:25.000 --> 00:12:26.000]  剛才我講過
[00:12:26.000 --> 00:12:29.000]  今天我們講的經文是二十五至二十七節
[00:12:29.000 --> 00:12:30.000]  即是前兩節
[00:12:30.000 --> 00:12:31.000]  前兩節講什麼呢
[00:12:31.000 --> 00:12:32.000]  那段經文講
[00:12:32.000 --> 00:12:35.000]  當時冰冰將耶穌的衣服分開了
[00:12:35.000 --> 00:12:36.000]  抹開了
[00:12:36.000 --> 00:12:38.000]  甚至將他的內衣
[00:12:38.000 --> 00:12:39.000]  簡單講耶穌在十字架上面的時候
[00:12:39.000 --> 00:12:40.000]  其實是什麼呢
[00:12:40.000 --> 00:12:41.000]  內外衣都沒有
[00:12:41.000 --> 00:12:43.000]  只掛著一些布
[00:12:43.000 --> 00:12:44.000]  並且聖經講
[00:12:44.000 --> 00:12:47.000]  我們知道當時的冰冰是羞辱他
[00:12:47.000 --> 00:12:49.000]  如果你是瑪利亞
[00:12:49.000 --> 00:12:51.000]  你坐在這裡看到這個場景
[00:12:51.000 --> 00:12:53.000]  當然你和我沒有很大感受
[00:12:53.000 --> 00:12:54.000]  因為我不是母親
[00:12:54.000 --> 00:12:56.000]  可能你身邊有個母親
[00:12:56.000 --> 00:12:57.000]  你幫你看看她
[00:12:57.000 --> 00:12:59.000]  當然知道我們少一點
[00:12:59.000 --> 00:13:00.000]  不過真的有母親在這裡
[00:13:00.000 --> 00:13:01.000]  我知道
[00:13:01.000 --> 00:13:02.000]  在他面對這個場景
[00:13:02.000 --> 00:13:04.000]  我相信都很艱難
[00:13:04.000 --> 00:13:06.000]  超級不容易
[00:13:06.000 --> 00:13:07.000]  不單這樣
[00:13:07.000 --> 00:13:08.000]  剛才你聽我講過
[00:13:08.000 --> 00:13:11.000]  耶穌是被判死刑的
[00:13:11.000 --> 00:13:13.000]  他判的判罪是什麼呢
[00:13:13.000 --> 00:13:15.000]  如果我們仔細再看的時候
[00:13:15.000 --> 00:13:20.000]  當時比拉多在耶穌釘十字架下面掛了個牌
[00:13:20.000 --> 00:13:21.000]  那個牌寫什麼呢
[00:13:21.000 --> 00:13:23.000]  寫著猶太人的王
[00:13:23.000 --> 00:13:26.000]  這個表達不是在講一個笑話
[00:13:26.000 --> 00:13:29.000]  這個表達是在講一個叛亂罪犯
[00:13:29.000 --> 00:13:32.000]  當時耶穌所犯下的罪
[00:13:32.000 --> 00:13:34.000]  當然當時比拉多知道沒有
[00:13:34.000 --> 00:13:36.000]  但很明顯
[00:13:36.000 --> 00:13:38.000]  聖經裡面去形容
[00:13:38.000 --> 00:13:40.000]  耶穌就是猶太人的王
[00:13:40.000 --> 00:13:43.000]  當然這句話從另一個角度看是事實
[00:13:43.000 --> 00:13:44.000]  他真的是猶太人的王
[00:13:44.000 --> 00:13:45.000]  因為從信仰
[00:13:45.000 --> 00:13:47.000]  從一個舊約的想法裡面
[00:13:47.000 --> 00:13:48.000]  這是一個事實
[00:13:48.000 --> 00:13:49.000]  但是從政治
[00:13:49.000 --> 00:13:52.000]  從當時羅馬大教的角度看
[00:13:52.000 --> 00:13:55.000]  耶穌被釘十字架下面有個牌
[00:13:55.000 --> 00:13:56.000]  寫著猶太人的王
[00:13:56.000 --> 00:13:59.000]  是在表示他在犯一個叛亂罪
[00:13:59.000 --> 00:14:01.000]  他不可能在羅馬大教裡面
[00:14:01.000 --> 00:14:07.000]  自認甚至被推崇為一個在猶太地裡面的皇帝
[00:14:07.000 --> 00:14:09.000]  如果我們這樣理解的時候
[00:14:09.000 --> 00:14:12.000]  你就知道其實當時瑪利亞的處境
[00:14:12.000 --> 00:14:14.000]  是一回什麼的事
[00:14:14.000 --> 00:14:15.000]  我經常在思考
[00:14:15.000 --> 00:14:17.000]  當我準備這篇經文的時候
[00:14:17.000 --> 00:14:20.000]  我就想這個母親很了不起
[00:14:20.000 --> 00:14:22.000]  她的了不起是因為
[00:14:22.000 --> 00:14:24.000]  她能夠在這樣的處境
[00:14:24.000 --> 00:14:26.000]  被人逼迫甚或
[00:14:26.000 --> 00:14:28.000]  當她要承認和耶穌有關係
[00:14:28.000 --> 00:14:30.000]  在公開的場合裡面
[00:14:30.000 --> 00:14:32.000]  當耶穌在十字架上受苦
[00:14:32.000 --> 00:14:34.000]  在冰冰熱待的時候
[00:14:34.000 --> 00:14:37.000]  她仍然公開地在十字架底下
[00:14:37.000 --> 00:14:39.000]  陪耶穌一起
[00:14:39.000 --> 00:14:41.000]  耶穌這個陪伴
[00:14:41.000 --> 00:14:43.000]  或許對我來說
[00:14:43.000 --> 00:14:44.000]  我看完之後
[00:14:44.000 --> 00:14:45.000]  或許對我來說
[00:14:45.000 --> 00:14:48.000]  這個母親非常了不起
[00:14:48.000 --> 00:14:50.000]  今天講到
[00:14:50.000 --> 00:14:52.000]  我想和大家提一個分題
[00:14:52.000 --> 00:14:54.000]  去認識一下母親的陪伴
[00:14:54.000 --> 00:14:56.000]  是一回什麼的事
[00:14:56.000 --> 00:14:57.000]  從經文裡面
[00:14:57.000 --> 00:15:00.000]  確實我們可以去學習和思考一下
[00:15:00.000 --> 00:15:02.000]  原來母親的陪伴
[00:15:02.000 --> 00:15:04.000]  確實是難能可貴的
[00:15:04.000 --> 00:15:05.000]  有時候我這樣講
[00:15:05.000 --> 00:15:07.000]  有時候我這樣理解
[00:15:07.000 --> 00:15:08.000]  可能我們這個年紀
[00:15:08.000 --> 00:15:09.000]  我不知道
[00:15:09.000 --> 00:15:11.000]  但我當大家都是一個初職的年紀
[00:15:11.000 --> 00:15:13.000]  我都做過初職
[00:15:13.000 --> 00:15:14.000]  現在中職了
[00:15:14.000 --> 00:15:15.000]  即是中老了
[00:15:15.000 --> 00:15:16.000]  47歲
[00:15:16.000 --> 00:15:18.000]  接近50歲
[00:15:18.000 --> 00:15:19.000]  我想和我母親
[00:15:19.000 --> 00:15:20.000]  和我自己的原生家庭
[00:15:20.000 --> 00:15:22.000]  確實在教會裡面成長
