
[00:00:00.000 --> 00:00:02.880]  好 弟兄姊妹早安
[00:02:42.080 --> 00:02:47.240]  你就會跟你的朋友說「是的 你什麼人 想什麼壞事」
[00:02:47.240 --> 00:02:49.960]  「做些事情都不方便」
[00:02:49.960 --> 00:02:52.400]  可能你也是這樣說
[00:02:52.400 --> 00:02:55.400]  我覺得大致上理解這句子
[00:02:55.400 --> 00:03:00.960]  都是在說什麼類型的人就會做什麼類似的事
[00:03:00.960 --> 00:03:04.920]  舉個例子 當你這個星期看IG
[00:03:04.920 --> 00:03:07.720]  你看到突然有個人求婚
[00:03:07.720 --> 00:03:11.200]  「嘩 這麼盛大 又掉了wire」
[00:03:11.200 --> 00:03:14.360]  你就知道應該是一個有錢的人
[00:03:14.360 --> 00:03:18.040]  才可以做這麼盛大的求婚
[00:03:18.040 --> 00:03:20.520]  所以類似是這個意思
[00:03:20.520 --> 00:03:23.680]  不過這句子其實也在反映
[00:03:23.680 --> 00:03:29.120]  這個世界也帶給我們一些文化和觀念
[00:03:29.120 --> 00:03:34.640]  舉個例子 當我們想我們是一個MBTI的人的時候
[00:03:34.640 --> 00:03:37.920]  我們就會覺得I人就會做些什麼
[00:03:37.920 --> 00:03:40.240]  E人就會做些什麼
[00:03:40.240 --> 00:03:46.440]  好像什麼身份你就會有一個什麼人設 什麼性格
[00:03:46.440 --> 00:03:48.520]  但是當我們回到信仰
[00:03:48.520 --> 00:03:50.880]  我們說我們是基督徒的時候
[00:03:50.880 --> 00:03:53.200]  有時候我們也覺得會是這樣的
[00:03:53.200 --> 00:03:56.040]  當我們回到教會 他們覺得自己是基督徒
[00:03:56.040 --> 00:03:59.240]  我們就會覺得我們一定要做些什麼
[00:03:59.240 --> 00:04:02.360]  就要符合基督徒的人設
[00:04:02.360 --> 00:04:05.080]  但是苦心自問 作為基督徒
[00:04:05.080 --> 00:04:07.880]  你覺得做基督徒難不難
[00:04:07.880 --> 00:04:11.320]  可能你會覺得與我無關 我也不是基督徒
[00:04:11.320 --> 00:04:14.080]  或者有時候當你記得自己是基督徒的時候
[00:04:14.080 --> 00:04:17.000]  你也會覺得好像做基督徒很難
[00:04:17.000 --> 00:04:20.320]  很怕做錯事 很怕說錯話
[00:04:20.320 --> 00:04:22.200]  又覺得做基督徒很難
[00:04:22.200 --> 00:04:25.680]  舉個例子 我經常說要愛人如己
[00:04:25.680 --> 00:04:29.400]  你知道 我知道 單眼人都知道
[00:04:29.400 --> 00:04:31.640]  但是我們經常都會覺得
[00:04:31.640 --> 00:04:34.760]  喂 馮傳道說愛人如己
[00:04:34.760 --> 00:04:38.720]  不是那麼容易的 要入他中腦很難的
[00:04:38.720 --> 00:04:40.560]  怎麼做呢?
[00:04:40.560 --> 00:04:43.280]  好像什麼人做什麼
[00:04:43.280 --> 00:04:45.280]  套在基督徒這個身分上
[00:04:45.280 --> 00:04:47.080]  都好像不是很容易
[00:04:47.080 --> 00:04:48.960]  不過我會問的是
[00:04:48.960 --> 00:04:51.040]  究竟其實不容易是什麼呢?
[00:04:51.040 --> 00:04:53.760]  不容易是不是就是沒有出路呢?
[00:04:53.760 --> 00:04:57.360]  今天我想跟大家看加拉太書的經文
[00:04:57.360 --> 00:04:59.840]  去看看能否找到當中的答案
[00:04:59.840 --> 00:05:01.560]  先給大家一點背景
[00:05:01.560 --> 00:05:05.000]  加拉太書是保羅寫給加拉太信徒的一封信
[00:05:05.000 --> 00:05:07.520]  當時的信徒面對的是什麼呢?
[00:05:07.520 --> 00:05:10.480]  當時的信徒有些是猶太教歸信的
[00:05:10.480 --> 00:05:14.480]  有些是外邦的不同的文化裡面歸信的
[00:05:14.480 --> 00:05:16.240]  他們面對的張力是什麼呢?
[00:05:16.240 --> 00:05:18.400]  當一些猶太教歸信的
[00:05:18.400 --> 00:05:20.520]  他以前守著很多摩西的律法
[00:05:20.520 --> 00:05:21.600]  要行國禮
[00:05:21.600 --> 00:05:25.240]  但是現在保羅說你得著基督徒身分的時候
[00:05:25.240 --> 00:05:26.440]  你會有自由
[00:05:26.440 --> 00:05:28.480]  又說你自由 但是要守律法
[00:05:28.480 --> 00:05:29.880]  是什麼意思呢?
[00:05:29.880 --> 00:05:31.560]  對於那些外邦的信徒
[00:05:31.560 --> 00:05:34.800]  他過往被一些異教的文化影響
[00:05:34.800 --> 00:05:37.400]  但是現在又說要自由
[00:05:37.400 --> 00:05:40.240]  究竟我有自由做回以前的事情
[00:05:40.240 --> 00:05:43.280]  還是我又要守那些不同的律法呢?
[00:05:43.280 --> 00:05:45.600]  保羅很想透過加拉太書
[00:05:45.600 --> 00:05:47.440]  跟他們去處理這個問題
[00:05:47.440 --> 00:05:49.320]  今天我們一起去看看
[00:05:49.320 --> 00:05:51.080]  究竟先去理解
[00:05:51.080 --> 00:05:54.400]  究竟保羅說的基督徒這個身分
[00:05:54.400 --> 00:05:57.400]  其實對於我們來說是什麼一回事呢?
[00:05:57.400 --> 00:06:00.400]  之後我們再看看這個基督徒的身分
[00:06:00.400 --> 00:06:01.760]  當我們知道的時候
[00:06:01.760 --> 00:06:04.120]  其實我們又如何去看人與人的關係呢?
[00:06:04.120 --> 00:06:06.760]  我們一起讀了這幾節的經文
[00:06:06.760 --> 00:06:09.880]  三章26到29節和四章1至7節
[00:06:09.880 --> 00:06:11.640]  我們一起讀吧 準備起
[00:06:11.640 --> 00:06:16.560]  「所以你們因信基督耶穌都是神的兒子」
[00:06:16.560 --> 00:06:21.240]  「你們受洗歸入基督的都是被帶基督了」
[00:06:21.240 --> 00:06:27.160]  「並不分猶太人 希臘人 自主的 圍爐的 或男或女」
[00:06:27.160 --> 00:06:31.280]  「因為你們在基督耶穌裡都成為一了」
[00:06:31.280 --> 00:06:35.400]  「你們既屬乎基督 就是阿伯拉罕的後裔」
[00:06:35.400 --> 00:06:39.440]  「是照著應許承受產業的了」
[00:06:39.440 --> 00:06:44.600]  「我説那承受產業的 雖是傳業的主人」
[00:06:44.600 --> 00:06:49.000]  「但為孩童的時候 卻與奴僕毫無分別」
[00:06:49.000 --> 00:06:51.880]  「乃在師父和管家的手下」
[00:06:51.880 --> 00:06:55.160]  「直等他父親預定的時候來到」
[00:06:55.160 --> 00:06:59.640]  「我們為孩童的時候 受管於世俗小學之下」
[00:06:59.640 --> 00:07:02.880]  「也是如此 及至時候滿足」
[00:07:02.880 --> 00:07:06.680]  「神就差獻他的兒子為女子所生」
[00:07:06.680 --> 00:07:11.400]  「且身在律法以下 要把律法以下的人贖出來」
[00:07:11.400 --> 00:07:13.920]  「叫我們得著兒子的名分」
[00:07:13.920 --> 00:07:19.320]  「你們既為兒子 神就差他兒子的靈進入你們的心」
[00:07:19.320 --> 00:07:23.080]  「呼叫阿伯父 可見從此以後」
[00:07:23.080 --> 00:07:25.760]  「你不是奴僕 乃是兒子」
[00:07:25.760 --> 00:07:29.800]  「既是兒子 卻靠著神為後製」
[00:07:29.800 --> 00:07:32.160]  大家讀完一堆經文
[00:07:32.160 --> 00:07:34.920]  可能當你看的時候你會覺得
[00:07:34.920 --> 00:07:39.040]  保祿好像在強調一個很重要的身份
[00:07:39.040 --> 00:07:43.680]  而這個身份和稱呼是貫穿著大家剛才讀的經文
[00:07:43.680 --> 00:07:47.680]  這個稱呼是甚麼呢?就是「兒子」
[00:07:47.680 --> 00:07:49.080]  當你看「兒子」的時候
[00:07:49.080 --> 00:07:52.400]  在這個段落 頭和尾都不停出現
[00:07:52.400 --> 00:07:57.200]  其實他很想告訴加拉太信徒一件很重要的事
[00:07:57.200 --> 00:08:01.080]  「你們以前是在律法以下的奴僕」
[00:08:01.080 --> 00:08:04.000]  「是受著世俗小學影響的人」
[00:08:04.000 --> 00:08:10.800]  「但現在你們的身份已經轉變為神在基督裡面的子女」
[00:08:10.800 --> 00:08:12.600]  「神的兒女」
[00:08:12.600 --> 00:08:16.400]  可能我們在舊約的時候都經常聽到說的那些以色列人
[00:08:16.400 --> 00:08:18.280]  但保祿在這裡重申的是
[00:08:18.280 --> 00:08:20.400]  無論你現在是甚麼背景也好
[00:08:20.400 --> 00:08:23.400]  其實你現在都同樣得著同一個身份
[00:08:23.400 --> 00:08:27.880]  就是「你是子民神的兒女」這個身份
[00:08:27.880 --> 00:08:30.680]  而「子」其實如果你有印象
[00:08:30.680 --> 00:08:32.600]  你有聽過、有看過聖經的話
[00:08:32.600 --> 00:08:37.480]  在以前的社會裡面是一個很尊貴、很重要的身份
[00:08:37.480 --> 00:08:41.000]  而經文裡面也說這個身份在當時的年代是很重要的
[00:08:41.000 --> 00:08:44.200]  因為他有一個很重要的權
[00:08:44.200 --> 00:08:47.000]  就是他會有「承繼權」的這件事
[00:08:47.000 --> 00:08:48.880]  當我們看到的時候
[00:08:48.880 --> 00:08:53.200]  你會看到在過程裡面他有這個轉變之後
[00:08:53.200 --> 00:08:57.600]  原來在第四章一開頭的時候
[00:08:57.600 --> 00:08:59.480]  他說了一個身份的轉變
[00:08:59.480 --> 00:09:02.200]  你會看到紅色highlight的字
[00:09:02.200 --> 00:09:05.000]  你會看到很多「xx之下」、「xx手下」
[00:09:05.000 --> 00:09:08.880]  他說以前你就是一個師父和管家的手下
[00:09:08.880 --> 00:09:11.080]  你在世俗小學的之下
[00:09:11.080 --> 00:09:12.880]  但是因為耶穌基督的緣故
[00:09:12.880 --> 00:09:16.400]  祂來到祂為我們都生在律法之下
[00:09:16.400 --> 00:09:20.000]  但是祂為了救我們、救贖我們的緣故
[00:09:20.000 --> 00:09:22.400]  使我們不再在律法之下
[00:09:22.400 --> 00:09:24.200]  而得到一個新的身份
[00:09:24.200 --> 00:09:26.680]  就是「神兒子」的身份
[00:09:26.680 --> 00:09:30.680]  原來保羅很想帶出這個過程的轉變
[00:09:30.680 --> 00:09:34.080]  同樣也很想告訴當時的加拉西信徒和我們
[00:09:34.080 --> 00:09:36.280]  原來我們每一個人
[00:09:36.280 --> 00:09:40.800]  都已經得到一個同一個身份、同一個地位
[00:09:40.800 --> 00:09:43.200]  就是神的兒子
[00:09:43.200 --> 00:09:45.480]  保羅之後他帶出了什麼呢?
[00:09:45.480 --> 00:09:48.080]  他說這個身份是怎樣得來的?
[00:09:48.080 --> 00:09:50.200]  這個身份是因為你和我
[00:09:50.200 --> 00:09:53.000]  你和旁邊那個都同樣在經歷一個歷程
[00:09:53.000 --> 00:09:55.000]  一個很簡單的歷程是什麼呢?
[00:09:55.000 --> 00:09:56.880]  就是「恩著信」
[00:09:56.880 --> 00:09:58.480]  「恩著信」不是在說那首歌
[00:09:58.480 --> 00:09:59.880]  而是在說什麼呢?
[00:09:59.880 --> 00:10:01.200]  就是因為我們
[00:10:01.200 --> 00:10:02.600]  「恩著信」其實代表什麼呢?
[00:10:02.600 --> 00:10:05.480]  代表著我們有這個神兒子的身份
[00:10:05.480 --> 00:10:08.880]  不是因為我們做了什麼
[00:10:08.880 --> 00:10:12.880]  不是因為我們做得有多厲害、做得有多好
[00:10:12.880 --> 00:10:14.680]  我們才值得這個身份
[00:10:14.680 --> 00:10:17.880]  而是單單因為我們信靠神的緣故
[00:10:17.880 --> 00:10:19.280]  我們就得到這個身份
[00:10:19.280 --> 00:10:21.480]  而同樣我們得到這個身份的時候
[00:10:21.480 --> 00:10:23.280]  我們進入了一個新的狀態
[00:10:23.280 --> 00:10:26.480]  就是我們在基督裏面
[00:10:26.480 --> 00:10:27.680]  在基督裏面
[00:10:27.680 --> 00:10:30.880]  英文說它是「In Jesus Christ」
[00:10:30.880 --> 00:10:32.400]  其實原文的意思是什麼呢?
[00:10:32.400 --> 00:10:34.080]  它是在說原來
[00:10:34.080 --> 00:10:36.880]  這個「In Jesus Christ」是在形容一個情況
[00:10:36.880 --> 00:10:42.000]  就是我們人以前可能是一個不是很穩定的狀態
[00:10:42.000 --> 00:10:43.880]  但是我們在基督裏面的時候
[00:10:43.880 --> 00:10:46.480]  就好像我們是一隻很脆弱的雞蛋
[00:10:46.480 --> 00:10:50.680]  然後就擺在一個充滿軟綿綿
[00:10:50.680 --> 00:10:55.280]  很強保護性的一個海綿上面
[00:10:55.280 --> 00:10:57.880]  這樣就囊括在裏面的意思
[00:10:57.880 --> 00:10:59.480]  其實代表著什麼呢?
[00:10:59.480 --> 00:11:02.280]  原來我們得到這個新的身份
[00:11:02.280 --> 00:11:05.680]  是帶出原來我們的關係
[00:11:05.680 --> 00:11:07.280]  我們和神的關係
[00:11:07.280 --> 00:11:11.680]  是帶給我們生命一個很大的安全感
[00:11:11.680 --> 00:11:15.880]  丁子梅,當我們說我們去信耶穌的時候
[00:11:15.880 --> 00:11:17.480]  我猜我們每一個人
[00:11:17.480 --> 00:11:19.880]  我們都在不同的地方去信耶穌
[00:11:19.880 --> 00:11:21.680]  不同的年代去信耶穌
[00:11:21.680 --> 00:11:25.880]  可能導師就是很久之前的人帶你回教會
[00:11:25.880 --> 00:11:29.680]  可能大家現在就是你父母帶你回教會
[00:11:29.680 --> 00:11:31.880]  有些人就在營裏面去信主
[00:11:31.880 --> 00:11:34.080]  有些人在短訓裏面去應訊
[00:11:34.080 --> 00:11:36.880]  有些人是三福出兌傳福音給你
[00:11:36.880 --> 00:11:43.280]  不過保羅說無論你是什麼方式、什麼年代去信耶穌都好
[00:11:43.280 --> 00:11:45.480]  很簡單,只是說一件事
[00:11:45.480 --> 00:11:48.280]  我們每一個人都是在經歷同一個歷程
[00:11:48.280 --> 00:11:51.080]  我們每一個人都是在經歷同一份信
[00:11:51.080 --> 00:11:55.880]  我們每一個人都是和神經歷建立同一份的關係
[00:11:55.880 --> 00:11:57.680]  我們得著同一個的身份
[00:11:57.680 --> 00:12:00.680]  而這個身份帶給我們的生命
[00:12:00.680 --> 00:12:03.880]  是有很大同一份的安全感
[00:12:03.880 --> 00:12:07.680]  這個是保羅很想告訴我們
[00:12:07.680 --> 00:12:10.880]  原來這個身份帶給我們的意思
[00:12:10.880 --> 00:12:15.280]  之後保羅說在這個過程裏面
[00:12:15.280 --> 00:12:18.680]  當我們歸入基督的時候代表著什麼呢?
[00:12:18.680 --> 00:12:21.880]  他用一個字,他說「披戴基督」
[00:12:21.880 --> 00:12:24.680]  「披戴基督」英文這個字是怎麼解釋的呢?
[00:12:24.680 --> 00:12:29.080]  他說我們是「Clothe yourself with Christ」
[00:12:29.080 --> 00:12:31.080]  當我看到這個時候,我會想的是
[00:12:31.080 --> 00:12:33.880]  好像穿著基督上身
[00:12:33.880 --> 00:12:36.080]  是否即是我買一件青少T
[00:12:36.080 --> 00:12:39.880]  然後我穿上身,我就「Clothe yourself with Christ」
[00:12:39.880 --> 00:12:42.280]  是不是這個意思呢?
[00:12:42.280 --> 00:12:44.480]  確實「披戴」這個字
[00:12:44.480 --> 00:12:48.080]  英文真的有一種穿上身的意思
[00:12:48.080 --> 00:12:51.080]  不過保羅用這個字
[00:12:51.080 --> 00:12:55.280]  其實是想人們更加明白當中的意義
[00:12:55.280 --> 00:12:59.080]  因為當時羅馬是有一個這樣的文化
[00:12:59.080 --> 00:13:03.080]  他說原來當時一個小朋友
[00:13:03.080 --> 00:13:05.080]  他要進入成人的時候
[00:13:05.080 --> 00:13:06.680]  他會有一個成人禮
[00:13:06.680 --> 00:13:08.280]  是什麼呢?那些小朋友
[00:13:08.280 --> 00:13:11.880]  當他去到成年18歲,舉個例子
[00:13:11.880 --> 00:13:17.280]  他就會脫下屬於他小時候的衣服
[00:13:17.280 --> 00:13:22.080]  然後當時的人就會披上一件叫做托加袍的東西
[00:13:22.080 --> 00:13:24.680]  然後象徵著這個人
[00:13:24.680 --> 00:13:28.880]  他已經得著一個羅馬成年公民的身份
[00:13:28.880 --> 00:13:33.280]  保羅很想用出這個比喻或者表徵
[00:13:33.280 --> 00:13:35.680]  很想帶出我們作為基督徒
[00:13:35.680 --> 00:13:38.480]  當我們成為基督徒的時候
[00:13:38.480 --> 00:13:40.480]  我們就是脫去了舊人的生命
[00:13:40.480 --> 00:13:43.880]  然後我們穿上一個成年兒子
[00:13:43.880 --> 00:13:46.080]  神的兒子的一個新的身份
[00:13:46.080 --> 00:13:49.080]  代表著我們是屬於基督的
[00:13:49.080 --> 00:13:52.080]  不過弟兄姊妹,我們經常都會想
[00:13:52.080 --> 00:13:55.480]  穿上身,穿上基督徒上身
[00:13:55.480 --> 00:14:00.880]  有很多事情要做,有很多事情要滿足
[00:14:00.880 --> 00:14:03.480]  不過弟兄姊妹,當我們看經文的時候
[00:14:03.480 --> 00:14:07.280]  其實保羅想提醒我們什麼呢?
[00:14:07.280 --> 00:14:09.280]  保羅想提醒我們披戴基督
[00:14:09.280 --> 00:14:11.280]  當我們經常想,好像要做很多事情
[00:14:11.280 --> 00:14:12.880]  但是剛才我們看經文的時候
[00:14:12.880 --> 00:14:14.280]  保羅想告訴我們
[00:14:14.280 --> 00:14:18.680]  披戴基督不是要我們穿上一件
[00:14:18.680 --> 00:14:22.480]  道德有很多事情要滿足的一種
[00:14:22.480 --> 00:14:25.880]  帶給我們很沉重的盔甲
[00:14:25.880 --> 00:14:28.880]  披戴基督其實是什麼呢?
[00:14:28.880 --> 00:14:32.280]  是我們穿上一件,讓我們去經歷神的愛
[00:14:32.280 --> 00:14:34.680]  經歷得著兒子這個身份
[00:14:34.680 --> 00:14:37.080]  原來我們生命有很大的安全感
[00:14:37.080 --> 00:14:38.680]  讓我們活得更加自由
[00:14:38.680 --> 00:14:39.880]  一件很舒服
[00:14:39.880 --> 00:14:43.080]  舒服到好像Uniqlo的T恤一樣
[00:14:43.080 --> 00:14:46.280]  那麼舒服的一件衣服
[00:14:46.280 --> 00:14:48.680]  當我們想基督徒
[00:14:48.680 --> 00:14:50.280]  我們經常都會覺得的是
[00:14:50.280 --> 00:14:52.080]  我們要守什麼
[00:14:52.080 --> 00:14:54.480]  要做好,不要做錯
[00:14:54.480 --> 00:14:56.680]  要做神喜悅的事
[00:14:56.680 --> 00:14:59.680]  當然這些是我們需要繼續去學習的
[00:14:59.680 --> 00:15:00.880]  不過弟兄姊妹
[00:15:00.880 --> 00:15:04.880]  我想大家請你記得這句話
[00:15:04.880 --> 00:15:07.480]  這些不是神想我們專注的東西
[00:15:07.480 --> 00:15:09.680]  神從來都不需要我們做什麼
[00:15:09.680 --> 00:15:12.680]  去討祂的喜悅,弟兄姊妹
[00:15:12.680 --> 00:15:15.280]  耶穌基督的救贖
[00:15:15.280 --> 00:15:18.080]  耶穌基督給我們神兒子的身份
[00:15:18.080 --> 00:15:22.080]  是我們白白領受得來的
[00:15:22.080 --> 00:15:26.480]  這個身份帶給我們生命有安全感
[00:15:26.480 --> 00:15:27.880]  帶給我們生命
[00:15:27.880 --> 00:15:31.080]  是不需要再被世界的東西去定義我們
[00:15:31.080 --> 00:15:33.480]  讓我們可以得著自由的生命
[00:15:33.480 --> 00:15:36.880]  基督徒的身份其實就是這麼簡單
[00:15:36.880 --> 00:15:39.680]  這個身份背後帶給我們的生命是什麼呢?
[00:15:39.680 --> 00:15:46.080]  是愛、接納、關係和安全感
[00:15:46.080 --> 00:15:48.280]  就是這麼簡單
[00:15:48.280 --> 00:15:49.480]  但是弟兄姊妹
[00:15:49.480 --> 00:15:51.880]  我們人經常都是怎樣的呢?
[00:15:51.880 --> 00:15:53.280]  我們經常都會這樣
[00:15:53.280 --> 00:15:54.480]  我們經常都覺得
[00:15:54.480 --> 00:15:56.280]  Clothed with Christ
[00:15:56.280 --> 00:15:57.480]  我們經常都會覺得
[00:15:57.480 --> 00:15:58.880]  穿了這件上衣上身
[00:15:58.880 --> 00:16:00.480]  可能你在營裡的時候
[00:16:00.480 --> 00:16:01.480]  很經歷神
[00:16:01.480 --> 00:16:03.280]  很經歷和弟兄姊妹的愛的時候
[00:16:03.280 --> 00:16:04.880]  覺得這件衣服很舒服
[00:16:04.880 --> 00:16:06.680]  很開心、很棒
[00:16:06.680 --> 00:16:07.880]  好像買了一件青少T
[00:16:07.880 --> 00:16:10.080]  今年這件衣服很漂亮
[00:16:10.080 --> 00:16:10.680]  好像這樣的意思
[00:16:10.680 --> 00:16:12.480]  好像植入式廣告一樣
[00:16:12.480 --> 00:16:13.680]  真的很漂亮
[00:16:13.680 --> 00:16:15.880]  不過當你去完營
[00:16:15.880 --> 00:16:18.680]  當你回到日常生活的時候
[00:16:18.680 --> 00:16:21.680]  你會覺得這件衣服
[00:16:21.680 --> 00:16:23.880]  很刺激、很侷促
[00:16:23.880 --> 00:16:26.080]  好像突然不明白圓領
[00:16:26.080 --> 00:16:27.880]  為什麼要勒著頸子
[00:16:27.880 --> 00:16:29.680]  是什麼意思呢?
[00:16:29.680 --> 00:16:30.880]  很辛苦
[00:16:30.880 --> 00:16:33.480]  不如我脫掉這件衣服換另一件衣服
[00:16:33.480 --> 00:16:36.280]  換什麼衣服呢?
[00:16:36.280 --> 00:16:38.880]  跟牌子沒有關係
[00:16:38.880 --> 00:16:40.680]  換Just Do It
[00:16:40.680 --> 00:16:42.080]  我要自由
[00:16:42.080 --> 00:16:43.480]  不如我想怎樣就怎樣
[00:16:43.480 --> 00:16:45.280]  我想做什麼就做什麼
[00:16:45.280 --> 00:16:50.080]  我想不停放肆自己就放肆自己
[00:16:50.080 --> 00:16:51.680]  看一些不應該看的東西
[00:16:51.680 --> 00:16:52.680]  做一些不應該做的東西
[00:16:52.680 --> 00:16:55.080]  多棒啊,對吧?
[00:16:55.080 --> 00:16:57.680]  當你穿這件衣服上身的時候
[00:16:57.680 --> 00:17:00.480]  起初你會覺得挺舒服的
[00:17:00.480 --> 00:17:03.480]  但是慢慢穿著的時候
[00:17:03.480 --> 00:17:06.880]  反而這件衣服背後帶給你的是什麼呢?
[00:17:06.880 --> 00:17:09.080]  世界的價值觀影響你
[00:17:09.080 --> 00:17:10.880]  令你覺得自己不好
[00:17:10.880 --> 00:17:11.880]  令你不開心
[00:17:11.880 --> 00:17:13.680]  很多定義自己
[00:17:13.680 --> 00:17:16.080]  反而這件衣服帶給你的是什麼呢?
[00:17:16.080 --> 00:17:17.880]  更加多的重擔
[00:17:17.880 --> 00:17:20.480]  更加多的遍體鱗傷
[00:17:20.480 --> 00:17:21.480]  頸子輩
[00:17:21.480 --> 00:17:23.880]  很想大家記得一件事
[00:17:23.880 --> 00:17:28.880]  我不知道你此刻是否覺得自己是一個基督徒
[00:17:28.880 --> 00:17:30.280]  但是請你記得的是
[00:17:30.280 --> 00:17:32.680]  如果你覺得自己是基督徒的話
[00:17:32.680 --> 00:17:35.280]  請你記得很基本的一件事
[00:17:35.280 --> 00:17:37.480]  基督徒這個身份其實是什麼呢?
[00:17:37.480 --> 00:17:38.680]  很簡單
[00:17:38.680 --> 00:17:41.480]  其實是我們能夠經歷神的愛
[00:17:41.480 --> 00:17:43.280]  經歷神的接納
[00:17:43.280 --> 00:17:45.880]  帶給我們生命有安全感
[00:17:45.880 --> 00:17:48.280]  令我們不需要被世界定義
[00:17:48.280 --> 00:17:51.680]  令我們生命能夠活得自由
[00:17:51.680 --> 00:17:53.080]  頸子輩,我很想大家
[00:17:53.080 --> 00:17:54.680]  如果你覺得自己是基督徒的時候
[00:17:54.680 --> 00:17:57.080]  你清楚記住
[00:17:57.080 --> 00:17:59.680]  這個才是我們作為基督徒
[00:17:59.680 --> 00:18:02.480]  最重要最重要的定義
[00:18:02.480 --> 00:18:04.480]  而當我們能夠這樣去定義的時候
[00:18:04.480 --> 00:18:05.280]  其實我們才知道
[00:18:05.280 --> 00:18:06.880]  我們作為一個基督徒
[00:18:06.880 --> 00:18:09.680]  什麼人我們去想什麼呢?
[00:18:09.680 --> 00:18:12.880]  基督徒應該用一個什麼思維去想什麼呢?
[00:18:12.880 --> 00:18:14.880]  保羅之後他就帶出
[00:18:14.880 --> 00:18:17.880]  將我們這個身份
[00:18:17.880 --> 00:18:21.280]  在關係上覺得我們應該要怎樣去思考
[00:18:21.280 --> 00:18:22.280]  在第28節
[00:18:22.280 --> 00:18:23.080]  保羅說
[00:18:23.080 --> 00:18:28.080]  並不分猶太人、希臘人、自主的、圍爐的、或男或女
