
[00:00:00.000 --> 00:00:05.400]  今天今晚我講到的主題是教會一年一度的主題開始
[00:08:53.360 --> 00:08:56.360]  甚至給他的後裔以色列人
[00:08:56.360 --> 00:09:00.360]  上帝藉著和亞伯拉罕的納約
[00:09:00.360 --> 00:09:01.360]  的應許
[00:09:01.360 --> 00:09:04.360]  將福氣賜給他的後裔
[00:09:04.360 --> 00:09:09.360]  而且將這個福氣傳到萬族萬民
[00:09:09.360 --> 00:09:12.360]  這個同時間也都傳在我們身上
[00:09:12.360 --> 00:09:15.360]  這個是恩信稱義的福氣
[00:09:15.360 --> 00:09:18.360]  路加醫生在《少行傳》也都這樣說
[00:09:18.360 --> 00:09:20.360]  上帝興起他的僕人
[00:09:20.360 --> 00:09:23.360]  就先差他到你們這裏來
[00:09:23.360 --> 00:09:24.360]  賜福給你們
[00:09:24.360 --> 00:09:27.360]  使各人迴轉離開你們的罪惡
[00:09:27.360 --> 00:09:28.360]  這個在說什麼
[00:09:28.360 --> 00:09:30.360]  這個在說亞伯拉罕
[00:09:30.360 --> 00:09:32.360]  有神學家是這樣說的
[00:09:32.360 --> 00:09:34.360]  我們可以看看神學家
[00:09:34.360 --> 00:09:35.360]  他這樣說
[00:09:35.360 --> 00:09:39.360]  可以看到上帝揀選亞伯拉罕的目的
[00:09:39.360 --> 00:09:41.360]  不單止要救贖他
[00:09:41.360 --> 00:09:44.360]  並且要達到最終的目的
[00:09:44.360 --> 00:09:49.360]  是亞伯拉罕成為上帝萬族都可以得福的忠誡者
[00:09:49.360 --> 00:09:51.360]  藉此拯救全人類
[00:09:51.360 --> 00:09:53.360]  全世界
[00:09:53.360 --> 00:10:00.360]  同樣我們都擁有亞伯拉罕的身份
[00:10:00.360 --> 00:10:04.360]  都是上帝的忠誡者
[00:10:04.360 --> 00:10:09.360]  我們是能夠使萬國萬民得福的忠誡者
[00:10:09.360 --> 00:10:14.360]  我們同樣被揀選得著這個福氣
[00:10:14.360 --> 00:10:20.360]  我們可以去到上帝面前成為聖潔成為完美
[00:10:20.360 --> 00:10:25.360]  更加你可以看到上帝是如何揀選我們
[00:10:25.360 --> 00:10:28.360]  他在愛裡面揀選我們
[00:10:28.360 --> 00:10:32.360]  他按著他的心意計劃去揀選我們
[00:10:32.360 --> 00:10:34.360]  得著兒子的名分
[00:10:34.360 --> 00:10:39.360]  上帝同樣帶著愛去和我們建立關係
[00:10:39.360 --> 00:10:41.360]  給我們身份
[00:10:41.360 --> 00:10:44.360]  我們呢
[00:10:44.360 --> 00:10:47.360]  有沒有珍惜過這個身份呢
[00:10:47.360 --> 00:10:50.360]  我們有沒有把握著這個身份呢
[00:10:50.360 --> 00:10:54.360]  可能我們從小到大都知道我們是上帝的兒女
[00:10:54.360 --> 00:10:56.360]  因為他的愛
[00:10:56.360 --> 00:11:01.360]  但我們有沒有同樣去看重點我們的角色
[00:11:01.360 --> 00:11:03.360]  我們因為上帝的愛
[00:11:03.360 --> 00:11:08.360]  我們同樣成為上帝福氣的忠誡者
[00:11:08.360 --> 00:11:14.360]  我們如何回應上帝賜給我們的東西
[00:11:14.360 --> 00:11:22.360]  我們有沒有成為這個福音福氣的忠誡者呢
[00:11:22.360 --> 00:11:25.360]  上帝福氣的忠誡者
[00:11:25.360 --> 00:11:27.360]  我想第一時間你都會想
[00:11:27.360 --> 00:11:29.360]  我們去傳福音了
[00:11:29.360 --> 00:11:31.360]  我們要和別人講三福
[00:11:31.360 --> 00:11:33.360]  我們要去做街頭報道
[00:11:33.360 --> 00:11:35.360]  那些是很好的東西
[00:11:35.360 --> 00:11:36.360]  不過這樣說
[00:11:36.360 --> 00:11:37.360]  傳福音以外
[00:11:37.360 --> 00:11:39.360]  我們有很多的事
[00:11:39.360 --> 00:11:41.360]  我們都可以成為這個忠誡者
[00:11:41.360 --> 00:11:42.360]  最重要的是
[00:11:42.360 --> 00:11:44.360]  我們回到經文裏面
[00:11:44.360 --> 00:11:49.360]  我們有沒有帶著愛心去做這個忠誡者呢
[00:11:49.360 --> 00:11:55.360]  我們有沒有帶著愛心去展現同樣屬於上帝的生命
[00:11:55.360 --> 00:11:57.360]  這個都是很重要的
[00:11:57.360 --> 00:11:59.360]  我在這裏分享一個例子
[00:11:59.360 --> 00:12:02.360]  一個經歷
[00:12:02.360 --> 00:12:04.360]  其實我在上年年尾
[00:12:04.360 --> 00:12:07.360]  我和一個基督教的機構
[00:12:07.360 --> 00:12:13.360]  聯絡一些較為小的堂會
[00:12:13.360 --> 00:12:15.360]  那些堂會在深水埗一帶
[00:12:15.360 --> 00:12:17.360]  在我們的社區一帶
[00:12:17.360 --> 00:12:19.360]  那些堂會很小
[00:12:19.360 --> 00:12:21.360]  大家有十二樓的概念
[00:12:21.360 --> 00:12:25.360]  其實可能是一個接待處的範圍
[00:12:25.360 --> 00:12:32.360]  但是他們服務很多未信主的小學生
[00:12:32.360 --> 00:12:35.360]  他們服務很多的街坊
[00:12:35.360 --> 00:12:37.360]  但是他們沒有弟兄姊妹
[00:12:37.360 --> 00:12:39.360]  他們不夠弟兄姊妹去幫忙
[00:12:39.360 --> 00:12:42.360]  這個基督教的機構
[00:12:42.360 --> 00:12:44.360]  我們就和他們聯絡
[00:12:44.360 --> 00:12:47.360]  我們可不可以在他們的事工裏面
[00:12:47.360 --> 00:12:50.360]  同樣我們一班大學生
[00:12:50.360 --> 00:12:53.360]  我們都可以一起去參與這個服務
[00:12:53.360 --> 00:12:56.360]  其實牧師都表示
[00:12:56.360 --> 00:12:59.360]  其實這班大學生可以來服務
[00:12:59.360 --> 00:13:01.360]  他們很歡迎這班大學生來服務
[00:13:01.360 --> 00:13:04.360]  不過他都會有表明
[00:13:04.360 --> 00:13:08.360]  那班小學生很多都是SEN
[00:13:08.360 --> 00:13:10.360]  很多成績都很差
[00:13:10.360 --> 00:13:15.360]  他都怕我們大學生和他們一起很悶很沮喪
[00:13:15.360 --> 00:13:19.360]  不過我就膽粗粗
[00:13:19.360 --> 00:13:25.360]  我就抓了幾個大學生和牧師去談談如何去服務
[00:13:25.360 --> 00:13:27.360]  在當中其實那班大學生都有疑惑
[00:13:27.360 --> 00:13:29.360]  其實為什麼我們要這樣做呢
[00:13:29.360 --> 00:13:31.360]  其實我們直接開一個大型的報道會
[00:13:31.360 --> 00:13:33.360]  邀請他們來就可以了
[00:13:33.360 --> 00:13:36.360]  我們為什麼要去做一些功課班呢
[00:13:36.360 --> 00:13:38.360]  我和他們解釋
[00:13:38.360 --> 00:13:41.360]  其實我們都可以做以往的工作
[00:13:41.360 --> 00:13:43.360]  但是一班未信主的小學生
[00:13:43.360 --> 00:13:47.360]  他們家庭的背景較為複雜
[00:13:47.360 --> 00:13:50.360]  可能他們來到我們教會都未必那麼適應
[00:13:50.360 --> 00:13:54.360]  甚至乎在這個服務裏面
[00:13:54.360 --> 00:13:59.360]  我們成為一個福音的義工的服務
[00:13:59.360 --> 00:14:05.360]  並不是直接和他們解釋講述福音那麼簡單
[00:14:05.360 --> 00:14:06.360]  我們用生命
[00:14:06.360 --> 00:14:10.360]  我們用身體力行的見證
[00:14:10.360 --> 00:14:12.360]  在一班未信的小學生裏面
[00:14:12.360 --> 00:14:15.360]  同樣用愛心和他們服務
[00:14:15.360 --> 00:14:17.360]  最深刻的一次經歷
[00:14:17.360 --> 00:14:18.360]  牧師表達
[00:14:18.360 --> 00:14:21.360]  其實你們這班大學生真的很好
[00:14:21.360 --> 00:14:24.360]  其實那天我不記得是哪一天
[00:14:24.360 --> 00:14:25.360]  是公眾假期
[00:14:25.360 --> 00:14:28.360]  其實那天不需要去當值
[00:14:28.360 --> 00:14:30.360]  不需要去做功課班的當值
[00:14:30.360 --> 00:14:31.360]  但是那班大學生
[00:14:31.360 --> 00:14:33.360]  即是我們這班弟兄姊妹
[00:14:33.360 --> 00:14:37.360]  他們知道那班小學生同樣會上來教會裏面
[00:14:37.360 --> 00:14:39.360]  去做功課
[00:14:39.360 --> 00:14:40.360]  去玩
[00:14:40.360 --> 00:14:44.360]  他們很願意自己抽一些時間
[00:14:44.360 --> 00:14:45.360]  不需要當值
[00:14:45.360 --> 00:14:47.360]  不需要表達給我聽
[00:14:47.360 --> 00:14:48.360]  他們今天會上去
[00:14:48.360 --> 00:14:53.360]  他們自願身體力行去走上去
[00:14:53.360 --> 00:14:55.360]  那裏的牧師表示
[00:14:55.360 --> 00:14:57.360]  他們真的很好
[00:14:57.360 --> 00:15:00.360]  他們能夠放下自己很珍貴的時間
[00:15:00.360 --> 00:15:02.360]  大學生的時間都很寶貴
[00:15:02.360 --> 00:15:04.360]  他們放下自己的時間
[00:15:04.360 --> 00:15:06.360]  很實際地和他們一起
[00:15:06.360 --> 00:15:07.360]  去和他們玩
[00:15:07.360 --> 00:15:09.360]  去關心他們
[00:15:09.360 --> 00:15:14.360]  這班大學生仍然都在我們當中聚會和服務
[00:15:14.360 --> 00:15:19.360]  他們用一個身體力行
[00:15:19.360 --> 00:15:22.360]  同樣在一班未信的小學生裏面成為
[00:15:22.360 --> 00:15:24.360]  上帝的一個見證
[00:15:24.360 --> 00:15:26.360]  一個中介者
[00:15:26.360 --> 00:15:30.360]  縱然我們不知道那班小學生何時會信主
[00:15:30.360 --> 00:15:33.360]  縱然可能那班小學生去到很後期
[00:15:33.360 --> 00:15:36.360]  甚至乎可能去到幾十歲才會信主
[00:15:36.360 --> 00:15:39.360]  但是他曾經都會想起
[00:15:39.360 --> 00:15:41.360]  他在小學的時候
[00:15:41.360 --> 00:15:44.360]  有一個哥哥有一個姐姐
[00:15:44.360 --> 00:15:49.360]  他願意無條件地和他們補習和玩
[00:15:51.360 --> 00:15:55.360]  很感恩我們教會裏面有一班很有心的弟兄姊妹
[00:15:55.360 --> 00:15:58.360]  同樣在一個社區裏面
[00:15:58.360 --> 00:16:01.360]  同樣去做一個上帝的中介者
[00:16:01.360 --> 00:16:05.360]  參與教會的服務當然是一個很好的機會
[00:16:05.360 --> 00:16:07.360]  去做一個中介者去傳福音
[00:16:07.360 --> 00:16:09.360]  但其實弟兄姊妹
[00:16:09.360 --> 00:16:11.360]  我們出來工作你都會想
[00:16:11.360 --> 00:16:13.360]  我們不像一班大學生
[00:16:13.360 --> 00:16:16.360]  我們有放學我們只有放工
[00:16:16.360 --> 00:16:19.360]  我們在生活裏面很難
[00:16:19.360 --> 00:16:21.360]  但你想想
[00:16:21.360 --> 00:16:23.360]  你都有同事
[00:16:23.360 --> 00:16:25.360]  你都有朋友
[00:16:25.360 --> 00:16:28.360]  同樣你都可以帶著一個愛心
[00:16:28.360 --> 00:16:31.360]  去問候一下你身邊的同事
[00:16:31.360 --> 00:16:33.360]  你的朋友
[00:16:33.360 --> 00:16:36.360]  在他生命裏面去展現你的信仰
[00:16:36.360 --> 00:16:40.360]  去把握做上帝福音的中介者
[00:16:40.360 --> 00:16:42.360]  更加重要的是
[00:16:42.360 --> 00:16:44.360]  很想你想一下
[00:16:44.360 --> 00:16:46.360]  怎樣在生活裏面
[00:16:46.360 --> 00:16:49.360]  將價值為生命的中心
[00:16:49.360 --> 00:16:52.360]  在自己接觸的層面裏面
[00:16:52.360 --> 00:16:55.360]  發揮你的信徒的影響力
[00:16:55.360 --> 00:16:57.360]  展現基督裏面的福音
[00:16:57.360 --> 00:17:00.360]  這個好消息給他們知道
[00:17:00.360 --> 00:17:04.360]  讓更加多人去認識和相信耶穌基督
[00:17:04.360 --> 00:17:06.360]  弟兄姊妹
[00:17:06.360 --> 00:17:09.360]  我相信你都可以做一個中介者
[00:17:09.360 --> 00:17:13.360]  你都必須要做一個中介者
[00:17:13.360 --> 00:17:14.360]  為什麼呢?
[00:17:14.360 --> 00:17:17.360]  我們接下來在第七節會看到
[00:17:17.360 --> 00:17:22.360]  同樣我們得到一個基督的救贖
[00:17:22.360 --> 00:17:24.360]  在第七節開始裏面
[00:17:24.360 --> 00:17:26.360]  保羅提出了另外一個福氣
[00:17:26.360 --> 00:17:28.360]  另外一個屬靈的福氣
[00:17:28.360 --> 00:17:30.360]  這個是救贖的福氣
[00:17:30.360 --> 00:17:32.360]  罪得赦免的福氣
[00:17:32.360 --> 00:17:34.360]  救贖裏面
[00:17:34.360 --> 00:17:36.360]  在原文裏面的意思是意味著
[00:17:36.360 --> 00:17:39.360]  一個被奴役的人
[00:17:39.360 --> 00:17:43.360]  在奴隸的生活裏面解脫出來的意思
[00:17:43.360 --> 00:17:46.360]  在古時裏面你要解脫一個奴隸
[00:17:46.360 --> 00:17:47.360]  一個僕人是要怎樣?
[00:17:47.360 --> 00:17:50.360]  你要用很多的金錢
[00:17:50.360 --> 00:17:53.360]  將那個人賣回來
[00:17:53.360 --> 00:17:58.360]  他將那個人在另外一個主人裏面賣回來
[00:17:58.360 --> 00:18:03.360]  同樣的上帝將他獨生的兒子耶穌基督
[00:18:03.360 --> 00:18:08.360]  以他的身體和生命為我們犧牲
[00:18:08.360 --> 00:18:12.360]  同樣用他生命的重價
[00:18:12.360 --> 00:18:17.360]  將我們從罪裏面的奴役拯救出來
[00:18:17.360 --> 00:18:19.360]  救贖的福氣
[00:18:19.360 --> 00:18:21.360]  經文裏面會提到
[00:18:21.360 --> 00:18:22.360]  是充充足足
[00:18:22.360 --> 00:18:24.360]  很豐富
[00:18:24.360 --> 00:18:28.360]  但這個贖價
[00:18:28.360 --> 00:18:29.360]  是非常之大
[00:18:29.360 --> 00:18:31.360]  非常之重
[00:18:31.360 --> 00:18:36.360]  是要獻上耶穌基督的生命
[00:18:36.360 --> 00:18:37.360]  但在上文第六節
[00:18:37.360 --> 00:18:40.360]  他看到縱然這麼豐足也好
[00:18:40.360 --> 00:18:45.360]  上帝這個恩典是白白賜給我們
[00:18:45.360 --> 00:18:47.360]  因為上帝的計劃裏面
[00:18:47.360 --> 00:18:50.360]  很希望我們能夠藉著耶穌基督的救贖
[00:18:50.360 --> 00:18:52.360]  我們信徒裏面
[00:18:52.360 --> 00:18:55.360]  可以在主宰的那時
[00:18:55.360 --> 00:18:57.360]  我們同歸於一
[00:18:57.360 --> 00:18:59.360]  經文裏面這樣說
[00:18:59.360 --> 00:19:01.360]  同歸於一
[00:19:01.360 --> 00:19:03.360]  同歸於一,愚民的意思
[00:19:03.360 --> 00:19:05.360]  在第二個翻譯裏面
[00:19:05.360 --> 00:19:08.360]  就是to bring everything together in Christ
[00:19:08.360 --> 00:19:12.360]  將一切都在基督裏聚集在一起
[00:19:12.360 --> 00:19:15.360]  我們就是這樣
[00:19:15.360 --> 00:19:17.360]  但我們生命裏面
