
[00:00:00.000 --> 00:00:04.000]  各位標青的頂姐妹晚安
[00:01:37.000 --> 00:01:38.000]  我們無能為力
[00:01:38.000 --> 00:01:40.000]  但深信上帝你自己
[00:01:40.000 --> 00:01:42.000]  會在當中施你奇妙的作為
[00:01:42.000 --> 00:01:45.000]  就正如師哥所說我們等候你自己
[00:01:45.000 --> 00:01:47.000]  等候你自己的作為
[00:01:47.000 --> 00:01:51.000]  以致我們做一次如影在你面前去飛翔
[00:01:51.000 --> 00:01:53.000]  奔跑我們不會去疲乏
[00:01:53.000 --> 00:01:56.000]  甚或行走我們都不會困厥
[00:01:56.000 --> 00:01:58.000]  我們這樣去禱告奉耶穌基督的名
[00:01:58.000 --> 00:02:03.000]  我們在過去的一年
[00:02:03.000 --> 00:02:06.000]  我發覺可以不戴口罩
[00:02:06.000 --> 00:02:09.000]  原來是新的規定可以不戴口罩
[00:02:09.000 --> 00:02:11.000]  可以用真面目見大家
[00:02:11.000 --> 00:02:12.000]  今晚第一次
[00:02:12.000 --> 00:02:14.000]  因為好像政府說年初五之後
[00:02:14.000 --> 00:02:16.000]  港島可以不用戴口罩
[00:02:16.000 --> 00:02:18.000]  我們已經過了年初五
[00:02:18.000 --> 00:02:21.000]  我只是說我不是說大家
[00:02:21.000 --> 00:02:24.000]  進入新年
[00:02:24.000 --> 00:02:27.000]  我們一直用以西傑書去說
[00:02:27.000 --> 00:02:30.000]  人生有很多轉捩點
[00:02:30.000 --> 00:02:35.000]  我們看到其實我們都有很多轉捩點
[00:02:35.000 --> 00:02:38.000]  或有些點我們是不能逆轉
[00:02:38.000 --> 00:02:41.000]  好像我年紀越來越大和大家一樣
[00:02:41.000 --> 00:02:44.000]  年齡好像一個不能逆轉的轉捩點
[00:02:44.000 --> 00:02:46.000]  一直向前走
[00:02:46.000 --> 00:02:48.000]  給大家看看圖
[00:02:48.000 --> 00:02:50.000]  我們看到剛剛在過去一年
[00:02:50.000 --> 00:02:54.000]  中國第一次出現一個警況
[00:02:54.000 --> 00:02:56.000]  紅色的是出生的人口
[00:02:56.000 --> 00:02:59.000]  黑色的是死亡的人口
[00:02:59.000 --> 00:03:01.000]  出現了一個交叉點
[00:03:01.000 --> 00:03:04.000]  即是死亡的人多於出生
[00:03:04.000 --> 00:03:07.000]  上一年中國少了85萬人
[00:03:07.000 --> 00:03:09.000]  這個情況比他們所預測的
[00:03:09.000 --> 00:03:12.000]  早了差不多十年
[00:03:12.000 --> 00:03:15.000]  這個情況出現不是一年的警況
[00:03:15.000 --> 00:03:17.000]  而是一個不能逆轉的交叉點
[00:03:17.000 --> 00:03:20.000]  即是中國的人口越來越少
[00:03:20.000 --> 00:03:23.000]  在下一個月
[00:03:23.000 --> 00:03:26.000]  聯合國預測印度的人口會超越中國
[00:03:26.000 --> 00:03:29.000]  這個警況亦是不能逆轉
[00:03:29.000 --> 00:03:31.000]  人生有很多這些不能逆轉的警況
[00:03:31.000 --> 00:03:33.000]  另外給大家看看
[00:03:33.000 --> 00:03:36.000]  香港零售業的金額
[00:03:36.000 --> 00:03:38.000]  香港人數
[00:03:38.000 --> 00:03:39.000]  我們說香港人數
[00:03:39.000 --> 00:03:41.000]  亦在2019年中
[00:03:41.000 --> 00:03:44.000]  開始有一個不能逆轉的警況
[00:03:44.000 --> 00:03:46.000]  一直在減少
[00:03:46.000 --> 00:03:49.000]  由750萬到739萬
[00:03:49.000 --> 00:03:51.000]  一直在下跌
[00:03:51.000 --> 00:03:52.000]  所以大家留下來
[00:03:52.000 --> 00:03:56.000]  都是上帝對香港很大的恩典和眷顧
[00:03:56.000 --> 00:03:59.000]  我們發覺原來過去四年
[00:03:59.000 --> 00:04:01.000]  零售業的金額
[00:04:01.000 --> 00:04:03.000]  突然在下一張看到
[00:04:03.000 --> 00:04:05.000]  香港跌了二百多億
[00:04:05.000 --> 00:04:08.000]  好像是一個很難逆轉的警況
[00:04:08.000 --> 00:04:09.000]  不過昨天在東涌
[00:04:09.000 --> 00:04:11.000]  看到很多同胞來買東西
[00:04:11.000 --> 00:04:14.000]  我覺得可能有些不同
[00:04:14.000 --> 00:04:17.000]  看到很多警況
[00:04:17.000 --> 00:04:19.000]  好像在生命裏面
[00:04:19.000 --> 00:04:20.000]  不能逆轉的時候
[00:04:20.000 --> 00:04:22.000]  我們聽見有些商家說
[00:04:22.000 --> 00:04:26.000]  我從此不再在香港長租店
[00:04:26.000 --> 00:04:28.000]  我只是做一些短租
[00:04:28.000 --> 00:04:30.000]  反而將我的服裝店
[00:04:30.000 --> 00:04:33.000]  開在東南亞人口比較多的地方
[00:04:33.000 --> 00:04:35.000]  我不知道可能大家都經歷
[00:04:35.000 --> 00:04:36.000]  如果你上班都經歷很多
[00:04:36.000 --> 00:04:38.000]  這些壓力和挑戰
[00:04:38.000 --> 00:04:40.000]  很多警況好像
[00:04:40.000 --> 00:04:43.000]  突然間不能逆轉地出現
[00:04:43.000 --> 00:04:45.000]  特別是香港勞動人口的短缺
[00:04:45.000 --> 00:04:46.000]  二十到二十四歲
[00:04:46.000 --> 00:04:47.000]  可能大家這個年齡
[00:04:47.000 --> 00:04:48.000]  或者到三十歲
[00:04:48.000 --> 00:04:51.000]  可能跌幅是最大的
[00:04:51.000 --> 00:04:52.000]  亦都可能是另一個
[00:04:52.000 --> 00:04:57.000]  一時間人力不可能逆轉的警況
[00:04:57.000 --> 00:04:59.000]  但我們可能不要看社會
[00:04:59.000 --> 00:05:00.000]  在我們自己的生命裏面
[00:05:00.000 --> 00:05:01.000]  可能有些警況
[00:05:01.000 --> 00:05:03.000]  你都可能覺得不能逆轉
[00:05:03.000 --> 00:05:04.000]  可能你覺得我的學歷
[00:05:04.000 --> 00:05:06.000]  比隔壁那個低
[00:05:06.000 --> 00:05:07.000]  是不能逆轉
[00:05:07.000 --> 00:05:09.000]  我怎能夠為主奔跑
[00:05:09.000 --> 00:05:11.000]  或者被主使用呢
[00:05:11.000 --> 00:05:12.000]  或者你說我的經濟狀況
[00:05:12.000 --> 00:05:16.000]  我的收入比隔壁同齡的親戚低
[00:05:16.000 --> 00:05:18.000]  我又怎能逆轉
[00:05:18.000 --> 00:05:22.000]  我這一刻在生命裏面的難關呢
[00:05:22.000 --> 00:05:23.000]  很多時候
[00:05:23.000 --> 00:05:27.000]  人生這些不能逆轉的看法或者感受
[00:05:27.000 --> 00:05:31.000]  一路將我們推入一個死亡的互動裏面
[00:05:31.000 --> 00:05:33.000]  以致發覺我們生命
[00:05:33.000 --> 00:05:35.000]  好像不能夠回頭
[00:05:35.000 --> 00:05:37.000]  但今天在伊西傑書
[00:05:37.000 --> 00:05:42.000]  我們看到一個大的逆轉的點
[00:05:42.000 --> 00:05:44.000]  我們在新年
[00:05:44.000 --> 00:05:47.000]  我們經常都期望人能夠逆轉
[00:05:47.000 --> 00:05:49.000]  破舊迎新
[00:05:49.000 --> 00:05:51.000]  我又和大家拜年
[00:05:51.000 --> 00:05:53.000]  我一家給大家一張相片
[00:05:53.000 --> 00:05:55.000]  大家拜年
[00:05:55.000 --> 00:05:58.000]  這張是我們一家上星期返崇拜的相片
[00:05:58.000 --> 00:06:00.000]  幾個孩子
[00:06:00.000 --> 00:06:02.000]  我們就想了
[00:06:02.000 --> 00:06:05.000]  我們期望憑主因傳道動若脫逃
[00:06:05.000 --> 00:06:07.000]  好像兔子一樣靈敏
[00:06:07.000 --> 00:06:08.000]  聽差遣
[00:06:08.000 --> 00:06:10.000]  我們很想神差遣
[00:06:10.000 --> 00:06:12.000]  神說差遣我們禦羊進入狼群
[00:06:12.000 --> 00:06:14.000]  就要靈巧像蛇
[00:06:14.000 --> 00:06:15.000]  我們不要像蛇一樣
[00:06:15.000 --> 00:06:17.000]  我們用聖經去想
[00:06:17.000 --> 00:06:19.000]  可以套連
[00:06:19.000 --> 00:06:20.000]  好像考套三忽
[00:06:20.000 --> 00:06:21.000]  不要搞了
[00:06:21.000 --> 00:06:22.000]  考套三忽
[00:06:22.000 --> 00:06:23.000]  和大家拜個年
[00:06:23.000 --> 00:06:27.000]  希望我們都能夠有機會
[00:06:27.000 --> 00:06:29.000]  像兔子一樣靈敏
[00:06:29.000 --> 00:06:31.000]  被主使用到
[00:06:31.000 --> 00:06:34.000]  新年我們都很想逆轉
[00:06:34.000 --> 00:06:36.000]  剛才說了很多情況
[00:06:36.000 --> 00:06:38.000]  好像人生不能逆轉的情況
[00:06:38.000 --> 00:06:40.000]  但在以西傑書
[00:06:40.000 --> 00:06:43.000]  我們由38章16到28節讀下去
[00:06:43.000 --> 00:06:44.000]  我們看見
[00:06:44.000 --> 00:06:47.000]  不單止是以色列人一個逆轉
[00:06:47.000 --> 00:06:49.000]  是整個宇宙的一個逆轉
[00:06:49.000 --> 00:06:51.000]  我們一起讀這十幾節的經文
[00:06:51.000 --> 00:06:52.000]  一起讀
[00:06:52.000 --> 00:06:56.000]  耶和華的話臨到我說
[00:06:56.000 --> 00:06:57.000]  人子啊
[00:06:57.000 --> 00:07:00.000]  以色列家住本地的時候
[00:07:00.000 --> 00:07:03.000]  所作所為使那地煉烏
[00:07:03.000 --> 00:07:06.000]  他們的行為在我面前
[00:07:06.000 --> 00:07:10.000]  好像婦人在驚奇中那樣污穢
[00:07:10.000 --> 00:07:14.000]  所以我因他們在那地流人的血
[00:07:14.000 --> 00:07:18.000]  且以偶像使那地煉烏
[00:07:18.000 --> 00:07:22.000]  就把我的憤怒傾倒在他們身上
[00:07:22.000 --> 00:07:25.000]  我將他們分散到列國
[00:07:25.000 --> 00:07:27.000]  四散在列邦
[00:07:27.000 --> 00:07:31.000]  按他們的所作所為懲罰他們
[00:07:31.000 --> 00:07:34.000]  他們到了所去的列國
[00:07:34.000 --> 00:07:37.000]  使我的姓名被褻瀆
[00:07:37.000 --> 00:07:39.000]  因為人談論他們說
[00:07:39.000 --> 00:07:42.000]  這是耶和華的子民
[00:07:42.000 --> 00:07:45.000]  卻從耶和華的地出來
[00:07:45.000 --> 00:07:48.000]  但我顧惜我的姓名
[00:07:48.000 --> 00:07:53.000]  就是以色列家在所到的列國中褻瀆的
[00:07:53.000 --> 00:07:56.000]  所以你要對以色列家說
[00:07:56.000 --> 00:07:58.000]  主耶和華如此說
[00:07:58.000 --> 00:08:02.000]  以色列家,我做這事不是為你們
[00:08:02.000 --> 00:08:05.000]  而是為了我的姓名
[00:08:05.000 --> 00:08:09.000]  就是你們在所到的列國中褻瀆的
[00:08:09.000 --> 00:08:13.000]  我要使我至大的名顯為聖
[00:08:13.000 --> 00:08:16.000]  這名在列國中已遭褻瀆
[00:08:16.000 --> 00:08:20.000]  是你們在他們中間褻瀆的
[00:08:20.000 --> 00:08:22.000]  我在他們眼前
[00:08:22.000 --> 00:08:26.000]  在你們身上顯為聖的時候
[00:08:26.000 --> 00:08:29.000]  他們就知道我是耶和華
[00:08:29.000 --> 00:08:32.000]  這是主耶和華說的
[00:08:32.000 --> 00:08:34.000]  我必從列國帶領你們
[00:08:34.000 --> 00:08:37.000]  從列邦聚集你們
[00:08:37.000 --> 00:08:39.000]  領你們回到本地
[00:08:39.000 --> 00:08:43.000]  我必灑清水在你們身上
[00:08:43.000 --> 00:08:45.000]  你們就潔淨了
[00:08:45.000 --> 00:08:47.000]  我要潔淨你們
[00:08:47.000 --> 00:08:50.000]  使你們脫離一切的污穢
[00:08:50.000 --> 00:08:52.000]  棄絕一切的偶像
[00:08:52.000 --> 00:08:55.000]  我也要賜給你們一個新心
[00:08:55.000 --> 00:08:58.000]  將新靈放在你們裡面
[00:08:58.000 --> 00:09:02.000]  又從你們的肉體中除掉錫心
[00:09:02.000 --> 00:09:04.000]  賜給你們肉心
[00:09:04.000 --> 00:09:08.000]  我必將我的靈放在你們裡面
[00:09:08.000 --> 00:09:11.000]  使你們順從我的律例
[00:09:11.000 --> 00:09:14.000]  謹守遵行我的典章
[00:09:14.000 --> 00:09:19.000]  你們必住在我所賜給你們祖先的地
[00:09:19.000 --> 00:09:22.000]  你們要作我的子民
[00:09:22.000 --> 00:09:24.000]  我要作你們的神
[00:09:24.000 --> 00:09:26.000]  我們回想當時
[00:09:26.000 --> 00:09:30.000]  以色列地是一塊被人說是咒詛的地方
[00:09:30.000 --> 00:09:32.000]  之前那一章的經文
[00:09:32.000 --> 00:09:34.000]  甚至有人說你是吞吃人的
[00:09:34.000 --> 00:09:36.000]  又使國民喪失而來
[00:09:36.000 --> 00:09:39.000]  因為以色列地不是很多人移民那麼簡單
[00:09:39.000 --> 00:09:41.000]  很多人在裡面死亡
[00:09:41.000 --> 00:09:43.000]  一個越來越空的地方
[00:09:43.000 --> 00:09:44.000]  越來越少人住的地方
[00:09:44.000 --> 00:09:47.000]  好像我們正在經歷世界很多城市的人口一樣
[00:09:47.000 --> 00:09:49.000]  越來越少的出生率
[00:09:49.000 --> 00:09:50.000]  它不是出生率的問題
[00:09:50.000 --> 00:09:51.000]  它是被擄
[00:09:51.000 --> 00:09:53.000]  它是一個被咒詛的地方
[00:09:53.000 --> 00:09:55.000]  被分散到列國
[00:09:55.000 --> 00:09:56.000]  四散到列邦
[00:09:56.000 --> 00:09:57.000]  甚至剛才聖經所說
[00:09:57.000 --> 00:09:58.000]  它是一塊污穢的地方
[00:09:58.000 --> 00:10:00.000]  因為裡面死太多的人
[00:10:00.000 --> 00:10:04.000]  但我們記得以色列書總共有48章
[00:10:04.000 --> 00:10:07.000]  1至24章是說神要懲罰以色列
[00:10:07.000 --> 00:10:10.000]  到25章開始是一個救恩的信息
[00:10:10.000 --> 00:10:12.000]  25章開始
[00:10:12.000 --> 00:10:16.000]  神說首先祂會審判以色列附近七個對祂不好的國家
[00:10:16.000 --> 00:10:18.000]  以色列人感覺到Hallelujah
[00:10:18.000 --> 00:10:20.000]  原來哈佛那些人神是會懲罰的
[00:10:20.000 --> 00:10:21.000]  神是會記得的
[00:10:21.000 --> 00:10:23.000]  不單止懲罰七個國家
[00:10:23.000 --> 00:10:27.000]  特別是懲罰走火入魔的商業巨城推羅
[00:10:27.000 --> 00:10:29.000]  和用軍事稱霸世界的埃及
[00:10:29.000 --> 00:10:32.000]  這兩個國家神特別點名要懲罰他們
[00:10:32.000 --> 00:10:35.000]  然後懲罰了這七個國家之後
[00:10:35.000 --> 00:10:38.000]  以色列書後半段繼續說有七個新的系列
[00:10:38.000 --> 00:10:41.000]  它首先說有新的牧人
[00:10:41.000 --> 00:10:44.000]  就好像大衛一樣會親自牧養以色列民
[00:10:44.000 --> 00:10:47.000]  就正如在聖誕的時候
[00:10:47.000 --> 00:10:48.000]  我講了一篇道
[00:10:48.000 --> 00:10:50.000]  耶穌基督就是牧養人
[00:10:50.000 --> 00:10:53.000]  就像大衛君王一樣
[00:10:53.000 --> 00:10:55.000]  在珠山嶺上牧養以色列
[00:10:55.000 --> 00:10:58.000]  就像羊有牧人一樣牧養他們
[00:10:58.000 --> 00:11:00.000]  有了這個牧人之後
[00:11:00.000 --> 00:11:03.000]  他就有新的靈在人的生命裡
[00:11:03.000 --> 00:11:05.000]  然後開展新的以色列國
[00:11:05.000 --> 00:11:07.000]  有新的安全
[00:11:07.000 --> 00:11:08.000]  新的聖殿
[00:11:08.000 --> 00:11:09.000]  新的聖殿的河流
[00:11:09.000 --> 00:11:11.000]  和新的遷徙的地圖
[00:11:11.000 --> 00:11:16.000]  所以以色列書後半段是一段一段更新的經文
[00:11:16.000 --> 00:11:18.000]  是一段一段以色列國逆轉的經文
[00:11:18.000 --> 00:11:20.000]  不單止是以色列國逆轉
[00:11:20.000 --> 00:11:22.000]  甚至是整個宇宙逆轉的經文
[00:11:22.000 --> 00:11:23.000]  就像整捲聖經
[00:11:23.000 --> 00:11:24.000]  我讀到這裡覺得
[00:11:24.000 --> 00:11:27.000]  就像整捲聖經一個逆轉的開始
[00:11:27.000 --> 00:11:29.000]  但是神逆轉的方法
[00:11:29.000 --> 00:11:31.000]  不是用人的方法
[00:11:31.000 --> 00:11:33.000]  就正如耶穌基督來到
[00:11:33.000 --> 00:11:37.000]  祂不是用一種軍事的力量去逆轉
[00:11:37.000 --> 00:11:39.000]  當祂餵飽五千人的時候
[00:11:39.000 --> 00:11:41.000]  人們要擁納祂做王的時候
[00:11:41.000 --> 00:11:42.000]  耶穌說不是啊
[00:11:42.000 --> 00:11:45.000]  祂說我張開我的身體
[00:11:45.000 --> 00:11:46.000]  餵你們死
[00:11:46.000 --> 00:11:48.000]  作為你們的糧食
[00:11:48.000 --> 00:11:51.000]  你們才能夠有新的君王
[00:11:51.000 --> 00:11:53.000]  這是完全人想不到的方法
[00:11:53.000 --> 00:11:56.000]  是一個完全新的逆轉的方法
[00:11:56.000 --> 00:11:58.000]  但是今天來到這裡
[00:11:58.000 --> 00:12:00.000]  除了耶穌這個君王的來到
[00:12:00.000 --> 00:12:02.000]  以色列再預言
[00:12:02.000 --> 00:12:04.000]  另一個的逆轉
[00:12:04.000 --> 00:12:05.000]  就是這個君王來到之後
[00:12:05.000 --> 00:12:07.000]  聖靈的降臨
[00:12:07.000 --> 00:12:09.000]  我們常人的方法
[00:12:09.000 --> 00:12:10.000]  我們想以色列人
[00:12:10.000 --> 00:12:11.000]  他什麼時候會回轉呢
[00:12:11.000 --> 00:12:12.000]  就是他流落到異邦
[00:12:12.000 --> 00:12:13.000]  亡了國
[00:12:13.000 --> 00:12:14.000]  打打打打到他認錯
[00:12:14.000 --> 00:12:16.000]  他就逆轉
[00:12:16.000 --> 00:12:17.000]  這是人的方法
[00:12:17.000 --> 00:12:19.000]  有時候可能這些都是我們父母的方法
[00:12:19.000 --> 00:12:21.000]  或者是上一代的方法
[00:12:21.000 --> 00:12:22.000]  罵罵罵到你哭
[00:12:22.000 --> 00:12:24.000]  那你就知道錯了
[00:12:24.000 --> 00:12:27.000]  但是神的方法不是人的方法
[00:12:27.000 --> 00:12:31.000]  神不是按人是否能夠走回頭
[00:12:31.000 --> 00:12:33.000]  去逆轉整個宇宙
[00:12:33.000 --> 00:12:36.000]  在20-21節聖經說
[00:12:36.000 --> 00:12:38.000]  他們到了所去的滅國
[00:12:38.000 --> 00:12:40.000]  使我的性命被褻瀆
[00:12:40.000 --> 00:12:42.000]  因為人談論他們說
[00:12:42.000 --> 00:12:44.000]  這是耶和華的子民
[00:12:44.000 --> 00:12:46.000]  卻從耶和華的地出來
[00:12:46.000 --> 00:12:48.000]  神說但我顧惜我的性命
[00:12:48.000 --> 00:12:52.000]  就是以色列家在所到的滅國中褻瀆的
[00:12:52.000 --> 00:12:54.000]  這裡說神逆轉整個宇宙
[00:12:54.000 --> 00:12:56.000]  不是因為以色列人
[00:12:56.000 --> 00:12:57.000]  不是因為我和你
[00:12:57.000 --> 00:12:58.000]  而是因為一件事
[00:12:58.000 --> 00:13:00.000]  就是因為他自己的性命
[00:13:00.000 --> 00:13:03.000]  顧惜這個字在以色列的書出現了七次
[00:13:03.000 --> 00:13:04.000]  頭六次都是神說
[00:13:04.000 --> 00:13:06.000]  我不會顧惜以色列人
[00:13:06.000 --> 00:13:07.000]  但是第七次出現
[00:13:07.000 --> 00:13:09.000]  神說我在這裡
[00:13:09.000 --> 00:13:11.000]  我顧惜我的性命
[00:13:11.000 --> 00:13:14.000]  主耶穌在教理禱告裡有句說話
[00:13:14.000 --> 00:13:16.000]  祂說我們在天上的父
[00:13:16.000 --> 00:13:21.000]  原人都尊你的名為聖
[00:13:21.000 --> 00:13:24.000]  怎樣才算尊神的名為聖呢?
[00:13:24.000 --> 00:13:26.000]  神的名為聖
[00:13:26.000 --> 00:13:30.000]  我覺得在舊約去看
[00:13:30.000 --> 00:13:33.000]  我都深信主耶穌是用以色列的書作為基礎
[00:13:33.000 --> 00:13:35.000]  神的名為聖
[00:13:35.000 --> 00:13:37.000]  是有一個標準
[00:13:37.000 --> 00:13:38.000]  就是神的子民
[00:13:38.000 --> 00:13:40.000]  按照神的方法
[00:13:40.000 --> 00:13:41.000]  按照神的心意
[00:13:41.000 --> 00:13:43.000]  甚至準確的按照神的律例
[00:13:43.000 --> 00:13:45.000]  活在神的風聲裡
[00:13:45.000 --> 00:13:47.000]  神的名為聖
[00:13:47.000 --> 00:13:48.000]  再說一次
[00:13:48.000 --> 00:13:50.000]  你和我是神的子民
[00:13:50.000 --> 00:13:51.000]  按照神的心意
[00:13:51.000 --> 00:13:53.000]  活在神所賜的風聲裡
[00:13:53.000 --> 00:13:54.000]  人人看見就知道
[00:13:54.000 --> 00:13:56.000]  神的名為聖
[00:13:56.000 --> 00:13:59.000]  這就是原人都尊神的名為聖的背景
[00:13:59.000 --> 00:14:00.000]  我們怎樣去想這件事呢?
[00:14:00.000 --> 00:14:03.000]  我們看見神的名是多次被褻瀆
[00:14:03.000 --> 00:14:05.000]  這裡就說神的名被褻瀆
[00:14:05.000 --> 00:14:07.000]  我記得第一次神的名被褻瀆
[00:14:07.000 --> 00:14:10.000]  我曾經很出色地說
[00:14:10.000 --> 00:14:13.000]  就是當以色列人拜金牛族的時候
[00:14:13.000 --> 00:14:15.000]  當以色列人拜金牛族的時候
[00:14:15.000 --> 00:14:16.000]  神說我的名被褻瀆
[00:14:16.000 --> 00:14:17.000]  要滅絕以色列人
[00:14:17.000 --> 00:14:18.000]  所以摩西說
[00:14:18.000 --> 00:14:20.000]  為什麼讓埃及人說
[00:14:20.000 --> 00:14:21.000]  他領他們出去
[00:14:21.000 --> 00:14:24.000]  是要降災禍及他們
[00:14:24.000 --> 00:14:26.000]  在山中把他們殺了
[00:14:26.000 --> 00:14:28.000]  將他們從地上除滅
[00:14:28.000 --> 00:14:30.000]  求你回心轉意
[00:14:30.000 --> 00:14:31.000]  不要發你的烈露
[00:14:31.000 --> 00:14:33.000]  不要降災禍及你的百姓
[00:14:33.000 --> 00:14:36.000]  這是出埃及的32章12節
[00:14:36.000 --> 00:14:38.000]  這裡摩西按著神的聖名求
[00:14:38.000 --> 00:14:40.000]  不要讓埃及人說
[00:14:40.000 --> 00:14:42.000]  為什麼神要帶他們出來殺了他們
[00:14:42.000 --> 00:14:44.000]  所以按你的聖名求神
[00:14:44.000 --> 00:14:46.000]  你饒恕他們吧
[00:14:46.000 --> 00:14:48.000]  這是神的聖名
[00:14:48.000 --> 00:14:49.000]  神按他的心意
[00:14:49.000 --> 00:14:51.000]  饒恕了以色列人
[00:14:51.000 --> 00:14:54.000]  第二次也是出埃及的第二年
[00:14:54.000 --> 00:14:57.000]  當12個探子去了認許之地回來
[00:14:57.000 --> 00:14:59.000]  有10個探子說不要去
[00:14:59.000 --> 00:15:00.000]  那裡有很大的巨人
[00:15:00.000 --> 00:15:02.000]  我們打不過他們
[00:15:02.000 --> 00:15:05.000]  當時因為他們沒有信心
[00:15:05.000 --> 00:15:06.000]  神要滅絕以色列人
[00:15:06.000 --> 00:15:07.000]  摩西又說
[00:15:07.000 --> 00:15:09.000]  神你要把這些百姓殺了
[00:15:09.000 --> 00:15:11.000]  就像殺一個人那樣
[00:15:11.000 --> 00:15:14.000]  那聽見你明星的滅國必說
[00:15:14.000 --> 00:15:16.000]  耶和華因為不能把這些百姓
[00:15:16.000 --> 00:15:19.000]  領盡向他們起誓認許之地
[00:15:19.000 --> 00:15:21.000]  所以在曠野把他們殺了
[00:15:21.000 --> 00:15:23.000]  文數記14章15到16節
[00:15:23.000 --> 00:15:26.000]  摩西兩次是按著神的聖名
[00:15:26.000 --> 00:15:28.000]  第一次是說埃及人怎麼看
[00:15:28.000 --> 00:15:30.000]  這次是說滅國的人怎麼看神的命
[00:15:30.000 --> 00:15:32.000]  如果以色列人死在曠野
[00:15:32.000 --> 00:15:34.000]  神的命,人們會怎麼說
[00:15:34.000 --> 00:15:38.000]  所以神在路上因為祂的恩慈
[00:15:38.000 --> 00:15:40.000]  祂沒有滅絕以色列人
[00:15:40.000 --> 00:15:42.000]  因為神的聖名怎麼為聖
[00:15:42.000 --> 00:15:45.000]  就是神要祂的子民活在祂的風聖裡
[00:15:45.000 --> 00:15:48.000]  因為神的子民要活在祂的風聖裡
[00:15:48.000 --> 00:15:50.000]  神沒有滅絕以色列人
[00:15:50.000 --> 00:15:52.000]  但是祂又有另一面
[00:15:52.000 --> 00:15:54.000]  這是正面的一面
[00:15:54.000 --> 00:15:57.000]  在以色列書20章
[00:15:57.000 --> 00:15:59.000]  同樣說神的名
[00:15:59.000 --> 00:16:01.000]  在以色列書20章裡
[00:16:01.000 --> 00:16:03.000]  神回顧了五段以色列的歷史
[00:16:03.000 --> 00:16:05.000]  每一段以色列的歷史
[00:16:05.000 --> 00:16:07.000]  神說當他們反叛的時候
[00:16:07.000 --> 00:16:09.000]  神說因為我命的緣故
[00:16:09.000 --> 00:16:11.000]  我懲罰他們
[00:16:11.000 --> 00:16:13.000]  我沒有縮手不懲罰他們
[00:16:13.000 --> 00:16:15.000]  五次的歷史
[00:16:15.000 --> 00:16:17.000]  神也在回顧我要懲罰他們
[00:16:17.000 --> 00:16:19.000]  所以神的命的緣故
[00:16:19.000 --> 00:16:21.000]  神也會懲罰人
[00:16:21.000 --> 00:16:23.000]  但是卻沒有將人滅絕
[00:16:23.000 --> 00:16:25.000]  直到第五次在20章
[00:16:25.000 --> 00:16:27.000]  說的歷史最後是
[00:16:27.000 --> 00:16:29.000]  神將以色列人趕出了應許之地
[00:16:29.000 --> 00:16:31.000]  但是神也沒有滅絕他們
[00:16:31.000 --> 00:16:33.000]  神原來在祂懲罰裡
[00:16:33.000 --> 00:16:35.000]  也是顧惜祂的命
