
[00:00:00.000 --> 00:00:09.000]  今日和大家正道的經文是記載在希伯來書十二章五到十三節
[00:02:08.500 --> 00:02:11.500]  發酸的腿挺直
[00:02:11.500 --> 00:02:15.500]  要為自己的腳把道路修直了
[00:02:15.500 --> 00:02:19.500]  使缺了的腿不再脫臼
[00:02:19.500 --> 00:02:23.000]  反而得到痊癒
[00:02:23.000 --> 00:02:25.000]  好,謝謝大家
[00:02:25.000 --> 00:02:31.000]  在大家剛才所讀的這段經文裡
[00:02:31.000 --> 00:02:34.000]  當你讀到管教的時候
[00:02:34.000 --> 00:02:36.000]  不知道你有什麼聯想呢?
[00:02:36.000 --> 00:02:40.000]  中國人有一句叫養不教
[00:02:40.000 --> 00:02:42.000]  父之過
[00:02:42.000 --> 00:02:44.000]  教不嚴
[00:02:44.000 --> 00:02:47.000]  是,大家都很熟悉
[00:02:47.000 --> 00:02:50.000]  在剛剛讀的九節經文裡
[00:02:50.000 --> 00:02:53.500]  出現了十次的管教
[00:02:53.500 --> 00:02:57.000]  管教包含有什麼意思呢?
[00:02:57.000 --> 00:03:06.500]  管教可以指的是訓練、鍛鍊、挽救、指導歸正
[00:03:06.500 --> 00:03:10.000]  可以是紀律、責備
[00:03:10.000 --> 00:03:12.500]  也包含有懲罰
[00:03:12.500 --> 00:03:16.000]  或者是經文所描述的「遊鞭打」
[00:03:16.000 --> 00:03:19.500]  這是形容管教的嚴厲
[00:03:19.500 --> 00:03:22.000]  所以,親愛的兄姊妹
[00:03:22.000 --> 00:03:27.500]  不知道你當年是怎樣經歷父母對你的管教呢?
[00:03:27.500 --> 00:03:30.000]  你是怎樣走過來的?
[00:03:30.000 --> 00:03:33.500]  你的成長是怎樣經歷父母對你的管教
[00:03:33.500 --> 00:03:36.500]  或者叫長輩對你的管教
[00:03:36.500 --> 00:03:40.500]  原來今天經文也提及神的管教
[00:03:40.500 --> 00:03:47.000]  到底我們對神的管教應該有什麼回應?
[00:03:47.000 --> 00:03:50.000]  以及神對我們有什麼提醒呢?
[00:03:50.000 --> 00:03:52.000]  一定有它的美意
[00:03:52.000 --> 00:03:55.000]  想不想知道?
[00:03:55.000 --> 00:03:57.000]  沒有什麼反應
[00:03:57.000 --> 00:03:59.000]  想,是吧?
[00:03:59.000 --> 00:04:01.000]  我們一起禱告
[00:04:01.000 --> 00:04:03.000]  請大家低頭
[00:04:03.000 --> 00:04:05.000]  賜給人我們天父上帝
[00:04:05.000 --> 00:04:07.000]  我們多謝你
[00:04:07.000 --> 00:04:09.500]  我們實在很需要你寶貴的話
[00:04:09.500 --> 00:04:11.000]  去提醒我們
[00:04:11.000 --> 00:04:13.000]  成為我們腳前的燈
[00:04:13.000 --> 00:04:15.000]  路上的光
[00:04:15.000 --> 00:04:18.500]  引導我們走前面的路
[00:04:18.500 --> 00:04:21.500]  讓我們成為合理心意的人
[00:04:21.500 --> 00:04:24.500]  去見證你、去榮耀你
[00:04:24.500 --> 00:04:26.500]  求你給力量我們
[00:04:26.500 --> 00:04:29.500]  使得說話、聽話的人都能夠專注
[00:04:29.500 --> 00:04:31.500]  能夠莊重
[00:04:31.500 --> 00:04:34.000]  能夠深化在我們生命裡
[00:04:34.000 --> 00:04:36.500]  讓我們去見證你
[00:04:36.500 --> 00:04:38.500]  傳揚你
[00:04:38.500 --> 00:04:40.000]  願你與我們同在
[00:04:40.000 --> 00:04:42.000]  帶領我們以下的時間
[00:04:42.000 --> 00:04:45.000]  祈禱交託奉耶穌基督的聖名
[00:04:45.000 --> 00:04:47.000]  阿們
[00:04:47.000 --> 00:04:54.000]  我們先來看一下經文的背景
[00:04:54.000 --> 00:04:56.000]  去交代一下
[00:04:56.000 --> 00:05:02.000]  當時基督教被羅馬宣佈為非法宗教
[00:05:02.000 --> 00:05:06.000]  一群在羅馬歸信基督的猶太人
[00:05:06.000 --> 00:05:08.000]  他們面對什麼呢?
[00:05:08.000 --> 00:05:11.000]  外有羅馬政權的逼迫
[00:05:11.000 --> 00:05:16.000]  內有猶太主義者的利誘
[00:05:16.000 --> 00:05:18.000]  正所謂內外交戰
[00:05:18.000 --> 00:05:21.500]  在信心的危機當中
[00:05:21.500 --> 00:05:24.000]  他們很想走回頭路
[00:05:24.000 --> 00:05:26.000]  回頭路是什麼?
[00:05:26.000 --> 00:05:29.500]  回到猶太教就不用受迫害
[00:05:29.500 --> 00:05:33.500]  因為基督教宣佈是非法宗教
[00:05:33.500 --> 00:05:36.500]  當時尼祿王在大火中
[00:05:36.500 --> 00:05:39.500]  他賴了基督徒放的
[00:05:39.500 --> 00:05:42.500]  所以一直追逼基督徒
[00:05:42.500 --> 00:05:44.500]  又抓又鎖
[00:05:44.500 --> 00:05:48.500]  在刑場裡逼迫他們
[00:05:48.500 --> 00:05:50.500]  所以他們想走回頭路
[00:05:50.500 --> 00:05:53.500]  回到猶太教暫時都不用受迫害
[00:05:53.500 --> 00:05:55.500]  很自然的心態
[00:05:55.500 --> 00:05:57.500]  他們面臨一種
[00:05:57.500 --> 00:06:00.500]  隨流失去的危險
[00:06:00.500 --> 00:06:04.500]  作者為了他們面對內外交戰
[00:06:04.500 --> 00:06:07.500]  大受迫迫的處境
[00:06:07.500 --> 00:06:10.500]  提供了一個解釋給他們
[00:06:10.500 --> 00:06:13.500]  或者叫做一個勸喻提醒
[00:06:13.500 --> 00:06:17.500]  他說這是神愛的管教
[00:06:17.500 --> 00:06:19.500]  去鼓勵他們
[00:06:19.500 --> 00:06:22.500]  以及去兼顧他們的信心
[00:06:22.500 --> 00:06:27.500]  第一方面要說的是
[00:06:27.500 --> 00:06:30.500]  管教是出於神的愛
[00:06:30.500 --> 00:06:32.500]  在經文五至八節
[00:06:32.500 --> 00:06:35.500]  我們先來看看上文說什麼
[00:06:35.500 --> 00:06:38.500]  上文三至四節請大家一起讀
[00:06:38.500 --> 00:06:41.500]  你們要仔細想想
[00:06:41.500 --> 00:06:46.500]  這位忍受了罪人如此頂撞的耶穌
[00:06:46.500 --> 00:06:49.500]  你們就不至心灰而瀨了
[00:06:49.500 --> 00:06:51.500]  你們與罪惡爭鬥
[00:06:51.500 --> 00:06:56.500]  還沒有抵抗到流血的地步
[00:06:56.500 --> 00:06:58.500]  其實在十一章
[00:06:58.500 --> 00:07:01.500]  希伯來書是說信心為人榜
[00:07:01.500 --> 00:07:03.500]  然後踏入十二章
[00:07:03.500 --> 00:07:05.500]  更加要去兼顧他們的信心
[00:07:05.500 --> 00:07:07.500]  去提醒他們
[00:07:07.500 --> 00:07:10.500]  三至四節說到罪惡
[00:07:10.500 --> 00:07:12.500]  從上下文來看
[00:07:12.500 --> 00:07:15.500]  他們與罪惡相爭還沒有流血的地步
[00:07:15.500 --> 00:07:18.500]  應該是指到罪人
[00:07:18.500 --> 00:07:21.500]  是指到敵對基督的惡勢力
[00:07:21.500 --> 00:07:26.500]  而不是指個人內心那種犯罪的趨勢
[00:07:26.500 --> 00:07:30.500]  更加提醒他們
[00:07:30.500 --> 00:07:33.500]  面對內外交煎的碧伯
[00:07:33.500 --> 00:07:35.500]  仍然要仰望誰
[00:07:35.500 --> 00:07:37.500]  仰望耶穌
[00:07:37.500 --> 00:07:40.500]  要仔細想想這位
[00:07:40.500 --> 00:07:44.500]  曾經忍受罪人頂撞的耶穌
[00:07:44.500 --> 00:07:47.500]  就不會疲倦灰心了
[00:07:47.500 --> 00:07:52.500]  因為他們的碧伯尚未像耶穌
[00:07:52.500 --> 00:07:55.500]  要死在十字架上去到這樣的地步
[00:07:55.500 --> 00:07:57.500]  所以作者提醒他們
[00:07:57.500 --> 00:08:03.500]  耶穌是我們的效法的榜樣和標竿
[00:08:03.500 --> 00:08:07.500]  讓我們走天路的跑道上
[00:08:07.500 --> 00:08:10.500]  可以注視並且學習
[00:08:10.500 --> 00:08:12.500]  能夠得著鼓勵
[00:08:12.500 --> 00:08:16.500]  避免失去動力而疲倦灰心
[00:08:16.500 --> 00:08:21.500]  管教是出於神的愛的時候
[00:08:21.500 --> 00:08:25.500]  我們第一點要忍受管教的過程
[00:08:25.500 --> 00:08:27.500]  我們看五至七節上
[00:08:27.500 --> 00:08:29.500]  再讀一次
[00:08:29.500 --> 00:08:32.500]  你們又忘了神勸你們
[00:08:32.500 --> 00:08:35.500]  如同勸兒女的那些話說
[00:08:35.500 --> 00:08:39.500]  我兒不可輕看主的管教
[00:08:39.500 --> 00:08:42.500]  被他責備的時候不可灰心
[00:08:42.500 --> 00:08:46.500]  因為主所愛的他必管教
[00:08:46.500 --> 00:08:50.500]  又邊打他所接納的每一個孩子
[00:08:50.500 --> 00:08:56.500]  為了受管教你們要忍受
[00:08:56.500 --> 00:09:02.500]  經文的另外翻譯
[00:09:02.500 --> 00:09:05.500]  你們又忘了神勸你們
[00:09:05.500 --> 00:09:07.500]  其實另外一個翻譯是
[00:09:07.500 --> 00:09:10.500]  難道你們忘記了
[00:09:10.500 --> 00:09:14.500]  口語化說難道你們忘記了
[00:09:14.500 --> 00:09:16.500]  忘記了什麼?
[00:09:16.500 --> 00:09:18.500]  忘記了聖經的教訓
[00:09:18.500 --> 00:09:21.500]  引自《針研三章》11-12節
[00:09:21.500 --> 00:09:23.500]  針研這樣說
[00:09:23.500 --> 00:09:26.500]  我兒不可輕看耶和華的管教
[00:09:26.500 --> 00:09:29.500]  也不可厭煩他的責備
[00:09:29.500 --> 00:09:33.500]  因為耶和華所愛的他必責備
[00:09:33.500 --> 00:09:37.500]  正如父親責備所喜愛的兒子
[00:09:37.500 --> 00:09:42.500]  這裡說到我兒到底有多大呢?
[00:09:42.500 --> 00:09:45.500]  是不是跟我們說話?
[00:09:45.500 --> 00:09:47.500]  到底有多大?
[00:09:47.500 --> 00:09:50.500]  按猶太人的律法
[00:09:50.500 --> 00:09:53.500]  沒有要求兒童遵守誡命
[00:09:53.500 --> 00:09:58.500]  當然他們會被鼓勵和被教導去學習誡命
[00:09:58.500 --> 00:10:02.500]  但當他們男生去到13歲
[00:10:02.500 --> 00:10:04.500]  女生去到12歲的時候
[00:10:04.500 --> 00:10:08.500]  他們就有一個成年禮
[00:10:08.500 --> 00:10:11.500]  成年禮即是他們進入成年
[00:10:11.500 --> 00:10:16.500]  他們就有責任去履行和遵守誡命的義務
[00:10:16.500 --> 00:10:19.500]  而成為誡命之子
[00:10:19.500 --> 00:10:21.500]  即是律法之子
[00:10:21.500 --> 00:10:23.500]  要忍受管教的過程
[00:10:23.500 --> 00:10:26.500]  是因為神會藉著這些手段
[00:10:26.500 --> 00:10:29.500]  來盼望兒女能夠成氣
[00:10:29.500 --> 00:10:32.500]  所以過程容易嗎?
[00:10:32.500 --> 00:10:34.500]  半點都不容易
[00:10:34.500 --> 00:10:37.500]  但仍然需要去堅忍
[00:10:37.500 --> 00:10:39.500]  不要輕看
[00:10:39.500 --> 00:10:42.500]  也不要灰心
[00:10:42.500 --> 00:10:44.500]  弟兄姊妹
[00:10:44.500 --> 00:10:46.500]  當你認定你所遭遇的
[00:10:46.500 --> 00:10:50.500]  是來自父神愛的管教的時候
[00:10:50.500 --> 00:10:57.500]  不知道你還會不會覺得抗拒呢?
[00:10:57.500 --> 00:11:00.500]  對於你現在的處境、你的遭遇
[00:11:00.500 --> 00:11:03.500]  曾經有人問這幾年的疫情
[00:11:03.500 --> 00:11:06.500]  是否上帝對人的管教呢?
[00:11:06.500 --> 00:11:08.500]  而我們的回應
[00:11:08.500 --> 00:11:10.500]  有沒有出現像上述那種
[00:11:10.500 --> 00:11:12.500]  要麼就輕看
[00:11:12.500 --> 00:11:15.500]  要麼就灰心呢?
[00:11:15.500 --> 00:11:17.500]  我們不得不承認
[00:11:17.500 --> 00:11:20.500]  當初可能疫情開始的時候
[00:11:20.500 --> 00:11:22.500]  我們都會想沙士來得快
[00:11:22.500 --> 00:11:23.500]  走得快
[00:11:23.500 --> 00:11:25.500]  很快就沒有了
[00:11:25.500 --> 00:11:27.500]  起初可能會有些掉以輕心
[00:11:27.500 --> 00:11:28.500]  不以為意
[00:11:28.500 --> 00:11:30.500]  我們會輕看
[00:11:30.500 --> 00:11:33.500]  及後一年一年過了
[00:11:33.500 --> 00:11:35.500]  都沒有好轉
[00:11:35.500 --> 00:11:38.500]  還有變種病毒
[00:11:38.500 --> 00:11:40.500]  不但不能去外遊
[00:11:40.500 --> 00:11:43.500]  甚至3月第五波的最高峰期
[00:11:43.500 --> 00:11:44.500]  大家都知道
[00:11:44.500 --> 00:11:46.500]  看新聞就知道
[00:11:46.500 --> 00:11:51.500]  連殮房和棺材都不夠用的嚴重性
[00:11:51.500 --> 00:11:55.500]  使我們都會感到心灰意冷
[00:11:55.500 --> 00:12:02.500]  甚至出現抗疫疲勞
[00:12:02.500 --> 00:12:06.500]  後期政府又提供一些消費券
[00:12:06.500 --> 00:12:08.500]  好一點了
[00:12:08.500 --> 00:12:10.500]  好像有些解凍
[00:12:10.500 --> 00:12:14.500]  可以有8人一桌
[00:12:14.500 --> 00:12:16.500]  又出現另一個情況
[00:12:16.500 --> 00:12:19.500]  就是報復式的消費
[00:12:19.500 --> 00:12:20.500]  有沒有聽過?
[00:12:20.500 --> 00:12:22.500]  瘋狂地買東西
[00:12:22.500 --> 00:12:25.500]  反正不能去外遊
[00:12:25.500 --> 00:12:29.500]  有錢就在香港花光
[00:12:29.500 --> 00:12:31.500]  也有人不住地求問
[00:12:31.500 --> 00:12:34.500]  到底這些情況
[00:12:34.500 --> 00:12:36.500]  長期戴著口罩
[00:12:36.500 --> 00:12:40.500]  要到何時呢?
[00:12:40.500 --> 00:12:42.500]  到底這個疫情
[00:12:42.500 --> 00:12:44.500]  何時才會止息呢?
[00:12:44.500 --> 00:12:49.500]  全世界都陷入這種情況
[00:12:49.500 --> 00:12:51.500]  弟兄姊妹
[00:12:51.500 --> 00:12:54.500]  我們都會去想一想
[00:12:54.500 --> 00:12:56.500]  現在我們外出
[00:12:56.500 --> 00:12:58.500]  有三寶
[00:12:58.500 --> 00:13:00.500]  哪三寶呢?
[00:13:00.500 --> 00:13:01.500]  口罩
[00:13:01.500 --> 00:13:04.500]  一會兒斷了都可以有個匙子
[00:13:04.500 --> 00:13:05.500]  口罩、搓手液
[00:13:05.500 --> 00:13:07.500]  還有手機
[00:13:07.500 --> 00:13:08.500]  你沒有手機
[00:13:08.500 --> 00:13:09.500]  安心出行沒得掃
[00:13:09.500 --> 00:13:12.500]  針卡哪裡都不用回家拿
[00:13:12.500 --> 00:13:14.500]  是不是?
[00:13:14.500 --> 00:13:16.500]  親愛的弟兄姊妹
[00:13:16.500 --> 00:13:17.500]  有時候你會發覺
[00:13:17.500 --> 00:13:19.500]  長期戴口罩雖然很不舒服
[00:13:19.500 --> 00:13:20.500]  特別是夏天
[00:13:20.500 --> 00:13:21.500]  但你會發覺這兩年
[00:13:21.500 --> 00:13:24.500]  好像沒有什麼傷風感冒
[00:13:24.500 --> 00:13:25.500]  我感恩這兩年
[00:13:25.500 --> 00:13:26.500]  真的沒有什麼傷風感冒
[00:13:26.500 --> 00:13:28.500]  因為戴了口罩
[00:13:28.500 --> 00:13:30.500]  都有它的好處
[00:13:30.500 --> 00:13:31.500]  所以有時候
[00:13:31.500 --> 00:13:32.500]  弟兄姊妹
[00:13:32.500 --> 00:13:34.500]  我們會不會都理解到
[00:13:34.500 --> 00:13:37.500]  主的管教是出於愛的時候
[00:13:37.500 --> 00:13:40.500]  以致我們從一個
[00:13:40.500 --> 00:13:43.500]  正面積極的去看
[00:13:43.500 --> 00:13:45.500]  以致我們能夠有動力
[00:13:45.500 --> 00:13:48.500]  繼續的去忍耐
[00:13:48.500 --> 00:13:52.500]  去接受主所愛的管教
[00:13:52.500 --> 00:13:54.500]  正正是因為管教
[00:13:54.500 --> 00:13:59.500]  更加是連於關係
[00:13:59.500 --> 00:14:01.500]  我們看看第七節
[00:14:01.500 --> 00:14:04.500]  下半節到第八節
[00:14:04.500 --> 00:14:06.500]  一起讀
[00:14:06.500 --> 00:14:09.500]  「神待你們如同待兒女
[00:14:09.500 --> 00:14:14.500]  哪有兒女不被父親管教的呢?
[00:14:14.500 --> 00:14:18.500]  管教原是眾兒女共同所領受的
[00:14:18.500 --> 00:14:21.500]  你們若不受管教
[00:14:21.500 --> 00:14:23.500]  就是私生子
[00:14:23.500 --> 00:14:25.500]  不是兒女了」
[00:14:25.500 --> 00:14:32.500]  作者用了兒女對比私生子
[00:14:32.500 --> 00:14:35.500]  私生子就是沒有合法地位
[00:14:35.500 --> 00:14:39.500]  不能夠享有家中合法的繼承權
[00:14:39.500 --> 00:14:42.500]  當然也不能夠像兒女一樣
[00:14:42.500 --> 00:14:45.500]  得到同等的教育
[00:14:45.500 --> 00:14:47.500]  沒有地位的
[00:14:47.500 --> 00:14:48.500]  換句話說
[00:14:48.500 --> 00:14:50.500]  作者提醒他們
[00:14:50.500 --> 00:14:52.500]  接受神的管教
[00:14:52.500 --> 00:14:54.500]  忍受管教的過程
[00:14:54.500 --> 00:14:57.500]  是因為管教就是連於關係
[00:14:57.500 --> 00:15:01.500]  那種兒女的關係
[00:15:01.500 --> 00:15:05.500]  神待他們如同兒女的關係
[00:15:05.500 --> 00:15:10.500]  試問哪有兒女不被父親管教的呢?
[00:15:10.500 --> 00:15:12.500]  有的說不肯
[00:15:12.500 --> 00:15:15.500]  現在管教真的不容易
[00:15:15.500 --> 00:15:16.500]  以前我們說
[00:15:16.500 --> 00:15:17.500]  站著
[00:15:17.500 --> 00:15:18.500]  不要走
[00:15:18.500 --> 00:15:19.500]  站好
[00:15:19.500 --> 00:15:20.500]  有體罰的
[00:15:20.500 --> 00:15:22.500]  打手板
[00:15:22.500 --> 00:15:23.500]  現在的小朋友
[00:15:23.500 --> 00:15:24.500]  你叫他站著
[00:15:24.500 --> 00:15:26.500]  叫那邊怎麼辦
[00:15:26.500 --> 00:15:27.500]  走了
[00:15:27.500 --> 00:15:28.500]  還站好讓你打
[00:15:28.500 --> 00:15:30.500]  沒那麼蠢
[00:15:30.500 --> 00:15:32.500]  現在的小朋友很精靈
[00:15:32.500 --> 00:15:34.500]  所以今天做父母
[00:15:34.500 --> 00:15:36.500]  管教怎樣都沒有難度
[00:15:36.500 --> 00:15:38.500]  真的要好好學習才行
[00:15:38.500 --> 00:15:42.500]  我們看到重點是出於父神對我們無條件的愛
[00:15:42.500 --> 00:15:45.500]  管教是神愛的標記
[00:15:45.500 --> 00:15:48.500]  並且這是眾兒女
[00:15:48.500 --> 00:15:52.500]  是一個群體共同領受的
[00:15:52.500 --> 00:15:54.500]  弟兄姊妹
[00:15:54.500 --> 00:16:00.500]  恩福家進入35歲
[00:16:00.500 --> 00:16:02.500]  大家有沒有想過
[00:16:02.500 --> 00:16:04.500]  在過去35年裡
[00:16:04.500 --> 00:16:10.500]  神給予什麼愛的管教給恩福家呢?
[00:16:10.500 --> 00:16:12.500]  有什麼管教的功課
[00:16:12.500 --> 00:16:14.500]  是我們過去35年
[00:16:14.500 --> 00:16:19.500]  我們曾經一起領受過的?
[00:16:19.500 --> 00:16:22.500]  我們都深深相信
[00:16:22.500 --> 00:16:24.500]  神的愛是不會離開我們
[00:16:24.500 --> 00:16:26.500]  我們都要繼續學好
[00:16:26.500 --> 00:16:31.500]  上帝交給我們要學的功課
[00:16:31.500 --> 00:16:33.500]  我們不要輕看
[00:16:33.500 --> 00:16:35.500]  也不要灰心
[00:16:35.500 --> 00:16:37.500]  不要做逃兵
[00:16:37.500 --> 00:16:40.500]  我們要繼續留守這個家
[00:16:40.500 --> 00:16:41.500]  一起學好
[00:16:41.500 --> 00:16:44.500]  上帝為我們度身訂做的功課
[00:16:44.500 --> 00:16:45.500]  好不好?
[00:16:45.500 --> 00:16:47.500]  這麼小聲的
[00:16:47.500 --> 00:16:49.500]  好,謝謝
[00:16:49.500 --> 00:16:51.500]  管教是連於關係
[00:16:51.500 --> 00:16:55.500]  也不禁讓我聯想到
[00:16:55.500 --> 00:16:58.500]  神與意識的連繫
[00:16:58.500 --> 00:17:00.500]  在《生命記》32章11節
[00:17:00.500 --> 00:17:03.500]  在摩西之歌教導第二代以色列人
[00:17:03.500 --> 00:17:06.500]  他們準備要進入迦南
[00:17:06.500 --> 00:17:08.500]  用了一個比喻
[00:17:08.500 --> 00:17:11.500]  說到神保護以色列
[00:17:11.500 --> 00:17:13.500]  神是他們唯一的神
[00:17:13.500 --> 00:17:16.500]  保護他們像眼中的銅人一樣
[00:17:16.500 --> 00:17:19.500]  也像鷹
[00:17:19.500 --> 00:17:21.500]  如何搞動巢窩
[00:17:21.500 --> 00:17:26.500]  在鷹上飛翔
[00:17:26.500 --> 00:17:28.500]  展開雙翅
[00:17:28.500 --> 00:17:30.500]  接住初鷹
[00:17:30.500 --> 00:17:33.500]  背在兩翼之上
[00:17:33.500 --> 00:17:34.500]  弟兄姊妹
[00:17:34.500 --> 00:17:35.500]  大家知不知道
[00:17:35.500 --> 00:17:38.500]  初鷹學飛的過程
[00:17:38.500 --> 00:17:42.500]  原來真的很不簡單
[00:17:42.500 --> 00:17:44.500]  要很狠心
[00:17:44.500 --> 00:17:46.500]  如何狠心
[00:17:46.500 --> 00:17:49.500]  如何用盡方法
[00:17:49.500 --> 00:17:54.500]  使小鷹不再眷戀舊巢
[00:17:54.500 --> 00:17:56.500]  要很狠心才行
[00:17:56.500 --> 00:18:00.500]  鷹媽媽開始搞動巢窩
[00:18:00.500 --> 00:18:02.500]  就是經文這樣描述
[00:18:02.500 --> 00:18:03.500]  搞搞搞搞
[00:18:03.500 --> 00:18:05.500]  在搞動下
[00:18:05.500 --> 00:18:07.500]  巢窩表面的軟軟的
[00:18:07.500 --> 00:18:08.500]  很舒服
[00:18:08.500 --> 00:18:13.500]  羽毛和枯草
[00:18:13.500 --> 00:18:18.500]  飛到四處飛脫
[00:18:18.500 --> 00:18:21.500]  巢的底下結構是甚麼
[00:18:21.500 --> 00:18:23.500]  原來是一些碎石
[00:18:23.500 --> 00:18:27.500]  或是一些荊棘托著巢
[00:18:27.500 --> 00:18:32.500]  沒有軟軟的軟墊
[00:18:32.500 --> 00:18:37.500]  小鷹一插進去
[00:18:37.500 --> 00:18:39.500]  渾身不舒服
[00:18:39.500 --> 00:18:40.500]  當然不會流血
[00:18:40.500 --> 00:18:42.500]  但也會很吵
[00:18:42.500 --> 00:18:44.500]  在轉來轉去
[00:18:44.500 --> 00:18:45.500]  為何會這樣
[00:18:45.500 --> 00:18:46.500]  轉來轉去
[00:18:46.500 --> 00:18:47.500]  仍然有東西插進去
[00:18:47.500 --> 00:18:49.500]  有東西推進去
[00:18:49.500 --> 00:18:55.500]  母鷹很無情地繼續驅趕
[00:18:55.500 --> 00:18:57.500]  搞動巢窩後
[00:18:57.500 --> 00:18:58.500]  繼續揮揮揮
[00:18:58.500 --> 00:19:03.500]  要小鷹離開巢窩
[00:19:03.500 --> 00:19:06.500]  最後甚至連食物也不拿回來
[00:19:06.500 --> 00:19:07.500]  看牠吃甚麼
[00:19:07.500 --> 00:19:10.500]  就被迫要跳出巢窩
[00:19:10.500 --> 00:19:14.500]  最後迫得小鷹只好
[00:19:14.500 --> 00:19:18.500]  忍痛剪開自己的雙翅
[00:19:18.500 --> 00:19:21.500]  跳離巢窩
[00:19:21.500 --> 00:19:28.500]  開始牠第一次驚險的飛翔
[00:19:28.500 --> 00:19:29.500]  害怕嗎
[00:19:29.500 --> 00:19:31.500]  如果你是那隻初鷹
[00:19:31.500 --> 00:19:33.500]  你害怕嗎
[00:19:33.500 --> 00:19:35.500]  在懸崖上看下去
[00:19:35.500 --> 00:19:36.500]  很高
[00:19:36.500 --> 00:19:38.500]  很容易跌倒
[00:19:38.500 --> 00:19:40.500]  當牠往下沉的時候
[00:19:40.500 --> 00:19:42.500]  如果牠不懂得拍拍翅膀
[00:19:42.500 --> 00:19:44.500]  牠就飛不起
[00:19:44.500 --> 00:19:46.500]  但在那個情況下
[00:19:46.500 --> 00:19:51.500]  母鷹就在牠上面飛翔
[00:19:51.500 --> 00:19:52.500]  盯著牠
[00:19:52.500 --> 00:19:53.500]  看緊牠
[00:19:53.500 --> 00:19:54.500]  保護著牠
[00:19:54.500 --> 00:19:56.500]  意思是不會被牠打死
[00:19:56.500 --> 00:19:58.500]  看到牠差不多掉下去
[00:19:58.500 --> 00:20:00.500]  還不懂得拍翅膀的時候
[00:20:00.500 --> 00:20:03.500]  母鷹就飛在牠下面
[00:20:03.500 --> 00:20:05.500]  接著牠
[00:20:05.500 --> 00:20:08.500]  背在牠的兩翼之上
[00:20:08.500 --> 00:20:10.500]  背牠上去
[00:20:10.500 --> 00:20:15.500]  然後再來一次
[00:20:15.500 --> 00:20:18.500]  直到牠成功翱翔為止
[00:20:18.500 --> 00:20:21.500]  你說這個學習飛翔的功課
[00:20:21.500 --> 00:20:23.500]  容易嗎
[00:20:23.500 --> 00:20:24.500]  一點都不容易
[00:20:24.500 --> 00:20:26.500]  一點都不簡單
[00:20:26.500 --> 00:20:28.500]  其實摩西人要意識到
[00:20:28.500 --> 00:20:30.500]  神對他們的愛
[00:20:30.500 --> 00:20:31.500]  保護
[00:20:31.500 --> 00:20:34.500]  神是他們唯一的神
[00:20:34.500 --> 00:20:36.500]  讓他們知道
[00:20:36.500 --> 00:20:37.500]  如何跟從神
[00:20:37.500 --> 00:20:40.500]  敬畏神
[00:20:40.500 --> 00:20:42.500]  管教是連於關係
[00:20:42.500 --> 00:20:46.500]  確實是很實在的
[00:20:46.500 --> 00:20:48.500]  管教是連於關係
[00:20:48.500 --> 00:20:49.500]  雖然整個過程不容易
[00:20:49.500 --> 00:20:50.500]  但是呢
[00:20:50.500 --> 00:20:53.500]  是使我們生命得益的
