
[00:00:00.000 --> 00:00:06.000]  我代表我的服侍教會在矽谷的主恩基督教會向大家問安
[00:04:33.400 --> 00:04:40.400]  21世紀香港的信徒所面對的問題上?
[00:04:40.400 --> 00:04:42.400]  可不可以?
[00:04:42.400 --> 00:04:44.400]  可以,我們肯定一點
[00:04:44.400 --> 00:04:45.400]  可以
[00:04:45.400 --> 00:04:46.400]  好了
[00:04:46.400 --> 00:04:48.400]  聖經是這樣說的
[00:04:48.400 --> 00:04:49.400]  當然了
[00:04:49.400 --> 00:04:55.400]  如果你願意下一點功夫看一看英文聖經或者原文
[00:04:55.400 --> 00:05:03.400]  你就知道原來這一節其實不是單抽空看這一節聖經的
[00:05:03.400 --> 00:05:06.400]  因為其實開頭就有「因為」兩個字
[00:05:06.400 --> 00:05:07.400]  我們都知道
[00:05:07.400 --> 00:05:09.400]  聖經當然要看上文下理
[00:05:09.400 --> 00:05:11.400]  所以在你的程序表裡面
[00:05:11.400 --> 00:05:12.400]  你會看到
[00:05:12.400 --> 00:05:13.400]  雖然今天說一節經文
[00:05:13.400 --> 00:05:15.400]  但其實就將整個30章
[00:05:15.400 --> 00:05:17.400]  去到第18節
[00:05:17.400 --> 00:05:21.400]  我都請我們的同工打出來
[00:05:21.400 --> 00:05:22.400]  因為
[00:05:22.400 --> 00:05:24.400]  那就要看上下文了
[00:05:24.400 --> 00:05:26.400]  我們先看一個闊一點的上下文
[00:05:26.400 --> 00:05:28.400]  我不能夠看完第66章
[00:05:28.400 --> 00:05:30.400]  如果這樣說就說不完
[00:05:30.400 --> 00:05:32.400]  闊一點的上下文我們就會看到
[00:05:32.400 --> 00:05:34.400]  在《異塞俠書》裡面
[00:05:34.400 --> 00:05:36.400]  第28章至到第33章
[00:05:36.400 --> 00:05:38.400]  我們可以稱為一個叫做
[00:05:38.400 --> 00:05:40.400]  禍災的一個訊息
[00:05:40.400 --> 00:05:43.400]  因為是有六個禍災在裡面的
[00:05:43.400 --> 00:05:44.400]  第28章一節
[00:05:44.400 --> 00:05:45.400]  第29章一節
[00:05:45.400 --> 00:05:47.400]  第29章15節
[00:05:47.400 --> 00:05:48.400]  第30章一節
[00:05:48.400 --> 00:05:49.400]  第31章一節
[00:05:49.400 --> 00:05:51.400]  還有第33章一節
[00:05:51.400 --> 00:05:53.400]  禍災是什麼?
[00:05:53.400 --> 00:05:58.400]  如果用我們這個年代的廣東話說什麼?
[00:05:58.400 --> 00:06:00.400]  什麼?
[00:06:00.400 --> 00:06:03.400]  我聽不到你說什麼
[00:06:03.400 --> 00:06:04.400]  不好意思
[00:06:04.400 --> 00:06:06.400]  是不是大鑊?
[00:06:06.400 --> 00:06:07.400]  是呀是呀
[00:06:07.400 --> 00:06:09.400]  如果用英文說是什麼?
[00:06:09.400 --> 00:06:11.400]  That's very 大鑊
[00:06:11.400 --> 00:06:12.400]  OK
[00:06:12.400 --> 00:06:15.400]  今天就屬於30章15節
[00:06:15.400 --> 00:06:16.400]  就屬於30章一節
[00:06:16.400 --> 00:06:18.400]  來做起詞
[00:06:18.400 --> 00:06:20.400]  這裡就提到了
[00:06:20.400 --> 00:06:22.400]  耶和華說
[00:06:22.400 --> 00:06:24.400]  禍災
[00:06:24.400 --> 00:06:26.400]  我可以在這裡大隻一點
[00:06:26.400 --> 00:06:29.400]  這潑液的兒女
[00:06:29.400 --> 00:06:31.400]  他們同謀卻不出於我
[00:06:31.400 --> 00:06:34.400]  結盟卻不出於我的靈
[00:06:34.400 --> 00:06:36.400]  以至罪上加罪
[00:06:36.400 --> 00:06:39.400]  他們沒有尋求我的指示
[00:06:39.400 --> 00:06:41.400]  就起身下埃及去
[00:06:41.400 --> 00:06:44.400]  要依靠法老的庇護
[00:06:44.400 --> 00:06:45.400]  堅固自己
[00:06:45.400 --> 00:06:48.400]  並投在埃及的任下
[00:06:48.400 --> 00:06:49.400]  在第七節說
[00:06:49.400 --> 00:06:51.400]  埃及的幫助是徒然的
[00:06:51.400 --> 00:06:53.400]  因此我稱他為
[00:06:53.400 --> 00:06:56.400]  毫不縱容的拉哈伯
[00:06:56.400 --> 00:06:59.400]  讀完這個字你想起什麼?
[00:06:59.400 --> 00:07:00.400]  宮崎駿的電影
[00:07:00.400 --> 00:07:03.400]  我想起哈爾移動城堡
[00:07:03.400 --> 00:07:04.400]  是什麼意思?
[00:07:04.400 --> 00:07:07.400]  原來當時的歷史背景是說
[00:07:07.400 --> 00:07:13.400]  猶大人是受到亞述國
[00:07:13.400 --> 00:07:17.400]  一個很嚴峻的攻擊侵佔
[00:07:17.400 --> 00:07:21.400]  但是猶大王
[00:07:21.400 --> 00:07:29.400]  希西加聽他身邊的主埃及派
[00:07:29.400 --> 00:07:31.400]  王啊我們受不了
[00:07:31.400 --> 00:07:33.400]  打不過他們
[00:07:33.400 --> 00:07:36.400]  我們快點向埃及求援兵
[00:07:36.400 --> 00:07:38.400]  幫忙打
[00:07:38.400 --> 00:07:40.400]  在這件事上
[00:07:40.400 --> 00:07:42.400]  二次說得很清楚
[00:07:42.400 --> 00:07:43.400]  第二節說什麼?
[00:07:43.400 --> 00:07:49.400]  他們沒有尋求我的指示
[00:07:49.400 --> 00:07:52.400]  有事的時候不是先找上帝
[00:07:52.400 --> 00:07:56.400]  而是先找智力
[00:07:56.400 --> 00:07:58.400]  用自己的方法來解決
[00:07:58.400 --> 00:08:00.400]  見到哪個碼頭大就拍哪個碼頭
[00:08:00.400 --> 00:08:02.400]  見到誰能夠幫到你
[00:08:02.400 --> 00:08:04.400]  你就找誰
[00:08:04.400 --> 00:08:06.400]  第七節說
[00:08:06.400 --> 00:08:08.400]  埃及的幫助是徒然的
[00:08:08.400 --> 00:08:09.400]  因此我稱他為
[00:08:09.400 --> 00:08:11.400]  毫不縱容的拉哈伯
[00:08:11.400 --> 00:08:12.400]  拉哈伯是什麼?
[00:08:12.400 --> 00:08:14.400]  原來是一個
[00:08:14.400 --> 00:08:18.400]  在當時的人一聽就知道
[00:08:18.400 --> 00:08:21.400]  就是坐在那裡
[00:08:21.400 --> 00:08:24.400]  拉哈伯是一個很厲害的巨獸
[00:08:24.400 --> 00:08:26.400]  甚至有色情家說
[00:08:26.400 --> 00:08:28.400]  如果你現在去埃及
[00:08:28.400 --> 00:08:29.400]  你一定會去參觀的
[00:08:29.400 --> 00:08:30.400]  那個叫什麼?
[00:08:30.400 --> 00:08:31.400]  獅身人面像
[00:08:31.400 --> 00:08:33.400]  有學者說是那個東西
[00:08:33.400 --> 00:08:35.400]  是不是很厲害?
[00:08:35.400 --> 00:08:38.400]  但是坐而不動
[00:08:38.400 --> 00:08:39.400]  你站在他前面
[00:08:39.400 --> 00:08:40.400]  你怎樣指著他
[00:08:40.400 --> 00:08:42.400]  說他、罵他、攻擊他
[00:08:42.400 --> 00:08:45.400]  他都不會動的
[00:08:45.400 --> 00:08:49.400]  只有外表看來好像很厲害
[00:08:49.400 --> 00:08:52.400]  但實際上不是真的能夠幫到你
[00:08:52.400 --> 00:08:55.400]  能夠去逃過這些問題
[00:08:55.400 --> 00:08:57.400]  避過這些劫難
[00:08:57.400 --> 00:09:01.400]  所以我們再看下去
[00:09:01.400 --> 00:09:04.400]  在第十一、十二、十三、十四節
[00:09:04.400 --> 00:09:05.400]  我們一起讀一讀
[00:09:05.400 --> 00:09:07.400]  我想在15節的時候
[00:09:07.400 --> 00:09:09.400]  我們讀一讀上文
[00:09:09.400 --> 00:09:11.400]  他們對先見說
[00:09:11.400 --> 00:09:13.400]  不要再看了
[00:09:13.400 --> 00:09:14.400]  對先知說
[00:09:14.400 --> 00:09:17.400]  不要向我們預言正直的事
[00:09:17.400 --> 00:09:20.400]  要對我們說好聽的話
[00:09:20.400 --> 00:09:22.400]  預言虛幻的事
[00:09:22.400 --> 00:09:24.400]  要離開這道
[00:09:24.400 --> 00:09:25.400]  偏離這路
[00:09:25.400 --> 00:09:30.400]  不要在我們面前再提說以色列的聖者
[00:09:30.400 --> 00:09:33.400]  所以以色列的聖者如此說
[00:09:33.400 --> 00:09:36.400]  因你們藐視這話
[00:09:36.400 --> 00:09:38.400]  以及欺壓和詭詐
[00:09:38.400 --> 00:09:41.400]  以此為可靠
[00:09:41.400 --> 00:09:42.400]  因此
[00:09:42.400 --> 00:09:45.400]  這罪孽在你們身上
[00:09:45.400 --> 00:09:48.400]  好像高牆裡有凸起的裂縫
[00:09:48.400 --> 00:09:52.400]  傾克之間忽然攤下來了
[00:09:52.400 --> 00:09:53.400]  它被紮碎
[00:09:53.400 --> 00:09:57.400]  好像把圖像的雅氣率碎
[00:09:57.400 --> 00:09:58.400]  毫不顧惜
[00:09:58.400 --> 00:10:02.400]  甚至在碎塊中找不到一片
[00:10:02.400 --> 00:10:05.400]  可用以從爐內取火
[00:10:05.400 --> 00:10:08.400]  或從池中舀水
[00:10:08.400 --> 00:10:10.400]  你看到這裡
[00:10:10.400 --> 00:10:13.400]  先知來責備他們
[00:10:13.400 --> 00:10:16.400]  甚至當時的猶太人說
[00:10:16.400 --> 00:10:18.400]  你不要跟我說
[00:10:18.400 --> 00:10:20.400]  你不要跟我說什麼以色列的聖者
[00:10:20.400 --> 00:10:21.400]  我不要聽
[00:10:21.400 --> 00:10:25.400]  請你說些我喜歡聽的話
[00:10:25.400 --> 00:10:28.400]  所以當時的先知所面對的一群人
[00:10:28.400 --> 00:10:29.400]  是這樣的人
[00:10:29.400 --> 00:10:33.400]  我想你對以賽亞斯最深刻的印象
[00:10:33.400 --> 00:10:37.400]  就是知道以賽亞被呼召的時候
[00:10:37.400 --> 00:10:40.400]  神差遣到哪裡去
[00:10:40.400 --> 00:10:43.400]  差遣到什麼猶猶無了心
[00:10:43.400 --> 00:10:44.400]  耳朵又發沉
[00:10:44.400 --> 00:10:47.400]  相目失明
[00:10:47.400 --> 00:10:49.400]  信他一成相目失明的人當中
[00:10:49.400 --> 00:10:51.400]  他就是要去到這些人裡面
[00:10:51.400 --> 00:10:53.400]  去講神的話語
[00:10:53.400 --> 00:10:55.400]  但是他無畏無懼
[00:10:55.400 --> 00:10:58.400]  即使對希西加
[00:10:58.400 --> 00:11:00.400]  這個也很不錯的王
[00:11:00.400 --> 00:11:03.400]  但他受到上帝的密使的時候
[00:11:03.400 --> 00:11:06.400]  他還是要直接去講
[00:11:06.400 --> 00:11:09.400]  我們現在就去看十五節
[00:11:09.400 --> 00:11:10.400]  第一句
[00:11:10.400 --> 00:11:14.400]  主耶和華,以色列的聖者,如此說
[00:11:14.400 --> 00:11:16.400]  這裡其實很特別
[00:11:16.400 --> 00:11:18.400]  他對上主的稱呼
[00:11:18.400 --> 00:11:23.400]  主耶和華,以色列的聖者
[00:11:23.400 --> 00:11:25.400]  我想主和耶和華大家都很明白
[00:11:25.400 --> 00:11:27.400]  以色列的聖者值得解釋一下
[00:11:27.400 --> 00:11:29.400]  以色列的聖者原來是以賽亞
[00:11:29.400 --> 00:11:31.400]  很喜歡用的一個稱呼
[00:11:31.400 --> 00:11:34.400]  在舊約聖經裡面
[00:11:34.400 --> 00:11:39.400]  傳書是出現三十一次
[00:11:39.400 --> 00:11:41.400]  在舊約聖經裡面
[00:11:41.400 --> 00:11:45.400]  單單以賽亞就用了二十五次
[00:11:45.400 --> 00:11:47.400]  可想而知以賽亞
[00:11:47.400 --> 00:11:53.400]  是很著重稱呼我們神為以色列的聖者
[00:11:53.400 --> 00:11:55.400]  表示什麼呢?
[00:11:55.400 --> 00:11:58.400]  以色列的聖者就象徵著猶太人選民的身份
[00:11:58.400 --> 00:12:03.400]  和上帝和猶太人的特殊關係
[00:12:03.400 --> 00:12:05.400]  我相信到今天
[00:12:05.400 --> 00:12:10.400]  我們都能夠成為和上帝有特殊關係的一員
[00:12:10.400 --> 00:12:12.400]  因著耶穌基督
[00:12:12.400 --> 00:12:14.400]  所以也是跟我們說的
[00:12:14.400 --> 00:12:16.400]  接著
[00:12:16.400 --> 00:12:19.400]  接著就是氣肉
[00:12:19.400 --> 00:12:21.400]  你們得救在乎歸回安息
[00:12:21.400 --> 00:12:23.400]  得力在乎平靜安穩
[00:12:23.400 --> 00:12:26.400]  得救在乎歸回安息
[00:12:26.400 --> 00:12:28.400]  我以前
[00:12:28.400 --> 00:12:32.400]  就這樣看這節經文的時候
[00:12:32.400 --> 00:12:35.400]  我就會很快有個印象
[00:12:35.400 --> 00:12:37.400]  我們怎樣可以得救呢?
[00:12:37.400 --> 00:12:38.400]  就是什麼呢?
[00:12:38.400 --> 00:12:41.400]  就是我能夠回到
[00:12:41.400 --> 00:12:44.400]  歸回到安息的一個地步
[00:12:44.400 --> 00:12:46.400]  同不同意嗎?
[00:12:46.400 --> 00:12:48.400]  我以前是這樣理解的
[00:12:48.400 --> 00:12:51.400]  但是原來不是
[00:12:51.400 --> 00:12:54.400]  為什麼第一點叫悔改與安息呢?
[00:12:54.400 --> 00:12:56.400]  我們如果看真一點
[00:12:56.400 --> 00:12:58.400]  看真一點的時候
[00:12:58.400 --> 00:13:02.400]  原來歸回安息不是說一件事
[00:13:02.400 --> 00:13:04.400]  是兩件事
[00:13:04.400 --> 00:13:06.400]  是兩件事
[00:13:06.400 --> 00:13:10.400]  如果我們覺得歸回到一個安息
[00:13:10.400 --> 00:13:12.400]  只是對了一半
[00:13:12.400 --> 00:13:14.400]  我們平時的幻想就是
[00:13:14.400 --> 00:13:16.400]  我歸回安息,我們可以安靜
[00:13:16.400 --> 00:13:19.400]  我說是好的,我不是說不好
[00:13:19.400 --> 00:13:21.400]  都是好的,不是推翻以前
[00:13:21.400 --> 00:13:24.400]  不過原來更加豐富的是
[00:13:24.400 --> 00:13:27.400]  你聽完剛才我說的背景的時候
[00:13:27.400 --> 00:13:29.400]  你就會明白到
[00:13:29.400 --> 00:13:31.400]  以賽亞說這一節的時候
[00:13:31.400 --> 00:13:35.400]  他要向猶大人說的訊息是什麼
[00:13:35.400 --> 00:13:38.400]  你們不要再靠自己了
[00:13:38.400 --> 00:13:40.400]  你要repent
[00:13:40.400 --> 00:13:42.400]  你要悔改
[00:13:42.400 --> 00:13:46.400]  你要回到神那裡
[00:13:47.400 --> 00:13:51.400]  甚至你不要自高自大
[00:13:51.400 --> 00:13:54.400]  你不要自以為是
[00:13:54.400 --> 00:13:56.400]  你不要以為自己很厲害
[00:13:56.400 --> 00:13:58.400]  懂得找埃及幫忙
[00:13:58.400 --> 00:14:02.400]  懂得找哪個哪個大靠山幫忙
[00:14:02.400 --> 00:14:05.400]  你傻瓜,你不懂得找神
[00:14:05.400 --> 00:14:08.400]  最厲害的你不找,找其他那些小卒
[00:14:08.400 --> 00:14:10.400]  是不是?
[00:14:10.400 --> 00:14:12.400]  你不可以這樣
[00:14:12.400 --> 00:14:14.400]  這裡是以賽亞要提醒
[00:14:14.400 --> 00:14:18.400]  我們每一個,也是當時的以色列人
[00:14:18.400 --> 00:14:23.400]  呂振中這樣譯,我們一起讀好不好
[00:14:23.400 --> 00:14:28.400]  因為永恆主以色列之聖者這麼說
[00:14:28.400 --> 00:14:32.400]  你們之得救在乎歸回與安靜
[00:14:32.400 --> 00:14:36.400]  你們之得力在於寧靜與信靠
[00:14:36.400 --> 00:14:38.400]  你們竟自不肯
[00:14:38.400 --> 00:14:42.400]  所以你看到呂振中他譯
[00:14:42.400 --> 00:14:44.400]  歸回與安靜
[00:14:44.400 --> 00:14:47.400]  比較貼近愚民
[00:14:47.400 --> 00:14:49.400]  是兩個的意思
[00:14:49.400 --> 00:14:52.400]  歸回這個subah這個字
[00:14:52.400 --> 00:14:55.400]  英文會譯returning
[00:14:55.400 --> 00:14:59.400]  在聖經裡只出現過這裡一次
[00:14:59.400 --> 00:15:03.400]  可以解作退休或者隱居
[00:15:03.400 --> 00:15:06.400]  在戰爭裡撤走等等的意思
[00:15:06.400 --> 00:15:10.400]  而安息也可以解作靜止安靜
[00:15:10.400 --> 00:15:12.400]  其實這個靜止安靜
[00:15:12.400 --> 00:15:14.400]  不只是說
[00:15:14.400 --> 00:15:19.400]  Rest of death是在說什麼呢?
[00:15:19.400 --> 00:15:21.400]  是在說我人生的主權
[00:15:21.400 --> 00:15:24.400]  我不再握在自己的手裡
[00:15:24.400 --> 00:15:28.400]  我放手
[00:15:28.400 --> 00:15:30.400]  是不是?
[00:15:30.400 --> 00:15:32.400]  我承認我無能為力
[00:15:32.400 --> 00:15:35.400]  我交回給你
[00:15:35.400 --> 00:15:39.400]  那種的安靜
[00:15:39.400 --> 00:15:44.400]  在你人生裡可能遇到很多風風雨雨
[00:15:44.400 --> 00:15:46.400]  在這兩年
[00:15:46.400 --> 00:15:47.400]  三年
[00:15:47.400 --> 00:15:49.400]  我們都遇到很多風風雨雨
[00:15:49.400 --> 00:15:52.400]  我們很想用我們很多的方法
[00:15:52.400 --> 00:15:54.400]  去做很多的事
[00:15:54.400 --> 00:15:57.400]  我們真的要回到神那裡
[00:15:57.400 --> 00:15:59.400]  承認我們真的無能為力
[00:15:59.400 --> 00:16:01.400]  有很多事我們不能控制
[00:16:01.400 --> 00:16:05.400]  我們能不能在裡面向神
[00:16:05.400 --> 00:16:08.400]  去拿力量
[00:16:08.400 --> 00:16:10.400]  安靜在裡面告訴你
[00:16:10.400 --> 00:16:12.400]  我真的承認我無能為力
[00:16:12.400 --> 00:16:14.400]  主啊,你幫助我
[00:16:14.400 --> 00:16:18.400]  接著下面還有另一節
[00:16:18.400 --> 00:16:20.400]  不過我們還沒說另一節之前
[00:16:20.400 --> 00:16:22.400]  就說這個
[00:16:22.400 --> 00:16:26.400]  所以歸回與安息乃是神命令
[00:16:26.400 --> 00:16:28.400]  以色列人的處境
[00:16:28.400 --> 00:16:30.400]  他們先前的狂亂行徑
[00:16:30.400 --> 00:16:33.400]  將最終為自己帶來惡果
[00:16:33.400 --> 00:16:37.400]  傳統上歸回視為與悔改相關
[00:16:37.400 --> 00:16:43.400]  從自我倚靠轉回到信靠神
[00:16:43.400 --> 00:16:47.400]  所以從自力到他力
[00:16:47.400 --> 00:16:49.400]  新譯本譯得好
[00:16:49.400 --> 00:16:55.400]  你們得救在於悔改和安息
[00:16:55.400 --> 00:17:00.400]  悔改的意思是返回原初與神之間的文約
[00:17:00.400 --> 00:17:05.400]  和對神話語的服從和尊敬
[00:17:05.400 --> 00:17:07.400]  在我們的生命裡
[00:17:07.400 --> 00:17:11.400]  我們這裡大部分人都信了耶穌
[00:17:11.400 --> 00:17:13.400]  但是你信了耶穌
[00:17:13.400 --> 00:17:14.400]  我信了耶穌
[00:17:14.400 --> 00:17:17.400]  我們是不是真的被神的道
[00:17:17.400 --> 00:17:19.400]  去感染
[00:17:19.400 --> 00:17:21.400]  去充滿
[00:17:21.400 --> 00:17:22.400]  被聖靈充滿
[00:17:22.400 --> 00:17:25.400]  讓我們走出神的話語呢?
[00:17:25.400 --> 00:17:27.400]  在這裡我想和你分享
[00:17:27.400 --> 00:17:29.400]  我一些經歷
[00:17:29.400 --> 00:17:31.400]  所以要拿紙巾,很煩
[00:17:32.400 --> 00:17:35.400]  我昨晚已經在改完,rehearsal了
[00:17:35.400 --> 00:17:37.400]  但是每次講都很感動
[00:17:37.400 --> 00:17:38.400]  我想講什麼呢?
[00:17:38.400 --> 00:17:41.400]  這兩年我們去到美國加州
[00:17:41.400 --> 00:17:42.400]  矽谷
[00:17:42.400 --> 00:17:44.400]  矽谷知不知道是哪裡?
[00:17:44.400 --> 00:17:47.400]  矽谷簡單來說就是
[00:17:47.400 --> 00:17:49.400]  全美國其中一個最貴的地方
[00:17:49.400 --> 00:17:51.400]  生活指數最貴的地方
[00:17:51.400 --> 00:17:52.400]  有個弟兄說
[00:17:52.400 --> 00:17:54.400]  哇,你們兄弟這麼搞笑
[00:17:54.400 --> 00:17:55.400]  國洋去了加拿大
[00:17:55.400 --> 00:17:56.400]  那時候去溫哥華
[00:17:56.400 --> 00:17:58.400]  你一個去溫哥華
[00:17:58.400 --> 00:17:59.400]  一個去矽谷
[00:17:59.400 --> 00:18:01.400]  不貴的你們都不去
[00:18:01.400 --> 00:18:04.400]  不是我們自己選的
[00:18:04.400 --> 00:18:06.400]  真的是神安排的
[00:18:06.400 --> 00:18:09.400]  詳細我們不在這裡講
[00:18:09.400 --> 00:18:10.400]  總之就是去
[00:18:10.400 --> 00:18:12.400]  那時候去的時候
[00:18:12.400 --> 00:18:14.400]  用一個心就是
[00:18:14.400 --> 00:18:16.400]  神叫我們去
[00:18:16.400 --> 00:18:18.400]  神就會供應我們
[00:18:18.400 --> 00:18:20.400]  我們不理那麼多的
[00:18:20.400 --> 00:18:22.400]  有人警告過我們
[00:18:22.400 --> 00:18:24.400]  你一個人找五個人去矽谷
[00:18:24.400 --> 00:18:26.400]  你瘋了嗎?
[00:18:26.400 --> 00:18:29.400]  我說不理那麼多的
[00:18:29.400 --> 00:18:31.400]  如果我們清楚知道
[00:18:31.400 --> 00:18:32.400]  先頭不是那麼清楚
[00:18:32.400 --> 00:18:34.400]  但在過程裡面越來越清楚
[00:18:34.400 --> 00:18:36.400]  就知道上帝帶我們去
[00:18:36.400 --> 00:18:38.400]  我當我們自己是宣教士
[00:18:38.400 --> 00:18:40.400]  我的差會叫耶穌基督
[00:18:40.400 --> 00:18:41.400]  厲害吧?
[00:18:41.400 --> 00:18:43.400]  最大那個
[00:18:43.400 --> 00:18:46.400]  所以很多事情都是要自己去面對
[00:18:46.400 --> 00:18:48.400]  當然上帝有看著
[00:18:48.400 --> 00:18:52.400]  我們所侍奉的教會對我們是非常好
[00:18:52.400 --> 00:18:55.400]  不過是我們自己
[00:18:55.400 --> 00:18:58.400]  你可以說時間不是我們自己選的
[00:18:58.400 --> 00:18:59.400]  我大兒子和二兒子
[00:18:59.400 --> 00:19:02.400]  先後這兩年都要進大學大專
[00:19:02.400 --> 00:19:03.400]  在那邊讀書
[00:19:03.400 --> 00:19:05.400]  大家知不知道是什麼價錢?
[00:19:05.400 --> 00:19:07.400]  有點噁心
[00:19:07.400 --> 00:19:08.400]  不知道的簡單說給你聽
