
[00:00:00.000 --> 00:00:07.000]  今天不知道大家有沒有發現這個禮堂有一個小小的不同
[00:03:04.000 --> 00:03:06.000]  讓我們一起讀出今天的經文
[00:03:06.000 --> 00:03:11.000]  你可以看程序表,又或者可以看頭影片
[00:03:11.000 --> 00:03:13.000]  我們弟兄姐妹輪流讀
[00:03:13.000 --> 00:03:17.000]  我們先請弟兄讀單節,姐妹讀雙節
[00:03:17.000 --> 00:03:18.000]  預備起
[00:03:18.000 --> 00:03:22.000]  眾人聽見這話,覺得擇心
[00:03:22.000 --> 00:03:25.000]  就對比特和其餘的使徒說
[00:03:25.000 --> 00:03:29.000]  諸位弟兄,我們該怎樣做呢?
[00:03:29.000 --> 00:03:33.000]  你們得以坎坷樹,你們可得以護國
[00:03:33.000 --> 00:03:36.000]  我們比特和其餘的使徒說
[00:03:36.000 --> 00:03:41.000]  使你們聚在一赤衣,就會接受所賜的聖名
[00:03:41.000 --> 00:03:43.000]  人類,謝應許
[00:03:43.000 --> 00:03:46.000]  是給你們和你們的兒女
[00:03:46.000 --> 00:03:48.000]  並一切在遠方的人
[00:03:48.000 --> 00:03:54.000]  就是給所有主,我們的神所召來的人
[00:03:54.000 --> 00:03:59.000]  你們得以坎坷樹,你們可得以護國
[00:03:59.000 --> 00:04:03.000]  我們比特和其餘的使徒說
[00:04:03.000 --> 00:04:08.000]  於是領受他話的人,都受了洗
[00:04:08.000 --> 00:04:12.000]  那一天,門徒約添了三千人
[00:04:12.000 --> 00:04:17.000]  三千人,教會就在這一天誕生
[00:04:17.000 --> 00:04:20.000]  剛才所讀的經文就是比特的講道
[00:04:20.000 --> 00:04:23.000]  在他講道的最後一個段落
[00:04:23.000 --> 00:04:27.000]  第37節,眾人聽見這話
[00:04:27.000 --> 00:04:28.000]  這話是什麼呢?
[00:04:28.000 --> 00:04:34.000]  就是眾人聽見比特在聖靈降臨這一天所講的第一篇道
[00:04:34.000 --> 00:04:36.000]  他們覺得責心
[00:04:36.000 --> 00:04:41.000]  這些人是被神跡騎士所吸引過來
[00:04:41.000 --> 00:04:44.000]  因為聖靈在這一天大大囂冠
[00:04:44.000 --> 00:04:46.000]  好像大風吹過
[00:04:46.000 --> 00:04:49.000]  聖靈囂冠了這120位門徒
[00:04:49.000 --> 00:04:52.000]  讓他們得著恩賜和口才
[00:04:52.000 --> 00:04:55.000]  竟然可以用其他人
[00:04:55.000 --> 00:04:59.000]  竟然可以用他們從來沒有學過的別國語言
[00:04:59.000 --> 00:05:03.000]  來講神的作為,來讚美神
[00:05:03.000 --> 00:05:06.000]  所以那群人是從世界各地
[00:05:06.000 --> 00:05:09.000]  回歸耶路撒冷,去到過節的猶太人
[00:05:09.000 --> 00:05:12.000]  他們一聽,為什麼你會說法文?
[00:05:12.000 --> 00:05:15.000]  為什麼你會說俄文?德文?
[00:05:15.000 --> 00:05:18.000]  你學過嗎?其實你沒有學過
[00:05:18.000 --> 00:05:19.000]  為什麼你會說呢?
[00:05:19.000 --> 00:05:22.000]  就是這麼奇妙,吸引了他們來
[00:05:22.000 --> 00:05:25.000]  所以他們覺得很奇怪
[00:05:25.000 --> 00:05:27.000]  比特這個時候站起來
[00:05:27.000 --> 00:05:29.000]  跟他們解釋發生什麼事
[00:05:29.000 --> 00:05:31.000]  從第十六節開始
[00:05:31.000 --> 00:05:34.000]  在下面的輔助經文都印了出來
[00:05:34.000 --> 00:05:36.000]  第十六節開始
[00:05:36.000 --> 00:05:37.000]  比特就解釋
[00:05:37.000 --> 00:05:41.000]  他先引用舊約的約爾書
[00:05:41.000 --> 00:05:45.000]  來說明其實聖靈降臨是早就應許了
[00:05:45.000 --> 00:05:47.000]  就是在末後的日子
[00:05:47.000 --> 00:05:50.000]  神要讓聖靈囂觀一切凡有血氣
[00:05:50.000 --> 00:05:53.000]  天上有異象,地上有神蹟
[00:05:53.000 --> 00:05:56.000]  叫一切見到的人都敬畏神
[00:05:56.000 --> 00:05:58.000]  知道主會回來
[00:05:58.000 --> 00:06:01.000]  就要快快的悔改
[00:06:01.000 --> 00:06:04.000]  接著比特再用兩篇大衛的詩篇
[00:06:04.000 --> 00:06:08.000]  來說明了大衛語言有一位聖者
[00:06:08.000 --> 00:06:10.000]  有一位我主
[00:06:10.000 --> 00:06:13.000]  他的靈魂不會偏在陰間
[00:06:13.000 --> 00:06:17.000]  也不會見地府
[00:06:17.000 --> 00:06:18.000]  他們會升到天上
[00:06:18.000 --> 00:06:19.000]  坐在神的右邊
[00:06:19.000 --> 00:06:22.000]  跟神一同掌權作王
[00:06:22.000 --> 00:06:24.000]  大衛不是說自己
[00:06:24.000 --> 00:06:26.000]  大衛是說基督
[00:06:26.000 --> 00:06:27.000]  第23節
[00:06:27.000 --> 00:06:31.000]  這位基督就是被你們釘死
[00:06:31.000 --> 00:06:35.000]  如今又復活升天的那位耶穌
[00:06:35.000 --> 00:06:39.000]  所以當所有人聽見比特講道之後
[00:06:39.000 --> 00:06:40.000]  第37節
[00:06:40.000 --> 00:06:42.000]  眾人聽見這話
[00:06:42.000 --> 00:06:45.000]  就覺得「窒心」
[00:06:45.000 --> 00:06:47.000]  什麼叫窒心呢?
[00:06:47.000 --> 00:06:48.000]  窒心
[00:06:48.000 --> 00:06:51.000]  整本聖經只有這裡出現這個字
[00:06:51.000 --> 00:06:55.000]  窒心的字義就是刺痛的感覺
[00:06:55.000 --> 00:06:56.000]  好像看到一個公仔
[00:06:56.000 --> 00:06:58.000]  嘩!這麼多口釘
[00:06:58.000 --> 00:06:59.000]  釘在心上
[00:06:59.000 --> 00:07:02.000]  看見也覺得痛痛的
[00:07:02.000 --> 00:07:03.000]  刺痛
[00:07:03.000 --> 00:07:06.000]  feeling of sharp pain
[00:07:06.000 --> 00:07:07.000]  英文翻譯是
[00:07:07.000 --> 00:07:11.000]  pierced 或者 cut to the heart
[00:07:11.000 --> 00:07:13.000]  心碎
[00:07:13.000 --> 00:07:15.000]  心痛
[00:07:15.000 --> 00:07:17.000]  比特說明了
[00:07:17.000 --> 00:07:18.000]  第一
[00:07:18.000 --> 00:07:21.000]  那撒勒人耶穌就是基督
[00:07:21.000 --> 00:07:22.000]  是主
[00:07:22.000 --> 00:07:23.000]  第二
[00:07:23.000 --> 00:07:26.000]  耶穌從死裡復活了
[00:07:26.000 --> 00:07:27.000]  這位主
[00:07:27.000 --> 00:07:29.000]  這位基督
[00:07:29.000 --> 00:07:30.000]  比特在第23節說
[00:07:30.000 --> 00:07:33.000]  就是藉著不法之人的手
[00:07:33.000 --> 00:07:35.000]  36節說
[00:07:35.000 --> 00:07:38.000]  你們釘在十字架上
[00:07:38.000 --> 00:07:40.000]  所以比特
[00:07:40.000 --> 00:07:42.000]  不是說跟聽眾無關的東西
[00:07:42.000 --> 00:07:43.000]  是說
[00:07:43.000 --> 00:07:47.000]  你們殺死了耶穌
[00:07:47.000 --> 00:07:48.000]  比特指責他們
[00:07:48.000 --> 00:07:50.000]  殺死了耶穌
[00:07:50.000 --> 00:07:51.000]  你想想
[00:07:51.000 --> 00:07:54.000]  對這班猶太的聽眾來說
[00:07:54.000 --> 00:07:57.000]  他們聽到有什麼感受呢?
[00:07:57.000 --> 00:07:58.000]  他們千里迢迢
[00:07:58.000 --> 00:07:59.000]  從世界各地
[00:07:59.000 --> 00:08:02.000]  去到耶路撒冷朝聖
[00:08:02.000 --> 00:08:04.000]  去到守節
[00:08:04.000 --> 00:08:06.000]  是按照舊約聖經的要求
[00:08:06.000 --> 00:08:07.000]  所以
[00:08:07.000 --> 00:08:10.000]  其實他們是一班敬虔的猶太人
[00:08:10.000 --> 00:08:13.000]  以色列人自從亡國被擄
[00:08:13.000 --> 00:08:14.000]  記不記得
[00:08:14.000 --> 00:08:18.000]  之前主題講到什麼書
[00:08:18.000 --> 00:08:20.000]  以世傑書
[00:08:20.000 --> 00:08:23.000]  以世傑是什麼時候的人
[00:08:23.000 --> 00:08:26.000]  主前六世紀的人
[00:08:26.000 --> 00:08:30.000]  因為猶大國就是六世紀後亡國
[00:08:30.000 --> 00:08:32.000]  大概你要記得
[00:08:32.000 --> 00:08:34.000]  就算不懂背什麼年份
[00:08:34.000 --> 00:08:35.000]  大概知道第幾世紀
[00:08:35.000 --> 00:08:36.000]  主前六世紀的人
[00:08:36.000 --> 00:08:41.000]  所以以色列人亡國已經將近六百年了
[00:08:41.000 --> 00:08:44.000]  這六百年過著顛沛流離的生活
[00:08:44.000 --> 00:08:46.000]  經常被人欺壓
[00:08:46.000 --> 00:08:47.000]  非常痛苦
[00:08:47.000 --> 00:08:48.000]  但是他們知道
[00:08:48.000 --> 00:08:49.000]  舊約聖經有預言
[00:08:49.000 --> 00:08:51.000]  會有一個尼塞亞
[00:08:51.000 --> 00:08:53.000]  會來拯救他們
[00:08:53.000 --> 00:08:55.000]  所以他們等了幾百年
[00:08:55.000 --> 00:08:57.000]  日盼夜盼
[00:08:57.000 --> 00:08:58.000]  這個尼塞亞
[00:08:58.000 --> 00:09:02.000]  希臘文的翻譯就是基督
[00:09:02.000 --> 00:09:03.000]  所以想想
[00:09:03.000 --> 00:09:06.000]  他們等了六百年
[00:09:06.000 --> 00:09:07.000]  將近
[00:09:07.000 --> 00:09:10.000]  爺爺的爺爺的爺爺那一代
[00:09:10.000 --> 00:09:11.000]  大概
[00:09:11.000 --> 00:09:13.000]  已經開始等了
[00:09:13.000 --> 00:09:14.000]  明不明
[00:09:14.000 --> 00:09:16.000]  爺爺的爺爺的爺爺那一代
[00:09:16.000 --> 00:09:18.000]  一直等
[00:09:18.000 --> 00:09:22.000]  等尼塞亞基督降臨拯救他們
[00:09:22.000 --> 00:09:25.000]  他當然沒有想過耶穌就是
[00:09:25.000 --> 00:09:27.000]  他以為祂是神棍
[00:09:27.000 --> 00:09:30.000]  自稱猶太人的王
[00:09:30.000 --> 00:09:34.000]  他的教導和文氏的尼塞亞很不同
[00:09:34.000 --> 00:09:35.000]  又說這個聖殿拆了
[00:09:35.000 --> 00:09:38.000]  三天之後就可以重建
[00:09:38.000 --> 00:09:39.000]  還不是神棍
[00:09:39.000 --> 00:09:40.000]  是不是?
[00:09:40.000 --> 00:09:42.000]  釘死他
[00:09:42.000 --> 00:09:43.000]  誰知道
[00:09:43.000 --> 00:09:46.000]  原來他就是基督
[00:09:46.000 --> 00:09:47.000]  他以為是神棍
[00:09:47.000 --> 00:09:49.000]  原來就是尼塞亞
[00:09:49.000 --> 00:09:53.000]  而且是我有份釘死他
[00:09:53.000 --> 00:09:56.000]  你說是不是罪大惡極?
[00:09:56.000 --> 00:10:00.000]  是不是犯下了彌天大罪?
[00:10:00.000 --> 00:10:02.000]  所以那些猶太人聽到
[00:10:02.000 --> 00:10:05.000]  他覺得很責心
[00:10:05.000 --> 00:10:07.000]  可能大家有些
[00:10:07.000 --> 00:10:09.000]  未必很共鳴的感覺
[00:10:09.000 --> 00:10:10.000]  不要緊
[00:10:10.000 --> 00:10:13.000]  有沒有看過《天龍八部》?
[00:10:13.000 --> 00:10:15.000]  有吧?
[00:10:15.000 --> 00:10:16.000]  就算沒有看過書
[00:10:16.000 --> 00:10:17.000]  也可能看過戲
[00:10:17.000 --> 00:10:19.000]  男主角
[00:10:19.000 --> 00:10:20.000]  喬峰
[00:10:20.000 --> 00:10:21.000]  很厲害的
[00:10:21.000 --> 00:10:23.000]  《降龍十八掌》
[00:10:23.000 --> 00:10:24.000]  對不對?
[00:10:24.000 --> 00:10:27.000]  他的仇人是誰?
[00:10:27.000 --> 00:10:28.000]  不知道嗎?
[00:10:28.000 --> 00:10:32.000]  段靜淳
[00:10:32.000 --> 00:10:33.000]  血海深仇
[00:10:33.000 --> 00:10:34.000]  為什麼呢?
[00:10:34.000 --> 00:10:36.000]  因為段靜淳
[00:10:36.000 --> 00:10:38.000]  殺死了喬峰的父母
[00:10:38.000 --> 00:10:40.000]  養父母和師父
[00:10:40.000 --> 00:10:43.000]  一共五條人命
[00:10:43.000 --> 00:10:45.000]  是不是血海深仇?
[00:10:45.000 --> 00:10:47.000]  是不是非報不可?
[00:10:47.000 --> 00:10:49.000]  現在終於有報仇的機會了
[00:10:49.000 --> 00:10:51.000]  段靜淳站在他眼前
[00:10:51.000 --> 00:10:54.000]  甘願去殺死他
[00:10:54.000 --> 00:10:56.000]  好
[00:10:56.000 --> 00:10:58.000]  你拿了我五條人命
[00:10:58.000 --> 00:10:59.000]  我擊你五掌
[00:10:59.000 --> 00:11:00.000]  之後
[00:11:00.000 --> 00:11:02.000]  我們因緣一筆勾銷
[00:11:02.000 --> 00:11:05.000]  他就使出《降龍十八掌》
[00:11:05.000 --> 00:11:06.000]  啊!
[00:11:06.000 --> 00:11:08.000]  我不懂的
[00:11:08.000 --> 00:11:11.000]  去擊掌
[00:11:11.000 --> 00:11:13.000]  段靜淳沒有還手
[00:11:13.000 --> 00:11:15.000]  安然地去到仇刑
[00:11:15.000 --> 00:11:16.000]  當然是馬上彈開
[00:11:16.000 --> 00:11:18.000]  不知有多少尺
[00:11:18.000 --> 00:11:20.000]  然後就發覺
[00:11:20.000 --> 00:11:22.000]  是誰呢?
[00:11:22.000 --> 00:11:24.000]  是阿珠
[00:11:24.000 --> 00:11:26.000]  阿珠是誰呢?
[00:11:26.000 --> 00:11:28.000]  是他女朋友
[00:11:28.000 --> 00:11:31.000]  是他最愛的人
[00:11:31.000 --> 00:11:32.000]  是不是?
[00:11:32.000 --> 00:11:36.000]  嘩!你看到他多傷心嗎?
[00:11:36.000 --> 00:11:37.000]  我殺了我
[00:11:37.000 --> 00:11:40.000]  我以為殺我的是仇人
[00:11:40.000 --> 00:11:44.000]  誰知原來我殺了我最愛的人
[00:11:44.000 --> 00:11:46.000]  肝腸寸斷
[00:11:46.000 --> 00:11:49.000]  屍心裂肺
[00:11:49.000 --> 00:11:53.000]  這就是喬峰當時的感受
[00:11:53.000 --> 00:11:54.000]  你想像一下
[00:11:54.000 --> 00:11:56.000]  大概就是這個感受
[00:11:56.000 --> 00:11:58.000]  當時猶太人
[00:11:58.000 --> 00:12:00.000]  就是這樣紮心
[00:12:00.000 --> 00:12:02.000]  心碎
[00:12:02.000 --> 00:12:04.000]  嘩!我以為是神棍耶穌
[00:12:04.000 --> 00:12:07.000]  誰知原來等了六百年的基督
[00:12:07.000 --> 00:12:10.000]  現在我竟然殺了他
[00:12:10.000 --> 00:12:14.000]  你說是不是很心碎呢?
[00:12:14.000 --> 00:12:16.000]  所以他們自然就會問彼得
[00:12:16.000 --> 00:12:17.000]  怎麼辦?
[00:12:17.000 --> 00:12:19.000]  我現在應該怎麼做?
[00:12:19.000 --> 00:12:22.000]  十惡不赦
[00:12:22.000 --> 00:12:24.000]  彼得回答他們兩件事
[00:12:24.000 --> 00:12:26.000]  第一,悔改
[00:12:26.000 --> 00:12:28.000]  什麼是悔改呢?
[00:12:28.000 --> 00:12:31.000]  圓文的意思是思想上的改變
[00:12:31.000 --> 00:12:33.000]  當然舊約也經常出現這個字
[00:12:33.000 --> 00:12:35.000]  在舊約裡不單止思想
[00:12:35.000 --> 00:12:38.000]  連心意也要改變
[00:12:38.000 --> 00:12:40.000]  計劃也要改變
[00:12:40.000 --> 00:12:43.000]  所以就是說整個人的改變
[00:12:43.000 --> 00:12:45.000]  新約也經常用這個字
[00:12:45.000 --> 00:12:47.000]  說到救恩的層面
[00:12:47.000 --> 00:12:50.000]  當一個罪人聽到福音之後
[00:12:50.000 --> 00:12:52.000]  他的價值觀、人生觀
[00:12:52.000 --> 00:12:55.000]  完全改變了
[00:12:55.000 --> 00:12:57.000]  其實當彼得這樣說的時候
[00:12:57.000 --> 00:13:00.000]  也和應了耶穌也是這樣說的
[00:13:00.000 --> 00:13:01.000]  記不記得馬可福音
[00:13:01.000 --> 00:13:03.000]  馬可福音即將說了
[00:13:03.000 --> 00:13:05.000]  耶穌一出道
[00:13:05.000 --> 00:13:06.000]  他講道說什麼呢?
[00:13:06.000 --> 00:13:13.000]  「日期滿了,神的國近了,你們要悔改,信福音」
[00:13:13.000 --> 00:13:14.000]  彼得在第三章的講道
[00:13:14.000 --> 00:13:16.000]  也同樣說
[00:13:16.000 --> 00:13:17.000]  一起讀
[00:13:17.000 --> 00:13:22.000]  「你們當悔改歸正,使你們的罪得以逃去」
[00:13:22.000 --> 00:13:26.000]  彼得在第八章又再說
[00:13:26.000 --> 00:13:27.000]  這次請頂讀
[00:13:27.000 --> 00:13:32.000]  「你要為你這樣的惡而悔改,祈求主
[00:13:32.000 --> 00:13:36.000]  或者你心裡的怨念可得赦免」
[00:13:36.000 --> 00:13:38.000]  所以什麼叫悔改呢?
[00:13:38.000 --> 00:13:39.000]  剛才說了
[00:13:39.000 --> 00:13:43.000]  是整個人本來背向神
[00:13:43.000 --> 00:13:45.000]  活在罪中的
[00:13:45.000 --> 00:13:47.000]  現在轉向神
[00:13:47.000 --> 00:13:50.000]  一個以神為中心的生命
[00:13:50.000 --> 00:13:52.000]  是改弦易設
[00:13:52.000 --> 00:13:54.000]  不是錦上添花
[00:13:54.000 --> 00:13:57.000]  不是小修小補
[00:13:57.000 --> 00:14:01.000]  我們作為二十一世紀的香港人
[00:14:01.000 --> 00:14:03.000]  讀到這節經文
[00:14:03.000 --> 00:14:08.000]  我猜大部分都不是那麼容易感到扎心的
[00:14:08.000 --> 00:14:10.000]  「他們殺了耶穌」
[00:14:10.000 --> 00:14:12.000]  「他們」
[00:14:12.000 --> 00:14:15.000]  因為我們不是猶太人
[00:14:15.000 --> 00:14:17.000]  我們是香港人
[00:14:17.000 --> 00:14:18.000]  我們不是猶太人
[00:14:18.000 --> 00:14:20.000]  我們信耶穌之前
[00:14:20.000 --> 00:14:22.000]  你是不是很刻意在等彌賽亞?
[00:14:22.000 --> 00:14:24.000]  也不是
[00:14:24.000 --> 00:14:26.000]  可能在等什麼時候上樓
[00:14:26.000 --> 00:14:30.000]  你不是在等彌賽亞吧
[00:14:30.000 --> 00:14:31.000]  所以讀到這節經文
[00:14:31.000 --> 00:14:33.000]  可能理性上明白
[00:14:33.000 --> 00:14:35.000]  但感受上未必那麼容易共鳴
[00:14:35.000 --> 00:14:37.000]  這點我理解
[00:14:37.000 --> 00:14:41.000]  但是當我們聽到福音的時候
[00:14:41.000 --> 00:14:45.000]  除了神的愛很感動我們之外
[00:14:45.000 --> 00:14:48.000]  我們又有沒有見到自己的罪
[00:14:48.000 --> 00:14:51.000]  而感到扎心呢?
[00:14:51.000 --> 00:14:55.000]  然後從中悔改呢?
[00:14:55.000 --> 00:14:57.000]  作為目者
[00:14:57.000 --> 00:14:59.000]  很多時候都會接見水禮
[00:14:59.000 --> 00:15:02.000]  或者轉會禮的申請人
[00:15:02.000 --> 00:15:06.000]  自然會看得夠見證
[00:15:06.000 --> 00:15:08.000]  我見過部分
[00:15:08.000 --> 00:15:09.000]  不是每個人
[00:15:09.000 --> 00:15:11.000]  有部分弟兄姊妹
[00:15:11.000 --> 00:15:14.000]  他們說他們如何信主呢?
[00:15:14.000 --> 00:15:15.000]  他們也有見證
[00:15:15.000 --> 00:15:16.000]  信主對他們來說
[00:15:16.000 --> 00:15:19.000]  是多了一個倚靠
[00:15:19.000 --> 00:15:21.000]  可能曾經失業
[00:15:21.000 --> 00:15:22.000]  找不到工作
[00:15:22.000 --> 00:15:23.000]  向神祈禱
[00:15:23.000 --> 00:15:24.000]  感謝主啊
[00:15:24.000 --> 00:15:26.000]  神給了一份工作給他們
[00:15:26.000 --> 00:15:29.000]  曾經有些很不開心的事
[00:15:29.000 --> 00:15:31.000]  有些很大的需要
[00:15:31.000 --> 00:15:32.000]  向神祈禱
[00:15:32.000 --> 00:15:33.000]  感謝神啊
[00:15:33.000 --> 00:15:36.000]  神給了他們
[00:15:36.000 --> 00:15:39.000]  這個當然好
[00:15:39.000 --> 00:15:42.000]  但是我見不到他有提到
[00:15:42.000 --> 00:15:43.000]  他信主之前
[00:15:43.000 --> 00:15:45.000]  他有什麼罪呢?
[00:15:45.000 --> 00:15:46.000]  他信主之後
[00:15:46.000 --> 00:15:49.000]  他如何悔改呢?
[00:15:49.000 --> 00:15:51.000]  很少
[00:15:51.000 --> 00:15:54.000]  其實這樣的信仰
[00:15:54.000 --> 00:15:57.000]  和拜黃大仙差不多
[00:15:57.000 --> 00:15:59.000]  求神庇佑
[00:15:59.000 --> 00:16:01.000]  消災解難
[00:16:01.000 --> 00:16:04.000]  拜黃大仙也是這樣
[00:16:04.000 --> 00:16:06.000]  求祢保我家宅平安
[00:16:06.000 --> 00:16:10.000]  求祢保我子女學業順利
[00:16:10.000 --> 00:16:11.000]  諸如此類
[00:16:11.000 --> 00:16:12.000]  是不是?
[00:16:12.000 --> 00:16:13.000]  是不是也差不多?
[00:16:13.000 --> 00:16:14.000]  很相似
[00:16:14.000 --> 00:16:15.000]  拜黃大仙的人
[00:16:15.000 --> 00:16:17.000]  他們仍然過著
[00:16:17.000 --> 00:16:18.000]  與生俱來
[00:16:18.000 --> 00:16:20.000]  自我中心的生活
[00:16:20.000 --> 00:16:21.000]  他的人生觀
[00:16:21.000 --> 00:16:22.000]  價值觀
[00:16:22.000 --> 00:16:25.000]  不用改變
[00:16:25.000 --> 00:16:28.000]  不需要改變
[00:16:28.000 --> 00:16:30.000]  如果他是一個自私的人
[00:16:30.000 --> 00:16:31.000]  他拜完之後
[00:16:31.000 --> 00:16:33.000]  他仍然是一個自私的人
[00:16:33.000 --> 00:16:34.000]  如果他是一個貪錢的人
[00:16:34.000 --> 00:16:36.000]  他離開黃大仙廟的時候
[00:16:36.000 --> 00:16:38.000]  他仍然是一個貪錢的人
[00:16:38.000 --> 00:16:39.000]  是不是?
[00:16:39.000 --> 00:16:40.000]  因為黃大仙
[00:16:40.000 --> 00:16:42.000]  有沒有要求他悔改?
[00:16:42.000 --> 00:16:44.000]  根本沒有
[00:16:44.000 --> 00:16:46.000]  他拜的那些偶像
[00:16:46.000 --> 00:16:48.000]  是用來消災解難
[00:16:48.000 --> 00:16:50.000]  難怪民間信仰這麼受歡迎
[00:16:50.000 --> 00:16:54.000]  門檻很低
[00:16:54.000 --> 00:16:55.000]  對不對?
[00:16:55.000 --> 00:16:57.000]  信耶穌的門檻很高
[00:16:57.000 --> 00:17:01.000]  要悔改
[00:17:01.000 --> 00:17:04.000]  最近看到一篇見證
[00:17:04.000 --> 00:17:06.000]  在中信月刊
[00:17:06.000 --> 00:17:07.000]  也是網上版
[00:17:07.000 --> 00:17:09.000]  只是兩個月前
[00:17:09.000 --> 00:17:11.000]  這位弟兄姓葉
[00:17:11.000 --> 00:17:13.000]  我不認識
[00:17:13.000 --> 00:17:14.000]  這位葉弟兄
[00:17:14.000 --> 00:17:17.000]  他說他最近玩了一款攻略遊戲
[00:17:17.000 --> 00:17:21.000]  當中說到以校園霸凌為線索
[00:17:21.000 --> 00:17:23.000]  引伸一系列事件
[00:17:23.000 --> 00:17:26.000]  原來日本校園霸凌現象很厲害
[00:17:26.000 --> 00:17:28.000]  世界知名
[00:17:28.000 --> 00:17:34.000]  以校園霸凌為題材的文藝作品原來很多
[00:17:34.000 --> 00:17:38.000]  不知道在座有沒有人喜歡看這些呢?
[00:17:38.000 --> 00:17:39.000]  葉弟兄說到
[00:17:39.000 --> 00:17:41.000]  他以前讀書的時候
[00:17:41.000 --> 00:17:44.000]  其實也受過同學欺負
[00:17:44.000 --> 00:17:47.000]  他不認為自己也參與
[00:17:47.000 --> 00:17:49.000]  是其中一個欺負人的人
[00:17:49.000 --> 00:17:50.000]  但他知道
[00:17:50.000 --> 00:17:54.000]  其實他也有
[00:17:54.000 --> 00:17:55.000]  不知道大家有沒有試過
[00:17:55.000 --> 00:17:56.000]  他說
[00:17:56.000 --> 00:18:00.000]  以前讀書的時候身邊有很多極品的同學
[00:18:00.000 --> 00:18:03.000]  很容易成為被欺凌的對象
[00:18:03.000 --> 00:18:08.000]  所謂極品通常是那些外貌比較呆滯
[00:18:08.000 --> 00:18:10.000]  很少說話
[00:18:10.000 --> 00:18:11.000]  膽小
[00:18:11.000 --> 00:18:13.000]  成績也一般
[00:18:13.000 --> 00:18:17.000]  這些極品很難融入群體
[00:18:17.000 --> 00:18:20.000]  就容易成為眾矢之的
[00:18:20.000 --> 00:18:22.000]  他沒有做錯什麼
[00:18:22.000 --> 00:18:24.000]  剛才那些不是他的錯
