
[00:00:00.000 --> 00:00:04.800]  我們五堂繼續有試圖行傳的講道系列
[00:04:50.400 --> 00:04:54.400]  所以完成宣教旅程就要述職
[00:04:54.400 --> 00:05:01.400]  但是有一些法利塞教派的信徒
[00:05:01.400 --> 00:05:05.200]  就說必須給外邦人 外族人
[00:05:05.200 --> 00:05:09.200]  行國禮 吩咐他們遵守摩西的律法
[00:05:09.200 --> 00:05:12.600]  這些法利塞教派的信徒
[00:05:12.600 --> 00:05:14.600]  信不信主 信不信耶穌基督
[00:05:14.600 --> 00:05:16.600]  他們信的 其實是基督徒
[00:05:16.600 --> 00:05:18.800]  但是他們的想法就是
[00:05:18.800 --> 00:05:20.400]  就算他們是外族人
[00:05:20.400 --> 00:05:22.200]  也要和我們一樣
[00:05:22.200 --> 00:05:23.800]  一定要行國禮
[00:05:23.800 --> 00:05:25.200]  一定要守摩西的律法
[00:05:25.200 --> 00:05:26.800]  否則就不得救
[00:05:26.800 --> 00:05:29.800]  我們就說第一點
[00:05:29.800 --> 00:05:33.000]  當教會有意見分歧的時候
[00:05:33.000 --> 00:05:35.200]  第一點就是要認清問題
[00:05:35.200 --> 00:05:37.800]  問題是什麼呢
[00:05:37.800 --> 00:05:39.200]  就是有兩班人
[00:05:39.200 --> 00:05:41.800]  一邊就是從猶太下來的基督徒
[00:05:41.800 --> 00:05:45.200]  和法利塞教派的基督徒
[00:05:45.200 --> 00:05:48.200]  看到他們指著保羅和巴拿巴
[00:05:48.200 --> 00:05:50.000]  就在說外族人
[00:05:50.000 --> 00:05:51.800]  你們和外族人傳福音
[00:05:51.800 --> 00:05:53.200]  但是如果這些外族人
[00:05:53.200 --> 00:05:55.200]  不守摩西的律法 不受國禮
[00:05:55.200 --> 00:05:56.800]  就不得救
[00:05:56.800 --> 00:05:59.800]  但是保羅其實聽不到他們說話
[00:05:59.800 --> 00:06:02.200]  但是我們知道 已忽所書
[00:06:02.200 --> 00:06:03.200]  他怎麼說
[00:06:03.200 --> 00:06:05.800]  得救是靠什麼
[00:06:05.800 --> 00:06:08.200]  本乎因拉 因著信
[00:06:08.200 --> 00:06:11.200]  就是靠著神的恩典
[00:06:11.200 --> 00:06:13.800]  因著你信耶穌基督的信心
[00:06:13.800 --> 00:06:14.800]  而得救的
[00:06:14.800 --> 00:06:16.800]  不是出於行為
[00:06:16.800 --> 00:06:20.600]  就出現了意見分歧
[00:06:20.600 --> 00:06:22.400]  所以第一步就是
[00:06:22.400 --> 00:06:23.400]  當你意見分歧
[00:06:23.400 --> 00:06:24.800]  要認清楚問題
[00:06:24.800 --> 00:06:26.400]  這裡的問題
[00:06:26.400 --> 00:06:28.400]  有什麼重要的問題
[00:06:28.400 --> 00:06:30.400]  就是得救的問題
[00:06:30.400 --> 00:06:33.000]  就是外邦人怎樣才得救
[00:06:33.000 --> 00:06:34.800]  這個問題重不重要
[00:06:34.800 --> 00:06:35.800]  很重要
[00:06:35.800 --> 00:06:37.800]  因為牽涉到他們
[00:06:37.800 --> 00:06:38.800]  上不上到天堂
[00:06:38.800 --> 00:06:40.400]  上不上到天堂 下地獄
[00:06:40.400 --> 00:06:42.000]  是一件很大的事
[00:06:42.000 --> 00:06:44.400]  所以核心的問題
[00:06:44.400 --> 00:06:46.800]  就是在外邦人怎樣得救
[00:06:46.800 --> 00:06:48.400]  這個問題上
[00:06:48.400 --> 00:06:50.200]  搞清楚問題之後
[00:06:50.200 --> 00:06:53.600]  我們繼續看《使徒行傳》15章6節
[00:06:53.600 --> 00:06:57.400]  就說到使徒和長老聚集在一起
[00:06:57.400 --> 00:06:59.400]  商議這件事
[00:06:59.400 --> 00:07:02.800]  經過很多番爭辯之後
[00:07:02.800 --> 00:07:04.000]  debate了很多輪
[00:07:04.000 --> 00:07:06.400]  應該是經過很長時間的辯論
[00:07:06.400 --> 00:07:07.800]  很多人都發表意見
[00:07:07.800 --> 00:07:09.400]  正反兩面都有
[00:07:09.400 --> 00:07:12.400]  於是彼得這個領袖
[00:07:12.400 --> 00:07:15.400]  站起來對他們說
[00:07:15.400 --> 00:07:17.400]  各位弟兄
[00:07:17.400 --> 00:07:18.400]  你們知道
[00:07:18.400 --> 00:07:20.000]  前一些時候
[00:07:20.000 --> 00:07:22.800]  神在你們中間揀選了我彼得
[00:07:22.800 --> 00:07:24.200]  要藉著我的口
[00:07:24.200 --> 00:07:26.600]  讓外族人聽見福音的道
[00:07:26.600 --> 00:07:27.800]  並且相信
[00:07:27.800 --> 00:07:29.600]  知道人心的神
[00:07:29.600 --> 00:07:31.800]  為他們這些外邦人作了見證
[00:07:31.800 --> 00:07:34.400]  就把聖靈賜給這些外邦人
[00:07:34.400 --> 00:07:36.600]  正如賜給我們猶太人一樣
[00:07:36.600 --> 00:07:37.600]  藉著信心
[00:07:37.600 --> 00:07:39.400]  藉著faith
[00:07:39.400 --> 00:07:42.200]  神潔淨了這些外邦人的心
[00:07:42.200 --> 00:07:44.200]  外邦人和我們猶太人之間
[00:07:44.200 --> 00:07:45.600]  沒有什麼分別
[00:07:45.600 --> 00:07:48.000]  其實彼得在說
[00:07:48.000 --> 00:07:52.000]  之前第十章的經歷
[00:07:52.000 --> 00:07:54.000]  我們就看回那幾節
[00:07:54.000 --> 00:07:56.000]  就是十章44至48
[00:07:56.000 --> 00:07:58.000]  就是我六月尾的講道
[00:07:58.000 --> 00:07:59.400]  那時候提及的
[00:07:59.400 --> 00:08:02.000]  那時候這個地方就是彼得去到
[00:08:02.000 --> 00:08:05.400]  意大利人的伯夫長哥尼劉的家
[00:08:05.400 --> 00:08:07.000]  然後一群親友
[00:08:07.000 --> 00:08:08.600]  已經在那裡很期待
[00:08:08.600 --> 00:08:10.800]  聽彼得跟他們講道
[00:08:10.800 --> 00:08:14.000]  就講到彼得還在那裡說話的時候
[00:08:14.000 --> 00:08:16.000]  還在那裡說話的時候
[00:08:16.000 --> 00:08:18.000]  這群人已經心裡面相信
[00:08:18.000 --> 00:08:20.000]  聖靈降臨在他們
[00:08:20.000 --> 00:08:22.400]  降在所有聽到的人身上
[00:08:22.400 --> 00:08:24.000]  於是彼得就說
[00:08:24.000 --> 00:08:25.400]  既然這些外邦人
[00:08:25.400 --> 00:08:27.400]  都領受了聖靈
[00:08:27.400 --> 00:08:29.200]  跟我們猶太人一樣
[00:08:29.200 --> 00:08:32.800]  誰可以禁止他們接受水的洗禮呢
[00:08:32.800 --> 00:08:34.800]  於是彼得就吩咐他們
[00:08:34.800 --> 00:08:36.800]  奉耶穌基督的名受洗
[00:08:36.800 --> 00:08:39.800]  好 先問問大家
[00:08:39.800 --> 00:08:41.800]  哥尼劉和他們的親友
[00:08:41.800 --> 00:08:43.800]  當時有沒有受到國禮
[00:08:43.800 --> 00:08:44.800]  這些意大利人
[00:08:44.800 --> 00:08:46.200]  沒有受到國禮
[00:08:46.200 --> 00:08:49.000]  這群意大利人領受聖靈之前
[00:08:49.000 --> 00:08:51.000]  有沒有守了摩西的律法
[00:08:51.000 --> 00:08:53.000]  沒有
[00:08:53.000 --> 00:08:55.000]  但是因為他們心裡相信
[00:08:55.000 --> 00:08:57.000]  然後聖靈降臨
[00:08:57.000 --> 00:08:59.000]  還受了水禮
[00:08:59.000 --> 00:09:01.000]  為什麼那群人還要他們割
[00:09:01.000 --> 00:09:04.000]  割禮才可以得救呢
[00:09:04.000 --> 00:09:06.000]  你有聖靈了
[00:09:06.000 --> 00:09:07.000]  又受了水禮
[00:09:07.000 --> 00:09:10.000]  割不割就不會影響你得救
[00:09:10.000 --> 00:09:12.000]  邏輯就是這樣
[00:09:12.000 --> 00:09:16.000]  於是第十五章十節
[00:09:16.000 --> 00:09:17.000]  彼得就說
[00:09:17.000 --> 00:09:18.000]  既然是這樣
[00:09:18.000 --> 00:09:21.000]  你們為什麼還要試探神
[00:09:21.000 --> 00:09:23.000]  還要挑戰神呢
[00:09:23.000 --> 00:09:28.000]  要將我們先祖和猶太人
[00:09:28.000 --> 00:09:31.000]  所不能負的重擔
[00:09:31.000 --> 00:09:35.000]  擔子就是613條摩西律法
[00:09:35.000 --> 00:09:37.000]  我們都守不到
[00:09:37.000 --> 00:09:42.000]  這個重擔你們放在外邦人的門徒的頸上
[00:09:42.000 --> 00:09:44.000]  怎麼說得通呢
[00:09:44.000 --> 00:09:45.000]  十一節相反
[00:09:45.000 --> 00:09:48.000]  我們相信我們猶太人
[00:09:48.000 --> 00:09:51.000]  是藉著主耶穌基督的恩典
[00:09:51.000 --> 00:09:53.000]  那個恩典去得救
[00:09:53.000 --> 00:09:55.000]  外邦人也是一樣
[00:09:55.000 --> 00:09:57.000]  理據就是
[00:09:57.000 --> 00:09:59.000]  如果我們猶太人守不到律法
[00:09:59.000 --> 00:10:01.000]  我們也是靠耶穌基督釘十字架
[00:10:01.000 --> 00:10:03.000]  為我們的罪死
[00:10:03.000 --> 00:10:05.000]  為了有耶穌基督的恩典
[00:10:05.000 --> 00:10:06.000]  我們得救
[00:10:06.000 --> 00:10:07.000]  外邦人也是一樣
[00:10:07.000 --> 00:10:10.000]  也是靠耶穌基督為他們死
[00:10:10.000 --> 00:10:11.000]  流補血
[00:10:11.000 --> 00:10:12.000]  洗淨他們的罪
[00:10:12.000 --> 00:10:14.000]  然後他們相信就得救
[00:10:14.000 --> 00:10:16.000]  為什麼不一樣呢
[00:10:16.000 --> 00:10:18.000]  為什麼他們又要割
[00:10:18.000 --> 00:10:19.000]  又要守摩西律法
[00:10:19.000 --> 00:10:20.000]  然後你才說得救呢
[00:10:20.000 --> 00:10:23.000]  所以彼得就在說這件事
[00:10:23.000 --> 00:10:26.000]  好,就去到第二點
[00:10:26.000 --> 00:10:28.000]  當認清了問題的時候
[00:10:28.000 --> 00:10:30.000]  他們就相議辯論
[00:10:30.000 --> 00:10:33.000]  彼得就分享見解
[00:10:33.000 --> 00:10:34.000]  他分享見解
[00:10:34.000 --> 00:10:37.000]  特別是分享他的經歷
[00:10:37.000 --> 00:10:38.000]  不是任何的經歷
[00:10:38.000 --> 00:10:41.000]  而是特別分享神的作為
[00:10:41.000 --> 00:10:44.000]  神在他們當中是怎樣去工作
[00:10:44.000 --> 00:10:46.000]  他就說
[00:10:46.000 --> 00:10:49.000]  其實神是帶領著我們走這個方向
[00:10:49.000 --> 00:10:51.000]  要拯救外邦人
[00:10:51.000 --> 00:10:54.000]  不是要外邦人成為我們猶太人
[00:10:54.000 --> 00:10:55.000]  他們就是他們
[00:10:55.000 --> 00:10:57.000]  我們大一致的就是
[00:10:57.000 --> 00:11:00.000]  因為耶穌基督的恩典得救
[00:11:00.000 --> 00:11:03.000]  所以彼得就用了他的親身經歷
[00:11:03.000 --> 00:11:05.000]  去見證去分享
[00:11:05.000 --> 00:11:08.000]  你猜那些人聽到彼得的見證
[00:11:08.000 --> 00:11:09.000]  有沒有聲音呢
[00:11:09.000 --> 00:11:10.000]  沒有聲音
[00:11:10.000 --> 00:11:12.000]  所以去到十二節
[00:11:12.000 --> 00:11:15.000]  眾人全部都靜默下來
[00:11:15.000 --> 00:11:18.000]  然後就聽巴拿巴和保羅
[00:11:18.000 --> 00:11:23.000]  講述神藉著他們在外族人中間所行的神蹟奇事
[00:11:23.000 --> 00:11:25.000]  因為保羅和巴拿巴
[00:11:25.000 --> 00:11:28.000]  完結了第一次的宣教旅程
[00:11:28.000 --> 00:11:29.000]  所以他們繼續述職
[00:11:29.000 --> 00:11:32.000]  說神在當中做了什麼呢
[00:11:32.000 --> 00:11:34.000]  很多外邦人信了主
[00:11:34.000 --> 00:11:36.000]  十三節
[00:11:36.000 --> 00:11:39.000]  他們兩個講完之後就到雅各去講
[00:11:39.000 --> 00:11:42.000]  雅各是耶穌的弟弟
[00:11:42.000 --> 00:11:44.000]  這個雅各不是耶穌的門徒
[00:11:44.000 --> 00:11:47.000]  因為耶穌的門徒之前已經殉道了
[00:11:47.000 --> 00:11:50.000]  這個是寫雅各書
[00:11:50.000 --> 00:11:51.000]  是耶穌的弟弟雅各
[00:11:51.000 --> 00:11:55.000]  他就說各位弟兄請聽我說
[00:11:55.000 --> 00:11:58.000]  西門彼得剛剛已經講述了
[00:11:58.000 --> 00:12:02.000]  神當初怎樣臨到外族人當中
[00:12:02.000 --> 00:12:05.000]  從他們當中揀選子民
[00:12:05.000 --> 00:12:07.000]  歸在神自己的名下
[00:12:07.000 --> 00:12:10.000]  和眾先知的說話相符
[00:12:10.000 --> 00:12:11.000]  正如經上所記
[00:12:11.000 --> 00:12:14.000]  雅各是猶太人
[00:12:14.000 --> 00:12:19.000]  當然是引用猶太經典
[00:12:19.000 --> 00:12:23.000]  引用了先知書阿摩斯書九章十一至十二節
[00:12:23.000 --> 00:12:25.000]  那裡他就講到
[00:12:25.000 --> 00:12:27.000]  引經據怎樣說
[00:12:27.000 --> 00:12:28.000]  這些事以後
[00:12:28.000 --> 00:12:30.000]  不如請大家讀
[00:12:30.000 --> 00:12:33.000]  阿摩斯書就是下面深藍色字
[00:12:33.000 --> 00:12:34.000]  請大家讀一下
[00:12:34.000 --> 00:12:35.000]  預備起
[00:12:35.000 --> 00:13:03.000]  (雅各書)
[00:13:03.000 --> 00:13:06.000]  雅各就是這樣引用阿摩斯書
[00:13:06.000 --> 00:13:08.000]  這樣去證明
[00:13:08.000 --> 00:13:11.000]  神已經預言了
[00:13:11.000 --> 00:13:14.000]  其實就是要外族人歸信他
[00:13:14.000 --> 00:13:15.000]  所以神未成就
[00:13:15.000 --> 00:13:19.000]  剛才使徒所講的
[00:13:19.000 --> 00:13:20.000]  有這些神跡騎士
[00:13:20.000 --> 00:13:21.000]  他們未去信主
[00:13:21.000 --> 00:13:23.000]  又有聖靈降臨在他身上
[00:13:23.000 --> 00:13:28.000]  所以他們幾個分享了經歷
[00:13:28.000 --> 00:13:31.000]  我們還是在第二點那裡
[00:13:31.000 --> 00:13:34.000]  他們繼續商議辯論
[00:13:34.000 --> 00:13:37.000]  有哪幾個分享見解呢
[00:13:37.000 --> 00:13:39.000]  有巴拿巴
[00:13:39.000 --> 00:13:40.000]  有保羅
[00:13:40.000 --> 00:13:41.000]  還有雅各
[00:13:41.000 --> 00:13:43.000]  分享他們的見解
[00:13:43.000 --> 00:13:45.000]  剛才是彼得
[00:13:45.000 --> 00:13:47.000]  他們分享了什麼呢
[00:13:47.000 --> 00:13:50.000]  剛才彼得分享了經歷
[00:13:50.000 --> 00:13:53.000]  現在就是巴拿巴和保羅分享經歷
[00:13:53.000 --> 00:13:56.000]  雅各就分享經文
[00:13:56.000 --> 00:13:59.000]  分享經歷和經文
[00:13:59.000 --> 00:14:01.000]  分享完這麼多
[00:14:01.000 --> 00:14:03.000]  大家又經過這麼長時間的討論
[00:14:03.000 --> 00:14:05.000]  怎樣都要有個結果
[00:14:05.000 --> 00:14:07.000]  應該怎樣做呢
[00:14:07.000 --> 00:14:08.000]  第十九節
[00:14:08.000 --> 00:14:10.000]  雅各就繼續說
[00:14:10.000 --> 00:14:16.000]  我認為不要難為那些歸向神的外族人
[00:14:16.000 --> 00:14:18.000]  認為就是我決定
[00:14:18.000 --> 00:14:20.000]  或者英文是conclude
[00:14:20.000 --> 00:14:21.000]  有個conclusion
[00:14:21.000 --> 00:14:22.000]  有個總結
[00:14:22.000 --> 00:14:24.000]  我要round up這個會
[00:14:24.000 --> 00:14:26.000]  結論是怎樣呢
[00:14:26.000 --> 00:14:31.000]  就是不要難為那些歸向神的外族人
[00:14:31.000 --> 00:14:36.000]  只要寫信給他們
[00:14:36.000 --> 00:14:38.000]  要他們避開幾樣東西
[00:14:38.000 --> 00:14:40.000]  英文是abstain from
[00:14:40.000 --> 00:14:42.000]  就是要禁戒這幾樣東西
[00:14:42.000 --> 00:14:43.000]  有哪幾樣呢
[00:14:43.000 --> 00:14:45.000]  藍色的字
[00:14:45.000 --> 00:14:48.000]  就是被偶像所玷污的東西
[00:14:48.000 --> 00:14:50.000]  the things polluted by idols
[00:14:50.000 --> 00:14:53.000]  或者你祭過偶像的食物
[00:14:53.000 --> 00:14:56.000]  那些都算是偶像所玷污的東西
[00:14:56.000 --> 00:14:59.000]  第二要禁戒的就是淫亂
[00:14:59.000 --> 00:15:00.000]  sexual immorality
[00:15:00.000 --> 00:15:02.000]  這個都不用說了
[00:15:02.000 --> 00:15:04.000]  各個地方淫亂都是不對的
[00:15:04.000 --> 00:15:05.000]  第三
[00:15:05.000 --> 00:15:06.000]  很特別的
[00:15:06.000 --> 00:15:11.000]  就是要避開勒死的生畜和血
[00:15:11.000 --> 00:15:13.000]  英文是strangled and blood
[00:15:13.000 --> 00:15:17.000]  原文是沒有生畜animals這個字
[00:15:17.000 --> 00:15:20.000]  但是它就說被勒死和血
[00:15:20.000 --> 00:15:21.000]  要禁戒
[00:15:21.000 --> 00:15:24.000]  這個字勒死是很特別的
[00:15:24.000 --> 00:15:27.000]  因為它在聖經裡面沒有出現過
[00:15:27.000 --> 00:15:30.000]  除了在《士徒行傳》有三次出現
[00:15:30.000 --> 00:15:33.000]  全部這三次都是在說這封信
[00:15:33.000 --> 00:15:35.000]  就是耶路撒冷教會開完會
[00:15:35.000 --> 00:15:36.000]  說要寫信給外邦人
[00:15:36.000 --> 00:15:40.000]  這封信提到的勒死就是在這裡出現
[00:15:40.000 --> 00:15:42.000]  所以已經看到
[00:15:42.000 --> 00:15:46.000]  是特別針對這班安提亞的外邦人
[00:15:46.000 --> 00:15:48.000]  他們的文化處境
[00:15:48.000 --> 00:15:50.000]  就要寫這幾樣東西
[00:15:50.000 --> 00:15:51.000]  叫他們禁戒
[00:15:51.000 --> 00:15:52.000]  避免
[00:15:52.000 --> 00:15:57.000]  因為其他地方的經文都沒有提及勒死
[00:15:57.000 --> 00:15:59.000]  勒死的畜生
[00:15:59.000 --> 00:16:00.000]  21節
[00:16:00.000 --> 00:16:02.000]  因為歷世歷代以來
[00:16:02.000 --> 00:16:05.000]  摩西的書在各城裡面都有人宣講
[00:16:05.000 --> 00:16:09.000]  每個安息日都在會堂裡面有人中毒
[00:16:09.000 --> 00:16:11.000]  為什麼要說21節呢
[00:16:11.000 --> 00:16:13.000]  就有解經家說
[00:16:13.000 --> 00:16:16.000]  摩西律法經常都有人說
[00:16:16.000 --> 00:16:18.000]  猶太人都守不到
[00:16:18.000 --> 00:16:21.000]  那你何必難為那些外邦人呢
[00:16:21.000 --> 00:16:24.000]  有這樣的解法
[00:16:24.000 --> 00:16:26.000]  我們就總結一下
[00:16:26.000 --> 00:16:30.000]  在耶路撒冷的會議裡面
[00:16:30.000 --> 00:16:36.000]  彼得就先說他的經歷和見解
[00:16:36.000 --> 00:16:38.000]  我們都守不到摩西律法
[00:16:38.000 --> 00:16:40.000]  你怎樣叫外邦人守呢
[00:16:40.000 --> 00:16:43.000]  大家都是藉著基督的恩典得救
[00:16:43.000 --> 00:16:45.000]  然後保羅巴拿巴就分享他們
[00:16:45.000 --> 00:16:47.000]  神職其事
[00:16:47.000 --> 00:16:48.000]  在外族人當中
[00:16:48.000 --> 00:16:50.000]  神都請救他們
[00:16:50.000 --> 00:16:53.000]  馬國就總結
[00:16:53.000 --> 00:16:56.000]  我們都不要難為那些外邦人
[00:16:56.000 --> 00:16:57.000]  叫他們寫信給他們
[00:16:57.000 --> 00:16:59.000]  避免那幾樣東西就OK了
[00:16:59.000 --> 00:17:04.000]  為什麼是這幾個人說話呢
[00:17:04.000 --> 00:17:08.000]  看回保羅後來寫迦拉泰書第二章
[00:17:08.000 --> 00:17:14.000]  他講回他之前上耶路撒冷去開會
[00:17:14.000 --> 00:17:16.000]  有巴拿巴和他同行
[00:17:16.000 --> 00:17:20.000]  視為教會柱石的雅各基法
[00:17:20.000 --> 00:17:23.000]  基法就是西門彼得和約翰
[00:17:23.000 --> 00:17:26.000]  就是當時教會的柱石
[00:17:26.000 --> 00:17:28.000]  是很重要的教會領袖
[00:17:28.000 --> 00:17:30.000]  所以在這個會議裡面
[00:17:30.000 --> 00:17:33.000]  沒有記錄所有人的辯論
[00:17:33.000 --> 00:17:37.000]  只記錄了很重要的彼得、雅各
[00:17:37.000 --> 00:17:41.000]  他們教會的柱石所說的話
[00:17:41.000 --> 00:17:43.000]  我們看到當教會裡面有意見分歧
[00:17:43.000 --> 00:17:45.000]  之後的步驟是怎樣呢
[00:17:45.000 --> 00:17:49.000]  就是有很長時間他們去商議辯論
