
[00:00:00.000 --> 00:00:03.000]  今晚是一個很特別的崇拜
[00:01:29.000 --> 00:01:30.000]  阿們
[00:01:30.000 --> 00:01:36.000]  在2025年2月9日
[00:01:36.000 --> 00:01:38.000]  下午大約一點鐘
[00:01:38.000 --> 00:01:42.000]  有一輛去數碼港方向的
[00:01:42.000 --> 00:01:46.000]  城巴970號線的雙層巴士
[00:01:46.000 --> 00:01:48.000]  懷疑走錯路
[00:01:48.000 --> 00:01:52.000]  他駛錯了去皇后大道西
[00:01:52.000 --> 00:01:54.000]  以北一段的東邊街
[00:01:54.000 --> 00:01:59.000]  還嘗試轉入第一街
[00:01:59.000 --> 00:02:01.000]  就在那個時候
[00:02:01.000 --> 00:02:04.000]  因為路口太窄
[00:02:04.000 --> 00:02:05.000]  導致巴士
[00:02:05.000 --> 00:02:08.000]  大家想想巴士多長
[00:02:08.000 --> 00:02:11.000]  卡住在路中間
[00:02:11.000 --> 00:02:14.000]  不能繼續向前走
[00:02:14.000 --> 00:02:17.000]  可能大家熟悉那區
[00:02:17.000 --> 00:02:20.000]  都知道路有多窄
[00:02:20.000 --> 00:02:21.000]  被困的巴士
[00:02:21.000 --> 00:02:24.000]  要在半小時後
[00:02:24.000 --> 00:02:26.000]  才由警方協助
[00:02:26.000 --> 00:02:32.000]  可以倒車回皇后大道西脫困
[00:02:32.000 --> 00:02:34.000]  根據皇后大道西
[00:02:34.000 --> 00:02:37.000]  和東邊街的路牌所指示
[00:02:37.000 --> 00:02:40.000]  有關路段很斜
[00:02:40.000 --> 00:02:43.000]  比例是1比5
[00:02:43.000 --> 00:02:49.000]  而且禁止超過5.5公噸的汽車駛入
[00:02:49.000 --> 00:02:52.000]  但原來一直以來
[00:02:52.000 --> 00:02:54.000]  時時都有一些重型的汽車
[00:02:54.000 --> 00:02:56.000]  包括巴士
[00:02:56.000 --> 00:03:00.000]  都會錯誤駛入東邊街
[00:03:00.000 --> 00:03:04.000]  而且如果巴士駛入就慘了
[00:03:04.000 --> 00:03:08.000]  要巴士公司安排一個有經驗的司機
[00:03:08.000 --> 00:03:13.000]  幫忙倒車才能離開
[00:03:13.000 --> 00:03:17.000]  親愛的朋友弟兄姊妹
[00:03:17.000 --> 00:03:19.000]  巴士走錯路
[00:03:19.000 --> 00:03:21.000]  帶來很多不方便
[00:03:21.000 --> 00:03:24.000]  總要勞師動眾去救援
[00:03:24.000 --> 00:03:27.000]  我們看看這幅圖
[00:03:27.000 --> 00:03:30.000]  我專門圈住它
[00:03:30.000 --> 00:03:33.000]  如果對頭車開得快一點
[00:03:33.000 --> 00:03:37.000]  很容易就釀成一個傷狀和傷亡
[00:03:37.000 --> 00:03:40.000]  親愛的朋友弟兄姊妹
[00:03:40.000 --> 00:03:42.000]  巴士走錯路
[00:03:42.000 --> 00:03:44.000]  可以很大件事
[00:03:44.000 --> 00:03:46.000]  人都是一樣
[00:03:46.000 --> 00:03:51.000]  如果一個人在他的人生中走錯路
[00:03:51.000 --> 00:03:53.000]  問題就更加大
[00:03:53.000 --> 00:03:56.000]  而且會影響心軟
[00:03:56.000 --> 00:03:59.000]  我今天講到的題目
[00:03:59.000 --> 00:04:01.000]  是浪子回頭
[00:04:01.000 --> 00:04:03.000]  由苦景變豐盛
[00:04:03.000 --> 00:04:06.000]  很想和大家分享一下
[00:04:06.000 --> 00:04:10.000]  聖經裡耶穌講的一個比喻
[00:04:10.000 --> 00:04:14.000]  這個比喻裡其中一個人物
[00:04:14.000 --> 00:04:17.000]  他就是走錯了人生路
[00:04:17.000 --> 00:04:19.000]  弄得全身都不妥
[00:04:19.000 --> 00:04:22.000]  所以我們叫他浪子
[00:04:22.000 --> 00:04:24.000]  讓我們一起看看
[00:04:24.000 --> 00:04:27.000]  他為什麼弄得全身都不妥
[00:04:27.000 --> 00:04:32.000]  我們先看路加福音第15章11-16節
[00:04:32.000 --> 00:04:34.000]  請大家一起重讀
[00:04:34.000 --> 00:04:36.000]  預備起
[00:04:36.000 --> 00:04:38.000]  耶穌又說
[00:04:38.000 --> 00:04:40.000]  一個人有兩個兒子
[00:04:40.000 --> 00:04:43.000]  小兒子對父親說
[00:04:43.000 --> 00:04:47.000]  父親請你把我應得的家業分給我
[00:04:47.000 --> 00:04:51.000]  他父親就把財產分給他們
[00:04:51.000 --> 00:04:53.000]  經了一多日
[00:04:53.000 --> 00:04:58.000]  小兒子把他一切所有的都收拾起來
[00:04:58.000 --> 00:05:00.000]  往遠方去了
[00:05:00.000 --> 00:05:03.000]  在那裡他任意放蕩
[00:05:03.000 --> 00:05:05.000]  浪費錢財
[00:05:05.000 --> 00:05:08.000]  他耗盡了一切所有的
[00:05:08.000 --> 00:05:12.000]  又恰逢那地方大饑荒
[00:05:12.000 --> 00:05:14.000]  就窮困起來
[00:05:14.000 --> 00:05:18.000]  於是他去投靠當地的一個居民
[00:05:18.000 --> 00:05:22.000]  那人打發他到田裡去放豬
[00:05:22.000 --> 00:05:26.000]  他恨不得拿豬所吃的豆腐充饑
[00:05:26.000 --> 00:05:30.000]  也沒有人給他什麼吃的
[00:05:30.000 --> 00:05:34.000]  耶穌講的這個比喻
[00:05:34.000 --> 00:05:36.000]  講到一個有錢人
[00:05:36.000 --> 00:05:38.000]  他有兩個兒子
[00:05:38.000 --> 00:05:40.000]  有一天
[00:05:40.000 --> 00:05:42.000]  小兒子就跟他要求
[00:05:42.000 --> 00:05:44.000]  要跟他分身教
[00:05:44.000 --> 00:05:48.000]  他說要拿回自己應得的那份
[00:05:48.000 --> 00:05:53.000]  這個比喻是以猶太人傳統為背景的
[00:05:53.000 --> 00:05:56.000]  當時的人一聽就明白
[00:05:56.000 --> 00:05:59.000]  這樣做很不妥當
[00:05:59.000 --> 00:06:01.000]  大家試想一下
[00:06:01.000 --> 00:06:05.000]  猶太人跟中國人很相似
[00:06:05.000 --> 00:06:09.000]  他們非常看重人的品德
[00:06:09.000 --> 00:06:11.000]  在這樣的文化下
[00:06:11.000 --> 00:06:16.000]  加上猶太人很遵循十戒
[00:06:16.000 --> 00:06:19.000]  其中一戒就是當孝敬父母
[00:06:19.000 --> 00:06:23.000]  這個戒命人人一聽就明白
[00:06:23.000 --> 00:06:26.000]  要尊敬父親很重要
[00:06:26.000 --> 00:06:30.000]  就算不熟悉聖經的人都聽過
[00:06:30.000 --> 00:06:33.000]  在這樣的文化背景下
[00:06:33.000 --> 00:06:36.000]  任何一個兒子對健在
[00:06:36.000 --> 00:06:41.000]  仍然在生的父親提出分身教的要求
[00:06:41.000 --> 00:06:44.000]  是多麼驚人和無恥的要求
[00:06:44.000 --> 00:06:47.000]  相信所有人都會認為
[00:06:47.000 --> 00:06:51.000]  他好像在咒爸爸死一樣
[00:06:51.000 --> 00:06:55.000]  輕則被他爸爸打一巴掌
[00:06:55.000 --> 00:06:58.000]  重則甚至會因為他不孝
[00:06:58.000 --> 00:07:00.000]  趕他出家門
[00:07:00.000 --> 00:07:02.000]  但很奇怪
[00:07:02.000 --> 00:07:04.000]  剛才大家讀經文時
[00:07:04.000 --> 00:07:05.000]  有沒有留意到
[00:07:05.000 --> 00:07:08.000]  這位爸爸很不同
[00:07:08.000 --> 00:07:09.000]  他沒有這樣做
[00:07:09.000 --> 00:07:10.000]  沒有趕他走
[00:07:10.000 --> 00:07:13.000]  他按照這個小孩的要求
[00:07:13.000 --> 00:07:16.000]  分了家產給他
[00:07:16.000 --> 00:07:20.000]  這個年輕人得到這麼大筆的錢
[00:07:20.000 --> 00:07:22.000]  他如何處置呢
[00:07:22.000 --> 00:07:26.000]  我們來看看13和14節
[00:07:26.000 --> 00:07:31.000]  這個年輕人得到這麼大筆錢
[00:07:31.000 --> 00:07:33.000]  他很快就起來
[00:07:33.000 --> 00:07:36.000]  執拾行裝遠走他方
[00:07:36.000 --> 00:07:43.000]  我想他可能把爸爸給他的田產都變賣了
[00:07:43.000 --> 00:07:45.000]  套現帶走
[00:07:45.000 --> 00:07:48.000]  他要遠離家庭
[00:07:48.000 --> 00:07:51.000]  不願意和這位爸爸在一起
[00:07:51.000 --> 00:07:54.000]  在第13節更加提到
[00:07:54.000 --> 00:07:57.000]  他去到遠方的時候
[00:07:57.000 --> 00:07:58.000]  他如何處置呢
[00:07:58.000 --> 00:08:00.000]  他在那裡任意放蕩
[00:08:00.000 --> 00:08:02.000]  浪費錢財
[00:08:02.000 --> 00:08:05.000]  浪費這個字我想解釋一下
[00:08:05.000 --> 00:08:08.000]  浪費即是殺的意思
[00:08:08.000 --> 00:08:11.000]  即是到處去殺東西出去
[00:08:11.000 --> 00:08:13.000]  這個動作就是
[00:08:13.000 --> 00:08:17.000]  即是說他很揮霍地大撒金錢
[00:08:17.000 --> 00:08:20.000]  完全不是用得其所
[00:08:20.000 --> 00:08:23.000]  他的生活也沒有節制
[00:08:23.000 --> 00:08:24.000]  不檢點
[00:08:24.000 --> 00:08:27.000]  過著放蕩的生活
[00:08:27.000 --> 00:08:32.000]  可能就好像在路加福音15章30節
[00:08:32.000 --> 00:08:34.000]  那個大兒子這樣說
[00:08:34.000 --> 00:08:39.000]  但你這個兒子和娼妓吃光了你的財產
[00:08:39.000 --> 00:08:43.000]  可能這個小兒子真的這樣
[00:08:43.000 --> 00:08:46.000]  時時都留戀在尋花問柳
[00:08:46.000 --> 00:08:50.000]  獲取短暫歡愉的情景裡
[00:08:50.000 --> 00:08:53.000]  大家都想像到
[00:08:53.000 --> 00:08:54.000]  他最終如何呢
[00:08:54.000 --> 00:08:56.000]  散盡錢財
[00:08:56.000 --> 00:08:57.000]  沒了錢
[00:08:57.000 --> 00:08:59.000]  誰知好景不常
[00:08:59.000 --> 00:09:01.000]  沒了錢之餘
[00:09:01.000 --> 00:09:03.000]  總要遇上饑荒
[00:09:03.000 --> 00:09:05.000]  於是他就淪落到
[00:09:05.000 --> 00:09:08.000]  要幫人看豬放豬
[00:09:08.000 --> 00:09:11.000]  大家不知道
[00:09:11.000 --> 00:09:14.000]  猶太人認為豬是不潔的
[00:09:14.000 --> 00:09:18.000]  他們甚至不吃豬肉
[00:09:18.000 --> 00:09:22.000]  這位年輕人竟然要去放豬
[00:09:22.000 --> 00:09:24.000]  而且弄得沒一口好吃
[00:09:24.000 --> 00:09:26.000]  想吃豬哨
[00:09:26.000 --> 00:09:28.000]  人家都不給他
[00:09:28.000 --> 00:09:30.000]  大家可想而知
[00:09:30.000 --> 00:09:32.000]  他多慘
[00:09:32.000 --> 00:09:35.000]  他有多淒涼和痛苦
[00:09:35.000 --> 00:09:38.000]  因為他放縱生活
[00:09:38.000 --> 00:09:41.000]  意大利悲酸仇苦
[00:09:41.000 --> 00:09:44.000]  實在是苦不堪言
[00:09:44.000 --> 00:09:46.000]  只是因為他走歪了路
[00:09:46.000 --> 00:09:50.000]  沒好好善用人生
[00:09:50.000 --> 00:09:53.000]  親愛的朋友弟兄姊妹
[00:09:53.000 --> 00:09:54.000]  今時今日
[00:09:54.000 --> 00:09:56.000]  在現實生活裡
[00:09:56.000 --> 00:09:58.000]  當人走歪路
[00:09:58.000 --> 00:10:01.000]  沒好好善用人生
[00:10:01.000 --> 00:10:04.000]  都會像這個小兒子一樣
[00:10:04.000 --> 00:10:06.000]  苦不堪言
[00:10:06.000 --> 00:10:08.000]  今日我邀請了
[00:10:08.000 --> 00:10:12.000]  Albert 鄺仲強弟兄
[00:10:12.000 --> 00:10:14.000]  請他和大家分享一下
[00:10:14.000 --> 00:10:16.000]  他類似的經歷
[00:10:16.000 --> 00:10:18.000]  請Albert 弟兄
[00:10:18.000 --> 00:10:27.000]  大家好
[00:10:27.000 --> 00:10:28.000]  我叫Albert
[00:10:28.000 --> 00:10:29.000]  感謝神
[00:10:29.000 --> 00:10:31.000]  我今天有機會和大家
[00:10:31.000 --> 00:10:33.000]  分享我生命的見證
[00:10:33.000 --> 00:10:34.000]  我原生的家庭
[00:10:34.000 --> 00:10:36.000]  有爸爸和媽媽
[00:10:36.000 --> 00:10:37.000]  有兩位哥哥
[00:10:37.000 --> 00:10:39.000]  有三位姐姐
[00:10:39.000 --> 00:10:41.000]  我排行最小
[00:10:41.000 --> 00:10:42.000]  我哥哥和姐姐
[00:10:42.000 --> 00:10:45.000]  跟我年齡相距離比較遠
[00:10:45.000 --> 00:10:46.000]  我自小爸爸
[00:10:46.000 --> 00:10:49.000]  都是長期在海外工作
[00:10:49.000 --> 00:10:50.000]  沒什麼時間陪我
[00:10:50.000 --> 00:10:53.000]  我媽媽因為從鄉下出來香港
[00:10:53.000 --> 00:10:55.000]  知識水平也不高
[00:10:55.000 --> 00:10:57.000]  平日大多數時間
[00:10:57.000 --> 00:10:59.000]  都只是打麻將
[00:10:59.000 --> 00:11:01.000]  所以沒什麼時間陪我成長
[00:11:01.000 --> 00:11:03.000]  當我長大一點的時候
[00:11:03.000 --> 00:11:06.000]  我就會自己去公園玩
[00:11:06.000 --> 00:11:08.000]  和留年在家裡
[00:11:08.000 --> 00:11:09.000]  以前的年代
[00:11:09.000 --> 00:11:13.000]  在街上會有很多黑社會修養
[00:11:13.000 --> 00:11:15.000]  我到了十六歲的時候
[00:11:15.000 --> 00:11:17.000]  就正式加入了黑社會
[00:11:17.000 --> 00:11:20.000]  參與當中的一些入會儀式
[00:11:20.000 --> 00:11:22.000]  例如拜偶像
[00:11:22.000 --> 00:11:23.000]  滴血
[00:11:23.000 --> 00:11:25.000]  起誓
[00:11:25.000 --> 00:11:28.000]  其實我回想起
[00:11:28.000 --> 00:11:30.000]  當時我其實也不知道
[00:11:30.000 --> 00:11:31.000]  什麼是一回事
[00:11:31.000 --> 00:11:33.000]  只是別人做
[00:11:33.000 --> 00:11:34.000]  我又做
[00:11:34.000 --> 00:11:35.000]  別人跟
[00:11:35.000 --> 00:11:38.000]  我又跟著跟
[00:11:38.000 --> 00:11:39.000]  跟了大哥之後
[00:11:39.000 --> 00:11:41.000]  就開始做很多犯罪的壞事
[00:11:41.000 --> 00:11:43.000]  例如收徒弟
[00:11:43.000 --> 00:11:44.000]  扔油
[00:11:44.000 --> 00:11:45.000]  收帳
[00:11:45.000 --> 00:11:46.000]  賣假護照
[00:11:46.000 --> 00:11:47.000]  販毒
[00:11:47.000 --> 00:11:51.000]  等等
[00:11:51.000 --> 00:11:53.000]  直到我三十歲的時候
[00:11:53.000 --> 00:11:56.000]  我爸爸患了肺癌
[00:11:56.000 --> 00:11:58.000]  我突然看到自己是黑社會
[00:11:58.000 --> 00:11:59.000]  以為很威風
[00:11:59.000 --> 00:12:02.000]  但其實是一事無成
[00:12:02.000 --> 00:12:04.000]  好像一塊垃圾
[00:12:04.000 --> 00:12:06.000]  我覺得自己很沒用
[00:12:06.000 --> 00:12:08.000]  就算再做得多好
[00:12:08.000 --> 00:12:10.000]  我爸爸也不會再看到
[00:12:10.000 --> 00:12:12.000]  我當時就是這樣
[00:12:12.000 --> 00:12:14.000]  接受不了自己
[00:12:14.000 --> 00:12:15.000]  然後就去吃毒品
[00:12:15.000 --> 00:12:18.000]  去麻醉自己
[00:12:18.000 --> 00:12:20.000]  最初以為當然可以控制他
[00:12:20.000 --> 00:12:22.000]  最後當然不用說
[00:12:22.000 --> 00:12:25.000]  就是成為了毒品的奴隸
[00:12:25.000 --> 00:12:28.000]  一吃就吸了九年
[00:12:28.000 --> 00:12:30.000]  在這九年吸毒的生涯
[00:12:30.000 --> 00:12:33.000]  我沒有錢
[00:12:33.000 --> 00:12:35.000]  沒有尊嚴
[00:12:35.000 --> 00:12:38.000]  沒有親人
[00:12:38.000 --> 00:12:40.000]  也沒有身份
[00:12:40.000 --> 00:12:41.000]  因為上了毒癮
[00:12:41.000 --> 00:12:44.000]  要用盡方法賺錢吸毒
[00:12:44.000 --> 00:12:48.000]  我曾經用盡自己的方法戒毒
[00:12:48.000 --> 00:12:51.000]  結果還是失敗
[00:12:51.000 --> 00:12:53.000]  因為吸毒
[00:12:53.000 --> 00:12:56.000]  我們共用針筒的關係
[00:12:56.000 --> 00:12:59.000]  我感染了一個叫做丙型肝炎
[00:12:59.000 --> 00:13:01.000]  有一次我肝發炎
[00:13:01.000 --> 00:13:06.000]  我肝酵素超過一千度
[00:13:06.000 --> 00:13:07.000]  去到急症室
[00:13:07.000 --> 00:13:10.000]  醫生跟我說
[00:13:10.000 --> 00:13:12.000]  肝發炎是沒有藥吃的
[00:13:12.000 --> 00:13:16.000]  你可以回家休息一下
[00:13:16.000 --> 00:13:18.000]  在那一刻我覺得
[00:13:18.000 --> 00:13:21.000]  如果我真的再吸毒的話
[00:13:21.000 --> 00:13:25.000]  我想很快我就會死
[00:13:25.000 --> 00:13:28.000]  接下來我們交給Bonnie
[00:13:28.000 --> 00:13:35.000]  大家聽了Albert弟兄的分享
[00:13:35.000 --> 00:13:37.000]  是不是很慘
[00:13:37.000 --> 00:13:41.000]  他跟他的小兒子都一樣
[00:13:41.000 --> 00:13:43.000]  走到絕路
[00:13:43.000 --> 00:13:47.000]  在人生的絕境裡去徘徊
[00:13:47.000 --> 00:13:51.000]  幾乎連命都沒有了
[00:13:51.000 --> 00:13:55.000]  他們究竟有沒有出路呢
[00:13:55.000 --> 00:13:57.000]  讓我們再看下去
[00:13:57.000 --> 00:13:59.000]  看一看一段經文
[00:13:59.000 --> 00:14:00.000]  請我們一起讀
[00:14:00.000 --> 00:14:03.000]  《路加福音》十五章十七至二十節
[00:14:03.000 --> 00:14:04.000]  上半節
[00:14:04.000 --> 00:14:06.000]  預備起
[00:14:06.000 --> 00:14:20.000]  (文字)
[00:14:20.000 --> 00:14:40.000]  親愛的朋友
[00:14:40.000 --> 00:14:42.000]  親愛的弟兄姊妹
[00:14:42.000 --> 00:14:45.000]  人人都會有機會走歪路
[00:14:45.000 --> 00:14:47.000]  就好像這個小兒子
[00:14:47.000 --> 00:14:50.000]  和Albert弟兄一樣
[00:14:50.000 --> 00:14:53.000]  但是只要我們懂得悔改
[00:14:53.000 --> 00:14:55.000]  就有出路
[00:14:55.000 --> 00:14:57.000]  只要我們醒悟過來
[00:14:57.000 --> 00:15:00.000]  就有一線生機
[00:15:00.000 --> 00:15:02.000]  這個小兒子
[00:15:02.000 --> 00:15:05.000]  他反省到自己的行為
[00:15:05.000 --> 00:15:08.000]  知道自己做錯了
[00:15:08.000 --> 00:15:12.000]  而且他知道他得罪了他爸爸
[00:15:12.000 --> 00:15:15.000]  他醒覺到要悔改
[00:15:15.000 --> 00:15:17.000]  回到爸爸那裡
[00:15:17.000 --> 00:15:19.000]  他心裡想
[00:15:19.000 --> 00:15:22.000]  我都不奢望爸爸會原諒我
[00:15:22.000 --> 00:15:24.000]  可以做回那個笑話
[00:15:24.000 --> 00:15:27.000]  只希望爸爸當我是一個工人看待
[00:15:27.000 --> 00:15:31.000]  有兩餐溫飽已經足夠了
[00:15:31.000 --> 00:15:34.000]  於是他就起身
[00:15:34.000 --> 00:15:35.000]  起行
[00:15:35.000 --> 00:15:37.000]  走回家
[00:15:37.000 --> 00:15:40.000]  事情是不是好像這個小兒子那樣
[00:15:40.000 --> 00:15:42.000]  想法發展呢
[00:15:42.000 --> 00:15:44.000]  讓我們再看下去
[00:15:44.000 --> 00:15:48.000]  第20至24節的經文
[00:15:48.000 --> 00:15:50.000]  請聽我讀出
[00:15:50.000 --> 00:15:52.000]  相離還遠
[00:15:52.000 --> 00:15:54.000]  他父親看見
[00:15:54.000 --> 00:15:56.000]  就動了慈心
[00:15:56.000 --> 00:15:58.000]  跑去擁抱著他
[00:15:58.000 --> 00:16:00.000]  連連親他
[00:16:00.000 --> 00:16:02.000]  兒子對他說
[00:16:02.000 --> 00:16:03.000]  父親
[00:16:03.000 --> 00:16:04.000]  我得罪了天
[00:16:04.000 --> 00:16:06.000]  又得罪了你
[00:16:06.000 --> 00:16:07.000]  從今以後
[00:16:07.000 --> 00:16:11.000]  我不配稱為你的兒子
[00:16:11.000 --> 00:16:13.000]  父親卻吩咐僕人
[00:16:13.000 --> 00:16:17.000]  快把那上好的袍子拿出來給他穿
[00:16:17.000 --> 00:16:20.000]  把戒指戴在他指頭上
[00:16:20.000 --> 00:16:23.000]  把鞋穿在他腳上
[00:16:23.000 --> 00:16:25.000]  把肥牛的牽來載了
[00:16:25.000 --> 00:16:28.000]  我們來吃喝慶祝
[00:16:28.000 --> 00:16:31.000]  因為這個兒子是死而復活
[00:16:31.000 --> 00:16:34.000]  失而復得的
[00:16:34.000 --> 00:16:39.000]  他們就開始慶祝
[00:16:39.000 --> 00:16:40.000]  這個小兒子
[00:16:40.000 --> 00:16:44.000]  他滴起心肝回家
[00:16:44.000 --> 00:16:45.000]  年輕人
[00:16:45.000 --> 00:16:47.000]  他不敢認父親
[00:16:47.000 --> 00:16:49.000]  他只想著
[00:16:49.000 --> 00:16:51.000]  做個傭人就行了
[00:16:51.000 --> 00:16:53.000]  但他父親的回應
[00:16:53.000 --> 00:16:57.000]  竟然超乎年輕人的想像
[00:16:57.000 --> 00:16:59.000]  大家剛才看到經文
[00:16:59.000 --> 00:17:01.000]  他父親一連串的行動
[00:17:01.000 --> 00:17:05.000]  顯示他有多麼寬宏大量
[00:17:05.000 --> 00:17:08.000]  和滿有慈愛
[00:17:08.000 --> 00:17:10.000]  這位父親
[00:17:10.000 --> 00:17:12.000]  離遠看見兒子回來
[00:17:12.000 --> 00:17:14.000]  大家想像一下
[00:17:14.000 --> 00:17:16.000]  他應該很年老
[00:17:16.000 --> 00:17:19.000]  可能也有肥肥的大大份
[00:17:19.000 --> 00:17:22.000]  他竟然不顧身份
[00:17:22.000 --> 00:17:25.000]  跑過去迎接兒子
[00:17:25.000 --> 00:17:28.000]  可見這位父親
[00:17:28.000 --> 00:17:31.000]  是日夕朝朝暮暮
[00:17:31.000 --> 00:17:34.000]  盼望兒子回來身邊
[00:17:34.000 --> 00:17:38.000]  他父親竟然沒有嫌棄兒子
[00:17:38.000 --> 00:17:40.000]  渾身骯髒
[00:17:40.000 --> 00:17:43.000]  連連親嘴
[00:17:43.000 --> 00:17:46.000]  經文說連連親他
[00:17:46.000 --> 00:17:49.000]  即是不斷親他
[00:17:49.000 --> 00:17:52.000]  他這樣的表現和動作
[00:17:52.000 --> 00:17:53.000]  讓我們看到
[00:17:53.000 --> 00:17:56.000]  他多麼愛他的兒子
[00:17:56.000 --> 00:17:58.000]  他還叫傭人
[00:17:58.000 --> 00:18:01.000]  拿一件漂亮的袍子給他穿
[00:18:01.000 --> 00:18:05.000]  還戴一隻戒指在他的手上
[00:18:05.000 --> 00:18:07.000]  這在以前來說
[00:18:07.000 --> 00:18:10.000]  是代表他很認同
[00:18:10.000 --> 00:18:13.000]  兒子有尊貴的地位
[00:18:13.000 --> 00:18:16.000]  還拿了一雙鞋子給他穿
[00:18:16.000 --> 00:18:17.000]  叫做奴隸
[00:18:17.000 --> 00:18:21.000]  表示他和奴僕有很大的分別
[00:18:21.000 --> 00:18:23.000]  因為以前的奴隸
[00:18:23.000 --> 00:18:25.000]  是沒有鞋子穿的
[00:18:25.000 --> 00:18:27.000]  他們是赤腳的
[00:18:27.000 --> 00:18:29.000]  可以看到
[00:18:29.000 --> 00:18:32.000]  他的父親非常接納
[00:18:32.000 --> 00:18:34.000]  他這個兒子的身份
[00:18:34.000 --> 00:18:37.000]  不會當他是傭人
[00:18:37.000 --> 00:18:40.000]  父親更看這一天
[00:18:40.000 --> 00:18:42.000]  是值得慶賀的日子
[00:18:42.000 --> 00:18:45.000]  因為他本來以為沒有兒子
[00:18:45.000 --> 00:18:48.000]  誰知兒子回來了
[00:18:48.000 --> 00:18:52.000]  他認為是一個非常值得慶賀的日子
[00:18:52.000 --> 00:18:54.000]  於是他吩咐傭人
[00:18:54.000 --> 00:18:56.000]  拿那隻肥牛毒
[00:18:56.000 --> 00:18:58.000]  宰了他
[00:18:58.000 --> 00:19:00.000]  我們要慶祝一下
[00:19:00.000 --> 00:19:01.000]  大家想想
[00:19:01.000 --> 00:19:04.000]  一隻肥牛
[00:19:04.000 --> 00:19:06.000]  牛仔應該養了一段時間
[00:19:06.000 --> 00:19:08.000]  也不便宜的
[00:19:08.000 --> 00:19:11.000]  當時只有極大的喜慶
[00:19:11.000 --> 00:19:14.000]  才會宰這隻肥牛毒
[00:19:14.000 --> 00:19:16.000]  來慶賀
[00:19:16.000 --> 00:19:19.000]  顯然我們看到這位父親
[00:19:19.000 --> 00:19:21.000]  是多麼熱切
[00:19:21.000 --> 00:19:25.000]  期待歡迎這位兒子回來
[00:19:25.000 --> 00:19:27.000]  親愛的兄姊妹
[00:19:27.000 --> 00:19:28.000]  親愛的朋友
[00:19:28.000 --> 00:19:32.000]  耶穌用這個比喻告訴我們
[00:19:32.000 --> 00:19:34.000]  這位父親
[00:19:34.000 --> 00:19:39.000]  其實是象徵天上慈愛的天父
[00:19:39.000 --> 00:19:42.000]  他滿有憐憫和大愛
[00:19:42.000 --> 00:19:46.000]  非常接納罪人悔改回轉
[00:19:46.000 --> 00:19:49.000]  他亦很珍惜和愛顧
[00:19:49.000 --> 00:19:52.000]  每一個願意回歸
[00:19:52.000 --> 00:19:55.000]  回到他身邊的人
[00:19:55.000 --> 00:19:59.000]  Albert弟兄親身經歷過
[00:19:59.000 --> 00:20:02.000]  讓我們聽聽他的分享
[00:20:02.000 --> 00:20:04.000]  請Albert弟兄
[00:20:04.000 --> 00:20:16.000]  就在我去到死亡邊緣的時候
[00:20:16.000 --> 00:20:18.000]  我的大姐姐跟我說
[00:20:18.000 --> 00:20:21.000]  你不如試試找耶穌幫你吧
[00:20:21.000 --> 00:20:24.000]  有信仰可能可以的
[00:20:24.000 --> 00:20:27.000]  初時我都是抱著私下心態
[00:20:27.000 --> 00:20:30.000]  輾轉地去找我的母會
[00:20:30.000 --> 00:20:32.000]  聖慈提婚會
[00:20:32.000 --> 00:20:35.000]  接受了福音解讀
