
[00:00:00.000 --> 00:00:02.000]  在此給掌聲我們的主耶穌
[00:01:27.400 --> 00:01:29.720]  講報道會的深深感受
[00:01:29.720 --> 00:01:31.240]  但是
[00:01:31.240 --> 00:01:33.000]  很多年之後
[00:01:33.000 --> 00:01:35.080]  就反觀這些空椅子的時候
[00:01:35.080 --> 00:01:36.720]  我就開始明白一件事
[00:01:36.720 --> 00:01:39.200]  就是神給我經歷這些事情來說
[00:01:39.200 --> 00:01:43.240]  預備一些講道或者報道信息
[00:01:43.240 --> 00:01:45.080]  其實不要管多少人聽
[00:01:45.080 --> 00:01:46.360]  總之每一次
[00:01:46.360 --> 00:01:48.880]  都是衷心去準備就行了
[00:01:48.880 --> 00:01:52.040]  我們這些人又經常聽自己講道的
[00:01:52.040 --> 00:01:54.560]  測驗一下自己出道十幾年了
[00:01:54.800 --> 00:01:57.480]  講道是越來越好還是比以前差呢?
[00:01:57.480 --> 00:01:59.760]  下一章給大家聽一下
[00:01:59.760 --> 00:02:01.520]  純粹我個人覺得
[00:02:01.520 --> 00:02:02.440]  不是你覺得
[00:02:02.440 --> 00:02:04.800]  就是我講道聽完之後
[00:02:04.800 --> 00:02:06.480]  我覺得我自己比以前差
[00:02:06.480 --> 00:02:07.720]  你覺得請舉手
[00:02:07.720 --> 00:02:10.400]  哦,厲害
[00:02:10.400 --> 00:02:11.920]  馬上信心回來了
[00:02:11.920 --> 00:02:13.760]  你覺得不會的
[00:02:13.760 --> 00:02:14.920]  就是應該比以前好
[00:02:14.920 --> 00:02:15.800]  你請舉手
[00:02:15.800 --> 00:02:17.720]  哇,有你們給信心
[00:02:17.720 --> 00:02:19.800]  你們今天做了一件善事
[00:02:19.800 --> 00:02:22.000]  主耶穌會記你們一功
[00:02:22.000 --> 00:02:23.120]  有獎賞給你們
[00:02:23.480 --> 00:02:25.240]  但是我自己就覺得有些話
[00:02:25.240 --> 00:02:27.040]  其實越講越差
[00:02:27.040 --> 00:02:31.200]  就是你以為在教會侍奉久了
[00:02:31.200 --> 00:02:32.520]  又叫牧師
[00:02:32.520 --> 00:02:33.640]  或者你自己也是
[00:02:33.640 --> 00:02:34.320]  信了很久
[00:02:34.320 --> 00:02:35.600]  經歷越多
[00:02:35.600 --> 00:02:37.680]  有些事情就越來越差
[00:02:37.680 --> 00:02:39.200]  由於這次是講道
[00:02:39.200 --> 00:02:41.600]  教會說要講馬克福音
[00:02:41.600 --> 00:02:44.040]  又要講一下教會的方向
[00:02:44.040 --> 00:02:45.600]  都會舉一些教會例子
[00:02:45.600 --> 00:02:48.240]  讓大家明白一下教會一些領導
[00:02:48.240 --> 00:02:49.760]  或者發展上的艱難
[00:02:49.760 --> 00:02:51.120]  記住一件事
[00:02:51.120 --> 00:02:52.320]  所有例子
[00:02:52.320 --> 00:02:53.000]  好的
[00:02:53.120 --> 00:02:54.200]  是恩福堂的
[00:02:54.200 --> 00:02:55.080]  不好的
[00:02:55.080 --> 00:02:56.160]  是外面教會的
[00:02:56.160 --> 00:02:56.920]  是的
[00:02:56.920 --> 00:02:58.040]  恩福堂是什麼
[00:02:58.040 --> 00:02:59.520]  Everything is alright
[00:02:59.520 --> 00:03:00.360]  記住
[00:03:00.360 --> 00:03:01.200]  記住這件事
[00:03:01.200 --> 00:03:03.040]  我怕自己一會兒忘記了
[00:03:03.040 --> 00:03:04.640]  這次會講一下
[00:03:04.640 --> 00:03:07.240]  其實你以為不信耶穌
[00:03:07.240 --> 00:03:08.560]  是要面對現實嗎
[00:03:08.560 --> 00:03:09.400]  你信了耶穌
[00:03:09.400 --> 00:03:10.960]  都要面對一些現實的
[00:03:10.960 --> 00:03:12.640]  無論你教會自己裡面的
[00:03:12.640 --> 00:03:13.360]  個人的
[00:03:13.360 --> 00:03:14.720]  都要面對的
[00:03:14.720 --> 00:03:16.040]  這次這段經文
[00:03:16.040 --> 00:03:17.440]  是兩個故事
[00:03:17.440 --> 00:03:19.160]  就是兩段耶穌的記載
[00:03:19.160 --> 00:03:19.760]  不是故事
[00:03:19.760 --> 00:03:21.240]  是歷史出現的事實
[00:03:21.240 --> 00:03:23.000]  和門徒一起的
[00:03:23.000 --> 00:03:25.280]  相當耳熟能詳的
[00:03:25.280 --> 00:03:26.800]  你一定聽過無數次了
[00:03:26.800 --> 00:03:28.000]  但是今天我們試一下
[00:03:28.000 --> 00:03:29.520]  換個角度去聽一下
[00:03:29.520 --> 00:03:30.640]  先講一下
[00:03:30.640 --> 00:03:32.080]  我們教會五年的方向
[00:03:32.080 --> 00:03:32.520]  下一章
[00:03:32.520 --> 00:03:33.320]  因為這些
[00:03:33.320 --> 00:03:34.240]  我們要講的
[00:03:34.240 --> 00:03:36.480]  今年是要講轉化生命
[00:03:36.480 --> 00:03:37.320]  要Inward
[00:03:37.320 --> 00:03:38.240]  就是內在
[00:03:38.240 --> 00:03:39.960]  為什麼生命要轉化呢
[00:03:39.960 --> 00:03:42.280]  還有為什麼有時候自己成長
[00:03:42.280 --> 00:03:43.680]  或者教會發展的時候
[00:03:43.680 --> 00:03:45.360]  為什麼還好像比以前差
[00:03:45.360 --> 00:03:46.760]  那麼下年就會講一下
[00:03:46.760 --> 00:03:48.160]  怎麼回應這個時代
[00:03:48.160 --> 00:03:49.520]  接著就會再講
[00:03:49.520 --> 00:03:50.920]  我們怎麼承傳福音
[00:03:51.400 --> 00:03:53.040]  馬可福音其實是彼得
[00:03:53.040 --> 00:03:53.960]  就是使徒彼得
[00:03:53.960 --> 00:03:54.880]  他口述
[00:03:54.880 --> 00:03:57.440]  據聞是馬可他自己執筆
[00:03:57.440 --> 00:03:59.680]  寫下彼得說的話
[00:03:59.680 --> 00:04:02.440]  所以彼得其實這個人行動很快
[00:04:02.440 --> 00:04:05.000]  不過他記的就是記行動多而已
[00:04:05.000 --> 00:04:06.280]  所以整個馬可福音
[00:04:06.280 --> 00:04:08.200]  你看到耶穌就好像很快做事
[00:04:08.200 --> 00:04:09.440]  沒什麼說話那樣
[00:04:09.440 --> 00:04:12.200]  所以看彼得怎麼看耶穌的生命
[00:04:12.200 --> 00:04:13.240]  都挺有意思
[00:04:13.240 --> 00:04:15.520]  那麼生命和教會
[00:04:15.520 --> 00:04:16.960]  就是怎麼轉化呢
[00:04:16.960 --> 00:04:19.520]  其實都是要我們誤會了
[00:04:19.520 --> 00:04:20.440]  在一些經歷裡面
[00:04:20.680 --> 00:04:23.000]  誤會了神給我們的一些功課
[00:04:23.000 --> 00:04:25.480]  我們試試代入那些門徒的角色
[00:04:25.480 --> 00:04:27.840]  再比對一下我們跟祂的差別
[00:04:27.840 --> 00:04:28.640]  你就會知道
[00:04:28.640 --> 00:04:32.240]  其實我們有些什麼經歷是值得去參考
[00:04:32.240 --> 00:04:34.280]  不過有一個經歷是十分正面的
[00:04:34.280 --> 00:04:34.800]  下一張
[00:04:34.800 --> 00:04:37.920]  就是教會有一個團契是挺好的
[00:04:37.920 --> 00:04:39.480]  叫活水抗禮團契
[00:04:39.480 --> 00:04:42.320]  星期四晚七點半至九點
[00:04:42.320 --> 00:04:43.040]  四十五分
[00:04:43.040 --> 00:04:44.680]  小弟負責的有分
[00:04:44.680 --> 00:04:47.200]  最主要裡面弟兄姊妹關係很好
[00:04:47.200 --> 00:04:47.920]  很容易相熟
[00:04:47.920 --> 00:04:48.720]  有情有義
[00:04:48.720 --> 00:04:50.040]  侍奉都很認真的
[00:04:50.040 --> 00:04:50.720]  好 下一張
[00:04:50.720 --> 00:04:53.000]  現在有個新朋友組
[00:04:53.000 --> 00:04:53.760]  你記住來
[00:04:53.760 --> 00:04:55.720]  九月七號晚上七點半
[00:04:55.720 --> 00:04:57.320]  逢星期四你就來
[00:04:57.320 --> 00:04:58.920]  恩福堂十七樓
[00:04:58.920 --> 00:05:00.920]  阿拉茲各地鐵站搭過來就可以了
[00:05:00.920 --> 00:05:02.520]  不過有夫婦團契
[00:05:02.520 --> 00:05:03.920]  就一定要夫婦參加的
[00:05:03.920 --> 00:05:04.640]  大家記得了
[00:05:04.640 --> 00:05:06.760]  婚齡是零至二十年
[00:05:06.760 --> 00:05:08.480]  你說我差幾個月才結婚
[00:05:08.480 --> 00:05:11.120]  或者我婚齡略為大於二十年
[00:05:11.120 --> 00:05:12.600]  來坐一下交個朋友
[00:05:12.600 --> 00:05:13.360]  沒問題的
[00:05:13.360 --> 00:05:14.320]  絕對沒問題
[00:05:14.320 --> 00:05:15.760]  有什麼想詢問
[00:05:15.760 --> 00:05:16.400]  打這個電話
[00:05:16.400 --> 00:05:18.160]  35527891找我
[00:05:18.600 --> 00:05:20.080]  還有 到YouTube Channel
[00:05:20.080 --> 00:05:22.160]  搜尋「活水抗禮團契介紹」
[00:05:22.160 --> 00:05:23.480]  有些弟兄姊妹分享一下
[00:05:23.480 --> 00:05:24.960]  這個團契有多好
[00:05:24.960 --> 00:05:27.080]  其實做侍奉真的很艱難
[00:05:27.080 --> 00:05:28.080]  聽我講這麼久就知道了
[00:05:28.080 --> 00:05:29.360]  好 那麼
[00:05:29.360 --> 00:05:32.360]  究竟門徒有什麼艱難呢
[00:05:32.360 --> 00:05:34.560]  馬可福音四章35節41節
[00:05:34.560 --> 00:05:35.880]  我們看第一段
[00:05:35.880 --> 00:05:37.280]  就是他門徒的經歷
[00:05:37.280 --> 00:05:38.440]  就是平靜風浪
[00:05:38.440 --> 00:05:39.680]  35節
[00:05:39.680 --> 00:05:41.040]  當天黃昏
[00:05:41.040 --> 00:05:42.160]  耶穌對門徒說
[00:05:42.160 --> 00:05:44.600]  我們到海那邊去吧
[00:05:44.600 --> 00:05:46.400]  門徒離開群眾
[00:05:46.400 --> 00:05:48.080]  耶穌已經在船上
[00:05:48.080 --> 00:05:49.640]  他們就載他過去
[00:05:49.640 --> 00:05:52.800]  也有別的船和他同去
[00:05:52.800 --> 00:05:54.440]  在黃昏
[00:05:54.440 --> 00:05:55.640]  即是接近晚上的時候
[00:05:55.640 --> 00:05:57.880]  耶穌和門徒要渡過一個
[00:05:57.880 --> 00:05:58.920]  叫加里里海
[00:05:58.920 --> 00:06:00.600]  其實是一個大的湖
[00:06:00.600 --> 00:06:02.480]  渡過去的時候
[00:06:02.480 --> 00:06:04.640]  是特別平靜的
[00:06:04.640 --> 00:06:07.280]  也因為耶穌支持不停地渡
[00:06:07.280 --> 00:06:08.560]  又依次行神跡
[00:06:08.560 --> 00:06:10.760]  搞到很晚才過海
[00:06:10.760 --> 00:06:11.680]  記住了
[00:06:11.680 --> 00:06:13.840]  這個不是一條船
[00:06:13.840 --> 00:06:14.280]  是什麼
[00:06:14.280 --> 00:06:15.960]  是一個船隊
[00:06:15.960 --> 00:06:16.600]  因為有什麼
[00:06:17.080 --> 00:06:19.760]  有別的船和他一起同去
[00:06:19.760 --> 00:06:20.920]  意思是
[00:06:20.920 --> 00:06:22.320]  他自己坐船
[00:06:22.320 --> 00:06:24.320]  相信是十二門徒
[00:06:24.320 --> 00:06:25.960]  就是跟了他一段時間的門徒
[00:06:25.960 --> 00:06:26.720]  和他一起渡過
[00:06:26.720 --> 00:06:28.320]  另外有一些門徒
[00:06:28.320 --> 00:06:29.680]  有些想跟隨他的人
[00:06:29.680 --> 00:06:31.840]  都是坐其他船過去
[00:06:31.840 --> 00:06:32.560]  意思是
[00:06:32.560 --> 00:06:35.440]  其實門徒的船是比較好的
[00:06:35.440 --> 00:06:36.080]  起碼有什麼
[00:06:36.080 --> 00:06:37.560]  有耶穌在
[00:06:37.560 --> 00:06:39.520]  其他船是更害怕的
[00:06:39.520 --> 00:06:40.400]  你知道後面
[00:06:40.400 --> 00:06:41.520]  因為耶穌也不在他那裡
[00:06:41.520 --> 00:06:43.200]  他只是船隊
[00:06:43.200 --> 00:06:44.480]  下一段
[00:06:44.480 --> 00:06:46.960]  忽然起了狂風
[00:06:46.960 --> 00:06:50.160]  波浪不斷打進艙裡
[00:06:50.160 --> 00:06:51.200]  積滿了水
[00:06:51.200 --> 00:06:54.560]  耶穌卻對船尾靠著枕頭睡著了
[00:06:54.560 --> 00:06:56.040]  門徒把他叫醒
[00:06:56.040 --> 00:06:56.680]  對他說
[00:06:56.680 --> 00:06:58.640]  老師我們要死了
[00:06:58.640 --> 00:07:00.360]  你不管嗎
[00:07:00.360 --> 00:07:01.440]  這裡說
[00:07:01.440 --> 00:07:03.000]  突然刮起風浪
[00:07:03.000 --> 00:07:05.840]  這些風浪相信是相當之大
[00:07:05.840 --> 00:07:08.280]  船不停地入水
[00:07:08.280 --> 00:07:10.040]  這個時候
[00:07:10.040 --> 00:07:12.360]  耶穌就在船尾睡覺
[00:07:12.360 --> 00:07:13.440]  大家都知道
[00:07:13.440 --> 00:07:14.480]  船尾睡覺
[00:07:14.480 --> 00:07:16.320]  就是最快沉船尾
[00:07:16.320 --> 00:07:18.040]  耶穌就很冷靜
[00:07:18.040 --> 00:07:19.440]  而且他也睡得著
[00:07:19.440 --> 00:07:20.640]  就是說今天你去
[00:07:20.640 --> 00:07:22.640]  這些機動遊戲
[00:07:22.640 --> 00:07:23.600]  你玩海盜船
[00:07:23.600 --> 00:07:25.440]  玩一玩在上面睡著了
[00:07:25.440 --> 00:07:27.240]  很難得的
[00:07:27.240 --> 00:07:28.400]  不是那麼容易的
[00:07:28.400 --> 00:07:30.640]  但是門徒就真的害怕了
[00:07:30.640 --> 00:07:31.840]  因為門徒當中
[00:07:31.840 --> 00:07:32.480]  大家都知道
[00:07:32.480 --> 00:07:33.840]  有些是漁夫
[00:07:33.840 --> 00:07:36.600]  或者他們甚至在加利利海
[00:07:36.600 --> 00:07:39.920]  在船上生活無數次
[00:07:39.920 --> 00:07:41.760]  這次這麼大風浪
[00:07:41.760 --> 00:07:43.280]  船又入水了
[00:07:43.280 --> 00:07:44.720]  就知道死定了
[00:07:44.720 --> 00:07:46.200]  所以他們就很害怕
[00:07:46.320 --> 00:07:48.560]  他們害怕得罵耶穌
[00:07:48.560 --> 00:07:49.280]  就吵醒了他
[00:07:49.280 --> 00:07:50.040]  也挺慘的
[00:07:50.040 --> 00:07:50.760]  人家在睡覺
[00:07:50.760 --> 00:07:51.560]  你就吵醒了他
[00:07:51.560 --> 00:07:52.160]  他說
[00:07:52.160 --> 00:07:53.240]  快要沉了
[00:07:53.240 --> 00:07:54.520]  你不做點事嗎
[00:07:54.520 --> 00:07:55.680]  意思是這樣
[00:07:55.680 --> 00:07:57.240]  但是不做事的幼稚
[00:07:57.240 --> 00:07:58.800]  一做事就害怕了
[00:07:58.800 --> 00:07:59.680]  怎麼害怕呢
[00:07:59.680 --> 00:08:00.480]  39
[00:08:00.480 --> 00:08:02.040]  耶穌起來
[00:08:02.040 --> 00:08:03.280]  斥責了風
[00:08:03.280 --> 00:08:04.120]  又對海鼠
[00:08:04.120 --> 00:08:05.240]  不要作聲
[00:08:05.240 --> 00:08:06.160]  安靜吧
[00:08:06.160 --> 00:08:07.400]  風就停止
[00:08:07.400 --> 00:08:09.000]  大大地平靜了
[00:08:09.000 --> 00:08:10.480]  然後對他們說
[00:08:10.480 --> 00:08:12.040]  為什麼那麼膽怯呢
[00:08:12.040 --> 00:08:14.680]  你們為什麼沒有信心呢
[00:08:14.680 --> 00:08:15.560]  就罵他們
[00:08:15.760 --> 00:08:17.080]  因為當時的門徒
[00:08:17.080 --> 00:08:19.440]  都見過耶穌做一些神蹟
[00:08:19.440 --> 00:08:22.160]  還有聽過耶穌教導很多人
[00:08:22.160 --> 00:08:26.200]  其實他對耶穌應該有一定的認識或者經驗
[00:08:26.200 --> 00:08:28.360]  但是經驗歸經驗
[00:08:28.360 --> 00:08:30.760]  來到生死關頭
[00:08:30.760 --> 00:08:32.320]  其實就有點罵神
[00:08:32.320 --> 00:08:34.120]  因為他剛才吵醒耶穌
[00:08:34.120 --> 00:08:35.120]  就有點責備他
[00:08:35.120 --> 00:08:37.520]  就說為什麼你不理我們呢
[00:08:37.520 --> 00:08:38.320]  好了
[00:08:38.320 --> 00:08:39.160]  最後怎麼樣呢
[00:08:39.160 --> 00:08:41.440]  門徒是更加害怕的
[00:08:41.440 --> 00:08:43.080]  因為他見識到什麼呢
[00:08:43.080 --> 00:08:44.560]  這個到底是誰呢
[00:08:44.560 --> 00:08:45.720]  連風和海
[00:08:45.720 --> 00:08:47.120]  都聽從他
[00:08:47.120 --> 00:08:50.240]  就是說耶穌比風浪更加可怕
[00:08:50.240 --> 00:08:51.640]  他最後認識到這一點
[00:08:51.640 --> 00:08:53.560]  其實是不容易的
[00:08:53.560 --> 00:08:54.160]  好了
[00:08:54.160 --> 00:08:54.920]  我們再看
[00:08:54.920 --> 00:08:59.040]  其實我們有時候以為你在教會很久
[00:08:59.040 --> 00:09:01.120]  你很多東西都懂得
[00:09:01.120 --> 00:09:03.440]  這裡其實也說了
[00:09:03.440 --> 00:09:05.120]  門徒應該是懂得很多東西
[00:09:05.120 --> 00:09:06.440]  不過實質上
[00:09:06.440 --> 00:09:07.840]  經歷一些事情的時候
[00:09:07.840 --> 00:09:09.400]  其實他是不懂的
[00:09:09.400 --> 00:09:10.480]  他們懂得的是什麼呢
[00:09:10.480 --> 00:09:12.360]  就是知道世道艱難
[00:09:12.360 --> 00:09:14.280]  知道風浪不是人敢品
[00:09:14.280 --> 00:09:16.120]  因為自己的經驗告訴他
[00:09:16.120 --> 00:09:17.840]  這些恐懼是真實的
[00:09:17.840 --> 00:09:18.600]  要死人
[00:09:18.600 --> 00:09:22.080]  但是耶穌反而在這裡睡覺
[00:09:22.080 --> 00:09:23.720]  其實不知道你有沒有經歷過
[00:09:23.720 --> 00:09:26.400]  當你陷入一些困難
[00:09:26.400 --> 00:09:28.000]  無論自己或者教會
[00:09:28.000 --> 00:09:29.040]  你會覺得
[00:09:29.040 --> 00:09:30.920]  我也在教會這麼久
[00:09:30.920 --> 00:09:32.840]  耶穌做了這麼多事情
[00:09:32.840 --> 00:09:36.240]  但是為什麼神不幫我呢
[00:09:36.240 --> 00:09:38.400]  好像神還在
[00:09:38.400 --> 00:09:40.440]  但是神就眼巴巴不幫我了
[00:09:40.440 --> 00:09:42.400]  就是我們被人害
[00:09:42.520 --> 00:09:44.640]  我們要經歷一些病患
[00:09:44.640 --> 00:09:45.760]  很痛苦
[00:09:45.760 --> 00:09:47.560]  心靈很多創傷
[00:09:47.560 --> 00:09:50.200]  為什麼耶穌不幫我呢
[00:09:50.200 --> 00:09:51.240]  我們也會這樣想
[00:09:51.240 --> 00:09:53.600]  但是當耶穌去幫他的時候
[00:09:53.600 --> 00:09:54.640]  他們有時候會害怕
[00:09:54.640 --> 00:09:57.120]  原來耶穌真的會幫我
[00:09:57.120 --> 00:09:58.520]  耶穌真的會管教
[00:09:58.520 --> 00:09:59.600]  那一刻就害怕
[00:09:59.600 --> 00:10:02.520]  其實很多時候我們聽完一些東西
[00:10:02.520 --> 00:10:03.360]  聽久了
[00:10:03.360 --> 00:10:05.960]  你會覺得自己是懂得
[00:10:05.960 --> 00:10:07.280]  但是大難臨頭
[00:10:07.280 --> 00:10:09.160]  是很多的問題出現的
[00:10:09.400 --> 00:10:12.360]  例如我們經常聽到很多的原生家庭
[00:10:12.360 --> 00:10:13.840]  你知道什麼叫做原生家庭嗎
[00:10:13.840 --> 00:10:15.200]  就是你出生的時候
[00:10:15.200 --> 00:10:16.280]  你父母是誰
[00:10:16.280 --> 00:10:18.160]  你小時候成長有什麼創傷
[00:10:18.160 --> 00:10:18.880]  就是那些
[00:10:18.880 --> 00:10:20.320]  很多這些的
[00:10:20.320 --> 00:10:23.320]  我們原本在教會裡面
[00:10:23.320 --> 00:10:24.760]  說一下原生家庭
[00:10:24.760 --> 00:10:25.720]  其實是好的
[00:10:25.720 --> 00:10:27.800]  就是讓你知道自己成長有什麼困難
[00:10:27.800 --> 00:10:28.920]  求主幫助
[00:10:28.920 --> 00:10:30.440]  但是不知道為什麼
[00:10:30.440 --> 00:10:33.040]  原生家庭我們這些越來越熟的時候
[00:10:33.040 --> 00:10:34.720]  這個挺好用的
[00:10:34.720 --> 00:10:35.760]  怎麼用呢
[00:10:35.760 --> 00:10:36.280]  就是說
[00:10:36.280 --> 00:10:38.960]  如果我害怕別人說我不對
[00:10:38.960 --> 00:10:40.360]  要我認罪悔改
[00:10:40.360 --> 00:10:41.160]  我立刻說什麼
[00:10:41.160 --> 00:10:43.400]  原生家庭搞得我這樣
[00:10:43.400 --> 00:10:46.680]  是我父母他們婚姻破碎
[00:10:46.680 --> 00:10:48.120]  搞得我不信任
[00:10:48.120 --> 00:10:51.440]  所以我不經意罵了弟兄姊妹兩句
[00:10:51.440 --> 00:10:52.960]  所以你不要怪我
[00:10:52.960 --> 00:10:53.520]  你明白嗎
[00:10:53.520 --> 00:10:54.760]  你要同情我
[00:10:54.760 --> 00:10:56.800]  因為我是受害者
[00:10:56.800 --> 00:10:59.120]  我是不經意傷害了你
[00:10:59.120 --> 00:11:00.800]  你千萬要原諒我
[00:11:00.800 --> 00:11:01.520]  你知道嗎
[00:11:01.520 --> 00:11:03.240]  但是其實心裡面
[00:11:03.240 --> 00:11:04.880]  真正的風浪
[00:11:04.880 --> 00:11:08.280]  我覺得不是表面上人際關係這麼簡單
[00:11:08.600 --> 00:11:10.240]  是他真正的風浪
[00:11:10.240 --> 00:11:13.400]  是他心裡面極度懼怕
[00:11:13.400 --> 00:11:15.440]  被人說他回了教會很久
[00:11:15.440 --> 00:11:18.680]  但是他不想認罪悔改
[00:11:18.680 --> 00:11:19.720]  這個真相
[00:11:19.720 --> 00:11:21.120]  其實這個真相
[00:11:21.120 --> 00:11:22.920]  是真的比風浪更加大
[00:11:22.920 --> 00:11:25.120]  其實最殘忍的不是這個風浪
[00:11:25.120 --> 00:11:26.800]  最殘忍的是這個風浪裡面
[00:11:26.800 --> 00:11:27.920]  看到門徒
[00:11:27.920 --> 00:11:29.560]  其實是不信耶穌的
[00:11:29.560 --> 00:11:30.880]  看到門徒
[00:11:30.880 --> 00:11:33.040]  其實有事的時候是罵耶穌的
[00:11:33.040 --> 00:11:34.040]  就是罵神的
[00:11:34.040 --> 00:11:35.720]  還有有事的時候
[00:11:35.720 --> 00:11:37.160]  當耶穌平靜了風浪
[00:11:37.160 --> 00:11:38.560]  他就自己很害怕
[00:11:38.680 --> 00:11:41.040]  他對神的信心是非常低
[00:11:41.040 --> 00:11:44.840]  但是他們叫做耶穌的十二個門徒
[00:11:44.840 --> 00:11:47.400]  這個才是最大的風浪
[00:11:47.400 --> 00:11:49.520]  我們有時候弟兄姊妹
[00:11:49.520 --> 00:11:50.560]  你們不知道
[00:11:50.560 --> 00:11:54.120]  我們傳道人有時候會跟我們的舊同學
[00:11:54.120 --> 00:11:55.920]  就是神學院的舊同學會聊天
[00:11:55.920 --> 00:11:57.320]  我們有一本叫做
[00:11:57.320 --> 00:11:58.280]  我自己有本而已
[00:11:58.280 --> 00:11:59.080]  不是別人有本
[00:11:59.080 --> 00:12:01.160]  叫做教會的小氣堡
[00:12:01.160 --> 00:12:01.840]  我寫在裡面
[00:12:01.840 --> 00:12:05.240]  其中一個小氣堡的事件很有趣的
[00:12:05.240 --> 00:12:07.120]  就是記住這個例子是
[00:12:07.120 --> 00:12:08.320]  不是恩福堂
[00:12:08.640 --> 00:12:10.760]  哇,真的忘記了
[00:12:10.760 --> 00:12:11.960]  不至恩福堂
[00:12:11.960 --> 00:12:16.360]  有一個舊同學去應徵一間教會
[00:12:16.360 --> 00:12:19.000]  他就說我們來應徵
[00:12:19.000 --> 00:12:20.960]  因為我有負擔做某某事工
[00:12:20.960 --> 00:12:22.040]  你們教會請人
[00:12:22.040 --> 00:12:25.600]  然後教會有一個很資深的執事就問他
[00:12:25.600 --> 00:12:29.520]  為什麼你分享的那裡是這麼正面的
[00:12:29.520 --> 00:12:30.960]  神帶領你這麼多東西
[00:12:30.960 --> 00:12:32.480]  在教會侍奉這麼久
[00:12:32.480 --> 00:12:34.320]  人不應該這麼正面的
[00:12:34.320 --> 00:12:38.120]  你講一些你為什麼離開那間教會的困難給我聽
[00:12:38.120 --> 00:12:39.680]  他也分享了一點
[00:12:39.680 --> 00:12:41.680]  就是之前那間教會可能
[00:12:41.680 --> 00:12:45.320]  他覺得有些方向跟他自己不吻合
[00:12:45.320 --> 00:12:47.760]  所以就覺得不如自己轉吧
[00:12:47.760 --> 00:12:49.600]  這些是一般會說的話
[00:12:49.600 --> 00:12:51.000]  然後他又再說
[00:12:51.000 --> 00:12:54.000]  這樣就是說你跟別人關係不好
[00:12:54.000 --> 00:12:55.280]  遷就不了別人
[00:12:55.280 --> 00:12:57.240]  所以你就離開我那間教會
[00:12:57.240 --> 00:12:59.200]  然後他每講一件事
[00:12:59.200 --> 00:13:01.520]  其實那個執事都有金睛的火眼
[00:13:01.520 --> 00:13:02.520]  都會跟他提出
[00:13:02.520 --> 00:13:05.120]  你原本就不應該這麼正面的
[00:13:05.120 --> 00:13:06.320]  然後你說負面的事情
[00:13:06.320 --> 00:13:07.720]  你這個人不就是負面的
[00:13:08.720 --> 00:13:10.280]  還要我請你
