
[00:00:00.000 --> 00:00:04.800]  讓我們在講道之前一起同心去禱告
[00:02:14.200 --> 00:02:16.200]  他是一個祭司
[00:02:16.200 --> 00:02:18.200]  他是一個先知
[00:02:18.200 --> 00:02:21.200]  可以說是名副其實
[00:02:21.200 --> 00:02:23.200]  神的代言人
[00:02:23.200 --> 00:02:28.200]  而且,他是一個非凡的代言人
[00:02:28.200 --> 00:02:30.200]  為什麼這樣說呢?
[00:02:30.200 --> 00:02:34.200]  因為他不只是透過語言去宣講
[00:02:34.200 --> 00:02:38.200]  而是透過他很精湛的身體語言
[00:02:38.200 --> 00:02:39.200]  肢體動作
[00:02:39.200 --> 00:02:41.200]  來傳達神的訊息
[00:02:41.200 --> 00:02:45.200]  帶出一個非語言的宣告
[00:02:45.200 --> 00:02:49.200]  用他的生命來宣講神的道
[00:02:49.200 --> 00:02:52.200]  這個非凡的代言人就是
[00:02:52.200 --> 00:02:54.200]  以西傑
[00:02:54.200 --> 00:02:56.200]  讓我們一起透過他的生命
[00:02:56.200 --> 00:03:00.200]  去看看有什麼值得我們學習的地方
[00:03:00.200 --> 00:03:02.200]  今天是崇拜港道轉變中的
[00:03:02.200 --> 00:03:06.200]  盼望系列,應該是第二講
[00:03:06.200 --> 00:03:09.200]  簡單地重溫以西傑書
[00:03:09.200 --> 00:03:12.200]  一至三章的背景
[00:03:12.200 --> 00:03:18.200]  在約阿根廷被擄到巴比倫之後的第五年
[00:03:18.200 --> 00:03:21.200]  一個剛剛三十出頭的年輕人
[00:03:21.200 --> 00:03:24.200]  以西傑滿懷壯志
[00:03:24.200 --> 00:03:28.200]  一心想著在聖殿服侍神
[00:03:28.200 --> 00:03:31.200]  誰不知被擄
[00:03:31.200 --> 00:03:35.200]  於是他不能夠履行他的職務
[00:03:35.200 --> 00:03:39.200]  所有的自由、前途、希望
[00:03:39.200 --> 00:03:42.200]  全部毀於一旦
[00:03:42.200 --> 00:03:45.200]  在如此絕望的境況裡
[00:03:45.200 --> 00:03:49.200]  神讓以西傑看到異象
[00:03:49.200 --> 00:03:52.200]  神還呼召以西傑
[00:03:52.200 --> 00:03:55.200]  承擔起先知的職份
[00:03:55.200 --> 00:03:57.200]  今天我宣講的經文
[00:03:57.200 --> 00:04:02.200]  就是第四章一節至五章四節
[00:04:02.200 --> 00:04:04.200]  這一段主要是說到
[00:04:04.200 --> 00:04:08.200]  神吩咐以西傑用三個象徵性的行動
[00:04:08.200 --> 00:04:14.200]  離去預言耶路撒冷將要被圍困和毀滅
[00:04:14.200 --> 00:04:17.200]  還有要警告那班以色列人
[00:04:17.200 --> 00:04:20.200]  神一定會審判他們
[00:04:20.200 --> 00:04:23.200]  不要以為很快可以回到耶路撒冷
[00:04:23.200 --> 00:04:25.200]  你別小看
[00:04:25.200 --> 00:04:29.200]  耶路撒冷幾年之後都會被淪陷
[00:04:29.200 --> 00:04:34.200]  全體的國民都會被擄到巴比倫
[00:04:34.200 --> 00:04:37.200]  如果我們要講這一段經文
[00:04:37.200 --> 00:04:43.200]  我們就不可以提三章二十四至二十七節
[00:04:43.200 --> 00:04:45.200]  是一個很重要的情節
[00:04:45.200 --> 00:04:49.200]  這個情節會影響我們一會兒講的經文
[00:04:49.200 --> 00:04:51.200]  不如大家一起讀吧
[00:04:51.200 --> 00:04:56.200]  「靈進入我裡面使我站起來
[00:04:56.200 --> 00:04:58.200]  要話對我說
[00:04:58.200 --> 00:05:02.200]  你進屋裡去把門觀賞
[00:05:02.200 --> 00:05:08.200]  你人子漢娜引妖用繩索捆綁你
[00:05:08.200 --> 00:05:11.200]  使你不能出去到他們中間
[00:05:11.200 --> 00:05:15.200]  我必使你的舌頭貼著上膛
[00:05:15.200 --> 00:05:20.200]  以致你啞口不能作責備他們的人
[00:05:20.200 --> 00:05:22.200]  他們原是博奕之家
[00:05:22.200 --> 00:05:25.200]  但我對你說話的時候
[00:05:25.200 --> 00:05:27.200]  必使你開口
[00:05:27.200 --> 00:05:30.200]  你就要對他們說
[00:05:30.200 --> 00:05:32.200]  主耶和華如此說
[00:05:32.200 --> 00:05:34.200]  聽的讓他聽
[00:05:34.200 --> 00:05:37.200]  不聽的任他不聽
[00:05:37.200 --> 00:05:40.200]  因為他們是博奕之家」
[00:05:40.200 --> 00:05:48.200]  這裡提到耶和華神令以西傑的舌頭貼著上膛
[00:05:48.200 --> 00:05:50.200]  知不知道上膛在哪裡?
[00:05:50.200 --> 00:05:52.200]  是上顎
[00:05:52.200 --> 00:05:54.200]  現在可以試試
[00:05:54.200 --> 00:05:56.200]  你把舌頭貼著上膛
[00:05:56.200 --> 00:05:58.200]  你能不能說話?
[00:05:58.200 --> 00:06:00.200]  是說不了話
[00:06:00.200 --> 00:06:03.200]  所以在第四至五章裡
[00:06:03.200 --> 00:06:08.200]  我們發現以西傑的行動有些古怪
[00:06:08.200 --> 00:06:11.200]  原來是因為他說不了話
[00:06:11.200 --> 00:06:17.200]  他全程用一些行動來代替說話
[00:06:17.200 --> 00:06:20.200]  來傳達神的訊息
[00:06:20.200 --> 00:06:23.200]  今天我們盼望透過這段經文
[00:06:23.200 --> 00:06:25.200]  讓我們去反思
[00:06:25.200 --> 00:06:30.200]  究竟神想我們在這個世代裡
[00:06:30.200 --> 00:06:32.200]  成為一個怎樣的人
[00:06:32.200 --> 00:06:36.200]  怎樣去活出一個有使命的人生
[00:06:36.200 --> 00:06:40.200]  成為一個福音和真理的代言人
[00:06:40.200 --> 00:06:43.200]  首先我邀請大家一起讀
[00:06:43.200 --> 00:06:46.200]  以西傑書四章四至六節
[00:06:46.200 --> 00:06:50.200]  「你要向左則我
[00:06:50.200 --> 00:06:53.200]  承擔以色列家的罪業
[00:06:53.200 --> 00:06:56.200]  我你向左則我的日數
[00:06:56.200 --> 00:06:58.200]  擔當他們的罪業
[00:06:58.200 --> 00:07:02.200]  我已將他們作惡的年數定了日期
[00:07:02.200 --> 00:07:05.200]  就是三百九十天
[00:07:05.200 --> 00:07:09.200]  你要如此擔當以色列家的罪業
[00:07:09.200 --> 00:07:11.200]  這些日子結束之後
[00:07:11.200 --> 00:07:14.200]  你還要向右則我
[00:07:14.200 --> 00:07:16.200]  擔當猶大家的罪業
[00:07:16.200 --> 00:07:19.200]  我為了定了四十天
[00:07:19.200 --> 00:07:21.200]  一天頂一年」
[00:07:21.200 --> 00:07:25.200]  首先要成為一個非凡的代言人
[00:07:25.200 --> 00:07:30.200]  必須要以生命來傳遞上帝的道
[00:07:30.200 --> 00:07:33.200]  四章一至八節是第一段
[00:07:33.200 --> 00:07:37.200]  我將它命名為「遺困之城」
[00:07:37.200 --> 00:07:39.200]  這裡我會分為兩部分
[00:07:39.200 --> 00:07:41.200]  第一部分就是一至三節
[00:07:41.200 --> 00:07:46.200]  這裡神就叫以西傑拿一塊泥磚
[00:07:46.200 --> 00:07:48.200]  做什麼呢?
[00:07:48.200 --> 00:07:50.200]  放在祂面前
[00:07:50.200 --> 00:07:55.200]  然後將耶路撒冷城畫在上面
[00:07:55.200 --> 00:07:57.200]  好像做一些模型
[00:07:57.200 --> 00:07:59.200]  大家有沒有砌過模型?
[00:07:59.200 --> 00:08:01.200]  或者砌過Lego?
[00:08:01.200 --> 00:08:03.200]  可能也有的
[00:08:03.200 --> 00:08:06.200]  就好像一個攻城的模型
[00:08:06.200 --> 00:08:09.200]  製作了一些堡壘、圍牆、高台
[00:08:09.200 --> 00:08:14.200]  還要四面圍著它有些鐵鎚
[00:08:14.200 --> 00:08:17.200]  好像要攻擊這個城
[00:08:17.200 --> 00:08:22.200]  然後以西傑拿著一個鐵盤
[00:08:22.200 --> 00:08:24.200]  這個鐵盤是用來做什麼呢?
[00:08:24.200 --> 00:08:27.200]  是在聖殿裡面的一個器皿
[00:08:27.200 --> 00:08:31.200]  用來獻授祭做餅的時候用的
[00:08:31.200 --> 00:08:34.200]  然後姿勢就是這樣
[00:08:34.200 --> 00:08:36.200]  以西傑站在那裡
[00:08:36.200 --> 00:08:38.200]  拿著鐵盤
[00:08:38.200 --> 00:08:40.200]  然後對著那個模型
[00:08:40.200 --> 00:08:42.200]  「我要攻打你啊」
[00:08:42.200 --> 00:08:44.200]  有表情動作的
[00:08:44.200 --> 00:08:46.200]  口罩看不到
[00:08:46.200 --> 00:08:49.200]  原來耶路撒冷城的模型
[00:08:49.200 --> 00:08:53.200]  是預言耶路撒冷將會被圍困
[00:08:53.200 --> 00:08:56.200]  上帝是不會幫他們
[00:08:56.200 --> 00:09:00.200]  他們也不能夠衝出重圍
[00:09:00.200 --> 00:09:03.200]  因為攻打這個城的不是其他人
[00:09:03.200 --> 00:09:05.200]  是上帝祂自己
[00:09:05.200 --> 00:09:11.200]  表達了上帝對耶路撒冷城的審判
[00:09:11.200 --> 00:09:13.200]  雖然這個動作
[00:09:13.200 --> 00:09:17.200]  對以西傑來說不是什麼難度
[00:09:17.200 --> 00:09:18.200]  只是砌模型而已
[00:09:18.200 --> 00:09:20.200]  又不複雜
[00:09:20.200 --> 00:09:23.200]  但他內心應該有些掙扎
[00:09:23.200 --> 00:09:25.200]  應該也不少
[00:09:25.200 --> 00:09:28.200]  因為以西傑要很清楚地
[00:09:28.200 --> 00:09:32.200]  傳遞出一個神審判的訊息
[00:09:32.200 --> 00:09:36.200]  要說明神一定會追究到底
[00:09:36.200 --> 00:09:39.200]  公義一定會彰顯
[00:09:39.200 --> 00:09:42.200]  他生命的呈現就是一個訊息
[00:09:42.200 --> 00:09:46.200]  就是一個神審判的訊息
[00:09:46.200 --> 00:09:49.200]  第二部分是四至八節
[00:09:49.200 --> 00:09:52.200]  以西傑要打側訓
[00:09:52.200 --> 00:09:54.200]  做什麼呢?
[00:09:54.200 --> 00:09:56.200]  我想問問在座有沒有人
[00:09:56.200 --> 00:09:59.200]  睡覺的時候是打側訓的?
[00:09:59.200 --> 00:10:04.200]  你們打平訓的有沒有?
[00:10:04.200 --> 00:10:08.200]  剩下的是打什麼訓的呢?
[00:10:08.200 --> 00:10:10.200]  趴著訓
[00:10:10.200 --> 00:10:12.200]  OK
[00:10:12.200 --> 00:10:14.200]  大家知不知道
[00:10:14.200 --> 00:10:19.200]  比較好的最佳的睡姿是什麼?
[00:10:19.200 --> 00:10:24.200]  很多人都在支持自己的睡姿
[00:10:24.200 --> 00:10:28.200]  美國最新的調查報告顯示
[00:10:28.200 --> 00:10:33.200]  原來打側訓可以幫助消化
[00:10:33.200 --> 00:10:36.200]  對於大腦和心臟很有益處
[00:10:36.200 --> 00:10:39.200]  大家可以試試回去打側訓
[00:10:39.200 --> 00:10:42.200]  神叫以西傑打側訓
[00:10:42.200 --> 00:10:44.200]  當然不是為了這些好處
[00:10:44.200 --> 00:10:50.200]  神叫以西傑要向左邊側訓三百九十天
[00:10:50.200 --> 00:10:55.200]  同時要向右邊側訓四十天
[00:10:55.200 --> 00:10:57.200]  對以西傑來說
[00:10:57.200 --> 00:11:01.200]  這個動作開始有少許難度
[00:11:01.200 --> 00:11:03.200]  因為要數著幾天
[00:11:03.200 --> 00:11:05.200]  今天是打側訓好
[00:11:05.200 --> 00:11:07.200]  打右邊也好
[00:11:07.200 --> 00:11:11.200]  還要露出手臂
[00:11:11.200 --> 00:11:13.200]  做這個動作的時候
[00:11:13.200 --> 00:11:16.200]  全身要被繩子捆綁著
[00:11:16.200 --> 00:11:19.200]  每天重複做這個動作
[00:11:19.200 --> 00:11:24.200]  是為了要傳遞神一個很重要的訊息
[00:11:24.200 --> 00:11:28.200]  第六節說到一天頂一年
[00:11:28.200 --> 00:11:30.200]  我們可以這樣理解
[00:11:30.200 --> 00:11:35.200]  這三百九十天其實是象徵三百九十年
[00:11:35.200 --> 00:11:38.200]  向左側訓三百九十天
[00:11:38.200 --> 00:11:42.200]  就是以西傑作為祭司的角色
[00:11:42.200 --> 00:11:47.200]  要擔當以色列家的罪業三百九十年
[00:11:47.200 --> 00:11:50.200]  而向右側訓四十天
[00:11:50.200 --> 00:11:55.200]  就是代表他要擔當猶太家的罪業四十年
[00:11:55.200 --> 00:11:56.200]  大家算一下
[00:11:56.200 --> 00:12:01.200]  三百九十加四十等於多少?
[00:12:01.200 --> 00:12:03.200]  大家心算得很清楚
[00:12:03.200 --> 00:12:05.200]  我們知道
[00:12:05.200 --> 00:12:11.200]  以色列人伴逆神的年數大概有四百三十年
[00:12:11.200 --> 00:12:14.200]  所以這裡是預表
[00:12:14.200 --> 00:12:18.200]  以色列因為自己的罪業受苦
[00:12:18.200 --> 00:12:22.200]  上帝就是藉著那些俘虜者
[00:12:22.200 --> 00:12:25.200]  捆綁那些以色列人
[00:12:25.200 --> 00:12:29.200]  上帝對耶路撒冷的心儀已決
[00:12:29.200 --> 00:12:32.200]  就是要攻破這個城為止
[00:12:32.200 --> 00:12:36.200]  在四章四至六節
[00:12:36.200 --> 00:12:39.200]  出現了四次承擔
[00:12:39.200 --> 00:12:41.200]  擔當這個字
[00:12:41.200 --> 00:12:46.200]  原文是有承受和替代的意思
[00:12:46.200 --> 00:12:48.200]  代替和擔當
[00:12:48.200 --> 00:12:52.200]  可以說是我們信仰裡很重要的一環
[00:12:52.200 --> 00:12:56.200]  指向神救贖罪人的方法
[00:12:56.200 --> 00:12:59.200]  神他親自來到世上
[00:12:59.200 --> 00:13:00.200]  道成肉身
[00:13:00.200 --> 00:13:05.200]  寫十字架上擔當了世人的罪業
[00:13:05.200 --> 00:13:09.200]  滿足上帝公義的要求
[00:13:09.200 --> 00:13:13.200]  以色列在這裡代表上帝
[00:13:13.200 --> 00:13:18.200]  代替了以色列和猶太家的罪業
[00:13:18.200 --> 00:13:20.200]  他以他自己的人生
[00:13:20.200 --> 00:13:23.200]  來告訴那些被擄的百姓
[00:13:23.200 --> 00:13:27.200]  他們過往是怎樣犯罪得罪神
[00:13:27.200 --> 00:13:34.200]  還要預言神要令他們滅亡在巴比倫裡
[00:13:34.200 --> 00:13:38.200]  先知的生命就像一個訊息
[00:13:38.200 --> 00:13:41.200]  一個罪業的回顧
[00:13:41.200 --> 00:13:45.200]  為當時的世代發出另類的呼籲
[00:13:45.200 --> 00:13:46.200]  告訴他們
[00:13:46.200 --> 00:13:49.200]  神一定會嚴懲罪業
[00:13:49.200 --> 00:13:52.200]  絕不姑息
[00:13:52.200 --> 00:13:54.200]  弟兄姊妹
[00:13:54.200 --> 00:14:00.200]  我們的生命又是反映一個甚麼訊息呢
[00:14:00.200 --> 00:14:03.200]  認識很多弟兄姊妹
[00:14:03.200 --> 00:14:05.200]  他們在工作上很勞苦
[00:14:05.200 --> 00:14:08.200]  特別是做老師
[00:14:08.200 --> 00:14:10.200]  有肢體分享告訴我
[00:14:10.200 --> 00:14:13.200]  他們每天面對學生
[00:14:13.200 --> 00:14:16.200]  都會用一口流利的髒話
[00:14:16.200 --> 00:14:17.200]  來跟他們對話
[00:14:17.200 --> 00:14:19.200]  中間沒有寫其他字
[00:14:19.200 --> 00:14:21.200]  就是那些字
[00:14:21.200 --> 00:14:22.200]  很流利的
[00:14:22.200 --> 00:14:25.200]  你說他們可以怎樣回應呢
[00:14:25.200 --> 00:14:29.200]  你當然不能夠用一口流利的廣東話
[00:14:29.200 --> 00:14:32.200]  去回應他們
[00:14:32.200 --> 00:14:38.200]  可能就當自己去了一個言語不通的世界就算了
[00:14:38.200 --> 00:14:41.200]  我真的很佩服他們
[00:14:41.200 --> 00:14:47.200]  見到他們的生命正正在傳遞神的道
[00:14:47.200 --> 00:14:49.200]  我相信那班同學有一天
[00:14:49.200 --> 00:14:52.200]  他們都能夠感受到
[00:14:52.200 --> 00:14:54.200]  從這位老師身上
[00:14:54.200 --> 00:14:58.200]  感受到天父對他的愛和包容
[00:14:58.200 --> 00:14:59.200]  弟兄姊妹
[00:14:59.200 --> 00:15:00.200]  你可能會說
[00:15:00.200 --> 00:15:03.200]  我又不是老師
[00:15:03.200 --> 00:15:06.200]  我又不是教育工作者
[00:15:06.200 --> 00:15:10.200]  我的生命是不是就不能傳遞神的道呢
[00:15:10.200 --> 00:15:12.200]  當然不是
[00:15:12.200 --> 00:15:16.200]  我們在座每一個基督徒
[00:15:16.200 --> 00:15:23.200]  我們的生命都應該都可以傳遞到神的道
[00:15:23.200 --> 00:15:26.200]  只要我們在自己崗位上
[00:15:26.200 --> 00:15:31.200]  願意忠心盡心地去活出基督的信仰
[00:15:31.200 --> 00:15:36.200]  珍惜每一個可以見證神的機會
[00:15:36.200 --> 00:15:40.200]  我們的生命就能夠傳遞到神的道
[00:15:40.200 --> 00:15:43.200]  都可以影響到身邊的人
[00:15:43.200 --> 00:15:47.200]  都可以成為福音和真理的代言人
[00:15:47.200 --> 00:15:53.200]  接著我邀請大家一起讀以西傑書16至17節
[00:15:54.200 --> 00:15:56.200]  他又對我說
[00:15:56.200 --> 00:15:58.200]  人子看那
[00:15:58.200 --> 00:16:02.200]  我必斷絕耶路撒冷糧食的供應
[00:16:02.200 --> 00:16:04.200]  他們要帶著憂慮
[00:16:04.200 --> 00:16:05.200]  限量吃餅
[00:16:05.200 --> 00:16:07.200]  帶著驚惶
[00:16:07.200 --> 00:16:12.200]  他們因缺糧缺水
[00:16:12.200 --> 00:16:14.200]  彼此驚惶
[00:16:14.200 --> 00:16:17.200]  在自己的罪孽中消滅
[00:16:17.200 --> 00:16:21.200]  接著要成為一個非凡的代言人
[00:16:21.200 --> 00:16:26.200]  必須要以信服的心去遵行神的旨意
[00:16:26.200 --> 00:16:29.200]  在四章九至十七節是第二段
[00:16:29.200 --> 00:16:33.200]  我將它命名為痛苦之餅
[00:16:33.200 --> 00:16:36.200]  記得剛才以西傑怎樣
[00:16:36.200 --> 00:16:37.200]  砌模型
[00:16:37.200 --> 00:16:39.200]  打側訓
[00:16:39.200 --> 00:16:43.200]  但他不是完全不可以動的
[00:16:43.200 --> 00:16:45.200]  他也要吃飯
[00:16:45.200 --> 00:16:46.200]  要喝水
[00:16:46.200 --> 00:16:48.200]  他吃什麼呢
[00:16:48.200 --> 00:16:50.200]  在第九節
[00:16:50.200 --> 00:16:53.200]  神就叫以西傑將可以吃的食材
[00:16:53.200 --> 00:17:00.200]  就是小麥、大麥、豆子、紅豆、小米和粗麥
[00:17:00.200 --> 00:17:02.200]  放在碗裡
[00:17:02.200 --> 00:17:04.200]  混合起來
[00:17:04.200 --> 00:17:05.200]  做什麼呢
[00:17:05.200 --> 00:17:06.200]  做餅
[00:17:06.200 --> 00:17:08.200]  可能你說
[00:17:08.200 --> 00:17:10.200]  都很健康
[00:17:10.200 --> 00:17:12.200]  很有機
[00:17:12.200 --> 00:17:14.200]  有機的東西
[00:17:14.200 --> 00:17:16.200]  現在我們吃麵包
[00:17:16.200 --> 00:17:18.200]  通常都會選擇
[00:17:18.200 --> 00:17:20.200]  我要全麥的
[00:17:20.200 --> 00:17:22.200]  又要黑麥的
[00:17:22.200 --> 00:17:23.200]  聽過嗎
[00:17:23.200 --> 00:17:24.200]  裸麥
[00:17:24.200 --> 00:17:26.200]  酸種
[00:17:26.200 --> 00:17:27.200]  全穀雜糧
[00:17:27.200 --> 00:17:28.200]  這些才健康
[00:17:28.200 --> 00:17:30.200]  混合起來很好
[00:17:30.200 --> 00:17:33.200]  原來當時的以色列人
[00:17:33.200 --> 00:17:34.200]  平日
[00:17:34.200 --> 00:17:37.200]  真的用餅做主食
[00:17:37.200 --> 00:17:42.200]  不過主要是用小麥和大麥來做
[00:17:42.200 --> 00:17:43.200]  你說
[00:17:43.200 --> 00:17:46.200]  混合其他雜糧一起做餅
[00:17:46.200 --> 00:17:47.200]  行不行呢
[00:17:47.200 --> 00:17:49.200]  沒有犯法的
[00:17:49.200 --> 00:17:50.200]  但是
[00:17:50.200 --> 00:17:51.200]  我們就知道了
[00:17:51.200 --> 00:17:54.200]  是因為不夠食材
[00:17:54.200 --> 00:17:57.200]  才要這樣做
[00:17:57.200 --> 00:17:59.200]  而且以西傑
[00:17:59.200 --> 00:18:04.200]  他每天都是限時限量地吃這個餅
[00:18:04.200 --> 00:18:08.200]  限時就是一天吃兩次
[00:18:08.200 --> 00:18:14.200]  限量就是每天只能吃24克
[00:18:14.200 --> 00:18:16.200]  大概多少呢
[00:18:16.200 --> 00:18:18.200]  228克
[00:18:18.200 --> 00:18:20.200]  即是多少
[00:18:20.200 --> 00:18:21.200]  都是不知道的
[00:18:21.200 --> 00:18:23.200]  半磅麵包
[00:18:23.200 --> 00:18:26.200]  如果你是一個成年人
[00:18:26.200 --> 00:18:28.200]  我給你半磅麵包
[00:18:28.200 --> 00:18:30.200]  一天
[00:18:30.200 --> 00:18:33.200]  誰覺得夠吃的
[00:18:33.200 --> 00:18:35.200]  誰不夠吃的
[00:18:35.200 --> 00:18:36.200]  對的
[00:18:36.200 --> 00:18:38.200]  不夠吃是對的
[00:18:38.200 --> 00:18:41.200]  因為這個不是一個減肥餐
[00:18:41.200 --> 00:18:43.200]  是瘦身餐
[00:18:43.200 --> 00:18:45.200]  還有
[00:18:45.200 --> 00:18:48.200]  他每天喝水都是限量的
[00:18:48.200 --> 00:18:50.200]  600毫升
[00:18:50.200 --> 00:18:52.200]  即是多少
[00:18:52.200 --> 00:18:54.200]  兩罐汽水
[00:18:54.200 --> 00:18:56.200]  兩罐汽水
[00:18:56.200 --> 00:18:57.200]  不夠八杯水
[00:18:57.200 --> 00:18:59.200]  平日喜歡喝八杯水
[00:18:59.200 --> 00:19:01.200]  不夠的
[00:19:01.200 --> 00:19:05.200]  這裡預表了以色列人在被困的時候
[00:19:05.200 --> 00:19:07.200]  將會缺水缺糧
[00:19:07.200 --> 00:19:10.200]  饑荒會淋到他們中間
[00:19:10.200 --> 00:19:13.200]  接下來
[00:19:13.200 --> 00:19:15.200]  我要做一個呼籲
[00:19:15.200 --> 00:19:17.200]  以下的情節
[00:19:17.200 --> 00:19:20.200]  可能會引起大家不安
[00:19:20.200 --> 00:19:23.200]  有家長陪同就最好
[00:19:23.200 --> 00:19:24.200]  如果沒有的
[00:19:24.200 --> 00:19:26.200]  有心理準備
[00:19:26.200 --> 00:19:27.200]  第十二節
[00:19:27.200 --> 00:19:30.200]  神叫以西傑要當眾
[00:19:30.200 --> 00:19:33.200]  用一種很特別的物體
[00:19:33.200 --> 00:19:35.200]  來做餅
[00:19:35.200 --> 00:19:37.200]  那是什麼
[00:19:37.200 --> 00:19:41.200]  我聽到一些「時時」聲
[00:19:41.200 --> 00:19:44.200]  我們斯文一點
[00:19:44.200 --> 00:19:45.200]  文雅一點
[00:19:45.200 --> 00:19:47.200]  我們說人的分別
[00:19:47.200 --> 00:19:49.200]  人的分別
[00:19:49.200 --> 00:19:50.200]  嘩
[00:19:50.200 --> 00:19:51.200]  你可能覺得
[00:19:51.200 --> 00:19:53.200]  這麼噁心
[00:19:53.200 --> 00:19:54.200]  嘩
[00:19:54.200 --> 00:19:56.200]  很重口味
[00:19:56.200 --> 00:19:57.200]  烤完的餅
[00:19:57.200 --> 00:19:59.200]  傳出陣陣的味道
[00:19:59.200 --> 00:20:01.200]  還能吃嗎
[00:20:01.200 --> 00:20:03.200]  不過大家
[00:20:03.200 --> 00:20:06.200]  也不用想得這麼差
[00:20:06.200 --> 00:20:08.200]  因為當時的人
[00:20:08.200 --> 00:20:12.200]  真的會用動物的糞便來做燃料
[00:20:12.200 --> 00:20:14.200]  用牛糞
[00:20:14.200 --> 00:20:18.200]  很少用木頭或碳來做燃料
[00:20:18.200 --> 00:20:19.200]  不過
[00:20:19.200 --> 00:20:22.200]  這次是用人糞
[00:20:22.200 --> 00:20:26.200]  人糞本身是不潔淨之物
[00:20:26.200 --> 00:20:28.200]  但你有沒有想到
[00:20:28.200 --> 00:20:31.200]  比較困難的是
[00:20:31.200 --> 00:20:36.200]  去哪裡找這麼多人糞回來
[00:20:36.200 --> 00:20:39.200]  你會不會問隔離輪者
[00:20:39.200 --> 00:20:41.200]  可不可以
[00:20:41.200 --> 00:20:43.200]  你方便的時候給我
[00:20:43.200 --> 00:20:45.200]  應該不會
[00:20:45.200 --> 00:20:47.200]  所以分分鐘是怎樣
[00:20:47.200 --> 00:20:53.200]  分分鐘就是要用以西傑本人的出品
[00:20:53.200 --> 00:20:54.200]  所以
[00:20:54.200 --> 00:20:55.200]  以西傑
[00:20:55.200 --> 00:20:57.200]  你說他不想吃
[00:20:57.200 --> 00:20:59.200]  不想吃那些餅
[00:20:59.200 --> 00:21:00.200]  也不行
[00:21:00.200 --> 00:21:02.200]  因為不然
[00:21:02.200 --> 00:21:04.200]  哪裡有燃料
[00:21:04.200 --> 00:21:07.200]  繼續去烤餅呢
[00:21:07.200 --> 00:21:10.200]  如果你是以西傑
[00:21:10.200 --> 00:21:12.200]  你聽到耶和華
[00:21:12.200 --> 00:21:15.200]  叫你用人糞來烤餅
[00:21:15.200 --> 00:21:17.200]  誰覺得不可以
