
[00:00:00.000 --> 00:00:02.000]  好 早安 弟兄姊妹
[00:01:12.000 --> 00:01:14.000]  即是侍奉人員
[00:01:14.000 --> 00:01:16.000]  因為剛才除了去彈奏
[00:01:16.000 --> 00:01:18.000]  唱歌的哥哥姐姐
[00:01:18.000 --> 00:01:20.000]  之外 其實今天
[00:01:20.000 --> 00:01:22.000]  椅子都是我們後面
[00:01:22.000 --> 00:01:24.000]  有一班哥哥姐姐 一班詩詩的哥哥姐姐
[00:01:24.000 --> 00:01:26.000]  幫我們排舞
[00:01:26.000 --> 00:01:28.000]  還有音響 燈光
[00:01:28.000 --> 00:01:30.000]  全部都由AV TEAM那班哥哥姐姐
[00:01:30.000 --> 00:01:32.000]  帶領我們
[00:01:32.000 --> 00:01:34.000]  所以我們清少部
[00:01:34.000 --> 00:01:36.000]  很期望
[00:01:36.000 --> 00:01:38.000]  頂姐妹的生命 你們的生命成長
[00:01:38.000 --> 00:01:40.000]  然後去做
[00:01:40.000 --> 00:01:42.000]  我們作為一班大人
[00:01:42.000 --> 00:01:44.000]  都渴望被你們去服侍
[00:01:44.000 --> 00:01:46.000]  你們去搞崇拜 讓我們來參與
[00:01:46.000 --> 00:01:48.000]  就是最開心的事
[00:01:48.000 --> 00:01:50.000]  進入今天講道的時間
[00:01:50.000 --> 00:01:52.000]  今天我講道的
[00:01:52.000 --> 00:01:54.000]  題目叫斷纜的原因
[00:01:54.000 --> 00:01:56.000]  斷纜 大家知不知道為什麼
[00:01:56.000 --> 00:01:58.000]  即是有一樣東西
[00:01:58.000 --> 00:02:00.000]  轉下轉下轉下
[00:02:00.000 --> 00:02:02.000]  突然間斷了 就叫斷纜
[00:02:02.000 --> 00:02:04.000]  即是譬如
[00:02:04.000 --> 00:02:06.000]  通常這個字會用來
[00:02:06.000 --> 00:02:08.000]  講那些賭錢
[00:02:08.000 --> 00:02:10.000]  你贏了一局 贏了一局 贏了一局
[00:02:10.000 --> 00:02:12.000]  然後再輸了
[00:02:12.000 --> 00:02:14.000]  那就叫斷了纜
[00:02:14.000 --> 00:02:16.000]  這樣形容的 但斷纜
[00:02:16.000 --> 00:02:18.000]  講的就是突然間
[00:02:18.000 --> 00:02:20.000]  動一動 停了的意思
[00:02:20.000 --> 00:02:22.000]  我講斷纜的原因是講什麼呢
[00:02:22.000 --> 00:02:24.000]  其實今次的講道是有關於
[00:02:24.000 --> 00:02:26.000]  傳福音
[00:02:26.000 --> 00:02:28.000]  從聖經裏面去看怎樣去傳福音
[00:02:28.000 --> 00:02:30.000]  我想問你一個問題
[00:02:30.000 --> 00:02:32.000]  問題就是你覺得
[00:02:32.000 --> 00:02:34.000]  拿著東西接收容易些
[00:02:34.000 --> 00:02:36.000]  還是傳出去容易些呢
[00:02:36.000 --> 00:02:38.000]  你想起什麼呢
[00:02:38.000 --> 00:02:40.000]  收東西容易些
[00:02:40.000 --> 00:02:42.000]  還是傳出去容易些
[00:02:42.000 --> 00:02:44.000]  如果是禮物的話就應該是
[00:02:44.000 --> 00:02:46.000]  收容易些 傳出去就很難
[00:02:46.000 --> 00:02:48.000]  如果是那些
[00:02:48.000 --> 00:02:50.000]  即是那些音樂球
[00:02:50.000 --> 00:02:52.000]  拿到最容易就不好
[00:02:52.000 --> 00:02:54.000]  傳出去就容易些
[00:02:54.000 --> 00:02:56.000]  今天講什麼呢 那個收和接
[00:02:56.000 --> 00:02:58.000]  是什麼呢 我講個故事給你聽
[00:02:58.000 --> 00:03:00.000]  是一個
[00:03:00.000 --> 00:03:02.000]  回不到起點的盒
[00:03:02.000 --> 00:03:04.000]  是什麼呢
[00:03:04.000 --> 00:03:06.000]  有一條村 很有趣的
[00:03:06.000 --> 00:03:08.000]  村裏面屋的擺法是這樣的
[00:03:08.000 --> 00:03:10.000]  二十間屋
[00:03:10.000 --> 00:03:12.000]  就是一條村 二十個家庭
[00:03:12.000 --> 00:03:14.000]  二十個家庭他們蓋屋的時候
[00:03:14.000 --> 00:03:16.000]  很友善的 蓋在旁邊
[00:03:16.000 --> 00:03:18.000]  二十間屋
[00:03:18.000 --> 00:03:20.000]  圍成一個圈就是他們的村
[00:03:20.000 --> 00:03:22.000]  這條村他們
[00:03:22.000 --> 00:03:24.000]  裏面全部都是農民
[00:03:24.000 --> 00:03:26.000]  他們靠耕田搵食
[00:03:26.000 --> 00:03:28.000]  但是這一年突然
[00:03:28.000 --> 00:03:30.000]  天氣很差
[00:03:30.000 --> 00:03:32.000]  全村
[00:03:32.000 --> 00:03:34.000]  農作物就失收
[00:03:34.000 --> 00:03:36.000]  出現的狀況就是饑荒
[00:03:36.000 --> 00:03:38.000]  沒有東西吃
[00:03:38.000 --> 00:03:40.000]  不過其中有一戶人
[00:03:40.000 --> 00:03:42.000]  原來他是一個很善良的富翁
[00:03:42.000 --> 00:03:44.000]  富翁 有錢人
[00:03:44.000 --> 00:03:46.000]  就算今年失收
[00:03:46.000 --> 00:03:48.000]  他還留下很多食物
[00:03:48.000 --> 00:03:50.000]  在他的糧倉裏面
[00:03:50.000 --> 00:03:52.000]  這個善良的富翁
[00:03:52.000 --> 00:03:54.000]  他決定一件事
[00:03:54.000 --> 00:03:56.000]  他就決定 這麼慘
[00:03:56.000 --> 00:03:58.000]  我的村 大家相親相愛
[00:03:58.000 --> 00:04:00.000]  等我來
[00:04:00.000 --> 00:04:02.000]  我每天都派些食物去幫大家
[00:04:02.000 --> 00:04:04.000]  於是他就準備了一個箱
[00:04:04.000 --> 00:04:06.000]  這個箱他就數好
[00:04:06.000 --> 00:04:08.000]  全村的人數 要吃多少
[00:04:08.000 --> 00:04:10.000]  一天吃多少
[00:04:10.000 --> 00:04:12.000]  他就放足夠的食物在這個盒裏
[00:04:12.000 --> 00:04:14.000]  然後他就將這個盒
[00:04:14.000 --> 00:04:16.000]  放在隔壁鄰居的門口
[00:04:16.000 --> 00:04:18.000]  原來這個盒上面
[00:04:18.000 --> 00:04:20.000]  滿了食物的盒裏面
[00:04:20.000 --> 00:04:22.000]  上面寫了一張字條
[00:04:22.000 --> 00:04:24.000]  寫著這個盒每天都會有
[00:04:24.000 --> 00:04:26.000]  足夠的食物送給你的
[00:04:26.000 --> 00:04:28.000]  請你拿了你自己的份之後
[00:04:28.000 --> 00:04:30.000]  你就將這個盒搬到隔壁的屋裏
[00:04:30.000 --> 00:04:32.000]  這樣慢慢傳傳傳
[00:04:32.000 --> 00:04:34.000]  就會傳到
[00:04:34.000 --> 00:04:36.000]  整條村裏的食物 就好像這樣
[00:04:36.000 --> 00:04:40.000]  是不是很厲害 我自己弄的
[00:04:40.000 --> 00:04:42.000]  很不錯吧
[00:04:42.000 --> 00:04:44.000]  我很努力的
[00:04:44.000 --> 00:04:46.000]  不過故事還沒完
[00:04:46.000 --> 00:04:48.000]  他繼續轉的
[00:04:48.000 --> 00:04:50.000]  你不用看他 你看我就可以了
[00:04:50.000 --> 00:04:52.000]  他繼續轉的
[00:04:52.000 --> 00:04:54.000]  這個盒最後
[00:04:54.000 --> 00:04:56.000]  每一天回到富翁的家的時候
[00:04:56.000 --> 00:04:58.000]  應該就滿了食物
[00:04:58.000 --> 00:05:00.000]  但他就會補回食物
[00:05:00.000 --> 00:05:02.000]  然後下一天
[00:05:02.000 --> 00:05:04.000]  就再傳開去
[00:05:04.000 --> 00:05:06.000]  於是第一天的時候
[00:05:06.000 --> 00:05:08.000]  大家收到食物 很饑荒的時候
[00:05:08.000 --> 00:05:10.000]  就收到食物
[00:05:10.000 --> 00:05:12.000]  不用叫我了 先傳過去
[00:05:12.000 --> 00:05:14.000]  第二天
[00:05:14.000 --> 00:05:16.000]  真的又出現了
[00:05:16.000 --> 00:05:18.000]  那個拿著拿著的箱子又滿了食物
[00:05:18.000 --> 00:05:20.000]  然後他就再吃
[00:05:20.000 --> 00:05:22.000]  大家都覺得很感激 很感動
[00:05:22.000 --> 00:05:24.000]  第三天
[00:05:24.000 --> 00:05:26.000]  還有呢 第三個圈
[00:05:26.000 --> 00:05:28.000]  轉過來了 還有呢
[00:05:28.000 --> 00:05:30.000]  然後就覺得很安心 很放心
[00:05:30.000 --> 00:05:32.000]  不過
[00:05:32.000 --> 00:05:34.000]  到第四天晚上的時候
[00:05:34.000 --> 00:05:36.000]  富翁等不到盒子回來
[00:05:36.000 --> 00:05:38.000]  原本轉來轉去
[00:05:38.000 --> 00:05:40.000]  一個很祝福的循環
[00:05:40.000 --> 00:05:42.000]  我剛才說
[00:05:42.000 --> 00:05:44.000]  斷了纜 就沒有了
[00:05:44.000 --> 00:05:46.000]  剩下一個空的箱子
[00:05:46.000 --> 00:05:48.000]  我想問你 你猜猜為什麼
[00:05:48.000 --> 00:05:50.000]  為什麼第四晚沒有了
[00:05:50.000 --> 00:05:54.000]  會不會是
[00:05:54.000 --> 00:05:56.000]  轉錯了方向
[00:05:56.000 --> 00:05:58.000]  一個人轉來轉去 滿了食物
[00:05:58.000 --> 00:06:00.000]  不如叫他轉右邊 又轉左邊
[00:06:00.000 --> 00:06:02.000]  又不是
[00:06:02.000 --> 00:06:04.000]  是不是有人在外面 圈外的人
[00:06:04.000 --> 00:06:06.000]  又進來搶食物
[00:06:06.000 --> 00:06:08.000]  或者有動物來吃
[00:06:08.000 --> 00:06:10.000]  都不是
[00:06:10.000 --> 00:06:12.000]  原來結果就像你們說的
[00:06:12.000 --> 00:06:14.000]  其中有一戶看到盒子的時候
[00:06:14.000 --> 00:06:16.000]  心裏面就想
[00:06:16.000 --> 00:06:18.000]  我不轉 都沒有人知道
[00:06:18.000 --> 00:06:20.000]  誰知道都是我拿了
[00:06:20.000 --> 00:06:22.000]  然後他又走出去
[00:06:22.000 --> 00:06:24.000]  看一看的時候 他又覺得
[00:06:24.000 --> 00:06:26.000]  他走的時候 哇 旁邊那個人
[00:06:26.000 --> 00:06:28.000]  肥肥白白的 他應該不爭食物
[00:06:28.000 --> 00:06:30.000]  他不爭食物
[00:06:30.000 --> 00:06:32.000]  沒問題 他不需要了
[00:06:32.000 --> 00:06:34.000]  把他關起來
[00:06:34.000 --> 00:06:36.000]  他又想 不如我幫大家
[00:06:36.000 --> 00:06:38.000]  保管著
[00:06:38.000 --> 00:06:40.000]  遲些好收成的時候才拿出來
[00:06:40.000 --> 00:06:42.000]  於是他就沒有傳開
[00:06:42.000 --> 00:06:44.000]  就這樣 原本一個
[00:06:44.000 --> 00:06:46.000]  很美麗的畫面 大家都充滿
[00:06:46.000 --> 00:06:48.000]  祝福的畫面 就不能夠實現
[00:06:48.000 --> 00:06:50.000]  就因為一個人
[00:06:50.000 --> 00:06:52.000]  只是拿不傳出去
[00:06:52.000 --> 00:06:54.000]  一個充滿了祝福的計劃
[00:06:54.000 --> 00:06:56.000]  就全面崩潰了 沒了
[00:06:56.000 --> 00:06:58.000]  不知道你覺不覺得可惜
[00:06:58.000 --> 00:07:00.000]  今天想講這個故事
[00:07:00.000 --> 00:07:02.000]  原來教會裏面
[00:07:02.000 --> 00:07:04.000]  都有一個這樣的盒子
[00:07:04.000 --> 00:07:06.000]  差不多的盒子在轉
[00:07:06.000 --> 00:07:08.000]  那個盒子是怎樣的呢
[00:07:08.000 --> 00:07:10.000]  那個盒子是一個裝著
[00:07:10.000 --> 00:07:12.000]  很多恩典 很多神的祝福的盒子
[00:07:12.000 --> 00:07:14.000]  那個是一個福音的盒子
[00:07:14.000 --> 00:07:16.000]  什麼來的
[00:07:16.000 --> 00:07:18.000]  福音是耶穌基督在
[00:07:18.000 --> 00:07:20.000]  十字架上為我們死
[00:07:20.000 --> 00:07:22.000]  去拯救我們 這個就是福音
[00:07:22.000 --> 00:07:24.000]  我們死了之後可以上天堂
[00:07:24.000 --> 00:07:26.000]  我們生命很多罪都可以
[00:07:26.000 --> 00:07:28.000]  得到上帝的祝福 這個就是福音
[00:07:28.000 --> 00:07:30.000]  不過 原來耶穌吩咐我們
[00:07:30.000 --> 00:07:32.000]  要把這個福音傳出去
[00:07:32.000 --> 00:07:34.000]  所以這個盒子
[00:07:34.000 --> 00:07:36.000]  這個祝福的循環 原來早已經開始了
[00:07:36.000 --> 00:07:38.000]  不過我想問的就是
[00:07:38.000 --> 00:07:40.000]  這個盒子現在的狀態
[00:07:40.000 --> 00:07:42.000]  是怎樣的呢
[00:07:42.000 --> 00:07:44.000]  是充滿了
[00:07:44.000 --> 00:07:46.000]  好像這個 還是沒有東西了
[00:07:46.000 --> 00:07:48.000]  因為沒有傳出去 而沒有東西呢
[00:07:48.000 --> 00:07:50.000]  我想問
[00:07:50.000 --> 00:07:52.000]  這個盒子現在收在哪裏
[00:07:52.000 --> 00:07:54.000]  會不會在你抱著的書包裏
[00:07:54.000 --> 00:07:56.000]  會不會
[00:07:56.000 --> 00:07:58.000]  是你
[00:07:58.000 --> 00:08:00.000]  有時你回到教會
[00:08:00.000 --> 00:08:02.000]  拿個盒子 嘩 上帝恩典
[00:08:02.000 --> 00:08:04.000]  上帝十字架真好 就好像
[00:08:04.000 --> 00:08:06.000]  聽道 聽詩歌
[00:08:06.000 --> 00:08:08.000]  跟朋友玩
[00:08:08.000 --> 00:08:10.000]  讓導師關心的時候 就好像
[00:08:10.000 --> 00:08:12.000]  你打開盒子看一看 然後關起來
[00:08:12.000 --> 00:08:14.000]  然後塞在床下底
[00:08:14.000 --> 00:08:16.000]  可能你的福音
[00:08:16.000 --> 00:08:18.000]  是你的父母給你的
[00:08:18.000 --> 00:08:20.000]  可能你的家人給你的
[00:08:20.000 --> 00:08:22.000]  或者你的朋友
[00:08:22.000 --> 00:08:24.000]  將福音傳給你 我想問
[00:08:24.000 --> 00:08:26.000]  這個盒子現在究竟在哪裏
[00:08:26.000 --> 00:08:28.000]  我又問
[00:08:28.000 --> 00:08:30.000]  你打不打算將這個盒子
[00:08:30.000 --> 00:08:32.000]  整天都留在你的手裏
[00:08:32.000 --> 00:08:34.000]  今天其實很想和你去看
[00:08:34.000 --> 00:08:36.000]  仔細去看一下 這個盒子
[00:08:36.000 --> 00:08:38.000]  這個福音的盒子裏面 其實上面寫了一張字條
[00:08:38.000 --> 00:08:40.000]  寫著 究竟寫了什麼呢
[00:08:40.000 --> 00:08:42.000]  今天看的經文
[00:08:42.000 --> 00:08:44.000]  會在《馬太福音》28章18至20節
[00:08:44.000 --> 00:08:46.000]  這段經文
[00:08:46.000 --> 00:08:48.000]  一般在教會裏面
[00:08:48.000 --> 00:08:50.000]  會稱它為大使命
[00:08:50.000 --> 00:08:52.000]  這個大使命是耶穌在
[00:08:52.000 --> 00:08:54.000]  十字架死後復活
[00:08:54.000 --> 00:08:56.000]  和門徒相處之後
[00:08:56.000 --> 00:08:58.000]  他升天
[00:08:58.000 --> 00:09:00.000]  他留在地上
[00:09:00.000 --> 00:09:02.000]  最後的一句說話
[00:09:02.000 --> 00:09:04.000]  所以我們說是耶穌的遺言
[00:09:04.000 --> 00:09:06.000]  也是耶穌對我們最大的
[00:09:06.000 --> 00:09:08.000]  吩咐 讓我們一起去讀
[00:09:08.000 --> 00:09:10.000]  這段經文 我們準備
[00:09:10.000 --> 00:09:12.000]  1 2 3 耶穌進前來
[00:09:12.000 --> 00:09:14.000]  對他們說
[00:09:14.000 --> 00:09:16.000]  天上地下所有的
[00:09:16.000 --> 00:09:18.000]  權柄都賜給我了
[00:09:18.000 --> 00:09:20.000]  所以你們要去
[00:09:20.000 --> 00:09:22.000]  使萬民作我的門徒
[00:09:22.000 --> 00:09:24.000]  奉父子聖靈的名
[00:09:24.000 --> 00:09:26.000]  給他們施洗
[00:09:26.000 --> 00:09:28.000]  凡我所吩咐你們的
[00:09:28.000 --> 00:09:30.000]  都教訓他們遵守
[00:09:30.000 --> 00:09:32.000]  我就常與你們同在
[00:09:32.000 --> 00:09:34.000]  直到世界的末了
[00:09:34.000 --> 00:09:36.000]  讓我們一起祈禱
[00:09:36.000 --> 00:09:38.000]  主幫助我們
[00:09:38.000 --> 00:09:40.000]  打開我們的心 讓我們能夠聽得明
[00:09:40.000 --> 00:09:42.000]  祢的道理 祢的吩咐
[00:09:42.000 --> 00:09:44.000]  讓我們在我們的生活裏面
[00:09:44.000 --> 00:09:46.000]  去實踐出來 我們禱告 奉主耶穌基督
[00:09:46.000 --> 00:09:48.000]  明治祈求 阿們
[00:09:48.000 --> 00:09:50.000]  我們一起去看
[00:09:50.000 --> 00:09:52.000]  為什麼這個祝福的循環好像不太順利
[00:09:52.000 --> 00:09:54.000]  為什麼有時候會停了
[00:09:54.000 --> 00:09:56.000]  沒有了 放慢的原因究竟是什麼
[00:09:56.000 --> 00:09:58.000]  究竟斷了纜的原因是什麼
[00:09:58.000 --> 00:10:00.000]  我會分兩個分題
[00:10:00.000 --> 00:10:02.000]  去看 第一個分題就叫
[00:10:02.000 --> 00:10:04.000]  去延續愛循環
[00:10:04.000 --> 00:10:06.000]  你就說愛循環是什麼
[00:10:06.000 --> 00:10:08.000]  愛循環其實是一個
[00:10:08.000 --> 00:10:10.000]  經濟學的名詞 不過
[00:10:10.000 --> 00:10:12.000]  我不是想說這件事 因為我知道你不懂
[00:10:12.000 --> 00:10:14.000]  其實我也不懂 所以這個名字
[00:10:14.000 --> 00:10:16.000]  其實是我作的
[00:10:16.000 --> 00:10:18.000]  我指的是信徒群體
[00:10:18.000 --> 00:10:20.000]  和未信者的關係
[00:10:20.000 --> 00:10:22.000]  而內循環
[00:10:22.000 --> 00:10:24.000]  也就是說我們屬靈生命和福音的關係
[00:10:24.000 --> 00:10:26.000]  什麼來的 我們一起去看
[00:10:26.000 --> 00:10:28.000]  先看看外面有個循環
[00:10:28.000 --> 00:10:30.000]  祝福的循環
[00:10:30.000 --> 00:10:32.000]  第十九節說
[00:10:32.000 --> 00:10:34.000]  所以你們要去
[00:10:34.000 --> 00:10:36.000]  使萬民作愛的門徒
[00:10:36.000 --> 00:10:38.000]  留意這裡耶穌的吩咐
[00:10:38.000 --> 00:10:40.000]  的動詞 祂說你要去
[00:10:40.000 --> 00:10:42.000]  去
[00:10:42.000 --> 00:10:44.000]  耶穌不是叫我們要來
[00:10:44.000 --> 00:10:46.000]  我們經常說回教會
[00:10:46.000 --> 00:10:48.000]  來回教會 耶穌說你們要去
[00:10:48.000 --> 00:10:50.000]  耶穌吩咐我們
[00:10:50.000 --> 00:10:52.000]  要走出去 而不是要聚在一起
[00:10:52.000 --> 00:10:54.000]  而不是要回來聚在一起
[00:10:54.000 --> 00:10:56.000]  盒子為什麼傳不開
[00:10:56.000 --> 00:10:58.000]  為什麼會是空的
[00:10:58.000 --> 00:11:00.000]  斷纜究竟在哪裡
[00:11:00.000 --> 00:11:02.000]  原來斷在我們有時
[00:11:02.000 --> 00:11:04.000]  不肯出去 我們只肯回來
[00:11:04.000 --> 00:11:06.000]  我們內聚而不是外展
[00:11:06.000 --> 00:11:08.000]  我們都是一群
[00:11:08.000 --> 00:11:10.000]  可能我們這裡大部分
[00:11:10.000 --> 00:11:12.000]  都是一群信義代
[00:11:12.000 --> 00:11:14.000]  可能是爸爸媽媽傳福音給你
[00:11:14.000 --> 00:11:16.000]  或者叫你回教會 說你是基督徒
[00:11:16.000 --> 00:11:18.000]  你是那種
[00:11:18.000 --> 00:11:20.000]  對我們這群信義代來說
[00:11:20.000 --> 00:11:22.000]  有一個地方 有一個難處
[00:11:22.000 --> 00:11:24.000]  讓我們很難走出去 就是什麼
[00:11:24.000 --> 00:11:26.000]  因為我們太習慣回教會
[00:11:26.000 --> 00:11:28.000]  我們是來到教會
[00:11:28.000 --> 00:11:30.000]  我們至少就被
[00:11:30.000 --> 00:11:32.000]  父母帶來 甚至逼到來
[00:11:32.000 --> 00:11:34.000]  坐在這裡聽
[00:11:34.000 --> 00:11:36.000]  我們習慣了享受詩歌
[00:11:36.000 --> 00:11:38.000]  我們習慣了回來給導師去
[00:11:38.000 --> 00:11:40.000]  關心 給牧者去關心
[00:11:40.000 --> 00:11:42.000]  只不過我們會將基督徒的生活
[00:11:42.000 --> 00:11:44.000]  就等於教會聚會
[00:11:44.000 --> 00:11:46.000]  我們覺得信耶穌就是回教會
[00:11:46.000 --> 00:11:48.000]  但是耶穌告訴我們
[00:11:48.000 --> 00:11:50.000]  原來我們以為
[00:11:50.000 --> 00:11:52.000]  回來教會就是終點
[00:11:52.000 --> 00:11:54.000]  但是耶穌說原來你回來教會
[00:11:54.000 --> 00:11:56.000]  你出去才是你信仰的起點
[00:11:56.000 --> 00:11:58.000]  原來福音
[00:11:58.000 --> 00:12:00.000]  就好像那盒食物一樣
[00:12:00.000 --> 00:12:02.000]  上帝將救恩
[00:12:02.000 --> 00:12:04.000]  白白給了你
[00:12:04.000 --> 00:12:06.000]  不是叫你收起來
[00:12:06.000 --> 00:12:08.000]  而是要你傳開它 我們叫過一手
[00:12:08.000 --> 00:12:10.000]  一手
[00:12:10.000 --> 00:12:12.000]  怎樣過一手呢
[00:12:12.000 --> 00:12:14.000]  我說的外循環是
[00:12:14.000 --> 00:12:16.000]  福音的循環是這樣的
[00:12:16.000 --> 00:12:18.000]  當你領受了福音的時候
[00:12:18.000 --> 00:12:20.000]  神可能將福音給了你的父母
[00:12:20.000 --> 00:12:22.000]  然後你的父母就給你
[00:12:22.000 --> 00:12:24.000]  那你
[00:12:24.000 --> 00:12:26.000]  如果不傳開它 就沒有了
[00:12:26.000 --> 00:12:28.000]  斷了纜 但如果你傳開它
[00:12:28.000 --> 00:12:30.000]  然後它又再傳
[00:12:30.000 --> 00:12:32.000]  它又再傳 它又再傳
[00:12:32.000 --> 00:12:34.000]  然後傳開它的時候
[00:12:34.000 --> 00:12:36.000]  我們就會在裡面不斷經歷到神的恩典
[00:12:36.000 --> 00:12:38.000]  不過如果你
[00:12:38.000 --> 00:12:40.000]  停在這裡不和你的朋友
[00:12:40.000 --> 00:12:42.000]  不和你的同學 不和那些未信的
[00:12:42.000 --> 00:12:44.000]  親人去分享耶穌的時候
[00:12:44.000 --> 00:12:46.000]  原來福音的流動就斷了
[00:12:46.000 --> 00:12:48.000]  很多我們信
[00:12:48.000 --> 00:12:50.000]  二代的信仰
[00:12:50.000 --> 00:12:52.000]  會認為
[00:12:52.000 --> 00:12:54.000]  信仰是父母的
[00:12:54.000 --> 00:12:56.000]  為什麼呢 原來原因就是
[00:12:56.000 --> 00:12:58.000]  因為你沒有親自去傳福音
[00:12:58.000 --> 00:13:00.000]  當你沒有傳過的時候
[00:13:00.000 --> 00:13:02.000]  你永遠都是一個消費者
[00:13:02.000 --> 00:13:04.000]  你永遠不是一個參與者
[00:13:04.000 --> 00:13:06.000]  你拿到的福音
[00:13:06.000 --> 00:13:08.000]  永遠都是二手的
[00:13:08.000 --> 00:13:10.000]  怎樣可以將二手成為一手的信仰
[00:13:10.000 --> 00:13:12.000]  就是你親自去經歷過
[00:13:12.000 --> 00:13:14.000]  一手的祝福
[00:13:14.000 --> 00:13:16.000]  所以原來傳福音真的很重要
[00:13:16.000 --> 00:13:18.000]  聽到這裡的時候
[00:13:18.000 --> 00:13:20.000]  我不知道你心裡面有沒有這樣想
[00:13:20.000 --> 00:13:22.000]  或者這樣和我說話
[00:13:22.000 --> 00:13:24.000]  阿君 我當然知道
[00:13:24.000 --> 00:13:26.000]  我當然知道要傳
[00:13:26.000 --> 00:13:28.000]  不過我不敢
[00:13:28.000 --> 00:13:30.000]  我又問 為什麼我們不敢去傳呢
[00:13:30.000 --> 00:13:32.000]  我發覺原來是我們裡面
[00:13:32.000 --> 00:13:34.000]  有一場神的權柄
[00:13:34.000 --> 00:13:36.000]  和我們的恐懼的對決
[00:13:36.000 --> 00:13:38.000]  因為我們有很多恐懼在裡面
[00:13:38.000 --> 00:13:40.000]  讓我們回到
[00:13:40.000 --> 00:13:42.000]  我剛才說的故事裡面
[00:13:42.000 --> 00:13:44.000]  我想問你猜猜
[00:13:44.000 --> 00:13:46.000]  那戶人為什麼要收起所有的食物
[00:13:46.000 --> 00:13:48.000]  可能是
[00:13:48.000 --> 00:13:50.000]  貪心 可能是
[00:13:50.000 --> 00:13:52.000]  自私 不過更深層
[00:13:52.000 --> 00:13:54.000]  我們去看的時候
[00:13:54.000 --> 00:13:56.000]  我覺得更可能的是恐懼
[00:13:56.000 --> 00:13:58.000]  他害怕 我傳出去之後
[00:13:58.000 --> 00:14:00.000]  我明天沒得吃
[00:14:00.000 --> 00:14:02.000]  明天有 但不知道第四天有沒有
[00:14:02.000 --> 00:14:04.000]  所以他收起所有食物
[00:14:04.000 --> 00:14:06.000]  今天我們不敢去傳福音
[00:14:06.000 --> 00:14:08.000]  背後往往都是這兩個原因
[00:14:08.000 --> 00:14:10.000]  第一 可能是自私
[00:14:10.000 --> 00:14:12.000]  我們內罪 我們經常想回來
[00:14:12.000 --> 00:14:14.000]  我們想要 但不想給
[00:14:14.000 --> 00:14:16.000]  我只是想享受神的愛
[00:14:16.000 --> 00:14:18.000]  我不想麻煩 這麼麻煩
[00:14:18.000 --> 00:14:20.000]  我和別人說會被人拒絕
[00:14:20.000 --> 00:14:22.000]  我覺得回教會已經很好了
[00:14:22.000 --> 00:14:24.000]  為什麼要搞這麼多事
[00:14:24.000 --> 00:14:26.000]  第二個可能也是恐懼
[00:14:26.000 --> 00:14:28.000]  我怕被人笑
[00:14:28.000 --> 00:14:30.000]  我怕別人問我問題
[00:14:30.000 --> 00:14:32.000]  我不懂回答
[00:14:32.000 --> 00:14:34.000]  我怕我和朋友講福音的時候
[00:14:34.000 --> 00:14:36.000]  他會笑我
