
[00:00:00.000 --> 00:00:07.240]  好 大家不如和旁邊的說一聲新年快樂
[00:01:33.560 --> 00:01:37.800]  我想其實我們每一年立很多目標
[00:01:37.800 --> 00:01:39.680]  立很多東西
[00:01:39.680 --> 00:01:41.760]  我們很想立完就算了
[00:01:41.760 --> 00:01:43.000]  就會忘記了
[00:01:43.000 --> 00:01:45.600]  不過今年是新的一年
[00:01:45.600 --> 00:01:47.680]  第一個星期的崇拜
[00:01:47.680 --> 00:01:49.240]  很想問問你
[00:01:49.240 --> 00:01:50.880]  你的目標裡面
[00:01:50.880 --> 00:01:53.360]  除了你想學一些東西
[00:01:53.360 --> 00:01:55.960]  或者自己有一些東西得到
[00:01:55.960 --> 00:01:58.360]  不知道你的目標裡面
[00:01:58.360 --> 00:02:01.160]  有沒有一些是關於信仰
[00:02:01.160 --> 00:02:03.440]  或者關於屬靈上的東西
[00:02:03.440 --> 00:02:08.560]  今天我們講到的經文是《路加福音》9章23-24節
[00:02:08.560 --> 00:02:12.000]  主題是有關屬靈上的去舊迎新
[00:02:12.000 --> 00:02:15.400]  我們一起先讀出以下的經文
[00:02:15.400 --> 00:02:16.680]  這次只有兩節
[00:02:16.680 --> 00:02:19.720]  大家一起精神奕奕地讀這兩節的經文
[00:02:19.720 --> 00:02:20.240]  好嗎?
[00:02:20.240 --> 00:02:21.360]  預備起
[00:02:21.880 --> 00:02:24.080]  耶穌又對眾人說
[00:02:24.080 --> 00:02:26.280]  若有人要跟從我
[00:02:26.280 --> 00:02:27.880]  就當捨己
[00:02:27.880 --> 00:02:32.200]  天天背起自己的十字架來跟從我
[00:02:32.200 --> 00:02:35.280]  因為凡要救自己生命的
[00:02:35.280 --> 00:02:37.160]  必喪失生命
[00:02:37.160 --> 00:02:39.680]  凡為我喪失生命的
[00:02:39.680 --> 00:02:42.000]  他必救自己的生命
[00:02:42.000 --> 00:02:43.560]  我們一起先有個禱告
[00:02:43.560 --> 00:02:46.760]  最感謝你讓我們在新的一年
[00:02:46.760 --> 00:02:48.280]  能夠在上帝你的家
[00:02:48.280 --> 00:02:51.080]  透過你的道成為我們的提醒
[00:02:51.080 --> 00:02:52.360]  願你幫助我們
[00:02:52.360 --> 00:02:54.960]  如果當中我們有一些煩惱
[00:02:54.960 --> 00:02:57.240]  或者可能要考試等等的東西
[00:02:57.240 --> 00:02:58.440]  都求你去拿去
[00:02:58.440 --> 00:03:01.200]  以致我們接下來的一小時左右的時間
[00:03:01.200 --> 00:03:03.840]  能夠明白你給我們的道
[00:03:03.840 --> 00:03:07.520]  以致我們新一年能夠過一個去舊迎新的一年
[00:03:07.520 --> 00:03:09.640]  成為一個更像主你的人
[00:03:09.640 --> 00:03:10.600]  最後幫助我們
[00:03:10.600 --> 00:03:11.280]  以信禱告
[00:03:11.280 --> 00:03:13.040]  奉著耶穌基督的聖名求
[00:03:13.040 --> 00:03:14.160]  Amen
[00:03:14.160 --> 00:03:17.680]  好 我們一起進入經文
[00:03:17.680 --> 00:03:20.200]  第一點就是講去舊
[00:03:20.200 --> 00:03:21.960]  去舊是甚麼呢
[00:03:21.960 --> 00:03:24.480]  我們會先看第23節
[00:03:24.480 --> 00:03:26.120]  這裡說
[00:03:26.120 --> 00:03:31.920]  「耶穌對眾人說:若有人要跟從我,就當寫記」
[00:03:31.920 --> 00:03:33.520]  寫記這個字
[00:03:33.520 --> 00:03:35.440]  我不知道一聽到的時候
[00:03:35.440 --> 00:03:37.080]  你會想起甚麼
[00:03:37.080 --> 00:03:38.240]  想起這個字的時候
[00:03:38.240 --> 00:03:42.960]  我之前說我中六左右信耶穌
[00:03:42.960 --> 00:03:44.680]  我中六看到這個字的時候
[00:03:44.680 --> 00:03:46.080]  立即想到甚麼呢
[00:03:46.760 --> 00:03:50.680]  是不是基督徒要像耶穌基督那樣寫記
[00:03:50.680 --> 00:03:53.360]  犧牲自己的性命去做一些事情
[00:03:53.360 --> 00:03:54.400]  我當時就想
[00:03:54.400 --> 00:03:56.520]  這麼大件事的嗎
[00:03:56.520 --> 00:03:59.520]  不過今天進入到經文裡面
[00:03:59.520 --> 00:04:01.680]  原來其實耶穌不是叫我們這樣做
[00:04:01.680 --> 00:04:04.960]  不然這個世界就不會有基督徒出現了
[00:04:04.960 --> 00:04:07.000]  因為如果每次都信了這句
[00:04:07.000 --> 00:04:08.280]  寫記的話
[00:04:08.280 --> 00:04:10.400]  究竟是甚麼意思呢
[00:04:10.400 --> 00:04:11.880]  進入到經文裡面
[00:04:11.880 --> 00:04:13.800]  原來耶穌說的寫記
[00:04:13.800 --> 00:04:16.000]  不是在說犧牲你的性命
[00:04:16.000 --> 00:04:17.000]  而是在說
[00:04:17.000 --> 00:04:18.800]  原文其實是在說
[00:04:18.800 --> 00:04:20.400]  deny yourself
[00:04:20.400 --> 00:04:21.280]  是甚麼意思呢
[00:04:21.280 --> 00:04:24.120]  是在說捨棄你的一些救我
[00:04:24.120 --> 00:04:26.200]  記得耶穌這裡
[00:04:26.200 --> 00:04:28.600]  說眾人是一群門徒
[00:04:28.600 --> 00:04:31.320]  那群門徒信了耶穌
[00:04:31.320 --> 00:04:33.560]  究竟他們要他們去寫記
[00:04:33.560 --> 00:04:34.480]  deny yourself
[00:04:34.480 --> 00:04:35.680]  否定自我呢
[00:04:35.680 --> 00:04:38.360]  但這個否定自我或者叫寫記救我
[00:04:38.360 --> 00:04:40.880]  不是說你覺得自己好像地底泥
[00:04:40.880 --> 00:04:43.080]  不是說你覺得自己很差
[00:04:43.080 --> 00:04:44.440]  是沒有意思的
[00:04:45.000 --> 00:04:46.600]  耶穌這裡是說
[00:04:46.600 --> 00:04:48.160]  如果要跟從神的人
[00:04:48.160 --> 00:04:51.280]  他要捨棄他生命裡面救我的部分
[00:04:51.280 --> 00:04:53.120]  信主前的一些東西
[00:04:53.120 --> 00:04:56.000]  可能是一些不合神心意的心思意念
[00:04:56.000 --> 00:04:57.600]  或者行事為人
[00:04:57.600 --> 00:04:59.520]  又很特別
[00:04:59.520 --> 00:05:01.440]  23節他說完寫記之後
[00:05:01.440 --> 00:05:02.120]  就是在說
[00:05:02.120 --> 00:05:04.520]  那些人天天要背起怎樣呢
[00:05:04.520 --> 00:05:07.120]  是自己的十字架來跟從我
[00:05:07.120 --> 00:05:09.760]  他在說的不是同一個十字架
[00:05:09.760 --> 00:05:12.640]  在說那個救我要捨棄的東西
[00:05:12.640 --> 00:05:13.960]  每個人都不同
[00:05:13.960 --> 00:05:15.800]  是你有自己的十字架
[00:05:15.800 --> 00:05:18.760]  你有自己要捨棄的東西
[00:05:18.760 --> 00:05:20.760]  你要捨棄的救我
[00:05:20.760 --> 00:05:21.760]  都是不一樣的
[00:05:21.760 --> 00:05:25.400]  那你說那些救我會是什麼呢
[00:05:25.400 --> 00:05:28.600]  可能是一些外顯的壞習慣
[00:05:28.600 --> 00:05:31.320]  也有可能是一些內在的思想
[00:05:31.320 --> 00:05:33.160]  或者一些情緒情感
[00:05:33.160 --> 00:05:35.720]  我不知道你生命裡面
[00:05:35.720 --> 00:05:39.880]  有沒有哪一樣的救我是很難去捨棄的
[00:05:39.880 --> 00:05:42.880]  會不會是容易發脾氣
[00:05:43.160 --> 00:05:45.760]  會不會是你討厭一個人
[00:05:45.760 --> 00:05:48.160]  會不會是說謊
[00:05:48.160 --> 00:05:50.760]  也會不會是跟別人比較
[00:05:50.760 --> 00:05:54.320]  甚至可能有一些是你覺得自己很差
[00:05:54.320 --> 00:05:55.320]  很自卑的東西
[00:05:55.320 --> 00:05:57.360]  以致你不能夠去捨棄
[00:05:57.360 --> 00:05:59.360]  不能夠去體會上你的愛
[00:05:59.360 --> 00:06:03.080]  又或者是你崇拜或者是上教會的時候
[00:06:03.080 --> 00:06:04.280]  你機不離手
[00:06:04.280 --> 00:06:07.360]  這樣去阻礙你跟上帝的關係
[00:06:07.360 --> 00:06:10.600]  其實那些救我是什麼呢
[00:06:10.600 --> 00:06:13.200]  通常是我們一些習以為常
[00:06:13.200 --> 00:06:17.120]  或者是我們自己也很認同的想法和事情
[00:06:17.120 --> 00:06:20.120]  所以當人要去改變這些救我
[00:06:20.120 --> 00:06:22.520]  我們本身很接納很認同的事情的時候
[00:06:22.520 --> 00:06:24.200]  我們有一件事是很厲害的
[00:06:24.200 --> 00:06:25.400]  你知道是什麼嗎
[00:06:25.400 --> 00:06:29.400]  當別人要你改變一些你很習慣的東西的時候
[00:06:29.400 --> 00:06:31.400]  第一件事我們最厲害的就是
[00:06:31.400 --> 00:06:32.320]  逃跑
[00:06:32.320 --> 00:06:33.040]  逃避
[00:06:33.040 --> 00:06:34.520]  我不要改變
[00:06:34.520 --> 00:06:37.160]  而為了逃避改變
[00:06:37.160 --> 00:06:42.560]  你也會用你的理智去合理化這些救我的東西
[00:06:42.560 --> 00:06:44.760]  那些理由會是什麼呢
[00:06:44.760 --> 00:06:47.480]  我自己也有親身的經歷
[00:06:47.480 --> 00:06:49.680]  我從小到大都是這樣的
[00:06:49.680 --> 00:06:51.000]  我很容易發脾氣
[00:06:51.000 --> 00:06:52.560]  很容易情緒化
[00:06:52.560 --> 00:06:53.560]  改不了
[00:06:53.560 --> 00:06:53.960]  沒有了
[00:06:53.960 --> 00:06:55.160]  上帝做我的就是這樣
[00:06:55.160 --> 00:06:57.160]  連上帝的名字也帶出來了
[00:06:57.160 --> 00:06:59.480]  又或者可能你會說
[00:06:59.480 --> 00:07:02.440]  我過去被誰誰傷害過
[00:07:02.440 --> 00:07:03.560]  我很恨他
[00:07:03.560 --> 00:07:04.560]  也很合理
[00:07:04.560 --> 00:07:05.680]  很正常而已
[00:07:05.680 --> 00:07:07.080]  上帝也明白的
[00:07:07.080 --> 00:07:09.760]  又或者可能你會說
[00:07:09.760 --> 00:07:11.560]  每個人都是這樣的
[00:07:11.560 --> 00:07:12.760]  誰不說是非
[00:07:12.760 --> 00:07:14.560]  誰不會說謊
[00:07:14.560 --> 00:07:15.760]  其實每個人都這樣做
[00:07:15.760 --> 00:07:16.960]  有什麼問題呢
[00:07:16.960 --> 00:07:19.880]  很多時候我們當要面對
[00:07:19.880 --> 00:07:21.880]  要改變我們這個舊我的時候
[00:07:21.880 --> 00:07:25.160]  我們會用這些好像是理由的理由
[00:07:25.160 --> 00:07:27.560]  其實背後也是一個藉口
[00:07:27.560 --> 00:07:29.280]  去很想逃避
[00:07:29.280 --> 00:07:32.160]  很想不去脫離這些舊我的
[00:07:32.160 --> 00:07:34.560]  的確寫記
[00:07:34.560 --> 00:07:36.360]  或者這裡說
[00:07:36.360 --> 00:07:39.360]  要去捨棄我們的舊我
[00:07:39.360 --> 00:07:40.360]  真的很難的
[00:07:40.360 --> 00:07:41.560]  我自己也很明白
[00:07:41.560 --> 00:07:43.160]  不過我們又看看
[00:07:43.160 --> 00:07:45.640]  耶穌為什麼要求門徒
[00:07:45.640 --> 00:07:46.760]  或者跟從他的人
[00:07:46.760 --> 00:07:48.440]  要這樣去寫記
[00:07:48.440 --> 00:07:51.960]  天天背起自己的十字架來跟從耶穌呢
[00:07:51.960 --> 00:07:53.960]  耶穌在第24節
[00:07:53.960 --> 00:07:55.560]  有一個補充
[00:07:55.560 --> 00:07:57.160]  他說因為
[00:07:57.160 --> 00:07:59.240]  因為凡要救自己生命的
[00:07:59.240 --> 00:08:00.440]  必喪失生命
[00:08:00.440 --> 00:08:02.160]  凡為我喪失生命的
[00:08:02.160 --> 00:08:03.440]  他必救自己生命
[00:08:03.520 --> 00:08:04.320]  可能這裡說
[00:08:04.320 --> 00:08:06.840]  我每一字都懂得讀
[00:08:06.840 --> 00:08:07.840]  懂得看
[00:08:07.840 --> 00:08:09.640]  都知道表面意思
[00:08:09.640 --> 00:08:11.440]  究竟是什麼意思呢
[00:08:11.440 --> 00:08:13.440]  其實剛剛說的寫記
[00:08:13.440 --> 00:08:15.120]  是說救我的時候
[00:08:15.120 --> 00:08:16.920]  原來這裡如果用一個
[00:08:16.920 --> 00:08:19.320]  現代一點的說法就是
[00:08:19.320 --> 00:08:20.920]  當跟從主的人
[00:08:20.920 --> 00:08:23.320]  仍然要堅持你的救我
[00:08:23.320 --> 00:08:25.240]  救的那一部分的自己
[00:08:25.240 --> 00:08:26.640]  你會喪失生命
[00:08:26.640 --> 00:08:29.120]  相反如果你願意去跟從主
[00:08:29.120 --> 00:08:30.920]  你願意為了他捨棄
[00:08:30.920 --> 00:08:31.920]  救我
[00:08:31.920 --> 00:08:34.120]  你就能夠去拯救自己的生命
[00:08:34.120 --> 00:08:34.920]  那麼
[00:08:34.920 --> 00:08:35.920]  你說完之後
[00:08:35.920 --> 00:08:36.920]  好像有點明明白白
[00:08:36.920 --> 00:08:38.120]  又不太明明白白
[00:08:38.120 --> 00:08:38.920]  那麼
[00:08:38.920 --> 00:08:42.520]  這裡先要去說一個問題
[00:08:42.520 --> 00:08:43.920]  或者解答一個問題
[00:08:43.920 --> 00:08:45.520]  信主的時候
[00:08:45.520 --> 00:08:46.520]  我相信你
[00:08:46.520 --> 00:08:48.920]  我們每一次都這樣說
[00:08:48.920 --> 00:08:49.720]  就是我們
[00:08:49.720 --> 00:08:51.720]  你已經有上帝所應許的
[00:08:51.720 --> 00:08:53.320]  永恆的生命了
[00:08:53.320 --> 00:08:54.520]  那麼到了這裡
[00:08:54.520 --> 00:08:58.320]  喪失生命或者救自己生命是什麼呢
[00:08:58.320 --> 00:08:59.920]  這個生命是什麼呢
[00:08:59.920 --> 00:09:02.520]  其實耶穌也曾經說過
[00:09:02.520 --> 00:09:05.320]  上帝耶穌基督來到這裡的地上
[00:09:05.320 --> 00:09:06.920]  祂說我們在十字架犧牲
[00:09:06.920 --> 00:09:08.520]  要得到的生命是怎樣呢
[00:09:08.520 --> 00:09:11.120]  但是《楊枫音》十章十節說過
[00:09:11.120 --> 00:09:14.520]  耶穌說:我來了是要叫羊得生命
[00:09:14.520 --> 00:09:16.520]  並且得的更豐盛
[00:09:16.520 --> 00:09:17.720]  上帝說
[00:09:17.720 --> 00:09:20.920]  要讓我們去經歷的是一個很豐盛的生命
[00:09:20.920 --> 00:09:24.120]  我想不單是生與死的那種生與死
[00:09:24.120 --> 00:09:25.120]  而是說
[00:09:25.120 --> 00:09:28.720]  祂要幫我們的生命得到更好
[00:09:28.720 --> 00:09:31.320]  甚至是更自由釋放的生命
[00:09:31.320 --> 00:09:34.720]  但是很多時候我們會怎樣呢
[00:09:34.720 --> 00:09:36.120]  我們相信了耶穌
[00:09:36.120 --> 00:09:39.920]  但是我們也經歷不了上帝給我們的豐盛
[00:09:39.920 --> 00:09:42.920]  因為我們作為信徒很多時候是怎樣呢
[00:09:42.920 --> 00:09:46.320]  我們一邊很想去經歷
[00:09:46.320 --> 00:09:47.120]  去問上帝
[00:09:47.120 --> 00:09:48.120]  上帝祢祝福我
[00:09:48.120 --> 00:09:49.120]  祢幫助我
[00:09:49.120 --> 00:09:50.120]  祢給我一些東西
[00:09:50.120 --> 00:09:51.720]  我想得到祢的恩惠
[00:09:51.720 --> 00:09:53.320]  不過同時間
[00:09:53.320 --> 00:09:56.720]  我們也不想捨棄生命來救我
[00:09:56.720 --> 00:09:58.520]  那麼情況會怎樣呢
[00:09:58.720 --> 00:10:01.120]  如果我用一個玻璃瓶
[00:10:01.120 --> 00:10:03.720]  去當作是我們每一個人的生命
[00:10:03.720 --> 00:10:05.120]  你看到有不同的形狀
[00:10:05.120 --> 00:10:05.920]  不同的顏色
[00:10:05.920 --> 00:10:08.320]  可能我們的生命是很不一樣的
[00:10:08.320 --> 00:10:09.320]  甚麼呢
[00:10:09.320 --> 00:10:11.120]  但是在玻璃瓶裡面
[00:10:11.120 --> 00:10:12.320]  我們會怎樣呢
[00:10:12.320 --> 00:10:14.320]  如果這些黑色的點點
[00:10:14.320 --> 00:10:15.320]  是說你的舊我
[00:10:15.320 --> 00:10:16.720]  都放在你的生命裡面
[00:10:16.720 --> 00:10:17.720]  你由信住之後
[00:10:17.720 --> 00:10:19.920]  你也一直讓舊我留在裡面
[00:10:19.920 --> 00:10:21.320]  可能是憤怒
[00:10:21.320 --> 00:10:22.320]  自卑
[00:10:22.320 --> 00:10:23.720]  你的不安
[00:10:23.720 --> 00:10:24.720]  憂慮
[00:10:24.720 --> 00:10:25.920]  憎恨
[00:10:25.920 --> 00:10:27.520]  雪荒等等的時候
[00:10:27.720 --> 00:10:31.520]  如果你不願意去拿走這些黑色的舊我
[00:10:31.520 --> 00:10:32.920]  這些黑點的話
[00:10:32.920 --> 00:10:34.320]  即使上帝
[00:10:34.320 --> 00:10:36.920]  祂說祂要給你很豐盛
[00:10:36.920 --> 00:10:38.520]  很滿足的生命的時候
[00:10:38.520 --> 00:10:40.120]  你覺得放得進去嗎
[00:10:40.120 --> 00:10:41.920]  那些七彩顏色的球球
[00:10:41.920 --> 00:10:43.520]  或者那些很美麗的東西
[00:10:43.520 --> 00:10:44.520]  放得進去嗎
[00:10:44.520 --> 00:10:46.720]  我想是放不進去
[00:10:46.720 --> 00:10:48.120]  因為很多時候
[00:10:48.120 --> 00:10:50.520]  我們的生命沒有好好去面對
[00:10:50.520 --> 00:10:51.320]  去處理
[00:10:51.320 --> 00:10:53.720]  甚至不願意去拿走這些舊我
[00:10:53.720 --> 00:10:55.320]  交給上帝的時候
[00:10:55.320 --> 00:10:56.120]  原來
[00:10:56.120 --> 00:10:57.120]  我們
[00:10:57.120 --> 00:10:58.720]  上帝很想放一些
[00:10:58.720 --> 00:10:59.320]  喜樂
[00:10:59.320 --> 00:10:59.920]  滿足
[00:10:59.920 --> 00:11:00.720]  被愛
[00:11:00.720 --> 00:11:02.720]  甚至是更美好的事情的時候
[00:11:02.720 --> 00:11:04.720]  都不能夠放進去
[00:11:04.720 --> 00:11:06.920]  其實聖經這裡說
[00:11:06.920 --> 00:11:10.720]  如果凡為我喪失生命的話
[00:11:10.720 --> 00:11:13.120]  必救自己的生命
[00:11:13.120 --> 00:11:14.920]  耶穌基督很想說
[00:11:14.920 --> 00:11:16.520]  我們的信仰裡面
[00:11:16.520 --> 00:11:21.120]  上帝很想很想讓我們成為一個更像基督的人
[00:11:21.120 --> 00:11:23.120]  甚至經歷一個更美好
[00:11:23.120 --> 00:11:24.520]  更豐盛的生命
[00:11:24.520 --> 00:11:26.120]  更自由的生命
[00:11:26.120 --> 00:11:26.920]  但是
[00:11:26.920 --> 00:11:28.920]  你要先去捨棄
[00:11:28.920 --> 00:11:29.920]  你的舊我
[00:11:29.920 --> 00:11:31.720]  你將你的舊我交給上帝
[00:11:31.720 --> 00:11:34.320]  求主幫助你挪開的時候
[00:11:34.320 --> 00:11:35.920]  你就能夠去體會
[00:11:35.920 --> 00:11:38.320]  上帝會放更多美好的東西
[00:11:38.320 --> 00:11:40.120]  在你的生命當中
[00:11:40.120 --> 00:11:40.920]  我不知道
[00:11:40.920 --> 00:11:44.520]  你現在有什麼舊我要捨棄
[00:11:44.520 --> 00:11:47.320]  我分享一下自己的一個故事
[00:11:47.320 --> 00:11:49.920]  我初信主的頭兩三年
[00:11:49.920 --> 00:11:53.720]  我有一個很難很難去除的舊我
[00:11:53.720 --> 00:11:54.720]  我不知道這個
[00:11:54.720 --> 00:11:56.520]  大家有沒有
[00:11:56.720 --> 00:12:02.320]  我的舊我就是對於爸爸的憤怒或者憎恨
[00:12:02.320 --> 00:12:05.720]  之前有輕輕說過一點我的家庭背景
[00:12:05.720 --> 00:12:07.320]  我是小學的時候
[00:12:07.320 --> 00:12:09.320]  爸爸媽媽離婚之後
[00:12:09.320 --> 00:12:11.120]  一直在單親家庭成長
[00:12:11.120 --> 00:12:12.720]  到我中三的時候
[00:12:12.720 --> 00:12:15.720]  媽媽也因為中風進了老人院
[00:12:15.720 --> 00:12:18.520]  之後其實我那時候
[00:12:18.520 --> 00:12:19.920]  爸爸和媽媽都不在家
[00:12:19.920 --> 00:12:21.520]  不是照顧我們
[00:12:21.520 --> 00:12:22.720]  但是我的爸爸
[00:12:22.720 --> 00:12:24.720]  因為那時候他已經有另一個家庭
[00:12:24.720 --> 00:12:28.320]  但是他也沒有回來照顧我們兩姐弟
[00:12:28.320 --> 00:12:31.520]  這件事其實也很深深傷害了我
[00:12:31.520 --> 00:12:33.520]  還有我覺得傷害了我們的家庭
[00:12:33.520 --> 00:12:36.520]  所以當我中六信耶穌
[00:12:36.520 --> 00:12:41.120]  我基本上每一次在聽到要饒恕
[00:12:41.120 --> 00:12:43.120]  或者要愛仇敵的時候
[00:12:43.120 --> 00:12:44.120]  對我來說
[00:12:44.120 --> 00:12:46.120]  我很知道聖靈在提醒我
[00:12:46.120 --> 00:12:46.720]  喂
[00:12:46.720 --> 00:12:48.120]  讓我想起我爸爸
[00:12:48.120 --> 00:12:51.520]  我要去回應聖靈給我的提醒
[00:12:51.520 --> 00:12:52.920]  或者要去原諒爸爸
[00:12:52.920 --> 00:12:56.320]  不過我記得最初那兩三年
[00:12:56.320 --> 00:12:57.920]  我也是很不願意的
[00:12:57.920 --> 00:13:00.120]  我經常說在心裡立刻說我不要
[00:13:00.120 --> 00:13:01.520]  我說不
[00:13:01.520 --> 00:13:04.320]  其實我很知道
[00:13:04.320 --> 00:13:06.720]  上帝要我放下對爸爸的仇恨
[00:13:06.720 --> 00:13:07.720]  或者憎恨
[00:13:07.720 --> 00:13:10.320]  但是我心裡有十萬個不情願
[00:13:10.320 --> 00:13:13.520]  我記得那時候我也是很願意去侍奉
[00:13:13.520 --> 00:13:15.520]  我很願意去上教會
[00:13:15.520 --> 00:13:17.520]  我很願意去靈修獨敬
[00:13:17.520 --> 00:13:20.120]  很多事情都做得齊了
[00:13:20.120 --> 00:13:20.920]  簡單來說
[00:13:20.920 --> 00:13:22.720]  不過唯獨這件事
[00:13:22.720 --> 00:13:24.920]  我不願意去交給上帝
[00:13:24.920 --> 00:13:28.520]  甚至我也有和上帝爭拗或者爭辯
[00:13:28.520 --> 00:13:30.920]  我爸爸這樣傷害了我們
[00:13:30.920 --> 00:13:32.720]  不是一次,還有幾次
[00:13:32.720 --> 00:13:36.120]  我的憤怒和憎恨不是合理嗎?
[00:13:36.120 --> 00:13:38.520]  不過我想上帝也是很溫柔
[00:13:38.520 --> 00:13:39.520]  一次又一次
[00:13:39.520 --> 00:13:41.520]  不論是透過我看聖經
[00:13:41.520 --> 00:13:42.920]  還是在聽到的裡面
[00:13:42.920 --> 00:13:44.120]  不斷去提醒我
[00:13:44.120 --> 00:13:47.320]  不過我也逃避了很多很多次
[00:13:47.320 --> 00:13:50.320]  後來我想了兩三年
[00:13:50.320 --> 00:13:53.520]  我也發現這一份憎恨和憤怒
[00:13:53.520 --> 00:13:55.720]  對於爸爸的感受
[00:13:55.720 --> 00:13:58.120]  讓我長期活在一個
[00:13:58.120 --> 00:14:00.120]  一想起就覺得自己家裡很差
[00:14:00.120 --> 00:14:01.120]  很哀傷
[00:14:01.120 --> 00:14:04.320]  甚至自己也在憤怒和埋怨的裡面
[00:14:04.320 --> 00:14:06.120]  生命裡面很多的不滿
[00:14:06.120 --> 00:14:07.120]  即使信了主
[00:14:07.120 --> 00:14:09.120]  我記得有一次
[00:14:09.120 --> 00:14:11.320]  目姐找我聊天
[00:14:11.320 --> 00:14:12.320]  關心我
[00:14:12.320 --> 00:14:16.520]  問我最近在數靈上有沒有什麼要為你祈禱的
[00:14:16.520 --> 00:14:19.720]  或者問我有沒有什麼阻礙我和上帝的關係
[00:14:19.720 --> 00:14:22.120]  那一次我也很坦白地跟她說
[00:14:22.120 --> 00:14:26.320]  其實就是我對我爸爸的那份憤怒和憎恨
[00:14:26.320 --> 00:14:28.120]  她也很鼓勵我
[00:14:28.120 --> 00:14:30.720]  那一次她跟我一起去禱告
[00:14:30.720 --> 00:14:31.720]  她為我去禱告
[00:14:31.720 --> 00:14:33.720]  同樣我自己也去開口
[00:14:33.720 --> 00:14:35.920]  去為這件事去禱告
[00:14:35.920 --> 00:14:37.720]  我記得那一次是我第一次
[00:14:37.720 --> 00:14:43.120]  很有意識很真誠地去為我爸爸的憤怒去禱告
[00:14:43.120 --> 00:14:45.120]  我記得我的禱告真的很真誠
[00:14:45.120 --> 00:14:46.720]  真誠到怎樣跟上帝說
[00:14:46.720 --> 00:14:49.920]  上帝,我覺得我還沒有準備好去原諒
[00:14:49.920 --> 00:14:53.720]  不過,上帝如果你要去幫助我的時候
[00:14:53.720 --> 00:14:55.720]  你幫我去走前一步
[00:14:55.720 --> 00:15:00.120]  或者讓我有機會去處理我這件事
[00:15:00.120 --> 00:15:03.120]  我覺得上帝是很真誠地去聽禱告
[00:15:03.120 --> 00:15:04.120]  禱告沒多久
[00:15:04.120 --> 00:15:06.120]  我記得大概一個月左右
[00:15:06.120 --> 00:15:07.120]  其實很久沒有見面了
[00:15:07.120 --> 00:15:09.120]  我和我爸爸很久沒有聯絡
[00:15:09.120 --> 00:15:11.120]  我爸爸突然主動聯絡我
[00:15:11.520 --> 00:15:17.120]  他甚至提議叫我、我媽媽和我弟弟
