
[00:00:00.000 --> 00:00:03.920]  好 謝謝敬拜隊 很感動的敬拜
[00:04:20.080 --> 00:04:25.080]  今天我們的經文要探討一個教育的先知
[00:04:25.080 --> 00:04:33.080]  我們要探討他在一個極端的群境下 怎樣去做一個衝突的處理
[00:04:33.080 --> 00:04:41.080]  當他feel bad的時候 上帝幫助他看見另一個處理衝突的方法
[00:04:41.080 --> 00:04:46.080]  這個方法就是回到神的面前去學習憐憫
[00:04:46.080 --> 00:04:50.080]  這個也是我今天講到的目標
[00:04:50.080 --> 00:04:55.080]  今天我講到的主題是眾人期盼的福音
[00:04:55.080 --> 00:05:00.080]  我有三個point 希望大家在經過這三個point的時候
[00:05:00.080 --> 00:05:05.080]  可以幫助大家和我自己去學習
[00:05:05.080 --> 00:05:13.080]  當有衝突發生的時候 我們可以學習用上帝的愛和憐憫去愛人
[00:05:13.080 --> 00:05:16.080]  我們今天的經文是容娜書的第一章
[00:05:16.080 --> 00:05:19.080]  想請大家幫我一起讀這篇經文好不好
[00:05:19.080 --> 00:05:21.080]  1 2 3 請
[00:05:21.080 --> 00:05:50.080]  (唸經)
[00:05:50.080 --> 00:05:58.080]  (唸經)
[00:05:58.080 --> 00:06:12.080]  (唸經)
[00:06:12.080 --> 00:06:41.080]  (唸經)
[00:06:41.080 --> 00:07:10.080]  (唸經)
[00:07:10.080 --> 00:07:39.080]  (唸經)
[00:07:39.080 --> 00:08:08.080]  (唸經)
[00:08:08.080 --> 00:08:13.080]  (唸經)
[00:08:13.080 --> 00:08:15.080]  謝謝大家 辛苦了
[00:08:15.080 --> 00:08:17.080]  這是今天的經文
[00:08:17.080 --> 00:08:23.080]  容娜書的第一章第一節講到聖的話臨到雅米提的兒子容娜
[00:08:23.080 --> 00:08:29.080]  除了這節經文之外 整篇書沒有講太多容娜是哪一位
[00:08:29.080 --> 00:08:32.080]  她的背景是什麼沒有講太多
[00:08:32.080 --> 00:08:36.080]  只要明白容娜的背景 我們需要再看多一篇經文
[00:08:36.080 --> 00:08:42.080]  是《獵夢幾下》第十四章 請大家幫我讀最後一次
[00:08:42.080 --> 00:08:44.080]  1 2 3 請
[00:08:44.080 --> 00:09:13.080]  (唸經)
[00:09:13.080 --> 00:09:23.080]  (唸經)
[00:09:23.080 --> 00:09:30.080]  透過這篇經文我們可以知道容娜與以色列王爺羅波安的關係很密切
[00:09:30.080 --> 00:09:35.080]  透過這篇經文我們可以知道容娜先知出現在歷史的時間
[00:09:35.080 --> 00:09:41.080]  大概在主前的780至753年這個時段的中間
[00:09:41.080 --> 00:09:45.080]  在這個時間點這個時段的中間
[00:09:45.080 --> 00:09:48.080]  在東時侯有一個帝國慢慢強大了
[00:09:48.080 --> 00:09:50.080]  就是亞述人的帝國
[00:09:50.080 --> 00:09:53.080]  他們的首都就是尼尼圍城
[00:09:53.080 --> 00:10:00.080]  他們的帝國興起是靠自己的力量和自己的軍事擴張
[00:10:00.080 --> 00:10:03.080]  他們是以殘暴出了名
[00:10:03.080 --> 00:10:06.080]  對於反抗他們政權的人
[00:10:06.080 --> 00:10:09.080]  他們就靠武力去打 打贏
[00:10:09.080 --> 00:10:11.080]  他們就會聽話
[00:10:11.080 --> 00:10:16.080]  當成功控制到他要打贏的地區之後
[00:10:16.080 --> 00:10:19.080]  他就會施行兩種政策
[00:10:19.080 --> 00:10:21.080]  哪兩個呢
[00:10:21.080 --> 00:10:24.080]  第一個就是同化的政策
[00:10:24.080 --> 00:10:28.080]  第二個就是強迫你遷移的政策
[00:10:28.080 --> 00:10:31.080]  同化政策是什麼呢
[00:10:31.080 --> 00:10:36.080]  同化政策就是說當那個地區的人輸了之後
[00:10:36.080 --> 00:10:42.080]  那個地區的人就變成亞述帝國底下的一個群體
[00:10:42.080 --> 00:10:47.080]  那個地區的人可以成立自己的特別行政區
[00:10:47.080 --> 00:10:50.080]  可以有自己低程度的自治
[00:10:50.080 --> 00:10:54.080]  但他們必須要聽他們亞述帝國的命令
[00:10:54.080 --> 00:10:59.080]  和在教育方面他們必須要學習亞述帝國的思想
[00:10:59.080 --> 00:11:01.080]  他們是沒有提到自由的
[00:11:01.080 --> 00:11:03.080]  這個是同化政策
[00:11:03.080 --> 00:11:06.080]  第二個就是強迫遷移的政策
[00:11:06.080 --> 00:11:11.080]  當地區的主權被亞述帝國以武力去得取之後
[00:11:11.080 --> 00:11:16.080]  該地區的人會被強迫遷移到第二個地方
[00:11:16.080 --> 00:11:18.080]  為什麼要這樣做
[00:11:18.080 --> 00:11:21.080]  當他們去到第二個地方居住的時候
[00:11:21.080 --> 00:11:24.080]  他們就沒有可能去反抗
[00:11:24.080 --> 00:11:27.080]  這個就是他們做這個政策的目的
[00:11:27.080 --> 00:11:30.080]  就是因為這個政策的緣故
[00:11:30.080 --> 00:11:34.080]  在主前722年的時候
[00:11:34.080 --> 00:11:37.080]  以色列的北角都是因為同樣的緣故
[00:11:37.080 --> 00:11:40.080]  他們的首都撒瑪利亞被亞述攻陷
[00:11:40.080 --> 00:11:45.080]  之後該地區的人就去到第二個地方居住
[00:11:45.080 --> 00:11:47.080]  沒有反抗的可能
[00:11:47.080 --> 00:11:49.080]  所以對於約拿當他聽到
[00:11:49.080 --> 00:11:53.080]  甚至要差派他去到尼尼維城傳福音給他們的時候
[00:11:53.080 --> 00:11:57.080]  原來肯定是他們的心是不開心的
[00:11:57.080 --> 00:12:00.080]  很討厭的 很痛的
[00:12:00.080 --> 00:12:03.080]  如果亞述人悔改得到神的祝福
[00:12:03.080 --> 00:12:08.080]  亞述帝國他們的人可以持續存在
[00:12:08.080 --> 00:12:10.080]  那麼他們自己的人民
[00:12:10.080 --> 00:12:13.080]  原來他們自己人民以色列人
[00:12:13.080 --> 00:12:19.080]  他們將會被迫害於亞述政府的霸權底下
[00:12:19.080 --> 00:12:23.080]  就是在這個歷史的背景底下
[00:12:23.080 --> 00:12:28.080]  神呼籲約拿先知傳福音給尼尼維城的人
[00:12:28.080 --> 00:12:31.080]  要求他們去悔改
[00:12:31.080 --> 00:12:35.080]  在我們知道這個背景之後
[00:12:35.080 --> 00:12:38.080]  我們可以進入到今天的第一個點
[00:12:38.080 --> 00:12:41.080]  遇見雷森的真我
[00:12:41.080 --> 00:12:47.080]  剛剛提到耶和華呼籲約拿去傳福音給尼尼維城的人
[00:12:47.080 --> 00:12:52.080]  耶和華跟他說 你起來到尼尼維城去
[00:12:52.080 --> 00:12:57.080]  耶和華知道要約拿去傳福音給這個群體的人
[00:12:57.080 --> 00:12:59.080]  是非常之困難的
[00:12:59.080 --> 00:13:04.080]  所以耶和華用一個命令的語氣
[00:13:04.080 --> 00:13:08.080]  命令的方法叫約拿去傳福音給這個群體
[00:13:08.080 --> 00:13:11.080]  耶和華想表達的話就是
[00:13:11.080 --> 00:13:14.080]  就算你多困難多難受都好
[00:13:14.080 --> 00:13:17.080]  你都要去那個群體跟他們傳福音
[00:13:17.080 --> 00:13:20.080]  跟他們講耶和華的話語
[00:13:20.080 --> 00:13:22.080]  幫助他們悔改
[00:13:22.080 --> 00:13:26.080]  神跟他說 你起來到尼尼維大城
[00:13:26.080 --> 00:13:28.080]  向其中的居民呼喊
[00:13:28.080 --> 00:13:32.080]  因為他們的惡達到我的面前
[00:13:32.080 --> 00:13:34.080]  大英姐妹想問問你
[00:13:34.080 --> 00:13:37.080]  如果你是約拿你會怎樣看神
[00:13:37.080 --> 00:13:38.080]  你會怎樣看他
[00:13:38.080 --> 00:13:41.080]  會不會覺得他很無情
[00:13:41.080 --> 00:13:46.080]  他這個命令讓你覺得很不好
[00:13:46.080 --> 00:13:48.080]  完全不覺得好
[00:13:48.080 --> 00:13:52.080]  耶和華的指令讓你不會感覺到
[00:13:52.080 --> 00:13:54.080]  這個符合自己個人利益
[00:13:54.080 --> 00:13:59.080]  甚至不會符合以色列人的利益
[00:13:59.080 --> 00:14:02.080]  所以約拿對於神的指令很不滿意
[00:14:02.080 --> 00:14:04.080]  所以他做了一個決定
[00:14:04.080 --> 00:14:06.080]  他做了什麼事
[00:14:06.080 --> 00:14:10.080]  他選擇要逃跑
[00:14:10.080 --> 00:14:13.080]  第三節說到約拿決起來
[00:14:13.080 --> 00:14:16.080]  逃往他斯去躲避耶和華
[00:14:16.080 --> 00:14:18.080]  拍到約柏遇見一隻雪
[00:14:18.080 --> 00:14:20.080]  要往他斯去
[00:14:20.080 --> 00:14:24.080]  他就上了船
[00:14:24.080 --> 00:14:26.080]  要與船上的人同住
[00:14:26.080 --> 00:14:29.080]  他斯去躲避耶和華
[00:14:29.080 --> 00:14:31.080]  神要他往東邊去
[00:14:31.080 --> 00:14:32.080]  尼尼維大城
[00:14:32.080 --> 00:14:34.080]  他往西邊去
[00:14:34.080 --> 00:14:38.080]  他斯約拿想逃 想跑
[00:14:38.080 --> 00:14:39.080]  但問題來了
[00:14:39.080 --> 00:14:41.080]  他可以跑到哪裡
[00:14:41.080 --> 00:14:43.080]  他是先知
[00:14:43.080 --> 00:14:48.080]  他應該知道神是無所不在 無所不知
[00:14:48.080 --> 00:14:51.080]  他可以去哪裡
[00:14:51.080 --> 00:14:53.080]  反抗神的旨意
[00:14:53.080 --> 00:14:55.080]  與尼尼維大城的人對抗
[00:14:55.080 --> 00:14:57.080]  在衝突裡面
[00:14:57.080 --> 00:15:00.080]  約拿選擇攻擊
[00:15:00.080 --> 00:15:05.080]  約拿的逃跑就是他最大的武器
[00:15:05.080 --> 00:15:09.080]  這個就是一個很衝擊性的攻擊
[00:15:09.080 --> 00:15:11.080]  passive aggressive
[00:15:11.080 --> 00:15:13.080]  他不回應神給他的呼召
[00:15:13.080 --> 00:15:17.080]  尼尼維大城的人就沒辦法聽到神的話語
[00:15:17.080 --> 00:15:19.080]  因此沒辦法悔改
[00:15:19.080 --> 00:15:20.080]  所以約拿逃跑
[00:15:20.080 --> 00:15:23.080]  這個就是他攻擊的方法
[00:15:23.080 --> 00:15:25.080]  神的一個命令
[00:15:25.080 --> 00:15:29.080]  讓約拿內心中的真我浮上檯面
[00:15:29.080 --> 00:15:32.080]  他內心中的我都被顯露出來
[00:15:32.080 --> 00:15:36.080]  原來約拿拒絕相信耶和華是公平的
[00:15:36.080 --> 00:15:38.080]  是願意施憐憫的神
[00:15:38.080 --> 00:15:40.080]  他不願意相信
[00:15:40.080 --> 00:15:44.080]  壞人憑什麼可以得到神的恩典和憐憫
[00:15:44.080 --> 00:15:47.080]  約拿不相信 不想讓這件事發生
[00:15:47.080 --> 00:15:49.080]  所以約拿就跑了
[00:15:49.080 --> 00:15:50.080]  他可以跑多遠就跑多遠
[00:15:50.080 --> 00:15:51.080]  跑很遠很遠很遠
[00:15:51.080 --> 00:15:55.080]  他要逃離開耶和華給他的使命
[00:15:55.080 --> 00:15:58.080]  如果你是約拿 你跑不跑呢
[00:15:58.080 --> 00:16:00.080]  會不會跑呢
[00:16:00.080 --> 00:16:02.080]  為什麼他會跑呢
[00:16:02.080 --> 00:16:07.080]  我們再深一層去看他心中的感受
[00:16:07.080 --> 00:16:08.080]  他的想法
[00:16:08.080 --> 00:16:10.080]  約拿這個消極性的背後
[00:16:10.080 --> 00:16:15.080]  其實是有一種可夢被顧慮到他自己感受的心態
[00:16:15.080 --> 00:16:18.080]  他希望神站在他那一邊
[00:16:18.080 --> 00:16:22.080]  神在第二節的經文裡說到
[00:16:22.080 --> 00:16:24.080]  約拿你去尼尼維城
[00:16:24.080 --> 00:16:26.080]  這是一個命令的語氣
[00:16:26.080 --> 00:16:31.080]  為什麼要信他做一些他不喜歡做不想做不願意做的事情呢
[00:16:31.080 --> 00:16:33.080]  為什麼呢
[00:16:33.080 --> 00:16:35.080]  所以約拿想透過他實際的行動
[00:16:35.080 --> 00:16:38.080]  用耶和華明白他內心的感受
[00:16:38.080 --> 00:16:41.080]  這是他最底層的想法
[00:16:41.080 --> 00:16:47.080]  我想約拿他這種心態其實是很普遍的
[00:16:47.080 --> 00:16:50.080]  如果你在生命當中有一些authoritative figure
[00:16:50.080 --> 00:16:54.080]  譬如說你爸爸媽媽或者是球隊的教練或者是導師
[00:16:54.080 --> 00:16:59.080]  當他們覺得你犯錯的時候
[00:16:59.080 --> 00:17:02.080]  你一定很希望得到他們的諒解
[00:17:02.080 --> 00:17:05.080]  你希望得到他們的肯定
[00:17:05.080 --> 00:17:07.080]  但你得不到
[00:17:07.080 --> 00:17:13.080]  所以你更加想做的一件事就是去玩一個更高層次的authoritative figure
[00:17:13.080 --> 00:17:14.080]  就是神
[00:17:14.080 --> 00:17:16.080]  希望神站在你那一邊
[00:17:16.080 --> 00:17:21.080]  希望可以幫你扭轉局面去解決困難
[00:17:21.080 --> 00:17:27.080]  這樣你會很自然的產生出一種渴望最高權力的那位神
[00:17:27.080 --> 00:17:30.080]  去理解你感受的那種心態
[00:17:30.080 --> 00:17:32.080]  大堅姐妹
[00:17:32.080 --> 00:17:36.080]  向神呼喊求救命
[00:17:36.080 --> 00:17:37.080]  沒有問題
[00:17:37.080 --> 00:17:38.080]  沒有錯的
[00:17:38.080 --> 00:17:40.080]  神會回應我們的祈禱
[00:17:40.080 --> 00:17:42.080]  會回應我們的禱告
[00:17:42.080 --> 00:17:43.080]  這是對的
[00:17:43.080 --> 00:17:46.080]  但如果你所做的這件事情
[00:17:46.080 --> 00:17:49.080]  變成一個以自己為中心
[00:17:49.080 --> 00:17:51.080]  以人為中心的這件事
[00:17:51.080 --> 00:17:54.080]  如果你讓你自己的生命破碎
[00:17:54.080 --> 00:17:59.080]  去決定你自己人生每一個階段所做的抉擇
[00:17:59.080 --> 00:18:02.080]  那你自己的生命真的要小心了
[00:18:02.080 --> 00:18:05.080]  你自己所領的生命真的要小心了
[00:18:05.080 --> 00:18:08.080]  初初神給予一個命令
[00:18:08.080 --> 00:18:11.080]  要他去傳講神的話語
[00:18:11.080 --> 00:18:13.080]  要傳給他不喜歡的人
[00:18:13.080 --> 00:18:15.080]  原來的回應是跑
[00:18:15.080 --> 00:18:17.080]  跑再跑
[00:18:17.080 --> 00:18:19.080]  越遠越好
[00:18:19.080 --> 00:18:21.080]  東神一給這個命令之後
[00:18:21.080 --> 00:18:24.080]  原來他心中的傷痛
[00:18:24.080 --> 00:18:27.080]  他所背負的歷史包袱
[00:18:27.080 --> 00:18:29.080]  在一個指令下
[00:18:29.080 --> 00:18:31.080]  全部都出來了
[00:18:31.080 --> 00:18:34.080]  他選擇不跟隨神
[00:18:34.080 --> 00:18:39.080]  如果你現在都站在一個很大壓力的情況下
[00:18:39.080 --> 00:18:41.080]  你會怎樣回應神呢
[00:18:41.080 --> 00:18:45.080]  你內心的真我會怎樣幫你做到決定呢
[00:18:45.080 --> 00:18:47.080]  你會不會好像原來一樣
[00:18:47.080 --> 00:18:49.080]  被你自己心中的傷痛
[00:18:49.080 --> 00:18:52.080]  控制住你自己的生命呢
[00:18:52.080 --> 00:18:59.080]  你會不會被你自己成長過程中受到的傷害影響呢
[00:18:59.080 --> 00:19:00.080]  會不會呢
[00:19:00.080 --> 00:19:03.080]  還是你會選擇信服神的旨意
[00:19:03.080 --> 00:19:06.080]  就算有時候你從人的角度去看
[00:19:06.080 --> 00:19:07.080]  看神的代令
[00:19:07.080 --> 00:19:08.080]  你是有點怕不了
[00:19:08.080 --> 00:19:09.080]  你明白不了
[00:19:09.080 --> 00:19:11.080]  因為有點沒有邏輯
[00:19:11.080 --> 00:19:14.080]  但當你從人的角度去看
[00:19:14.080 --> 00:19:15.080]  就算你不明白
[00:19:15.080 --> 00:19:19.080]  你願不願意憑信心去回應神的代令呢
[00:19:19.080 --> 00:19:23.080]  經常在很大挑戰的情況下
[00:19:23.080 --> 00:19:25.080]  很大壓力的情況下
[00:19:25.080 --> 00:19:28.080]  我們才可以見到最真實的自己
[00:19:28.080 --> 00:19:31.080]  你心中的真我
[00:19:31.080 --> 00:19:35.080]  讓你心中的真我願意去追求神
[00:19:35.080 --> 00:19:39.080]  這是我第一個想與大家學習的點
[00:19:39.080 --> 00:19:42.080]  現在我們去到第二個點
[00:19:42.080 --> 00:19:44.080]  看見人家的需要
[00:19:44.080 --> 00:19:47.080]  東玉立上船後
[00:19:47.080 --> 00:19:50.080]  他往卡斯的方向上前行
[00:19:50.080 --> 00:19:54.080]  他上船後開始刮大風
[00:19:54.080 --> 00:19:57.080]  船幾乎壞了
[00:19:57.080 --> 00:20:01.080]  在船上的水手因為怕沉船
[00:20:01.080 --> 00:20:05.080]  很緊張想盡辦法去救自己
[00:20:05.080 --> 00:20:10.080]  甚至把他船上的很重要的物品
[00:20:10.080 --> 00:20:13.080]  全部都丟進海裏
[00:20:13.080 --> 00:20:18.080]  他們做這些動作就是為了活命
[00:20:18.080 --> 00:20:20.080]  他們想保持自己的命
[00:20:20.080 --> 00:20:24.080]  但當大家很努力去救自己的命的時候
[00:20:24.080 --> 00:20:28.080]  楊立竟然做一個很特別的動作
[00:20:28.080 --> 00:20:30.080]  他做了什麼動作
[00:20:30.080 --> 00:20:32.080]  我們看到經文
[00:20:32.080 --> 00:20:36.080]  楊立決下大瘡在那裏睡覺
[00:20:36.080 --> 00:20:38.080]  在那裏睡覺
[00:20:38.080 --> 00:20:41.080]  大家都是很害怕很恐懼
[00:20:41.080 --> 00:20:43.080]  但他在那裏睡覺
[00:20:43.080 --> 00:20:46.080]  楊立知道他身邊的人受苦
[00:20:46.080 --> 00:20:48.080]  知道是什麼原因
[00:20:48.080 --> 00:20:52.080]  因此被狂風暴雨的攻擊
[00:20:52.080 --> 00:20:54.080]  他知道這些事
[00:20:54.080 --> 00:20:56.080]  但他選擇不去幫他們
[00:20:56.080 --> 00:20:59.080]  他選擇自己去睡覺
[00:20:59.080 --> 00:21:03.080]  他不在乎他們的需要
[00:21:03.080 --> 00:21:06.080]  之後天氣愈來愈糟
[00:21:06.080 --> 00:21:08.080]  好像沒有停止的跡象
[00:21:08.080 --> 00:21:12.080]  當整個情況好像要失控的時候
[00:21:12.080 --> 00:21:16.080]  那些水手突然來找他
[00:21:16.080 --> 00:21:19.080]  問他:楊立,你有什麼解決的方法?
[00:21:19.080 --> 00:21:21.080]  你有沒有幫我們?
[00:21:21.080 --> 00:21:23.080]  原來在這個之前
[00:21:23.080 --> 00:21:25.080]  是經文的第七節說到
[00:21:25.080 --> 00:21:27.080]  眾人做了籤
[00:21:27.080 --> 00:21:34.080]  要透過抽籤找到引起災害的源頭
[00:21:34.080 --> 00:21:38.080]  這個抽籤的結果指向若拿
[00:21:38.080 --> 00:21:43.080]  說他就是引起災難的源頭
[00:21:43.080 --> 00:21:47.080]  他們就知道若拿就是你
[00:21:47.080 --> 00:21:49.080]  你搞事了
[00:21:49.080 --> 00:21:51.080]  當這件事發生之後
[00:21:51.080 --> 00:21:53.080]  若拿逃避不了
[00:21:53.080 --> 00:21:56.080]  夜華透過水手
[00:21:56.080 --> 00:21:58.080]  透過他創造的風暴
[00:21:58.080 --> 00:22:02.080]  再一次讓若拿去面對自己的呼召
[00:22:02.080 --> 00:22:05.080]  再一次去面對自己心中的憎惡
[00:22:05.080 --> 00:22:08.080]  要讓風暴停止
[00:22:08.080 --> 00:22:12.080]  若拿一定需要去回應神給他的呼召
[00:22:12.080 --> 00:22:16.080]  去傳福音給他不喜歡的人
[00:22:16.080 --> 00:22:21.080]  各位,你想若拿會怎樣回應神?
[00:22:21.080 --> 00:22:24.080]  他會怎樣回應?
[00:22:24.080 --> 00:22:27.080]  在經文的第十二節說到
[00:22:27.080 --> 00:22:29.080]  若拿回應
[00:22:29.080 --> 00:22:31.080]  他說你們把我抬起來
[00:22:31.080 --> 00:22:35.080]  在海中,海就平靜了
[00:22:35.080 --> 00:22:37.080]  我知道你們遭遇大風、大雨
[00:22:37.080 --> 00:22:39.080]  是因我的緣故
[00:22:39.080 --> 00:22:43.080]  若拿選擇用死亡去回應夜華的呼召
[00:22:43.080 --> 00:22:47.080]  若拿用行動來表達他對於神的不滿
[00:22:47.080 --> 00:22:50.080]  對於你們為神的人的不滿
[00:22:50.080 --> 00:22:53.080]  他不願意給他們任何的機會去悔改
[00:22:53.080 --> 00:22:57.080]  若拿他的死亡不是英雄主義
[00:22:57.080 --> 00:23:00.080]  若拿他選擇被掉進海裡
[00:23:00.080 --> 00:23:02.080]  其實是一種逃避
[00:23:02.080 --> 00:23:05.080]  他不願意讓福音進入到
[00:23:05.080 --> 00:23:08.080]  你你為神他們的人的生命當中
[00:23:08.080 --> 00:23:11.080]  他自己希望自己的人民
[00:23:11.080 --> 00:23:13.080]  以色列人可以得到神的憐憫
[00:23:13.080 --> 00:23:17.080]  所以若拿不希望你你為神那個很邪惡的亞蘇人
[00:23:17.080 --> 00:23:19.080]  可以得到神的恩典
[00:23:19.080 --> 00:23:21.080]  因為如果他們得到
[00:23:21.080 --> 00:23:23.080]  他自己的人民就沒有希望了
[00:23:23.080 --> 00:23:25.080]  所以他寧願選擇死亡
[00:23:25.080 --> 00:23:27.080]  也不願意讓那些很邪惡的人
[00:23:27.080 --> 00:23:29.080]  得到被拯救的機會
[00:23:29.080 --> 00:23:33.080]  大英姐妹,想和你們說
[00:23:33.080 --> 00:23:37.080]  這個就是夜華想讓若拿看到的
[00:23:37.080 --> 00:23:41.080]  夜華不但要讓若拿看到他內心的真愛
[00:23:41.080 --> 00:23:50.080]  夜華還要他看到自己不在乎別人都有救恩需要的這件事
[00:23:50.080 --> 00:23:52.080]  大英姐妹,想問問你
[00:23:52.080 --> 00:23:57.080]  我們的生命當中有沒有類似這種暴風雨
[00:23:57.080 --> 00:24:01.080]  我們有沒有一件事發生讓我們很清楚自己
[00:24:01.080 --> 00:24:03.080]  其實都不斷想到自己
[00:24:03.080 --> 00:24:05.080]  沒有在乎其他人的需要
[00:24:05.080 --> 00:24:07.080]  有沒有這樣
[00:24:07.080 --> 00:24:10.080]  我自己做一個例子
[00:24:10.080 --> 00:24:14.080]  我看到自己最多的內心
[00:24:14.080 --> 00:24:16.080]  看到自己的真愛
[00:24:16.080 --> 00:24:19.080]  就是在一個運動的時光上
[00:24:19.080 --> 00:24:23.080]  我和凌峰傳道一起侍奉足球隊
[00:24:23.080 --> 00:24:27.080]  在球場大家都用盡全力去踢球
[00:24:27.080 --> 00:24:31.080]  比賽很緊張,沒有太多時間去思考
[00:24:31.080 --> 00:24:35.080]  有時候球員脾氣一上身就有衝突
[00:24:35.080 --> 00:24:40.080]  在球場上可以看到大家最真實的一面
[00:24:40.080 --> 00:24:42.080]  因為比賽很緊張,沒有太多時間去思考
[00:24:42.080 --> 00:24:45.080]  所以你最真實的真愛就很容易出來
[00:24:45.080 --> 00:24:50.080]  球場是一個很好的熟練操練的平台
[00:24:50.080 --> 00:24:55.080]  除了在場上你沒有那麼粗巧
[00:24:55.080 --> 00:24:58.080]  這個是個人的修養問題之外
[00:24:58.080 --> 00:25:02.080]  我覺得在球隊裏最困難對我自己來說
[00:25:02.080 --> 00:25:07.080]  我覺得最困難的就是衝突管理這件事
[00:25:07.080 --> 00:25:10.080]  衝突管理是我自己覺得最困難的
[00:25:10.080 --> 00:25:13.080]  球員在球場上有衝突的時候
[00:25:13.080 --> 00:25:16.080]  被對方連晚和好
[00:25:16.080 --> 00:25:20.080]  是一個非常困難的一件事
[00:25:20.080 --> 00:25:22.080]  很困難的
[00:25:22.080 --> 00:25:24.080]  當有情緒的時候
[00:25:24.080 --> 00:25:26.080]  你會很清楚知道原來的掙扎
[00:25:26.080 --> 00:25:31.080]  你會有很多不開心的情緒在心裏
[00:25:31.080 --> 00:25:33.080]  你會明白到原來的掙扎
[00:25:33.080 --> 00:25:40.080]  原來他透過死亡去回應神給他的使命
[00:25:40.080 --> 00:25:43.080]  這件事我們學到一件事
