
[00:00:00.000 --> 00:00:02.000]  各位頂智妹、各位朋友,早安!
[00:02:30.960 --> 00:02:32.560]  去免受現代奴役
[00:02:32.560 --> 00:02:34.560]  什麼叫現代奴役?
[00:02:34.560 --> 00:02:37.160]  人口販賣,聽得明白吧?
[00:02:37.160 --> 00:02:39.360]  的一個組織
[00:02:39.360 --> 00:02:44.360]  它在世界各地和不同的地方的執法單位和當局合作
[00:02:44.360 --> 00:02:48.360]  去合力營救這些人口販賣受害的人
[00:02:48.360 --> 00:02:50.960]  將那些犯法的人繩之於法
[00:02:50.960 --> 00:03:01.160]  它同工跟我分享來自印度南部班加羅爾的一個偶然發生的故事
[00:03:01.160 --> 00:03:05.760]  有一位叫做庫瑪爾的印度人,Kumar
[00:03:05.760 --> 00:03:07.760]  他生在當地的一個小村落
[00:03:07.760 --> 00:03:11.360]  他本來一出生,爸爸很疼愛他
[00:03:11.360 --> 00:03:17.160]  但好景不常,五歲他爸爸就因為意外離開了
[00:03:17.160 --> 00:03:19.160]  只剩下他和媽媽
[00:03:19.160 --> 00:03:24.360]  但媽媽很快就丟下了這個家庭,丟下了這個兒子,就走了
[00:03:24.360 --> 00:03:27.560]  這個小孩子,孤兒怎麼辦呢?
[00:03:27.560 --> 00:03:30.560]  就交給他叔叔去照顧
[00:03:30.560 --> 00:03:36.160]  禍不單行,兩年後這個叔叔也因為欠下債務
[00:03:36.160 --> 00:03:38.360]  被犯罪分子脅迫
[00:03:38.360 --> 00:03:47.560]  交出這個小孩子,庫瑪爾,去製造泥磚的工場去做童工
[00:03:47.560 --> 00:03:49.960]  七歲而已
[00:03:49.960 --> 00:03:54.960]  自此之後,這個七歲的小孩子每天六點半就要起床
[00:03:54.960 --> 00:03:56.960]  去開始工作
[00:03:56.960 --> 00:03:59.360]  然後直到晚上
[00:03:59.360 --> 00:04:02.560]  到晚上睡覺的時候
[00:04:02.560 --> 00:04:04.560]  全身都痛
[00:04:04.560 --> 00:04:05.960]  因為實在太累了
[00:04:05.960 --> 00:04:11.360]  一個小孩子每次運的磚頭是八件磚頭,不斷運送
[00:04:11.360 --> 00:04:15.960]  如果你因為累,因為種種原因,做得慢一點
[00:04:15.960 --> 00:04:18.360]  會狠狠被責罵
[00:04:18.360 --> 00:04:20.960]  「那你不如逃走吧」
[00:04:20.960 --> 00:04:22.560]  逃走更糟糕
[00:04:22.560 --> 00:04:24.960]  如果被人抓回來
[00:04:24.960 --> 00:04:28.960]  一定會被當眾毆打,以儆效尤
[00:04:28.960 --> 00:04:35.160]  不用說,你就算病了,也要繼續努力工作
[00:04:35.160 --> 00:04:36.960]  庫瑪爾說
[00:04:36.960 --> 00:04:41.760]  「自由距離我非常遙不可及」
[00:04:41.760 --> 00:04:44.360]  對於未來簡直是不敢想像
[00:04:44.360 --> 00:04:51.960]  他的人生就只有不斷被奴役等候直至崩潰的一天
[00:04:51.960 --> 00:04:53.560]  他失去所有
[00:04:53.560 --> 00:04:55.160]  他只想問一句
[00:04:55.160 --> 00:05:03.960]  為什麼我的人生偶然不斷只遇到不幸和痛苦
[00:05:03.960 --> 00:05:06.760]  各位親愛的兄弟姐妹,各位朋友
[00:05:06.760 --> 00:05:09.160]  庫瑪爾的悲慘遭遇
[00:05:09.160 --> 00:05:13.960]  好像全部都是偶然發生在他身上
[00:05:13.960 --> 00:05:16.360]  究竟他未來將會是怎樣呢?
[00:05:16.360 --> 00:05:19.760]  如果說人生是一串隨機的意外
[00:05:19.760 --> 00:05:23.560]  你不能夠掌握未來的話
[00:05:23.560 --> 00:05:28.160]  你又沒有一個超然自然的掌控者
[00:05:28.160 --> 00:05:31.160]  你的人生其實也挺悲哀的
[00:05:31.160 --> 00:05:35.760]  你只有在一個沒有人能夠預期的未來中
[00:05:35.760 --> 00:05:37.360]  跌跌碰碰
[00:05:37.360 --> 00:05:42.160]  就算你有多麼悲慘的遭遇
[00:05:42.160 --> 00:05:45.360]  你可以怪誰呢?
[00:05:45.360 --> 00:05:48.360]  我們會很無奈
[00:05:48.360 --> 00:05:53.960]  但如果我們認為人生是有一個冥冥中的主宰
[00:05:53.960 --> 00:05:58.560]  意思就是說你雖然一樣不知道你的未來是如何
[00:05:58.560 --> 00:06:01.160]  但是既然有一個掌控者
[00:06:01.160 --> 00:06:05.560]  你大可就可以將一個你不能夠掌控的未來
[00:06:05.560 --> 00:06:08.760]  交給這位掌控的上帝
[00:06:08.760 --> 00:06:11.160]  無論順境逆境
[00:06:11.160 --> 00:06:14.960]  你都可以依靠祂的安排
[00:06:14.960 --> 00:06:18.760]  求祂看顧
[00:06:18.760 --> 00:06:19.760]  各位朋友
[00:06:19.760 --> 00:06:20.960]  各位頂子妹
[00:06:20.960 --> 00:06:23.560]  人生不似預期
[00:06:23.560 --> 00:06:26.360]  或許真是一個不能推諉的事實
[00:06:26.360 --> 00:06:31.760]  但究竟我們用什麼態度去過這個不可預期的人生呢?
[00:06:31.760 --> 00:06:37.160]  或許這就是我們分辨的關鍵
[00:06:37.160 --> 00:06:40.560]  我們有沒有打算認定上帝的掌權
[00:06:40.560 --> 00:06:44.360]  去過這個不可預期的人生呢?
[00:06:44.360 --> 00:06:46.560]  我們一起透過《路德記》第二章
[00:06:46.560 --> 00:06:50.760]  去看看當中有什麼我們可以一起反思
[00:06:50.760 --> 00:06:56.560]  去認定上帝掌管的人生是如何活出來的
[00:06:56.560 --> 00:07:01.160]  我們一起讀一至七節
[00:07:01.160 --> 00:07:03.560]  可能看手上的
[00:07:03.560 --> 00:07:06.360]  我不知道會不會這些字細了一點
[00:07:06.360 --> 00:07:09.560]  大家努力去讀聖經
[00:07:09.560 --> 00:07:10.760]  我們一起讀
[00:07:10.760 --> 00:07:14.560]  「那厄米的丈夫以利米勒的親族中
[00:07:14.560 --> 00:07:16.960]  有一個人名叫波亞斯
[00:07:16.960 --> 00:07:19.160]  是個大財主
[00:07:19.160 --> 00:07:21.960]  摩訶女子路德對那厄米說
[00:07:21.960 --> 00:07:23.960]  「容我往田間去
[00:07:23.960 --> 00:07:25.560]  我蒙誰的恩
[00:07:25.560 --> 00:07:28.760]  就在誰的身後拾墨水」
[00:07:28.760 --> 00:07:29.960]  那厄米說
[00:07:29.960 --> 00:07:32.360]  「女兒啊,你只管去」
[00:07:32.360 --> 00:07:34.160]  路德就去了
[00:07:34.160 --> 00:07:35.560]  來到田間
[00:07:35.560 --> 00:07:38.760]  在修葛的人身後拾取墨水
[00:07:38.760 --> 00:07:40.560]  他合考到了
[00:07:40.560 --> 00:07:46.360]  「以利米勒本族的人波亞斯那塊田裡」
[00:07:46.360 --> 00:07:51.160]  波亞斯正從伯利恆來對修葛的人說
[00:07:51.160 --> 00:07:53.960]  「願耶和華與你們同在」
[00:07:53.960 --> 00:07:55.560]  他們回答說
[00:07:55.560 --> 00:07:57.960]  「願耶和華賜福與你」
[00:07:57.960 --> 00:08:02.360]  波亞斯問監管修葛的人的僕人說
[00:08:02.360 --> 00:08:04.560]  「那是誰家的女子?」
[00:08:04.560 --> 00:08:07.160]  監管修葛的僕人回答說
[00:08:07.160 --> 00:08:09.360]  「是那摩訶女子
[00:08:09.360 --> 00:08:12.960]  跟隨那厄米從摩訶地回來的」
[00:08:12.960 --> 00:08:13.960]  他說
[00:08:13.960 --> 00:08:16.560]  「請你容我跟著修葛的人
[00:08:16.560 --> 00:08:20.160]  拾取打菌剩下的墨水」
[00:08:20.160 --> 00:08:22.560]  他從早晨直到如今
[00:08:22.560 --> 00:08:25.360]  除了在屋子裡坐一會兒
[00:08:25.360 --> 00:08:27.360]  常在這裡
[00:08:27.360 --> 00:08:28.760]  作者在第二章的開始
[00:08:28.760 --> 00:08:33.760]  急不及待地向讀者交代波亞斯
[00:08:33.760 --> 00:08:35.160]  不過如果你留心
[00:08:35.160 --> 00:08:40.160]  你會知道波亞斯還沒有正式出現在故事裡
[00:08:40.160 --> 00:08:42.960]  不過這個急不及待的交代
[00:08:42.960 --> 00:08:45.960]  已經向讀者提供了兩個關於波亞斯的資訊
[00:08:45.960 --> 00:08:46.560]  第一
[00:08:46.560 --> 00:08:48.960]  波亞斯是伊利米勒的親族
[00:08:48.960 --> 00:08:51.760]  這個說法在第三節再次出現
[00:08:51.760 --> 00:08:53.760]  這裡是一個伏筆
[00:08:53.760 --> 00:08:56.760]  後來作者進一步交代這個親族
[00:08:56.760 --> 00:08:59.360]  其實是一個屬葉至親
[00:08:59.360 --> 00:09:02.160]  就是說是一個順理成章
[00:09:02.160 --> 00:09:04.960]  可以去娶路德的一個人
[00:09:04.960 --> 00:09:08.960]  波亞斯除了在第一個重點之外
[00:09:08.960 --> 00:09:09.960]  還有第二個重點
[00:09:09.960 --> 00:09:11.960]  就是他是一個大財主
[00:09:11.960 --> 00:09:14.960]  大財主這個字不一定解作有錢人
[00:09:14.960 --> 00:09:17.960]  其實在其他的翻譯
[00:09:17.960 --> 00:09:20.960]  可能會翻譯為大能的勇士
[00:09:20.960 --> 00:09:23.960]  在聖經其他地方如果出現這個字的時候
[00:09:23.960 --> 00:09:28.960]  也可以解作一個大有才能的人
[00:09:28.960 --> 00:09:31.960]  是泛指在社會上有威信
[00:09:31.960 --> 00:09:33.960]  或者有影響力的一個人
[00:09:33.960 --> 00:09:35.960]  這個字眼原來也是一個伏筆
[00:09:35.960 --> 00:09:38.960]  因為後來波亞斯讚賞路德
[00:09:38.960 --> 00:09:40.960]  在三章十一節讚賞路德
[00:09:40.960 --> 00:09:41.960]  說他是賢德的婦人
[00:09:41.960 --> 00:09:46.960]  賢德其實也是大財主這個字是同一個字
[00:09:46.960 --> 00:09:49.960]  經文一開始就去提出一個期望
[00:09:49.960 --> 00:09:52.960]  波亞斯是一個非常重要的人
[00:09:52.960 --> 00:09:53.960]  是一個貴賓
[00:09:53.960 --> 00:09:58.960]  他出現應該會扭轉整個故事的發展
[00:09:58.960 --> 00:10:02.960]  然後才將鏡頭轉向路德
[00:10:02.960 --> 00:10:05.960]  路德為了照顧南俄米
[00:10:05.960 --> 00:10:10.960]  主動找到現在收割大麥的時間
[00:10:10.960 --> 00:10:13.960]  去田間去拾取麥穗
[00:10:13.960 --> 00:10:16.960]  為了他自己和婆婆南俄米兩婆息
[00:10:16.960 --> 00:10:17.960]  去將羅食物
[00:10:17.960 --> 00:10:18.960]  經南俄米的同意
[00:10:18.960 --> 00:10:21.960]  路德就去到田間
[00:10:21.960 --> 00:10:24.960]  在收割的人的身後去拾取麥穗
[00:10:24.960 --> 00:10:31.960]  結果路德剛好去到波亞斯那塊田
[00:10:31.960 --> 00:10:33.960]  原文這句話其實是
[00:10:33.960 --> 00:10:38.960]  他的命運遇著波亞斯的田
[00:10:38.960 --> 00:10:41.960]  他的命運遇著波亞斯的田
[00:10:41.960 --> 00:10:46.960]  不單只帶出一個恰巧隨機的意外
[00:10:46.960 --> 00:10:52.960]  也包含了一種冥冥中有主宰的意味
[00:10:52.960 --> 00:10:55.960]  到第四節波亞斯正式出場
[00:10:55.960 --> 00:11:00.960]  他剛好在伯利恆來到
[00:11:00.960 --> 00:11:03.960]  正從伯利恆來到
[00:11:03.960 --> 00:11:06.960]  正這個字是解作看
[00:11:06.960 --> 00:11:08.960]  就是這一刻
[00:11:08.960 --> 00:11:13.960]  強調讀者要留意巧合的意思
[00:11:13.960 --> 00:11:14.960]  所以可以說
[00:11:14.960 --> 00:11:17.960]  恰巧遇著剛剛
[00:11:17.960 --> 00:11:21.960]  藉著波亞斯收割工人的對答
[00:11:21.960 --> 00:11:24.960]  我們會感受到波亞斯的敬虔
[00:11:24.960 --> 00:11:27.960]  慷慨和親和
[00:11:27.960 --> 00:11:29.960]  深受眾人的愛戴
[00:11:29.960 --> 00:11:32.960]  立刻波亞斯留意到路德
[00:11:32.960 --> 00:11:35.960]  波亞斯問監管收割的僕人
[00:11:35.960 --> 00:11:39.960]  那個是誰家的女子
[00:11:39.960 --> 00:11:43.960]  女子在原文可以解作僕人
[00:11:43.960 --> 00:11:46.960]  也可以解作年輕女子
[00:11:46.960 --> 00:11:50.960]  尤其是說未婚的婦女
[00:11:50.960 --> 00:11:53.960]  作者刻意用上這個字眼
[00:11:53.960 --> 00:11:55.960]  放在波亞斯的嘴巴上
[00:11:55.960 --> 00:11:57.960]  可能是與大相關
[00:11:57.960 --> 00:12:01.960]  暗示路德既有女僕謙卑的外表
[00:12:01.960 --> 00:12:05.960]  但也有年輕女子的秀麗
[00:12:05.960 --> 00:12:12.960]  去間接表達波亞斯對路德的好感
[00:12:12.960 --> 00:12:13.960]  各位親愛的姐妹
[00:12:13.960 --> 00:12:14.960]  各位朋友
[00:12:14.960 --> 00:12:15.960]  你們留意到嗎?
[00:12:15.960 --> 00:12:19.960]  波亞斯之所以與路德相遇
[00:12:19.960 --> 00:12:21.960]  是由於一連串
[00:12:21.960 --> 00:12:23.960]  他們不可預期的因素
[00:12:23.960 --> 00:12:26.960]  缺一不可
[00:12:26.960 --> 00:12:28.960]  時間上的巧合
[00:12:28.960 --> 00:12:32.960]  剛好是大麥收割的季節
[00:12:32.960 --> 00:12:33.960]  第二
[00:12:33.960 --> 00:12:36.960]  路德服侍撈鵝米的愛心
[00:12:36.960 --> 00:12:38.960]  導致路德提出去麥田
[00:12:38.960 --> 00:12:40.960]  拾取麥水
[00:12:40.960 --> 00:12:41.960]  這個提出
[00:12:41.960 --> 00:12:45.960]  也要得到路德的提議
[00:12:45.960 --> 00:12:47.960]  撈鵝米的首肯
[00:12:47.960 --> 00:12:48.960]  才能開工
[00:12:48.960 --> 00:12:50.960]  這是第三個因素
[00:12:50.960 --> 00:12:53.960]  還有空間上的巧合
[00:12:53.960 --> 00:12:57.960]  路德的命運遇上波亞斯的田
[00:12:57.960 --> 00:13:00.960]  還有波亞斯的敬虔
[00:13:00.960 --> 00:13:03.960]  慷慨和親和
[00:13:03.960 --> 00:13:09.960]  是他容許貧窮人在他的田裡拾取麥水
[00:13:09.960 --> 00:13:10.960]  第五個因素
[00:13:10.960 --> 00:13:11.960]  最後
[00:13:11.960 --> 00:13:15.960]  就算波亞斯留意到這個女子
[00:13:15.960 --> 00:13:20.960]  也要藉著波亞斯的僕人準確的回答
[00:13:20.960 --> 00:13:23.960]  他才知道這是路德
[00:13:23.960 --> 00:13:26.960]  如果你是路德或波亞斯
[00:13:26.960 --> 00:13:28.960]  在這六個因素裡
[00:13:28.960 --> 00:13:32.960]  你能控制多少個?
[00:13:32.960 --> 00:13:33.960]  如果你是路德
[00:13:33.960 --> 00:13:36.960]  你只能控制B
[00:13:36.960 --> 00:13:37.960]  第二個
[00:13:37.960 --> 00:13:39.960]  如果你是波亞斯
[00:13:39.960 --> 00:13:41.960]  其實你只能控制E
[00:13:41.960 --> 00:13:42.960]  第五個
[00:13:42.960 --> 00:13:43.960]  換句話說
[00:13:43.960 --> 00:13:47.960]  其實他們之所以能夠相遇相識
[00:13:47.960 --> 00:13:52.960]  也有一些他們要負上全責的因素
[00:13:52.960 --> 00:13:53.960]  不過
[00:13:53.960 --> 00:13:54.960]  與此同時
[00:13:54.960 --> 00:13:59.960]  也有一些是超越他們控制範圍的因素
[00:13:59.960 --> 00:14:01.960]  這就是神學上常說的
[00:14:01.960 --> 00:14:03.960]  100%人的責任
[00:14:03.960 --> 00:14:05.960]  100%神的主權
[00:14:05.960 --> 00:14:06.960]  蘇牧師以前常說的
[00:14:06.960 --> 00:14:08.960]  現在他也在這裡
[00:14:08.960 --> 00:14:10.960]  各位親愛的領子妹
[00:14:10.960 --> 00:14:12.960]  不要再攪在一起
[00:14:12.960 --> 00:14:15.960]  去等候好的際遇
[00:14:15.960 --> 00:14:17.960]  如果是這樣的話
[00:14:17.960 --> 00:14:19.960]  我們的信仰不是這樣的
[00:14:19.960 --> 00:14:23.960]  我們的信仰是需要付出實際的行動
[00:14:23.960 --> 00:14:25.960]  去活出來的
[00:14:25.960 --> 00:14:27.960]  不要再用神的主權
[00:14:27.960 --> 00:14:31.960]  去做推搪的理由
[00:14:31.960 --> 00:14:32.960]  是錯的
[00:14:32.960 --> 00:14:33.960]  但是
[00:14:33.960 --> 00:14:36.960]  你也不要以為你做好自己的部分
[00:14:36.960 --> 00:14:39.960]  你就一定有好的際遇
[00:14:39.960 --> 00:14:42.960]  如果不似預期
[00:14:42.960 --> 00:14:44.960]  就灰心失望
[00:14:44.960 --> 00:14:47.960]  基督徒生命美好的見證
[00:14:47.960 --> 00:14:49.960]  靠著神的大能
[00:14:49.960 --> 00:14:52.960]  是可以倍加彰顯
[00:14:52.960 --> 00:14:55.960]  在我們面前面對困難逆境
[00:14:55.960 --> 00:14:57.960]  綁手綁腳
[00:14:57.960 --> 00:14:59.960]  無可作為
[00:14:59.960 --> 00:15:00.960]  但是就在那一刻
[00:15:00.960 --> 00:15:03.960]  其實就是一個黃金機會
[00:15:03.960 --> 00:15:05.960]  向世界作見證
[00:15:05.960 --> 00:15:08.960]  我們仍然是一班可以持手
[00:15:08.960 --> 00:15:13.960]  高尚情操品格的人
[00:15:13.960 --> 00:15:16.960]  現在我們繼續一起去重讀
[00:15:16.960 --> 00:15:18.960]  第八到十三節
[00:15:18.960 --> 00:15:20.960]  去再看波亞斯
[00:15:20.960 --> 00:15:23.960]  如何用恩慈的話去對待路德
[00:15:23.960 --> 00:15:26.960]  而路德的反應又是怎樣的呢?
[00:15:26.960 --> 00:15:29.960]  我們一起去讀這段經文
[00:15:29.960 --> 00:15:31.960]  波亞斯對路德說
[00:15:31.960 --> 00:15:32.960]  女兒啊
[00:15:32.960 --> 00:15:34.960]  聽我說
[00:15:34.960 --> 00:15:37.960]  不要枉別人田裡拾取墨水
[00:15:37.960 --> 00:15:39.960]  也不要離開這裡
[00:15:39.960 --> 00:15:42.960]  要尚與我侍女們在一處
[00:15:42.960 --> 00:15:45.960]  我的僕人在那塊田收割
[00:15:45.960 --> 00:15:47.960]  你就跟著他們去
[00:15:47.960 --> 00:15:50.960]  我已經吩咐僕人不可欺負你
[00:15:50.960 --> 00:15:52.960]  你若學了
[00:15:52.960 --> 00:15:54.960]  就可以到棄命那裡
[00:15:54.960 --> 00:15:56.960]  喝僕人打來的水
[00:15:56.960 --> 00:15:59.960]  路德就俯伏在地叩拜
[00:15:59.960 --> 00:16:00.960]  對她說
[00:16:00.960 --> 00:16:02.960]  我既是外邦人
[00:16:02.960 --> 00:16:03.960]  怎麼蒙你的恩
[00:16:03.960 --> 00:16:05.960]  這樣顧恤我呢?
[00:16:05.960 --> 00:16:07.960]  波亞斯回答說
[00:16:07.960 --> 00:16:09.960]  自從你丈夫死後
[00:16:09.960 --> 00:16:12.960]  凡你向婆婆所行的
[00:16:12.960 --> 00:16:15.960]  並你離開父母和本地
[00:16:15.960 --> 00:16:17.960]  到數不認識的民眾
[00:16:17.960 --> 00:16:20.960]  這些事人全都告訴我了
[00:16:20.960 --> 00:16:23.960]  願耶和華照你所行的賞賜你
[00:16:23.960 --> 00:16:28.960]  你來投靠耶和華以色列神的賜旁下
[00:16:28.960 --> 00:16:31.960]  願你滿得祂的賞賜
[00:16:31.960 --> 00:16:32.960]  路德說
[00:16:32.960 --> 00:16:33.960]  我主啊
[00:16:33.960 --> 00:16:36.960]  願你在你眼前蒙
[00:16:36.960 --> 00:16:39.960]  我需不及你的一個侍女
[00:16:39.960 --> 00:16:41.960]  你還用慈愛的話
[00:16:41.960 --> 00:16:43.960]  安慰我的心
[00:16:43.960 --> 00:16:45.960]  在這個段落裡
[00:16:45.960 --> 00:16:48.960]  波亞斯和路德有兩段對話
[00:16:48.960 --> 00:16:49.960]  在第一段對話裡
[00:16:49.960 --> 00:16:52.960]  波亞斯首先發言稱路德為女兒
[00:16:52.960 --> 00:16:54.960]  一方面
[00:16:54.960 --> 00:16:59.960]  表示他和路德在年紀上的確有些距離
[00:16:59.960 --> 00:17:00.960]  另一方面
[00:17:00.960 --> 00:17:05.960]  也表示他對路德像親人般關懷
[00:17:05.960 --> 00:17:08.960]  波亞斯向路德提出兩個不好的吩咐
[00:17:08.960 --> 00:17:09.960]  第一
[00:17:09.960 --> 00:17:13.960]  不要到其他田裡去拾取墨水
[00:17:13.960 --> 00:17:14.960]  即是把深水也丟了
[00:17:14.960 --> 00:17:15.960]  留在那裡
[00:17:15.960 --> 00:17:17.960]  所以他第二個命令是不要離開這裡
[00:17:17.960 --> 00:17:20.960]  波亞斯先特定要求路德
[00:17:20.960 --> 00:17:24.960]  不要到其他地方去拾墨水
[00:17:24.960 --> 00:17:27.960]  進而希望路德長期留下
[00:17:27.960 --> 00:17:28.960]  留下做什麼呢?
[00:17:28.960 --> 00:17:30.960]  首先在第八節下
[00:17:30.960 --> 00:17:36.960]  波亞斯要求路德經常和侍女們在一起
[00:17:36.960 --> 00:17:38.960]  這裡特別留意第九節
[00:17:38.960 --> 00:17:42.960]  原來第九節的「我的僕人」
[00:17:42.960 --> 00:17:45.960]  在原文是指男性的
[00:17:45.960 --> 00:17:48.960]  然後說到「你就跟著他們去」
[00:17:48.960 --> 00:17:54.960]  「他們」原來在原文是指女性的
[00:17:54.960 --> 00:18:00.960]  新譯本將這個很微妙的訊息翻譯了出來
[00:18:00.960 --> 00:18:05.960]  即是說其實波亞斯很明顯叫路德不要跟著男人
[00:18:05.960 --> 00:18:07.960]  但卻跟著女人
[00:18:07.960 --> 00:18:10.960]  我已經吩咐
[00:18:10.960 --> 00:18:12.960]  第三個重點就是
[00:18:12.960 --> 00:18:15.960]  我已經吩咐僕人不要欺負你
[00:18:15.960 --> 00:18:19.960]  以及喝僕人打來的水
[00:18:19.960 --> 00:18:21.960]  這兩個「僕人」
[00:18:21.960 --> 00:18:24.960]  又是說男人的
[00:18:24.960 --> 00:18:32.960]  即是波亞斯在暗示自己是路德男性的保護者
[00:18:32.960 --> 00:18:36.960]  路德其實應該是聽得明白的
[00:18:36.960 --> 00:18:41.960]  不過路德沒有熱烈感激的反應
[00:18:41.960 --> 00:18:44.960]  禮貌上感謝應該有的
[00:18:44.960 --> 00:18:50.960]  不過猶疑的態度同樣明顯
[00:18:50.960 --> 00:18:58.960]  刻意跟他素未謀面並不認識的波亞斯保持距離
[00:18:58.960 --> 00:19:01.960]  在第二段對話裡面波亞斯繼續發言
[00:19:01.960 --> 00:19:05.960]  我們剛剛知道原來波亞斯對路德所知甚多
[00:19:05.960 --> 00:19:06.960]  幾乎起底了
[00:19:06.960 --> 00:19:10.960]  他從哪裡來?他怎樣幫婆婆?諸如此類
[00:19:10.960 --> 00:19:16.960]  他告訴路德他早已留意到路德過去所做的一切
[00:19:16.960 --> 00:19:18.960]  並且予以高度的讚賞
[00:19:18.960 --> 00:19:20.960]  起碼包括三方面
[00:19:20.960 --> 00:19:23.960]  自路德丈夫死後向婆婆所行的
[00:19:23.960 --> 00:19:27.960]  丈夫的死表明分明的解除
[00:19:27.960 --> 00:19:30.960]  婆媳關係照計都沒有了
[00:19:30.960 --> 00:19:35.960]  不過路德仍然堅持照顧他先夫的母親
[00:19:35.960 --> 00:19:39.960]  路德不但堅持在自己的地方照顧婆婆
[00:19:39.960 --> 00:19:41.960]  還甚至願意為了照顧這個人
[00:19:41.960 --> 00:19:44.960]  離開他自己的父母和家鄉
[00:19:44.960 --> 00:19:49.960]  去到一個自己素不認識的民宗裡面
[00:19:49.960 --> 00:19:51.960]  去照顧這個婆婆
[00:19:51.960 --> 00:19:53.960]  有學者認為波亞斯這番話
[00:19:53.960 --> 00:19:57.960]  甚至將路德的信心和阿伯拉罕的信心
[00:19:57.960 --> 00:20:00.960]  離開本族本家的信心作一個比對
[00:20:00.960 --> 00:20:06.960]  以表示他的信心和阿伯拉罕不遑多讓
[00:20:06.960 --> 00:20:08.960]  路德所做的一切
[00:20:08.960 --> 00:20:17.960]  是表明他已經來投靠了耶和華以色列神的賜旁之下
[00:20:17.960 --> 00:20:23.960]  即是意味著他得到上帝的保護和眷顧
[00:20:23.960 --> 00:20:25.960]  其實波亞斯的回答很得體
[00:20:25.960 --> 00:20:29.960]  他沒有高舉自己作為私恩者的身份
[00:20:29.960 --> 00:20:33.960]  而是將焦點放在上帝的身上
[00:20:33.960 --> 00:20:36.960]  他祝願路德能夠從耶和華而來
[00:20:36.960 --> 00:20:40.960]  而不是從他而來的賞賜
[00:20:40.960 --> 00:20:43.960]  結果路德在這一次的回應裡面
[00:20:43.960 --> 00:20:47.960]  放下了第一段對話所流露的那份戒心
[00:20:47.960 --> 00:20:51.960]  溫婉地向波亞斯表示接受的好意
[00:20:51.960 --> 00:20:56.960]  繼續盼望獲得波亞斯的眷顧和恩惠
[00:20:56.960 --> 00:20:58.960]  各位聽眾姊妹
[00:20:58.960 --> 00:21:03.960]  你欣賞到波亞斯那種發乎情
[00:21:03.960 --> 00:21:08.960]  只乎禮的君子風度嗎?
