
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹,主內平安!
[00:01:57.000 --> 00:02:01.000]  對前景和所做的事,我們都不了解,
[00:02:01.000 --> 00:02:04.000]  只是憑信心、信念去進行,
[00:02:04.000 --> 00:02:07.000]  所謂摸著石頭過河,
[00:02:07.000 --> 00:02:10.000]  有一次你要接受一項大手術,
[00:02:10.000 --> 00:02:12.000]  你對於這個手術的內容細節,
[00:02:12.000 --> 00:02:14.000]  其實你都不會很了解,
[00:02:14.000 --> 00:02:16.000]  只有憑信心去接受,
[00:02:16.000 --> 00:02:19.000]  生命交在醫生手上,
[00:02:19.000 --> 00:02:21.000]  在主內的信徒,
[00:02:21.000 --> 00:02:25.000]  我們重視實踐信、忘、愛的觀念,
[00:02:25.000 --> 00:02:28.000]  我們每天憑信心的生活又如何?
[00:02:28.000 --> 00:02:32.000]  我們除了知道我們的嚮導是神之外,
[00:02:32.000 --> 00:02:35.000]  你知不知道你將會去哪裡?
[00:02:35.000 --> 00:02:38.000]  今早在宣講神的話語之前,
[00:02:38.000 --> 00:02:40.000]  讓我們同心討告吧!
[00:02:40.000 --> 00:02:42.000]  慈愛父神,
[00:02:42.000 --> 00:02:44.000]  藉著創世紀的經文,
[00:02:44.000 --> 00:02:47.000]  求主你令我們立志為主而活,
[00:02:47.000 --> 00:02:50.000]  接受神給我們的考驗,
[00:02:50.000 --> 00:02:53.000]  正如你給亞伯拉罕一連串的考驗,
[00:02:53.000 --> 00:02:56.000]  轉化我們的生命,磨練我們的信心,
[00:02:56.000 --> 00:02:57.000]  信靠、信服,
[00:02:57.000 --> 00:02:59.000]  令我們像亞伯蘭一樣,
[00:02:59.000 --> 00:03:01.000]  成為神合用的器皿,
[00:03:01.000 --> 00:03:03.000]  來達成父神的旨意,
[00:03:03.000 --> 00:03:05.000]  求你引領我們實踐你的話語,
[00:03:05.000 --> 00:03:07.000]  以信不完全的禱告,
[00:03:07.000 --> 00:03:09.000]  奉主耶穌基督得性命之祈求,
[00:03:09.000 --> 00:03:11.000]  阿們。
[00:03:11.000 --> 00:03:15.000]  在創世紀十二章一至二十節的經文中,
[00:03:15.000 --> 00:03:19.000]  曾經記載一個阿伯,一個長者,
[00:03:19.000 --> 00:03:21.000]  由於要回應神的呼召,
[00:03:21.000 --> 00:03:27.000]  整家人搬到一個完全不認識的應許之地,
[00:03:27.000 --> 00:03:30.000]  他只能憑信心回應。
[00:03:30.000 --> 00:03:32.000]  這個長者是誰呢?
[00:03:32.000 --> 00:03:34.000]  他就是亞伯蘭,
[00:03:34.000 --> 00:03:36.000]  之後改稱亞伯拉罕。
[00:03:36.000 --> 00:03:43.000]  亞伯蘭正正是我們經常用來作為信心榜樣的例子,
[00:03:43.000 --> 00:03:48.000]  為什麼要以亞伯蘭作為我們學習的榜樣呢?
[00:03:48.000 --> 00:03:50.000]  亞伯蘭是不是一個完美無瑕,
[00:03:50.000 --> 00:03:52.000]  天生的大聖人呢?
[00:03:52.000 --> 00:03:57.000]  請我們一起朗讀下這三節經文。
[00:03:57.000 --> 00:04:00.000]  「耶和華對亞伯蘭說:
[00:04:00.000 --> 00:04:04.000]  「你要離開本地,本族,父家,
[00:04:04.000 --> 00:04:07.000]  我所要指示你的地去,
[00:04:07.000 --> 00:04:09.000]  我必叫你成為大國,
[00:04:09.000 --> 00:04:11.000]  我必賜福給你,
[00:04:11.000 --> 00:04:13.000]  叫你的名為大,
[00:04:13.000 --> 00:04:16.000]  你也要叫別人得福,
[00:04:16.000 --> 00:04:19.000]  為你祝福的,我必賜福於他,
[00:04:19.000 --> 00:04:23.000]  那救助你的,我必救助他,
[00:04:23.000 --> 00:04:27.000]  地上的萬族,都要因你得福。」
[00:04:27.000 --> 00:04:31.000]  各位聽眾,自從始祖被逐出樂園之後,
[00:04:31.000 --> 00:04:35.000]  人類一直落在罪的困局裡,
[00:04:35.000 --> 00:04:40.000]  《創世紀》三章至十一章,
[00:04:40.000 --> 00:04:43.000]  就是敘述關於人類的墮落,
[00:04:43.000 --> 00:04:46.000]  怎樣失去了上帝所賜的福分,
[00:04:46.000 --> 00:04:48.000]  人一直犯罪和受咒助,
[00:04:48.000 --> 00:04:52.000]  神是要用洪水除滅地上的活物,
[00:04:52.000 --> 00:04:54.000]  一切要推倒重來。
[00:04:54.000 --> 00:04:56.000]  在十一章的巴別塔事件,
[00:04:56.000 --> 00:05:00.000]  神更加令人類的口音變亂和四散,
[00:05:00.000 --> 00:05:02.000]  咒助不斷出現。
[00:05:02.000 --> 00:05:05.000]  不過,從第十二章開始,
[00:05:05.000 --> 00:05:08.000]  神對亞伯蘭的呼召和應許,
[00:05:08.000 --> 00:05:11.000]  開始一個救贖的計劃。
[00:05:11.000 --> 00:05:15.000]  亞伯蘭要按照神的指示離開原居地,
[00:05:15.000 --> 00:05:17.000]  去到一個未知的地圖,
[00:05:17.000 --> 00:05:20.000]  因為神要賜福給亞伯蘭,
[00:05:20.000 --> 00:05:23.000]  「他的名偉大,亦要成為大國。」
[00:05:23.000 --> 00:05:25.000]  神亦藉著這個人,
[00:05:25.000 --> 00:05:27.000]  要令別人得福,
[00:05:27.000 --> 00:05:30.000]  及至地上萬族都要因他得福。
[00:05:30.000 --> 00:05:32.000]  在這三節經文裡,
[00:05:32.000 --> 00:05:34.000]  神對人給了多少次祝福?
[00:05:34.000 --> 00:05:35.000]  你數數,
[00:05:35.000 --> 00:05:38.000]  一、二、三、四、五次的祝福,
[00:05:38.000 --> 00:05:42.000]  是回應以往人類面對的咒助,
[00:05:42.000 --> 00:05:46.000]  跟著一直出現漸進的啟示,
[00:05:46.000 --> 00:05:48.000]  要讓神所賜的福,
[00:05:48.000 --> 00:05:51.000]  回到我們人類的身上,
[00:05:51.000 --> 00:05:54.000]  回到創世紀一至二章,
[00:05:54.000 --> 00:05:56.000]  人類受祝福的狀況,
[00:05:56.000 --> 00:05:58.000]  人類的命運在這一刻,
[00:05:58.000 --> 00:06:00.000]  開始露出曙光。
[00:06:00.000 --> 00:06:04.000]  今天我們選取這一段經文的用意,
[00:06:04.000 --> 00:06:08.000]  就是神對人類的救贖計劃,
[00:06:08.000 --> 00:06:15.000]  由一個七十五歲的阿伯開始。
[00:06:15.000 --> 00:06:18.000]  所以今天在座的長者,
[00:06:18.000 --> 00:06:20.000]  當然包括所有年齡的人,
[00:06:20.000 --> 00:06:23.000]  神都可能即將找你,
[00:06:23.000 --> 00:06:26.000]  你已經沒有任何推搪的理由,
[00:06:26.000 --> 00:06:29.000]  去開始一個美妙的侍奉,
[00:06:29.000 --> 00:06:30.000]  或者去非洲,
[00:06:30.000 --> 00:06:31.000]  或者去長洲,
[00:06:31.000 --> 00:06:33.000]  或者去西伯利亞都不知道的,
[00:06:33.000 --> 00:06:36.000]  在這段經文裏面,
[00:06:36.000 --> 00:06:38.000]  有一個成功的阿伯,
[00:06:38.000 --> 00:06:40.000]  但是也有失敗的阿伯。
[00:06:40.000 --> 00:06:42.000]  神要使用亞伯蘭,
[00:06:42.000 --> 00:06:45.000]  所以開始改變他的生命,
[00:06:45.000 --> 00:06:47.000]  也安排了一連串的考驗,
[00:06:47.000 --> 00:06:50.000]  磨練他的信心,
[00:06:50.000 --> 00:06:51.000]  信靠,信服,
[00:06:51.000 --> 00:06:56.000]  令到亞伯蘭漸漸成為神合用的器皿。
[00:06:56.000 --> 00:07:00.000]  大家看看創世紀十一章二十六節三十二節,
[00:07:00.000 --> 00:07:04.000]  這裏的經文出現了一個很大的轉變,
[00:07:04.000 --> 00:07:07.000]  經文特別記載了一個家族,
[00:07:07.000 --> 00:07:08.000]  一直有很多奏作,
[00:07:08.000 --> 00:07:09.000]  三章至十一章,
[00:07:09.000 --> 00:07:11.000]  但這裏突然間有一個大轉折,
[00:07:11.000 --> 00:07:13.000]  記載了一個家族,
[00:07:13.000 --> 00:07:15.000]  他奶活到七十歲,
[00:07:15.000 --> 00:07:18.000]  生了阿伯蘭拿學哈蘭,
[00:07:18.000 --> 00:07:20.000]  他奶的後代記載下面,
[00:07:20.000 --> 00:07:22.000]  他奶生阿伯蘭拿學哈蘭,
[00:07:22.000 --> 00:07:24.000]  哈蘭生羅德,
[00:07:24.000 --> 00:07:28.000]  哈蘭死在他的本地加勒底的梧椅,
[00:07:28.000 --> 00:07:31.000]  在他父親哈賴之先。
[00:07:31.000 --> 00:07:33.000]  阿伯蘭拿學國娶了妻,
[00:07:33.000 --> 00:07:35.000]  阿伯蘭的妻子名叫撒萊,
[00:07:35.000 --> 00:07:38.000]  拿學的妻子名叫麥加,
[00:07:38.000 --> 00:07:39.000]  是哈蘭的女兒,
[00:07:39.000 --> 00:07:43.000]  哈蘭是麥加和易家的父親,
[00:07:43.000 --> 00:07:46.000]  撒萊不生育,沒有孩子,
[00:07:46.000 --> 00:07:50.000]  哈賴帶著他兒子阿伯蘭和他孫子哈蘭的兒子羅德,
[00:07:50.000 --> 00:07:53.000]  並他姨父阿伯蘭的妻子撒萊,
[00:07:53.000 --> 00:07:55.000]  出了加勒底的梧椅,
[00:07:55.000 --> 00:07:57.000]  要往迦南地去,
[00:07:57.000 --> 00:08:00.000]  他們走到哈蘭就住在那裡,
[00:08:00.000 --> 00:08:03.000]  哈賴共活了二百零五歲,
[00:08:03.000 --> 00:08:05.000]  就死在哈蘭。
[00:08:05.000 --> 00:08:10.000]  這裡有哈賴、阿伯蘭的家譜,
[00:08:10.000 --> 00:08:12.000]  哈賴三個兒子,
[00:08:12.000 --> 00:08:14.000]  剩下兩個,死了一個,
[00:08:14.000 --> 00:08:18.000]  而哈賴帶著阿伯蘭、撒萊和羅德,
[00:08:18.000 --> 00:08:21.000]  離開梧椅去到迦南地,
[00:08:21.000 --> 00:08:25.000]  其中一個兒子拿學就留在原居地,
[00:08:25.000 --> 00:08:26.000]  不肯走,
[00:08:26.000 --> 00:08:29.000]  他們走到哈蘭就住在那裡。
[00:08:29.000 --> 00:08:33.000]  神父召阿伯蘭前往迦南地,
[00:08:33.000 --> 00:08:36.000]  為什麼撒賴帶著家人,
[00:08:36.000 --> 00:08:40.000]  從梧椅千里迢迢來到哈蘭,
[00:08:40.000 --> 00:08:42.000]  就停滯不前呢?
[00:08:42.000 --> 00:08:45.000]  這是非常重要的問題,
[00:08:45.000 --> 00:08:46.000]  大家看看地圖,
[00:08:46.000 --> 00:08:48.000]  哈蘭是阿蘭人的城市,
[00:08:48.000 --> 00:08:49.000]  你留意,
[00:08:49.000 --> 00:08:50.000]  在上古時代,
[00:08:50.000 --> 00:08:53.000]  大馬士革、尼里美、加基米斯這三個地方,
[00:08:53.000 --> 00:08:55.000]  有一條很興旺的商業大道,
[00:08:55.000 --> 00:08:59.000]  而哈蘭就剛剛在這條商業大道中間,
[00:08:59.000 --> 00:09:01.000]  因此貿易很興旺,
[00:09:01.000 --> 00:09:05.000]  也是以拜祭月神而知名,
[00:09:05.000 --> 00:09:07.000]  類似中國人拜什麼?
[00:09:07.000 --> 00:09:10.000]  拜上顎,月神。
[00:09:10.000 --> 00:09:13.000]  此外,從《創世紀經文》的推斷,
[00:09:13.000 --> 00:09:16.000]  哈蘭的生活和物質條件應該相當好的,
[00:09:16.000 --> 00:09:18.000]  所以撒賴留在哈蘭,
[00:09:18.000 --> 00:09:22.000]  很有可能被那裡的生活條件吸引,
[00:09:22.000 --> 00:09:27.000]  另外,卡哈拉也有可能參與月神的拜祭,
[00:09:27.000 --> 00:09:28.000]  從人的角度來看,
[00:09:28.000 --> 00:09:31.000]  哈蘭的生命沒有什麼特別的地方,
[00:09:31.000 --> 00:09:33.000]  和我們沒有什麼分別,
[00:09:33.000 --> 00:09:37.000]  當神呼召哈蘭前往迦南地的時候,
[00:09:37.000 --> 00:09:43.000]  阻攔哈蘭前往迦南地的因素和隱憂是不少的,
[00:09:43.000 --> 00:09:45.000]  首先第一點,
[00:09:45.000 --> 00:09:47.000]  哈蘭被神呼召的時候,
[00:09:47.000 --> 00:09:52.000]  這位75歲的老人家,
[00:09:52.000 --> 00:09:54.000]  應不應該四處走?
[00:09:54.000 --> 00:09:57.000]  應該蹲在老人院很久,
[00:09:57.000 --> 00:09:59.000]  沒理由思維流轉的,
[00:09:59.000 --> 00:10:05.000]  第二,他的太太撒賴不能生育,
[00:10:05.000 --> 00:10:06.000]  年紀也不輕,
[00:10:06.000 --> 00:10:09.000]  遷移對她沒有好處,
[00:10:09.000 --> 00:10:10.000]  第三點,
[00:10:10.000 --> 00:10:11.000]  你看看,
[00:10:11.000 --> 00:10:13.000]  哈蘭是一個安書區,
[00:10:13.000 --> 00:10:16.000]  離開一個安書區,
[00:10:16.000 --> 00:10:18.000]  去一個未知的地圖,
[00:10:18.000 --> 00:10:21.000]  一點也不划算,
[00:10:21.000 --> 00:10:23.000]  你睡一張很舒服的床,
[00:10:23.000 --> 00:10:25.000]  會不會突然間睡在地板上?
[00:10:25.000 --> 00:10:26.000]  當然不會的,
[00:10:26.000 --> 00:10:30.000]  當然你一定要找一個舒服的地方住,
[00:10:30.000 --> 00:10:32.000]  和在那裡生活的,
[00:10:32.000 --> 00:10:33.000]  第四點,
[00:10:33.000 --> 00:10:36.000]  哈蘭是拜祭偶像的地方,
[00:10:36.000 --> 00:10:39.000]  異教能夠令人和神的關係怎樣?
[00:10:39.000 --> 00:10:40.000]  是有阻隔的,
[00:10:40.000 --> 00:10:41.000]  第五點,
[00:10:41.000 --> 00:10:44.000]  撒賴是信奉異教的,
[00:10:44.000 --> 00:10:46.000]  整個家族都是這樣的光景,
[00:10:46.000 --> 00:10:47.000]  所以想著想著,
[00:10:47.000 --> 00:10:48.000]  越想越有趣,
[00:10:48.000 --> 00:10:54.000]  天父揀選一個長者來成就他的計劃,
[00:10:54.000 --> 00:10:58.000]  當然神要將他的生命加以轉化,
[00:10:58.000 --> 00:11:01.000]  才能夠成為他合用的器皿,
[00:11:01.000 --> 00:11:04.000]  當中的過程一點也不簡單,
[00:11:04.000 --> 00:11:05.000]  正因為這樣,
[00:11:05.000 --> 00:11:08.000]  所以沒有人可以有資格說,
[00:11:08.000 --> 00:11:11.000]  我沒有資格回應神的呼召,
[00:11:11.000 --> 00:11:13.000]  你不可以說這句話,
[00:11:13.000 --> 00:11:16.000]  神會慢慢令你的生命改變,
[00:11:16.000 --> 00:11:18.000]  話說回來,
[00:11:18.000 --> 00:11:19.000]  你想想,
[00:11:19.000 --> 00:11:21.000]  一個遊牧的家庭,
[00:11:21.000 --> 00:11:23.000]  他是遊牧民族,
[00:11:23.000 --> 00:11:26.000]  是帶著牛羊生活的,
[00:11:26.000 --> 00:11:29.000]  他們最重要是每天要做些什麼?
[00:11:29.000 --> 00:11:31.000]  這裡沒有遊牧民族,
[00:11:31.000 --> 00:11:32.000]  所以告訴你,
[00:11:32.000 --> 00:11:38.000]  他們每天最重要就是找水草給牛羊吃,
[00:11:38.000 --> 00:11:41.000]  令牠們的生畜和人口繁殖,
[00:11:41.000 --> 00:11:43.000]  從吳爾到達哈蘭的時候,
[00:11:43.000 --> 00:11:46.000]  距離他們的原居地已經很遙遠,
[00:11:46.000 --> 00:11:48.000]  走了很遠的路,
[00:11:48.000 --> 00:11:50.000]  難得在哈蘭可以安頓下來,
[00:11:50.000 --> 00:11:52.000]  生活無憂,
[00:11:52.000 --> 00:11:54.000]  前往迦南地,
[00:11:54.000 --> 00:11:55.000]  前途未卜,
[00:11:55.000 --> 00:11:57.000]  沿途隨時會怎樣?
[00:11:57.000 --> 00:12:00.000]  隨時會有很多土匪山賊,
[00:12:00.000 --> 00:12:01.000]  謀財害命,
[00:12:01.000 --> 00:12:03.000]  這個決定不容易,
[00:12:03.000 --> 00:12:08.000]  你也不要小看香港是一條小漁村,
[00:12:08.000 --> 00:12:10.000]  海盜山賊相當之多,
[00:12:10.000 --> 00:12:13.000]  聽過一個地方叫赤柱嗎?
[00:12:13.000 --> 00:12:15.000]  知道吧,赤柱,
[00:12:15.000 --> 00:12:17.000]  赤柱的諧音是什麼?
[00:12:17.000 --> 00:12:20.000]  赤柱的諧音是賊柱,
[00:12:20.000 --> 00:12:22.000]  即是以前那裡也有很多賊,
[00:12:22.000 --> 00:12:26.000]  香港也是這樣,
[00:12:26.000 --> 00:12:28.000]  何況在兩河流域這些地方,
[00:12:28.000 --> 00:12:29.000]  中東這些地區,
[00:12:29.000 --> 00:12:32.000]  土匪山賊一定不少,
[00:12:32.000 --> 00:12:33.000]  大家看看,
[00:12:33.000 --> 00:12:35.000]  從我們做人這麼久,
[00:12:35.000 --> 00:12:37.000]  你的經驗就是,
[00:12:37.000 --> 00:12:41.000]  物離鄉貴,人離鄉,
[00:12:41.000 --> 00:12:43.000]  每個人都懂得回答,
[00:12:43.000 --> 00:12:45.000]  人離鄉自然,
[00:12:45.000 --> 00:12:46.000]  從人的角度來看,
[00:12:46.000 --> 00:12:48.000]  搬到一個陌生的地方,
[00:12:48.000 --> 00:12:50.000]  是不是一個理想的決定呢?
[00:12:50.000 --> 00:12:52.000]  未必是一個理想的決定,
[00:12:52.000 --> 00:12:55.000]  當神的應許出現的時候,
[00:12:55.000 --> 00:12:57.000]  祂說你要離開,
[00:12:57.000 --> 00:13:00.000]  你要離開本地本族,
[00:13:00.000 --> 00:13:03.000]  父家,我所要指示你的地區,
[00:13:03.000 --> 00:13:05.000]  我必叫你成為大國,
[00:13:05.000 --> 00:13:07.000]  必賜福於你,
[00:13:07.000 --> 00:13:09.000]  叫你的名為大。
[00:13:09.000 --> 00:13:12.000]  這個應許真的很動聽,
[00:13:12.000 --> 00:13:15.000]  名為大,國又大,
[00:13:15.000 --> 00:13:18.000]  但是當伯蘭開心了幾分鐘之後,
[00:13:18.000 --> 00:13:21.000]  有什麼不對勁?
[00:13:21.000 --> 00:13:23.000]  其實什麼都沒有發生過,
[00:13:23.000 --> 00:13:25.000]  什麼都沒有發生過,
[00:13:25.000 --> 00:13:26.000]  什麼都沒有,
[00:13:26.000 --> 00:13:28.000]  叉燒包都沒有出現,
[00:13:28.000 --> 00:13:32.000]  沒有特別為他預備路費和一應的物資,
[00:13:32.000 --> 00:13:35.000]  或者我想當時伯蘭會將這段應許寄了之後,
[00:13:35.000 --> 00:13:37.000]  寫在地上,
[00:13:37.000 --> 00:13:39.000]  多看幾次來鼓勵自己,
[00:13:39.000 --> 00:13:43.000]  不過伯蘭由吾爾到哈蘭,
[00:13:43.000 --> 00:13:46.000]  在哈蘭應該得到物資的供應,
[00:13:46.000 --> 00:13:47.000]  也可以這麼說,
[00:13:47.000 --> 00:13:53.000]  神一早已經為伯蘭預備了生活和到迦南的物資,
[00:13:53.000 --> 00:13:55.000]  所有的條件,
[00:13:55.000 --> 00:13:57.000]  在這麼關鍵的一刻,
[00:13:57.000 --> 00:13:58.000]  伯蘭怎樣呢?
[00:13:58.000 --> 00:14:00.000]  他勇於神的呼召,
[00:14:00.000 --> 00:14:02.000]  回應神的呼召,
[00:14:02.000 --> 00:14:04.000]  第四、第五節,
[00:14:04.000 --> 00:14:08.000]  「伯蘭就照著耶和華的吩咐去了,
[00:14:08.000 --> 00:14:09.000]  照去,
[00:14:09.000 --> 00:14:11.000]  羅德也和他同去,
[00:14:11.000 --> 00:14:15.000]  伯蘭出哈蘭的時候年七十五歲,
[00:14:15.000 --> 00:14:18.000]  伯蘭將他妻子撒萊和侄兒羅德,
[00:14:18.000 --> 00:14:21.000]  連他們在哈蘭所積蓄的財物,
[00:14:21.000 --> 00:14:23.000]  所得的人口,
[00:14:23.000 --> 00:14:25.000]  都帶往迦南地去,
[00:14:25.000 --> 00:14:27.000]  他們就到了迦南地。」
[00:14:28.000 --> 00:14:29.000]  弟兄姊妹,
[00:14:29.000 --> 00:14:32.000]  「伯蘭就照著神的吩咐起程,
[00:14:32.000 --> 00:14:34.000]  羅德也和他一起去,
[00:14:34.000 --> 00:14:36.000]  這個侄兒當時也不錯,
[00:14:36.000 --> 00:14:38.000]  伯蘭出哈蘭的時候年七十五歲,
[00:14:38.000 --> 00:14:41.000]  伯蘭將撒萊和羅德,
[00:14:41.000 --> 00:14:45.000]  連同他們在哈蘭的財物人口,
[00:14:45.000 --> 00:14:48.000]  都帶到迦南地去。」
[00:14:48.000 --> 00:14:54.000]  在新約希伯來書怎樣評述伯拉罕的決定呢?
[00:14:54.000 --> 00:14:58.000]  「伯拉罕因著信,
[00:14:58.000 --> 00:15:01.000]  蒙召的時候就遵命出去,
[00:15:01.000 --> 00:15:04.000]  往將來要得遺孽的地方去,
[00:15:04.000 --> 00:15:08.000]  出去的時候還不知往那裡去。」
[00:15:08.000 --> 00:15:10.000]  都不知道去哪裏,
[00:15:10.000 --> 00:15:15.000]  因此有些弟兄姊妹一提到移民,
[00:15:15.000 --> 00:15:17.000]  就拿伯蘭來自比,
[00:15:17.000 --> 00:15:20.000]  說是二十一世紀的伯拉罕,
[00:15:20.000 --> 00:15:23.000]  極度錯誤,
[00:15:23.000 --> 00:15:29.000]  移民的時候會不會上飛機都不知道去哪裏,
[00:15:29.000 --> 00:15:31.000]  飛到哪裏就下飛機,
[00:15:31.000 --> 00:15:33.000]  就算了,會不會這樣?
[00:15:33.000 --> 00:15:37.000]  移民去那裏的生活條件是怎樣,
[00:15:37.000 --> 00:15:38.000]  用什麼貨幣,
[00:15:38.000 --> 00:15:40.000]  子女讀哪間學校,
[00:15:40.000 --> 00:15:42.000]  屋你都買了,
[00:15:42.000 --> 00:15:44.000]  你怎可以和伯蘭相比,
[00:15:44.000 --> 00:15:47.000]  伯蘭去哪裏都不知道,
[00:15:47.000 --> 00:15:50.000]  拿來用宣教來比較,
[00:15:50.000 --> 00:15:51.000]  都不對,
[00:15:51.000 --> 00:15:53.000]  風馬牛不相及,
[00:15:53.000 --> 00:15:56.000]  所以這是一個成功的開始,
[00:15:56.000 --> 00:15:58.000]  伯蘭是一個成功的開始,
[00:15:58.000 --> 00:16:00.000]  經文的目的,
[00:16:00.000 --> 00:16:03.000]  不只是記歷史這麼簡單,
[00:16:03.000 --> 00:16:09.000]  而是要將改變伯蘭的生命歷程寫下來,
[00:16:09.000 --> 00:16:12.000]  當你現在閱讀和聆聽這段經文的時候,
[00:16:12.000 --> 00:16:17.000]  天父已經開始在你心裏轉化你的生命,
[00:16:17.000 --> 00:16:20.000]  神要使用伯蘭開始改變他的生命,
[00:16:20.000 --> 00:16:22.000]  要離開安書區,
[00:16:22.000 --> 00:16:25.000]  離開敬拜偶像的地方,
[00:16:25.000 --> 00:16:28.000]  一定要伯蘭踏出重要的一步,
[00:16:28.000 --> 00:16:30.000]  不走不行,一定要離開,
[00:16:30.000 --> 00:16:32.000]  所以各位弟兄姊妹,
[00:16:32.000 --> 00:16:33.000]  現在苦心自問,
[00:16:33.000 --> 00:16:35.000]  我們用一兩分鐘時間,
[00:16:35.000 --> 00:16:38.000]  一起反省一下你的個人表現,
[00:16:38.000 --> 00:16:40.000]  當你信主那一刻,
[00:16:40.000 --> 00:16:42.000]  神已經賜福給你,
[00:16:42.000 --> 00:16:44.000]  你已經享受了救恩,
[00:16:44.000 --> 00:16:48.000]  請問你有沒有叫別人得福呢?
[00:16:48.000 --> 00:16:50.000]  好像阿伯拉罕那樣,
[00:16:50.000 --> 00:16:54.000]  有沒有為主作見證?
[00:16:54.000 --> 00:16:56.000]  一下不經意搞成這樣,
[00:16:56.000 --> 00:16:59.000]  如果你成為別人的咒助,
[00:16:59.000 --> 00:17:01.000]  損害耶穌基督的明星,
[00:17:01.000 --> 00:17:06.000]  你應該怎樣?
[00:17:06.000 --> 00:17:09.000]  你有沒有離開神不喜悅你所做的事?
[00:17:09.000 --> 00:17:14.000]  你有沒有離開神不喜悅你身處的地方?
[00:17:14.000 --> 00:17:20.000]  你有沒有離開安書區快跑跟從主?
[00:17:20.000 --> 00:17:22.000]  這經文很重要,
[00:17:22.000 --> 00:17:26.000]  伯蘭的起程就是一個成功的開始,
[00:17:26.000 --> 00:17:30.000]  接著就是要面對神給他的一連串的考驗,
[00:17:30.000 --> 00:17:32.000]  一個比一個困難,
[00:17:32.000 --> 00:17:37.000]  正當伯蘭到了事件的時候,
[00:17:37.000 --> 00:17:40.000]  並不是有什麼儀仗隊,
[00:17:40.000 --> 00:17:42.000]  什麼民眾迎接他入境,
[00:17:42.000 --> 00:17:46.000]  而是發現已經有迦南人住在那裡,
[00:17:46.000 --> 00:17:50.000]  所以什麼名為大國的英雄,
[00:17:50.000 --> 00:17:52.000]  好像無影無蹤,
[00:17:52.000 --> 00:17:54.000]  所謂猛虎不及什麼?
[00:17:54.000 --> 00:17:58.000]  地頭蟲,迦南已經有人在那裡了,
[00:17:58.000 --> 00:18:01.000]  那一刻真的進退兩難,
[00:18:01.000 --> 00:18:04.000]  但正正在那個時候,
[00:18:04.000 --> 00:18:07.000]  耶和說向伯蘭顯現第七字,
[00:18:07.000 --> 00:18:12.000]  說:我要把這地賜給你的後裔。
[00:18:12.000 --> 00:18:14.000]  大家看看這兩字,
[00:18:14.000 --> 00:18:19.000]  神向伯蘭顯現的時候有很大的鼓舞作用,
[00:18:19.000 --> 00:18:20.000]  神要怎樣?
[00:18:20.000 --> 00:18:23.000]  把這地賜給伯蘭的後裔,
[00:18:23.000 --> 00:18:25.000]  神保證伯蘭有後裔,
[00:18:25.000 --> 00:18:27.000]  當然令人振奮,
[00:18:27.000 --> 00:18:29.000]  因為他當時已經七十五歲了,
