
[00:00:00.000 --> 00:00:03.000]  剛才敬拜的裡面
[00:01:38.140 --> 00:01:40.140]  突然間不知道去哪了
[00:01:40.140 --> 00:01:42.140]  不知道去哪一頁
[00:01:42.140 --> 00:01:44.140]  所以你突然間看到我有點不妥
[00:01:44.140 --> 00:01:46.140]  你為我祈禱吧
[00:01:46.140 --> 00:01:48.140]  好啦 回到正題
[00:01:48.140 --> 00:01:50.140]  今天就想說一下
[00:01:50.140 --> 00:01:52.140]  怎樣聽一些難聽的說話呢
[00:01:52.140 --> 00:01:56.140]  我不知道當你聽到一些難聽的說話的時候
[00:01:56.140 --> 00:01:58.140]  你會有什麼反應
[00:01:58.140 --> 00:02:00.140]  你會有什麼感覺呢
[00:02:00.140 --> 00:02:04.140]  難聽的說話有很多層次的
[00:02:04.140 --> 00:02:06.140]  對我來說
[00:02:06.140 --> 00:02:08.140]  最低層次難聽的說話
[00:02:08.140 --> 00:02:10.140]  就是說髒話
[00:02:10.140 --> 00:02:12.140]  我相信
[00:02:12.140 --> 00:02:14.140]  髒話一定有它的用處
[00:02:14.140 --> 00:02:16.140]  因為那時候我讀語言的時候
[00:02:16.140 --> 00:02:18.140]  他說髒話是有它的用處的
[00:02:18.140 --> 00:02:20.140]  因為髒話的發聲
[00:02:20.140 --> 00:02:22.140]  是可以幫你發洩的
[00:02:22.140 --> 00:02:24.140]  所以我相信髒話
[00:02:24.140 --> 00:02:26.140]  是有舒緩的作用
[00:02:26.140 --> 00:02:28.140]  不過對我來說
[00:02:28.140 --> 00:02:30.140]  我覺得髒話是很容易
[00:02:30.140 --> 00:02:32.140]  而且是沒有什麼營養的
[00:02:32.140 --> 00:02:34.140]  我剛剛放完假回來
[00:02:34.140 --> 00:02:36.140]  跟我家人就坐了
[00:02:36.140 --> 00:02:38.140]  坐了郵輪
[00:02:38.140 --> 00:02:40.140]  對我來說
[00:02:40.140 --> 00:02:42.140]  郵輪一向都是很高級的
[00:02:42.140 --> 00:02:44.140]  都是Titanic的朋友
[00:02:44.140 --> 00:02:46.140]  當然啦
[00:02:46.140 --> 00:02:48.140]  可能這次
[00:02:48.140 --> 00:02:50.140]  這次便宜了
[00:02:50.140 --> 00:02:52.140]  所以坐在Titanic的朋友
[00:02:52.140 --> 00:02:54.140]  是會說髒話的
[00:02:54.140 --> 00:02:56.140]  我就說
[00:02:56.140 --> 00:02:58.140]  坐在Titanic
[00:02:58.140 --> 00:03:00.140]  聽到有人說髒話真的很難想像
[00:03:00.140 --> 00:03:02.140]  對我來說
[00:03:02.140 --> 00:03:04.140]  聽到髒話是很不舒服的
[00:03:04.140 --> 00:03:06.140]  對我來說最不舒服的是
[00:03:06.140 --> 00:03:08.140]  是我家人
[00:03:08.140 --> 00:03:10.140]  是我爸爸在家裡說髒話
[00:03:10.140 --> 00:03:12.140]  他其實是沒有說髒話的習慣
[00:03:12.140 --> 00:03:14.140]  他也不會用髒話來罵我們
[00:03:14.140 --> 00:03:16.140]  一定不會
[00:03:16.140 --> 00:03:18.140]  但不知道為什麼
[00:03:18.140 --> 00:03:20.140]  對著某些朋友
[00:03:20.140 --> 00:03:22.140]  他就會說髒話
[00:03:22.140 --> 00:03:24.140]  不知道為什麼對著某些朋友
[00:03:24.140 --> 00:03:26.140]  他就會用髒話來做助語詞
[00:03:26.140 --> 00:03:28.140]  我聽到髒話
[00:03:28.140 --> 00:03:30.140]  雖然他不是罵人
[00:03:30.140 --> 00:03:32.140]  但我還是很不喜歡聽
[00:03:32.140 --> 00:03:34.140]  我會生氣得要離場
[00:03:34.140 --> 00:03:36.140]  離開
[00:03:36.140 --> 00:03:38.140]  當然
[00:03:38.140 --> 00:03:40.140]  當人用髒話不是罵我的
[00:03:40.140 --> 00:03:42.140]  其實是無傷大雅
[00:03:42.140 --> 00:03:44.140]  不想聽就離開
[00:03:44.140 --> 00:03:46.140]  但如果聽到一些不關我的事
[00:03:46.140 --> 00:03:48.140]  但跟我的想法很不同的話
[00:03:48.140 --> 00:03:50.140]  我還是不想聽
[00:03:50.140 --> 00:03:52.140]  我還是聽不進去
[00:03:52.140 --> 00:03:54.140]  如果劇情需要
[00:03:54.140 --> 00:03:56.140]  就假裝聽
[00:03:56.140 --> 00:03:58.140]  希望保持我的面部表情
[00:03:58.140 --> 00:04:00.140]  我是在聆聽
[00:04:00.140 --> 00:04:02.140]  但如果
[00:04:02.140 --> 00:04:04.140]  真的聽到一些盜獄的
[00:04:04.140 --> 00:04:06.140]  關我事
[00:04:06.140 --> 00:04:08.140]  關我人生事的
[00:04:08.140 --> 00:04:10.140]  說話就另一個層次
[00:04:10.140 --> 00:04:12.140]  很難聽的說話
[00:04:12.140 --> 00:04:14.140]  很難聽的說話
[00:04:14.140 --> 00:04:16.140]  是可以很傷害的
[00:04:16.140 --> 00:04:18.140]  例如批評的說話
[00:04:18.140 --> 00:04:20.140]  批評的說話
[00:04:20.140 --> 00:04:22.140]  特別是對方不是很溫柔
[00:04:22.140 --> 00:04:24.140]  很脆弱的
[00:04:24.140 --> 00:04:26.140]  或者是沒有禮貌
[00:04:26.140 --> 00:04:28.140]  沒有美音的批評
[00:04:28.140 --> 00:04:30.140]  我也是覺得很難聽
[00:04:30.140 --> 00:04:32.140]  沒辦法
[00:04:32.140 --> 00:04:34.140]  我覺得要謙卑
[00:04:34.140 --> 00:04:36.140]  批評的事也要聽
[00:04:36.140 --> 00:04:38.140]  要叫自己謙卑
[00:04:38.140 --> 00:04:40.140]  理性上讓自己謙卑
[00:04:40.140 --> 00:04:42.140]  或者心裡已經冷靜了
[00:04:42.140 --> 00:04:44.140]  沒有聽
[00:04:44.140 --> 00:04:46.140]  我聽到一個
[00:04:46.140 --> 00:04:48.140]  最令我難聽的說話
[00:04:48.140 --> 00:04:50.140]  最令我難接受的說話
[00:04:50.140 --> 00:04:52.140]  就是有人評論
[00:04:52.140 --> 00:04:54.140]  我做事沒有常識
[00:04:54.140 --> 00:04:56.140]  這句說話
[00:04:56.140 --> 00:04:58.140]  真的令我很不開心
[00:04:58.140 --> 00:05:00.140]  令我有很多
[00:05:00.140 --> 00:05:02.140]  自我否定
[00:05:02.140 --> 00:05:04.140]  我會問
[00:05:04.140 --> 00:05:06.140]  我是否真的沒有常識
[00:05:06.140 --> 00:05:08.140]  做不到事
[00:05:08.140 --> 00:05:10.140]  我為何這麼笨
[00:05:10.140 --> 00:05:12.140]  這麼無能
[00:05:12.140 --> 00:05:14.140]  這麼笨
[00:05:14.140 --> 00:05:16.140]  連下平均
[00:05:16.140 --> 00:05:18.140]  下平均
[00:05:18.140 --> 00:05:20.140]  所以這句說話
[00:05:20.140 --> 00:05:22.140]  令我當時很不開心
[00:05:22.140 --> 00:05:24.140]  很難受
[00:05:24.140 --> 00:05:26.140]  我不知道當你聽到一些很難聽的說話時
[00:05:26.140 --> 00:05:28.140]  你有什麼反應
[00:05:28.140 --> 00:05:30.140]  感覺呢
[00:05:30.140 --> 00:05:32.140]  你聽過最難聽的說話
[00:05:32.140 --> 00:05:34.140]  或者是你最難受的說話
[00:05:34.140 --> 00:05:36.140]  是什麼呢
[00:05:36.140 --> 00:05:38.140]  而這些難聽的說話
[00:05:38.140 --> 00:05:40.140]  來自誰呢
[00:05:40.140 --> 00:05:42.140]  是來自
[00:05:42.140 --> 00:05:44.140]  父母
[00:05:44.140 --> 00:05:46.140]  老師
[00:05:46.140 --> 00:05:48.140]  同學
[00:05:48.140 --> 00:05:50.140]  還是朋友呢
[00:05:50.140 --> 00:05:52.140]  還是教會的人呢
[00:05:52.140 --> 00:05:54.140]  組員
[00:05:54.140 --> 00:05:56.140]  組隊長
[00:05:56.140 --> 00:05:58.140]  隊長
[00:05:58.140 --> 00:06:00.140]  不是隊長
[00:06:00.140 --> 00:06:02.140]  隊員
[00:06:02.140 --> 00:06:04.140]  或者是
[00:06:04.140 --> 00:06:06.140]  導師
[00:06:06.140 --> 00:06:08.140]  甚至是目者
[00:06:08.140 --> 00:06:10.140]  甚至是上帝呢
[00:06:10.140 --> 00:06:14.140]  你有沒有聽過一些難聽的說話
[00:06:14.140 --> 00:06:16.140]  令你很難接受
[00:06:16.140 --> 00:06:18.140]  今天我們將會聽到
[00:06:18.140 --> 00:06:20.140]  耶穌也說了一些很難聽的說話
[00:06:20.140 --> 00:06:22.140]  怎樣難聽
[00:06:22.140 --> 00:06:24.140]  有多難聽
[00:06:24.140 --> 00:06:26.140]  人們聽了
[00:06:26.140 --> 00:06:28.140]  又有什麼反應呢
[00:06:28.140 --> 00:06:30.140]  在今天的經文裏面
[00:06:30.140 --> 00:06:32.140]  進入經文之前
[00:06:32.140 --> 00:06:34.140]  我們先看看經文的背景
[00:06:34.140 --> 00:06:36.140]  今天的經文是來自《約翰福音》
[00:06:36.140 --> 00:06:38.140]  六章
[00:06:38.140 --> 00:06:40.140]  耶穌開始不久已經有很大迴響
[00:06:40.140 --> 00:06:42.140]  耶穌開始服事
[00:06:42.140 --> 00:06:44.140]  已經令到很多人跟隨他
[00:06:44.140 --> 00:06:46.140]  因為他的教導
[00:06:46.140 --> 00:06:48.140]  是非一般
[00:06:48.140 --> 00:06:50.140]  不同一般宗教領袖的教導
[00:06:50.140 --> 00:06:52.140]  而他也做了很多神蹟的歧視
[00:06:52.140 --> 00:06:54.140]  在第六章的開始
[00:06:54.140 --> 00:06:56.140]  在餵飽五千多人那裏
[00:06:56.140 --> 00:06:58.140]  為什麼有五千多人聚集呢
[00:06:58.140 --> 00:07:00.140]  正正是因為
[00:07:00.140 --> 00:07:02.140]  耶穌做了神蹟的歧視
[00:07:02.140 --> 00:07:04.140]  六章二節開始說
[00:07:04.140 --> 00:07:06.140]  有一大群人
[00:07:06.140 --> 00:07:08.140]  因為看見了耶穌
[00:07:08.140 --> 00:07:10.140]  在病人身上所行的神蹟
[00:07:10.140 --> 00:07:12.140]  就跟從了他
[00:07:12.140 --> 00:07:14.140]  所以這大群人跟隨耶穌的動機
[00:07:14.140 --> 00:07:16.140]  其實一開始已經坐在焦點和重點
[00:07:16.140 --> 00:07:18.140]  他們是因為看到神蹟的歧視
[00:07:18.140 --> 00:07:20.140]  所以去找耶穌
[00:07:20.140 --> 00:07:22.140]  而這大群人
[00:07:22.140 --> 00:07:24.140]  當吃完五餅二魚之後
[00:07:24.140 --> 00:07:26.140]  就稱耶穌是
[00:07:26.140 --> 00:07:28.140]  舊約寓言要來的先知
[00:07:28.140 --> 00:07:30.140]  不過
[00:07:30.140 --> 00:07:32.140]  他們以為耶穌要來
[00:07:32.140 --> 00:07:34.140]  推翻羅馬政府
[00:07:34.140 --> 00:07:36.140]  所以他們就想強迫
[00:07:36.140 --> 00:07:38.140]  聖經形容
[00:07:38.140 --> 00:07:40.140]  他們想強迫耶穌
[00:07:40.140 --> 00:07:42.140]  去做他們的王
[00:07:42.140 --> 00:07:44.140]  做他們的革命領袖
[00:07:44.140 --> 00:07:46.140]  同時耶穌又說
[00:07:46.140 --> 00:07:48.140]  這群被五餅二魚餵飽的人
[00:07:48.140 --> 00:07:50.140]  他們鍥而不捨去找耶穌
[00:07:50.140 --> 00:07:52.140]  不是
[00:07:52.140 --> 00:07:54.140]  不是因為他們看到神蹟
[00:07:54.140 --> 00:07:56.140]  而是因為吃了餅
[00:07:56.140 --> 00:07:58.140]  吃飽了
[00:07:58.140 --> 00:08:00.140]  他們不是因為神蹟
[00:08:00.140 --> 00:08:02.140]  去跟隨耶穌,而是因為吃飽了
[00:08:02.140 --> 00:08:04.140]  他們口腔其道
[00:08:04.140 --> 00:08:06.140]  他們被食物吸引
[00:08:06.140 --> 00:08:08.140]  多於被神蹟吸引
[00:08:08.140 --> 00:08:10.140]  他們跟隨耶穌不是因為神蹟
[00:08:10.140 --> 00:08:12.140]  而是因為飲食
[00:08:12.140 --> 00:08:16.140]  而耶穌看到他們只關注食物
[00:08:16.140 --> 00:08:18.140]  物質的事
[00:08:18.140 --> 00:08:20.140]  耶穌就教導關於屬靈的事
[00:08:20.140 --> 00:08:22.140]  所以耶穌就教導在六章打後
[00:08:22.140 --> 00:08:24.140]  教導關於全道永生的食物
[00:08:24.140 --> 00:08:26.140]  教導在從天而來的真食物
[00:08:26.140 --> 00:08:28.140]  教導從天降下來神的食物
[00:08:28.140 --> 00:08:30.140]  能夠令人復活
[00:08:30.140 --> 00:08:32.140]  賜給人生命永生的食物
[00:08:32.140 --> 00:08:34.140]  耶穌甚至很大膽的宣講
[00:08:34.140 --> 00:08:36.140]  我就是生命的食物
[00:08:36.140 --> 00:08:38.140]  到我這裡來
[00:08:38.140 --> 00:08:40.140]  必定不餓
[00:08:40.140 --> 00:08:42.140]  信我的永遠不渴
[00:08:42.140 --> 00:08:44.140]  耶穌這麼大膽的說話
[00:08:44.140 --> 00:08:46.140]  有四點令當時的人很不滿
[00:08:46.140 --> 00:08:48.140]  特別是當時的猶太人
[00:08:48.140 --> 00:08:50.140]  第一點
[00:08:50.140 --> 00:08:52.140]  他在41節
[00:08:52.140 --> 00:08:54.140]  群眾當中的猶太人很不滿
[00:08:54.140 --> 00:08:56.140]  因為耶穌說
[00:08:56.140 --> 00:08:58.140]  我是從天降下來的食物
[00:08:58.140 --> 00:09:00.140]  就紛紛議論耶穌
[00:09:00.140 --> 00:09:02.140]  不過他們針對的
[00:09:02.140 --> 00:09:04.140]  不是耶穌說自己是從天降下來的食物
[00:09:04.140 --> 00:09:06.140]  而是耶穌說自己從天而降的
[00:09:06.140 --> 00:09:10.140]  因為他們知道
[00:09:10.140 --> 00:09:12.140]  他們自以為他們認識耶穌的父母
[00:09:12.140 --> 00:09:14.140]  自以為他們知道耶穌的出生底細
[00:09:14.140 --> 00:09:16.140]  他們就想
[00:09:16.140 --> 00:09:18.140]  耶穌你跟我都是這麼高這麼大
[00:09:18.140 --> 00:09:20.140]  你怎麼會知道
[00:09:20.140 --> 00:09:22.140]  你憑什麼說自己是從天而降
[00:09:22.140 --> 00:09:24.140]  你憑什麼說自己是高貴過我們
[00:09:24.140 --> 00:09:26.140]  甚至有非凡神聖的出生
[00:09:26.140 --> 00:09:28.140]  第二點
[00:09:28.140 --> 00:09:30.140]  耶穌的說話令猶太人很不滿
[00:09:30.140 --> 00:09:32.140]  是因為耶穌在51節
[00:09:32.140 --> 00:09:34.140]  說
[00:09:34.140 --> 00:09:36.140]  我是從天降下來的
[00:09:36.140 --> 00:09:38.140]  生命的食物
[00:09:38.140 --> 00:09:40.140]  因吃了這食物
[00:09:40.140 --> 00:09:42.140]  就必活到永遠
[00:09:42.140 --> 00:09:44.140]  我要吃的食物就是我的肉
[00:09:44.140 --> 00:09:46.140]  我必須要吃的食物
[00:09:46.140 --> 00:09:48.140]  就是我的肉
[00:09:48.140 --> 00:09:50.140]  我要吃的食物就是我的肉
[00:09:50.140 --> 00:09:52.140]  是為了世人的生命而吃的
[00:09:52.140 --> 00:09:54.140]  於是猶太人彼此爭論說
[00:09:54.140 --> 00:09:56.140]  這個人怎能把他的肉給我吃呢
[00:09:56.140 --> 00:09:58.140]  一來
[00:09:58.140 --> 00:10:00.140]  吃耶穌的肉
[00:10:00.140 --> 00:10:02.140]  即是吃人肉
[00:10:02.140 --> 00:10:04.140]  是很恐怖
[00:10:04.140 --> 00:10:06.140]  很冒犯
[00:10:06.140 --> 00:10:08.140]  如果他們按字面去理解耶穌的說話
[00:10:08.140 --> 00:10:10.140]  那麼耶穌說的話
[00:10:10.140 --> 00:10:12.140]  是完全不可思議的
[00:10:12.140 --> 00:10:14.140]  你們有沒有看過人肉叉燒包
[00:10:14.140 --> 00:10:16.140]  你覺得
[00:10:16.140 --> 00:10:18.140]  吃人肉叉燒包
[00:10:18.140 --> 00:10:20.140]  是吃人肉叉燒包嗎
[00:10:20.140 --> 00:10:22.140]  不可能的
[00:10:22.140 --> 00:10:24.140]  不過當耶穌繼續解釋的時候
[00:10:24.140 --> 00:10:26.140]  耶穌說得更加牢骨
[00:10:26.140 --> 00:10:28.140]  他說人不單要吃他的肉
[00:10:28.140 --> 00:10:30.140]  還要喝他的血
[00:10:30.140 --> 00:10:32.140]  才能得永生
[00:10:32.140 --> 00:10:34.140]  所以初期教會
[00:10:34.140 --> 00:10:36.140]  他們會覺得基督徒
[00:10:36.140 --> 00:10:38.140]  是吃人族
[00:10:38.140 --> 00:10:40.140]  因為他們聽到我們讀聖經
[00:10:40.140 --> 00:10:42.140]  說我們要吃耶穌的血
[00:10:42.140 --> 00:10:44.140]  吃耶穌的肉
[00:10:44.140 --> 00:10:46.140]  他們就覺得我們基督徒
[00:10:46.140 --> 00:10:48.140]  是吃人族
[00:10:48.140 --> 00:10:50.140]  第三點
[00:10:50.140 --> 00:10:52.140]  耶穌的說話令人不滿
[00:10:52.140 --> 00:10:54.140]  是因為他們對耶穌的期望
[00:10:54.140 --> 00:10:56.140]  只是希望耶穌能滿足他們生理上的需要
[00:10:56.140 --> 00:10:58.140]  他們給予意志
[00:10:58.140 --> 00:11:00.140]  他們得穩飽
[00:11:00.140 --> 00:11:02.140]  或者政治的需要
[00:11:02.140 --> 00:11:04.140]  就是耶穌成為他們的政治領袖
[00:11:04.140 --> 00:11:06.140]  不過耶穌卻不要做他們的政治領袖
[00:11:06.140 --> 00:11:08.140]  他要逃避
[00:11:08.140 --> 00:11:10.140]  退去
[00:11:10.140 --> 00:11:12.140]  甚至說一些無厘頭的說話
[00:11:12.140 --> 00:11:14.140]  他們覺得不行
[00:11:14.140 --> 00:11:16.140]  第四點
[00:11:16.140 --> 00:11:18.140]  最後一點不滿的
[00:11:18.140 --> 00:11:20.140]  是因為耶穌稱自己
[00:11:20.140 --> 00:11:22.140]  是上帝唯一的差離
[00:11:22.140 --> 00:11:24.140]  給予生命
[00:11:24.140 --> 00:11:26.140]  永生的人
[00:11:26.140 --> 00:11:28.140]  他自己是大過
[00:11:28.140 --> 00:11:30.140]  勁過摩西
[00:11:30.140 --> 00:11:32.140]  大過勁過摩西
[00:11:32.140 --> 00:11:34.140]  其實是很褻瀆的想法
[00:11:34.140 --> 00:11:36.140]  因為摩西是猶太人最大
[00:11:36.140 --> 00:11:38.140]  最勁的先知之一
[00:11:38.140 --> 00:11:40.140]  耶穌說自己勁過摩西
[00:11:40.140 --> 00:11:42.140]  因為他比摩西的食物
[00:11:42.140 --> 00:11:44.140]  馬拿更勁
[00:11:44.140 --> 00:11:46.140]  因為以前的人
[00:11:46.140 --> 00:11:48.140]  吃了馬拿就要死
[00:11:48.140 --> 00:11:50.140]  但耶穌說他吃了他自己之外
[00:11:50.140 --> 00:11:52.140]  他們就得永生
[00:11:52.140 --> 00:11:54.140]  耶穌說了這些
[00:11:54.140 --> 00:11:56.140]  令門徒有強烈的反應
[00:11:56.140 --> 00:12:00.140]  如何反應呢
[00:12:00.140 --> 00:12:02.140]  我們現在讀60至66節
[00:12:02.140 --> 00:12:04.140]  一起看看
[00:12:04.140 --> 00:12:06.140]  耶穌繼續說話的時候
[00:12:06.140 --> 00:12:08.140]  他的說話
[00:12:08.140 --> 00:12:10.140]  聽起來好一點
[00:12:10.140 --> 00:12:12.140]  人們聽到又有什麼反應呢
[00:12:12.140 --> 00:12:14.140]  我們一起讀60至66節
[00:12:14.140 --> 00:12:18.140]  他的門徒中有許多人聽了就說
[00:12:18.140 --> 00:12:22.140]  這話很難誰能接受呢
[00:12:22.140 --> 00:12:24.140]  耶穌知道門徒為了這事
[00:12:24.140 --> 00:12:26.140]  議論紛紛就對他們說
[00:12:26.140 --> 00:12:28.140]  這話使你們搖動
[00:12:28.140 --> 00:12:30.140]  知道
[00:12:30.140 --> 00:12:36.140]  又怎樣呢
[00:12:36.140 --> 00:12:38.140]  使人活是靈
[00:12:38.140 --> 00:12:40.140]  肉體是無際於事的
[00:12:40.140 --> 00:12:42.140]  我對你們所說的話
[00:12:42.140 --> 00:12:44.140]  是靈是生命
[00:12:44.140 --> 00:12:46.140]  然而你們中間
[00:12:46.140 --> 00:12:48.140]  卻有不信的人
[00:12:48.140 --> 00:12:50.140]  原來從起初
[00:12:50.140 --> 00:12:52.140]  耶穌就知道那些不信的是誰
[00:12:52.140 --> 00:12:54.140]  那要把他的又是誰
[00:12:54.140 --> 00:12:56.140]  耶穌跟著說
[00:12:56.140 --> 00:12:58.140]  所以我對你們說過
[00:12:58.140 --> 00:13:00.140]  如果不是父子
[00:13:00.140 --> 00:13:02.140]  沒有人能到我這裡來
[00:13:02.140 --> 00:13:04.140]  從此
[00:13:04.140 --> 00:13:06.140]  他的門徒中有許多人退去了
[00:13:06.140 --> 00:13:08.140]  不再與他同行
[00:13:08.140 --> 00:13:10.140]  耶穌說了
[00:13:10.140 --> 00:13:12.140]  不再與他同行
[00:13:12.140 --> 00:13:14.140]  耶穌原本教導的對象
[00:13:14.140 --> 00:13:16.140]  是一大群在加利利的群眾
[00:13:16.140 --> 00:13:18.140]  群眾當中
[00:13:18.140 --> 00:13:20.140]  有一群猶太人
[00:13:20.140 --> 00:13:22.140]  對耶穌的教導
[00:13:22.140 --> 00:13:24.140]  議論紛紛
[00:13:24.140 --> 00:13:26.140]  彼此爭論
[00:13:26.140 --> 00:13:28.140]  耶穌就越說越錯
[00:13:28.140 --> 00:13:30.140]  使有不少門徒
[00:13:30.140 --> 00:13:32.140]  現在都受不了
[00:13:32.140 --> 00:13:34.140]  以至60節
[00:13:34.140 --> 00:13:36.140]  他的門徒中有許多人聽了就說
[00:13:36.140 --> 00:13:38.140]  這話很難誰能接受呢
[00:13:38.140 --> 00:13:40.140]  接著
[00:13:40.140 --> 00:13:42.140]  或藉著他們的表現
[00:13:42.140 --> 00:13:44.140]  我們就知道
[00:13:44.140 --> 00:13:46.140]  這群為數不少的門徒
[00:13:46.140 --> 00:13:48.140]  不是十二門徒
[00:13:48.140 --> 00:13:50.140]  也應該不是真正相信耶穌的基督徒
[00:13:50.140 --> 00:13:52.140]  這群門徒
[00:13:52.140 --> 00:13:54.140]  門徒這字用在這裡
[00:13:54.140 --> 00:13:56.140]  其實是說一群最表面
[00:13:56.140 --> 00:13:58.140]  最低層次
[00:13:58.140 --> 00:14:00.140]  跟著耶穌的跟班
[00:14:00.140 --> 00:14:02.140]  他們只是為了耶穌的醫治
[00:14:02.140 --> 00:14:04.140]  所以去跟耶穌
[00:14:04.140 --> 00:14:06.140]  他們清善了
[00:14:06.140 --> 00:14:08.140]  所以去跟耶穌
[00:14:08.140 --> 00:14:10.140]  他們稱耶穌為先知
[00:14:10.140 --> 00:14:12.140]  因為他們想耶穌成為他們的革命領袖
[00:14:12.140 --> 00:14:14.140]  他們雖然被神蹟餵飽
[00:14:14.140 --> 00:14:16.140]  但他們領略不了
[00:14:16.140 --> 00:14:18.140]  神蹟背後的意義
[00:14:18.140 --> 00:14:20.140]  他們甚至要求耶穌再去做一些神蹟
[00:14:20.140 --> 00:14:22.140]  藉著希望可以相信
[00:14:22.140 --> 00:14:24.140]  他們可能會覺得
[00:14:24.140 --> 00:14:26.140]  耶穌是有名望的
[00:14:26.140 --> 00:14:28.140]  有能力的
[00:14:28.140 --> 00:14:30.140]  是超能力的
[00:14:30.140 --> 00:14:32.140]  但他們更多應該只是
[00:14:32.140 --> 00:14:34.140]  趁熱鬧
[00:14:34.140 --> 00:14:36.140]  跟著耶穌
[00:14:36.140 --> 00:14:38.140]  看看有什麼好處
[00:14:38.140 --> 00:14:40.140]  所以當耶穌的教導
[00:14:40.140 --> 00:14:42.140]  不順耳
[00:14:42.140 --> 00:14:44.140]  開始受不了
[00:14:44.140 --> 00:14:46.140]  他們說「這話很難,誰能接受呢?」
[00:14:46.140 --> 00:14:48.140]  所以「這話很難」的難
[00:14:48.140 --> 00:14:50.140]  不是在知識
[00:14:50.140 --> 00:14:52.140]  認知的層面上
[00:14:52.140 --> 00:14:54.140]  很難去明白
[00:14:54.140 --> 00:14:56.140]  或者理解
[00:14:56.140 --> 00:14:58.140]  而是覺得很難
[00:14:58.140 --> 00:15:00.140]  很冒犯
[00:15:00.140 --> 00:15:02.140]  很嚴苛
[00:15:02.140 --> 00:15:04.140]  很難去接受
[00:15:04.140 --> 00:15:06.140]  而他們接受不了
[00:15:06.140 --> 00:15:08.140]  頂不住
[00:15:08.140 --> 00:15:10.140]  不單是耶穌的說話
[00:15:10.140 --> 00:15:12.140]  「這話」的「話」字
[00:15:12.140 --> 00:15:14.140]  原文是logos
[00:15:14.140 --> 00:15:16.140]  是約翰一開始說
[00:15:16.140 --> 00:15:18.140]  耶穌就是道成肉身的道
[00:15:18.140 --> 00:15:20.140]  即是說
[00:15:20.140 --> 00:15:22.140]  約翰暗示其實門徒
[00:15:22.140 --> 00:15:24.140]  他們覺得難接受的
[00:15:24.140 --> 00:15:26.140]  不只是耶穌的說話
[00:15:26.140 --> 00:15:28.140]  而是耶穌本人
[00:15:30.140 --> 00:15:32.140]  他們接受不了的
[00:15:32.140 --> 00:15:34.140]  是耶穌本人
[00:15:34.140 --> 00:15:36.140]  不只是他的說話
[00:15:36.140 --> 00:15:38.140]  耶穌知道這群所謂的門徒
[00:15:38.140 --> 00:15:40.140]  議論紛紛
[00:15:40.140 --> 00:15:42.140]  在第61節說
[00:15:42.140 --> 00:15:44.140]  「這話使你們動搖嗎?」
