
[00:00:00.000 --> 00:00:04.000]  在正道前讓我們低頭一起禱告
[00:04:12.000 --> 00:04:16.000]  是神的說話給我們有盼望 力量
[00:04:16.000 --> 00:04:18.000]  享受神給我們每一天的生活
[00:04:18.000 --> 00:04:22.000]  不管是忙碌 是疲倦 是興奮 是憂愁
[00:04:22.000 --> 00:04:24.000]  任何的境況
[00:04:24.000 --> 00:04:26.000]  神自己和祂的說話
[00:04:26.000 --> 00:04:30.000]  是陪著我們去走過每一個春夏秋冬
[00:04:30.000 --> 00:04:34.000]  因此在今晚很想和大家一起思考
[00:04:34.000 --> 00:04:38.000]  從聖經當中去領受訊息
[00:04:38.000 --> 00:04:40.000]  看到方向
[00:04:40.000 --> 00:04:45.000]  可以在不完美的世界裡
[00:04:45.000 --> 00:04:47.000]  得著圓滿的告別
[00:04:47.000 --> 00:04:51.000]  讓我們一起去看看今晚的正道經文
[00:04:51.000 --> 00:04:55.000]  記載在約書雅記二十四章
[00:04:55.000 --> 00:04:58.000]  如果你看到程序表
[00:04:58.000 --> 00:05:01.000]  可以在你的電子手帳上看
[00:05:01.000 --> 00:05:04.000]  不然一起看投影片也可以
[00:05:04.000 --> 00:05:06.000]  我們看到就一起讀出
[00:05:06.000 --> 00:05:08.000]  一二起
[00:05:08.000 --> 00:05:10.000]  「這些事以後
[00:05:10.000 --> 00:05:16.000]  耶和華的僕人亂的兒子約書雅死了
[00:05:16.000 --> 00:05:19.000]  那時他一百一十歲
[00:05:19.000 --> 00:05:24.000]  以色列人把他葬在他自己地獄的境內
[00:05:24.000 --> 00:05:28.000]  以法連山區的亭那西拉
[00:05:28.000 --> 00:05:31.000]  在加實山的不變
[00:05:31.000 --> 00:05:36.000]  約書雅在世的日子和他死了以後
[00:05:36.000 --> 00:05:44.000]  那些知道耶和華為以色列所做一切事的長老還在的時候
[00:05:44.000 --> 00:05:47.000]  以色列人侍奉耶和華
[00:05:47.000 --> 00:05:55.000]  以色列人把從埃及所帶來約瑟的骸骨安葬在事件」
[00:05:55.000 --> 00:05:57.000]  請下一頁
[00:05:57.000 --> 00:06:02.000]  再來一次,三十二節
[00:06:02.000 --> 00:06:09.000]  「以色列人把從埃及所帶來約瑟的骸骨安葬在事件
[00:06:09.000 --> 00:06:18.000]  就是雅各從前用一百可石塔向事件的父親哈姆的種子所買的那塊地
[00:06:18.000 --> 00:06:23.000]  這塊地就成了約瑟子孫的產業
[00:06:23.000 --> 00:06:27.000]  亞倫的兒子以利亞薩也死了
[00:06:27.000 --> 00:06:35.000]  他們把他葬在他兒子菲尼哈所得以法連山區的小山上」
[00:06:35.000 --> 00:06:41.000]  我會以經文三位喪禮的主角來作劃分
[00:06:41.000 --> 00:06:44.000]  當中有三個重點
[00:06:44.000 --> 00:06:50.000]  是在回應不完美的世界中
[00:06:50.000 --> 00:06:54.000]  如何邁向或得著這個圓滿的告別
[00:06:54.000 --> 00:06:57.000]  第一個是以約書亞為主角
[00:06:57.000 --> 00:06:59.000]  第二個是以約瑟為主角
[00:06:59.000 --> 00:07:03.000]  第三個可能大家比較陌生的是以利亞薩
[00:07:03.000 --> 00:07:08.000]  稍後我會詳細講解他的背景或事跡
[00:07:08.000 --> 00:07:13.000]  第一點我們一起來看的是約書亞的圓滿
[00:07:13.000 --> 00:07:20.000]  在這個不完美的世界中如何能夠發現圓滿的告別
[00:07:20.000 --> 00:07:25.000]  第一點是他與身份有關
[00:07:25.000 --> 00:07:30.000]  我們如何預備好自己與身份有關
[00:07:30.000 --> 00:07:34.000]  約書亞的圓滿與身份有關
[00:07:34.000 --> 00:07:35.000]  為甚麼這麼說呢?
[00:07:35.000 --> 00:07:39.000]  來到剛才二十四章第二十九節的時間
[00:07:39.000 --> 00:07:42.000]  已經是約書亞的最後一章
[00:07:42.000 --> 00:07:48.000]  約書亞第一次被稱為耶和華的僕人
[00:07:49.000 --> 00:07:54.000]  以往約書亞被稱為摩西的幫手
[00:07:54.000 --> 00:07:57.000]  如今卻被稱為耶和華的僕人
[00:07:57.000 --> 00:08:01.000]  這是多麼的榮譽呢?
[00:08:01.000 --> 00:08:03.000]  在圓滿的告別中給我們看到
[00:08:03.000 --> 00:08:06.000]  聖經給我們看到的訊息第一點
[00:08:06.000 --> 00:08:10.000]  就是約書亞的身份終於得著一個圓滿
[00:08:10.000 --> 00:08:12.000]  而這個不是他自取的
[00:08:12.000 --> 00:08:16.000]  不是他認證有沒有這個位置登出來我去做
[00:08:16.000 --> 00:08:21.000]  而是被賦予被稱為耶和華的僕人
[00:08:21.000 --> 00:08:24.000]  這裡亦告訴我們
[00:08:24.000 --> 00:08:28.000]  已經沒有提起約書亞做了甚麼
[00:08:28.000 --> 00:08:31.000]  而是提及他在神面前的身份
[00:08:31.000 --> 00:08:33.000]  請下一頁
[00:08:33.000 --> 00:08:36.000]  不再說的是約書亞的doing
[00:08:36.000 --> 00:08:39.000]  說的是約書亞的being
[00:08:39.000 --> 00:08:41.000]  請下一頁
[00:08:43.000 --> 00:08:46.000]  能夠使人感到圓滿的
[00:08:46.000 --> 00:08:49.000]  不是外在的行為
[00:08:49.000 --> 00:08:52.000]  亦不是我們有甚麼職業
[00:08:52.000 --> 00:08:56.000]  而是在你自己裏面的價值判斷
[00:08:56.000 --> 00:08:58.000]  怎樣才算是圓滿呢?
[00:08:58.000 --> 00:09:01.000]  可能每個人都有不同的見解
[00:09:01.000 --> 00:09:05.000]  而是取決於他裏面怎樣看價值在哪裏
[00:09:05.000 --> 00:09:07.000]  我現在說回這裏
[00:09:07.000 --> 00:09:13.000]  跟工作、職業和行為好像沒有太直接的關係
[00:09:13.000 --> 00:09:15.000]  但跟甚麼有關係呢?
[00:09:15.000 --> 00:09:18.000]  我們看看聖經中的一個例子
[00:09:18.000 --> 00:09:23.000]  有一個人兄在別人的眼裏賣過賊
[00:09:23.000 --> 00:09:26.000]  他的名字叫做殺該
[00:09:26.000 --> 00:09:28.000]  個子很矮小
[00:09:28.000 --> 00:09:30.000]  他的職業是瑞利
[00:09:30.000 --> 00:09:35.000]  在當時可以說是人見人真的油間
[00:09:35.000 --> 00:09:38.000]  可以說在他未遇到耶穌之前
[00:09:38.000 --> 00:09:41.000]  他有身份上的危機
[00:09:41.000 --> 00:09:45.000]  血統上、血緣上、血脈上他是以色列人
[00:09:45.000 --> 00:09:47.000]  他肯定知道的
[00:09:47.000 --> 00:09:49.000]  是神選民的一員
[00:09:49.000 --> 00:09:52.000]  但在實際的生活裏
[00:09:52.000 --> 00:09:56.000]  他沒有多少知己、知心友
[00:09:56.000 --> 00:09:58.000]  最多是走肉朋友
[00:09:58.000 --> 00:10:01.000]  用錢買回來的友誼
[00:10:01.000 --> 00:10:05.000]  可想而知這個人是不知如何面對
[00:10:05.000 --> 00:10:08.000]  他的身份危機的事實
[00:10:08.000 --> 00:10:12.000]  但有一次他風聞耶穌會來
[00:10:12.000 --> 00:10:17.000]  他很早就跑到樹上去看
[00:10:17.000 --> 00:10:19.000]  去等耶穌
[00:10:19.000 --> 00:10:22.000]  耶穌果然真的路過那裏
[00:10:22.000 --> 00:10:24.000]  更加停下來
[00:10:24.000 --> 00:10:26.000]  向樹上一望
[00:10:26.000 --> 00:10:28.000]  跟殺該說
[00:10:28.000 --> 00:10:32.000]  今晚我要去你家吃飯
[00:10:32.000 --> 00:10:34.000]  嘩,厲害
[00:10:34.000 --> 00:10:37.000]  今晚我要去你家吃飯
[00:10:37.000 --> 00:10:39.000]  就是這句說話
[00:10:39.000 --> 00:10:43.000]  讓他看到這是一個接納的行為
[00:10:43.000 --> 00:10:44.000]  去接納他
[00:10:44.000 --> 00:10:46.000]  不單止這樣
[00:10:46.000 --> 00:10:49.000]  更厲害的是耶穌說了一句話在後面
[00:10:49.000 --> 00:10:54.000]  耶穌更加稱呼他是亞伯拉罕的子孫
[00:10:54.000 --> 00:10:57.000]  今日救恩臨到這一家
[00:10:57.000 --> 00:11:01.000]  別人看他是壞人
[00:11:01.000 --> 00:11:03.000]  賣國賊
[00:11:03.000 --> 00:11:04.000]  輕視他
[00:11:04.000 --> 00:11:07.000]  甚至可能他有機會自己都看不起自己
[00:11:07.000 --> 00:11:10.000]  身不由己,人在江湖,沒有辦法
[00:11:10.000 --> 00:11:13.000]  但耶穌在這裏很肯定他的身份
[00:11:13.000 --> 00:11:16.000]  他是亞伯拉罕的子孫
[00:11:16.000 --> 00:11:19.000]  我們每一個有一個很重要的身份
[00:11:19.000 --> 00:11:21.000]  這一點你能夠抓住的話
[00:11:21.000 --> 00:11:26.000]  我們面對不同的關口
[00:11:26.000 --> 00:11:27.000]  過關的時候
[00:11:27.000 --> 00:11:29.000]  不同的告別的時候
[00:11:29.000 --> 00:11:33.000]  我們能夠抬起頭來去做人
[00:11:33.000 --> 00:11:36.000]  這是神給人一份禮物
[00:11:36.000 --> 00:11:38.000]  對我們身份的肯定
[00:11:38.000 --> 00:11:43.000]  在你心裏會感到很圓滿
[00:11:43.000 --> 00:11:44.000]  很阿滿
[00:11:44.000 --> 00:11:46.000]  很滿足的感覺
[00:11:46.000 --> 00:11:48.000]  我們看回約書
[00:11:48.000 --> 00:11:50.000]  他就是神的僕人
[00:11:50.000 --> 00:11:52.000]  剛才也說了
[00:11:52.000 --> 00:11:53.000]  身份是神給的
[00:11:53.000 --> 00:11:55.000]  不是自己拿回來的
[00:11:55.000 --> 00:11:57.000]  如果作為耶穌的跟隨者
[00:11:57.000 --> 00:11:58.000]  我也在看
[00:11:58.000 --> 00:12:02.000]  其實很少人能夠真的被稱為神的僕人
[00:12:02.000 --> 00:12:06.000]  我們和這個經文有什麼關係?
[00:12:06.000 --> 00:12:07.000]  我們要學的是
[00:12:07.000 --> 00:12:10.000]  他背後那份信心
[00:12:10.000 --> 00:12:14.000]  約書的信是一個怎樣的信呢?
[00:12:14.000 --> 00:12:16.000]  我看到的恩爵信
[00:12:16.000 --> 00:12:19.000]  他一生都在忠誠地侍奉神
[00:12:19.000 --> 00:12:22.000]  約書是藉著侍奉神
[00:12:22.000 --> 00:12:24.000]  很具體的行為
[00:12:24.000 --> 00:12:26.000]  來展現他的信仰
[00:12:26.000 --> 00:12:28.000]  他的信心
[00:12:28.000 --> 00:12:30.000]  約書的名句
[00:12:30.000 --> 00:12:33.000]  我想大家閉上眼都記得
[00:12:33.000 --> 00:12:34.000]  我們一起讀
[00:12:34.000 --> 00:12:35.000]  讀多一點
[00:12:35.000 --> 00:12:37.000]  原來有一個上文在這裏
[00:12:37.000 --> 00:12:40.000]  約書的名句是記載在約書記
[00:12:40.000 --> 00:12:42.000]  二十四章十四十五節
[00:12:42.000 --> 00:12:43.000]  看到我們一起讀
[00:12:43.000 --> 00:12:44.000]  一二三
[00:12:44.000 --> 00:12:48.000]  「現在你們要敬畏耶和華
[00:12:48.000 --> 00:12:50.000]  誠心誠意侍奉他
[00:12:50.000 --> 00:12:54.000]  除掉你們列祖在大河那邊
[00:12:54.000 --> 00:12:57.000]  和在埃及侍奉的神明
[00:12:57.000 --> 00:12:59.000]  侍奉耶和華
[00:12:59.000 --> 00:13:02.000]  若你們認為侍奉耶和華不好
[00:13:02.000 --> 00:13:06.000]  今日就可以選擇所要侍奉的
[00:13:06.000 --> 00:13:09.000]  是你們列祖在大河那邊
[00:13:09.000 --> 00:13:11.000]  所侍奉的神明
[00:13:11.000 --> 00:13:16.000]  或是你們所住這地阿摩利人的神明
[00:13:16.000 --> 00:13:19.000]  至於我和我家
[00:13:19.000 --> 00:13:23.000]  我們必定侍奉耶和華」
[00:13:23.000 --> 00:13:25.000]  這一句我們會看到
[00:13:25.000 --> 00:13:27.000]  約書的名句
[00:13:27.000 --> 00:13:29.000]  約書的金句
[00:13:29.000 --> 00:13:30.000]  「至於我和我家
[00:13:30.000 --> 00:13:32.000]  我們必定侍奉耶和華」
[00:13:32.000 --> 00:13:35.000]  如果問大家家裏有沒有人放了這個東西
[00:13:35.000 --> 00:13:37.000]  有沒有收過這些禮物
[00:13:37.000 --> 00:13:38.000]  有誰在家裏
[00:13:38.000 --> 00:13:40.000]  特別是初婚的人
[00:13:40.000 --> 00:13:41.000]  很多這些
[00:13:41.000 --> 00:13:42.000]  見到了
[00:13:42.000 --> 00:13:44.000]  舉手不代表你是初婚的
[00:13:44.000 --> 00:13:45.000]  我明白
[00:13:45.000 --> 00:13:47.000]  所以你看到
[00:13:47.000 --> 00:13:48.000]  就是有這個
[00:13:48.000 --> 00:13:51.000]  所以看到約書他的信心是怎樣呢
[00:13:51.000 --> 00:13:54.000]  他是一個忠誠侍奉神的人
[00:13:54.000 --> 00:13:57.000]  他從來沒有異心
[00:13:57.000 --> 00:13:59.000]  只有一心一意去侍奉神
[00:13:59.000 --> 00:14:01.000]  無論是信境的時候
[00:14:01.000 --> 00:14:02.000]  他沒有離開
[00:14:02.000 --> 00:14:03.000]  逆境的時候
[00:14:03.000 --> 00:14:05.000]  也沒有換了這位神
[00:14:05.000 --> 00:14:10.000]  約書就是他的信是透過忠誠侍奉
[00:14:10.000 --> 00:14:13.000]  來作出他一生的見證
[00:14:13.000 --> 00:14:18.000]  弟兄姊妹我不知道神對你的呼召是什麼
[00:14:18.000 --> 00:14:20.000]  你是藉著什麼行動
[00:14:20.000 --> 00:14:24.000]  來展現或者表達你自己的信仰呢
[00:14:24.000 --> 00:14:27.000]  做人方式、處世、方法
[00:14:27.000 --> 00:14:28.000]  各有不同
[00:14:28.000 --> 00:14:30.000]  是相對的
[00:14:30.000 --> 00:14:33.000]  重要的是我們做人的態度
[00:14:33.000 --> 00:14:34.000]  那個心態
[00:14:34.000 --> 00:14:35.000]  弟兄姊妹
[00:14:35.000 --> 00:14:36.000]  假如有一天
[00:14:36.000 --> 00:14:39.000]  如果你可以看到自己的墓志銘的話
[00:14:39.000 --> 00:14:42.000]  不知道你期望會讀到什麼內容
[00:14:42.000 --> 00:14:44.000]  假設你看到
[00:14:44.000 --> 00:14:46.000]  這十幾年來
[00:14:46.000 --> 00:14:48.000]  生死教育也很常會做的一些事
[00:14:48.000 --> 00:14:50.000]  不是現在在做
[00:14:50.000 --> 00:14:51.000]  你可能已經做過
[00:14:51.000 --> 00:14:54.000]  我只是讓你去想起
[00:14:54.000 --> 00:14:57.000]  你期望看到什麼
[00:14:57.000 --> 00:15:01.000]  我在網上也看到一些例子
[00:15:01.000 --> 00:15:04.000]  牛頓
[00:15:04.000 --> 00:15:05.000]  科學家牛頓
[00:15:05.000 --> 00:15:07.000]  他自己在臨終前說過
[00:15:07.000 --> 00:15:14.000]  我只不過是大海邊撿貝殼的小孩子
[00:15:14.000 --> 00:15:17.000]  然而有趣的地方
[00:15:17.000 --> 00:15:23.000]  他進刻在這位英國大科學家墓碑上
[00:15:23.000 --> 00:15:24.000]  他寫著
[00:15:24.000 --> 00:15:27.000]  死去的人們應該慶賀自己
[00:15:27.000 --> 00:15:32.000]  因為人類產生了這樣偉大的裝飾品
[00:15:32.000 --> 00:15:35.000]  我也不太清楚這句是說什麼
[00:15:35.000 --> 00:15:37.000]  不明白是說什麼
[00:15:37.000 --> 00:15:39.000]  不過照聽吧
[00:15:39.000 --> 00:15:41.000]  第二句
[00:15:41.000 --> 00:15:43.000]  第二個例子就是
[00:15:43.000 --> 00:15:47.000]  曾經捕捉天上雷電的美國科學家
[00:15:47.000 --> 00:15:50.000]  庫蘭克林
[00:15:50.000 --> 00:15:52.000]  他的墓碑是這樣寫的
[00:15:52.000 --> 00:15:55.000]  印刷工庫蘭克林
[00:15:55.000 --> 00:15:58.000]  他到死那天也沒有忘記
[00:15:58.000 --> 00:16:00.000]  並且引以為豪
[00:16:00.000 --> 00:16:01.000]  引以自豪
[00:16:01.000 --> 00:16:06.000]  就是他小時候青少年時代所擔任過的印刷工
[00:16:06.000 --> 00:16:08.000]  他最重視這件事
[00:16:08.000 --> 00:16:10.000]  最重視最珍貴這件事
[00:16:10.000 --> 00:16:15.000]  他讀這些名人的墓志銘除了讓我欣賞他們的成就
[00:16:15.000 --> 00:16:18.000]  我更加欣賞的是他們的為人
[00:16:18.000 --> 00:16:21.000]  以及他們做人的態度和品格
[00:16:21.000 --> 00:16:22.000]  所以剛才說來到最後
[00:16:22.000 --> 00:16:27.000]  在約書院已經沒有說他做了什麼
[00:16:27.000 --> 00:16:28.000]  沒有說他做了什麼
[00:16:28.000 --> 00:16:31.000]  他甚至也不知道
[00:16:31.000 --> 00:16:34.000]  因為不是約書院去寫的
[00:16:34.000 --> 00:16:36.000]  去最後的幾節
[00:16:36.000 --> 00:16:38.000]  因為他也離開世界
[00:16:38.000 --> 00:16:41.000]  是其他人幫他寫下去
[00:16:41.000 --> 00:16:44.000]  約書院被稱為耶華的僕人
[00:16:44.000 --> 00:16:47.000]  這個不是出於他的手筆
[00:16:47.000 --> 00:16:50.000]  但是他被肯定了他的身份
[00:16:50.000 --> 00:16:53.000]  並且因著信他離開了世界
[00:16:53.000 --> 00:16:56.000]  是被神在當時透過人
[00:16:56.000 --> 00:17:00.000]  聖靈的密使記錄了這句很重要的話
[00:17:00.000 --> 00:17:04.000]  我不知道如果在約書院真的可以看到
[00:17:04.000 --> 00:17:07.000]  原來他竟然去到最後的時候
[00:17:07.000 --> 00:17:10.000]  神給了他這麼高的評價
[00:17:10.000 --> 00:17:13.000]  這麼高的榮譽
[00:17:13.000 --> 00:17:15.000]  我不知道他有什麼感受
[00:17:15.000 --> 00:17:17.000]  有什麼想法
[00:17:17.000 --> 00:17:19.000]  邁向圓滿的告別
[00:17:19.000 --> 00:17:22.000]  第一個讓我知道是和身份有關
[00:17:22.000 --> 00:17:23.000]  感謝神
[00:17:23.000 --> 00:17:26.000]  他已經給了我們這個身份
[00:17:26.000 --> 00:17:27.000]  已經給了我們
[00:17:27.000 --> 00:17:29.000]  不是在《約書雅記》看到
[00:17:29.000 --> 00:17:31.000]  在新約裡面是看到的
[00:17:31.000 --> 00:17:34.000]  信的人都可以稱為神的兒女
[00:17:34.000 --> 00:17:35.000]  哇 神的兒女
[00:17:35.000 --> 00:17:39.000]  「李漢這是何等的慈愛」
[00:17:39.000 --> 00:17:43.000]  年老的使徒李漢再一次想起的時候
[00:17:43.000 --> 00:17:46.000]  都很驚訝、很震撼、很感動
[00:17:46.000 --> 00:17:49.000]  是一份何等的慈愛
[00:17:49.000 --> 00:17:51.000]  我們竟然被稱為神的兒女
[00:17:51.000 --> 00:17:53.000]  這就是我們的身份
[00:17:53.000 --> 00:17:55.000]  是神給我們的身份
[00:17:55.000 --> 00:17:57.000]  不是唸口和、不是只聽
[00:17:57.000 --> 00:18:01.000]  是能夠腦袋知道、明白、通了
[00:18:01.000 --> 00:18:04.000]  在心裡感受得到
[00:18:04.000 --> 00:18:05.000]  圓滿的告別
[00:18:05.000 --> 00:18:11.000]  身份好像什麼時候都是優先
[00:18:11.000 --> 00:18:14.000]  說的是你的身份
[00:18:14.000 --> 00:18:16.000]  有了身份我們就有立足點
[00:18:16.000 --> 00:18:18.000]  否則很容易迷失
[00:18:18.000 --> 00:18:20.000]  第二個重點我們一起看
[00:18:20.000 --> 00:18:23.000]  是和歸屬感有關
[00:18:23.000 --> 00:18:26.000]  到第二位列祖
[00:18:26.000 --> 00:18:27.000]  就是約瑟
[00:18:27.000 --> 00:18:32.000]  約瑟的圓滿是一種歸屬感的圓滿
[00:18:32.000 --> 00:18:34.000]  我們一起思考一下
[00:18:34.000 --> 00:18:37.000]  回想一下這位先祖的故事
[00:18:37.000 --> 00:18:41.000]  約瑟的骸骨終於可以安葬在應許之地
[00:18:41.000 --> 00:18:45.000]  這是神信實的彰顯
[00:18:45.000 --> 00:18:47.000]  讓我們看到圓滿告別
[00:18:47.000 --> 00:18:50.000]  原來我們這個人
[00:18:50.000 --> 00:18:52.000]  有一個屬於你的地方
[00:18:52.000 --> 00:18:55.000]  你知道自己出於那個地方
[00:18:55.000 --> 00:18:58.000]  最後你還是歸屬於那個地方
[00:18:58.000 --> 00:18:59.000]  是很滿足的
[00:18:59.000 --> 00:19:01.000]  是很圓滿的
[00:19:01.000 --> 00:19:03.000]  又開始、又終結
[00:19:03.000 --> 00:19:05.000]  我們看看約瑟是誰呢?
[00:19:05.000 --> 00:19:07.000]  他是列祖的第四代
[00:19:07.000 --> 00:19:08.000]  第一代是阿伯拉罕
[00:19:08.000 --> 00:19:10.000]  第二代是以撒
[00:19:10.000 --> 00:19:12.000]  第三代是瓦各
[00:19:12.000 --> 00:19:14.000]  第四代就是約瑟
[00:19:14.000 --> 00:19:16.000]  直到以色列人出埃及
[00:19:16.000 --> 00:19:18.000]  是等了四百年
[00:19:18.000 --> 00:19:22.000]  在經文裏面有些很妙的位置
[00:19:22.000 --> 00:19:27.000]  我對約瑟的心龜感到非常驚訝
[00:19:27.000 --> 00:19:29.000]  在他臨終之前
[00:19:29.000 --> 00:19:32.000]  他為自己的骸骨留下了一個遺命
[00:19:32.000 --> 00:19:37.000]  命令人要將他的骸骨葬回應許之地
[00:19:37.000 --> 00:19:41.000]  但已經是四百年之後
[00:19:41.000 --> 00:19:44.000]  現在倒數回我們四百年前
[00:19:44.000 --> 00:19:47.000]  我們是誰是誰都不知道
[00:19:47.000 --> 00:19:48.000]  他叫甚麼名字
[00:19:48.000 --> 00:19:49.000]  我也不知道他叫甚麼名字
[00:19:49.000 --> 00:19:50.000]  多厲害
[00:19:50.000 --> 00:19:51.000]  這個信心很厲害
[00:19:51.000 --> 00:19:52.000]  我們稍後看看
[00:19:52.000 --> 00:19:57.000]  我們看看《創世記》五十章
[00:19:57.000 --> 00:19:59.000]  我讀給大家聽
[00:19:59.000 --> 00:20:01.000]  (《約瑟對他的弟兄說》)
[00:20:01.000 --> 00:20:29.000]  (《約瑟對他的弟兄說》)
[00:20:29.000 --> 00:20:32.000]  我們看到一個很特別的共同點
[00:20:32.000 --> 00:20:37.000]  約瑟也是110歲
[00:20:37.000 --> 00:20:39.000]  一個共同點在這個位置
[00:20:39.000 --> 00:20:41.000]  我們看看第二個
[00:20:41.000 --> 00:20:43.000]  《創世記》十五章
[00:20:43.000 --> 00:20:46.000]  (《約瑟對他的弟兄說》)
[00:20:46.000 --> 00:21:15.000]  (《約瑟對他的弟兄說》)
[00:21:16.000 --> 00:21:18.000]  這裡再一次說清楚
[00:21:18.000 --> 00:21:21.000]  是亞伯蘭第四代
[00:21:21.000 --> 00:21:22.000]  第四代是誰?
[00:21:22.000 --> 00:21:24.000]  剛才說了就是約瑟這個人
[00:21:24.000 --> 00:21:25.000]  約瑟這個列祖
[00:21:25.000 --> 00:21:28.000]  他本身在十七歲之前
