
[00:00:00.000 --> 00:00:07.720]  哇,讀得很好,讀得很齊,大聲一點更好,我們一起祈禱
[00:13:39.480 --> 00:13:47.720]  喂,起來,拿起你的玉子走吧,然後那個癱子就馬上康復
[00:13:47.720 --> 00:13:52.360]  很開心地回家,如果給你,你開心嗎?弟兄姊妹
[00:13:52.360 --> 00:13:58.520]  你病了38年,心裏面一直困擾你的事,今天得到醫治
[00:13:58.520 --> 00:14:03.000]  你可以回到家裏面和家人開開心心
[00:14:03.000 --> 00:14:14.840]  的而且確,如果擺著我是一個癱子,我是高一個癱子,可能我心裏面,嘩,正呀,可以回家了,我不需要在這裏,我康復了
[00:14:14.840 --> 00:14:21.240]  不過呢,第二個挑戰就再來了,那個挑戰是甚麼?
[00:14:21.240 --> 00:14:27.560]  那班猶太人,那班猶太人是甚麼人呢?其實有一班猶太人就是指到那班宗教領袖
[00:14:27.560 --> 00:14:36.360]  就走過去和他說,喂,今天是安息日,你拿著玉子走來走去是不合法的
[00:14:36.360 --> 00:14:44.840]  其實,要解釋一下,其實拿著玉子走來走去,其實在當時是代表工作
[00:14:44.840 --> 00:14:53.960]  是代表你搬運一些物件去做事的一個表現
[00:14:53.960 --> 00:15:02.280]  所以呢,在當時的社會裏面,那班猶太領袖是視這些工作,這些搬運是不合法的
[00:15:02.280 --> 00:15:08.040]  不過那個癱子的反應是很,我不知道你會怎樣去回答那班人
[00:15:08.040 --> 00:15:18.440]  那個癱子的反應就是,喂,是呀,不是我想搬的,是剛剛醫好我的那個人叫我去搬回家
[00:15:18.440 --> 00:15:29.960]  問題是他,問題不是我,那班宗教領袖很緊張,為甚麼?
[00:15:29.960 --> 00:15:36.360]  因為原來在安息日裏面去工作搬運物件的後果是非常之嚴重
[00:15:36.360 --> 00:15:45.880]  甚至乎可以被石頭扔死,所以那班宗教領袖對這件事非常之緊張
[00:15:45.880 --> 00:15:55.640]  他們四處尋找,究竟這個在安息日裏面醫病,甚至乎叫那個人拿著玉子到處走的人是誰,我們要找到他為止
[00:15:55.640 --> 00:16:08.600]  相信那個癱子心裏面都知道,嘩,這件事嚴重了,惹到這班宗教領袖,我都要去找他
[00:16:08.600 --> 00:16:24.520]  在當其時裏面,那個癱子心裏面我不知道他怎樣想,如果給了我,我會說我剛剛才痊癒,不是吧,我剛剛才好一些,我打算回家,誰知轉個頭又被人去捉
[00:16:24.520 --> 00:16:35.160]  為甚麼會這樣?是呀,即是生命裏面,生活裏面,你可能剛剛才有件事好一些,解決了一件事
[00:16:35.160 --> 00:16:53.880]  轉個頭又遇到第二件事,正所謂人生真是好難,是吧,我們信耶穌的人,我們在生命裏面,的確我們都會遇到好多不同生命裏面的困難
[00:16:53.880 --> 00:17:13.000]  壓力問題困難接踵而來,不過我們可以在經文裏面去看一下耶穌給我們有甚麼提醒,我們有甚麼學習,的確在經文裏面那班猶太的宗教領袖亦都遇見了耶穌
[00:17:13.000 --> 00:17:30.760]  他找到耶穌就是那個人,就是醫好癱子和叫那個癱子拿著張玉紙到處走的那個人,但是耶穌的回答是甚麼,我父做事直到如今,我也做事
[00:17:30.760 --> 00:17:49.720]  這句說話是在說甚麼呢,不是說我父也這樣做,我就這樣做,那他的父親是誰才是重要,當時耶穌說這句說話不單止觸犯了安息日工作這個問題
[00:17:49.720 --> 00:18:11.480]  而且他是在宣告一件事,宣告他耶穌就是神兒子的一個身份,為甚麼呢,因為安息日裏面工作的只有一個人可以去做,就是神
[00:18:11.480 --> 00:18:27.080]  因為在《出拉及記》裏面很清楚告訴他們,安息日是為人而設,是定為聖日,我們在安息日裏面是要怎樣,甚麼都不要做,我們要親近上帝去分別為聖日
[00:18:27.080 --> 00:18:40.280]  但是我們都知道,那班猶太宗教領袖都知道,安息日裏面神是不會停止去工作,停止去創造和維持這個世界
[00:18:40.280 --> 00:18:56.040]  這件事那班宗教領袖和我們都非常明白,亦都指出了安息日其實不是約束神去工作,只是人需要去休息,親近上帝
[00:18:56.040 --> 00:19:17.640]  耶穌不是限制他的工作,即是說他和神是同等的身份,他亦都在宣告一件事,他就是神,他就是神的兒子,他和神一樣可以在安息日裏工作
[00:19:17.640 --> 00:19:40.440]  這句說話的確是按著了猶太人那班宗教領袖的一個緊急制,他本身只是想捉他,懲罰一下耶穌的問題,安息日工作的問題,聽到這件事就變了想殺耶穌
[00:19:40.440 --> 00:19:53.480]  這件事非常之嚴重,不過耶穌又怎會不知道他講了這句說話帶來的後果是會惹成殺身之禍的嚴重呢?
[00:19:53.480 --> 00:20:11.640]  但是耶穌基督沒有因為這樣去退縮,沒有因為這樣去妥協,他更加堅定地再一次宣告,我就是救你們的尼塞亞,我就是神的兒子
[00:20:11.640 --> 00:20:33.720]  他明明就是在講一個神兒子的事實,亦都帶來他殺身的後果,但是耶穌基督同樣是愛我們,他願意為我們擔上這個代價
[00:20:33.720 --> 00:20:53.960]  他願意為我們付上十字架,被釘上十字架的代價,但是今天同樣去問我們自己,當我們面對生命的挑戰,我們願不願意跟隨耶穌去付上我們的代價呢?
[00:20:53.960 --> 00:21:03.960]  當我們跟從耶穌,生命裏面遇上困難,挑戰,我們願不願意去堅持呢?
[00:21:03.960 --> 00:21:23.960]  弟兄姊妹,你回來教會,你身邊未信主的朋友同學,會不會都質疑或者問你,究竟回來教會其實會不會影響你呢?會不會這樣問呢?
[00:21:23.960 --> 00:21:35.960]  會不會我們都會被身邊的人不認同我們的信仰,不認同我們的原則,不認同我們的價值觀,我們能不能夠持守呢?
[00:21:35.960 --> 00:21:45.960]  我們會不會因為我們的信仰,因為我們去跟從耶穌,我們願意去被挑戰呢?
[00:21:45.960 --> 00:22:06.960]  可能我們心裏面的確有很多問題我們不明白,不過耶穌基督都很想我們去認識祂,當我們生命裏面對信仰有動搖的時候,我們願不願意再去尋求呢?
[00:22:06.960 --> 00:22:24.960]  我們願不願意再去認識耶穌基督,究竟我們值不值得去跟從呢?弟兄姊妹,很想有些安靜的時間給到大家,有請敬禮
[00:22:24.960 --> 00:22:42.960]  昨天我聽到一個見證,一個弟兄今天去水禮,他的生命不斷受到很多不同的挑戰,他自己也有很多不同的軟弱
[00:22:42.960 --> 00:23:00.960]  剛才我說,一個弟兄在中學的時間加入了黑社會,染上了毒癮,然後想著回轉戒了毒,怎知又群返一班不好的朋友去染上了毒癮
[00:23:00.960 --> 00:23:20.960]  在福音解禱的機構裏面去認識了耶穌基督,他生命得到改變,當他想著生命已經改變了,他能夠盼望的時候,他最後回到教會
[00:23:20.960 --> 00:23:36.960]  不過在最近,這個弟兄去診證到他有癌症,我覺得他的生命故事跟坦子很相似
[00:23:36.960 --> 00:23:49.960]  當他生命裏面很多不同的改變,很想好返,很想回到他覺得本來應該要有的生活裏面
[00:23:49.960 --> 00:24:12.960]  一次一次的挑戰在他生命裏面,很多不同的出現,最後,也不是最後,是最近,他診證到他有癌症,他有癌症,但他生命仍然充滿著感恩
[00:24:12.960 --> 00:24:29.960]  我覺得只有靠著耶穌才有這樣的改變,當我們生命裏面不斷被挑戰,弟兄姊妹,你能否仍然持著感恩的心去跟從耶穌
[00:24:29.960 --> 00:24:53.960]  的確回到教會跟從耶穌並不代表一切都順利,生命的挑戰仍然會出現,不過最重要的是我們知道真正能夠幫我們改變,甚至改變我們的生命的是耶穌基督
[00:24:53.960 --> 00:25:09.960]  今天有兩個學習,第一個就是信靠,我們要靠著耶穌基督去重整我們生命裏面的價值觀,我們的目光要回到我們的信仰裏面
[00:25:09.960 --> 00:25:25.960]  我們在世界裏面追求的成功,我們需要改變,我們去認識耶穌,聽他的說話,將他的說話改變我們生命裏面,我們得到更新,第二個學習就是堅持
[00:25:25.960 --> 00:25:42.960]  學習在生活裏面堅持我們的信仰,挑戰和困難會不斷出現在我們的生活裏面,但我們能否仍然堅持對神的信心,堅持我們的信仰呢?
[00:25:42.960 --> 00:25:58.960]  有請敬大隊,很想有些安靜祈禱的時間,很想你為自己去祈禱,合起雙眼去安靜
[00:25:58.960 --> 00:26:18.960]  思想一下剛才的經文,那個坦子的故事,耶穌和坦子的故事對你有什麼提醒
[00:26:29.960 --> 00:26:38.960]  安靜一下自己,耶穌基督今天問你,你想改變嗎?
[00:26:38.960 --> 00:26:50.960]  弟兄姊妹回到教會裏面,耶穌基督問你,你想改變嗎?
[00:26:59.960 --> 00:27:12.960]  可能我們都想改變,但不懂,但耶穌基督很想你認識祂更多
[00:27:12.960 --> 00:27:20.960]  我們被這個世界,被這個教育,被這個社會,經常告訴我們,我們要成功,我們要優越,我們要贏
[00:27:20.960 --> 00:27:29.960]  這些都是我們裏面的價值,這些都可能是我們生命裏面所追求的目標
[00:27:29.960 --> 00:27:42.960]  但耶穌基督告訴我們,不需要,因為真正的價值是來自耶穌基督
[00:27:42.960 --> 00:27:47.960]  真正的改變是來自耶穌基督
[00:27:47.960 --> 00:27:59.960]  你為自己去祈禱,求主去幫助你,求主去給你勇氣
[00:27:59.960 --> 00:28:09.960]  慈悲仁愛天父感謝你,感謝你今天對我們的說話,感謝你今天再一次讓我們認識你更多
[00:28:09.960 --> 00:28:15.960]  是你主動去找我們回來教會裏面,給我們機會去認識你
[00:28:15.960 --> 00:28:26.960]  求你去幫助我們,原諒我們,我們經常都靠著自己的方法,世界的方法去尋找盼望
[00:28:26.960 --> 00:28:32.960]  但往往我們都忘記了你,才是我們真正的盼望
[00:28:32.960 --> 00:28:40.960]  幫助我們不再去靠這個世界所謂的成功,去填補我們心裏面的不足,滿足
[00:28:40.960 --> 00:28:54.960]  更新我們的心,學習你的樣式,在困難裏面我們勇敢去認定你是我們的主,認定我們自己的身份
[00:28:54.960 --> 00:29:00.960]  求主你給力量我們去面對生命裏面各種的挑戰
[00:29:00.960 --> 00:29:07.960]  堅持我們的心,給力量我們去堅持我們的信仰,對你的信心
[00:29:07.960 --> 00:29:14.960]  願你成為我們心裏面,生命裏面真正的盼望,真正的主,唯一的主
[00:29:14.960 --> 00:29:18.960]  感謝你,奉主耶穌得勝名求,阿門
[00:29:18.960 --> 00:29:24.960]  弟兄姊妹我們一起起身,用回應詩去回應我們今天的講道
