
[00:00:00.000 --> 00:00:03.080]  就是敬拜女帶領我們唱詩的時候
[00:03:19.800 --> 00:03:21.800]  「你不可以去看見神」
[00:03:21.800 --> 00:03:23.800]  「因為你不可以去看見神」
[00:03:23.800 --> 00:03:25.800]  「你不可以去看見神」
[00:03:25.800 --> 00:03:27.800]  「你不可以去看見神」
[00:03:27.800 --> 00:03:29.800]  「你不可以去看見神」
[00:03:29.800 --> 00:03:31.800]  「你不可以去看見神」
[00:03:31.800 --> 00:03:33.800]  「你不可以去看見神」
[00:03:33.800 --> 00:03:35.800]  「你不可以去看見神」
[00:03:35.800 --> 00:03:37.800]  「你不可以去看見神」
[00:03:37.800 --> 00:03:39.800]  「你不可以去看見神」
[00:03:39.800 --> 00:03:41.800]  「你不可以去看見神」
[00:03:41.800 --> 00:03:43.800]  「你不可以去看見神」
[00:03:43.800 --> 00:03:45.800]  「你不可以去看見神」
[00:03:45.800 --> 00:03:47.800]  「你不可以去看見神」
[00:03:47.800 --> 00:03:49.800]  「你不可以去看見神」
[00:03:49.800 --> 00:03:51.800]  「你不可以去看見神」
[00:03:51.800 --> 00:03:53.800]  「你不可以去看見神」
[00:03:53.800 --> 00:03:55.800]  「你不可以去看見神」
[00:03:55.800 --> 00:03:57.800]  「你不可以去看見神」
[00:03:57.800 --> 00:03:59.800]  「你不可以去看見神」
[00:03:59.800 --> 00:04:01.800]  「你不可以去看見神」
[00:04:01.800 --> 00:04:03.800]  「你不可以去看見神」
[00:04:03.800 --> 00:04:05.800]  「你不可以去看見神」
[00:04:05.800 --> 00:04:07.800]  「你不可以去看見神」
[00:04:07.800 --> 00:04:09.800]  「你不可以去看見神」
[00:04:09.800 --> 00:04:11.800]  「你不可以去看見神」
[00:04:11.800 --> 00:04:13.800]  「你不可以去看見神」
[00:04:13.800 --> 00:04:15.800]  「你不可以去看見神」
[00:04:15.800 --> 00:04:17.800]  「你不可以去看見神」
[00:04:17.800 --> 00:04:19.800]  「你不可以去看見神」
[00:04:19.800 --> 00:04:21.800]  「你不可以去看見神」
[00:04:21.800 --> 00:04:23.800]  「你不可以去看見神」
[00:04:23.800 --> 00:04:25.800]  「你不可以去看見神」
[00:04:25.800 --> 00:04:27.800]  「你不可以去看見神」
[00:04:27.800 --> 00:04:29.800]  「你不可以去看見神」
[00:04:29.800 --> 00:04:31.800]  「你不可以去看見神」
[00:04:31.800 --> 00:04:33.800]  「你不可以去看見神」
[00:04:33.800 --> 00:04:35.800]  「你不可以去看見神」
[00:04:35.800 --> 00:04:37.800]  「你不可以去看見神」
[00:04:37.800 --> 00:04:39.800]  「你不可以去看見神」
[00:04:39.800 --> 00:04:41.800]  「你不可以去看見神」
[00:04:41.800 --> 00:04:43.800]  「你不可以去看見神」
[00:04:43.800 --> 00:04:45.800]  「你不可以去看見神」
[00:04:45.800 --> 00:04:47.800]  「你不可以去看見神」
[00:04:47.800 --> 00:04:49.800]  「你不可以去看見神」
[00:04:49.800 --> 00:04:51.800]  「你不可以去看見神」
[00:04:51.800 --> 00:04:53.800]  「你不可以去看見神」
[00:04:53.800 --> 00:04:55.800]  「你不可以去看見神」
[00:04:55.800 --> 00:04:57.800]  「你不可以去看見神」
[00:04:57.800 --> 00:04:59.800]  「你不可以去看見神」
[00:04:59.800 --> 00:05:01.800]  「你不可以去看見神」
[00:05:01.800 --> 00:05:03.800]  「你不可以去看見神」
[00:05:03.800 --> 00:05:05.800]  發生這件事的時候,摩西在做甚麼呢?
[00:05:05.800 --> 00:05:07.800]  這裡說的是
[00:05:07.800 --> 00:05:09.800]  那時摩西在牧放
[00:05:09.800 --> 00:05:12.800]  他岳父米顛濟斯葉蒂羅的羊群
[00:05:12.800 --> 00:05:14.800]  簡單來說是做甚麼呢?
[00:05:14.800 --> 00:05:16.800]  其實剛剛說到,摩西逃到米顛之後
[00:05:16.800 --> 00:05:18.800]  40年都在做同一份工作
[00:05:18.800 --> 00:05:20.800]  就是幫他的岳父打工
[00:05:20.800 --> 00:05:22.800]  而他的工作就是一個牧羊人
[00:05:22.800 --> 00:05:27.800]  每天都帶羊出去找水、飲水、草食
[00:05:27.800 --> 00:05:30.800]  可能在過程中,他也要保護羊群
[00:05:30.800 --> 00:05:32.800]  因為可能有些危險
[00:05:32.800 --> 00:05:35.800]  要保護羊群,因為羊群是他們的資產
[00:05:35.800 --> 00:05:40.800]  在他每天都會做的日常工作中
[00:05:40.800 --> 00:05:42.800]  有一次,他說有一天
[00:05:42.800 --> 00:05:44.800]  他把羊群帶到礦業的盡頭
[00:05:44.800 --> 00:05:47.800]  去到一個地方叫神山
[00:05:47.800 --> 00:05:49.800]  那個地方叫河列山
[00:05:49.800 --> 00:05:53.800]  在這個逢日逢年逢年的日子中
[00:05:53.800 --> 00:05:55.800]  發生了一個很特別的經歷
[00:05:55.800 --> 00:05:57.800]  這個經歷是甚麼呢?
[00:05:57.800 --> 00:05:59.800]  我們再看第二節
[00:05:59.800 --> 00:06:01.800]  在漁上放魚的期間
[00:06:01.800 --> 00:06:04.800]  那天,摩西看到一件很奇異的事
[00:06:04.800 --> 00:06:09.800]  第二節說到摩西觀看見荊棘被火燒著
[00:06:09.800 --> 00:06:11.800]  但卻沒有被燒毀
[00:06:11.800 --> 00:06:14.800]  我不知道大家有沒有見過荊棘
[00:06:14.800 --> 00:06:16.800]  可能聖經也有聽過
[00:06:16.800 --> 00:06:18.800]  荊棘是甚麼樣子呢?
[00:06:18.800 --> 00:06:19.800]  讓大家了解一下
[00:06:19.800 --> 00:06:21.800]  香港可能比較少見
[00:06:21.800 --> 00:06:23.800]  但荊棘通常叫荊棘蟲
[00:06:23.800 --> 00:06:25.800]  因為它不會是一條,而是一堆
[00:06:26.800 --> 00:06:28.800]  我們可以看到這些荊棘
[00:06:28.800 --> 00:06:31.800]  很像樹枝一樣,很乾
[00:06:31.800 --> 00:06:34.800]  所以其實是一些很易燃的植物
[00:06:34.800 --> 00:06:36.800]  甚或是中東港市的地區
[00:06:36.800 --> 00:06:39.800]  是一個很普遍的植物
[00:06:39.800 --> 00:06:41.800]  可能不是很顯眼
[00:06:41.800 --> 00:06:43.800]  甚或是燒著的荊棘
[00:06:43.800 --> 00:06:44.800]  也是比較普遍
[00:06:44.800 --> 00:06:46.800]  因為剛剛說到它很易燃
[00:06:46.800 --> 00:06:47.800]  在曠日很曬
[00:06:47.800 --> 00:06:49.800]  或者一些情況下
[00:06:49.800 --> 00:06:51.800]  也會容易燒著
[00:06:51.800 --> 00:06:53.800]  但這裡提到摩西
[00:06:53.800 --> 00:06:55.800]  他說觀看
[00:06:55.800 --> 00:06:57.800]  他看到荊棘被火燒著
[00:06:57.800 --> 00:06:59.800]  但沒有被燒毀
[00:06:59.800 --> 00:07:01.800]  相信他是停下了腳步
[00:07:01.800 --> 00:07:04.800]  細心地用時間去留意
[00:07:04.800 --> 00:07:06.800]  為甚麼這個荊棘燒著了
[00:07:06.800 --> 00:07:08.800]  但燒了這麼久
[00:07:08.800 --> 00:07:10.800]  一段時間也沒有被燒毀呢?
[00:07:10.800 --> 00:07:12.800]  而這個時候
[00:07:12.800 --> 00:07:14.800]  摩西就覺得很奇怪,很罕見
[00:07:14.800 --> 00:07:16.800]  直到他吸引了他的注意
[00:07:16.800 --> 00:07:20.800]  他就再向前走去觀看
[00:07:21.800 --> 00:07:23.800]  我們看到第三節
[00:07:23.800 --> 00:07:24.800]  摩西就說
[00:07:24.800 --> 00:07:27.800]  我要去那裡走近一點去觀看
[00:07:27.800 --> 00:07:29.800]  他為了觀看這個大異象
[00:07:29.800 --> 00:07:32.800]  是指沒有被燒毀的荊棘
[00:07:32.800 --> 00:07:36.800]  摩西強調這個沒有被燒毀的荊棘
[00:07:36.800 --> 00:07:39.800]  這個現象是一個異象
[00:07:39.800 --> 00:07:43.800]  其實摩西覺得這個特殊的經歷
[00:07:43.800 --> 00:07:45.800]  這個特別的現象
[00:07:45.800 --> 00:07:48.800]  背後,我相信他覺得是有上帝
[00:07:48.800 --> 00:07:50.800]  或者屬靈的意義
[00:07:50.800 --> 00:07:51.800]  直到他說
[00:07:51.800 --> 00:07:53.800]  我要去看這個大異象
[00:07:53.800 --> 00:07:56.800]  在當中,他看到摩西有一種渴求
[00:07:56.800 --> 00:07:59.800]  渴慕去查考或思考
[00:07:59.800 --> 00:08:01.800]  研究究竟發生了甚麼事
[00:08:01.800 --> 00:08:04.800]  在背後屬靈的意義等等
[00:08:04.800 --> 00:08:07.800]  我想如果摩西不是一個
[00:08:07.800 --> 00:08:12.800]  相信上帝會工作的上帝
[00:08:12.800 --> 00:08:15.800]  不相信上帝會向他顯現
[00:08:15.800 --> 00:08:18.800]  甚至他不願意尋求真理的人
[00:08:18.800 --> 00:08:23.800]  他不會在他每天都會做的工作的場景下
[00:08:23.800 --> 00:08:26.800]  留意到這個沒有被燒毀的荊棘
[00:08:26.800 --> 00:08:28.800]  他也不會預見
[00:08:28.800 --> 00:08:29.800]  待會看第四節
[00:08:29.800 --> 00:08:32.800]  他會預見上帝或經歷上帝的作為
[00:08:32.800 --> 00:08:36.800]  我們再細看第二至四節
[00:08:36.800 --> 00:08:38.800]  摩西和上帝之間的互動
[00:08:38.800 --> 00:08:41.800]  他們相見之間的過程
[00:08:41.800 --> 00:08:43.800]  給我們甚麼提醒
[00:08:43.800 --> 00:08:46.800]  我們先看第二節
[00:08:46.800 --> 00:08:49.800]  第二節,上帝先向摩西顯現
[00:08:49.800 --> 00:08:51.800]  在荊棘叢
[00:08:51.800 --> 00:08:54.800]  第三節,摩西說要進一步走近一點
[00:08:54.800 --> 00:08:57.800]  去看這個異象背後的意義
[00:08:57.800 --> 00:09:02.800]  接著,耶和華看到摩西走近一點
[00:09:02.800 --> 00:09:05.800]  耶和華再下一步行動
[00:09:05.800 --> 00:09:07.800]  就是呼喚摩西的名字
[00:09:07.800 --> 00:09:11.800]  摩西,我在這裡
[00:09:11.800 --> 00:09:13.800]  接著,我們剛剛提到
[00:09:13.800 --> 00:09:18.800]  摩西和上帝相遇對話的一件事成就了
[00:09:18.800 --> 00:09:21.800]  我想在這個過程中
[00:09:21.800 --> 00:09:23.800]  提醒我們一件事
[00:09:23.800 --> 00:09:26.800]  其實很多時候在我們的生活中
[00:09:26.800 --> 00:09:29.800]  上帝都已經主動向人顯現
[00:09:29.800 --> 00:09:31.800]  就好像摩西在上班的日子中
[00:09:31.800 --> 00:09:33.800]  很平常的日子中
[00:09:33.800 --> 00:09:35.800]  上帝都是主動向人顯現
[00:09:35.800 --> 00:09:37.800]  但同一時間
[00:09:37.800 --> 00:09:39.800]  正如摩西一樣
[00:09:39.800 --> 00:09:41.800]  他也要主動留意和發現
[00:09:41.800 --> 00:09:44.800]  去尋求才能尋得見上帝
[00:09:44.800 --> 00:09:47.800]  這是一個雙向的關係
[00:09:47.800 --> 00:09:49.800]  神做了主動
[00:09:49.800 --> 00:09:52.800]  然而我們人也要作主動回應上帝
[00:09:52.800 --> 00:09:55.800]  去發現和尋見上帝
[00:09:55.800 --> 00:09:56.800]  有一節經文
[00:09:56.800 --> 00:09:59.800]  我覺得很能回應我們剛剛所說的
[00:09:59.800 --> 00:10:00.800]  很簡單的一節
[00:10:00.800 --> 00:10:03.800]  在耶利米蘇29章13節
[00:10:03.800 --> 00:10:07.800]  耶和華跟上帝的子民說
[00:10:07.800 --> 00:10:09.800]  你們尋求我
[00:10:09.800 --> 00:10:11.800]  如果專心尋求
[00:10:11.800 --> 00:10:13.800]  就必尋見
[00:10:13.800 --> 00:10:15.800]  原來我們也需要專心
[00:10:15.800 --> 00:10:18.800]  在生活中尋找上帝
[00:10:18.800 --> 00:10:20.800]  當你這樣做的時候
[00:10:20.800 --> 00:10:23.800]  你會發現上帝離你不遠
[00:10:23.800 --> 00:10:25.800]  甚至可以見到上帝
[00:10:25.800 --> 00:10:29.800]  在我們生活中的終極和工作
[00:10:29.800 --> 00:10:32.800]  頂尖會有時候聽到你們
[00:10:32.800 --> 00:10:34.800]  特別是初中的你們
[00:10:34.800 --> 00:10:36.800]  例如你們說你們是在上教會
[00:10:36.800 --> 00:10:38.800]  但沒有經歷過上帝的真實
[00:10:38.800 --> 00:10:41.800]  上帝好像和你們沒有太大關係
[00:10:41.800 --> 00:10:42.800]  只是聽了很多
[00:10:42.800 --> 00:10:44.800]  甚至沒有感受過
[00:10:44.800 --> 00:10:48.800]  上帝和你們同在的過程或經歷
[00:10:48.800 --> 00:10:51.800]  甚至最近大家有一首流行曲
[00:10:51.800 --> 00:10:52.800]  獲獎了
[00:10:52.800 --> 00:10:55.800]  叫做《神不在場證據》
[00:10:55.800 --> 00:10:57.800]  可能不知道這句說話
[00:10:57.800 --> 00:10:58.800]  會否是你覺得
[00:10:58.800 --> 00:11:02.800]  上帝在你的生活中好像消失了
[00:11:02.800 --> 00:11:03.800]  好像缺席了
[00:11:03.800 --> 00:11:07.800]  但今天提到的是經文提醒我們
[00:11:07.800 --> 00:11:11.800]  提醒我們有時候不是上帝隱藏了自己
[00:11:11.800 --> 00:11:15.800]  其實上帝很多時候已經主動向我們顯現
[00:11:15.800 --> 00:11:17.800]  祂說是與我們永遠同在的上帝
[00:11:17.800 --> 00:11:20.800]  但我們要有一顆怎樣的心呢
[00:11:20.800 --> 00:11:22.800]  是一顆尋求上帝的心
[00:11:22.800 --> 00:11:25.800]  我們願意留意在生活中
[00:11:25.800 --> 00:11:28.800]  這位隨時與我們同在的上帝
[00:11:28.800 --> 00:11:31.800]  當我們這樣做的時候就能夠尋得見
[00:11:31.800 --> 00:11:34.800]  不知道你們坐在台下
[00:11:34.800 --> 00:11:36.800]  你們每個星期都回來
[00:11:36.800 --> 00:11:38.800]  每個星期都回來的時候
[00:11:38.800 --> 00:11:41.800]  你們用一顆怎樣的心回到來呢
[00:11:41.800 --> 00:11:43.800]  會否只是跟著父母
[00:11:43.800 --> 00:11:45.800]  也很正常的
[00:11:45.800 --> 00:11:46.800]  又或是你們習慣了
[00:11:46.800 --> 00:11:49.800]  每個星期這個時間都要回來
[00:11:49.800 --> 00:11:53.800]  不知道你們當中的心是怎樣
[00:11:53.800 --> 00:11:56.800]  很想你們接下來
[00:11:56.800 --> 00:12:00.800]  之後學習用一顆尋求的心回來
[00:12:00.800 --> 00:12:02.800]  其實怎樣做呢
[00:12:02.800 --> 00:12:06.800]  可能就像我們剛才在敬拜的時候
[00:12:06.800 --> 00:12:09.800]  主席在進入唱詩歌之前
[00:12:09.800 --> 00:12:12.800]  都跟我們說要讓我們安靜我們的心
[00:12:12.800 --> 00:12:14.800]  用一兩分鐘甚至三十秒
[00:12:14.800 --> 00:12:16.800]  去認真對待
[00:12:16.800 --> 00:12:19.800]  放下一些想法
[00:12:19.800 --> 00:12:20.800]  例如你的功課
[00:12:20.800 --> 00:12:22.800]  你正在想的一些煩惱
[00:12:22.800 --> 00:12:24.800]  你去跟上帝說
[00:12:24.800 --> 00:12:25.800]  上帝我想見到你
[00:12:25.800 --> 00:12:26.800]  我想遇見你
[00:12:26.800 --> 00:12:28.800]  原來這樣做的時候
[00:12:28.800 --> 00:12:30.800]  當日的崇拜
[00:12:30.800 --> 00:12:32.800]  你不再想著自己的事
[00:12:32.800 --> 00:12:34.800]  而是專心去找尋
[00:12:34.800 --> 00:12:36.800]  上帝有沒有對你的說話
[00:12:36.800 --> 00:12:38.800]  這其實可以成為了
[00:12:38.800 --> 00:12:41.800]  你尋求上帝的心的第一步
[00:12:41.800 --> 00:12:43.800]  甚或可能在座當中
[00:12:43.800 --> 00:12:45.800]  有些人很認真追求信仰
[00:12:45.800 --> 00:12:47.800]  你回來後真的很專注
[00:12:47.800 --> 00:12:48.800]  很專心
[00:12:48.800 --> 00:12:49.800]  很想找到上帝
[00:12:49.800 --> 00:12:51.800]  去聽上帝的話
[00:12:51.800 --> 00:12:55.800]  很想再開闊你們對上帝的理解
[00:12:55.800 --> 00:12:58.800]  上帝不單止是在教會
[00:12:58.800 --> 00:13:00.800]  能夠讓我們找得到
[00:13:00.800 --> 00:13:01.800]  剛剛說到
[00:13:01.800 --> 00:13:04.800]  上帝也在摩西牧羊的時候
[00:13:04.800 --> 00:13:05.800]  放羊
[00:13:05.800 --> 00:13:06.800]  一個工作的環境
[00:13:06.800 --> 00:13:07.800]  一個曠野當中
[00:13:07.800 --> 00:13:09.800]  被摩西尋得見
[00:13:09.800 --> 00:13:11.800]  原來在你的家
[00:13:11.800 --> 00:13:14.800]  在你的學校當中
[00:13:14.800 --> 00:13:15.800]  甚至你的家庭
[00:13:15.800 --> 00:13:17.800]  體之中
[00:13:17.800 --> 00:13:19.800]  其實你也可以尋得見上帝
[00:13:19.800 --> 00:13:22.800]  因為祂是跟我們隨時隨在的上帝
[00:13:22.800 --> 00:13:25.800]  我分享自己的一個故事
[00:13:25.800 --> 00:13:27.800]  過往如果大家有聽我分享
[00:13:27.800 --> 00:13:29.800]  也有說過我有一個弟弟
[00:13:29.800 --> 00:13:31.800]  弟弟有一個特別的需要
[00:13:31.800 --> 00:13:33.800]  他有輕度智力的問題
[00:13:33.800 --> 00:13:36.800]  所以他也會住在一些特殊的宿舍
[00:13:36.800 --> 00:13:38.800]  因為他住在宿舍
[00:13:38.800 --> 00:13:42.800]  他也經歷過幾次要轉換宿舍的時間
[00:13:42.800 --> 00:13:43.800]  甚至有時
[00:13:43.800 --> 00:13:45.800]  最近兩三年前
[00:13:45.800 --> 00:13:47.800]  他有一次轉宿舍
[00:13:47.800 --> 00:13:49.800]  是因為他在前一個宿舍
[00:13:49.800 --> 00:13:50.800]  發生了一些不開心的事
[00:13:50.800 --> 00:13:51.800]  所以才要轉
[00:13:51.800 --> 00:13:53.800]  否則住得好好的也不會轉
[00:13:53.800 --> 00:13:55.800]  每一次轉宿舍
[00:13:55.800 --> 00:13:56.800]  對我來說
[00:13:56.800 --> 00:13:57.800]  也是很緊張的
[00:13:57.800 --> 00:13:59.800]  因為我弟弟是分辨
[00:13:59.800 --> 00:14:01.800]  因為他的智力的緣故
[00:14:01.800 --> 00:14:03.800]  他分辨是非黑白
[00:14:03.800 --> 00:14:04.800]  或者在決定
[00:14:04.800 --> 00:14:06.800]  總之跟了一些壞朋友
[00:14:06.800 --> 00:14:07.800]  他就會學壞
[00:14:07.800 --> 00:14:09.800]  很多事情會發生
[00:14:09.800 --> 00:14:10.800]  但是
[00:14:10.800 --> 00:14:11.800]  所以每一次轉宿舍
[00:14:11.800 --> 00:14:13.800]  我也很擔心他新的宿舍
[00:14:13.800 --> 00:14:15.800]  不知道會認識到什麼人
[00:14:15.800 --> 00:14:16.800]  因為認識到什麼人
[00:14:16.800 --> 00:14:18.800]  他可能會做什麼事
[00:14:18.800 --> 00:14:20.800]  我記得那一次要去找宿舍
[00:14:20.800 --> 00:14:23.800]  突然要去找一間宿舍的時候
[00:14:23.800 --> 00:14:25.800]  我跟上帝祈禱
[00:14:25.800 --> 00:14:28.800]  甚至我把需要告訴
[00:14:28.800 --> 00:14:31.800]  當時教會的頂姐妹知道
[00:14:31.800 --> 00:14:33.800]  她也為我祈禱
[00:14:33.800 --> 00:14:35.800]  過了幾個月
[00:14:35.800 --> 00:14:37.800]  我們那時候申請了一些政府宿舍
[00:14:37.800 --> 00:14:38.800]  是很隨機的
[00:14:38.800 --> 00:14:40.800]  你給他一個區域
[00:14:40.800 --> 00:14:41.800]  我說新界
[00:14:41.800 --> 00:14:43.800]  他就會盡快去那間
[00:14:43.800 --> 00:14:44.800]  你去見面
[00:14:44.800 --> 00:14:45.800]  面試後
[00:14:45.800 --> 00:14:47.800]  他成功就會入住那間宿舍
[00:14:47.800 --> 00:14:48.800]  是第一間
[00:14:48.800 --> 00:14:50.800]  我那次收到電話
[00:14:50.800 --> 00:14:51.800]  要去面試
[00:14:51.800 --> 00:14:53.800]  我跟弟弟一起去面試
[00:14:53.800 --> 00:14:55.800]  面試當中
[00:14:55.800 --> 00:14:57.800]  我和弟弟
[00:14:57.800 --> 00:15:00.800]  前面就是面試的職員
[00:15:00.800 --> 00:15:02.800]  我記得坐在那裡
[00:15:02.800 --> 00:15:03.800]  一開始也很簡單
[00:15:03.800 --> 00:15:05.800]  隨便問問大家
[00:15:05.800 --> 00:15:08.800]  然後他就問我
[00:15:08.800 --> 00:15:10.800]  姐姐你是做哪一行
[00:15:10.800 --> 00:15:12.800]  我說我在教會上班
[00:15:12.800 --> 00:15:15.800]  之後那個社工
[00:15:15.800 --> 00:15:16.800]  那個叔叔就說
[00:15:16.800 --> 00:15:19.800]  我也是在教會上班
[00:15:19.800 --> 00:15:20.800]  在這個過程中
[00:15:20.800 --> 00:15:23.800]  他會再進一步去問
[00:15:23.800 --> 00:15:25.800]  我弟弟其實怎樣
[00:15:25.800 --> 00:15:26.800]  他信了主沒有
[00:15:26.800 --> 00:15:27.800]  會不會回教會
[00:15:27.800 --> 00:15:30.800]  甚至他也有介紹一些教會給我弟弟
[00:15:30.800 --> 00:15:31.800]  可能接下來
[00:15:31.800 --> 00:15:32.800]  有機會去試一下
[00:15:32.800 --> 00:15:33.800]  回一下
[00:15:33.800 --> 00:15:34.800]  在他宿舍附近
[00:15:34.800 --> 00:15:37.800]  最後我弟弟入了這間宿舍
[00:15:37.800 --> 00:15:38.800]  居住
[00:15:38.800 --> 00:15:39.800]  直到今天
[00:15:39.800 --> 00:15:41.800]  我覺得在這個過程
[00:15:41.800 --> 00:15:42.800]  完結了當天的面試
[00:15:42.800 --> 00:15:44.800]  我自己一個回家的時候
[00:15:44.800 --> 00:15:46.800]  我的感受是
[00:15:46.800 --> 00:15:48.800]  上帝真的在那裡聽禱告
[00:15:48.800 --> 00:15:50.800]  甚至他在一個
[00:15:50.800 --> 00:15:51.800]  我排在宿舍
[00:15:51.800 --> 00:15:52.800]  很隨機
[00:15:52.800 --> 00:15:56.800]  只是抽籤的機會下
[00:15:56.800 --> 00:15:59.800]  上帝原來當我去尋求他的時候
[00:15:59.800 --> 00:16:01.800]  他會回應
[00:16:01.800 --> 00:16:03.800]  甚至他在教會以外
[00:16:03.800 --> 00:16:06.800]  他也是在那裡陪著我
[00:16:06.800 --> 00:16:07.800]  或者與我同在
[00:16:07.800 --> 00:16:08.800]  幫助我的上帝
[00:16:08.800 --> 00:16:10.800]  那一次我覺得
