
[00:00:00.000 --> 00:00:02.000]  沒有聲音的,有了
[00:01:26.000 --> 00:01:29.000]  好像很遠,這樣說到距離
[00:01:29.000 --> 00:01:31.000]  不過說笑而已,不要這樣
[00:01:31.000 --> 00:01:33.000]  我開始說到
[00:01:33.000 --> 00:01:37.000]  我今天說到的題目是「你是上帝」
[00:01:37.000 --> 00:01:39.000]  不知道你有時
[00:01:39.000 --> 00:01:42.000]  我們當然知道上帝是上帝
[00:01:42.000 --> 00:01:44.000]  我們當然知道上帝是神
[00:01:44.000 --> 00:01:47.000]  有時我們會不會很想Play God?
[00:01:47.000 --> 00:01:49.000]  我們很想成為上帝
[00:01:49.000 --> 00:01:51.000]  自己作主,自己決定很多事情
[00:01:51.000 --> 00:01:53.000]  做自己想做的事
[00:01:53.000 --> 00:01:56.000]  有一個詞語叫「元宇宙」
[00:01:56.000 --> 00:01:57.000]  大家有沒有聽過?
[00:01:57.000 --> 00:01:59.000]  大概兩年前左右
[00:01:59.000 --> 00:02:01.000]  就出現了這個詞語「元宇宙」
[00:02:01.000 --> 00:02:02.000]  是說什麼呢?
[00:02:02.000 --> 00:02:04.000]  可能你比我更加熟悉
[00:02:04.000 --> 00:02:06.000]  在網絡的虛擬世界裡
[00:02:06.000 --> 00:02:08.000]  有很多活動
[00:02:08.000 --> 00:02:12.000]  包括社交活動、經濟活動
[00:02:12.000 --> 00:02:14.000]  政治、文化、宗教等等
[00:02:14.000 --> 00:02:17.000]  人在虛擬的網絡世界裡
[00:02:17.000 --> 00:02:24.000]  你能夠決定當中的文化、價值觀、秩序
[00:02:24.000 --> 00:02:25.000]  簡單來說
[00:02:25.000 --> 00:02:26.000]  你在虛擬的網絡裡
[00:02:26.000 --> 00:02:27.000]  是你決定的
[00:02:27.000 --> 00:02:29.000]  你想怎樣就怎樣
[00:02:29.000 --> 00:02:32.000]  不過有些基督徒的文章也分享過
[00:02:32.000 --> 00:02:35.000]  在這些虛擬世界裡
[00:02:35.000 --> 00:02:38.000]  人就好像做了上帝的角色
[00:02:38.000 --> 00:02:39.000]  你想怎樣就怎樣
[00:02:39.000 --> 00:02:40.000]  你喜歡怎樣就怎樣
[00:02:40.000 --> 00:02:42.000]  做你想做的事
[00:02:42.000 --> 00:02:44.000]  也會有擔心
[00:02:44.000 --> 00:02:48.000]  會否人和現實世界有很多分割
[00:02:48.000 --> 00:02:49.000]  分不清
[00:02:49.000 --> 00:02:53.000]  甚至會否令人更加想成為上帝呢?
[00:02:53.000 --> 00:02:57.000]  我們會更加想成為上帝呢?
[00:02:57.000 --> 00:03:03.000]  當然大部分人都還未進入這個世界裡
[00:03:03.000 --> 00:03:05.000]  未到這麼嚴重
[00:03:05.000 --> 00:03:06.000]  我相信
[00:03:06.000 --> 00:03:09.000]  極其量我們只是去玩動物森友會
[00:03:09.000 --> 00:03:13.000]  在裡面自己想建一間怎樣的屋
[00:03:13.000 --> 00:03:15.000]  不過
[00:03:15.000 --> 00:03:17.000]  也值得我們去思考
[00:03:17.000 --> 00:03:20.000]  有時我們會否也很想成為上帝呢?
[00:03:20.000 --> 00:03:24.000]  會否我們也很想自己作主
[00:03:24.000 --> 00:03:27.000]  很想甚麼都是我喜歡做的事
[00:03:27.000 --> 00:03:29.000]  一切都在我的掌控裡
[00:03:29.000 --> 00:03:31.000]  想做甚麼就做甚麼
[00:03:31.000 --> 00:03:33.000]  我自己作主
[00:03:33.000 --> 00:03:34.000]  如果是這樣的話
[00:03:34.000 --> 00:03:36.000]  其實對我們基督徒的生命
[00:03:36.000 --> 00:03:38.000]  會否有甚麼影響呢?
[00:03:38.000 --> 00:03:39.000]  又或者
[00:03:39.000 --> 00:03:41.000]  我知道上帝是神
[00:03:41.000 --> 00:03:46.000]  但我又能否將我的生命主權交給上帝呢?
[00:03:46.000 --> 00:03:50.000]  怎樣才能夠視上帝為上帝呢?
[00:03:50.000 --> 00:03:51.000]  今天透過經文
[00:03:51.000 --> 00:03:54.000]  希望當中成為我們的提醒
[00:03:54.000 --> 00:03:58.000]  經文是獵王紀相的十八章
[00:03:58.000 --> 00:04:00.000]  十七到廿四節
[00:04:00.000 --> 00:04:02.000]  我邀請大家一起讀
[00:04:02.000 --> 00:04:03.000]  精神一點
[00:04:03.000 --> 00:04:05.000]  雖然我知道很睏
[00:04:05.000 --> 00:04:07.000]  九時要回來
[00:04:07.000 --> 00:04:08.000]  我們精神一點
[00:04:08.000 --> 00:04:09.000]  大聲一點
[00:04:09.000 --> 00:04:10.000]  一起讀出經文
[00:04:10.000 --> 00:04:11.000]  預備起
[00:04:11.000 --> 00:04:14.000]  「阿哈見了以利亞,就說:
[00:04:14.000 --> 00:04:16.000]  「真的是你嗎?
[00:04:16.000 --> 00:04:19.000]  你這是以色列遭殃的人。」
[00:04:19.000 --> 00:04:20.000]  以利亞說:
[00:04:20.000 --> 00:04:23.000]  「使以色列遭殃的不是我,
[00:04:23.000 --> 00:04:25.000]  而是你和你的父家,
[00:04:25.000 --> 00:04:29.000]  因為你們離棄耶和華的誡命,
[00:04:29.000 --> 00:04:31.000]  去隨從巴力。
[00:04:31.000 --> 00:04:33.000]  現在你要派人去
[00:04:33.000 --> 00:04:35.000]  焦聚以色列眾人
[00:04:35.000 --> 00:04:37.000]  以及耶洗別所供養的
[00:04:37.000 --> 00:04:40.000]  450個巴力的先知
[00:04:40.000 --> 00:04:43.000]  和400個阿舍拉的先知
[00:04:43.000 --> 00:04:45.000]  叫他們都上加密山
[00:04:45.000 --> 00:04:47.000]  到我這裡來。」
[00:04:47.000 --> 00:04:51.000]  「阿哈就派人到以色列眾人那裡
[00:04:51.000 --> 00:04:54.000]  召集先知上加密山。」
[00:04:54.000 --> 00:04:57.000]  「以利亞近前來對眾百姓說:
[00:04:57.000 --> 00:05:00.000]  「你們心持異議要到何時呢?
[00:05:00.000 --> 00:05:02.000]  如果耶和華是神
[00:05:02.000 --> 00:05:04.000]  當信服耶和華。
[00:05:04.000 --> 00:05:07.000]  如果是巴力就當信從巴力。」
[00:05:07.000 --> 00:05:09.000]  百姓一言不答。
[00:05:09.000 --> 00:05:11.000]  以利亞對百姓說:
[00:05:11.000 --> 00:05:15.000]  「作耀說先知的只剩下我一個,
[00:05:15.000 --> 00:05:18.000]  巴力的先知卻有450人。
[00:05:18.000 --> 00:05:21.000]  請給我們兩頭牛毒,
[00:05:21.000 --> 00:05:25.000]  巴力的先知可以為自己挑選一頭牛毒,
[00:05:25.000 --> 00:05:28.000]  切成小塊放在柴箱,
[00:05:28.000 --> 00:05:30.000]  不要點火。
[00:05:30.000 --> 00:05:33.000]  我也預備一頭牛毒放在柴箱,
[00:05:33.000 --> 00:05:35.000]  也不點火。
[00:05:35.000 --> 00:05:37.000]  你們求告你們神的名,
[00:05:37.000 --> 00:05:39.000]  我也求告耶和華的名。
[00:05:39.000 --> 00:05:43.000]  英文禱告抗火的就是神。」
[00:05:43.000 --> 00:05:46.000]  眾百姓回答說:「好主意。」
[00:05:46.000 --> 00:05:48.000]  我們一起低頭禱告。
[00:05:48.000 --> 00:05:51.000]  天王上帝,我們去祈禱祢。
[00:05:51.000 --> 00:05:54.000]  我們都知道祢是我們的神,
[00:05:54.000 --> 00:05:56.000]  祢是我們的上帝,
[00:05:56.000 --> 00:05:59.000]  但有時我們都會不經意,
[00:05:59.000 --> 00:06:03.000]  自己都很想去作主,
[00:06:03.000 --> 00:06:06.000]  自己都很想去掌控一切。
[00:06:06.000 --> 00:06:08.000]  天父求祢,
[00:06:08.000 --> 00:06:10.000]  我們同在願聖靈在我們當中,
[00:06:10.000 --> 00:06:12.000]  在我們心靈裡面工作。
[00:06:12.000 --> 00:06:14.000]  願這篇經文再次成為我們提醒,
[00:06:14.000 --> 00:06:16.000]  讓我們再次認信,
[00:06:16.000 --> 00:06:18.000]  惟有耶和華是神。
[00:06:18.000 --> 00:06:19.000]  我們這樣祈禱,
[00:06:19.000 --> 00:06:21.000]  奉耶穌基督名祈求,
[00:06:21.000 --> 00:06:22.000]  阿們。
[00:06:22.000 --> 00:06:24.000]  說說這篇經文,
[00:06:24.000 --> 00:06:26.000]  或當時的歷史背景。
[00:06:26.000 --> 00:06:30.000]  當時以色列已經分開了南北兩國,
[00:06:30.000 --> 00:06:32.000]  已經分裂了。
[00:06:32.000 --> 00:06:35.000]  當時在北國的皇帝叫阿哈,
[00:06:35.000 --> 00:06:37.000]  剛才讀經文的阿哈,
[00:06:37.000 --> 00:06:40.000]  掌管北國的皇朝。
[00:06:40.000 --> 00:06:41.000]  他是一個什麼皇帝呢?
[00:06:41.000 --> 00:06:43.000]  剛才經文也有讀過,
[00:06:43.000 --> 00:06:45.000]  他是一個很邪惡的皇帝,
[00:06:45.000 --> 00:06:47.000]  甚至他拜偶像,
[00:06:47.000 --> 00:06:48.000]  聖經形容他,
[00:06:48.000 --> 00:06:51.000]  恆耶和華眼中為惡的事,
[00:06:51.000 --> 00:06:53.000]  聖經是這樣形容他的。
[00:06:53.000 --> 00:06:55.000]  而當時的先知是以利亞,
[00:06:55.000 --> 00:06:57.000]  以利亞曾經說過,
[00:06:57.000 --> 00:06:58.000]  如果他不祈禱,
[00:06:58.000 --> 00:07:00.000]  天就不會下雨。
[00:07:00.000 --> 00:07:02.000]  結果沒有下雨幾年,
[00:07:02.000 --> 00:07:05.000]  沒有下雨幾年就很嚴重,
[00:07:05.000 --> 00:07:07.000]  會有旱災。
[00:07:07.000 --> 00:07:09.000]  阿哈皇就很緊張,
[00:07:09.000 --> 00:07:11.000]  到處尋找水源,
[00:07:11.000 --> 00:07:14.000]  希望解決乾旱的問題。
[00:07:14.000 --> 00:07:15.000]  不單他去尋找,
[00:07:15.000 --> 00:07:17.000]  他也派他的僕人,
[00:07:17.000 --> 00:07:18.000]  叫俄巴底亞,
[00:07:18.000 --> 00:07:20.000]  到處尋找水源。
[00:07:20.000 --> 00:07:22.000]  俄巴底亞尋找水源的途中,
[00:07:22.000 --> 00:07:24.000]  就被他遇上以利亞這個先知。
[00:07:24.000 --> 00:07:28.000]  俄巴底亞看到以利亞先知就很開心,
[00:07:28.000 --> 00:07:30.000]  希望先知快點來幫忙,
[00:07:30.000 --> 00:07:33.000]  快點來見我們的阿哈皇。
[00:07:33.000 --> 00:07:34.000]  但是,
[00:07:34.000 --> 00:07:37.000]  以利亞拒絕了俄巴底亞,
[00:07:37.000 --> 00:07:38.000]  很有型,
[00:07:38.000 --> 00:07:41.000]  俄巴底亞就叫以利亞去見阿哈皇,
[00:07:41.000 --> 00:07:43.000]  但以利亞反過來,
[00:07:43.000 --> 00:07:44.000]  我不會去見他,
[00:07:44.000 --> 00:07:46.000]  你叫阿哈皇來找我。
[00:07:46.000 --> 00:07:48.000]  是不是很有吉士,
[00:07:48.000 --> 00:07:50.000]  很大膽,
[00:07:50.000 --> 00:07:53.000]  反過來叫阿哈來見我。
[00:07:53.000 --> 00:07:56.000]  剛才我們讀的經文就看到,
[00:07:56.000 --> 00:07:59.000]  阿哈皇真的很聽話,
[00:07:59.000 --> 00:08:03.000]  真的去找以利亞見以利亞。
[00:08:03.000 --> 00:08:05.000]  為什麼阿哈皇那麼順攤,
[00:08:05.000 --> 00:08:07.000]  以利亞說你來見我,
[00:08:07.000 --> 00:08:09.000]  他又來見我呢?
[00:08:09.000 --> 00:08:13.000]  我相信阿哈皇山窮水盡,
[00:08:13.000 --> 00:08:14.000]  幾年沒有下雨,
[00:08:14.000 --> 00:08:15.000]  都找不到方法,
[00:08:15.000 --> 00:08:19.000]  唯有死死地氣去找先知以利亞。
[00:08:19.000 --> 00:08:20.000]  不過,
[00:08:20.000 --> 00:08:22.000]  剛才我們讀的經文,
[00:08:22.000 --> 00:08:24.000]  阿哈皇一見到以利亞,
[00:08:24.000 --> 00:08:25.000]  是怎樣呢?
[00:08:25.000 --> 00:08:26.000]  是罵他,
[00:08:26.000 --> 00:08:28.000]  責怪以利亞,
[00:08:28.000 --> 00:08:29.000]  一見到以利亞就說,
[00:08:29.000 --> 00:08:31.000]  是你了,
[00:08:31.000 --> 00:08:33.000]  搞到以色列人那麼慘,
[00:08:33.000 --> 00:08:34.000]  那個就是你,
[00:08:34.000 --> 00:08:36.000]  最壞就是你,
[00:08:36.000 --> 00:08:39.000]  誰叫你不祈禱就不下雨,
[00:08:39.000 --> 00:08:41.000]  搞到幾年都沒有下雨,
[00:08:41.000 --> 00:08:43.000]  最壞就是你了,
[00:08:43.000 --> 00:08:45.000]  去怪責以利亞。
[00:08:45.000 --> 00:08:47.000]  不過以利亞是怎樣呢?
[00:08:47.000 --> 00:08:50.000]  反過來責備阿哈皇,
[00:08:50.000 --> 00:08:52.000]  不是我,
[00:08:52.000 --> 00:08:53.000]  最壞就是你,
[00:08:53.000 --> 00:08:54.000]  阿哈,
[00:08:54.000 --> 00:08:59.000]  你和你的父家才令到以色列人那麼慘,
[00:08:59.000 --> 00:09:01.000]  那個就是你。
[00:09:01.000 --> 00:09:04.000]  究竟阿哈和他的父家做過甚麼呢?
[00:09:04.000 --> 00:09:08.000]  為何令到以色列人那麼慘呢?
[00:09:08.000 --> 00:09:12.000]  阿哈的父親叫做暗利,
[00:09:12.000 --> 00:09:16.000]  暗利其實是一個拜偶像的人,
[00:09:16.000 --> 00:09:19.000]  聖經形容他是拜金牛督,
[00:09:19.000 --> 00:09:26.000]  阿哈自己也娶了一個西頓公主叫做耶洗別,
[00:09:26.000 --> 00:09:29.000]  當然西頓是一個外邦的國家,
[00:09:29.000 --> 00:09:32.000]  所以也娶了一個外邦的女子,
[00:09:32.000 --> 00:09:34.000]  為何要娶她呢?
[00:09:34.000 --> 00:09:39.000]  其實是想確保自己的疆土不會被入侵,
[00:09:39.000 --> 00:09:42.000]  娶了別人的公主,
[00:09:42.000 --> 00:09:43.000]  大家是朋友,
[00:09:43.000 --> 00:09:44.000]  她不會攻擊我,
[00:09:44.000 --> 00:09:46.000]  我也不會攻擊她,
[00:09:46.000 --> 00:09:49.000]  而且暗利是拜金牛督,
[00:09:49.000 --> 00:09:51.000]  他不依靠耶和華,
[00:09:51.000 --> 00:09:52.000]  到了阿哈,
[00:09:52.000 --> 00:09:55.000]  阿哈娶了耶洗別的公主後,
[00:09:55.000 --> 00:09:57.000]  還拜了巴力,
[00:09:57.000 --> 00:09:59.000]  甚至在以色列的地,
[00:09:59.000 --> 00:10:03.000]  在撒瑪利亞見了巴力的廟,
[00:10:03.000 --> 00:10:05.000]  你想想多誇張,
[00:10:05.000 --> 00:10:12.000]  是阿哈引入了巴力成為以色列國的公正和正式信仰,
[00:10:12.000 --> 00:10:16.000]  是一件很慘的事,
[00:10:16.000 --> 00:10:20.000]  竟然拜偶像成為一個正式的信仰,
[00:10:20.000 --> 00:10:23.000]  巴力是加南的偶像,
[00:10:23.000 --> 00:10:26.000]  剛才讀經文有提到亞瑟拉,
[00:10:26.000 --> 00:10:28.000]  亞瑟拉是他的太太,
[00:10:28.000 --> 00:10:30.000]  有巴力就有亞瑟拉,
[00:10:30.000 --> 00:10:34.000]  我們看到阿哈也好,
[00:10:34.000 --> 00:10:36.000]  他的父親暗利也好,
[00:10:36.000 --> 00:10:38.000]  他們都會拜偶像,
[00:10:38.000 --> 00:10:41.000]  甚至他們都會用自己很多方法,
[00:10:41.000 --> 00:10:43.000]  去建立政治的婚姻,
[00:10:43.000 --> 00:10:44.000]  去拜偶像,
[00:10:44.000 --> 00:10:46.000]  去建立自己的王朝,
[00:10:46.000 --> 00:10:48.000]  鞏固自己的王朝,
[00:10:48.000 --> 00:10:52.000]  他們都想透過這些去做自己想做的事情,
[00:10:52.000 --> 00:10:57.000]  甚至他們都很希望透過這些掌控一切,
[00:10:57.000 --> 00:11:01.000]  令王朝在掌控中能夠安安穩穩,
[00:11:01.000 --> 00:11:02.000]  其實是,
[00:11:02.000 --> 00:11:03.000]  想深一層,
[00:11:03.000 --> 00:11:07.000]  其實阿哈都好像在玩弄神,
[00:11:07.000 --> 00:11:09.000]  其實他都想成為上帝,
[00:11:09.000 --> 00:11:12.000]  用自己的能力去掌控一切,
[00:11:12.000 --> 00:11:14.000]  不知道大家有沒有看到,
[00:11:14.000 --> 00:11:18.000]  其實阿哈的屬靈生命都出現了很大問題,
[00:11:18.000 --> 00:11:20.000]  他為了鞏固自己的勢力,
[00:11:20.000 --> 00:11:21.000]  鞏固自己的王朝,
[00:11:21.000 --> 00:11:23.000]  保住自己的王位,
[00:11:23.000 --> 00:11:25.000]  其實他做的犯罪,
[00:11:25.000 --> 00:11:27.000]  得罪神的事情他都不知道,
[00:11:27.000 --> 00:11:30.000]  他甚至連自己錯什麼都不知道,
[00:11:30.000 --> 00:11:31.000]  他怪責而那,
[00:11:31.000 --> 00:11:35.000]  其實是因為他拜偶像,
[00:11:35.000 --> 00:11:37.000]  帶領以色列離開神,
[00:11:37.000 --> 00:11:41.000]  阿哈的屬靈生命其實是一個很大的漏洞,
[00:11:41.000 --> 00:11:42.000]  很大的破口,
[00:11:42.000 --> 00:11:43.000]  他自己看不到,
[00:11:43.000 --> 00:11:47.000]  他還反過來怪責以利亞,
[00:11:47.000 --> 00:11:53.000]  原來有時當我們都很想去做自己很想得到的東西,
[00:11:53.000 --> 00:11:55.000]  很想掌控一切的時候,
[00:11:55.000 --> 00:11:59.000]  原來不知不覺可能都在破壞我們的屬靈生命,
[00:11:59.000 --> 00:12:02.000]  令到我們屬靈的生命都可能有一個漏洞,
[00:12:02.000 --> 00:12:03.000]  有一個破口,
[00:12:03.000 --> 00:12:06.000]  甚至我們做一些得罪神的事情都不知道,
[00:12:06.000 --> 00:12:09.000]  還以為很合理,
[00:12:09.000 --> 00:12:12.000]  如果我們不去處理這個破口,
[00:12:12.000 --> 00:12:18.000]  其實我們都會和上帝的關係慢慢的圓了,
[00:12:18.000 --> 00:12:21.000]  甚至我們得罪上帝都不知道,
[00:12:21.000 --> 00:12:23.000]  甚至我們不經不覺都成為上帝,
[00:12:23.000 --> 00:12:26.000]  很想做上帝的位置我們都不知道,
[00:12:26.000 --> 00:12:29.000]  弟姐妹,我們真的要思考一下,
[00:12:29.000 --> 00:12:33.000]  究竟我們屬靈生命裡面有沒有一些漏洞,
[00:12:33.000 --> 00:12:35.000]  有沒有一些破口呢?
[00:12:35.000 --> 00:12:38.000]  有沒有一些東西我都很想很想做,
[00:12:38.000 --> 00:12:40.000]  以致我都放不下,
[00:12:40.000 --> 00:12:42.000]  我都很想很想自己作主,
[00:12:42.000 --> 00:12:46.000]  甚至我都知道未必是合神的心意,
[00:12:46.000 --> 00:12:47.000]  但我真的很想做,
[00:12:47.000 --> 00:12:48.000]  很想要,
[00:12:48.000 --> 00:12:51.000]  都令到一些東西都合理化了,
[00:12:51.000 --> 00:12:54.000]  會不會那些可能是關於罪的事情,
[00:12:54.000 --> 00:12:57.000]  又或者是我們一些性情的事情,
[00:12:57.000 --> 00:12:59.000]  甚至那些壞習慣,
[00:12:59.000 --> 00:13:02.000]  會不會我們都在做一些踩界的事情呢?
[00:13:02.000 --> 00:13:05.000]  會不會有時候我們都無視了上帝,
[00:13:05.000 --> 00:13:07.000]  很想自己作主,
[00:13:07.000 --> 00:13:12.000]  會不會都有一些事情其實是不合神心意的?
[00:13:12.000 --> 00:13:16.000]  這些事情有沒有都令到我們和天父的關係大離左隔,
[00:13:16.000 --> 00:13:18.000]  遠離了神呢?
[00:13:18.000 --> 00:13:27.000]  弟姐妹,如果我們都不想玩弄上帝,
[00:13:27.000 --> 00:13:30.000]  我們都很想將我們生命交給主的時候,
[00:13:30.000 --> 00:13:33.000]  很想讓上帝成為我們上帝的時候,
[00:13:33.000 --> 00:13:35.000]  我們真的鼓勵你,
[00:13:35.000 --> 00:13:36.000]  鼓勵你去尋找一下,
[00:13:36.000 --> 00:13:39.000]  究竟我生命裡面有沒有一些漏洞,
[00:13:39.000 --> 00:13:41.000]  有沒有一些不合神心意的事情,
[00:13:41.000 --> 00:13:42.000]  我們需要去改善呢?
[00:13:42.000 --> 00:13:46.000]  以免我們都影響了我們和上帝的關係。
[00:13:46.000 --> 00:13:52.000]  弟姐妹,其實我生命裡面都有一個漏洞和破口的,
[00:13:52.000 --> 00:13:55.000]  我是一個很喜歡工作的人,
[00:13:55.000 --> 00:13:57.000]  我很喜歡上班的,
[00:13:57.000 --> 00:14:02.000]  八號風球一落球就上班的那些人就是我,
[00:14:02.000 --> 00:14:04.000]  不要說一落球,
[00:14:04.000 --> 00:14:05.000]  現在很好,
[00:14:05.000 --> 00:14:06.000]  是預計的,
[00:14:06.000 --> 00:14:08.000]  兩個小時後就落球,
[00:14:08.000 --> 00:14:10.000]  我已經換好衣服,
[00:14:10.000 --> 00:14:12.000]  一落球我就會出門,
[00:14:12.000 --> 00:14:13.000]  我是那種人,
[00:14:13.000 --> 00:14:14.000]  你們是不是這樣?
[00:14:14.000 --> 00:14:16.000]  你們會不會這樣?
[00:14:16.000 --> 00:14:17.000]  你會不會覺得,
[00:14:17.000 --> 00:14:18.000]  傻的嗎?
[00:14:18.000 --> 00:14:19.000]  你是Esther嗎?
[00:14:19.000 --> 00:14:20.000]  我真的是這樣,
[00:14:20.000 --> 00:14:21.000]  我很喜歡上班,
[00:14:21.000 --> 00:14:24.000]  不過我真的問真一點自己,
[00:14:24.000 --> 00:14:26.000]  我真的那麼喜歡上班嗎?
[00:14:26.000 --> 00:14:28.000]  我真的那麼喜歡工作嗎?
[00:14:28.000 --> 00:14:30.000]  我真的是一頭牛嗎?
[00:14:30.000 --> 00:14:31.000]  我想不是,
[00:14:31.000 --> 00:14:34.000]  我猜我是很想多做一些事情,
[00:14:34.000 --> 00:14:35.000]  做好一些事情,
[00:14:35.000 --> 00:14:38.000]  以致所有事情都在我的安排裡面,
[00:14:38.000 --> 00:14:41.000]  以致我的事情不會有錯漏,
[00:14:41.000 --> 00:14:44.000]  其實我都是很想掌控一切事情,
[00:14:44.000 --> 00:14:46.000]  原來我不經意,
[00:14:46.000 --> 00:14:47.000]  我都什麼?
[00:14:47.000 --> 00:14:48.000]  我都play god,
[00:14:48.000 --> 00:14:50.000]  我都很想控制一些事情,
[00:14:50.000 --> 00:14:51.000]  在我的手上,
[00:14:51.000 --> 00:14:52.000]  我作主,
[00:14:52.000 --> 00:14:53.000]  是呀,
[00:14:53.000 --> 00:14:54.000]  真的是呀,
[00:14:54.000 --> 00:14:55.000]  原來鄧英姐妹,
[00:14:55.000 --> 00:14:57.000]  當我去想起自己的生命,
[00:14:57.000 --> 00:14:58.000]  我都不經意,
[00:14:58.000 --> 00:15:00.000]  原來我的生命都有我的漏洞,
[00:15:00.000 --> 00:15:02.000]  我都要被上帝提醒,
[00:15:02.000 --> 00:15:03.000]  是呀,
[00:15:03.000 --> 00:15:04.000]  我感謝主,
[00:15:04.000 --> 00:15:05.000]  很多時候在靈修裡面,
[00:15:05.000 --> 00:15:07.000]  上帝真的提醒我的,
[00:15:07.000 --> 00:15:08.000]  是呀,
[00:15:08.000 --> 00:15:09.000]  不是要這樣的,
[00:15:09.000 --> 00:15:10.000]  不是要自己作主,
[00:15:10.000 --> 00:15:12.000]  不是要自己掌控,
[00:15:12.000 --> 00:15:14.000]  不用自己抓得那麼緊,
[00:15:14.000 --> 00:15:16.000]  你可以放手交給我,
[00:15:16.000 --> 00:15:17.000]  是呀,
[00:15:17.000 --> 00:15:18.000]  鄧英姐妹,
[00:15:18.000 --> 00:15:19.000]  真的是,
[00:15:19.000 --> 00:15:21.000]  我們真的要被上帝提醒我們的生命,
[00:15:21.000 --> 00:15:23.000]  阿蝦都一樣,
[00:15:23.000 --> 00:15:25.000]  阿蝦都合理化自己所有的東西,
[00:15:25.000 --> 00:15:26.000]  是呀,
[00:15:26.000 --> 00:15:28.000]  保護自己的王朝,
[00:15:28.000 --> 00:15:29.000]  保護國土,
[00:15:29.000 --> 00:15:33.000]  甚至希望以色列人安享太平,
[00:15:33.000 --> 00:15:35.000]  但是他用了一個錯的方法,
[00:15:35.000 --> 00:15:37.000]  是呀,
[00:15:37.000 --> 00:15:38.000]  大直知道,
[00:15:38.000 --> 00:15:39.000]  他見到以利亞,
[00:15:39.000 --> 00:15:41.000]  以利亞就指出他的問題,
[00:15:41.000 --> 00:15:42.000]  是呀,
[00:15:42.000 --> 00:15:43.000]  告訴他這些不對,
[00:15:43.000 --> 00:15:45.000]  同樣鄧英姐妹都是,
[00:15:45.000 --> 00:15:46.000]  我都鼓勵你,
[00:15:46.000 --> 00:15:47.000]  多點去靈修,
[00:15:47.000 --> 00:15:48.000]  多點去祈禱,
[00:15:48.000 --> 00:15:49.000]  透過這個過程,
[00:15:49.000 --> 00:15:51.000]  都讓上帝光照我們的生命,
[00:15:51.000 --> 00:15:53.000]  告訴我們,
[00:15:53.000 --> 00:15:55.000]  有些什麼不妥當,
[00:15:55.000 --> 00:15:57.000]  有些什麼你都抓得很緊,
[00:15:57.000 --> 00:15:59.000]  有些什麼你都很想說,
[00:15:59.000 --> 00:16:01.000]  希望都讓上帝提醒我們,
[00:16:01.000 --> 00:16:03.000]  好,
[00:16:03.000 --> 00:16:05.000]  我們再看下去,
[00:16:05.000 --> 00:16:07.000]  20到22節,
[00:16:07.000 --> 00:16:10.000]  在說以利亞叫巴力的先知去加密山,
[00:16:10.000 --> 00:16:12.000]  有個比試的行動,
[00:16:12.000 --> 00:16:15.000]  阿蝦就聽從以利亞的話,
[00:16:15.000 --> 00:16:19.000]  就真的招聚了巴力的先知去到加密山,
[00:16:19.000 --> 00:16:21.000]  為什麼選加密山呢?
[00:16:21.000 --> 00:16:23.000]  原來在地理上,
[00:16:23.000 --> 00:16:25.000]  加密山是靠近西頓的,
[00:16:25.000 --> 00:16:27.000]  原來西頓這個地方,
[00:16:27.000 --> 00:16:29.000]  就是巴力的來源地,
